"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"RASSF5","Rassf5",12.752758,10.114346,14.53403,893,1027,293,12.4670446666667,3.80788,3.80788,2.80103593822364
"RASSF6","Rassf6",1.387576,1.656149,1.874369,47,47,17,1.63936466666667,0,0,2.63936466666667
"RASSF7","Rassf7",1.753447,2.108877,5.367107,27,20,12,3.076477,0.12651,0.12651,3.61867804102937
"RASSF8","Rassf8",15.892851,16.061322,16.931858,1058,1672,322,16.2953436666667,17.16711,17.16711,0.952014033419001
"RASSF9","Rassf9",0.73518,0.506293,0.74319,44,57,12,0.661554333333333,6.00912,6.00912,0.237056054587927
"RAVER1","Raver1",6.167913,5.291027,7.53222,467,610,179,6.33038666666667,0.7717,0.7717,4.13748753551203
"RAVER2","Raver2",2.769857,2.523363,2.877775,235,321,78,2.723665,27.94557,27.94557,0.128643692281755
"RAX","Rax",0.030971,0.135514,0.301001,1,7,3,0.155828666666667,0,0,1.15582866666667
"RB1","Rb1",25.632596,14.205761,14.917515,682,877,142,18.2519573333333,35.56134,35.56134,0.526565966491746
"RB1CC1","Rb1cc1",43.71135,42.396674,44.87836,1932,2617,455,43.662128,42.79758,42.79758,1.01973962944985
"RBAK","Rbak",4.863885,3.966864,4.115553,258,328,87,4.315434,10.04472,10.04472,0.481264712912595
"RBBP4","Rbbp4",46.613024,40.016237,41.011794,2155,2898,687,42.5470183333333,105.48218,105.48218,0.40896061982703
"RBBP5","Rbbp5",28.829899,21.851255,29.667678,1037,1267,277,26.782944,10.5634,10.5634,2.40266219278067
"RBBP6","Rbbp6",22.823407,21.523781,19.566317,1465,1829,328,21.3045016666667,42.10179,42.10179,0.517484347324477
"RBBP7","Rbbp7",50.455167,39.913258,47.466499,1476,1852,441,45.9449746666667,323.06291,323.06291,0.144863769404116
"RBBP8","Rbbp8",3.217861,1.194824,3.661894,98,122,43,2.69152633333333,11.29714,11.29714,0.300193893322621
"RBBP9","Rbbp9",10.633214,10.311176,8.667238,433,642,121,9.87054266666667,7.00853,7.00853,1.35737053699826
"RBCK1","Rbck1",52.516139,44.015941,45.769531,1069,1320,382,47.4338703333333,16.58517,16.58517,2.75424521533391
"RBFA","Rbfa",13.676865,15.582223,14.159415,221,314,73,14.4728343333333,13.94116,13.94116,1.03558454185173
"RBFOX1","Rbfox1",48.879802,34.011576,30.281141,2055,2311,484,37.724173,34.68843,34.68843,1.0850623857648
"RBFOX2","Rbfox2",30.958803,25.071532,17.641954,3110,3473,751,24.5574296666667,53.67725,53.67725,0.467423465274253
"RBFOX3","Rbfox3",41.522697,29.551677,33.956856,1949,2297,559,35.01041,0,0,36.01041
"RBKS","Rbks",2.506805,2.864242,3.590775,36,68,15,2.987274,3.42836,3.42836,0.900395180156988
"RBL1","Rbl1",0.831268,0.532133,1.436586,62,61,26,0.933329,2.78317,2.78317,0.511034132751106
"RBL2","Rbl2",20.436681,15.31656,20.243732,1122,1509,293,18.6656576666667,53.39893,53.39893,0.361508170595757
"RBM10","Rbm10",9.895121,8.317535,10.704911,678,847,229,9.639189,4.36452,4.36452,1.98325087799095
"RBM11","Rbm11",2.790792,2.565513,3.07293,125,174,39,2.809745,0.22771,0.22771,3.10313103257284
"RBM12","Rbm12",3.250282,4.370254,2.144118,299,359,93,3.25488466666667,26.13651,26.13651,0.156795574179092
"RBM12B","Rbm12b1",4.492812,4.438877,2.318882,224,297,26,3.75019033333333,10.5887,10.5887,0.409898464308622
"RBM14","Rbm14",7.794981,4.214829,4.51528,341,399,100,5.50836333333333,14.56104,14.56104,0.418247323657887
"RBM15","Rbm15",1.808408,1.752249,1.396269,190,291,47,1.65230866666667,1.97352,1.97352,0.89197606428296
"RBM15B","Rbm15b",11.834684,8.089365,10.946207,598,695,175,10.2900853333333,6.16093,6.16093,1.57662277571954
"RBM17","Rbm17",86.201229,81.892942,110.711771,655,882,220,92.935314,137.43805,137.43805,0.678536818454175
"RBM18","Rbm18",15.465262,12.114984,13.282492,601,831,182,13.6209126666667,44.7458,44.7458,0.319612131969857
"RBM19","Rbm19",8.825074,11.199517,6.547464,230,322,62,8.85735166666667,8.84289,8.84289,1.00146925005427
"RBM20","Rbm20",0.882726,0.979611,0.697584,94,119,23,0.853307,100.59898,100.59898,0.018241393762024
"RBM22","Rbm22",11.128673,17.292177,11.201857,407,727,143,13.207569,44.36628,44.36628,0.313174653068314
"RBM24","Rbm24",3.826094,1.084679,3.827737,53,41,18,2.91283666666667,347.07408,347.07408,0.0112413905300466
"RBM25","Rbm25",77.715564,68.265764,59.609931,2240,2962,491,68.5304196666667,67.25153,67.25153,1.01873789007612
"RBM26","Rbm26",12.837733,11.952533,10.468779,905,1345,229,11.753015,46.82053,46.82053,0.266684936365197
"RBM27","Rbm27",5.126754,3.498537,4.292264,554,708,124,4.30585166666667,13.35922,13.35922,0.369508348410754
"RBM28","Rbm28",20.645317,17.402445,15.115767,814,1056,228,17.7211763333333,58.99058,58.99058,0.312068600325807
"RBM3","Rbm3",54.545923,55.619742,55.314139,1174,1790,354,55.1599346666667,169.45716,169.45716,0.329466563133321
"RBM33","Rbm33",14.839709,9.802695,10.7925,1539,1706,358,11.8116346666667,18.19182,18.19182,0.667557046005364
"RBM34","Rbm34",6.862232,5.477749,5.507308,352,453,95,5.94909633333333,103.05323,103.05323,0.0667840520984628
"RBM38","Rbm38",2.119483,3.742472,3.561866,33,85,19,3.14127366666667,8.52662,8.52662,0.434705453420696
"RBM39","Rbm39",112.283248,88.637027,98.801474,2977,3670,906,99.9072496666667,370.18705,370.18705,0.271850135037488
"RBM4","Rbm4",12.185409,6.887032,7.945027,245,290,53,9.00582266666667,49.71756,49.71756,0.197285174339354
"RBM41","Rbm41",1.671324,1.982547,1.361268,103,158,29,1.671713,10.84172,10.84172,0.225618660127076
"RBM42","Rbm42",18.557363,16.001548,23.706065,587,771,234,19.4216586666667,2.47955,2.47955,5.86905164939911
"RBM43","Rbm43",8.606428,6.906992,7.531806,233,276,87,7.681742,4.18741,4.18741,1.6736178555387
"RBM44","Rbm44",0.02467,0.008154,0,2,1,0,0.0109413333333333,0.24036,0.24036,0.815038644694551
"RBM45","Rbm45",8.268387,7.043048,7.637519,318,406,92,7.64965133333333,15.40865,15.40865,0.527139730162648
"RBM46","Rbm46",0.251803,0.10802,0.328221,9,6,4,0.229348,0,0,1.229348
"RBM47","Rbm47",0.515605,0.408978,0.139511,9,15,4,0.354698,1.18917,1.18917,0.618818090874624
"RBM48","Rbm48",4.558713,3.76836,3.75581,120,175,29,4.02762766666667,22.97381,22.97381,0.209713335788791
"RBM4B","Rbm4b",10.596547,7.90571,9.436084,652,773,188,9.31278033333333,19.73521,19.73521,0.497355962796294
"RBM5","Rbm5",81.511169,72.978725,70.522249,2340,2886,560,75.0040476666667,107.97439,107.97439,0.69744870943225
"RBM7","Rbm7",11.309987,8.644136,11.767313,386,473,125,10.573812,31.43718,31.43718,0.356806972739307
"RBM8A","Rbm8a",18.103558,19.72075,22.639636,610,892,203,20.154648,62.78581,62.78581,0.331651318686711
"RBMS1","Rbms1",41.488864,32.274958,14.93569,555,738,155,29.566504,77.84023,77.84023,0.387701862361386
"RBMS2","Rbms2",8.053097,6.965139,7.414017,288,393,86,7.47741766666667,16.49661,16.49661,0.484517724671617
"RBMS3","Rbms3",12.255105,9.496286,7.737818,1330,1703,326,9.82973633333333,10.57605,10.57605,0.935529505602803
"RBMX","Rbmx",18.700612,17.355375,22.769185,900,1101,264,19.6083906666667,168.63486,168.63486,0.121486766733363
"RBMX2","Rbmx2",2.582243,3.736526,4.477304,87,97,29,3.598691,22.10091,22.10091,0.199069690328217
"RBP1","Rbp1",1.33346,1.029467,1.290967,75,87,23,1.21796466666667,11.13268,11.13268,0.182809129282786
"RBP2","Rbp2",0,0,0,0,0,0,0,0.78435,0.78435,0.560428167119679
"RBP3","Rbp3",0,0,0,0,0,0,0,0,0,1
"RBP4","Rbp4",2.848088,1.523555,7.306635,48,40,34,3.89275933333333,0.44278,0.44278,3.3912026319559
"RBP7","Rbp7",0,0.296824,0,0,3,0,0.0989413333333333,60.67313,60.67313,0.0178188026671151
"RBPJ","Rbpj",12.011868,8.132482,8.244789,897,1121,284,9.46304633333333,35.53603,35.53603,0.2863761151207
"RBPJL","Rbpjl",0.136592,0.230082,0.139359,15,24,1,0.168677666666667,0,0,1.16867766666667
"RBPMS","Rbpms",3.106276,1.623051,5.366439,74,66,39,3.36525533333333,246.65221,246.65221,0.0176265551328346
"RBPMS2","Rbpms2",1.812761,2.381889,3.087101,47,72,24,2.42725033333333,114.84376,114.84376,0.0295851095763236
"RBX1","Rbx1",69.305869,61.22745,74.795696,1550,1921,540,68.443005,71.33773,71.33773,0.959983192726673
"RC3H1","Rc3h1",4.232027,4.400734,3.40534,1023,1626,256,4.01270033333333,9.33627,9.33627,0.484962209127019
"RC3H2","Rc3h2",7.11358,5.888151,4.916081,1069,1569,253,5.972604,20.55751,20.55751,0.323441993068773
"RCAN1","Rcan1",25.617108,16.953831,29.588169,703,834,242,24.053036,124.78727,124.78727,0.199169884202114
"RCAN2","Rcan2",103.15777,88.387356,97.89637,6203,8264,1837,96.4804986666667,573.38384,573.38384,0.169713163703677
"RCAN3","Rcan3",14.91514,11.970708,10.51041,1234,1356,377,12.4654193333333,4.0103,4.0103,2.68754751877798
"RCBTB1","Rcbtb1",31.641697,36.195683,27.438286,1777,3136,535,31.7585553333333,29.67872,29.67872,1.06779407137369
"RCBTB2","Rcbtb2",26.389318,20.809695,28.965225,418,553,148,25.3880793333333,26.0606,26.0606,0.975147606975948
"RCC1","Rcc1",4.970575,4.761487,6.37524,176,203,66,5.36910066666667,3.85849,3.85849,1.31092184334365
"RCC2","Rcc2",30.246729,33.142603,25.082042,1252,1540,383,29.490458,5.54104,5.54104,4.66140827758277
"RCCD1","Rccd1",13.615156,9.551991,6.199703,195,283,66,9.78895,7.83083,7.83083,1.22173680163699
"RCE1","Rce1",8.106682,5.915217,12.154757,152,178,66,8.725552,1.78376,1.78376,3.49367474207547
"RCHY1","Rchy1",17.392146,15.556652,21.441143,493,659,186,18.1299803333333,64.53162,64.53162,0.291919844699907
"RCL1","Rcl1",6.653337,6.362755,7.064353,244,351,82,6.69348166666667,6.07237,6.07237,1.08782228116836
"RCN1","Rcn1",6.71545,4.991082,5.696057,347,371,95,5.800863,57.19417,57.19417,0.116865022733377
"RCN2","Rcn2",87.930781,76.649906,103.470217,3217,4334,1170,89.3503013333333,87.66989,87.66989,1.01895131857425
"RCN3","Rcn3",12.041415,3.345998,11.383051,120,65,52,8.923488,0.92351,0.92351,5.15905194150277
"RCOR1","Rcor1",3.535122,3.337301,3.027913,410,512,112,3.300112,11.61341,11.61341,0.340915898238462
"RCOR2","Rcor2",2.781204,4.201755,4.200392,100,163,38,3.72778366666667,0.54398,0.54398,3.06207571773382
"RCOR3","Rcor3",10.179085,10.159056,6.417907,466,659,97,8.91868266666667,62.57075,62.57075,0.156025887167709
"RCSD1","Rcsd1",1.439658,1.631898,2.17029,94,147,41,1.747282,30.56428,30.56428,0.0870376894388214
"RCVRN","Rcvrn",0.107774,0.071687,0,2,2,0,0.0598203333333333,0.48073,0.48073,0.715741785020452
"RD3","Rd3",0.304573,0.126715,0.088267,11,7,1,0.173185,0.08856,0.08856,1.07774031748365
"RDH10","Rdh10",2.866929,1.942757,2.937347,191,195,57,2.58234433333333,9.80435,9.80435,0.331565002367873
"RDH11","Rdh11",9.989901,12.56139,11.801868,534,956,174,11.451053,31.28537,31.28537,0.385656196599265
"RDH12","Rdh12",0.714448,0.600051,0.585578,20,38,6,0.633359,0,0,1.633359
"RDH13","Rdh13",8.226745,6.157379,9.592486,349,400,117,7.99220333333333,27.04736,27.04736,0.32060783379731
"RDH14","Rdh14",11.269521,9.548335,10.67618,305,387,90,10.498012,127.96261,127.96261,0.0891577178842767
"RDH16","Rdh7",0,0,0,0,0,0,0,0.48073,0.48073,0.675342567517373
"RDH5","Rdh5",14.477253,12.315878,17.637673,169,218,64,14.810268,23.78346,23.78346,0.637936268785714
"RDM1","Rdm1",9.456074,9.510442,17.786151,76,92,41,12.250889,0,0,13.250889
"RDX","Rdx",35.826878,31.502848,31.02689,2429,3514,709,32.7855386666667,100.53573,100.53573,0.332745317009753
"REC8","Rec8",11.926206,7.46053,15.257321,252,241,78,11.548019,5.83201,5.83201,1.8366511465879
"RECK","Reck",3.535387,3.513415,2.620452,206,243,70,3.22308466666667,8.48867,8.48867,0.44506602786973
"RECQL","Recql",42.382693,27.139532,36.631117,346,433,120,35.3844473333333,25.63048,25.63048,1.36627080448168
"RECQL4","Recql4",0.708115,0.630142,1.059476,60,80,17,0.799244333333333,0.13916,0.13916,1.57944830693962
"RECQL5","Recql5",12.640194,18.352794,24.462414,385,494,108,18.485134,7.90674,7.90674,2.18768415828912
"REEP1","Reep1",37.901554,35.103495,41.053027,3161,4348,1080,38.0193586666667,25.39011,25.39011,1.47855991000669
"REEP2","Reep2",33.261602,28.72008,42.200242,1309,1722,524,34.727308,1.594,1.594,13.7730562837317
"REEP3","Reep3",12.892398,16.106258,11.661804,1402,2627,421,13.5534866666667,19.10267,19.10267,0.723957895476903
"REEP4","Reep4",3.191285,2.446129,4.399258,52,70,24,3.34555733333333,1.84701,1.84701,1.52635829636472
"REEP5","Reep5",246.811227,194.603387,281.127393,6113,8091,1944,240.847335666667,221.38861,221.38861,1.0874987512475
"REEP6","Reep6",1.457695,1.620049,1.343556,42,79,18,1.47376666666667,0.59459,0.59459,1.55134966773068
"REG1B","Reg2",1.364455,1.294391,1.246912,14,20,4,1.30191933333333,0,0,2.30191933333333
"REG3A","Reg3b",0.187686,0.077146,0,2,1,0,0.0882773333333333,0,0,1.08827733333333
"REG3G","Reg3g",0,0,0,0,0,0,0,0,0,1
"REG4","Reg4",0,0,0,0,0,0,0,0,0,1
"REL","Rel",0.799927,0.632572,0.776124,132,157,40,0.736207666666667,0.68314,0.68314,1.03152896768342
"RELA","Rela",19.780208,24.388923,24.094496,382,569,143,22.7545423333333,14.63695,14.63695,1.51912887956624
"RELB","Relb",1.757766,1.670686,2.564505,73,91,29,1.99765233333333,0.46808,0.46808,2.04188622781683
"RELL1","Rell1",4.794791,5.259509,3.827969,213,375,73,4.627423,4.66814,4.66814,0.992816514764985
"RELL2","Rell2",84.199615,77.081753,120.563961,2575,3396,1118,93.948443,0.12651,0.12651,84.285486147482
"RELN","Reln",21.570208,25.79761,21.571363,1779,2840,384,22.979727,1.02471,1.02471,11.8435366052422
"RELT","Relt",13.013556,13.687841,12.072714,439,586,158,12.9247036666667,0.40482,0.40482,9.9120909914912
"REM1","Rem1",0.474175,0.659738,0.190373,8,10,2,0.441428666666667,1.6446,1.6446,0.545046005697144
"REM2","Rem2",1.130935,1.058946,0.909736,27,52,11,1.03320566666667,0.08856,0.08856,1.86779384385488
"REN","Ren1",0.095516,0.021097,0.100052,3,1,1,0.0722216666666667,0,0,1.07222166666667
"RENBP","Renbp",9.101675,9.066059,7.606517,67,87,26,8.591417,1.58135,1.58135,3.71565924806787
"REP15","Rep15",0.864362,1.231642,0.49568,28,60,5,0.863894666666667,8.15975,8.15975,0.20348750420772
"REPIN1","Repin1",11.366424,9.057445,12.020723,546,649,193,10.814864,22.46778,22.46778,0.503450432891394
"REPS1","Reps1",44.629844,31.60052,28.504039,920,1028,264,34.9114676666667,61.04,61.04,0.57884377283473
"REPS2","Reps2",9.394439,8.482099,6.964982,1487,2035,339,8.28050666666667,1.27773,1.27773,4.07445424465001
"RER1","Rer1",35.151163,28.637366,40.073048,1025,1325,328,34.6205256666667,90.27595,90.27595,0.39025094416072
"RERE","Rere",31.567587,27.215063,16.183461,2852,3536,695,24.9887036666667,65.36657,65.36657,0.391593292627096
"RERG","Rerg",7.70708,6.904341,6.765802,270,358,89,7.125741,9.05796,9.05796,0.807891560515254
"RESP18","Resp18",414.448417,268.674186,440.21441,1899,2105,656,374.445671,0,0,375.445671
"REST","Rest",1.283388,1.319892,0.910676,195,306,43,1.17131866666667,10.14592,10.14592,0.194808384293685
"RET","Ret",19.68433,19.702874,20.562545,2117,3209,695,19.9832496666667,0.26567,0.26567,16.5787682939998
"RETN","Retn",0.391593,0,0,6,0,0,0.130531,0,0,1.130531
"RETNLB","Retnlb",0,0,0,0,0,0,0,0,0,1
"RETSAT","Retsat",13.893999,13.086355,13.748769,313,490,107,13.5763743333333,55.13209,55.13209,0.25967987889518
"REV1","Rev1",6.97815,7.155423,10.395838,427,530,124,8.17647033333333,106.06412,106.06412,0.0857100430408743
"REV3L","Rev3l",12.277045,7.736807,12.967359,1032,1143,209,10.993737,20.02618,20.02618,0.570419210717306
"REXO1","Rexo1",10.654377,7.059829,11.417869,593,686,187,9.71069166666667,0.67049,0.67049,6.41170654518535
"REXO2","Rexo2",94.571112,75.332174,63.539106,787,1091,254,77.8141306666667,420.41064,420.41064,0.187024538978576
"REXO4","Rexo4",33.356091,26.420696,35.886169,605,706,186,31.887652,6.05972,6.05972,4.65849240479792
"RFC1","Rfc1",13.970274,12.684897,8.98488,706,980,197,11.880017,42.96204,42.96204,0.292980421290732
"RFC2","Rfc2",30.66525,30.408982,34.108535,461,693,152,31.727589,7.33745,7.33745,3.92537154645605
"RFC3","Rfc3",5.477439,5.279361,8.914636,69,101,31,6.55714533333333,9.02,9.02,0.754206121091151
"RFC4","Rfc4",5.297845,5.07371,3.413945,61,91,18,4.59516666666667,20.55751,20.55751,0.259546054561342
"RFC5","Rfc5",4.805195,4.452907,8.964474,80,98,28,6.074192,8.1471,8.1471,0.773380852947929
"RFESD","Rfesd",13.255635,8.675819,12.07578,180,220,56,11.3357446666667,4.69344,4.69344,2.1666592897557
"RFFL","Rffl",9.09636,12.129265,9.580183,655,1310,214,10.2686026666667,8.79229,8.79229,1.15076275995366
"RFK","Rfk",51.780174,47.98652,50.670286,1405,1979,434,50.14566,47.33921,47.33921,1.05805742377668
"RFNG","Rfng",13.489647,10.891304,15.352619,628,763,221,13.2445233333333,1.87232,1.87232,4.95923968545752
"RFT1","Rft1",4.353413,5.072423,6.023364,204,352,76,5.14973333333333,6.14828,6.14828,0.860309519679326
"RFTN1","Rftn1",6.73997,10.725634,7.225267,327,796,115,8.23029033333333,22.32862,22.32862,0.395663795515265
"RFTN2","Rftn2",6.288812,7.167423,6.412173,487,731,129,6.62280266666667,7.09709,7.09709,0.941424964606626
"RFWD3","Rfwd3",6.348223,5.695584,5.962114,620,826,184,6.00197366666667,3.89644,3.89644,1.43001316602811
"RFX1","Rfx1",3.949849,2.769657,2.920733,318,338,80,3.213413,0.58194,0.58194,2.66344678053529
"RFX2","Rfx2",1.17647,0.776492,1.008639,58,87,23,0.987200333333333,2.4416,2.4416,0.577405954594762
"RFX3","Rfx3",1.926963,1.546191,1.386451,366,463,84,1.61986833333333,2.02412,2.02412,0.866324197893382
"RFX4","Rfx4",16.671757,14.080763,13.719871,432,671,132,14.8241303333333,0.12651,0.12651,14.0470393812157
"RFX5","Rfx5",12.059093,7.667186,13.360355,589,626,162,11.028878,18.44483,18.44483,0.618615745162082
"RFX6","Rfx6",0,0,0,0,0,0,0,0.0253,0.0253,0.975324295328197
"RFX8","Rfx8",0.091798,0.185788,0.874047,3,4,6,0.383877666666667,0.7717,0.7717,0.781101578521571
"RFXANK","Rfxank",7.270638,6.319472,6.402157,312,461,118,6.664089,3.2133,3.2133,1.81902285619348
"RFXAP","Rfxap",40.303233,31.861968,43.309258,343,436,99,38.4914863333333,6.64166,6.64166,5.16791984115144
"RGCC","Rgcc",9.758283,7.971114,8.613483,152,186,42,8.78096,221.71753,221.71753,0.0439164353160705
"RGL1","Rgl1",23.944193,13.488262,12.55411,1301,1567,365,16.6621883333333,23.10032,23.10032,0.732861154264065
"RGL2","Rgl2",44.332179,32.014497,32.044449,849,1027,267,36.130375,18.25507,18.25507,1.92834276894345
"RGL3","Rgl3",2.71419,1.52151,2.478186,94,107,24,2.237962,15.72492,15.72492,0.19360104562533
"RGMA","Rgma",14.898197,15.177169,14.824452,909,1490,347,14.966606,0.97411,0.97411,8.0880021883279
"RGMB","Rgmb",22.803486,29.227014,33.632994,1345,1782,466,28.554498,10.87967,10.87967,2.48782146305411
"RGN","Rgn",0.317309,0.44644,0.609191,10,21,6,0.457646666666667,37.11738,37.11738,0.0382409983757191
"RGP1","Rgp1",22.216598,19.815804,12.49567,784,1004,211,18.176024,14.599,14.599,1.22931110968652
"RGPD8","Ranbp2",10.787214,8.546112,7.286318,2308,2712,480,8.87321466666667,0.7464,0.7464,5.65346694151779
"RGR","Rgr",0,0.087844,0,0,4,0,0.0292813333333333,0.8476,0.8476,0.557091000938154
"RGS1","Rgs1",0.268494,0.108208,0.853486,2,4,3,0.410062666666667,0.65784,0.65784,0.850542070806994
"RGS10","Rgs10",29.687067,30.024653,53.43825,384,469,114,37.7166566666667,7.85613,7.85613,4.37173535919941
"RGS11","Rgs11",16.211397,14.835538,12.68375,434,583,126,14.576895,0.7464,0.7464,8.91943140174072
"RGS12","Rgs12",16.284104,9.574609,8.841545,498,511,143,11.5667526666667,6.23683,6.23683,1.73649963681151
"RGS13","Rgs13",0,0,0,0,0,0,0,0.44278,0.44278,0.693106364102635
"RGS14","Rgs14",0.505485,0.286448,0.084611,12,20,1,0.292181333333333,0,0,1.29218133333333
"RGS16","Rgs16",0.996826,1.148051,1.476154,49,85,23,1.20701033333333,1.35363,1.35363,0.937704878563467
"RGS17","Rgs17",14.550145,10.152518,9.551446,2311,2550,467,11.4180363333333,0.18976,0.18976,10.4374296776941
"RGS18","Rgs18",0.030876,0.037841,0,1,2,0,0.0229056666666667,1.06267,1.06267,0.495913387341003
"RGS19","Rgs19",25.63185,27.324433,18.063226,130,160,32,23.6731696666667,1.49279,1.49279,9.89781315981958
"RGS2","Rgs2",15.633796,13.972562,11.679672,525,615,149,13.76201,25.22565,25.22565,0.562884428031336
"RGS20","Rgs20",4.526301,5.100047,9.151955,102,138,35,6.25943433333333,0,0,7.25943433333333
"RGS22","Rgs22",1.390845,0.595238,0.588014,43,40,7,0.858032333333333,0.26567,0.26567,1.46802273367729
"RGS3","Rgs3",20.337305,16.849428,18.708345,609,812,206,18.6316926666667,32.5631,32.5631,0.58491893378939
"RGS4","Rgs4",19.94914,21.536346,19.972483,1240,1963,379,20.4859896666667,3.46631,3.46631,4.8106803304443
"RGS5","Rgs5",31.450478,20.028135,30.313305,2726,2617,811,27.2639726666667,405.72309,405.72309,0.0694919304106061
"RGS6","Rgs6",18.03865,15.665352,13.444099,1270,1400,352,15.7160336666667,15.16828,15.16828,1.03387828925938
"RGS7","Rgs7",86.049839,76.789031,31.513335,748,889,206,64.7840683333333,0,0,65.7840683333333
"RGS7BP","Rgs7bp",21.388622,18.515951,19.964218,3199,4287,924,19.9562636666667,1.51809,1.51809,8.32228540944393
"RGS8","Rgs8",9.185378,3.576466,3.934754,752,547,145,5.56553266666667,0,0,6.56553266666667
"RGS9","Rgs9",3.620853,2.718045,2.136799,151,200,31,2.82523233333333,0.51868,0.51868,2.51878758746631
"RGS9BP","Rgs9bp",0.068002,0.092089,0,10,20,0,0.0533636666666667,0.51868,0.51868,0.69360475325063
"RHAG","Rhag",0,0.014094,0,0,1,0,0.004698,1.46749,1.46749,0.40717409189095
