"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"BRD8","Brd8",15.78914,14.758883,11.580398,1154,1449,290,14.042807,49.39458,49.39458,0.298500493505452
"BRD9","Brd9",28.592656,22.865624,23.598815,1054,1267,273,25.0190316666667,67.48449,67.48449,0.379925902443994
"BRDT","Brdt",4.002642,3.470161,3.956189,159,223,46,3.809664,0,0,4.809664
"BRF1","Brf1",17.156011,15.093285,10.250688,558,844,167,14.1666613333333,40.34962,40.34962,0.366790827420744
"BRF2","Brf2",8.826449,8.094725,8.520985,150,206,43,8.48071966666667,8.81676,8.81676,0.965768712555534
"BRI3","Bri3",20.529476,17.827172,16.704979,213,287,61,18.3538756666667,97.56518,97.56518,0.196356113453723
"BRI3BP","Bri3bp",15.640634,11.920292,14.036123,2236,2557,631,13.865683,8.29812,8.29812,1.59878373262552
"BRIP1","Brip1",0.699977,0.608753,0.576047,106,118,27,0.628259,0.12447,0.12447,1.4480235132996
"BRIX1","Brix1",15.885926,16.875063,11.379815,328,449,96,14.7136013333333,15.76643,15.76643,0.937206151418837
"BRK1","Brk1",50.033107,48.524304,56.002792,1000,1447,354,51.5200676666667,147.91404,147.91404,0.352687145326704
"BRMS1","Brms1",6.692233,8.02374,8.305085,125,245,60,7.673686,23.02729,23.02729,0.360993104091223
"BRMS1L","Brms1l",24.246525,18.677803,23.528716,1087,1323,344,22.1510146666667,7.82098,7.82098,2.62453997930691
"BROX","Brox",35.422092,26.728473,25.003248,1644,2117,504,29.051271,18.21438,18.21438,1.56399899450308
"BRPF1","Brpf1",5.839877,5.156485,6.35443,468,609,141,5.78359733333333,7.77949,7.77949,0.77266416766046
"BRPF3","Brpf3",15.52877,8.709748,13.482218,346,417,92,12.5735786666667,21.24319,21.24319,0.610235252527478
"BRS3","Brs3",0,0,0,0,0,0,0,0,0,1
"BRSK1","Brsk1",93.977489,80.47273,102.729445,5171,6848,1975,92.3932213333333,332.11163,332.11163,0.28036613832226
"BRSK2","Brsk2",49.778745,42.787941,45.622498,2357,2808,684,46.0630613333333,103.93399,103.93399,0.448501589745452
"BRWD1","Brwd1",59.57006,53.148567,30.909966,2483,3171,479,47.8761976666667,33.151,33.151,1.43117910651713
"BRWD3","Brwd3",0.882671,0.965273,0.599843,214,354,44,0.815929,1.24472,1.24472,0.808977957161695
"BSCL2","Bscl2",38.980218,33.803203,45.303278,1035,1313,379,39.362233,403.2058,403.2058,0.0998556502652856
"BSDC1","Bsdc1",29.352493,30.167281,21.729035,886,1289,247,27.0829363333333,50.61855,50.61855,0.544047369275839
"BSG","Bsg",198.630475,165.073671,225.122205,4626,5851,1676,196.275450333333,390.48892,390.48892,0.503910686241984
"BSN","Bsn",10.140748,6.774595,7.744406,2544,2652,474,8.21991633333333,8.15291,8.15291,1.00732076829482
"BSND","Bsnd",0.017001,0,0,1,0,0,0.005667,0,0,1.005667
"BSPH1","Bsph1",0,0,0,0,0,0,0,0,0,1
"BSPRY","Bspry",0.386418,0.347031,0.575536,17,23,8,0.436328333333333,1.5559,1.5559,0.561965778525503
"BST1","Bst1",0.15762,0.167128,0.206236,9,6,3,0.176994666666667,3.02881,3.02881,0.292144495934697
"BST2","Bst2",3.516183,4.028514,5.014315,45,55,12,4.18633733333333,36.30429,36.30429,0.139027906263149
"BSX","Bsx",0,0,0,0,0,0,0,0,0,1
"BTBD1","Btbd1",104.135134,86.737942,80.672112,1656,2134,487,90.5150626666667,28.9397,28.9397,3.05664594724285
"BTBD10","Btbd10",16.541067,13.576913,15.03164,845,1050,235,15.0498733333333,15.76643,15.76643,0.957262418614656
"BTBD11","Btbd11",15.117754,10.828329,12.631277,1046,1318,279,12.85912,4.52248,4.52248,2.50958265127262
"BTBD16","Btbd16",0.441731,0.449075,0.382019,33,48,8,0.424275,31.90628,31.90628,0.0432827715560677
"BTBD17","Btbd17",16.669356,15.518937,15.033991,328,438,131,15.7407613333333,2.11602,2.11602,5.37248199091576
"BTBD18","Btbd18",0.060661,0.01017,0,4,1,0,0.0236103333333333,0,0,1.02361033333333
"BTBD3","Btbd3",19.441741,17.602368,17.589383,2036,2802,574,18.211164,40.97198,40.97198,0.457714027310601
"BTBD6","Btbd6",14.396179,10.204733,10.916042,429,509,135,11.8389846666667,39.29161,39.29161,0.318651567079763
"BTBD7","Btbd7",3.634729,3.327668,3.289223,649,871,181,3.41720666666667,5.78794,5.78794,0.650743328118202
"BTBD9","Btbd9",49.540971,40.057524,35.407053,833,1031,240,41.668516,19.99848,19.99848,2.03198117197054
"BTC","Btc",0.458533,0.583226,0.337288,25,40,6,0.459682333333333,0.43565,0.43565,1.01673968817841
"BTD","Btd",5.293145,6.382099,4.716889,186,325,73,5.46404433333333,13.44296,13.44296,0.447556756602063
"BTF3","Btf3",105.638201,101.312562,108.159791,1360,1960,441,105.036851333333,222.78386,222.78386,0.473836010038138
"BTF3L4","Btf3l4",35.283762,29.032826,31.856226,823,968,229,32.0576046666667,26.86517,26.86517,1.18634139560845
"BTG1","Btg1",7.550709,5.758031,7.55818,326,449,87,6.95564,20.68307,20.68307,0.36690560884598
"BTG2","Btg2",1.853649,1.712524,2.450145,108,150,45,2.00543933333333,70.24361,70.24361,0.0421853880415848
"BTG3","Btg3",1.591167,2.640393,5.177353,57,78,29,3.13630433333333,21.40916,21.40916,0.184580963022859
"BTG4","Btg4",0,0,0,0,0,0,0,0,0,1
"BTK","Btk",0.557911,0.364715,1.96486,21,29,9,0.962495333333333,5.0826,5.0826,0.322640866296211
"BTLA","Btla",0.145192,0.194733,0.092826,10,17,2,0.144250333333333,0.08298,0.08298,1.05657568314589
"BTN1A1","Btn1a1",0.10553,0.026997,0,5,3,0,0.0441756666666667,0,0,1.04417566666667
"BTN2A2","Btn2a2",0.259724,0.080637,0.145528,13,6,2,0.161963,4.2113,4.2113,0.222969892349318
"BTNL10","Btnl10",0.112247,0.075776,0.050643,8,8,1,0.0795553333333333,0.60161,0.60161,0.674043826732684
"BTNL2","Btnl2",0.036739,0.024482,0,2,2,0,0.020407,2.6554,2.6554,0.279150571756853
"BTNL9","Btnl9",0.107145,0.046517,0.028141,12,8,1,0.060601,28.42107,28.42107,0.0360490288082656
"BTRC","Btrc",43.189247,28.110579,21.932951,1341,1600,322,31.0775923333333,39.37459,39.37459,0.794499518963123
"BUB1","Bub1",0.454593,0.10144,0.410545,8,11,2,0.322192666666667,0.60161,0.60161,0.825539717326107
"BUB1B","Bub1b",3.130752,0.677503,1.48149,107,39,23,1.76324833333333,0.56012,0.56012,1.77117678981959
"BUB3","Bub3",31.770587,30.46936,37.917224,1060,1463,378,33.3857236666667,40.82677,40.82677,0.822098471066895
"BUD13","Bud13",5.255118,4.613123,8.214464,109,138,40,6.02756833333333,8.29812,8.29812,0.755805295407387
"BUD31","Bud31",37.330744,30.358774,35.213684,365,527,124,34.3010673333333,82.8775,82.8775,0.420864562407479
"BVES","Bves",0.575021,0.546958,0.200771,39,31,6,0.440916666666667,4.56397,4.56397,0.258972759857919
"BYSL","Bysl",2.99951,2.93203,4.18073,254,375,112,3.37075666666667,5.97465,5.97465,0.626663225633783
"BZW1","Bzw1",44.414077,41.620206,33.636321,3041,4171,848,39.8902013333333,30.57858,30.57858,1.29487143922663
"BZW2","Bzw2",12.632454,6.821016,8.991793,270,338,106,9.48175433333333,12.90358,12.90358,0.753888878499878
"C10orf90","D7Ertd443e",13.477691,18.518676,7.717011,198,323,56,13.2377926666667,56.8214,56.8214,0.246237425359238
"C11orf71","Gm5617",3.10083,2.749187,4.286392,21,29,9,3.378803,13.77488,13.77488,0.296368092329684
"C12orf4","D6Wsu163e",12.927685,10.564381,14.318962,391,450,120,12.603676,3.40223,3.40223,3.09017838686302
"C12orf45","D10Wsu102e",1.533697,1.373044,1.085506,4342,5827,964,1.330749,10.80831,10.80831,0.197382097861591
"C12orf57","Grcc10",121.905679,110.781427,143.834751,612,888,228,125.507285666667,230.00322,230.00322,0.54764295349072
"C14orf28","Gm527",3.936236,3.387348,5.633358,40,52,18,4.31898066666667,2.77987,2.77987,1.40718613779486
"C15orf62","Gm14137",0.709299,0.741739,0.430213,47,74,9,0.627083666666667,1.22397,1.22397,0.731612236975619
"C17orf67","Gm525",0,0.185536,0,0,2,0,0.0618453333333333,1.88782,1.88782,0.367697894374765
"C17orf78","Gm11437",0.042875,0.203544,0,1,7,0,0.0821396666666667,0.14522,0.14522,0.944918589150265
"C17orf80","D11Wsu47e",3.085376,3.119517,1.623959,87,133,23,2.60961733333333,8.29812,8.29812,0.388209372790772
"C19orf53","D8Ertd738e",56.857298,53.880686,69.599706,483,694,188,60.1125633333333,161.357,161.357,0.376408552346578
"C1D","C1d",32.292356,36.699674,30.458897,424,660,116,33.150309,37.52826,37.52826,0.886370394095139
"C1GALT1","C1galt1",3.219867,3.014773,2.522473,387,571,93,2.91903766666667,72.0692,72.0692,0.0536346048220956
"C1GALT1C1","C1galt1c1",12.365848,9.738366,12.073676,311,378,95,11.39263,6.51403,6.51403,1.64926544078211
"C1QA","C1qa",18.12213,26.57323,27.299142,341,769,161,23.9981673333333,33.27547,33.27547,0.729331131953357
"C1QB","C1qb",18.3376,24.406254,26.49569,362,737,165,23.079848,97.9386,97.9386,0.243381733721722
"C1QBP","C1qbp",53.092408,43.064776,65.530891,772,927,276,53.896025,82.06844,82.06844,0.660852966541806
"C1QC","C1qc",13.455855,19.483708,20.150178,302,665,142,17.6965803333333,70.36808,70.36808,0.261973985195249
"C1QL1","C1ql1",3.827975,6.551932,8.042576,92,239,60,6.14082766666667,49.74725,49.74725,0.140713588749472
"C1QL2","C1ql2",0.726984,0.731446,1.049401,29,44,13,0.835943666666667,12.07377,12.07377,0.140429552200067
"C1QL3","C1ql3",4.844276,3.16387,2.947138,249,245,47,3.65176133333333,6.49328,6.49328,0.620791073246073
"C1QL4","C1ql4",0.142606,0.30715,0.227075,4,13,2,0.225610333333333,0.62236,0.62236,0.755449057751259
"C1QTNF1","C1qtnf1",1.684076,2.999053,7.187252,68,55,15,3.95679366666667,12.26048,12.26048,0.373801979013329
"C1QTNF2","C1qtnf2",0.446699,0.49352,1.399157,8,16,10,0.779792,0.62236,0.62236,1.09703888162923
"C1QTNF3","C1qtnf3",0.880213,0.8109,0.978235,41,55,14,0.889782666666667,19.83251,19.83251,0.0907131529838059
"C1QTNF4","C1qtnf4",18.680363,11.129146,21.815382,383,340,136,17.208297,29.81101,29.81101,0.590967222431202
"C1QTNF5","C1qtnf5",69.549589,71.184348,41.261852,188,384,87,60.665263,30.14293,30.14293,1.9800726200136
"C1QTNF6","C1qtnf6",5.915354,0.668906,0.829933,41,51,12,2.47139766666667,7.69651,7.69651,0.399171353412652
"C1QTNF7","C1qtnf7",0.288892,0.2472,0.130428,10,9,3,0.222173333333333,1.30695,1.30695,0.529778856643331
"C1QTNF9B","C1qtnf9",0.077108,0.08574,0.406994,3,5,5,0.189947333333333,3.36074,3.36074,0.272877386254015
"C1R","C1ra",0.435105,0.269386,1.031469,28,26,21,0.578653333333333,23.11027,23.11027,0.065476385512619
"C1RL","C1rl",0.171331,0.175634,0.09772,11,17,2,0.148228333333333,4.60546,4.60546,0.204841053782086
"C1orf87","Gm12695",0,0.035058,0,0,2,0,0.011686,0.39416,0.39416,0.725659895564354
"C2","C2",2.574723,2.324479,2.569003,31,27,11,2.48940166666667,8.40185,8.40185,0.371139899771499
"C2CD2","C2cd2",20.114811,20.106459,20.071552,661,984,198,20.0976073333333,9.16943,9.16943,2.07461060583861
"C2CD2L","C2cd2l",46.243025,36.856651,46.674922,952,1111,325,43.2581993333333,29.41685,29.41685,1.4550553174748
"C2CD3","C2cd3",6.002015,5.401886,6.825628,545,642,137,6.07650966666667,32.21746,32.21746,0.213035845205102
"C2CD4C","C2cd4c",0.868109,0.729675,0.693815,64,74,13,0.763866333333333,10.47638,10.47638,0.153695358060062
"C2CD4D","C2cd4d",0.884556,0.841813,1.998753,11,16,7,1.24170733333333,1.88782,1.88782,0.776262832632689
"C3","C3",15.450638,55.071764,13.181921,497,2759,167,27.901441,36.55323,36.55323,0.769612653824984
"C3AR1","C3ar1",0.23489,0.370888,0.204807,22,52,6,0.270195,7.67576,7.67576,0.146407346445729
"C4B","C4b",14.453955,21.433206,26.41247,852,2261,378,20.7665436666667,0.89205,0.89205,11.5042116575496
"C4orf33","D3Ertd751e",8.284818,9.671365,5.823817,414,646,91,7.92666666666667,5.35229,5.35229,1.40526749670854
"C4orf48","Gm1673",28.3298,20.64795,45.027162,149,162,71,31.3349706666667,173.47226,173.47226,0.185330153152522
"C5AR1","C5ar1",0.40416,0.14154,0.317561,9,11,3,0.287753666666667,4.75068,4.75068,0.223930677183684
"C5orf46","Gm94",0,0,0,0,0,0,0,1.92931,1.92931,0.341377320939061
"C6orf163","Gm136",0,0,0,0,0,0,0,0.20745,0.20745,0.828191643546317
"C7orf57","Gm11992",1.017365,0.575401,0.806968,44,39,11,0.799911333333333,0.24894,0.24894,1.44115116285277
"C8A","C8a",0.013024,0.079043,0.08269,1,9,2,0.0582523333333333,0.10373,0.10373,0.958796384381446
"C8B","C8b",0,0.063901,0,0,3,0,0.0213003333333333,0,0,1.02130033333333
"C8G","C8g",2.732929,2.01302,3.916917,39,45,15,2.887622,2.92509,2.92509,0.990454231622714
"C9","C9",0,0.016141,0,0,1,0,0.00538033333333333,0,0,1.00538033333333
"CAAP1","Caap1",2.282282,2.037235,1.901896,78,114,20,2.07380433333333,15.06109,15.06109,0.19138205024275
"CAB39","Cab39",65.292665,57.633577,61.164195,4304,5901,1250,61.363479,27.4253,27.4253,2.19394268486173
"CAB39L","Cab39l",14.613677,11.408632,12.51276,768,940,219,12.845023,24.14754,24.14754,0.550551783593942
"CABLES1","Cables1",6.901329,6.015379,6.475502,399,527,117,6.46407,38.27509,38.27509,0.190045904414223
"CABLES2","Cables2",17.373133,15.024864,19.925213,1073,1382,401,17.44107,3.19478,3.19478,4.39619479448267
"CABP1","Cabp1",79.060835,66.798767,103.908306,1469,1708,502,83.2559693333333,89.64047,89.64047,0.929562361419059
"CABP2","Cabp2",0.31062,0,0,1,0,0,0.10354,0,0,1.10354
"CABP4","Cabp4",0.497792,0.168744,0.57854,20,13,6,0.415025333333333,6.20285,6.20285,0.19645353343931
"CABP5","Cabp5",0.062171,0.047334,0.088833,2,2,1,0.0661126666666667,0,0,1.06611266666667
"CABP7","Cabp7",65.996921,51.185346,82.877723,3697,4378,1463,66.6866633333333,26.76145,26.76145,2.43815302634889
"CABS1","Cabs1",0,0,0,0,0,0,0,0,0,1
"CABYR","Cabyr",3.780978,2.342871,2.251353,126,119,27,2.791734,9.58433,9.58433,0.358240342090619
"CACFD1","Cacfd1",22.205795,19.766248,22.869787,705,819,235,21.6139433333333,20.22667,20.22667,1.06535520330477
"CACHD1","Cachd1",13.668812,14.569266,20.173308,649,830,178,16.1371286666667,4.70918,4.70918,3.00167951731539
"CACNA1A","Cacna1a",48.625593,28.507121,80.52877,2199,2412,494,52.553828,52.77606,52.77606,0.995867454774485
"CACNA1B","Cacna1b",36.020271,23.96366,19.730618,1536,1554,309,26.5715163333333,9.79179,9.79179,2.55486034599759
"CACNA1C","Cacna1c",5.515455,3.688797,1.968031,1122,1174,183,3.72409433333333,3.04956,3.04956,1.16656978371313
"CACNA1D","Cacna1d",14.258521,15.330422,8.3295,807,981,165,12.639481,4.33577,4.33577,2.55623480772222
"CACNA1E","Cacna1e",12.034006,7.675681,7.588857,2124,2172,279,9.09951466666667,6.53477,6.53477,1.34038791717155
"CACNA1F","Cacna1f",0.158419,0.206168,0.046415,15,10,2,0.137000666666667,0.33192,0.33192,0.853655374697179
"CACNA1H","Cacna1h",10.154769,4.684117,5.032411,596,738,131,6.62376566666667,20.18518,20.18518,0.359863152763709
"CACNA1S","Cacna1s",0.203596,0.140866,0,16,14,0,0.114820666666667,0.16596,0.16596,0.956139718915457
"CACNA2D1","Cacna2d1",8.950828,6.474969,4.205378,1204,1365,192,6.543725,11.65886,11.65886,0.595924514529744
"CACNA2D2","Cacna2d2",26.350066,15.282107,16.453506,1761,1857,439,19.361893,4.64695,4.64695,3.60582137259937
"CACNA2D3","Cacna2d3",24.7108,21.130892,25.534411,1638,2020,482,23.7920343333333,80.51254,80.51254,0.304149942246105
"CACNA2D4","Cacna2d4",0.957264,0.971944,0.522303,43,66,13,0.817170333333333,4.12832,4.12832,0.354340277777778
"CACNB1","Cacnb1",11.153563,9.368194,9.028328,678,787,175,9.85002833333333,35.72342,35.72342,0.295452556797088
"CACNB2","Cacnb2",19.677615,15.045427,14.217767,800,898,197,16.313603,12.136,12.136,1.31802702496955
"CACNB3","Cacnb3",14.13218,10.374631,7.095039,483,495,119,10.53395,52.11221,52.11221,0.217161929432046
"CACNB4","Cacnb4",26.778005,35.134494,52.330029,2549,3593,535,38.0808426666667,4.19055,4.19055,7.52922959352413
"CACNG1","Cacng1",0.042826,0.028261,0,1,1,0,0.0236956666666667,0.43565,0.43565,0.713053785161193
"CACNG2","Cacng2",17.270792,15.241068,17.173181,1990,2689,620,16.5616803333333,4.6262,4.6262,3.12141060277511
"CACNG3","Cacng3",6.52849,4.239894,3.637683,204,247,59,4.80202233333333,37.42453,37.42453,0.150997873840834
"CACNG4","Cacng4",11.296348,12.501096,7.04127,560,740,122,10.2795713333333,21.015,21.015,0.512358452570217
"CACNG5","Cacng5",3.622837,2.150532,2.767714,293,259,71,2.84702766666667,0.99577,0.99577,1.92759068763769
"CACNG6","Cacng6",0.13799,0.134961,0,3,6,0,0.0909836666666667,0.99577,0.99577,0.546647993840305
"CACNG7","Cacng7",59.5777,47.589699,60.71784,2136,2710,719,55.9617463333333,82.71154,82.71154,0.680452734871839
"CACNG8","Cacng8",8.191333,6.520112,6.410489,186,243,47,7.04064466666667,32.17597,32.17597,0.242363513912831
"CACTIN","Cactin",8.043727,6.35033,9.16702,321,426,90,7.85369233333333,37.1341,37.1341,0.232172578698156
"CACUL1","Cacul1",10.944898,8.959501,8.466314,1226,1521,319,9.45690433333333,17.23935,17.23935,0.573315624368924
"CACYBP","Cacybp",37.135601,33.052101,38.381883,1179,1595,353,36.1898616666667,207.82649,207.82649,0.178089770443715
"CAD","Cad",12.607718,9.51935,11.374605,466,594,164,11.1672243333333,27.54977,27.54977,0.426175914318516
"CADM1","Cadm1",25.241346,20.224181,20.220165,1620,2150,459,21.8952306666667,92.15066,92.15066,0.245787100882234
"CADM2","Cadm2",19.932152,23.429582,26.582377,1558,2520,408,23.3147036666667,80.32583,80.32583,0.29897885661501
"CADM3","Cadm3",96.720875,72.295369,75.265823,5907,6989,1642,81.4273556666667,47.71421,47.71421,1.69205978433534
"CADM4","Cadm4",136.840233,126.900018,186.933144,3758,5722,1312,150.224465,267.38627,267.38627,0.563458276013896
"CADPS","Cadps",188.095733,149.131286,185.287754,6902,8756,1915,174.171591,45.84713,45.84713,3.73921713027031
"CADPS2","Cadps2",7.408472,3.340845,3.717592,520,435,97,4.822303,5.60123,5.60123,0.882002747972726
"CAGE1","Cage1",0.887362,0.756145,0.374174,56,56,8,0.672560333333333,0,0,1.67256033333333
"CALB1","Calb1",8.228977,5.233024,2.804592,499,524,69,5.42219766666667,4.29428,4.29428,1.21304458144765
"CALB2","Calb2",95.261807,86.641688,105.559703,2641,3617,925,95.821066,27.77797,27.77797,3.36441611413175
"CALCB","Calcb",7.997491,8.049819,8.993045,125,193,47,8.346785,0.80907,0.80907,5.1666242876174
"CALCOCO1","Calcoco1",26.152815,23.852317,30.500985,807,1159,293,26.8353723333333,79.43378,79.43378,0.346065699427944
"CALCOCO2","Calcoco2",0.311443,0.039618,0.296542,10,1,3,0.215867666666667,61.13642,61.13642,0.0195677135352611
"CALCR","Calcr",0.259377,0.065132,0,15,8,0,0.108169666666667,0.29043,0.29043,0.858759999896675
"CALCRL","Calcrl",4.106947,4.274405,2.472948,250,343,46,3.6181,11.82483,11.82483,0.360090543110513
"CALHM1","Calhm1",0,0,0,0,0,0,0,0.80907,0.80907,0.552770207896875
"CALHM2","Calhm2",0.460624,0.396373,0.551536,25,31,9,0.469511,7.26086,7.26086,0.177888379660229
"CALM1","Calm1",675.686534,540.767049,590.287842,35255,44057,9984,602.247141666667,540.00036,540.00036,1.11505866958511
"CALM2","Calm2",776.978426,708.436918,617.460614,10853,14217,3139,700.958652666667,1377.84109,1377.84109,0.509093221661001
"CALM3","Calm3",1024.14503,914.047514,949.797078,15592,20473,5206,962.663207333333,1010.46244,1010.46244,0.952742454117558
"CALML3","Calml3",0,0,0,0,0,0,0,1.72186,1.72186,0.367395824913846
"CALML4","Calml4",2.320021,1.625218,1.002585,23,16,2,1.64927466666667,5.64272,5.64272,0.398823774999799
"CALML5","Calm4",0,0,0,0,0,0,0,9.87477,9.87477,0.0919559678043766
"CALN1","Caln1",36.372362,31.545578,24.61124,4664,5780,1037,30.84306,67.11107,67.11107,0.467516660654428
"CALR","Calr",125.462891,98.614935,121.554906,3576,4386,1080,115.210910666667,370.55268,370.55268,0.312771019890549
"CALR3","Calr3",2.469146,2.524404,1.930496,80,108,18,2.30801533333333,0,0,3.30801533333333
"CALU","Calu",33.149804,31.286752,26.350122,1766,2191,540,30.262226,30.57858,30.57858,0.989982006790679
"CALY","Caly",39.322447,27.317314,41.057496,714,758,232,35.8990856666667,313.4616,313.4616,0.117340513648301
"CAMK1","Camk1",22.190959,15.790715,19.098063,698,760,194,19.026579,35.5782,35.5782,0.547500396410977
"CAMK1D","Camk1d",20.140234,16.346996,16.445774,3135,3803,804,17.6443346666667,27.46679,27.46679,0.65495037082392
"CAMK1G","Camk1g",12.339229,7.571959,7.112132,431,505,117,9.00777333333333,9.83328,9.83328,0.923799009472047
"CAMK2A","Camk2a",24.714614,12.680009,9.526066,1871,1572,297,15.6402296666667,247.30481,247.30481,0.067015333559856
"CAMK2B","Camk2b",78.033625,54.917705,63.97217,5582,6029,1599,65.6411666666667,239.87799,239.87799,0.276659426901838
"CAMK2D","Camk2d",130.150904,95.63795,66.785553,2262,2410,555,97.5248023333333,52.1537,52.1537,1.85358314347512
"CAMK2G","Camk2g",298.009892,224.40022,201.593364,7457,9071,2377,241.334492,55.51444,55.51444,4.28801014395613
"CAMK2N1","Camk2n1",52.987027,40.856009,43.018795,4788,5556,1217,45.6206103333333,372.75169,372.75169,0.124736854924545
"CAMK2N2","Camk2n2",92.236959,72.580635,99.192757,1990,2343,663,88.0034503333333,28.62852,28.62852,3.00397894776159
"CAMK4","Camk4",4.073575,2.413192,1.698639,212,187,30,2.72846866666667,43.5444,43.5444,0.0837022985306047
"CAMKK1","Camkk1",41.710604,30.801599,36.246272,2526,2942,807,36.252825,18.29736,18.29736,1.93046224975852
"CAMKK2","Camkk2",17.436848,11.465942,21.123411,1217,1307,338,16.6754003333333,31.69883,31.69883,0.540551461117518
"CAMKMT","Camkmt",4.502765,3.694381,4.127135,146,179,43,4.10809366666667,19.02345,19.02345,0.255105572050105
"CAMKV","Camkv",20.122106,11.936934,10.376892,1125,904,179,14.1453106666667,56.07457,56.07457,0.265360048558696
"CAMP","Camp",0.674298,1.333946,0.798633,8,24,3,0.935625666666667,0,0,1.93562566666667
"CAMSAP1","Camsap1",64.655559,37.750459,35.074455,1586,1741,377,45.8268243333333,23.11027,23.11027,1.9421941078774
"CAMSAP2","Camsap2",21.490757,16.679904,17.827503,2537,3028,662,18.6660546666667,11.0365,11.0365,1.63386820642767
"CAMSAP3","Camsap3",8.107621,5.692874,10.53601,453,488,137,8.11216833333333,6.24434,6.24434,1.25783278163826
