"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"CUX1","Cux1",18.194291,15.640765,14.886367,1267,1661,322,16.2404743333333,399.44256,399.44256,0.043053551384082
"CUX2","Cux2",13.103408,8.444621,14.372924,694,914,223,11.973651,1.30344,1.30344,5.63229387351092
"CUZD1","Cuzd1",0.021227,0.043082,0,1,3,0,0.0214363333333333,0.49655,0.49655,0.682527368503113
"CWC15","Cwc15",59.088263,61.661206,62.824475,767,1218,252,61.1913146666667,52.1066,52.1066,1.17106564281401
"CWC22","Cwc22",6.421264,5.034281,9.089096,294,323,105,6.84821366666667,5.98962,5.98962,1.12283838987909
"CWC25","Cwc25",3.268673,3.190565,3.182892,206,307,63,3.21404333333333,6.14479,6.14479,0.589806465037228
"CWC27","Cwc27",8.819548,5.205088,11.807943,248,284,64,8.61085966666667,90.2788,90.2788,0.105291257845926
"CWF19L1","Cwf19l1",10.201577,6.942398,8.7418,231,276,66,8.62859166666667,139.56128,139.56128,0.0685010243693474
"CWF19L2","Cwf19l2",3.142133,3.279101,2.904587,256,410,79,3.108607,5.80342,5.80342,0.603903183986877
"CWH43","Cwh43",0.020651,0.055378,0,1,4,0,0.025343,0.0931,0.0931,0.938013905406642
"CX3CL1","Cx3cl1",69.210362,45.22876,52.149354,3061,3312,899,55.529492,16.75853,16.75853,3.18323036872984
"CX3CR1","Cx3cr1",7.088867,7.966849,7.598402,527,918,171,7.55137266666667,6.88962,6.88962,1.08387636751411
"CXADR","Cxadr",3.135491,2.54057,1.55257,226,252,50,2.40954366666667,11.38959,11.38959,0.275194228918525
"CXCL10","Cxcl10",0.156684,0.137007,0.16642,3,5,1,0.153370333333333,2.45171,2.45171,0.334144622037579
"CXCL11","Cxcl11",0.072104,0.021627,0.038654,6,2,1,0.0441283333333333,0.83793,0.83793,0.568100163408472
"CXCL12","Cxcl12",9.938694,8.963746,13.441236,993,1349,358,10.7812253333333,26.99985,26.99985,0.420760301692092
"CXCL13","Cxcl13",0,0,0,0,0,0,0,0.18621,0.18621,0.843021050235624
"CXCL14","Cxcl14",21.476141,19.39035,22.499689,749,1038,255,21.12206,8.56547,8.56547,2.31269974188409
"CXCL16","Cxcl16",1.156317,1.000424,2.485379,37,52,25,1.54737333333333,38.45151,38.45151,0.0645697296081527
"CXCL17","Cxcl17",0,0.110371,0,0,2,0,0.0367903333333333,0,0,1.03679033333333
"CXCL2","Cxcl1",0.124475,0,0,2,0,0,0.0414916666666667,9.6827,9.6827,0.0974932991347381
"CXCL3","Cxcl2",0,0,0,0,0,0,0,1.95516,1.95516,0.338391153101693
"CXCL6","Cxcl5",0.332979,0.202128,0.414955,9,9,4,0.316687333333333,0.62069,0.62069,0.812423926434626
"CXCL9","Cxcl9",0.106988,0.235463,0,7,3,0,0.114150333333333,0,0,1.11415033333333
"CXCR1","Cxcr1",0,0,0,0,0,0,0,1.36551,1.36551,0.42274181888895
"CXCR2","Cxcr2",0.432992,0.420662,0.388389,28,41,8,0.414014333333333,2.42068,2.42068,0.413372292448675
"CXCR3","Cxcr3",0.028898,0,0,1,0,0,0.00963266666666667,0.89999,0.89999,0.531388410816197
"CXCR4","Cxcr4",1.49381,1.300472,1.228934,36,53,13,1.341072,69.48581,69.48581,0.033213380111543
"CXCR5","Cxcr5",0,0.012025,0,0,1,0,0.00400833333333333,0,0,1.00400833333333
"CXCR6","Cxcr6",0.052065,0.12255,0,2,7,0,0.058205,1.79999,1.79999,0.377931706898953
"CXXC1","Cxxc1",22.493424,18.618038,38.200652,574,653,179,26.4373713333333,78.85817,78.85817,0.343576259427599
"CXXC4","Cxxc4",6.748405,5.128558,4.516092,778,880,165,5.46435166666667,2.04826,2.04826,2.12066938734447
"CXXC5","Cxxc5",22.79039,21.734919,24.160538,978,1324,331,22.8952823333333,145.02332,145.02332,0.163640179755763
"CXorf65","Gm614",0,0,0,0,0,0,0,0.43448,0.43448,0.697116725224472
"CYB561","Cyb561",14.791178,14.952108,14.95828,658,884,264,14.900522,7.60341,7.60341,1.84816508802905
"CYB561D1","Cyb561d1",3.94425,3.18081,3.144974,272,345,76,3.42334466666667,5.92755,5.92755,0.638515011319538
"CYB561D2","Cyb561d2",8.932533,8.613495,8.275764,116,190,39,8.607264,17.96886,17.96886,0.506475560471214
"CYB5A","Cyb5a",44.530886,43.430866,48.866588,535,750,181,45.6094466666667,61.51,61.51,0.745631845571375
"CYB5B","Cyb5b",30.550476,28.190346,30.864889,2877,3975,912,29.8685703333333,38.88599,38.88599,0.773920124167241
"CYB5D1","Cyb5d1",27.309201,21.803073,20.920578,408,488,94,23.344284,7.85168,7.85168,2.75024447336551
"CYB5D2","Cyb5d2",6.622942,6.670073,8.053045,331,455,121,7.11535333333333,38.79288,38.79288,0.203939833792712
"CYB5R1","Cyb5r1",21.542924,22.700821,32.723428,288,431,110,25.6557243333333,27.37226,27.37226,0.939499508792508
"CYB5R2","Cyb5r2",0.920589,0.245905,0.43428,24,12,3,0.533591333333333,64.9548,64.9548,0.0232521565273996
"CYB5R3","Cyb5r3",32.893201,31.383228,40.68116,1343,1954,525,34.985863,238.15727,238.15727,0.150469450500083
"CYB5R4","Cyb5r4",16.651724,12.515021,15.056135,692,767,213,14.74096,5.12066,5.12066,2.57177493930393
"CYB5RL","Cyb5rl",5.117315,6.854279,7.081256,100,159,27,6.35095,2.35861,2.35861,2.18868817754964
"CYBA","Cyba",3.865215,3.915234,3.499308,44,62,10,3.759919,578.66568,578.66568,0.00821149011271463
"CYBB","Cybb",0.313645,0.396175,0.497784,17,25,8,0.402534666666667,14.43095,14.43095,0.0908910123269576
"CYBRD1","Cybrd1",0.670925,0.868855,0.811132,79,154,30,0.783637333333333,18.80679,18.80679,0.0900518121984094
"CYC1","Cyc1",159.333081,146.991958,227.835731,2111,2902,962,178.05359,79.72713,79.72713,2.21801010391426
"CYCS","Cycs",11.661061,12.769055,14.72289,647,1063,228,13.051002,68.27547,68.27547,0.2028279562737
"CYCTP","Cyct",0.107992,0,0,1,0,0,0.0359973333333333,0,0,1.03599733333333
"CYFIP1","Cyfip1",34.297635,31.127791,27.012297,1760,2346,516,30.8125743333333,37.61358,37.61358,0.823870108219267
"CYFIP2","Cyfip2",95.826804,67.989593,79.669145,12170,13327,3292,81.1618473333333,44.81354,44.81354,1.79339661011424
"CYGB","Cygb",29.772288,19.192177,27.720292,1433,1405,420,25.5615856666667,10.33442,10.33442,2.34344462854444
"CYHR1","Cyhr1",41.072918,37.175582,44.377423,2191,2947,729,40.8753076666667,61.91344,61.91344,0.665601939214684
"CYLD","Cyld",14.163034,12.091628,9.134019,1922,2387,426,11.796227,29.20328,29.20328,0.423670111325657
"CYP11A1","Cyp11a1",0.437529,0.575986,0.701179,22,25,5,0.571564666666667,4.12756,4.12756,0.306493666903296
"CYP11B2","Cyp11b2",0.003035,0,0,0,0,0,0.00101166666666667,0.06207,0.06207,0.942510066819199
"CYP17A1","Cyp17a1",0,0.088997,0,0,2,0,0.0296656666666667,14.18268,14.18268,0.0678184396079392
"CYP19A1","Cyp19a1",0.080291,0.027219,0,4,2,0,0.0358366666666667,1.30344,1.30344,0.449691186515241
"CYP1A1","Cyp1a1",0.054169,0.048067,0,3,4,0,0.0340786666666667,18.68265,18.68265,0.0525375732773111
"CYP1A2","Cyp1a2",0.025253,0,0,1,0,0,0.00841766666666667,0.06207,0.06207,0.949483241845327
"CYP1B1","Cyp1b1",0.930192,0.653839,1.223333,104,112,38,0.935788,11.45166,11.45166,0.155464251352832
"CYP20A1","Cyp20a1",6.212103,8.293646,7.840805,282,538,99,7.44885133333333,3.66205,3.66205,1.8122609867619
"CYP24A1","Cyp24a1",0.05177,0.043002,0.041101,4,5,1,0.045291,0.06207,0.06207,0.984201606297137
"CYP26A1","Cyp26a1",0.054766,0.018009,0,2,1,0,0.0242583333333333,0.0931,0.0931,0.937021620467783
"CYP26B1","Cyp26b1",0.439101,0.843736,0.496884,40,113,6,0.593240333333333,3.0724,3.0724,0.3912288413057
"CYP27A1","Cyp27a1",26.31125,40.931991,36.603331,511,1193,253,34.615524,103.0339,103.0339,0.342345370114934
"CYP27B1","Cyp27b1",0,0.013255,0.063141,0,1,1,0.0254653333333333,0.34138,0.34138,0.76448533102725
"CYP2A13","Cyp2a5",0,0,0,0,0,0,0,0.12414,0.12414,0.889568914903838
"CYP2B6","Cyp2b10",0.170201,0,0,2,0,0,0.0567336666666667,0.65172,0.65172,0.639777726652621
"CYP2C18","Cyp2c55",0.024947,0,0.079665,1,0,1,0.0348706666666667,0.34138,0.34138,0.771497015511389
"CYP2C8","Cyp2c29",0,0,0,0,0,0,0,1.92413,1.92413,0.341982059621152
"CYP2E1","Cyp2e1",0.456684,0.221012,0.17625,17,12,1,0.284648666666667,12.72407,12.72407,0.0936055169251298
"CYP2J2","Cyp2j6",10.054695,8.845576,10.044869,778,1029,243,9.64838,19.42748,19.42748,0.521277220685077
"CYP2R1","Cyp2r1",0.108908,0.193577,0,4,11,0,0.100828333333333,11.91717,11.91717,0.0852220984420994
"CYP2S1","Cyp2s1",3.224233,2.39315,2.994322,154,175,51,2.87056833333333,1.21034,1.21034,1.75111898320319
"CYP2U1","Cyp2u1",3.393717,2.94739,2.598307,222,284,56,2.97980466666667,4.06549,4.06549,0.785670224729822
"CYP2W1","Cyp2w1",0,0,0,0,0,0,0,2.66895,2.66895,0.272557543711416
"CYP39A1","Cyp39a1",5.376985,4.241996,6.125806,226,294,87,5.24826233333333,1.70689,1.70689,2.308280843822
"CYP3A5","Cyp3a16",0,0,0,0,0,0,0,1.76896,1.76896,0.361146423205825
"CYP3A7","Cyp3a13",1.847429,2.204874,2.08558,116,206,41,2.045961,0.18621,0.18621,2.56780924119675
"CYP46A1","Cyp46a1",20.239526,13.682104,21.531024,751,741,254,18.484218,18.40334,18.40334,1.00416825144537
"CYP4A11","Cyp4a10",0,0,0,0,0,0,0,0.52758,0.52758,0.654630199400359
"CYP4A22","Cyp4a12a",0,0,0,0,0,0,0,0.27931,0.27931,0.781671369722741
"CYP4B1","Cyp4b1",0.107881,0.022706,0.107574,3,1,1,0.079387,3.19653,3.19653,0.257209408725781
"CYP4F12","Cyp4f14",2.558092,2.725443,3.204043,107,153,43,2.82919266666667,1.45861,1.45861,1.55746241439946
"CYP4X1","Cyp4x1",4.477015,3.441995,3.282528,359,470,94,3.733846,5.18273,5.18273,0.765656271582294
"CYP7A1","Cyp7a1",0,0,0,0,0,0,0,0,0,1
"CYP7B1","Cyp7b1",4.359403,3.266516,5.015808,190,216,68,4.213909,5.58618,5.58618,0.791643866399036
"CYP8B1","Cyp8b1",0,0,0.07896,0,0,1,0.02632,0.24827,0.24827,0.82219391638027
"CYS1","Cys1",6.638928,3.587471,5.147558,162,138,55,5.12465233333333,3.35171,3.35171,1.40741279481706
"CYSLTR1","Cysltr1",0.326755,0.142984,0.175371,11,17,3,0.215036666666667,5.89652,5.89652,0.176181127099851
"CYSLTR2","Cysltr2",0.52978,0.363731,0.529522,7,8,2,0.474344333333333,0.68275,0.68275,0.876151735750012
"CYSTM1","Cystm1",82.636093,94.883328,115.488887,617,1113,263,97.669436,109.64421,109.64421,0.891772249085605
"CYTH1","Cyth1",55.519086,53.925549,33.333446,1496,2212,500,47.5926936666667,102.56838,102.56838,0.469184645609661
"CYTH2","Cyth2",42.043172,32.401508,41.554838,461,615,144,38.666506,40.71701,40.71701,0.950847292267591
"CYTH3","Cyth3",13.745835,11.039338,10.680497,676,816,200,11.82189,11.38959,11.38959,1.03489219578695
"CYTH4","Cyth4",3.643819,4.368002,3.11054,130,209,40,3.70745366666667,10.7689,10.7689,0.399990964887684
"CYTIP","Cytip",0.014944,0.094893,0.546231,2,9,1,0.218689333333333,5.15169,5.15169,0.198106428206449
"CYYR1","Cyyr1",1.611953,1.454646,1.911423,189,260,38,1.65934066666667,27.15502,27.15502,0.0944535172294911
"D2HGDH","D2hgdh",15.1019,14.886229,10.726717,226,304,67,13.5716153333333,28.52053,28.52053,0.493609543369761
"DAAM1","Daam1",16.125256,13.560836,11.490906,1987,2492,460,13.725666,16.16887,16.16887,0.857695701580826
"DAAM2","Daam2",21.746759,26.312253,13.859566,3722,6725,890,20.639526,215.47119,215.47119,0.0999649237388125
"DAB1","Dab1",10.970769,8.348337,9.827671,784,1039,249,9.71559233333333,17.34818,17.34818,0.584013909463137
"DAB2","Dab2",6.099414,3.665489,2.876704,268,309,80,4.213869,12.7551,12.7551,0.379049879680991
"DAB2IP","Dab2ip",11.152803,10.070769,10.495463,1342,1676,389,10.5730116666667,18.86886,18.86886,0.582469838061503
"DACH1","Dach1",2.292413,1.408004,1.376275,230,221,42,1.69223066666667,2.42068,2.42068,0.787045460746596
"DACH2","Dach2",0.405074,0.47217,0.338255,24,45,5,0.405166333333333,0.77586,0.77586,0.791259633829994
"DACT1","Dact1",0.782917,0.651641,1.109402,58,69,24,0.847986666666667,3.50688,3.50688,0.410036802991574
"DACT2","Dact2",5.232265,4.386364,5.307452,288,333,113,4.97536033333333,1.70689,1.70689,2.20746330044196
"DACT3","Dact3",20.581274,20.600952,28.670332,1040,1566,443,23.284186,48.16524,48.16524,0.493929979798736
"DAD1","Dad1",47.58658,43.237404,67.056383,714,998,317,52.626789,230.36766,230.36766,0.231781697580379
"DAG1","Dag1",19.046318,12.420007,13.893253,2051,2065,549,15.1198593333333,13.37579,13.37579,1.12131989499939
"DAGLA","Dagla",7.100309,4.493749,6.088267,789,873,204,5.89410833333333,2.35861,2.35861,2.05266712518969
"DAGLB","Daglb",4.862364,4.739038,5.578064,460,679,153,5.059822,12.72407,12.72407,0.441547004642209
"DALRD3","Dalrd3",34.425564,30.400923,103.194095,600,693,193,56.0068606666667,61.44793,61.44793,0.912870301171979
"DAND5","Dand5",3.581529,3.018725,4.387903,94,120,37,3.662719,0.77586,0.77586,2.62561181624678
"DAO","Dao",9.726106,9.508811,9.321531,283,421,91,9.518816,35.22394,35.22394,0.290382989812814
"DAP","Dap",10.916463,12.912977,11.697679,152,209,54,11.842373,252.30891,252.30891,0.0506984653638911
"DAP3","Dap3",59.445021,48.164485,70.991245,1057,1281,375,59.5335836666667,97.91324,97.91324,0.611986662924667
"DAPK1","Dapk1",8.384148,4.824662,7.971118,722,592,134,7.059976,14.89647,14.89647,0.507029296441285
"DAPK2","Dapk2",1.404391,1.779879,0.840203,40,59,8,1.341491,17.81369,17.81369,0.124456765259766
"DAPK3","Dapk3",27.041807,26.585604,29.852065,259,421,102,27.826492,23.08952,23.08952,1.19664036477273
"DAPL1","Dapl1",0.131546,0.177882,0.417892,1,2,1,0.24244,0.49655,0.49655,0.830202799772811
"DAPP1","Dapp1",0.72188,1.513912,1.142893,37,87,18,1.12622833333333,1.30344,1.30344,0.923066515009435
"DARS2","Dars2",10.909619,9.89,9.500947,263,397,89,10.1001886666667,1.61378,1.61378,4.24679531814715
"DAXX","Daxx",11.758415,11.140516,7.143662,269,316,83,10.0141976666667,28.64467,28.64467,0.371540572611085
"DAZAP1","Dazap1",29.461622,26.272535,34.651302,536,686,197,30.1284863333333,80.40989,80.40989,0.382367379851924
"DAZAP2","Dazap2",74.274158,62.629095,72.745058,2305,3315,852,69.8827703333333,291.13283,291.13283,0.242638837727801
"DAZL","Dazl",0.17723,0.173224,0.215151,8,13,3,0.188535,0.15517,0.15517,1.0288831946813
"DBF4","Dbf4",1.121963,0.676593,0.730154,38,49,7,0.842903333333333,2.45171,2.45171,0.53391024545322
"DBH","Dbh",0.018566,0.024536,0,1,2,0,0.0143673333333333,0.46551,0.46551,0.692159953417809
"DBI","Dbi",532.880346,631.222522,639.178809,2274,3916,862,601.093892333333,401.52186,401.52186,1.49580420882814
"DBIL5P","Dbil5",1.535624,0.857607,0.809287,12,10,2,1.067506,1.45861,1.45861,0.84092475016371
"DBN1","Dbn1",41.329598,31.050324,40.106438,1502,1803,494,37.4954533333333,42.29976,42.29976,0.889045420421114
"DBNDD1","Dbndd1",12.322082,8.525954,11.945385,389,400,118,10.9311403333333,19.42748,19.42748,0.584073039519967
"DBNDD2","Dbndd2",115.351255,153.629938,143.30137,4137,8075,1442,137.427521,1471.30545,1471.30545,0.0940209254811901
"DBNL","Dbnl",22.87968,22.125909,24.08449,978,1438,340,23.0300263333333,71.96856,71.96856,0.329320276202975
"DBP","Dbp",35.192761,31.564905,43.417359,956,1238,391,36.7250083333333,26.72054,26.72054,1.36090452542892
"DBR1","Dbr1",5.019888,6.008685,4.603706,124,168,41,5.21075966666667,5.36894,5.36894,0.975163789683474
"DBT","Dbt",7.371975,9.361331,7.602487,335,550,113,8.111931,6.92065,6.92065,1.15040192408451
"DBX1","Dbx1",0,0,0,0,0,0,0,0.18621,0.18621,0.843021050235624
"DCAF10","Dcaf10",4.010701,2.960682,4.914437,474,571,120,3.96194,7.54134,7.54134,0.580932265897388
"DCAF11","Dcaf11",152.739975,156.100644,163.143058,1232,1572,443,157.327892333333,31.12741,31.12741,4.92812499773039
"DCAF12","Dcaf12",10.397004,9.515282,11.536445,780,1066,272,10.4829103333333,8.93788,8.93788,1.15546880555343
"DCAF12L1","Dcaf12l1",8.272589,6.212584,7.301539,598,700,163,7.26223733333333,0,0,8.26223733333333
"DCAF12L2","Dcaf12l2",0.130992,0.188991,0.406407,7,16,7,0.24213,0.58965,0.58965,0.781385839650237
"DCAF13","Dcaf13",12.272122,9.680723,8.483965,431,559,108,10.1456033333333,10.24132,10.24132,0.991485282274086
"DCAF15","Dcaf15",5.979284,4.331496,5.412688,257,310,81,5.241156,26.65847,26.65847,0.225650804256345
"DCAF17","Dcaf17",4.890728,3.2814,7.254391,311,475,102,5.142173,4.28273,4.28273,1.16268917775468
"DCAF5","Dcaf5",23.565208,21.80264,9.240801,1306,1579,295,18.202883,14.43095,14.43095,1.24443945447299
"DCAF6","Dcaf6",17.488271,14.750329,14.45152,719,894,202,15.5633733333333,39.91012,39.91012,0.404872274472266
"DCAF7","Dcaf7",22.65402,16.55729,19.631404,2859,3136,799,19.614238,19.05506,19.05506,1.02788214046729
"DCAF8","Dcaf8",66.724585,54.540657,58.466053,3029,3889,813,59.9104316666667,83.63746,83.63746,0.719662802577803
"DCAKD","Dcakd",10.613342,8.988881,10.249852,268,374,88,9.95069166666667,83.8547,83.8547,0.129052270135498
"DCBLD1","Dcbld1",3.514557,2.675648,3.560305,226,260,73,3.25017,4.74825,4.74825,0.739385030226591
"DCBLD2","Dcbld2",7.624641,7.354779,9.339392,805,977,228,8.10627066666667,12.22752,12.22752,0.688433709921941
"DCC","Dcc",2.405711,1.414012,1.060511,389,485,76,1.62674466666667,6.45514,6.45514,0.352340085721618
"DCDC2C","Dcdc2c",0.44793,0.302129,0.42427,12,12,4,0.391443,0.34138,0.34138,1.03732201165963
"DCHS1","Dchs1",1.72645,1.722614,1.091908,319,379,68,1.51365733333333,1.30344,1.30344,1.09126234385672
"DCK","Dck",6.627509,4.725867,5.251925,392,430,98,5.53510033333333,60.23759,60.23759,0.106717137845126
"DCLK1","Dclk1",51.335643,48.896511,32.430628,4701,6269,1125,44.2209273333333,27.12398,27.12398,1.60791350773729
"DCLK2","Dclk2",16.542698,13.109455,18.862059,1356,1491,410,16.171404,85.22021,85.22021,0.199157529307804
"DCLK3","Dclk3",4.532092,3.265288,2.375714,291,317,48,3.39103133333333,4.3448,4.3448,0.821552038118046
"DCLRE1A","Dclre1a",3.241292,4.139258,4.762299,143,179,29,4.04761633333333,1.79999,1.79999,1.80272655735675
"DCLRE1B","Dclre1b",4.396351,4.032317,3.591528,179,256,63,4.006732,1.58275,1.58275,1.93852753847643
"DCLRE1C","Dclre1c",5.200818,3.009022,3.191233,217,241,37,3.80035766666667,4.53101,4.53101,0.867898931057197
"DCN","Dcn",27.337623,6.534937,36.00351,881,335,375,23.2920233333333,216.89877,216.89877,0.111483067726052
"DCP1A","Dcp1a",6.840603,6.837746,5.004651,440,550,109,6.22766666666667,4.53101,4.53101,1.30675349830622
"DCP1B","Dcp1b",5.551738,5.455998,6.643203,306,428,95,5.88364633333333,6.57927,6.57927,0.908220228773132
"DCP2","Dcp2",13.803438,11.282854,8.944574,2611,3092,529,11.343622,7.57237,7.57237,1.43993108090295
"DCPS","Dcps",7.087313,7.106641,7.733867,171,259,59,7.30927366666667,8.16202,8.16202,0.90692594718923
"DCST1","Dcst1",1.428433,1.09061,0.699192,56,80,9,1.072745,0,0,2.072745
"DCSTAMP","Dcstamp",0,0.37694,1.422477,0,5,1,0.599805666666667,0.46551,0.46551,1.09163749593429
"DCT","Dct",0.688913,1.439322,0.426499,44,99,8,0.851578,0.43448,0.43448,1.29076599185768
"DCTD","Dctd",2.909237,2.631982,4.102709,86,118,26,3.21464266666667,52.47901,52.47901,0.0788092873571644
"DCTN1","Dctn1",110.79093,104.373758,100.893256,5888,8019,1764,105.352648,300.03968,300.03968,0.353284483959058
"DCTN2","Dctn2",90.750067,84.795103,96.606405,3171,4420,1045,90.7171916666667,546.70035,546.70035,0.167458705598174
"DCTN3","Dctn3",70.675625,83.845594,61.006645,637,958,272,71.8426213333333,101.63735,101.63735,0.709708710652928
"DCTN4","Dctn4",32.601244,31.83039,29.84709,2163,3128,670,31.4262413333333,25.26193,25.26193,1.23472423136203
"DCTN5","Dctn5",35.454802,31.458634,44.483911,1016,1437,370,37.132449,17.34818,17.34818,2.07826874382091
"DCTN6","Dctn6",85.56055,83.944913,98.769059,663,968,260,89.4248406666667,65.88583,65.88583,1.35192821359422
"DCTPP1","Dctpp1",5.074058,4.75368,4.732874,51,73,15,4.85353733333333,14.33785,14.33785,0.381640016908063
"DCUN1D1","Dcun1d1",54.525247,32.802327,52.345873,801,1036,226,46.5578156666667,13.56199,13.56199,3.26588712577516
"DCUN1D2","Dcun1d2",16.343529,13.536737,14.057413,872,1092,250,14.645893,17.03783,17.03783,0.867393306179291
"DCUN1D3","Dcun1d3",8.727501,3.955073,3.867375,299,399,98,5.51664966666667,1.76896,1.76896,2.3534647184021
"DCUN1D4","Dcun1d4",42.369477,38.647178,27.610675,2350,2940,648,36.20911,17.03783,17.03783,2.06283738121492
"DCUN1D5","Dcun1d5",38.517444,32.926612,33.608424,490,681,139,35.0174933333333,11.762,11.762,2.82224520712532
"DCX","Dcx",2.082437,1.36118,1.052229,352,353,59,1.49861533333333,0.96206,0.96206,1.27346530347356
"DCXR","Dcxr",7.139583,8.500254,11.154383,102,186,50,8.93140666666667,199.39542,199.39542,0.0495590501353108
"DDA1","Dda1",20.843008,19.827305,20.239336,633,872,224,20.3032163333333,19.48954,19.48954,1.03971179115458
"DDAH1","Ddah1",23.977122,20.222983,24.338595,1593,1980,533,22.8462333333333,36.40324,36.40324,0.637544590611223
"DDAH2","Ddah2",13.111897,14.17373,20.211353,153,336,80,15.8323266666667,151.16811,151.16811,0.110616650667914
"DDB1","Ddb1",94.596046,78.817768,92.750856,4109,5201,1243,88.7215566666667,61.13758,61.13758,1.4439177815851
"DDB2","Ddb2",4.444658,2.963013,3.881835,171,182,42,3.76316866666667,12.22752,12.22752,0.360095366831172
"DDC","Ddc",7.617693,8.797085,8.455439,212,379,74,8.29007233333333,0.34138,0.34138,6.92575730466634
"DDHD1","Ddhd1",44.104628,35.610981,30.797531,2159,2724,597,36.8377133333333,9.18615,9.18615,3.71462361474486
"DDHD2","Ddhd2",32.493179,20.732584,29.63161,1427,1538,352,27.6191243333333,136.39578,136.39578,0.208296967587602
"DDI1","Ddi1",0.006422,0.004239,0,1,1,0,0.00355366666666667,0.15517,0.15517,0.868749765546774
"DDI2","Ddi2",6.245966,5.797814,4.661435,1354,1879,318,5.568405,3.01033,3.01033,1.63787144698815
"DDIT3","Ddit3",17.899038,15.003057,19.670915,259,300,85,17.5243366666667,55.55141,55.55141,0.3275663094283
"DDIT4","Ddit4",19.4209,23.522704,25.619921,703,1301,290,22.8545083333333,125.25446,125.25446,0.188939926029808
"DDIT4L","Ddit4l",15.162043,13.407534,32.131243,171,214,64,20.2336066666667,2.35861,2.35861,6.32214120325571
"DDN","Ddn",3.971011,0.239421,2.116889,193,27,54,2.109107,3.1655,3.1655,0.746394670507742
"DDO","Ddo",5.400275,4.642311,7.510118,255,329,87,5.85090133333333,3.59998,3.59998,1.48933285217182
"DDOST","Ddost",22.026905,18.152956,25.454414,960,1188,351,21.8780916666667,54.65141,54.65141,0.411096352575194
"DDR1","Ddr1",30.288974,38.850181,35.188724,2052,3918,822,34.7759596666667,249.7641,249.7641,0.142667788836866
"DDR2","Ddr2",1.999733,1.495901,0.513215,140,141,30,1.336283,27.96191,27.96191,0.0806674352623843
"DDRGK1","Ddrgk1",119.431219,92.052783,162.440288,906,1281,318,124.64143,94.7167,94.7167,1.31263854687844
"DDT","Ddt",53.700041,44.683538,64.28594,491,624,182,54.223173,96.73393,96.73393,0.565035837605221
"DDX1","Ddx1",78.748146,65.603615,63.844528,2813,3310,832,69.398763,29.01708,29.01708,2.34529018145669
"DDX10","Ddx10",4.325849,3.562507,3.839381,288,354,80,3.90924566666667,51.73419,51.73419,0.0930941703412277
"DDX11","Ddx11",0.841057,0.656364,1.404924,54,48,17,0.967448333333333,51.54798,51.54798,0.0374409888512048
"DDX17","Ddx17",107.527901,93.626278,84.002127,9186,11954,2356,95.052102,187.54032,187.54032,0.509451251594354
"DDX18","Ddx18",11.173799,10.966864,16.930182,298,354,82,13.023615,17.13094,17.13094,0.773463207092407
"DDX19A","Ddx19a",9.968258,8.205503,5.846925,363,489,100,8.00689533333333,15.33095,15.33095,0.551523048771402
"DDX20","Ddx20",3.242065,2.666944,3.048185,194,225,57,2.98573133333333,2.01723,2.01723,1.32099022392503
"DDX21","Ddx21",6.704757,6.859173,6.358223,507,703,139,6.64071766666667,10.92408,10.92408,0.640780476704842
"DDX24","Ddx24",79.630699,66.373679,87.810064,3055,3467,955,77.9381473333333,230.64697,230.64697,0.340769177051327
"DDX25","Ddx25",7.079272,5.165726,6.748301,1110,1204,333,6.33109966666667,4.18963,4.18963,1.41264399709934
"DDX27","Ddx27",19.053796,22.765955,23.981449,422,520,120,21.9337333333333,15.23784,15.23784,1.41236354917485
"DDX28","Ddx28",3.072346,2.355583,3.286354,146,169,49,2.904761,1.67585,1.67585,1.45926004820898
"DDX31","Ddx31",2.384503,1.793777,2.455335,142,133,37,2.211205,2.88619,2.88619,0.82631188902241
"DDX39B","Ddx39b",55.928183,48.048294,56.121021,1959,2540,626,53.3658326666667,261.15369,261.15369,0.207381527479803
"DDX3X","Ddx3x",51.264574,47.20733,45.390984,4549,6350,1110,47.954296,51.23764,51.23764,0.93714601195613
"DDX3Y","Ddx3y",16.176477,15.93354,12.664201,1094,1797,285,14.9247393333333,0,0,15.9247393333333
"DDX4","Ddx4",0.32466,0.464277,0.346629,18,42,6,0.378522,0.62069,0.62069,0.850577223281442
"DDX41","Ddx41",10.068601,7.639243,8.727347,375,415,120,8.81173033333333,42.67217,42.67217,0.224667799500994
"DDX42","Ddx42",19.537374,16.668204,14.80222,1345,1701,331,17.0025993333333,48.19628,48.19628,0.365934158707393
"DDX46","Ddx46",19.788284,19.688804,22.173507,1367,1763,308,20.5501983333333,12.87924,12.87924,1.55269296685794
"DDX47","Ddx47",27.870063,19.561416,30.456525,753,882,234,25.962668,17.06887,17.06887,1.49221661343515
"DDX49","Ddx49",30.417321,21.985302,21.721061,389,510,143,24.7078946666667,26.03778,26.03778,0.950813811883471
"DDX5","Ddx5",268.75609,213.732985,199.476524,11898,14790,2840,227.321866333333,246.03998,246.03998,0.924230427533767
