"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"ASB15","Asb15",0.023291,0.007227,0,1,1,0,0.0101726666666667,0,0,1.01017266666667
"ASB16","Asb16",2.80151,2.42622,2.757079,172,226,53,2.661603,0.39725,0.39725,2.62057827876185
"ASB17","Asb17",0,0.109277,0,0,4,0,0.0364256666666667,0,0,1.03642566666667
"ASB18","Asb18",1.068695,0.714764,0.749376,83,84,16,0.844278333333333,0.17772,0.17772,1.56597351945567
"ASB2","Asb2",1.282362,0.448887,1.015756,22,36,5,0.915668333333333,1.49491,1.49491,0.767830636509266
"ASB4","Asb4",0.364904,0.198448,0.228283,21,21,5,0.263878333333333,0.18817,0.18817,1.06371843535297
"ASB5","Asb5",0.218052,0.46417,1.551793,5,13,4,0.744671666666667,0.26135,0.26135,1.38317807639962
"ASB6","Asb6",8.895825,7.782777,11.036045,377,535,144,9.23821566666667,60.60143,60.60143,0.166200941547407
"ASB7","Asb7",4.753671,5.402665,4.27387,296,402,76,4.81006866666667,2.27896,2.27896,1.77192422800725
"ASB8","Asb8",19.03142,18.196659,18.976322,746,1110,241,18.7348003333333,21.05422,21.05422,0.894831027047582
"ASB9","Asb9",0,0,0,0,0,0,0,1.59945,1.59945,0.384696762776741
"ASCC1","Ascc1",8.332281,6.977282,9.05601,237,295,81,8.12185766666667,23.55271,23.55271,0.371521419292073
"ASCC2","Ascc2",5.724537,4.918229,5.505496,515,680,169,5.382754,38.83635,38.83635,0.160224367945356
"ASCC3","Ascc3",4.1704,3.899877,3.816265,384,444,74,3.96218066666667,9.87896,9.87896,0.456126382178689
"ASCL1","Ascl1",0.478165,0.470284,0.385125,24,36,6,0.444524666666667,0.06272,0.06272,1.35927117835993
"ASCL2","Ascl2",0.225856,0.207619,0.737984,7,10,4,0.390486333333333,2.60303,2.60303,0.385921386536702
"ASCL3","Ascl3",0.19106,0.063027,0,2,1,0,0.0846956666666667,0.02091,0.02091,1.06247922604996
"ASF1A","Asf1a",13.969772,12.564702,13.529607,195,272,58,13.3546936666667,13.17195,13.17195,1.01289474396019
"ASF1B","Asf1b",0.715986,1.42455,1.137282,14,20,4,1.092606,2.09079,2.09079,0.677045674406867
"ASGR1","Asgr1",0.138943,0.030798,1.145885,3,1,4,0.438542,4.30702,4.30702,0.271063986945593
"ASGR2","Asgr2",0,0.101088,0,0,2,0,0.033696,1.97579,1.97579,0.347368597918536
"ASH1L","Ash1l",9.155355,6.981779,5.148828,2297,2580,405,7.09532066666667,3.32435,3.32435,1.87203178897792
"ASH2L","Ash2l",15.795178,15.727509,14.299307,756,1015,206,15.273998,23.45862,23.45862,0.665368610330427
"ASIC1","Asic1",31.158803,26.973036,24.63996,1580,1919,466,27.5905996666667,20.17609,20.17609,1.35013591586864
"ASIC2","Asic2",11.278683,8.930913,10.210674,707,849,203,10.14009,1.14993,1.14993,5.18160591275065
"ASIC3","Asic3",1.336816,0.78181,1.80126,15,24,9,1.30662866666667,78.80173,78.80173,0.0289044945099143
"ASIC4","Asic4",1.29413,1.168305,0.616095,68,97,11,1.02617666666667,0.3868,0.3868,1.46104461109509
"ASIC5","Asic5",0,0,0.098505,0,0,1,0.032835,0,0,1.032835
"ASL","Asl",23.113362,18.256232,21.384524,263,344,96,20.9180393333333,79.58577,79.58577,0.27198399088739
"ASMT","Asmt",0,0,0,0,0,0,0,0,0,1
"ASNS","Asns",78.227445,61.863151,75.062097,1444,1663,421,71.7175643333333,80.75661,80.75661,0.889439573550485
"ASNSD1","Asnsd1",5.978173,5.713508,7.629264,285,361,98,6.440315,35.48064,35.48064,0.203952425176751
"ASPA","Aspa",56.382824,69.521266,52.698774,1172,2117,399,59.534288,12.16837,12.16837,4.59694616721736
"ASPDH","Aspdh",3.70169,2.804739,6.316018,35,45,24,4.274149,9.00083,9.00083,0.52737112819636
"ASPG","Aspg",2.298431,3.109362,3.377205,36,83,27,2.92833266666667,0.39725,0.39725,2.81147444384803
"ASPH","Asph",35.716656,34.260383,33.631152,1518,2128,456,34.5360636666667,94.24218,94.24218,0.373112665697768
"ASPHD1","Asphd1",14.251449,13.180824,14.686505,229,314,62,14.0395926666667,112.17067,112.17067,0.132893024903596
"ASPHD2","Asphd2",23.323344,16.011232,28.09455,628,673,219,22.4763753333333,8.97993,8.97993,2.35235871727891
"ASPM","Aspm",0.363378,0.566202,0.028713,6,15,2,0.319431,0.26135,0.26135,1.04604669600032
"ASPN","Aspn",0.637668,0.433094,0.667056,25,28,8,0.579272666666667,0.22999,0.22999,1.28397195641157
"ASPRV1","Asprv1",0.65775,0.326969,0.103374,20,15,1,0.362697666666667,2.17442,2.17442,0.42927453414062
"ASPSCR1","Aspscr1",140.146319,167.383759,238.40538,564,868,243,181.978486,56.69166,56.69166,3.17166269786655
"ASRGL1","Asrgl1",72.606966,75.557894,69.100435,3369,4177,969,72.421765,35.81517,35.81517,1.9943345365511
"ASS1","Ass1",17.541063,16.058861,14.726811,448,515,129,16.1089116666667,135.71292,135.71292,0.125144804650992
"ASTE1","Aste1",4.361161,2.184646,2.048903,81,75,18,2.86490333333333,5.76012,5.76012,0.571721113431911
"ASTL","Astl",0,0.014227,0,0,1,0,0.00474233333333333,0.02091,0.02091,0.984163475069628
"ASTN1","Astn1",22.7428,20.278831,19.708268,2696,3300,757,20.9099663333333,8.92766,8.92766,2.20696179495806
"ASTN2","Astn2",4.978461,4.089416,5.66569,509,622,180,4.911189,44.34557,44.34557,0.130358687739508
"ASXL1","Asxl1",5.920423,4.99053,5.43581,899,1149,263,5.448921,11.83385,11.83385,0.50249309443386
"ASXL2","Asxl2",5.285078,4.858864,2.245799,707,978,137,4.12991366666667,1.27538,1.27538,2.2545305253042
"ASXL3","Asxl3",0.809766,0.630097,0.650972,210,243,53,0.696945,0.49133,0.49133,1.13787357593557
"ASZ1","Asz1",0,0,0,0,0,0,0,0,0,1
"ATAD1","Atad1",65.759759,59.31508,58.916738,1817,2543,547,61.3305256666667,23.64679,23.64679,2.5289510588059
"ATAD2","Atad2",2.739063,2.152951,2.602751,203,245,56,2.498255,1.76671,1.76671,1.26440971406472
"ATAD5","Atad5",0.925929,0.843286,0.865967,108,162,35,0.878394,0.28226,0.28226,1.46490883284201
"ATAT1","Atat1",27.77196,29.184128,27.2699,691,1096,210,28.0753293333333,14.28007,14.28007,1.90282697221501
"ATCAY","Atcay",37.323995,28.557248,32.352762,2973,3304,840,32.7446683333333,24.15903,24.15903,1.34125474365798
"ATE1","Ate1",18.576962,13.898313,14.184274,1447,1715,416,15.553183,5.68694,5.68694,2.47544960774285
"ATF1","Atf1",14.899163,11.55081,28.587618,166,192,56,18.3458636666667,5.01789,5.01789,3.21472537162804
"ATF2","Atf2",30.634492,22.378683,19.310417,1354,1636,331,24.107864,13.7051,13.7051,1.70742558704123
"ATF3","Atf3",0.633388,0.428929,1.004127,17,25,11,0.688814666666667,17.93894,17.93894,0.0891715516637503
"ATF4","Atf4",43.45113,37.074294,50.49352,1391,1807,487,43.6729813333333,323.32961,323.32961,0.137739447635797
"ATF5","Atf5",7.17067,7.817068,9.225295,265,435,95,8.071011,16.24541,16.24541,0.525995670732096
"ATF6","Atf6",6.139569,5.318917,4.715092,1002,1292,242,5.39119266666667,8.44678,8.44678,0.676547211501344
"ATF6B","Atf6b",21.456906,15.041658,18.686385,596,761,227,18.394983,33.00306,33.00306,0.57038934142986
"ATF7","Atf7",18.474103,12.720824,20.442966,968,1312,245,17.212631,10.1194,10.1194,1.63791490548051
"ATF7IP","Atf7ip",17.238762,27.701627,61.258708,1190,1712,337,35.399699,3.43934,3.43934,8.19934922758788
"ATF7IP2","Atf7ip2",0,0.035642,0,0,2,0,0.0118806666666667,47.89991,47.89991,0.0206928942541339
"ATG10","Atg10",6.110873,5.637651,8.075383,130,180,53,6.607969,17.77168,17.77168,0.405289723668846
"ATG12","Atg12",8.787288,8.293496,9.570294,834,1175,299,8.88369266666667,34.21571,34.21571,0.280661462360596
"ATG13","Atg13",33.614495,24.233081,26.215002,1455,1701,460,28.0208593333333,73.11479,73.11479,0.391566370670865
"ATG14","Atg14",5.005569,3.155811,3.510576,309,318,83,3.890652,4.09794,4.09794,0.95933887021032
"ATG16L1","Atg16l1",20.801762,19.581648,18.641826,797,1006,247,19.6750786666667,14.69823,14.69823,1.31703247223838
"ATG16L2","Atg16l2",34.287179,16.723985,25.373299,398,336,99,25.4614876666667,15.26274,15.26274,1.62712357614195
"ATG2A","Atg2a",12.009677,10.05323,15.501004,1021,1239,269,12.5213036666667,10.6421,10.6421,1.16141449280342
"ATG2B","Atg2b",10.710904,8.70361,11.193225,1434,1721,327,10.2025796666667,4.1293,4.1293,2.18403674315534
"ATG3","Atg3",17.178683,15.674741,17.647806,691,954,221,16.8337433333333,70.86719,70.86719,0.248148610420601
"ATG4A","Atg4a",5.845924,5.472594,5.341693,140,203,42,5.55340366666667,13.32876,13.32876,0.457360139095544
"ATG4B","Atg4b",50.253959,41.446144,33.672805,1113,1504,337,41.7909693333333,81.71837,81.71837,0.517309145880575
"ATG4C","Atg4c",15.776286,14.429638,14.103646,737,1096,174,14.7698566666667,4.21293,4.21293,3.025142610138
"ATG4D","Atg4d",16.218504,14.877685,22.179888,491,644,215,17.7586923333333,35.54336,35.54336,0.513326971940548
"ATG5","Atg5",8.955033,8.387319,11.048402,425,577,164,9.46358466666667,17.80304,17.80304,0.556483667889164
"ATG7","Atg7",9.275405,11.041789,14.444722,387,610,137,11.5873053333333,48.71532,48.71532,0.253187655904324
"ATG9A","Atg9a",28.34942,23.21019,27.574109,1853,2324,604,26.3779063333333,41.01077,41.01077,0.651687801326501
"ATG9B","Atg9b",3.378278,2.321377,2.8815,127,139,46,2.860385,6.60688,6.60688,0.507485986370233
"ATIC","Atic",10.364489,12.423832,13.948668,475,740,172,12.245663,129.12695,129.12695,0.101790313228735
"ATL1","Atl1",64.352953,52.085189,65.841576,1688,2061,502,60.759906,97.78606,97.78606,0.625188472948511
"ATL2","Atl2",23.38538,21.512612,20.19097,1450,1778,374,21.6963206666667,8.1018,8.1018,2.49360793103196
"ATL3","Atl3",10.645632,10.318805,7.882532,1397,2270,386,9.61565633333333,26.80388,26.80388,0.381804853615155
"ATM","Atm",23.748855,15.640756,31.023149,499,653,82,23.47092,4.57882,4.57882,4.38639712340602
"ATMIN","Atmin",18.338824,14.107191,17.673661,1974,2269,601,16.7065586666667,20.70924,20.70924,0.815623147870062
"ATN1","Atn1",40.642442,33.428585,50.962718,1940,2222,478,41.677915,48.29716,48.29716,0.86572766057923
"ATOH1","Atoh1",0,0,0,0,0,0,0,0,0,1
"ATOH7","Atoh7",1.028961,1.226473,1.230278,17,15,5,1.161904,0.45997,0.45997,1.4807865915053
"ATOH8","Atoh8",0.598738,0.71931,1.378886,22,33,15,0.898978,24.37857,24.37857,0.0748260441782181
"ATOX1","Atox1",68.844747,71.753335,75.281855,381,583,140,71.959979,265.00713,265.00713,0.274278283443004
"ATP10A","Atp10a",3.250638,2.518271,2.395284,383,448,89,2.72139766666667,1.23356,1.23356,1.66612836309151
"ATP10D","Atp10d",1.197788,0.700184,1.005322,96,101,24,0.967764666666667,2.7912,2.7912,0.519034782302877
"ATP11A","Atp11a",75.025307,81.354555,43.694377,2631,4424,655,66.691413,15.28365,15.28365,4.15701719209145
"ATP11C","Atp11c",6.099688,5.024736,4.423418,646,901,132,5.182614,7.96589,7.96589,0.689570583623042
"ATP12A","Atp12a",0.057349,0.015412,0.072721,5,2,2,0.048494,0.04182,0.04182,1.00640609702252
"ATP13A1","Atp13a1",16.553772,13.655337,16.438227,723,881,256,15.549112,25.76894,25.76894,0.618220669178533
"ATP13A2","Atp13a2",72.38193,72.816432,93.243481,3176,3985,1145,79.4806143333333,403.8876,403.8876,0.198772731823186
"ATP13A3","Atp13a3",21.746432,21.332876,9.521796,1271,1499,233,17.5337013333333,7.0355,7.0355,2.30647767199718
"ATP13A4","Atp13a4",26.737074,13.199904,34.264467,594,669,189,24.733815,0.15681,0.15681,22.2454983964523
"ATP13A5","Atp13a5",2.629865,2.131149,2.250545,268,301,72,2.33718633333333,0.03136,0.03136,3.23571433188541
"ATP1A1","Atp1a1",92.894977,93.393823,106.659153,7332,11023,2658,97.6493176666667,611.04268,611.04268,0.161180455040597
"ATP1A2","Atp1a2",315.460861,297.334337,316.406738,39286,55090,12377,309.733978666667,86.75717,86.75717,3.54083864220629
"ATP1A3","Atp1a3",522.003647,411.256667,561.902834,41200,49441,14029,498.387716,312.21708,312.21708,1.59438213267297
"ATP1A4","Atp1a4",0.053608,0.390287,0.127028,4,5,3,0.190307666666667,0.06272,0.06272,1.12005765080799
"ATP1B1","Atp1b1",1139.399731,972.251824,1108.476227,26647,35042,8326,1073.37592733333,448.08682,448.08682,2.39235684390233
"ATP1B2","Atp1b2",487.058052,480.607109,515.073415,21353,31755,7797,494.246192,33.00306,33.00306,14.5647536427604
"ATP1B3","Atp1b3",126.00152,90.857036,103.363259,2590,3567,954,106.740605,171.65354,171.65354,0.624027778405239
"ATP1B4","Atp1b4",0,0,0,0,0,0,0,0,0,1
"ATP2A1","Atp2a1",4.550358,2.817625,0,248,196,0,2.45599433333333,0.41816,0.41816,2.43695657283616
"ATP2A2","Atp2a2",132.01565,108.040822,104.847428,14326,18164,3765,114.967966666667,34.1739,34.1739,3.29698915009898
"ATP2A3","Atp2a3",1.795247,0.756955,4.155636,149,115,56,2.235946,3.04209,3.04209,0.800562580249326
"ATP2B1","Atp2b1",45.03718,30.372751,26.887149,3003,3456,657,34.0990266666667,10.5062,10.5062,3.05044468779151
"ATP2B2","Atp2b2",53.047407,43.772009,45.520201,9407,11783,2631,47.446539,13.11968,13.11968,3.43113576228356
"ATP2B4","Atp2b4",16.376082,18.319926,11.831026,1925,1816,393,15.5090113333333,28.69604,28.69604,0.555933091864549
"ATP2C1","Atp2c1",106.668999,83.128224,71.456364,2439,3472,627,87.084529,135.01251,135.01251,0.647620788705392
"ATP2C2","Atp2c2",0.114952,0.151153,0,2,9,0,0.0887016666666667,0.31362,0.31362,0.828779758732865
"ATP4A","Atp4a",0.481261,0.057812,0,8,5,0,0.179691,0.02091,0.02091,1.15552889089146
"ATP4B","Atp4b",0,0.025031,0,0,1,0,0.00834366666666667,0.01045,0.01045,0.997915450211952
"ATP6AP1","Atp6ap1",259.082248,244.645157,313.997658,4707,6254,1759,272.575021,167.45106,167.45106,1.62406233003224
"ATP6AP2","Atp6ap2",66.304896,57.488159,62.852072,2951,4005,868,62.2150423333333,152.20923,152.20923,0.412605965928641
"ATP6V0A1","Atp6v0a1",160.20355,118.703352,94.545561,6667,8058,1971,124.484154333333,192.22687,192.22687,0.649413584835967
"ATP6V0A2","Atp6v0a2",107.238272,84.284325,57.672566,1713,2264,522,83.0650543333333,3.57524,3.57524,18.3739113867979
"ATP6V0A4","Atp6v0a4",0.05748,0.010213,0.153146,2,1,3,0.073613,0.07318,0.07318,1.00040347378818
"ATP6V0B","Atp6v0b",212.379336,172.916964,226.589606,2093,2580,743,203.961968666667,603.90265,603.90265,0.338834635071721
"ATP6V0C","Atp6v0c",665.527842,564.141943,844.702629,7842,10442,2904,691.457471333333,947.10518,947.10518,0.730359337698517
"ATP6V0D1","Atp6v0d1",88.039526,72.627107,83.507103,2732,3417,861,81.3912453333333,298.31336,298.31336,0.275267516736752
"ATP6V0D2","Atp6v0d2",0,0,0,0,0,0,0,0,0,1
"ATP6V0E2","Atp6v0e2",115.734697,99.984607,125.751724,4121,5207,1401,113.823676,541.76449,541.76449,0.211553405050504
"ATP6V1A","Atp6v1a",125.909498,102.300038,80.752209,8168,10179,2228,102.987248333333,59.01244,59.01244,1.73276154632828
"ATP6V1B2","Atp6v1b2",180.424687,144.539179,178.071758,10729,12610,3365,167.678541333333,175.12424,175.12424,0.957724736432267
"ATP6V1C1","Atp6v1c1",112.505862,86.135284,104.243504,3312,3859,959,100.96155,37.55052,37.55052,2.64488131418201
"ATP6V1C2","Atp6v1c2",0.041337,0.074458,0.130477,1,3,1,0.0820906666666667,0.37634,0.37634,0.786208834057476
"ATP6V1D","Atp6v1d",89.789762,71.566602,94.921828,2452,2942,756,85.426064,158.30387,158.30387,0.542523317230146
"ATP6V1E1","Atp6v1e1",435.06602,369.422732,389.069714,3801,4680,1329,397.852822,489.19167,489.19167,0.813667074350733
"ATP6V1E2","Atp6v1e2",0,0.112418,0,0,3,0,0.0374726666666667,4.11885,4.11885,0.20267690334092
"ATP6V1F","Atp6v1f",98.5575,76.585415,122.08229,961,1224,354,99.0750683333333,442.14898,442.14898,0.225827143578968
"ATP6V1G1","Atp6v1g1",44.954069,45.153509,47.561535,928,1413,308,45.8897043333333,235.56887,235.56887,0.198207415596707
"ATP6V1G2","Atp6v1g2",133.337693,110.400661,129.715105,3572,4246,1205,124.484486333333,205.51382,205.51382,0.607632391543255
"ATP6V1G3","Atp6v1g3",0,0.036758,0,0,2,0,0.0122526666666667,0,0,1.01225266666667
"ATP6V1H","Atp6v1h",72.49308,70.918457,81.075822,2638,3447,899,74.8291196666667,139.81086,139.81086,0.538517552315686
"ATP7A","Atp7a",2.114051,2.316482,1.17776,158,272,39,1.869431,1.83989,1.83989,1.01040216346408
"ATP7B","Atp7b",1.244548,1.002951,0.8594,183,222,40,1.035633,1.08721,1.08721,0.975289022187513
"ATP8A1","Atp8a1",39.22503,31.977211,26.534056,5659,6955,1216,32.5787656666667,34.3098,34.3098,0.950975810303844
"ATP8A2","Atp8a2",21.135189,16.872189,15.836781,4315,5521,1008,17.948053,53.25232,53.25232,0.349257930352103
"ATP8B1","Atp8b1",0.522507,0.529942,0.554903,75,82,23,0.535784,0.59587,0.59587,0.962349063520212
"ATP8B2","Atp8b2",63.450828,53.323334,51.569307,1996,2360,568,56.1144896666667,13.31831,13.31831,3.98891277438934
"ATP8B3","Atp8b3",0.276389,0.253246,0.429499,27,37,12,0.319711333333333,1.17084,1.17084,0.607926578344481
"ATP8B5P","Atp8b5",0.447154,0.466213,0.319306,35,44,6,0.410891,0.06272,0.06272,1.32762251580849
"ATP9A","Atp9a",74.404105,71.296375,71.490019,5575,8101,1708,72.396833,35.53291,35.53291,2.00906067980897
"ATP9B","Atp9b",42.385356,29.403309,41.617879,1268,1518,385,37.8021813333333,16.4963,16.4963,2.21773639760025
"ATPAF1","Atpaf1",47.049699,40.493274,50.725501,1877,2280,620,46.0894913333333,68.03418,68.03418,0.682118500333217
"ATPAF2","Atpaf2",16.802959,14.705043,15.075957,363,415,99,15.5279863333333,21.71281,21.71281,0.727694474322346
"ATR","Atr",5.420648,5.55247,5.118724,435,691,127,5.36394733333333,29.63689,29.63689,0.207721715008714
"ATRAID","Atraid",84.984988,77.829382,98.286817,668,885,241,87.033729,135.03342,135.03342,0.647147803826442
"ATRIP","Atrip",11.451951,7.639174,15.870867,392,446,121,11.6539973333333,5.82284,5.82284,1.85465251029386
"ATRN","Atrn",20.601467,18.053592,16.496332,3879,5179,975,18.383797,10.90345,10.90345,1.62841839970765
"ATRNL1","Atrnl1",9.752934,7.836993,7.806499,1403,1685,352,8.46547533333333,29.99233,29.99233,0.305413479184474
"ATRX","Atrx",40.91788,34.171831,29.372135,2581,3045,444,34.8206153333333,4.32793,4.32793,6.7231767934889
"ATXN1","Atxn1",4.591726,2.374251,2.195726,633,717,163,3.053901,2.31032,2.31032,1.22462511177167
"ATXN10","Atxn10",101.482642,77.849907,109.827751,4022,4560,1365,96.3867666666667,328.68202,328.68202,0.29539605061467
"ATXN1L","Atxn1l",15.684838,19.082709,14.205375,669,975,156,16.3243073333333,3.89932,3.89932,3.53606364420641
"ATXN2","Atxn2",245.128186,227.709301,241.769993,1845,2493,468,238.202493333333,34.26798,34.26798,6.78242681699755
"ATXN2L","Atxn2l",36.452221,30.806048,30.544183,2334,2687,636,32.6008173333333,31.2468,31.2468,1.04198919996196
"ATXN3","Atxn3",6.135288,7.071693,5.665542,508,747,133,6.290841,14.17553,14.17553,0.480434027674816
"ATXN7","Atxn7",8.572977,6.302978,4.959183,580,743,158,6.61171266666667,1.41128,1.41128,3.15671040553841
"ATXN7L1","Atxn7l1",9.015671,6.997973,11.457165,310,373,99,9.15693633333333,4.5161,4.5161,1.84132563465734
"ATXN7L3","Atxn7l3",41.200335,34.123587,46.163357,3046,3810,1062,40.4957596666667,59.67103,59.67103,0.683946846899858
"ATXN7L3B","Atxn7l3b",37.767958,34.775039,35.631378,2911,3990,861,36.058125,33.42122,33.42122,1.07660695931173
"AUH","Auh",48.252211,49.937646,55.502774,915,1350,385,51.230877,67.04106,67.04106,0.767637614699124
"AUNIP","Aunip",0.247934,0.193994,0.392173,6,7,3,0.278033666666667,4.66245,4.66245,0.225703302751754
"AUP1","Aup1",52.699765,49.34082,66.59837,677,919,258,56.212985,117.10493,117.10493,0.48442503627918
"AURKA","Aurka",1.346649,0.662278,0.777879,36,37,9,0.928935333333333,4.20248,4.20248,0.370772272710963
"AURKAIP1","Aurkaip1",45.701422,40.419035,65.521085,646,834,267,50.5471806666667,305.15023,305.15023,0.168372176844899
"AURKB","Aurkb",0.59915,0.522906,1.368714,4,6,4,0.830256666666667,12.33564,12.33564,0.137245506527371
"AURKC","Aurkc",0.124277,0,0,1,0,0,0.0414256666666667,1.22311,1.22311,0.468454402466215
"AUTS2","Auts2",70.132601,30.074583,9.233931,629,759,178,36.4803716666667,5.60331,5.60331,5.67599759312628
"AVEN","Aven",11.431708,17.030447,16.065079,232,563,96,14.8424113333333,58.36429,58.36429,0.266867696612447
"AVIL","Avil",0.978264,0.076183,0.09655,10,7,2,0.383665666666667,489.2753,489.2753,0.00282222185508156
"AVL9","Avl9",10.416518,8.635471,7.481488,1438,1838,330,8.84449233333333,15.98406,15.98406,0.579631273872874
"AVP","Avp",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"AVPI1","Avpi1",5.252814,6.065141,12.293156,95,172,73,7.87037033333333,35.68972,35.68972,0.241767185286051
"AVPR1A","Avpr1a",0.460849,0.304651,0.340148,26,26,6,0.368549333333333,0.09409,0.09409,1.25085626715657
"AVPR1B","Avpr1b",0,0,0,0,0,0,0,0,0,1
"AVPR2","Avpr2",0.083945,0.033412,0,5,3,0,0.039119,1.93398,1.93398,0.354167035903449
"AWAT1","Awat1",0,0,0,0,0,0,0,0,0,1
"AWAT2","Awat2",0.123613,0.066927,0.097845,5,4,1,0.0961283333333333,0.04182,0.04182,1.05212832671031
"AXDND1","Axdnd1",0.43965,0.339659,0.55276,12,15,5,0.444023,0.15681,0.15681,1.24828018429993
"AXIN1","Axin1",31.219176,20.500626,43.737461,397,512,129,31.8190876666667,10.97663,10.97663,2.74026062979875
"AXIN2","Axin2",4.333693,3.947556,3.617504,217,302,58,3.966251,1.34856,1.34856,2.11459404911946
"AXL","Axl",49.546844,38.780664,33.327971,1340,1744,415,40.5518263333333,12.55517,12.55517,3.0653858515484
"AZGP1","Azgp1",0,0,0,0,0,0,0,69.94725,69.94725,0.0140949790161
"AZI2","Azi2",48.474399,29.850347,31.637431,1033,1198,296,36.654059,53.50322,53.50322,0.690859347392686
"AZIN1","Azin1",88.221328,77.771966,71.87099,2828,3978,783,79.2880946666667,45.37006,45.37006,1.73146410995946
"B2M","B2m",89.511763,74.852198,115.397978,1117,1480,445,93.2539796666667,7311.84478,7311.84478,0.012888825416402
"B3GALNT1","B3galnt1",13.614645,11.690173,11.420907,519,689,136,12.2419083333333,14.59369,14.59369,0.849183761722423
"B3GALNT2","B3galnt2",12.346452,7.326729,9.798166,369,402,119,9.82378233333333,4.94471,4.94471,1.82074185844782
"B3GALT1","B3galt1",13.624367,11.763273,11.160146,685,907,180,12.1825953333333,0.80495,0.80495,7.30357923118831
"B3GALT2","B3galt2",2.582772,1.907891,2.131195,445,535,113,2.207286,1.63081,1.63081,1.2191249082982
"B3GALT4","B3galt4",1.453502,0.95239,1.607915,46,46,16,1.33793566666667,22.68503,22.68503,0.0987094239131919
"B3GALT5","B3galt5",45.731849,51.079243,40.569756,4070,6251,1246,45.793616,0.10454,0.10454,42.364799826172
"B3GALT6","B3galt6",2.022344,1.619039,2.202845,135,162,46,1.948076,31.88449,31.88449,0.0896494365580856
"B3GAT1","B3gat1",27.881478,22.352813,23.219771,1908,2376,528,24.4846873333333,6.13646,6.13646,3.57105446304377
"B3GAT2","B3gat2",2.964062,2.006897,2.1581,354,371,82,2.376353,11.17525,11.17525,0.277312827252007
"B3GAT3","B3gat3",42.642644,36.946987,51.124711,1251,1632,477,43.5714473333333,182.58835,182.58835,0.242779279476793
"B3GNT3","B3gnt3",0.226376,0.192755,0.287905,15,19,6,0.235678666666667,0.06272,0.06272,1.16275092843521
"B3GNT4","B3gnt4",0.070143,0.779482,0.883721,2,32,8,0.577782,7.82999,7.82999,0.178684460571303
"B3GNT5","B3gnt5",0.286904,0.082417,1.389238,20,12,7,0.586186333333333,6.87869,6.87869,0.201326151090262
"B3GNT6","B3gnt6",0.339704,0.252296,0.320376,17,19,5,0.304125333333333,0.04182,0.04182,1.25177605856418
"B3GNT7","B3gnt7",0.182233,0.245977,0.115314,10,20,2,0.181174666666667,0.3868,0.3868,0.851726757042592
"B3GNT8","B3gnt8",0.402578,0.391941,0.460571,26,29,11,0.418363333333333,6.68006,6.68006,0.184681282871922
"B3GNT9","B3gnt9",1.602642,1.88121,2.663521,79,139,35,2.04912433333333,7.28639,7.28639,0.36796775596289
"B3GNTL1","B3gntl1",1.725266,1.391372,2.118437,97,124,35,1.745025,23.90814,23.90814,0.110205940708539
"B4GALNT1","B4galnt1",19.501035,16.266601,22.718291,913,1125,330,19.495309,45.84048,45.84048,0.437555486194847
"B4GALNT2","B4galnt2",0.115087,0.057947,0.091021,4,3,1,0.0880183333333333,0,0,1.08801833333333
"B4GALNT3","B4galnt3",0.170004,0.134502,0.120016,12,15,3,0.141507333333333,5.9901,5.9901,0.163303433904141
"B4GALNT4","B4galnt4",14.017439,9.293755,14.381918,530,552,141,12.5643706666667,110.30987,110.30987,0.121861346767063
"B4GALT1","B4galt1",1.205662,0.995001,1.195142,97,120,32,1.131935,11.76067,11.76067,0.167070772929635
"B4GALT2","B4galt2",8.608652,8.28672,9.87588,355,408,116,8.92375066666667,94.39899,94.39899,0.104023644974299
"B4GALT3","B4galt3",16.777068,15.932089,19.281423,344,502,125,17.3301933333333,18.96343,18.96343,0.918188574475094
"B4GALT4","B4galt4",9.992073,9.426576,7.325954,265,348,72,8.91486766666667,15.55545,15.55545,0.598888442577319
"B4GALT5","B4galt5",22.551807,21.358746,21.19732,854,1105,288,21.7026243333333,17.98076,17.98076,1.19608615952856
"B4GALT6","B4galt6",18.423605,14.467911,13.938274,2209,2628,520,15.60993,4.47428,4.47428,3.03417618389998
"B4GALT7","B4galt7",7.622953,6.344172,8.057971,306,382,106,7.34169866666667,54.37089,54.37089,0.1506513380346
"B9D1","B9d1",12.557309,11.223456,8.894108,92,143,19,10.8916243333333,32.76262,32.76262,0.352212723222704
"B9D2","B9d2",21.998121,16.642133,13.094582,139,168,43,17.2449453333333,9.73261,9.73261,1.69995418945935
"BAALC","Baalc",42.62771,31.459743,45.631292,2300,2507,773,39.9062483333333,69.32001,69.32001,0.581715621674874
"BAAT","Baat",0,0.142025,0,0,6,0,0.0473416666666667,0.19862,0.19862,0.873789580239498
"BABAM1","Babam1",279.742561,215.469317,285.067819,930,1174,294,260.093232333333,167.13744,167.13744,1.55285599883841
"BACE1","Bace1",54.086932,64.019805,51.938629,2822,4583,847,56.6817886666667,26.7307,26.7307,2.08006969411759
