"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"ADAMTS15","Adamts15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,1.43219,1.43219,0.694507693340844
"ADAMTS16","Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,3.16754,3.16754,0.559694048127512
"ADAMTS18","Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,0.07318,0.07318,1.24282350894848
"ADAMTS19","Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,0.08363,0.08363,1.17723454192544
"ADAMTS2","Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,7.24457,7.24457,2.12405433717788
"ADAMTS20","Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0.01045,0.01045,4.51390172695334
"ADAMTS4","Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,2.04897,2.04897,4.71006405441838
"ADAMTS5","Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,0.43907,0.43907,1.51938103543724
"ADAMTS7","Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,2.4044,2.4044,0.346451357067325
"ADAMTS8","Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,19.88338,19.88338,0.0562612789053624
"ADAMTSL1","Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,3.7216,3.7216,1.05146920535412
"ADAMTSL2","Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,11.72931,11.72931,0.306835536778244
"ADAMTSL4","Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,19.39204,19.39204,2.15752223253126
"ADAP2","Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,12.90015,12.90015,0.241936981495404
"ADAR","Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,37.63415,37.63415,0.887484544114469
"ADARB1","Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,13.57966,13.57966,2.00692192639152
"ADARB2","Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,8.26906,8.26906,0.398318635690494
"ADAT1","Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,29.59508,29.59508,0.119836969429943
"ADAT2","Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,3.40798,3.40798,0.532020789568011
"ADAT3","Adat3",0,0.640152,0.511518,0,10,4,0.38389,3.73205,3.73205,0.292450417894993
"ADCK1","Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,7.49547,7.49547,1.34990161423284
"ADCK2","Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,40.61352,40.61352,0.599427894267696
"ADCK5","Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,14.31143,14.31143,2.53312645084968
"ADCY1","Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,3.07346,3.07346,3.34048982110213
"ADCY10","Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,0.11499,0.11499,1.11909015626448
"ADCY2","Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,3.4707,3.4707,2.69391213903863
"ADCY3","Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,163.3113,163.3113,0.0981902502546488
"ADCY4","Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,11.96975,11.96975,0.275939885759813
"ADCY5","Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,16.97718,16.97718,0.803051813465738
"ADCY6","Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,4.34884,4.34884,3.76816842530343
"ADCY7","Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,8.76039,8.76039,0.41105929168814
"ADCY8","Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,1.08721,1.08721,2.34849967181069
"ADCY9","Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,6.63825,6.63825,1.08951208282875
"ADCYAP1","Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,30.46275,30.46275,0.489388552070835
"ADCYAP1R1","Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,0.94085,0.94085,18.8660648684855
"ADD1","Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,327.90843,327.90843,0.543974978081285
"ADD2","Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,16.43358,16.43358,1.17907853693848
"ADD3","Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,65.51478,65.51478,0.378675676794441
"ADGB","Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,0,0,1.62956
"ADH1C","Adh1",2.475342,0.822538,3.396449,57,22,25,2.231443,5.18515,5.18515,0.5224518402949
"ADH4","Adh4",0,0.064372,0,0,1,0,0.0214573333333333,0.19862,0.19862,0.85219446808274
"ADH5","Adh5",39.452889,38.573053,44.08808,850,1238,323,40.704674,78.63446,78.63446,0.523701347381523
"ADH7","Adh7",0.014426,0.009289,0,1,1,0,0.007905,0.34498,0.34498,0.749382890451903
"ADHFE1","Adhfe1",11.622238,8.985093,11.902905,274,368,91,10.8367453333333,20.23881,20.23881,0.557316786266902
"ADI1","Adi1",26.010796,24.667691,24.768946,681,977,226,25.1491443333333,142.58116,142.58116,0.182120999254591
"ADIG","Adig",0.180501,0.073913,0,1,1,0,0.0848046666666667,0.05227,0.05227,1.03091855385658
"ADIPOQ","Adipoq",0.147766,0.097881,0,2,2,0,0.0818823333333333,0.90949,0.90949,0.566581827259286
"ADIPOR1","Adipor1",20.734368,20.119896,23.887242,1390,2029,503,21.580502,57.29799,57.29799,0.387328997106075
"ADIPOR2","Adipor2",40.209531,37.366887,32.788232,3412,4787,938,36.7882166666667,59.36787,59.36787,0.625965711009295
"ADK","Adk",71.798165,62.907715,60.16182,1131,1616,374,64.9559,61.78273,61.78273,1.05054208378642
"ADM","Adm",3.529808,1.819209,2.864319,45,50,16,2.73777866666667,18.608,18.608,0.190625186998504
"ADM2","Adm2",0,0,0,0,0,0,0,0.07318,0.07318,0.931810134367021
"ADNP","Adnp",6.922536,10.072619,9.748985,494,873,304,8.91471333333333,11.76067,11.76067,0.776974354272412
"ADNP2","Adnp2",3.390792,3.09145,3.230486,376,515,113,3.237576,2.62394,2.62394,1.16932841051452
"ADO","Ado",15.194164,17.424928,15.013457,1467,2537,450,15.8775163333333,17.2908,17.2908,0.92273253949162
"ADORA1","Adora1",35.140021,32.88855,33.390886,3496,5034,1064,33.8064856666667,16.47539,16.47539,1.9917429978196
"ADORA2A","Adora2a",0.823117,0.484654,0.73754,27,34,9,0.681770333333333,2.23714,2.23714,0.519523509435283
"ADORA2B","Adora2b",3.845997,4.077612,4.326271,142,230,50,4.08329333333333,0.84677,0.84677,2.75253189803459
"ADORA3","Adora3",0.203001,0.410461,0.230359,10,29,4,0.281273666666667,65.88067,65.88067,0.0191576081200542
"ADPGK","Adpgk",7.556185,7.232242,7.637005,459,676,139,7.475144,36.56785,36.56785,0.225595662248438
"ADPRH","Adprh",26.097633,26.367997,31.743694,1117,1535,400,28.0697746666667,5.79148,5.79148,4.28032986428093
"ADPRHL1","Adprhl1",0.419378,0.281106,0.147088,8,17,2,0.282524,8.02862,8.02862,0.142050944662639
"ADPRM","Adprm",15.177288,10.970965,10.074391,189,235,55,12.0742146666667,9.60716,9.60716,1.23258390244577
"ADRA1A","Adra1a",3.529545,3.418137,1.927942,308,443,54,2.95854133333333,0.19862,0.19862,3.3025824142208
"ADRA1B","Adra1b",3.363408,4.595809,5.117976,173,334,73,4.35906433333333,0.6586,0.6586,3.23107701274167
"ADRA1D","Adra1d",2.025625,1.954399,2.676975,73,107,30,2.21899966666667,1.64127,1.64127,1.21873177171083
"ADRA2A","Adra2a",7.44867,5.679071,8.527248,569,651,198,7.21832966666667,2.19533,2.19533,2.57198150634415
"ADRA2B","Adra2b",0.05784,0.053891,0.073174,5,7,2,0.061635,0.44952,0.44952,0.732404520117004
"ADRA2C","Adra2c",2.352876,1.724488,2.533639,142,157,47,2.20366766666667,10.69437,10.69437,0.273949572885642
"ADRB1","Adrb1",1.7769,0.979264,0.904962,65,54,16,1.22037533333333,0.2718,0.2718,1.74585259736856
"ADRB2","Adrb2",0.633783,0.450081,0.432654,28,30,6,0.505506,2.10124,2.10124,0.48545291560795
"ADRB3","Adrb3",0.272723,0.383782,0.586762,15,26,11,0.414422333333333,0.02091,0.02091,1.38545252111678
"ADRM1","Adrm1",28.243019,27.57872,31.212241,765,1094,286,29.0113266666667,160.39465,160.39465,0.185949947328903
"ADSL","Adsl",28.783562,16.460264,25.648004,385,520,153,23.63061,37.03828,37.03828,0.647521654501728
"ADTRP","Adtrp",0,0.013574,0.546231,0,1,1,0.186601666666667,0.10454,0.10454,1.07429487991985
"AEBP1","Aebp1",7.56303,10.381415,11.760208,528,1015,210,9.901551,21.11694,21.11694,0.492905031166156
"AEBP2","Aebp2",14.514946,12.196778,10.979555,868,997,239,12.5637596666667,4.50564,4.50564,2.4636117992943
"AEN","Aen",16.71179,16.1366,33.161647,494,549,133,22.0033456666667,7.3073,7.3073,2.76905199844314
"AFAP1","Afap1",4.877189,4.135237,3.895749,466,754,132,4.302725,2.69711,2.69711,1.43428921508962
"AFAP1L1","Afap1l1",5.369283,5.714053,7.393998,358,598,153,6.15911133333333,8.57222,8.57222,0.747905014023219
"AFAP1L2","Afap1l2",13.78655,2.606079,3.059587,235,242,73,6.484072,50.47158,50.47158,0.145402025739253
"AFF1","Aff1",3.961528,3.853526,3.193095,713,979,189,3.669383,14.17553,14.17553,0.30769159297896
"AFF2","Aff2",3.5711,2.729911,1.138776,306,325,35,2.479929,2.19533,2.19533,1.08906716990107
"AFF3","Aff3",6.724928,6.336312,5.019153,881,1124,208,6.02679766666667,9.60716,9.60716,0.662457968642565
"AFF4","Aff4",37.547604,29.773749,16.98305,3789,4694,806,28.1014676666667,5.27923,5.27923,4.63455991684755
"AFG3L1P","Afg3l1",12.727997,12.673606,12.885134,475,641,139,12.7622456666667,9.68034,9.68034,1.28855875998954
"AFG3L2","Afg3l2",22.43649,18.136398,21.931029,1533,1872,464,20.834639,52.70872,52.70872,0.40653806309292
"AFM","Afm",0,0.029348,0,0,2,0,0.00978266666666667,0,0,1.00978266666667
"AFMID","Afmid",3.563978,1.3364,3.191345,70,65,21,2.697241,40.5508,40.5508,0.0889812229848763
"AFP","Afp",0,0.031829,0,0,2,0,0.0106096666666667,0.02091,0.02091,0.989910635282901
"AFTPH","Aftph",62.7692,55.096884,59.223929,1599,1928,392,59.0300043333333,11.4366,11.4366,4.82688229366011
"AGA","Aga",6.589122,6.26538,7.169809,149,214,53,6.67477033333333,8.2377,8.2377,0.830809653196503
"AGAP1","Agap1",27.900777,25.915152,12.405324,3383,4749,860,22.073751,13.62147,13.62147,1.5780732717025
"AGAP2","Agap2",15.335099,10.908983,10.837693,1673,1800,359,12.3605916666667,3.59615,3.59615,2.90690940606087
"AGAP3","Agap3",109.835116,86.357062,116.966178,2533,3132,862,104.386118666667,109.69309,109.69309,0.952056886899324
"AGBL1","Agbl1",0.117089,0.036548,0,7,4,0,0.0512123333333333,0.01045,0.01045,1.04034077226318
"AGBL2","Agbl2",0.682181,0.526386,0.257997,33,55,6,0.488854666666667,0.45997,0.45997,1.01978442479412
"AGBL3","Agbl3",8.306552,7.069726,6.975879,155,214,40,7.450719,0.82586,0.82586,4.62834992825299
"AGBL4","Agbl4",4.092198,2.660116,4.460376,148,167,41,3.73756333333333,1.2022,1.2022,2.15128659219568
"AGBL5","Agbl5",6.474126,5.933554,10.568646,207,256,68,7.65877533333333,9.77442,9.77442,0.803641897506625
"AGER","Ager",0.477225,0.231484,1.156128,12,10,11,0.621612333333333,6.82642,6.82642,0.207197202978288
"AGFG1","Agfg1",14.170264,11.074916,11.451538,1530,1926,383,12.2322393333333,41.04213,41.04213,0.314737605666824
"AGFG2","Agfg2",19.642474,22.411827,28.958123,604,886,229,23.670808,24.98489,24.98489,0.949428995081372
"AGGF1","Aggf1",12.882288,11.012356,12.281876,869,1108,260,12.05884,12.76425,12.76425,0.948750567593585
"AGK","Agk",13.130724,12.143533,12.946699,544,640,164,12.7403186666667,12.22064,12.22064,1.03930813233449
"AGMAT","Agmat",0.729872,0.69417,0.232347,20,29,2,0.552129666666667,1.69354,1.69354,0.576241550772094
"AGMO","Agmo",4.830947,6.812213,6.259321,205,439,95,5.96749366666667,1.18129,1.18129,3.19420786170874
"AGPAT1","Agpat1",30.900289,28.347136,34.493433,1094,1535,383,31.2469526666667,93.93902,93.93902,0.339659632748123
"AGPAT2","Agpat2",1.213382,1.128724,1.080829,21,26,8,1.14097833333333,52.19647,52.19647,0.0402466241337693
"AGPAT3","Agpat3",92.395574,80.25873,68.186182,6073,8243,1904,80.280162,33.04487,33.04487,2.38744227838144
"AGPAT4","Agpat4",42.758182,60.505004,54.728379,856,1850,340,52.663855,16.96673,16.96673,2.98684596473593
"AGPAT5","Agpat5",17.269258,17.926181,18.529771,1351,2010,410,17.9084033333333,13.93509,13.93509,1.26603879409721
"AGPS","Agps",16.294998,18.233579,15.114804,1038,1634,262,16.5477936666667,7.22367,7.22367,2.13381539709967
"AGR2","Agr2",0.079656,0,0,1,0,0,0.026552,0.1359,0.1359,0.903734483669337
"AGR3","Agr3",0.224937,0,0,3,0,0,0.074979,0,0,1.074979
"AGRN","Agrn",35.128186,28.019718,33.917057,3735,4347,864,32.354987,38.97225,38.97225,0.834453577169161
"AGRP","Agrp",1.312812,0.602132,1.26708,13,9,4,1.06067466666667,0.42861,0.42861,1.442433320967
"AGT","Agt",63.657263,70.429482,78.963696,2443,4117,958,71.0168136666667,56.07488,56.07488,1.26179527082084
"AGTPBP1","Agtpbp1",241.202631,195.627214,206.661385,3109,3993,772,214.497076666667,29.5219,29.5219,7.06040831883555
"AGTR1","Agtr1a",0.295766,0.290724,0.139397,11,9,2,0.241962333333333,1.21266,1.21266,0.561298316656573
"AGTR2","Agtr2",1.712798,4.821556,6.302667,114,173,35,4.279007,0.01045,0.01045,5.22441189569004
"AGTRAP","Agtrap",10.417762,5.275532,4.016759,309,360,98,6.57001766666667,56.72303,56.72303,0.131143802857658
"AGXT","Agxt",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"AGXT2","Agxt2",0,0.029585,0.069452,0,2,1,0.0330123333333333,0,0,1.03301233333333
"AHCTF1","Ahctf1",21.398979,15.319662,16.425995,973,1156,184,17.7148786666667,4.31747,4.31747,3.51950808686587
"AHCY","Ahcy",11.715759,17.005454,13.706815,455,472,135,14.142676,105.30244,105.30244,0.142448997407774
"AHCYL1","Ahcyl1",190.776448,148.191504,172.330074,10355,12985,3051,170.432675333333,29.04102,29.04102,5.70661965982957
"AHCYL2","Ahcyl2",264.445586,227.573418,204.770829,4335,5553,1243,232.263277666667,10.31803,10.31803,20.6098833159717
"AHDC1","Ahdc1",12.38739,10.525164,5.309956,713,884,208,9.40750333333333,5.9901,5.9901,1.48889190903325
"AHI1","Ahi1",51.54492,31.131316,37.541481,3979,3592,795,40.0725723333333,9.23082,9.23082,4.0145924112958
"AHR","Ahr",0.637659,0.425673,0.525918,65,76,19,0.52975,11.66659,11.66659,0.120770467821253
"AHRR","Ahrr",0.36514,2.47007,1.434154,19,28,7,1.42312133333333,3.64842,3.64842,0.521278484589029
"AHSA1","Ahsa1",70.919028,59.460164,80.946875,1624,2082,574,70.4420223333333,306.99012,306.99012,0.231962058826216
"AHSG","Ahsg",0.137051,0.054446,0,1,2,0,0.0638323333333333,0.44952,0.44952,0.73392042423239
"AICDA","Aicda",0,0.028807,0,0,1,0,0.00960233333333333,0.01045,0.01045,0.999161099840005
"AIDA","Aida",34.695612,31.126057,21.234843,912,1137,239,29.0188373333333,37.92686,37.92686,0.771159999376609
"AIF1","Aif1",4.943255,6.681913,5.082575,32,71,12,5.56924766666667,166.1025,166.1025,0.039312683333084
"AIF1L","Aif1l",62.631419,59.50841,40.949373,343,485,111,54.3630673333333,77.58907,77.58907,0.704462685884097
"AIFM1","Aifm1",12.245613,11.505695,13.380407,475,629,165,12.3772383333333,22.40277,22.40277,0.571609187003647
"AIFM2","Aifm2",5.183394,4.00315,4.331149,205,255,63,4.50589766666667,8.36314,8.36314,0.588039660484268
"AIFM3","Aifm3",54.053928,39.880735,44.082739,1716,1858,458,46.0058006666667,24.97444,24.97444,1.80969447913667
"AIG1","Aig1",26.048381,25.284314,32.360271,608,927,215,27.8976553333333,60.93596,60.93596,0.466573139955098
"AIM2","Aim2",5.974869,8.034771,8.900955,104,178,38,7.636865,15.34637,15.34637,0.528365930784633
"AIMP1","Aimp1",53.789183,69.480118,74.626051,505,678,204,65.9651173333333,20.61515,20.61515,3.09806396593747
"AIMP2","Aimp2",12.181506,9.761752,12.950028,194,221,69,11.6310953333333,15.1582,15.1582,0.781714258601412
"AIP","Aip",67.610666,75.597275,81.234893,877,1274,356,74.814278,168.03648,168.03648,0.448508381149442
"AIPL1","Aipl1",0.062084,0.013711,0.107672,3,1,2,0.0611556666666667,0.05227,0.05227,1.00844428394487
"AIRE","Aire",0.051304,0.177387,0.099309,1,14,2,0.109333333333333,0.20908,0.20908,0.917502012549487
"AJAP1","Ajap1",16.118569,11.59318,12.680309,462,501,138,13.4640193333333,1.17084,1.17084,6.66286752286365
"AJUBA","Ajuba",1.061043,0.469177,0.876898,58,40,16,0.802372666666667,2.85392,2.85392,0.467672568882246
"AK1","Ak1",88.801494,79.274099,79.709692,1426,1946,537,82.595095,193.75315,193.75315,0.429236163830983
"AK2","Ak2",18.173837,15.709996,29.150117,265,426,97,21.0113166666667,95.12031,95.12031,0.228997562187083
"AK3","Ak3",40.072227,45.679162,37.896414,2394,4075,710,41.2159343333333,26.61571,26.61571,1.52869270184737
"AK4","Ak4",8.129672,6.33982,7.319987,511,563,131,7.26315966666667,7.60001,7.60001,0.960831402134028
"AK5","Ak5",25.780855,14.877134,18.073824,757,815,206,19.577271,84.72911,84.72911,0.240026649057712
"AK7","Ak7",1.732448,1.273456,1.088359,116,102,23,1.36475433333333,1.94443,1.94443,0.803128053081015
"AK8","Ak8",0.867241,0.536351,2.855888,19,25,5,1.41982666666667,2.74938,2.74938,0.64539381622206
"AKAP1","Akap1",8.473822,6.582467,7.340385,499,608,166,7.465558,14.4996,14.4996,0.546179127203283
"AKAP10","Akap10",8.372822,5.941195,5.140283,563,677,127,6.48476666666667,9.10537,9.10537,0.740672203656736
"AKAP12","Akap12",19.160156,16.067324,16.251831,2512,3278,690,17.1597703333333,147.83948,147.83948,0.12200909552582
"AKAP13","Akap13",7.345103,5.143958,1.73045,779,845,158,4.739837,23.04046,23.04046,0.238757369867299
"AKAP3","Akap3",0.015288,0.053929,0.101948,1,5,2,0.057055,1.22311,1.22311,0.475484793824867
"AKAP4","Akap4",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"AKAP5","Akap5",1.845196,1.357158,1.033658,230,247,47,1.412004,0.89904,0.89904,1.27011753306934
"AKAP7","Akap7",34.292544,15.763727,10.432198,355,473,90,20.162823,5.36287,5.36287,3.32598701529341
"AKAP8","Akap8",53.206012,42.825088,30.873312,1884,2339,462,42.3014706666667,8.96947,8.96947,4.34340748973282
"AKAP8L","Akap8l",96.468387,67.706766,73.398969,1824,1907,494,79.191374,42.77748,42.77748,1.8317951147485
"AKAP9","Akap9",19.619671,16.862603,17.355245,1981,2298,360,17.9458396666667,11.86521,11.86521,1.4726413068008
"AKIP1","Akip1",2.691384,5.089935,6.835906,43,76,22,4.87240833333333,29.28146,29.28146,0.193927516484784
"AKIRIN1","Akirin1",21.777152,19.502146,19.707984,978,1329,291,20.329094,63.4449,63.4449,0.330966360410211
"AKIRIN2","Akirin2",22.693096,18.342124,18.813894,580,705,150,19.9497046666667,44.2933,44.2933,0.462534296831246
"AKNA","Akna",0.662983,0.684665,1.774827,80,126,30,1.040825,6.60688,6.60688,0.26828673516606
"AKR1A1","Akr1a1",202.429044,159.849886,200.227349,3777,4803,1372,187.502093,153.80868,153.80868,1.21764550282323
"AKR1B15","Akr1b8",0.885866,0.56577,2.227543,23,22,17,1.226393,0.14636,0.14636,1.94214121218465
"AKR1C2","Akr1c21",0.081662,0.067875,0.129938,2,1,1,0.0931583333333333,42.64158,42.64158,0.0250485507933795
"AKR1C3","Akr1c18",0.100373,0.034066,0.159567,2,1,1,0.098002,14.7714,14.7714,0.0696198181518445
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"AKR1D1","Akr1d1",0.11261,0.054836,0.06007,6,4,1,0.0758386666666667,0.02091,0.02091,1.05380363270677
"AKT1","Akt1",90.35355,71.322374,71.231182,2501,3173,826,77.635702,67.75192,67.75192,1.14376008699103
"AKT1S1","Akt1s1",50.879284,28.742436,68.509538,414,540,154,49.377086,68.33734,68.33734,0.726550600297041
"AKT2","Akt2",16.921319,16.984314,17.79293,935,1250,281,17.2328543333333,28.93648,28.93648,0.609051375890998
"AKT3","Akt3",30.161789,28.04532,18.683801,2363,2714,612,25.6303033333333,25.77939,25.77939,0.994432783320805
"AKTIP","Aktip",70.815693,72.726767,76.775345,2432,3527,865,73.4392683333333,54.04682,54.04682,1.35229007476423
"ALAD","Alad",12.268398,10.451402,14.933847,281,360,109,12.5512156666667,43.68697,43.68697,0.30324758350514
"ALAS1","Alas1",43.461621,37.621949,56.541569,740,940,290,45.8750463333333,43.55107,43.55107,1.05216432138068
"ALAS2","Alas2",2.104391,1.979741,1.88166,74,121,24,1.98859733333333,0.05227,0.05227,2.84014305580634
"ALB","Alb",0.02375,0.016051,0,1,1,0,0.013267,0.73178,0.73178,0.585101456305073
"ALCAM","Alcam",21.427957,19.145782,16.056178,1407,1805,361,18.876639,75.49829,75.49829,0.259831154395739
"ALDH16A1","Aldh16a1",9.458775,15.18374,12.935639,123,178,63,12.5260513333333,17.80304,17.80304,0.719354494450543
"ALDH18A1","Aldh18a1",11.778937,8.250793,14.123375,381,437,121,11.3843683333333,10.48529,10.48529,1.07828085606313
"ALDH1A1","Aldh1a7",1.205154,0.811007,1.454776,51,51,20,1.156979,54.9145,54.9145,0.0385763800087634
"ALDH1A2","Aldh1a2",1.119983,0.637774,1.805055,53,45,27,1.187604,0.96176,0.96176,1.11512315471821
"ALDH1A3","Aldh1a3",0.420094,0.465932,0.534446,18,26,9,0.473490666666667,5.16424,5.16424,0.239038497311374
"ALDH1B1","Aldh1b1",1.693696,1.308261,1.185733,81,90,18,1.39589666666667,10.03577,10.03577,0.217102809017102
"ALDH1L1","Aldh1l1",32.015453,21.599019,24.448301,1078,1504,394,26.0209243333333,19.61157,19.61157,1.31095905519732
"ALDH1L2","Aldh1l2",3.911822,4.611893,4.506788,238,557,83,4.343501,3.64842,3.64842,1.1495305931908
"ALDH2","Aldh2",68.526416,62.281045,90.88717,1371,1912,534,73.8982103333333,176.086,176.086,0.422948230426648
"ALDH3A1","Aldh3a1",0.202041,0.268795,0.272575,7,14,3,0.247803666666667,0.73178,0.73178,0.720532438685437
"ALDH3A2","Aldh3a2",30.301248,42.563414,29.168059,1008,1506,283,34.010907,42.05616,42.05616,0.813145134168955
"ALDH3B1","Aldh3b1",1.845273,2.168073,2.582027,72,110,32,2.19845766666667,24.43084,24.43084,0.125770822617997
"ALDH3B2","Aldh3b3",0.066037,0.103051,0,1,5,0,0.0563626666666667,0.02091,0.02091,1.03472653482351
"ALDH4A1","Aldh4a1",7.158391,6.806587,8.265608,522,779,173,7.41019533333333,66.13156,66.13156,0.125279307278623
