"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"ACTN4","Actn4",38.469791,32.262134,36.204158,1463,2013,530,35.645361,605.08392,637.55483,640.02714,627.555296666667,0.0583009342126881
"ACTR10","Actr10",125.586157,102.534199,134.49901,2166,2556,634,120.873122,94.92227,68.00548,97.15985,86.6958666666667,1.38972481409234
"ACTR1A","Actr1a",62.352935,67.448044,69.459203,3183,4813,1166,66.4200606666667,84.3864,74.4993,79.79037,79.55869,0.83690611983222
"ACTR1B","Actr1b",123.178924,130.20487,102.624512,3860,4762,1235,118.669435333333,82.74638,66.76198,96.67919,82.0625166666667,1.44071526045342
"ACTR2","Actr2",48.256756,42.50762,43.211249,3472,4667,970,44.6585416666667,77.5944,65.71192,67.97038,70.4255666666667,0.639246474301686
"ACTR3","Actr3",86.343814,65.597556,71.256507,2301,3077,725,74.3992923333333,66.84317,54.07831,32.35749,51.09299,1.44739805362167
"ACTR3B","Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,70.88524,60.59976,35.35072,55.6119066666667,0.334495440652885
"ACTR5","Actr5",2.728636,2.676546,6.582844,119,122,40,3.99600866666667,7.00735,4.94636,5.72428,5.89266333333333,0.724829927860493
"ACTR6","Actr6",11.039334,8.957461,7.94164,229,323,70,9.31281166666667,22.91056,19.42619,15.0317,19.1228166666667,0.512493446493988
"ACTR8","Actr8",31.072604,22.185834,25.666657,807,980,234,26.308365,18.55374,15.06013,11.47041,15.0280933333333,1.70378125657699
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0,0,1
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0.22107,0,0.07369,0.931367526939806
"ACTRT3","Actrt3",0.623369,0.419144,0.94944,25,25,12,0.663984333333333,1.09335,0.69083,2.84029,1.54149,0.654727869609297
"ACVR1","Acvr1",6.144111,5.309225,6.386865,369,461,119,5.94673366666667,20.72387,14.34167,7.86543,14.3103233333333,0.453728736841395
"ACVR1B","Acvr1b",13.4585,8.663865,10.887607,1310,1277,335,11.003324,22.71177,19.23276,27.72562,23.2233833333333,0.495526319953929
"ACVR1C","Acvr1c",1.201653,0.810025,0.726638,142,214,43,0.912772,1.87194,0.4145,0.61176,0.966066666666667,0.972892746939744
"ACVR2A","Acvr2a",4.606203,3.970851,3.565358,391,502,88,4.04747066666667,7.15644,6.13459,6.68561,6.65888,0.659035089551823
"ACVR2B","Acvr2b",3.789204,2.330717,0.9235,109,127,16,2.347807,0.71233,0.63557,0.50251,0.616803333333333,2.07063341037149
"ACVRL1","Acvrl1",17.458956,13.633657,17.679918,292,340,108,16.2575103333333,30.6965,35.06662,9.85363,25.2055833333333,0.658543262091094
"ACY1","Acy1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,21.70125,22.05135,19.77281,21.1751366666667,0.894938986471485
"ACY3","Acy3",6.158622,10.285627,9.358693,103,275,46,8.60098066666667,3.59479,5.22269,3.60499,4.14082333333333,1.86759591686675
"ACYP1","Acyp1",23.071435,21.010466,20.41723,195,275,55,21.4997103333333,28.46012,29.12547,44.26487,33.9501533333333,0.643765711662114
"ACYP2","Acyp2",29.073172,29.490531,33.99376,341,557,125,30.8524876666667,276.00348,372.55176,479.90019,376.15181,0.0844553488068019
"ADA","Ada",1.274145,1.440488,1.214389,43,65,13,1.309674,7.9516,7.84785,7.82173,7.87372666666667,0.260282301535845
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,1
"ADAD2","Adad2",0,0,0,0,0,0,0,1.87194,1.43693,0.96133,1.4234,0.412643393579269
"ADAL","Adal",9.517798,7.488731,9.410691,396,421,98,8.80574,17.52666,9.11898,13.39307,13.3462366666667,0.683506080921106
"ADAM10","Adam10",17.942483,15.258774,16.195392,1596,2130,457,16.4655496666667,21.23741,19.75779,11.42672,17.4739733333333,0.945413818214887
"ADAM11","Adam11",39.428928,35.361299,38.397555,1761,2537,569,37.7292606666667,12.93792,7.79258,39.74225,20.1575833333333,1.83051438609482
"ADAM12","Adam12",0.713418,0.778313,0.354136,68,135,17,0.615289,2.89902,4.17262,1.76972,2.94712,0.409232301019477
"ADAM15","Adam15",80.742162,70.489617,80.004418,1840,2395,628,77.0787323333333,165.77438,142.67058,170.98561,159.81019,0.485533487233199
"ADAM17","Adam17",12.670071,11.518596,14.986136,520,720,171,13.0582676666667,12.24216,12.10337,18.09048,14.1453366666667,0.928224177255001
"ADAM18","Adam18",1.628233,0.537566,0.140858,16,21,2,0.768885666666667,0,0,0,0,1.76888566666667
"ADAM19","Adam19",5.595707,6.355486,6.393251,762,1260,237,6.11481466666667,2.30265,1.38166,4.47892,2.72107666666667,1.91203119527234
"ADAM1A","Adam1a",4.699845,4.382973,3.640317,399,571,95,4.241045,4.73783,4.17262,2.40332,3.77125666666667,1.09846218012445
"ADAM1B","Adam1b",0.064066,0.013782,0,5,1,0,0.0259493333333333,0.5798,1.1606,0.41512,0.718506666666667,0.597000496555149
"ADAM2","Adam2",0.054981,0.025221,0.229336,2,2,2,0.103179333333333,0,0,0,0,1.10317933333333
"ADAM20","Adam25",0.081831,0.048812,0,5,4,0,0.0435476666666667,0.11596,0,0.08739,0.0677833333333333,0.977302823606537
"ADAM21","Adam21",0.370266,0.359962,0.307278,23,33,6,0.345835333333333,0.79516,0.1658,0.24033,0.40043,0.961015783247526
"ADAM22","Adam22",41.63082,37.523169,26.093372,4496,5385,1022,35.0824536666667,11.67892,15.08777,11.75444,12.8403766666667,2.60704275148581
"ADAM23","Adam23",91.311682,74.987058,56.776911,6057,8635,1731,74.3585503333333,66.1971,41.50517,40.09182,49.2646966666667,1.49923416096745
"ADAM24P","Adam24",0,0,0,0,0,0,0,0,0,0,0,1
"ADAM28","Adam28",0.07544,0.143584,0,4,14,0,0.073008,13.13671,4.58712,6.24864,7.99082333333333,0.11934479860391
"ADAM29","Adam29",0,0,0,0,0,0,0,0.19879,0.4145,0.15294,0.25541,0.796552520690452
"ADAM32","Adam32",0.563134,0.545484,1.12187,6,15,3,0.743496,3.56166,2.76333,7.29737,4.54078666666667,0.314665787529569
"ADAM33","Adam33",2.53041,1.930884,2.055027,76,79,13,2.172107,12.52378,18.43139,13.17459,14.70992,0.201917450884537
"ADAM3A","Adam3",0,0.146861,0,0,2,0,0.0489536666666667,0.34788,1.79616,0.78654,0.97686,0.530616061160966
"ADAM5","Adam5",0.046023,0.022873,0,2,2,0,0.0229653333333333,0,0,0,0,1.02296533333333
"ADAM7","Adam7",0.040358,0.097821,0,3,5,0,0.0460596666666667,0.06626,0,0,0.0220866666666667,1.02345495815749
"ADAM8","Adam8",2.478647,2.541947,0.991776,78,76,21,2.00412333333333,15.12461,6.88068,5.57134,9.19221,0.294747001222829
"ADAM9","Adam9",16.378543,17.480677,13.157699,1229,1796,337,15.6723063333333,14.44541,11.79941,14.33255,13.52579,1.14777277747602
"ADAMDEC1","Adamdec1",0,0,0,0,0,0,0,0,0.0829,0.10924,0.0640466666666667,0.939808404393291
"ADAMTS1","Adamts1",2.691414,2.970973,2.561618,264,405,76,2.741335,13.58399,6.18985,13.98298,11.2522733333333,0.305358434162694
"ADAMTS10","Adamts10",11.833806,11.353123,11.734057,533,786,166,11.6403286666667,7.98474,9.89271,21.2585,13.0453166666667,0.89996750992917
"ADAMTS12","Adamts12",0.164584,0.08406,0.049046,32,17,3,0.09923,4.53904,1.21586,1.13612,2.29700666666667,0.333402419568457
"ADAMTS13","Adamts13",0,0,0.043853,0,0,1,0.0146176666666667,12.95449,16.49706,14.96616,14.8059033333333,0.064192323922855
"ADAMTS15","Adamts15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,0.0994,0.35923,0.6336,0.364076666666667,1.23832824645731
"ADAMTS16","Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,0.21536,0.11053,0.61176,0.31255,1.77711122115983
"ADAMTS18","Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,1.37496,0.69083,0.65545,0.90708,0.69937985471681
"ADAMTS19","Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,6.75886,4.44896,2.7092,4.63900666666667,0.226225422680827
"ADAMTS2","Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,1.65658,2.90149,7.55955,4.03920666666667,3.47513325510232
"ADAMTS20","Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0,0,0,0,4.561072
"ADAMTS4","Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,13.10358,4.44896,8.8923,8.81494666666667,1.46316067603016
"ADAMTS5","Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,0.11596,0.13817,0.19664,0.150256666666667,1.90087632615329
"ADAMTS7","Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,1.02708,2.01723,3.40835,2.15088666666667,0.374326062716738
"ADAMTS8","Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,8.99525,9.03608,8.34609,8.79247333333333,0.119982523992917
"ADAMTSL1","Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,1.27557,0.88426,2.42517,1.52833333333333,1.96359274884641
"ADAMTSL2","Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,16.7812,10.74934,12.2788,13.26978,0.27371162461276
"ADAMTSL4","Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,5.01945,6.07932,1.26721,4.12199333333333,8.58967921343123
"ADAP2","Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,6.97422,6.07932,4.93774,5.99709333333333,0.480622477524001
"ADAR","Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,103.02297,85.91184,100.5682,96.5010033333333,0.351660083771446
"ADARB1","Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,17.26161,16.7734,16.05858,16.6978633333333,1.65332044791094
"ADARB2","Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,27.97971,22.38295,18.57114,22.9779333333333,0.15397654510119
"ADAT1","Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,23.15905,21.52632,29.91046,24.8652766666667,0.141750722944777
"ADAT2","Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,5.16854,2.54226,5.11253,4.27444333333333,0.44462265528179
"ADAT3","Adat3",0,0.640152,0.511518,0,10,4,0.38389,1.42466,1.4922,2.42517,1.78067666666667,0.497681020087437
"ADCK1","Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,13.93187,9.28478,12.82501,12.0138866666667,0.881216270004913
"ADCK2","Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,22.14853,18.37613,17.87199,19.46555,1.21884360140171
"ADCK5","Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,11.61265,9.42295,24.90718,15.31426,2.37741634210398
"ADCY1","Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,10.00577,13.98244,27.22311,17.07044,0.753017174272827
"ADCY10","Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,0.69577,0.85663,0.15294,0.568446666666667,0.795547824386761
"ADCY2","Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,383.03539,425.58001,759.84379,522.81973,0.0229920186473312
"ADCY3","Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,177.73491,174.06197,95.73971,149.178863333333,0.10743034877589
"ADCY4","Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,22.76147,22.43822,10.77126,18.6569833333333,0.182066152910882
"ADCY5","Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,207.80191,157.17805,57.5487,140.842886666667,0.101778857856484
"ADCY6","Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,20.06123,18.87352,16.69218,18.54231,1.03136886069252
"ADCY7","Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,5.99683,2.92913,4.39153,4.43916333333333,0.73763164555333
"ADCY8","Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,4.43965,7.40572,7.90912,6.58483,0.646265242596077
"ADCY9","Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,20.22689,17.07736,12.89056,16.7316033333333,0.46932956429396
"ADCYAP1","Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,1.14304,0.3316,17.7846,6.41974666666667,2.07520692530383
"ADCYAP1R1","Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,66.46216,77.81529,45.79425,63.3572333333333,0.568952394369553
"ADD1","Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,391.05325,307.58594,317.56655,338.735246666667,0.526639369201355
"ADD2","Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,36.34546,28.71097,40.61618,35.2242033333333,0.567453749385425
"ADD3","Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,712.86129,964.3459,1067.11974,914.775643333333,0.0275040393536273
"ADGB","Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,0.6295,4.08972,0.17479,1.63133666666667,0.619289815949055
"ADH1C","Adh1",2.475342,0.822538,3.396449,57,22,25,2.231443,0,0.52503,0,0.17501,2.75014084986511
"ADH4","Adh4",0,0.064372,0,0,1,0,0.0214573333333333,0,2.84623,0,0.948743333333333,0.524162066836235
"ADH5","Adh5",39.452889,38.573053,44.08808,850,1238,323,40.704674,54.15374,57.9746,40.70358,50.9439733333333,0.802878011128914
"ADH7","Adh7",0.014426,0.009289,0,1,1,0,0.007905,0,0,0.15294,0.05098,0.959014443662106
"ADHFE1","Adhfe1",11.622238,8.985093,11.902905,274,368,91,10.8367453333333,47.12982,58.11277,40.41955,48.5540466666667,0.238865362761494
"ADI1","Adi1",26.010796,24.667691,24.768946,681,977,226,25.1491443333333,40.93419,61.76036,32.96924,45.2212633333333,0.565738416640711
"ADIG","Adig",0.180501,0.073913,0,1,1,0,0.0848046666666667,0,0.71847,0,0.23949,0.875202435410263
"ADIPOQ","Adipoq",0.147766,0.097881,0,2,2,0,0.0818823333333333,0.0497,0.19343,0.39327,0.212133333333333,0.892543999560005
"ADIPOR1","Adipor1",20.734368,20.119896,23.887242,1390,2029,503,21.580502,61.45927,54.35464,35.6566,50.49017,0.438540055315413
"ADIPOR2","Adipor2",40.209531,37.366887,32.788232,3412,4787,938,36.7882166666667,51.86765,70.68591,48.00094,56.8515,0.653193377296469
"ADK","Adk",71.798165,62.907715,60.16182,1131,1616,374,64.9559,221.89945,181.68876,200.21877,201.268993333333,0.326080131774358
"ADM","Adm",3.529808,1.819209,2.864319,45,50,16,2.73777866666667,10.86719,10.72171,25.93406,15.8409866666667,0.22194534920361
"ADM2","Adm2",0,0,0,0,0,0,0,0.79516,0.02763,0.15294,0.325243333333333,0.754578404469116
"ADNP","Adnp",6.922536,10.072619,9.748985,494,873,304,8.91471333333333,15.10805,15.83386,11.44856,14.1301566666667,0.655294822900049
"ADNP2","Adnp2",3.390792,3.09145,3.230486,376,515,113,3.237576,5.4336,5.00162,4.56632,5.00051333333333,0.706202247141078
"ADO","Ado",15.194164,17.424928,15.013457,1467,2537,450,15.8775163333333,11.09911,9.47821,10.00657,10.19463,1.50764396262613
"ADORA1","Adora1",35.140021,32.88855,33.390886,3496,5034,1064,33.8064856666667,49.36621,50.12675,42.29851,47.2638233333333,0.721171330051418
"ADORA2A","Adora2a",0.823117,0.484654,0.73754,27,34,9,0.681770333333333,203.99177,184.70078,12.40989,133.700813333333,0.0124852277556156
"ADORA2B","Adora2b",3.845997,4.077612,4.326271,142,230,50,4.08329333333333,6.60977,8.31761,8.12761,7.68499666666667,0.585295945229685
"ADORA3","Adora3",0.203001,0.410461,0.230359,10,29,4,0.281273666666667,26.62131,8.37288,7.40661,14.1336,0.0846641689133231
"ADPGK","Adpgk",7.556185,7.232242,7.637005,459,676,139,7.475144,20.37598,17.40896,15.40312,17.7293533333333,0.452505959451172
"ADPRH","Adprh",26.097633,26.367997,31.743694,1117,1535,400,28.0697746666667,2.18669,1.46456,0.78654,1.47926333333333,11.7251662120065
"ADPRHL1","Adprhl1",0.419378,0.281106,0.147088,8,17,2,0.282524,5.01945,3.15019,9.46036,5.87666666666667,0.186503732428502
"ADPRM","Adprm",15.177288,10.970965,10.074391,189,235,55,12.0742146666667,3.4457,4.36606,5.94277,4.58484333333333,2.34101726518142
"ADRA1A","Adra1a",3.529545,3.418137,1.927942,308,443,54,2.95854133333333,2.91559,2.73569,3.80162,3.15096666666667,0.95364324775755
"ADRA1B","Adra1b",3.363408,4.595809,5.117976,173,334,73,4.35906433333333,2.36892,4.86346,25.2786,10.8369933333333,0.452738645906139
"ADRA1D","Adra1d",2.025625,1.954399,2.676975,73,107,30,2.21899966666667,1.59032,1.2435,1.59493,1.47625,1.29994938583207
"ADRA2A","Adra2a",7.44867,5.679071,8.527248,569,651,198,7.21832966666667,0.31475,0.55267,2.99323,1.28688333333333,3.59368121096398
"ADRA2B","Adra2b",0.05784,0.053891,0.073174,5,7,2,0.061635,2.48488,2.43173,0.28403,1.73354666666667,0.388372736762009
"ADRA2C","Adra2c",2.352876,1.724488,2.533639,142,157,47,2.20366766666667,32.204,49.60172,11.12084,30.97552,0.10019126089792
"ADRB1","Adrb1",1.7769,0.979264,0.904962,65,54,16,1.22037533333333,15.02522,12.21391,12.65023,13.2964533333333,0.15530952198867
"ADRB2","Adrb2",0.633783,0.450081,0.432654,28,30,6,0.505506,2.26952,2.59753,2.88399,2.58368,0.420100567014912
"ADRB3","Adrb3",0.272723,0.383782,0.586762,15,26,11,0.414422333333333,0.03313,0,0.39327,0.142133333333333,1.23840386411394
"ADRM1","Adrm1",28.243019,27.57872,31.212241,765,1094,286,29.0113266666667,68.40036,82.12608,67.53342,72.68662,0.407283258027939
"ADSL","Adsl",28.783562,16.460264,25.648004,385,520,153,23.63061,33.62866,22.96325,25.12566,27.23919,0.872213756839343
"ADTRP","Adtrp",0,0.013574,0.546231,0,1,1,0.186601666666667,0.19879,0.4974,7.01334,2.56984333333333,0.33239600617394
"AEBP1","Aebp1",7.56303,10.381415,11.760208,528,1015,210,9.901551,39.74145,63.25256,59.73354,54.2425166666667,0.197339868959627
"AEBP2","Aebp2",14.514946,12.196778,10.979555,868,997,239,12.5637596666667,13.08701,11.27437,9.87548,11.4122866666667,1.09276880488849
"AEN","Aen",16.71179,16.1366,33.161647,494,549,133,22.0033456666667,5.20167,4.36606,4.65371,4.74048,4.00721641163573
"AFAP1","Afap1",4.877189,4.135237,3.895749,466,754,132,4.302725,8.08413,6.41092,7.38476,7.29327,0.639400984171503
"AFAP1L1","Afap1l1",5.369283,5.714053,7.393998,358,598,153,6.15911133333333,1.20931,1.4093,1.42015,1.34625333333333,3.05129511448039
"AFAP1L2","Afap1l2",13.78655,2.606079,3.059587,235,242,73,6.484072,29.65286,33.68496,34.03981,32.45921,0.223677486706949
"AFF1","Aff1",3.961528,3.853526,3.193095,713,979,189,3.669383,9.92294,13.15344,9.19818,10.7581866666667,0.397117611105567
"AFF2","Aff2",3.5711,2.729911,1.138776,306,325,35,2.479929,0.69577,0.13817,1.20166,0.678533333333333,2.07319624275161
"AFF3","Aff3",6.724928,6.336312,5.019153,881,1124,208,6.02679766666667,30.05044,8.31761,24.95088,21.10631,0.317863888937895
"AFF4","Aff4",37.547604,29.773749,16.98305,3789,4694,806,28.1014676666667,10.7181,11.49544,7.66879,9.96077666666667,2.65505525307969
"AFG3L1P","Afg3l1",12.727997,12.673606,12.885134,475,641,139,12.7622456666667,28.808,28.68334,40.17921,32.55685,0.410117328255384
"AFG3L2","Afg3l2",22.43649,18.136398,21.931029,1533,1872,464,20.834639,26.62131,26.74901,23.44334,25.6045533333333,0.820710602671272
"AFM","Afm",0,0.029348,0,0,2,0,0.00978266666666667,0,0.1658,0,0.0552666666666667,0.956898098426938
"AFMID","Afmid",3.563978,1.3364,3.191345,70,65,21,2.697241,56.96993,31.08743,63.6007,50.5526866666667,0.0717177171367596
"AFP","Afp",0,0.031829,0,0,2,0,0.0106096666666667,0,0,0,0,1.01060966666667
"AFTPH","Aftph",62.7692,55.096884,59.223929,1599,1928,392,59.0300043333333,18.0899,19.37092,20.36271,19.27451,2.96086092010773
"AGA","Aga",6.589122,6.26538,7.169809,149,214,53,6.67477033333333,12.82196,10.69408,5.04698,9.52100666666667,0.729471102575102
"AGAP1","Agap1",27.900777,25.915152,12.405324,3383,4749,860,22.073751,103.38742,100.22587,173.54187,125.718386666667,0.182086843172141
"AGAP2","Agap2",15.335099,10.908983,10.837693,1673,1800,359,12.3605916666667,270.85151,234.8828,158.33538,221.356563333333,0.0600863382055329
"AGAP3","Agap3",109.835116,86.357062,116.966178,2533,3132,862,104.386118666667,406.72454,312.31123,563.25185,427.429206666667,0.245982573145768
"AGBL1","Agbl1",0.117089,0.036548,0,7,4,0,0.0512123333333333,0.82829,0.44213,0,0.423473333333333,0.738484036698966
"AGBL2","Agbl2",0.682181,0.526386,0.257997,33,55,6,0.488854666666667,4.7047,10.97041,0.74285,5.47265333333333,0.230022309243607
"AGBL3","Agbl3",8.306552,7.069726,6.975879,155,214,40,7.450719,7.48776,3.20546,5.37471,5.35597666666667,1.32957048824912
"AGBL4","Agbl4",4.092198,2.660116,4.460376,148,167,41,3.73756333333333,15.70442,8.62158,27.57269,17.2995633333333,0.258889419765754
"AGBL5","Agbl5",6.474126,5.933554,10.568646,207,256,68,7.65877533333333,16.18483,16.16546,11.6889,14.67973,0.552227323642265
"AGER","Ager",0.477225,0.231484,1.156128,12,10,11,0.621612333333333,15.77068,17.0221,15.38128,16.05802,0.0950645111996195
"AGFG1","Agfg1",14.170264,11.074916,11.451538,1530,1926,383,12.2322393333333,27.66496,23.07378,22.72234,24.4870266666667,0.519175481172905
"AGFG2","Agfg2",19.642474,22.411827,28.958123,604,886,229,23.670808,73.41981,69.80164,47.06146,63.4276366666667,0.382922752973866
"AGGF1","Aggf1",12.882288,11.012356,12.281876,869,1108,260,12.05884,8.15039,10.74934,7.90912,8.93628333333333,1.31425801397907
"AGK","Agk",13.130724,12.143533,12.946699,544,640,164,12.7403186666667,24.13643,23.84751,16.88882,21.6242533333333,0.607326945301768
"AGMAT","Agmat",0.729872,0.69417,0.232347,20,29,2,0.552129666666667,0.71233,1.21586,4.1075,2.01189666666667,0.51533297401748
"AGMO","Agmo",4.830947,6.812213,6.259321,205,439,95,5.96749366666667,1.4081,4.08972,0.69915,2.06565666666667,2.27275733203435
"AGPAT1","Agpat1",30.900289,28.347136,34.493433,1094,1535,383,31.2469526666667,93.87862,89.42127,78.17359,87.1578266666667,0.365786611194438
"AGPAT2","Agpat2",1.213382,1.128724,1.080829,21,26,8,1.14097833333333,10.43648,13.5403,21.23665,15.0711433333333,0.133218794016522
"AGPAT3","Agpat3",92.395574,80.25873,68.186182,6073,8243,1904,80.280162,106.60119,187.57464,149.55232,147.909383333333,0.545836401847522
"AGPAT4","Agpat4",42.758182,60.505004,54.728379,856,1850,340,52.663855,59.18975,25.47788,61.96207,48.8765666666667,1.07593322047695
"AGPAT5","Agpat5",17.269258,17.926181,18.529771,1351,2010,410,17.9084033333333,18.50404,21.80265,12.38804,17.56491,1.0185022891753
"AGPS","Agps",16.294998,18.233579,15.114804,1038,1634,262,16.5477936666667,6.51038,4.97399,3.93271,5.13902666666667,2.85839997437162
"AGR2","Agr2",0.079656,0,0,1,0,0,0.026552,0.14909,1.63036,0.721,0.833483333333333,0.559891645229027
"AGR3","Agr3",0.224937,0,0,3,0,0,0.074979,0.18222,0.69083,0,0.291016666666667,0.8326608228657
"AGRN","Agrn",35.128186,28.019718,33.917057,3735,4347,864,32.354987,72.50869,92.82016,133.79962,99.70949,0.331200038844403
"AGRP","Agrp",1.312812,0.602132,1.26708,13,9,4,1.06067466666667,0,0,0.96133,0.320443333333333,1.56059303314796
"AGT","Agt",63.657263,70.429482,78.963696,2443,4117,958,71.0168136666667,180.55111,240.93449,180.22748,200.571026666667,0.357277605108194
"AGTPBP1","Agtpbp1",241.202631,195.627214,206.661385,3109,3993,772,214.497076666667,10.86719,8.48341,13.32753,10.89271,18.1200985029204
"AGTR1","Agtr1a",0.295766,0.290724,0.139397,11,9,2,0.241962333333333,0.38101,0.19343,0,0.19148,1.04236943409317
"AGTR2","Agtr2",1.712798,4.821556,6.302667,114,173,35,4.279007,0,0,0,0,5.279007
"AGTRAP","Agtrap",10.417762,5.275532,4.016759,309,360,98,6.57001766666667,22.67864,28.37937,17.63166,22.8965566666667,0.316782780559598
"AGXT","Agxt",0,0,0,0,0,0,0,0.03313,0.63557,0.52436,0.397686666666667,0.715467939881614
"AGXT2","Agxt2",0,0.029585,0.069452,0,2,1,0.0330123333333333,0,0,0,0,1.03301233333333
