"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"CIB4","Cib4",0,0,0,0,0,0,0,0,0,0,0,0,0,15.8800106666667,0.0592416687256438
"CIC","Cic",89.456926,90.213281,103.69441,2322,3066,696,94.4548723333333,42.112827,29.391364,33.288304,2108,1427,1622,0.141291666666667,83.6375793508817
"CIDEA","Cidea",1.717527,2.078818,3.255192,35,64,21,2.35051233333333,0,0,0.108064,0,0,1,27.7922796666667,0.116368428346863
"CIDEB","Cideb",4.243399,4.163972,5.253407,96,142,38,4.55359266666667,0,0,0,0,0,0,85.193237,0.064431884216933
"CIDEC","Cidec",0,0,0,0,0,0,0,0,0,0,0,0,0,1.24181033333333,0.446068066120967
"CIITA","Ciita",1.059819,0.549761,0.501966,36,45,6,0.703848666666667,9.680555,18.751757,10.236883,573,770,580,85.5556796666667,0.0196850012989134
"CILP","Cilp",0.04382,0.107994,0.103834,4,15,3,0.085216,0.243919,0.137146,0.025063,22,10,2,8.34852266666667,0.116084224074192
"CILP2","Cilp2",0.064117,0.028512,0.06934,6,4,2,0.0539896666666667,1.005296,0.67492,1.39598,64,33,74,5.90597266666667,0.152620017127204
"CINP","Cinp",15.730289,15.111916,12.085664,290,386,69,14.3092896666667,10.990718,12.0238,10.096533,206,156,178,7.133265,1.88230552756693
"CIP2A","Cip2a",0.777155,0.685617,0.749391,34,71,18,0.737387666666667,1.469419,13.092886,1.560376,62,107,60,11.1507136666667,0.142986470945561
"CIPC","Cipc",27.322279,29.258866,23.415256,1667,2599,519,26.665467,4.279544,4.2946,3.660741,242,208,205,12.320872,2.07685104999132
"CIR1","Cir1",7.848937,6.130322,6.696689,395,503,120,6.89198266666667,17.54756,16.864771,13.810179,297,238,253,41.6729143333333,0.184941262858674
"CIRBP","Cirbp",60.423144,55.330928,62.703241,912,1206,315,59.485771,288.186463,251.832066,309.520586,2840,1983,2531,12.6342516666667,4.43631029254631
"CISD1","Cisd1",46.700683,42.84542,62.711808,902,1245,380,50.752637,14.241135,12.070461,15.802329,132,114,138,21.003391,2.35203005754886
"CISD2","Cisd2",13.304964,11.818582,10.86385,765,1062,195,11.9957986666667,17.166242,19.167161,20.287233,274,234,333,5.93160133333333,1.87486239350946
"CISD3","Cisd3",33.099685,31.640812,37.238707,272,328,91,33.993068,1.927508,2.653545,2.835736,22,24,31,1.577183,13.578029965276
"CISH","Cish",2.735328,2.683093,6.320701,54,73,23,3.91304066666667,0.405671,0.670517,0.658494,14,22,19,31.813149,0.149727801701283
"CIT","Cit",49.539564,37.599311,14.097773,2787,3358,636,33.7455493333333,22.598217,13.275563,42.484838,1129,435,1315,38.601211,0.877386030779042
"CITED1","Cited1",8.888094,12.280607,4.91728,50,81,21,8.695327,0.949373,0.954211,1.120461,9,5,4,6.63872566666667,1.26923356369607
"CITED2","Cited2",6.131761,4.88745,4.791325,221,300,59,5.27017866666667,22.329501,28.258009,24.147573,438,469,413,0.385013333333333,4.52716123069814
"CITED4","Cited4",0.298135,0.264957,0.808073,6,8,5,0.457055,0.091282,0.400689,0.733491,1,3,6,11.7922413333333,0.11390146277207
"CKAP2","Ckap2",0.670347,0.703814,1.14184,22,48,7,0.838667,8.920511,9.755704,7.749312,274,297,238,138.884762666667,0.0131441549812068
"CKAP2L","Ckap2l",0.148067,0.200294,0.141237,10,20,3,0.163199333333333,0.402019,2.439964,0.451318,17,49,20,23.0417626666667,0.0483824480534483
"CKAP4","Ckap4",7.174905,5.554299,6.670073,444,505,129,6.46642566666667,212.171165,178.090492,177.093056,9351,6211,6739,13.9876663333333,0.498171329719354
"CKAP5","Ckap5",35.20357,29.806522,26.54919,3653,4612,900,30.5197606666667,77.451584,80.988872,75.32495,2249,1905,1826,118.895342666667,0.26289395372344
"CKB","Ckb",734.692256,721.321301,944.298289,21321,32405,8455,800.103948666667,429.538607,413.769257,518.867051,947,624,972,7.931251,89.6967231876774
"CKLF","Cklf",10.200892,13.583662,11.83831,138,212,44,11.874288,25.111143,29.405623,22.723926,74,68,61,25.5255036666667,0.485355081727572
"CKM","Ckm",9.741868,4.201143,0,166,116,0,4.64767033333333,0.181777,0.111971,0.103197,4,2,2,5.62699333333333,0.852222123859085
"CKMT1B","Ckmt1",271.540266,223.659504,294.767089,4510,5699,1517,263.322286333333,30.581301,8.974086,17.64263,333,149,263,21.3558103333333,11.8234267687993
"CKMT2","Ckmt2",0.274582,0.252643,0.108435,8,11,1,0.211886666666667,0.716713,1.389849,1.164893,10,8,9,34.5363316666667,0.0341027508982708
"CKS1B","Cks1b",3.10925,2.841775,1.222503,19,28,3,2.391176,19.055806,24.946278,16.113272,146,177,117,21.8153626666667,0.148635638606548
"CKS2","Cks2",1.647684,1.148043,1.647436,17,18,5,1.48105433333333,30.63956,44.253601,29.542329,182,212,157,11.5204823333333,0.198159644914638
"CLASP1","Clasp1",34.704236,26.974808,31.943512,2793,3361,788,31.2075186666667,29.506552,35.007506,24.340859,2818,2190,2382,14.8114776666667,2.03697082244031
"CLASP2","Clasp2",62.248508,56.954906,50.068503,6642,9267,1793,56.4239723333333,69.516465,56.042398,66.389632,2231,1500,2039,5.32540133333333,9.07831287016097
"CLASRP","Clasrp",46.516452,47.562588,50.347253,1435,2213,389,48.1420976666667,78.25212,65.186907,60.60589,456,343,317,26.8313083333333,1.76571281084223
"CLBA1","Clba1",3.18421,2.832492,2.527371,113,159,28,2.84802433333333,7.014744,11.560805,4.772278,133,112,102,2.27845133333333,1.1737323333761
"CLCA1","Clca1",0,0,0,0,0,0,0,0.200516,0.166185,0.100326,9,6,4,0,1
"CLCA2","Clca2",0,0,0,0,0,0,0,0.067069,0.062496,0.295433,4,3,3,0.333192333333333,0.750079320888184
"CLCA4","Clca4a",0,0.021229,0,0,2,0,0.00707633333333333,0,0.026142,0.023765,0,1,1,10.4590743333333,0.0878846147636765
"CLCC1","Clcc1",14.616056,20.527393,14.569182,419,564,131,16.570877,31.661552,41.473895,35.07343,748,649,695,665.598408,0.0263590143467609
"CLCF1","Clcf1",0.794573,0.747562,1.692843,37,76,15,1.078326,0.914959,1.53711,0.561631,21,22,12,3.49487933333333,0.46237637228378
"CLCN1","Clcn1",2.877421,1.70032,1.578544,69,76,17,2.052095,0.122387,0.050446,0.023154,6,2,1,27.542703,0.106930832724567
"CLCN2","Clcn2",26.139206,25.129941,26.705456,987,1454,377,25.9915343333333,7.450342,6.833638,9.280882,110,79,112,23.8292313333333,1.08708698916092
"CLCN3","Clcn3",40.68618,34.943913,40.738118,4074,5381,1017,38.7894036666667,28.74913,31.847751,27.895517,1679,1175,1433,0,39.7894036666667
"CLCN4","Clcn4",43.985327,33.399703,39.726185,3556,4855,1141,39.0370716666667,10.573036,5.45365,7.721182,844,449,734,53.196258,0.738742362372448
"CLCN5","Clcn5",6.758946,5.585448,4.117663,1024,1288,244,5.48735233333333,8.485975,7.170973,8.192724,1332,888,1130,26.3668863333333,0.237051166666031
"CLCN6","Clcn6",22.935937,20.763167,20.723156,2476,3352,722,21.4740866666667,17.82762,16.601374,17.164295,1076,784,905,12.797715,1.62882670548469
"CLCN7","Clcn7",15.007728,11.467575,14.113219,935,1170,297,13.5295073333333,52.601926,48.78375,47.951316,1462,1031,1210,2.83215233333333,3.79147436466731
"CLCNKB","Clcnkb",0,0,0,0,0,0,0,0.276893,0.457336,0.314808,1,12,6,1.02376566666667,0.494128355110942
"CLDN1","Cldn1",0.841974,0.416338,0.53126,56,45,11,0.596524,24.237038,36.814831,27.206255,1171,1417,1095,1.34338033333333,0.681291029582479
"CLDN10","Cldn10",23.769694,23.269183,29.489107,689,967,267,25.509328,0.159373,0.481176,0.219524,6,14,7,12.668342,1.93946917629073
"CLDN11","Cldn11",124.514038,206.022092,151.508986,4649,11761,1771,160.681705333333,2.582933,3.798665,2.034023,64,74,52,31.54871,4.96737675113187
"CLDN12","Cldn12",16.664724,9.254575,6.48744,661,776,154,10.8022463333333,17.178412,19.353609,16.403989,685,680,654,32.2846823333333,0.354584917324382
"CLDN14","Cldn14",6.903168,5.082517,13.552982,80,215,33,8.512889,3.012285,1.878906,2.995775,58,31,51,0,9.512889
"CLDN15","Cldn15",0.460916,0.147362,0.252411,6,5,3,0.286896333333333,6.865579,5.415171,7.173671,153,111,151,17.0637223333333,0.0712420347028142
"CLDN16","Cldn16",0,0,0,0,0,0,0,0.445874,0.088019,0.054475,7,3,2,0,1
"CLDN17","Cldn17",0,0.062801,0,0,2,0,0.0209336666666667,0,0,0,0,0,0,4.331183,0.191502273823027
"CLDN18","Cldn18",0,0,0,0,0,0,0,0.197424,0.146363,0.177956,10,6,8,228.511224666667,0.00435708537328561
"CLDN19","Cldn19",7.269624,0.082362,5.896608,381,7,110,4.416198,0.17975,0.113585,0.026968,6,4,1,37.034674,0.14240158861359
"CLDN2","Cldn2",0.045563,0.020431,0,3,2,0,0.021998,0.036874,0,0,1,0,0,14.1391596666667,0.0675069173258163
"CLDN22","Cldn22",0,0,0,0,0,0,0,0,0,0,0,0,0,15.033874,0.0623679592343061
"CLDN23","Cldn23",0.078074,0.033901,0.084061,3,2,1,0.0653453333333333,0.134973,0.45027,0.163671,4,10,4,130.443867,0.0081049451575655
"CLDN3","Cldn3",0.080754,0.051841,0,2,2,0,0.0441983333333333,0.185314,0.162674,0.226069,3,2,3,31.2373013333333,0.0323909970793254
"CLDN4","Cldn4",0,0,0,0,0,0,0,2.950531,2.594063,3.638614,70,44,83,2.957795,0.252665941515414
"CLDN5","Cldn5",12.896678,9.580055,20.496933,362,414,179,14.3245553333333,0,0.072588,0.134138,0,1,2,101.212536,0.149928334948399
"CLDN6","Cldn6",0,0,0,0,0,0,0,1.126353,1.387411,1.909287,15,13,24,8.49458366666667,0.105323206904877
"CLDN7","Cldn7",0.102808,0.067998,0,1,1,0,0.0569353333333333,0,0,0.582591,0,0,2,0.238804,0.853190119932882
"CLDN8","Cldn8",0.045943,0.058,0.07385,2,4,1,0.0592643333333333,0,0,0,0,0,0,21.6070856666667,0.0468554128980535
"CLDN9","Cldn9",0.035565,0.046553,0.112807,1,2,1,0.064975,0.180764,0.056446,0.10497,4,1,2,287.548418666667,0.00369080172028344
"CLDND1","Cldnd1",55.888876,58.218426,62.571293,1208,2088,429,58.892865,56.897467,58.533881,60.437626,720,620,686,92.013525,0.643915656352127
"CLDND2","Cldnd2",0,0,0,0,0,0,0,0.913273,0.675658,4.344403,5,2,14,25.6590313333333,0.0375107402627057
"CLEC10A","Clec10a",0.411284,0.266154,4.054323,6,3,5,1.57725366666667,0,0,0,0,0,0,0.507192333333333,1.70996999498184
"CLEC11A","Clec11a",0.34115,0.175487,0.098898,22,17,2,0.205178333333333,1.003212,2.16177,0.60771,14,24,8,0.278875,0.942373831166716
"CLEC12A","Clec12a",0.105431,0.150659,0.338605,7,11,7,0.198231666666667,0.189602,0.706838,0.212318,2,4,2,21.293754,0.0537474158307599
"CLEC12B","Clec12b",0,0.114227,0,0,5,0,0.0380756666666667,0,0.08074,0.245228,0,1,1,110.788103333333,0.0092861014339898
"CLEC14A","Clec14a",0.921218,0.620509,1.086816,87,91,32,0.876181,0.033501,0.042446,0.194494,1,1,5,0.136522666666667,1.65080825488742
"CLEC16A","Clec16a",17.870765,14.944517,11.84467,1323,1681,338,14.8866506666667,10.160409,11.53771,11.766082,577,460,483,53.230891,0.292944673667019
"CLEC18C","Clec18a",0.026206,0.138648,0,1,9,0,0.0549513333333333,0.831307,0.332971,0.161578,41,13,6,8.13978533333333,0.115424082170274
"CLEC1A","Clec1a",0.669287,0.304234,0.624112,42,36,14,0.532544333333333,0.085147,0.472456,0.075513,2,2,1,36.2538843333333,0.041137840006715
"CLEC1B","Clec1b",0.022575,0.13898,0.666136,2,5,1,0.275897,0,0.122188,0.548939,0,1,3,28.4046863333333,0.0433909406662718
"CLEC2A","Clec2f",0,0,0,0,0,0,0,0,0,0,0,0,0,0.269576333333333,0.787664336317969
"CLEC2L","Clec2l",38.451066,35.525826,37.657556,649,772,227,37.2114826666667,7.235993,3.001141,15.456323,55,14,61,51.99163,0.721085248116857
"CLEC3A","Clec3a",0,0,0,0,0,0,0,0.358462,0.250671,0.29524,6,3,4,13.039294,0.0712286529507823
"CLEC3B","Clec3b",4.523914,4.626484,9.512242,81,128,53,6.22088,0.92367,1.203731,1.115503,8,9,9,54.9089616666667,0.129154249779336
"CLEC4D","Clec4d",0,0,0,0,0,0,0,0,0,0.040361,0,0,1,22.2529076666667,0.0430053743959734
"CLEC4E","Clec4e",0,0.015354,0,0,2,0,0.005118,0.099301,0.231702,0.111407,3,6,3,54.592737,0.0180800236548886
"CLEC4F","Clec4f",0,0,0,0,0,0,0,0,0,0.077698,0,0,2,338.348655333333,0.00294682175480473
"CLEC4G","Clec4g",0,0,0,0,0,0,0,0,0.28466,0,0,1,0,4.71380133333333,0.175014835424216
"CLEC4M","Cd209a",0,0,0,0,0,0,0,0,0.028912,0.102316,0,1,4,0,1
"CLEC5A","Clec5a",1.151721,0.554928,0.433359,27,40,4,0.713336,0.018863,0,0,1,0,0,0,1.713336
"CLEC7A","Clec7a",0.465456,0.569685,0.411502,16,23,6,0.482214333333333,0.088365,0.083694,0.260993,3,2,4,1.781751,0.532835014109219
"CLEC9A","Clec9a",0.225843,0.144624,0,16,9,0,0.123489,0,0.051415,0,0,1,0,0.0163693333333333,1.10539443010874
"CLGN","Clgn",11.705457,16.219264,11.43948,945,1880,280,13.1214003333333,3.45097,2.854082,5.615616,137,88,168,35.118764,0.390971306031772
"CLHC1","Clhc1",0.106945,0.158855,0.153375,2,4,2,0.139725,25.677434,23.927492,17.112241,175,214,174,94.404255,0.0119462701113278
"CLIC1","Clic1",7.85861,6.455063,11.979112,172,219,70,8.76426166666667,112.061515,136.986698,129.817983,1655,1636,1690,40.4058456666667,0.23581843359203
"CLIC3","Clic3",2.294085,1.798901,1.163482,18,25,5,1.752156,0.12867,0,0,1,0,0,14.8918496666667,0.173180344499022
"CLIC4","Clic4",48.673604,46.98263,49.95058,4385,6346,1414,48.5356046666667,39.206209,73.641284,42.78924,2503,3701,2372,18.1547896666667,2.58606883858761
"CLIC5","Clic5",2.616558,2.114504,1.666179,326,404,68,2.13241366666667,0.011231,0,0.024148,1,0,2,0.0407283333333333,3.00982837339876
"CLIC6","Clic6",1.677009,0.897354,0.282016,38,31,7,0.952126333333333,0.057331,0.402992,0.248637,3,16,11,11.3865446666667,0.157600556560918
"CLINT1","Clint1",13.013047,11.591116,11.039239,954,1287,252,11.881134,40.39184,46.258112,59.917379,1133,1076,1027,0.142362333333333,11.2758742337151
"CLIP1","Clip1",28.541129,19.837781,24.875241,1535,1703,405,24.4180503333333,19.623863,20.98432,24.271437,984,1037,946,26.7315613333333,0.916574801822674
"CLIP2","Clip2",26.738043,27.564359,19.942869,2349,3301,692,24.7484236666667,17.954155,15.051862,17.360428,772,602,720,716.366951666667,0.0358929605090464
"CLIP3","Clip3",180.931259,176.571797,160.922096,5415,7943,1826,172.808384,45.788625,43.378308,40.754262,1314,904,1278,5.49975533333333,26.7407579341704
"CLIP4","Clip4",37.152154,31.296751,30.701701,1246,1504,351,33.050202,5.474899,4.854573,3.972379,209,159,175,3.02070466666667,8.46871501960601
"CLK1","Clk1",88.328018,61.741664,90.636215,1790,2256,503,80.235299,87.681724,75.127124,84.089701,1710,1181,1434,28.6361993333333,2.74108356764326
"CLK2","Clk2",23.445588,18.939943,23.85419,463,621,141,22.079907,27.349982,30.860541,30.947842,657,553,628,149.490431,0.153364614923589
"CLK3","Clk3",48.615672,42.057225,41.818594,1099,1390,325,44.1638303333333,45.947192,41.167418,48.008918,628,534,581,46.2948363333333,0.954942100127365
"CLK4","Clk4",58.956582,53.032885,46.830805,1091,1595,296,52.9400906666667,11.198917,13.987513,12.473729,357,355,349,2.63049266666667,14.8575126351079
"CLMN","Clmn",14.146503,12.998505,10.216361,2015,2940,494,12.4537896666667,1.349346,1.267943,1.833538,204,127,151,489.138098333333,0.0274489775685974
"CLMP","Clmp",7.173585,6.393527,5.948841,593,757,168,6.50531766666667,22.981562,21.835147,18.18536,1120,766,1098,0,7.50531766666667
"CLN3","Cln3",16.170491,14.279511,15.574604,218,287,66,15.3415353333333,14.539599,17.807591,15.79432,235,192,180,8.46022433333333,1.72739406144456
"CLN5","Cln5",9.972493,6.334009,7.444736,356,479,118,7.91707933333333,24.224418,20.28748,24.892277,885,604,775,22.2496163333333,0.38353662294843
"CLN8","Cln8",16.585483,13.218677,16.415084,609,972,214,15.4064146666667,14.819292,17.317109,14.763487,803,616,630,301.70287,0.0541997327830644
"CLNK","Clnk",0.058436,0.176682,0.092455,2,9,1,0.109191,0.047863,0.247822,0.366548,1,4,2,0.083092,1.02409675263043
"CLNS1A","Clns1a",39.668702,37.811115,44.737621,831,1179,280,40.739146,127.743052,169.300684,155.211721,436,360,418,0.358015666666667,30.7353935779337
"CLOCK","Clock",9.808764,7.442128,5.504565,1864,2142,357,7.58515233333333,1.992413,2.957484,3.320003,202,240,230,155.701109,0.0547868000942695
"CLP1","Clp1",1.893632,2.067115,2.55021,75,118,24,2.170319,6.415882,8.689122,8.105375,152,137,152,7.650567,0.366486844157152
"CLPB","Clpb",15.033,17.209117,9.445551,830,1129,211,13.8958893333333,8.247149,7.211476,8.251526,393,253,366,0.853631666666667,8.03605678582314
"CLPP","Clpp",25.174763,23.743676,24.263443,425,595,132,24.3939606666667,25.149256,22.841706,39.093888,172,135,187,277.147896,0.0912966124563698
"CLPS","Clps",0,0,0,0,0,0,0,0,0,0,0,0,0,12.279605,0.07530344464312
"CLPSL2","Clpsl2",0,0,0,0,0,0,0,0,0,0,0,0,0,35.3197886666667,0.0275331998536041
"CLPTM1","Clptm1",142.28285,116.408529,122.216267,2470,3302,894,126.969215333333,92.363479,80.312769,90.897749,1585,1042,1351,3.219594,30.3273763621176
"CLPTM1L","Clptm1l",71.645787,44.926951,69.436982,1247,1514,391,62.00324,131.234509,107.010241,152.694303,1239,846,1115,17.319988,3.43904373736489
"CLPX","Clpx",10.766173,9.442694,14.231569,514,665,188,11.4801453333333,22.348378,23.494802,21.538816,536,455,507,213.977697333333,0.0580532096498469
"CLRN1","Clrn1",0.291614,0.552693,0.261342,19,38,2,0.368549666666667,0.029286,0,0,1,0,0,4.03773166666667,0.271659897195795
"CLRN3","Clrn3",0,0,0,0,0,0,0,0,0,0,0,0,0,9.55298266666667,0.0947599395911702
"CLSPN","Clspn",0.258313,0.286193,0.252196,11,21,2,0.265567333333333,1.227017,2.340647,0.335762,55,103,26,1.07274366666667,0.610575901731537
"CLSTN1","Clstn1",171.684107,152.383865,138.478369,12091,14686,3621,154.182113666667,63.217142,51.292178,65.188543,4133,2681,3734,39.5146316666667,3.83027334281167
"CLSTN2","Clstn2",12.55473,10.65392,9.593983,1192,1515,289,10.934211,23.018915,10.579809,20.630627,5205,1916,4094,15.3852773333333,0.728349649335607
"CLSTN3","Clstn3",168.447703,132.051467,179.346399,6391,7030,1960,159.948523,107.790999,87.966981,99.084006,1322,803,1148,36.024212,4.34711542274013
"CLTA","Clta",107.791724,97.098811,134.305202,2147,2867,836,113.065245666667,114.123647,108.112478,119.58585,1208,893,1106,43.5920076666667,2.55797510888779
"CLTB","Cltb",139.366061,122.326391,169.214197,2700,3585,1006,143.635549666667,26.165437,19.730807,27.046591,257,150,239,17.819221,7.68552267209502
"CLTC","Cltc",252.798197,219.938087,226.515204,14976,19093,3693,233.083829333333,194.101542,226.694085,206.133717,7508,6813,6735,6.925003,29.5373805326425
"CLTRN","Cltrn",0.343116,0.060212,0.303251,2,2,2,0.235526333333333,0.154836,0.347477,0.418905,3,6,7,0,1.23552633333333
"CLU","Clu",266.05459,292.255885,279.131128,8025,13346,3189,279.147201,57.177878,33.067715,42.565703,215,137,159,19.543854,13.6365455576154
"CLUAP1","Cluap1",9.987591,7.274784,8.396329,322,371,95,8.55290133333333,13.881179,16.059494,15.69314,185,147,165,3.00251,2.3867276617256
"CLUH","Cluh",17.636806,14.342197,16.263838,2095,2521,582,16.080947,49.27552,117.731383,71.423109,719,526,643,37.9408003333333,0.438638827496792
"CLVS1","Clvs1",19.026274,15.200799,22.817762,1420,1472,456,19.014945,0.684823,1.757805,0.743098,11,18,11,0,20.014945
"CLVS2","Clvs2",15.790359,10.301107,13.476179,487,508,143,13.189215,0.354412,0.207176,0.303304,60,17,45,14.8316013333333,0.896258988667476
"CLYBL","Clybl",11.141088,8.894044,15.150075,257,303,110,11.7284023333333,2.107606,2.745769,1.931257,17,19,13,0.019457,12.4854724949982
"CMA1","Cma1",0,0,0,0,0,0,0,0.629753,0.326548,0.711899,7,3,5,191.254746666667,0.00520143204439998
"CMAHP","Cmah",0.437959,0.449284,0.212134,89,139,13,0.366459,0.221398,0.362553,0.162388,2,3,2,0,1.366459
"CMAS","Cmas",46.31934,43.120806,47.456385,1556,2098,498,45.632177,29.241733,23.602402,27.608666,292,230,267,0,46.632177
"CMBL","Cmbl",11.054289,10.404119,12.138597,215,283,68,11.1990016666667,5.49029,5.71147,7.178166,135,120,121,16.3886603333333,0.701549252950884
"CMC1","Cmc1",17.40264,15.018278,21.951883,251,296,77,18.124267,8.132359,6.464744,10.171274,66,45,70,7.04915566666667,2.37593454419049
"CMC2","Cmc2",14.34568,11.780979,12.887456,230,247,69,13.004705,39.592311,43.973944,37.033312,250,251,221,0.218039666666667,11.4977413160327
"CMC4","Cmc4",6.295777,8.314535,8.36713,68,119,27,7.65914733333333,1.745909,3.376361,0.728779,18,28,7,0.114101333333333,7.7723157438701
"CMIP","Cmip",31.69007,25.489225,28.776459,1634,2017,450,28.651918,44.182363,37.930763,45.013328,1046,702,977,0,29.651918
"CMKLR1","Cmklr1",4.068188,1.920264,4.150444,78,102,21,3.379632,0.678809,0.45526,0.11744,21,21,9,15.125875,0.271590347810584
"CMPK1","Cmpk1",47.180056,32.838425,60.085425,1155,1612,333,46.701302,38.166112,46.199322,44.48126,1229,1308,1245,3.96888133333333,9.60000829160474
"CMPK2","Cmpk2",31.018956,23.214896,29.563686,621,679,174,27.9325126666667,0.682073,0.477878,0.428621,19,10,9,61.681761,0.461577853032346
"CMSS1","Cmss1",5.905742,3.965039,5.496461,92,102,26,5.122414,19.455086,16.784408,17.729434,185,153,170,19.416563,0.299874861405419
"CMTM2","Cmtm2b",0,0,0,0,0,0,0,0.585058,1.087096,0,2,4,0,6.53102566666667,0.132784038225515
"CMTM3","Cmtm3",7.718926,6.746135,10.750094,188,251,85,8.40505166666667,41.208943,40.407747,50.383302,706,517,682,0,9.40505166666667
"CMTM4","Cmtm4",11.478021,8.302545,9.689695,1991,2149,529,9.82342033333333,3.308733,4.708393,2.71908,309,267,215,17.0185103333333,0.60068341572669
"CMTM5","Cmtm5",90.698704,116.980759,125.933053,1081,2162,470,111.204172,24.428612,17.904128,31.73868,175,91,171,122.395674,0.909303935565845
"CMTM6","Cmtm6",7.608036,6.90888,8.061918,554,758,185,7.526278,20.196003,23.750766,21.334317,939,865,859,8.690123,0.879893681432114
"CMTM7","Cmtm7",2.140901,2.004535,3.015923,30,47,15,2.38711966666667,10.167615,8.687851,9.145846,121,78,93,12.046114,0.259626710809569
"CMTM8","Cmtm8",1.223877,1.315241,1.836531,24,36,11,1.45854966666667,0.920645,1.077116,1.001717,12,11,11,19.118219,0.122205134891248
"CMTR1","Cmtr1",154.100658,161.230404,211.286232,1951,2280,615,175.539098,19.821281,16.718968,14.437063,709,509,528,0,176.539098
"CMTR2","Cmtr2",1.929564,1.679066,1.704204,130,180,40,1.77094466666667,4.417599,7.735427,4.355911,318,315,256,11.4372326666667,0.222794309709518
"CMYA5","Cmya5",0.495921,0.420338,0.198139,135,170,17,0.371466,0.202897,0.248813,0.33596,16,18,15,11.682767,0.108136181954616
"CNBD2","Cnbd2",4.683303,3.398011,6.042081,121,149,45,4.70779833333333,1.954539,1.513907,1.745528,17,8,12,8.11840233333333,0.625964738632758
"CNBP","Cnbp",96.560475,83.919642,101.358818,2847,3735,906,93.9463116666667,61.971122,66.916077,64.855889,1364,1161,1271,5.70577066666667,14.1588963277002
"CNDP1","Cndp1",0.186768,0.201613,0.345514,13,13,6,0.244631666666667,1.095962,0.507161,0.948333,20,3,8,0,1.24463166666667
"CNDP2","Cndp2",32.411756,58.027614,40.99247,771,1155,276,43.8106133333333,64.455071,51.019047,62.294309,835,554,838,238.270224,0.187280358517712
"CNEP1R1","Cnep1r1",15.207256,15.266469,16.078204,494,681,152,15.5173096666667,16.300998,18.061498,15.603745,279,231,221,584.954760666667,0.0281887114422864
"CNFN","Cnfn",0,0.060383,0,0,1,0,0.0201276666666667,0.713179,0.524137,1.223369,3,2,5,10.7652196666667,0.0867070650246253
"CNGA1","Cnga1",0,0.016728,0,0,1,0,0.005576,0.023571,0.058442,0.300782,1,2,2,0,1.005576
"CNGA2","Cnga2",0.090403,0.050891,0,6,5,0,0.047098,0,0,0,0,0,0,17.8730503333333,0.0554811215731582
"CNGA3","Cnga3",0.130728,0.155297,0,10,17,0,0.0953416666666667,0.16521,0.068205,0.27447,9,3,5,13.9877416666667,0.0730825024228133
"CNGA4","Cnga4",0.271127,0.317758,0.300723,12,25,5,0.296536,0.086727,0.044052,0,1,1,0,26.4061483333333,0.0473082165443533
"CNGB3","Cngb3",0,0,0,0,0,0,0,0.117658,0,0,1,0,0,11.3834983333333,0.0807526252341994
"CNIH1","Cnih1",50.418801,46.385187,56.899108,1041,1525,324,51.2343653333333,67.841002,62.302494,63.273786,1335,1038,1238,8.27024266666667,5.6346276156453
"CNIH2","Cnih2",14.029909,9.535748,13.108442,337,341,93,12.2246996666667,12.425223,8.335332,12.60083,136,81,138,86.075554,0.151876147313018
"CNIH3","Cnih3",1.56498,1.187683,3.26642,69,51,25,2.006361,4.208276,6.275068,5.600983,54,109,62,3.698574,0.639845408415404
"CNIH4","Cnih4",20.973234,17.686996,13.982941,753,1027,244,17.5477236666667,14.382452,19.475708,16.346054,382,344,349,14.109365,1.22756473661644
"CNKSR2","Cnksr2",3.384889,2.3167,1.788895,399,412,65,2.496828,4.189244,4.755491,4.568991,152,156,137,0.665315666666667,2.0997988969859
"CNKSR3","Cnksr3",2.764431,2.952745,2.099676,201,321,46,2.60561733333333,4.79656,5.843581,4.003562,274,282,187,57.330183,0.061813921162108
"CNMD","Cnmd",0.809083,1.656245,4.050922,19,30,17,2.17208333333333,0.103061,0.16586,0.058087,2,1,1,0.213546,2.61389624565804
"CNN1","Cnn1",1.031839,0.086355,2.968068,20,5,8,1.36208733333333,12.440428,37.955417,10.446729,89,292,88,3.24815733333333,0.556026330474891
"CNN2","Cnn2",2.87576,1.927812,4.357639,115,117,40,3.053737,80.695613,123.440258,63.487506,957,1240,845,0.220744333333333,3.32070925033989
"CNN3","Cnn3",236.360028,293.70033,292.341717,1992,3246,687,274.134025,187.258695,333.923622,198.412618,3040,4158,2840,23.725446,11.1275657070048
"CNNM1","Cnnm1",34.635556,18.78505,14.575767,1561,1519,427,22.6654576666667,1.177843,0.529511,1.252705,102,36,94,41.2629156666667,0.559957998480733
"CNNM2","Cnnm2",10.190184,7.792415,8.142787,644,729,172,8.708462,7.029629,6.388129,6.491323,604,445,589,11.3707,0.784794878220311
