"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"FILIP1","Filip1",13.02781,15.737692,15.588985,1652,336,634,14.784829,14.130308,8.274175,6.586693,1736,1076,867,0.209890333333333,13.0464956741258
"FILIP1L","Filip1l",0.757841,0.950008,0.710189,98,31,38,0.806012666666667,2.029847,2.10326,1.869423,94,62,51,9.93824166666667,0.165109962067334
"FIP1L1","Fip1l1",19.746294,13.251926,17.508135,2027,479,750,16.8354516666667,36.4542,32.084441,34.812859,379,336,296,0.0123983333333333,17.6170298581421
"FIS1","Fis1",133.266373,136.862612,121.225106,3270,720,1146,130.451363666667,73.82398,79.871295,69.232899,758,758,672,0.0441456666666667,125.893702251633
"FITM1","Fitm1",0,0,0.226145,0,0,3,0.0753816666666667,63.538065,57.970491,51.200835,1104,1016,847,0.807762333333333,0.594868942027225
"FITM2","Fitm2",17.902597,17.554116,16.250678,2996,717,1066,17.235797,8.573982,7.911667,7.051665,862,769,678,7.46598466666667,2.15400779921091
"FIZ1","Fiz1",7.762867,8.501424,9.981112,453,88,181,8.74846766666667,3.482019,3.502375,2.56459,137,136,124,0.00618633333333333,9.68853118325665
"FJX1","Fjx1",1.016366,0.605249,0.904502,107,15,44,0.842039,0.343253,0.531268,0.758645,16,12,18,4.428734,0.339312812158415
"FKBP10","Fkbp10",4.701672,4.097075,5.090268,282,75,100,4.62967166666667,60.695677,49.814572,40.346345,1879,1594,1394,2.577878,1.57346663767369
"FKBP11","Fkbp11",0.919386,1.130591,0.882058,45,15,11,0.977345,8.062677,5.262994,3.293418,181,176,107,143.881961,0.0136479723655866
"FKBP14","Fkbp14",8.971565,8.916437,7.785249,872,227,322,8.55775033333333,2.615908,2.183015,1.778753,227,161,162,4.98836266666667,1.59605402433876
"FKBP15","Fkbp15",18.434286,15.955036,18.482882,2580,570,1012,17.624068,4.590458,2.260385,1.681977,488,366,281,0,18.624068
"FKBP1A","Fkbp1a",330.210479,250.965702,326.629941,10801,2345,4218,302.602040666667,89.077065,84.851841,72.327932,1391,1530,1195,0,303.602040666667
"FKBP1B","Fkbp1b",807.858534,784.272884,974.833388,4534,872,1815,855.654935333333,2.867721,3.626472,2.859872,45,53,44,0.043012,821.327976411905
"FKBP2","Fkbp2",76.908154,90.1455,75.018656,1441,413,564,80.69077,46.532733,45.558116,49.285864,375,353,377,27.3184853333333,2.88471537366594
"FKBP3","Fkbp3",181.10919,163.289772,198.315894,3764,890,1586,180.904952,57.354744,60.093098,53.866503,1108,1301,1114,11.867532,14.1367398192598
"FKBP4","Fkbp4",180.102,186.115735,172.728071,10567,2293,3791,179.648602,68.390483,30.205617,86.000333,914,834,715,0.336563333333333,135.159028752846
"FKBP5","Fkbp5",28.310876,32.440648,34.357323,2580,529,994,31.702949,2.176912,1.959317,1.336576,166,146,100,13.58194,2.24270220560502
"FKBP6","Fkbp6",0.064768,0,0,3,0,0,0.0215893333333333,0.246909,0.2249,0.133897,10,8,6,5.40823133333333,0.159418298153406
"FKBP7","Fkbp7",6.902819,3.933462,6.268136,152,26,44,5.70147233333333,3.111852,4.395203,2.785907,41,51,35,9.08194833333333,0.66470012657937
"FKBP8","Fkbp8",218.751914,180.75413,195.158631,9647,2081,3603,198.221558333333,119.636775,98.938752,82.512836,1794,1609,1343,0.29436,153.915107337474
"FKBP9","Fkbp9",12.927425,15.033877,13.843617,1574,444,669,13.934973,68.342351,35.424515,34.142283,1475,1054,1082,5.45886966666667,2.31231992140627
"FKBPL","Fkbpl",8.792309,9.580153,7.162727,259,64,86,8.51172966666667,1.508178,1.549109,0.701811,39,38,17,1.17767966666667,4.36782774448461
"FKRP","Fkrp",9.462937,9.036657,9.035173,991,226,406,9.17825566666667,9.291705,4.431661,5.789891,353,264,278,0,10.1782556666667
"FKTN","Fktn",11.796038,10.702096,11.765362,2906,658,1128,11.4211653333333,2.86996,1.134172,0.607628,181,132,79,430.135925333333,0.0288103231567397
"FLACC1","Flacc1",1.387858,1.607889,1.071671,80,24,21,1.355806,2.4018,2.387441,2.356577,16,16,12,0.182108333333333,1.99288502886791
"FLAD1","Flad1",14.181845,15.944758,13.70704,1139,247,416,14.6112143333333,13.999434,15.024563,14.869628,269,237,216,14.7521443333333,0.99105328157121
"FLCN","Flcn",8.034694,8.351911,7.511096,969,240,360,7.96590033333333,40.348106,21.8739,18.069749,618,435,390,1.55932533333333,3.5032280642711
"FLG2","Flg2",0,0,0,0,0,0,0,0.009947,0.090281,0.015545,2,1,3,0.189671666666667,0.840568055892172
"FLI1","Fli1",1.119919,1.55486,1.585499,150,52,58,1.42009266666667,0.651338,0.543863,0.896712,33,33,25,19.0740696666667,0.120558148240627
"FLII","Flii",38.240467,32.321137,42.84373,5261,1207,1926,37.801778,127.571667,110.16679,86.073423,1777,1255,1058,9.19448033333333,3.80615555980113
"FLNA","Flna",60.729175,66.97917,60.359392,4380,1055,1816,62.6892456666667,173.011072,165.103454,135.673961,4906,3114,2298,8.29314633333333,6.85335659013799
"FLNB","Flnb",28.461907,5.715625,49.500531,2470,559,1098,27.8926876666667,42.562307,32.583463,26.457098,1380,810,710,0.155910333333333,24.9956132698874
"FLNC","Flnc",0.601459,0.363678,0.514609,240,35,81,0.493248666666667,68.303975,41.509987,38.16936,14752,8443,7734,3.838527,0.30861637574135
"FLOT1","Flot1",364.126886,396.237498,340.420167,9742,2332,3692,366.928183666667,57.488521,50.062946,38.296434,1651,1428,1208,18.4638383333333,18.9031668556639
"FLOT2","Flot2",125.853436,114.910249,117.675466,13349,2954,4866,119.479717,174.815813,117.906581,107.568607,1686,1410,1295,0.937917,62.1696992182844
"FLRT1","Flrt1",1.765444,1.600843,1.489149,450,99,148,1.61847866666667,0.111677,0.166382,0.047718,10,14,4,14.5168853333333,0.168750274969272
"FLRT2","Flrt2",1.691755,1.55568,2.006256,460,108,210,1.75123033333333,24.056454,22.117281,18.283755,833,633,569,30.5827723333333,0.0871117425758602
"FLRT3","Flrt3",4.829822,4.104066,4.501189,780,164,285,4.478359,0.3882,0.362541,0.523719,34,32,28,0.0183746666666667,5.37951225547637
"FLT1","Flt1",3.372597,4.066278,3.895664,958,240,431,3.77817966666667,1.113519,0.800899,0.573931,121,77,65,0.312387,3.64083129950744
"FLT3","Flt3",5.661059,6.140777,5.587033,867,228,336,5.79628966666667,0,0,0,0,0,0,4.48978766666667,1.23798771087868
"FLT4","Flt4",0.249375,0.215856,0.453556,66,14,25,0.306262333333333,0.124077,0.248647,0.028337,11,3,3,2.24454866666667,0.402602169834407
"FLVCR1","Flvcr1",10.36916,11.102861,11.504105,1291,319,577,10.992042,2.371952,2.296112,2.035069,106,109,88,24.3938583333333,0.472241824876947
"FLVCR2","Flvcr2",0.375787,0.703099,0.4362,54,21,23,0.505028666666667,11.924771,2.168279,18.326201,17,6,19,16.4565666666667,0.0862156170457345
"FLYWCH1","Flywch1",131.075151,121.228962,132.052092,10425,2284,4004,128.118735,26.705866,20.258243,17.875635,727,508,483,9.90520433333333,11.8401023083382
"FLYWCH2","Flywch2",10.668114,7.25524,11.178235,205,36,81,9.70052966666667,28.303514,29.604395,25.375245,445,447,373,4.91805666666667,1.80811544555448
"FMC1","Fmc1",14.328766,12.225074,18.870375,150,31,77,15.141405,50.740548,56.086311,43.178867,124,138,113,0.0216236666666667,15.7997563355848
"FMN1","Fmn1",16.554331,19.561789,21.793404,6511,1503,2713,19.3031746666667,0.097714,0.044267,0.664841,25,13,20,8.88528666666667,2.05387818798713
"FMN2","Fmn2",16.409353,13.299839,13.084146,1544,322,569,14.264446,0.033044,0.007687,0.030599,1,1,1,6.23338566666667,2.1102768058314
"FMNL1","Fmnl1",56.333022,51.277309,47.014443,4259,906,1448,51.5415913333333,0.928435,0.431955,0.427797,32,15,15,10.6635673333333,4.50476169354933
"FMNL2","Fmnl2",16.274998,14.19137,16.627599,3517,764,1423,15.697989,3.098179,1.52306,1.336075,208,117,109,0.233457666666667,13.537545269085
"FMNL3","Fmnl3",2.190593,2.257541,1.710926,310,73,109,2.05302,0.607992,0.712753,0.474311,73,68,44,112.793,0.0268295940875098
"FMO1","Fmo1",25.835644,26.428456,32.261516,1028,283,511,28.1752053333333,0,0.180449,0,0,1,0,59.1186346666667,0.485293877598817
"FMO2","Fmo2",21.959247,18.998471,53.812421,495,172,352,31.5900463333333,0,0,0,0,0,0,19.963438,1.55461362460362
"FMO3","Fmo3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.489045333333333,0.671571225948796
"FMO4","Fmo4",0.595257,0.45497,0.532866,42,12,21,0.527697666666667,2.396823,2.246414,3.624981,62,50,41,10.3178663333333,0.134981066366484
"FMO5","Fmo5",3.942195,4.108474,3.793712,458,102,159,3.948127,0.262066,0.438902,0.182112,11,12,6,0.254683666666667,3.94372472636529
"FMOD","Fmod",0.321398,0.346989,0.372777,42,11,19,0.347054666666667,0.090954,0.368113,0.037196,4,8,2,2.502486,0.384599586312884
"FMR1","Fmr1",19.319376,20.764002,21.692173,2722,716,1115,20.5918503333333,10.628649,7.251776,7.98076,267,241,196,172.621087666667,0.124361911467732
"FMR1NB","Fmr1nb",0.1619,0,0.289635,4,0,3,0.150511666666667,0,0,0,0,0,0,0.0853693333333333,1.06001858660708
"FN1","Fn1",6.052296,10.295585,7.5342,981,332,399,7.96069366666667,302.467535,253.515379,218.618876,7982,4954,4070,5.884584,1.30155920338348
"FN3K","Fn3k",6.259791,6.088507,5.384696,284,71,93,5.910998,31.927957,31.00794,26.841101,678,626,559,45.014894,0.150190457898262
"FN3KRP","Fn3krp",6.697406,5.893854,6.383799,679,146,253,6.32501966666667,6.936869,10.246915,6.06829,186,194,160,7.22519666666667,0.89055860467774
"FNBP1","Fnbp1",115.567864,85.992931,118.397812,10953,2504,4133,106.652869,8.111446,5.006798,4.127211,725,551,440,8.68703266666667,11.1130903243917
"FNBP1L","Fnbp1l",13.877643,11.499829,13.064029,1563,399,672,12.8138336666667,2.314414,2.322087,2.34408,172,154,110,21.879632,0.603761182289412
"FNBP4","Fnbp4",13.633515,12.169019,16.080201,1002,212,390,13.9609116666667,57.520574,22.857829,28.433624,930,660,614,17.5870336666667,0.804911205035209
"FNDC10","Fndc10",10.811864,9.950945,10.869676,820,180,352,10.5441616666667,1.974864,2.170444,1.825621,83,78,69,3.427371,2.60745297077355
"FNDC11","Fndc11",0.02411,0,0.061945,1,0,1,0.028685,0,0.016652,0,0,1,0,5.96112266666667,0.147775732343557
"FNDC3A","Fndc3a",9.649551,7.455476,10.054197,1843,436,689,9.05307466666667,5.286401,2.572266,1.32064,311,168,134,3.70685966666667,2.13583479827562
"FNDC3B","Fndc3b",3.00925,2.828331,4.390585,886,185,373,3.40938866666667,9.107952,4.759055,3.977223,949,600,521,10.0836576666667,0.397827937245626
"FNDC4","Fndc4",46.072801,48.552621,36.82524,956,225,391,43.8168873333333,1.119616,1.175168,0.690708,35,34,20,52.0405656666667,0.844954927799695
"FNDC5","Fndc5",14.111051,11.503533,12.026986,1593,315,534,12.54719,96.269423,79.815539,59.621552,850,682,576,37.220984,0.354443778841487
"FNDC7","Fndc7",0.035791,0.308344,0.128761,6,5,6,0.157632,0,0.032249,0,0,1,0,75.47582,0.0151372289960408
"FNDC8","Fndc8",0.240497,0.377179,0.382585,21,8,13,0.333420333333333,0.046824,0,0,1,0,0,4.42683533333333,0.245708640751092
"FNDC9","Fndc9",0.589907,0.538919,0.447222,54,12,16,0.525349333333333,0.01307,0.009592,0,0,0,0,0.771627666666667,0.860987532557161
"FNIP1","Fnip1",3.425217,3.09761,4.062433,860,198,404,3.52842,2.238987,1.87594,1.264776,195,161,133,0.176454666666667,3.84920909262972
"FNIP2","Fnip2",2.165487,3.015885,2.09116,527,124,193,2.42417733333333,3.269978,1.327403,1.375071,215,133,116,0,3.42417733333333
"FNTA","Fnta",79.910372,74.876085,75.406064,3027,674,1138,76.7308403333333,21.330334,22.118632,13.945515,469,448,280,47.708936,1.59582299915838
"FNTB","Fntb",20.686904,23.364194,17.000605,1489,305,514,20.3505676666667,27.665933,21.934536,12.149962,546,414,354,0.138903333333333,18.7466021406558
"FOCAD","Focad",7.531541,10.383248,5.330025,973,265,440,7.74827133333333,84.343019,30.218678,17.5965,1010,671,508,0,8.74827133333334
"FOLH1","Folh1",8.381028,10.1469,10.065191,819,198,366,9.53103966666667,0.562649,1.141721,0.842069,8,5,9,7.93099433333333,1.17915646048072
"FOLR1","Folr1",0.128143,0.273646,0.097604,3,1,1,0.166464333333333,0.806202,1.044172,1.128217,13,16,17,47.8463123333333,0.0238802946960097
"FOLR2","Folr2",0.352993,0.72536,0,3,1,0,0.359451,0,0,0,0,0,0,67.3587986666667,0.0198869937230611
"FOS","Fos",1.893101,1.466523,1.650712,105,30,54,1.670112,1225.16807,656.840605,550.351035,8399,6022,5430,19.343951,0.131248448248819
"FOSB","Fosb",0.192686,0.110392,0.453556,21,4,12,0.252211333333333,136.714691,62.87345,62.810292,6818,4058,4053,123.021496666667,0.0100967281236648
"FOSL1","Fosl1",0.413791,0,0,4,0,0,0.137930333333333,1.52734,1.1499,0.906081,22,30,24,16.16901,0.0662781565933815
"FOSL2","Fosl2",1.545096,1.465862,1.894823,430,96,209,1.63526033333333,3.298107,3.300266,3.112602,335,317,237,0,2.63526033333333
"FOXA1","Foxa1",0,0.035395,0.060067,0,1,3,0.0318206666666667,0,0.016186,0.015843,0,1,1,0.0672043333333333,0.966844524931652
"FOXA2","Foxa2",0,0,0,0,0,0,0,0,0.04412,0,0,2,0,0.172103666666667,0.853166855832718
"FOXA3","Foxa3",0.012343,0,0,1,0,0,0.00411433333333333,0,0.026495,0,0,1,0,25.1375003333333,0.0384166167585957
"FOXB1","Foxb1",0.008498,0,0,1,0,0,0.00283266666666667,0,0,0,0,0,0,0.0264216666666667,0.977018217009579
"FOXB2","Foxb2",0,0,0,0,0,0,0,0,0,0,0,0,0,7.207543,0.121839142359656
"FOXC1","Foxc1",0.458379,0.446247,0.380793,94,22,35,0.428473,0.028324,0.031191,0.029562,2,2,2,9.24009866666667,0.139497972285163
"FOXC2","Foxc2",0.297144,0.585061,0.481035,26,12,20,0.454413333333333,0.185627,0.151076,0.060566,10,7,3,5.634213,0.219229218798572
"FOXD1","Foxd1",0.245368,0.282264,0.144509,43,12,11,0.224047,0.680101,0.688268,1.232886,29,24,37,66.157916,0.0182263994016729
"FOXD2","Foxd2",0.380973,0.10501,0.285904,31,2,11,0.257295666666667,0,0,0,0,0,0,17.06585,0.069595156976653
"FOXD3","Foxd3",3.490576,2.430034,3.108632,213,34,100,3.00974733333333,0,0,0,0,0,0,28.0218123333333,0.138163230031224
"FOXD4","Foxd4",0,0,0,0,0,0,0,0.047208,0.098756,0.05459,2,4,2,23.8202376666667,0.0402897028396706
"FOXE1","Foxe1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304013333333333,0.9704956385926
"FOXE3","Foxe3",0.122617,0,0,2,0,0,0.0408723333333333,0,0,0,0,0,0,0.70184,0.61161585891349
"FOXF1","Foxf1",0.182791,0.221888,0.179964,17,5,7,0.194881,0.072721,0.059613,0.059187,5,4,4,0,1.194881
"FOXF2","Foxf2",0.110961,0.10327,0.138389,9,2,5,0.11754,0,0,0,0,0,0,9.392067,0.107537797822127
"FOXG1","Foxg1",0.007433,0,0.015589,1,0,1,0.007674,0,0,0,0,0,0,1.82893433333333,0.356202683154069
"FOXH1","Foxh1",0.084726,0.242045,0.434729,1,3,3,0.253833333333333,0.02278,0,0.05272,1,0,2,2.574801,0.35074213455052
"FOXI1","Foxi1",0,0,0,0,0,0,0,0,0,0,0,0,0,22.5062056666667,0.0425419573954492
"FOXI2","Foxi2",0.019371,0,0,2,0,0,0.006457,0,0,0,0,0,0,3.05026666666667,0.24849153965171
"FOXJ1","Foxj1",8.078982,6.896055,7.050374,840,172,308,7.34180366666667,0.034682,0.019695,0.094789,2,1,5,6.958311,1.04818769543772
"FOXJ2","Foxj2",5.177051,4.882683,4.554064,965,214,369,4.871266,4.13527,3.070603,2.672123,452,351,305,9.16883666666667,0.577378336623888
"FOXJ3","Foxj3",18.395635,21.91203,23.03215,1839,406,752,21.1132716666667,6.56775,5.055285,4.28736,518,498,426,0.0164706666666667,21.7549530860376
"FOXK1","Foxk1",4.963502,4.280091,4.287785,1560,332,543,4.51045933333333,3.547752,3.155208,2.323136,768,642,483,284.962556333333,0.0192698631736599
"FOXK2","Foxk2",17.323954,16.553892,15.933025,2405,541,915,16.6036236666667,11.398723,6.732884,6.62547,734,582,481,0.221291333333333,14.413943001315
"FOXL1","Foxl1",0.028963,0,0.023034,3,0,1,0.0173323333333333,0.040594,0.270762,0.010386,4,7,1,11.976476,0.0783981978877265
"FOXL2","Foxl2",0,0.079933,0.020013,0,2,1,0.0333153333333333,0,0,0,0,0,0,0.199694666666667,0.861315267995968
"FOXM1","Foxm1",0.702035,1.212357,0.900398,62,21,25,0.938263333333333,9.974503,8.020619,5.353466,454,360,317,0.098176,1.76498424053461
"FOXN1","Foxn1",0,0,0,0,0,0,0,0,0.013813,0,0,1,0,0,1
"FOXN3","Foxn3",8.907302,8.541875,8.501139,2276,548,782,8.65010533333333,7.333928,7.607054,5.175556,880,597,554,0.100923,8.76546800578545
"FOXN4","Foxn4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.031275,0.969673462461516
"FOXO1","Foxo1",2.083624,1.799326,2.15418,733,154,308,2.01237666666667,32.044104,4.68687,4.397846,480,520,386,71.435804,0.0415868465637058
"FOXO3","Foxo3",13.71999,14.240428,14.025013,3891,965,1617,13.9951436666667,1.891548,1.747189,1.269586,287,259,187,0.90699,7.86325238552204
"FOXO4","Foxo4",4.843114,5.936951,5.472014,599,182,252,5.41735966666667,8.821969,2.389744,2.224899,233,184,170,0.012956,6.33527978181349
"FOXO6","Foxo6",0.920545,0.713952,0.711447,67,12,26,0.781981333333333,5.642574,5.282915,4.782983,265,204,200,0,1.78198133333333
"FOXP1","Foxp1",6.84044,6.329892,8.02165,680,151,236,7.063994,8.688988,9.244746,5.6551,389,368,366,3.74656533333333,1.69891140934469
"FOXP2","Foxp2",2.155616,2.426431,0.890059,117,39,52,1.82403533333333,5.120956,2.653665,2.678113,4,4,3,1.838859,0.994778301188376
"FOXP3","Foxp3",0.082372,0.255863,0.069203,6,2,3,0.135812666666667,0.15398,0.021791,0.045436,3,1,2,104.588508666667,0.0107569723354302
"FOXP4","Foxp4",3.460294,2.220805,3.786634,379,73,163,3.155911,5.75656,4.825315,4.120517,518,416,361,6.69897533333333,0.53980053449537
"FOXQ1","Foxq1",0.160784,0.069736,0.138937,29,3,11,0.123152333333333,0,0,0.021912,0,0,1,6.94839333333333,0.141305580414994
"FOXR1","Foxr1",0.10559,0.159172,0.132335,8,3,4,0.132365666666667,0,0,0,0,0,0,0.652037,0.68543602029898
"FOXR2","Foxr2",0.064995,0.09832,0.079039,8,3,4,0.0807846666666667,0,0,0,0,0,0,49.631781,0.0213459737208665
"FOXRED1","Foxred1",15.376485,14.612158,15.530664,798,192,323,15.1731023333333,21.465707,21.750031,17.53075,629,519,434,14.5593563333333,1.03944546206485
"FOXRED2","Foxred2",1.355814,1.402029,1.414197,245,65,93,1.39068,6.124627,3.933489,3.456704,409,312,288,7.74031633333333,0.273523280946086
"FOXS1","Foxs1",1.004725,0.932911,0.629971,49,11,12,0.855869,0,0.041192,0.040848,0,1,1,18.608616,0.0946455884494857
"FPGS","Fpgs",5.565964,7.19493,9.031775,358,97,176,7.264223,24.720544,19.646705,15.787616,425,359,338,1.099608,3.93607902046477
"FPGT","Fpgt",13.075575,16.492188,15.142441,1086,281,456,14.9034013333333,3.032436,1.874315,1.202462,65,84,39,0.247461333333333,12.7486126490494
"FPR1","Fpr1",0,0.171912,0.16013,0,2,3,0.110680666666667,0.68798,0,0.510251,7,0,7,12.6845936666667,0.0811628531851914
"FPR2","Fpr2",0.182351,0.148718,0.092761,5,1,1,0.141276666666667,0,0,0,0,0,0,2.14493033333333,0.362894101204786
"FRA10AC1","Fra10ac1",8.638218,9.058159,8.096836,431,109,164,8.59773766666667,12.523973,18.112965,14.925336,123,124,105,0.102380333333333,8.70637599062151
"FRAS1","Fras1",0.428135,5.078795,3.149695,299,54,104,2.88554166666667,2.176364,3.040683,1.119872,732,450,311,0,3.88554166666667
"FRAT1","Frat1",1.56306,1.700085,1.652259,139,36,64,1.638468,0.692615,0.436841,0.345684,15,21,13,0.276773666666667,2.06651191897494
"FRAT2","Frat2",2.30216,2.436182,2.118674,149,37,64,2.285672,1.501968,2.17389,1.71805,66,84,69,0.0313023333333333,3.18594450317996
"FREM1","Frem1",0.92972,1.556763,0.881056,245,48,86,1.122513,3.692231,2.628156,2.152911,169,128,84,12.0386393333333,0.162786387884339
"FREM2","Frem2",0.648898,0.382154,0.78316,220,46,87,0.604737333333333,2.207676,1.614847,1.064353,720,532,347,2.170961,0.506072869812443
"FREM3","Frem3",0.003621,0,0,1,0,0,0.001207,0.006673,0,0,1,0,0,10.4808516666667,0.0872066837085692
"FRG1","Frg1",18.775079,17.697645,20.100201,637,145,267,18.8576416666667,19.582998,25.08473,21.812971,182,209,165,0,19.8576416666667
"FRK","Frk",0.066696,0.133322,0.052166,13,5,4,0.0840613333333333,0.491361,0.339442,0.278938,121,89,72,0.012783,1.07037868263323
"FRMD3","Frmd3",28.583882,29.563728,31.980861,3752,997,1654,30.0428236666667,38.032375,28.950655,27.206272,1058,871,784,12.2893243333333,2.33592189399747
"FRMD4A","Frmd4a",38.502599,73.610199,52.918762,2904,721,1414,55.01052,3.5625,2.994048,2.060438,150,124,98,0,56.01052
"FRMD4B","Frmd4b",10.729677,12.239612,13.475588,1410,372,563,12.1482923333333,11.211142,6.317848,3.775925,468,332,215,3.61518533333333,2.84891968224317
"FRMD5","Frmd5",1.543622,1.538186,1.498675,121,22,52,1.52682766666667,7.092205,4.911357,5.96117,289,185,210,0,2.52682766666667
"FRMD6","Frmd6",6.823283,6.436751,5.819535,1139,275,398,6.35985633333333,1.620949,0.639008,0.728355,77,52,28,0.00746233333333333,7.30534144039132
"FRMD7","Frmd7",2.095883,2.15263,2.112197,172,42,68,2.12023666666667,0.017523,0,0,1,0,0,11.107743,0.257705888427485
"FRMD8","Frmd8",9.155151,5.435407,7.583005,1154,230,431,7.39118766666667,4.68112,5.258633,5.071749,329,313,225,24.1664156666667,0.333428000944168
"FRMPD1","Frmpd1",29.048297,23.374005,25.666482,6079,1189,2057,26.0295946666667,0.283452,0.499495,0.831106,33,35,18,181.426291,0.14816721054021
"FRMPD4","Frmpd4",6.71689,6.723062,7.114942,2271,558,947,6.85163133333333,0.125598,0.016319,0.025346,10,2,4,0.849296666666667,4.24573919093565
"FRRS1L","Frrs1l",7.006304,6.490227,7.680134,1976,453,833,7.05888833333333,0.278043,0.071483,0.373597,25,9,7,9.00313733333333,0.80563607844099
"FRS2","Frs2",6.957603,6.779165,8.286801,1779,384,722,7.34118966666667,2.470749,1.011806,1.598061,110,102,96,0.143339333333333,7.29546288095281
"FRS3","Frs3",16.374073,9.674937,14.978911,572,115,214,13.6759736666667,2.483374,5.662006,2.904926,100,95,86,0.500897,9.7781351196429
"FRY","Fry",24.856242,28.752872,32.168668,4800,1046,1925,28.592594,19.180616,15.974217,12.274665,607,425,315,0.173711,25.2128454108379
"FRZB","Frzb",19.786367,20.17045,19.450816,1538,359,559,19.8025443333333,0.122124,0.196269,0.040255,6,10,2,16.5799476666667,1.18331093628777
"FSCB","Fscb",0,0,0,0,0,0,0,0,0,0,0,0,0,8.62053466666667,0.103944326864162
"FSCN1","Fscn1",19.156645,21.619924,21.296884,666,146,299,20.691151,38.486181,28.308368,24.398241,1663,1388,1194,0,21.691151
"FSCN2","Fscn2",0.31536,0.276839,0.66479,10,2,8,0.418996333333333,0.19507,0.249351,0.066709,7,8,2,1.83628133333333,0.500301686104481
"FSCN3","Fscn3",0,0,0,0,0,0,0,0,0.023731,0,0,1,0,0.098945,0.909963646952304
"FSD1","Fsd1",184.261393,100.212919,175.39942,1782,358,591,153.291244,3.013182,1.011997,0.851728,16,13,11,1.675288,57.6727604654153
"FSD1L","Fsd1l",29.921337,26.759697,32.158997,5850,1406,2374,29.6133436666667,1.528785,0.938434,0.611741,67,47,50,2.004214,10.1901341471236
"FSD2","Fsd2",0.257594,0.368561,0.336967,43,15,22,0.321040666666667,15.31222,9.287951,6.92596,947,739,620,819.941966666667,0.00160917667789672
"FSHB","Fshb",0,0,0,0,0,0,0,0,0,0,0,0,0,2.85780133333333,0.259215007097307
"FSHR","Fshr",0.021356,0,0.081777,2,0,3,0.0343776666666667,0,0,0,0,0,0,0,1.03437766666667
"FSIP1","Fsip1",0.433552,0.259331,0.229602,25,3,6,0.307495,0.071595,0.018802,0.183357,2,1,7,0.013497,1.29008275308166
"FSIP2","Fsip2",0.049882,0.004373,0.01581,4,1,1,0.023355,0.665736,0.640135,0.294665,43,48,18,2.913919,0.261465554090414
"FST","Fst",1.902726,1.463958,1.39795,95,20,34,1.58821133333333,6.688955,8.198445,5.172454,134,179,99,4.182474,0.499416173305131
"FSTL1","Fstl1",1505.08243,1503.443739,1503.802641,72153,16848,29918,1504.10960333333,109.41433,42.633452,41.624931,3468,2900,2308,4.97302666666667,251.984410471966
"FSTL3","Fstl3",3.963555,3.690747,5.706885,241,46,127,4.453729,8.749491,6.533123,8.45313,366,288,343,0.280175333333333,4.26014223051738
"FSTL4","Fstl4",0.339525,0.266789,0.287249,63,12,21,0.297854333333333,0,0,0.042558,0,0,2,1.201969,0.589406269267793
"FSTL5","Fstl5",9.724593,9.946906,10.093658,1487,362,643,9.921719,0,0,0,0,0,0,67.573516,0.159270220299044
"FTCD","Ftcd",0.01647,0,0,2,0,0,0.00549,4.450181,2.787364,2.730862,31,19,14,42.8767043333333,0.0229162608103208
"FTH1","Fth1",2831.417203,2509.066515,3009.749276,29580,5884,13403,2783.410998,653.149757,616.020738,609.87915,8344,7560,7381,0.718491,1620.26510351233
"FTL","Ftl1",544.060115,523.847504,477.52914,15400,3652,5344,515.145586333333,357.837228,325.079504,302.599392,5240,4509,4103,24.0265013333333,20.6239609547767
"FTMT","Ftmt",0,0,0,0,0,0,0,0,0,0,0,0,0,7.95180833333333,0.111709272893652
"FTO","Fto",34.632602,35.725014,34.392345,4616,1066,1775,34.9166536666667,22.720292,19.578942,21.256526,538,442,375,19.2147833333333,1.77675184910053
"FTSJ3","Ftsj3",13.857498,17.888049,14.436929,933,260,385,15.3941586666667,14.614072,8.46393,6.430869,511,394,321,8.61730133333333,1.70465269813736
"FUBP1","Fubp1",37.625174,32.923729,35.423304,2986,731,1200,35.324069,50.412522,48.383548,51.778626,953,829,807,2.43562466666667,10.5727698815373
"FUCA1","Fuca1",54.02146,61.936921,56.867927,996,262,406,57.6087693333333,7.921052,7.421589,6.154207,325,294,241,100.335422333333,0.578364090106077
"FUCA2","Fuca2",80.491097,69.047603,65.652467,2619,677,1052,71.730389,18.277537,14.876427,11.524894,673,554,468,11.1934076666667,5.96473036810082
"FUNDC1","Fundc1",53.52224,51.672541,52.320287,2928,715,1120,52.5050226666667,13.118715,15.014167,7.246341,203,242,116,0,53.5050226666667
"FUNDC2","Fundc2",73.654825,96.497106,76.642564,1188,343,520,82.2648316666667,36.579005,39.663873,28.967085,508,537,388,22.1304083333333,3.59979947032208
