"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"DEFA1B",0,0,0,0,0,0,0,"Defa22",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa34",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa5",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa26",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa36",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa42",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa28",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa31",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa25",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa43",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa32",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa39",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa40",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa17",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa3",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa41",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa37",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa30",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa33",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa24",0,0,0,0,0,0,0,1
"DEFA1B",0,0,0,0,0,0,0,"Defa38",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa27",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa36",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa29",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa21",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa17",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa20",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa42",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa35",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa28",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"AY761185",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa26",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa33",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa37",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa25",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa34",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa3",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa23",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa40",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa38",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa2",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa43",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa41",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa31",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa5",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa32",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa39",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa22",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa24",0,0,0,0,0,0,0,1
"DEFA3",0,0,0,0,0,0,0,"Defa30",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa29",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa40",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa37",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa22",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa21",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa34",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa30",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"AY761185",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa42",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa25",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa33",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa38",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa35",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa41",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa3",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa27",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa23",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa24",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa5",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa43",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa36",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa31",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa2",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa20",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa28",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa17",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa32",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa39",0,0,0,0,0,0,0,1
"DEFA4",0,0,0,0,0,0,0,"Defa26",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa21",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa34",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa2",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa35",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa28",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa41",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa31",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa3",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa42",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"AY761185",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa30",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa36",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa39",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa43",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa32",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa37",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa5",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa24",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa27",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa40",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa20",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa26",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa23",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa25",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa22",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa38",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa29",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa17",0,0,0,0,0,0,0,1
"DEFA5",0,0,0,0,0,0,0,"Defa33",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"AY761185",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa23",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa29",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa30",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa32",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa39",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa35",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa43",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa41",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa27",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa28",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa2",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa33",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa20",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa40",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa21",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa42",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa22",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa38",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa25",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa34",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa5",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa31",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa37",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa17",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa3",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa26",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa36",0,0,0,0,0,0,0,1
"DEFA6",0,0,0,0,0,0,0,"Defa24",0,0,0,0,0,0,0,1
"DEFB103B",0,0,0,0,0,0,0,"Defb14",0,0,0,0,0,0,0,1
"DEFB104A",0,0,0,0,0,0,0,"Defb22",0,0,0,0,0,0,0,1
"DEFB104A",0,0,0,0,0,0,0,"Defb15",0,0,0,0,0,0,0,1
"DEFB104A",0,0,0,0,0,0,0,"Defb34",0,0,0,0,0,0,0,1
"DEFB104B",0,0,0,0,0,0,0,"Defb22",0,0,0,0,0,0,0,1
"DEFB104B",0,0,0,0,0,0,0,"Defb15",0,0,0,0,0,0,0,1
"DEFB104B",0,0,0,0,0,0,0,"Defb34",0,0,0,0,0,0,0,1
"DEFB105A",0,0,0,0,0,0,0,"Defb35",2.22661,0,0,1,0,0,0.742203333333333,0.573985814897228
"DEFB105A",0,0,0,0,0,0,0,"Defb12",0,0,0,0,0,0,0,1
"DEFB107A",0,0,0,0,0,0,0,"Defb13",0,0,0.340786,0,0,2,0.113595333333333,0.897992268885226
"DEFB108B",0,0,0,0,0,0,0,"Defb34",0,0,0,0,0,0,0,1
"DEFB108B",0,0,0,0,0,0,0,"Defb15",0,0,0,0,0,0,0,1
"DEFB108B",0,0,0,0,0,0,0,"Defb22",0,0,0,0,0,0,0,1
"DEFB110",0,0,0,0,0,0,0,"Defb41",0,0,0,0,0,0,0,1
"DEFB113",0,0,0,0,0,0,0,"Defb18",0,0,0,0,0,0,0,1
"DEFB115",0,0,0,0,0,0,0,"Defb28",0,0,0,0,0,0,0,1
"DEFB116",0,0,0,0,0,0,0,"Defb29",0,0,0,0,0,0,0,1
"DEFB118",0,0,0,0,0,0,0,"Defb21",0,0,0,0,0,0,0,1
"DEFB119",0,0,0,0,0,0,0,"Defb19",0,0,0,0,0,0,0,1
"DEFB121",0,0,0,0,0,0,0,"Defb22",0,0,0,0,0,0,0,1
"DEFB121",0,0,0,0,0,0,0,"Defb34",0,0,0,0,0,0,0,1
"DEFB121",0,0,0,0,0,0,0,"Defb15",0,0,0,0,0,0,0,1
"DEFB123",0,0,0,0,0,0,0,"Defb36",0,0.156146,0.153993,0,1,1,0.103379666666667,0.906306351485542
"DEFB124",0,0,0,0,0,0,0,"Defb25",0,0,0,0,0,0,0,1
"DEFB125",0,0,0,0,0,0,0,"Defb26",0,0,0,0,0,0,0,1
"DEFB127",0,0,0,0,0,0,0,"Defb34",0,0,0,0,0,0,0,1
"DEFB127",0,0,0,0,0,0,0,"Defb15",0,0,0,0,0,0,0,1
"DEFB127",0,0,0,0,0,0,0,"Defb22",0,0,0,0,0,0,0,1
"DEFB128",0,0,0,0,0,0,0,"Defb20",0,0,0,0,0,0,0,1
"DEFB129",0,0,0,0,0,0,0,"Defb23",0,0,0,0,0,0,0,1
"DEFB130B",0,0,0,0,0,0,0,"Defb47",0.566774,0.31705,0.628905,1,1,2,0.504243,0.664786208079413
"DEFB131A",0,0,0,0,0,0,0,"Defb43",0,0,0,0,0,0,0,1
"DEFB131B",0,0,0,0,0,0,0,"Defb43",0,0,0,0,0,0,0,1
"DEFB132",0,0,0,0,0,0,0,"Defb22",0,0,0,0,0,0,0,1
"DEFB132",0,0,0,0,0,0,0,"Defb34",0,0,0,0,0,0,0,1
"DEFB132",0,0,0,0,0,0,0,"Defb15",0,0,0,0,0,0,0,1
"DEFB134",0.074246,0,0,0.0247486666666667,1,0,0,"Defb15",0,0,0,0,0,0,0,1.02474866666667
"DEFB134",0.074246,0,0,0.0247486666666667,1,0,0,"Defb22",0,0,0,0,0,0,0,1.02474866666667
"DEFB134",0.074246,0,0,0.0247486666666667,1,0,0,"Defb34",0,0,0,0,0,0,0,1.02474866666667
"DEFB135",0,0,0,0,0,0,0,"Defb30",0,0,0.075923,0,0,1,0.0253076666666667,0.975317002408708
"DEFB136",0,0,0,0,0,0,0,"Defb42",0.057368,0.238936,0.470843,2,9,16,0.255715666666667,0.796358623648082
"DEGS1",81.524341,93.755974,88.867031,88.0491153333333,1122,1017,1062,"Degs1",49.328572,54.466057,54.011143,1026,2080,2075,52.601924,1.66130445864841
"DEGS2",0.242277,0,0.019462,0.0872463333333333,1,0,1,"Degs2",1.176583,2.006462,1.978839,19,65,64,1.720628,0.399630649002118
"DEK",18.107704,23.608054,18.097368,19.9377086666667,440,531,391,"Dek",43.25063,32.9619,33.075212,767,1108,908,36.4292473333333,0.559394328189447
"DELE1",47.303174,43.355756,45.210419,45.289783,967,674,821,"Dele1",14.826844,15.664026,15.08527,370,772,734,15.1920466666667,2.85879752899263
"DENND10",26.436726,29.683425,25.720467,27.280206,381,302,348,"Dennd10",30.607201,31.544726,41.149243,344,630,640,34.4337233333333,0.79811556166315
"DENND11",1.876129,3.054203,1.877349,2.269227,215,282,191,"Dennd11",20.765671,11.11194,7.999031,1496,1445,1302,13.292214,0.228741817048079
"DENND1A",6.286756,4.262419,3.468063,4.67241266666667,190,132,165,"Dennd1a",20.55064,10.643411,10.873575,692,576,606,14.022542,0.377593397087302
"DENND1B",0.716688,1.50719,1.077785,1.10055433333333,83,67,72,"Dennd1b",1.72761,1.442637,0.910015,204,213,184,1.36008733333333,0.890032459250802
"DENND1C",0.351228,0,0.062765,0.137997666666667,3,0,2,"Dennd1c",1.319055,1.68998,0.354272,23,21,11,1.12110233333333,0.536512382633747
"DENND2A",6.47547,8.222007,5.574444,6.757307,275,216,259,"Dennd2a",5.813077,4.524969,4.758643,347,493,480,5.03222966666667,1.28597673309189
"DENND2B",202.598469,206.639701,114.232924,174.490364666667,721,697,471,"Denn2b",5.775418,4.575991,3.763148,225,260,271,4.70485233333333,30.7615963416406
"DENND2C",0.383623,0.593034,0.160819,0.379158666666667,18,16,9,"Dennd2c",0.162303,0.144737,0.11707,8,15,12,0.14137,1.20833618078858
"DENND2D",0.265812,0.075603,0.469454,0.270289666666667,3,3,7,"Dennd2d",0.169686,0.175567,0.114989,8,10,8,0.153414,1.10133019598051
"DENND3",10.300831,14.289174,9.351651,11.3138853333333,222,169,201,"Dennd3",1.837463,1.284858,1.230142,84,81,92,1.450821,5.02439196225809
"DENND4A",4.318767,5.384696,4.194993,4.63281866666667,167,169,161,"Dennd4a",26.982458,8.961837,9.771157,1270,767,786,15.238484,0.346880821304912
"DENND4B",34.869371,30.431222,29.220196,31.5069296666667,764,585,688,"Dennd4b",9.264114,3.996022,7.005161,576,517,595,6.755099,4.19168467954654
"DENND4C",5.28555,5.461209,4.573822,5.10686033333333,259,252,224,"Dennd4c",2.142683,1.125016,0.970423,262,216,205,1.41270733333333,2.53112354281953
"DENND5A",75.740167,89.997767,83.975997,83.237977,1597,1483,1443,"Dennd5a",90.786648,63.350011,61.165021,4351,5873,5811,71.7672266666667,1.15763621700025
"DENND5B",2.91444,3.967616,3.137533,3.339863,419,431,362,"Dennd5b",10.411749,3.862279,3.308376,1503,962,864,5.86080133333333,0.632559199595927
"DENND6A",8.661197,18.776639,9.432374,12.29007,259,266,269,"Dennd6a",8.537021,7.466677,6.623356,430,607,529,7.54235133333333,1.55578592841768
"DENND6B",11.905086,6.916484,9.667195,9.496255,490,220,386,"Dennd6b",9.576868,8.509235,8.950149,395,611,653,9.012084,1.04835866339116
"DENR",26.735633,25.70009,22.874735,25.103486,796,730,731,"Denr",39.262531,40.272973,41.535353,503,854,883,40.3569523333333,0.631175280751063
"DEPDC1",0.216129,3.362765,0.433361,1.33741833333333,12,83,15,"Depdc1a",0,0,0.042866,0,0,3,0.0142886666666667,2.30449024045094
"DEPDC1B",1.279599,1.663325,1.80885,1.58392466666667,20,33,24,"Depdc1b",0.41357,0.3517,0.345005,6,9,15,0.370091666666667,1.88595021014409
"DEPDC5",10.970742,28.680011,31.019698,23.556817,161,156,140,"Depdc5",53.894841,65.763438,55.765962,839,769,764,58.474747,0.412894854348855
"DEPDC7",3.06021,2.996221,3.075659,3.04403,67,54,60,"Depdc7",1.186064,0.730296,0.930559,20,32,41,0.948973,2.07495434775135
"DEPP1",31.274934,44.96177,23.663347,33.300017,640,730,408,"Depp1",0.517894,1.506408,0.743099,9,21,22,0.922467,17.8416675032653
"DEPTOR",1.1343,0.522182,0.641874,0.766118666666667,19,16,12,"Deptor",3.547214,1.012509,1.058176,473,236,247,1.872633,0.614808319289887
"DERA",4.496953,3.846584,5.187101,4.51021266666667,62,52,68,"Dera",3.173392,1.611753,3.013835,23,46,54,2.59966,1.53075920133198
"DERL1",39.548498,43.680187,43.37823,42.202305,946,812,946,"Derl1",20.16099,22.046469,21.464946,888,1642,1666,21.224135,1.94393640067431
"DERL2",27.151046,48.072401,38.968545,38.0639973333333,459,474,529,"Derl2",6.89862,7.853863,7.52737,285,454,450,7.42661766666667,4.63578613372475
"DERL3",0.487006,0.349776,0.555703,0.464161666666667,11,7,1,"Derl3",0.66765,0.631292,1.346476,8,10,24,0.881806,0.778061961045223
"DES",0.252039,1.072624,0.295141,0.539934666666667,3,10,3,"Des",1.162128,0.769811,1.495815,27,47,78,1.14258466666667,0.718727567980977
"DESI1",43.696992,34.305896,42.949563,40.3174836666667,775,609,768,"Desi1",62.130536,49.904772,52.701575,1722,2942,2994,54.9122943333333,0.738969562228004
"DESI2",10.333232,13.115279,9.950833,11.1331146666667,579,592,523,"Desi2",5.269197,3.786882,3.472395,358,504,429,4.176158,2.34403869948844
"DET1",2.847622,3.268455,2.86181,2.992629,102,102,98,"Det1",1.788871,1.556989,1.759824,53,85,93,1.70189466666667,1.47771452723792
"DEUP1",0.081755,0.395969,0,0.159241333333333,2,6,0,"Deup1",0.057504,0.370538,0.224779,1,16,15,0.217607,0.952065266817071
"DEXI",22.163019,26.64075,25.491897,24.765222,465,369,369,"Dexi",21.247039,24.598549,26.67484,316,712,725,24.173476,1.02350672588879
"DFFA",9.3314,11.87252,11.224226,10.809382,556,494,503,"Dffa",16.386868,25.778051,18.564853,464,718,640,20.2432573333333,0.555912015501954
"DFFB",6.190565,3.87983,4.480347,4.85024733333333,138,88,118,"Dffb",3.889047,2.052597,1.369037,56,63,65,2.43689366666667,1.70219037908359
"DGAT1",28.078341,18.956289,20.179758,22.404796,446,257,320,"Dgat1",13.939523,13.348451,13.71307,137,245,278,13.6670146666667,1.59574368280898
"DGAT2",4.702765,2.847618,3.73301,3.761131,88,47,82,"Dgat2",25.722094,22.258625,23.568555,588,1089,946,23.849758,0.191596674704035
"DGAT2L6",0,0,0,0,0,0,0,"Dgat2l6",0.095177,0.051596,0.02544,6,4,3,0.0574043333333333,0.945712031316939
"DGCR2",35.963188,27.975424,29.66222,31.2002773333333,1435,944,1216,"Dgcr2",27.068359,20.758779,20.612818,1615,2181,2042,22.8133186666667,1.35219612957208
"DGCR6",15.306621,14.595054,17.418237,15.773304,263,185,252,"Dgcr6",41.226334,46.168295,53.640512,377,797,930,47.0117136666667,0.349358577709866
"DGCR6L",10.754221,10.336478,9.302668,10.1311223333333,156,129,125,"Dgcr6",41.226334,46.168295,53.640512,377,797,930,47.0117136666667,0.231841804494085
"DGCR8",23.547914,25.585993,18.144436,22.4261143333333,733,647,592,"Dgcr8",26.74028,20.007341,17.450649,452,540,547,21.3994233333333,1.04583559963672
"DGKB",0.248235,0.236911,0.793684,0.426276666666667,10,10,12,"Dgkb",28.586138,13.672024,9.348106,2595,2084,1396,17.2020893333333,0.078357854449969
"DGKD",41.510091,38.924394,45.087455,41.8406466666667,582,383,465,"Dgkd",23.427236,16.71013,12.236741,1289,1642,1402,17.4580356666667,2.32097539740009
"DGKE",1.402737,2.051391,1.689417,1.714515,150,107,169,"Dgke",14.582121,7.445562,6.37081,1341,1205,1050,9.46616433333333,0.259361014555699
"DGKG",2.496129,8.379257,0.271662,3.71568266666667,8,16,8,"Dgkg",17.024955,6.284867,6.099183,878,583,563,9.80300166666667,0.436515962153112
"DGKH",2.110699,2.609666,2.214319,2.31156133333333,271,268,224,"Dgkh",8.477824,0.940032,1.181591,1915,375,437,3.533149,0.730521174868361
"DGKI",2.833811,3.624584,3.623505,3.36063333333333,402,289,389,"Dgki",8.588563,2.484341,2.307581,489,179,222,4.46016166666667,0.798627146876298
"DGKK",0.067782,0.052808,0.057487,0.059359,8,5,6,"Dgkk",1.343948,0.64235,0.629369,144,119,118,0.871889,0.565930458483382
"DGKQ",12.794922,8.366428,12.048377,11.069909,417,248,323,"Dgkq",14.060827,9.977317,9.124827,454,648,645,11.0543236666667,1.00129292474338
"DGKZ",39.024618,65.059998,56.645406,53.576674,690,592,637,"Dgkz",231.860834,169.645212,163.068624,4404,6563,5650,188.191556666667,0.288473095531201
"DGLUCY",11.392988,5.737659,10.746563,9.29240333333333,231,99,189,"Dglucy",4.748034,6.244807,4.573118,76,176,169,5.188653,1.66310881113117
"DGUOK",42.28613,42.315158,44.124689,42.908659,445,359,413,"Dguok",18.915513,28.654726,26.270017,103,205,210,24.6134186666667,1.71428342196049
"DHCR24",53.338295,55.720533,46.325106,51.7946446666667,2859,2574,2698,"Dhcr24",23.167598,17.88158,17.355118,1397,1980,1952,19.4680986666667,2.57936242767118
"DHCR7",50.140677,56.284981,59.815926,55.4138613333333,850,739,824,"Dhcr7",83.355994,73.467319,70.364459,388,634,689,75.7292573333333,0.735232729912343
"DHDDS",41.794355,42.941965,38.632337,41.1228856666667,851,688,787,"Dhdds",20.809596,19.709627,20.117973,790,1229,1164,20.2123986666667,1.9857672075935
"DHDH",0.456139,0.473465,0.807035,0.578879666666667,4,3,7,"Dhdh",1.4029,0.883767,0.989134,115,127,140,1.09193366666667,0.754746525582949
"DHFR",11.779815,17.323367,12.935421,14.0128676666667,550,505,502,"Dhfr",0.561392,0.67147,0.745311,45,94,104,0.659391,9.04721531373056
"DHFR2",2.659718,1.876844,2.915515,2.48402566666667,129,83,126,"Dhfr",0.561392,0.67147,0.745311,45,94,104,0.659391,2.09958091050673
"DHH",6.03155,5.032089,5.892618,5.65208566666667,438,292,373,"Dhh",0.143293,0.018293,0.162175,2,2,5,0.107920333333333,6.00411912890247
"DHODH",4.365923,2.752105,5.091543,4.069857,98,74,84,"Dhodh",12.092782,21.702524,13.122923,146,451,390,15.6394096666667,0.304689715654776
"DHRS1",19.00313,15.387459,15.799971,16.7301866666667,274,184,224,"Dhrs1",48.873425,52.479368,55.777148,544,1190,1221,52.376647,0.332171233361036
"DHRS11",5.061711,2.951057,4.061411,4.02472633333333,102,67,89,"Dhrs11",2.100621,4.173358,3.625993,31,114,105,3.29999066666667,1.16854354412552
"DHRS13",4.976243,3.960175,6.105481,5.01396633333333,107,54,97,"Dhrs13",3.118425,4.522364,4.401224,63,174,176,4.01400433333333,1.19943381248241
"DHRS2",7.116073,8.254337,8.072571,7.814327,146,140,143,"Dhrs2",0.103595,0.057013,0,1,1,0,0.053536,8.36642222002855
"DHRS3",1.096213,1.183655,0.964479,1.081449,31,31,27,"Dhrs3",8.899303,8.625664,9.067095,147,260,281,8.86402066666667,0.211014257810084
"DHRS4",7.220334,6.944991,6.174113,6.77981266666667,95,63,59,"Dhrs4",11.803176,12.734002,12.703633,94,204,216,12.4136036666667,0.57999422526549
"DHRS4L2",5.175936,11.499939,9.119267,8.59838066666667,61,61,78,"Dhrs4",11.803176,12.734002,12.703633,94,204,216,12.4136036666667,0.715570618097135
"DHRS7",75.112523,51.439485,74.631636,67.0612146666667,610,365,560,"Dhrs7",13.405832,15.758034,17.995365,201,433,516,15.7197436666667,4.07070921801014
"DHRS7B",18.873357,14.489226,18.597381,17.319988,176,146,198,"Dhrs7b",7.699951,9.809082,9.713932,182,398,387,9.07432166666667,1.81848352734419
"DHRS7C",0.326827,0,0.332942,0.219923,4,0,1,"Dhrs7c",0,0,0,0,0,0,0,1.219923
