"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"FGB","Fgb",0,0,0,0,0,0,0,0.015228,0,0.021826,1,0,1,2.32138166666667,0.301079520621187
"FGD1","Fgd1",3.229261,4.611305,6.158836,63,296,160,4.66646733333333,7.365844,5.246289,6.46848,559,300,318,62.2751553333333,0.0895528000442259
"FGD2","Fgd2",2.244578,1.808713,1.628804,6,37,25,1.89403166666667,0.247334,0.132321,0.111961,15,7,3,3.74836133333333,0.609480084497922
"FGD3","Fgd3",3.504842,4.17985,5.145004,104,471,316,4.27656533333333,5.977661,7.36264,8.468655,13,26,28,4.66163333333333,0.93198641145959
"FGD4","Fgd4",7.508885,6.45382,9.036225,379,1114,901,7.66631,4.41013,3.062542,3.190008,528,342,308,0.0661403333333333,8.12867661886912
"FGD5","Fgd5",2.25781,3.297963,2.653167,59,204,110,2.73631333333333,3.643424,1.652089,2.517931,203,93,89,0.457563333333333,2.56339690213576
"FGD6","Fgd6",2.326848,3.793917,2.614002,120,457,312,2.911589,1.090453,0.43637,0.502481,129,51,61,61.1557906666667,0.0629320125775141
"FGF1","Fgf1",101.363695,76.725923,71.781546,1217,4660,2657,83.290388,2.579896,1.738985,1.760758,55,22,17,0.054782,79.9126151185743
"FGF10","Fgf10",1.673772,1.650782,1.52111,47,173,89,1.61522133333333,0.718357,0.128707,0.27991,81,11,22,6.349863,0.355819058577464
"FGF11","Fgf11",12.361202,12.916972,15.930205,230,970,651,13.7361263333333,27.348666,8.835977,10.380403,1018,262,257,437.730588666667,0.0335880987421403
"FGF12","Fgf12",237.414117,385.031332,345.91455,958,3583,2048,322.786666333333,30.190194,23.402275,22.187902,982,642,519,20.0894383333333,15.353024638004
"FGF13","Fgf13",54.815332,29.600967,52.655945,226,984,558,45.690748,82.950571,245.863479,255.423644,2970,6559,6197,62.029903,0.74077137640526
"FGF14","Fgf14",15.583217,13.371485,15.656877,373,1195,793,14.8705263333333,8.307524,8.815133,3.258123,275,297,213,124.893436666667,0.126063174964032
"FGF16","Fgf16",0.103585,0.173156,0,1,6,0,0.092247,0.073647,0,0.05506,2,0,1,2.75643766666667,0.290766704234766
"FGF17","Fgf17",0.12468,0.125018,0.117564,1,5,2,0.122420666666667,2.472866,3.518615,3.930643,70,78,74,0.256927333333333,0.892987714484688
"FGF18","Fgf18",2.247533,2.791805,3.384126,13,60,39,2.80782133333333,2.793936,9.407382,10.884305,85,216,215,0.132014666666667,3.36375618219316
"FGF19","Fgf15",0,0.102994,0,0,1,0,0.0343313333333333,0.230995,0,0,7,0,0,312.392355666667,0.00330043574653582
"FGF2","Fgf2",2.102693,1.592927,5.629328,50,222,151,3.108316,1.180164,0.421513,0.674329,132,37,53,50.9259236666667,0.0791187851827717
"FGF20","Fgf20",0.113965,0,0,1,0,0,0.0379883333333333,2.451963,1.074547,2.013828,29,23,28,60.5414933333333,0.0168664794614452
"FGF21","Fgf21",0,0,0,0,0,0,0,0,0,0,0,0,0,7.02552033333333,0.124602512792421
"FGF22","Fgf22",1.297758,2.237204,2.046077,13,79,39,1.86034633333333,0.412656,0.628536,0.636672,9,10,8,0,2.86034633333333
"FGF23","Fgf23",0,0.121141,0.170722,0,5,4,0.0972876666666667,0.14166,0.097683,0.027332,7,4,1,8.371314,0.117090054464792
"FGF3","Fgf3",0.607784,0.537439,0.412075,9,30,13,0.519099333333333,0,0,0,0,0,0,10.583375,0.131144794443185
"FGF4","Fgf4",0,0,0,0,0,0,0,0.05586,0,0,3,0,0,4.027899,0.198890232281913
"FGF5","Fgf5",0.432451,0.819278,0.906623,7,25,12,0.719450666666667,2.965761,2.66548,2.302875,113,51,48,0,1.71945066666667
"FGF6","Fgf6",0,0,0.014854,0,0,1,0.00495133333333333,0.978456,0,0,5,0,0,51.2080493333333,0.0192489730255388
"FGF7","Fgf7",3.178453,2.347324,2.332754,28,109,65,2.61951033333333,6.391187,3.754435,4.075411,503,265,262,11.3053583333333,0.294140994133315
"FGF8","Fgf8",0,0.048735,0.169573,0,1,1,0.0727693333333333,0.13408,0.215351,0.372028,1,2,3,16.2102116666667,0.0623333026990662
"FGF9","Fgf9",21.337235,14.247842,20.3607,213,762,479,18.6485923333333,13.893216,11.20856,12.585922,387,221,229,20.340857,0.92070305955067
"FGFBP1","Fgfbp1",0.303913,0.4793,0.564621,2,12,8,0.449278,0,0,0,0,0,0,3.71363566666667,0.307465002068113
"FGFBP3","Fgfbp3",2.504448,3.650253,3.277666,25,126,64,3.14412233333333,8.37203,6.423857,15.017676,343,199,408,12.9584816666667,0.296889191267102
"FGFR1","Fgfr1",103.238384,93.608468,86.865828,789,3234,1724,94.5708933333333,121.408731,40.635404,56.803036,1669,395,661,2.39725566666667,28.1317930443269
"FGFR1OP2","Fgfr1op2",34.490509,31.111386,29.387361,401,1394,822,31.6630853333333,15.364034,11.665353,12.424233,588,358,358,0.803057666666667,18.1153858454888
"FGFR2","Fgfr2",87.95098,85.144762,82.621081,601,2290,1238,85.238941,1.488579,2.761577,1.957214,38,52,62,0.438056333333333,59.9690978726146
"FGFR3","Fgfr3",47.564215,67.655462,56.69383,753,3039,1621,57.3045023333333,2.909746,0.761653,6.298549,83,11,135,0,58.3045023333333
"FGFR4","Fgfr4",0,0.023803,0.063383,0,2,3,0.029062,32.007636,0.425345,2.100191,561,4,13,8.43060566666667,0.109119396608567
"FGFRL1","Fgfrl1",9.09592,9.409147,11.785938,79,381,237,10.0970016666667,9.53378,3.718609,4.426112,493,166,166,3.806672,2.30866630106374
"FGG","Fgg",0,0,0,0,0,0,0,0,0,0,0,0,0,54.6040403333333,0.0179843046297577
"FGGY","Fggy",17.41233,50.324291,29.685183,34,252,97,32.4739346666667,6.305635,7.463661,8.350361,67,52,34,66.8061006666667,0.493671429820508
"FGL1","Fgl1",0.159228,0.659226,0.462769,1,18,7,0.427074333333333,0,0.25481,0,0,2,0,33.7192536666667,0.0411032548981156
"FGL2","Fgl2",0.52422,0.906618,0.811708,13,82,42,0.747515333333333,2.227085,12.506818,9.647003,161,689,488,2.12019033333333,0.560066901901604
"FGR","Fgr",0.089302,0.101117,0.089515,2,6,3,0.0933113333333333,0.020748,0.075761,0,1,1,0,29.827222,0.0354657754543479
"FHAD1","Fhad1",0.993469,2.430663,3.003477,17,91,52,2.14253633333333,0.684773,0.334488,1.333392,13,4,10,723.580777,0.00433704071800587
"FHDC1","Fhdc1",4.860855,5.438033,7.087866,67,340,187,5.79558466666667,16.198161,9.528149,13.31913,2024,902,1119,0.614118,4.21009162072827
"FHIT","Fhit",7.32209,5.17116,3.824162,14,45,27,5.43913733333333,110.207181,38.622668,64.426272,172,72,70,189.899617666667,0.033730488368902
"FHL1","Fhl1",38.887468,52.510692,60.794268,505,2200,1235,50.7308093333333,83.958582,102.765347,97.089836,1532,1186,1130,40.1587273333333,1.25686124632522
"FHL2","Fhl2",5.799008,3.076871,4.088105,21,48,20,4.321328,6.181634,3.244493,3.657104,181,72,70,16.0514556666667,0.312074705176197
"FHL3","Fhl3",0.464633,0.385552,0.633095,3,15,13,0.494426666666667,8.248227,3.785319,4.743161,219,77,79,2.25865366666667,0.458602484195671
"FHL5","Fhl5",0.16172,0.129056,0.151795,1,3,2,0.147523666666667,0.577265,0,0,13,0,0,0.0632576666666667,1.07925266155303
"FHOD1","Fhod1",1.602922,3.515057,3.810165,33,166,82,2.976048,15.699062,9.578898,11.86484,310,140,151,40.1928273333333,0.0965228234475319
"FHOD3","Fhod3",12.805744,15.512431,13.412598,174,664,363,13.9102576666667,16.803097,24.211557,25.252467,939,1076,946,38.9299676666667,0.373410211376496
"FIBCD1","Fibcd1",0.698666,0.880988,0.673319,23,109,47,0.750991,0.558696,0.046803,0.104219,9,2,3,28.2033803333333,0.0599585041188326
"FIBIN","Fibin",2.317463,3.107622,2.733387,34,171,85,2.71949066666667,13.096574,3.879548,4.516218,703,159,168,74.3167863333333,0.0493846172645382
"FIBP","Fibp",66.605314,135.032947,119.722779,121,661,336,107.120346666667,142.519335,142.035202,162.066268,871,748,761,150.807496333333,0.71222007659793
"FICD","Ficd",4.968716,5.036734,5.576899,104,399,249,5.19411633333333,1.981694,1.288627,1.610228,92,53,53,0.334133,4.64280272906324
"FIG4","Fig4",7.515888,8.649522,8.666308,164,716,406,8.27723933333333,23.519434,22.629412,38.789425,729,643,662,81.0804976666667,0.11302610969793
"FIGLA","Figla",0,0,0,0,0,0,0,0,0,0,0,0,0,210.327598,0.00473198961926402
"FIGN","Fign",0.795136,1.224995,0.918477,44,203,111,0.979536,6.163746,1.856664,2.715266,987,254,305,11.1597593333333,0.162794011438494
"FIGNL1","Fignl1",0.438682,0.883012,0.411612,8,32,12,0.577768666666667,3.774548,1.970523,3.427615,200,91,123,4.30330733333333,0.297506549686416
"FILIP1","Filip1",4.590882,1.78008,1.749185,16,105,55,2.70671566666667,2.274592,0.109988,0.329562,276,12,20,2.147242,1.17776633213038
"FILIP1L","Filip1l",1.059288,0.89382,0.932,23,69,48,0.961702666666667,3.994435,2.891915,5.702421,135,118,152,7.68277633333333,0.225930346626073
"FIP1L1","Fip1l1",19.775831,18.718776,18.579027,432,1394,827,19.0245446666667,53.609721,40.931939,54.114536,580,382,394,0.145028333333333,17.4882525468802
"FIS1","Fis1",109.425478,115.904231,123.430176,400,1677,963,116.253295,68.340596,73.528114,101.548538,595,548,489,0.121092,104.588468207783
"FITM1","Fitm1",0.186071,0.049692,0,1,1,0,0.0785876666666667,1.10464,0.118598,0.13653,21,1,1,8.05494533333333,0.119115867292554
"FITM2","Fitm2",10.328434,10.330506,9.585517,278,1054,553,10.0814856666667,5.643647,8.17065,8.427802,490,538,493,181.467139,0.0607314047197653
"FIZ1","Fiz1",19.675207,11.342602,11.424226,95,429,239,14.147345,5.802993,7.074011,9.206162,178,157,190,0.019398,14.859108022578
"FJX1","Fjx1",8.684418,7.275102,8.471774,168,481,321,8.14376466666667,9.326448,15.066559,22.269014,232,288,339,10.982217,0.76311125617794
"FKBP10","Fkbp10",3.358126,3.143169,3.8333,40,138,101,3.444865,274.840931,199.290889,223.190796,6231,3689,3937,9.01475966666667,0.443831419619023
"FKBP11","Fkbp11",1.163122,1.307373,1.640751,5,27,14,1.37041533333333,17.116123,16.700543,20.68153,444,373,407,1.90037566666667,0.817278727226944
"FKBP14","Fkbp14",4.256349,5.472855,5.975371,74,294,212,5.23485833333333,19.405173,15.311769,12.243753,865,552,567,10.8409643333333,0.52654987869372
"FKBP15","Fkbp15",8.548511,8.759141,8.585272,203,811,459,8.63097466666667,12.05557,8.560328,9.78455,794,508,463,0.0165183333333333,9.47447217708813
"FKBP1A","Fkbp1a",168.094376,150.502034,154.584817,1080,3654,2231,157.727075666667,163.891089,162.49526,198.605232,2448,1858,1958,0,158.727075666667
"FKBP1B","Fkbp1b",123.918661,81.292295,75.508966,72,257,137,93.5733073333333,59.904274,59.952814,69.424924,826,636,629,0.0430936666666667,90.6661696408856
"FKBP2","Fkbp2",94.148903,80.967098,82.976643,281,931,531,86.0308813333333,63.025677,54.211461,62.884505,423,274,276,19.5242393333333,4.24039497493029
"FKBP3","Fkbp3",89.365209,129.920371,122.785637,313,1744,891,114.023739,82.502392,91.237898,104.027302,1543,1281,1438,15.8303593333333,6.83430084420063
"FKBP4","Fkbp4",112.234607,96.794186,104.504124,1046,3458,2065,104.510972333333,130.173365,109.139288,169.260011,1418,1283,1277,0.235182666666667,85.4213511739694
"FKBP5","Fkbp5",11.714779,9.363666,5.930101,140,410,195,9.00284866666667,3.332984,2.363781,3.999523,235,125,193,118.403758666667,0.0837733148299888
"FKBP6","Fkbp6",0,0.036627,0.129559,0,1,2,0.0553953333333333,0.226712,0.803035,0.379523,8,10,9,20.82639,0.0483540948976598
"FKBP7","Fkbp7",4.453651,3.608938,3.978134,12,47,23,4.01357433333333,25.091797,20.42309,21.560151,366,222,227,22.027231,0.217723717338543
"FKBP8","Fkbp8",131.765114,149.032785,145.350915,915,4059,2196,142.049604666667,268.561063,248.022511,305.552233,3069,2131,2202,2.20371533333333,44.6511596015709
"FKBP9","Fkbp9",10.038268,9.632158,11.015582,198,716,464,10.2286693333333,143.422328,105.226276,113.58687,2265,1140,1190,13.1264413333333,0.794868931840442
"FKBPL","Fkbpl",5.988107,7.591293,8.469594,31,138,69,7.34966466666667,2.849052,2.918495,3.901347,63,49,57,4.49116066666667,1.52056462622778
"FKRP","Fkrp",11.50682,10.743957,11.761581,200,701,438,11.3374526666667,14.113334,19.500382,18.031668,393,411,391,0,12.3374526666667
"FKTN","Fktn",10.42228,10.347358,10.859468,428,1557,954,10.5430353333333,7.652536,4.194969,4.149444,630,316,267,152.538201666667,0.0751802170927689
"FLACC1","Flacc1",0,0.146549,0,0,4,0,0.0488496666666667,1.145887,1.818347,1.40216,9,10,7,4.17780033333333,0.202566649763307
"FLAD1","Flad1",9.657779,11.277996,11.622713,120,479,304,10.8528293333333,25.191014,22.579829,23.265852,369,304,298,15.4252936666667,0.72162054291835
"FLCN","Flcn",16.437913,16.95784,17.125527,305,1228,704,16.8404266666667,45.334975,78.4771,61.824217,654,555,567,3.41236766666667,4.04327744522348
"FLG2","Flg2",0,0,0,0,0,0,0,0.017128,0,0.009107,3,0,1,0,1
"FLI1","Fli1",0.495219,0.982659,1.942842,11,79,70,1.14024,0.248622,0.034012,0.037879,19,2,2,24.240791,0.0847929052619627
"FLII","Flii",20.959514,25.181781,22.97371,388,1845,969,23.038335,126.975271,106.285575,144.235242,1625,1086,1134,17.558042,1.29530556079138
"FLNA","Flna",25.747393,50.174938,39.198639,396,2156,1176,38.3736566666667,245.911418,150.688769,252.500406,11370,5290,6231,28.1074053333333,1.35270238675574
"FLNB","Flnb",3.653546,24.536291,5.916117,233,1522,817,11.3686513333333,25.393845,11.140444,23.344483,1692,488,417,4.33504433333333,2.3183783602423
"FLNC","Flnc",0.491954,0.562819,0.533204,31,137,73,0.529325666666667,20.211716,1.194918,1.673565,3255,163,199,6.56444333333333,0.202172929226341
"FLOT1","Flot1",58.754971,67.637724,58.322652,255,1117,604,61.5717823333333,93.909222,131.70702,122.726172,1794,1631,1533,25.769088,2.33746410536412
"FLOT2","Flot2",24.370277,26.626209,28.467493,412,1707,1033,26.487993,189.946154,213.397837,265.766015,2083,1767,1746,1.66046933333333,10.3320089638319
"FLRT1","Flrt1",2.27085,2.140447,2.765332,92,331,241,2.39220966666667,4.969208,2.704208,3.459529,371,153,171,30.9531616666667,0.106161941095344
"FLRT2","Flrt2",3.091035,4.096183,4.132583,147,696,398,3.773267,16.519835,12.85408,9.480704,652,653,428,60.3453056666667,0.0778098168739529
"FLRT3","Flrt3",3.978817,4.759381,6.412999,105,458,362,5.050399,11.390606,12.631354,17.252367,727,668,811,2.15219266666667,1.9194255046593
"FLT1","Flt1",20.688813,15.057834,12.498341,530,1927,1165,16.0816626666667,1.974747,0.726378,0.807936,187,40,43,0.335037333333333,12.7948951240315
"FLT3","Flt3",7.799544,7.010296,8.045679,192,655,425,7.61850633333333,0.225007,0.039389,0.021802,1,2,1,4.05126766666667,1.70620662021276
"FLT4","Flt4",0.67488,0.749266,0.903485,29,122,83,0.775877,0.582926,0.265055,0.298046,13,9,9,14.494601,0.114612631845118
"FLVCR1","Flvcr1",3.885087,5.708996,5.747677,93,433,226,5.11392,15.772667,12.023045,12.691303,734,583,582,22.969992,0.255065583668113
"FLVCR2","Flvcr2",1.180294,1.682071,1.215007,27,89,60,1.359124,30.796641,17.932555,9.549048,73,22,12,28.113545,0.081031835868837
"FLYWCH1","Flywch1",154.734583,159.04533,153.413669,1857,7932,4384,155.731194,28.501336,27.295302,36.069844,746,525,602,31.1028886666667,4.88215237037963
"FLYWCH2","Flywch2",13.54787,12.827796,13.596948,40,148,81,13.3242046666667,16.92753,18.889583,17.92628,183,165,163,10.5967536666667,1.23519090586874
"FMC1","Fmc1",39.694086,43.229418,41.098987,66,274,147,41.3408303333333,22.109988,30.034323,55.71097,58,68,91,0.150651666666667,36.7972615517873
"FMN1","Fmn1",3.130024,2.289832,2.071593,109,501,275,2.49714966666667,4.606296,7.759812,6.615694,797,1254,848,10.1085336666667,0.314816497983037
"FMN2","Fmn2",24.186133,23.984791,27.600436,397,1578,1015,25.25712,11.062836,12.455124,14.822618,255,238,302,16.1142543333333,1.53422518379075
"FMNL1","Fmnl1",15.075828,26.793583,27.662193,293,1069,671,23.1772013333333,5.992834,5.482205,5.180719,175,180,135,9.432442,2.31750162937243
"FMNL2","Fmnl2",13.002549,12.557067,13.499097,465,1693,1016,13.019571,18.103407,17.984505,21.632648,1536,1144,1238,0.870969,7.49321394421821
"FMNL3","Fmnl3",2.499671,2.906597,2.601779,60,263,167,2.669349,10.568194,7.097764,6.823504,1429,616,520,125.010012333333,0.0291195035382863
"FMO1","Fmo1",6.367427,3.337027,3.283171,46,95,49,4.32920833333333,3.720083,0,0,27,0,0,53.7347186666667,0.0973643139702262
"FMO2","Fmo2",2.674193,7.735287,20.320414,28,105,61,10.243298,0,0.288103,0,0,1,0,25.5063926666667,0.424173071809168
"FMO3","Fmo3",0,0,0,0,0,0,0,0.210005,0.282011,0.260804,2,2,2,1.96671966666667,0.337072629826051
"FMO4","Fmo4",0,0.085091,0,0,2,0,0.0283636666666667,1.028587,0.827186,0.757938,26,10,18,21.6018903333333,0.0454990114322444
"FMO5","Fmo5",1.494452,1.563901,1.91357,35,97,86,1.65730766666667,1.847849,2.696915,2.066382,68,63,49,1.778487,0.956386575379574
"FMOD","Fmod",4.778455,5.543922,4.360005,99,439,195,4.89412733333333,0.421922,0,0.636851,5,0,2,7.30364866666667,0.709823785897171
"FMR1","Fmr1",20.484731,21.982913,18.579083,510,1650,948,20.348909,28.556864,16.726703,15.923653,1090,535,572,316.095177333333,0.0673265017132627
"FMR1NB","Fmr1nb",0,0.084843,0,0,1,0,0.028281,0,0,0,0,0,0,0.380008,0.745126839844407
"FN1","Fn1",11.914092,13.838031,16.653361,331,1499,849,14.1351613333333,1262.04791,894.13941,969.670239,47407,24421,18967,13.2844826666667,1.05955264089835
"FN3K","Fn3k",21.452193,19.88615,23.57804,141,524,333,21.6387943333333,26.84417,28.523438,28.935612,409,316,298,101.780156666667,0.220264252045799
"FN3KRP","Fn3krp",11.501271,10.075661,11.187744,188,624,393,10.9215586666667,22.655887,20.540143,18.382649,407,258,237,16.240156,0.691499465936774
"FNBP1","Fnbp1",124.332989,114.879141,116.67702,1659,7167,4083,118.629716666667,37.16529,52.304255,37.622245,1699,1447,1433,23.1540016666667,4.95279077635238
"FNBP1L","Fnbp1l",7.54586,13.994027,14.422774,237,1090,592,11.9875536666667,50.220098,57.237058,61.422865,3361,3033,2984,37.78373,0.334871186104758
"FNBP4","Fnbp4",22.888616,20.647183,27.865153,239,938,657,23.8003173333333,96.17177,45.241744,36.606718,1675,766,721,64.599794,0.378054805070475
"FNDC10","Fndc10",17.918191,19.711432,19.573516,232,920,519,19.067713,12.904751,16.777546,20.487371,399,387,400,5.01511766666667,3.3362128743062
"FNDC11","Fndc11",0,0.119747,0,0,3,0,0.0399156666666667,3.236126,0.933229,1.718476,101,25,39,33.994774,0.0297163132605648
"FNDC3A","Fndc3a",14.92602,13.749343,12.214953,373,1493,825,13.6301053333333,15.664761,14.967135,12.074883,1671,1062,896,10.966805,1.22255734369644
"FNDC3B","Fndc3b",1.511386,2.000275,1.720019,72,359,175,1.74389333333333,12.654185,6.267339,7.474621,1240,582,548,6.33491566666667,0.374086555051053
"FNDC4","Fndc4",111.796173,124.620559,133.443785,416,1592,953,123.286839,23.572615,22.615004,23.977575,597,399,394,77.4613243333333,1.58405227105246
"FNDC5","Fndc5",58.902035,54.560541,57.765621,1065,3749,2246,57.0760656666667,112.440704,31.672509,27.16991,681,192,153,6.74357966666667,7.49989903463682
"FNDC7","Fndc7",0.100692,0.01422,0,2,1,0,0.038304,0.659538,0,0,37,0,0,119.113088,0.0086443868631535
"FNDC8","Fndc8",0.506319,0.603541,0.60036,7,32,18,0.570073333333333,0.090512,0,0,2,0,0,17.5801353333333,0.0845027931802291
"FNDC9","Fndc9",0.750677,0.538504,0.476127,11,30,15,0.588436,0.112959,0.860519,0.419458,4,16,10,3.057562,0.39147547221706
"FNIP1","Fnip1",9.886816,9.390364,9.996085,416,1447,881,9.757755,6.146216,5.234722,5.048874,688,463,400,1.13257633333333,5.04448766116852
"FNIP2","Fnip2",4.836663,4.717764,5.83867,185,689,470,5.13103233333333,11.896388,10.609031,8.079834,816,761,602,0,6.13103233333333
"FNTA","Fnta",66.280343,66.804783,65.449269,397,1545,859,66.1781316666667,50.033886,53.582916,66.018156,964,645,710,61.3491616666667,1.07745043992439
"FNTB","Fntb",17.579287,19.278087,15.142354,156,802,460,17.3332426666667,62.132183,62.088067,51.087265,618,563,589,0.160205333333333,15.8017224537266
"FOCAD","Focad",6.248031,7.946596,7.121843,129,617,352,7.10549,117.616468,88.219796,69.09541,1264,791,827,0.0835663333333333,7.48038191170576
"FOLH1","Folh1",8.94599,5.741467,3.929528,91,339,161,6.20566166666667,0,0.942323,2.215522,0,17,44,12.6778666666667,0.526811807884271
"FOLR1","Folr1",15.540071,21.996128,20.19825,27,191,131,19.2448163333333,0.63299,0,0,11,0,0,73.3011873333333,0.272469620741188
"FOLR2","Folr2",1.398563,1.234688,0.850286,2,10,3,1.161179,0,0,0,0,0,0,179.981665333333,0.0119414250941913
"FOS","Fos",9.455138,12.82638,17.121658,118,435,356,13.134392,41.677808,26.748652,70.892645,202,166,189,43.2041773333333,0.319752404697318
"FOSB","Fosb",0.707633,0.78107,0.566676,17,66,30,0.685126333333333,0.200904,0.24776,0.656474,10,12,7,182.847548666667,0.00916588959469147
"FOSL1","Fosl1",0,0.438404,0.517445,0,3,2,0.318616333333333,0.620432,1.277064,1.654252,10,27,32,28.1895966666667,0.0451741882010703
"FOSL2","Fosl2",1.826795,1.55379,1.291684,75,266,125,1.557423,8.231786,2.7259,2.416747,533,205,181,0,2.557423
"FOXA1","Foxa1",0,0.027575,0,0,2,0,0.00919166666666667,0.191059,0.022811,0,11,1,0,0.0838736666666667,0.931097135859315
"FOXA2","Foxa2",0,0,0,0,0,0,0,0,0.03364,0,0,1,0,1.83799033333333,0.352362017676593
"FOXA3","Foxa3",0,0.020247,0.03582,0,1,1,0.018689,0,0.079216,0,0,2,0,39.7301223333333,0.0250107031759713
"FOXB1","Foxb1",0.299368,0.275067,0.266564,6,20,11,0.280333,0.357303,0,0.808391,18,0,27,3.54455333333333,0.281729117493028
"FOXB2","Foxb2",0,0.0705,0,0,2,0,0.0235,0,0,0,0,0,0,78.1039013333333,0.012938679164345
"FOXC1","Foxc1",0.483712,0.67966,0.790207,18,87,58,0.651193,1.14621,0.158488,0.497169,67,7,19,13.5136713333333,0.113768112979638
"FOXC2","Foxc2",0.242045,0.361241,0.283145,4,20,9,0.295477,0.219736,0.293344,0.346911,9,9,9,12.9243186666667,0.0930370117929887
"FOXD1","Foxd1",0.387129,0.257755,0.273688,12,28,17,0.306190666666667,3.021455,1.197504,0.590028,92,10,11,194.558398666667,0.00667928698318447
"FOXD2","Foxd2",0.065515,0.058398,0.101668,1,3,3,0.0751936666666667,3.314285,2.18278,2.40299,125,62,57,108.065277333333,0.00985825821888831
"FOXD3","Foxd3",0.158814,0.17833,0.21905,2,7,5,0.185398,10.714383,5.226019,7.256709,383,138,161,48.837306,0.0237853546899184
"FOXD4","Foxd4",0,0,0,0,0,0,0,1.155856,2.321719,2.971702,39,59,65,43.574242,0.0224344813311688
"FOXE1","Foxe1",0,0,0,0,0,0,0,0,0.024379,0.028403,0,1,1,0.738528333333333,0.575199138735156
"FOXE3","Foxe3",0,0,0.160165,0,0,1,0.0533883333333333,0.044958,0.060471,0,1,1,0,1.96838933333333,0.354868656043322
"FOXF1","Foxf1",0.442175,0.43502,0.367555,7,25,12,0.414916666666667,0,0,0,0,0,0,0,1.41491666666667
"FOXF2","Foxf2",1.242226,1.2277,1.729211,18,62,50,1.39971233333333,0.537781,0.15997,0.142122,18,4,3,32.3945336666667,0.0718594353580882
"FOXG1","Foxg1",0,0.022618,0.019887,0,2,1,0.0141683333333333,0.034618,0.022688,0,2,1,0,282.031570666667,0.00358323395140871
"FOXH1","Foxh1",0,0,0,0,0,0,0,0.204195,0,0.043128,4,0,1,16.4636073333333,0.0572619379783734
"FOXI1","Foxi1",0,0,0,0,0,0,0,0,0,0,0,0,0,25.1804346666667,0.038196462844569
"FOXI2","Foxi2",0,0,0.05603,0,0,2,0.0186766666666667,0,0,0,0,0,0,5.85401033333333,0.148624909669672
"FOXJ1","Foxj1",5.633219,5.981587,5.389687,99,383,195,5.66816433333333,0.740473,0.092694,0.503579,32,3,14,8.01174733333333,0.739941332872108
"FOXJ2","Foxj2",6.645648,7.89226,7.948031,218,894,532,7.495313,5.258013,4.35786,4.843223,433,270,310,56.9006893333333,0.14672213919756
"FOXJ3","Foxj3",14.369468,21.991287,24.099397,321,1330,811,20.153384,12.821619,10.57355,14.765255,1206,773,818,0,21.153384
"FOXK1","Foxk1",4.083362,5.078802,5.5854,210,988,613,4.91585466666667,6.447789,6.304156,7.477796,1209,929,948,231.923477,0.025398275617647
"FOXK2","Foxk2",19.129203,21.534144,22.579385,496,1842,1084,21.0809106666667,34.385801,16.881785,21.079805,1335,885,963,0.186282666666667,18.6135322441419
"FOXL1","Foxl1",0.057134,0,0,1,0,0,0.0190446666666667,0.217162,0.220454,0.067605,19,4,4,20.412807,0.0475904287871584
"FOXL2","Foxl2",0.351174,0.222739,0.181175,7,15,7,0.251696,0,0.057421,0,0,2,0,0.205612,1.03822456976208
"FOXM1","Foxm1",0.157666,0.467966,0.661262,5,23,19,0.428964666666667,9.696361,3.509346,6.555402,356,68,172,19.997039,0.0680555323379962
"FOXN1","Foxn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FOXN3","Foxn3",17.313155,20.909265,21.616253,749,2801,1648,19.9462243333333,18.550339,14.44719,11.074942,1521,883,837,0.185179,17.6734690146664
"FOXN4","Foxn4",0,0,0,0,0,0,0,0.015727,0,0.0562,1,0,1,0.106967,0.903369296465026
"FOXO1","Foxo1",3.312142,2.792401,2.737526,195,605,337,2.94735633333333,19.212638,1.252848,2.061937,491,97,143,113.506269666667,0.0344728401756889
"FOXO3","Foxo3",20.41004,20.461387,22.972955,968,3502,2237,21.2814606666667,8.419851,5.618294,5.712343,1134,574,520,126.511205,0.174741197580767
"FOXO4","Foxo4",6.469483,5.908675,7.08495,129,463,311,6.48770266666667,8.50245,3.076161,7.919783,229,84,103,0,7.48770266666667
"FOXO6","Foxo6",0.910964,0.454016,0.562699,13,21,15,0.642559666666667,0.987265,0.124782,0.430379,32,3,6,0.0145526666666667,1.61899891512121
"FOXP1","Foxp1",5.016009,8.690046,16.020096,155,563,335,9.908717,6.457565,7.774428,5.33367,325,126,148,3.35038,2.50753198571159
"FOXP2","Foxp2",3.24466,5.313942,3.424381,75,380,216,3.99432766666667,3.646009,3.897867,4.615041,102,19,23,4.825422,0.857333196919754
"FOXP3","Foxp3",0,0.058674,0.104378,0,4,2,0.0543506666666667,0.399216,0.249363,0.298046,7,5,6,125.922134333333,0.00830706694466423
"FOXP4","Foxp4",10.448172,13.304237,11.561943,180,833,494,11.7714506666667,9.05536,5.002236,9.359275,564,264,408,14.294743,0.835022246968561
