"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"NDST1","Ndst1",39.626876,43.185685,48.342734,644,2861,1694,43.7184316666667,31.280563,28.758877,25.693848,2460,3561,2972,4.73132366666667,7.80246139766084
"NDST2","Ndst2",16.873611,13.196379,10.911256,79,378,200,13.6604153333333,16.446311,23.132058,17.460205,366,585,478,0.0518213333333333,13.9381232047014
"NDST3","Ndst3",12.536295,13.218232,14.761782,401,1594,1112,13.5054363333333,0.156041,0.297774,0.17151,14,34,22,1.04343333333333,7.09856108183939
"NDST4","Ndst4",5.692357,9.611922,6.82441,143,604,330,7.37622966666667,0.066578,0.04395,0,3,2,0,0,8.37622966666667
"NDUFA1","Ndufa1",174.183452,165.514427,164.508843,215,768,432,168.068907333333,198.014353,149.3994,160.137547,587,604,689,0.725235666666667,97.9975725055533
"NDUFA10","Ndufa10",728.025178,812.570117,852.354787,749,2559,1477,797.650027333333,70.677281,71.437902,72.323178,1352,2102,1956,12.601583,58.7174321792789
"NDUFA11","Ndufa11",151.27123,201.652983,198.41394,255,1071,582,183.779384333333,105.278298,102.662004,104.972455,498,675,711,10.9206096666667,15.5008333885831
"NDUFA12","Ndufa12",158.646405,115.636791,107.565991,392,1129,605,127.283062333333,271.833969,265.938956,247.952402,565,879,855,0.915957333333333,66.955072590343
"NDUFA13","Ndufa13",68.800188,78.684769,76.648572,517,2188,1201,74.7111763333333,194.034222,206.966265,177.472433,950,1405,1249,0.014003,74.6656334678826
"NDUFA2","Ndufa2",60.017597,78.258709,68.853949,139,693,344,69.0434183333333,32.432566,38.915202,34.448163,224,364,343,0.155324333333333,60.6266277896568
"NDUFA3","Ndufa3",374.205964,336.627787,360.600344,262,901,539,357.144698333333,175.03393,168.649042,202.081004,199,271,330,5.56210233333333,54.5777374598496
"NDUFA4","Ndufa4",486.849557,536.148604,545.584346,752,3049,1792,522.860835666667,595.168859,550.51326,601.953351,1961,2499,2816,0.02861,509.290047410259
"NDUFA4L2","Ndufa4l2",2.151975,7.687812,4.035084,9,53,25,4.624957,12.257648,13.957056,1.933676,25,48,45,2.76309,1.49477078677364
"NDUFA5","Ndufa5",237.20049,272.97213,221.224146,198,798,384,243.798922,130.392929,112.232911,107.556404,2045,2476,2296,16.978233,13.6164061284554
"NDUFA6","Ndufa6",221.781437,303.007524,313.804736,250,1107,612,279.531232333333,48.313299,35.931722,41.100203,385,377,417,0.073641,261.289604563661
"NDUFA7","Ndufa7",197.522984,205.149613,174.187077,212,811,411,192.286558,31.118561,40.205427,39.676237,172,299,312,0.0440566666666667,185.13033264478
"NDUFA8","Ndufa8",79.255176,75.387735,76.547881,351,1277,732,77.0635973333333,49.474572,49.356737,45.997515,471,639,634,7.018974,9.73486101006604
"NDUFA9","Ndufa9",61.617687,74.454467,78.154336,469,2188,1299,71.40883,114.998185,99.22415,114.754984,945,1178,1317,0.223505,59.1814745342275
"NDUFAB1","Ndufab1",262.253954,250.674045,251.911142,340,1294,655,254.946380333333,95.502434,98.47367,100.151931,591,808,944,0.290073333333333,198.396768400763
"NDUFAF1","Ndufaf1",46.952199,30.823739,30.897336,118,429,256,36.2244246666667,14.986894,15.498223,14.55355,263,350,346,0.12398,33.1184048351987
"NDUFAF2","Ndufaf2",179.226388,152.850105,146.800204,98,294,170,159.625565666667,35.657153,37.034074,40.426395,203,270,327,0.016475,158.022150733335
"NDUFAF3","Ndufaf3",35.24425,40.918817,45.430183,109,383,244,40.5310833333333,24.321003,20.382204,30.884264,210,250,392,0.0359203333333333,40.0910012063347
"NDUFAF4","Ndufaf4",15.184863,16.662808,16.292145,207,665,374,16.0466053333333,30.313966,29.859299,26.102363,513,744,636,0.062785,16.0395614666497
"NDUFAF5","Ndufaf5",23.650541,23.056986,25.043072,151,571,351,23.9168663333333,59.451121,61.000451,53.986957,541,676,657,2.31058966666667,7.52641337107216
"NDUFAF6","Ndufaf6",6.064664,16.777603,30.494719,21,87,53,17.7789953333333,12.390999,13.386844,9.663846,124,170,151,0.228364,15.2878099108516
"NDUFAF7","Ndufaf7",30.049893,33.218395,29.108981,129,503,296,30.792423,22.934304,22.570849,13.239483,372,462,359,0.479372333333333,21.4904809855171
"NDUFAF8","Ndufaf8",20.605026,18.197675,17.26776,32,94,54,18.6901536666667,36.232865,44.998875,60.988968,78,110,142,9.20385866666667,1.92967722406713
"NDUFB10","Ndufb10",190.760941,177.245032,183.686621,536,1881,1068,183.897531333333,51.896946,59.456322,61.126492,370,571,594,0.267554333333333,145.869511445006
"NDUFB11","Ndufb11",71.277553,75.45908,82.795395,342,1375,851,76.510676,72.448921,87.584014,77.654401,481,779,737,72.4630203333333,1.05509786622304
"NDUFB2","Ndufb2",96.676063,97.729628,112.461631,359,1172,683,102.289107333333,157.133857,181.718216,154.928075,578,922,813,0.0710886666666667,96.4337599190357
"NDUFB3","Ndufb3",80.034615,60.240764,57.032377,294,843,452,65.769252,87.893583,89.528694,92.513892,373,517,568,0,66.769252
"NDUFB4","Ndufb4",26.09694,22.995755,29.673755,47,161,111,26.2554833333333,148.433458,178.108783,146.843823,451,691,689,0.0581383333333333,25.7579585529932
"NDUFB5","Ndufb5",161.726466,165.865467,163.219871,458,1803,991,163.603934666667,241.833744,199.512024,215.639499,618,697,762,3.63027833333333,35.5494686964463
"NDUFB6","Ndufb6",110.682029,105.024328,87.145378,257,922,470,100.950578333333,51.359654,49.491249,46.986922,540,717,706,0.683833,60.546727812873
"NDUFB7","Ndufb7",71.736188,85.932506,86.705419,200,931,517,81.4580376666667,49.391849,65.531028,62.522419,242,447,456,11.1520166666667,6.78554349689558
"NDUFB8","Ndufb8",685.374999,728.54005,754.179266,722,2688,1537,722.698105,229.884934,234.312289,220.052137,1136,1653,1670,0.0460473333333333,691.840686304189
"NDUFB9","Ndufb9",169.582136,148.052531,147.394466,553,1849,1040,155.009711,86.63711,92.262363,89.883856,667,957,1018,0.131530666666667,137.874929593895
"NDUFC1","Ndufc1",446.354659,344.473699,351.861389,220,625,365,380.896582333333,38.26644,38.817837,42.036913,333,451,525,0.497507666666667,255.021453869017
"NDUFC2","Ndufc2",136.269566,126.568661,113.72578,402,1331,720,125.521335666667,102.87109,133.444416,103.830145,601,987,801,27.7948973333333,4.39388042270267
"NDUFS1","Ndufs1",151.503533,134.7082,152.095065,1046,4156,2486,146.102266,40.877044,39.809398,32.016908,2288,3069,2747,0.282597333333333,114.690918324067
"NDUFS2","Ndufs2",283.338305,305.309268,324.069938,1025,4026,2368,304.239170333333,84.855182,102.265292,83.752616,917,1404,1359,29.1696266666667,10.1174327977542
"NDUFS3","Ndufs3",195.894685,187.166221,200.55282,443,1573,904,194.537908666667,334.425771,355.944087,344.966067,601,877,819,11.642382,15.4668565359492
"NDUFS4","Ndufs4",91.311156,89.461092,98.983677,260,1040,612,93.251975,69.940279,72.68188,59.914289,505,706,643,0,94.251975
"NDUFS5","Ndufs5",216.608615,226.451545,198.674172,271,979,532,213.911444,288.067532,297.005514,288.292342,1247,1751,1819,0.035542,207.535226963271
"NDUFS6","Ndufs6",91.470641,75.861432,80.622326,208,658,395,82.6514663333333,68.690264,72.742469,75.058901,323,423,474,2.56613566666667,23.457174418584
"NDUFS7","Ndufs7",94.168499,100.645896,91.750969,353,1374,725,95.521788,39.723386,47.59498,45.201032,467,761,781,0.215975333333333,79.3780805860645
"NDUFS8","Ndufs8",84.958392,81.675955,77.694026,332,1150,663,81.442791,82.262576,120.065151,116.650312,402,762,683,0.310495333333333,62.9096410364936
"NDUFV1","Ndufv1",206.781657,206.649607,197.31617,762,3174,1800,203.582478,143.04281,156.256473,126.700757,1103,1658,1421,0.232421666666667,166.000390558967
"NDUFV2","Ndufv2",139.087639,119.190318,114.844138,669,2263,1238,124.374031666667,260.787171,321.521921,262.474112,1079,1413,1379,161.055678333333,0.773647878038461
"NDUFV3","Ndufv3",93.126748,107.607614,108.265472,242,989,558,102.999944666667,10.066081,9.962747,9.50389,515,692,695,0.356305333333333,76.6788584478028
"NEBL","Nebl",44.776859,39.491748,33.35617,829,2761,1667,39.208259,49.367034,57.467573,25.725963,581,775,738,0.358556666666667,29.5963061288083
"NECAB1","Necab1",7.084961,8.508951,8.4942,237,1048,595,8.02937066666667,0.151271,0.202058,0.14556,12,21,15,0.149616666666667,7.85424474824942
"NECAB2","Necab2",10.808889,17.010934,13.393973,97,562,267,13.737932,22.015522,20.770797,34.309031,211,348,537,0.0383193333333333,14.1940263721052
"NECAB3","Necab3",17.543286,28.209604,24.650384,139,757,412,23.467758,16.914102,14.717031,15.706326,183,290,297,9.46974233333333,2.3369971505507
"NECAP1","Necap1",69.426296,75.414331,75.433085,1096,4081,2467,73.4245706666667,140.453624,153.602429,131.08887,2893,4336,3902,0.525271333333333,48.7943155032088
"NECAP2","Necap2",19.784164,31.147983,32.004196,144,639,356,27.6454476666667,11.07731,9.034042,7.550607,214,226,189,0,28.6454476666667
"NECTIN1","Nectin1",15.608124,10.842719,13.224359,186,814,535,13.2250673333333,18.914512,16.272322,16.036404,1172,1319,1790,0.263153333333333,11.2615523056055
"NECTIN2","Nectin2",3.661044,5.040959,4.728135,17,145,82,4.47671266666667,38.885064,32.977355,32.631867,685,833,893,0.341675,4.08199650933845
"NECTIN3","Nectin3",9.32722,5.982477,6.645547,126,515,306,7.31841466666667,5.020281,6.802405,4.606022,197,350,226,0,8.31841466666667
"NECTIN4","Nectin4",2.484877,3.256665,3.502667,54,266,161,3.081403,0.090299,0,0.06403,5,0,3,0.236431,3.30095492591176
"NEDD1","Nedd1",5.668893,3.313217,3.059396,34,138,83,4.01383533333333,2.729357,0.542945,0.495531,56,34,26,24.3511576666667,0.19777539942193
"NEDD4","Nedd4",137.857553,132.256182,136.519096,3523,13051,8002,135.544277,64.206508,38.063938,33.538358,408,312,376,0.00829766666666667,135.42060198493
"NEDD4L","Nedd4l",46.813643,52.453975,62.412188,435,1745,1093,53.8932686666667,136.14203,115.975226,122.257524,2243,4202,3904,0.333250333333333,41.1725144890269
"NEDD8","Nedd8",158.316409,148.453102,169.77388,265,902,560,158.847797,583.000412,493.66166,596.839863,1146,1398,1650,2.672045,43.5310016625613
"NEDD9","Nedd9",2.717604,2.5983,2.785407,82,297,173,2.700437,2.563508,0.535384,0.542303,185,32,34,160.719047,0.0228818872522789
"NEFH","Nefh",95.448149,91.970046,85.462013,2418,8423,4455,90.9600693333333,59.337794,76.269789,81.357849,3409,6029,7206,2.535217,26.0125670739118
"NEFL","Nefl",218.272322,207.359324,182.839662,5016,17701,8827,202.823769333333,486.625747,788.707396,732.971003,27789,61639,60274,0.495566333333333,136.285342074429
"NEFM","Nefm",167.831537,160.345082,149.941247,3735,13484,7121,159.372622,397.827326,656.097817,550.986396,13173,29656,28184,0.0451753333333333,153.440879137982
"NEGR1","Negr1",70.344862,36.280556,42.472835,1310,4319,2795,49.6994176666667,8.005803,2.726974,6.140774,426,340,229,0.0936646666666667,46.3573700530998
"NEIL1","Neil1",1.804906,2.825455,2.851048,18,108,63,2.493803,24.805331,27.205807,23.078477,293,497,418,0.062483,3.28833778987523
"NEIL2","Neil2",0.49805,0.874741,0.892023,8,54,26,0.754938,21.451978,17.16059,23.877718,513,668,819,8.92176833333333,0.176877542494525
"NEIL3","Neil3",0.049588,0.047722,0.049851,1,4,2,0.0490536666666667,0.10169,0.033664,0.03845,3,1,2,1.18032033333333,0.481146577697069
"NEK1","Nek1",7.501328,7.987076,7.757457,200,910,497,7.74862033333333,7.668684,7.326506,6.882618,562,733,682,67.225129,0.12823164223454
"NEK10","Nek10",0.134687,0.095538,0.161897,5,24,19,0.130707333333333,1.7204,1.332121,1.190705,70,69,62,81.6359696666667,0.0136829922598395
"NEK11","Nek11",0.291189,0.477495,0.682712,3,27,21,0.483798666666667,5.102763,4.013609,2.044782,74,93,70,1.147932,0.69080337118059
"NEK2","Nek2",2.164785,1.286958,2.511578,41,99,88,1.98777366666667,0.4927,0.090589,0.109713,14,3,5,5.20434466666667,0.481561522962887
"NEK3","Nek3",1.531062,1.897951,2.009619,19,75,55,1.81287733333333,43.585575,45.736542,49.515076,185,298,277,4.79766566666667,0.485174119215912
"NEK4","Nek4",7.778022,5.180846,6.68578,183,495,302,6.548216,18.09264,16.115818,13.689902,383,577,471,0.149736666666667,6.56516941560531
"NEK5","Nek5",0.279049,1.047817,0.390896,4,15,12,0.572587333333333,0.69234,0.514272,0.504949,40,39,40,15.0909743333333,0.0977310199343015
"NEK6","Nek6",11.295977,15.789377,14.152111,98,579,345,13.7458216666667,4.208517,2.891989,3.655408,169,127,137,85.5191766666667,0.170434142288224
"NEK7","Nek7",16.24382,13.436201,14.958505,421,1349,831,14.8795086666667,9.44414,3.767068,4.637141,457,264,252,22.623826,0.672181917809023
"NEK8","Nek8",3.973352,1.219169,2.195526,26,85,57,2.46268233333333,2.028922,1.655363,1.035681,59,77,46,2.84034066666667,0.901660199937124
"NEK9","Nek9",13.357237,13.553772,13.052996,490,1876,1023,13.321335,12.296546,13.691752,7.959337,549,590,432,101.620989666667,0.139555611834563
"NELFA","Nelfa",5.638309,5.977647,6.126595,94,373,218,5.91418366666667,12.574725,13.033866,12.977429,266,383,410,0,6.91418366666667
"NELFB","Nelfb",42.237407,42.42609,46.901122,302,1026,625,43.854873,13.521738,14.270623,15.714375,523,765,916,0.111429,40.3578393221699
"NELFCD","Nelfcd",16.521235,18.865052,16.210765,167,706,386,17.1990173333333,44.930411,59.42536,50.36117,878,1613,1339,0.577856333333333,11.5340141867584
"NELFE","Nelfe",22.61618,19.529953,19.571365,64,297,171,20.5724993333333,28.443576,27.920341,25.317019,448,624,602,0.013847,21.2778647402748
"NELL1","Nell1",12.054897,12.337195,14.096795,246,966,610,12.829629,20.47442,4.113471,5.743976,143,76,79,1.161699,6.39757385278894
"NELL2","Nell2",53.718689,48.851803,55.422546,1047,3707,2383,52.664346,130.470157,262.433867,155.163447,3015,9104,5756,0.0160476666666667,52.8167602372986
"NEMF","Nemf",21.222098,21.281033,21.461527,631,2302,1384,21.3215526666667,56.432477,55.018866,48.953168,1107,1453,1293,0.144168666666667,19.5089704140357
"NEMP2","Nemp2",1.740137,3.046042,1.402501,36,147,63,2.06289333333333,0.56661,0.534883,0.592681,57,73,70,21.7477256666667,0.134646134660466
"NENF","Nenf",22.180964,38.832677,37.221752,75,465,254,32.745131,31.563159,22.040971,26.478562,336,332,432,0,33.745131
"NEO1","Neo1",18.146042,18.70136,22.026815,669,2674,1684,19.624739,50.703722,52.29571,41.634268,1725,2712,2088,7.38398133333333,2.46001728534383
"NEPRO","Nepro",5.503052,2.074705,2.424594,37,127,76,3.334117,12.925229,16.403879,12.09562,517,748,660,0.043765,4.15238775011617
"NES","Nes",2.171901,2.063233,2.613522,90,319,228,2.28288533333333,24.367953,23.654289,15.939946,2143,2873,2129,0.0386846666666667,3.16061788402897
"NET1","Net1",17.794331,17.664961,12.896019,141,580,221,16.118437,5.274658,4.178948,4.221266,226,296,248,1.39888,7.13601222237044
"NETO1","Neto1",8.271727,12.4638,7.470089,118,641,295,9.401872,1.556844,2.914001,1.872045,47,38,48,8.651218,1.07777816230034
"NETO2","Neto2",19.783047,18.226025,19.909592,687,2233,1381,19.3062213333333,12.36307,11.239236,9.301061,391,541,377,10.6238673333333,1.74694193860093
"NEU1","Neu1",16.079737,23.483477,23.264039,231,1045,567,20.9424176666667,8.425475,9.365695,8.577647,273,456,420,0.437897,15.2600761157904
"NEU2","Neu2",0.105272,0.552548,0.728598,1,16,16,0.462139333333333,0,0,0,0,0,0,2.33485333333333,0.438441870507049
"NEU3","Neu3",1.330468,1.504702,1.413333,30,127,67,1.41616766666667,4.712177,5.447905,5.213816,363,584,531,55.3801263333333,0.0428549530446541
"NEU4","Neu4",2.353988,1.938332,2.034571,49,175,99,2.10896366666667,0.287234,0.333558,0.319811,1,5,6,0.0153483333333333,3.06196756778052
"NEURL1B","Neurl1b",0.095151,0.225776,0.215977,4,35,19,0.178968,1.112964,1.988163,1.21736,109,269,186,0,1.178968
"NEURL2","Neurl2",0.354631,1.318923,1.516013,2,28,18,1.063189,1.383277,0.807437,1.867726,14,12,26,8.61592033333333,0.21455970187773
"NEURL3","Neurl3",0.176688,0.439336,0.519019,3,28,17,0.378347666666667,0.104172,0.369673,0.393695,2,11,13,54.221566,0.0249603147195548
"NEURL4","Neurl4",46.711372,43.848048,46.375271,554,2227,1315,45.644897,27.312404,28.274494,22.166374,831,1234,1059,82.4389853333333,0.559030012333643
"NEUROD1","Neurod1",69.27301,57.583379,72.459825,1201,3674,2640,66.438738,0.340365,0.244203,0.179363,12,12,9,2.27139933333333,20.6146456388999
"NEUROD2","Neurod2",17.558103,11.648088,16.148509,373,889,700,15.1182333333333,0.111409,0.111683,0.043557,7,7,4,9.659376,1.51211790758984
"NEUROD4","Neurod4",0.045331,0.073838,0.043229,1,6,2,0.0541326666666667,0.158947,0,0.011134,10,0,1,0,1.05413266666667
"NEUROD6","Neurod6",2.572869,1.971262,2.359792,35,100,68,2.30130766666667,0,0,0,0,0,0,0.063773,3.10339486588461
"NEUROG1","Neurog1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NEUROG2","Neurog2",0,0.060525,0,0,3,0,0.020175,0.060518,0.02186,0.038827,2,1,2,5.826486,0.149443652268532
"NEUROG3","Neurog3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NEXMIF","Nexmif",1.812912,2.155981,2.25898,142,618,377,2.07595766666667,2.938594,2.046462,1.774844,510,476,451,0.016899,3.02484088062499
"NEXN","Nexn",42.404845,28.984337,31.530633,126,296,200,34.306605,3.803555,0.190052,0.419523,80,10,14,0,35.306605
"NF1","Nf1",13.233701,18.081123,19.151609,844,3482,1980,16.8221443333333,21.15354,17.389297,16.877302,1820,2314,2367,0.00926966666666667,17.6584563293127
"NF2","Nf2",46.306966,40.152247,47.598859,494,1816,1049,44.686024,12.45954,10.948546,10.045308,838,1061,1115,0,45.686024
"NFAM1","Nfam1",0.752149,0.466055,0.682508,17,44,39,0.633570666666667,2.346829,3.90603,3.61314,220,383,450,10.840565,0.13796391191355
"NFASC","Nfasc",79.632224,232.644273,307.123072,1793,8210,4790,206.466523,43.892009,36.810771,25.692574,4481,5816,4736,0.0345273333333333,200.542331087112
"NFAT5","Nfat5",15.12249,18.527744,18.668281,584,2997,1693,17.439505,3.692771,4.576727,4.899995,758,731,644,6.84673466666667,2.34995903179089
"NFATC1","Nfatc1",1.115697,1.577742,2.313764,32,153,96,1.66906766666667,0.154268,0,0,5,0,0,0.229820333333333,2.17029072810364
"NFATC2","Nfatc2",5.877177,6.078625,4.970019,125,495,231,5.64194033333333,0.17141,0,0.016748,20,0,3,0.0471643333333333,6.34278701241734
"NFATC2IP","Nfatc2ip",2.221394,2.930158,2.417095,35,124,85,2.52288233333333,17.701109,19.268618,17.175835,589,1058,930,11.1049503333333,0.291028235252845
"NFATC3","Nfatc3",3.867404,4.344221,4.800165,145,625,387,4.33726333333333,2.005145,2.015597,1.507475,176,219,175,7.81018866666667,0.60580579318657
"NFATC4","Nfatc4",0.553332,1.183652,0.723153,4,35,26,0.820045666666667,8.466438,2.17133,4.711571,144,72,111,0.26836,1.43495984315704
"NFE2","Nfe2",0,0,0.178716,0,0,1,0.059572,0.71556,0.413066,0.742063,14,13,26,0.096057,0.966712497616456
"NFE2L1","Nfe2l1",122.924621,129.278465,138.221052,1714,7717,4359,130.141379333333,209.653867,128.247751,115.624982,4320,3915,4282,4.64724733333333,23.2221773888423
"NFE2L2","Nfe2l2",8.006971,9.411745,8.93843,125,558,298,8.78571533333333,17.224386,11.53388,12.929438,394,367,405,0.306597333333333,7.48946525734018
"NFE2L3","Nfe2l3",2.01523,2.213363,2.431172,33,114,78,2.21992166666667,23.891718,15.851396,16.425759,222,277,261,0.116153666666667,2.88483724313946
"NFIA","Nfia",8.378295,11.795914,14.044544,481,1936,1246,11.406251,1.704016,0.034448,0.287078,99,31,30,0.113105666666667,11.1456184004094
"NFIB","Nfib",12.71321,18.208118,24.427449,732,2684,1834,18.4495923333333,3.069589,3.911223,2.715685,307,635,447,0.153458333333333,16.8619808546762
"NFIC","Nfic",52.430888,70.691645,86.991071,1009,4593,2745,70.037868,8.660194,4.368642,4.353561,580,445,590,26.630817,2.57096516545276
"NFIL3","Nfil3",4.531462,4.436418,5.125782,58,216,141,4.69788733333333,16.961301,13.968286,13.275016,521,583,594,0,5.69788733333333
"NFIX","Nfix",50.625981,126.619218,88.178586,1238,4410,3030,88.474595,3.279807,0,0.053259,35,0,2,6.21513033333333,12.4009672544146
"NFKB1","Nfkb1",6.777866,7.936183,7.966855,124,548,311,7.56030133333333,5.537722,2.140266,1.873496,129,132,137,1.36961266666667,3.61253189339805
"NFKB2","Nfkb2",0.97492,1.050501,1.918141,22,90,50,1.31452066666667,3.418903,1.510282,2.021172,45,36,37,21.5267553333333,0.102745407956814
"NFKBIA","Nfkbia",18.185686,22.404133,18.970703,151,576,258,19.8535073333333,18.95513,14.725243,20.421097,111,189,174,0.111575333333333,18.7603185389144
"NFKBIB","Nfkbib",12.48148,10.631096,10.450464,93,293,153,11.18768,5.534616,6.98187,5.78336,137,224,231,6.94683866666667,1.53365136895527
"NFKBID","Nfkbid",1.067655,0.779206,1.489161,10,32,33,1.11200733333333,1.392587,5.764243,1.495762,20,35,38,5.972401,0.302909619417089
"NFKBIE","Nfkbie",2.323193,2.231569,3.169107,37,134,109,2.574623,6.733109,9.007632,9.20873,109,198,188,41.3295093333333,0.0844475415921035
"NFKBIL1","Nfkbil1",2.128184,3.55256,4.842179,19,101,82,3.507641,9.886365,10.460676,8.799505,194,288,266,61.812775,0.0717631246191559
"NFKBIZ","Nfkbiz",34.431613,4.611807,1.345174,26,102,61,13.4628646666667,7.646708,5.394914,4.279648,203,178,163,0,14.4628646666667
"NFRKB","Nfrkb",2.943796,5.233607,5.148923,101,608,364,4.44210866666667,10.426572,7.604134,6.139244,430,506,467,1.137184,2.54639219957976
