"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"TPM4","Tpm4",18.257645,17.199094,15.860856,251,846,448,17.105865,38.944281,35.257085,30.932145,1463,1385,1154,0.0108813333333333,17.9109697676351
"TPMT","Tpmt",14.607351,15.638615,17.489931,72,274,190,15.9119656666667,4.044579,3.602069,3.512606,223,204,199,0,16.9119656666667
"TPO","Tpo",0.231921,0.181705,0.295843,4,6,10,0.236489666666667,0.845387,0.659521,0.807719,12,5,6,0.0166873333333333,1.21619462161753
"TPP1","Tpp1",34.295852,42.114876,45.246174,393,1645,895,40.5523006666667,12.520948,14.484023,11.192034,883,865,683,0.469314,28.2800685671454
"TPP2","Tpp2",14.702836,21.150398,19.779816,434,1619,920,18.54435,23.437175,13.841033,9.048804,473,398,275,10.8847393333333,1.64449126327774
"TPPP","Tppp",63.745786,73.987538,90.068644,1936,7553,4362,75.9339893333333,1.303744,0.838331,0.771551,180,109,100,0,76.9339893333333
"TPPP2","Tppp2",0,0,0.171631,0,0,1,0.0572103333333333,0.22875,0,0,2,0,0,0,1.05721033333333
"TPPP3","Tppp3",94.246873,94.803719,90.749683,435,1710,930,93.2667583333333,0.64408,0.738747,0.640897,11,13,12,0,94.2667583333333
"TPR","Tpr",215.096041,258.533788,297.312473,899,3351,2061,256.980767333333,35.905438,32.11545,24.136806,1700,1015,817,0,257.980767333333
"TPRA1","Tpra1",106.296739,130.115857,89.039126,158,668,362,108.483907333333,8.320588,7.520012,5.951936,282,237,198,0.159165,94.4506669312249
"TPRKB","Tprkb",115.177533,70.189325,85.951468,525,1616,1011,90.439442,14.05533,17.793153,13.021489,96,124,100,0,91.439442
"TPRN","Tprn",63.319152,63.570204,55.59395,288,1218,704,60.8277686666667,88.032098,54.559981,50.786322,226,168,160,0,61.8277686666667
"TPSB2","Tpsab1",0,0,0,0,0,0,0,0.085376,0.056143,0,2,1,0,0,1
"TPSG1","Tpsg1",0,0.057796,0,0,1,0,0.0192653333333333,0,0.051352,0.149908,0,1,3,0,1.01926533333333
"TPST1","Tpst1",17.198999,12.818347,14.005615,168,549,339,14.6743203333333,4.893176,2.908797,7.696931,67,80,68,0,15.6743203333333
"TPST2","Tpst2",16.659083,30.597055,21.85656,60,283,158,23.037566,2.994928,2.873408,2.302142,161,152,110,0,24.037566
"TPT1","Tpt1",494.13787,485.531805,503.249834,1454,5372,3207,494.306503,875.743994,876.930497,707.151409,10613,11169,8407,0,495.306503
"TPX2","Tpx2",0.5785,0.9957,0.679573,10,56,20,0.751257666666667,8.124949,7.1608,5.844676,600,516,416,0,1.75125766666667
"TRA2A","Tra2a",23.102789,26.493795,24.089077,288,1325,686,24.561887,30.932714,37.480928,26.703513,555,527,469,0,25.561887
"TRA2B","Tra2b",35.111831,41.760057,39.6308,485,1915,1092,38.8342293333333,64.287992,45.065663,50.041993,768,760,615,0,39.8342293333333
"TRABD","Trabd",11.924184,11.148704,12.833732,124,565,316,11.9688733333333,6.247984,6.868319,4.653723,274,289,204,0,12.9688733333333
"TRABD2B","Trabd2b",1.651212,1.689352,2.277805,76,294,224,1.87278966666667,0,0,0.006279,0,0,1,0,2.87278966666667
"TRADD","Tradd",6.936941,5.431374,4.947901,32,98,52,5.772072,2.457448,2.848624,2.851395,62,72,59,0,6.772072
"TRAF1","Traf1",3.035111,3.995682,6.45096,16,70,53,4.49391766666667,1.488261,1.062437,0.98547,144,94,84,0,5.49391766666667
"TRAF2","Traf2",4.549751,4.464022,4.185731,74,272,156,4.39983466666667,13.011525,7.722025,26.636833,157,129,124,0,5.39983466666667
"TRAF3","Traf3",8.807636,8.590722,10.005429,333,1574,867,9.13459566666667,2.071799,1.082692,0.839556,214,172,135,0,10.1345956666667
"TRAF3IP1","Traf3ip1",4.919122,5.046723,4.539394,93,373,226,4.83507966666667,9.079744,3.04473,2.911889,152,106,114,0,5.83507966666667
"TRAF3IP2","Traf3ip2",19.33415,17.607007,15.357681,23,151,70,17.432946,12.078304,6.529956,7.541067,159,120,131,5.05865766666667,3.04241418052283
"TRAF3IP3","Traf3ip3",0.328567,0.788185,0.334354,1,8,6,0.483702,0.031334,0.055557,0,2,1,0,0,1.483702
"TRAF4","Traf4",3.912231,2.883988,3.521674,46,152,105,3.43929766666667,12.017826,11.271456,6.332329,209,193,136,0,4.43929766666667
"TRAF5","Traf5",1.407928,2.536762,1.528437,10,47,27,1.82437566666667,0.46284,0.301855,0.272675,25,22,20,374.151802,0.00752862081858444
"TRAF6","Traf6",3.537355,3.822503,4.956495,148,580,380,4.105451,5.296608,3.574021,2.951604,260,192,149,0,5.105451
"TRAF7","Traf7",42.132939,38.209743,39.083223,197,837,515,39.808635,24.369735,13.777643,12.115697,852,638,517,0.264004666666667,32.2851933036112
"TRAFD1","Trafd1",29.549334,22.111094,22.355187,189,831,509,24.6718716666667,15.18087,9.139611,7.613207,575,487,399,0,25.6718716666667
"TRAIP","Traip",1.518785,1.697141,0.565972,14,43,22,1.26063266666667,2.236421,0.968648,2.339123,58,37,29,0.086383,2.08088000886121
"TRAK1","Trak1",40.807641,43.739685,51.648826,818,3405,1966,45.3987173333333,45.140437,33.567052,27.673083,3620,3005,2439,0,46.3987173333333
"TRAM1","Tram1",12.065781,10.59558,12.324332,196,687,441,11.6618976666667,10.724793,11.608928,7.506336,250,283,188,0.216255,10.4105616557931
"TRAM1L1","Tram1l1",4.555358,5.688211,5.709289,119,547,312,5.31761933333333,0.556041,0.775145,0.25334,19,28,9,0,6.31761933333333
"TRAM2","Tram2",0.245344,0.3276,0.299053,11,56,28,0.290665666666667,2.783805,2.464104,2.014774,438,371,300,0,1.29066566666667
"TRANK1","Trank1",14.483872,21.885749,19.479034,470,2852,1290,18.6162183333333,3.022976,1.613344,1.314231,515,298,244,0,19.6162183333333
"TRAP1","Trap1",27.857446,27.288773,27.493438,345,1372,884,27.5465523333333,48.373981,29.165275,29.462321,1022,779,690,0,28.5465523333333
"TRAPPC1","Trappc1",29.919887,28.886574,32.140569,103,372,225,30.3156766666667,271.407066,281.521303,229.295511,832,789,747,0,31.3156766666667
"TRAPPC10","Trappc10",20.727918,26.348189,28.286974,666,2527,1526,25.121027,13.459545,4.955212,7.502522,442,204,149,0,26.121027
"TRAPPC11","Trappc11",11.75749,12.406814,12.458815,337,1318,779,12.2077063333333,10.84004,9.170281,6.236701,330,265,253,0.0423563333333333,12.671008858455
"TRAPPC12","Trappc12",14.183021,15.783023,16.15637,302,1266,746,15.374138,49.440042,49.143265,43.256846,484,427,341,0,16.374138
"TRAPPC13","Trappc13",22.021025,19.67811,19.449041,430,1395,834,20.3827253333333,8.527144,11.568411,6.499251,238,215,195,40.5608586666667,0.514491904626674
"TRAPPC2","Trappc2",24.801754,24.260193,27.349106,208,727,470,25.470351,4.746735,2.124644,3.263688,133,106,102,1.461039,10.7557625051858
"TRAPPC2L","Trappc2l",37.941203,32.2297,33.902145,98,414,239,34.691016,72.985424,64.55252,69.564718,267,241,223,0,35.691016
"TRAPPC3","Trappc3",44.754615,46.957263,50.005232,326,1311,800,47.2390366666667,70.511209,75.596802,111.014978,641,596,500,5.012478,8.02315395859522
"TRAPPC3L","Trappc3l",0,0,0,0,0,0,0,0.059969,0.105566,0.149505,2,4,6,4.69121433333333,0.175709425340567
"TRAPPC4","Trappc4",84.581806,97.972791,84.110225,189,741,410,88.888274,40.415724,40.247505,29.687764,437,412,300,0,89.888274
"TRAPPC5","Trappc5",10.838933,10.879378,12.328804,185,701,451,11.3490383333333,53.377336,39.741263,31.792101,296,216,167,0.628730666666667,7.582001485001
"TRAPPC6A","Trappc6a",8.004339,8.195764,11.750197,22,85,65,9.31676666666667,27.996583,19.097599,21.952471,269,186,218,0,10.3167666666667
"TRAPPC6B","Trappc6b",93.036413,96.353578,101.223355,294,1000,612,96.8711153333333,8.653671,5.023852,3.80657,267,283,163,0,97.8711153333333
"TRAPPC9","Trappc9",16.568101,19.050795,19.844319,417,1785,1042,18.4877383333333,10.854191,10.258789,8.022014,365,321,287,0,19.4877383333333
"TRARG1","Trarg1",0.181935,0.178013,0.168166,4,15,8,0.176038,0,0,0,0,0,0,0,1.176038
"TRAT1","Trat1",0.066347,0.163435,0.108313,2,19,7,0.112698333333333,0,0,0,0,0,0,0,1.11269833333333
"TRDMT1","Trdmt1",2.214191,2.431622,2.079459,26,122,69,2.24175733333333,1.193743,1.151104,0.480015,70,47,44,0,3.24175733333333
"TRDN","Trdn",0,0.101041,0,0,1,0,0.0336803333333333,61.877325,42.825308,42.690912,1324,908,896,0.0685736666666667,0.967345879444905
"TREH","Treh",0,0,0,0,0,0,0,0.17614,0,0,3,0,0,0,1
"TREM1","Trem1",0,0.020025,0,0,1,0,0.006675,0.08123,0,0,4,0,0,0,1.006675
"TREM2","Trem2",5.453213,5.19747,3.605533,26,112,53,4.752072,0,0,0,0,0,0,0,5.752072
"TREML1","Treml1",0,0.18159,0.10755,0,3,1,0.09638,0.122367,0,0,1,0,0,0,1.09638
"TREML2","Treml2",0.07455,0.048878,0.123701,2,5,7,0.0823763333333333,0.012002,0,0.025534,1,0,2,0,1.08237633333333
"TREML4","Treml4",0,0.271182,0.39335,0,3,2,0.221510666666667,0,0,0,0,0,0,0,1.22151066666667
"TRERF1","Trerf1",1.543554,2.158303,1.374108,64,337,127,1.69198833333333,0.303822,0.271339,0.206992,47,41,32,10.882033,0.226559573882124
"TREX1","Trex1",4.051714,6.100666,5.140639,24,137,66,5.097673,0.177816,0.882431,0.398912,3,16,5,0,6.097673
"TREX2","Trex2",0,0,0,0,0,0,0,0,0,0,0,0,0,3.75935866666667,0.210112342867484
"TRH","Trh",3.316907,3.872117,2.325427,27,121,41,3.17148366666667,2.458051,2.912913,2.39017,78,87,71,4.836459,0.714728513755801
"TRHDE","Trhde",5.887465,5.309002,5.591367,230,746,447,5.59594466666667,0.012578,0.011372,0.005586,2,2,1,0,6.59594466666667
"TRHR","Trhr",0.838054,1.373639,1.4848,20,120,48,1.23216433333333,0,0,0,0,0,0,0,2.23216433333333
"TRIAP1","Triap1",9.829179,10.628952,11.238012,59,244,146,10.565381,10.022922,10.350822,7.036503,203,211,141,0.390154333333333,8.31949426238765
"TRIB1","Trib1",2.991694,3.154729,3.596239,87,347,223,3.247554,33.326595,27.060493,20.86784,1745,1523,1343,0,4.247554
"TRIB2","Trib2",11.835055,16.073541,13.123897,221,965,584,13.6774976666667,5.215025,4.363044,4.324605,274,220,208,9.67291833333333,1.37520940461301
"TRIB3","Trib3",1.631872,0.548259,0.467768,12,14,13,0.882633,0.532617,0.500992,0.61766,24,21,26,0,1.882633
"TRIL","Tril",13.973804,15.765187,18.717933,526,2157,1453,16.152308,0.027677,0.059652,0.068106,3,6,7,0,17.152308
"TRIM10","Trim10",0,0.018153,0,0,1,0,0.006051,0,0,0,0,0,0,0,1.006051
"TRIM11","Trim11",4.225746,4.453827,4.55816,69,273,152,4.41257766666667,4.016479,3.731838,3.122488,246,183,157,0,5.41257766666667
"TRIM13","Trim13",2.352058,6.014609,5.738868,22,212,115,4.701845,7.882353,7.015974,4.231843,278,241,174,0.0283353333333333,5.54473313828239
"TRIM14","Trim14",2.151976,0.354065,0.061521,5,7,1,0.855854,0.384604,0.172445,0.064792,21,16,4,0,1.855854
"TRIM16","Trim16",1.963351,1.658277,1.731467,27,128,86,1.784365,9.088232,7.896652,7.777744,242,198,212,0,2.784365
"TRIM17","Trim17",0.798886,1.013197,0.8404,16,88,37,0.884161,1.104781,0.908475,0.562348,43,32,20,0.050078,1.79430575633429
"TRIM2","Trim2",45.242224,48.918922,55.200057,2213,8930,5105,49.7870676666667,4.825582,3.550076,2.324016,421,315,242,0,50.7870676666667
"TRIM21","Trim21",1.953656,1.502781,0.984445,13,59,28,1.480294,4.065358,4.361724,3.088499,96,97,77,100.111190666667,0.0245303609189688
"TRIM23","Trim23",17.411885,19.311672,19.98927,395,1599,944,18.9042756666667,4.188144,1.752056,2.354892,159,102,84,0,19.9042756666667
"TRIM24","Trim24",6.634473,7.675219,8.335525,143,602,365,7.54840566666667,24.376071,16.740342,14.689465,1362,1098,889,0,8.54840566666667
"TRIM25","Trim25",1.263621,1.152353,1.061878,39,167,87,1.159284,2.822529,1.441394,1.681521,157,147,140,0,2.159284
"TRIM26","Trim26",9.681334,12.987883,16.069117,130,539,351,12.912778,6.946321,5.170834,3.662032,354,355,247,0.236252666666667,11.2539923068585
"TRIM27","Trim27",12.924057,12.381371,12.47041,107,368,209,12.591946,13.074513,10.453222,9.420048,549,424,360,0,13.591946
"TRIM28","Trim28",104.711555,118.100063,113.50884,528,2206,1345,112.106819333333,225.864413,191.471838,178.023624,1997,1719,1471,0,113.106819333333
"TRIM29","Trim29",0,0.058095,0.195821,0,4,3,0.0846386666666667,0,0.031784,0.086937,0,1,1,0,1.08463866666667
"TRIM3","Trim3",61.966015,70.230988,69.567499,615,2763,1648,67.254834,6.902772,6.02883,5.366403,152,121,93,144.078523333333,0.470468215637798
"TRIM31","Trim31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM32","Trim32",43.319392,45.641318,41.83499,801,3287,1905,43.5985666666667,2.959323,2.174849,1.809727,231,167,128,0,44.5985666666667
"TRIM33","Trim33",17.519363,16.794784,20.24582,458,1592,1049,18.1866556666667,10.139367,5.514377,8.232294,236,206,137,11.1517496666667,1.57892124121824
"TRIM34","Trim34a",1.015135,0.974716,0.694239,16,61,25,0.894696666666667,0.911417,0.603496,0.607254,24,18,18,0,1.89469666666667
"TRIM35","Trim35",25.226183,29.014528,30.915826,617,2656,1603,28.3855123333333,4.192908,2.548444,1.694861,129,113,83,0,29.3855123333333
"TRIM36","Trim36",3.647416,4.307413,4.147772,98,411,225,4.03420033333333,0.444159,0.334321,0.133527,12,13,4,4.67398433333333,0.887242550840083
"TRIM37","Trim37",81.021234,68.167025,70.45922,2507,8696,5094,73.2158263333333,8.52257,15.530063,6.796599,404,328,243,0,74.2158263333333
"TRIM39","Trim39",7.215792,7.633163,8.072623,162,626,377,7.640526,3.617816,1.848416,1.386638,135,110,84,0,8.640526
"TRIM40","Trim40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM41","Trim41",23.414777,31.466649,34.478995,179,865,467,29.786807,9.509819,8.731936,8.508717,416,366,341,0,30.786807
"TRIM42","Trim42",0,0,0,0,0,0,0,0,0,0,0,0,0,1.90741666666667,0.343947949210353
"TRIM44","Trim44",123.560617,116.178832,119.604097,1751,6225,3891,119.781182,8.413652,4.4829,3.799039,1002,842,782,4.251546,22.9991667215711
"TRIM45","Trim45",2.474825,2.78006,2.262717,40,186,93,2.50586733333333,3.198376,1.761242,2.226075,88,76,85,0,3.50586733333333
"TRIM46","Trim46",9.883982,10.914498,9.937103,159,701,374,10.2451943333333,0.164439,0.109792,0.047781,11,6,3,0,11.2451943333333
"TRIM47","Trim47",2.892297,3.060192,2.261804,15,48,36,2.73809766666667,22.177189,25.581053,21.097638,251,247,210,0.0486926666666667,3.56453114004166
"TRIM50","Trim50",0,0.025041,0,0,1,0,0.008347,0.069599,0.115595,0.243049,2,4,8,0,1.008347
"TRIM54","Trim54",0,0,0,0,0,0,0,86.308161,74.837745,63.720437,2127,1737,1554,0,1
"TRIM56","Trim56",1.043965,1.331607,1.507162,68,305,167,1.29424466666667,2.775631,2.057715,1.685993,612,476,391,0,2.29424466666667
"TRIM58","Trim58",0.070795,0.094272,0.233836,1,5,7,0.132967666666667,0.339782,0.40911,0.32672,35,42,33,11.0641596666667,0.093911859422506
"TRIM59","Trim59",10.431223,7.551491,11.115036,166,541,434,9.69925,1.845605,1.532996,1.081932,85,69,56,0,10.69925
"TRIM6","Trim6",0.038688,0.034698,0.050933,1,1,2,0.0414396666666667,3.111119,2.832268,3.192391,101,99,76,0,1.04143966666667
"TRIM60","Trim60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM62","Trim62",24.500764,25.312775,28.363162,596,2276,1444,26.0589003333333,0.774935,1.582888,0.620557,51,48,47,0,27.0589003333333
"TRIM63","Trim63",0,0.118781,0.288091,0,3,4,0.135624,73.483338,60.228007,60.961493,2628,2062,2061,0,1.135624
"TRIM65","Trim65",1.096034,2.23393,1.778737,28,207,91,1.70290033333333,5.158687,4.774392,3.439681,251,232,203,0,2.70290033333333
"TRIM66","Trim66",3.584664,4.189867,3.884605,200,964,524,3.88637866666667,2.216573,0.442848,0.475405,128,80,63,0,4.88637866666667
"TRIM67","Trim67",4.588673,4.608902,5.086815,278,1034,647,4.76146333333333,0,0.005032,0.024552,0,1,3,0,5.76146333333333
"TRIM68","Trim68",1.222028,1.205624,1.135061,18,44,31,1.187571,2.246385,1.329111,1.336272,100,91,78,7.25468866666667,0.265009510150716
"TRIM69","Trim69",0,0,0,0,0,0,0,32.253613,20.959836,20.965865,863,778,613,0,1
"TRIM7","Trim7",2.932002,4.773958,5.523283,12,60,28,4.40974766666667,0.335349,0.3132,0.527625,15,14,13,0,5.40974766666667
"TRIM71","Trim71",0.048009,0.044015,0.054195,3,10,7,0.0487396666666667,0.466645,0.372801,0.376523,86,68,68,0,1.04873966666667
"TRIM72","Trim72",0.539694,0.116261,0.10323,6,6,3,0.253061666666667,0.896952,0.683737,0.54883,74,70,55,0,1.25306166666667
"TRIM8","Trim8",19.299248,23.122483,21.204774,318,1057,643,21.208835,35.641064,29.684497,27.287229,1088,984,853,0,22.208835
"TRIM9","Trim9",41.014461,53.279996,55.254524,894,3613,2326,49.8496603333333,2.423748,2.028497,1.072954,108,103,68,0.054363,48.2278497380251
"TRIML1","Triml1",0,0.136164,0.120825,0,6,3,0.085663,0,0,0,0,0,0,0,1.085663
"TRIO","Trio",55.163493,66.925811,72.182129,1147,4626,2887,64.7571443333333,53.499741,25.705248,21.453584,1464,903,715,0,65.7571443333333
"TRIOBP","Triobp",14.370375,14.091919,18.414657,123,537,296,15.6256503333333,33.131958,21.814779,18.991351,2060,1462,1321,0,16.6256503333333
"TRIP10","Trip10",6.194695,3.263627,3.267303,23,124,57,4.241875,58.068146,33.422136,28.974822,568,392,402,0,5.241875
"TRIP12","Trip12",64.756463,68.103415,73.422595,1052,4626,2805,68.7608243333333,64.978879,41.734812,37.283207,1937,1449,1053,0,69.7608243333333
"TRIP13","Trip13",0,0.181713,0.160308,0,10,3,0.114007,24.34458,24.275843,13.114323,165,135,89,0,1.114007
"TRIP4","Trip4",12.110047,12.676532,15.171995,297,1128,656,13.3195246666667,10.064608,15.245599,9.155609,314,272,213,3.03519466666667,3.54865771035912
"TRIP6","Trip6",1.064051,2.770448,2.161926,15,119,55,1.99880833333333,7.302675,5.435105,7.031346,179,146,156,0,2.99880833333333
"TRIQK","Triqk",7.844943,9.039747,6.652104,78,317,167,7.845598,1.557644,2.369628,1.623425,53,65,59,0,8.845598
"TRIR","Trir",42.330161,33.191161,36.487522,200,559,350,37.3362813333333,55.305414,53.619251,50.061188,848,749,712,0,38.3362813333333
"TRIT1","Trit1",5.642384,6.477073,8.566089,53,193,129,6.895182,10.253947,9.570064,4.461771,141,162,112,0,7.895182
"TRMO","Trmo",1.84755,1.604135,1.904811,17,58,38,1.78549866666667,3.424401,2.593884,2.507221,52,71,52,0,2.78549866666667
"TRMT1","Trmt1",45.095356,55.354383,39.239206,176,883,457,46.5629816666667,15.81369,15.271787,9.686758,262,221,177,0,47.5629816666667
"TRMT10A","Trmt10a",5.594203,4.28145,7.507537,43,170,113,5.79439666666667,1.0655,5.413477,0.670783,32,38,23,8.10498833333333,0.746227937689102
"TRMT10B","Trmt10b",18.175642,14.188894,13.643827,74,277,135,15.336121,2.930475,2.332284,1.580411,79,63,45,0,16.336121
"TRMT10C","Trmt10c",3.218855,3.474624,3.86438,64,255,161,3.51928633333333,7.240553,5.586302,5.045567,169,184,156,0,4.51928633333333
"TRMT11","Trmt11",4.577561,5.578439,7.676573,39,162,110,5.944191,14.690915,6.763733,1.97132,97,104,40,0,6.944191
"TRMT112","Trmt112",18.918889,18.079154,21.717218,61,211,149,19.5717536666667,51.947366,47.579904,49.539351,451,406,401,0,20.5717536666667
"TRMT12","Trmt12",1.245196,1.492459,1.66557,38,171,108,1.46774166666667,3.873612,2.616764,2.899473,148,114,100,0,2.46774166666667
"TRMT13","Trmt13",5.362066,7.03577,6.558816,34,143,72,6.318884,2.841758,1.827264,1.334105,68,73,42,0,7.318884
"TRMT1L","Trmt1l",8.218571,9.078998,8.023406,133,546,283,8.440325,8.172591,4.747079,4.44506,225,168,151,36.836135,0.249505532211469
"TRMT2A","Trmt2a",77.350122,67.179043,54.355964,141,628,334,66.295043,32.207034,26.614145,15.059079,327,231,187,0.33414,50.44076558682
"TRMT2B","Trmt2b",9.069165,8.818465,8.94074,182,689,404,8.94279,5.255892,4.929761,3.50803,328,286,223,0,9.94279
"TRMT44","Trmt44",4.372268,4.736752,4.110303,35,112,69,4.406441,3.627264,2.458879,2.419391,96,70,78,30.457148,0.171866852010869
"TRMT5","Trmt5",27.185056,35.454068,49.548735,52,215,95,37.395953,2.088496,0.66798,0.571999,86,68,57,0,38.395953
"TRMT6","Trmt6",11.83138,12.439648,11.083454,170,639,313,11.7848273333333,2.858073,2.223365,1.766639,113,107,84,0,12.7848273333333
"TRMT61A","Trmt61a",1.937154,3.765855,4.921687,22,162,109,3.54156533333333,1.133689,1.530309,1.172426,84,98,81,0,4.54156533333333
"TRMT9B","Trmt9b",20.598055,15.392295,16.774174,242,809,551,17.5881746666667,6.725945,3.993842,3.029196,440,333,296,0,18.5881746666667
"TRMU","Trmu",10.681186,18.427656,13.506257,60,275,136,14.205033,37.22178,32.392784,37.991903,913,709,593,0,15.205033
"TRNAU1AP","Trnau1ap",10.424344,9.859745,13.175755,54,194,154,11.1532813333333,10.255528,10.050944,8.743091,179,169,145,0.0847743333333333,11.2035111450216
"TRNP1","Trnp1",89.351489,91.795739,98.315399,406,1617,942,93.154209,11.396471,10.677957,10.881852,248,238,224,0,94.154209
"TRNT1","Trnt1",22.715075,23.502924,24.532896,271,1019,563,23.5836316666667,10.203144,8.942632,5.393623,150,163,100,0,24.5836316666667
"TROAP","Troap",0.222659,0.058601,0,1,3,0,0.0937533333333333,9.634177,9.508659,11.105063,182,206,157,0,1.09375333333333
"TRPA1","Trpa1",0.046074,0.024552,0.021659,1,2,1,0.0307616666666667,0.03738,0.019094,0,2,2,0,0,1.03076166666667
"TRPC1","Trpc1",14.130906,12.188774,12.563438,246,765,508,12.9610393333333,4.800388,2.523576,2.523407,229,173,132,0,13.9610393333333
"TRPC2","Trpc2",0,0.457004,0.228173,0,33,9,0.228392333333333,0,0,0,0,0,0,31.8265706666667,0.0374206719857182
"TRPC3","Trpc3",217.74373,187.744869,242.020117,441,1534,1018,215.836238666667,0.309841,0.649548,0.253863,25,51,23,3.79399333333333,45.2308177316336
"TRPC4","Trpc4",0.835838,0.608084,0.770404,19,52,36,0.738108666666667,0.100091,0.140942,0.055802,5,9,4,0,1.73810866666667
"TRPC4AP","Trpc4ap",56.013117,56.559593,53.820956,1026,4051,2359,55.4645553333333,17.431401,15.081828,12.882288,1189,986,835,0,56.4645553333333
"TRPC5","Trpc5",2.350812,1.923929,2.171794,66,205,131,2.148845,0.008388,0,0,1,0,0,0,3.148845
"TRPC5OS","Trpc5os",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRPC6","Trpc6",0.32456,0.334487,0.283873,7,27,12,0.314306666666667,0.348225,0,0,2,0,0,0,1.31430666666667
"TRPC7","Trpc7",0.975629,1.48082,1.202369,22,111,59,1.219606,0,0,0,0,0,0,0,2.219606
"TRPM1","Trpm1",0.177749,0.038994,0.054516,3,4,3,0.0904196666666667,0,0,0,0,0,0,0,1.09041966666667
"TRPM2","Trpm2",14.262903,18.046838,13.359364,223,1048,552,15.223035,0.008262,0.18045,0,1,2,0,0,16.223035
"TRPM4","Trpm4",2.987032,5.666457,7.639869,24,165,90,5.43111933333333,26.35424,19.578321,19.6564,905,729,591,0,6.43111933333333
"TRPM5","Trpm5",0.583772,0.553639,0.902169,2,9,9,0.67986,0.012318,0.013327,0,1,1,0,0,1.67986
"TRPM6","Trpm6",0.161973,0.123711,0.10398,7,21,10,0.129888,0.049455,0.049559,0,3,3,0,3.75935866666667,0.237403414857856
"TRPM7","Trpm7",11.010671,19.936292,17.425048,379,1550,904,16.1240036666667,13.430834,8.539378,3.352525,422,370,193,0,17.1240036666667
"TRPM8","Trpm8",0.143035,0.126004,0.132384,4,12,8,0.133807666666667,0.174113,0.344416,0,1,4,0,0,1.13380766666667
"TRPS1","Trps1",3.369444,3.215712,3.309161,177,747,455,3.29810566666667,1.806117,0.326138,0.658976,77,46,45,0.033776,4.15767600202236
"TRPT1","Trpt1",5.441251,7.743566,8.821429,30,160,103,7.33541533333333,70.43264,62.389383,50.2033,472,370,341,0,8.33541533333333
"TRPV1","Trpv1",0,0,0,0,0,0,0,8.596527,6.752484,4.485985,519,450,298,0,1
"TRPV2","Trpv2",4.802041,4.701905,5.472106,62,294,170,4.99201733333333,1.125267,1.86739,3.742451,24,27,47,0.054408,5.68282612929088
