"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"ONECUT2","Onecut2",0.21869,0.524511,0.472502,25,221,113,0.405234333333333,17.502621,12.595296,13.857197,3924,3059,2207,3.476239,0.313931926631561
"ONECUT3","Onecut3",0.099811,0.186305,0.190482,3,20,12,0.158866,85.172167,63.601598,69.797286,7223,6092,4126,20.525369,0.0538372187719523
"OOEP","Ooep",0.14574,0.291594,0.240249,2,15,7,0.225861,0,0.089164,0,0,1,0,0.0800493333333333,1.13500463559072
"OOSP2","Oosp2",0,0,0,0,0,0,0,0,0,0,0,0,0,26.8719793333333,0.0358783274069113
"OPA1","Opa1",29.958025,32.170608,33.093296,1177,4384,2600,31.740643,74.945252,69.81828,67.563541,2114,2234,1506,0.045211,31.324434013802
"OPA3","Opa3",14.295739,13.928569,14.291828,322,1194,691,14.1720453333333,5.424762,5.231223,5.305856,465,484,337,2.424603,4.43030778555451
"OPALIN","Opalin",6.824278,10.809601,11.903355,82,496,314,9.84574466666667,0,0,0,0,0,0,0.479149,7.332421998505
"OPHN1","Ophn1",10.326566,23.245757,22.06707,222,1029,548,18.5464643333333,14.119951,6.047776,6.218171,496,569,458,0.221161666666667,16.0064509613114
"OPLAH","Oplah",13.567262,16.546361,19.255819,130,673,357,16.4564806666667,0.265359,0.226062,1.05837,10,13,7,0.593646,10.9538006976874
"OPN1LW","Opn1mw",0.403639,0.082232,0.559552,1,1,3,0.348474333333333,0.069988,0.063968,0,1,1,0,0.270731,1.06118000846232
"OPN1SW","Opn1sw",0,0.033877,0,0,2,0,0.0112923333333333,0,0.15076,0.237091,0,2,2,0.705195333333333,0.593065388794167
"OPN3","Opn3",4.356815,2.237308,3.140532,50,93,74,3.244885,5.203009,8.377434,3.646891,83,152,43,1.67998933333333,1.58391861758654
"OPN4","Opn4",0.075957,0.337069,0.117957,1,11,2,0.176994333333333,0,0,0,0,0,0,9.38180333333333,0.113370894780322
"OPN5","Opn5",0,0,0,0,0,0,0,0.426372,0.728994,0.140525,4,5,3,0.0161116666666667,0.984143803092508
"OPRD1","Oprd1",0.951608,1.459227,1.158385,26,149,67,1.18974,0.264464,0.476855,0.34886,33,66,31,0.00467366666666667,2.17955349348926
"OPRK1","Oprk1",0.796419,1.130673,1.217115,24,128,79,1.048069,3.059671,3.775782,6.809743,164,256,265,0,2.048069
"OPRL1","Oprl1",10.51378,14.620107,16.988767,168,1017,574,14.0408846666667,9.636358,9.428286,10.752004,394,426,315,43.183082,0.340421808208551
"OPRM1","Oprm1",8.558942,17.465976,19.170909,16,85,36,15.0652756666667,0.27017,0.445509,0.482627,45,56,41,0.275269333333333,12.5975550785612
"OPTC","Optc",0.185169,0.403009,0.705446,1,14,16,0.431208,0,0.214506,0,0,4,0,1.10194133333333,0.680898166520347
"OPTN","Optn",11.260348,10.831184,11.234025,156,596,375,11.108519,59.078843,68.564606,52.569963,1528,2008,1097,0.253262,9.66160228268311
"OR10H3","Olfr63",0.208809,0.348184,0.21772,10,63,22,0.258237666666667,0,0,0,0,0,0,0,1.25823766666667
"OR1J1","Olfr3",0,0,0,0,0,0,0,0,0,0,0,0,0,1.71763,0.367967677719189
"OR1M1","Olfr24",0.042781,0,0,1,0,0,0.0142603333333333,0.185003,0.112742,0.13037,6,4,3,0.132209666666667,0.895823771156638
"OR2A7","Olfr13",0,0,0,0,0,0,0,0,0.225781,0.195967,0,4,2,0.166064333333333,0.857585616345353
"OR2B6","Olfr11",0,0.04366,0.024282,0,3,1,0.0226473333333333,0,0,0,0,0,0,0.00528133333333333,1.01727476620143
"OR2C1","Olfr15",0,0.052883,0.011091,0,2,1,0.0213246666666667,0,0.055042,0.084707,0,1,1,89.9442876666667,0.0112302233913808
"OR2V1","Olfr56",0,0.186434,0.188275,0,8,5,0.124903,0.133822,0.211194,0.093584,4,7,2,2.62799633333333,0.310061779739028
"OR2Y1","Olfr10",0,0,0.026042,0,0,1,0.00868066666666667,0,0,0,0,0,0,5.29098766666667,0.160337409658462
"OR4C3","Olfr140",0,0.011549,0,0,1,0,0.00384966666666667,0,0,0,0,0,0,0.891595,0.530689532731196
"OR4E2","Olfr1509",0,0,0,0,0,0,0,0.027578,0.025746,0.077078,1,1,2,10.459128,0.0872666750908097
"OR5AP2","Olfr1020",0,0.015948,0,0,1,0,0.005316,0,0,0,0,0,0,11.965538,0.0775375460702055
"OR5AR1","Olfr1019",0,0,0,0,0,0,0,0,0,0,0,0,0,8.81930433333333,0.101840208435676
"OR5B21","Olfr1444",0,0,0,0,0,0,0,0,0,0,0,0,0,1.98754333333333,0.334723178352783
"OR5H15","Olfr183",0,0,0,0,0,0,0,0,0,0,0,0,0,25.738312,0.0373995187130736
"OR5H6","Olfr187",0,0,0,0,0,0,0,0,0,0,0,0,0,12.790491,0.0725137342825575
"OR5J2","Olfr1052",0,0,0,0,0,0,0,0,0,0,0,0,0,0.855501333333333,0.538937904293251
"OR5K4","Olfr180",0,0,0,0,0,0,0,0,0,0,0,0,0,5.681767,0.149661010328555
"OR5P2","Olfr502",0,0,0,0,0,0,0,0,0,0,0,0,0,47.2869763333333,0.0207095178852539
"OR5P3","Olfr480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OR5T2","Olfr1086",0,0,0,0,0,0,0,0,0.03593,0,0,1,0,8379.44694033333,0.000119325378123595
"OR7A17","Olfr19",0,0,0,0,0,0,0,0.064809,0.034064,0.138413,3,2,5,3132.42669,0.000319139427512823
"OR8A1","Olfr151",0,0,0,0,0,0,0,0.052357,0.085926,0.103451,4,7,6,7.62615433333333,0.115926513873718
"OR8B3","Olfr147",0.231117,0.202376,0.180469,8,25,13,0.204654,0,0,0,0,0,0,13.1957413333333,0.0848602388359476
"OR8B8","Olfr145",0,0,0,0,0,0,0,0,0.017852,0,0,1,0,16.4069363333333,0.0574483631611299
"OR8U1","Olfr1044",0.075028,0.060684,0.035643,1,3,1,0.0571183333333333,0,0,0,0,0,0,3.047102,0.261203778242637
"ORAI1","Orai1",3.301693,3.43629,3.64946,27,121,70,3.462481,1.438824,2.118176,1.589503,35,47,25,14.6579216666667,0.284998296389485
"ORAI2","Orai2",12.96463,12.664887,15.536247,300,1178,782,13.7219213333333,36.420376,34.052772,26.59119,1652,1816,1098,4.28022033333333,2.78812632881923
"ORAI3","Orai3",6.235404,6.356542,7.922477,79,303,214,6.838141,1.859684,1.661342,1.553347,48,46,28,11.2077636666667,0.64206198727471
"ORC1","Orc1",0.480813,0.133879,0.070845,4,10,3,0.228512333333333,0.299806,0.30601,0.532492,12,14,15,0.613963,0.761177507373672
"ORC2","Orc2",12.751711,16.363473,15.697684,158,663,405,14.9376226666667,9.163181,4.739763,8.84365,211,198,138,5.90851833333333,2.30695235905625
"ORC3","Orc3",31.042471,31.643271,31.561992,271,1075,659,31.4159113333333,16.984634,20.664735,21.689336,508,612,417,6.77069033333333,4.1715613340402
"ORC4","Orc4",56.425641,57.268431,54.09017,260,1098,591,55.9280806666667,43.981974,45.531474,43.423797,1261,1365,1031,5.19493933333333,9.18944925906727
"ORC5","Orc5",13.142395,10.509875,11.641082,142,489,283,11.7644506666667,9.238184,12.946786,13.606514,199,233,142,14.5732093333333,0.819641628995847
"ORC6","Orc6",15.108324,15.630751,11.151926,57,273,143,13.963667,6.670703,7.686538,5.396219,98,121,74,4.984641,2.5003449663898
"ORM2","Orm3",0,0.281951,0,0,4,0,0.0939836666666667,0,0,0,0,0,0,0.166384,0.937927532156362
"ORMDL1","Ormdl1",6.262451,6.7785,6.456963,75,303,164,6.49930466666667,45.660054,43.61406,53.470723,564,547,432,0.124671666666667,6.66799465918201
"ORMDL2","Ormdl2",10.654498,7.505267,8.403598,45,128,72,8.85445433333333,16.966467,17.949994,22.835192,70,93,57,5385.437564,0.00182949383822716
"ORMDL3","Ormdl3",20.8408,20.394464,21.404736,293,1087,644,20.88,38.587702,38.274335,52.566501,349,349,272,30.6097223333333,0.69219209739552
"OS9","Os9",34.685058,36.38755,35.357822,496,2160,1241,35.47681,114.590635,118.986626,106.590261,2005,2152,1466,3193.03368366667,0.0114202959682396
"OSBP","Osbp",14.420801,14.236958,14.515234,431,1605,927,14.3909976666667,19.63322,20.212422,21.092036,882,978,687,0.0446493333333333,14.7331713863791
"OSBP2","Osbp2",33.482585,28.585748,32.032078,312,1258,805,31.3668036666667,16.876583,21.155686,18.48701,539,618,355,10.3082736666667,2.86222323767014
"OSBPL10","Osbpl10",4.206563,6.079316,6.176782,57,267,150,5.48755366666667,8.067204,19.96859,21.104232,334,491,365,16.680642,0.366929756660797
"OSBPL11","Osbpl11",5.09263,4.637735,4.662817,152,507,293,4.79772733333333,4.979052,4.525374,4.991569,295,290,210,467.619840333333,0.0123719203378358
"OSBPL1A","Osbpl1a",100.465896,91.002529,101.190916,1221,4264,2695,97.5531136666667,45.854751,56.742875,73.506644,962,1304,961,6550.58958533333,0.0150426262791692
"OSBPL2","Osbpl2",21.404027,22.712587,22.31732,362,1483,834,22.1446446666667,16.555429,22.194858,17.024062,562,621,391,20.6431193333333,1.06937656768453
"OSBPL3","Osbpl3",2.987371,3.019116,3.090957,97,340,199,3.03248133333333,3.45466,4.455547,3.63427,77,94,89,29.5617203333333,0.131945495520262
"OSBPL5","Osbpl5",16.280404,15.364276,18.020231,132,611,333,16.5549703333333,34.264953,31.035874,30.866339,681,723,568,18.2519063333333,0.911856209425772
"OSBPL6","Osbpl6",15.773389,16.419308,16.693171,712,2644,1560,16.2952893333333,4.866794,6.030535,7.017017,591,686,525,12.3350346666667,1.29698120519822
"OSBPL8","Osbpl8",12.676602,12.322712,12.947455,622,2136,1248,12.648923,15.627054,13.811309,21.180883,1355,1331,1405,131.145808333333,0.103286840287594
"OSBPL9","Osbpl9",63.034321,67.338482,67.27738,487,2041,1188,65.8833943333333,174.39148,223.350774,278.136987,1265,1392,1008,5.88945433333333,9.70808297686662
"OSCAR","Oscar",1.976225,1.036231,0.246616,6,21,6,1.08635733333333,0.131119,0.200335,0.378877,3,2,4,0.780858666666667,1.17154571128235
"OSCP1","Oscp1",9.181763,19.604158,15.389659,113,499,267,14.7251933333333,19.278632,13.035248,8.894252,63,49,31,4.16354766666667,3.04542426030992
"OSER1","Oser1",15.802466,14.73041,15.063252,122,498,298,15.1987093333333,8.181248,11.621837,9.802188,188,276,150,19.914665,0.774514405721217
"OSGEP","Osgep",31.999439,20.581661,23.513013,116,348,211,25.3647043333333,45.734311,38.382034,45.279385,589,530,413,18.6695183333333,1.34038383078521
"OSGEPL1","Osgepl1",14.075715,9.370362,8.807311,99,381,201,10.7511293333333,5.024536,5.296637,6.360592,106,127,89,14.197587,0.773223363244003
"OSGIN1","Osgin1",1.040486,0.272799,0.338323,2,12,6,0.550536,1.290668,2.286597,1.73505,22,48,20,2.518893,0.440631755498107
"OSM","Osm",0,0,0.063333,0,0,2,0.021111,0,0,0,0,0,0,4.44763533333333,0.187441144188188
"OSMR","Osmr",1.199139,0.791138,0.660055,30,83,46,0.883444,1.308003,0.371373,0.230075,70,30,12,0,1.883444
"OSR1","Osr1",0.852607,0.559366,0.59685,4,27,9,0.669607666666667,0.061447,0.03881,0.075599,2,2,3,31.7818543333333,0.0509308488070784
"OSR2","Osr2",0,0,0.059322,0,0,1,0.019774,0,0,0,0,0,0,17.278749,0.0557901418745889
"OST4","Ost4",34.72438,43.29562,45.876415,99,439,261,41.298805,106.102658,151.959135,124.679773,291,454,243,29.1158536666667,1.40453614458945
"OSTC","Ostc",21.350825,21.172764,21.869216,126,470,276,21.4642683333333,57.271971,69.104849,43.270018,375,463,270,34.3259153333333,0.635914685334032
"OSTF1","Ostf1",11.723807,10.05788,11.359763,87,309,177,11.04715,10.133003,11.970445,8.961785,149,189,94,8382.80785466667,0.00143695444943842
"OSTM1","Ostm1",19.002805,16.060246,17.288378,348,1149,723,17.4504763333333,66.762581,66.69487,54.203665,722,827,487,3.21160533333333,4.38086545937828
"OSTN","Ostn",0.236771,0.285329,0.111905,2,9,2,0.211335,0.728547,1.504787,1.299768,28,16,16,5.76668333333333,0.179014583707922
"OTC","Otc",0,0,0,0,0,0,0,0.185135,0.342656,0.094497,1,3,1,8.48996866666667,0.105374425893784
"OTOA","Otoa",0.073355,0.245322,0.568077,2,14,5,0.295584666666667,0.03228,0.058775,0.013233,1,4,0,6.06592366666667,0.183356731233675
"OTOF","Otof",0.805176,1.144805,0.795302,40,217,85,0.915094333333333,0.010514,0,0.044113,1,0,2,32.4547273333333,0.0572443563581278
"OTOG","Otog",0.402594,0.010894,0.0207,1,1,1,0.144729333333333,0,0.014505,0.10634,0,1,5,1.44984433333333,0.467266151468399
"OTOGL","Otogl",0.016364,0.043751,0.023138,1,10,3,0.027751,0.038468,0.394719,0.069426,2,1,3,29.1102853333333,0.034132888101935
"OTOL1","Otol1",0,0,0,0,0,0,0,0.059488,0,0,1,0,0,138.471841,0.00716990607444552
"OTOP1","Otop1",0,0.019808,0,0,1,0,0.00660266666666667,0,0.08465,0.060109,0,2,1,0.331249,0.756134026516953
"OTOP2","Otop2",0,0.939418,0.16249,0,7,5,0.367302666666667,0,0,0,0,0,0,5.55585033333333,0.20856221499057
"OTOP3","Otop3",0,0.017048,0.060619,0,1,2,0.025889,0,0,0,0,0,0,0,1.025889
"OTOR","Otor",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647993333333333,0.939144089121017
"OTOS","Otos",0.550906,0.013275,0.141359,1,1,2,0.23518,0,0,0,0,0,0,0,1.23518
"OTP","Otp",0.902662,1.546205,1.446105,14,82,44,1.298324,0.102182,0.234143,0.141255,3,8,1,0,2.298324
"OTUB1","Otub1",78.700437,91.808258,95.221194,561,2459,1373,88.5766296666667,58.506333,60.109823,66.031431,820,976,752,0,89.5766296666667
"OTUB2","Otub2",4.362692,5.443258,4.0692,82,302,161,4.62505,2.245789,2.560364,3.7002,117,145,122,0,5.62505
"OTUD1","Otud1",4.299446,3.135117,3.866141,68,168,119,3.76690133333333,2.224651,2.264766,2.855188,69,78,62,0,4.76690133333333
"OTUD3","Otud3",2.314683,3.014796,2.875678,23,111,60,2.73505233333333,17.963251,17.344579,11.753255,516,598,388,0,3.73505233333333
"OTUD4","Otud4",7.672915,8.731719,11.502169,287,1286,861,9.30226766666667,6.848418,6.473922,7.176646,568,612,421,0,10.3022676666667
"OTUD5","Otud5",27.1027,29.920331,29.646128,346,1388,797,28.8897196666667,30.979972,27.748077,29.06847,628,687,488,0,29.8897196666667
"OTUD6A","Otud6a",0,0,0,0,0,0,0,0.143847,0.087634,0.34622,3,2,5,0,1
"OTUD6B","Otud6b",22.827847,21.484463,20.305468,453,1539,834,21.5392593333333,5.153281,6.16018,6.710362,170,224,187,0,22.5392593333333
"OTUD7A","Otud7a",16.386397,12.799121,14.786882,188,651,423,14.6574666666667,3.263525,3.578532,4.248122,313,412,334,0,15.6574666666667
"OTUD7B","Otud7b",12.628999,15.718006,14.719461,713,2578,1373,14.3554886666667,1.461306,1.895296,1.797009,131,174,128,0,15.3554886666667
"OTULIN","Otulin",8.485898,10.059869,11.975521,59,240,127,10.1737626666667,7.613537,8.403092,12.574516,269,276,181,0,11.1737626666667
"OTULINL","Otulinl",8.223235,7.476281,5.683765,29,122,60,7.12776033333333,1.93171,2.898534,3.057163,118,118,78,0,8.12776033333333
"OTX1","Otx1",0.250931,0.099313,0.051057,3,9,2,0.133767,0.056018,0,0.039606,2,0,1,0,1.133767
"OTX2","Otx2",4.233532,7.55013,7.286938,51,286,168,6.35686666666667,1.025601,0.321995,0.67072,21,8,12,0,7.35686666666667
"OVCA2","Ovca2",4.791054,7.021718,6.715536,73,276,167,6.17610266666667,6.541208,7.061993,5.502476,70,84,41,0,7.17610266666667
"OVCH2","Ovch2",0,0,0,0,0,0,0,0,0.109032,0.083734,0,2,1,0,1
"OVGP1","Ovgp1",3.485525,3.320335,2.620478,18,124,72,3.14211266666667,4.97909,3.902647,3.550495,119,104,61,0,4.14211266666667
"OVOL1","Ovol1",0,0.01333,0.023624,0,1,1,0.012318,0.046087,0.332278,0.03673,1,4,1,0,1.012318
"OVOL2","Ovol2",0,0,0,0,0,0,0,0,0.086648,0.13344,0,1,1,0,1
"OVOL3","Ovol3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OXA1L","Oxa1l",25.06612,31.838283,27.664602,201,854,484,28.1896683333333,38.56634,39.724899,40.059975,704,766,543,11.2778073333333,2.37743332672158
"OXCT1","Oxct1",195.721828,189.150388,200.063349,1974,6804,4159,194.978521666667,521.295567,413.881655,473.524818,2410,2690,1797,0,195.978521666667
"OXGR1","Oxgr1",0,0.021252,0.056198,0,2,3,0.0258166666666667,0.067946,0,0.048953,1,0,1,0,1.02581666666667
"OXLD1","Oxld1",3.359181,7.349216,4.736874,12,66,28,5.14842366666667,5.217013,7.886863,8.663045,73,91,68,0,6.14842366666667
"OXNAD1","Oxnad1",31.392522,21.836427,38.287136,91,379,231,30.5053616666667,4.546862,4.937953,3.921842,110,150,90,5.39449433333333,4.92695122152739
"OXR1","Oxr1",112.454973,112.298947,124.173701,1606,5470,3286,116.309207,40.971331,37.469732,39.942602,962,913,717,0,117.309207
"OXSM","Oxsm",2.494452,3.431699,3.4724,47,231,142,3.13285033333333,22.35659,20.685548,18.69826,74,91,58,0,4.13285033333333
"OXSR1","Oxsr1",21.304314,16.895498,18.81055,430,1740,969,19.003454,20.176313,21.250917,20.789317,1090,1207,850,0,20.003454
"OXT","Oxt",0.442175,0.164482,0,1,1,0,0.202219,0,0,0,0,0,0,0,1.202219
"OXTR","Oxtr",0.16086,0.349305,0.654588,4,37,35,0.388251,0.322411,0.519,0.397729,18,32,11,0,1.388251
"P2RX1","P2rx1",0.15964,0.13649,0.124297,2,7,3,0.140142333333333,0,0,0,0,0,0,0,1.14014233333333
"P2RX2","P2rx2",0,0,0.146465,0,0,3,0.0488216666666667,6.120823,6.414328,16.859414,121,145,236,0,1.04882166666667
"P2RX3","P2rx3",0.260169,0.733561,0.540239,2,22,9,0.511323,177.992806,227.316214,290.782105,7849,11258,9697,0,1.511323
"P2RX4","P2rx4",12.553085,13.38865,11.670472,99,343,221,12.5374023333333,4.86849,5.269619,6.695556,54,83,52,0,13.5374023333333
"P2RX6","P2rx6",1.401482,2.507435,2.04439,19,147,68,1.98443566666667,0.903533,0.571349,0.384748,12,18,3,0,2.98443566666667
"P2RX7","P2rx7",4.914328,4.180193,6.540298,72,266,143,5.21160633333333,0.131818,0.132624,0.07244,9,6,3,7.192659,0.758191734006424
"P2RY1","P2ry1",1.970209,3.959231,3.898209,45,302,167,3.275883,0.688522,0.987217,0.863413,57,88,51,0,4.275883
"P2RY10","P2ry10",0,0,0,0,0,0,0,0.115748,0.068414,0.09188,5,3,3,0,1
"P2RY12","P2ry12",6.443698,9.619089,9.671875,79,364,209,8.57822066666667,0,0,0,0,0,0,0,9.57822066666667
"P2RY14","P2ry14",4.25177,2.897159,3.109528,16,73,42,3.41948566666667,0.140193,0.201194,0,3,7,0,0,4.41948566666667
"P2RY2","P2ry2",0,0.102066,0.738754,0,6,10,0.280273333333333,0.037305,0.05326,0.019051,3,6,2,5.883313,0.185996675341269
"P2RY4","P2ry4",0.033191,0.008798,0,1,1,0,0.0139963333333333,0,0,0,0,0,0,0,1.01399633333333
"P2RY6","P2ry6",0.655487,0.4046,0.416347,8,19,11,0.492144666666667,0.066892,0.260603,0.047082,2,2,1,0,1.49214466666667
"P3H1","P3h1",4.243537,4.264116,7.214924,26,142,75,5.240859,22.499141,18.466412,24.897022,252,276,197,0,6.240859
"P3H2","P3h2",1.687575,1.333495,1.457594,14,52,24,1.492888,7.599412,7.803807,9.47832,65,98,47,0,2.492888
"P3H3","P3h3",11.263905,13.91887,13.051197,95,444,238,12.7446573333333,9.426224,12.369243,14.700489,204,258,193,0,13.7446573333333
"P3H4","P3h4",25.249849,29.025047,33.134845,54,248,123,29.1365803333333,19.197776,12.476076,12.744923,195,198,151,0,30.1365803333333
"P4HA1","P4ha1",11.500103,9.225083,9.396312,215,680,400,10.0404993333333,4.645438,5.48598,2.378675,75,154,44,0,11.0404993333333
"P4HA2","P4ha2",2.527172,10.898047,4.085421,35,178,98,5.83688,8.837513,14.01851,13.808259,145,306,155,0,6.83688
"P4HA3","P4ha3",0.863053,1.72879,1.048334,10,63,30,1.21339233333333,0,1.001743,0.167689,0,11,4,0,2.21339233333333
"P4HB","P4hb",86.983423,76.599211,80.701517,755,2767,1627,81.4280503333333,237.717619,282.514406,281.425042,1606,1953,1273,6.24334533333333,11.3798316302835
"P4HTM","P4htm",88.009992,95.010219,98.471816,270,1148,623,93.8306756666667,45.060077,43.786155,45.128805,796,849,539,0,94.8306756666667
"PA2G4","Pa2g4",23.923654,22.314091,23.607555,377,1274,785,23.2817666666667,68.465996,104.851432,120.912945,990,1055,813,0,24.2817666666667
"PABPC1","Pabpc1",75.106061,71.349868,77.831562,740,2212,1396,74.762497,543.544351,549.500097,668.688119,3042,3338,2622,3.34014733333333,17.4562039445358
"PABPN1L","Pabpn1l",0.160728,0,0,1,0,0,0.053576,0.595962,0.424488,0.335256,5,4,3,0,1.053576
"PACC1","Pacc1",3.483371,3.766171,4.400025,50,206,136,3.883189,21.975559,19.362345,17.380969,334,377,234,6.02619533333333,0.694997615115169
"PACRG","Pacrg",21.3799,11.851402,12.585931,50,200,128,15.272411,11.680972,21.435715,22.781037,50,71,23,0,16.272411
"PACRGL","Pacrgl",6.15757,3.920881,4.483951,38,125,65,4.854134,13.186712,25.340845,9.960218,104,127,81,0,5.854134
"PACS1","Pacs1",13.635122,10.455946,11.203034,210,900,507,11.7647006666667,84.953685,74.379151,74.915321,1336,1597,1048,0,12.7647006666667
"PACS2","Pacs2",37.521415,47.008978,44.319551,1286,6039,3314,42.9499813333333,46.197536,54.747066,58.838689,2389,2781,2004,0,43.9499813333333
"PACSIN1","Pacsin1",114.503031,105.48844,109.753972,1917,8188,4779,109.915147666667,1.886433,4.933829,2.255428,107,241,90,14.1693313333333,7.31180203196827
"PACSIN2","Pacsin2",49.786611,48.31531,49.68808,455,1749,947,49.2633336666667,21.671369,26.103716,27.057068,723,839,535,0,50.2633336666667
"PACSIN3","Pacsin3",38.783726,37.120812,39.147105,210,809,466,38.3505476666667,0.255721,0.328084,1.362447,4,4,6,0,39.3505476666667
"PADI1","Padi1",0,0.010297,0.03664,0,1,2,0.0156456666666667,0,0.032193,0,0,1,0,0,1.01564566666667
"PADI2","Padi2",14.497521,20.36704,16.329296,234,1050,587,17.064619,0.102494,0.194113,0.242429,6,12,9,0,18.064619
"PADI3","Padi3",0.180458,0.035411,0,4,3,0,0.0719563333333333,0,0,0,0,0,0,0,1.07195633333333
"PADI4","Padi4",0,0,0.031013,0,0,1,0.0103376666666667,0.118928,0.228015,0.332205,1,2,2,5.883313,0.146780724146449
"PADI6","Padi6",0,0,0,0,0,0,0,0,0,0,0,0,0,12.1411256666667,0.076096981747657
"PAF1","Paf1",56.751239,49.522887,49.973048,245,890,569,52.0823913333333,112.209732,71.786348,95.747286,383,415,283,5.883313,7.71175033495256
"PAFAH1B1","Pafah1b1",146.153211,145.677041,150.431281,4069,15052,8963,147.420511,219.461208,258.949045,252.079345,8835,10441,7460,0,148.420511
"PAFAH1B2","Pafah1b2",72.375969,65.311272,71.639758,1423,5762,3368,69.7756663333333,55.233847,54.296397,58.874096,2427,2717,1979,0,70.7756663333333
"PAFAH1B3","Pafah1b3",15.504923,18.433709,17.396615,58,226,118,17.111749,168.75458,160.510086,231.189071,1021,1098,947,0,18.111749
"PAFAH2","Pafah2",1.807469,1.945246,1.793197,36,116,63,1.84863733333333,8.960427,16.279933,6.214514,58,63,33,0,2.84863733333333
"PAG1","Pag1",3.152981,4.223204,4.655741,171,890,547,4.010642,8.554491,8.193342,8.591021,711,781,502,41.9470906666667,0.116670114837115
"PAGR1","Pagr1a",198.359039,136.36209,185.571565,317,1375,616,173.430898,5.758517,4.6935,7.056525,290,263,251,35.682465,4.75515748464559
"PAH","Pah",0,0.325064,0.34519,0,6,3,0.223418,8.824969,0.065338,0.04581,1,1,1,19.476002,0.0597488708977466
"PAICS","Paics",62.100043,81.142814,80.141511,677,2519,1513,74.461456,21.032548,22.47103,23.523896,783,859,682,0,75.461456
"PAIP1","Paip1",79.57464,76.714408,88.426801,593,1719,1126,81.5719496666667,123.562236,127.671881,135.387251,1446,1527,1170,0,82.5719496666667
"PAIP2","Paip2",135.907008,139.198542,144.692452,886,3316,1913,139.932667333333,138.942026,159.747948,192.08214,1268,1479,1186,0,140.932667333333
"PAIP2B","Paip2b",22.82734,30.434947,35.114876,534,2047,1309,29.4590543333333,1.77833,1.719325,1.97481,152,159,120,0,30.4590543333333
"PAK1","Pak1",169.960452,150.967109,162.190853,2392,8390,5125,161.039471333333,180.13896,181.85799,203.314747,1513,1768,1573,5.401311,25.313482087237
"PAK1IP1","Pak1ip1",33.61315,23.267948,25.303162,226,665,424,27.3947533333333,15.419398,14.485165,13.601195,265,267,166,15.6510603333333,1.70528199195162
"PAK2","Pak2",12.888822,12.257536,12.692443,502,1719,1018,12.6129336666667,48.395187,50.847767,60.145323,1854,1838,1524,0,13.6129336666667
"PAK3","Pak3",13.399485,12.505356,11.869371,552,2162,1059,12.591404,17.726968,18.061808,18.625544,2194,2423,1661,0,13.591404
"PAK4","Pak4",2.828772,2.445527,2.262246,36,150,87,2.51218166666667,2.892336,7.281944,6.632124,66,112,78,0,3.51218166666667
"PAK6","Pak6",4.483288,4.010476,6.272865,49,236,135,4.92220966666667,4.847402,5.359454,5.619889,123,223,127,0,5.92220966666667
"PALB2","Palb2",0.643522,1.08422,0.608789,8,40,23,0.778843666666667,7.673092,7.463411,10.651099,137,135,115,0,1.77884366666667
"PALD1","Pald1",4.810642,3.463207,4.445355,81,331,179,4.23973466666667,1.201665,1.134039,1.063185,72,76,45,0,5.23973466666667
"PALLD","Palld",3.531447,2.334148,2.598299,62,179,109,2.821298,22.704708,29.793569,36.476508,565,789,795,0,3.821298
"PALM","Palm",60.532823,61.122154,67.420455,412,1937,1129,63.025144,106.505411,132.245074,132.920556,1555,2049,1419,15.258457,3.93795942628504
"PALM3","Palm3",0.935187,1.272128,0.899129,15,74,30,1.03548133333333,17.809156,18.624648,18.978971,504,591,384,0,2.03548133333333
"PALMD","Palmd",2.961859,3.186778,10.460675,46,197,142,5.53643733333333,0.147513,0.16776,0.297022,5,7,7,0,6.53643733333333
"PAM","Pam",69.872632,64.859091,55.816106,556,2097,1115,63.515943,132.837251,121.549843,78.33753,1883,1925,787,0,64.515943
"PAM16","Pam16",57.084624,40.867686,59.912244,56,161,126,52.621518,27.002933,34.271503,40.639352,88,122,90,0,53.621518
"PAMR1","Pamr1",3.393899,2.030778,2.263956,31,114,74,2.56287766666667,0.401653,0.848345,1.080292,10,13,13,0,3.56287766666667
"PAN2","Pan2",5.196133,5.857429,6.470046,157,689,431,5.84120266666667,30.828678,30.5034,40.831348,305,328,293,0,6.84120266666667
"PAN3","Pan3",51.42581,56.332249,76.002442,325,1268,798,61.2535003333333,5.578677,5.514237,6.767099,376,402,322,0,62.2535003333333
"PANK1","Pank1",6.891153,7.082572,6.887155,184,654,388,6.95362666666667,16.259175,12.14041,14.779065,400,373,302,0,7.95362666666667
