"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"ACVR1B","Acvr1b",1.643187,1.566738,1.574481,251,224,172,1.594802,22.71177,19.23276,27.72562,23.2233833333333,0.107119718343777
"ACVR1C","Acvr1c",0.006982,0.003505,0,1,1,0,0.00349566666666667,1.87194,0.4145,0.61176,0.966066666666667,0.510407751517412
"ACVR2A","Acvr2a",2.08354,1.882725,2.207467,282,231,222,2.05791066666667,7.15644,6.13459,6.68561,6.65888,0.399263425809866
"ACVR2B","Acvr2b",0.459848,0.362405,0.568235,35,25,22,0.463496,0.71233,0.63557,0.50251,0.616803333333333,0.905178737467554
"ACVRL1","Acvrl1",10.263452,13.048464,12.868665,312,312,204,12.0601936666667,30.6965,35.06662,9.85363,25.2055833333333,0.498374468545189
"ACY1","Acy1",4.757062,3.849426,5.091179,101,91,77,4.565889,21.70125,22.05135,19.77281,21.1751366666667,0.250996829632467
"ACY3","Acy3",5.171134,6.449468,5.868099,142,172,139,5.829567,3.59479,5.22269,3.60499,4.14082333333333,1.32849673236518
"ACYP1","Acyp1",4.460568,3.563012,4.914606,62,43,48,4.31272866666667,28.46012,29.12547,44.26487,33.9501533333333,0.152008737014602
"ACYP2","Acyp2",19.970122,18.999944,21.835026,397,333,315,20.268364,276.00348,372.55176,479.90019,376.15181,0.0563920507235535
"ADA","Ada",0.18598,0.200169,0.265664,9,6,10,0.217271,7.9516,7.84785,7.82173,7.87372666666667,0.137176977128737
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,1
"ADAD2","Adad2",0,0,0,0,0,0,0,1.87194,1.43693,0.96133,1.4234,0.412643393579269
"ADAL","Adal",2.157559,1.683546,2.011885,130,108,87,1.95099666666667,17.52666,9.11898,13.39307,13.3462366666667,0.205698312054427
"ADAM10","Adam10",3.834291,4.05923,4.559764,563,536,471,4.151095,21.23741,19.75779,11.42672,17.4739733333333,0.278829838446593
"ADAM11","Adam11",1.448247,1.954793,3.153951,139,140,158,2.18566366666667,12.93792,7.79258,39.74225,20.1575833333333,0.150568409277997
"ADAM12","Adam12",0.150907,0.080352,0.115723,10,9,10,0.115660666666667,2.89902,4.17262,1.76972,2.94712,0.282651823776999
"ADAM15","Adam15",17.491003,13.636563,13.20672,547,513,361,14.7780953333333,165.77438,142.67058,170.98561,159.81019,0.0981162657250348
"ADAM17","Adam17",6.123527,7.983441,5.618549,390,395,318,6.57517233333333,12.24216,12.10337,18.09048,14.1453366666667,0.500165331418846
"ADAM18","Adam18",0,0,0,0,0,0,0,0,0,0,0,1
"ADAM19","Adam19",0.972644,0.997124,1.223232,177,164,176,1.06433333333333,2.30265,1.38166,4.47892,2.72107666666667,0.554767750910803
"ADAM1A","Adam1a",0.582717,0.326396,0.400924,75,39,36,0.436679,4.73783,4.17262,2.40332,3.77125666666667,0.301111237640398
"ADAM1B","Adam1b",0.040331,0.049523,0.020539,4,5,2,0.0367976666666667,0.5798,1.1606,0.41512,0.718506666666667,0.603313147849296
"ADAM2","Adam2",0.050539,0.081262,0,2,3,0,0.0439336666666667,0,0,0,0,1.04393366666667
"ADAM20","Adam25",0,0,0,0,0,0,0,0.11596,0,0.08739,0.0677833333333333,0.936519581063574
"ADAM21","Adam21",0.033798,0.012098,0,3,1,0,0.0152986666666667,0.79516,0.1658,0.24033,0.40043,0.724990657631347
"ADAM22","Adam22",0.895829,1.635207,0.492153,144,161,94,1.00772966666667,11.67892,15.08777,11.75444,12.8403766666667,0.145063224435366
"ADAM23","Adam23",0.655264,0.749025,0.282187,39,27,24,0.562158666666667,66.1971,41.50517,40.09182,49.2646966666667,0.0310786450583043
"ADAM24P","Adam24",0,0,0,0,0,0,0,0,0,0,0,1
"ADAM28","Adam28",0.010701,0,0,1,0,0,0.003567,13.13671,4.58712,6.24864,7.99082333333333,0.111621256785159
"ADAM29","Adam29",0,0,0,0,0,0,0,0.19879,0.4145,0.15294,0.25541,0.796552520690452
"ADAM32","Adam32",0.030153,0.737287,0.081133,2,4,1,0.282857666666667,3.56166,2.76333,7.29737,4.54078666666667,0.231529879030414
"ADAM33","Adam33",0.209084,0.129254,0.201373,14,10,3,0.179903666666667,12.52378,18.43139,13.17459,14.70992,0.0751056445014785
"ADAM3A","Adam3",0.013241,0,0,1,0,0,0.00441366666666667,0.34788,1.79616,0.78654,0.97686,0.508085381193745
"ADAM5","Adam5",0,0.017579,0,0,1,0,0.00585966666666667,0,0,0,0,1.00585966666667
"ADAM7","Adam7",0,0,0,0,0,0,0,0.06626,0,0,0.0220866666666667,0.978390612668202
"ADAM8","Adam8",0.319007,0.245131,0.090992,9,2,6,0.218376666666667,15.12461,6.88068,5.57134,9.19221,0.119539988546808
"ADAM9","Adam9",6.528288,6.476178,5.829731,685,639,546,6.27806566666667,14.44541,11.79941,14.33255,13.52579,0.501044395290491
"ADAMDEC1","Adamdec1",0,0,0,0,0,0,0,0,0.0829,0.10924,0.0640466666666667,0.939808404393291
"ADAMTS1","Adamts1",3.856536,3.310445,4.459133,479,383,325,3.87537133333333,13.58399,6.18985,13.98298,11.2522733333333,0.397915652115716
"ADAMTS10","Adamts10",3.951995,3.513514,2.316164,242,203,155,3.26055766666667,7.98474,9.89271,21.2585,13.0453166666667,0.303343653103822
"ADAMTS12","Adamts12",0.095355,0.087801,0.080389,28,24,17,0.0878483333333333,4.53904,1.21586,1.13612,2.29700666666667,0.329950298351434
"ADAMTS13","Adamts13",0,0,0,0,0,0,0,12.95449,16.49706,14.96616,14.8059033333333,0.0632675006869796
"ADAMTS15","Adamts15",0.346914,0.20895,0.849725,71,41,53,0.468529666666667,0.0994,0.35923,0.6336,0.364076666666667,1.07657414172713
"ADAMTS16","Adamts16",0,0,0,0,0,0,0,0.21536,0.11053,0.61176,0.31255,0.761875738067121
"ADAMTS18","Adamts18",0.017685,0,0.012506,2,0,1,0.0100636666666667,1.37496,0.69083,0.65545,0.90708,0.529638854514056
"ADAMTS19","Adamts19",0.032772,0.021315,0.071086,5,3,7,0.0417243333333333,6.75886,4.44896,2.7092,4.63900666666667,0.184735432126935
"ADAMTS2","Adamts2",5.077637,5.422281,10.754545,236,210,191,7.084821,1.65658,2.90149,7.55955,4.03920666666667,1.6043836926712
"ADAMTS20","Adamts20",0.13816,0.044996,0.024598,6,5,2,0.0692513333333333,0,0,0,0,1.06925133333333
"ADAMTS4","Adamts4",0.032952,0.042039,0.036994,5,6,4,0.0373283333333333,13.10358,4.44896,8.8923,8.81494666666667,0.105688636786615
"ADAMTS5","Adamts5",0.864561,0.807712,0.929118,327,282,251,0.867130333333333,0.11596,0.13817,0.19664,0.150256666666667,1.62322930824135
"ADAMTS7","Adamts7",1.76571,1.758245,2.959173,246,217,232,2.16104266666667,1.02708,2.01723,3.40835,2.15088666666667,1.00322321970747
"ADAMTS8","Adamts8",0.043988,0.043234,0.082591,5,5,7,0.0566043333333333,8.99525,9.03608,8.34609,8.79247333333333,0.107899638565946
"ADAMTSL1","Adamtsl1",0.307662,0.16213,0.688565,21,18,24,0.386119,1.27557,0.88426,2.42517,1.52833333333333,0.54823427818062
"ADAMTSL2","Adamtsl2",1.860771,1.723828,1.757645,138,112,78,1.780748,16.7812,10.74934,12.2788,13.26978,0.194869717683104
"ADAMTSL4","Adamtsl4",12.342952,19.690712,26.181047,471,546,397,19.4049036666667,5.01945,6.07932,1.26721,4.12199333333333,3.98378176985783
"ADAP2","Adap2",1.964154,2.02781,1.565743,110,98,63,1.852569,6.97422,6.07932,4.93774,5.99709333333333,0.407679141052856
"ADAR","Adar",1.032564,2.061203,1.430071,180,240,129,1.507946,103.02297,85.91184,100.5682,96.5010033333333,0.025722258379495
"ADARB1","Adarb1",1.986814,1.694822,1.838799,320,262,242,1.840145,17.26161,16.7734,16.05858,16.6978633333333,0.160479541880668
"ADARB2","Adarb2",0.032479,0.008418,0.020347,5,1,2,0.0204146666666667,27.97971,22.38295,18.57114,22.9779333333333,0.0425564060288766
"ADAT1","Adat1",0.410222,0.293219,0.331024,40,28,19,0.344821666666667,23.15905,21.52632,29.91046,24.8652766666667,0.0519933223215732
"ADAT2","Adat2",0.40984,0.616578,0.282704,18,26,9,0.436374,5.16854,2.54226,5.11253,4.27444333333333,0.272327127096509
"ADAT3","Adat3",0.004299,0.178723,0.697465,0,1,4,0.293495666666667,1.42466,1.4922,2.42517,1.78067666666667,0.465172985472361
"ADCK1","Adck1",3.591062,4.04341,4.426302,262,263,222,4.020258,13.93187,9.28478,12.82501,12.0138866666667,0.385761619767192
"ADCK2","Adck2",4.046497,2.37639,3.740476,83,71,60,3.38778766666667,22.14853,18.37613,17.87199,19.46555,0.214398717193853
"ADCK5","Adck5",3.210799,3.725496,7.095499,38,14,23,4.67726466666667,11.61265,9.42295,24.90718,15.31426,0.347994004427211
"ADCY1","Adcy1",0.192263,0.213369,0.268574,61,70,68,0.224735333333333,10.00577,13.98244,27.22311,17.07044,0.067775623246215
"ADCY10","Adcy10",0,0,0,0,0,0,0,0.69577,0.85663,0.15294,0.568446666666667,0.63757348034361
"ADCY2","Adcy2",0.022696,0.007908,0.010522,3,1,1,0.0137086666666667,383.03539,425.58001,759.84379,522.81973,0.0019352242930343
"ADCY3","Adcy3",0.293902,0.612807,1.179294,44,40,38,0.695334333333333,177.73491,174.06197,95.73971,149.178863333333,0.0112887679111701
"ADCY4","Adcy4",5.619367,2.216158,6.120689,241,182,133,4.65207133333333,22.76147,22.43822,10.77126,18.6569833333333,0.287535032079354
"ADCY5","Adcy5",3.629472,4.997427,4.835043,794,805,733,4.487314,207.80191,157.17805,57.5487,140.842886666667,0.0386858596081401
"ADCY6","Adcy6",42.177247,44.540191,44.412709,2510,2141,1745,43.710049,20.06123,18.87352,16.69218,18.54231,2.28785895833195
"ADCY7","Adcy7",0.762151,0.984523,1.04764,158,167,145,0.931438,5.99683,2.92913,4.39153,4.43916333333333,0.355098363780214
"ADCY8","Adcy8",0.034799,0.022239,0.050475,7,5,8,0.0358376666666667,4.43965,7.40572,7.90912,6.58483,0.136567024793788
"ADCY9","Adcy9",1.941075,2.046833,2.11259,299,297,234,2.03349933333333,20.22689,17.07736,12.89056,16.7316033333333,0.171078682300021
"ADCYAP1","Adcyap1",0.010071,0.011162,0,1,1,0,0.00707766666666667,1.14304,0.3316,17.7846,6.41974666666667,0.135729386987157
"ADCYAP1R1","Adcyap1r1",0.525403,0.411459,0.470668,73,52,66,0.469176666666667,66.46216,77.81529,45.79425,63.3572333333333,0.0228284621723432
"ADD1","Add1",32.191182,27.263398,33.976366,1379,1239,1129,31.1436486666667,391.05325,307.58594,317.56655,338.735246666667,0.0946138176184133
"ADD2","Add2",0,0.028096,0,0,3,0,0.00936533333333333,36.34546,28.71097,40.61618,35.2242033333333,0.027864390116332
"ADD3","Add3",3.509416,3.791738,5.627488,428,425,481,4.30954733333333,712.86129,964.3459,1067.11974,914.775643333333,0.00579786913092283
"ADGB","Adgb",0,0.009494,0,0,1,0,0.00316466666666667,0.6295,4.08972,0.17479,1.63133666666667,0.381237672615059
"ADH1C","Adh1",3.602286,4.212609,3.050104,121,155,79,3.62166633333333,0,0.52503,0,0.17501,3.93329957475539
"ADH4","Adh4",0,0,0,0,0,0,0,0,2.84623,0,0.948743333333333,0.513151210267129
"ADH5","Adh5",19.374188,19.222126,20.917073,642,595,542,19.8377956666667,54.15374,57.9746,40.70358,50.9439733333333,0.40115906291856
"ADH7","Adh7",0,0.009756,0,0,1,0,0.003252,0,0,0.15294,0.05098,0.95458714723401
"ADHFE1","Adhfe1",20.56178,19.765402,22.436356,756,683,636,20.9211793333333,47.12982,58.11277,40.41955,48.5540466666667,0.442369106216284
"ADI1","Adi1",8.596913,7.931342,9.993263,376,326,304,8.840506,40.93419,61.76036,32.96924,45.2212633333333,0.21289997915101
"ADIG","Adig",0.989263,0.482094,0.789899,6,6,6,0.753752,0,0.71847,0,0.23949,1.41489806291297
"ADIPOQ","Adipoq",0,0,0,0,0,0,0,0.0497,0.19343,0.39327,0.212133333333333,0.824991750082499
"ADIPOR1","Adipor1",17.126528,17.444057,21.129887,1728,1672,1523,18.566824,61.45927,54.35464,35.6566,50.49017,0.380010864209615
"ADIPOR2","Adipor2",9.071265,9.062463,8.191764,1131,1069,807,8.775164,51.86765,70.68591,48.00094,56.8515,0.168969931635308
"ADK","Adk",62.210757,61.599612,60.846303,1418,1398,1186,61.552224,221.89945,181.68876,200.21877,201.268993333333,0.309252658893278
"ADM","Adm",1.134292,1.079498,1.560128,48,43,47,1.25797266666667,10.86719,10.72171,25.93406,15.8409866666667,0.134076031966456
"ADM2","Adm2",0,0,0,0,0,0,0,0.79516,0.02763,0.15294,0.325243333333333,0.754578404469116
"ADNP","Adnp",4.005819,1.101688,4.722203,452,160,511,3.27657,15.10805,15.83386,11.44856,14.1301566666667,0.282652063307562
"ADNP2","Adnp2",0.791197,0.79307,0.756465,134,125,92,0.780244,5.4336,5.00162,4.56632,5.00051333333333,0.296681950544231
"ADO","Ado",1.678069,1.523811,1.935385,243,223,192,1.71242166666667,11.09911,9.47821,10.00657,10.19463,0.242296678556296
"ADORA1","Adora1",1.392146,1.401724,1.386664,195,182,136,1.39351133333333,49.36621,50.12675,42.29851,47.2638233333333,0.0495922446260128
"ADORA2A","Adora2a",1.01888,0.647156,1.04314,79,55,52,0.903058666666667,203.99177,184.70078,12.40989,133.700813333333,0.0141280413946523
"ADORA2B","Adora2b",0.205096,0.144701,0.047784,12,8,2,0.132527,6.60977,8.31761,8.12761,7.68499666666667,0.130400395471271
"ADORA3","Adora3",0.146761,0.101757,0,10,7,0,0.0828393333333333,26.62131,8.37288,7.40661,14.1336,0.0715519990837166
"ADPGK","Adpgk",1.370062,1.219185,1.290069,129,98,82,1.29310533333333,20.37598,17.40896,15.40312,17.7293533333333,0.122433769736844
"ADPRH","Adprh",4.191641,4.524641,6.078211,294,318,251,4.93149766666667,2.18669,1.46456,0.78654,1.47926333333333,2.39244358875419
"ADPRHL1","Adprhl1",113.3242,117.012873,131.532246,3375,3311,2616,120.623106333333,5.01945,3.15019,9.46036,5.87666666666667,17.6863460494426
"ADPRM","Adprm",2.180623,1.886939,1.987255,52,49,42,2.01827233333333,3.4457,4.36606,5.94277,4.58484333333333,0.540439928783439
"ADRA1A","Adra1a",2.630093,2.557066,2.824351,318,283,233,2.67050333333333,2.91559,2.73569,3.80162,3.15096666666667,0.884252664038095
"ADRA1B","Adra1b",2.819165,3.335781,4.638066,195,225,215,3.59767066666667,2.36892,4.86346,25.2786,10.8369933333333,0.388415414049401
"ADRA1D","Adra1d",0.415472,0.217951,0.403145,22,13,14,0.345522666666667,1.59032,1.2435,1.59493,1.47625,0.543371092041057
"ADRA2A","Adra2a",0,0,0.013903,0,0,1,0.00463433333333333,0.31475,0.55267,2.99323,1.28688333333333,0.439302835737139
"ADRA2B","Adra2b",0.143281,0.201472,0.143975,19,25,14,0.162909333333333,2.48488,2.43173,0.28403,1.73354666666667,0.425421430522496
"ADRA2C","Adra2c",0.011994,0.009714,0.018659,1,1,1,0.0134556666666667,32.204,49.60172,11.12084,30.97552,0.0316947360564165
"ADRB1","Adrb1",1.682,1.304721,1.874136,129,107,92,1.62028566666667,15.02522,12.21391,12.65023,13.2964533333333,0.183282217314504
"ADRB2","Adrb2",0.336973,0.446102,0.4547,23,29,22,0.412591666666667,2.26952,2.59753,2.88399,2.58368,0.394173493913147
"ADRB3","Adrb3",0,0,0,0,0,0,0,0.03313,0,0.39327,0.142133333333333,0.875554517861312
"ADRM1","Adrm1",9.788334,11.344429,10.819192,435,489,340,10.6506516666667,68.40036,82.12608,67.53342,72.68662,0.158110816681056
"ADSL","Adsl",17.577968,18.244413,29.911449,497,484,429,21.9112766666667,33.62866,22.96325,25.12566,27.23919,0.811329102097711
"ADTRP","Adtrp",0,0,0.018725,0,0,1,0.00624166666666667,0.19879,0.4974,7.01334,2.56984333333333,0.281872780598215
"AEBP1","Aebp1",0.945633,1.197206,1.314839,102,124,101,1.15255933333333,39.74145,63.25256,59.73354,54.2425166666667,0.0389656276219615
"AEBP2","Aebp2",4.75779,5.165889,5.21732,412,356,293,5.04699966666667,13.08701,11.27437,9.87548,11.4122866666667,0.487178537610314
"AEN","Aen",5.519668,8.785421,5.671815,341,338,287,6.658968,5.20167,4.36606,4.65371,4.74048,1.3342034115614
"AFAP1","Afap1",0.86018,0.868016,0.847143,193,177,131,0.858446333333333,8.08413,6.41092,7.38476,7.29327,0.224090899407994
"AFAP1L1","Afap1l1",8.993824,10.56605,12.000635,963,1089,925,10.5201696666667,1.20931,1.4093,1.42015,1.34625333333333,4.91002804471242
"AFAP1L2","Afap1l2",0.370028,7.860124,0.502201,28,21,31,2.91078433333333,29.65286,33.68496,34.03981,32.45921,0.116882147944716
"AFF1","Aff1",2.681622,3.35987,2.765811,721,815,563,2.93576766666667,9.92294,13.15344,9.19818,10.7581866666667,0.334725734353596
"AFF2","Aff2",0.161999,0.238581,0.285391,22,23,22,0.228657,0.69577,0.13817,1.20166,0.678533333333333,0.731982484708873
"AFF3","Aff3",0.216612,0.290432,0.601181,31,18,29,0.369408333333333,30.05044,8.31761,24.95088,21.10631,0.0619464909943511
"AFF4","Aff4",6.705717,9.797168,9.144238,1109,1019,825,8.549041,10.7181,11.49544,7.66879,9.96077666666667,0.871201128387191
"AFG3L1P","Afg3l1",10.752069,12.589508,12.126539,637,582,448,11.8227053333333,28.808,28.68334,40.17921,32.55685,0.382118861971053
"AFG3L2","Afg3l2",15.807157,16.260396,18.266282,1587,1548,1307,16.777945,26.62131,26.74901,23.44334,25.6045533333333,0.668229410855235
"AFM","Afm",0,0,0,0,0,0,0,0,0.1658,0,0.0552666666666667,0.947627771811233
"AFMID","Afmid",2.328152,1.459359,2.657288,44,47,70,2.14826633333333,56.96993,31.08743,63.6007,50.5526866666667,0.0610689090500683
"AFP","Afp",0,0,0,0,0,0,0,0,0,0,0,1
"AFTPH","Aftph",7.081797,12.376435,15.303899,287,262,238,11.587377,18.0899,19.37092,20.36271,19.27451,0.62084740888929
"AGA","Aga",5.352414,5.17925,4.934863,184,164,121,5.155509,12.82196,10.69408,5.04698,9.52100666666667,0.585068444020883
"AGAP1","Agap1",2.073684,1.419399,3.874732,375,363,338,2.45593833333333,103.38742,100.22587,173.54187,125.718386666667,0.0272725878559691
"AGAP2","Agap2",0.665789,0.579094,0.570504,111,96,61,0.605129,270.85151,234.8828,158.33538,221.356563333333,0.0072187165332006
"AGAP3","Agap3",9.954547,10.386673,13.9235,375,390,357,11.4215733333333,406.72454,312.31123,563.25185,427.429206666667,0.0289932925674644
"AGBL1","Agbl1",0,0,0,0,0,0,0,0.82829,0.44213,0,0.423473333333333,0.702507013361683
"AGBL2","Agbl2",0.165458,0.167526,0.351941,17,18,26,0.228308333333333,4.7047,10.97041,0.74285,5.47265333333333,0.189768904663518
"AGBL3","Agbl3",0.654392,0.716721,0.630883,20,19,12,0.667332,7.48776,3.20546,5.37471,5.35597666666667,0.262325066223759
"AGBL4","Agbl4",0.025489,0.016581,0.014998,1,2,1,0.0190226666666667,15.70442,8.62158,27.57269,17.2995633333333,0.0556856274712566
"AGBL5","Agbl5",2.224947,1.104964,1.738581,62,57,46,1.68949733333333,16.18483,16.16546,11.6889,14.67973,0.171527018216087
"AGER","Ager",0.052784,0.027628,0.064419,2,1,2,0.048277,15.77068,17.0221,15.38128,16.05802,0.061453615366848
"AGFG1","Agfg1",3.540575,3.514986,3.351675,419,347,307,3.46907866666667,27.66496,23.07378,22.72234,24.4870266666667,0.17534719624677
"AGFG2","Agfg2",4.673192,2.83832,3.72223,139,135,105,3.74458066666667,73.41981,69.80164,47.06146,63.4276366666667,0.0736420100463098
"AGGF1","Aggf1",3.425334,3.247734,3.761283,339,314,266,3.478117,8.15039,10.74934,7.90912,8.93628333333333,0.450683303783943
"AGK","Agk",2.865614,3.739082,2.681184,166,177,124,3.09529333333333,24.13643,23.84751,16.88882,21.6242533333333,0.181013413923347
"AGMAT","Agmat",0.022875,0.02341,0.032297,1,1,1,0.026194,0.71233,1.21586,4.1075,2.01189666666667,0.340713548162896
"AGMO","Agmo",0.357215,0.767321,0.674531,20,37,32,0.599689,1.4081,4.08972,0.69915,2.06565666666667,0.521809574240212
"AGPAT1","Agpat1",8.23788,8.619559,10.237148,483,464,415,9.031529,93.87862,89.42127,78.17359,87.1578266666667,0.113790566071124
"AGPAT2","Agpat2",8.542765,12.32072,12.217661,328,385,300,11.0270486666667,10.43648,13.5403,21.23665,15.0711433333333,0.748362976871797
"AGPAT3","Agpat3",24.202517,26.167632,30.609273,1730,1536,1454,26.9931406666667,106.60119,187.57464,149.55232,147.909383333333,0.187987754969101
"AGPAT4","Agpat4",0.70654,1.063511,0.581021,27,30,11,0.783690666666667,59.18975,25.47788,61.96207,48.8765666666667,0.0357620980326767
"AGPAT5","Agpat5",2.533983,2.36824,3.02195,251,211,201,2.641391,18.50404,21.80265,12.38804,17.56491,0.196143746455006
"AGPS","Agps",5.124815,8.188188,5.704992,477,370,345,6.33933166666667,6.51038,4.97399,3.93271,5.13902666666667,1.19552040822975
"AGR2","Agr2",0,0,0,0,0,0,0,0.14909,1.63036,0.721,0.833483333333333,0.545409921006463
"AGR3","Agr3",0,0,0,0,0,0,0,0.18222,0.69083,0,0.291016666666667,0.774583338712384
"AGRN","Agrn",3.485278,4.106718,3.386972,635,694,461,3.659656,72.50869,92.82016,133.79962,99.70949,0.0462682911014642
"AGRP","Agrp",0.192643,0,0,3,0,0,0.0642143333333333,0,0,0.96133,0.320443333333333,0.805952293800315
"AGT","Agt",0.408957,0.54006,0.29989,25,31,13,0.416302333333333,180.55111,240.93449,180.22748,200.571026666667,0.00702631899412528
"AGTPBP1","Agtpbp1",65.985952,65.145863,76.770548,1543,1466,1272,69.3007876666667,10.86719,8.48341,13.32753,10.89271,5.91125047753344
"AGTR1","Agtr1a",5.554707,6.990647,9.692853,278,349,307,7.41273566666667,0.38101,0.19343,0,0.19148,7.0607443403722
"AGTR2","Agtr2",0,0,0,0,0,0,0,0,0,0,0,1
"AGTRAP","Agtrap",3.077301,3.457934,5.537089,414,426,413,4.024108,22.67864,28.37937,17.63166,22.8965566666667,0.210244014235245
"AGXT","Agxt",0,0,0,0,0,0,0,0.03313,0.63557,0.52436,0.397686666666667,0.715467939881614
"AGXT2","Agxt2",0,0,0,0,0,0,0,0,0,0,0,1
"AHCTF1","Ahctf1",6.457754,3.851208,7.223785,466,453,350,5.844249,18.30525,17.40896,4.8285,13.5142366666667,0.471554182089264
"AHCY","Ahcy",7.873346,4.266989,1.713061,167,158,102,4.61779866666667,57.23498,45.48436,28.97098,43.8967733333333,0.125127002445313
"AHCYL1","Ahcyl1",11.520455,10.568084,12.086429,912,860,754,11.391656,271.5804,280.58823,233.64683,261.938486666667,0.0471275854557922
"AHCYL2","Ahcyl2",6.262554,7.070485,9.688578,240,218,196,7.67387233333333,52.03331,64.21972,61.72174,59.3249233333333,0.143785882418859
"AHDC1","Ahdc1",3.298712,3.661851,4.385266,324,333,301,3.781943,23.82168,20.61442,26.17439,23.53683,0.194888378001559
"AHI1","Ahi1",0.160334,0.197916,0.327341,21,21,21,0.228530333333333,36.77617,32.63489,97.66236,55.69114,0.0216705879143255
"AHR","Ahr",0.462368,0.540403,0.671327,85,67,57,0.558032666666667,3.61135,3.03966,4.63186,3.76095666666667,0.327252015876361
"AHRR","Ahrr",0.849294,1.165159,0.615514,42,31,30,0.876655666666667,1.17617,0.96716,5.74613,2.62982,0.517010669032257
"AHSA1","Ahsa1",22.179646,21.286451,22.36165,705,664,536,21.9425823333333,305.65634,218.77261,250.27347,258.23414,0.0885013923449023
"AHSG","Ahsg",0.158028,1.176286,0.372705,7,24,12,0.569006333333333,0.14909,0.63557,0.43697,0.40721,1.11497667962375
"AICDA","Aicda",0,0,0,0,0,0,0,0.06626,0.05527,0.13109,0.0842066666666667,0.922333380474817
"AIDA","Aida",9.383347,9.436411,8.189992,332,358,250,9.00325,34.07594,27.85434,25.93406,29.2881133333333,0.330269828625839
"AIF1","Aif1",0.790386,1.677311,1.285483,12,15,13,1.25106,37.42224,25.20154,10.39984,24.3412066666667,0.0888300241424968
