"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"ADAMTS8","Adamts8",0.043988,0.043234,0.082591,5,5,7,0.0566043333333333,0.35422,0.35422,0.780230932443276
"ADAMTSL1","Adamtsl1",0.307662,0.16213,0.688565,21,18,24,0.386119,1.82171,1.82171,0.491233684538808
"ADAMTSL2","Adamtsl2",1.860771,1.723828,1.757645,138,112,78,1.780748,0.0506,0.0506,2.64681896059395
"ADAMTSL4","Adamtsl4",12.342952,19.690712,26.181047,471,546,397,19.4049036666667,11.84113,11.84113,1.58902710794663
"ADAP2","Adap2",1.964154,2.02781,1.565743,110,98,63,1.852569,3.88379,3.88379,0.58408920121463
"ADAR","Adar",1.032564,2.061203,1.430071,180,240,129,1.507946,42.98734,42.98734,0.0570151775488129
"ADARB1","Adarb1",1.986814,1.694822,1.838799,320,262,242,1.840145,10.68991,10.68991,0.242956960318771
"ADARB2","Adarb2",0.032479,0.008418,0.020347,5,1,2,0.0204146666666667,0.10121,0.10121,0.926630403525819
"ADAT1","Adat1",0.410222,0.293219,0.331024,40,28,19,0.344821666666667,23.21418,23.21418,0.0555386003848434
"ADAT2","Adat2",0.40984,0.616578,0.282704,18,26,9,0.436374,4.28861,4.28861,0.271597640968043
"ADAT3","Adat3",0.004299,0.178723,0.697465,0,1,4,0.293495666666667,0,0,1.29349566666667
"ADCK1","Adck1",3.591062,4.04341,4.426302,262,263,222,4.020258,9.7917,9.7917,0.465196215610145
"ADCK2","Adck2",4.046497,2.37639,3.740476,83,71,60,3.38778766666667,7.2742,7.2742,0.530297511139043
"ADCK5","Adck5",3.210799,3.725496,7.095499,38,14,23,4.67726466666667,0.24036,0.24036,4.57711040880605
"ADCY1","Adcy1",0.192263,0.213369,0.268574,61,70,68,0.224735333333333,1.29038,1.29038,0.534730190332318
"ADCY10","Adcy10",0,0,0,0,0,0,0,0.50603,0.50603,0.663997397130203
"ADCY2","Adcy2",0.022696,0.007908,0.010522,3,1,1,0.0137086666666667,0.13916,0.13916,0.889873825157719
"ADCY3","Adcy3",0.293902,0.612807,1.179294,44,40,38,0.695334333333333,11.71462,11.71462,0.133337396896906
"ADCY4","Adcy4",5.619367,2.216158,6.120689,241,182,133,4.65207133333333,34.05589,34.05589,0.161230290639699
"ADCY5","Adcy5",3.629472,4.997427,4.835043,794,805,733,4.487314,55.96704,55.96704,0.0963243658087203
"ADCY6","Adcy6",42.177247,44.540191,44.412709,2510,2141,1745,43.710049,57.8267,57.8267,0.760029867390148
"ADCY7","Adcy7",0.762151,0.984523,1.04764,158,167,145,0.931438,0.27832,0.27832,1.51091901871206
"ADCY8","Adcy8",0.034799,0.022239,0.050475,7,5,8,0.0358376666666667,0,0,1.03583766666667
"ADCY9","Adcy9",1.941075,2.046833,2.11259,299,297,234,2.03349933333333,12.91644,12.91644,0.21797955032561
"ADCYAP1","Adcyap1",0.010071,0.011162,0,1,1,0,0.00707766666666667,0.36687,0.36687,0.736776479596938
"ADCYAP1R1","Adcyap1r1",0.525403,0.411459,0.470668,73,52,66,0.469176666666667,5.16152,5.16152,0.238443868828904
"ADD1","Add1",32.191182,27.263398,33.976366,1379,1239,1129,31.1436486666667,128.91142,128.91142,0.247427429141077
"ADD2","Add2",0,0.028096,0,0,3,0,0.00936533333333333,1.17652,1.17652,0.463751922028437
"ADD3","Add3",3.509416,3.791738,5.627488,428,425,481,4.30954733333333,173.44216,173.44216,0.0304372941342468
"ADGB","Adgb",0,0.009494,0,0,1,0,0.00316466666666667,0,0,1.00316466666667
"ADH1C","Adh1",3.602286,4.212609,3.050104,121,155,79,3.62166633333333,12.208,12.208,0.3499141681809
"ADH4","Adh4",0,0,0,0,0,0,0,0.16446,0.16446,0.858767153873899
"ADH5","Adh5",19.374188,19.222126,20.917073,642,595,542,19.8377956666667,226.60073,226.60073,0.0915541688581872
"ADH7","Adh7",0,0.009756,0,0,1,0,0.003252,0,0,1.003252
"ADHFE1","Adhfe1",20.56178,19.765402,22.436356,756,683,636,20.9211793333333,136.10972,136.10972,0.159880563780112
"ADI1","Adi1",8.596913,7.931342,9.993263,376,326,304,8.840506,300.50657,300.50657,0.0326377829842978
"ADIG","Adig",0.989263,0.482094,0.789899,6,6,6,0.753752,0,0,1.753752
"ADIPOQ","Adipoq",0,0,0,0,0,0,0,0.80965,0.80965,0.55259304285359
"ADIPOR1","Adipor1",17.126528,17.444057,21.129887,1728,1672,1523,18.566824,121.2071,121.2071,0.160112006585542
"ADIPOR2","Adipor2",9.071265,9.062463,8.191764,1131,1069,807,8.775164,53.12061,53.12061,0.18061814159153
"ADK","Adk",62.210757,61.599612,60.846303,1418,1398,1186,61.552224,79.81376,79.81376,0.77402937321565
"ADM","Adm",1.134292,1.079498,1.560128,48,43,47,1.25797266666667,6.5531,6.5531,0.298946481135781
"ADM2","Adm2",0,0,0,0,0,0,0,0,0,1
"ADNP","Adnp",4.005819,1.101688,4.722203,452,160,511,3.27657,34.11915,34.11915,0.121773163644336
"ADNP2","Adnp2",0.791197,0.79307,0.756465,134,125,92,0.780244,6.79347,6.79347,0.228427645195272
"ADO","Ado",1.678069,1.523811,1.935385,243,223,192,1.71242166666667,30.9691,30.9691,0.0848451056384655
"ADORA1","Adora1",1.392146,1.401724,1.386664,195,182,136,1.39351133333333,4.0609,4.0609,0.472941835114966
"ADORA2A","Adora2a",1.01888,0.647156,1.04314,79,55,52,0.903058666666667,1.79641,1.79641,0.680536354349565
"ADORA2B","Adora2b",0.205096,0.144701,0.047784,12,8,2,0.132527,0.91086,0.91086,0.592679212501177
"ADORA3","Adora3",0.146761,0.101757,0,10,7,0,0.0828393333333333,8.70373,8.70373,0.111590010576689
"ADPGK","Adpgk",1.370062,1.219185,1.290069,129,98,82,1.29310533333333,21.91115,21.91115,0.100086871821508
"ADPRH","Adprh",4.191641,4.524641,6.078211,294,318,251,4.93149766666667,15.21889,15.21889,0.365715389072043
"ADPRHL1","Adprhl1",113.3242,117.012873,131.532246,3375,3311,2616,120.623106333333,185.67546,185.67546,0.651521664033041
"ADPRM","Adprm",2.180623,1.886939,1.987255,52,49,42,2.01827233333333,7.91939,7.91939,0.338394479144127
"ADRA1A","Adra1a",2.630093,2.557066,2.824351,318,283,233,2.67050333333333,11.61341,11.61341,0.291000081130585
"ADRA1B","Adra1b",2.819165,3.335781,4.638066,195,225,215,3.59767066666667,1.15122,1.15122,2.137238714156
"ADRA1D","Adra1d",0.415472,0.217951,0.403145,22,13,14,0.345522666666667,0.03795,0.03795,1.296327054932
"ADRA2A","Adra2a",0,0,0.013903,0,0,1,0.00463433333333333,0.32892,0.32892,0.755978037303474
"ADRA2B","Adra2b",0.143281,0.201472,0.143975,19,25,14,0.162909333333333,3.99765,3.99765,0.232691231545493
"ADRA2C","Adra2c",0.011994,0.009714,0.018659,1,1,1,0.0134556666666667,0.25302,0.25302,0.808810447292674
"ADRB1","Adrb1",1.682,1.304721,1.874136,129,107,92,1.62028566666667,20.94969,20.94969,0.119376887175476
"ADRB2","Adrb2",0.336973,0.446102,0.4547,23,29,22,0.412591666666667,4.92115,4.92115,0.238567113933386
"ADRB3","Adrb3",0,0,0,0,0,0,0,0.0253,0.0253,0.975324295328197
"ADRM1","Adrm1",9.788334,11.344429,10.819192,435,489,340,10.6506516666667,6.62901,6.62901,1.52715118562784
"ADSL","Adsl",17.577968,18.244413,29.911449,497,484,429,21.9112766666667,61.87495,61.87495,0.36439435206973
"ADTRP","Adtrp",0,0,0.018725,0,0,1,0.00624166666666667,0.32892,0.32892,0.757187540759915
"AEBP1","Aebp1",0.945633,1.197206,1.314839,102,124,101,1.15255933333333,5.7308,5.7308,0.319807353261623
"AEBP2","Aebp2",4.75779,5.165889,5.21732,412,356,293,5.04699966666667,24.13768,24.13768,0.24055520106337
"AEN","Aen",5.519668,8.785421,5.671815,341,338,287,6.658968,2.06208,2.06208,2.50123053610618
"AFAP1","Afap1",0.86018,0.868016,0.847143,193,177,131,0.858446333333333,2.26449,2.26449,0.569291476871834
"AFAP1L1","Afap1l1",8.993824,10.56605,12.000635,963,1089,925,10.5201696666667,41.81082,41.81082,0.269094814504059
"AFAP1L2","Afap1l2",0.370028,7.860124,0.502201,28,21,31,2.91078433333333,4.8579,4.8579,0.667608585556826
"AFF1","Aff1",2.681622,3.35987,2.765811,721,815,563,2.93576766666667,90.81993,90.81993,0.0428639802564287
"AFF2","Aff2",0.161999,0.238581,0.285391,22,23,22,0.228657,0.18976,0.18976,1.03269314819796
"AFF3","Aff3",0.216612,0.290432,0.601181,31,18,29,0.369408333333333,2.391,2.391,0.403836134866804
"AFF4","Aff4",6.705717,9.797168,9.144238,1109,1019,825,8.549041,19.40629,19.40629,0.46794596175983
"AFG3L1P","Afg3l1",10.752069,12.589508,12.126539,637,582,448,11.8227053333333,12.76463,12.76463,0.931569198251848
"AFG3L2","Afg3l2",15.807157,16.260396,18.266282,1587,1548,1307,16.777945,129.68312,129.68312,0.136038571775758
"AFM","Afm",0,0,0,0,0,0,0,0,0,1
"AFMID","Afmid",2.328152,1.459359,2.657288,44,47,70,2.14826633333333,26.0606,26.0606,0.116341335126839
"AFP","Afp",0,0,0,0,0,0,0,0,0,1
"AFTPH","Aftph",7.081797,12.376435,15.303899,287,262,238,11.587377,16.06649,16.06649,0.737549255880969
"AGA","Aga",5.352414,5.17925,4.934863,184,164,121,5.155509,13.28332,13.28332,0.430957858537091
"AGAP1","Agap1",2.073684,1.419399,3.874732,375,363,338,2.45593833333333,5.25007,5.25007,0.552943940361201
"AGAP2","Agap2",0.665789,0.579094,0.570504,111,96,61,0.605129,12.42306,12.42306,0.119579961648089
"AGAP3","Agap3",9.954547,10.386673,13.9235,375,390,357,11.4215733333333,8.36216,8.36216,1.32678498694034
"AGBL1","Agbl1",0,0,0,0,0,0,0,0,0,1
"AGBL2","Agbl2",0.165458,0.167526,0.351941,17,18,26,0.228308333333333,0.21506,0.21506,1.01090343961066
"AGBL3","Agbl3",0.654392,0.716721,0.630883,20,19,12,0.667332,2.77052,2.77052,0.442202136575327
"AGBL4","Agbl4",0.025489,0.016581,0.014998,1,2,1,0.0190226666666667,0.17711,0.17711,0.865698759390938
"AGBL5","Agbl5",2.224947,1.104964,1.738581,62,57,46,1.68949733333333,10.13327,10.13327,0.24157299098408
"AGER","Ager",0.052784,0.027628,0.064419,2,1,2,0.048277,2.50485,2.50485,0.299093256487439
"AGFG1","Agfg1",3.540575,3.514986,3.351675,419,347,307,3.46907866666667,53.28507,53.28507,0.0823261104142754
"AGFG2","Agfg2",4.673192,2.83832,3.72223,139,135,105,3.74458066666667,5.80671,5.80671,0.69704463193917
"AGGF1","Aggf1",3.425334,3.247734,3.761283,339,314,266,3.478117,22.46778,22.46778,0.190819796333526
"AGK","Agk",2.865614,3.739082,2.681184,166,177,124,3.09529333333333,47.02294,47.02294,0.0852778554027166
"AGMAT","Agmat",0.022875,0.02341,0.032297,1,1,1,0.026194,0.10121,0.10121,0.931878569936706
"AGMO","Agmo",0.357215,0.767321,0.674531,20,37,32,0.599689,0.60724,0.60724,0.995301883975013
"AGPAT1","Agpat1",8.23788,8.619559,10.237148,483,464,415,9.031529,36.49749,36.49749,0.267525346363183
"AGPAT2","Agpat2",8.542765,12.32072,12.217661,328,385,300,11.0270486666667,6.46455,6.46455,1.61122219915021
"AGPAT3","Agpat3",24.202517,26.167632,30.609273,1730,1536,1454,26.9931406666667,23.619,23.619,1.13705433472792
"AGPAT4","Agpat4",0.70654,1.063511,0.581021,27,30,11,0.783690666666667,1.80906,1.80906,0.634977774296977
"AGPAT5","Agpat5",2.533983,2.36824,3.02195,251,211,201,2.641391,5.40188,5.40188,0.568800258674015
"AGPS","Agps",5.124815,8.188188,5.704992,477,370,345,6.33933166666667,13.37187,13.37187,0.510673396479836
"AGR2","Agr2",0,0,0,0,0,0,0,0,0,1
"AGR3","Agr3",0,0,0,0,0,0,0,0.37952,0.37952,0.724889816747854
"AGRN","Agrn",3.485278,4.106718,3.386972,635,694,461,3.659656,1.27773,1.27773,2.04574554490655
"AGRP","Agrp",0.192643,0,0,3,0,0,0.0642143333333333,0,0,1.06421433333333
"AGT","Agt",0.408957,0.54006,0.29989,25,31,13,0.416302333333333,61.35627,61.35627,0.0227130701264417
"AGTPBP1","Agtpbp1",65.985952,65.145863,76.770548,1543,1466,1272,69.3007876666667,30.1468,30.1468,2.25707898296668
"AGTR1","Agtr1a",5.554707,6.990647,9.692853,278,349,307,7.41273566666667,8.62783,8.62783,0.873793540877505
"AGTR2","Agtr2",0,0,0,0,0,0,0,0.45543,0.45543,0.68708216815649
"AGTRAP","Agtrap",3.077301,3.457934,5.537089,414,426,413,4.024108,3.188,3.188,1.19964374403056
"AGXT","Agxt",0,0,0,0,0,0,0,0,0,1
"AGXT2","Agxt2",0,0,0,0,0,0,0,0,0,1
"AHCTF1","Ahctf1",6.457754,3.851208,7.223785,466,453,350,5.844249,17.74904,17.74904,0.36504530365288
"AHCY","Ahcy",7.873346,4.266989,1.713061,167,158,102,4.61779866666667,49.11032,49.11032,0.112108616881047
"AHCYL1","Ahcyl1",11.520455,10.568084,12.086429,912,860,754,11.391656,76.15768,76.15768,0.160601718454987
"AHCYL2","Ahcyl2",6.262554,7.070485,9.688578,240,218,196,7.67387233333333,9.34892,9.34892,0.838142756281171
"AHDC1","Ahdc1",3.298712,3.661851,4.385266,324,333,301,3.781943,4.69344,4.69344,0.839903994772932
"AHI1","Ahi1",0.160334,0.197916,0.327341,21,21,21,0.228530333333333,17.36952,17.36952,0.0668787389835626
"AHR","Ahr",0.462368,0.540403,0.671327,85,67,57,0.558032666666667,20.73462,20.73462,0.0716843757409454
"AHRR","Ahrr",0.849294,1.165159,0.615514,42,31,30,0.876655666666667,0.60724,0.60724,1.16762628273728
"AHSA1","Ahsa1",22.179646,21.286451,22.36165,705,664,536,21.9425823333333,285.64191,285.64191,0.0800391761739703
"AHSG","Ahsg",0.158028,1.176286,0.372705,7,24,12,0.569006333333333,0.0759,0.0759,1.45831985624438
"AICDA","Aicda",0,0,0,0,0,0,0,0.20241,0.20241,0.831663076654386
"AIDA","Aida",9.383347,9.436411,8.189992,332,358,250,9.00325,85.73432,85.73432,0.115332085384425
"AIF1","Aif1",0.790386,1.677311,1.285483,12,15,13,1.25106,32.94262,32.94262,0.0663195710879125
"AIF1L","Aif1l",1.396057,3.120187,4.031563,21,22,15,2.849269,40.44454,40.44454,0.0928775901481836
"AIFM1","Aifm1",13.18916,14.192774,17.209953,840,790,656,14.8639623333333,293.48539,293.48539,0.0538701167257681
"AIFM2","Aifm2",2.702675,3.914833,4.413518,258,242,231,3.67700866666667,4.99706,4.99706,0.779883587402272
"AIFM3","Aifm3",0.111708,0,0,1,0,0,0.037236,0.13916,0.13916,0.910527055022999
"AIG1","Aig1",7.38816,7.357173,6.525284,276,242,193,7.09020566666667,138.3236,138.3236,0.0580677334397522
"AIM2","Aim2",1.018997,0.711413,0.224307,18,17,7,0.651572333333333,0.24036,0.24036,1.33152659980436
"AIMP1","Aimp1",27.080724,28.927289,12.356068,317,348,267,22.788027,68.37745,68.37745,0.342878370421513
"AIMP2","Aimp2",4.006641,5.218792,5.106697,126,124,116,4.77737666666667,22.822,22.822,0.242522738085243
"AIP","Aip",14.34926,16.597207,10.24426,259,253,178,13.7302423333333,8.77964,8.77964,1.50621519128857
"AIPL1","Aipl1",0,0,0,0,0,0,0,0,0,1
"AIRE","Aire",0.019945,0,0,2,0,0,0.00664833333333333,0,0,1.00664833333333
"AJAP1","Ajap1",0.155108,0.010771,0.032864,3,1,2,0.0662476666666667,0,0,1.06624766666667
"AJUBA","Ajuba",0.894951,0.474702,0.94357,73,52,56,0.771074333333333,9.07061,9.07061,0.175865646006879
"AK1","Ak1",192.892809,195.16705,157.974799,4381,4166,3798,182.011552666667,105.84906,105.84906,1.71280451757523
"AK2","Ak2",20.48171,22.796771,20.381587,324,303,239,21.2200226666667,173.40421,173.40421,0.127405311297627
"AK3","Ak3",18.096811,18.044476,18.60311,1434,1440,1140,18.2481323333333,285.74311,285.74311,0.0671267474686082
"AK4","Ak4",7.133026,5.620576,8.08745,562,495,435,6.94701733333333,71.76786,71.76786,0.109210540660854
"AK5","Ak5",0,0,0.014052,0,0,1,0.004684,1.23978,1.23978,0.448563698220361
"AK7","Ak7",0,0,0,0,0,0,0,0.55663,0.55663,0.64241341873149
"AK8","Ak8",0,0,0,0,0,0,0,0.12651,0.12651,0.887697401709705
"AKAP1","Akap1",12.597438,13.75939,18.6328,1299,1229,1196,14.9965426666667,180.51394,180.51394,0.0881284526503401
"AKAP10","Akap10",1.441703,1.736466,1.926493,175,198,151,1.701554,13.06825,13.06825,0.192031986920903
"AKAP12","Akap12",2.223098,2.288818,4.031705,462,385,392,2.84787366666667,10.50015,10.50015,0.334593345883894
"AKAP13","Akap13",7.351526,9.109347,8.804771,1230,1211,908,8.42188133333333,97.52484,97.52484,0.095629501487476
"AKAP3","Akap3",0,0.011527,0.014859,0,1,1,0.00879533333333333,3.45366,3.45366,0.226509283001696
"AKAP4","Akap4",0,0,0,0,0,0,0,0,0,1
"AKAP5","Akap5",0.179805,0.25481,0.662761,41,42,80,0.365792,0.27832,0.27832,1.06842731084548
"AKAP7","Akap7",10.270986,15.787766,10.675909,270,268,220,12.244887,17.63518,17.63518,0.71074639472224
"AKAP8","Akap8",10.432145,10.967748,6.761669,532,406,282,9.38718733333333,13.56163,13.56163,0.713325866220563
"AKAP8L","Akap8l",13.591946,13.864708,16.250898,334,280,232,14.569184,26.81965,26.81965,0.55964701209397
"AKAP9","Akap9",4.444839,5.099548,5.017615,654,636,495,4.85400066666667,60.43276,60.43276,0.0952911877419583
"AKIP1","Akip1",4.039754,3.376137,3.19544,61,52,39,3.53711033333333,32.39864,32.39864,0.135847158247561
"AKIRIN1","Akirin1",3.66173,3.748211,4.031643,331,299,247,3.81386133333333,92.35068,92.35068,0.0515675015257879
"AKIRIN2","Akirin2",7.491619,6.426118,6.739804,287,243,180,6.885847,50.4513,50.4513,0.153268177869169
"AKNA","Akna",0.398901,0.387632,0.422534,77,71,58,0.403022333333333,0.88555,0.88555,0.744091821130881
"AKR1A1","Akr1a1",42.133316,39.754477,35.503521,1288,1188,1033,39.130438,51.66578,51.66578,0.761983170096408
"AKR1B15","Akr1b8",0.47846,0.434757,0.844802,19,16,20,0.586006333333333,0.0506,0.0506,1.50961958246082
"AKR1C2","Akr1c21",0,0,0,0,0,0,0,4.25066,4.25066,0.190452247907882
"AKR1C3","Akr1c18",0,0,0,0,0,0,0,15.5225,15.5225,0.0605235285217128
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.024053,0.02644,0,2,2,0,0.016831,0.03795,0.03795,0.979653162483742
"AKT1","Akt1",39.34413,37.251325,38.075777,1640,1680,1425,38.223744,47.36451,47.36451,0.811002613279862
"AKT1S1","Akt1s1",15.037209,22.146027,16.334972,255,327,215,17.8394026666667,11.82848,11.82848,1.46856078558541
"AKT2","Akt2",26.947262,22.796341,24.60986,1705,1626,1360,24.7844876666667,30.34922,30.34922,0.822492159826199
"AKT3","Akt3",1.970857,2.157147,1.933602,262,269,192,2.02053533333333,9.66519,9.66519,0.283214394992807
"AKTIP","Aktip",14.257196,10.410042,12.114959,477,443,387,12.2607323333333,110.34008,110.34008,0.119101156864027
"ALAD","Alad",7.166249,8.932813,10.091555,263,304,258,8.73020566666667,53.20917,53.20917,0.179493721572691
"ALAS1","Alas1",57.49609,73.586132,79.587225,1545,1733,1564,70.223149,185.65016,185.65016,0.38158632706235
"ALAS2","Alas2",5.802187,3.593465,19.863647,353,210,896,9.75309966666667,0,0,10.7530996666667
"ALB","Alb",0.016334,0.017604,0,1,1,0,0.0113126666666667,14.61165,14.61165,0.0647793581502703
"ALCAM","Alcam",0.785329,0.190414,0.639277,28,15,14,0.53834,11.08208,11.08208,0.12732410313456
"ALDH16A1","Aldh16a1",9.299978,5.44305,8.286418,104,74,85,7.676482,0.44278,0.44278,6.01372489222196
"ALDH18A1","Aldh18a1",2.0403,2.506147,2.422413,87,101,66,2.32295333333333,12.208,12.208,0.251586412275389
"ALDH1A1","Aldh1a7",0,0,0.023553,0,0,1,0.007851,37.66136,37.66136,0.0260686897719066
"ALDH1A2","Aldh1a2",0.522315,0.636803,0.508116,37,42,26,0.555744666666667,12.35981,12.35981,0.116449610186572
"ALDH1A3","Aldh1a3",0.097427,0.154639,0.367282,9,4,10,0.206449333333333,1.39159,1.39159,0.504454916324844
"ALDH1B1","Aldh1b1",3.944245,3.795525,3.079856,155,138,119,3.606542,15.24419,15.24419,0.283580898770576
"ALDH1L1","Aldh1l1",1.032685,0.195793,1.069726,23,20,25,0.766068,21.68343,21.68343,0.0778571847379343
"ALDH1L2","Aldh1l2",0.854908,1.885642,1.284664,135,99,128,1.341738,1.88497,1.88497,0.811702721345456
"ALDH2","Aldh2",71.829189,68.98007,73.346721,2094,2000,1596,71.3853266666667,277.83638,277.83638,0.259597856874582
"ALDH3A1","Aldh3a1",0.055743,0,0.129152,3,0,5,0.0616316666666667,0,0,1.06163166666667
"ALDH3A2","Aldh3a2",6.595499,6.832572,7.414873,272,284,252,6.947648,82.45777,82.45777,0.0952295753888464
"ALDH3B1","Aldh3b1",0.270082,0.306304,0.40267,17,18,17,0.326352,2.25184,2.25184,0.407877386341271
"ALDH3B2","Aldh3b3",0.008034,0.045498,0.059075,1,1,3,0.0375356666666667,0,0,1.03753566666667
"ALDH4A1","Aldh4a1",12.424718,12.495292,14.500516,1450,1376,1201,13.1401753333333,3.99765,3.99765,2.8293648681547
"ALDH5A1","Aldh5a1",3.138249,2.753406,2.888262,572,476,377,2.926639,27.81906,27.81906,0.136251459971283
"ALDH6A1","Aldh6a1",27.164111,25.994638,33.084855,2861,2497,2531,28.747868,97.86641,97.86641,0.300889533664669
"ALDH7A1","Aldh7a1",7.347513,13.39723,12.466987,336,314,240,11.0705766666667,83.48248,83.48248,0.142876684806917
"ALDH8A1","Aldh8a1",0.011756,0,0,1,0,0,0.00391866666666667,1.05001,1.05001,0.489714033915282
"ALDH9A1","Aldh9a1",6.051512,3.518544,5.161032,364,273,244,4.91036266666667,102.5472,102.5472,0.057078923106242
"ALDOA","Aldoa",425.723671,411.610981,474.855695,16814,15545,13248,437.396782333333,463.17027,463.17027,0.944474066237231
"ALDOB","Aldob",1.928725,1.023323,1.34077,47,46,38,1.43093933333333,1.6952,1.6952,0.90195137033739
"ALDOC","Aldoc",0.273399,0,0.153658,2,0,2,0.142352333333333,136.95732,136.95732,0.00828047640627792
"ALG1","Alg1",2.955572,3.162016,2.287147,109,111,68,2.80157833333333,6.62901,6.62901,0.498305590546261
"ALG10B","Alg10b",2.783092,2.44225,3.130117,631,511,508,2.785153,1.50544,1.50544,1.51077375630628
"ALG11","Alg11",0.53347,1.302295,2.19627,87,81,61,1.34401166666667,4.56693,4.56693,0.421060021711548
"ALG12","Alg12",0.715394,0.81644,0.758626,48,52,37,0.763486666666667,2.85908,2.85908,0.456970746050008
"ALG13","Alg13",1.034606,1.050297,0.727997,49,43,20,0.937633333333333,38.1674,38.1674,0.0494705631043504
"ALG14","Alg14",1.801123,4.972831,2.45893,91,116,87,3.077628,15.20623,15.20623,0.251608671480042
"ALG2","Alg2",2.226672,1.331747,1.903352,90,71,65,1.82059033333333,25.9847,25.9847,0.104525539781185
"ALG3","Alg3",1.528161,1.025291,1.49398,58,42,39,1.349144,11.09473,11.09473,0.194228726064989
"ALG5","Alg5",1.889248,2.253072,2.116949,82,93,64,2.086423,25.44071,25.44071,0.11672995921819
"ALG6","Alg6",3.247326,2.080643,2.120767,94,78,75,2.482912,10.31038,10.31038,0.307939432627374
"ALG8","Alg8",1.402344,0.875989,1.869172,35,23,33,1.38250166666667,32.65166,32.65166,0.0707989343368698
"ALG9","Alg9",3.923449,7.873307,8.084229,75,74,65,6.626995,23.27743,23.27743,0.314159900780272
"ALK","Alk",0,0,0,0,0,0,0,0.20241,0.20241,0.831663076654386
"ALKBH1","Alkbh1",1.609538,1.718858,0.832982,76,62,47,1.387126,17.05325,17.05325,0.132226939747691
"ALKBH2","Alkbh2",0.171871,0.128833,0.535805,4,3,10,0.278836333333333,4.81995,4.81995,0.219733216493842
"ALKBH3","Alkbh3",10.98825,11.609059,12.299661,198,198,180,11.6323233333333,32.5378,32.5378,0.376659272025396
"ALKBH4","Alkbh4",0.344953,0.903665,0.484355,19,30,19,0.577657666666667,2.4163,2.4163,0.461803022763419
"ALKBH5","Alkbh5",7.549329,8.011716,8.786591,1120,1101,844,8.11587866666667,92.95791,92.95791,0.0970208752692207
