"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Heart","dHs_Avg__TPM","FoldChange"
"ALOX12P1",0,0,0.32773,0.109243333333333,0,0,1.10924333333333
"ALOX12P2",6.36128,3.75812,7.55955,5.89298333333333,0.0506,0.0506,6.56099689066565
"ALOX15",23.95421,17.0221,12.62838,17.86823,0.26567,0.26567,14.9077010595179
"ALOX15B",0.76203,0.22107,0.50251,0.495203333333333,0.41748,0.41748,1.0548320493646
"ALOX15P2",0.0497,0,0,0.0165666666666667,0,0,1.01656666666667
"ALOX5",14.94239,3.39889,8.1713,8.83752666666667,2.87173,2.87173,2.54086071773256
"ALOX5AP",15.15774,8.42815,6.96964,10.1851766666667,12.1321,12.1321,0.851743184004589
"ALOXE3",2.13699,0.55267,2.64366,1.77777333333333,0,0,2.77777333333333
"ALPI",0,0,0.15294,0.05098,0,0,1.05098
"ALPK1",8.39888,10.19668,1.02687,6.54081,4.07355,4.07355,1.48629854835372
"ALPK2",0.06626,0.0829,0.0437,0.0642866666666667,54.41099,54.41099,0.0192071404367016
"ALPK3",3.89297,2.26593,5.4621,3.87366666666667,59.76227,59.76227,0.0802087655162762
"ALPL",35.15272,24.62124,27.79117,29.1883766666667,6.12298,6.12298,4.23816670363621
"ALPP",0.18222,0.13817,0.30588,0.208756666666667,0,0,1.20875666666667
"ALPPL2",0,0,0,0,0,0,1
"ALS2",10.35365,8.26235,9.87548,9.49716,38.53427,38.53427,0.26552052181563
"ALS2CL",7.81908,6.18985,19.66356,11.2241633333333,11.73992,11.73992,0.959516490946045
"ALS2CR11",0.69577,10.14141,0.19664,3.67794,4.64284,4.64284,0.829004543811272
"ALS2CR12",5.25137,5.60955,5.28731,5.38274333333333,9.52604,9.52604,0.606376503731064
"ALS2CR8",6.47724,6.10695,3.58314,5.38911,10.46219,10.46219,0.557407441335382
"ALX1",0.18222,0.11053,0.26218,0.184976666666667,0,0,1.18497666666667
"ALX3",2.79963,4.06209,3.49574,3.45248666666667,0.51868,0.51868,2.93181359250577
"ALX4",0.13253,0.2487,0,0.127076666666667,0.06325,0.06325,1.06002978289835
"ALYREF",45.42354,37.16675,55.51679,46.0356933333333,9.55134,9.55134,4.45779335452495
"AMACR",11.41386,7.32282,10.74941,9.82869666666667,17.10385,17.10385,0.598143304693016
"AMBN",7.30554,5.44375,0,4.24976333333333,0,0,5.24976333333333
"AMBP",0,4.33842,0,1.44614,0.26567,0.26567,1.93268387494371
"AMBRA1",60.26653,45.95413,43.30354,49.8414,4.50368,4.50368,9.23771004128147
"AMD1",41.74592,40.37221,28.7525,36.9568766666667,108.55632,108.55632,0.346459945593889
"AMDHD1",3.59479,2.90149,4.54447,3.68025,0.59459,0.59459,2.93508049090989
"AMDHD2",28.54294,30.28607,61.6562,40.1617366666667,0.21506,0.21506,33.8762996614708
"AMDP1",0,0,0,0,0,0,1
"AMELX",0.18222,0,0,0.06074,0,0,1.06074
"AMELY",0,0,0,0,0,0,1
"AMFR",112.54833,107.24473,70.61404,96.8023666666667,42.43071,42.43071,2.25191728771339
"AMH",10.33709,8.20708,7.51585,8.68667333333333,0,0,9.68667333333333
"AMHR2",0,0,0,0,0.10121,0.10121,0.908092007882239
"AMICA1",1.73941,2.54226,2.64366,2.30844333333333,3.08679,3.08679,0.809545715178253
"AMIGO1",16.66524,13.89954,15.40312,15.3226333333333,14.73816,14.73816,1.03713733583426
"AMIGO2",4.92005,4.61476,3.58314,4.37265,3.94704,3.94704,1.08603326433585
"AMIGO3",3.32973,3.31599,5.39656,4.01409333333333,0.0506,0.0506,4.77259978425027
"AMMECR1",3.47883,3.50943,3.51759,3.50195,2.26449,2.26449,1.37906686802533
"AMMECR1L",4.90349,5.00162,4.02011,4.64174,11.09473,11.09473,0.466462665971047
"AMMECR1LP1",0,0,0,0,0,0,1
"AMN",0.7289,0.63557,2.35963,1.24136666666667,0,0,2.24136666666667
"AMN1",33.49613,32.57963,38.25656,34.77744,31.75345,31.75345,1.09232584659021
"AMOT",25.37887,30.61766,20.45011,25.4822133333333,4.41512,4.41512,4.89042040311818
"AMOTL1",6.1128,13.15344,5.22177,8.16267,31.03236,31.03236,0.2860441753277
"AMOTL2",17.4107,15.1154,20.38456,17.6368866666667,18.95086,18.95086,0.934139514119525
"AMPD1",0.39758,0.2487,0.80839,0.48489,0.03795,0.03795,1.43059877643432
"AMPD2",232.2531,169.47485,73.82576,158.517903333333,4.17476,4.17476,30.8261452382977
"AMPD3",14.76016,11.96521,18.68039,15.1352533333333,3.2386,3.2386,3.80674121958508
"AMPH",31.69045,12.51787,45.37913,29.8624833333333,4.27596,4.27596,5.84964316130777
"AMT",36.36202,27.13587,25.23491,29.5776,32.96793,32.96793,0.900190267702506
"AMTN",0,0,0,0,0,0,1
"AMY1A",0,0,0,0,0,0,1
"AMY1B",0,0,0,0,0,0,1
"AMY1C",0,0,0,0,0,0,1
"AMY2A",2.91559,1.5751,2.35963,2.28344,0,0,3.28344
"AMY2B",34.47352,24.86994,18.85517,26.06621,38.2433,38.2433,0.689702700843201
"AMYP1",0,0.30397,0,0.101323333333333,0,0,1.10132333333333
"AMZ1",4.67157,6.21749,10.02842,6.97249333333333,0.01265,0.01265,7.87290113398838
"AMZ2",205.26734,207.77457,262.29009,225.110666666667,197.78226,197.78226,1.13747910234377
"AMZ2P1",38.64811,37.02858,38.38765,38.0214466666667,29.03353,29.03353,1.29926274622619
"AMZ2P2",0,0,0,0,0.08856,0.08856,0.918644815168663
"ANAPC1",11.2979,13.56794,9.94102,11.6022866666667,8.8935,8.8935,1.2737945789323
"ANAPC10",42.02754,49.18722,80.16179,57.1255166666667,38.36981,38.36981,1.47639820122746
"ANAPC10P1",0,0,0.56806,0.189353333333333,0,0,1.18935333333333
"ANAPC11",190.59001,194.12373,287.24096,223.9849,9.80435,9.80435,20.8235479228274
"ANAPC13",51.83452,50.98339,57.96382,53.59391,184.87846,184.87846,0.293707565685664
"ANAPC15",167.33156,159.72031,168.23271,165.09486,45.75786,45.75786,3.55223399873305
"ANAPC16",82.96173,92.12933,95.71786,90.26964,581.42973,581.42973,0.156704981388914
"ANAPC1P1",0.16566,0.13817,0,0.101276666666667,0,0,1.10127666666667
"ANAPC2",57.05276,43.13554,82.93654,61.0416133333333,4.25066,4.25066,11.815964723165
"ANAPC4",23.93764,17.74056,27.52899,23.0690633333333,31.86731,31.86731,0.732310107925879
"ANAPC5",111.93539,84.77888,92.02548,96.2465833333333,128.88612,128.88612,0.748706507926585
"ANAPC7",69.99068,63.61179,37.22968,56.94405,94.93143,94.93143,0.604015284667392
"ANG",3.94267,2.21066,1.24536,2.46623,4.32657,4.32657,0.650743348909336
"ANGEL1",20.34285,23.98568,13.91743,19.41532,13.39717,13.39717,1.41800923375913
"ANGEL2",25.08068,17.24316,12.43174,18.25186,21.1774,21.1774,0.868084626692038
"ANGPT1",1.4081,2.73569,1.33275,1.82551333333333,6.32539,6.32539,0.385715072280566
"ANGPT2",2.94872,2.87386,1.90081,2.57446333333333,1.49279,1.49279,1.4339207608075
"ANGPT4",0.06626,0.3316,0,0.13262,0.0506,0.0506,1.07806967447173
"ANGPTL1",2.12043,1.05006,2.94953,2.04000666666667,35.0553,35.0553,0.0843151122488696
"ANGPTL2",8.13383,9.22951,9.5259,8.96308,38.44571,38.44571,0.252577022951292
"ANGPTL3",0,0,0.08739,0.02913,0.06325,0.06325,0.967909710792382
"ANGPTL4",29.75225,46.2581,23.22485,33.0784,0.25302,0.25302,27.1970120189622
"ANGPTL5",0.34788,0.22107,0.24033,0.26976,1.80906,1.80906,0.452023096694268
"ANGPTL6",13.98157,8.26235,8.60827,10.2840633333333,1.51809,1.51809,4.48119937465831
"ANGPTL7",0.16566,0,0.83024,0.331966666666667,0.20241,0.20241,1.10774749600109
"ANHX",0.18222,0,0.21848,0.133566666666667,0,0,1.13356666666667
"ANK1",5.11885,6.82542,19.75096,10.5650766666667,109.15091,109.15091,0.104993019727814
"ANK2",173.47749,136.75706,108.32439,139.519646666667,174.99821,174.99821,0.79841520357887
"ANK3",58.31176,52.97298,51.05972,54.11482,158.52689,158.52689,0.345489215015726
"ANKAR",2.13699,2.32119,6.75116,3.73644666666667,3.03619,3.03619,1.17349447540048
"ANKDD1A",20.19376,26.30687,27.3542,24.6182766666667,1.5687,1.5687,9.97324587015481
"ANKDD1B",1.87194,1.4093,0.69915,1.32679666666667,0.15181,0.15181,2.02012195298414
"ANKFN1",2.50144,2.98439,1.70418,2.39667,0,0,3.39667
"ANKFY1",24.76593,20.08939,18.37451,21.07661,13.65019,13.65019,1.5069162925532
"ANKH",131.7647,155.10555,161.87482,149.58169,49.18622,49.18622,3.00045889090671
"ANKHD1",32.91633,36.25485,31.4617,33.5442933333333,67.18828,67.18828,0.50660162323105
"ANKHD1-EIF4EBP3",6.99079,4.39369,2.64366,4.67604666666667,9.39953,9.39953,0.545798383837218
"ANKIB1",16.6321,18.18269,10.46539,15.0933933333333,21.51897,21.51897,0.714659388654691
"ANKK1",1.32527,1.05006,1.00503,1.12678666666667,0.03795,0.03795,2.04902612521477
"ANKLE1",1.90507,1.43693,1.81342,1.71847333333333,0.12651,0.12651,2.41318171461712
"ANKLE2",41.69622,30.25843,41.99263,37.9824266666667,23.619,23.619,1.58342851726986
"ANKMY1",16.71493,22.43822,6.0957,15.08295,4.76934,4.76934,2.78765855366472
"ANKMY2",20.52508,15.2812,16.23336,17.3465466666667,50.14768,50.14768,0.358697533625507
"ANKRA2",20.42568,17.90636,19.16105,19.1643633333333,26.14916,26.14916,0.742725127898371
"ANKRD1",5.10228,3.03966,1.13612,3.09268666666667,7157.20267,7157.20267,0.000571747805328159
"ANKRD10",74.71194,64.91055,87.74319,75.78856,80.71196,80.71196,0.939746886502294
"ANKRD11",128.15335,139.82435,162.63952,143.539073333333,16.2436,16.2436,8.38218662769569
"ANKRD12",17.85798,15.75096,14.3981,16.0023466666667,8.8682,8.8682,1.72294305614668
"ANKRD13A",39.06225,27.38457,17.23839,27.89507,26.76905,26.76905,1.04054946064053
"ANKRD13B",58.32833,49.54646,59.84278,55.9058566666667,0.7717,0.7717,32.1193524110553
"ANKRD13C",9.32657,6.90832,9.22003,8.48497333333333,16.2436,16.2436,0.550057605913692
"ANKRD13D",91.6588,66.45802,107.29751,88.4714433333333,3.83319,3.83319,18.511882076503
"ANKRD16",11.23164,9.56111,11.6015,10.7980833333333,2.85908,2.85908,3.05722693837219
"ANKRD17",34.7717,29.62287,23.42149,29.27202,30.05825,30.05825,0.97468530905637
"ANKRD18A",88.80948,61.81563,20.47195,57.0323533333333,11.57546,11.57546,4.61473006421501
"ANKRD18B",2.30265,2.18303,8.63012,4.37193333333333,1.11327,1.11327,2.54200047004563
"ANKRD18DP",1.92164,1.63036,3.18987,2.24729,0,0,3.24729
"ANKRD18EP",0.92769,1.18823,0.83024,0.982053333333333,1.46749,1.46749,0.803267017630602
"ANKRD19P",35.58343,21.83028,25.21306,27.5422566666667,0.24036,0.24036,23.0112682339536
"ANKRD2",5.08571,2.95676,4.12935,4.05727333333333,124.18003,124.18003,0.0404000009692707
