"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"SEMA4A","Sema4a",18.060864,7.368572,8.256551,420,486,513,11.2286623333333,1.24758,1.361344,0.844009,51,51,38,0,12.2286623333333
"SEMA4B","Sema4b",3.36441,2.269777,2.102925,189,232,218,2.57903733333333,17.246747,10.712485,9.2145,730,577,486,0.0428616666666667,3.43193871990053
"SEMA4C","Sema4c",3.762651,1.592998,1.972576,180,121,149,2.44274166666667,5.408639,4.818411,4.650882,390,320,299,0,3.44274166666667
"SEMA4D","Sema4d",31.477158,27.823698,29.04971,884,1198,1252,29.4501886666667,6.933466,7.234434,4.555285,487,371,248,26.279801,1.11621740446958
"SEMA4F","Sema4f",10.287074,6.831094,7.915708,531,523,508,8.34462533333333,0.643276,0.414074,0.633021,61,53,39,1.46692533333333,3.78796439724699
"SEMA4G","Sema4g",6.430166,2.740685,3.513892,367,328,353,4.22824766666667,3.493647,2.814117,4.038346,115,91,91,0.135222333333333,4.60548344861667
"SEMA5A","Sema5a",7.85365,1.69146,2.114521,1303,509,638,3.88654366666667,2.601327,2.178714,1.518902,582,518,367,0.050212,4.65291166608901
"SEMA5B","Sema5b",10.89673,4.349597,3.533396,147,109,126,6.25990766666667,5.396655,3.026781,3.57455,260,130,146,0,7.25990766666667
"SEMA6A","Sema6a",6.605873,2.621676,2.800959,491,252,353,4.00950266666667,0.784254,0.906879,0.398715,28,33,24,0,5.00950266666667
"SEMA6B","Sema6b",23.375755,18.820247,18.522778,1069,1730,1757,20.2395933333333,1.13734,0.602899,0.579553,60,43,28,0.038311,20.4559070772951
"SEMA6C","Sema6c",11.338422,4.315975,5.537006,159,178,186,7.063801,62.555635,49.576946,36.547295,1375,939,792,0.0543653333333333,7.64801416080954
"SEMA6D","Sema6d",13.397737,4.349591,5.161467,1199,722,870,7.636265,0.492537,0.526238,0.321183,53,46,38,0,8.636265
"SEMA7A","Sema7a",44.819478,34.084267,31.463043,2090,2939,2864,36.7889293333333,0.549349,0.47765,0.346097,31,20,19,0.0714603333333333,35.2686218590764
"SENP1","Senp1",7.06194,1.879207,3.707894,207,181,184,4.216347,3.444252,1.235069,1.707933,183,114,103,0.058548,4.92783227591002
"SENP2","Senp2",27.69726,19.941745,18.116098,1414,1823,1643,21.9183676666667,18.175482,9.864608,10.950439,455,383,353,0.0921373333333333,20.984877054534
"SENP3","Senp3",204.217437,306.242129,360.297001,719,1285,1310,290.252189,35.446257,41.230591,30.73863,549,478,415,0.609515666666667,180.956417530988
"SENP5","Senp5",10.013129,7.711282,7.562693,975,1264,1247,8.42903466666667,10.248413,6.555134,4.570289,503,382,316,0.0299033333333333,9.15526182068867
"SENP6","Senp6",66.847324,29.674731,25.758855,1123,909,840,40.7603033333333,15.294564,11.112031,10.049154,591,575,406,0.2339,33.8441553880649
"SENP7","Senp7",19.223648,14.827044,16.26035,555,579,551,16.7703473333333,4.623536,3.053518,1.9389,140,118,90,2.11857066666667,5.6982346185945
"SENP8","Senp8",2.863708,3.163925,2.542656,118,185,139,2.856763,2.886867,2.219194,1.779649,100,77,46,0,3.856763
"SEPHS1","Sephs1",7.408013,5.066216,7.190075,300,458,469,6.554768,23.81488,22.767671,15.283433,445,371,331,0,7.554768
"SEPHS2","Sephs2",12.028092,14.294838,14.146511,352,772,774,13.4898136666667,14.064067,12.205134,10.234927,640,528,444,0.0437156666666667,13.8829128750582
"SEPSECS","Sepsecs",2.74799,2.481408,2.174533,193,297,271,2.467977,1.883529,0.677886,0.514043,64,58,48,0,3.467977
"SEPTIN14","Sept14",0,0,0,0,0,0,0,0.165873,0.232514,0.363814,10,15,24,0,1
"SERAC1","Serac1",5.488374,2.259115,2.056221,194,150,125,3.26790333333333,3.029637,2.34904,1.04588,116,82,59,0,4.26790333333333
"SERBP1","Serbp1",150.110887,134.652925,134.530718,3018,3252,2826,139.764843333333,128.49841,96.247832,104.527668,2427,2259,1953,0,140.764843333333
"SERF2","Serf2",58.285954,74.294953,79.374363,887,1873,1974,70.6517566666667,421.196168,397.438883,385.766417,3749,3367,3213,0.00663166666666667,71.1797165133225
"SERGEF","Sergef",8.506385,10.027339,10.134902,155,314,339,9.55620866666667,22.737463,24.612251,22.668853,193,160,141,1.557468,4.12760146624187
"SERHL2","Serhl",20.378128,33.499378,28.041457,45,90,100,27.306321,5.183742,4.127098,4.004981,53,44,55,0.164775,24.3019647571419
"SERINC1","Serinc1",336.167009,286.751706,261.740874,13941,20393,16064,294.886529666667,30.353593,26.576104,22.310835,1668,1558,1283,0,295.886529666667
"SERINC2","Serinc2",2.642111,1.337572,1.423989,69,64,68,1.801224,4.607115,3.665632,3.222955,187,140,124,0.0188046666666667,2.74952018934608
"SERINC3","Serinc3",84.90285,68.590813,60.597002,3982,5686,4908,71.363555,22.862505,16.864186,16.099157,1398,1263,1016,0,72.363555
"SERINC4","Serinc4",0,0.07897,0.017241,0,3,1,0.0320703333333333,0,0,0,0,0,0,0,1.03207033333333
"SERINC5","Serinc5",14.98756,9.332798,9.298508,1189,1329,1327,11.2062886666667,2.341573,1.999381,1.397092,282,240,162,0,12.2062886666667
"SERP1","Serp1",8.763758,8.340076,8.448401,597,991,983,8.51741166666667,9.892726,7.933022,8.942806,216,206,184,0.0223523333333333,9.30932649768165
"SERP2","Serp2",51.135005,69.669464,69.996026,399,980,971,63.600165,3.918041,3.585258,3.853621,52,45,49,0.272082333333333,50.7830061838241
"SERPINA1","Serpina1a",0,0,0,0,0,0,0,4.318114,6.592574,2.311062,74,129,46,0,1
"SERPINA10","Serpina10",0.038324,0.043591,0.146659,2,4,7,0.0761913333333333,0.076156,0.23266,0.157834,5,11,7,0,1.07619133333333
"SERPINA11","Serpina11",0,0,0,0,0,0,0,0,0,0,0,0,0,0.864521666666667,0.536330587022766
"SERPINA12","Serpina12",0,0.04021,0.039714,0,4,4,0.0266413333333333,0,0,0,0,0,0,0,1.02664133333333
"SERPINA3","Serpina3n",8.395933,7.443658,7.630507,247,390,406,7.823366,0.058434,0.19614,0.062176,1,3,1,0,8.823366
"SERPINA5","Serpina5",0,0,0,0,0,0,0,0.148288,0.045531,0.022983,6,2,1,0,1
"SERPINA6","Serpina6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SERPINA7","Serpina7",0,0.021873,0,0,1,0,0.007291,0,0,0,0,0,0,0.659426666666667,0.607011457772564
"SERPINA9","Serpina9",0.765592,0.956128,0.318063,19,49,20,0.679927666666667,0,0,0,0,0,0,0,1.67992766666667
"SERPINB1","Serpinb1a",13.814298,21.552213,28.858969,121,316,458,21.4084933333333,20.70554,18.899965,17.50749,401,391,325,2.547596,6.31652908993395
"SERPINB10","Serpinb10",0,0,0,0,0,0,0,0.063414,0.165561,0.196266,2,3,2,0.339423666666667,0.746589764602736
"SERPINB11","Serpinb11",0,0.019585,0.077703,0,1,3,0.0324293333333333,0,0,0,0,0,0,0,1.03242933333333
"SERPINB12","Serpinb12",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985423333333333,0.910297190792526
"SERPINB13","Serpinb13",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586756666666667,0.944576352782895
"SERPINB2","Serpinb2",0.037203,0.355872,0,1,3,0,0.131025,0.245475,0.331423,0.094329,8,10,3,320.311647666667,0.00352002489860978
"SERPINB5","Serpinb5",0.15217,0.175731,0.088155,3,4,2,0.138685333333333,0,0,0,0,0,0,4.493073,0.207294775316719
"SERPINB7","Serpinb7",0,0.02202,0.02237,0,1,1,0.0147966666666667,0.056232,0.146158,0.182112,2,2,1,0.271440333333333,0.798147298038104
"SERPINB8","Serpinb8",3.904389,2.638639,0.8957,116,86,64,2.479576,0.944791,1.359109,1.591237,23,29,26,0.0495063333333333,3.31544068814576
"SERPINC1","Serpinc1",0.582849,0.024449,0.024124,3,2,2,0.210474,0.177304,0.122927,0.245069,4,2,2,0,1.210474
"SERPIND1","Serpind1",1.759116,3.04129,3.303708,51,154,170,2.70137133333333,0.28609,0.29959,0.117126,13,13,4,0.215111333333333,3.04611703618928
"SERPINE1","Serpine1",0.359372,0.420645,0.433711,16,31,35,0.404576,17.936327,15.334883,13.954488,1189,983,880,0,1.404576
"SERPINE2","Serpine2",143.51861,169.550067,174.261013,2413,4967,5058,162.44323,2.647122,3.913425,2.223498,108,117,93,0.0648166666666667,153.494244705661
"SERPINF1","Serpinf1",14.781221,25.42348,26.223379,123,295,279,22.1426933333333,20.732247,18.870484,13.15837,198,165,128,0.0291396666666667,22.4874174836652
"SERPINF2","Serpinf2",0.096427,0.053174,0.104826,3,3,6,0.084809,0.020556,0.043784,0.022017,1,2,1,0.413716666666667,0.767345413390236
"SERPING1","Serping1",5.864947,4.493135,5.432499,140,192,239,5.263527,1.777083,0.674417,1.228545,28,12,18,0.00799933333333333,6.21382057792366
"SERPINH1","Serpinh1",8.007626,10.213391,9.769905,219,514,483,9.33030733333333,82.193222,91.958543,73.858506,3084,2711,2131,0,10.3303073333333
"SERPINI1","Serpini1",66.503448,59.866944,55.323036,3205,5073,4366,60.564476,4.352813,7.641059,6.957535,95,110,98,0,61.564476
"SERPINI2","Serpini2",0,0,0.030866,0,0,1,0.0102886666666667,0.034128,0,0,1,0,0,0.18363,0.853551081559834
"SERTAD1","Sertad1",5.50584,6.893101,8.43552,85,187,205,6.94482033333333,3.004489,2.703964,3.44632,130,112,142,0,7.94482033333333
"SERTAD2","Sertad2",4.653759,2.111975,2.172931,398,298,306,2.979555,4.967269,3.202879,2.674976,353,291,227,0.0564333333333333,3.76697220206355
"SERTAD3","Sertad3",0.747954,1.525271,1.315112,13,48,42,1.19611233333333,17.014637,19.415981,17.726932,355,302,288,0,2.19611233333333
"SERTAD4","Sertad4",4.881412,3.107307,2.29603,204,218,176,3.42824966666667,1.040172,0.766543,0.213292,26,22,17,0,4.42824966666667
"SERTM1","Sertm1",11.695282,7.265438,6.149052,530,562,488,8.369924,0.039019,0.054788,0.018545,2,3,1,5.259729,1.49685777131885
"SESN1","Sesn1",18.086659,27.895494,16.912269,708,1302,1165,20.9648073333333,7.282293,5.892823,4.539299,197,191,142,0.165763,18.8415718575159
"SESN2","Sesn2",4.522038,2.6657,2.837839,227,252,274,3.341859,2.835239,2.109578,2.31582,220,153,168,2.96892333333333,1.09396393816291
"SESN3","Sesn3",20.858257,7.600379,6.95982,2880,1790,1727,11.806152,1.360289,0.985433,0.715423,218,176,125,0,12.806152
"SESTD1","Sestd1",9.17491,4.772921,4.979863,927,660,646,6.30923133333333,8.356577,5.148091,4.132886,249,198,157,0,7.30923133333333
"SET","Set",87.13438,62.589106,56.316653,1844,2465,2235,68.6800463333333,100.607108,69.056845,64.350092,1937,1949,1698,0,69.6800463333333
"SETBP1","Setbp1",3.942904,0.530028,0.554072,603,144,151,1.675668,0.496311,1.082695,0.338547,94,89,62,0,2.675668
"SETD1A","Setd1a",15.194746,4.539736,4.662824,599,327,406,8.13243533333333,3.067687,1.785449,2.512642,268,181,142,0,9.13243533333333
"SETD1B","Setd1b",5.583651,0.695865,1.52195,643,167,292,2.60048866666667,2.232691,1.765799,1.469759,421,311,262,0.141581666666667,3.15394752018033
"SETD2","Setd2",28.676602,10.345242,10.276857,1277,621,617,16.4329003333333,8.38426,7.611752,4.860904,798,594,406,0,17.4329003333333
"SETD3","Setd3",213.885204,145.630371,169.084051,1962,3209,2913,176.199875333333,22.930266,17.037022,17.105968,1045,821,737,0.00389366666666667,176.512594129325
"SETD4","Setd4",5.796816,4.677084,3.189433,55,76,70,4.55444433333333,6.615636,3.688678,4.588245,186,158,143,0,5.55444433333333
"SETD5","Setd5",24.090315,8.122528,9.163124,1566,1023,1073,13.791989,66.149767,36.724997,52.12556,1587,1020,930,1.18630466666667,6.76574917737906
"SETD6","Setd6",11.901734,11.169399,11.40997,77,141,142,11.493701,5.388103,3.790226,3.979136,143,121,104,0.0169693333333333,12.2852288564585
"SETD7","Setd7",46.38343,13.829023,15.208948,3369,1934,1882,25.140467,8.553811,5.89579,5.340947,1003,719,628,0.0863653333333333,24.0623169737866
"SETDB1","Setdb1",6.898172,3.807757,3.591561,499,484,458,4.76583,14.739977,15.410919,8.719513,456,334,296,0,5.76583
"SETDB2","Setdb2",1.986856,1.67419,1.574945,60,85,81,1.74533033333333,2.521581,2.837203,1.667802,160,176,118,0.0635516666666667,2.58128534736598
"SETMAR","Setmar",2.511998,2.14687,2.346609,55,82,91,2.335159,5.410051,5.326579,3.886175,129,129,97,0,3.335159
"SETX","Setx",14.591731,4.274085,4.281777,1354,620,582,7.71586433333333,6.82555,5.089772,4.340137,687,505,432,0,8.71586433333333
"SEZ6","Sez6",75.897422,28.537427,23.921561,2133,1618,1485,42.78547,0.076095,0.158789,0.013908,3,2,1,0,43.78547
"SEZ6L","Sez6l",44.597847,10.501446,13.002406,3782,1616,2020,22.7005663333333,0,0,0,0,0,0,0,23.7005663333333
"SEZ6L2","Sez6l2",163.621549,82.680571,78.851112,4690,4259,4509,108.384410666667,1.410119,0.71363,0.853052,69,46,54,0.041069,105.069318812362
"SF1","Sf1",72.661148,31.138487,29.969614,1404,1209,1144,44.5897496666667,89.940085,53.278938,52.348308,1871,1614,1291,0.052634,43.3101625699594
"SF3A1","Sf3a1",13.142398,12.02723,13.389054,857,1068,1044,12.852894,24.062306,12.959671,15.601016,830,707,658,5.245733,2.21797729746052
"SF3A2","Sf3a2",19.010993,13.377386,15.125607,269,330,375,15.8379953333333,19.61941,16.999242,15.816287,448,395,361,0.42257,11.8363211183515
"SF3A3","Sf3a3",12.641182,14.326246,13.078001,318,636,593,13.3484763333333,62.082422,46.389512,25.92343,580,497,392,0.372184666666667,10.4566656965996
"SF3B1","Sf3b1",43.764931,25.077674,20.22567,3242,3304,2910,29.689425,155.662111,118.172478,104.677328,2599,2045,1369,0.0747153333333333,28.5558640954845
"SF3B3","Sf3b3",23.860222,12.338428,12.133609,1189,1162,1052,16.110753,76.8141,55.374482,42.025053,1505,1082,972,0.0798986666666667,15.8447764852011
"SF3B4","Sf3b4",20.348412,14.0961,13.992426,490,686,699,16.145646,13.64267,14.254577,12.010042,420,413,346,0,17.145646
"SF3B5","Sf3b5",2.665905,5.148402,5.224081,152,518,523,4.34612933333333,64.909548,61.638825,51.217798,679,612,499,0.0692073333333333,5.00008666856631
"SF3B6","Sf3b6",95.432713,119.819737,141.51381,309,650,747,118.922086666667,59.276852,61.480847,58.349814,491,534,494,0.106437333333333,108.38579199545
"SFI1","Sfi1",11.925775,4.24075,4.921339,244,261,232,7.029288,6.164659,4.253248,2.461414,96,74,37,0,8.029288
"SFMBT1","Sfmbt1",6.249568,2.857641,2.557619,630,519,479,3.888276,2.090809,1.083453,0.867895,100,84,80,1.31678666666667,2.10993790249714
"SFMBT2","Sfmbt2",0.748941,0.42278,0.744139,58,40,46,0.63862,0.870555,0.569742,0.494248,148,94,82,0.00745333333333333,1.62649717439352
"SFN","Sfn",0.881134,0.417502,0.411112,19,17,17,0.569916,0.038213,0.040861,0.052399,1,1,1,0.216865,1.29013160868297
"SFPQ","Sfpq",89.9886,47.201114,35.160127,1781,1454,1071,57.449947,103.78302,96.00351,82.91216,2410,2092,1608,0,58.449947
"SFR1","Sfr1",48.616705,44.016895,40.167698,1086,1716,1531,44.2670993333333,2.048782,2.035545,1.460478,45,48,30,0.476174666666667,30.6651376395386
"SFRP1","Sfrp1",1.485162,1.056729,1.263383,94,120,146,1.26842466666667,6.324421,5.33645,4.771497,554,442,381,0.294484,1.75237752391429
"SFRP2","Sfrp2",1.764041,1.285985,2.358641,31,47,66,1.802889,0.237221,0.382261,0.163115,9,14,6,0,2.802889
"SFRP4","Sfrp4",0.767834,0.321082,0.615901,13,13,18,0.568272333333333,0.423309,0.237255,0.078008,3,4,1,0.288649333333333,1.21698920937374
"SFRP5","Sfrp5",1.664351,5.009045,4.841157,40,235,235,3.83818433333333,0.025807,0.028338,0,1,1,0,43.7298673333333,0.108164513372653
"SFSWAP","Sfswap",64.082586,21.712505,24.493037,539,467,448,36.7627093333333,8.456913,6.956313,5.099992,398,296,206,1.00794233333333,18.80667024468
"SFT2D1","Sft2d1",44.946074,60.428686,65.211617,182,437,475,56.8621256666667,6.974117,11.482889,8.925493,109,167,120,0.082283,53.4630273843964
"SFT2D2","Sft2d2",6.257678,4.677703,4.444061,531,699,668,5.12648066666667,1.045178,1.084722,0.755651,231,246,160,0,6.12648066666667
"SFT2D3","Sft2d3",1.984437,1.448808,1.241305,68,92,80,1.55818333333333,0,0,0.305789,0,0,21,0.214461666666667,2.10643398927097
"SFTA2","Sfta2",0.357664,0,0,2,0,0,0.119221333333333,0.225332,0,0,3,0,0,0.192871,0.938258481707857
"SFTPA2","Sftpa1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488496666666667,0.953425482965624
"SFTPB","Sftpb",0,0,0,0,0,0,0,0.039543,0.016226,0.029773,3,1,1,0.059222,0.944089152226823
"SFTPC","Sftpc",0.801066,0.819158,1.366994,7,13,22,0.995739333333333,0,0,0,0,0,0,0,1.99573933333333
"SFTPD","Sftpd",0,0,0,0,0,0,0,0.200746,0.317082,0.528664,5,5,7,0,1
"SFXN1","Sfxn1",16.05158,17.721896,16.522526,660,1281,1198,16.765334,27.438836,19.292161,19.90092,791,689,635,23.491137,0.72537808269171
"SFXN2","Sfxn2",1.70352,1.064328,1.294604,45,62,57,1.35415066666667,2.355886,2.178313,1.623217,127,133,85,12.951975,0.168732431549416
"SFXN3","Sfxn3",44.829519,27.811743,24.222547,1075,1098,1040,32.2879363333333,3.078446,2.644279,2.248554,128,95,98,0.963355333333333,16.9546162980177
"SFXN4","Sfxn4",4.133961,5.695724,6.102562,82,180,198,5.310749,106.614526,93.789166,93.328271,586,557,408,0,6.310749
"SFXN5","Sfxn5",40.896492,40.931151,41.761231,2190,3884,4020,41.1962913333333,5.336,5.125651,5.243853,228,202,137,0.00873433333333333,41.8309260812973
"SGCA","Sgca",0.87192,0.223462,0.467627,4,8,7,0.521003,83.775822,84.595788,61.058587,1037,901,758,1.72090333333333,0.559006628925933
"SGCB","Sgcb",12.437372,11.303981,10.620803,706,1117,1035,11.454052,16.135098,11.686582,9.611945,930,802,695,0,12.454052
"SGCD","Sgcd",1.196738,0.346005,0.490448,20,10,18,0.677730333333333,0.158209,0.135648,0.105785,12,10,6,0,1.67773033333333
"SGCE","Sgce",15.14097,17.609116,19.26813,282,622,594,17.3394053333333,27.801721,24.054644,21.537799,214,173,183,0,18.3394053333333
"SGCG","Sgcg",0.037892,0.616038,0.303474,2,5,11,0.319134666666667,0.847772,0.77288,0.170062,26,23,5,16.2604873333333,0.0764251113651445
"SGCZ","Sgcz",0.766224,0.75906,0.751403,28,47,45,0.758895666666667,0,0,0,0,0,0,1.14258466666667,0.820922362616864
"SGF29","Sgf29",24.437176,34.853889,34.991891,90,202,205,31.427652,8.912535,11.788106,10.454969,94,88,75,0.0655496666666667,30.4327925899903
"SGIP1","Sgip1",64.977598,34.860683,31.699392,2643,2415,2063,43.845891,6.190999,5.989164,3.941594,119,96,71,0.212134333333333,36.9974595775001
"SGK1","Sgk1",90.642236,107.249428,42.69426,1551,3626,1611,80.195308,10.726912,9.825034,5.130742,200,198,155,0,81.195308
"SGK2","Sgk2",0.63535,0.828397,1.214946,25,59,70,0.892897666666667,0.155917,0.157261,0.09663,6,3,3,0.00715766666666667,1.87944522423335
"SGK3","Sgk3",4.367148,3.346466,3.144303,203,275,248,3.61930566666667,1.044902,1.324998,1.30343,45,45,32,0,4.61930566666667
"SGMS1","Sgms1",29.081704,17.700376,17.700331,539,724,587,21.494137,14.289694,6.297007,5.360101,445,368,246,0,22.494137
"SGMS2","Sgms2",2.588495,0.909795,2.467073,87,82,85,1.98845433333333,0.73289,0.431559,0.235994,40,33,26,0,2.98845433333333
"SGO1","Sgo1",0.109616,0.031594,0.042306,6,3,4,0.061172,1.806547,1.401456,1.689717,44,49,45,3.358941,0.243447204263604
"SGPL1","Sgpl1",9.672621,7.545024,7.000652,409,600,654,8.07276566666667,6.174687,4.981423,3.618098,603,506,417,0.0575363333333333,8.57915267844225
"SGPP1","Sgpp1",13.360397,12.176329,9.064498,606,979,711,11.5337413333333,0.633651,0.347677,0.532619,29,17,27,0.009998,12.4096694580913
"SGPP2","Sgpp2",7.235698,5.715455,5.693751,437,607,613,6.214968,3.349934,3.102147,2.622744,356,321,268,0,7.214968
"SGSM1","Sgsm1",30.521863,9.837255,11.054207,1838,1228,1127,17.137775,1.382245,0.015946,0.012967,4,2,1,0,18.137775
"SGSM2","Sgsm2",18.391429,11.578294,11.278396,1218,1541,1446,13.749373,43.598208,23.277446,38.625993,907,655,568,1.04412233333333,7.21550406229764
"SGSM3","Sgsm3",41.653531,49.953277,42.745434,520,1087,1005,44.7840806666667,60.108735,51.571687,43.235225,967,748,594,0,45.7840806666667
"SGTA","Sgta",46.61426,51.690244,46.60743,1143,2316,2175,48.303978,24.316146,21.052916,17.462454,1077,911,733,184.631083666667,0.265601951064047
"SGTB","Sgtb",38.120106,34.850945,30.464463,1661,2638,2392,34.4785046666667,1.822946,0.953359,0.451241,98,77,44,150.618132,0.233999088358816
"SH2B1","Sh2b1",27.007151,21.051334,14.243179,791,1191,1072,20.7672213333333,37.452469,33.564927,26.655957,963,739,731,0,21.7672213333333
"SH2B2","Sh2b2",3.703968,0.914381,2.01024,47,66,69,2.20952966666667,0.527069,0.185228,0.188998,10,6,4,2.13962066666667,1.02226670270782
"SH2B3","Sh2b3",5.362422,2.537847,2.389129,234,210,214,3.42979933333333,1.801053,1.468992,1.095855,210,158,120,0.0828883333333333,4.0907258827857
"SH2D1A","Sh2d1a",0,0.230964,0.09437,0,1,2,0.108444666666667,0,0,0,0,0,0,0,1.10844466666667
"SH2D1B","Sh2d1b2",0,0,0,0,0,0,0,0.022048,0,0,1,0,0,0.489717333333333,0.671268285348093
"SH2D2A","Sh2d2a",0,0.043583,0.138706,0,2,1,0.060763,0.063968,0.28897,0,1,3,0,0,1.060763
"SH2D3C","Sh2d3c",5.974936,5.463881,5.466864,210,325,318,5.635227,0.18844,0.126605,0.203125,12,7,8,0,6.635227
"SH2D4A","Sh2d4a",0.183856,0.078564,0.232181,4,4,9,0.164867,0.591569,0.318136,0.884899,21,17,16,0.0760376666666667,1.08255225266278
"SH2D4B","Sh2d4b",0.360226,0.049914,0.132236,10,4,6,0.180792,0,0,0,0,0,0,0.001114,1.17947806143956
"SH2D5","Sh2d5",22.729227,14.759951,12.106183,749,1216,984,16.531787,0.029015,0.047096,0.140458,2,3,9,0.103927,15.8812919694871
"SH2D6","Sh2d6",0.169908,0.288284,0.312399,2,7,8,0.256863666666667,0.421096,0.015267,0.194275,4,1,2,0.286128333333333,0.977245920249016
"SH2D7","Sh2d7",0.024652,0.01373,0.040576,1,1,3,0.0263193333333333,0.021865,0.022992,0.093298,1,1,4,0,1.02631933333333
"SH3BGR","Sh3bgr",6.522268,9.729667,9.349656,16,38,52,8.53386366666667,2663.449781,2464.705465,2606.428704,5200,4945,4267,0.000671666666666667,9.52746438642045
"SH3BGRL","Sh3bgrl",30.895803,41.103272,34.280941,1018,1682,1182,35.426672,21.555851,16.570007,14.649086,260,287,218,0.056099,34.4917209466158
"SH3BGRL2","Sh3bgrl2",11.192525,7.043072,9.022913,641,828,883,9.08617,0.579049,0.398932,0.490051,47,35,42,0,10.08617
"SH3BGRL3","Sh3bgrl3",125.870301,163.230539,174.457722,641,1484,1540,154.519520666667,32.680445,36.573748,36.112202,390,414,403,0,155.519520666667
