"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"Syt17","SYT17",70,0.160943,76,0.161392,53,0.128379,0.150238,"SYT17",18.549069,14.393201,13.192487,619,767,735,15.3782523333333,0.0702295932795597
"Syt2","SYT2",10410,13.9386,10714,13.25,10293,14.5196,13.9027333333,"SYT2",15.990032,4.967142,8.236626,1436,787,1088,9.73126666666667,1.38872080959377
"Syt3","SYT3",645,6.22341,743,6.62144,659,6.69882,6.51455666667,"SYT3",17.420989,16.821286,16.389467,516,991,1040,16.8772473333333,0.420341931090174
"Syt4","SYT4",12812,207.161,12334,184.2,10858,184.963,192.108,"SYT4",55.323845,46.750838,37.132477,3208,4662,3548,46.4023866666667,4.07380331623246
"Syt5","SYT5",1384,27.6211,1564,28.8295,1257,26.4292,27.6266,"SYT5",80.743599,92.980107,74.804137,1307,2765,2433,82.8426143333333,0.341432578499868
"Syt6","SYT6",3452,7.61713,3398,6.92531,3161,7.34834,7.29692666667,"SYT6",4.51013,2.416661,2.914082,291,278,318,3.280291,1.93840247466119
"Syt7","SYT7",9871,23.9046,10652,23.8257,9500,24.2375,23.9892666667,"SYT7",282.070672,93.872702,99.459772,4135,2916,2918,158.467715333333,0.156704237058048
"Syt9","SYT9",4632,4.04053,4640,3.73838,4079,3.74859,3.8425,"SYT9",7.531887,6.753579,7.099612,334,568,609,7.12835933333333,0.595753681821317
"Sytl1","SYTL1",8,0.12387,8,0.114409,4,0.0652499,0.1011763,"SYTL1",1.585045,1.134467,0.459337,7,12,24,1.05961633333333,0.534651178560926
"Sytl2","SYTL2",3132,4.48164,3499,4.62439,2858,4.30846,4.47149666667,"SYTL2",26.808989,22.328341,21.647106,661,1055,1110,23.594812,0.222465480389523
"Sytl3","SYTL3",809,1.59039,897,1.6287,753,1.55953,1.59287333333,"SYTL3",0.170522,0.302371,0.052067,3,11,2,0.174986666666667,2.2067257500766
"Sytl4","SYTL4",27,0.092248,30,0.0946694,24,0.086387,0.0911014666667,"SYTL4",1.493892,1.773344,1.248227,40,90,108,1.50515433333333,0.43554261394143
"Sytl5","SYTL5",6,0.00854973,4,0.00526449,3,0.00450367,0.00610596333333,"SYTL5",1.066801,0.384498,0.49809,35,22,28,0.649796333333333,0.609836464662606
"Syvn1","SYVN1",1178,25.6181,1128,22.6571,1158,26.531,24.9354,"SYVN1",13.333855,6.470386,6.392878,503,548,510,8.732373,2.66485881706342
"Szrd1","SZRD1",781,4.52729,887,4.74904,767,4.68411,4.65348,"SZRD1",14.621907,17.296079,14.765669,364,834,804,15.5612183333333,0.341368605027146
"Szt2","SZT2",1082,3.60912,1146,3.53065,1101,3.86906,3.66961,"SZT2",6.600912,0.785467,1.760312,542,177,255,3.048897,1.15330422087793
"T","TBXT",1,0.0192233,2,0.0355102,0,0,0.0182445,"TBXT",0,0,0,0,0,0,0,1.0182445
"Tab1","TAB1",447,2.42743,464,2.3273,457,2.61457,2.45643333333,"TAB1",7.443127,5.673387,5.848581,248,419,464,6.32169833333333,0.472080817314471
"Tab2","TAB2",1963,6.02387,1905,5.3994,1666,5.3861,5.60312333333,"TAB2",16.034022,7.651738,8.472729,953,835,837,10.7194963333333,0.563430641174312
"Tab3","TAB3",1253,3.21726,1263,2.99525,1184,3.20281,3.13844,"TAB3",6.027999,1.705802,2.303238,455,239,239,3.34567966666667,0.952311333884941
"Tac1","TAC1",6227,88.2153,6497,85.0105,4624,69.0123,80.7460333333,"TAC1",21.016558,32.958435,26.174369,190,574,449,26.716454,2.94936839082301
"Tac2","TAC3",1,0.0212878,2,0.0393237,0,0,0.0202038333333,"TAC3",7.537975,16.578538,15.791774,52,208,200,13.3027623333333,0.0713291467450076
"Tac4","TAC4",0,0,0,0,1,0.0211343,0.00704476666667,"TAC4",0,0,0.033823,0,0,1,0.0112743333333333,0.995817587248831
"Tacc2","TACC2",2286,1.89384,2378,1.81959,2197,1.91753,1.87698666667,"TACC2",16.982026,11.953855,10.716997,759,960,873,13.217626,0.202353519966695
"Tacc3","TACC3",161,1.19746,151,1.03731,107,0.838424,1.024398,"TACC3",4.27226,4.373206,6.117391,50,119,130,4.92095233333333,0.341904120491428
"Taco1","TACO1",353,7.25487,377,7.15634,329,7.12352,7.17824333333,"TACO1",5.722383,6.455752,5.329961,104,212,178,5.836032,1.19634362936423
"Tacr1","TACR1",11,0.0108214,9,0.00817762,8,0.00829132,0.00909678,"TACR1",1.12042,0.837012,0.643221,83,93,87,0.866884333333333,0.540524531693001
"Tacr2","TACR2",13,0.148876,12,0.126928,10,0.12065,0.132151333333,"TACR2",0.030889,0.017083,0.033673,1,1,2,0.027215,1.10215615361244
"Tacr3","TACR3",32,0.0470451,31,0.042094,24,0.0371723,0.0421038,"TACR3",1.3836,1.354703,1.537384,78,135,152,1.425229,0.429692948583412
"Tacstd2","TACSTD2",1,0.0894577,1,0.0826252,2,0.188491,0.1201913,"TACSTD2",0.084758,0.022889,0.112499,2,1,5,0.073382,1.04360917175805
"Tada1","TADA1",667,7.12733,631,6.22766,538,6.05658,6.47052333333,"TADA1",13.131023,15.31528,13.275675,404,797,644,13.907326,0.501131009902782
"Tada2a","TADA2A",431,1.31992,415,1.17386,397,1.28087,1.25821666667,"TADA2A",12.024668,18.149582,12.056145,251,421,384,14.0767983333333,0.14978091612974
"Tada2b","TADA2B",1015,14.8396,988,13.3416,890,13.7085,13.9632333333,"TADA2B",8.793534,6.36554,5.810041,474,607,574,6.989705,1.87281424449338
"Tada3","TADA3",712,9.31856,789,9.53764,728,10.0379,9.63136666667,"TADA3",13.951616,15.118908,14.791687,314,579,516,14.620737,0.680593154258343
"Taf1","TAF1",2482,5.5785,2556,5.30605,2174,5.14777,5.34410666667,"TAF1",24.538989,10.504871,8.800486,1393,922,931,14.614782,0.406288519857018
"Taf1","TAF1",2482,5.5785,2556,5.30605,2174,5.14777,5.34410666667,"TAF1L",24.538989,10.504871,8.800486,1393,922,931,14.614782,0.406288519857018
"Taf1","TAF1L",2482,5.5785,2556,5.30605,2174,5.14777,5.34410666667,"TAF1",24.538989,10.504871,8.800486,1393,922,931,14.614782,0.406288519857018
"Taf1","TAF1L",2482,5.5785,2556,5.30605,2174,5.14777,5.34410666667,"TAF1L",24.538989,10.504871,8.800486,1393,922,931,14.614782,0.406288519857018
"Taf10","TAF10",3003,93.8001,3280,94.6274,2892,95.1679,94.5318,"TAF10",40.448472,57.602939,62.452557,350,645,643,53.5013226666667,1.75283452448078
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L10",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L12",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L7",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L6",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L8",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L13",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L4",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L2",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"LINC02218",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L5",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L14",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L11",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L3",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf11","TAF11",657,11.6901,675,11.093,577,10.8161,11.1997333333,"TAF11L9",30.709866,39.604946,35.547122,329,700,601,35.2873113333333,0.336198326220256
"Taf12","TAF12",280,2.03153,226,1.5145,226,1.7275,1.75784333333,"TAF12",8.110406,8.433489,7.38368,169,252,268,7.97585833333333,0.307251209958193
"Taf13","TAF13",1264,17.0225,1272,15.8219,1137,16.1317,16.3253666667,"TAF13",21.922439,15.453397,17.936814,297,390,399,18.43755,0.891334899033057
"Taf15","TAF15",1107,5.10477,1029,4.38267,923,4.48409,4.65717666667,"TAF15",33.180485,11.580497,11.843109,552,396,407,18.8680303333333,0.284737670104054
"Taf1a","TAF1A",463,3.38683,486,3.28355,368,2.83599,3.16879,"TAF1A",6.72347,5.216516,5.411263,113,150,154,5.78374966666667,0.614525919269132
"Taf1b","TAF1B",508,1.31015,584,1.39112,500,1.35854,1.35327,"TAF1B",9.001806,7.358862,8.451659,167,285,290,8.27077566666667,0.253837444094484
"Taf1c","TAF1C",717,15.1367,726,14.1561,613,13.6338,14.3088666667,"TAF1C",2.653423,2.783609,2.058685,83,163,139,2.49857233333333,4.37574679272507
"Taf1d","TAF1D",368,5.2994,325,4.32272,249,3.77765,4.46659,"TAF1D",8.920133,10.20431,9.758768,147,205,209,9.627737,0.514370086501011
"Taf2","TAF2",1038,2.82535,987,2.48134,883,2.53209,2.61292666667,"TAF2",10.945724,8.712071,8.267054,481,589,548,9.308283,0.350487725906439
"Taf3","TAF3",339,0.392524,369,0.394628,311,0.379377,0.388843,"TAF3",4.150545,2.722834,2.876618,242,228,239,3.249999,0.326786665126274
"Taf4","TAF4",543,1.30674,456,1.01356,422,1.06991,1.13007,"TAF4",11.052446,5.198945,2.582237,243,173,169,6.277876,0.292677424017667
"Taf4b","TAF4B",435,0.576493,402,0.492068,420,0.586405,0.551655333333,"TAF4B",1.120806,0.634658,0.580741,84,84,77,0.778735,0.872336426355247
"Taf5","TAF5",263,2.59438,273,2.48734,267,2.77481,2.61884333333,"TAF5",1.22951,1.317269,0.9093,54,103,72,1.15202633333333,1.681598072141
"Taf5l","TAF5L",428,2.6487,482,2.75506,471,3.07082,2.82486,"TAF5L",4.817674,5.27061,4.713275,192,408,369,4.933853,0.644582870522745
"Taf6","TAF6",831,14.5986,892,14.4734,736,13.6217,14.2312333333,"TAF6",13.983968,15.281323,14.94787,254,648,661,14.7377203333333,0.967817003396574
"Taf6l","TAF6L",124,1.6131,149,1.79028,119,1.63091,1.67809666667,"TAF6L",10.765958,17.077702,7.725863,73,223,198,11.8565076666667,0.20830669853008
"Taf7","TAF7",328,13.7072,321,12.3901,266,11.7112,12.6028333333,"TAF7",2.305758,2.245231,2.149901,111,185,168,2.23363,4.20667588230564
"Taf7l2","TAF7L",0,0,1,0.0636001,3,0.217635,0.0937450333333,"TAF7L",0,0,0.040874,0,0,1,0.0136246666666667,1.07904342633069
"Taf8","TAF8",354,2.90264,396,2.99902,352,3.04072,2.98079333333,"TAF8",6.618566,4.69596,6.193323,171,314,265,5.83594966666667,0.582332159749665
"Taf9","TAF9",1031,35.7029,1062,33.9676,859,31.3388,33.6697666667,"TAF9",6.988807,12.515175,13.873645,65,199,217,11.1258756666667,2.8591557112865
"Taf9b","TAF9B",932,10.1327,979,9.83078,855,9.79311,9.91886333333,"TAF9B",12.104091,12.279717,10.000521,445,787,639,11.461443,0.876211794519302
"Tafa1","TAFA1",825,0.235362,849,0.22371,774,0.232631,0.230567666667,"TAFA1",18.215462,9.263303,9.140981,650,613,592,12.206582,0.0931783611131934
"Tafa2","TAFA2",1629,0.529821,1737,0.521799,1548,0.530424,0.527348,"TAFA2",18.169968,11.019137,8.686336,859,929,731,12.625147,0.112097726358475
"Tafa3","TAFA3",892,9.59103,1066,10.5865,883,10.0024,10.0599766667,"TAFA3",0.015304,0.034033,0.027454,1,4,3,0.025597,10.7839401506635
"Tafa4","TAFA4",1265,0.856588,1304,0.815556,1106,0.789007,0.820383666667,"TAFA4",0.949653,1.166551,1.020063,30,65,57,1.04542233333333,0.889979363675179
"Tafa5","TAFA5",915,0.660338,841,0.560578,740,0.562627,0.594514333333,"TAFA5",31.521657,30.276129,29.198123,1181,2075,2032,30.3319696666667,0.0508909701591268
"Tagap","TAGAP",613,10.6926,662,10.6654,547,10.0521,10.4700333333,"TAGAP",0.483337,0.232287,0.326112,22,19,27,0.347245333333333,8.51369312589937
"Tagln","TAGLN",285,6.86872,366,8.14718,304,7.71878,7.57822666667,"TAGLN",31.578641,23.508118,36.162824,141,250,337,30.4165276666667,0.273048210727999
"Tagln2","TAGLN2",3468,73.3931,3622,70.7977,3136,69.9191,71.3699666667,"TAGLN2",6.802936,8.492203,10.047706,103,220,237,8.447615,7.66013080197489
"Tagln3","TAGLN3",4794,55.6149,5181,55.5139,4422,54.0451,55.0579666667,"TAGLN3",111.49708,137.110766,148.539514,1776,3950,4342,132.382453333333,0.420279918878135
"Tal1","TAL1",32,0.323985,32,0.29924,17,0.181329,0.268184666667,"TAL1",1.159674,1.366957,1.90348,56,149,176,1.47670366666667,0.512045378595421
"Tal2","TAL2",11,0.189531,8,0.127313,10,0.181523,0.166122333333,"TAL2",0.045511,0.104784,0.09128,2,8,7,0.080525,1.07921828123644
"Taldo1","TALDO1",2496,35.9705,2755,36.6706,2212,33.5838,35.4083,"TALDO1",48.944566,78.20756,80.721307,731,2086,2157,69.2911443333333,0.51796425204497
"Tamm41","TAMM41",310,1.43643,310,1.32672,260,1.26923,1.34412666667,"TAMM41",9.066597,10.8054,10.739264,73,142,182,10.2037536666667,0.209226901662809
"Tanc1","TANC1",2807,1.86099,2814,1.72314,2707,1.89075,1.82496,"TANC1",32.111252,9.446552,15.168955,1028,590,693,18.9089196666667,0.141894188499329
"Tanc2","TANC2",4285,1.96002,4295,1.81454,3955,1.9059,1.89348666667,"TANC2",27.627947,5.33095,3.654855,3307,840,986,12.204584,0.219127438370645
"Tango2","TANGO2",2194,7.20253,2291,6.94654,2112,7.30443,7.15116666667,"TANGO2",71.397797,85.834083,97.1759,636,1352,1524,84.8025933333333,0.0949990711236856
"Tango6","TANGO6",226,0.208332,233,0.19838,206,0.200059,0.202257,"TANGO6",1.145507,0.820521,0.770532,75,99,93,0.912186666666667,0.628734119402569
"Tank","TANK",629,1.29158,656,1.24414,577,1.24822,1.26131333333,"TANK",21.550687,26.356782,27.669517,283,481,481,25.1923286666667,0.0863349479959692
"Taok1","TAOK1",5485,10.8236,5381,9.8074,4971,10.3344,10.3218,"TAOK1",14.541389,3.14891,3.230446,2703,1010,1005,6.97358166666667,1.41991397007075
"Taok2","TAOK2",2190,17.8654,2338,17.6161,2019,17.352,17.6111666667,"TAOK2",28.30304,15.313886,14.935281,1585,1680,1539,19.5174023333333,0.907091763583717
"Taok3","TAOK3",1303,1.30399,1187,1.09718,1079,1.13762,1.17959666667,"TAOK3",12.276269,6.768308,5.951816,558,548,499,8.332131,0.233558301600138
"Tap1","TAP1",185,2.96844,176,2.60833,145,2.45114,2.67597,"TAP1",1.760554,0.982716,2.310504,32,53,72,1.68459133333333,1.36928476016337
"Tap2","TAP2",511,6.19866,532,5.96051,502,6.41541,6.19152666667,"",8.617288,5.911683,7.855573,94,140,153,7.46151466666667,0.849910087020275
"Tap2","TAP2",511,6.19866,532,5.96051,502,6.41541,6.19152666667,"TAP2",8.617288,5.911683,7.855573,94,140,153,7.46151466666667,0.849910087020275
"Tap2","AL669918.1",511,6.19866,532,5.96051,502,6.41541,6.19152666667,"",8.617288,5.911683,7.855573,94,140,153,7.46151466666667,0.849910087020275
"Tap2","AL669918.1",511,6.19866,532,5.96051,502,6.41541,6.19152666667,"TAP2",8.617288,5.911683,7.855573,94,140,153,7.46151466666667,0.849910087020275
"Tapbp","TAPBP",2099,24.3231,2206,23.6106,1987,24.2576,24.0637666667,"TAPBP",16.464722,22.670757,23.639025,296,564,554,20.9248346666667,1.14316787550538
"Tapbpl","TAPBPL",377,7.38065,431,7.79337,401,8.27069,7.81490333333,"TAPBPL",3.087923,3.323682,3.143432,104,204,195,3.18501233333333,2.10630283287815
"Tapt1","TAPT1",1001,3.01836,992,2.76277,964,3.06238,2.94783666667,"TAPT1",22.404668,16.588894,19.874432,730,1186,1168,19.6226646666667,0.191431938136058
"Tarbp1","TARBP1",197,0.614757,237,0.683094,167,0.549032,0.615627666667,"TARBP1",1.193631,0.411486,0.446969,111,69,76,0.684028666666667,0.959382520408599
"Tardbp","TARDBP",4061,43.0594,3890,38.096,3647,40.7394,40.6316,"TARDBP",123.673487,70.242346,63.568966,2121,1857,1699,85.8282663333333,0.479470588992028
"Tarm1","TARM1",7,0.0673776,3,0.0266706,1,0.0101405,0.0347295666667,"TARM1",0,0.056426,0.105853,0,2,2,0.054093,0.981630241986903
"Tars","TARS1",908,8.11574,889,7.33903,804,7.57081,7.67519333333,"TARS1",20.65097,14.941069,12.531954,404,507,438,16.041331,0.509067826528925
"Tars2","TARS2",678,5.20151,706,5.00264,613,4.95455,5.0529,"TARS2",14.64988,12.68767,12.036672,261,499,471,13.1247406666667,0.428531761597888
"Tarsl2","TARS3",973,3.19995,998,3.03149,856,2.96584,3.06576,"TARS3",20.07988,11.510435,12.215012,625,728,679,14.6017756666667,0.260595978744043
"Tas1r1","TAS1R1",55,0.801173,58,0.780345,45,0.69059,0.757369333333,"TAS1R1",0.478391,0.402378,0.357656,20,31,28,0.412808333333333,1.24388375398857
"Tas1r3","TAS1R3",23,0.871748,26,0.910188,31,1.23785,1.00659533333,"TAS1R3",0.20876,0.052272,0.072125,11,5,7,0.111052333333333,1.80603133905484
"Tas2r108","TAS2R4",0,0,0,0,1,0.161418,0.053806,"TAS2R4",0,0,0,0,0,0,0,1.053806
"Tasor","TASOR",1472,4.17506,1460,3.82475,1274,3.80687,3.93556,"TASOR",8.350094,3.822788,3.373849,796,601,510,5.18224366666667,0.798344462967625
"Tasor2","TASOR2",1099,3.78433,1046,3.32673,962,3.48988,3.53364666667,"TASOR2",25.560995,13.400583,15.144434,505,380,333,18.0353373333333,0.238170019647143
"Tasp1","TASP1",396,0.26342,448,0.27525,382,0.267708,0.268792666667,"TASP1",7.927219,7.23995,6.99283,235,389,367,7.38666633333333,0.151286889955798
"Tat","TAT",0,0,0,0,1,0.0174566,0.00581886666667,"TAT",0.058089,0.016258,0,2,1,0,0.0247823333333333,0.981495127257922
"Tatdn1","TATDN1",1730,6.16078,1650,5.42711,1443,5.41378,5.66722333333,"TATDN1",7.363375,7.355651,8.31754,90,117,125,7.67885533333333,0.768214594812157
"Tatdn2","AC022384.1",877,9.70887,923,9.43769,762,8.88726,9.34460666667,"TATDN2",19.6358,16.796495,17.1925,470,752,768,17.8749316666667,0.548060615495562
"Tatdn2","AC022384.1",877,9.70887,923,9.43769,762,8.88726,9.34460666667,"",19.6358,16.796495,17.1925,470,752,768,17.8749316666667,0.548060615495562
"Tatdn2","TATDN2",877,9.70887,923,9.43769,762,8.88726,9.34460666667,"TATDN2",19.6358,16.796495,17.1925,470,752,768,17.8749316666667,0.548060615495562
"Tatdn2","TATDN2",877,9.70887,923,9.43769,762,8.88726,9.34460666667,"",19.6358,16.796495,17.1925,470,752,768,17.8749316666667,0.548060615495562
"Tatdn3","TATDN3",535,4.85397,517,4.3324,490,4.68364,4.62333666667,"TATDN3",22.030833,20.198046,26.668672,101,148,167,22.9658503333333,0.234639563731594
"Tax1bp1","TAX1BP1",6401,18.7268,6704,18.1152,6127,18.8846,18.5755333333,"TAX1BP1",54.846052,40.554503,42.053664,2142,2993,2905,45.818073,0.418119159524144
"Tax1bp3","TAX1BP3",783,19.9883,845,19.9235,710,19.0948,19.6688666667,"TAX1BP3",5.292827,5.652006,4.761993,73,160,134,5.23560866666667,3.31465102632055
"Taz","TAZ",633,11.9232,605,10.5254,587,11.6485,11.3657,"TAZ",22.930719,24.312079,29.801205,288,566,607,25.6813343333333,0.463458830263649
"Tbata","TBATA",3,0.0275715,0,0,1,0.00968239,0.0124179633333,"TBATA",2.089081,2.321016,2.406679,24,61,55,2.27225866666667,0.309394233911408
"Tbc1d1","TBC1D1",1554,1.23574,1468,1.0782,1235,1.03464,1.11619333333,"TBC1D1",4.772046,4.208863,3.653914,333,434,373,4.21160766666667,0.406053845316317
"Tbc1d10a","TBC1D10A",624,3.37258,642,3.20485,586,3.33672,3.30471666667,"TBC1D10A",8.440488,11.082022,10.113084,196,502,461,9.87853133333333,0.395707521058449
"Tbc1d10b","TBC1D10B",1861,26.2347,1856,24.1659,1769,26.2725,25.5577,"TBC1D10B",37.826197,28.774763,28.980434,878,1290,1233,31.8604646666667,0.808196118630662
"Tbc1d10c","TBC1D10C",28,0.551924,24,0.436946,20,0.415332,0.468067333333,"TBC1D10C",0.26106,0.410185,0.246905,3,10,7,0.30605,1.12405140180927
"Tbc1d12","TBC1D12",478,0.890154,432,0.743047,431,0.845588,0.826263,"TBC1D12",4.876759,4.386982,3.705699,235,358,308,4.32314666666667,0.343079594525544
"Tbc1d13","TBC1D13",2075,17.6297,2253,17.68,2011,18.0004,17.7700333333,"TBC1D13",15.50848,11.536709,8.931073,542,614,646,11.9920873333333,1.44472807576827
"Tbc1d14","TBC1D14",1734,2.62126,1708,2.38475,1586,2.52585,2.51062,"TBC1D14",26.554464,23.369236,20.859593,1202,1942,1782,23.594431,0.142740443964733
"Tbc1d15","TBC1D15",1133,3.28106,1081,2.89138,944,2.88005,3.01749666667,"TBC1D15",25.557797,16.561727,15.587621,484,691,505,19.235715,0.198534950045995
"Tbc1d16","TBC1D16",1125,2.0433,1288,2.16068,1139,2.17945,2.12781,"TBC1D16",7.78413,4.753516,4.717956,805,898,935,5.75186733333333,0.46325110455863
"Tbc1d17","TBC1D17",847,9.09331,961,9.52921,807,9.12759,9.25003666667,"TBC1D17",170.991009,174.147732,180.905786,471,959,987,175.348175666667,0.0581238599601088
"Tbc1d19","TBC1D19",2131,3.5052,2097,3.18583,1907,3.30464,3.33189,"TBC1D19",49.577289,36.754789,34.413745,352,507,449,40.2486076666667,0.105019059916067
"Tbc1d2","TBC1D2",130,0.440357,122,0.381695,117,0.417534,0.413195333333,"TBC1D2",0.717764,0.355804,0.305656,44,43,36,0.459741333333333,0.968113528789347
"Tbc1d20","TBC1D20",1028,7.9109,1015,7.21429,870,7.05336,7.39285,"TBC1D20",14.405963,12.45951,13.316411,723,1127,970,13.3939613333333,0.583081321787627
"Tbc1d21","TBC1D21",1,0.0144354,2,0.0266657,3,0.045624,0.0289083666667,"TBC1D21",0,0,0,0,0,0,0,1.0289083666667
"Tbc1d22a","TBC1D22A",1189,0.649698,1312,0.662153,1117,0.643024,0.651625,"TBC1D22A",8.050049,8.388152,7.662909,385,731,678,8.03370333333333,0.182829227289952
"Tbc1d22b","TBC1D22B",668,1.81531,718,1.80216,681,1.94969,1.85572,"TBC1D22B",10.754806,7.08277,6.348755,576,692,629,8.06211033333333,0.315127480791726
"Tbc1d23","TBC1D23",1157,2.86667,1216,2.78274,1120,2.92352,2.85764333333,"TBC1D23",20.403003,8.53832,6.929023,472,519,478,11.956782,0.297731592098254
"Tbc1d24","TBC1D24",712,3.66749,776,3.69186,669,3.63044,3.66326333333,"",29.683797,14.217635,14.631686,1381,1427,1364,19.5110393333333,0.227353829201212
"Tbc1d24","TBC1D24",712,3.66749,776,3.69186,669,3.63044,3.66326333333,"TBC1D24",29.683797,14.217635,14.631686,1381,1427,1364,19.5110393333333,0.227353829201212
"Tbc1d24","AC093525.2",712,3.66749,776,3.69186,669,3.63044,3.66326333333,"",29.683797,14.217635,14.631686,1381,1427,1364,19.5110393333333,0.227353829201212
"Tbc1d24","AC093525.2",712,3.66749,776,3.69186,669,3.63044,3.66326333333,"TBC1D24",29.683797,14.217635,14.631686,1381,1427,1364,19.5110393333333,0.227353829201212
"Tbc1d25","TBC1D25",347,2.48077,334,2.20546,300,2.25955,2.31526,"TBC1D25",4.152257,2.940211,2.290594,141,181,148,3.12768733333333,0.803176144963176
"Tbc1d2b","TBC1D2B",698,1.57515,700,1.45902,573,1.36228,1.46548333333,"TBC1D2B",2.631366,1.835553,12.743602,236,290,244,5.73684033333333,0.36597027854898
"Tbc1d30","TBC1D30",1413,2.50758,1421,2.32917,1338,2.50157,2.44610666667,"TBC1D30",18.321433,8.711802,5.885416,1279,1031,901,10.9728836666667,0.287825954265654
"Tbc1d30","TBC1D30",1413,2.50758,1421,2.32917,1338,2.50157,2.44610666667,"",18.321433,8.711802,5.885416,1279,1031,901,10.9728836666667,0.287825954265654
"Tbc1d31","TBC1D31",228,0.611513,196,0.485537,217,0.613161,0.570070333333,"TBC1D31",2.764109,1.169233,1.344771,76,72,65,1.759371,0.568995736105439
"Tbc1d32","TBC1D32",927,0.671086,942,0.62986,805,0.613957,0.638301,"TBC1D32",2.13605,1.163005,0.917539,221,219,175,1.40553133333333,0.681055772293689
"Tbc1d4","TBC1D4",860,0.800085,840,0.721792,804,0.788021,0.769966,"TBC1D4",3.613117,1.864271,1.671028,227,200,189,2.38280533333333,0.523224314021026
"Tbc1d5","TBC1D5",1100,0.382606,1222,0.392577,1121,0.41078,0.395321,"TBC1D5",9.180838,3.119119,3.454035,589,437,495,5.25133066666667,0.223203838414776
"Tbc1d7","TBC1D7",624,4.90084,693,5.02706,536,4.43501,4.78763666667,"TBC1D7",13.794376,19.586682,18.839206,137,316,379,17.4067546666667,0.314430043290086
"Tbc1d8","TBC1D8",970,1.40357,997,1.33246,853,1.30034,1.34545666667,"TBC1D8",7.190465,6.555101,4.946661,228,300,228,6.23074233333333,0.324372873288206
"Tbc1d8b","TBC1D8B",466,1.05726,455,0.953463,426,1.01824,1.00965433333,"TBC1D8B",1.912697,1.066786,1.041292,150,145,140,1.34025833333333,0.858731835159224
"Tbc1d9","TBC1D9",8427,12.1576,8984,11.9712,7657,11.6379,11.9222333333,"TBC1D9",37.437424,12.062053,12.090162,2034,1365,1248,20.5298796666667,0.600199979440975
"Tbc1d9b","TBC1D9B",6723,25.2107,7113,24.6359,6414,25.3393,25.0619666667,"TBC1D9B",82.387037,61.987266,59.294675,2849,4100,4146,67.8896593333333,0.378314639946107
"Tbca","TBCA",1686,4.8448,1902,5.04805,1652,5.00118,4.96467666667,"TBCA",61.590847,81.32911,83.883712,274,641,671,75.601223,0.0778665983788536
"Tbcb","TBCB",1738,33.1311,1832,32.2557,1542,30.9681,32.1183,"TBCB",83.810889,109.501303,115.267674,538,1438,1548,102.859955333333,0.318874583507267
"Tbcc","TBCC",516,68.804,561,69.091,436,61.2484,66.3811333333,"TBCC",9.088711,9.906252,11.324775,116,256,305,10.1065793333333,6.06677639541763
