"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"Slc30a9","SLC30A9",6042,18.2131,6107,17.003,5344,16.9712,17.3957666667,"SLC30A9",142.485304,108.050207,119.318898,1121,3858,2316,123.284803,0.148013000967624
"Slc31a1","SLC31A1",1241,6.20476,1186,5.47688,1095,5.76782,5.81648666667,"SLC31A1",8.539577,9.674907,10.104254,215,910,538,9.43957933333333,0.652946488457166
"Slc31a2","SLC31A2",680,2.94399,714,2.8551,613,2.79597,2.86502,"SLC31A2",4.872485,5.569594,5.367555,48,200,131,5.269878,0.616442616586798
"Slc33a1","SLC33A1",859,4.26475,955,4.37924,860,4.49824,4.38074333333,"SLC33A1",11.979698,12.232884,12.907715,215,817,468,12.3734323333333,0.402345725406519
"Slc33a1","AC104472.3",859,4.26475,955,4.37924,860,4.49824,4.38074333333,"SLC33A1",11.979698,12.232884,12.907715,215,817,468,12.3734323333333,0.402345725406519
"Slc34a2","SLC34A2",38,0.175618,29,0.123788,30,0.146066,0.148490666667,"SLC34A2",0,0.037218,0.016456,0,4,1,0.0178913333333333,1.12830380715198
"Slc34a3","SLC34A3",0,0,0,0,1,0.0299097,0.0099699,"SLC34A3",0.366103,0.243344,0.033218,3,13,1,0.214221666666667,0.831783790164618
"Slc35a1","SLC35A1",507,3.25411,532,3.15378,477,3.22543,3.21110666667,"SLC35A1",12.509443,8.740646,10.911982,81,300,215,10.7206903333333,0.359288279692342
"Slc35a2","SLC35A2",502,7.44529,504,6.90404,516,8.06253,7.47062,"SLC35A2",19.19166,22.290723,23.356842,76,382,205,21.613075,0.374589479758945
"Slc35a3","SLC35A3",1564,5.59815,1674,5.53424,1325,4.99652,5.37630333333,"SLC35A3",4.774417,5.990463,6.509792,137,577,340,5.758224,0.943488013023836
"Slc35a4","SLC35A4",1002,33.4666,1116,34.4273,1020,35.8912,34.5950333333,"SLC35A4",53.78227,73.45889,70.04925,204,940,540,65.76347,0.533151337599738
"Slc35a5","SLC35A5",2298,18.6407,2267,16.9847,1930,16.4935,17.3729666667,"SLC35A5",91.052668,55.663761,74.637358,350,1113,704,73.7845956666667,0.245678491712288
"Slc35b1","SLC35B1",718,15.729,785,15.8833,658,15.1861,15.5994666667,"SLC35B1",20.305294,23.290173,22.431671,150,627,340,22.009046,0.721432199609667
"Slc35b2","SLC35B2",401,16.3873,454,17.1361,438,18.8573,17.4602333333,"SLC35B2",13.898956,21.983469,17.315695,116,610,348,17.7327066666667,0.985454673570931
"Slc35b3","SLC35B3",503,2.71643,540,2.69351,461,2.62286,2.6776,"SLC35B3",2.493885,4.003616,3.676399,29,177,91,3.3913,0.837474096509006
"Slc35b4","SLC35B4",1638,10.7126,1638,9.89444,1495,10.3007,10.30258,"SLC35B4",12.630042,16.980314,15.784859,313,1311,766,15.1317383333333,0.700642408552168
"Slc35c1","SLC35C1",693,13.8341,668,12.3165,680,14.3011,13.4839,"SLC35C1",3.781266,4.190024,4.117074,76,302,167,4.02945466666667,2.87981520064071
"Slc35c2","SLC35C2",798,10.9453,798,10.1093,711,10.274,10.4428666667,"SLC35C2",24.52307,32.683301,20.935798,216,858,468,26.0473896666667,0.423067320274616
"Slc35d1","SLC35D1",316,1.10176,305,0.98219,228,0.83749,0.973813333333,"SLC35D1",3.298837,5.265242,3.193909,77,287,186,3.91932933333333,0.401236266081731
"Slc35d2","SLC35D2",153,0.718278,130,0.563689,112,0.55394,0.611969,"SLC35D2",0.936915,0.652526,0.291609,3,11,8,0.627016666666667,0.990751375216398
"Slc35d2","SLC35D2",153,0.718278,130,0.563689,112,0.55394,0.611969,"",0.936915,0.652526,0.291609,3,11,8,0.627016666666667,0.990751375216398
"Slc35d2","AL160269.1",153,0.718278,130,0.563689,112,0.55394,0.611969,"SLC35D2",0.936915,0.652526,0.291609,3,11,8,0.627016666666667,0.990751375216398
"Slc35d2","AL160269.1",153,0.718278,130,0.563689,112,0.55394,0.611969,"",0.936915,0.652526,0.291609,3,11,8,0.627016666666667,0.990751375216398
"Slc35d3","SLC35D3",37,1.62041,40,1.618,38,1.75328,1.66389666667,"SLC35D3",1.31214,0.840535,0.854659,22,50,29,1.00244466666667,1.33032223612171
"Slc35e1","SLC35E1",1788,23.1764,1880,22.5077,1719,23.4746,23.0529,"SLC35E1",13.859235,14.921148,15.288247,407,1643,954,14.6895433333333,1.53305290593756
"Slc35e2","SLC35E2B",1019,7.21359,857,5.60342,806,6.01113,6.27604666667,"SLC35E2B",7.040381,8.042869,7.652382,297,1235,639,7.578544,0.84816801856702
"Slc35e3","SLC35E3",1352,16.54,1348,15.2315,1173,15.1182,15.6299,"SLC35E3",15.46183,11.895773,11.588585,248,860,542,12.9820626666667,1.18937387111315
"Slc35e4","SLC35E4",533,10.8224,583,10.9335,474,10.1395,10.6318,"SLC35E4",4.889583,6.608056,5.806079,101,504,250,5.767906,1.71867044252683
"Slc35f1","SLC35F1",1595,0.587899,1645,0.560019,1578,0.612764,0.586894,"SLC35F1",8.223521,9.178628,8.917548,276,1129,623,8.77323233333333,0.162371459705058
"Slc35f2","SLC35F2",236,0.785751,258,0.793391,206,0.722577,0.767239666667,"SLC35F2",1.750886,1.737347,1.895406,29,96,61,1.79454633333333,0.632388751471885
"Slc35f3","SLC35F3",845,0.510349,850,0.47416,802,0.510304,0.498271,"SLC35F3",8.642624,9.879357,10.373224,160,637,380,9.631735,0.140924411678809
"Slc35f4","SLC35F4",439,0.299465,492,0.309986,503,0.361488,0.323646333333,"SLC35F4",2.981505,2.866188,2.228978,29,127,61,2.69222366666667,0.358495706877906
"Slc35f5","SLC35F5",1068,4.70571,1055,4.2934,886,4.11274,4.37061666667,"SLC35F5",8.021726,7.747963,7.157311,80,304,190,7.64233333333333,0.621431326416863
"Slc35f6","SLC35F6",998,13.1303,961,11.6779,894,12.3916,12.3999333333,"SLC35F6",11.250962,16.165751,15.785555,149,685,375,14.400756,0.870082827966367
"Slc35g1","SLC35G1",85,1.36982,97,1.44382,84,1.42616,1.41326666667,"SLC35G1",1.150731,1.106938,0.900472,22,85,40,1.05271366666667,1.17564700126386
"Slc35g2","SLC35G2",537,4.40921,547,4.14828,474,4.10023,4.21924,"SLC35G2",22.036232,22.275483,27.189656,154,571,336,23.8337903333333,0.210166870620408
"Slc35g3","SLC35G6",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G3",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G6",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G5",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G6",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G6",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G6",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G4",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G4",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G3",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G4",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G5",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G4",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G6",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G4",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G4",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G3",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G3",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G3",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G5",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G3",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G6",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G3",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G4",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G5",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G3",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G5",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G5",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G5",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G6",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc35g3","SLC35G5",5,0.373278,3,0.206861,7,0.55056,0.376899666667,"SLC35G4",0.223162,0.232892,0.155088,2,8,3,0.203714,1.14387609238324
"Slc36a1","SLC36A1",8523,41.3635,8956,40.1452,8071,41.2664,40.9250333333,"SLC36A1",10.704434,12.158277,13.630789,368,1682,964,12.1645,3.18470381201717
"Slc36a2","SLC36A2",674,3.93156,828,4.46098,769,4.7258,4.37278,"SLC36A2",0,0.102215,0.127364,0,6,3,0.0765263333333333,4.99084865240949
"Slc36a3","SLC36A3",4,0.0230846,2,0.0106607,2,0.0121601,0.0153018,"SLC36A3",0,0,0,0,0,0,0,1.0153018
"Slc36a4","SLC36A4",2021,9.32898,2191,9.34125,1898,9.23013,9.30012,"SLC36A4",11.791172,16.430038,15.752349,532,2200,1320,14.657853,0.65782454337769
"Slc37a1","SLC37A1",777,1.88587,824,1.84719,716,1.83083,1.85463,"SLC37A1",10.243038,5.377779,2.056477,10,76,32,5.89243133333333,0.414168797909436
"Slc37a2","SLC37A2",524,2.88874,647,3.2944,515,2.99108,3.05807333333,"SLC37A2",0.707075,0.733349,0.93071,17,80,63,0.790378,2.26660142904459
"Slc37a4","SLC37A4",428,10.8598,449,10.5225,397,10.6124,10.6649,"SLC37A4",8.930083,9.602489,9.030441,62,305,170,9.187671,1.14500163972708
"Slc38a1","SLC38A1",2001,4.34393,1954,3.91791,1720,3.93376,4.0652,"SLC38A1",74.412056,60.665614,63.805838,2766,10486,6357,66.2945026666667,0.0752691497712631
"Slc38a10","SLC38A10",2696,8.83035,3143,9.50817,2668,9.20635,9.18162333333,"SLC38A10",23.846813,23.815191,23.1903,405,1671,969,23.6174346666667,0.413594002429362
"Slc38a11","SLC38A11",102,0.332556,103,0.310168,70,0.24044,0.294388,"SLC38A11",3.295285,2.182687,2.331412,21,62,29,2.603128,0.359240082506089
"Slc38a2","SLC38A2",7879,99.1079,8094,94.0362,7201,95.4276,96.1905666667,"SLC38A2",50.72316,47.550289,42.971711,1610,5634,2898,47.08172,2.02136210324215
"Slc38a3","SLC38A3",11,0.0903476,9,0.068275,13,0.112489,0.0903705333333,"SLC38A3",49.72434,40.429207,41.44715,401,1709,997,43.866899,0.0243023377508952
"Slc38a4","SLC38A4",10,0.0253871,16,0.037517,5,0.0133729,0.0254256666667,"SLC38A4",0.037667,0.094491,0.017739,1,4,1,0.0499656666666667,0.976627807194997
"Slc38a5","SLC38A5",1,0.0171559,1,0.0158455,6,0.108445,0.0471488,"SLC38A5",3.722337,1.639921,1.741149,11,60,31,2.36780233333333,0.310929412226984
"Slc38a6","SLC38A6",499,1.1513,476,1.01436,465,1.13028,1.09864666667,"SLC38A6",19.57274,23.474037,21.361842,385,1679,894,21.4695396666667,0.0933996289111041
"Slc38a7","SLC38A7",957,8.42991,952,7.74538,939,8.71406,8.29645,"SLC38A7",5.818512,6.642687,6.745853,106,431,243,6.40235066666667,1.25587808773537
"Slc38a8","SLC38A8",34,0.238816,37,0.240038,29,0.214598,0.231150666667,"SLC38A8",0.058376,0.091707,0.10373,1,6,1,0.0846043333333333,1.13511501736609
"Slc38a9","SLC38A9",1575,3.13407,1566,2.87816,1464,3.06911,3.02711333333,"SLC38A9",3.787371,3.663638,3.273903,151,655,359,3.57497066666667,0.880248995402666
"Slc39a1","SLC39A1",564,16.0886,634,16.7041,541,16.2585,16.3504,"SLC39A1",13.201126,13.390462,13.981811,202,778,458,13.5244663333333,1.19456368322334
"Slc39a10","SLC39A10",1895,3.44772,1967,3.30538,1750,3.35432,3.36914,"SLC39A10",24.263761,23.689046,22.802571,598,2230,1267,23.585126,0.177714769491114
"Slc39a11","SLC39A11",962,0.368463,916,0.324048,814,0.328463,0.340324666667,"SLC39A11",6.222672,5.453292,7.848588,75,272,178,6.508184,0.178515159813212
"Slc39a12","SLC39A12",14,0.0203721,13,0.0174721,12,0.0183964,0.0187468666667,"SLC39A12",27.61742,32.473291,33.75715,472,1976,1173,31.2826203333333,0.0315571306216056
"Slc39a13","SLC39A13",542,9.75116,646,10.7346,585,11.0881,10.52462,"SLC39A13",17.049107,37.23864,36.952867,103,638,325,30.413538,0.366867940822202
"Slc39a14","SLC39A14",595,1.92567,585,1.7487,574,1.95714,1.87717,"SLC39A14",12.06008,11.707797,7.717806,237,899,468,10.4952276666667,0.250292563438572
"Slc39a2","SLC39A2",19,0.764577,15,0.557511,10,0.423947,0.582011666667,"SLC39A2",0.801835,1.386249,0.998382,13,85,34,1.06215533333333,0.767164161251513
"Slc39a3","SLC39A3",1334,23.2927,1388,22.3846,1284,23.6196,23.0989666667,"SLC39A3",13.475806,15.156524,21.282491,293,1163,701,16.6382736666667,1.3662882843372
"Slc39a4","SLC39A4",0,0,2,0.0573189,1,0.0326902,0.0300030333333,"SLC39A4",1.440564,0.653346,2.323684,6,24,16,1.47253133333333,0.416578354113194
"Slc39a6","SLC39A6",3237,20.9889,3209,19.2182,2897,19.7897,19.9989333333,"SLC39A6",13.008928,15.981425,20.359506,227,956,582,16.449953,1.20338050958074
"Slc39a7","SLC39A7",1864,84.7421,2109,88.5574,1940,92.9179,88.7391333333,"SLC39A7",100.668475,80.892214,94.766875,521,1936,1097,92.109188,0.963805347902937
"Slc39a8","SLC39A8",127,0.311428,114,0.258199,78,0.201508,0.257045,"SLC39A8",1.610694,1.332678,1.671374,34,108,76,1.53824866666667,0.49524107567081
"Slc39a9","SLC39A9",1436,5.64826,1488,5.40577,1296,5.37043,5.47482,"SLC39A9",11.37827,13.830326,16.975331,347,1539,893,14.061309,0.42989756069675
"Slc3a1","SLC3A1",5402,23.3803,5513,22.0383,5007,22.8305,22.7497,"SLC3A1",0.413095,0.054364,0.160274,6,3,5,0.209244333333333,19.6401168443212
"Slc3a2","SLC3A2",2273,21.3968,2438,21.1972,2184,21.6594,21.4178,"SLC3A2",423.397043,401.474938,443.080611,570,2266,1332,422.650864,0.0529157424307767
"Slc40a1","SLC40A1",87,0.731642,89,0.691296,77,0.682204,0.701714,"SLC40A1",5.509058,15.164489,13.041664,80,237,173,11.2384036666667,0.139047056000849
"Slc41a1","SLC41A1",556,4.03763,601,4.03107,526,4.02422,4.03097333333,"SLC41A1",23.514272,27.637553,24.707281,555,2138,1271,25.2863686666667,0.191390959973475
"Slc41a2","SLC41A2",1437,2.08376,1411,1.88979,1252,1.91267,1.96207333333,"SLC41A2",5.095226,4.699295,5.14837,135,396,254,4.98096366666667,0.495250180140424
"Slc41a3","SLC41A3",446,1.66051,460,1.58183,348,1.36499,1.53577666667,"SLC41A3",7.400736,8.900594,9.066183,115,521,300,8.45583766666667,0.268170494890053
"Slc43a1","SLC43A1",18,0.112902,35,0.202765,24,0.158593,0.158086666667,"SLC43A1",0.06174,0.124743,0.08388,1,6,3,0.090121,1.06234690155221
"Slc43a2","SLC43A2",2178,7.36771,2230,6.96746,1990,7.09205,7.14240666667,"SLC43A2",39.987363,34.594539,39.001966,594,2406,1521,37.8612893333333,0.209524871828837
"Slc43a3","SLC43A3",1285,9.09414,1248,8.15771,1051,7.8362,8.36268333333,"SLC43A3",1.101811,0.901376,1.686164,9,24,11,1.22978366666667,4.19892004470837
"Slc44a1","SLC44A1",6762,5.76452,7177,5.65101,6343,5.69675,5.70409333333,"SLC44A1",43.326873,65.213929,59.719442,811,3282,1806,56.086748,0.117436945844769
"Slc44a2","SLC44A2",4637,20.9637,4854,20.2687,4346,20.6997,20.6440333333,"SLC44A2",15.402771,19.795804,19.737879,208,972,505,18.3121513333333,1.120746878984
"Slc44a3","SLC44A3",7,0.0149082,17,0.0334403,14,0.0314122,0.0265869,"SLC44A3",0.233985,0.223027,0.722793,4,13,9,0.393268333333333,0.736819229605209
"Slc44a4","SLC44A4",4,0.0388727,3,0.0269278,2,0.0204766,0.0287590333333,"SLC44A4",0,0.036382,0,0,2,0,0.0121273333333333,1.01643241858235
"Slc44a5","SLC44A5",310,0.161304,339,0.162921,271,0.148558,0.157594333333,"SLC44A5",0.715659,1.06894,1.159581,24,114,75,0.981393333333333,0.584232476136153
"Slc45a1","SLC45A1",1518,9.98209,1739,10.562,1412,9.78202,10.1087033333,"SLC45A1",12.316999,15.28315,18.112153,210,1112,611,15.237434,0.684141554219712
"Slc45a2","SLC45A2",1,0.00544345,3,0.0150831,2,0.0114696,0.0106653833333,"SLC45A2",0,0.093695,0.118284,0,7,5,0.0706596666666667,0.943965122436946
"Slc45a3","SLC45A3",948,7.3558,946,6.77966,913,7.4634,7.19962,"SLC45A3",1.378722,1.178876,0.951553,14,79,44,1.169717,3.77911958103292
"Slc45a4","SLC45A4",2558,5.80964,2690,5.64281,2537,6.07034,5.84093,"SLC45A4",10.949914,15.287785,15.328297,330,1568,876,13.855332,0.460503339810918
"Slc46a1","SLC46A1",486,11.8547,509,11.4675,420,10.7932,11.3718,"SLC46A1",9.496726,8.573017,7.843623,75,319,201,8.63778866666667,1.28367620705248
"Slc46a2","SLC46A2",1,0.0156287,1,0.0144351,2,0.0329305,0.0209981,"SLC46A2",0,0.014096,0,0,1,0,0.00469866666666667,1.01622320589656
"Slc46a3","SLC46A3",99,0.938134,118,1.03278,74,0.738763,0.903225666667,"SLC46A3",7.805256,7.378466,7.119491,58,229,131,7.43440433333333,0.225650276113196
"Slc47a1","SLC47A1",67,0.297582,146,0.598935,135,0.631698,0.509405,"SLC47A1",0.232003,0.351429,0.605499,4,23,21,0.396310333333333,1.08099536612086
"Slc48a1","SLC48A1",3111,34.0687,3365,34.0357,2905,33.5155,33.8733,"SLC48A1",64.912653,88.21834,84.293111,558,2736,1551,79.141368,0.435147301204042
"Slc49a4","SLC49A4",2102,4.33295,2097,3.99249,1832,3.97851,4.10131666667,"SLC49A4",20.518605,22.136611,23.343743,379,1487,843,21.999653,0.221799723094518
"Slc4a1","SLC4A1",24,0.214328,72,0.593874,39,0.366924,0.391708666667,"SLC4A1",0.128993,0.143689,0.20975,4,17,14,0.160810666666667,1.19891099093995
"Slc4a10","SLC4A10",298,0.165028,333,0.170326,335,0.195448,0.176934,"SLC4A10",44.049306,48.947889,46.350181,1042,4199,2593,46.4491253333333,0.0248041242432175
"Slc4a11","SLC4A11",677,7.83744,686,7.33507,627,7.6471,7.60653666667,"SLC4A11",0.319166,0.159795,0.327731,6,13,13,0.268897333333333,6.78268953727015
"Slc4a1ap","SLC4A1AP",833,4.31856,921,4.4101,769,4.20015,4.30960333333,"SLC4A1AP",39.727872,31.720574,32.116799,203,564,328,34.5217483333333,0.149474718516248
"Slc4a2","SLC4A2",1826,16.5602,1894,15.865,1698,16.2236,16.2162666667,"SLC4A2",50.970606,52.085355,56.006524,414,1983,1077,53.0208283333333,0.318696828572634
"Slc4a3","SLC4A3",858,8.37175,916,8.25504,793,8.15166,8.25948333333,"SLC4A3",35.93852,52.157871,51.78864,528,2808,1472,46.6283436666667,0.194411197629162
"Slc4a4","SLC4A4",2996,1.31667,3024,1.22747,2525,1.16907,1.23773666667,"SLC4A4",65.580381,65.101073,77.384949,3068,11370,7360,69.3554676666667,0.0318061515456347
"Slc4a5","SLC4A5",27,0.0492333,18,0.0303154,24,0.0461053,0.0418846666667,"SLC4A5",3.550964,4.075429,5.150536,58,356,254,4.25897633333333,0.19811548876211
"Slc4a7","SLC4A7",403,0.640467,457,0.670814,406,0.679769,0.663683333333,"SLC4A7",3.651217,6.473856,5.434867,150,634,326,5.18664666666667,0.268915201234433
"Slc4a8","SLC4A8",1013,2.52687,1012,2.33157,906,2.38092,2.41312,"SLC4A8",18.90703,12.948425,19.35621,618,2980,1667,17.070555,0.188877430715327
"Slc4a9","SLC4A9",11,0.0606997,20,0.101934,11,0.0639485,0.0755274,"SLC4A9",0.337817,0.853108,0.900392,6,37,12,0.697105666666667,0.633742153552804
"Slc50a1","SLC50A1",416,27.7707,435,26.8212,412,28.9758,27.8559,"SLC50A1",29.880538,43.282642,36.165133,96,419,206,36.442771,0.770666786387151
"Slc51a","SLC51A",402,4.66463,413,4.42625,365,4.46198,4.51762,"SLC51A",0,0.061833,0.081907,0,4,3,0.0479133333333333,5.26534000903383
"Slc51b","SLC51B",15,0.227313,6,0.0839805,13,0.207548,0.172947166667,"SLC51B",0,0,0,0,0,0,0,1.172947166667
"Slc52a2","SLC52A1",262,7.03908,311,7.71738,257,7.27431,7.34359,"SLC52A1",2.139402,2.759174,2.998593,56,226,139,2.63238966666667,2.29699750458124
"Slc52a2","SLC52A1",262,7.03908,311,7.71738,257,7.27431,7.34359,"SLC52A2",2.139402,2.759174,2.998593,56,226,139,2.63238966666667,2.29699750458124
"Slc52a2","SLC52A2",262,7.03908,311,7.71738,257,7.27431,7.34359,"SLC52A1",2.139402,2.759174,2.998593,56,226,139,2.63238966666667,2.29699750458124
"Slc52a2","SLC52A2",262,7.03908,311,7.71738,257,7.27431,7.34359,"SLC52A2",2.139402,2.759174,2.998593,56,226,139,2.63238966666667,2.29699750458124
"Slc52a3","SLC52A3",91,1.10794,112,1.25947,86,1.10311,1.15684,"SLC52A3",0.568065,0.571131,0.663813,10,34,23,0.601003,1.34718048623269
"Slc5a1","SLC5A1",16,0.0423403,19,0.046439,14,0.0390307,0.0426033333333,"SLC5A1",1.582669,1.381769,1.514535,44,145,90,1.492991,0.418213837648551
"Slc5a10","SLC5A10",10,0.0323043,12,0.0358044,9,0.0306299,0.0329128666667,"SLC5A10",0,0.060231,0.03826,0,3,1,0.0328303333333333,1.00007990986583
"Slc5a11","SLC5A11",128,0.339754,121,0.296643,104,0.290825,0.309074,"SLC5A11",12.428041,3.963734,9.777023,13,42,9,8.72293266666667,0.134637772869489
"Slc5a12","SLC5A12",51,0.156802,53,0.150505,32,0.103651,0.136986,"SLC5A12",0,0,0.045357,0,0,1,0.015119,1.12005193479779
"Slc5a2","SLC5A2",170,3.89512,219,4.63458,184,4.44154,4.32374666667,"SLC5A2",0,0.529483,0.339623,0,2,2,0.289702,4.12788897487171
"Slc5a3","SLC5A3",1828,9.73251,1603,7.88274,1372,7.69568,8.43697666667,"SLC5A3",3.720791,4.065966,4.371793,286,1167,711,4.05285,1.86765422814253
"Slc5a4a","SLC5A4",5,0.018559,8,0.0274265,3,0.0117314,0.0192389666667,"SLC5A4",0,0,0,0,0,0,0,1.0192389666667
"Slc5a5","SLC5A5",321,5.04834,347,5.04044,340,5.63335,5.24071,"SLC5A5",2.158668,2.230954,2.121149,42,162,87,2.170257,1.96851864060232
"Slc5a6","SLC5A6",533,6.41837,569,6.32856,488,6.19101,6.31264666667,"SLC5A6",8.272728,12.501246,13.385983,130,591,346,11.3866523333333,0.590365053436687
"Slc5a7","SLC5A7",161,0.982065,165,0.929594,139,0.893251,0.93497,"SLC5A7",17.889378,8.459218,9.170905,233,832,413,11.8398336666667,0.150700550352405
"Slc5a8","SLC5A8",3,0.0106982,2,0.00658738,3,0.0112708,0.00951879333333,"SLC5A8",0.086193,0.062491,0.057847,3,8,4,0.0688436666666667,0.94449621101433
"Slc5a9","SLC5A9",3,0.0169048,2,0.0104091,2,0.0118731,0.0130623333333,"SLC5A9",0,0,0,0,0,0,0,1.0130623333333
"Slc6a1","SLC6A1",218,0.969556,279,1.14608,232,1.08705,1.067562,"SLC6A1",99.523483,115.14868,127.424427,2777,11931,7491,114.032196666667,0.0179737678659763
"Slc6a11","SLC6A11",117,0.152971,126,0.152156,126,0.173555,0.159560666667,"SLC6A11",61.547851,70.599991,65.967324,1724,7535,3964,66.0383886666667,0.0172969650632961
"Slc6a12","SLC6A12",19,0.129911,27,0.17051,23,0.165677,0.155366,"SLC6A12",4.126581,2.349811,4.261872,13,56,43,3.57942133333333,0.252295195375486
"Slc6a13","SLC6A13",74,0.306222,94,0.359275,85,0.370568,0.345355,"SLC6A13",2.939147,3.93205,4.668971,42,200,105,3.84672266666667,0.277580355330145
"Slc6a16","SLC6A16",7,0.0336543,13,0.0577273,8,0.0405207,0.0439674333333,"SLC6A16",0.701785,1.07792,0.61067,5,30,10,0.796791666666667,0.581017517334119
"Slc6a17","SLC6A17",5805,17.8498,6174,17.5345,5931,19.2134,18.1992333333,"SLC6A17",75.178442,93.454147,93.778083,1910,7507,4569,87.470224,0.21701350426444
"Slc6a18","SLC6A18",0,0,0,0,1,0.0100489,0.00334963333333,"SLC6A18",0,0.104012,0.03319,0,11,2,0.045734,0.959469265925494
"Slc6a19","SLC6A19",623,3.84918,602,3.43535,540,3.51494,3.59982333333,"SLC6A19",0,0.330065,0.583219,0,11,9,0.304428,3.52631447142349
"Slc6a2","SLC6A2",3,0.0111959,6,0.0206816,6,0.0235903,0.0184892666667,"SLC6A2",1.469984,1.440407,1.19096,61,228,106,1.367117,0.430265705779098
"Slc6a20b","SLC6A20",2635,9.79208,2586,8.876,2256,8.83237,9.16681666667,"SLC6A20",0.18734,0.108835,0.159047,7,15,12,0.151740666666667,8.82734886499623
"Slc6a4","SLC6A4",25,0.115011,15,0.0637358,23,0.111473,0.0967399333333,"SLC6A4",2.477538,3.896895,1.975304,27,223,76,2.78324566666667,0.289893924414275
"Slc6a5","SLC6A5",1,0.00288971,3,0.008007,5,0.0152219,0.00870620333333,"SLC6A5",23.084787,32.744891,29.58025,1127,6020,3087,28.469976,0.0342282668751861
"Slc6a6","SLC6A6",620,1.28282,797,1.5231,691,1.50625,1.43739,"SLC6A6",23.983134,22.03525,25.626209,627,2684,1677,23.881531,0.0979598080198521
"Slc6a7","SLC6A7",97,0.798985,114,0.867295,66,0.572736,0.746338666667,"SLC6A7",3.332432,5.91949,5.144991,75,508,249,4.798971,0.301146301070828
"Slc6a8","AC136616.1",1151,19.1004,1190,18.2393,1064,18.6017,18.6471333333,"SLC6A8",74.163097,82.94314,77.611013,705,2652,1531,78.2390833333333,0.2479475090676
"Slc6a8","AC136616.1",1151,19.1004,1190,18.2393,1064,18.6017,18.6471333333,"",74.163097,82.94314,77.611013,705,2652,1531,78.2390833333333,0.2479475090676
"Slc6a8","SLC6A8",1151,19.1004,1190,18.2393,1064,18.6017,18.6471333333,"SLC6A8",74.163097,82.94314,77.611013,705,2652,1531,78.2390833333333,0.2479475090676
"Slc6a8","SLC6A8",1151,19.1004,1190,18.2393,1064,18.6017,18.6471333333,"",74.163097,82.94314,77.611013,705,2652,1531,78.2390833333333,0.2479475090676
"Slc6a9","SLC6A9",311,1.1862,305,1.07446,262,1.05279,1.10448333333,"SLC6A9",78.100551,88.450009,83.14451,909,3668,2066,83.23169,0.0249844605199065
"Slc7a1","SLC7A1",3737,8.00077,3778,7.47078,3442,7.76361,7.74505333333,"SLC7A1",5.652159,6.690381,9.728355,280,1237,756,7.356965,1.04643890854275
