"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"Ackr3","ACKR3",148,1.79854,188,2.11014,113,1.44671,1.78513,"ACKR3",3.050158,2.948158,3.280716,129,121,228,3.09301066666667,0.680459990657244
"Ackr4","ACKR4",337,1.22275,398,1.33378,359,1.37229,1.30960666667,"ACKR4",0.123105,0.075444,0.028662,3,2,2,0.075737,2.14699937500523
"Acly","ACLY",18275,54.9188,19582,54.352,16975,53.7424,54.3377333333,"ACLY",39.881861,39.46645,46.557589,2100,2194,3861,41.9686333333333,1.28786347250126
"Acmsd","ACMSD",29,0.116711,23,0.0854939,20,0.0847981,0.0956676666667,"ACMSD",0.212751,0.114118,0.264859,6,3,14,0.197242666666667,0.915159221411003
"Aco1","ACO1",834,2.34254,844,2.18957,733,2.16905,2.23372,"ACO1",7.809544,8.457873,6.727965,302,342,592,7.66512733333333,0.373187822360141
"Aco2","ACO2",6267,22.7133,6891,23.0673,6195,23.654,23.1448666667,"ACO2",234.286973,235.586682,209.599046,4458,4846,8362,226.490900333333,0.106135527317011
"Acod1","ACOD1",0,0,0,0,2,0.0340765,0.0113588333333,"ACOD1",0,0,0,0,0,0,0,1.0113588333333
"Acot11","ACOT11",532,1.36608,514,1.21905,442,1.19572,1.26028333333,"ACOT11",16.39184,11.025737,12.582761,571,446,944,13.333446,0.157692946506374
"Acot12","ACOT12",24,0.0834513,32,0.10277,24,0.0879179,0.0913797333333,"ACOT12",0.095005,0.210018,0.265278,4,5,8,0.190100333333333,0.917048506554461
"Acot13","ACOT13",650,7.4219,781,8.23659,586,7.04926,7.56925,"ACOT13",123.393218,148.425882,153.998995,274,274,555,141.939365,0.0599502453365453
"Acot4","ACOT4",58,0.880576,49,0.687115,42,0.671787,0.746492666667,"ACOT4",1.124605,1.253735,2.055501,47,57,95,1.477947,0.704814375233611
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",1.231387,1.047701,0.685341,19,18,23,0.988143,0.575872057492846
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",1.231387,1.047701,0.685341,19,18,23,0.988143,0.575872057492846
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",1.231387,1.047701,0.685341,19,18,23,0.988143,0.575872057492846
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",1.231387,1.047701,0.685341,19,18,23,0.988143,0.575872057492846
"Acot6","ACOT6",247,3.5842,231,3.09601,234,3.5773,3.41917,"ACOT6",1.865273,2.034413,1.302298,80,89,113,1.73399466666667,1.6163784274634
"Acot7","ACOT7",8577,14.204,9087,13.8992,8333,14.5385,14.2139,"ACOT7",111.188515,131.036078,129.630967,1570,1672,2878,123.951853333333,0.121758097972456
"Acot8","ACOT8",518,6.63462,525,6.2107,458,6.1801,6.34180666667,"ACOT8",8.592737,6.335262,7.813267,92,79,179,7.580422,0.855646338451652
"Acot9","ACOT9",1229,5.41724,1321,5.37804,1041,4.83416,5.20981333333,"ACOT9",7.906744,9.434484,8.697412,173,191,328,8.67954666666667,0.641539686431252
"Acox1","ACOX1",4446,25.4091,4575,24.1493,4005,24.1138,24.5574,"ACOX1",42.462694,49.530815,42.902378,2083,2319,3937,44.9652956666667,0.556015133359271
"Acox2","ACOX2",8,0.0366892,4,0.0169435,7,0.0338213,0.0291513333333,"ACOX2",0.34875,0,0.118511,1,0,2,0.155753666666667,0.890459068411608
"Acox3","ACOX3",1340,6.43642,1479,6.56149,1216,6.15343,6.38378,"ACOX3",9.86655,14.350914,13.065142,304,335,636,12.4275353333333,0.549898385422234
"Acoxl","ACOXL",9,0.00490137,11,0.00553303,11,0.0063112,0.00558186666667,"ACOXL",0.051151,0.052153,0,1,1,0,0.0344346666666667,0.972107663316262
"Acp2","ACP2",2450,33.9096,2551,32.6108,2179,31.773,32.7644666667,"ACP2",14.524213,21.164139,23.563349,907,1033,1751,19.750567,1.62715875025005
"Acp4","ACP4",63,1.86927,57,1.56208,51,1.59421,1.67518666667,"ACP4",0,0.057198,0,0,1,0,0.019066,2.62513582699256
"Acp5","ACP5",10,0.172742,15,0.239323,9,0.163789,0.191951333333,"ACP5",0.06068,0,0.126958,1,0,4,0.062546,1.12178798219842
"Acp6","ACP6",197,1.65071,181,1.40081,166,1.46541,1.50564333333,"ACP6",8.264773,7.340749,10.902368,110,97,263,8.83596333333333,0.254743053467734
"Acpp","ACPP",14226,44.6079,15493,44.8704,12554,41.472,43.6501,"ACP3",0.01587,0.048691,0.033341,1,3,4,0.032634,43.2390372581186
"Acr","ACR",18,0.446288,21,0.480902,14,0.365691,0.430960333333,"ACR",0.807444,0.628591,0.846833,11,11,18,0.760956,0.812604252084095
"Acrbp","ACRBP",106,1.21159,114,1.20351,95,1.14398,1.18636,"ACRBP",4.10962,2.495291,4.514207,43,31,95,3.70637266666667,0.464553097438523
"Acsbg1","ACSBG1",1651,4.49609,1683,4.23318,1333,3.82439,4.18455333333,"ACSBG1",60.868711,58.496547,48.444874,1528,1492,2526,55.9367106666667,0.0910581814900184
"Acsbg2","ACSBG2",1,0.00495164,1,0.00457345,2,0.0104333,0.00665279666667,"ACSBG2",0.061179,0.028799,0.035622,2,1,2,0.0418666666666667,0.966201174174562
"Acsf2","ACSF2",154,0.533889,179,0.573163,144,0.52594,0.544330666667,"ACSF2",11.545947,8.756051,7.874134,174,149,316,9.392044,0.148607017701907
"Acsf3","ACSF3",475,1.73899,459,1.55206,400,1.54279,1.61128,"ACSF3",3.915831,4.53771,4.775548,115,130,272,4.40969633333333,0.482703619408335
"Acsl1","ACSL1",1240,2.96023,1385,3.05385,1140,2.86716,2.96041333333,"ACSL1",26.783503,29.664263,24.04514,610,606,1123,26.8309686666667,0.142302389139384
"Acsl3","ACSL3",2186,6.79675,2328,6.68542,1795,5.87976,6.45397666667,"ACSL3",137.743645,126.020907,116.28694,2455,1981,3863,126.683830666667,0.0583783915923502
"Acsl4","ACSL4",3311,7.08403,3420,6.75838,2842,6.40604,6.74948333333,"ACSL4",42.27799,43.593616,27.973049,1208,1128,2020,37.9482183333333,0.198968878807422
"Acsl5","ACSL5",2154,7.30228,2123,6.64749,1988,7.10024,7.01667,"ACSL5",75.63154,74.775796,56.525036,748,800,1379,68.9774573333333,0.114560750068598
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.145541706964374
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.145541706964374
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.145541706964374
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.145541706964374
"Acsm1","ACSM1",0,0,0,0,1,0.00294677,0.000982256666667,"ACSM1",0,0,0,0,0,0,0,1.00098225666667
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,0.961309212476301
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,0.961309212476301
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,0.961309212476301
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,0.961309212476301
"Acsm3","ACSM3",167,0.974762,175,0.943442,134,0.824007,0.914070333333,"ACSM3",0.282797,5.148762,2.552905,4,5,7,2.661488,0.522757505509509
"Acsm4","ACSM4",3,0.0189742,4,0.0233667,1,0.00666325,0.0163347166667,"ACSM4",0,0,0.018442,0,0,1,0.00614733333333333,1.01012514071832
"Acsm5","ACSM5",3,0.0178476,1,0.00549483,1,0.00626763,0.00987002,"ACSM5",0.163657,0.030481,0.29587,6,1,12,0.163336,0.868081121877085
"Acss1","ACSS1",413,1.27195,383,1.08947,352,1.14211,1.16784333333,"ACSS1",6.028145,10.007418,9.563296,250,241,508,8.532953,0.227405226201157
"Acss2","ACSS2",2985,6.83564,3050,6.45103,2588,6.24371,6.51012666667,"ACSS2",18.71586,17.12475,17.603764,521,478,980,17.8147913333333,0.399160773755946
"Acss3","ACSS3",116,0.0946835,98,0.0738817,107,0.0920119,0.0868590333333,"ACSS3",0.270661,0.365425,0.567388,7,19,39,0.401158,0.775686277588466
"Acta1","ACTA1",86,4.47468,109,5.23824,234,12.827,7.51330666667,"ACTA1",2.92908,4.247516,2.921494,52,74,99,3.36603,1.94989651162956
"Acta2","ACTA2",175,1.87308,231,2.28363,213,2.40183,2.18618,"ACTA2",9.888823,10.858859,14.812093,171,196,448,11.8532583333333,0.247888894579909
"Actb","ACTB",14586,621.945,16226,639.031,13863,622.754,627.91,"ACTB",1338.442156,1336.811776,1222.922158,6581,7424,12805,1299.39203,0.483631078544829
"Actbl2","ACTBL2",1,0.0567077,2,0.104753,0,0,0.0538202333333,"ACTBL2",0.026725,0,0,1,0,0,0.00890833333333333,1.04451534249061
"Actc1","ACTC1",2,0.0495322,5,0.114373,8,0.208733,0.124212733333,"ACTC1",0.054823,0,0.057199,1,0,2,0.0373406666666667,1.08374497352493
"Actg1","ACTG1",52393,2850.29,54873,2757.2,47692,2733.41,2780.3,"ACTG1",533.854181,697.997865,581.991909,8440,9587,17032,604.614651666667,4.5925242930398
"Actg2","ACTG2",27,0.179386,28,0.171822,22,0.15399,0.168399333333,"ACTG2",0.143131,0.14681,0.401161,1,2,5,0.230367333333333,0.949634553582914
"Actl10","ACTL10",35,3.61913,32,3.0562,27,2.94133,3.20555333333,"ACTL10",0.952299,0.600651,0.862865,17,11,31,0.805271666666667,2.32959582260288
"Actl6a","ACTL6A",490,3.6783,519,3.59843,473,3.74072,3.67248333333,"ACTL6A",7.557008,12.276269,9.663815,94,111,225,9.832364,0.431344749246794
"Actl6b","ACTL6B",697,6.73352,780,6.95983,740,7.53156,7.07497,"ACTL6B",35.86115,41.196074,36.374725,535,582,1108,37.8106496666667,0.208060675854529
"Actn1","ACTN1",1788,2.98964,1957,3.0223,1883,3.31701,3.10965,"ACTN1",33.864388,28.934032,31.956368,1209,985,2176,31.5849293333333,0.12612118804861
"Actn2","ACTN2",64,0.13925,54,0.108518,88,0.201716,0.149828,"ACTN2",14.886157,16.737765,16.669772,268,326,649,16.097898,0.0672496701056469
"Actn3","ACTN3",33,0.306811,57,0.48947,70,0.685644,0.493975,"ACTN3",0.366027,0.186996,0.388485,9,5,19,0.313836,1.13710919779942
"Actr10","ACTR10",2892,16.71,3037,16.2076,2593,15.7843,16.2339666667,"ACTR10",84.074177,92.426345,91.04317,1205,1246,2205,89.1812306666667,0.191103697956853
"Actr1a","ACTR1A",8838,72.4331,9202,69.6562,8072,69.696,70.5951,"ACTR1A",61.70184,72.684492,56.340866,1804,1946,3202,63.5757326666667,1.10869977069508
"Actr1b","ACTR1B",7815,74.3736,8497,74.6879,7110,71.2858,73.4491,"ACTR1B",122.146702,131.986356,134.627942,2618,2671,4864,129.587,0.570111113663688
"Actr2","ACTR2",9563,29.3275,10050,28.467,8511,27.4983,28.4309333333,"ACTR2",82.532384,89.852759,78.117374,4076,4260,7172,83.500839,0.348291610847793
"Actr3","ACTR3",7061,25.5921,6933,23.209,6101,23.2962,24.0324333333,"ACTR3",100.782284,100.575295,99.81557,2076,2089,3710,100.391049666667,0.24688997121143
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3C",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.0952359442372734
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3B",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.0952359442372734
"Actr5","ACTR5",136,1.47364,120,1.20096,132,1.50685,1.39381666667,"ACTR5",3.346304,4.096994,3.535604,57,52,114,3.659634,0.513734912800018
"Actr8","ACTR8",967,5.35681,996,5.09605,945,5.51513,5.32266333333,"ACTR8",25.990056,22.990452,25.147238,455,467,887,24.7092486666667,0.245929525802427
"Actrt3","ACTRT3",4,0.216546,4,0.200007,1,0.0570339,0.1578623,"ACTRT3",0.35505,0.280845,0.226752,9,7,11,0.287549,0.899276299387441
"Acvr1","ACVR1",528,0.45907,554,0.444887,481,0.440589,0.448182,"ACVR1",8.108536,7.904635,7.087214,302,294,527,7.70012833333333,0.16645524577511
"Acvr1b","ACVR1B",1431,5.60614,1544,5.58684,1373,5.66681,5.61993,"ACVR1B",22.098817,24.174792,22.678394,1369,1472,2693,22.984001,0.276014414775917
"Acvr1c","ACVR1C",40,0.0686439,34,0.0538909,34,0.0614702,0.061335,"ACVR1C",4.522133,4.713695,3.983638,581,544,966,4.40648866666667,0.196307634295728
"Acvr2a","ACVR2A",1316,2.29086,1281,2.05962,1112,2.03935,2.12994333333,"ACVR2A",10.208157,11.71447,10.380043,641,648,1136,10.7675566666667,0.26598073176873
"Acvr2b","ACVR2B",98,0.462634,110,0.479622,88,0.437661,0.459972333333,"ACVR2B",2.233509,2.60413,3.419332,66,52,137,2.75232366666667,0.389084861282755
"Acvrl1","ACVRL1",181,1.6707,241,2.05462,232,2.25607,1.99379666667,"ACVRL1",28.495335,18.946416,20.66065,237,213,454,22.7008003333333,0.126316268841751
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",9.571324,11.354607,9.093965,86,100,183,10.006632,0.37145180590484
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",9.571324,11.354607,9.093965,86,100,183,10.006632,0.37145180590484
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",9.571324,11.354607,9.093965,86,100,183,10.006632,0.37145180590484
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",9.571324,11.354607,9.093965,86,100,183,10.006632,0.37145180590484
"Acy3","ACY3",34,1.53494,53,2.20995,49,2.33051,2.02513333333,"ACY3",1.109291,1.666564,0.839006,10,23,24,1.20495366666667,1.37197138382651
"Acyp2","ACYP2",1322,1.4289,1372,1.36968,1226,1.39607,1.39821666667,"ACYP2",15.543694,11.705775,12.407704,133,94,194,13.2190576666667,0.168662138018616
"Ada","ADA",99,0.649547,112,0.678717,97,0.670489,0.666251,"ADA",0.649475,0.560006,0.317154,14,8,13,0.508878333333333,1.10429778411557
"Adad1","ADAD1",136,0.361421,177,0.434453,131,0.366767,0.387547,"ADAD1",0,0,0,0,0,0,0,1.387547
"Adal","ADAL",573,5.4719,583,5.14218,458,4.60779,5.07395666667,"ADAL",7.830871,6.978128,7.524622,200,170,354,7.44454033333333,0.719276174535413
"Adam10","ADAM10",3259,4.99665,3564,5.04693,3160,5.10418,5.04925333333,"ADAM10",16.60468,18.415744,16.296354,1050,1158,2005,17.1055926666667,0.334109655767689
"Adam11","ADAM11",6366,52.4894,6881,52.4024,6097,52.9621,52.6179666667,"ADAM11",31.053563,30.269436,31.879236,994,1157,2081,31.0674116666667,1.67203911634797
"Adam12","ADAM12",94,0.0418104,96,0.0394387,77,0.036082,0.0391103666667,"ADAM12",1.197992,0.537611,0.889221,69,50,141,0.874941333333333,0.554209536156171
"Adam15","ADAM15",2021,27.3835,2149,26.8939,1833,26.1655,26.8143,"ADAM15",42.157036,42.000058,53.519479,670,676,1402,45.892191,0.593154199171457
"Adam17","ADAM17",810,2.50817,738,2.11068,688,2.24442,2.28775666667,"ADAM17",9.399549,5.108095,9.676901,221,176,382,8.061515,0.362826378003016
"Adam2","ADAM2",804,2.47571,860,2.44589,730,2.36816,2.42992,"ADAM2",0,0,0.089934,0,0,3,0.029978,3.3300905456233
"Adam21","ADAM21",36,0.56491,42,0.608725,43,0.710868,0.628167666667,"ADAM21",0.20328,0.155304,0.265859,8,6,20,0.208147666666667,1.3476561777909
"Adam22","ADAM22",9686,5.08218,9704,4.70274,8864,4.89981,4.89491,"ADAM22",40.637208,42.956179,45.10655,3088,3283,6181,42.899979,0.134280474257174
"Adam23","ADAM23",10688,11.0308,10762,10.2588,9879,10.7415,10.6770333333,"ADAM23",50.975901,56.737387,44.313727,1885,2181,3830,50.6756716666667,0.225967712787994
"Adam28","ADAM28",3,0.00934694,10,0.0287768,6,0.0196944,0.0192727133333,"ADAM28",0.151852,0.079236,0.155724,2,3,8,0.128937333333333,0.902860312293655
"Adam29","ADAM29",3,0.0129208,1,0.00397799,1,0.00453746,0.00714541666667,"ADAM29",0,0,0,0,0,0,0,1.00714541666667
"Adam33","ADAM33",44,0.516425,41,0.44446,35,0.432779,0.464554666667,"ADAM33",1.9498,1.41936,2.388925,45,38,86,1.91936166666667,0.50166948596651
"Adam7","ADAM7",46,0.196111,38,0.149631,29,0.130252,0.158664666667,"ADAM7",0,0.055535,0.057108,0,1,4,0.0375476666666667,1.11673391391207
"Adam8","ADAM8",338,3.84863,269,2.82902,261,3.13093,3.26952666667,"ADAM8",2.33144,1.427531,2.085774,34,21,57,1.94824833333333,1.4481570695379
"Adamdec1","ADAMDEC1",2,0.0165857,3,0.0229784,0,0,0.0131880333333,"ADAMDEC1",0,0,0,0,0,0,0,1.0131880333333
"Adamts1","ADAMTS1",311,5.19759,379,5.85027,302,5.31732,5.45506,"ADAMTS1",1.475477,2.232718,1.469624,99,108,169,1.72593966666667,2.36801279167465
"Adamts10","ADAMTS10",278,1.45874,312,1.51211,261,1.44284,1.47123,"ADAMTS10",4.931463,5.730022,9.436422,182,161,391,6.69930233333333,0.32096804268889
"Adamts12","ADAMTS12",73,0.0398333,89,0.0448547,67,0.0385161,0.0410680333333,"ADAMTS12",0.016006,0.040975,0.022189,2,5,4,0.02639,1.014300639458
"Adamts13","ADAMTS13",41,0.175726,34,0.134594,15,0.067731,0.126017,"ADAMTS13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,0.543961594121568
"Adamts14","ADAMTS14",48,0.0976068,79,0.148375,49,0.104973,0.116984933333,"ADAMTS14",0.040442,0.085075,0.10705,2,6,15,0.0775223333333333,1.03662346364329
"Adamts15","ADAMTS15",623,4.15037,714,4.39331,623,4.37251,4.30539666667,"ADAMTS15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,2.706123526027
"Adamts16","ADAMTS16",50,0.0680682,58,0.0729284,39,0.0559349,0.0656438333333,"ADAMTS16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,0.743737419936568
"Adamts17","ADAMTS17",373,0.184704,385,0.176085,334,0.174244,0.178344333333,"ADAMTS17",2.804391,3.88959,7.425449,38,48,87,4.70647666666667,0.206492447470447
"Adamts18","ADAMTS18",42,0.0429962,41,0.0387667,39,0.0420619,0.0412749333333,"ADAMTS18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,0.666220106387903
"Adamts19","ADAMTS19",48,0.0342697,52,0.03429,46,0.0345996,0.0343864333333,"ADAMTS19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,0.913298300345788
"Adamts2","ADAMTS2",332,0.250764,373,0.260214,307,0.244292,0.251756666667,"ADAMTS2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,0.428718782412149
"Adamts20","ADAMTS20",370,0.294113,396,0.290739,373,0.312367,0.299073,"ADAMTS20",1.730685,1.718331,1.640196,143,108,249,1.696404,0.481779807476921
"Adamts3","ADAMTS3",662,0.498179,678,0.47125,599,0.474895,0.481441333333,"ADAMTS3",6.061728,5.219906,4.794973,240,268,459,5.358869,0.232972456789564
"Adamts4","ADAMTS4",23,0.349399,23,0.322713,30,0.48013,0.384080666667,"ADAMTS4",4.240259,4.771591,3.757374,258,284,443,4.256408,0.263313020349067
"Adamts5","ADAMTS5",1236,4.20182,1497,4.70041,1203,4.30853,4.40358666667,"ADAMTS5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,4.43019221651174
"Adamts6","ADAMTS6",258,0.191725,306,0.210027,269,0.210599,0.204117,"ADAMTS6",0.818037,0.747153,0.578188,59,59,115,0.714459333333333,0.702330452865802
"Adamts7","ADAMTS7",489,1.68649,502,1.59909,397,1.44248,1.57602,"ADAMTS7",0.232735,0.181517,0.189258,4,3,12,0.20117,2.14459235578644
"Adamts8","ADAMTS8",140,1.02126,180,1.21276,145,1.11434,1.11612,"ADAMTS8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,1.32929820259676
"Adamts9","ADAMTS9",577,0.524349,682,0.572432,625,0.598368,0.565049666667,"ADAMTS9",0.335946,0.307006,0.749196,28,33,57,0.464049333333333,1.06898697402751
"Adamtsl1","ADAMTSL1",164,0.0278428,180,0.0282252,141,0.0252193,0.0270957666667,"ADAMTSL1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,0.466643520923414
"Adamtsl2","ADAMTSL2",92,0.482358,105,0.50847,99,0.54684,0.512556,"ADAMTSL2",3.404366,7.623824,8.01014,55,80,143,6.34611,0.205898904318068
"Adamtsl3","ADAMTSL3",315,0.175389,266,0.136794,256,0.150167,0.154116666667,"ADAMTSL3",0.361326,0.63423,0.567644,31,26,48,0.521066666666667,0.75875482117834
"Adamtsl4","ADAMTSL4",210,2.78176,214,2.61824,180,2.51199,2.63733,"ADAMTSL4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,0.365242608575009
"Adamtsl5","ADAMTSL5",289,4.82161,319,4.91563,337,5.92336,5.2202,"ADAMTSL5",2.893487,6.386214,5.010418,44,58,129,4.763373,1.07926382692913
"Adap1","ADAP1",3913,11.2998,4218,11.2503,3835,11.6673,11.4058,"ADAP1",92.281867,92.647166,82.734768,1588,1710,3053,89.221267,0.137504165176488
"Adap2","ADAP2",59,0.368445,51,0.294161,59,0.388165,0.350257,"ADAP2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,0.435970586089094
"Adar","ADAR",2293,9.26205,2361,8.80834,2147,9.13648,9.06895666667,"ADAR",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,0.278044426990836
"Adarb1","ADARB1",1982,2.41189,1950,2.19171,1810,2.32047,2.30802333333,"ADARB1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,0.100966447806071
"Adarb2","ADARB2",274,0.0751522,298,0.0754922,242,0.0699279,0.0735241,"ADARB2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,0.196616267568922
"Adat1","ADAT1",309,1.88854,251,1.41689,258,1.66124,1.65555666667,"ADAT1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,0.945352067752286
"Adat2","ADAT2",96,1.42136,130,1.77775,74,1.15427,1.45112666667,"ADAT2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,0.740276607331491
"Adat3","ADAT3",51,1.65773,54,1.62118,35,1.19855,1.49248666667,"ADAT3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,1.62930875756998
"Adck1","ADCK1",528,0.810018,591,0.83742,536,0.866303,0.837913666667,"ADCK1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,0.160189848704447
"Adck5","ADCK5",190,1.51548,203,1.4955,168,1.41172,1.47423333333,"ADCK5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,0.078146773383664
"Adcy1","ADCY1",2824,3.8108,3164,3.94351,2985,4.24365,3.99932,"ADCY1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,0.0855288730004051
"Adcy10","ADCY10",28,0.047448,31,0.0485195,29,0.0517728,0.0492467666667,"ADCY10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.828380831875635
"Adcy2","ADCY2",1193,0.487918,1241,0.468784,1046,0.450694,0.469132,"ADCY2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,0.0460774344984535
"Adcy3","ADCY3",766,1.47831,790,1.40818,679,1.38054,1.42234333333,"ADCY3",16.702732,15.581929,19.226665,681,696,1364,17.170442,0.133312295503323
"Adcy4","ADCY4",48,0.495381,52,0.495674,50,0.543641,0.511565333333,"ADCY4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,0.239993263860937
"Adcy5","ADCY5",2046,2.10495,2244,2.13233,1902,2.06154,2.09960666667,"ADCY5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,0.0503399370334753
"Adcy6","ADCY6",834,6.43874,803,5.72592,705,5.73413,5.96626333333,"ADCY6",28.55663,25.790655,28.275619,514,445,1024,27.540968,0.244079434633401
"Adcy7","ADCY7",381,1.02736,402,1.00119,304,0.863602,0.964050666667,"ADCY7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,0.891787037910263
"Adcy8","ADCY8",375,0.258437,431,0.274344,353,0.256296,0.263025666667,"ADCY8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,0.406175260688254
"Adcy9","ADCY9",1153,1.34584,1190,1.28294,1097,1.34901,1.32593,"ADCY9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,0.193156030617675
"Adcyap1","ADCYAP1",3192,65.8725,3117,59.4118,2703,58.7667,61.3503333333,"ADCYAP1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,3.34779053270123
"Adcyap1r1","ADCYAP1R1",100,0.313718,123,0.356402,129,0.426357,0.365492333333,"ADCYAP1R1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,0.0508346017546543
"Add1","ADD1",9937,26.2991,10235,25.0189,9082,25.3228,25.5469333333,"ADD1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,0.113933518636958
"Add2","ADD2",12774,20.711,12777,19.1336,11569,19.7612,19.8686,"ADD2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,0.534640595793373
