"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg__TPM","FoldChange"
"MIR8071.1",0,0,0,0,0,0,28.6214033333333,0,0,0,0,0,0,25.5749603333333,1.11463584373365
"MIR8072",9.701739,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"MIR8073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR8074",0,0,0,0,0,0,0.0153123333333333,0,0,0,0,0,0,7.03911733333333,0.126296493910277
"MIR8075",87.056264,124.058832,79.67386,8,11,7,3.47696366666667,45.427014,94.042594,68.617358,3,5,4,17.3069163333333,0.24455039751916
"MIR8076",0,0,0,0,0,0,18.6844516666667,0,0,0,0,0,0,31.8091716666667,0.59996795611471
"MIR8077",0,0,0,0,0,0,6.02215433333333,0,0,0,0,0,0,3.57873533333333,1.53364495261646
"MIR8078",0,0,0,0,0,0,34.4244206666667,0,0,0,0,0,0,45.4272533333333,0.763009183686363
"MIR8079",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR8080",0,0,0,0,0,0,0.00889433333333333,0,0,0,0,0,0,0,1.00889433333333
"MIR8081",0,0,0,0,0,0,5.13128233333333,0,0,0,0,0,0,7.93587733333333,0.686142177720136
"MIR8082",0,0,0,0,0,0,9.61651366666667,0,0,0,0,0,0,7.44839333333333,1.25663108330657
"MIR8083",0,0,0,0,0,0,0.033588,0,0,0,0,0,0,0.133466333333333,0.911882399683096
"MIR8084",0,0,0,0,0,0,1.90055333333333,0,0,0,0,0,0,1.83024933333333,1.02484021431327
"MIR8085",0,0,0,0,0,0,8.98260233333333,0,0,0,0,0,0,9.52763866666667,0.948228054686274
"MIR8086",21.764066,11.278076,0,2,1,0,0,44.911693,18.808519,17.15434,3,1,1,0,1
"MIR8087",0,0,0,0,0,0,0.020878,0,0,0,0,0,0,0.198463666666667,0.851822235745709
"MIR8088",0,0,0,0,0,0,2.124645,0,0,0,0,0,0,3.34291666666667,0.719480763695673
"MIR8089",0,0,0,0,0,0,1.848064,0,0,0,0,0,0,5.709332,0.424492930145654
"MIR8485",0,0,0,0,0,0,8.320559,15.142338,0,0,1,0,0,13.0861633333333,0.661681877416822
"MIR873",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535626666666667,0.949160435955716
"MIR874",0,0,0,0,0,0,0.205395666666667,0,0,0,0,0,0,0.130378333333333,1.06636480116539
"MIR875",0,0,0,0,0,0,0.0171396666666667,0,0,0,0,0,0,0.909546,0.532660468334707
"MIR876",0,0,0,0,0,0,0.384066666666667,0,0,0,0,0,0,0.0471143333333333,1.32179134847739
"MIR877",0,0,0,0,0,0,2.23050666666667,0,0,17.15434,0,0,1,1.739266,1.17933295512983
"MIR885",0,0,0,0,0,0,0.0945206666666667,0,0,0,0,0,0,2.558157,0.307608873545115
"MIR887",0,0,0,0,0,0,0.0216113333333333,0,0,0,0,0,0,0.76857,0.577648231810634
"MIR888",0,0,0,0,0,0,0.0297663333333333,0,0,0,0,0,0,0.136898,0.90576844477986
"MIR889",0,0,0,0,0,0,0,0,0,0,0,0,0,0.284524666666667,0.778498090344184
"MIR890",0,0,0,0,0,0,2.078247,0,0,0,0,0,0,10.972749,0.257104446105067
"MIR891A",0,0,0,0,0,0,0.0200926666666667,0,0,0,0,0,0,0.288737666666667,0.791544076852465
"MIR891B",0,0,0,0,0,0,0.133620666666667,0,0,0,0,0,0,0.948469666666667,0.581800520716343
"MIR892A",0,0,0,0,0,0,0,0,0,0,0,0,0,6.86011933333333,0.12722453153595
"MIR892B",0,0,0,0,0,0,2.706839,0,0,0,0,0,0,4.52222766666667,0.671257909624999
"MIR892C",0,0,0,0,0,0,0.0724433333333333,0,0,0,0,0,0,0.0749406666666667,0.997676770996973
"MIR9.1",0,0,0,0,0,0,4.688872,0,0,0,0,0,0,2.14478933333333,1.80898349523784
"MIR9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIR9.3",0,0,0,0,0,0,1.10266733333333,0,0,0,0,0,0,3.57291733333333,0.459808734788704
"MIR9.3HG",0.03446,0.105714,0.102117,4,6,6,14.0125636666667,0.465593,0.92501,0.298397,15,27,8,26.2743216666667,0.550428489116717
"MIR920",0,0,0,0,0,0,0.212436333333333,0,0,0,0,0,0,0.609313,0.753387522087582
"MIR921",0,0,0,0,0,0,0.119483666666667,0,0,0,0,0,0,0.795949333333333,0.623338111988311
"MIR922",8.710968,0,10.009404,1,0,1,0.441668,40.71538,14.796857,12.287778,3,1,1,4.12692766666667,0.281195307156989
"MIR924",0,0,0,0,0,0,0.290615,0,0,0,0,0,0,0.228800333333333,1.05030489086781
"MIR924HG",0.369176,0.857271,0.401788,6,8,6,0.061467,0.334797,0.697222,0.306593,4,6,5,0.0954496666666667,0.968978340401461
"MIR92A1",0,0,0,0,0,0,0.101226,0,0,0,0,0,0,1.68858833333333,0.409592642483385
"MIR92A2",0,0,0,0,0,0,2.746638,0,0,0,0,0,0,37.035296,0.0985042419546308
"MIR92B",0,0,0,0,0,0,2.439825,0,0,0,0,0,0,0.798202333333333,1.91292433350567
"MIR93",0,0,0,0,0,0,0,0,18.808519,0,0,1,0,0,1
"MIR933",0,22.556151,0,0,2,0,4.10659766666667,0,0,0,0,0,0,9.20691133333333,0.500307830635281
"MIR934",0,0,0,0,0,0,15.725312,0,0,0,0,0,0,0.840192,9.08889507181859
"MIR935",0,0,0,0,0,0,0.126125,0,0,0,0,0,0,1.50936833333333,0.448768315532262
"MIR936",0,0,0,0,0,0,0.00763833333333333,0,0,0,0,0,0,2.508494,0.287199674086184
"MIR937",0,0,0,0,0,0,0.0664686666666667,15.142338,0,0,1,0,0,0.103833,0.966150374800053
"MIR938",21.764066,22.556151,0,2,2,0,4.72720066666667,0,0,0,0,0,0,5.10349566666667,0.93834762559838
"MIR939",0,0,10.624863,0,0,1,0.053687,0,0,15.157143,0,0,1,6.76052233333333,0.135775268047894
"MIR940",10.602784,0,0,1,0,0,0.291594,0,0,0,0,0,0,0.106647333333333,1.1671234015534
"MIR941.1",29.018755,0,15.175973,2,0,1,0,40.379568,25.078025,22.872453,2,1,1,0.111477,0.899703727562514
"MIR941.2",0,0,0,0,0,0,0.012438,60.569353,0,0,3,0,0,0.0107693333333333,1.00165088770666
"MIR942",0,0,0,0,0,0,0.232386666666667,0,0,0,0,0,0,0.554431333333333,0.792821554892314
"MIR943",0,0,0,0,0,0,1.157078,0,0,0,0,0,0,8.24797433333333,0.233248700985798
"MIR944",0,0,0,0,0,0,16.8469276666667,0,0,0,0,0,0,21.0391073333333,0.809784507001055
"MIR95",0,0,0,0,0,0,0.00639366666666667,0,0,0,0,0,0,4.11488633333333,0.196757777412975
"MIR9500",0,0,0,0,0,0,40.112541,0,0,0,0,0,0,42.5841906666667,0.943290224531874
"MIR96",0,0,0,0,0,0,0.589436,0,0,0,0,0,0,0.578644333333333,1.0068360342091
"MIR98",0,0,0,0,0,0,0.031269,0,0,0,0,0,0,0.678135,0.614532799804545
"MIR99A",0,0,0,0,0,0,30.798385,0,0,0,0,0,0,16.655031,1.80109482673806
"MIR99AHG",6.511775,5.730167,7.038887,176,113,90,0.0467196666666667,3.017739,6.346286,2.930092,94,79,55,0.0328473333333333,1.01343115568548
"MIR99B",0,0,0,0,0,0,0.823895333333333,0,0,0,0,0,0,5.77387266666667,0.269254446176481
"MIRLET7A1",0,0,0,0,0,0,76.9102896666667,0,0,0,0,0,0,104.331195666667,0.739669659814963
"MIRLET7A2",0,0,0,0,0,0,105.563933666667,0,0,0,0,0,0,1510.318806,0.0705105588864529
"MIRLET7A3",0,0,0,0,0,0,0.014262,0,0,0,0,0,0,0.304227666666667,0.777672507586227
"MIRLET7B",0,0,0,0,0,0,171.947654,0,0,0,0,0,0,83.237977,2.05308413330011
"MIRLET7BHG",0.009502,0.105067,0.030659,1,4,3,0,0.074135,0.087905,0.064248,5,5,4,0,1
"MIRLET7C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIRLET7D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MIRLET7E",0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,1.000001
"MIRLET7F1",0,0,0,0,0,0,23.5406706666667,0,0,0,0,0,0,43.9728783333333,0.545677118657478
"MIRLET7F2",0,0,0,0,0,0,5.54665966666667,0,0,0,0,0,0,23.044284,0.272275093185003
"MIRLET7G",0,0,0,0,0,0,0,0,0,0,0,0,0,0.464977333333333,0.682604417997821
"MIRLET7I",0,0,0,0,0,0,1.17913566666667,15.142338,0,0,1,0,0,2.369136,0.646793619096014
"MIS12",7.52169,5.556339,6.35343,192,180,144,1.43831433333333,16.341882,7.979982,17.593645,223,209,247,1.02588166666667,1.20358181499578
"MIS18A",2.921158,2.669365,1.147763,53,50,20,171.085479666667,6.971424,5.276149,5.766164,68,89,87,46.6540946666667,3.61113731926667
"MIS18BP1",11.411477,5.636456,7.183841,64,57,32,1.445063,4.035738,16.84887,15.502949,67,128,78,3.63881433333333,0.527087920383104
"MISP",0.064147,0,0,2,0,0,0.0205496666666667,0.159713,0.230625,0.426838,7,8,10,0,1.02054966666667
"MISP3",2.00636,2.337394,1.883333,64,45,51,0,1.950253,1.837054,1.273062,37,25,25,0.0138043333333333,0.986383631555464
"MITD1",9.247175,6.844183,6.373512,90,72,75,190.684716666667,21.411305,20.892811,23.395573,226,193,217,222.166708333333,0.858930608862844
"MITF",12.980217,8.851181,7.31836,821,697,548,0.032679,1.488907,1.669763,1.281504,50,19,26,0.0689086666666667,0.966105928601321
"MIXL1",0.327458,0.522563,0.092421,10,10,2,0.0351643333333333,0.046197,0.19101,0.179742,1,4,4,0.0402173333333333,0.995142361275785
"MKI67",4.748496,4.357645,3.232554,670,492,366,18.5905473333333,0.273109,2.026351,0.462537,29,183,17,49.3957273333333,0.388734290979774
"MKKS",10.208328,7.562425,8.853085,414,308,336,0,9.785677,9.116267,8.562685,362,287,292,0,1
"MKLN1",7.772669,7.448479,5.747682,379,390,250,0.051529,5.591444,11.418383,6.163821,604,604,476,7.058974,0.130479264482054
"MKLN1.AS",0.512167,0.718241,0.678182,23,24,28,0,0.887032,1.419327,1.244967,45,54,50,0,1
"MKNK1",20.57963,13.176404,13.242721,350,290,246,8.529677,26.835055,33.467649,33.37407,441,362,418,30.0372393333333,0.307040097788766
"MKNK1.AS1",0.163148,0.043053,0,6,1,0,0,0.331732,0.239782,0.124838,12,7,4,0,1
"MKNK2",18.802183,18.484616,16.250813,965,755,808,0.0931833333333333,20.572576,21.988316,23.563725,606,618,558,0.0879206666666667,1.00483736252827
"MKRN1",59.973739,52.026329,44.473558,1729,1633,1279,0.0997663333333333,51.308277,62.423905,60.686301,1028,775,962,2.09497366666667,0.355339480002038
"MKRN2",10.021896,8.233909,5.927556,488,451,318,2.66125666666667,12.12647,13.868655,13.013011,471,417,433,2.809842,0.960999607507783
"MKRN2OS",0.209747,0,0.08403,3,0,1,0.651537333333333,1.288095,0.715778,0.903008,15,7,9,1.433398,0.67869593602581
"MKRN3",0.099566,0,0.048478,2,0,1,6.618032,0.266997,0.198666,0.874729,5,3,8,28.2198333333333,0.260714423422447
"MKRN7P",0.172441,0.243284,0.081446,6,7,2,0.0417423333333333,0.566106,1.33087,0.49303,14,22,9,0.171452666666667,0.889273944202611
"MKS1",4.949517,2.660326,4.123993,108,87,80,1.42804133333333,12.752194,9.775742,7.801873,153,121,128,5.618383,0.366863225252049
"MKX",0.01866,0.017259,0,1,1,0,29.801431,0.424083,0.681338,0.510479,22,30,23,25.511893,1.16179674533237
"MLANA",0.218734,0.095913,0.023716,1,4,1,0.775091666666667,1.1386,0.225837,0.344811,6,6,1,1.88937866666667,0.614350651627986
"MLC1",0,0,0,0,0,0,1.31843666666667,0.018673,0.45024,0.085373,1,10,4,20.434796,0.108162292128494
"MLEC",26.991357,24.77919,23.23765,2409,1718,1560,75.2547966666667,141.565833,141.615654,126.201545,5778,4846,4865,75.173032,1.0010734070119
"MLF1",40.216134,39.276853,31.861568,676,695,531,3.830203,5.517226,7.511868,8.118088,75,87,91,31.374577,0.149197408818654
"MLF2",77.664358,76.907538,59.149068,1476,1471,1229,2.46836033333333,123.797351,119.526346,143.307676,1634,1233,1577,16.8184516666667,0.194649927963251
"MLH1",128.053216,95.226895,89.7366,742,630,470,8.48027233333333,102.46012,105.395519,96.526945,445,339,394,9.18999166666667,0.930351333293534
"MLH3",13.39028,9.295396,7.837941,235,161,150,1.44466233333333,15.927838,15.168917,14.785196,297,257,231,3.692948,0.520922527446146
"MLIP",130.969469,99.307976,105.372595,2432,2302,1886,11.2713536666667,2.566448,0.996327,0.618174,17,9,6,7.73966733333333,1.40409848551825
"MLIP.IT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MLKL",0.801104,0.456638,0.421527,8,13,10,12.2837726666667,1.118869,1.425081,1.027937,23,27,11,34.0486306666667,0.379009747713206
"MLLT1",23.451383,22.803148,18.753059,1021,769,684,14.3398303333333,20.688974,24.139276,22.749732,683,620,573,17.9896426666667,0.807799841345093
"MLLT10",50.730782,17.499652,20.940307,690,512,409,0.119086666666667,54.445287,45.391884,32.380864,539,527,450,2.64583366666667,0.306949457650335
"MLLT11",59.571067,65.856127,56.315006,2809,3186,2660,0.0244166666666667,53.7859,52.325589,63.314434,1964,1542,2062,0.461918,0.700734696930106
"MLLT3",18.020152,18.449792,9.524589,393,341,249,0.243604,14.645423,14.009365,12.092028,357,270,332,8.81289533333333,0.12673160751808
"MLLT6",20.78576,10.252006,11.719258,1162,714,730,6.29344366666667,42.73221,37.982742,43.884846,1498,1075,1111,3.77965433333333,1.52593538319333
"MLN",0,0,0,0,0,0,0.672691666666667,1.1883,0,0.89525,3,0,2,43.7455363333333,0.0373823134939292
"MLNR",0.0819,0,0,2,0,0,0.0839586666666667,0.067094,0,0.083091,1,0,1,76.3369433333333,0.0140160526127164
"MLPH",0.649555,0,0.707304,6,0,4,0.442801,0.848261,1.704494,0.660868,9,14,8,0.127837,1.27926375885877
"MLST8",20.039297,14.83726,12.558638,481,410,355,0.012538,21.138733,20.587354,19.101129,323,242,287,0.253506,0.807764781341294
"MLX",10.511589,8.965242,7.994452,409,364,276,0.118041,14.121006,14.661731,15.892812,344,251,375,0.092601,1.02328388862906
"MLXIP",16.280593,6.209877,4.790639,1180,982,702,3.83857533333333,50.187139,61.659383,41.41094,2047,1560,1792,10.093328,0.436169861139356
"MLXIPL",0.139024,0.168014,0.194146,5,7,7,0,0.314578,0.253599,0.292205,9,6,7,0,1
"MLYCD",11.99968,8.670334,7.917991,474,380,359,7.913195,4.993302,6.217151,4.514542,206,143,180,21.4014836666667,0.397884137168236
"MMAA",1.194796,1.563464,1.450368,47,55,47,18.7903783333333,1.630655,1.306422,1.309815,68,51,61,26.7578363333333,0.712965452194407
"MMAB",23.894491,20.489844,20.93381,405,370,305,0.009423,8.541243,11.338305,8.797142,202,175,174,0.0300463333333333,0.979978246933228
"MMACHC",4.714896,3.12529,3.39951,174,131,143,0.0408606666666667,2.77629,4.427784,3.105149,115,107,94,0.059955,0.981985713229964
"MMADHC",35.911538,38.386412,26.195855,781,894,601,0,51.324938,54.418373,59.396043,947,818,979,0.0279906666666667,0.972771477821459
"MMADHC.DT",0.116116,0.283158,0.292129,1,3,5,0.989031,0.719085,0.505115,0.614472,9,6,9,1.574336,0.772638459004575
"MMD",6.774872,6.186071,6.810309,215,226,243,1.10025733333333,12.879189,12.462714,11.496912,411,347,311,0.794530666666667,1.1703658078101
"MMD2",0,0,0,0,0,0,1.17292666666667,0,0,0,0,0,0,1.256402,0.963005114632351
"MME",1.231663,0.636477,0.360692,21,21,16,13.9362763333333,2.440827,4.837508,1.276602,51,57,32,0.084493,13.7725889732191
"MMEL1",0,0,0,0,0,0,0,0.659393,0.916554,0.455644,5,5,3,0,1
"MMGT1",2.399133,2.600427,1.91972,156,184,132,0,8.390113,7.836207,9.389815,472,356,471,0,1
"MMP1",2.429549,1.970985,1.565903,88,72,56,16.4706216666667,0.287771,0.580727,0.444241,8,13,11,4.29491033333333,3.29951228006316
"MMP10",0.400456,0.279223,0.091528,8,7,3,0.0457726666666667,0.187202,0.302817,0.091414,2,6,2,0,1.04577266666667
"MMP11",3.765873,6.61849,2.674662,120,112,107,0,11.161599,8.494803,9.929012,197,146,187,0,1
"MMP12",0,0,0,0,0,0,22.8508686666667,0.079507,0,0.044784,2,0,1,10.2259416666667,2.12462075564559
"MMP13",0.03595,0.036903,0,1,1,0,1.94061533333333,0.051128,0.219864,0.056583,2,4,1,6.313388,0.402086602452014
"MMP14",3.739665,3.47964,2.944279,300,261,229,0,90.594031,134.762393,81.947374,4505,5670,3628,0,1
"MMP15",84.333451,72.875501,65.532513,7298,5940,5255,0.0394306666666667,305.146132,227.835226,305.623431,15461,9052,12922,0,1.03943066666667
"MMP16",0.284917,0.107831,0.043513,22,19,9,0.105945333333333,9.438763,15.066211,9.387621,1625,2019,1378,0,1.10594533333333
"MMP17",0.536618,0.360899,0.332804,7,3,4,0.0274783333333333,59.234191,42.63324,60.948688,762,423,617,0.124025666666667,0.914105757371495
"MMP19",0.12153,0.178228,0.101469,6,7,5,0.00569633333333333,8.652765,2.254173,10.65922,52,43,48,0.731207,0.580922058040046
"MMP2",14.409946,10.290276,8.294189,245,204,158,0.250394333333333,877.798637,1035.693947,705.849005,12473,11729,8896,11.549713,0.0996352931205147
"MMP20",0,0,0,0,0,0,3.18213433333333,0,0,0.16897,0,0,1,1.672031,1.56515187635672
"MMP21",0.036308,0,0.073075,1,0,2,0.240533,0.233399,0.653006,0.32131,5,10,5,0.165735666666667,1.06416320223538
"MMP23A",1.198059,1.582977,1.748667,24,28,32,0.49729,0,0.011467,0,0,0,0,1.212228,0.676824450282701
"MMP23B",17.962446,19.307188,14.30113,180,156,143,8.41230433333333,1.759534,2.500234,3.945786,18,19,24,12.160493,0.715193901424007
"MMP24",1.147775,0.744993,0.581901,113,69,54,0.964810666666667,6.51014,4.165124,7.260831,442,228,432,5.464042,0.303960071216534
"MMP24OS",21.664442,19.430835,18.69817,554,477,510,0,27.844794,22.100328,29.188759,479,342,471,0,1
"MMP25",0.868235,0.579865,0.12142,14,7,3,0,2.779417,2.480849,1.203044,45,51,25,0,1
"MMP26",0,0,0,0,0,0,0,0,0,0,0,0,0,0.189791666666667,0.840483277884784
"MMP27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MMP28",0.053607,0,0.182112,1,0,1,2.81728633333333,1.591359,0.862675,1.001252,9,12,7,11.009988,0.317842643417573
"MMP3",0,0,0,0,0,0,0.0554106666666667,0.038976,0.248496,2.971512,1,2,5,0.510065,0.698917375521363
"MMP7",0,0,0,0,0,0,1.15400833333333,0,0.093287,0.079105,0,1,1,8.71631266666667,0.221689894842824
"MMP8",0,0,0,0,0,0,102.758864333333,0.860733,1.382178,1.208696,29,31,35,193.330468666667,0.533929985581983
"MMP9",0.019412,0,0,1,0,0,0.0254693333333333,0.716185,0.995669,0.593893,25,28,18,0.179893,0.869120617999542
"MMRN1",0,0,0,0,0,0,7.075322,0.538127,2.353218,0.794572,39,107,33,5.10117466666667,1.32356840136358
"MMRN2",5.2851,5.520302,1.879449,80,56,33,20.576092,4.123445,2.459092,2.738074,101,43,88,37.3007726666667,0.563333073924583
"MMS19",27.866152,23.946463,19.623857,718,599,428,0.934472333333333,76.703618,73.620651,72.280601,1362,1021,1207,0.670554,1.1579825215667
"MMS22L",1.200032,1.168027,1.014928,71,83,47,0.0301733333333333,2.359159,2.114534,1.405542,83,104,55,0.0938583333333333,0.941779480889512
"MMUT",5.651147,4.735683,3.543916,376,329,245,0,7.748193,6.750574,8.407216,436,307,417,0,1
"MN1",1.292222,1.376821,0.932938,115,118,87,5.063473,2.018579,5.109207,1.698817,83,174,61,16.357938,0.349319890415555
"MNAT1",20.715261,13.889913,21.023292,135,139,124,18.5047236666667,16.238652,19.624136,24.32746,144,120,120,3.92212666666667,3.96266187108824
"MND1",4.536696,5.103955,4.247564,59,63,50,0,3.30273,3.938978,1.673307,21,21,16,0.216728666666667,0.821875926322659
"MNDA",0,0,0,0,0,0,0,0,0.479645,0,0,3,0,0.00865966666666667,0.991414679348403
"MNS1",0.705085,0.080785,0.741476,8,3,8,4.47887066666667,1.885911,2.269905,1.170875,16,17,10,5.48805733333333,0.844454724300628
"MNT",4.380122,4.008733,1.923347,286,231,194,0.003645,10.873405,13.326477,8.283209,467,386,401,3.00317866666667,0.250712017516747
"MNX1",0.050131,0,0.112729,2,0,4,97.236264,0.048503,0.125408,0,1,2,0,14.300027,6.42065951909758
"MNX1.AS1",0,0,0,0,0,0,0.007889,0,0,0,0,0,0,0.485217,0.678613966847942
"MNX1.AS2",0,0,0,0,0,0,0.441490333333333,0,0,0,0,0,0,1.23032166666667,0.646314993427704
"MOAP1",20.967191,19.643378,15.758697,1033,933,742,44.599208,25.986505,20.081637,26.954354,920,570,842,30.9246503333333,1.4283385259944
"MOB1A",7.938304,5.632903,4.708776,343,380,309,0,10.292726,14.251742,10.344124,725,813,645,0,1
"MOB1B",3.072965,2.747001,1.81558,283,300,194,0,4.390109,7.001164,4.118166,430,560,365,0.0202633333333333,0.980139114411639
"MOB2",12.857747,13.223667,11.382452,278,267,233,6.29180766666667,9.144973,13.713319,9.943774,142,148,127,9.841797,0.672564489693606
"MOB3A",6.562968,4.441726,3.41304,325,283,213,0.0575223333333333,12.214422,13.978513,8.880845,396,327,337,2.17032266666667,0.333569306510126
"MOB3B",0.256475,0.254342,0.123994,7,6,3,2.96421266666667,5.438152,4.594064,5.623256,512,313,434,5.07722666666667,0.652306205462141
"MOB3C",1.178905,0.925161,0.792411,79,55,45,6.73217433333333,2.068676,1.995193,2.077975,109,90,101,5.29967733333333,1.22739212251717
"MOB4",15.213813,18.713786,8.118856,378,519,326,0.571195333333333,13.279305,26.496458,19.103481,484,463,443,0.871754,0.839424055369099
"MOBP",0.141226,0.15394,0.02815,4,9,3,4.21535766666667,0.059052,0.163195,0.065063,5,11,5,0.219923,4.27515315857367
"MOCOS",0.084179,0.06843,0.062979,11,9,8,5.195094,0.107789,0.411115,0.084027,10,9,7,11.4691396666667,0.496834117317744
"MOCS1",3.300912,3.236388,2.654057,199,201,149,16.9252876666667,4.258432,7.052487,4.48619,158,187,164,3.05458533333333,4.42099159174189
"MOCS2",25.382539,22.514189,19.605793,592,540,471,0,13.330962,12.976845,18.484239,249,223,272,0.0193813333333333,0.980987160840039
"MOCS3",0.664034,0.691733,0.567426,68,72,58,0,1.590728,1.506915,1.49696,126,96,105,61.8664873333333,0.0159067261814352
"MOG",2.56991,1.899565,1.05916,27,27,24,0.016421,0.213788,0,0,2,0,0,0.0414146666666667,0.976000273986283
"MOGAT1",0.094693,0,0.049446,2,0,1,0.316411333333333,0,0,0,0,0,0,0.122769,1.17246854280207
"MOGAT2",0,0,0,0,0,0,6.65183733333333,0,0,0,0,0,0,19.1805323333333,0.379169251184438
"MOGAT3",0.090226,0.093409,0.023658,4,4,1,32.3232533333333,0.23741,0.384318,0.218931,7,10,6,4.19349766666667,6.41634125441345
"MOGS",15.462376,11.340809,9.805298,537,406,355,3.21897833333333,74.496443,73.513422,84.769956,1712,1351,1560,40.6957843333333,0.101184769654531
"MOK",6.346133,6.453045,6.440989,151,147,112,0.0547066666666667,8.047866,8.492577,7.887343,117,84,107,1.48258166666667,0.424842687283198
"MON1A",3.55136,3.217003,1.714489,98,98,61,9.178112,5.308076,4.389827,5.368073,138,90,124,0.0105546666666667,10.0718074298471
"MON1B",3.449731,2.046143,1.513161,256,197,181,4.10396,9.339374,12.418402,8.274389,538,419,482,14.643707,0.326262822488302
"MON2",4.500145,7.973655,3.437608,255,180,160,0.111699333333333,24.796047,32.347454,28.84693,848,798,709,0.0507636666666667,1.05799179073252
"MORC1",0.017113,0.016286,0.016748,1,1,1,0.589460333333333,0,0,0,0,0,0,0.400568,1.13486837721077
"MORC1.AS1",0,0,0,0,0,0,0.912384,0,0,0,0,0,0,31.159935,0.0594647968038493
"MORC2",14.108993,11.324004,13.224651,549,410,339,3.918691,30.923832,41.646832,29.603102,1124,920,913,2.81960733333333,1.28774781561316
"MORC2.AS1",0.376296,0.648076,0.130982,5,7,1,7.21922366666667,1.749484,1.745163,0.983037,13,7,8,35.544603,0.224909370794551
"MORC3",4.463907,4.181625,3.72938,129,105,89,1.75645866666667,15.574347,15.648035,16.705031,456,397,400,6.13017566666667,0.386590568806463
"MORC4",5.546049,3.733846,3.267527,209,171,139,44.0887043333333,15.590339,16.865074,14.844045,558,547,512,140.705024333333,0.318187054731884
"MORF4L1",243.964728,194.721421,197.184174,2892,2848,2481,0.0141766666666667,247.057396,283.926937,264.39117,3045,2675,2913,0.0283876666666667,0.986181281183523
"MORF4L2",106.22821,87.359878,80.513362,1628,1736,1335,0.0315266666666667,256.395325,286.249561,218.080384,3356,2945,2978,0,1.03152666666667
"MORN1",2.691116,2.476893,1.618371,51,41,33,0.020517,2.241362,5.171694,3.046178,61,80,63,0.354296,0.753540584923828
"MORN2",6.820682,7.011459,5.150788,60,60,42,2.46029566666667,7.685389,10.454459,11.194948,54,54,59,1.531957,1.36664867004719
"MORN3",0.134659,0.203685,0.187596,8,16,15,0.718084666666667,0.29323,0.723184,0.428032,17,22,15,0.212352666666667,1.4171492453516
"MORN4",4.588746,3.732872,4.825972,138,109,116,0.0931936666666667,10.688094,10.633122,14.79416,259,171,251,4.267239,0.207545863528628
"MORN5",0,0,0,0,0,0,0.710312,0.263472,0,0,1,0,0,1.56287666666667,0.667340735605693
"MOS",0,0,0,0,0,0,1.62393233333333,0,0,0,0,0,0,6.71696666666667,0.340021208678712
"MOSMO",2.897345,1.50858,1.141487,111,59,37,24.064803,5.375928,4.797538,4.463673,206,161,183,8.80445333333333,2.55647124299978
"MOSPD1",11.138759,6.820247,5.696218,236,227,198,52.554956,7.38619,9.207959,7.092581,168,162,149,1.47435033333333,21.6440474408703
"MOSPD2",0.608461,0.616857,0.470978,29,30,18,0.0784723333333333,5.062704,7.608858,5.323689,218,206,230,0.07602,1.00227907783622
"MOSPD3",4.84526,4.476267,6.699783,71,71,87,100.218860333333,8.484508,8.498357,6.511219,79,71,55,90.364351,1.10785945749599
"MOV10",34.50059,30.817142,27.714606,613,497,358,14.746212,27.119309,23.681712,28.529928,365,295,299,41.2936193333333,0.372307034682883
"MOV10L1",0.106929,0.050946,0.051773,4,2,2,0.0216826666666667,0.052927,0.344505,0.14096,2,4,3,0.119534,0.91259637194285
"MOXD1",0.169439,0.141488,0.123038,10,6,7,0,745.552299,604.215278,819.351664,22481,13772,20754,0.0121426666666667,0.988003008798496
"MOXD2P",0,0,0,0,0,0,2.914685,0.044716,0,0.05056,1,0,1,1.98249633333333,1.31255316435706
"MPC1",91.366395,90.370676,78.739709,938,895,842,0,16.536014,14.879514,17.578342,140,105,124,0,1
"MPC1L",0,0,0,0,0,0,0,0,0.229041,0,0,1,0,0.0441046666666667,0.957758385653546
"MPC2",57.701753,49.804463,40.902715,1140,1216,856,1.56258966666667,13.570455,8.732549,11.596495,239,154,218,0.370309333333333,1.87008115929055
"MPDU1",22.912315,25.647171,15.427414,391,404,311,0,50.174634,51.492284,58.737823,567,465,586,0.00755966666666667,0.992497053110833
