"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"WNT3A",0.08298,0.08298,0,0.024525,0,0.008175,1.07419842785231
"WNT4",2.17826,2.17826,0.525508,0.759582,0.321171,0.535420333333333,2.06996086413688
"WNT5A",1.53515,1.53515,2.733346,1.429422,1.357944,1.84023733333333,0.892583859189232
"WNT5B",4.02459,4.02459,5.054367,3.335907,2.486692,3.62565533333333,1.086243923924
"WNT6",1.45217,1.45217,0.124625,0,0,0.0415416666666667,2.35436572388687
"WNT7A",3.5267,3.5267,0.364476,0.071242,0.490209,0.308642333333333,3.45908112911931
"WNT7B",4.35651,4.35651,9.90038,0.605334,0.973356,3.82635666666667,1.10984545278115
"WNT8A",0.37342,0.37342,0.052487,0,0,0.0174956666666667,1.34980427435072
"WNT8B",0.35267,0.35267,0.053147,0.035173,0.040276,0.0428653333333333,1.29707063487903
"WNT9A",2.4272,2.4272,2.760265,3.576062,3.581982,3.306103,0.795893642116782
"WNT9B",1.63888,1.63888,0.32266,0.057224,0.128589,0.169491,2.25643463694889
"WRAP53",10.47638,10.47638,5.565003,4.823734,5.531621,5.306786,1.81968755559488
"WRAP73",19.4591,19.4591,12.075441,9.936803,9.727733,10.5799923333333,1.7667628277359
"WRN",1.14099,1.14099,9.813972,5.376606,7.255122,7.4819,0.252418679776937
"WRNIP1",33.71112,33.71112,20.586277,18.813652,21.584714,20.3282143333333,1.62747426753635
"WSB1",354.14314,354.14314,411.461916,159.060471,154.787522,241.769969666667,1.46287920407794
"WSB2",78.06459,78.06459,93.46841,95.433915,116.510096,101.804140333333,0.769079822501701
"WSCD1",23.33847,23.33847,6.298877,1.785529,6.338757,4.807721,4.19070923000606
"WSCD2",21.24319,21.24319,4.836524,1.592415,2.213293,2.880744,5.73168186306543
"WT1",0,0,0.036051,0,0,0.012017,0.988125693540721
"WTAP",24.04381,24.04381,29.048346,31.954669,40.902661,33.9685586666667,0.716180790827753
"WTAPP1",0,0,0.212074,0.027891,0,0.0799883333333333,0.925935928320213
"WTIP",4.81291,4.81291,6.387138,4.719899,5.061827,5.38962133333333,0.909742486565714
"WWC1",54.72612,54.72612,41.750353,33.747756,25.818849,33.7723193333333,1.60260002980532
"WWC2",8.31887,8.31887,6.592285,4.635863,2.912827,4.71365833333333,1.63098131815722
"WWC3",11.40992,11.40992,5.858936,4.120098,5.569714,5.182916,2.00713061603942
"WWOX",115.42689,115.42689,12.866552,14.932753,13.245023,13.6814426666667,7.93020772163898
"WWP1",14.89513,14.89513,28.035336,21.435456,22.164522,23.878438,0.638911896317606
"WWP2",40.30813,40.30813,18.573786,17.364159,17.329675,17.7558733333333,2.20241037385267
"WWTR1",42.73533,42.73533,94.924378,30.934436,32.775294,52.878036,0.81174692410837
"XAB2",32.42492,32.42492,12.864033,11.584917,10.5204,11.65645,2.64093959996682
"XAF1",33.91858,33.91858,5.355775,3.00713,2.270755,3.54455333333333,7.68361100394172
"XAGE1A",0,0,0,0,0,0,1
"XAGE1B",0,0,0,0,0,0,1
"XAGE2",0,0,0,0.176471,0,0.0588236666666667,0.944444322016477
"XAGE3",0.76758,0.76758,0,0,0,0,1.76758
"XAGE5",0,0,0.090803,0,0,0.0302676666666667,0.970621550451452
"XBP1",14.35575,14.35575,32.596066,28.597126,37.569212,32.9208013333333,0.452694199323357
"XCL1",0,0,0.161504,0.139945,0,0.100483,0.908691910733741
"XCL2",0,0,0,0,0,0,1
"XCR1",0,0,0.009987,0,0,0.003329,0.996682045470628
"XDH",0.04149,0.04149,0.230629,1.36791,0.613456,0.737331666666667,0.599476783841888
"XG",0.66385,0.66385,0,0,0,0,1.66385
"XIAP",75.96932,75.96932,18.109702,16.750567,18.681327,17.8471986666667,4.08385996037324
"XIRP1",1.57664,1.57664,0.985562,0,0,0.328520666666667,1.9394805550635
"XIRP2",1.49366,1.49366,0.451431,0.07613,0,0.175853666666667,2.12072307183348
"XIST",382.52273,382.52273,1.307927,0.767592,0.89414,0.989886333333333,192.735998823383
"XK",0.47714,0.47714,2.906528,6.533815,5.684501,5.04161466666667,0.244494242267685
"XKR3",0,0,0,0,0,0,1
"XKR4",0.49789,0.49789,5.072545,6.323476,5.982772,5.792931,0.220507171352101
"XKR5",0.04149,0.04149,0.450073,0.292323,0.31336,0.351918666666667,0.770379184546605
"XKR6",3.69266,3.69266,5.37501,7.64481,7.361337,6.793719,0.60210792819192
"XKR7",0.43565,0.43565,4.803695,10.266692,10.480482,8.51695633333333,0.150851800693002
"XKR8",8.54707,8.54707,2.299178,1.786844,2.451167,2.179063,3.00310814853307
"XKR9",1.68037,1.68037,0.27272,0.152143,0.231322,0.218728333333333,2.19931704768769
"XKRX",0.29043,0.29043,0.038886,0.033109,0,0.0239983333333333,1.26018759796159
"XPA",17.84096,17.84096,9.652661,10.679442,13.853106,11.3950696666667,1.52003663607215
"XPC",19.58357,19.58357,16.939064,11.598085,13.198231,13.9117933333333,1.38035510148791
"XPNPEP1",22.79909,22.79909,136.34409,128.39711,148.785497,137.842232333333,0.171411029627232
"XPNPEP2",0.14522,0.14522,0.177204,0,0,0.059068,1.08134699566034
"XPNPEP3",128.51718,128.51718,24.478421,21.282206,13.238904,19.6665103333333,6.2670077294617
"XPO1",49.83023,49.83023,327.443558,195.271442,185.769644,236.161548,0.214327450755213
"XPO4",3.27776,3.27776,4.928925,2.487011,2.946266,3.45406733333333,0.960416554097895
"XPO5",15.80792,15.80792,153.782446,194.816792,184.664086,177.754441333333,0.0940279854006947
"XPO6",185.29709,185.29709,294.205695,282.890607,293.644539,290.246947,0.639653366048846
"XPO7",18.19363,18.19363,28.605436,19.41124,21.157078,23.057918,0.797809270112235
"XPOT",14.18979,14.18979,31.884943,22.123498,24.396313,26.134918,0.559787577025293
"XPR1",3.13254,3.13254,49.000091,106.730418,91.300355,82.3436213333333,0.0495843585134354
"XRCC1",27.01039,27.01039,16.629665,14.269785,15.29886,15.3994366666667,1.70800927918052
"XRCC2",0.99577,0.99577,2.570722,1.072039,1.351853,1.66487133333333,0.748917959015908
"XRCC3",38.12988,38.12988,12.962194,4.290277,8.738135,8.66353533333333,4.04923029204702
"XRCC4",27.15561,27.15561,3.950013,2.603815,4.033823,3.529217,6.2164409433242
"XRCC5",37.96391,37.96391,159.776646,120.69121,157.106527,145.858127666667,0.265316674119929
"XRCC6",69.37231,69.37231,121.246728,106.121836,94.297518,107.222027333333,0.650258655599263
"XRN1",3.81714,3.81714,8.56665,2.750588,4.39323,5.23682266666667,0.772370846095352
"XRN2",10.12371,10.12371,21.628234,19.871864,24.298671,21.932923,0.485054172989636
"XRRA1",7.38533,7.38533,4.41725,5.207567,7.618141,5.74765266666667,1.24270326500702
"XXYLT1",20.62084,20.62084,11.981111,11.459996,11.758367,11.733158,1.69799510851903
"XYLB",5.22782,5.22782,5.269329,4.203242,5.995715,5.15609533333333,1.01165099998993
"XYLT1",11.92855,11.92855,7.688136,4.076716,4.484434,5.41642866666667,2.01491369601969
"XYLT2",14.04457,14.04457,10.831663,4.98244,8.578816,8.130973,1.64764149450447
"YAF2",129.3055,129.3055,22.980727,39.325982,25.56941,29.2920396666667,4.30164166671774
"YAP1",6.49328,6.49328,26.243447,11.02782,14.218279,17.163182,0.412553262969011
"YARS2",12.40569,12.40569,12.647929,12.929291,18.678286,14.7518353333333,0.851055747874121
"YBEY",14.35575,14.35575,6.871558,6.840605,7.038194,6.91678566666667,1.93964452829067
"YBX1",205.98016,205.98016,431.746579,333.65619,400.239517,388.547428666667,0.531334940929906
"YBX2",3.23627,3.23627,1.541873,0.810926,3.355793,1.902864,1.4593415330515
"YDJC",16.03612,16.03612,4.294379,5.641774,7.021403,5.65251866666667,2.56085264147574
"YEATS2",15.18557,15.18557,31.328468,26.392571,32.779089,30.1667093333333,0.519322390660257
"YEATS4",7.94545,7.94545,9.313928,8.101268,9.990185,9.135127,0.882618441781736
"YES1",25.06033,25.06033,13.289187,4.891861,7.967065,8.71603766666667,2.68219730038785
"YIF1A",79.1226,79.1226,62.039124,57.779483,74.176487,64.6650313333333,1.22017150335734
"YIF1B",95.07574,95.07574,35.805636,43.741275,47.606804,42.3845716666667,2.21451396911721
"YIPF1",13.35998,13.35998,17.419327,21.901447,28.340454,22.5537426666667,0.609668713937437
"YIPF2",28.9397,28.9397,31.366001,24.846189,32.472977,29.5617223333333,0.979647013131361
"YIPF3",126.62936,126.62936,231.151253,236.074976,276.617653,247.947960666667,0.512674856456814
"YIPF4",14.6047,14.6047,35.562958,29.233732,21.144345,28.6470116666667,0.526349845153028
"YIPF5",17.09413,17.09413,23.151023,24.411305,38.780087,28.780805,0.607576927487353
"YIPF6",10.01998,10.01998,15.059633,16.206623,14.732591,15.332949,0.674708529366007
"YIPF7",1.16174,1.16174,0.505743,0.472895,0.215026,0.397888,1.54643290449593
"YJEFN3",98.18754,98.18754,6.414371,5.589188,5.706882,5.90348033333333,14.3677587551129
"YKT6",60.51406,60.51406,56.923826,59.171641,61.416896,59.1707876666667,1.02232432689389
"YLPM1",32.57013,32.57013,27.13517,25.739405,28.902832,27.2591356666667,1.18793902248036
"YME1L1",21.6581,21.6581,66.055955,55.343173,58.067559,59.822229,0.372529918296812
"YOD1",2.21975,2.21975,3.441082,2.624023,2.750955,2.93868666666667,0.817467920779008
"YPEL1",11.28545,11.28545,9.390194,7.015071,5.883242,7.42950233333333,1.45743479439099
"YPEL2",22.57089,22.57089,7.608683,6.997704,8.21828,7.60822233333333,2.73818322613802
"YPEL3",222.45193,222.45193,29.372001,38.051178,37.322079,34.915086,6.2216732545204
"YPEL4",32.94355,32.94355,3.114429,1.978999,1.819923,2.30445033333333,10.2720714720986
"YPEL5",51.19942,51.19942,58.74701,47.136657,48.514896,51.4661876666667,0.994915436426189
"YRDC",6.55552,6.55552,8.124237,12.675663,15.492105,12.097335,0.576874608460423
"YTHDC1",79.03962,79.03962,97.597961,60.929467,82.251577,80.2596683333333,0.984985807124777
"YTHDC2",7.19862,7.19862,11.996125,9.766974,9.659893,10.4743306666667,0.714518366096706
"YTHDF1",20.43413,20.43413,14.871878,14.490837,17.056911,15.4732086666667,1.30115088284966
"YTHDF2",12.40569,12.40569,55.533257,56.536963,63.980509,58.6835763333333,0.2246127129703
"YTHDF3",7.57204,7.57204,22.320733,26.637961,25.813054,24.923916,0.330661463337561
"YWHAB",258.52802,258.52802,150.515135,206.566173,223.305843,193.462383666667,1.33459240345868
"YWHAE",1232.18829,1232.18829,505.152257,515.806472,522.959443,514.639390666667,2.3915711489877
"YWHAG",220.48113,220.48113,190.338431,273.396106,293.177222,252.303919666667,0.874369138430453
"YWHAH",370.34523,370.34523,499.782961,599.942221,629.449381,576.391521,0.643142852802648
"YWHAQ",190.93981,190.93981,264.998484,342.247885,395.77329,334.339886333333,0.572373934096252
"YWHAZ",347.75359,347.75359,615.175511,742.186733,781.926484,713.096242666667,0.488384575022606
"YY1",47.2993,47.2993,36.852446,27.65053,30.462591,31.655189,1.47906968169745
"YY1AP1",44.20825,44.20825,46.664422,45.521509,62.614221,51.6000506666667,0.859471605578682
"YY2",0.18671,0.18671,0.503381,1.158614,1.367072,1.009689,0.59049435012084
"ZACN",0.41491,0.41491,0.927484,0.986192,0.817344,0.91034,0.74065873090654
"ZADH2",16.26432,16.26432,10.035348,8.616423,7.719027,8.790266,1.7634168468967
"ZAN",0,0,0,0,0,0,1
"ZAP70",2.96658,2.96658,3.231493,4.184431,6.040353,4.48542566666667,0.723112524175426
"ZAR1",2.07453,2.07453,0.061493,0.083633,0,0.0483753333333333,2.93266152135081
"ZAR1L",0,0,0.182055,0,0,0.060685,0.942786972569613
"ZBBX",3.90012,3.90012,3.840603,1.142697,1.121581,2.03496033333333,1.61455816940386
"ZBED1",0,0,10.802697,11.541249,16.550307,12.964751,0.0716088672114526
"ZBED2",0,0,0,0,0,0,1
"ZBED3",9.79179,9.79179,4.523088,4.411841,5.971405,4.968778,1.80804010469145
"ZBED4",2.28198,2.28198,5.582324,5.920159,6.305372,5.93595166666667,0.473183804865999
"ZBED5",25.82791,25.82791,23.856726,27.862227,25.596419,25.7717906666667,1.00209621142015
"ZBED6",1.0995,1.0995,0.355881,0,0,0.118627,1.87685439382386
"ZBP1",0.37342,0.37342,0.570671,0.049272,0.689923,0.436622,0.956006520852388
"ZBTB1",15.68345,15.68345,17.494271,9.574687,12.498572,13.1891766666667,1.17578703767872
"ZBTB10",1.9708,1.9708,4.88462,4.064176,4.033087,4.32729433333333,0.557656441359257
"ZBTB11",4.4395,4.4395,6.977714,5.422006,5.406493,5.93540433333333,0.784308994625788
"ZBTB12",6.38955,6.38955,4.62939,4.634179,4.122444,4.46200433333333,1.3529007941102
"ZBTB16",93.58208,93.58208,0.176486,0.177868,0.271719,0.208691,78.2516623355349
"ZBTB17",79.55825,79.55825,27.320773,21.169636,25.496101,24.66217,3.13918308545224
"ZBTB2",3.09105,3.09105,3.150709,3.406659,4.6517,3.736356,0.863754751543169
"ZBTB20",35.93087,35.93087,9.725186,8.373122,0.821099,6.306469,5.05454413068748
"ZBTB22",14.72917,14.72917,10.527091,7.452498,7.768704,8.58276433333333,1.64140215212082
"ZBTB24",2.17826,2.17826,1.860059,2.099303,2.408212,2.12252466666667,1.01784944533131
"ZBTB25",12.77911,12.77911,4.392252,2.72537,3.807388,3.64167,2.96856734752794
"ZBTB26",2.51018,2.51018,3.516608,2.88588,3.888353,3.43028033333333,0.792315550234932
"ZBTB3",13.277,13.277,4.085007,2.39806,4.074714,3.51926033333333,3.15914529081123
"ZBTB32",0.85056,0.85056,0.225353,0.226247,1.507132,0.652910666666667,1.119576536905
"ZBTB33",3.21552,3.21552,7.286395,8.081321,8.628539,7.99875166666667,0.468456087705498
"ZBTB34",2.11602,2.11602,3.444254,4.238717,4.201236,3.96140233333333,0.628052270436712
"ZBTB37",1.68037,1.68037,1.68811,1.966522,1.464143,1.70625833333333,0.9904339016662
"ZBTB38",27.90244,27.90244,26.330913,27.630206,36.079494,30.0135376666667,0.93192980145133
"ZBTB39",1.07876,1.07876,2.333088,2.83295,3.183495,2.78317766666667,0.54947459071664
"ZBTB4",45.63968,45.63968,11.341024,9.960984,11.709674,11.003894,3.8853791944514
"ZBTB40",4.37726,4.37726,4.38202,4.715992,4.678766,4.59225933333333,0.96155411962893
"ZBTB41",0.74683,0.74683,2.840026,3.445715,4.470698,3.58547966666667,0.380948150898645
"ZBTB42",0.85056,0.85056,1.020852,0.592709,0.698274,0.770611666666667,1.04515294620409
"ZBTB43",5.51825,5.51825,34.234401,30.858341,82.939642,49.344128,0.129473888196057
"ZBTB44",10.66309,10.66309,5.835998,4.335774,5.174218,5.11533,1.90718898244248
"ZBTB45",17.34308,17.34308,6.452067,6.456187,8.415949,7.10806766666667,2.26232448397179
"ZBTB46",2.53093,2.53093,5.520829,6.784686,9.196883,7.167466,0.432316461433693
"ZBTB47",119.49297,119.49297,6.221944,6.159834,6.726418,6.36939866666667,16.3504480419841
"ZBTB48",30.93125,30.93125,14.4884,21.648614,27.239449,21.1254876666667,1.44318852904229
"ZBTB49",3.17403,3.17403,3.080437,5.567214,2.936953,3.86153466666667,0.858582790454921
"ZBTB5",4.41875,4.41875,8.374335,7.652279,10.350119,8.79224433333333,0.553371608749006
"ZBTB6",1.72186,1.72186,3.045651,2.821758,4.097146,3.32151833333333,0.629838818223996
"ZBTB7A",55.78413,55.78413,3.302763,2.726379,3.529052,3.18606466666667,13.5650388901461
"ZBTB7B",27.50828,27.50828,8.075261,4.227332,2.782127,5.02824,4.72912160099797
"ZBTB7C",6.28583,6.28583,0.70601,1.357177,1.111441,1.05820933333333,3.53988774708371
"ZBTB8A",2.51018,2.51018,2.410164,1.874653,2.233616,2.172811,1.1063312627194
"ZBTB8B",0.47714,0.47714,0.719615,0.926921,0.922164,0.856233333333333,0.795772801551529
"ZBTB8OS",83.23017,83.23017,29.453276,28.762731,41.69184,33.3026156666667,2.4555028344923
"ZBTB9",3.58894,3.58894,7.821352,12.056064,10.796196,10.2245373333333,0.408831104901963
"ZC2HC1A",13.38072,13.38072,25.603684,41.976976,31.472792,33.0178173333333,0.422740820173334
"ZC2HC1B",0.66385,0.66385,0.007623,0,0,0.002541,1.65963287287004
"ZC2HC1C",4.4395,4.4395,1.37575,1.775994,2.125448,1.759064,1.97150192963991
"ZC3H10",5.78794,5.78794,2.103288,3.809379,2.980523,2.96439666666667,1.71222523141394
"ZC3H11A",36.98888,36.98888,48.654776,33.732635,40.312925,40.900112,0.906653423742638
"ZC3H11B",0.14522,0.14522,0.101829,0.075815,12.237503,4.13838233333333,0.222875591131243
"ZC3H12A",1.43143,1.43143,0.975927,0.899716,0.280398,0.718680333333333,1.41470752462985
"ZC3H12B",1.95006,1.95006,2.486852,1.984054,1.472519,1.98114166666667,0.989573904851888
"ZC3H12C",1.92931,1.92931,2.007232,1.646225,1.612398,1.755285,1.06316043530887
"ZC3H12D",0.8713,0.8713,0.28084,0.13219,0.300996,0.238008666666667,1.51154030693377
"ZC3H13",19.70804,19.70804,12.489706,11.879541,10.155303,11.5081833333333,1.65555936047201
"ZC3H14",21.69959,21.69959,38.368835,35.269695,41.896449,38.5116596666667,0.574503581765514
"ZC3H15",37.46603,37.46603,59.408619,52.606548,65.085451,59.0335393333333,0.640742332155684
"ZC3H18",41.94701,41.94701,27.353225,20.159015,24.782694,24.0983113333333,1.71115137706343
"ZC3H3",12.75836,12.75836,3.707035,3.70437,5.031523,4.14764266666667,2.6727496236465
"ZC3H4",9.95775,9.95775,7.302408,11.409446,10.567019,9.75962433333333,1.01841380893317
"ZC3H6",3.54745,3.54745,1.631614,1.123115,0.959124,1.237951,2.03197031570396
"ZC3H7A",29.81101,29.81101,101.435216,77.968276,82.720974,87.374822,0.348640136440671
"ZC3H7B",61.05344,61.05344,22.219215,24.703852,27.428365,24.7838106666667,2.40668227060101
"ZC3H8",8.48483,8.48483,12.546881,16.341095,8.165234,12.35107,0.710417217496425
"ZC3HAV1",2.92509,2.92509,8.081905,7.944271,7.451616,7.82593066666667,0.444722505562397
"ZC3HAV1L",0.60161,0.60161,5.783732,2.361531,2.288904,3.47805566666667,0.357657456543454
"ZC3HC1",7.59278,7.59278,10.312848,9.912121,11.621696,10.615555,0.739764910071021
"ZC4H2",29.00194,29.00194,36.114931,38.726607,44.665376,39.835638,0.734699920691823
"ZCCHC10",18.87823,18.87823,12.245994,5.974089,11.585395,9.93515933333333,1.81782719337301
"ZCCHC12",13.96159,13.96159,19.191365,33.650782,33.972134,28.9380936666667,0.499750924911373
"ZCCHC13",0,0,0,0,0,0,1
"ZCCHC14",7.55129,7.55129,5.683737,4.433808,5.566347,5.227964,1.37304743572699
"ZCCHC17",55.63891,55.63891,36.155089,28.901685,33.185016,32.7472633333333,1.67832601537369
"ZCCHC18",3.54745,3.54745,28.606166,37.978218,25.378915,30.654433,0.14365918353363
"ZCCHC2",8.46409,8.46409,8.341364,5.897325,6.562865,6.93385133333333,1.19287463331176
"ZCCHC24",130.57097,130.57097,15.587039,8.821489,11.811994,12.0735073333333,10.0639382107153
"ZCCHC3",5.43527,5.43527,9.85978,7.136492,8.814725,8.60366566666667,0.670084759649241
"ZCCHC4",5.62198,5.62198,6.544312,5.133237,7.445884,6.37447766666667,0.897959191053215
"ZCCHC7",13.81637,13.81637,8.954362,8.615311,6.866445,8.14537266666667,1.62009472331326
"ZCCHC8",12.3642,12.3642,8.710368,9.27295,9.484524,9.15594733333333,1.31589890744477
"ZCCHC9",10.1652,10.1652,13.516169,10.644973,8.361751,10.8409643333333,0.942929957872519
"ZCRB1",92.75227,92.75227,29.802073,22.00949,29.920702,27.2440883333333,3.31935904227274
"ZCWPW1",23.54592,23.54592,4.136064,1.905043,1.789423,2.61017666666667,6.79909108787843
"ZCWPW2",2.73838,2.73838,0.826682,0.603625,0.470263,0.633523333333333,2.28853786396276
"ZDBF2",2.26124,2.26124,2.975663,1.855385,1.623858,2.15163533333333,1.03477707763567
"ZDHHC1",8.11142,8.11142,4.563803,5.280833,5.514301,5.11964566666667,1.48888032024948
"ZDHHC11",204.42426,204.42426,9.622146,8.819146,8.346201,8.92916433333333,20.6889777531798
"ZDHHC11B",206.56103,206.56103,3.971842,5.965659,4.857701,4.931734,34.991628080423
"ZDHHC12",10.89129,10.89129,4.293023,4.839566,5.058862,4.73048366666667,2.07509360321011
"ZDHHC13",6.32732,6.32732,15.521484,15.381096,20.310617,17.0710656666667,0.405472490397495
"ZDHHC14",136.19294,136.19294,11.618133,45.541558,38.722153,31.9606146666667,4.16232953746291
"ZDHHC15",4.00384,4.00384,3.095515,2.979269,3.966695,3.34715966666667,1.15105963058331
"ZDHHC16",14.02383,14.02383,23.405057,28.575553,35.538068,29.1728926666667,0.497924748746331
"ZDHHC17",17.48829,17.48829,43.169988,29.136353,45.704003,39.3367813333333,0.458348172285173
"ZDHHC18",13.52594,13.52594,13.649858,16.434384,16.016783,15.3670083333333,0.887513448039018
"ZDHHC19",6.6385,6.6385,0.599122,0.655524,0.165225,0.473290333333333,5.18465357925605
"ZDHHC2",25.84865,25.84865,58.781263,40.613733,40.941661,46.7788856666667,0.561935458003601
"ZDHHC20",59.18636,59.18636,36.823814,26.479086,14.518756,25.940552,2.23404331136199
"ZDHHC21",3.40223,3.40223,4.495831,3.784592,4.552061,4.27749466666667,0.834151482483734
"ZDHHC22",18.52556,18.52556,3.293611,3.933477,5.02996,4.08568266666667,3.83931937554368
"ZDHHC23",2.32347,2.32347,9.853968,11.902657,11.243624,11.000083,0.276953917735402
"ZDHHC24",13.23551,13.23551,2.95646,2.834796,2.842832,2.87802933333333,3.67081029471326
"ZDHHC3",21.84481,21.84481,30.829598,30.053696,31.409739,30.7643443333333,0.719196648930253
"ZDHHC4",18.56705,18.56705,31.262705,31.069435,40.263022,34.1983873333333,0.555907570841172
"ZDHHC5",11.0365,11.0365,26.749507,30.300136,23.653615,26.901086,0.431398978520048
"ZDHHC6",18.79525,18.79525,32.432267,31.874575,35.950701,33.419181,0.575122632929587
"ZDHHC7",16.86594,16.86594,33.089226,29.933329,30.083658,31.0354043333333,0.557693600932959
"ZDHHC8",51.90476,51.90476,36.188059,26.80499,30.578319,31.190456,1.64349209591812
"ZDHHC9",74.35118,74.35118,23.021268,29.584265,34.851659,29.1523973333333,2.49901124500968
"ZEB1",43.17098,43.17098,22.33698,15.427834,11.389989,16.3849343333333,2.54076196970776
"ZEB2",619.99426,619.99426,67.018295,34.904826,36.39763,46.106917,13.1826555323075
"ZER1",40.4326,40.4326,23.289225,24.305223,19.788396,22.460948,1.76602411803649
"ZFAND1",17.21861,17.21861,26.308204,19.523967,16.841603,20.891258,0.83223220885707
"ZFAND2A",46.28278,46.28278,20.026216,24.57817,29.353772,24.6527193333333,1.84318782681883
"ZFAND2B",66.7584,66.7584,19.988438,15.01264,23.234606,19.4118946666667,3.31955465705258
"ZFAND3",316.61488,316.61488,76.043582,57.253765,77.756693,70.3513466666667,4.45142095893168
"ZFAND4",7.0534,7.0534,6.089142,6.229775,9.534509,7.28447533333333,0.972107426959969
"ZFAND5",75.34696,75.34696,98.283174,119.192934,138.534109,118.670072333333,0.637978723597162
"ZFAND6",107.85485,107.85485,53.54249,44.475927,59.027374,52.348597,2.04044447504402
"ZFAT",7.9662,7.9662,6.810279,5.466962,5.75745,6.01156366666667,1.27877324178425
"ZFC3H1",38.85596,38.85596,47.873842,34.336543,41.99557,41.401985,0.939955051632607
"ZFHX2",3.7549,3.7549,2.111555,1.061325,1.520645,1.56450833333333,1.85411758589203
"ZFHX3",1.9708,1.9708,7.869433,8.774643,7.46316,8.03574533333333,0.328783059991804
"ZFHX4",11.4929,11.4929,4.170732,0.609243,1.386889,2.05562133333333,4.08849744034601
"ZFP1",9.83328,9.83328,7.907739,5.739346,9.429528,7.69220433333333,1.24632136849981
"ZFP14",7.42682,7.42682,2.935257,3.512275,3.29045,3.245994,1.98465188598948
"ZFP2",4.79217,4.79217,1.734063,1.260914,2.012503,1.66916,2.17003476749239
"ZFP28",7.82098,7.82098,9.503621,5.43681,9.741319,8.22725,0.955970630469533
"ZFP3",3.04956,3.04956,0.862858,0.804716,0.797296,0.821623333333333,2.22305013659977
"ZFP30",22.69537,22.69537,8.48203,11.669284,9.549269,9.90019433333333,2.17384839897197
"ZFP36",73.68733,73.68733,4.744481,1.699072,1.528444,2.65733233333333,20.4212587735852
"ZFP36L1",135.81953,135.81953,70.685562,17.433731,26.120416,38.079903,3.50102020468167
"ZFP36L2",44.68539,44.68539,12.725966,5.027852,8.417991,8.72393633333333,4.69824034567071
"ZFP37",1.70112,1.70112,2.814479,3.352387,4.60834,3.59173533333333,0.588256901566481
"ZFP41",12.136,12.136,6.583562,10.220198,12.080149,9.62796966666667,1.23598395667231
"ZFP42",0,0,0.101047,0.108941,0.114134,0.108040666666667,0.902493951786366
"ZFP57",11.20247,11.20247,0,0,0.040737,0.013579,12.0389925205633
"ZFP62",13.73339,13.73339,11.68225,9.767553,6.465454,9.30508566666667,1.42972028341864
"ZFP64",6.55552,6.55552,5.879574,5.673706,8.414949,6.65607633333333,0.986865813641966
"ZFP82",5.91241,5.91241,3.400799,3.480009,4.952702,3.94450333333333,1.39799885529453
"ZFP90",22.1145,22.1145,24.75208,29.265221,34.216469,29.4112566666667,0.760063954388819
"ZFP91",28.31734,28.31734,15.605754,14.754158,17.91186,16.0905906666667,1.71540823671942
"ZFP92",1.0995,1.0995,0.245713,0.371612,0.185652,0.267659,1.65620249609714
"ZFPL1",54.78836,54.78836,24.897288,22.131197,22.647772,23.225419,2.30288524627789
"ZFPM1",6.72148,6.72148,2.329763,0.843112,2.157816,1.776897,2.78061447723844
"ZFPM2",13.17327,13.17327,1.717831,0.822948,0.365462,0.968747,7.19913223994754
"ZFR",61.57207,61.57207,42.154438,41.836835,50.054858,44.6820436666667,1.36973009475182
"ZFR2",16.20209,16.20209,13.904454,22.278486,21.216802,19.1332473333333,0.85441209334967
"ZFX",6.74222,6.74222,14.041131,4.477383,2.808799,7.10910433333333,0.954756491191608
"ZFY",0,0,3.526429,2.136931,2.537935,2.733765,0.267826175455606
"ZFYVE1",13.5052,13.5052,10.566532,14.91157,16.958735,14.1456123333333,0.957716312867465
"ZFYVE16",35.08032,35.08032,50.882671,26.877756,22.233692,33.331373,1.05094311258685
"ZFYVE19",26.05611,26.05611,15.206999,16.79643,20.566347,17.5232586666667,1.46065605878994
"ZFYVE21",54.12451,54.12451,25.887921,18.964213,23.027495,22.626543,2.333160208838
"ZFYVE26",11.7211,11.7211,6.789886,11.200151,9.488538,9.159525,1.25213531144419
"ZFYVE27",28.37958,28.37958,19.283137,26.001843,34.101093,26.4620243333333,1.06982572163623
"ZFYVE28",13.83712,13.83712,5.087688,4.883308,5.244807,5.07193433333333,2.44355738805476
"ZFYVE9",8.52632,8.52632,10.402655,14.662086,14.382292,13.149011,0.673285221136658
"ZG16",0.12447,0.12447,0,0,0.026215,0.00873833333333333,1.11472912532652
"ZG16B",1.24472,1.24472,0,0,0,0,2.24472
"ZGLP1",6.74222,6.74222,2.240699,3.503887,8.555874,4.76682,1.34254580514044
"ZGPAT",57.00811,57.00811,12.186885,13.04253,11.246272,12.1585623333333,4.40839268991063
"ZHX1",38.10913,38.10913,11.7001,12.463057,14.225806,12.796321,2.83475065562769
"ZHX2",30.03921,30.03921,5.032113,1.518422,2.502499,3.017678,7.72565895026928
"ZHX3",36.30429,36.30429,5.988153,10.101258,6.552621,7.547344,4.36443063482645
"ZIC1",64.5594,64.5594,24.847218,0.673524,14.524691,13.3484776666667,4.56908401873899
