"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"ZIC2",8.40185,8.40185,11.991714,0.030068,3.892399,5.304727,1.4912382407676
"ZIC3",3.09105,3.09105,3.63476,0,3.250729,2.295163,1.2415319060089
"ZIC4",6.20285,6.20285,4.897723,0.798337,1.974231,2.55676366666667,2.02511346691482
"ZIC5",0.93354,0.93354,1.236702,0,0.144154,0.460285333333333,1.32408369505868
"ZIK1",1.45217,1.45217,4.694175,3.496806,3.571214,3.92073166666667,0.498334427908587
"ZIM3",0,0,0.175109,0.085246,0.062415,0.10759,0.902861167038344
"ZKSCAN1",21.96928,21.96928,34.733876,32.972178,29.034548,32.2468673333333,0.690870504270668
"ZKSCAN2",1.65962,1.65962,4.043732,7.357854,7.665827,6.35580433333333,0.361567529460748
"ZKSCAN3",1.72186,1.72186,3.328114,2.931277,3.90301,3.387467,0.620371617609887
"ZKSCAN4",1.80484,1.80484,1.502371,1.315791,1.980004,1.59938866666667,1.07903832772988
"ZKSCAN5",3.19478,3.19478,6.579534,8.297459,8.970161,7.94905133333333,0.468740187507398
"ZMAT1",22.01077,22.01077,5.756792,3.170439,3.702219,4.20981666666667,4.41680993253122
"ZMAT2",105.07498,105.07498,51.767514,61.95591,69.93255,61.218658,1.70487412312879
"ZMAT3",7.55129,7.55129,8.450621,7.196644,8.70297,8.116745,0.937976218485874
"ZMAT4",53.21171,53.21171,2.337946,0.363052,2.069986,1.590328,20.9285117560402
"ZMAT5",34.54094,34.54094,7.327495,6.690613,9.023348,7.68048533333333,4.09434940964898
"ZMIZ1",36.44951,36.44951,28.512245,42.405281,46.540589,39.152705,0.932677138439365
"ZMIZ2",113.55981,113.55981,57.57925,47.166442,57.772525,54.172739,2.07638431726219
"ZMPSTE24",13.87861,13.87861,13.764658,15.310721,18.020753,15.6987106666667,0.891003520990403
"ZMYM1",1.45217,1.45217,5.745308,3.655051,3.998678,4.46634566666667,0.448594024149101
"ZMYM2",38.71074,38.71074,91.589162,60.510364,87.144743,79.7480896666667,0.491785504324975
"ZMYM3",12.19824,12.19824,27.801564,20.295165,30.545128,26.2139523333333,0.484980639281637
"ZMYM4",13.98234,13.98234,29.589318,21.151134,20.079381,23.606611,0.60887458252581
"ZMYM5",7.2816,7.2816,9.000294,8.392845,8.024341,8.47249333333333,0.874278788970732
"ZMYM6",5.66347,5.66347,11.967335,9.408951,10.908661,10.761649,0.566542157481489
"ZMYND10",6.1821,6.1821,2.244985,1.827077,0.617068,1.56304333333333,2.80217657914484
"ZMYND11",64.26896,64.26896,32.798378,33.456104,32.585954,32.946812,1.9226830490003
"ZMYND12",2.13677,2.13677,1.573486,0.155168,0.443522,0.724058666666667,1.81941024435363
"ZMYND15",2.84211,2.84211,0.230885,0.030966,0.073661,0.111837333333333,3.45564039343885
"ZMYND19",17.55053,17.55053,11.88149,12.819461,17.049133,13.9166946666667,1.24360861534919
"ZMYND8",14.85364,14.85364,59.248865,65.140047,46.618273,57.002395,0.273327334155771
"ZNF10",4.06608,4.06608,6.777559,8.800032,7.890993,7.82286133333333,0.574199209145453
"ZNF100",1.38994,1.38994,3.848339,2.302444,2.64818,2.93298766666667,0.607665266854384
"ZNF101",5.16558,5.16558,5.222376,3.376139,8.074752,5.55775566666667,0.940196663828128
"ZNF107",2.63465,2.63465,2.95158,2.630672,3.132045,2.90476566666667,0.930824103230437
"ZNF114",1.57664,1.57664,2.409167,0.16841,0.949246,1.17560766666667,1.18433118226126
"ZNF117",5.16558,5.16558,9.113101,5.369358,5.642148,6.70820233333333,0.79987262053794
"ZNF12",7.75875,7.75875,8.498087,9.329922,7.744971,8.52432666666667,0.919618814698362
"ZNF121",10.12371,10.12371,6.754536,5.441473,5.107896,5.76796833333333,1.6435818627008
"ZNF124",7.55129,7.55129,8.815892,7.205005,7.995148,8.00534833333333,0.94957903719808
"ZNF131",44.49868,44.49868,31.208677,24.19598,31.239133,28.8812633333333,1.52264914279059
"ZNF132",2.17826,2.17826,2.570699,3.178698,3.799177,3.182858,0.759829762329967
"ZNF133",14.68768,14.68768,12.707005,10.767741,11.745123,11.7399563333333,1.23137627708771
"ZNF134",3.83788,3.83788,7.31506,7.923678,9.744311,8.327683,0.518658277730922
"ZNF135",13.42221,13.42221,4.507661,3.900256,4.193603,4.20050666666667,2.77323171075639
"ZNF136",4.37726,4.37726,4.258669,4.719705,4.901124,4.62649933333333,0.955702592577101
"ZNF138",11.80408,11.80408,5.766748,3.842274,2.728576,4.11253266666667,2.50444952332171
"ZNF14",2.17826,2.17826,2.52822,1.751135,3.287919,2.52242466666667,0.902293249895858
"ZNF140",8.63005,8.63005,10.367725,7.179855,9.880592,9.142724,0.949454012551263
"ZNF141",15.476,15.476,7.186091,5.93161,5.931888,6.349863,2.24167443665276
"ZNF142",8.73377,8.73377,9.896013,9.180211,8.094978,9.05706733333333,0.967853716931795
"ZNF143",15.22706,15.22706,25.563742,33.341322,27.910503,28.9385223333333,0.542012722582935
"ZNF146",29.14716,29.14716,34.576851,29.660531,30.472907,31.5700963333333,0.925608561039053
"ZNF148",10.01998,10.01998,15.169034,14.045527,14.457482,14.5573476666667,0.708345679232426
"ZNF154",0,0,8.584963,8.826855,9.021205,8.81100766666667,0.101926329483723
"ZNF155",1.26546,1.26546,4.660895,2.9928,4.718131,4.123942,0.442132248959883
"ZNF157",0.20745,0.20745,0.590238,0.389568,0.712252,0.564019333333333,0.772017310953957
"ZNF16",5.3108,5.3108,3.573635,2.373431,2.631886,2.85965066666667,1.63507025506281
"ZNF160",8.27738,8.27738,14.904308,10.175625,10.048312,11.709415,0.729961213793082
"ZNF165",0.74683,0.74683,0.367204,0.320142,0.458833,0.382059666666667,1.26393240619857
"ZNF169",20.03997,20.03997,2.328098,2.040747,2.580871,2.316572,6.34389061959155
"ZNF17",3.00807,3.00807,3.261213,6.301044,5.321614,4.96129033333333,0.672349403549153
"ZNF174",8.73377,8.73377,5.417332,7.411798,7.640806,6.823312,1.24420066590723
"ZNF175",7.98694,7.98694,5.017588,4.330994,3.048896,4.13249266666667,1.75098935033387
"ZNF177",10.04073,10.04073,5.896857,6.767442,9.376704,7.347001,1.32271818345296
"ZNF18",9.5221,9.5221,5.306501,4.182474,5.79215,5.09370833333333,1.72671539634459
"ZNF180",1.38994,1.38994,3.457013,2.974646,4.120661,3.51744,0.529047425090317
"ZNF181",9.60508,9.60508,4.056298,6.482605,6.299408,5.61277033333333,1.60372725278881
"ZNF182",7.38533,7.38533,3.633872,3.714792,4.278086,3.87558333333333,1.71986189686704
"ZNF184",3.67192,3.67192,2.489746,2.41986,3.035115,2.64824033333333,1.28059545784676
"ZNF185",4.68844,4.68844,0.548666,0.570904,0.457667,0.525745666666667,3.72830159329744
"ZNF189",18.69152,18.69152,8.139091,10.431354,11.522236,10.0308936666667,1.78512463224119
"ZNF19",4.29428,4.29428,3.254252,2.672373,2.951453,2.95935933333333,1.33715572502555
"ZNF192P1",3.2985,3.2985,2.578211,1.734927,0.948387,1.75384166666667,1.56091036461186
"ZNF195",30.24666,30.24666,14.482328,17.760747,20.544636,17.5959036666667,1.68029801401961
"ZNF197",6.03688,6.03688,7.859069,7.562593,7.344957,7.588873,0.819301903753845
"ZNF2",3.67192,3.67192,2.837717,1.890544,2.874166,2.53414233333333,1.32193883532516
"ZNF20",1.47292,1.47292,2.933487,3.752011,3.593362,3.42628666666667,0.558689526058713
"ZNF200",1.80484,1.80484,4.633577,5.087449,6.464669,5.39523166666667,0.438583017190673
"ZNF202",2.34422,2.34422,6.720069,6.59654,5.930364,6.41565766666667,0.450967419252947
"ZNF205",21.49214,21.49214,10.37568,8.606564,10.989236,9.99049333333333,2.04650867962251
"ZNF207",51.48985,51.48985,89.711193,72.242139,69.696574,77.2166353333333,0.671082945160012
"ZNF208",0.2282,0.2282,0.939737,0.388226,0.366703,0.564888666666667,0.784848165982415
"ZNF211",16.99041,16.99041,12.802288,12.865938,13.85818,13.1754686666667,1.269122765747
"ZNF212",7.88322,7.88322,4.770377,3.314263,5.972957,4.68586566666667,1.56233378007465
"ZNF213",31.55361,31.55361,5.062238,5.124775,6.15632,5.44777766666667,5.04881087452716
"ZNF214",1.53515,1.53515,2.393468,2.513483,2.725438,2.54412966666667,0.715309607276408
"ZNF215",0.18671,0.18671,4.282481,1.697317,4.070848,3.35021533333333,0.27279339275619
"ZNF217",1.74261,1.74261,7.009999,2.356028,2.95617,4.107399,0.536987613460393
"ZNF219",77.67043,77.67043,22.790978,14.669598,19.444559,18.9683783333333,3.93975057396999
"ZNF22",16.40954,16.40954,12.268456,7.265888,10.959817,10.1647203333333,1.55933507335801
"ZNF221",2.15751,2.15751,1.631631,1.780857,0.570511,1.32766633333333,1.35651315430519
"ZNF222",2.199,2.199,3.915978,4.78548,5.144891,4.61544966666667,0.569678332082518
"ZNF223",2.94583,2.94583,3.727996,5.767639,5.031189,4.84227466666667,0.675392757980567
"ZNF224",7.0534,7.0534,14.146829,8.302134,8.688272,10.3790783333333,0.707737460283471
"ZNF225",2.28198,2.28198,3.892778,2.713697,2.722366,3.10961366666667,0.79861034788266
"ZNF226",15.51749,15.51749,15.244904,13.433535,15.379471,14.68597,1.05301042906495
"ZNF227",18.67078,18.67078,9.330533,8.010263,8.131122,8.49063933333333,2.07265067284895
"ZNF229",1.61813,1.61813,3.536713,3.799413,4.802158,4.04609466666667,0.518842822607899
"ZNF23",15.22706,15.22706,8.948222,8.514175,11.719206,9.727201,1.51270214849148
"ZNF230",2.40646,2.40646,2.620432,1.633114,1.257307,1.836951,1.20074685815864
"ZNF232",4.70918,4.70918,7.648285,3.801639,5.304127,5.58468366666667,0.867039373341701
"ZNF233",3.58894,3.58894,1.137845,2.483986,2.591536,2.07112233333333,1.49422247046058
"ZNF234",3.1118,3.1118,6.186247,4.611991,5.697986,5.49874133333333,0.632707133442866
"ZNF235",18.94047,18.94047,5.984502,7.268357,9.377859,7.54357266666667,2.33397324257557
"ZNF236",4.70918,4.70918,30.802969,3.195222,12.928259,15.64215,0.343055434544214
"ZNF239",2.32347,2.32347,3.37551,4.710274,5.477383,4.52105566666667,0.601962776804702
"ZNF24",17.73724,17.73724,16.145654,12.718391,13.454984,14.106343,1.24035578961765
"ZNF248",11.57588,11.57588,20.265717,16.529026,16.532737,17.7758266666667,0.669791014971733
"ZNF25",16.74146,16.74146,10.460017,10.730949,9.762637,10.3178676666667,1.56756206403191
"ZNF250",6.57626,6.57626,6.657164,6.656725,6.742323,6.685404,0.985798534468715
"ZNF251",15.0196,15.0196,11.599364,15.087442,16.681126,14.4559773333333,1.03646632332018
"ZNF253",5.7257,5.7257,16.962189,5.926332,9.954575,10.9476986666667,0.562928492561022
"ZNF254",21.40916,21.40916,9.384624,5.626448,6.693983,7.23501833333333,2.72120341363336
"ZNF256",1.70112,1.70112,2.34825,1.525169,2.878527,2.25064866666667,0.830947997456097
"ZNF257",0.06224,0.06224,0.1764,0.062553,0.369436,0.202796333333333,0.883142033744145
"ZNF26",6.32732,6.32732,3.494014,2.852802,3.069313,3.13870966666667,1.77043585806816
"ZNF260",5.66347,5.66347,9.838713,7.061559,7.757126,8.21913266666667,0.722787082139831
"ZNF263",12.136,12.136,11.81966,12.663766,12.63453,12.372652,0.982303285840385
"ZNF264",5.18633,5.18633,3.269971,3.827085,3.074174,3.39041,1.40905519074528
"ZNF266",12.01153,12.01153,12.035706,9.188194,9.056314,10.0934046666667,1.17290682085157
"ZNF267",2.07453,2.07453,1.666745,1.265109,2.339847,1.75723366666667,1.11507778146236
"ZNF268",1.61813,1.61813,6.156684,5.29668,3.005633,4.81966566666667,0.449876358876744
"ZNF273",11.76259,11.76259,3.647808,3.6106,2.942363,3.400257,2.90041922551342
"ZNF274",12.11526,12.11526,14.497,8.295061,8.651994,10.4813516666667,1.14230975417964
"ZNF275",5.3108,5.3108,5.027984,3.948695,4.385559,4.45407933333333,1.15707887881841
"ZNF276",66.86213,66.86213,26.256896,19.056444,36.727452,27.3469306666667,2.39398511246226
"ZNF277",37.65273,37.65273,14.604857,12.483213,8.670782,11.9196173333333,2.99178597962602
"ZNF28",21.26394,21.26394,7.555543,3.142833,10.394464,7.03094666666667,2.77226844157849
"ZNF280A",0,0,0.027272,0,0,0.00909066666666667,0.990991229066962
"ZNF280B",2.05379,2.05379,1.790038,1.385813,1.399437,1.525096,1.20937580194971
"ZNF280C",0.91279,0.91279,2.23144,1.396406,1.434084,1.68731,0.711786135577957
"ZNF280D",29.33386,29.33386,19.019078,17.419585,12.264736,16.2344663333333,1.76006958459346
"ZNF281",4.81291,4.81291,5.772871,6.165356,6.849527,6.26258466666667,0.800391357457037
"ZNF282",10.04073,10.04073,58.155543,63.098265,64.483685,61.9124976666667,0.17549342991432
"ZNF283",16.61699,16.61699,19.154567,5.096118,16.001349,13.4173446666667,1.22193027962569
"ZNF284",2.90434,2.90434,1.408301,1.320966,1.783196,1.50415433333333,1.55914511658826
"ZNF285",9.08644,9.08644,3.270782,3.611349,3.112317,3.33148266666667,2.32863450605982
"ZNF286A",10.66309,10.66309,41.917869,60.412581,39.585183,47.305211,0.241445793498345
"ZNF286B",0.8713,0.8713,2.67751,3.985377,4.643089,3.76865866666667,0.392416427931936
"ZNF287",4.77142,4.77142,9.110526,10.669541,10.973446,10.251171,0.512961717495894
"ZNF292",15.28929,15.28929,12.759309,10.408999,8.06217,10.4101593333333,1.42761284256679
"ZNF296",2.6554,2.6554,0.188947,0.050419,0.286487,0.175284333333333,3.11022609280648
"ZNF3",25.55822,25.55822,17.291801,17.54895,20.247806,18.3628523333333,1.371606803729
"ZNF30",4.27353,4.27353,10.971671,15.649276,22.419578,16.3468416666667,0.304005195950656
"ZNF300",2.96658,2.96658,9.093707,7.351876,10.544098,8.99656033333333,0.396794484076039
"ZNF302",25.28853,25.28853,26.667259,26.893442,34.08158,29.2140936666667,0.87007508118645
"ZNF304",2.46869,2.46869,3.060819,3.644407,3.531877,3.41236766666667,0.786128958881713
"ZNF311",0.6431,0.6431,1.45232,1.077238,1.251008,1.26018866666667,0.726974709780865
"ZNF316",17.17711,17.17711,30.954074,26.013246,23.042463,26.6699276666667,0.656926545633784
"ZNF317",17.52978,17.52978,9.73276,12.090877,13.584934,11.802857,1.44731601704213
"ZNF318",3.71341,3.71341,10.145336,7.847013,9.560246,9.18419833333333,0.462816006299956
"ZNF319",5.539,5.539,2.39006,2.452023,4.464646,3.102243,1.59400601085796
"ZNF32",45.43222,45.43222,22.524651,23.743869,30.662036,25.6435186666667,1.74272101898053
"ZNF320",5.78794,5.78794,25.559429,23.199715,34.40773,27.7222913333333,0.236330030958301
"ZNF321P",0,0,1.440043,0.409629,1.996421,1.282031,0.438206141809642
"ZNF322",5.58049,5.58049,10.290451,9.122384,10.867914,10.093583,0.593179859023005
"ZNF324",3.58894,3.58894,5.272256,5.599199,7.926563,6.266006,0.631562924665903
"ZNF324B",1.61813,1.61813,3.193254,4.147701,4.78837,4.04310833333333,0.519150061222163
"ZNF326",35.41224,35.41224,14.681093,17.3793,17.865288,16.6418936666667,2.06396437298558
"ZNF329",5.0826,5.0826,7.104387,8.665107,11.529623,9.09970566666667,0.602255174630997
"ZNF330",18.48407,18.48407,16.292479,9.136073,15.358129,13.5955603333333,1.33493127739004
"ZNF331",27.63275,27.63275,10.32874,8.358551,7.785247,8.82417933333333,2.91451825424739
"ZNF333",6.97042,6.97042,14.053423,11.173732,11.77511,12.3340883333333,0.597747652539175
"ZNF334",3.90012,3.90012,9.126656,3.681723,4.938291,5.91555666666667,0.708564796181749
"ZNF335",13.19402,13.19402,5.915825,5.550317,5.826289,5.76414366666667,2.09842083484231
"ZNF337",13.5052,13.5052,8.847473,5.89312,7.251916,7.33083633333333,1.74114571690261
"ZNF33A",7.17788,7.17788,11.880929,12.62861,11.997456,12.1689983333333,0.620994839015217
"ZNF33B",3.73416,3.73416,31.845952,60.313359,25.919469,39.3595933333333,0.117299497071246
"ZNF34",9.79179,9.79179,4.299215,4.337182,5.837707,4.82470133333333,1.85276280832482
"ZNF341",5.41453,5.41453,0.887266,0.840343,1.318271,1.01529333333333,3.18292622413941
"ZNF343",9.58433,9.58433,3.937524,4.277274,3.018838,3.74454533333333,2.23084178912542
"ZNF345",12.73762,12.73762,6.535011,5.165983,4.477997,5.392997,2.14885444182126
"ZNF346",11.45141,11.45141,28.288615,34.663149,27.369917,30.107227,0.400273865619716
"ZNF347",2.67614,2.67614,5.233257,4.4038,4.543738,4.72693166666667,0.641903939835147
"ZNF35",4.39801,4.39801,4.578982,5.020762,3.67626,4.42533466666667,0.994963505784344
"ZNF350",5.45602,5.45602,3.351429,4.915719,2.887063,3.71807033333333,1.36836027101758
"ZNF354A",4.14906,4.14906,6.064294,7.182806,6.664883,6.63732766666667,0.674196554702402
"ZNF354B",10.87054,10.87054,7.799126,6.50133,6.496728,6.93239466666667,1.49646361519077
"ZNF354C",1.9708,1.9708,3.062992,2.177334,2.182909,2.47441166666667,0.855051238890805
"ZNF358",153.74347,153.74347,17.467618,17.006793,19.774284,18.0828983333333,8.10901296527371
"ZNF362",20.72456,20.72456,47.232238,31.697984,33.131939,37.3540536666667,0.56642148412283
"ZNF365",24.02307,24.02307,1.477313,1.959365,2.133077,1.856585,8.75978484799157
"ZNF366",1.28621,1.28621,0.06801,0.05796,0.019801,0.0485903333333333,2.18026995607754
"ZNF367",1.70112,1.70112,1.096873,0.420433,1.313236,0.943514,1.38981247369456
"ZNF37A",12.03228,12.03228,5.511947,4.42896,4.088808,4.67657166666667,2.2958011922102
"ZNF37BP",6.30657,6.30657,15.028638,7.445141,6.246841,9.57354,0.691024008988475
"ZNF382",5.49751,5.49751,14.696476,14.807746,9.901585,13.135269,0.459666526332113
"ZNF383",5.89167,5.89167,5.2049,3.483738,4.048751,4.24579633333333,1.31375096593215
"ZNF384",29.58281,29.58281,31.018431,28.647944,27.344026,29.003467,1.01930920183324
"ZNF385A",77.02733,77.02733,7.872109,4.702182,5.262361,5.94555066666667,11.2341459654843
"ZNF385B",40.4741,40.4741,1.488403,2.88337,7.451164,3.940979,8.39390331349314
"ZNF385C",3.2985,3.2985,1.451125,3.689932,5.068633,3.40323,0.976215187487367
"ZNF385D",46.22055,46.22055,23.272057,40.597955,29.040448,30.9701533333333,1.47701981619106
"ZNF391",2.80062,2.80062,3.941693,5.086501,3.449979,4.159391,0.736641204359197
"ZNF394",12.11526,12.11526,7.53064,12.799517,11.201153,10.5104366666667,1.13942332335495
"ZNF395",29.31312,29.31312,22.816193,5.76551,6.64464,11.7421143333333,2.37897096251138
"ZNF396",1.7841,1.7841,1.590253,1.108438,1.494242,1.39764433333333,1.1611813984643
"ZNF397",22.5294,22.5294,43.991649,28.805124,22.802604,31.866459,0.715909188756842
"ZNF398",2.77987,2.77987,2.950349,3.277012,3.39133,3.20623033333333,0.89863599956604
"ZNF404",11.65886,11.65886,12.733409,7.030044,7.008244,8.923899,1.27559339328222
"ZNF407",15.20631,15.20631,2.070231,1.419868,4.313243,2.601114,4.50036016632631
"ZNF408",5.16558,5.16558,3.914492,4.435784,4.124869,4.15838166666667,1.19525471328378
"ZNF41",3.33999,3.33999,4.024285,4.909866,4.53368,4.489277,0.790630532946324
"ZNF410",13.44296,13.44296,21.440092,16.788294,23.243304,20.4905633333333,0.672060558673117
"ZNF414",40.18366,40.18366,20.881491,22.048238,21.014842,21.314857,1.84557131600709
"ZNF415",15.476,15.476,8.866446,6.225373,9.027953,8.039924,1.82258169427088
"ZNF416",1.38994,1.38994,1.819023,1.992979,2.837429,2.216477,0.743030340338202
"ZNF417",3.67192,3.67192,17.430121,15.237153,18.742769,17.136681,0.257595091406195
"ZNF418",6.11987,6.11987,10.350649,8.982489,9.160803,9.49798033333333,0.678213310934951
"ZNF419",9.16943,9.16943,7.973628,6.512936,9.422184,7.96958266666667,1.13376846815764
"ZNF420",8.00769,8.00769,9.526613,6.60802,8.479733,8.20478866666667,0.978587377309333
"ZNF423",12.57166,12.57166,10.648375,5.837542,9.999974,8.82863033333333,1.38082922439074
"ZNF425",4.29428,4.29428,2.404444,4.447044,3.386661,3.41271633333333,1.1997780052181
"ZNF426",2.73838,2.73838,5.078315,4.273471,4.467869,4.60655166666667,0.666787755159068
"ZNF428",98.14605,98.14605,45.584336,57.069535,80.813501,61.1557906666667,1.59512169238916
"ZNF429",6.57626,6.57626,6.674474,7.725756,9.614294,8.00484133333333,0.841354080493885
"ZNF43",1.63888,1.63888,6.627459,6.933237,9.371979,7.644225,0.305276644233578
"ZNF430",3.77565,3.77565,5.561672,3.616448,4.727413,4.63517766666667,0.847471061693234
"ZNF431",3.9831,3.9831,7.524401,5.485657,6.749062,6.58637333333333,0.656848770954237
"ZNF432",1.0995,1.0995,7.221896,6.836929,6.284901,6.781242,0.269815538444891
"ZNF433",4.00384,4.00384,3.275846,2.439561,4.53054,3.41531566666667,1.13329156458198
"ZNF436",4.27353,4.27353,10.425141,8.62965,10.631794,9.89552833333333,0.484008653703041
"ZNF438",4.97887,4.97887,1.434919,0.693459,0.934727,1.021035,2.95832086035126
"ZNF439",9.81253,9.81253,4.941926,7.386985,6.563752,6.29755433333333,1.48166488471503
"ZNF44",7.19862,7.19862,3.086517,3.184267,3.292819,3.18786766666667,1.95770751431735
"ZNF440",8.31887,8.31887,6.191626,6.288017,6.002537,6.16072666666667,1.30138607906646
"ZNF441",1.65962,1.65962,2.874065,2.453036,2.28543,2.53751033333333,0.751833846233288
"ZNF442",0.26969,0.26969,1.117997,0.283083,0.722003,0.707694333333333,0.743511280219352
"ZNF443",2.73838,2.73838,1.228362,1.587459,1.412332,1.40938433333333,1.55159139547821
"ZNF444",47.67272,47.67272,15.323014,10.596533,18.92762,14.9490556666667,3.05176187338322
"ZNF445",4.75068,4.75068,7.271448,7.292649,8.019843,7.52798,0.674330849744019
"ZNF446",11.65886,11.65886,6.760427,6.272494,7.23622,6.75638033333333,1.63205766813652
"ZNF449",2.77987,2.77987,6.868804,5.581449,4.67251,5.70758766666667,0.563521520379682
"ZNF45",5.04111,5.04111,10.751817,11.40989,11.037879,11.0665286666667,0.500650200806164
"ZNF451",22.48791,22.48791,18.021735,10.111904,14.633677,14.255772,1.53960809062957
"ZNF454",3.21552,3.21552,0.784073,0.603084,0.936031,0.774396,2.37574926904704
"ZNF460",0.8713,0.8713,0.651109,0.429414,0.293155,0.457892666666667,1.28356499952671
"ZNF461",10.06147,10.06147,7.080688,7.340496,10.823338,8.41484066666666,1.17489720661585
