"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"ERLIN1",3.42298,3.42298,8.625488,8.092936,8.898341,8.53892166666667,359,294,347,0.463677148692384
"ERLIN2",17.88246,17.88246,18.230629,14.244439,14.225744,15.5669373333333,787,542,722,1.13976769635072
"ERMAP",4.72993,4.72993,6.61839,6.561737,6.899732,6.69328633333333,226,172,205,0.744796144551836
"ERMN",298.35901,298.35901,0.036201,0,0.069191,0.0351306666666667,2,0,2,289.199247631217
"ERMP1",14.04457,14.04457,2.34124,2.331589,2.003628,2.22548566666667,163,134,138,4.66428053160366
"ERN1",1.57664,1.57664,3.398974,3.917541,2.248632,3.18838233333333,161,134,128,0.615187390963273
"ERN2",0,0,0.029444,0.066253,0.111487,0.0690613333333333,1,3,5,0.935400026939521
"ERP27",0.29043,0.29043,1.345986,0.751873,0.39829,0.832049666666667,6,9,5,0.704364092021523
"ERP29",51.67656,51.67656,187.753638,150.981021,164.754739,167.829799333333,2148,1391,1975,0.312009847834959
"ERP44",7.48906,7.48906,15.316563,13.383311,15.678419,14.7927643333333,1121,790,1022,0.537528441558669
"ERRFI1",13.277,13.277,7.117576,10.068238,7.392388,8.192734,269,342,262,1.55307441725171
"ESAM",16.94892,16.94892,0.553572,0.521676,0.625946,0.567064666666667,17,13,12,11.4538476820995
"ESCO1",42.56937,42.56937,11.221635,13.64355,13.362701,12.7426286666667,327,318,331,3.17038108623857
"ESCO2",0.91279,0.91279,0.645472,1.997424,1.050417,1.23110433333333,17,45,20,0.857328799654222
"ESD",81.65353,81.65353,42.895212,43.823086,40.698517,42.4722716666667,631,502,546,1.90129309629284
"ESF1",9.97849,9.97849,5.461001,4.965545,5.254607,5.227051,217,178,181,1.76303197131355
"ESM1",0.24894,0.24894,0.136749,0.126629,0,0.0877926666666667,4,3,0,1.1481415882561
"ESPL1",1.01652,1.01652,0.747159,0.806014,0.576568,0.709913666666667,19,51,12,1.17931100225138
"ESPN",2.59316,2.59316,5.77045,1.794425,2.619596,3.39482366666667,20,14,24,0.8175891167723
"ESPNL",0.29043,0.29043,0.432109,0.479729,0.388808,0.433548666666667,10,7,5,0.900164765944465
"ESR1",0.08298,0.08298,0.279904,0.400949,0.345511,0.342121333333333,24,22,21,0.806916612606312
"ESR2",0,0,0.074938,0.341798,0.111339,0.176025,4,14,6,0.850322059480028
"ESRP1",2.94583,2.94583,1.772243,0.597869,1.634048,1.33472,48,13,40,1.69006561814693
"ESRP2",2.26124,2.26124,0.174909,0.049986,0.193623,0.139506,1,2,5,2.86197703215253
"ESRRA",21.69959,21.69959,16.107535,12.935016,14.763556,14.6020356666667,248,187,217,1.454912069487
"ESRRB",0.62236,0.62236,0.248112,0.552653,0.315365,0.372043333333333,15,16,11,1.1824407878274
"ESRRG",9.60508,9.60508,0.195345,0.212539,0.101824,0.169902666666667,11,10,7,9.06492505929268
"ESX1",0,0,0,0,0,0,0,0,0,1
"ESYT1",16.01538,16.01538,51.762954,51.171911,43.776093,48.9036526666667,1639,1264,1197,0.340964620639192
"ESYT2",16.92817,16.92817,14.086762,13.570739,12.817841,13.4917806666667,1088,919,966,1.23712678326947
"ESYT3",3.04956,3.04956,0.058008,0.077837,0.05035,0.062065,4,4,3,3.81291163911813
"ETAA1",3.23627,3.23627,1.630778,1.459419,1.597404,1.56253366666667,100,80,95,1.65315681706166
"ETF1",18.60854,18.60854,42.373588,53.080823,45.691694,47.0487016666667,1372,1391,1362,0.40809718722542
"ETFA",222.47268,222.47268,137.467712,132.61875,152.993441,141.026634333333,1037,770,980,1.57345614115951
"ETFB",210.73083,210.73083,36.884297,29.371162,38.129951,34.7951366666667,457,326,406,5.91507254104631
"ETFDH",26.86517,26.86517,6.951804,6.168639,8.341851,7.154098,114,104,119,3.41732095935075
"ETHE1",19.72879,19.72879,11.767386,9.881152,9.831087,10.4932083333333,110,69,93,1.80356862929919
"ETNK1",4.48099,4.48099,8.263042,11.063537,8.975394,9.433991,734,778,639,0.525301392343543
"ETNK2",9.56359,9.56359,15.566461,13.737246,15.449784,14.9178303333333,240,179,215,0.66363252898097
"ETS1",6.76297,6.76297,19.911686,35.066442,19.928475,24.9688676666667,1167,1744,1175,0.298933711690651
"ETS2",21.74108,21.74108,4.555474,5.550863,4.240938,4.782425,194,154,189,3.93279290263168
"ETV1",21.18096,21.18096,11.950555,13.301177,8.641339,11.2976903333333,396,349,352,1.80366877021433
"ETV2",1.70112,1.70112,0.448885,1.232294,1.277721,0.9863,5,7,9,1.35987514474148
"ETV3",4.16981,4.16981,6.689595,10.193624,5.220312,7.36784366666667,497,635,364,0.617818664633274
"ETV3L",0,0,0.042088,0.101155,0,0.0477476666666667,1,2,0,0.954428276782928
"ETV4",1.68037,1.68037,19.374126,17.78496,20.714869,19.2913183333333,442,288,381,0.132094423633227
"ETV5",22.88207,22.88207,198.089659,139.005604,172.447272,169.847511666667,1209,915,1086,0.139785881380557
"ETV6",9.62582,9.62582,2.630034,13.472471,2.632184,6.24489633333333,250,379,221,1.46666280801165
"ETV7",0.72609,0.72609,0,0,0.13253,0.0441766666666667,0,0,2,1.65306317896397
"EVC",1.0995,1.0995,2.524821,3.665129,1.801715,2.66388833333333,200,263,133,0.573025105841563
"EVC2",0.18671,0.18671,0.574641,0.7244,0.382573,0.560538,39,40,23,0.760449280953107
"EVI2A",100.46952,100.46952,0.077816,0.094518,0.201136,0.12449,2,3,5,90.2360358918265
"EVI2B",9.5221,9.5221,0.037441,0.138972,0,0.0588043333333333,1,3,0,9.93771905605474
"EVI5",9.12794,9.12794,23.099293,21.733498,20.378537,21.7371093333333,1412,1211,1329,0.44543657030105
"EVI5L",62.67157,62.67157,55.89477,44.075164,39.138114,46.3693493333333,581,361,499,1.34415124750711
"EVL",250.27139,250.27139,202.014035,153.12498,152.417503,169.185506,1616,931,1386,1.47645587398024
"EVPL",3.79639,3.79639,0.358486,0.48514,0.223183,0.355603,2,2,2,3.53819665492036
"EVPLL",0,0,0,0.043174,0.039902,0.027692,0,1,1,0.973054183549157
"EVX1",0,0,0,0,0,0,0,0,0,1
"EVX2",0,0,0,0,0,0,0,0,0,1
"EWSR1",208.32438,208.32438,131.994609,130.074613,124.095421,128.721547666667,3664,3058,3170,1.61364386846418
"EXD1",1.20323,1.20323,0.095862,0.039895,0.034284,0.0566803333333333,3,1,1,2.08504874227179
"EXD2",12.1775,12.1775,17.406427,14.102382,13.562457,15.0237553333333,568,366,452,0.822372766300767
"EXD3",32.96429,32.96429,7.514981,5.284563,8.671038,7.15686066666667,156,103,142,4.16389238310719
"EXO1",0.62236,0.62236,1.36716,1.482342,0.232859,1.02745366666667,11,27,9,0.800195845001637
"EXOC1",27.65349,27.65349,20.272429,24.248715,28.114812,24.2119853333333,572,475,603,1.1365027236517
"EXOC2",11.36843,11.36843,8.46388,9.682894,8.484881,8.87721833333333,567,481,504,1.2522179405774
"EXOC3",61.19866,61.19866,34.924054,26.400773,28.077389,29.8007386666667,897,641,717,2.0193885826288
"EXOC3L1",2.24049,2.24049,0.769334,1.619232,0.51709,0.968552,17,14,6,1.64612872812097
"EXOC3L2",0,0,0.58065,1.045015,0.595316,0.740327,23,32,20,0.574604657630434
"EXOC3L4",0.93354,0.93354,0,0,0,0,0,0,0,1.93354
"EXOC4",228.48882,228.48882,44.773561,55.850788,44.822822,48.4823903333333,833,634,774,4.6377876746469
"EXOC5",16.07761,16.07761,12.122584,14.715133,14.611125,13.8162806666667,751,706,666,1.15262462855613
"EXOC5P1",0,0,0,0,0,0,0,0,0,1
"EXOC6",74.70385,74.70385,12.787457,27.256329,3.105055,14.382947,145,120,117,4.92128393863673
"EXOC6B",176.93673,176.93673,6.553145,5.739441,11.931257,8.07461433333333,432,361,405,19.6081864709549
"EXOC7",90.94743,90.94743,99.554084,100.178663,105.433926,101.722224333333,2847,2154,2243,0.895107466731161
"EXOC8",2.15751,2.15751,2.970408,3.602695,3.530722,3.36794166666667,232,226,243,0.722882822382014
"EXOG",6.55552,6.55552,31.744865,38.489561,9.474384,26.5696033333333,220,180,196,0.274052546518321
"EXOSC1",45.12104,45.12104,30.992826,32.083739,32.592796,31.889787,226,181,187,1.4022906259624
"EXOSC10",88.12607,88.12607,61.906759,60.726632,70.02103,64.2181403333333,1193,886,998,1.3665840446304
"EXOSC2",15.31004,15.31004,17.176274,16.133352,17.459643,16.9230896666667,320,244,305,0.91000158473421
"EXOSC3",14.68768,14.68768,40.247069,56.353568,75.123427,57.2413546666667,156,136,128,0.269356372113689
"EXOSC4",22.30121,22.30121,11.994829,10.831672,12.344164,11.723555,124,88,114,1.83134430589564
"EXOSC5",20.97351,20.97351,8.692408,9.316551,9.478818,9.16259233333333,73,67,51,2.16219536111144
"EXOSC6",20.64158,20.64158,4.845336,5.414654,5.308653,5.18954766666667,354,313,336,3.49647198236296
"EXOSC7",31.09722,31.09722,24.41211,21.127497,25.500815,23.6801406666667,246,177,222,1.30052824388278
"EXOSC8",23.6704,23.6704,118.643455,162.298687,65.594679,115.512273666667,244,246,194,0.211740782525455
"EXOSC9",17.23935,17.23935,9.174124,12.183721,12.296795,11.2182133333333,173,183,174,1.49280009297595
"EXPH5",0.47714,0.47714,0.046018,0.102828,0.085642,0.0781626666666667,7,13,12,1.37005300375206
"EXT1",21.72034,21.72034,28.784551,44.389968,29.718936,34.2978183333333,1228,1432,997,0.643675475505072
"EXT2",28.17213,28.17213,101.063022,63.593587,110.110705,91.5891046666667,2920,1533,2528,0.315070872593742
"EXTL1",16.88668,16.88668,26.622068,19.791578,27.222101,24.545249,868,480,742,0.700195954245739
"EXTL2",6.22359,6.22359,14.836913,16.899328,13.24257,14.992937,491,475,470,0.451673760735755
"EXTL3",18.52556,18.52556,70.710022,59.92896,53.991168,61.5433833333333,2224,1894,2013,0.312192256948044
"EYA1",1.70112,1.70112,1.031671,0.787791,1.368576,1.06267933333333,47,32,46,1.30952007728459
"EYA2",9.75029,9.75029,0.092262,0.170979,0.032334,0.098525,3,4,1,9.78611319724176
"EYA3",4.39801,4.39801,6.221378,7.340927,5.733306,6.43187033333333,563,409,431,0.726332640087773
"EYA4",2.36497,2.36497,3.564204,2.730822,3.282507,3.192511,266,154,181,0.802614471375269
"EYS",0.76758,0.76758,0.392368,0.299494,0.200782,0.297548,9,10,7,1.36224632923021
"EZH1",58.35655,58.35655,13.428306,10.413338,10.31799,11.3865446666667,436,273,372,4.79201840362583
"EZH2",0.53938,0.53938,6.046622,10.799351,10.79727,9.21441433333333,253,286,240,0.150706633759358
"EZR",83.12645,83.12645,13.84519,16.208635,13.827268,14.627031,584,596,551,5.38339304503843
"F10",1.01652,1.01652,2.113752,1.679193,2.066406,1.953117,35,24,37,0.682844601145163
"F11",0.08298,0.08298,0,0,0,0,0,0,0,1.08298
"F11R",5.89167,5.89167,14.831122,16.473861,15.952049,15.752344,494,409,442,0.411385415676755
"F12",5.16558,5.16558,2.130806,2.191818,1.137595,1.820073,24,21,18,2.18631929031624
"F13A1",3.04956,3.04956,0.221266,0.211058,0.209964,0.214096,13,10,5,3.33545288016763
"F13B",0,0,0,0,0,0,0,0,0,1
"F2",0.26969,0.26969,0.201687,0.046153,0,0.0826133333333333,1,1,0,1.17280100004926
"F2R",1.90857,1.90857,39.215561,61.109481,36.302423,45.5424883333333,2150,2726,1751,0.0624927910851923
"F2RL1",0.08298,0.08298,0.19184,3.650757,0.195259,1.345952,8,81,6,0.461637748768943
"F2RL2",0,0,1.449738,4.635635,1.29624,2.46053766666667,74,185,59,0.288972436171527
"F2RL3",0.18671,0.18671,0.186955,0.247436,0.075171,0.169854,9,9,3,1.01440863560752
"F3",18.02767,18.02767,2.961316,5.95162,2.16361,3.692182,45,56,29,4.05518583891247
"F5",1.18248,1.18248,0.042583,0.051847,0.196836,0.0970886666666667,6,6,6,1.98933784142637
"F7",1.36919,1.36919,0.403457,0.720008,0.342881,0.488782,11,10,5,1.59136126041287
"F8",4.23204,4.23204,0.655665,1.252976,0.611297,0.839979333333333,27,19,30,2.84353193822104
"F8A1",1.84633,1.84633,6.060711,6.642577,8.0541,6.91912933333333,111,90,120,0.35942461351391
"F8A2",0,0,0,0,0,0,0,0,0,1
"F8A3",0,0,0.984832,1.419959,1.357429,1.25407333333333,18,19,20,0.443641289399044
"F9",0,0,0.036924,0,0.026872,0.0212653333333333,1,0,1,0.979177464818154
"FA2H",117.50142,117.50142,0.032856,0.305403,0.15009,0.162783,1,3,4,101.911895856751
"FAAH",82.60781,82.60781,8.447054,4.55585,10.632733,7.87854566666667,127,61,128,9.41683617328168
"FAAH2",2.46869,2.46869,2.239796,1.105132,1.004443,1.44979033333333,13,9,15,1.41591300806559
"FABP1",0,0,0,0,0,0,0,0,0,1
"FABP12",0,0,0,0,0,0,0,0,0,1
"FABP2",0.10373,0.10373,0,0,0,0,0,0,0,1.10373
"FABP3",219.69281,219.69281,16.533787,16.890113,17.315131,16.9130103333333,117,83,103,12.3202524809202
"FABP4",37.40379,37.40379,0,0,0,0,0,0,0,38.40379
"FABP5",38.04689,38.04689,34.68617,34.723305,39.175178,36.1948843333333,246,195,242,1.04979194585119
"FABP5P13",0,0,0,0,0,0,0,0,0,1
"FABP5P3",0,0,0,0.181251,0.122193,0.101148,0,2,1,0.908143137888822
"FABP5P5",0,0,0,0,0,0,0,0,0,1
"FABP5P6",0,0,0,0,0,0,0,0,0,1
"FABP6",32.77759,32.77759,6.267992,3.889226,5.14432,5.10051266666667,29,14,20,5.5368444990798
"FABP7",38.15062,38.15062,29.042597,30.345365,26.584099,28.6573536666667,257,219,210,1.32009822724012
"FABP9",0,0,0,0,0,0,0,0,0,1
"FADD",3.23627,3.23627,7.858425,9.77112,10.296365,9.30863666666667,191,190,218,0.410943768509965
"FADS1",88.16756,88.16756,46.206535,53.236422,46.48887,48.6439423333333,1437,1245,1497,1.79614180117457
"FADS2",98.93437,98.93437,184.428734,194.228703,183.519258,187.392231666667,4540,4027,4117,0.530459080588948
"FADS3",92.19215,92.19215,31.515667,20.354325,34.571162,28.813718,298,182,297,3.1258144321349
"FADS6",3.1118,3.1118,0.128043,0.395375,0.143554,0.222324,4,4,2,3.3639198772175
"FAF1",58.48102,58.48102,14.283585,15.485832,14.571718,14.7803783333333,351,224,326,3.7693025315088
"FAF2",7.63427,7.63427,20.374457,21.650553,20.124811,20.716607,1315,1050,1148,0.397588352545128
"FAH",15.74569,15.74569,40.495267,17.96006,37.762197,32.072508,169,124,156,0.506332631320249
"FAHD1",16.59625,16.59625,12.152817,9.246599,9.846848,10.4154213333333,262,189,218,1.54144551358945
"FAHD2A",63.35617,63.35617,18.842189,14.600481,17.899745,17.1141383333333,352,231,321,3.5528143164046
"FAHD2B",481.70604,481.70604,25.782493,35.810797,22.400928,27.9980726666667,307,394,238,16.6461421608503
"FAHD2CP",153.619,153.619,5.505573,3.107146,5.046261,4.55299333333333,65,27,53,27.84426177353
"FAIM",20.47562,20.47562,5.916077,6.638301,4.036315,5.530231,86,41,55,3.28864629750464
"FAIM2",205.71047,205.71047,32.570992,25.155307,28.619647,28.781982,811,421,685,6.94078956867276
"FAM102A",213.03356,213.03356,21.357339,14.163907,13.665462,16.3955693333333,424,282,360,12.3039123295533
"FAM102B",5.49751,5.49751,3.30289,3.101764,3.696498,3.36705066666667,276,208,270,1.4878485495016
"FAM104A",15.16482,15.16482,5.416639,9.158742,7.482805,7.35272866666667,226,206,264,1.93527416549626
"FAM104B",18.19363,18.19363,5.903377,5.706719,6.31847,5.97618866666667,64,52,66,2.75130603788143
"FAM106A",2.05379,2.05379,3.969522,6.116247,0.653983,3.57991733333333,13,9,7,0.666778410556464
"FAM107A",766.99551,766.99551,0,0.126485,0.074978,0.0671543333333333,0,1,3,719.666767974517
"FAM107B",159.40694,159.40694,25.318704,30.629371,20.42818,25.4587516666667,845,825,654,6.06252864915333
"FAM110A",3.92086,3.92086,0.873692,0.968592,1.364035,1.068773,20,16,25,2.37863699883941
"FAM110B",69.45529,69.45529,6.148314,6.933137,4.977898,6.019783,136,123,111,10.0366763474028
"FAM110C",0.93354,0.93354,0,1.021277,0.089651,0.370309333333333,0,11,4,1.41102446941421
"FAM110D",1.57664,1.57664,0.125919,0.197494,0.114578,0.145997,5,6,4,2.24838284916976
"FAM111A",7.90396,7.90396,4.451223,8.896087,4.65098,5.99943,192,233,184,1.27209787082662
"FAM111B",0.08298,0.08298,0.219307,0.543616,0.27447,0.345797666666667,11,22,6,0.804712347794728
"FAM114A1",11.14023,11.14023,16.902605,29.679085,18.908531,21.8300736666667,566,597,529,0.531764819389326
"FAM114A2",6.94968,6.94968,14.171504,19.010797,12.998151,15.393484,297,242,238,0.484929256038558
"FAM117A",4.46024,4.46024,4.248347,3.788612,3.698762,3.911907,99,74,91,1.11163342465564
"FAM117B",7.34384,7.34384,3.276029,3.194646,3.444371,3.30501533333333,290,225,267,1.93816731276064
"FAM118A",9.48061,9.48061,11.586819,13.594659,12.086799,12.422759,196,152,150,0.780808923113348
"FAM118B",8.69228,8.69228,15.35634,14.953103,18.431694,16.2470456666667,270,225,268,0.561967550113945
"FAM120A",26.69921,26.69921,12.57823,13.024354,12.554373,12.7189856666667,642,671,591,2.01904212694831
"FAM120AOS",33.10951,33.10951,11.10238,9.704557,11.612904,10.8066136666667,376,278,312,2.88901720366277
"FAM120B",27.73648,27.73648,12.944138,12.156377,11.464044,12.1881863333333,721,557,623,2.17895617135528
"FAM120C",6.74222,6.74222,2.897655,3.935104,4.083684,3.63881433333333,99,87,113,1.66900838094907
"FAM122A",5.24856,5.24856,1.868156,2.247514,2.379082,2.16491733333333,157,152,177,1.97432012968848
"FAM122B",18.98196,18.98196,6.15434,6.708571,6.606308,6.48973966666667,190,172,195,2.66791115436634
"FAM122C",21.86555,21.86555,1.644168,2.421437,1.821989,1.96253133333333,50,51,51,7.71824748070175
"FAM124A",28.33809,28.33809,0.557575,0.494131,0.58037,0.544025333333333,34,20,28,19.0010418654616
"FAM124B",0.6431,0.6431,0.05983,0.084121,0.114673,0.086208,2,2,3,1.51269370139053
"FAM126A",6.49328,6.49328,6.115575,9.665942,6.562341,7.44795266666667,464,539,450,0.886993606103696
"FAM126B",1.84633,1.84633,2.283123,2.447821,2.163235,2.29805966666667,240,223,232,0.86303168762158
"FAM131A",78.39652,78.39652,4.600815,3.211216,4.613382,4.14180433333333,156,92,148,15.4413732714968
"FAM131B",48.31582,48.31582,17.135343,15.661113,17.020615,16.6056903333333,859,638,752,2.80112958175965
"FAM131C",7.01191,7.01191,0.523885,0.320212,0.792798,0.545631666666667,12,6,16,5.18358297955852
"FAM133A",1.3277,1.3277,0.286184,0.207372,0.224824,0.23946,13,8,9,1.87799525599858
"FAM133B",51.0542,51.0542,31.716214,106.795499,83.875749,74.129154,242,229,229,0.69286285321408
"FAM135A",10.82905,10.82905,6.596915,5.681286,5.577778,5.951993,197,210,170,1.70153364653848
"FAM135B",1.90857,1.90857,0.273037,0,0.612916,0.295317666666667,4,0,3,2.24544918582392
"FAM136A",10.64234,10.64234,9.208746,12.400767,11.534105,11.0478726666667,256,260,257,0.96633989436254
"FAM138A",0,0,1.171987,0,0,0.390662333333333,7,0,0,0.719081818807202
"FAM138C",0,0,0.69933,1.833851,1.001503,1.178228,7,12,7,0.459088763894321
"FAM138D",0,0,0.148224,0,0,0.049408,2,0,0,0.952918216746966
"FAM13A",9.89551,9.89551,7.826133,12.499085,18.115398,12.8135386666667,248,209,196,0.788755891080384
"FAM13B",12.1775,12.1775,12.261731,18.322802,13.348991,14.644508,890,846,800,0.842308367894983
"FAM13C",94.51562,94.51562,8.229961,7.158638,7.632447,7.673682,63,50,65,11.0121191899818
"FAM149A",28.42107,28.42107,2.721883,2.180832,3.083715,2.66214333333333,28,18,23,8.0338390177701
"FAM149B1",28.48331,28.48331,9.58941,11.156151,10.378488,10.374683,239,192,226,2.59201157517972
"FAM149B1P1",0,0,0,0,0,0,0,0,0,1
"FAM151A",0.80907,0.80907,0,0.042613,0,0.0142043333333333,0,1,0,1.78373325822246
"FAM151B",1.07876,1.07876,1.797439,2.834821,1.488239,2.04016633333333,26,33,30,0.683765219424946
"FAM153A",5.20707,5.20707,0.196125,0,0.837265,0.344463333333333,4,0,3,4.61676406199252
"FAM153B",11.05725,11.05725,0,0.328383,0.107727,0.14537,0,2,2,10.5269476239119
"FAM155A",20.76605,20.76605,1.73785,1.889738,1.850312,1.82596666666667,246,214,230,7.70216091249012
"FAM155B",1.3277,1.3277,1.19599,0.783588,1.201124,1.060234,84,43,72,1.12982311717989
"FAM156A",1.0995,1.0995,38.02491,72.680744,43.981068,51.5622406666667,518,685,396,0.0399431221609135
"FAM156B",0.43565,0.43565,11.963316,3.981286,12.556896,9.50049933333333,426,70,388,0.136722069534598
"FAM157A",0,0,6.384581,1.610962,5.72605,4.57386433333333,268,124,179,0.179408744131017
"FAM160A1",0.16596,0.16596,0.206353,1.367893,0.0305,0.534915333333333,14,7,5,0.759624960855604
"FAM160A2",15.7042,15.7042,20.205768,16.108015,17.51476,17.9428476666667,436,326,371,0.881820953952664
"FAM160B1",5.16558,5.16558,9.460421,16.489661,11.93986,12.6299806666667,442,459,363,0.452354273332058
"FAM160B2",77.5667,77.5667,68.496548,53.77338,58.114198,60.128042,1081,715,920,1.28528082087105
"FAM161A",5.9539,5.9539,2.365663,3.974293,3.859436,3.39979733333333,83,91,80,1.58050461718237
"FAM161B",16.63774,16.63774,2.229985,1.812551,2.469103,2.17054633333333,137,90,135,5.5629970817858
"FAM162A",33.79411,33.79411,13.469032,12.065238,12.589841,12.708037,233,166,187,2.53822702696236
"FAM162B",1.63888,1.63888,7.843477,5.380723,7.356158,6.86011933333333,95,51,77,0.335730271779589
"FAM163A",0.95428,0.95428,0,0,0.025954,0.00865133333333333,0,0,1,1.93751788692095
"FAM163B",30.18442,30.18442,0.122945,0.092413,0.081263,0.0988736666666667,5,3,1,28.3785306227194
"FAM166A",2.80062,2.80062,0.283111,0.087375,0.241566,0.204017333333333,4,1,3,3.15661568548847
"FAM166B",3.33999,3.33999,0.414726,0.194537,0.156359,0.255207333333333,3,1,1,3.45758814878392
"FAM167A",13.09029,13.09029,0.3489,0.480613,0.735137,0.52155,22,21,22,9.26048437448654
"FAM167B",1.84633,1.84633,0.865928,0.548206,0.609281,0.674471666666667,10,5,6,1.69983766023711
"FAM168A",44.51943,44.51943,18.452412,19.543481,14.693287,17.56306,1879,1546,1361,2.45215120782888
"FAM168B",65.51368,65.51368,27.786102,31.212443,27.281905,28.76015,2317,2093,2009,2.23499142309431
"FAM169A",5.70496,5.70496,0.836933,1.050894,0.964011,0.950612666666667,58,59,76,3.43736104793058
"FAM169B",0,0,0.460951,0.710366,0.642652,0.604656333333333,5,6,6,0.623186397752042
"FAM170A",0.53938,0.53938,0,0.192264,0.069512,0.0872586666666667,0,1,1,1.4158360353378
"FAM170B",0,0,0,0,0,0,0,0,0,1
"FAM171A1",52.46488,52.46488,26.72378,23.257746,26.434513,25.472013,1395,1037,1217,2.01967564763586
"FAM171A2",15.0196,15.0196,15.499273,14.135278,15.542079,15.0588766666667,463,309,363,0.997554208337113
"FAM171B",23.23474,23.23474,7.259741,8.172528,8.063519,7.83192933333333,627,570,614,2.74399161104399
"FAM172A",59.53903,59.53903,23.830565,12.590942,14.623372,17.0149596666667,249,224,224,3.36048656894948
"FAM174A",51.42762,51.42762,6.380563,6.377524,9.88216,7.546749,78,79,96,6.13421781779247
"FAM174B",26.57474,26.57474,8.378772,20.812024,17.497427,15.562741,41,40,44,1.66486573689705
"FAM177A1",118.9121,118.9121,41.610545,50.897074,45.49767,46.001763,632,668,591,2.55122557849585
"FAM177B",1.03727,1.03727,0,0,0,0,0,0,0,2.03727
"FAM178B",36.38727,36.38727,1.390889,2.8808,1.106597,1.792762,9,17,6,13.3872023466375
"FAM180A",0,0,0.147998,0,0,0.0493326666666667,2,0,0,0.952986628326956
"FAM180B",0.97503,0.97503,0.104547,0.064598,0.058663,0.075936,2,1,1,1.8356389227612
"FAM181A",3.58894,3.58894,0,0.134105,0,0.0447016666666667,0,2,0,4.39258416677169
"FAM181B",63.58437,63.58437,1.364275,0.879429,1.219502,1.154402,76,38,58,29.9778639269737
"FAM182A",8.8375,8.8375,0.795956,2.377579,1.813501,1.66234533333333,41,78,66,3.69505032905824
"FAM183A",2.28198,2.28198,0.788924,2.584837,1.61758,1.66378033333333,3,7,5,1.23207606833446
"FAM184A",17.32233,17.32233,10.127534,3.486155,8.268899,7.294196,154,81,137,2.20905437971324
"FAM184B",11.16098,11.16098,0.106257,0.337489,0.086813,0.176853,11,29,8,10.3334741042424
"FAM185A",9.50135,9.50135,2.254052,2.483192,1.715108,2.150784,37,30,34,3.33293237492637
"FAM186A",0.85056,0.85056,0.328053,0.164175,0.595078,0.362435333333333,13,5,16,1.35827364038807
"FAM186B",0.20745,0.20745,0.447441,0.552428,0.217403,0.405757333333333,12,7,2,0.858932029994745
"FAM187A",5.20707,5.20707,0.712409,0.817436,0.847054,0.792299666666667,29,20,29,3.46318761055396
"FAM187B",0,0,0,0,0,0,0,0,0,1
"FAM189A1",88.72768,88.72768,5.386588,4.81715,5.069513,5.09108366666667,341,241,318,14.7309879342214
"FAM189A2",15.26855,15.26855,2.640299,1.610559,2.319753,2.19020366666667,106,50,80,5.09953335267727
"FAM189B",35.05957,35.05957,14.331792,14.539099,15.09573,14.6555403333333,453,331,441,2.30331047234588
"FAM193A",22.57089,22.57089,10.226699,9.274486,8.039833,9.18033933333333,523,448,459,2.31533441354181
"FAM193B",122.27284,122.27284,103.964105,90.905554,94.314868,96.3948423333333,1003,667,808,1.26570193088972
"FAM199X",9.68806,9.68806,4.903266,6.69715,4.837558,5.47932466666667,569,604,496,1.6495638897346
"FAM200A",4.29428,4.29428,3.747854,4.44784,3.780258,3.991984,123,116,115,1.06055628383424
"FAM200B",60.5763,60.5763,33.57055,39.410242,35.321973,36.1009216666667,511,473,492,1.65969731300027
"FAM204A",38.75223,38.75223,16.693461,21.988924,18.907469,19.196618,290,262,278,1.96826171589719
"FAM204CP",0,0,0,0.198018,0,0.066006,0,1,0,0.938081023934199
"FAM205A",0,0,0.045052,0.069077,0.067935,0.060688,3,4,4,0.942784306035328
"FAM207A",23.96083,23.96083,12.920802,8.038212,10.493738,10.4842506666667,105,61,68,2.17348355800431
"FAM209A",0.31118,0.31118,0.852629,0,0,0.284209666666667,6,0,0,1.02100150312942
"FAM209B",0.93354,0.93354,0.273287,0.169263,0.462037,0.301529,2,1,3,1.48559117776093
"FAM20A",0.74683,0.74683,0.540471,0.343731,1.676693,0.853631666666667,23,8,24,0.942382476202122
"FAM20B",15.80792,15.80792,9.874262,9.061273,9.269469,9.401668,922,682,770,1.61588699043269
"FAM20C",52.13296,52.13296,29.8998,27.271836,32.14352,29.7717186666667,495,333,440,1.72668158628254
"FAM210A",4.58471,4.58471,5.393903,4.994958,5.203756,5.197539,147,145,138,0.901117362875813
"FAM210B",15.76643,15.76643,23.574099,39.14689,28.084549,30.2685126666667,1031,1369,1104,0.536208107457366
"FAM214A",33.52442,33.52442,20.87012,18.524903,24.420674,21.271899,529,419,468,1.5501336459904
"FAM214B",17.92395,17.92395,18.944539,26.003188,13.949239,19.632322,627,685,537,0.91719923719686
"FAM215A",2.92509,2.92509,0.447237,0.145499,0.402714,0.331816666666667,4,1,3,2.94716990576781
"FAM216A",18.3596,18.3596,11.665352,7.744726,11.062033,10.1573703333333,131,72,134,1.73514003941968
