"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg__TPM","FoldChange"
"RPS14P7",0,0,0,0,0,0,1
"RPS15",776.20643,776.20643,744.78367,708.43417,679.22318,710.813673333333,1.09186780068503
"RPS15A",538.21626,538.21626,451.08786,449.81439,316.56152,405.821256666667,1.32543777190535
"RPS15AP1",1.22397,1.22397,0.53011,1.35403,0,0.628046666666667,1.36603578112012
"RPS15AP10",0,0,0,0,0,0,1
"RPS15AP16",0,0,0,0,2.18484,0.72828,0.578609947462217
"RPS15AP18",0,0,0,0,0,0,1
"RPS15AP24",0,0,0.51354,0,0,0.17118,0.853839717208286
"RPS15AP25",0,0,0,0,0,0,1
"RPS15AP3",0,0,0,0,0,0,1
"RPS15AP32",0,0,0,0,0,0,1
"RPS15AP34",0,0,0,0,0,0,1
"RPS15AP40",0,0,0,0,0,0,1
"RPS15AP5",0,0,0,0,0,0,1
"RPS15P5",3.09105,3.09105,3.9261,3.81339,2.68735,3.47561333333333,0.914075836161003
"RPS15P9",0,0,2.0376,0,0,0.6792,0.595521676989042
"RPS16",756.16646,756.16646,906.63194,862.90416,664.12593,811.220676666667,0.932217661716508
"RPS16P5",0,0,0.49698,0.63557,0,0.377516666666667,0.725944029715309
"RPS16P8",0,0,0,0,0,0,1
"RPS16P9",0,0,0,0,0,0,1
"RPS17",8.21514,8.21514,1.88851,0.3316,0,0.740036666666667,5.29594587087245
"RPS17L",14.10681,14.10681,1.54062,0.9948,0,0.84514,8.18735163727414
"RPS17P1",0,0,0,0,0,0,1
"RPS17P13",0,0,0,0,0,0,1
"RPS17P14",0,0,0,0,0,0,1
"RPS17P17",0,0,0,0,0,0,1
"RPS17P2",0,0,0,0,0,0,1
"RPS17P5",0,0,0,0,0,0,1
"RPS18",1041.37295,1041.37295,1094.81989,1033.89884,786.3022,971.673643333333,1.07165744352629
"RPS18P1",0,0,0.38101,0.4974,0.80839,0.562266666666667,0.640095587607749
"RPS18P12",0.93354,0.93354,0.91112,0.4974,1.33275,0.913756666666667,1.01033743405205
"RPS18P9",5.29005,5.29005,4.10833,4.06209,2.66551,3.61197666666667,1.36385121925306
"RPS19",607.56782,607.56782,561.31697,511.43658,481.42958,518.061043333333,1.17243978876139
"RPS19BP1",168.49339,168.49339,89.43898,97.73888,186.91309,124.696983333333,1.34842846268254
"RPS19P1",0,0,0,0.55267,0,0.184223333333333,0.844435312032922
"RPS19P3",0.95428,0.95428,0.41415,1.05006,0,0.48807,1.31329843354143
"RPS2",473.30419,473.30419,500.55346,467.25098,331.2218,433.008746666667,1.09284477246787
"RPS20",1523.55613,1523.55613,2119.13557,1746.20167,1202.92942,1689.42222,0.901878898633976
"RPS20P1",0,0,0,0,0,0,1
"RPS20P14",1.45217,1.45217,1.49093,0,2.62181,1.37091333333333,1.03427230574996
"RPS20P15",0,0,0,0,0,0,1
"RPS20P2",0,0,1.259,1.35403,0,0.87101,0.534470686955174
"RPS20P20",0,0,0,0,0,0,1
"RPS20P21",0.33192,0.33192,3.32973,0.93953,1.04872,1.77266,0.480376245194146
"RPS20P22",1.03727,1.03727,1.44123,4.33842,0.89578,2.22514333333333,0.631683553082395
"RPS20P24",0,0,1.49093,0,1.3109,0.933943333333333,0.51707823221294
"RPS20P31",0,0,0,0,0,0,1
"RPS20P32",0,0,0,0,0,0,1
"RPS20P33",3.02881,3.02881,0.66263,0.85663,5.92092,2.48006,1.15768406291846
"RPS20P35",0,0,0,0,0,0,1
"RPS21",875.5557,875.5557,963.93318,921.81829,902.49202,929.414496666667,0.942113115326961
"RPS21P8",0,0,0,0,0,0,1
"RPS23",1030.60613,1030.60613,945.4954,894.57189,583.50532,807.857536666667,1.27538668212364
"RPS23P5",0,0,0,0,0,0,1
"RPS23P6",0,0,0,1.27113,0.89578,0.722303333333333,0.580617816064147
"RPS23P7",0,0,0,0,0,0,1
"RPS23P8",0,0,5.66552,0,0,1.88850666666667,0.346199651030752
"RPS24",1149.31078,1149.31078,969.36678,920.35373,1188.35653,1026.02568,1.12004091270629
"RPS24P1",0,0,0,0,0,0,1
"RPS24P12",0,0,0,0,0,0,1
"RPS24P14",0,0,0.64607,3.26073,0,1.30226666666667,0.434354549139978
"RPS24P17",0,0,0,0,0,0,1
"RPS24P18",0,0,0,0,0,0,1
"RPS25",962.08438,962.08438,921.14361,840.63174,719.2276,827.000983333333,1.16314400512286
"RPS26",145.40386,145.40386,227.56496,176.63187,116.47384,173.55689,0.838717165504037
"RPS26P11",0,0,0,0,0,0,1
"RPS26P2",0,0,0,0,0,0,1
"RPS26P21",0,0,0,0,0,0,1
"RPS26P3",0,0,1.19274,4.61476,1.37645,2.39465,0.29458117920846
"RPS26P31",0,0,1.37496,0,0,0.45832,0.685720555159361
"RPS26P34",0,0,0,0,0,0,1
"RPS26P35",0,0,0,0,0,0,1
"RPS26P4",0,0,0,0,0,0,1
"RPS26P43",0,0,0,0,0,0,1
"RPS26P47",0,0,1.37496,0.88426,0,0.753073333333333,0.570426793326767
"RPS26P49",0,0,0,0,0,0,1
"RPS26P5",0,0,0,0,0,0,1
"RPS26P52",0,0,0,0,0,0,1
"RPS26P54",1.68037,1.68037,0,0,0,0,2.68037
"RPS26P55",0,0,0,1.10533,0,0.368443333333333,0.730757332540868
"RPS26P56",0,0,0,0,0,0,1
"RPS26P6",1.14099,1.14099,0,1.38166,0,0.460553333333333,1.46587594655907
"RPS26P8",0,0,0,1.21586,0,0.405286666666667,0.711598582495624
"RPS27",1383.00667,1383.00667,2564.707,2178.77289,861.96323,1868.48104,0.740315970254504
"RPS27A",872.44391,872.44391,796.65131,795.53424,603.60585,731.930466666667,1.19171456191797
"RPS27AP1",0,0,0.86142,0,0,0.28714,0.77691626396507
"RPS27AP2",0,0,0.38101,0.46977,0,0.283593333333333,0.779062943092049
"RPS27AP3",0,0,0,0,0,0,1
"RPS27L",51.84252,51.84252,49.92945,119.87313,51.93366,73.91208,0.70539384302238
"RPS27P1",0,0,0,0,0,0,1
"RPS27P12",0,0,0,0,0,0,1
"RPS27P14",0,0,0,0,0,0,1
"RPS27P15",0,0,0,0,0,0,1
"RPS27P16",0,0,0,0,0,0,1
"RPS27P18",0,0,0,0,0,0,1
"RPS27P22",0,0,0,0,0,0,1
"RPS27P23",0,0,0,0,0,0,1
"RPS27P25",4.41875,4.41875,1.80568,13.18107,7.494,7.49358333333333,0.637981613571029
"RPS27P26",0,0,0,0,0,0,1
"RPS27P27",0,0,0,0,0,0,1
"RPS27P5",0,0,0,0,0,0,1
"RPS28",3635.40769,3635.40769,3839.13375,3450.4284,2693.88634,3327.81616333333,1.09240267758093
"RPS28P8",0,0,0,0,0,0,1
"RPS29",1590.23155,1590.23155,1612.86689,1585.56946,1287.72307,1495.38647333333,1.06338274126161
"RPS29P12",0,0,0,0,0,0,1
"RPS29P2",0,0,0,0,0,0,1
"RPS29P20",0,0,0,0,0,0,1
"RPS29P22",0,0,0,0,0,0,1
"RPS29P28",0,0,0,0,0,0,1
"RPS2P1",0,0,0,0,0,0,1
"RPS2P2",0,0,0,0,0,0,1
"RPS2P32",0.99577,0.99577,2.65053,2.92913,1.07057,2.21674333333333,0.62043184462961
"RPS2P39",0,0,0,0,0,0,1
"RPS2P4",0,0,0.14909,0.19343,0.30588,0.216133333333333,0.822278258962833
"RPS2P41",1.36919,1.36919,1.92164,2.18303,4.85035,2.98500666666667,0.594525981554192
"RPS2P44",0,0,0,0,0,0,1
"RPS2P45",0.12447,0.12447,0.36445,0,0,0.121483333333333,1.00266313959191
"RPS2P46",0.6846,0.6846,2.12043,0.9119,0.30588,1.11273666666667,0.797354458119879
"RPS2P48",0.66385,0.66385,0.5798,0.35923,0,0.31301,1.26720283927769
"RPS2P5",0.6846,0.6846,0.48041,0.3316,0.30588,0.37263,1.2272790191093
"RPS2P52",0,0,0,0,0,0,1
"RPS2P55",0,0,1.01052,0.46977,0.6336,0.70463,0.586637569443222
"RPS2P6",0,0,0,0,0,0,1
"RPS2P7",0.35267,0.35267,0.48041,0.35923,0,0.27988,1.05687251929868
"RPS3",1575.75132,1575.75132,1898.72705,1668.69034,907.42976,1491.61571666667,1.05636789321851
"RPS3A",468.11786,468.11786,458.3437,384.01957,371.72874,404.697336666667,1.15632472190825
"RPS3AP1",0,0,0,0,0,0,1
"RPS3AP12",0.43565,0.43565,0,0,0,0,1.43565
"RPS3AP2",0,0,0,0,0,0,1
"RPS3AP22",0,0,0,0,0,0,1
"RPS3AP26",1.9708,1.9708,1.52406,0.44213,0,0.655396666666667,1.79461518790058
"RPS3AP3",0,0,0,0,0,0,1
"RPS3AP30",0,0,0.44728,0.38687,0.6336,0.48925,0.671478932348498
"RPS3AP32",0,0,0,0,0,0,1
"RPS3AP33",0,0,0,0,0,0,1
"RPS3AP34",0,0,0.91112,1.13296,2.09745,1.38051,0.420078050501783
"RPS3AP35",0,0,0,0,0,0,1
"RPS3AP39",0,0,0,0,0,0,1
"RPS3AP40",0,0,0,0,0,0,1
"RPS3AP42",0,0,0,0,0,0,1
"RPS3AP44",0,0,0,0,0,0,1
"RPS3AP47",0.99577,0.99577,0.41415,0.52503,0,0.31306,1.51993815971852
"RPS3AP49",0.41491,0.41491,0.39758,0.4145,0,0.270693333333333,1.11349447021049
"RPS3AP5",13.98234,13.98234,6.04653,6.57672,5.54949,6.05758,2.12287214597638
"RPS3AP50",0,0,0,0,0,0,1
"RPS3AP52",0,0,0,0,0,0,1
"RPS3AP6",1.18248,1.18248,1.55719,0.63557,0,0.73092,1.26087860790793
"RPS3P1",0,0,0,0,0,0,1
"RPS3P2",0,0,0.19879,0,0,0.0662633333333333,0.937854626280562
"RPS3P6",0,0,0,0,0,0,1
"RPS3P7",0,0,0,0,0,0,1
"RPS4L",0,0,0,0,0.98318,0.327726666666667,0.753167067518917
"RPS4X",574.91471,574.91471,585.4037,530.25484,388.37723,501.345256666667,1.14645197174052
"RPS4XP12",0,0,0,0,0,0,1
"RPS4XP15",0,0,0,0,0,0,1
"RPS4XP16",1.01652,1.01652,0.77859,1.1606,0.80839,0.91586,1.05254037351372
"RPS4XP17",0,0,0.18222,0,0,0.06074,0.942738088504252
"RPS4XP19",0,0,0,0,0,0,1
"RPS4XP20",0,0,0,0,0,0,1
"RPS4XP21",0,0,0,0,0,0,1
"RPS4XP22",0.39416,0.39416,1.07678,1.71326,1.50754,1.43252666666667,0.573132463090504
"RPS4Y1",0,0,0,0,0,0,1
"RPS4Y2",0,0,0,0,0,0,1
"RPS5",459.32185,459.32185,507.62708,511.82345,310.53136,443.327296666667,1.03599723324073
"RPS5P2",0.51863,0.51863,0,0,0,0,1.51863
"RPS5P3",0,0,0,0,0,0,1
"RPS5P7",0,0,0,0,0,0,1
"RPS6",1028.59384,1028.59384,872.48974,845.661,664.99987,794.383536666667,1.29446209600324
"RPS6KA1",25.49598,25.49598,16.11856,5.52665,15.40312,12.3494433333333,1.98480036495904
"RPS6KA2",80.09763,80.09763,77.61097,75.4112,51.64963,68.2239333333333,1.17152588844513
"RPS6KA3",4.6262,4.6262,10.43648,13.07054,5.83352,9.78018,0.521902231688154
"RPS6KA4",27.52902,27.52902,37.04122,43.82637,48.30682,43.0581366666667,0.647531242999307
"RPS6KA5",14.93662,14.93662,14.04783,12.10337,7.10073,11.0839766666667,1.31882247372761
"RPS6KA6",1.22397,1.22397,2.17013,2.21066,0.48066,1.62048333333333,0.848686947064473
"RPS6KB1",23.27624,23.27624,17.01312,21.83028,24.36097,21.0681233333333,1.10005910485969
"RPS6KB2",59.08264,59.08264,36.7099,30.28607,51.54038,39.5121166666667,1.48307827246746
"RPS6KC1",15.0196,15.0196,13.68339,14.92197,11.49226,13.3658733333333,1.11511494138191
"RPS6KL1",92.1714,92.1714,54.86607,56.53767,70.15522,60.5196533333333,1.51449813111214
"RPS6P16",0.99577,0.99577,0.21536,0,2.84029,1.01855,0.988714671422556
"RPS6P20",3.31925,3.31925,2.79963,2.0725,2.97138,2.61450333333333,1.19497745656157
"RPS6P21",0,0,0,0,0,0,1
"RPS6P22",0,0,0,0,0,0,1
"RPS6P23",0,0,0,0,0,0,1
"RPS6P7",0,0,0,0,0,0,1
"RPS6P8",0,0,0,0,0,0,1
"RPS7",330.30679,330.30679,390.04274,329.25043,281.80071,333.69796,0.989867969317769
"RPS7P1",0.53938,0.53938,0.61294,0.3316,0,0.314846666666667,1.1707676940784
"RPS7P10",0.60161,0.60161,0.24849,0,1.3546,0.534363333333333,1.0438270813736
"RPS7P11",0,0,0,1.0777,1.42015,0.832616666666667,0.545667851978501
"RPS7P12",0,0,0,0,0,0,1
"RPS7P13",0,0,0,0,0,0,1
"RPS7P14",0,0,0,0,0,0,1
"RPS7P2",0,0,0,0,0,0,1
"RPS7P3",0.60161,0.60161,0.61294,0,1.44199,0.684976666666667,0.950523548298394
"RPS7P4",0,0,0,0,0,0,1
"RPS7P5",0,0,0,0,0,0,1
"RPS7P6",0,0,0,0,0,0,1
"RPS7P7",0,0,0,0,0,0,1
"RPS7P8",0,0,0,0,0,0,1
"RPS7P9",0,0,0,0,0,0,1
"RPS8",1094.8751,1094.8751,839.05987,762.37432,700.8531,767.429096666667,1.42612389972445
"RPS8P3",0,0,0,0,0,0,1
"RPS8P6",0,0,0,0.30397,0.50251,0.268826666666667,0.788129715642799
"RPS9",909.72323,909.72323,646.68075,637.55483,536.26907,606.834883333333,1.49830694975195
"RPS9P1",4.91664,4.91664,6.12936,10.91514,6.2268,7.7571,0.675639195624122
"RPSA",534.64807,534.64807,704.08139,670.79766,472.79946,615.892836666667,0.868300032294642
"RPSAP1",0,0,0.14909,0,0,0.0496966666666667,0.95265616416171
"RPSAP14",46.94663,46.94663,13.10358,33.13229,28.24999,24.82862,1.8563372723746
"RPSAP2",0,0,0,0,0,0,1
"RPSAP4",0.6431,0.6431,0.33132,0,0,0.11044,1.4796837289723
"RPSAP41",0,0,3.72731,4.06209,3.4302,3.73986666666667,0.210976398773524
"RPSAP43",1.05801,1.05801,2.02103,0.96716,0.96133,1.31650666666667,0.888410998169658
"RPSAP47",0.35267,0.35267,0.33132,0.60793,0,0.313083333333333,1.03014787078759
"RPSAP51",0,0,0,0,0,0,1
"RPSAP52",0,0,0.34788,0,0.50251,0.283463333333333,0.779141853162926
"RPSAP53",0,0,0.49698,0.5803,0.30588,0.461053333333333,0.684437711605326
"RPSAP54",0.6846,0.6846,0.71233,1.3264,0,0.679576666666667,1.00299083300752
"RPSAP55",0,0,0.34788,0,0,0.11596,0.896089465572243
"RPSAP56",0.35267,0.35267,0.14909,0,0,0.0496966666666667,1.28862941357662
"RPSAP57",0,0,0,0,0,0,1
"RPSAP58",27.07263,27.07263,24.64997,28.1583,10.39984,21.06937,1.27201773317498
"RPSAP63",0,0,0,0,0,0,1
"RPSAP64",0,0,0,0,0,0,1
"RPSAP8",0,0,0,0.4145,0,0.138166666666667,0.878605945233563
"RPSAP9",0,0,0.43071,0.63557,0.50251,0.52293,0.656628998049812
"RPTN",0,0,0,0,0,0,1
"RPTOR",26.71996,26.71996,25.37887,18.48666,23.48703,22.4508533333333,1.18204483248371
"RPUSD1",18.60854,18.60854,19.96184,18.76299,26.32733,21.6840533333333,0.864419586387853
"RPUSD2",4.14906,4.14906,8.13383,8.12418,4.56632,6.94144333333333,0.648378359433403
"RPUSD3",45.90937,45.90937,67.93652,60.7932,69.84935,66.1930233333333,0.698128580511856
"RPUSD4",11.53439,11.53439,18.57031,16.66286,11.95108,15.7280833333333,0.749302221314456
"RQCD1",20.26817,20.26817,27.41647,21.69212,22.46016,23.85625,0.855646768921298
"RRAD",15.76643,15.76643,2.25295,7.40572,11.03344,6.89737,2.12303969549356
"RRAGA",53.08724,53.08724,98.06978,73.69793,73.43249,81.7334,0.653753381342964
"RRAGB",14.48022,14.48022,34.57291,27.79907,37.20783,33.19327,0.452727100976303
"RRAGC",13.75414,13.75414,15.3731,15.64043,13.15274,14.72209,0.938433757852805
"RRAGD",11.18172,11.18172,19.38203,17.51949,10.66202,15.8545133333333,0.722757148728115
"RRAS",22.30121,22.30121,30.53085,47.00419,29.18947,35.5748366666667,0.637083091097878
"RRAS2",14.3765,14.3765,9.09465,10.44538,11.75444,10.43149,1.34510024502493
"RRBP1",54.91283,54.91283,24.63341,26.41741,23.42149,24.8241033333333,2.1651411968999
"RREB1",3.9831,3.9831,8.79646,5.16742,1.79157,5.25181666666667,0.797064319970995
"RRH",0.56012,0.56012,0.33132,0.3316,0.74285,0.46859,1.06232508732866
"RRM1",15.43451,15.43451,13.02075,12.40734,10.83681,12.0883,1.25566421918813
"RRM2",0,0,0.87799,0.6632,0.21848,0.586556666666667,0.630295797817916
"RRM2B",16.69997,16.69997,7.47119,18.34849,7.95282,11.2575,1.44401142157863
"RRM2P2",0,0,0,0,0,0,1
"RRM2P3",0,0,0.23192,0.2487,0.34957,0.27673,0.783250961440555
"RRM2P4",0,0,0,0,0,0,1
"RRN3",9.37688,9.37688,13.84904,15.25357,9.63515,12.9125866666667,0.745862739159936
"RRN3P1",13.83712,13.83712,17.44383,10.27958,12.30065,13.3413533333333,1.03456902951511
"RRN3P2",2.75913,2.75913,1.47436,0.85663,1.81342,1.38147,1.57849143596182
"RRN3P3",2.84211,2.84211,5.88087,8.75975,4.26044,6.30035333333333,0.526290964912201
"RRNAD1",54.3942,54.3942,48.7864,41.89204,34.56417,41.7475366666667,1.295845429222
"RRP1",30.22591,30.22591,34.62261,29.20837,26.76429,30.1984233333333,1.00088102742799
"RRP12",6.67999,6.67999,28.11223,20.06175,24.05509,24.0763566666667,0.306264187500922
"RRP15",1.65962,1.65962,2.30265,8.09655,2.62181,4.34033666666667,0.498024781209175
"RRP1B",7.24011,7.24011,11.76175,10.50064,9.35112,10.5378366666667,0.714181543564926
"RRP36",16.09836,16.09836,19.58082,22.32768,19.79465,20.5677166666667,0.792775622206956
"RRP7A",30.01846,30.01846,52.19897,53.27695,32.40118,45.9590333333333,0.660542983920027
"RRP7B",34.33348,34.33348,68.53289,46.97656,41.94894,52.48613,0.660610143227786
"RRP8",22.96506,22.96506,14.21349,14.34167,21.36774,16.6409666666667,1.35848904727443
"RRP9",10.3934,10.3934,18.40465,12.76657,12.08217,14.4177966666667,0.73897718632083
"RRS1",14.54246,14.54246,14.09753,14.31403,11.90738,13.4396466666667,1.07637398329691
"RS1",0.26969,0.26969,1.27557,0.77373,0.74285,0.930716666666667,0.657626270037896
"RSAD1",31.98926,31.98926,65.58417,53.77435,43.41278,54.2571,0.597013958387248
"RSAD2",5.33154,5.33154,10.48618,11.96521,7.97467,10.14202,0.568257820395225
"RSBN1",3.83788,3.83788,3.81014,3.45416,4.28229,3.84886333333333,0.997734864322154
"RSBN1L",6.90819,6.90819,5.79804,5.36085,5.37471,5.5112,1.21455184912151
"RSC1A1",0,0,0,0,0,0,1
"RSF1",26.18058,26.18058,25.79302,21.08419,15.99303,20.9567466666667,1.23791472446434
"RSG1",22.07301,22.07301,22.7449,30.9769,42.34221,32.0213366666667,0.698730346167089
"RSL1D1",27.71573,27.71573,37.80325,36.64172,27.48529,33.9767533333333,0.820994725449074
"RSL24D1",41.7603,41.7603,48.72014,31.88879,27.00463,35.8711866666667,1.15972128552774
"RSL24D1P1",0,0,0,0,0,0,1
"RSL24D1P11",0,0,0,1.02243,0,0.34081,0.74581782653769
"RSL24D1P2",0,0,0,0,0,0,1
"RSL24D1P3",0,0,0,0,0,0,1
"RSL24D1P4",0,0,0,0,0,0,1
"RSL24D1P5",0,0,0,0,0,0,1
"RSL24D1P6",0,0,0,0.63557,0,0.211856666666667,0.825180095555855
"RSL24D1P8",0,0,0,0,0,0,1
"RSL24D1P9",0,0,0,0,0,0,1
"RSPH1",16.86594,16.86594,43.12089,50.20965,20.97447,38.10167,0.456909896687277
"RSPH10B",2.82136,2.82136,1.68972,2.70806,3.03693,2.47823666666667,1.09864864476349
"RSPH10B2",0,0,0,0.44213,0.13109,0.191073333333333,0.839578867240192
"RSPH3",2.17826,2.17826,2.7168,3.42653,2.57811,2.90714666666667,0.813447835760794
"RSPH4A",0.72609,0.72609,1.37496,1.93433,0.721,1.34343,0.736565632427681
"RSPH6A",0,0,0.0994,0,0,0.0331333333333333,0.967929276634187
"RSPH9",1.36919,1.36919,1.12648,0.80136,1.20166,1.04316666666667,1.15956766457297
"RSPO1",0.31118,0.31118,0.23192,0.35923,0.32773,0.306293333333333,1.00374086473686
"RSPO2",53.2532,53.2532,7.63685,7.70968,97.9027,37.7497433333333,1.40009185437185
"RSPO3",3.15329,3.15329,0.81173,0.13817,0.6336,0.527833333333333,2.71841823933675
"RSPO4",6.16136,6.16136,11.94397,7.40572,3.16802,7.50590333333333,0.841928213777804
"RSPRY1",12.07377,12.07377,11.94397,11.79941,9.13263,10.95867,1.09324615529988
"RSRC1",174.94518,174.94518,189.39727,148.1696,211.97321,183.180026666667,0.955289143911515
"RSRC2",78.37577,78.37577,89.86969,60.32343,51.54038,67.2445,1.16310867542439
"RSU1",151.02584,151.02584,115.57988,148.8328,170.96376,145.12548,1.04037872108273
"RTBDN",9.45986,9.45986,1.39153,0.5803,13.17459,5.04880666666667,1.72924356429533
"RTCA",18.60854,18.60854,19.61396,17.18789,20.16608,18.98931,0.980951318479727
"RTDR1",3.25701,3.25701,14.82643,12.84947,7.27552,11.6504733333333,0.33650993823156
"RTEL1",7.42682,7.42682,15.43936,9.58875,20.5812,15.2031033333333,0.520074446644069
"RTEL1-TNFRSF6B",5.39378,5.39378,13.21954,7.70968,10.74941,10.5595433333333,0.553117006063965
"RTEL1P1",0,0,0,0.02763,0,0.00921,0.990874049999505
"RTF1",34.49945,34.49945,34.8711,21.08419,41.51197,32.4890866666667,1.06003040194388
"RTKN",138.76536,138.76536,46.63284,33.71259,34.2146,38.1866766666667,3.56665509527345
"RTKN2",0.18671,0.18671,0.33132,0.13817,1.24536,0.571616666666667,0.755088709078762
"RTL1",0.06224,0.06224,0.06626,0.0829,0.10924,0.0861333333333333,0.97800147311564
"RTN1",546.68034,546.68034,521.98966,348.87005,784.72912,551.862943333333,0.990625880435961
"RTN2",56.73842,56.73842,113.24409,102.29837,92.83387,102.79211,0.556289105212333
"RTN3",672.08573,672.08573,488.24504,355.50203,719.88306,521.210043333333,1.2889176272896
"RTN3P1",0,0,0.44728,0,0,0.149093333333333,0.870251328583695
"RTN4",1038.82127,1038.82127,920.46441,852.18245,1877.14931,1216.59872333333,0.853993397063817
"RTN4IP1",12.5924,12.5924,9.80698,11.85467,13.93928,11.8669766666667,1.05637869346671
"RTN4R",12.30197,12.30197,9.47566,9.11898,74.04424,30.8796266666667,0.417256141017126
"RTN4RL1",6.32732,6.32732,3.47883,2.26593,13.24013,6.32829666666667,0.999866726647256
"RTN4RL2",18.62929,18.62929,3.04811,3.17783,39.48007,15.2353366666667,1.20904730237603
"RTP1",1.01652,1.01652,0.21536,0.19343,2.29408,0.900956666666667,1.06079219761278
"RTP2",0,0,0,0,0,0,1
"RTP3",0,0,0,0,0,0,1
"RTP4",1.20323,1.20323,0.53011,0.27633,0.39327,0.399903333333333,1.57384438449322
"RTTN",12.136,12.136,16.96342,7.84785,6.59822,10.46983,1.14526544857247
"RUFY1",32.03075,32.03075,39.06225,34.26526,25.67187,32.9997933333333,0.971498552246102
"RUFY2",54.43569,54.43569,43.98231,31.88879,57.94197,44.6043566666667,1.21557881860264
"RUFY3",88.52023,88.52023,77.11399,80.05359,82.32479,79.83079,1.10750160922589
"RUFY4",0.56012,0.56012,0.44728,0.6632,1.11427,0.741583333333333,0.895805540934973
"RUNDC1",11.86632,11.86632,27.51586,23.32248,22.17613,24.3381566666667,0.507784373159479
"RUNDC3A",353.0229,353.0229,479.54798,422.31928,651.4757,517.780986666667,0.682413020328116
"RUNDC3B",6.6385,6.6385,16.28422,17.16026,18.89887,17.4477833333333,0.414060587225023
"RUNX1",2.4272,2.4272,4.05863,2.90149,5.39656,4.11889333333333,0.669519713896493
"RUNX1T1",12.77911,12.77911,10.85063,6.46619,5.76798,7.69493333333333,1.58472865423542
"RUNX2",4.2113,4.2113,2.17013,0.6632,1.11427,1.31586666666667,2.25025908227302
"RUNX3",1.24472,1.24472,0.96082,1.85143,2.0319,1.61471666666667,0.858494546891633
"RUSC1",32.23821,32.23821,48.47165,34.62449,47.54213,43.54609,0.746153253854603
"RUSC1-AS1",28.10989,28.10989,30.38175,20.86312,32.07346,27.7727766666667,1.01171639905452
"RUSC2",42.25819,42.25819,47.12982,35.61929,51.54038,44.7631633333333,0.945262233838876
"RUVBL1",22.07301,22.07301,35.61656,36.91805,24.44836,32.3276566666667,0.692308200086475
"RUVBL2",45.26626,45.26626,77.56127,68.50288,57.65794,67.9073633333333,0.671426938456359
"RWDD1",49.85097,49.85097,32.1046,34.84555,37.55741,34.8358533333333,1.41899704541709
"RWDD2A",5.80869,5.80869,8.08413,7.70968,9.11078,8.30153,0.731996779024526
"RWDD2B",7.21937,7.21937,10.0389,9.36768,8.82676,9.41111333333333,0.789480407795004
"RWDD3",16.13985,16.13985,22.26449,29.29127,18.00308,23.18628,0.708660033705059
"RWDD4",7.0534,7.0534,4.96975,7.70968,7.5377,6.73904333333333,1.0406195770106
"RWDD4P1",0,0,0,0,0,0,1
"RWDD4P2",0,0,0,0,0,0,1
"RXFP1",0.51863,0.51863,1.83881,0.829,7.12258,3.26346333333333,0.356196331777217
"RXFP2",0,0,0.48041,0,0,0.160136666666667,0.861967411885381
"RXFP3",0,0,0.18222,0.1658,0,0.116006666666667,0.896051994910425
"RXFP4",0,0,0,0.44213,0,0.147376666666667,0.871553369570586
"RXRA",27.30082,27.30082,48.1569,61.45639,49.77066,53.1279833333333,0.522850072313181
"RXRB",30.93125,30.93125,45.07565,43.49477,43.17245,43.91429,0.710937432162459
"RXRG",4.10757,4.10757,34.00967,30.45186,12.01662,25.4927166666667,0.192791477909337
"RYBP",25.93163,25.93163,13.65025,11.74414,11.99477,12.4630533333333,2.00041025859414
"RYK",12.136,12.136,13.46803,19.56436,14.72582,15.9194033333333,0.776386716552849
"RYKP1",0.14522,0.14522,0.06626,0,0,0.0220866666666667,1.12047249743988
"RYR1",3.92086,3.92086,7.86877,6.54909,6.35789,6.92525,0.620909119586133
"RYR2",7.5098,7.5098,39.36044,21.66448,12.51914,24.5146866666667,0.333525553779091
"RYR3",12.92433,12.92433,59.76956,46.06466,18.65854,41.4975866666667,0.327649899492332
"S100A1",339.95335,339.95335,780.30083,1018.12024,915.81954,904.74687,0.376433373708484
"S100A10",116.23596,116.23596,77.22995,120.56396,29.84492,75.87961,1.52492917172707
"S100A11",64.93281,64.93281,81.93465,48.35822,56.43443,62.2424333333333,1.0425406886621
"S100A11P1",0,0,0,0,0,0,1
"S100A11P2",0,0,0,0,0,0,1
"S100A12",7.98694,7.98694,7.3718,3.84102,18.87702,10.0299466666667,0.814776378489591
"S100A13",110.61398,110.61398,213.63309,192.6868,248.46005,218.25998,0.509048573296413
"S100A14",3.25701,3.25701,0.94425,8.51105,4.02011,4.49180333333333,0.775157037063114
"S100A16",63.75033,63.75033,60.78007,70.29904,75.77026,68.94979,0.925668683208341
"S100A2",4.77142,4.77142,3.82671,5.36085,2.01005,3.73253666666667,1.21951934163567
"S100A3",1.86708,1.86708,1.75598,0,1.57309,1.10969,1.35900535149714
"S100A4",25.37151,25.37151,14.32945,8.81501,17.0636,13.4026866666667,1.83101324151096
"S100A5",0,0,0.76203,0,0.6773,0.479776666666667,0.67577765113204
"S100A6",189.03124,189.03124,179.14301,134.32533,175.35529,162.94121,1.15914259752017
"S100A7",0,0,2.35235,0.9119,0.85209,1.37211333333333,0.421565017972722
"S100A7A",0,0,0,0,0,0,1
