"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg__TPM","FoldChange"
"MRPL35P2",0,0,0,0,1.11427,0.371423333333333,0.729169451688878
"MRPL35P3",0,0,0,0,0,0,1
"MRPL35P4",0,0,0,0,0,0,1
"MRPL36",65.86635,65.86635,52.00018,77.53896,68.88802,66.1423866666667,0.995888786795187
"MRPL37",30.20517,30.20517,40.8845,39.29451,28.81804,36.33235,0.835874784201905
"MRPL37P1",0,0,0.16566,0,0,0.05522,0.94766968025625
"MRPL38",162.08309,162.08309,157.83934,137.75186,193.51131,163.03417,0.994201939754382
"MRPL39",10.89129,10.89129,12.78883,13.5403,14.72582,13.6849833333333,0.809758494788894
"MRPL3P1",0,0,0.39758,0,0,0.132526666666667,0.882981416184461
"MRPL4",43.81409,43.81409,51.76825,49.43592,47.14886,49.45101,0.888269432068852
"MRPL40",26.49176,26.49176,36.52768,36.19959,27.63823,33.4551666666667,0.797899492577311
"MRPL41",99.05884,99.05884,183.05255,218.10941,221.17139,207.44445,0.480026405116567
"MRPL42",16.26432,16.26432,7.78595,12.37971,9.41666,9.86077333333333,1.58960319584364
"MRPL42P2",0,0,0,0,0,0,1
"MRPL42P3",0,0,0,0,0,0,1
"MRPL42P4",0,0,0,0,0,0,1
"MRPL43",95.88481,95.88481,69.5434,81.87738,74.59045,75.3370766666667,1.26917107951431
"MRPL44",12.03228,12.03228,16.64867,14.5351,13.13089,14.7715533333333,0.826315564774216
"MRPL45",11.55514,11.55514,23.34127,16.63523,13.91743,17.9646433333333,0.662028796393569
"MRPL45P1",0,0,0,0,0,0,1
"MRPL45P2",8.79601,8.79601,7.20614,5.72009,5.39656,6.10759666666667,1.37824506080114
"MRPL46",16.65848,16.65848,19.96184,15.1154,19.9039,18.3270466666667,0.913666754396343
"MRPL47",22.19748,22.19748,24.53401,25.20154,24.55761,24.7643866666667,0.900369968054094
"MRPL48",107.79262,107.79262,56.19133,48.80036,76.25093,60.4142066666667,1.77145689743231
"MRPL49",19.39686,19.39686,37.90265,34.95609,24.12064,32.32646,0.612032000998606
"MRPL49P1",0,0,0,0,0,0,1
"MRPL50",6.47254,6.47254,9.70758,10.63881,8.95785,9.76808,0.693952868106478
"MRPL50P2",0,0,0,0,0,0,1
"MRPL50P4",0,0,0,0,0,0,1
"MRPL51",173.28555,173.28555,201.82165,189.81294,196.70118,196.111923333333,0.884195877411576
"MRPL51P2",0,0,0.5798,0,0,0.193266666666667,0.838035644449411
"MRPL52",173.24406,173.24406,176.50904,193.0184,136.53068,168.68604,1.02686149078616
"MRPL53",107.75113,107.75113,85.04903,105.78016,80.22734,90.3521766666667,1.19046019447156
"MRPL53P1",0,0,0,0,0,0,1
"MRPL54",61.11568,61.11568,67.19105,69.35951,42.62624,59.7256,1.02289116945736
"MRPL55",169.90407,169.90407,163.2398,137.64132,161.94037,154.27383,1.1006624232815
"MRPL9",81.46682,81.46682,69.31148,79.33512,83.81048,77.4856933333333,1.05072423390284
"MRPL9P1",0,0,0.23192,0.30397,1.66048,0.732123333333333,0.57732609494705
"MRPS10",23.64965,23.64965,29.91791,22.76982,33.55915,28.74896,0.828588629652936
"MRPS11",45.53595,45.53595,46.2187,50.78995,38.9994,45.3360166666667,1.00431485802441
"MRPS11P1",0,0,0,0,0,0,1
"MRPS12",19.14792,19.14792,23.05965,23.18431,21.8921,22.71202,0.849692265779128
"MRPS14",25.01884,25.01884,25.74332,22.35532,17.12915,21.7425966666667,1.14405757536628
"MRPS15",74.04,74.04,62.48635,63.28019,98.44891,74.7384833333333,0.990777695794894
"MRPS15P1",0,0,0,0,0,0,1
"MRPS15P2",0,0,4.04207,0,3.56129,2.53445333333333,0.282929184711261
"MRPS16",31.42914,31.42914,39.19478,43.88163,44.43965,42.5053533333333,0.745405737807286
"MRPS16P",0,0,0,0,0,0,1
"MRPS17",10.76681,10.76681,22.09883,23.95805,26.26178,24.10622,0.468681067878797
"MRPS17P3",0,0,0,0,0,0,1
"MRPS17P9",0,0,0,0,0,0,1
"MRPS18A",33.39995,33.39995,46.38436,45.0975,37.92883,43.1368966666667,0.779392132160931
"MRPS18AP1",2.32347,2.32347,0.59637,0.3316,0.52436,0.48411,2.23936904946399
"MRPS18B",77.7949,77.7949,65.65043,58.41674,65.6763,63.2478233333333,1.22642131533691
"MRPS18BP1",0,0,0,0,0,0,1
"MRPS18BP2",0,0,0,0,0,0,1
"MRPS18C",47.94241,47.94241,79.5823,49.43592,82.60881,70.5423433333333,0.684104094437686
"MRPS2",23.04804,23.04804,38.81377,30.9769,26.76429,32.1849866666667,0.724666254699917
"MRPS21",85.40843,85.40843,112.73055,99.97717,135.00129,115.903003333333,0.739146365244508
"MRPS21P7",0,0,0,0,0,0,1
"MRPS21P9",0,0,0,0,0,0,1
"MRPS22",26.84443,26.84443,25.66049,30.1479,19.37953,25.06264,1.06836567592539
"MRPS23",35.30851,35.30851,38.49902,33.90602,27.00463,33.1365566666667,1.06362543693384
"MRPS24",77.71192,77.71192,119.85386,112.99245,98.84218,110.56283,0.705538932635538
"MRPS25",54.12451,54.12451,93.38165,87.0448,92.13472,90.8537233333333,0.600133647276937
"MRPS26",52.11221,52.11221,71.74666,72.28864,71.44428,71.8265266666667,0.729297584698762
"MRPS27",193.69894,193.69894,192.31285,183.59545,186.34504,187.41778,1.0333363443726
"MRPS28",560.10256,560.10256,473.84933,494.33159,753.28927,573.823396666667,0.976130344126157
"MRPS29P2",0,0,0,0,0,0,1
"MRPS30",11.38917,11.38917,18.68627,12.73894,13.65525,15.02682,0.773027337924803
"MRPS31",13.87861,13.87861,17.361,14.5351,16.40815,16.1014166666667,0.870022074194633
"MRPS31P2",1.43143,1.43143,0,0,0,0,2.43143
"MRPS31P3",0.51863,0.51863,0,0,0,0,1.51863
"MRPS31P4",0,0,0.38101,0,0,0.127003333333333,0.887308821920077
"MRPS33",54.04153,54.04153,60.9623,67.31465,43.54387,57.2736066666667,0.9445361828185
"MRPS33P2",0,0,0,0,0,0,1
"MRPS33P3",0,0,0,0,0,0,1
"MRPS33P4",0,0,0,0,0,0,1
"MRPS34",109.57671,109.57671,113.42632,114.12541,129.49549,119.01574,0.921351732697728
"MRPS35",21.22245,21.22245,25.47826,22.93562,23.42149,23.9451233333333,0.890853482784945
"MRPS35P2",0,0,0,0,0,0,1
"MRPS36",36.09684,36.09684,55.03173,54.71388,44.22117,51.32226,0.709006835713901
"MRPS36P1",0,0,0,0,0,0,1
"MRPS36P2",0,0,0,0,0,0,1
"MRPS36P3",0,0,0,0,0,0,1
"MRPS36P4",0,0,0,1.3264,2.14114,1.15584666666667,0.463854881454154
"MRPS36P5",0,0,0,0,0,0,1
"MRPS5",61.15717,61.15717,59.23945,43.96453,60.38899,54.53099,1.11932400268751
"MRPS5P3",0,0,0,0,0,0,1
"MRPS5P4",0,0,0,0,0,0,1
"MRPS6",113.66354,113.66354,97.19179,119.70733,185.53665,134.145256666667,0.848446647911702
"MRPS6P2",0,0,0,0,0,0,1
"MRPS6P4",0,0,0,0,0,0,1
"MRPS7",55.74264,55.74264,69.87472,65.26979,66.83427,67.32626,0.830466060925916
"MRPS9",20.39264,20.39264,21.23741,19.84069,18.39636,19.82482,1.02726650218345
"MRRF",15.74569,15.74569,13.40177,14.4522,15.38128,14.41175,1.08655344136779
"MRRFP1",0,0,0,0,0,0,1
"MRS2",12.75836,12.75836,16.86403,14.64563,14.33255,15.2807366666667,0.84506986886957
"MRS2P2",0.4564,0.4564,0.0994,0.2487,0,0.116033333333333,1.30497894328126
"MRTO4",27.52902,27.52902,34.34099,28.5728,39.80779,34.2405266666667,0.80955146527322
"MRVI1",20.28891,20.28891,64.8387,108.62639,63.97213,79.14574,0.26562746815988
"MS4A1",0.10373,0.10373,0,0.30397,0.89578,0.399916666666667,0.788425501517948
"MS4A10",0.31118,0.31118,0.31475,0.2487,0.26218,0.27521,1.02820711882749
"MS4A12",0,0,0,0,0,0,1
"MS4A13",0,0,0,0,0,0,1
"MS4A14",1.43143,1.43143,3.11438,1.29876,0.52436,1.64583333333333,0.918965669291338
"MS4A15",0.18671,0.18671,0.06626,0.30397,0.15294,0.17439,1.01049055254217
"MS4A18",0,0,0,0,0,0,1
"MS4A2",0.49789,0.49789,0,0,0,0,1.49789
"MS4A3",0.33192,0.33192,0,0,0.721,0.240333333333333,1.07384036549315
"MS4A4A",2.69689,2.69689,4.14146,3.03966,1.66048,2.9472,0.936585427644913
"MS4A4E",41.26242,41.26242,14.77673,11.44017,17.26024,14.49238,2.72794883678299
"MS4A5",0,0,0.26505,0,0,0.08835,0.918822070106124
"MS4A6A",23.4422,23.4422,21.3865,8.73211,6.46713,12.1952466666667,1.85234885087408
"MS4A6E",0,0,0,0,0,0,1
"MS4A7",10.89129,10.89129,4.72126,2.68043,8.01836,5.14001666666667,1.93668692538837
"MS4A8B",0.85056,0.85056,0,0.44213,0.721,0.38771,1.33353510459678
"MSANTD1",2.75913,2.75913,5.76491,5.83062,2.33778,4.64443666666667,0.665988516125908
"MSANTD2",13.29774,13.29774,7.13988,7.65442,7.05703,7.28377666666667,1.72599293478458
"MSANTD2P1",0,0,0,0,0,0,1
"MSANTD3",22.13524,22.13524,19.21638,20.03412,26.37102,21.87384,1.01142790191765
"MSANTD3-TMEFF1",31.01423,31.01423,31.4751,0.11053,20.69044,17.4253566666667,1.73750937792792
"MSANTD4",12.84135,12.84135,10.10516,12.51787,10.66202,11.0950166666667,1.14438453302393
"MSC",2.94583,2.94583,3.31317,2.76333,3.27726,3.11792,0.958209484399891
"MSGN1",0,0,0,0,0.50251,0.167503333333333,0.856528603772723
"MSH2",7.15713,7.15713,15.65472,13.42977,13.24013,14.1082066666667,0.53991384814699
"MSH3",4.81291,4.81291,5.11885,5.05689,5.44025,5.20533,0.936760816910624
"MSH4",0.2282,0.2282,0.21536,0.4974,0.50251,0.40509,0.87410770840302
"MSH5",13.54669,13.54669,14.52824,10.66644,19.1392,14.77796,0.92196266183968
"MSH5-SAPCD1",0.76758,0.76758,2.20326,3.31599,3.84532,3.12152333333333,0.428865702567902
"MSH6",11.86632,11.86632,7.62029,6.74252,3.88902,6.08394333333333,1.81626523457039
"MSI1",7.55129,7.55129,17.24504,28.13067,31.61464,25.66345,0.320712060892345
"MSI2",227.26484,227.26484,307.87616,440.41908,460.45511,402.916783333333,0.56512838638751
"MSL1",61.17791,61.17791,78.09138,70.85171,68.29811,72.4137333333333,0.846952023508771
"MSL2",7.01191,7.01191,7.83564,10.11378,8.23685,8.72875666666667,0.823528666047426
"MSL3",20.84903,20.84903,24.40148,16.24836,21.60807,20.7526366666667,1.00443134020075
"MSL3P1",0.56012,0.56012,0.92769,1.29876,0.87394,1.03346333333333,0.767223079180183
"MSLN",2.24049,2.24049,1.57375,1.43693,1.07057,1.36041666666667,1.37284660194175
"MSLNL",0,0,0.6792,0.80136,2.31593,1.26549666666667,0.441404313108678
"MSMB",0,0,0,2.01723,0,0.67241,0.597939500481341
"MSMO1",55.86711,55.86711,36.92526,31.03216,58.46633,42.14125,1.31816092486889
"MSMP",10.33116,10.33116,9.70758,12.7113,5.02513,9.14800333333333,1.11659009440609
"MSN",38.81447,38.81447,54.23656,52.22688,36.77086,47.7447666666667,0.816794760189641
"MSNP1",0,0,0,0,0,0,1
"MSR1",2.21975,2.21975,1.9382,1.60273,0.61176,1.38423,1.35043598981642
"MSRA",241.93178,241.93178,149.42389,179.7268,282.36877,203.83982,1.18595974161664
"MSRB1",29.60355,29.60355,29.60316,37.13912,20.60304,29.1151066666667,1.01621921312582
"MSRB1P1",0,0,0,0,0,0,1
"MSRB2",75.74112,75.74112,91.85759,113.71091,100.41526,101.994586666667,0.745098577349179
"MSRB3",33.3792,33.3792,35.88161,107.82502,90.365,78.0238766666667,0.435048259464871
"MSS51",1.01652,1.01652,2.46831,1.60273,1.57309,1.88137666666667,0.69984602267666
"MST1",43.60664,43.60664,46.8482,58.9694,41.73045,49.1826833333333,0.888885110102721
"MST1P2",4.60546,4.60546,2.65053,4.36606,8.54273,5.18644,0.906088154091853
"MST1P9",8.87899,8.87899,10.46961,6.93595,14.94431,10.78329,0.838389787572062
"MST1R",1.86708,1.86708,1.06021,1.46456,3.25541,1.92672666666667,0.979620007790273
"MST4",1.18248,1.18248,4.42308,2.40409,0.43697,2.42138,0.637894650696503
"MSTN",0.58087,0.58087,0.5798,0.27633,0.08739,0.314506666666667,1.2026336876699
"MSTO1",36.11758,36.11758,26.25686,29.26363,49.2463,34.9222633333333,1.03327509337524
"MSX1",10.60085,10.60085,7.38837,12.98764,18.89887,13.0916266666667,0.823244205542393
"MSX2",0.99577,0.99577,0,0.30397,1.37645,0.56014,1.27922494135142
"MSX2P1",0,0,0,0.22107,0,0.07369,0.931367526939806
"MT-ATP6",0,0,0,0,0,0,1
"MT-ATP8",0,0,0,0,0,0,1
"MT-CO1",0,0,0,0,0,0,1
"MT-CO2",0,0,0,0,0,0,1
"MT-CO3",0,0,0,0,0,0,1
"MT-CYB",0,0,0,0,0,0,1
"MT-ND1",0,0,0,0,0,0,1
"MT-ND2",0,0,0,0,0,0,1
"MT-ND3",0,0,0,0,0,0,1
"MT-ND4",0,0,0,0,0,0,1
"MT-ND4L",0,0,0,0,0,0,1
"MT-ND5",0,0,0,0,0,0,1
"MT-ND6",0,0,0,0,0,0,1
"MT1A",11.07799,11.07799,16.28422,11.10857,18.83332,15.4087033333333,0.736072177955967
"MT1B",0,0,0,0,0,0,1
"MT1CP",0,0,0,0,0,0,1
"MT1DP",30.28815,30.28815,22.13196,12.02047,0,11.3841433333333,2.52646865898139
"MT1E",240.31364,240.31364,333.75201,574.52334,567.62153,491.965626666667,0.489514130288787
"MT1F",108.76765,108.76765,152.12412,139.27169,293.79549,195.063766666667,0.559856886696556
"MT1G",49.62278,49.62278,230.39772,105.642,393.44606,243.161926666667,0.207332816754477
"MT1H",3.60968,3.60968,32.99916,9.80981,50.71015,31.17304,0.143277725698287
"MT1JP",0.66385,0.66385,4.82066,1.02243,2.27223,2.70510666666667,0.449069392514116
"MT1L",21.40916,21.40916,3112.12524,35.56402,824.668,1324.11908666667,0.016911053674708
"MT1M",58.54326,58.54326,83.07769,85.60787,116.03687,94.9074766666667,0.620840648398528
"MT1P1",0,0,0.51354,0.63557,0,0.383036666666667,0.723046629277122
"MT1P2",0,0,5.56612,0,0,1.85537333333333,0.350216901000686
"MT1P3",0,0,15.07492,8.17945,0,7.75145666666667,0.114266691602198
"MT1X",389.72135,389.72135,548.62754,649.05027,471.33562,556.33781,0.70104942279082
"MT1XP1",0,0,5.21824,6.68725,18.04678,9.98409,0.091040768966751
"MT2A",399.05674,399.05674,616.91193,705.39451,603.584,641.96348,0.622207563017421
"MT3",1874.00661,1874.00661,3626.62714,3668.56544,3109.92365,3468.37207666667,0.540445524021593
"MT4",0,0,1.07678,0,0,0.358926666666667,0.73587488164679
"MTA1",157.10421,157.10421,110.17941,118.71253,145.0297,124.640546666667,1.2583852442115
"MTA2",33.19249,33.19249,48.09064,40.31694,29.4298,39.2791266666667,0.848888564118156
"MTA3",34.2505,34.2505,35.89818,33.46389,34.95745,34.7731733333333,0.985389237670836
"MTAP",14.62544,14.62544,9.31,13.51267,15.09725,12.6399733333333,1.14556235691565
"MTAPP1",0,0,0,0,0,0,1
"MTAPP2",0.37342,0.37342,0,0,0,0,1.37342
"MTBP",1.53515,1.53515,1.01052,3.42653,2.44702,2.29469,0.76946541252743
"MTCH1",316.09625,316.09625,582.48812,389.57386,359.2533,443.77176,0.712941509595843
"MTCH2",58.19059,58.19059,71.74666,66.95542,57.48315,65.3950766666667,0.891490649181167
"MTCO1P12",1577.57691,1577.57691,1596.88085,1247.11716,1600.91994,1481.63931666667,1.06470730423433
"MTCO1P3",0,0,0,0,0,0,1
"MTCO2P1",0,0,0,0,0,0,1
"MTCO2P3",0,0,0,0,0,0,1
"MTCO3P1",0,0,0,0,0,0,1
"MTCO3P2",0,0,0,0,0,0,1
"MTCP1",14.02383,14.02383,25.62736,27.7438,6.96964,20.1136,0.711571214762049
"MTCP1NB",11.82483,11.82483,9.62475,7.73732,11.62335,9.66180666666667,1.20287587281955
"MTCYBP1",0,0,0,0,0,0,1
"MTCYBP2",0,0,0,0,0,0,1
"MTCYBP3",0,0,0,0,0,0,1
"MTCYBP4",0,0,0,0,0,0,1
"MTDH",24.16828,24.16828,29.65286,24.01331,10.61832,21.4281633333333,1.12217302977254
"MTERF",4.48099,4.48099,5.94714,5.49902,3.36465,4.93693666666667,0.923201696048636
"MTERFD1",5.99539,5.99539,9.87324,13.01527,9.67884,10.8557833333333,0.590040303817968
"MTERFD2",46.30353,46.30353,54.88263,58.58253,39.23973,50.90163,0.911407406665263
"MTERFD3",9.99924,9.99924,27.89688,19.28802,14.66028,20.61506,0.508869279104476
"MTF1",1.88782,1.88782,2.33578,2.65279,1.37645,2.12167333333333,0.925087186145892
"MTF2",10.28967,10.28967,13.00419,8.09655,8.91415,10.0049633333333,1.02587075104597
"MTFMT",10.1652,10.1652,17.69232,12.49024,22.37277,17.5184433333333,0.602923247868386
"MTFP1",12.26048,12.26048,14.7436,9.47821,17.56612,13.92931,0.888217874771172
"MTFR1",12.77911,12.77911,12.32499,11.79941,8.10576,10.7433866666667,1.17335061776614
"MTG1",39.43683,39.43683,33.06542,23.73698,33.42806,30.07682,1.30118943958874
"MTHFD1",58.00388,58.00388,103.71873,62.69989,53.13532,73.1846466666667,0.795365114632435
"MTHFD1L",11.80408,11.80408,16.49958,9.56111,26.91723,17.6593066666667,0.686203417347411
"MTHFD1P1",0,0,0,0,0,0,1
"MTHFD2",7.738,7.738,6.39441,2.32119,1.70418,3.47326,1.95338522688151
"MTHFD2L",35.93087,35.93087,12.50721,17.74056,15.1191,15.12229,2.29067148649478
"MTHFR",16.88668,16.88668,12.85509,11.99284,15.40312,13.4170166666667,1.24066444629668
"MTHFS",18.1314,18.1314,22.59581,17.90636,19.79465,20.09894,0.9067469740186
"MTHFSD",9.62582,9.62582,9.19404,6.41092,6.05201,7.21899,1.29283768443568
"MTIF2",11.51365,11.51365,17.69232,16.6905,14.00483,16.1292166666667,0.730544206633306
"MTIF3",50.09992,50.09992,54.96546,51.34262,57.94197,54.7500166666667,0.91659021925554
"MTL5",2.11602,2.11602,3.03155,2.1554,0.19664,1.79453,1.1150426010814
"MTM1",4.70918,4.70918,12.27529,11.77177,6.88225,10.30977,0.504800716548612
"MTMR1",8.6093,8.6093,16.53271,15.7786,16.53924,16.2835166666667,0.555980601941542
"MTMR10",51.09569,51.09569,30.43145,31.19796,18.33081,26.6534066666667,1.88387964737798
"MTMR11",8.8375,8.8375,8.69707,5.85825,7.71249,7.42260333333333,1.16798804486815
"MTMR12",5.20707,5.20707,13.91531,8.12418,6.8167,9.61873,0.584539770763547
"MTMR14",19.04419,19.04419,17.64262,13.73374,22.96267,18.11301,1.04871969407226
"MTMR2",15.7042,15.7042,9.34313,9.11898,18.92072,12.4609433333333,1.2409382898623
"MTMR3",28.62852,28.62852,33.69492,49.54646,23.22485,35.4887433333333,0.811990693385531
"MTMR4",24.5417,24.5417,23.22531,15.47463,12.12586,16.9419333333333,1.42357568303676
"MTMR6",9.62582,9.62582,11.31447,11.35727,9.37297,10.68157,0.909622593538368
"MTMR7",8.85825,8.85825,10.73467,6.54909,6.29234,7.8587,1.11283258265886
"MTMR8",2.67614,2.67614,0.21536,0.11053,0.19664,0.174176666666667,3.13082358418523
"MTMR9",9.35613,9.35613,9.42596,10.14141,11.09899,10.22212,0.922831871339818
"MTMR9LP",16.20209,16.20209,9.26031,9.22951,10.50908,9.6663,1.61275137582854
"MTND1P1",0,0,0,0,0,0,1
"MTND1P10",0,0,0.36445,0,0,0.121483333333333,0.891676202648278
"MTND1P11",0,0,0,0,0,0,1
"MTND1P12",0,0,0,0,0,0,1
"MTND1P13",0,0,0,0,0,0,1
"MTND1P14",0,0,0,0,0,0,1
"MTND1P15",0,0,0,0,0,0,1
"MTND1P16",0,0,0,0,0,0,1
"MTND1P17",0,0,0,0,0,0,1
"MTND1P18",0,0,0,0,0,0,1
"MTND1P19",0,0,0,0,0,0,1
"MTND1P2",0,0,0,0,0,0,1
"MTND1P20",0,0,0,0,0,0,1
"MTND1P21",0,0,0,0,0,0,1
"MTND1P22",0,0,0,0,0,0,1
"MTND1P23",63.31468,63.31468,125.88383,15009.70204,45.59762,5060.39449666667,0.0127069091418099
"MTND1P26",0,0,0,0,0,0,1
"MTND1P27",0,0,0,0,0,0,1
"MTND1P28",0,0,0,0,0,0,1
"MTND1P29",0,0,0,0,0,0,1
"MTND1P3",0,0,0,0,0,0,1
"MTND1P30",0,0,0,0,0,0,1
"MTND1P31",0,0,0,0,0,0,1
"MTND1P32",0,0,0,0,0,0,1
"MTND1P33",0,0,0,0,0,0,1
"MTND1P34",0,0,0,0,0,0,1
"MTND1P35",0.78832,0.78832,0,0,0,0,1.78832
"MTND1P36",0,0,0,0,0,0,1
"MTND1P4",0,0,0,0,0,0,1
"MTND1P5",0,0,0,0,0,0,1
"MTND1P6",0,0,0,0,0,0,1
"MTND1P7",0,0,0,0,0,0,1
"MTND1P9",0,0,0,0,0,0,1
"MTND2P11",0,0,0,0,0,0,1
"MTND2P12",0,0,0.74546,0.829,2.42517,1.33321,0.428594082830092
"MTND2P14",0,0,0,0,0,0,1
"MTND2P15",0,0,0,0,0,0,1
"MTND2P16",0,0,0,0,0,0,1
"MTND2P18",0,0,0,0,0,0,1
"MTND2P19",0,0,0,0,0,0,1
"MTND2P2",0,0,0,0,0,0,1
"MTND2P20",0,0,0,0,0,0,1
"MTND2P21",0,0,0,0.13817,0,0.0460566666666667,0.955971155163678
"MTND2P22",0,0,0,0,0,0,1
"MTND2P23",0,0,0,0,0,0,1
"MTND2P24",0,0,0,0,0,0,1
"MTND2P25",0,0,0,0,0,0,1
"MTND2P26",0,0,0,0,0,0,1
"MTND2P28",2707.65679,2707.65679,43.88291,6648.75846,33.14403,2241.92846666667,1.2076429677784
"MTND2P29",0,0,0,0,0,0,1
"MTND2P3",0,0,0,0,0,0,1
"MTND2P30",0,0,0,0,0,0,1
"MTND2P31",0,0,0,0,0,0,1
"MTND2P32",0,0,0,0,0,0,1
"MTND2P33",0,0,0,0,0,0,1
"MTND2P4",0,0,0,0,0,0,1
"MTND2P5",0,0,0,0,0,0,1
"MTND2P6",0,0,0,0,0,0,1
"MTND2P7",0,0,0,0,0,0,1
"MTND2P8",0,0,0,0,0,0,1
"MTND2P9",0,0,0.13253,0,0,0.0441766666666667,0.957692344526629
"MTND3P1",0,0,0,0,0,0,1
"MTND3P10",0,0,0,0,0,0,1
"MTND3P2",0,0,0,0,0,0,1
"MTND3P3",0,0,0,0,0,0,1
"MTND3P4",0,0,0,0,0,0,1
"MTND3P5",0,0,0,0,0,0,1
"MTND3P6",0,0,0,0,0,0,1
"MTND3P7",0,0,0,0,0,0,1
"MTND3P8",0,0,0,0,0,0,1
"MTND3P9",0,0,0,0,0,0,1
"MTND4LP1",0,0,0,0,0,0,1
"MTND4P1",0,0,0,0,0,0,1
"MTND4P10",0,0,0,0,0,0,1
"MTND4P11",0,0,0,0,0,0,1
"MTND4P12",303.37938,303.37938,272.77315,1063.71514,291.91652,542.801603333333,0.559725050706452
"MTND4P13",0,0,0,0,0,0,1
"MTND4P14",0,0,0,0,0,0,1
"MTND4P15",0,0,0.28162,0,0,0.0938733333333333,0.914182629311133
"MTND4P16",0,0,0,0,0,0,1
"MTND4P17",0,0,0,0,0,0,1
"MTND4P18",0,0,0,0,0,0,1
"MTND4P19",0,0,0,0,0,0,1
"MTND4P2",0,0,0,0,0,0,1
"MTND4P20",0.35267,0.35267,0,0,0,0,1.35267
"MTND4P21",0,0,0,0,0,0,1
"MTND4P22",0,0,0,0,0,0,1
"MTND4P23",0,0,0,0.2487,0,0.0829,0.923446301597562
"MTND4P24",2.4272,2.4272,3.42913,4.31079,3.53944,3.75978666666667,0.720032270353853
"MTND4P25",0,0,0,0,0,0,1
"MTND4P26",0,0,0.28162,0.22107,0,0.167563333333333,0.856484587559847
"MTND4P27",0,0,0,0,0,0,1
"MTND4P28",0,0,0,0,0,0,1
"MTND4P29",0,0,0,0,0,0,1
"MTND4P3",0,0,0,0,0,0,1
"MTND4P30",0,0,0.61294,0.1658,0,0.25958,0.79391543212817
"MTND4P31",0,0,0,0,0,0,1
"MTND4P32",0,0,0,0,0,0,1
"MTND4P4",0,0,0,0.2487,0,0.0829,0.923446301597562
"MTND4P5",0,0,0,0,0,0,1
"MTND4P6",0,0,0,0,0,0,1
"MTND4P7",0,0,0,0,0,0,1
"MTND4P8",0,0,0,0,0,0,1
"MTND4P9",0,0,0,0.4974,0,0.1658,0.857780065191285
"MTND5P1",0,0,0.44728,0.22107,0.28403,0.31746,0.759036327478633
"MTND5P11",8.29812,8.29812,3.79358,9.53348,2.99323,5.44009666666667,1.4437857816834
"MTND5P12",0,0,0.36445,0,0,0.121483333333333,0.891676202648278
"MTND5P13",0,0,0,0,0,0,1
"MTND5P14",0,0,0,0,0,0,1
"MTND5P15",0,0,0,0,0,0,1
"MTND5P16",0,0,0.06626,0,0,0.0220866666666667,0.978390612668202
"MTND5P17",0,0,0,0,0,0,1
"MTND5P18",0,0,0,0,0,0,1
"MTND5P19",0,0,0,0,0,0,1
"MTND5P2",0,0,0,0,0,0,1
"MTND5P20",0,0,0,0,0,0,1
"MTND5P21",0,0,0,0,0,0,1
"MTND5P22",0,0,0,0,0,0,1
"MTND5P23",0,0,0,0,0,0,1
"MTND5P24",0,0,0,0,0,0,1
"MTND5P25",0,0,0,0,0,0,1
"MTND5P26",0,0,0,0,0,0,1
"MTND5P27",0,0,0,0,0,0,1
"MTND5P28",0.16596,0.16596,0,0.4145,0.15294,0.189146666666667,0.980501423990313
"MTND5P29",0,0,0,0,0,0,1
"MTND5P3",0,0,0,0,0,0,1
"MTND5P30",0,0,0,0,0,0,1
"MTND5P31",0,0,0,0,0,0,1
"MTND5P4",0,0,0,0,0,0,1
"MTND5P5",0,0,0,0,0,0,1
"MTND5P6",0,0,0,0,0,0,1
"MTND5P7",0,0,0,0,0,0,1
"MTND5P8",0,0,0,0.13817,0,0.0460566666666667,0.955971155163678
"MTND5P9",0,0,0,0,0,0,1
"MTND6P1",0,0,0,0,0,0,1
"MTND6P10",0,0,0,0,0,0,1
"MTND6P11",0,0,0,0,0,0,1
"MTND6P12",0,0,0,0,0,0,1
"MTND6P13",0,0,0,0,0,0,1
"MTND6P14",0,0,0,0,0,0,1
"MTND6P15",0,0,0,0,0,0,1
"MTND6P16",0,0,0,0,0,0,1
"MTND6P17",0,0,0,0,0,0,1
"MTND6P18",0,0,0,0,0,0,1
"MTND6P19",0,0,0,0,0,0,1
"MTND6P2",0,0,0,0,0,0,1
"MTND6P20",0,0,0,0,0,0,1
"MTND6P21",0,0,0,0,0,0,1
"MTND6P3",0,0,0,0,0,0,1
"MTND6P4",622.56668,622.56668,828.3749,3489.33604,861.28593,1726.33229,0.360999839816576
"MTND6P5",0,0,0,0.4145,0,0.138166666666667,0.878605945233563
