"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"RALGAPA1",22.3447,22.3447,7.961111,23.38137,10.270692,13.8710576666667,358,321,379,1.56980764403375
"RALGAPA2",6.82755,6.82755,3.106376,3.051008,3.428963,3.195449,322,242,277,1.86572402620077
"RALGAPB",6.02066,6.02066,10.590768,10.312944,9.998398,10.3007033333333,1072,886,886,0.62125867681982
"RALGDS",198.77473,198.77473,251.850556,123.51641,212.71722,196.028062,2034,1328,1820,1.01394049138036
"RALGPS1",49.90317,49.90317,9.416828,5.562358,8.367771,7.782319,406,226,341,5.79609668015931
"RALGPS2",1.83102,1.83102,3.263666,6.259214,3.413593,4.31215766666667,339,334,280,0.532932224087475
"RALY",286.16734,286.16734,77.01326,80.792751,83.660293,80.488768,887,743,787,3.5240113091414
"RALYL",29.48259,29.48259,4.120963,4.06861,4.612144,4.267239,91,71,95,5.78720464364727
"RAMP1",191.35754,191.35754,0.315707,1.185995,0.368408,0.62337,3,9,3,118.492728090331
"RAMP2",53.25487,53.25487,1.680095,1.143938,2.017741,1.61392466666667,12,7,11,20.7560954957386
"RAMP3",118.70622,118.70622,0.202796,0,0.189149,0.130648333333333,2,0,3,105.873963168624
"RAN",120.66138,120.66138,231.414396,280.723132,263.843294,258.660274,2160,1974,2058,0.468540597781238
"RANBP1",104.64768,104.64768,107.63007,157.11335,105.552068,123.431829333333,496,558,447,0.849040639891152
"RANBP10",7.47927,7.47927,8.691349,7.335466,8.509497,8.17877066666667,540,404,482,0.923791464884622
"RANBP17",24.39297,24.39297,6.724322,12.295877,4.631367,7.88385533333333,124,118,107,2.85832772453221
"RANBP2",6.4241,6.4241,10.094892,10.867835,8.085679,9.682802,1574,1603,1346,0.694958120538039
"RANBP3",106.75802,106.75802,50.535868,47.257997,42.282952,46.6922723333333,595,481,489,2.25944402998565
"RANBP3L",3.87929,3.87929,0.097166,0.304718,0.135774,0.179219333333333,4,16,8,4.13772897210527
"RANBP6",5.86548,5.86548,8.295027,9.812996,8.663647,8.92389,587,503,548,0.691813391724414
"RANBP9",22.03436,22.03436,15.300833,18.654515,18.251392,17.4022466666667,561,481,508,1.25171455514309
"RANGAP1",139.62335,139.62335,38.599194,37.160301,34.36226,36.7072516666667,1077,777,904,3.72934498761976
"RANGRF",25.32399,25.32399,14.388603,15.089352,15.353466,14.943807,152,107,149,1.65104795862117
"RANP9",0,0,0,0,0,0,0,0,0,1
"RAP1A",157.93359,157.93359,24.027236,19.064271,25.731744,22.9410836666667,619,436,510,6.6385294923506
"RAP1B",51.54798,51.54798,82.13443,106.617972,75.241543,87.9979816666667,1223,1315,1242,0.59044013151684
"RAP1GAP",28.08605,28.08605,9.72882,8.302495,8.914792,8.98203566666667,389,331,339,2.91383951843891
"RAP1GAP2",3.78619,3.78619,9.993457,4.068438,12.901454,8.987783,480,245,429,0.479204444069319
"RAP1GDS1",193.03339,193.03339,22.193197,21.847517,20.605519,21.5487443333333,775,555,788,8.60506408390841
"RAP2A",48.72386,48.72386,10.995206,12.27778,10.521483,11.264823,885,769,742,4.05418488305946
"RAP2B",6.48617,6.48617,2.206554,2.781261,2.222896,2.40357033333333,287,291,256,2.19950500998412
"RAP2C",24.92055,24.92055,22.798246,20.583148,21.910745,21.7640463333333,408,421,355,1.13866180117744
"RAPGEF1",18.40334,18.40334,13.380609,17.167724,15.146108,15.2314803333333,795,589,636,1.19541407200875
"RAPGEF2",23.71021,23.71021,9.971312,23.136807,8.077018,13.728379,623,646,482,1.67772773908113
"RAPGEF3",62.06861,62.06861,0.643512,0.792766,0.693916,0.710064666666667,34,39,27,36.8808333563994
"RAPGEF4",43.44803,43.44803,26.960243,19.204693,24.991872,23.718936,754,518,643,1.79813686155424
"RAPGEF5",97.01324,97.01324,0.630931,0.614931,0.69461,0.646824,48,33,35,59.5165239272685
"RAPGEF6",47.20318,47.20318,8.971866,6.947997,8.023615,7.98115933333333,795,484,756,5.36714450896057
"RAPGEFL1",11.29649,11.29649,14.745762,11.646607,12.000776,12.797715,391,216,350,0.891197564234368
"RAPH1",3.10343,3.10343,5.982046,7.331247,5.09025,6.13451433333333,823,832,676,0.575151973670901
"RAPSN",1.79999,1.79999,0.487084,0.126402,0.112955,0.242147,5,2,2,2.25415349391014
"RARA",6.88962,6.88962,16.426241,28.563419,17.661044,20.883568,450,516,427,0.360527131590242
"RARB",6.02066,6.02066,0.263995,0.363077,0.266633,0.297901666666667,10,5,9,5.40923875845756
"RARG",6.17583,6.17583,3.312033,7.395544,3.049247,4.585608,93,112,69,1.28469989301075
"RARRES1",14.33785,14.33785,1.035374,28.212778,17.469903,15.572685,7,9,12,0.925489744118108
"RARRES2",113.64763,113.64763,0.853513,1.192299,0.655801,0.900537666666667,5,7,3,60.323787321237
"RARS2",17.0999,17.0999,26.509821,35.740574,31.615495,31.28863,543,517,560,0.560565747137615
"RASA1",9.46546,9.46546,10.522804,10.763805,10.550857,10.6124886666667,571,540,553,0.90122456093678
"RASA2",4.06549,4.06549,4.262081,5.836871,4.369052,4.822668,321,239,243,0.869960299986192
"RASA3",19.89299,19.89299,13.758322,14.67619,11.79321,13.4092406666667,876,767,686,1.44997161775029
"RASA4",23.98952,23.98952,10.149357,8.595221,9.421719,9.38876566666667,219,174,204,2.4054368730427
"RASA4B",2.82412,2.82412,2.946614,1.648915,2.588746,2.39475833333333,172,108,144,1.12647782979152
"RASAL1",8.16202,8.16202,0.092777,0.076248,0.019192,0.062739,4,2,1,8.62113839804505
"RASAL2",4.37584,4.37584,5.435405,8.234542,6.045751,6.57189933333333,897,955,814,0.70997246045444
"RASAL3",5.64824,5.64824,0,0.065124,0.02553,0.030218,0,1,1,6.453236111192
"RASD1",14.18268,14.18268,0.564129,0.253609,0.703839,0.507192333333333,14,5,15,10.0734854233379
"RASD2",6.36203,6.36203,0,0.049164,0,0.016388,0,2,0,7.24332636748958
"RASEF",1.33448,1.33448,0.132614,0.421588,0.055054,0.203085333333333,11,10,4,1.94041098774928
"RASGEF1A",6.2379,6.2379,0.310647,0.292316,0.529248,0.377403666666667,12,9,19,5.25474134791278
"RASGEF1B",5.15169,5.15169,0.889686,1.054408,1.701618,1.21523733333333,29,9,23,2.77698913224046
"RASGEF1C",13.90337,13.90337,9.362177,7.641964,7.552254,8.185465,132,96,128,1.62249488730293
"RASGRF1",60.61,60.61,0.039927,0.072986,0.103765,0.072226,4,3,6,57.4599011775503
"RASGRF2",28.95501,28.95501,0.242278,0.224441,0.261207,0.242642,23,20,23,24.1059049991872
"RASGRP1",2.14137,2.14137,0.44684,0.499852,0.472497,0.473063,18,14,11,2.13254287155403
"RASGRP2",21.1654,21.1654,3.90753,3.274069,4.639344,3.94031433333333,59,51,44,4.48663759114383
"RASGRP3",93.32016,93.32016,1.416259,1.251411,0.529836,1.06583533333333,20,15,9,45.6571530547933
"RASGRP4",4.22067,4.22067,0.370249,0.418009,0.83099,0.539749333333333,11,15,20,3.39059734398326
"RASIP1",5.86548,5.86548,0.230594,0.42382,0.088574,0.247662666666667,4,11,3,5.50267326531637
"RASL10A",3.2586,3.2586,1.782173,0.879538,1.342075,1.33459533333333,10,5,8,1.82412769322192
"RASL10B",9.74477,9.74477,2.827832,3.006401,3.970659,3.26829733333333,104,86,102,2.51734337158017
"RASL11A",13.09648,13.09648,1.855488,0.896397,1.631906,1.46126366666667,14,7,12,5.72733437335916
"RASL11B",0.83793,0.83793,0.994803,4.202173,1.572349,2.25644166666667,26,93,35,0.564398256788468
"RASL12",13.99647,13.99647,0.244693,1.123408,0.182256,0.516785666666667,8,34,6,9.88700666782848
"RASSF1",28.48949,28.48949,10.599111,13.002372,10.62631,11.4092643333333,268,265,236,2.37640920588551
"RASSF10",0.12414,0.12414,0.048096,0.15333,0.140883,0.114103,2,5,5,1.00900904135435
"RASSF2",285.20528,285.20528,2.7493,2.128777,2.540039,2.47270533333333,233,144,188,82.415653655613
"RASSF3",43.35493,43.35493,2.407707,4.622667,2.261281,3.09721833333333,121,190,106,10.8256203090633
"RASSF4",53.96866,53.96866,612.943352,708.082872,517.934579,612.986934333333,10620,10400,8376,0.0895274099923396
"RASSF5",4.2517,4.2517,3.196714,2.986328,3.480636,3.221226,162,117,169,1.24411723039705
"RASSF6",0.37241,0.37241,0.522712,0.814621,0.571938,0.636423666666667,4,5,4,0.838664233447288
"RASSF7",11.94821,11.94821,4.927225,4.60888,8.902981,6.146362,55,55,63,1.81186035636034
"RASSF8",31.49982,31.49982,4.796932,12.299956,4.902475,7.333121,359,626,329,3.90007777398168
"RASSF9",0.0931,0.0931,0.062238,0.155521,0.042498,0.0867523333333333,5,10,3,1.00584095057537
"RAVER1",15.20681,15.20681,14.696168,17.725452,11.310702,14.5774406666667,273,238,228,1.04040261470423
"RAVER2",5.2448,5.2448,3.678251,4.052178,3.354453,3.69496066666667,243,215,196,1.33010698989172
"RAX",0,0,0,0,0,0,0,0,0,1
"RAX2",0,0,0.033383,0.086955,0,0.0401126666666667,1,2,0,0.961434306155295
"RB1",15.42405,15.42405,23.985202,29.079381,27.237791,26.767458,746,817,675,0.591485543977414
"RB1CC1",13.87234,13.87234,19.831283,22.515363,24.227548,22.191398,720,734,656,0.641286911638531
"RBAK",7.29306,7.29306,3.338913,4.049761,2.781367,3.39001366666667,293,289,231,1.88907384570785
"RBBP4",45.37216,45.37216,69.855638,70.914984,74.172088,71.64757,2124,1966,1985,0.638316739293551
"RBBP4P2",0,0,0,0,0.077407,0.0258023333333333,0,0,1,0.974846680988248
"RBBP4P3",0,0,0,0,0,0,0,0,0,1
"RBBP4P4",0,0,0,0,0,0,0,0,0,1
"RBBP5",6.20686,6.20686,4.444352,9.509657,4.2497,6.067903,298,253,254,1.01966028679228
"RBBP6",18.993,18.993,12.322545,14.717788,11.386372,12.8089016666667,745,641,632,1.4478341929439
"RBBP7",120.07173,120.07173,132.027374,152.657358,131.413111,138.699281,728,539,674,0.866659650166703
"RBBP8",10.11718,10.11718,2.896031,3.977972,4.529977,3.80132666666667,74,106,101,2.31543920499751
"RBBP8P1",0,0,0,0,0,0,0,0,0,1
"RBBP9",10.42753,10.42753,5.437713,6.022792,5.334976,5.59849366666667,267,248,224,1.73183920107827
"RBCK1",91.61327,91.61327,52.186016,45.646737,45.699146,47.8439663333333,725,479,569,1.89610461541893
"RBFA",11.54476,11.54476,10.148368,11.810899,11.101257,11.0201746666667,244,190,212,1.04364207242246
"RBFOX1",36.77565,36.77565,59.592536,34.322095,40.141422,44.685351,1318,699,1176,0.82686570581454
"RBFOX2",19.45851,19.45851,45.336568,46.251023,36.142896,42.576829,4034,2917,3090,0.46948138424666
"RBFOX3",26.5033,26.5033,3.176343,4.547978,4.536671,4.08699733333333,85,88,113,5.40658824799856
"RBKS",4.00343,4.00343,0.975959,0.677504,1.102363,0.918608666666667,17,12,12,2.60784290560556
"RBL1",1.33448,1.33448,0.475318,1.623265,0.543016,0.880533,36,69,42,1.24139273280501
"RBL2",23.18263,23.18263,13.775624,18.250361,13.616945,15.21431,613,635,550,1.49143750181167
"RBM10",27.86881,27.86881,22.583671,23.64322,19.071626,21.7661723333333,711,581,566,1.26805725518169
"RBM11",29.88604,29.88604,1.172642,0.930946,2.256559,1.45338233333333,21,18,25,12.5891670370171
"RBM12",15.39302,15.39302,19.345958,25.1212,16.324306,20.2638213333333,980,981,910,0.770934807202418
"RBM12B",4.40687,4.40687,4.261588,6.304567,3.000528,4.52222766666667,216,237,180,0.979110302285617
"RBM14",24.20676,24.20676,18.750979,17.42038,14.766418,16.979259,440,330,369,1.40199103867406
"RBM15",1.30344,1.30344,1.54334,1.831951,1.298584,1.55795833333333,81,80,63,0.900499421739343
"RBM15B",5.05859,5.05859,6.592205,7.285785,6.626265,6.83475166666667,665,583,581,0.773297005159279
"RBM17",73.272,73.272,54.357416,56.813727,46.488644,52.5532623333333,689,537,542,1.38688096231573
"RBM18",8.90685,8.90685,5.761391,9.947085,9.529945,8.412807,338,304,313,1.05248625622516
"RBM19",48.35145,48.35145,10.51193,18.402359,16.217491,15.0439266666667,558,450,442,3.07602066659492
"RBM20",0.62069,0.62069,0.368129,0.24244,0.369859,0.326809333333333,13,13,10,1.2214942714703
"RBM22",23.61711,23.61711,17.989772,21.714576,19.949768,19.8847053333333,440,379,434,1.17871473918808
"RBM22P1",0,0,0,0,0,0,0,0,0,1
"RBM22P3",0,0,0,0,0,0,0,0,0,1
"RBM22P6",0,0,0,0,0,0,0,0,0,1
"RBM22P7",0,0,0,0,0,0,0,0,0,1
"RBM23",37.76875,37.76875,61.817421,69.372704,78.102054,69.7640596666667,615,475,590,0.547859325519477
"RBM24",3.32067,3.32067,0.935157,2.132142,2.348431,1.80524333333333,21,43,27,1.54021219787232
"RBM25",28.92397,28.92397,36.643897,38.102368,36.434226,37.0601636666667,1879,1679,1578,0.786228095656026
"RBM26",26.93778,26.93778,15.239108,16.752049,15.139927,15.7103613333333,891,779,769,1.67188365605659
"RBM27",2.94826,2.94826,5.967424,8.463909,5.162386,6.53123966666667,382,358,296,0.524251009760721
"RBM28",8.96891,8.96891,26.964857,24.586149,22.055611,24.535539,753,557,631,0.390393560911324
"RBM3",79.35472,79.35472,186.341304,166.350579,190.036768,180.909550333333,3132,2360,2844,0.441728979334823
"RBM33",13.71716,13.71716,14.330529,21.570669,13.51687,16.4726893333333,1221,973,1065,0.842295065129069
"RBM34",75.41337,75.41337,45.038517,45.689653,53.36948,48.03255,300,258,303,1.55842129361006
"RBM38",13.22061,13.22061,4.499236,4.982771,4.629391,4.70379933333333,133,123,132,2.4931820298961
"RBM39",268.7571,268.7571,234.923189,283.630783,242.04572,253.533230666667,2627,2546,2459,1.05981093035852
"RBM4",27.52743,27.52743,72.61821,70.242881,64.248185,69.0364253333333,1318,1111,1141,0.407322759038968
"RBM41",5.18273,5.18273,3.860346,3.695086,4.48178,4.012404,91,112,81,1.23348596801056
"RBM42",86.39951,86.39951,19.11974,18.93306,20.597992,19.550264,340,257,294,4.25296288164473
"RBM43",2.23447,2.23447,1.351677,0.864886,1.665106,1.29388966666667,86,44,84,1.41003730345066
"RBM44",0.12414,0.12414,0.155598,0.190125,0.058155,0.134626,5,2,1,0.99075818816068
"RBM45",12.25855,12.25855,5.621439,7.67249,10.482222,7.92538366666667,122,95,132,1.48548796277702
"RBM46",0.06207,0.06207,0,0,0.03463,0.0115433333333333,0,0,1,1.04995007628607
"RBM47",8.53443,8.53443,0.168806,0.308172,0.438393,0.305123666666667,11,8,14,7.30538434288858
"RBM48",12.04131,12.04131,2.445211,2.19151,3.117365,2.58469533333333,131,112,130,3.63805255044455
"RBM4B",21.01023,21.01023,30.646859,19.314905,33.16896,27.7102413333333,400,317,348,0.766633402501063
"RBM5",93.32016,93.32016,235.568574,232.444187,213.329479,227.11408,3423,2838,2738,0.413478028186599
"RBM6",158.95772,158.95772,111.646465,131.853111,115.219802,119.573126,1781,1563,1612,1.32664487773171
"RBM7",8.75167,8.75167,18.69055,20.503399,17.152937,18.7822953333333,326,291,277,0.492949368902018
"RBM8A",40.15839,40.15839,70.118901,70.803211,59.546611,66.8229076666667,1373,1121,1290,0.60685086228216
"RBMS1",11.20338,11.20338,40.643771,35.794879,33.282026,36.5735586666667,1472,1352,1412,0.324786377256999
"RBMS2",5.08963,5.08963,82.602975,111.603283,116.364469,103.523575666667,823,871,712,0.0582608273890311
"RBMS3",34.66532,34.66532,6.707996,9.024953,6.293962,7.34230366666667,435,472,334,4.27523636456772
"RBMX",96.11325,96.11325,94.475708,108.246249,88.505505,97.0758206666667,2439,2241,2076,0.990185443668749
"RBMX2",13.90337,13.90337,20.619061,9.846357,17.857277,16.107565,200,128,172,0.871156707573521
"RBMX2P1",0,0,0,0,0,0,0,0,0,1
"RBMXL1",6.76548,6.76548,4.8932,6.587988,5.138663,5.53995033333333,195,186,187,1.1873912803925
"RBMXL2",0,0,0,0,0,0,0,0,0,1
"RBMXL3",0,0,0,0.023472,0,0.007824,0,1,0,0.99223673974821
"RBMY1A1",0,0,0,0,0,0,0,0,0,1
"RBMY1B",0,0,0,0,0,0,0,0,0,1
"RBMY1D",0,0,0,0,0,0,0,0,0,1
"RBMY1E",0,0,0,0,0,0,0,0,0,1
"RBMY1F",0,0,0,0,0,0,0,0,0,1
"RBMY1HP",0,0,0,0,0,0,0,0,0,1
"RBMY1J",0,0,0,0,0,0,0,0,0,1
"RBMY1KP",0,0,0,0,0,0,0,0,0,1
"RBMY2FP",0,0,0,0,0,0,0,0,0,1
"RBMY2GP",0,0,0,0,0,0,0,0,0,1
"RBMY2JP",0,0,0,0,0,0,0,0,0,1
"RBMY2KP",0,0,0,0,0,0,0,0,0,1
"RBMY2OP",0,0,0,0,0,0,0,0,0,1
"RBMY2TP",0,0,0,0,0,0,0,0,0,1
"RBMY2WP",0,0,0,0,0,0,0,0,0,1
"RBMY2XP",0,0,0,0,0,0,0,0,0,1
"RBMY2YP",0,0,0,0,0,0,0,0,0,1
"RBP1",116.8752,116.8752,55.274231,43.898353,65.646515,54.9396996666667,267,178,291,2.10718328311368
"RBP2",0.34138,0.34138,0.136839,0.169505,0,0.102114666666667,1,1,0,1.21709658765089
"RBP3",0.27931,0.27931,0,0,0,0,0,0,0,1.27931
"RBP4",16.75853,16.75853,0,0.131765,0.480557,0.204107333333333,0,1,4,14.7482948640791
"RBP5",0.80689,0.80689,2.560629,1.204486,1.127189,1.630768,15,6,9,0.686829853487651
"RBP7",32.95843,32.95843,0.200822,0.124098,0.226111,0.183677,2,1,2,28.688932876114
"RBPJ",54.21693,54.21693,24.864167,31.740743,19.894488,25.4997993333333,1235,1018,1140,2.08367351410636
"RBPJL",0.12414,0.12414,0,0,0.098098,0.0326993333333333,0,0,2,1.0885452945646
"RBPMS",72.46511,72.46511,20.723525,21.362606,13.519617,18.5352493333333,187,242,170,3.760643580558
"RBPMS2",7.60341,7.60341,0.439929,2.487816,1.041352,1.32303233333333,11,52,23,3.70352572219902
"RBX1",46.02388,46.02388,21.657536,22.843095,27.925466,24.1420323333333,316,254,350,1.8703293105568
"RC3H1",1.95516,1.95516,4.118716,3.58207,3.106767,3.60251766666667,514,492,469,0.642074667393998
"RC3H2",9.5896,9.5896,8.148146,11.944877,7.270671,9.12123133333333,858,955,730,1.04627585826678
"RCAN1",148.68536,148.68536,66.788281,108.765955,96.90234,90.8188586666667,2182,2854,2691,1.63022457666794
"RCAN2",167.52319,167.52319,22.707628,23.061217,23.585103,23.1179826666667,1079,883,1004,6.98744966895241
"RCAN3",8.06892,8.06892,2.230201,2.262679,1.781009,2.09129633333333,182,139,167,2.9336948070006
"RCBTB1",31.46879,31.46879,12.619061,13.347981,12.346458,12.7711666666667,589,418,492,2.35773705931475
"RCBTB2",22.77918,22.77918,6.622881,7.59189,7.928875,7.38121533333333,307,210,237,2.83719950559278
"RCC1",5.21376,5.21376,8.473121,14.596772,12.91644,11.9954443333333,252,267,248,0.478149099070179
"RCC2",17.03783,17.03783,42.213645,45.430436,36.221547,41.2885426666667,2408,1953,1909,0.426541773789194
"RCC2P1",0,0,0,0,0,0,0,0,0,1
"RCC2P2",0,0,0,0,0,0,0,0,0,1
"RCC2P4",0,0,0,0,0,0,0,0,0,1
"RCC2P5",0,0,0,0,0,0,0,0,0,1
"RCC2P8",0,0,0,0,0,0,0,0,0,1
"RCCD1",4.96549,4.96549,12.458512,3.971319,3.893522,6.774451,144,96,107,0.767319776020198
"RCE1",10.55166,10.55166,20.21121,8.673695,20.58257,16.4891583333333,174,123,132,0.660504055131298
"RCHY1",18.40334,18.40334,13.036957,14.014008,9.341227,12.1307306666667,221,177,184,1.4777045156563
"RCL1",7.54134,7.54134,5.125296,7.940697,7.687681,6.91789133333333,107,125,109,1.07873922998185
"RCN1",26.62744,26.62744,418.395899,370.86749,506.13307,431.798819666667,8551,6494,8487,0.0638343700227235
"RCN2",34.04463,34.04463,90.775879,121.03948,97.886021,103.233793333333,1651,1658,1417,0.336211787744589
"RCN3",11.5758,11.5758,424.450288,666.875181,453.169945,514.831804666667,934,1266,935,0.0243796522165332
"RCOR1",7.10686,7.10686,7.796442,14.396644,10.965163,11.0527496666667,352,419,301,0.672614981992076
"RCOR2",9.34133,9.34133,16.621693,15.958743,14.688718,15.7563846666667,400,236,300,0.617157591313353
"RCOR3",27.27916,27.27916,23.807744,27.290763,20.810977,23.969828,588,501,538,1.13253323170668
"RCSD1",24.5171,24.5171,0.688117,1.014348,0.618344,0.773603,17,13,9,14.3871542842451
"RCVRN",0,0,5.006045,2.642947,4.464203,4.03773166666667,63,26,50,0.198502037457996
"RD3",0.06207,0.06207,0.062534,0.029666,0.078529,0.0569096666666667,3,1,3,1.00488247339965
"RD3L",0,0,0,0,0,0,0,0,0,1
"RDH10",5.36894,5.36894,37.352571,39.768279,43.875948,40.332266,891,791,899,0.154091237097913
"RDH11",52.04453,52.04453,39.529652,42.184739,39.409466,40.374619,1082,936,960,1.28205482689762
"RDH12",0.34138,0.34138,0.489975,0.139286,0.170777,0.266679333333333,13,3,4,1.05897362079011
"RDH13",14.61716,14.61716,21.49893,7.940945,7.512155,12.3173433333333,208,114,148,1.17269335250299
"RDH14",11.85511,11.85511,9.294895,8.432468,9.885227,9.20419666666667,109,95,104,1.25978657800598
"RDH16",1.05517,1.05517,0.163095,0.28394,0.09276,0.179931666666667,8,11,4,1.74177035675795
"RDH5",9.31029,9.31029,7.218753,4.62878,8.721079,6.856204,66,31,59,1.31237554421957
"RDH8",0.12414,0.12414,0.924187,0.886522,0.59632,0.802343,7,4,6,0.623710359237947
"RDM1",0,0,0.420786,0.743963,0.330616,0.498455,4,5,2,0.667354041329236
"RDX",73.98579,73.98579,100.349559,121.591536,116.802896,112.914663666667,2285,1949,2117,0.658262839799281
"REC8",43.26182,43.26182,19.298637,30.919086,23.96055,24.726091,280,301,255,1.72050312657294
"RECK",3.56895,3.56895,6.414475,7.618475,7.190535,7.074495,363,352,351,0.565849628986085
"RECQL",9.83788,9.83788,15.708426,23.045525,18.912648,19.2221996666667,743,912,760,0.535939718658038
"RECQL4",7.72754,7.72754,29.339743,38.959591,19.051569,29.1169676666667,281,222,174,0.289788138586728
"RECQL5",28.5826,28.5826,35.741703,21.006179,31.091469,29.2797836666667,413,276,345,0.97697527583613
"REEP1",5.95859,5.95859,36.455761,24.371754,45.486905,35.43814,2087,1112,2322,0.190969956205229
"REEP2",45.96181,45.96181,53.998187,32.218599,46.339065,44.1852836666667,755,426,666,1.03931648070285
"REEP3",38.32737,38.32737,26.724935,34.306776,21.394552,27.475421,1015,1157,892,1.38109880798602
"REEP4",19.48954,19.48954,10.162981,12.210144,10.267672,10.8802656666667,155,168,148,1.72467018624752
"REEP5",92.20293,92.20293,42.69878,45.391004,46.309697,44.799827,1328,1074,1342,2.03500615842938
"REEP6",18.65162,18.65162,5.570121,2.746301,5.20983,4.50875066666667,70,31,62,3.56734606249499
"REG1A",1.58275,1.58275,0,0,0,0,0,0,0,2.58275
"REG1B",0.43448,0.43448,0,0,0,0,0,0,0,1.43448
"REG3A",0.46551,0.46551,0,0,0,0,0,0,0,1.46551
"REG3G",0,0,0,0,0,0,0,0,0,1
"REG4",0.43448,0.43448,0,0,0,0,0,0,0,1.43448
"REL",1.55172,1.55172,0.428814,0.570104,0.181804,0.393574,38,54,23,1.8310617161342
"RELA",40.93425,40.93425,53.538579,54.3373,80.297428,62.7244356666667,551,479,517,0.658056043357559
"RELB",6.08272,6.08272,3.124476,2.926039,5.111139,3.72055133333333,51,42,55,1.5004010124806
"RELL1",16.66542,16.66542,2.387717,1.169272,2.088709,1.88189933333333,130,51,101,6.12978385319497
"RELL2",8.87581,8.87581,8.01999,5.120417,6.836029,6.658812,175,113,126,1.28947022070786
"RELN",11.6689,11.6689,116.661795,49.079088,122.320261,96.0203813333333,8794,3711,6747,0.13057977948441
"RELT",8.00685,8.00685,3.717199,4.285918,2.495005,3.499374,152,111,100,2.00180069494112
"REM1",0.43448,0.43448,0,0,0,0,0,0,0,1.43448
"REM2",1.27241,1.27241,0.152572,0.339979,0.356352,0.282967666666667,4,7,8,1.77121377182018
"REN",0,0,0,0,0,0,0,0,0,1
"RENBP",48.9411,48.9411,22.73932,15.538725,19.843514,19.373853,191,129,156,2.4512349235071
"REP15",2.73102,2.73102,1.661678,0.943212,1.011703,1.205531,24,11,13,1.69166518176348
"REPIN1",57.81691,57.81691,37.694201,32.193272,33.120444,34.3359723333333,885,565,687,1.66450520860626
"REPS1",33.82739,33.82739,49.319096,43.030586,57.952252,50.1006446666667,346,254,304,0.681545022126074
"REPS2",27.74467,27.74467,0.292348,0.458285,0.393796,0.381476333333333,21,23,30,20.8072113190985
"RER1",65.10998,65.10998,94.878094,101.71381,102.435169,99.675691,1651,1401,1557,0.656662788636832
"RERE",83.32711,83.32711,88.989809,117.201624,87.590859,97.9274306666667,2183,1775,1773,0.852413829326448
"RERG",15.85853,15.85853,3.20407,5.769666,3.684326,4.219354,93,92,68,3.23000317663833
"RERGL",27.31019,27.31019,0.177587,0,0.199021,0.125536,2,0,1,25.1526295027436
"RESP18",1.27241,1.27241,0,0,0,0,0,0,0,2.27241
"REST",2.88619,2.88619,6.431291,9.002668,5.584659,7.006206,621,698,495,0.48539720311968
"RET",0.77586,0.77586,23.356536,10.832343,23.134245,19.107708,1612,637,1409,0.0883173756054146
"RETN",0.86896,0.86896,0,0,0,0,0,0,0,1.86896
"RETNLB",0,0,0,0,0,0,0,0,0,1
"RETSAT",40.77908,40.77908,21.496822,19.891061,14.151855,18.513246,625,412,411,2.14106253772437
"REV1",17.93783,17.93783,30.701796,32.339484,28.416929,30.4860696666667,429,374,343,0.601466940792833
"REV3L",20.01713,20.01713,14.343124,14.430394,13.047915,13.9404776666667,483,399,390,1.40672410005276
"REXO1",65.01687,65.01687,83.331303,76.680336,69.282905,76.4315146666667,495,331,407,0.85258399353538
"REXO1L2P",0,0,0,0,0,0,0,0,0,1
"REXO2",55.64451,55.64451,74.475785,88.537081,77.8046,80.2724886666667,453,488,496,0.696970290061172
"REXO4",18.27921,18.27921,6.161449,8.530128,7.141823,7.2778,191,210,192,2.32902582811858
"RFC1",28.52053,28.52053,23.023824,25.981288,15.240286,21.4151326666667,382,349,334,1.31699108985867
"RFC2",24.48607,24.48607,16.291019,11.795267,10.651518,12.9126013333333,122,99,108,1.83186949653604
"RFC3",3.56895,3.56895,6.915955,11.160377,6.502269,8.192867,216,272,174,0.497010345086032
"RFC4",10.11718,10.11718,21.629121,24.651581,23.887415,23.3893723333333,148,124,136,0.455820668447707
"RFC5",7.13789,7.13789,9.676966,13.896392,7.862916,10.478758,128,170,113,0.708952135762423
"RFESD",2.42068,2.42068,0.292891,1.239741,0.317217,0.616616333333333,11,11,7,2.1159504141263
"RFFL",77.33749,77.33749,13.136451,10.824931,9.768765,11.2433823333333,257,183,209,6.39835364666523
"RFK",7.16892,7.16892,12.326265,12.148715,9.669953,11.3816443333333,287,208,192,0.659760511615407
"RFNG",48.01007,48.01007,59.414732,57.561571,59.869945,58.9487493333333,522,399,449,0.817532818366052
"RFPL1",5.98962,5.98962,0,0.068283,0.058623,0.042302,0,1,1,6.70594510995853
"RFPL2",1.0862,1.0862,1.339954,0.46318,0.891012,0.898048666666667,33,8,17,1.09912882458581
"RFPL3",0,0,0,0.176919,0,0.058973,0,2,0,0.944311139188629
"RFPL4A",0,0,0,0,0,0,0,0,0,1
"RFPL4B",0,0,0,0.093137,0.084741,0.0592926666666667,0,2,2,0.944026170922861
