"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"CDHR1","Cdhr1",0,0.007477,0,0,1,0,0.00249233333333333,10.781164,12.125202,10.322208,618,471,589,6.574729,0.132346957011047
"CDHR2","Cdhr2",0,0,0,0,0,0,0,7.717222,2.869896,4.555832,56,18,43,0.995578333333333,0.50110786597369
"CDHR3","Cdhr3",0.280018,0.183988,0.116715,6,4,2,0.193573666666667,8.79188,12.533611,6.455997,115,139,99,22.0330253333333,0.0518200995914909
"CDHR5","Cdhr5",0,0,0,0,0,0,0,0.993773,0.105081,0.129468,8,4,5,60.472448,0.0162674504194139
"CDIP1","Cdip1",9.340958,8.312057,10.481955,620,520,515,9.37832333333333,23.472414,19.381763,28.569162,382,279,341,148.437050333333,0.0694494659134633
"CDIPT","Cdipt",7.660261,9.705931,10.906894,258,258,208,9.424362,32.975,26.833984,37.736824,542,405,541,5.95226466666667,1.49941961358011
"CDK1","Cdk1",1.125181,0.863727,0.302887,13,12,4,0.763931666666667,2.146061,8.401667,2.158437,28,121,22,60.0272796666667,0.0289039864844268
"CDK10","Cdk10",2.847059,4.111337,2.860115,107,89,80,3.272837,69.907891,91.723382,71.271894,925,686,732,0,4.272837
"CDK11B","Cdk11b",9.365645,8.813717,7.487436,506,451,324,8.55559933333333,14.804541,14.81975,13.818631,454,419,438,18.0609463333333,0.50131820142753
"CDK12","Cdk12",1.90649,1.436257,1.636598,196,206,187,1.65978166666667,16.740817,21.879808,12.710861,822,773,658,0,2.65978166666667
"CDK13","Cdk13",3.295506,2.485406,4.184915,338,295,288,3.32194233333333,16.054104,22.55869,15.158846,835,811,724,0.451904666666667,2.97673974921218
"CDK14","Cdk14",1.770778,0.938185,0.625323,97,64,54,1.11142866666667,12.284286,8.95176,12.233835,191,241,202,53.7386533333333,0.0385729011966925
"CDK15","Cdk15",0.088647,0.052034,0.021663,5,3,1,0.0541146666666667,0.913274,1.540735,1.119335,14,21,20,113.577994,0.00919997488057494
"CDK16","Cdk16",19.987013,24.737754,30.72689,1259,1200,1074,25.1505523333333,101.850014,99.368936,101.970902,1337,1119,1201,2101.78750833333,0.0124361364282881
"CDK17","Cdk17",3.7236,4.687262,7.901835,195,166,147,5.43756566666667,20.92394,18.010016,16.323197,488,413,401,5.15697,1.04557366150341
"CDK18","Cdk18",5.13377,6.977503,5.848967,230,237,189,5.98674666666667,66.770586,64.245332,60.21541,1411,977,1318,43.9406583333333,0.155466050693887
"CDK19","Cdk19",1.629564,1.515927,1.85877,309,227,227,1.668087,5.075191,6.769405,4.591481,364,327,274,24.484767,0.104693403710538
"CDK2","Cdk2",2.746478,2.030904,1.943793,125,85,77,2.24039166666667,75.089343,133.069041,76.037344,992,1307,879,5.31401466666667,0.513206230541963
"CDK20","Cdk20",0.634683,0.43393,0.776379,30,23,16,0.614997333333333,3.890984,3.855687,4.715317,166,118,157,4.89987166666667,0.273734315689918
"CDK2AP1","Cdk2ap1",27.837227,28.955028,31.505939,638,599,517,29.4327313333333,83.325107,114.89252,83.718583,1198,1192,1121,0.678504,18.1308661363532
"CDK2AP2","Cdk2ap2",5.086814,4.406205,6.028973,134,113,110,5.17399733333333,12.287631,15.432589,14.692146,145,145,151,107.875624,0.0567068835659057
"CDK3","Cdk3",0.026763,0.104238,0,1,1,0,0.043667,6.47702,5.873313,7.10384,84,65,89,55.987448,0.0183139802996618
"CDK4","Cdk4",18.341766,22.135018,22.719861,277,318,272,21.0655483333333,176.76366,161.99269,175.915793,1370,1018,1351,30.3338363333333,0.704208322868519
"CDK5","Cdk5",4.10225,6.948393,6.735762,117,156,121,5.92880166666667,18.106587,13.532527,16.617077,215,138,186,0.141746333333333,6.0685998845628
"CDK5R1","Cdk5r1",0.051231,0.037358,0.114134,7,5,9,0.0675743333333333,10.700994,9.709041,10.273824,537,362,489,43.307065,0.0240949007417515
"CDK5R2","Cdk5r2",0,0,0,0,0,0,0,4.491356,3.105354,5.301129,150,79,147,8.03984366666667,0.110621382058561
"CDK5RAP1","Cdk5rap1",2.488469,2.989717,4.639987,112,112,87,3.37272433333333,26.075641,28.132447,22.880315,378,300,294,76.9283336666667,0.0561121241477763
"CDK5RAP2","Cdk5rap2",0.461778,0.530355,0.637335,104,101,75,0.543156,35.547906,45.227433,29.187574,1028,858,719,14.0209593333333,0.102733518263081
"CDK5RAP3","Cdk5rap3",4.135276,3.258803,4.310284,164,141,129,3.90145433333333,157.013768,112.221341,122.096492,2096,1360,1605,1.546872,1.92449967384829
"CDK6","Cdk6",0.492865,0.527225,0.527701,192,153,137,0.515930333333333,6.385704,10.034236,6.452432,1120,1464,997,402.252837666667,0.00375925521592093
"CDK7","Cdk7",3.454674,3.618832,3.212129,138,142,96,3.428545,19.408591,40.554455,26.477152,217,229,254,14.0541746666667,0.294173881867187
"CDK8","Cdk8",2.349868,2.065133,2.345227,194,169,106,2.25340933333333,10.110302,10.742629,12.256996,252,226,266,109.469227666667,0.0294508199437247
"CDK9","Cdk9",7.996444,8.883223,7.371884,176,186,141,8.08385033333333,48.477241,44.389679,44.645682,615,461,514,22.342019,0.389163008278476
"CDKAL1","Cdkal1",2.408381,1.81242,3.527782,131,109,85,2.582861,4.19308,3.201762,3.270663,154,108,123,6.939306,0.451281384040368
"CDKL1","Cdkl1",1.55312,1.757195,1.588178,77,81,57,1.632831,29.343941,33.779728,40.530466,107,95,85,44.028241,0.0584706606682682
"CDKL2","Cdkl2",0.560733,1.229796,0.901306,69,85,76,0.897278333333333,0.820213,0.749213,0.857718,62,44,53,11.3138853333333,0.154076335939028
"CDKL3","Cdkl3",1.803515,2.06678,2.514646,41,45,39,2.12831366666667,3.724969,5.107419,4.998987,51,67,60,22.1611073333333,0.135067534623632
"CDKL4","Cdkl4",0,0.018007,0,0,1,0,0.00600233333333333,0.068976,0,0.156498,1,0,3,0.020874,0.985432417059631
"CDKL5","Cdkl5",0.408675,0.475686,0.980292,120,116,112,0.621551,1.440112,1.59792,1.151261,201,234,162,36.250922,0.0435304930170587
"CDKN1A","Cdkn1a",2.725737,1.938837,1.067615,145,109,43,1.91072966666667,28.483066,39.125214,31.648707,817,971,809,2.03147566666667,0.960169233311785
"CDKN1B","Cdkn1b",4.443804,3.926626,4.329353,372,274,244,4.233261,7.269622,7.867642,12.053952,203,161,217,16.572196,0.297814854785367
"CDKN1C","Cdkn1c",5.580309,5.548507,3.828482,114,182,80,4.985766,106.448215,48.77534,104.748054,1768,637,1541,0.0782133333333333,5.55155998812851
"CDKN2A","Cdkn2a",0.043603,0.044082,0,1,1,0,0.0292283333333333,0.443847,0.790885,1.320604,4,4,9,0.044329,0.985540316637126
"CDKN2AIP","Cdkn2aip",0.861358,0.736548,0.812997,91,69,61,0.803634333333333,12.692492,11.247146,9.150883,183,158,155,0.0316853333333333,1.74824074265538
"CDKN2AIPNL","Cdkn2aipnl",2.17662,1.841609,2.807171,99,84,84,2.27513333333333,8.356739,10.168476,8.639911,133,129,122,0.288845333333333,2.54113759706362
"CDKN2B","Cdkn2b",0.025773,0.048258,0.078334,1,2,2,0.0507883333333333,4.911477,10.107397,5.380046,202,368,210,1175.88250433333,0.000892857468323545
"CDKN2C","Cdkn2c",2.148365,1.684868,1.597424,75,71,47,1.810219,0.328402,0.407171,0.277409,6,8,7,0.682570666666667,1.67019374322465
"CDKN2D","Cdkn2d",2.307343,2.810774,2.951634,83,100,77,2.689917,11.84087,7.90745,13.186608,175,94,170,0.449924,2.54490373288531
"CDKN3","Cdkn3",0.309878,0.250344,0.213686,4,4,3,0.257969333333333,6.729928,9.576712,1.369574,6,13,8,34.7951366666667,0.0351435823544372
"CDNF","Cdnf",5.585399,5.998788,5.862403,265,254,215,5.81553,2.045267,0.478411,0.971,19,7,13,0,6.81553
"CDO1","Cdo1",0.323834,0.335084,0.196704,14,9,6,0.285207333333333,8.596084,8.43331,14.802802,156,113,149,0.0371946666666667,1.23911872538231
"CDON","Cdon",0.760392,0.5293,0.943019,94,85,112,0.744237,3.564791,5.882079,3.696762,322,282,261,0.189340666666667,1.46655794162704
"CDPF1","Cdpf1",4.393529,5.903144,3.341768,79,97,56,4.546147,1.870962,3.638513,3.962535,40,42,40,88.6132263333333,0.0618898261666203
"CDR2","Cdr2",1.071325,1.273972,1.473615,83,95,81,1.27297066666667,15.683136,28.268519,21.846165,397,470,385,103.018937666667,0.0218515081739299
"CDR2L","Cdr2l",0.396596,0.380537,0.420044,48,46,36,0.399059,6.354354,7.361449,7.059206,333,303,315,0.152401666666667,1.2140376402325
"CDRT4","Cdrt4",0,0,0.081872,0,0,1,0.0272906666666667,15.014652,14.188451,13.217682,188,156,205,161.573034,0.00631894872963167
"CDS1","Cds1",0.796221,0.643201,0.821291,54,56,43,0.753571,0.262291,0.24974,0.506395,17,13,29,40.5978866666667,0.0421552905812683
"CDS2","Cds2",10.721673,16.809347,14.972021,1999,1995,1593,14.1676803333333,19.340395,16.414027,18.035227,2062,1331,1876,0.820228333333333,8.33284487202613
"CDSN","Cdsn",0.055086,0.023354,0.046434,5,2,3,0.0416246666666667,0.025973,0,0,1,0,0,0.0381103333333333,1.00338531774561
"CDT1","Cdt1",0.161688,0.363171,0.371917,7,16,9,0.298925333333333,0.943326,1.822489,0.930924,22,27,10,165.315994666667,0.00780998445721749
"CDV3","Cdv3",12.071915,15.158493,12.241326,1345,1370,890,13.1572446666667,44.988066,46.254584,35.668425,1699,1555,1389,144.999272666667,0.0969679122922023
"CDX1","Cdx1",0,0,0,0,0,0,0,0,0,0,0,0,0,124.584725666667,0.00796275179717516
"CDX2","Cdx2",0,0,0,0,0,0,0,0,0,0,0,0,0,8.87498666666667,0.10126595951522
"CDX4","Cdx4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.360526333333333,0.735009661702003
"CDYL","Cdyl",0.756253,0.751829,1.313704,83,74,63,0.940595333333333,5.00232,9.043921,7.038232,223,280,235,12.4740896666667,0.144024225854318
"CDYL2","Cdyl2",0.235274,0.158988,0.331747,19,12,19,0.242003,0.844656,1.450601,0.821484,111,91,95,0.0614333333333333,1.17011870740822
"CEACAM1","Ceacam2",0.021853,0,0,2,0,0,0.00728433333333333,0.721065,2.089467,0.434973,11,11,10,4.78489566666667,0.1741231633852
"CEACAM16","Ceacam16",0,0,0,0,0,0,0,0.041419,0,0,1,0,0,27.686403,0.034859720823137
"CEACAM18","Ceacam18",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01162,0.988513473438643
"CEACAM20","Ceacam20",0,0.011583,0,0,1,0,0.003861,0,0,0,0,0,0,0.128294,0.889715801023492
"CEBPA","Cebpa",0.481665,0.737548,0.639967,31,51,28,0.619726666666667,0.240832,0.079421,0.327746,8,2,9,0,1.61972666666667
"CEBPB","Cebpb",4.43813,6.379074,3.569633,107,237,49,4.79561233333333,1.436954,1.789471,1.931931,30,27,32,21.658771,0.255777876625936
"CEBPD","Cebpd",0.561074,0.656545,0.349692,65,76,28,0.522437,2.56367,2.110978,2.012544,34,20,21,188.983303666667,0.0080135305082976
"CEBPE","Cebpe",0,0,0,0,0,0,0,0,0,0,0,0,0,100.679749666667,0.00983479998011666
"CEBPG","Cebpg",2.098164,2.676959,2.617246,328,312,235,2.464123,5.197053,6.253037,5.57808,292,278,275,60.3295146666667,0.0564837830337958
"CEBPZ","Cebpz",2.255964,4.227969,3.331322,234,270,195,3.27175166666667,19.225327,22.580214,25.142945,588,436,531,14.116174,0.282594766815113
"CEBPZOS","Cebpzos",13.049136,12.780988,15.330044,150,137,127,13.720056,20.421523,24.442787,17.617761,572,417,463,7.68962933333333,1.69397973553763
"CECR2","Cecr2",0.857743,0.679268,1.320136,160,119,137,0.952382333333333,4.17965,5.156842,3.082151,516,462,390,0.0858603333333333,1.79800502274541
"CEL","Cel",0,0,0,0,0,0,0,3.438879,3.221049,3.867897,106,78,102,9.19336866666667,0.0981029954572427
"CELA1","Cela1",0.523308,0.170266,0.569474,8,3,4,0.421016,0,0,0,0,0,0,42.854524,0.0324029511755731
"CELA2A","Cela2a",0,0,0.172225,0,0,2,0.0574083333333333,0,0.53095,0.239495,0,2,1,1.81519133333333,0.375607981174518
"CELA3B","Cela3b",0,0,0,0,0,0,0,1.117979,0.865462,0.547321,5,3,2,2.36824366666667,0.296890634693788
"CELF1","Celf1",12.474783,9.475001,8.210411,1145,1023,919,10.0533983333333,46.96053,49.772266,44.021419,1804,1307,1549,378.906071666667,0.0290950820681584
"CELF2","Celf2",7.879867,6.880821,7.333819,819,649,640,7.36483566666667,19.461167,24.65599,19.988045,2151,2041,1996,0.061668,7.87895619597338
"CELF3","Celf3",0.272023,0.074139,0.06165,5,2,1,0.135937333333333,27.733829,13.335384,26.497587,887,378,750,0.861259,0.610305891513934
"CELF4","Celf4",0.045607,0.01859,0.174122,4,1,4,0.0794396666666667,10.535452,7.105967,6.430332,101,63,81,43.6543246666667,0.0241732390921689
"CELF6","Celf6",0.023745,0,0,2,0,0,0.007915,3.231832,1.8379,2.678734,127,51,88,2.25743266666667,0.309420056572159
"CELSR1","Celsr1",0.651427,1.327936,1.104208,114,112,143,1.027857,9.611463,7.251455,2.624278,323,293,221,3.30937966666667,0.470568192374788
"CELSR2","Celsr2",0.861146,0.878909,0.495032,110,117,104,0.745029,17.513445,18.030247,14.456478,2280,1974,1495,7.184538,0.213210446331852
"CELSR3","Celsr3",0.817463,0.662056,0.347453,19,19,10,0.608990666666667,25.608784,16.913641,24.388657,1941,1270,1543,0.380583666666667,1.16544234552005
"CEMIP","Cemip",0.008111,0,0,1,0,0,0.00270366666666667,10.008875,9.163713,7.999411,228,245,144,0.207729666666667,0.830238499840886
"CEMIP2","Cemip2",0.711127,0.846532,0.814282,158,177,127,0.790647,104.273576,113.444683,84.647815,3366,2962,2424,244.188188,0.00730315360868852
"CEND1","Cend1",0.369044,0.302925,0.59879,17,11,18,0.423586333333333,6.548038,4.405599,4.945395,88,47,64,0.9863,0.716702579335112
"CENPA","Cenpa",8.983509,13.282115,10.056849,211,244,174,10.7741576666667,0.217797,1.457337,0.072123,4,12,1,0.065753,11.0477358887722
"CENPB","Cenpb",9.875952,10.405155,11.167624,1583,1652,1257,10.4829103333333,8.184949,11.249623,10.061076,333,357,346,29.5637626666667,0.375703425607894
"CENPE","Cenpe",0.312528,0.345053,0.127013,9,11,7,0.261531333333333,1.891751,5.17898,2.220701,64,90,55,109.538292333333,0.0114126182583781
"CENPH","Cenph",0.143104,0.212268,0,2,4,0,0.118457333333333,1.833245,4.740311,2.123438,24,40,21,72.2117276666667,0.0152770241733083
"CENPI","Cenpi",0.074453,0.062039,0.047465,7,4,2,0.061319,2.262056,3.973779,1.041182,47,90,37,3.49422066666667,0.236151955748798
"CENPJ","Cenpj",0.717806,1.470198,1.281282,54,62,47,1.15642866666667,13.439571,23.618616,12.602679,311,384,238,48.3786526666667,0.043671273925268
"CENPK","Cenpk",0,0.075272,0,0,3,0,0.0250906666666667,7.14046,16.048414,8.545717,69,107,50,176.758439333333,0.00576676230119467
"CENPL","Cenpl",0.289057,0.295073,0.11155,18,9,7,0.231893333333333,8.771962,5.164743,4.293381,118,108,92,25.7778006666667,0.04600427602954
"CENPM","Cenpm",0.077374,0.185313,0.080081,1,3,2,0.114256,7.163465,22.482832,8.81017,68,123,74,1.50465033333333,0.444874873418791
"CENPN","Cenpn",0.086628,0.146884,0.238717,4,8,6,0.157409666666667,4.935828,16.316706,7.741617,76,82,70,1.947259,0.392707144728939
"CENPO","Cenpo",0.164329,0.309759,0.572136,9,18,17,0.348741333333333,11.418015,10.681396,10.565062,362,349,346,2.98251233333333,0.338665952656183
"CENPP","Cenpp",0.543971,0.610242,0.395617,17,18,9,0.51661,1.934662,1.374279,0.810972,84,74,53,2.762556,0.403079714959724
"CENPQ","Cenpq",1.278664,1.074122,1.076963,70,62,47,1.14324966666667,1.42544,2.401647,1.795614,33,45,37,262.654185333333,0.00812901818325772
"CENPT","Cenpt",0.494436,0.172955,0.498274,18,11,15,0.388555,73.903007,54.875059,53.414781,1175,810,1002,4.04885833333333,0.275023561432205
"CENPU","Cenpu",0.101759,0.370233,0.194387,3,4,5,0.222126333333333,2.98195,6.260236,3.452487,44,65,44,18.0803663333333,0.0640515130570781
"CENPV","Cenpv",7.40428,14.940581,5.626234,92,88,62,9.32369833333333,23.748006,26.659564,22.573637,206,168,198,32.9356386666667,0.304214057520414
"CENPW","Cenpw",0.339858,0.412377,0.319061,44,46,31,0.357098666666667,4.370984,9.695113,4.951768,19,32,25,1670.65544633333,0.000811829177862803
"CENPX","Cenpx",5.13278,4.356378,4.960447,71,60,50,4.816535,17.86373,20.721052,17.347752,144,134,121,44.1925396666667,0.12870564573051
"CEP104","Cep104",5.625582,5.149217,4.185886,562,524,446,4.986895,11.042716,9.698147,8.205838,352,282,296,11.592227,0.475443700308135
"CEP112","Cep112",2.188034,0.668663,1.706019,39,27,31,1.52090533333333,6.040963,8.514878,4.996308,67,83,60,3.501413,0.560025337229295
"CEP120","Cep120",1.998793,1.880047,2.566156,299,263,279,2.148332,2.989947,3.512627,3.243473,189,185,183,0.901375333333333,1.65581826207906
"CEP126","Cep126",1.084585,0.681036,0.999766,50,49,47,0.921795666666667,0.639221,1.388208,1.071849,63,50,63,5.41590866666667,0.299536007526292
"CEP128","Cep128",2.849479,4.485791,5.634651,118,142,112,4.323307,0.680836,2.398762,0.69288,28,54,24,9.38876566666667,0.512409960028296
"CEP131","Cep131",2.101993,1.455155,1.609542,79,55,64,1.72223,5.965025,8.946701,4.662791,213,143,119,7.624124,0.315652928923564
"CEP135","Cep135",0.398603,0.328763,0.449157,70,54,56,0.392174333333333,2.387688,3.448062,2.924878,170,220,172,24.0457356666667,0.0555852841322675
"CEP152","Cep152",0.164559,0.143509,0.213721,32,26,30,0.173929666666667,0.70805,4.513459,0.604063,45,73,31,19.7935663333333,0.0564563888583551
"CEP162","Cep162",1.090723,0.378163,0.750479,81,80,67,0.739788333333333,2.014726,2.304756,2.180811,79,91,79,107.533180666667,0.0160300133346011
"CEP164","Cep164",0.674443,0.76077,0.705975,97,95,99,0.713729333333333,17.186066,13.912733,11.984017,620,458,440,16.53796,0.0977154317453873
"CEP170","Cep170",2.390166,3.142177,3.336283,224,206,196,2.95620866666667,85.262145,114.770527,97.663466,2515,2506,2285,24.545495,0.15486913315505
"CEP170B","Cep170b",1.763074,3.087167,2.05262,136,117,105,2.30095366666667,12.73502,11.118689,12.33261,1093,699,803,12.5029846666667,0.244461039403782
"CEP19","Cep19",1.690923,2.175803,2.369735,71,86,67,2.07882033333333,2.114727,2.102569,2.288543,65,53,60,0.019393,3.02024865123984
"CEP250","Cep250",1.345269,0.581437,0.605105,128,124,99,0.843937,39.473229,40.517535,24.50785,773,735,583,265.068355,0.00693031307687831
"CEP290","Cep290",0.784312,0.65575,0.890329,106,79,79,0.776797,8.081243,9.129638,10.415241,328,341,337,7.78045533333333,0.202358184461656
"CEP295","Cep295",0.677564,1.791097,2.601036,81,114,109,1.689899,10.194626,4.94627,4.951945,188,163,168,31.8563786666667,0.081868395397115
"CEP295NL","Cep295nl",0,0.043159,0.056204,0,2,2,0.033121,0.221242,0.506973,0,6,5,0,3.08798733333333,0.252721184230675
"CEP350","Cep350",2.855135,3.75417,3.312056,617,646,530,3.30712033333333,7.659698,4.913267,4.376271,589,484,497,1.75875633333333,1.56125435265577
"CEP41","Cep41",1.012891,0.299037,0.17921,25,17,13,0.497046,4.802139,5.202116,6.627499,268,202,259,8.76785133333333,0.153262570130572
"CEP44","Cep44",3.29704,2.339928,2.395811,79,45,43,2.677593,3.198361,3.909343,3.716656,141,141,127,0.718803,2.13962449448832
"CEP55","Cep55",0.098739,0.179932,0.097444,7,5,5,0.125371666666667,0.61411,1.837031,0.647366,15,58,16,8.02839866666667,0.12464798113331
"CEP57","Cep57",2.98118,2.578289,2.070317,112,87,76,2.543262,18.617521,17.726462,13.602288,459,375,344,0.400482,2.53003037525652
"CEP57L1","Cep57l1",0.415904,0.464783,0.397584,24,20,16,0.426090333333333,3.589773,6.643214,4.230747,84,89,58,31.02175,0.0445350529978322
"CEP63","Cep63",10.392798,15.74468,11.404619,363,351,233,12.5140323333333,21.796607,17.107257,24.22782,333,271,337,6.30672833333333,1.84953261115269
"CEP68","Cep68",3.866007,3.421117,3.742066,618,524,438,3.67639666666667,6.747254,5.401977,5.187276,432,329,363,57.2640746666667,0.0802620944968353
"CEP70","Cep70",1.661585,1.215095,1.000604,58,60,46,1.292428,2.515206,9.072196,4.000756,52,54,41,7.68185566666667,0.264048158367986
"CEP72","Cep72",0.23971,0.023231,0.362586,9,3,8,0.208509,2.57549,1.552741,2.262787,53,33,34,12.3335073333333,0.090636992187252
"CEP76","Cep76",2.553544,3.35742,1.561579,84,92,61,2.49084766666667,5.442517,5.997924,3.041739,83,82,76,2.11142433333333,1.12194522272918
"CEP78","Cep78",0.79647,0.619022,0.746917,61,45,42,0.720803,2.308965,4.03055,3.369098,246,304,227,2.48488533333333,0.493790422181275
"CEP83","Cep83",3.527137,3.475367,3.865445,256,240,191,3.62264966666667,5.050267,9.407584,7.862538,104,98,101,1.334697,1.97997841547176
"CEP85","Cep85",17.869394,10.088467,14.189072,643,450,338,14.0489776666667,8.314161,7.094922,9.343315,306,244,293,0,15.0489776666667
"CEP89","Cep89",4.677202,5.206429,3.606347,108,93,85,4.49665933333333,10.774613,8.767684,5.801561,335,295,249,0.0348963333333333,5.31131395125244
"CEP95","Cep95",3.016343,2.557538,1.683653,81,79,55,2.419178,56.698016,65.815734,57.130627,520,453,495,56.085677,0.0598955496314776
"CEP97","Cep97",0.343701,0.273447,0.376126,80,67,55,0.331091333333333,2.802255,19.197331,3.023907,329,296,297,10.915454,0.111711340023916
"CEPT1","Cept1",4.395916,4.776689,3.816863,222,172,154,4.32982266666667,10.664596,11.055132,12.425177,299,272,307,45.9527786666667,0.113514531365755
"CER1","Cer1",0,0,0,0,0,0,0,0.12332,0.30495,0.20845,2,4,3,1.414577,0.414151215720186
"CERCAM","Cercam",0.888444,0.512681,0.339562,36,26,18,0.580229,51.960809,42.353233,46.754825,1003,763,920,2.12840533333333,0.505122844269114
"CERK","Cerk",3.590708,3.592082,3.354011,451,385,286,3.512267,14.47509,11.748715,11.788127,578,536,542,17.801937,0.239989475552439
"CERS2","Cers2",5.427429,6.862594,7.145863,309,333,235,6.47862866666667,226.447257,258.255754,246.832315,1098,952,1042,0.048465,7.13293115808984
"CERS3","Cers3",0.033047,0,0,2,0,0,0.0110156666666667,0.016909,0,0.01913,1,0,1,0.0104473333333333,1.00056245715594
"CERS4","Cers4",5.038986,4.366414,5.564163,359,313,306,4.98985433333333,8.956571,7.69339,13.720352,148,101,172,2.43041033333333,1.74610432901564
"CERS5","Cers5",4.543138,4.351414,4.78038,219,213,165,4.55831066666667,137.642816,121.547331,133.893196,1112,787,1027,0,5.55831066666667
"CERS6","Cers6",0.184947,0.289714,0.520238,31,46,35,0.331633,10.369779,10.093235,9.9706,1101,863,949,0.0307466666666667,1.29191104183375
"CES1","Ces1f",0.017364,0,0,1,0,0,0.005788,0.20491,0.737744,0,1,4,0,0.200283333333333,0.837958815279725
"CES2","Ces2e",0.325964,0.522803,0.369697,21,32,22,0.406154666666667,31.568655,23.201725,30.316508,461,292,374,3.86018433333333,0.28932126236913
"CES3","Ces3b",0,0.11929,0.06786,0,1,1,0.0623833333333333,3.028771,2.353073,4.267821,98,63,81,65.2966496666667,0.0160246911220235
"CES4A","Ces4a",0,0,0,0,0,0,0,9.484968,6.857849,10.21246,225,125,194,0,1
"CES5A","Ces5a",0.111708,0,0,1,0,0,0.037236,0.183635,0,0.20756,3,0,4,1.892673,0.358573540804647
"CETN1","Cetn1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CETN2","Cetn2",5.452468,6.704051,5.51846,144,167,103,5.89165966666667,14.806354,18.701753,14.98649,282,287,255,4.34954033333333,1.28827137235031
"CETN3","Cetn3",24.562241,23.749581,27.855739,233,228,179,25.389187,8.513285,13.829186,9.063817,63,78,63,30.8707436666667,0.828006628147815
"CFAP100","Cfap100",0.017996,0.03197,0.024963,1,3,1,0.0249763333333333,0,0,1.087196,0,0,4,22.740056,0.0431749753805692
"CFAP126","Cfap126",0.898704,1.291146,0.359723,11,10,5,0.849857666666667,4.531559,6.063803,4.208845,39,42,32,26.9572933333333,0.0661672660729675
"CFAP157","Cfap157",0.981322,2.076808,0.025555,2,4,1,1.027895,1.428347,1.070791,2.141961,27,28,19,8.330135,0.217348945111727
"CFAP161","Cfap161",0,0,0,0,0,0,0,0,0,0,0,0,0,1.48981366666667,0.401636481230657
"CFAP20","Cfap20",5.013584,7.21584,7.582983,146,138,90,6.60413566666667,200.005053,225.250632,249.956501,899,770,869,45.279282,0.164309715666433
"CFAP206","Cfap206",0,0,0,0,0,0,0,0.41755,0.310863,0.829424,14,8,14,6.014021,0.14257157199843
"CFAP221","Cfap221",0,0.014141,0,0,1,0,0.00471366666666667,0.763151,0.270491,0.615588,9,7,6,18.6273593333333,0.0511894468126617
"CFAP298","Cfap298",6.68662,8.924484,9.058009,94,115,84,8.22303766666667,11.449145,13.231364,15.076219,215,175,199,2.17972933333333,2.90057319344162
"CFAP299","Cfap299",0,0,0,0,0,0,0,0,0.324337,4.90124,0,1,1,59.8704866666667,0.0164283227350573
"CFAP300","Cfap300",0.14932,0.159671,0.030006,7,7,1,0.112999,0.349515,1.504682,0.116259,3,7,1,0.256387666666667,0.885872274560692
"CFAP36","Cfap36",2.821406,2.244428,2.496608,101,91,81,2.520814,22.403924,22.840663,30.071768,274,214,272,4.07818666666667,0.693321106746765
"CFAP410","Cfap410",3.869086,4.768999,1.890673,97,108,87,3.509586,15.711964,11.514026,13.513427,331,246,285,0.901743666666667,2.37129013706895
"CFAP43","Cfap43",0.056442,0.049718,0.049815,11,9,7,0.0519916666666667,0.383403,0.489593,1.50932,10,13,22,0.917490333333333,0.548629449848596
"CFAP44","Cfap44",0,0,0,0,0,0,0,7.259898,10.728033,8.904187,373,363,308,13.235091,0.0702489362379208
"CFAP52","Cfap52",0,0.07812,0,0,1,0,0.02604,0.177645,0,0,1,0,0,3.92924733333333,0.208153482796765
"CFAP53","Cfap53",0,0.06204,0,0,2,0,0.02068,0.387314,0.432453,0.348221,10,9,8,203.446858,0.00499239758431504
"CFAP54","Cfap54",0.094169,0.021163,0.169925,5,4,6,0.0950856666666667,1.077796,1.280583,1.584559,44,44,40,113.089149333333,0.00959850847399312
"CFAP57","Cfap57",0,0,0,0,0,0,0,0.047993,0.313398,0.548939,3,3,3,3.08004066666667,0.245095596269384
"CFAP58","Cfap58",0.009078,0.019575,0.012562,1,2,1,0.0137383333333333,0.020516,0.127308,0.023091,1,5,1,1.66787133333333,0.379980218936096
"CFAP61","Cfap61",0.23973,0.599964,0.73054,13,12,14,0.523411333333333,0.309358,0.995216,0.412258,4,5,3,28.1657196666667,0.0522329416432824
"CFAP65","Cfap65",0,0.009965,0,0,1,0,0.00332166666666667,0.130036,0,0.037077,4,0,1,97.5654906666667,0.0101792387972759
"CFAP69","Cfap69",0.65754,0.713785,2.340286,10,8,8,1.23720366666667,0.581125,0.725992,1.397009,31,25,21,20.552969,0.103800254464555
"CFAP70","Cfap70",0,0,0.244267,0,0,1,0.0814223333333333,2.312614,1.501462,1.887365,103,65,63,24.512336,0.0423882130328377
