"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"TRAFD1","Trafd1",9.372746,9.898281,8.109068,450,434,319,9.12669833333333,20.944253,22.78364,17.202313,596,869,756,0,10.1266983333333
"TRAIP","Traip",0.220511,0.23858,0.063418,4,2,2,0.174169666666667,2.438057,3.793949,0.983702,15,30,21,0.229071666666667,0.95533051368038
"TRAK1","Trak1",38.095939,41.530603,49.199738,3462,3415,2814,42.9420933333333,39.396427,34.797592,27.091377,2318,2824,2596,0,43.9420933333333
"TRAM1","Tram1",4.744939,5.457283,4.085821,310,306,259,4.762681,18.453601,9.36758,9.637639,532,416,371,0.290140666666667,4.46670750631326
"TRAM1L1","Tram1l1",0,0.033505,0.022085,0,4,2,0.01853,3.401675,3.891927,2.955682,103,160,127,0,1.01853
"TRAM2","Tram2",0.354773,0.585802,1.219052,78,74,80,0.719875666666667,1.670825,0.866808,0.865712,196,138,147,0,1.71987566666667
"TRANK1","Trank1",0.111708,0,0,1,0,0,0.037236,2.31397,2.310407,2.924225,359,389,444,0,1.037236
"TRAP1","Trap1",19.488091,20.041782,22.669401,1439,1377,1205,20.7330913333333,76.089435,84.022372,79.859765,1124,1849,1952,0.967020666666667,11.0487356343655
"TRAPPC1","Trappc1",9.359084,11.401011,12.704878,158,165,151,11.154991,382.660027,336.7526,365.332404,773,958,1060,0,12.154991
"TRAPPC10","Trappc10",5.429869,4.92153,6.14513,680,663,563,5.498843,17.860952,19.907826,12.04381,584,690,527,0,6.498843
"TRAPPC11","Trappc11",2.280795,2.35503,2.460964,319,313,252,2.36559633333333,16.629081,19.396939,20.294421,752,1086,959,0.087292,3.09539326448951
"TRAPPC12","Trappc12",2.826475,2.78947,3.243457,303,278,252,2.953134,59.910386,50.849841,52.966061,412,553,537,0,3.953134
"TRAPPC13","Trappc13",3.96203,4.360689,4.226334,302,286,213,4.18301766666667,20.2088,19.352489,23.458877,342,450,509,0,5.18301766666667
"TRAPPC2","Trappc2",3.125175,2.969525,3.607247,124,106,109,3.23398233333333,12.707214,13.358966,10.566192,386,492,435,3.56868266666667,0.926740297421985
"TRAPPC2L","Trappc2l",9.737777,10.132075,9.097601,144,150,123,9.65581766666667,107.555048,102.481038,112.165662,375,425,507,0,10.6558176666667
"TRAPPC3","Trappc3",6.759764,7.102739,7.263087,237,246,202,7.04186333333333,44.488069,69.775832,89.820043,621,776,869,67.3366153333333,0.117680152786418
"TRAPPC3L","Trappc3l",0,0,0,0,0,0,0,0.487833,0.319336,0.089505,18,16,5,12.1006123333333,0.0763323098612414
"TRAPPC4","Trappc4",14.167011,19.539993,22.218822,170,188,134,18.641942,71.644792,74.519262,85.45236,587,882,1020,0,19.641942
"TRAPPC5","Trappc5",2.678043,3.062714,2.877506,224,246,172,2.87275433333333,61.960955,71.756276,63.241109,335,482,528,0.683988333333333,2.29975128489608
"TRAPPC6A","Trappc6a",5.10885,5.076911,5.149378,72,72,45,5.111713,4.559453,5.088291,5.415528,33,45,65,8.38045333333333,0.65153706146398
"TRAPPC6B","Trappc6b",27.141655,33.457888,18.489425,318,357,219,26.3629893333333,33.190836,38.443527,32.422906,1260,1914,1806,0,27.3629893333333
"TRAPPC9","Trappc9",2.639368,2.501051,3.366246,326,294,307,2.835555,41.036023,30.060191,30.810794,1074,1320,1285,0,3.835555
"TRARG1","Trarg1",0.340634,0.355937,0.237169,38,37,19,0.311246666666667,0,0.012479,0,0,1,0,0,1.31124666666667
"TRAT1","Trat1",0.017432,0.023809,0.381778,3,3,2,0.141006333333333,0,0,0,0,0,0,0,1.14100633333333
"TRDMT1","Trdmt1",1.443211,1.530006,1.205881,100,80,59,1.39303266666667,1.650257,1.198402,5.357111,114,139,86,0.0133586666666667,2.3614863575779
"TRDN","Trdn",105.956639,124.581826,95.589933,3683,3518,2921,108.709466,0.0636,0.020129,0,1,2,0,0.636107,67.0551901556561
"TREH","Treh",0,0,0,0,0,0,0,0.04565,0.056735,0.031028,2,2,1,0,1
"TREM1","Trem1",0,0.011358,0,0,1,0,0.003786,0.232085,0,0.050813,1,0,3,0,1.003786
"TREM2","Trem2",0.316973,0.610107,0.628027,16,17,17,0.518369,0,0,0,0,0,0,0,1.518369
"TREML1","Treml1",0.221188,0,0.260268,6,0,5,0.160485333333333,0,0.120391,0,0,1,0,0,1.16048533333333
"TREML2","Treml2",0.073696,0.071424,0.111346,9,6,7,0.0854886666666667,0.048746,0.047385,0.022466,3,4,2,9.16894233333333,0.106745483560122
"TREML4","Treml4",0.037089,0,0.14394,1,0,3,0.060343,0,0,0,0,0,0,0,1.060343
"TRERF1","Trerf1",0.124627,0.120474,0.240969,26,24,32,0.162023333333333,1.480267,2.145349,1.615586,183,367,282,34.1695876666667,0.0330405731322999
"TREX1","Trex1",2.733833,3.1639,2.960096,83,91,63,2.95260966666667,0.862445,0.891371,1.829349,8,12,18,0,3.95260966666667
"TREX2","Trex2",0,0,0,0,0,0,0,0.076487,0.055435,0,2,2,0,0,1
"TRH","Trh",0,0,0,0,0,0,0,55.100127,97.916921,73.198671,1256,3077,2448,0,1
"TRHDE","Trhde",0.016077,0.028617,0.037628,3,5,5,0.0274406666666667,0.348647,0.004325,0.008453,12,1,2,0,1.02744066666667
"TRHR","Trhr",0,0.00965,0.012136,0,1,1,0.007262,0,0,0,0,0,0,0,1.007262
"TRIAP1","Triap1",3.60921,5.194313,5.024214,107,143,108,4.60924566666667,8.681218,9.451364,8.957889,135,199,201,0.209682,4.63695885916023
"TRIB1","Trib1",1.708426,1.838868,1.601578,244,257,159,1.71629066666667,3.082074,4.339487,3.047892,165,238,215,0,2.71629066666667
"TRIB2","Trib2",5.181112,5.609918,4.869412,410,367,364,5.22014733333333,65.397336,58.99699,65.444518,2727,3341,3942,17.6207426666667,0.334043998388321
"TRIB3","Trib3",0.479,0.439565,1.228404,32,28,35,0.715656333333333,7.399549,7.365233,6.518855,223,306,289,0,1.71565633333333
"TRIL","Tril",0.453211,0.43103,0.47309,82,79,59,0.452443666666667,0.478513,0.095602,0.17716,36,10,21,0,1.45244366666667
"TRIM10","Trim10",0,0.044191,0.134153,0,3,7,0.059448,0,0,0,0,0,0,0,1.059448
"TRIM11","Trim11",1.549068,1.512176,2.113483,135,128,121,1.724909,9.097203,10.478258,7.2769,319,511,466,0,2.724909
"TRIM13","Trim13",1.288875,1.264356,1.314813,57,53,42,1.289348,7.641034,8.144598,8.535516,729,1130,1060,0.192381,1.91998027476117
"TRIM14","Trim14",0.328389,0.365439,0.739579,6,14,9,0.477802333333333,0.973507,1.083913,1.110263,63,73,80,0.988279666666667,0.743256775245736
"TRIM16","Trim16",0.637327,0.817475,0.78858,69,71,64,0.747794,30.885554,37.242289,32.743805,696,1113,1019,0,1.747794
"TRIM17","Trim17",0.050837,0.047761,0.030746,6,6,3,0.0431146666666667,3.362385,3.125698,3.171328,80,121,118,0.350809666666667,0.772214392898679
"TRIM2","Trim2",0.517547,0.459009,1.017921,119,101,74,0.664825666666667,54.270671,57.282007,50.198008,5149,7404,6862,0,1.66482566666667
"TRIM21","Trim21",1.233614,1.307526,0.908252,65,60,46,1.14979733333333,7.304001,7.722215,9.546457,143,231,247,8.754073,0.220399963516096
"TRIM23","Trim23",2.703642,2.556597,2.903134,296,249,231,2.72112433333333,9.556219,9.112742,9.05447,493,666,649,0,3.72112433333333
"TRIM24","Trim24",3.601278,3.328786,3.278011,332,312,248,3.40269166666667,22.114282,18.106496,15.530969,1493,1767,1412,0,4.40269166666667
"TRIM25","Trim25",2.219811,2.126131,2.114327,417,374,259,2.153423,13.02559,20.311901,16.676291,470,1019,999,0,3.153423
"TRIM26","Trim26",2.502092,3.251438,2.144979,162,144,93,2.63283633333333,8.986387,11.957838,8.475516,448,646,565,6.80008866666667,0.465742953520272
"TRIM27","Trim27",2.260932,2.011762,2.661886,82,84,71,2.31152666666667,23.654444,27.976909,22.168616,866,1318,1186,0,3.31152666666667
"TRIM28","Trim28",16.818099,16.36244,19.767407,416,441,379,17.6493153333333,283.40133,320.745839,254.749257,1706,2767,2461,3.33135666666667,4.30565219365449
"TRIM29","Trim29",0.010822,0.044368,0.057818,1,1,1,0.0376693333333333,0.888582,0,2.038603,2,0,3,0,1.03766933333333
"TRIM3","Trim3",4.553407,3.292693,4.206623,208,176,158,4.01757433333333,57.886421,68.607199,78.354749,1007,1472,1429,28.7980713333333,0.168385875622778
"TRIM31","Trim31",0,0,0,0,0,0,0,0.156637,0.450322,0.205073,2,3,3,0,1
"TRIM32","Trim32",1.138487,1.044969,1.717642,120,103,105,1.300366,6.326405,7.794828,6.407821,381,491,533,0,2.300366
"TRIM33","Trim33",2.402299,2.689357,2.858961,253,235,186,2.65020566666667,14.322997,8.168505,13.017903,655,901,773,28.2268713333333,0.124892111271027
"TRIM34","Trim34a",0.859742,1.102986,0.523581,69,74,29,0.828769666666667,0.130121,0.095918,0.036064,5,5,2,202.223932333333,0.00899879086911412
"TRIM35","Trim35",7.976689,8.218187,8.692606,954,959,732,8.29582733333333,8.679493,10.336531,9.785529,259,481,384,0,9.29582733333333
"TRIM36","Trim36",0.118497,0.203513,0.149029,15,16,16,0.157013,33.853291,41.884931,37.82995,1404,2478,2240,18.1356863333333,0.0604636269557024
"TRIM37","Trim37",0.974574,1.225015,1.019586,144,135,98,1.07305833333333,75.884183,78.691508,73.839567,1720,1919,1933,0,2.07305833333333
"TRIM39","Trim39",1.22113,1.060513,1.024511,128,104,76,1.10205133333333,6.532497,9.414646,5.730318,214,250,278,0,2.10205133333333
"TRIM40","Trim40",0.022053,0.02374,0.030499,1,1,1,0.0254306666666667,0,0,0,0,0,0,0,1.02543066666667
"TRIM41","Trim41",7.068811,7.909409,7.542734,217,239,146,7.50698466666667,15.656494,12.991619,12.810017,551,813,781,0,8.50698466666667
"TRIM42","Trim42",0,0,0,0,0,0,0,0,0,0.017604,0,0,1,9.112551,0.0988870167379131
"TRIM44","Trim44",9.186512,11.121447,8.291628,598,497,387,9.53319566666667,22.131941,20.933132,13.85254,2059,2908,2432,7.83821366666667,1.19177879873991
"TRIM45","Trim45",0.309776,0.439927,0.409508,26,34,19,0.386403666666667,1.267144,1.32093,1.833397,65,85,100,0,1.38640366666667
"TRIM46","Trim46",0.396364,0.032688,0.106396,11,2,5,0.178482666666667,12.862829,16.932117,11.167215,542,1000,767,0,1.17848266666667
"TRIM47","Trim47",5.652768,5.462859,5.183388,171,180,118,5.433005,4.216455,3.183779,3.62035,25,34,37,0.0631966666666667,6.05062562899934
"TRIM50","Trim50",0,0,0,0,0,0,0,0.293437,0.563273,0.158912,2,5,2,0,1
"TRIM54","Trim54",37.566216,38.940837,40.671308,1687,1667,1292,39.0594536666667,0.126633,0.189756,0.290053,2,5,8,0,40.0594536666667
"TRIM56","Trim56",1.333329,2.067742,1.286587,389,406,298,1.56255266666667,0.881958,0.263127,0.283282,156,64,75,0,2.56255266666667
"TRIM58","Trim58",0,0,0,0,0,0,0,6.18395,6.864907,6.338066,509,771,764,31.1457813333333,0.0311082810410042
"TRIM59","Trim59",0.160768,0.088408,0.063072,16,8,3,0.104082666666667,1.009994,0.606089,0.637742,27,31,34,3.33135666666667,0.254904583398427
"TRIM6","Trim6",0.169416,0.056405,0.021908,12,4,2,0.0825763333333333,0.536843,0.633252,0.740597,23,18,16,8.38045333333333,0.11540767752518
"TRIM60","Trim60",0,0,0,0,0,0,0,0.122807,0.030137,0,3,1,0,0,1
"TRIM62","Trim62",0.117555,0.156588,0.07318,14,19,6,0.115774333333333,3.528534,5.131185,3.934451,203,273,303,0,1.11577433333333
"TRIM63","Trim63",28.457859,27.270435,36.068172,1685,1494,1519,30.598822,0.037429,0,0.052017,1,0,2,0,31.598822
"TRIM65","Trim65",0.817011,0.890461,0.926931,100,103,76,0.878134333333333,6.080289,7.636331,5.756367,178,223,223,0,1.87813433333333
"TRIM66","Trim66",0.032882,0.006637,0.004307,8,2,1,0.0146086666666667,2.789603,3.038086,1.086983,198,212,220,0,1.01460866666667
"TRIM67","Trim67",0.098598,0.071464,0.097841,29,21,20,0.089301,10.148908,11.326505,9.19065,1501,2301,2065,0,1.089301
"TRIM68","Trim68",2.483541,2.271467,2.602037,137,139,110,2.45234833333333,5.359443,4.886829,5.705638,215,284,326,27.1829636666667,0.122497703725055
"TRIM69","Trim69",0.019684,0,0.027169,1,0,1,0.0156176666666667,62.561872,53.593642,49.234353,1528,1650,1775,0,1.01561766666667
"TRIM7","Trim7",10.768911,18.076243,8.475642,361,337,207,12.4402653333333,3.027142,2.678397,3.632815,60,84,154,0,13.4402653333333
"TRIM71","Trim71",0,0,0,0,0,0,0,1.136033,1.402379,0.841881,160,270,176,0,1
"TRIM72","Trim72",40.287823,42.491111,49.054082,2788,2920,2346,43.9443386666667,0.384831,0.301453,0.538087,53,53,98,0,44.9443386666667
"TRIM8","Trim8",3.465292,4.61283,3.876896,227,272,205,3.985006,26.548153,31.514799,23.461415,613,750,837,0,4.985006
"TRIM9","Trim9",0,0,0.057634,0,0,0,0.0192113333333333,6.829992,5.731344,11.938663,265,311,451,0.117361333333333,0.91215912250409
"TRIML1","Triml1",0.018006,0.037091,0,1,2,0,0.0183656666666667,0,0.042861,0,0,1,0,0,1.01836566666667
"TRIO","Trio",6.440767,6.201299,6.287719,610,505,446,6.30992833333333,161.161433,176.309005,136.290769,4055,5508,4628,0,7.30992833333333
"TRIOBP","Triobp",6.034686,6.685227,5.182772,176,200,130,5.96756166666667,13.426764,13.80002,10.191685,1006,1527,1093,0,6.96756166666667
"TRIP10","Trip10",25.196604,23.180603,24.475113,834,749,554,24.2841066666667,10.111576,2.305542,7.058741,86,43,73,0,25.2841066666667
"TRIP12","Trip12",34.711773,33.938396,38.244644,1963,1808,1593,35.6316043333333,57.645656,43.53259,45.286401,1945,2436,2250,0,36.6316043333333
"TRIP13","Trip13",0.048132,0.22423,0.643982,2,2,5,0.305448,8.098286,8.156683,4.296801,26,35,38,0,1.305448
"TRIP4","Trip4",2.911771,2.490097,2.316052,291,228,187,2.57264,14.251897,15.121514,16.356985,223,262,251,0,3.57264
"TRIP6","Trip6",1.78773,2.231198,1.757279,78,101,76,1.92540233333333,8.435897,3.465364,3.733157,112,59,88,0,2.92540233333333
"TRIQK","Triqk",0.71745,0.428195,0.842341,29,23,30,0.662662,15.744076,14.741709,13.819373,489,670,613,0,1.662662
"TRIR","Trir",5.934598,8.577233,9.066584,131,206,129,7.85947166666667,56.390594,58.486672,73.311733,588,833,1180,0,8.85947166666667
"TRIT1","Trit1",0.973335,1.073612,0.937985,50,56,41,0.994977333333333,25.31798,27.871018,22.310462,367,460,460,0,1.99497733333333
"TRMO","Trmo",0.369892,0.514749,0.332417,17,22,11,0.405686,3.11464,2.742392,2.790449,40,72,57,0,1.405686
"TRMT1","Trmt1",9.363111,10.843766,6.904214,206,207,128,9.03703033333333,28.993778,35.446191,36.17446,358,530,505,0,10.0370303333333
"TRMT10A","Trmt10a",0.762465,0.719239,0.707051,31,19,15,0.729585,9.283398,10.210608,11.193359,102,136,154,31.322686,0.0535099403558232
"TRMT10B","Trmt10b",2.210425,1.844693,1.611657,30,31,29,1.888925,5.431126,5.833684,4.689252,146,174,160,0,2.888925
"TRMT10C","Trmt10c",2.11814,2.069976,2.14726,205,186,148,2.111792,14.964382,13.615099,12.08256,310,433,387,0,3.111792
"TRMT11","Trmt11",1.255151,2.121607,1.143217,52,68,38,1.50665833333333,38.191715,27.718912,33.4572,206,260,246,0,2.50665833333333
"TRMT112","Trmt112",4.698344,4.500321,4.90945,125,104,77,4.702705,51.281555,50.581731,53.762055,336,442,515,0,5.702705
"TRMT12","Trmt12",0.338629,0.354999,0.293381,50,49,31,0.329003,5.54612,6.969561,5.498701,165,301,243,0,1.329003
"TRMT13","Trmt13",2.240817,1.529676,3.052783,43,31,45,2.27442533333333,2.852422,3.505415,2.771685,115,177,158,0.182016666666667,2.7702023378125
"TRMT1L","Trmt1l",3.599778,3.756224,3.61104,273,273,183,3.65568066666667,11.438015,11.249705,8.989019,370,472,475,28.258724,0.159121110909234
"TRMT2A","Trmt2a",7.422772,9.197853,6.102626,134,114,92,7.574417,28.171387,23.765754,26.579575,203,273,300,1.32262933333333,3.69168548633388
"TRMT2B","Trmt2b",6.69765,7.911202,9.741485,650,684,628,8.116779,3.730843,2.646944,2.276738,124,157,158,0,9.116779
"TRMT44","Trmt44",0.223416,0.946748,0.234028,20,18,19,0.468064,4.941756,4.485989,5.266182,106,167,140,48.112994,0.0298915598588838
"TRMT5","Trmt5",42.248281,25.929737,29.291776,297,275,260,32.4899313333333,4.301362,5.106625,5.178765,272,369,340,0,33.4899313333333
"TRMT6","Trmt6",1.476908,1.452989,0.889955,80,84,57,1.273284,7.366861,8.988348,8.23623,301,471,454,0,2.273284
"TRMT61A","Trmt61a",0.678161,0.550973,0.641419,41,32,23,0.623517666666667,1.798078,2.1145,2.054876,89,149,157,0,1.62351766666667
"TRMT9B","Trmt9b",0.389024,0.203569,0.389996,15,13,17,0.327529666666667,78.803244,68.979231,62.767119,7815,9039,8236,0,1.32752966666667
"TRMU","Trmu",4.037025,4.736222,3.683371,89,78,54,4.152206,32.81265,24.735196,26.605073,432,540,588,0,5.152206
"TRNAU1AP","Trnau1ap",4.242659,5.3969,5.291313,112,88,89,4.97695733333333,14.104884,19.103064,12.133403,218,342,281,0.204141666666667,4.96366623528516
"TRNP1","Trnp1",0.266337,0.337484,0.521999,9,10,7,0.375273333333333,29.602856,25.33264,40.750619,480,602,1091,0,1.37527333333333
"TRNT1","Trnt1",4.595051,5.74198,5.231071,288,285,229,5.18936733333333,18.415546,13.272858,10.792101,268,386,310,0,6.18936733333333
"TROAP","Troap",0.059025,0.160553,0.061066,1,3,3,0.093548,0.872655,0.27199,0,8,6,0,0,1.093548
"TRPA1","Trpa1",0,0,0.028001,0,0,2,0.00933366666666667,0.991816,0.050261,2.050066,4,5,26,0,1.00933366666667
"TRPC1","Trpc1",0.948063,0.733754,1.376457,98,63,77,1.01942466666667,11.276184,9.254399,12.213286,411,503,540,0,2.01942466666667
"TRPC2","Trpc2",0,0.17213,0.101427,0,16,7,0.0911856666666667,0.060672,0,0.042049,1,0,1,38.5906153333333,0.0275617253604023
"TRPC3","Trpc3",8.507853,11.02836,11.760406,110,75,69,10.4322063333333,1.141897,0.901025,1.200507,92,111,90,0,11.4322063333333
"TRPC4","Trpc4",0.039047,0.032154,0,4,3,0,0.0237336666666667,0.356591,0.016191,0.016766,26,1,3,0,1.02373366666667
"TRPC4AP","Trpc4ap",10.261971,10.532923,14.527299,1025,1005,893,11.7740643333333,32.607278,31.898058,30.483319,1643,2192,2223,0,12.7740643333333
"TRPC5","Trpc5",0,0,0,0,0,0,0,0.897843,0.354302,0.321098,86,46,44,0,1
"TRPC5OS","Trpc5os",0,0,0,0,0,0,0,0.04543,0.03343,0.031711,2,2,2,0,1
"TRPC6","Trpc6",0.020631,0.055492,0.043134,2,5,3,0.0397523333333333,0.026589,0.483457,0.018408,1,2,1,0,1.03975233333333
"TRPC7","Trpc7",0,0.109789,0.022037,0,1,1,0.043942,0.239653,0.07645,0.071544,4,2,1,0,1.043942
"TRPM1","Trpm1",0,0.014619,0,0,1,0,0.004873,0.010847,0,0,1,0,0,0,1.004873
"TRPM2","Trpm2",0.197614,0.303071,0.100089,7,9,3,0.200258,0.412955,0.904984,0.55249,24,44,53,0,1.200258
"TRPM4","Trpm4",3.025282,4.055015,5.450969,206,179,156,4.17708866666667,34.80681,26.18303,24.682549,505,627,718,6.44680466666667,0.695209408384285
"TRPM5","Trpm5",0,0,0,0,0,0,0,0.017872,0.012867,0,1,1,0,0,1
"TRPM6","Trpm6",0,0.020448,0.02994,0,4,3,0.016796,0.210709,0.245341,0.228572,28,45,44,3.54535,0.223700265106098
"TRPM7","Trpm7",6.196124,8.247199,3.621622,776,741,530,6.02164833333333,9.886666,6.894736,4.937561,352,488,365,0,7.02164833333333
"TRPM8","Trpm8",0,0,0,0,0,0,0,0.801266,0.429085,1.041091,19,14,22,0,1
"TRPS1","Trps1",0.347299,0.314392,0.433716,90,78,74,0.365135666666667,0.660055,0.254708,0.31981,107,54,44,0.0317156666666667,1.3231704342314
"TRPT1","Trpt1",3.271241,3.064425,2.978672,94,87,67,3.10477933333333,32.559987,25.039658,37.328395,168,198,257,4.83510333333333,0.703463006367782
"TRPV1","Trpv1",0.057514,0.014023,0.018195,5,1,1,0.0299106666666667,2.800949,4.288257,2.11031,125,206,162,0,1.02991066666667
"TRPV2","Trpv2",0.524027,0.521245,0.289507,40,46,21,0.444926333333333,23.736731,24.724917,34.915678,466,550,752,0,1.44492633333333
"TRPV3","Trpv3",0,0.016334,0.00706,0,3,1,0.007798,0.124031,0.155658,0.13598,8,13,13,0,1.007798
"TRPV4","Trpv4",0.695052,0.632871,0.43957,53,54,32,0.589164333333333,0.062893,0.068792,0.043418,2,4,2,0,1.58916433333333
"TRPV5","Trpv5",0,0,0,0,0,0,0,0.021656,0,0.022207,1,0,1,0,1
"TRPV6","Trpv6",0,0,0,0,0,0,0,0.301315,0.322401,0.314927,9,16,24,0,1
"TRRAP","Trrap",3.877035,3.099358,2.950803,528,467,439,3.30906533333333,5.984517,6.565167,4.632905,982,1385,1001,0,4.30906533333333
"TRUB1","Trub1",0.721342,0.706444,1.51355,75,74,43,0.980445333333333,18.663453,14.590538,15.981557,752,913,840,0,1.98044533333333
"TRUB2","Trub2",4.883942,4.001763,5.320741,175,212,163,4.735482,13.479679,15.102547,13.43119,474,723,685,0,5.735482
"TSACC","Tsacc",1.531272,1.887275,2.002351,14,15,12,1.806966,0.474355,0.086981,0.759307,4,1,7,12.8936093333333,0.202032886678739
"TSC1","Tsc1",1.728106,2.001809,1.973662,403,390,335,1.90119233333333,18.322448,17.110119,12.876135,1315,1765,1363,0,2.90119233333333
"TSC2","Tsc2",48.417046,58.562723,49.488919,1101,1138,934,52.1562293333333,268.009513,322.363911,284.845611,1753,2632,2039,0,53.1562293333333
"TSC22D1","Tsc22d1",46.374794,54.687771,51.999665,2231,2423,1757,51.0207433333333,290.058663,241.458494,325.569041,7974,9848,13236,0,52.0207433333333
"TSC22D3","Tsc22d3",18.277983,20.912454,15.807305,1015,1128,582,18.3325806666667,46.873156,53.611608,46.417415,1271,1974,1863,22.347876,0.828023100116973
"TSC22D4","Tsc22d4",44.606518,50.741762,70.001211,1295,1367,1285,55.116497,4.452711,5.070178,4.817547,107,190,170,0,56.116497
"TSEN15","Tsen15",4.078111,4.51622,3.964759,100,99,56,4.18636333333333,14.095194,12.552326,12.487911,298,386,385,0,5.18636333333333
"TSEN2","Tsen2",1.807737,1.096609,1.680585,62,53,46,1.52831033333333,15.516684,13.205775,13.269693,261,281,288,2.83628,0.65905260651812
"TSEN34","Tsen34",23.32883,27.569836,32.147543,283,332,242,27.6820696666667,17.58481,16.554977,15.945827,331,428,477,0,28.6820696666667
"TSEN54","Tsen54",1.778954,1.799774,1.273994,45,43,28,1.617574,14.917609,29.993121,25.774373,119,221,168,0,2.617574
"TSFM","Tsfm",11.284002,15.42633,16.487902,208,267,207,14.3994113333333,18.509649,19.404779,16.069237,259,343,345,0,15.3994113333333
"TSG101","Tsg101",24.257226,25.732177,26.652974,370,376,308,25.547459,114.659295,132.047647,135.024859,876,1282,1225,0,26.547459
"TSGA10","Tsga10",0.558539,0.371583,0.454307,61,41,35,0.461476333333333,6.267426,13.700475,28.886808,35,63,57,9.45426666666667,0.139797116328899
"TSGA13","Tsga13",0.161414,0,0,2,0,0,0.0538046666666667,0.139148,0.032068,0.029126,4,1,1,3.33135666666667,0.243296673020847
"TSHB","Tshb",0.028134,0,0,4,0,0,0.009378,0.623767,1.077025,0.720507,3,7,5,0,1.009378
"TSHR","Tshr",0,0,0,0,0,0,0,0.38939,0.26232,0.188368,17,11,16,0,1
"TSHZ1","Tshz1",1.818678,2.213588,1.943796,310,257,243,1.99202066666667,7.986218,6.942591,6.581773,668,811,801,0,2.99202066666667
"TSHZ2","Tshz2",0.977775,1.342241,1.467552,159,198,170,1.26252266666667,13.91197,5.439207,4.667163,1106,740,615,0.890071666666667,1.19705654900211
"TSHZ3","Tshz3",0.177238,0.124886,0.215308,31,20,27,0.172477333333333,6.394421,7.169887,8.464077,512,780,974,8.16646,0.127909501959681
"TSKS","Tsks",0.189124,0,0,1,0,0,0.0630413333333333,0,0.038638,0.034784,0,1,1,0,1.06304133333333
"TSKU","Tsku",0.366346,0.280982,0.311922,28,21,18,0.31975,3.418258,2.456696,2.662981,151,125,176,0,1.31975
"TSLP","Tslp",0.219596,0.235027,0.224737,7,7,5,0.226453333333333,0.101638,0.020486,0,4,1,0,0,1.22645333333333
"TSN","Tsn",10.976783,12.538359,11.251976,514,503,415,11.5890393333333,27.343151,27.052425,22.071062,894,1077,969,0.416422,8.88791570120581
"TSNAX","Tsnax",8.384502,8.299504,9.428325,616,575,498,8.70411033333333,16.789477,18.018491,13.991577,469,698,581,0,9.70411033333333
"TSNAXIP1","Tsnaxip1",0,0,0,0,0,0,0,3.204618,4.530135,3.582669,60,112,95,0,1
"TSPAN1","Tspan1",0,0,0,0,0,0,0,1.51149,1.081337,1.367523,10,17,16,0,1
"TSPAN10","Tspan10",0.124043,0.040016,0.052628,3,2,2,0.072229,0.664337,0.483866,0.396261,19,16,16,0,1.072229
