"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","FoldChange"
"ACADSB",15.12461,11.57834,8.215,11.6393166666667,3.572105,3.466148,3.181139,3.406464,2.86835809090161
"ACADVL",850.20868,1070.84452,774.50407,898.51909,223.022625,188.605112,238.198574,216.608770333333,4.13365274121128
"ACAN",0.71233,1.18823,1.63863,1.17973,0.292759,0.315011,0.284229,0.297333,1.68016230219997
"ACAP1",120.28457,95.39005,24.71054,80.1283866666667,11.286318,12.913279,6.490646,10.230081,7.22420316172846
"ACAP2",6.75886,7.87548,5.09068,6.57500666666667,11.321554,4.989484,5.03907,7.11670266666667,0.933261569106798
"ACAP3",343.22767,247.20724,247.32393,279.252946666667,201.068487,222.065102,155.227804,192.787131,1.44618966811922
"ACAT1",91.26122,90.63713,80.1181,87.3388166666667,109.114332,109.952951,112.925312,110.664198333333,0.791111367700531
"ACAT2",14.59451,10.77698,17.1073,14.1595966666667,119.603573,70.690947,60.766009,83.686843,0.179007696232893
"ACBD3",8.61424,9.22951,9.74439,9.19604666666667,65.899098,64.268898,51.033552,60.400516,0.166057996428998
"ACBD4",37.10748,34.87319,34.97929,35.65332,3.64765,3.399864,4.113433,3.72031566666667,7.76501458553584
"ACBD5",27.4496,28.9044,23.68367,26.6792233333333,28.434973,21.567845,22.642447,24.2150883333333,1.09772462294897
"ACBD6",159.59532,134.10426,263.79763,185.832403333333,45.008644,45.056697,44.61445,44.8932636666667,4.07102019787348
"ACBD7",60.8629,83.23141,60.76041,68.2849066666667,1.034596,0.949647,0.691054,0.891765666666667,36.6244656447055
"ACCS",16.40018,12.6284,11.6015,13.54336,5.273883,5.411674,5.203006,5.29618766666667,2.309867616716
"ACCSL",0,0.0829,0,0.0276333333333333,0,0,0,0,1.02763333333333
"ACD",21.63499,14.56273,22.17613,19.45795,12.408905,8.62736,10.509139,10.5151346666667,1.77661404683529
"ACE",35.79878,27.88197,7.51585,23.7322,5.405634,2.557996,4.848241,4.27062366666667,4.69246175863691
"ACE2",0.66263,0.829,0,0.49721,0.05341,0,0.099057,0.0508223333333333,1.42479841977727
"ACER1",0.6295,0.3316,0.37142,0.444173333333333,0.145606,0.072291,0.066789,0.0948953333333333,1.31900583495652
"ACER2",1.95477,1.13296,1.42015,1.50262666666667,0.989215,1.238033,0.764366,0.997204666666667,1.25306470009583
"ACER3",22.21479,21.27762,19.8602,21.1175366666667,5.100368,4.487993,5.453281,5.01388066666667,3.6777478457892
"ACHE",124.93958,128.46708,62.90155,105.43607,150.826048,123.139185,143.64468,139.203304333333,0.759155217532878
"ACIN1",84.9662,86.90664,82.0626,84.6451466666667,80.771096,83.773455,54.064282,72.869611,1.1594097424808
"ACLY",34.88766,21.19472,31.22137,29.10125,258.665498,200.768091,176.389823,211.941137333333,0.141359487306955
"ACMSD",0.0497,0.2487,0,0.0994666666666667,0.069346,0.050982,0.281347,0.133891666666667,0.969639956785995
"ACO1",16.64867,16.08256,13.32753,15.35292,12.481148,12.32891,11.425298,12.078452,1.25037122130356
"ACO2",194.64864,168.23135,188.20215,183.694046666667,69.325062,71.569862,65.685688,68.860204,2.64376620867965
"ACOT1",2.23639,3.31599,4.85035,3.46757666666667,2.514575,1.663513,2.042674,2.07358733333333,1.45353822167843
"ACOT11",4.55561,7.12938,9.43851,7.04116666666667,1.059936,0.383645,0.558014,0.667198333333333,4.82316141150973
"ACOT12",0.0497,0,0,0.0165666666666667,0.137311,0.78691,0.64326,0.522493666666667,0.667698453480157
"ACOT13",37.93578,57.75354,36.3339,44.00774,14.096614,5.754241,11.441671,10.430842,3.93739498805075
"ACOT2",8.051,10.61118,19.33584,12.6660066666667,9.413227,10.383521,11.05022,10.2823226666667,1.21127599967004
"ACOT4",2.96529,3.31599,4.67556,3.65228,0.689296,0.540441,0.531756,0.587164333333333,2.93118985998719
"ACOT6",1.62345,0.19343,0.26218,0.69302,0.172208,0.138878,0.065032,0.125372666666667,1.50440831748179
"ACOT7",154.75809,102.10494,213.74293,156.868653333333,144.140782,166.680788,158.146086,156.322552,1.00347122091773
"ACOT8",66.89287,65.57375,49.87991,60.7821766666667,21.302306,21.395702,21.651743,21.449917,2.75200022640024
"ACOT9",13.46803,14.06534,14.22331,13.9188933333333,15.355328,9.120068,8.944808,11.140068,1.2288970155137
"ACOX1",62.50292,72.70314,76.18538,70.4638133333333,32.7541,26.088828,22.676301,27.1730763333333,2.536599570732
"ACOX2",13.50116,16.5247,11.05529,13.6937166666667,0.363302,0.170177,0,0.177826333333333,12.4752828586218
"ACOX3",8.46514,6.68725,23.55258,12.9016566666667,12.315552,13.017171,11.277513,12.203412,1.05288365360913
"ACOXL",0,0.05527,0,0.0184233333333333,0.066887,0.263478,0.058643,0.129669333333333,0.901523395636717
"ACP1",58.74247,61.70509,55.34201,58.5965233333333,61.38661,54.776346,47.901782,54.688246,1.07018136885355
"ACP2",38.03517,21.63685,46.29677,35.32293,93.073029,93.19527,67.827959,84.6987526666667,0.423844325264353
"ACP5",4.42308,6.63199,1.9882,4.34775666666667,5.678997,0.947109,4.648666,3.75825733333333,1.12388975459643
"ACP6",9.44253,12.54551,9.70069,10.56291,7.807588,6.333138,5.476793,6.539173,1.53371066030717
"ACPP",0.03313,2.34883,0.54621,0.976056666666667,0.058078,0.051093,0.026328,0.0451663333333333,1.89066237941712
"ACR",2.81619,1.3264,1.81342,1.98533666666667,0.12567,0.035491,0.308103,0.156421333333333,2.58153026117355
"ACRBP",3.9261,2.45936,2.16299,2.84948333333333,0.628518,0.288323,1.583194,0.833345,2.09970482006024
"ACRV1",5.84774,3.01203,4.1075,4.32242333333333,0.438865,0.108582,0.152571,0.233339333333333,4.31545738426137
"ACSBG1",88.3125,109.42775,56.1067,84.61565,0.55242,0.59011,0.153687,0.432072333333333,59.7844452456661
"ACSBG2",0.59637,0.77373,0.10924,0.493113333333333,0.197015,0.231607,0.314471,0.247697666666667,1.19669481896389
"ACSF2",51.30441,52.55848,47.82616,50.5630166666667,3.790468,0.103387,0.401622,1.43182566666667,21.2034182274853
"ACSF3",61.67463,58.77597,55.18907,58.5465566666667,15.936521,17.370704,11.494527,14.9339173333333,3.73709461527686
"ACSL1",34.42382,22.99088,27.48529,28.2999966666667,66.084552,37.18949,48.558232,50.610758,0.567711031616057
"ACSL3",44.29706,41.69861,41.796,42.5972233333333,73.488712,65.270923,63.439938,67.3998576666667,0.637387632380697
"ACSL4",16.20139,7.04648,11.47041,11.57276,54.339586,41.762906,53.930897,50.0111296666667,0.246470918839809
"ACSL5",9.19404,8.12418,3.23356,6.85059333333333,0.142479,0.46299,0.406441,0.337303333333333,5.87046568841275
"ACSL6",35.4509,34.34816,47.73876,39.1792733333333,11.708049,13.623248,10.446289,11.925862,3.10844053056835
"ACSM1",0.84486,0,0,0.28162,0,0,0,0,1.28162
"ACSM2A",0,0.77373,0.08739,0.28704,2.512588,2.655216,3.553189,2.90699766666667,0.32941918828891
"ACSM2B",0.0994,0.46977,0,0.189723333333333,0.796975,0.262418,0.897249,0.652214,0.720078230382586
"ACSM3",0.59637,0.22107,1.02687,0.61477,3.872745,2.186119,2.135456,2.73144,0.432747143194048
"ACSM4",0.16566,0,0.10924,0.0916333333333333,0.061611,0.022679,0,0.0280966666666667,1.06180028466843
"ACSM5",7.48776,8.98081,5.4621,7.31022333333333,0.022484,0.016566,0,0.0130166666666667,8.20344186505651
"ACSS1",57.94731,78.25742,61.83098,66.0119033333333,0.353285,0.35178,0.113193,0.272752666666667,52.6511592459179
"ACSS2",43.78352,30.83873,37.47001,37.3640866666667,146.808707,110.205765,81.323006,112.779159333333,0.337180261231086
"ACSS3",12.72257,14.9496,21.32404,16.33207,0.364544,0.348917,0.164893,0.292784666666667,13.4067725638248
"ACTA1",40.80167,32.41383,12.49729,28.57093,4.15909,2.452237,3.446297,3.35254133333333,6.79394582046473
"ACTA2",30.26579,39.46031,26.13069,31.9522633333333,8.348186,2.056176,1.61452,4.006294,6.58216703480326
"ACTB",3995.79691,3014.15431,4181.63155,3730.52759,1765.679464,2247.587352,2160.56381,2057.943542,1.81235061276877
"ACTBL2",0,0,0,0,0.117374,0,0,0.0391246666666667,0.962348438140563
"ACTC1",12.0765,11.13621,6.51082,9.90784333333333,1.111111,1.335114,1.670489,1.372238,4.59812351599348
"ACTG1",1819.21101,1453.84166,1057.48459,1443.51242,1443.150928,1808.077082,1625.665986,1625.631332,0.888039220432279
"ACTG2",1.52406,3.59233,6.42343,3.84660666666667,2.589937,0.036068,0,0.875335,2.58439514362323
"ACTL10",0.18222,0.80136,0.65545,0.546343333333333,0.26036,0.131968,0.19882,0.197049333333333,1.2917958268498
"ACTL6A",57.40064,40.37221,15.20649,37.65978,59.834895,86.693273,51.995615,66.1745943333333,0.575511923572812
"ACTL6B",82.51446,59.10757,87.50286,76.3749633333333,142.900347,135.126617,106.324192,128.117052,0.599262158907821
"ACTL7A",0,0.22107,0,0.07369,0,0.033462,0,0.011154,1.06184616784387
"ACTL7B",0,0.05527,0,0.0184233333333333,0,0,0,0,1.01842333333333
"ACTL8",0,0,0.13109,0.0436966666666667,0.040507,0,0,0.0135023333333333,1.02979207086187
"ACTL9",0,0.22107,0,0.07369,0,0,0,0,1.07369
"ACTN1",196.73593,153.64099,75.39884,141.925253333333,60.429453,20.280129,28.820641,36.5100743333333,3.81031645160785
"ACTN2",204.83663,117.0269,46.4934,122.785643333333,14.750099,6.175347,6.173399,9.03294833333333,12.3379129664278
"ACTN4",605.08392,637.55483,640.02714,627.555296666667,127.535578,103.462361,102.995419,111.331119333333,5.59555802877278
"ACTR10",94.92227,68.00548,97.15985,86.6958666666667,157.59723,204.668492,146.120837,169.462186333333,0.514459356371156
"ACTR1A",84.3864,74.4993,79.79037,79.55869,121.577592,133.893846,110.388319,121.953252333333,0.655197715157634
"ACTR1B",82.74638,66.76198,96.67919,82.0625166666667,35.74644,38.012808,33.295135,35.6847943333333,2.26422195288669
"ACTR2",77.5944,65.71192,67.97038,70.4255666666667,90.042114,90.869445,84.111564,88.341041,0.799470947139139
"ACTR3",66.84317,54.07831,32.35749,51.09299,90.295305,79.77323,77.820988,82.629841,0.622899546108189
"ACTR3B",70.88524,60.59976,35.35072,55.6119066666667,17.121055,10.72034,9.94134,12.594245,4.16440241195202
"ACTR3C",3.4457,3.09493,1.24536,2.59533,2.335739,0.036714,0.337758,0.903403666666667,1.88889517392615
"ACTR5",7.00735,4.94636,5.72428,5.89266333333333,2.258189,2.089738,1.574489,1.97413866666667,2.31753260551851
"ACTR6",22.91056,19.42619,15.0317,19.1228166666667,29.796825,19.749229,23.008826,24.18496,0.799001335188409
"ACTR8",18.55374,15.06013,11.47041,15.0280933333333,16.878315,19.754835,16.982766,17.871972,0.849306756778429
"ACTRT1",0,0,0,0,0,0,0,0,1
"ACTRT2",0,0.22107,0,0.07369,0,0,0,0,1.07369
"ACTRT3",1.09335,0.69083,2.84029,1.54149,1.932933,1.298673,1.10969,1.44709866666667,1.03857275336671
"ACVR1",20.72387,14.34167,7.86543,14.3103233333333,10.293467,6.920874,8.64507,8.61980366666667,1.59154218358788
"ACVR1B",22.71177,19.23276,27.72562,23.2233833333333,48.344712,56.21844,50.405514,51.656222,0.460028889526737
"ACVR1C",1.87194,0.4145,0.61176,0.966066666666667,0.085592,0.01581,0.078937,0.060113,1.85458216875622
"ACVR2A",7.15644,6.13459,6.68561,6.65888,21.953394,22.142775,18.03743,20.7111996666667,0.352761713658722
"ACVR2B",0.71233,0.63557,0.50251,0.616803333333333,5.621371,6.286207,4.135278,5.34761866666667,0.254710217837072
"ACVRL1",30.6965,35.06662,9.85363,25.2055833333333,0.977561,0.665953,0.737498,0.793670666666667,14.6100306039087
"ACY1",21.70125,22.05135,19.77281,21.1751366666667,11.585949,14.971368,6.534318,11.030545,1.84323625128094
"ACY3",3.59479,5.22269,3.60499,4.14082333333333,0,0.060569,0.057567,0.0393786666666667,4.94605430936944
"ACYP1",28.46012,29.12547,44.26487,33.9501533333333,51.832918,41.241443,48.301687,47.1253493333333,0.726231680756354
"ACYP2",276.00348,372.55176,479.90019,376.15181,18.41451,13.003516,14.903801,15.440609,22.9402578700096
"ADA",7.9516,7.84785,7.82173,7.87372666666667,2.258658,0.858817,1.431334,1.51626966666667,3.52654041187159
"ADAD1",0,0,0,0,0,0,0,0,1
"ADAD2",1.87194,1.43693,0.96133,1.4234,0.178842,0.074922,0.070358,0.108040666666667,2.18710384275908
"ADAL",17.52666,9.11898,13.39307,13.3462366666667,8.23178,6.902908,8.197069,7.77725233333333,1.63447923357336
"ADAM10",21.23741,19.75779,11.42672,17.4739733333333,48.401335,37.964021,33.127324,39.8308933333333,0.452450872982777
"ADAM11",12.93792,7.79258,39.74225,20.1575833333333,12.135299,18.856095,12.260095,14.417163,1.37233960186666
"ADAM12",2.89902,4.17262,1.76972,2.94712,5.204425,0.663844,0.321587,2.06328533333333,1.28852508679135
"ADAM15",165.77438,142.67058,170.98561,159.81019,18.325861,18.913974,21.753602,19.664479,7.78196198413713
"ADAM17",12.24216,12.10337,18.09048,14.1453366666667,9.314443,10.543808,8.210981,9.35641066666667,1.46241175192229
"ADAM18",0,0,0,0,0.035333,0,0,0.0117776666666667,0.988359432062314
"ADAM19",2.30265,1.38166,4.47892,2.72107666666667,12.802374,10.819058,9.049793,10.8904083333333,0.312947761115577
"ADAM2",0,0,0,0,0,0,0,0,1
"ADAM20",0.11596,0,0.08739,0.0677833333333333,0.114799,0.050835,0.079841,0.081825,0.987020389927514
"ADAM21",0.79516,0.1658,0.24033,0.40043,0.189499,0.210079,0.228701,0.209426333333333,1.15792914491967
"ADAM21P1",0.61294,0.27633,0.30588,0.398383333333333,0.042586,0.029771,0.053179,0.0418453333333333,1.34221778280589
"ADAM22",11.67892,15.08777,11.75444,12.8403766666667,7.358498,6.092743,6.007486,6.48624233333333,1.84877486600198
"ADAM23",66.1971,41.50517,40.09182,49.2646966666667,27.791034,31.634925,27.866773,29.0975773333333,1.67005789568977
"ADAM28",13.13671,4.58712,6.24864,7.99082333333333,0.355878,0.070795,0.656699,0.361124,6.60544030766729
"ADAM29",0.19879,0.4145,0.15294,0.25541,1.590352,2.275208,1.575598,1.81371933333333,0.446174565148526
"ADAM30",0,0.11053,0,0.0368433333333333,0,0,0,0,1.03684333333333
"ADAM32",3.56166,2.76333,7.29737,4.54078666666667,10.297747,6.150251,3.037132,6.49504333333333,0.739260124357742
"ADAM33",12.52378,18.43139,13.17459,14.70992,0.444232,0.218073,0.256207,0.306170666666667,12.0274634861396
"ADAM3A",0.34788,1.79616,0.78654,0.97686,0.231017,0.145255,0.379927,0.252066333333333,1.57887800939194
"ADAM3B",0,0,0,0,0,0.072133,0,0.0240443333333333,0.976520222269023
"ADAM5",0,0,0,0,0,0,0.191015,0.0636716666666667,0.940139736102776
"ADAM6",0,0,0,0,0,0,0,0,1
"ADAM7",0.06626,0,0,0.0220866666666667,0.036155,0,0,0.0120516666666667,1.00991550167893
"ADAM8",15.12461,6.88068,5.57134,9.19221,5.609723,5.136056,1.568834,4.104871,1.99656563309827
"ADAM9",14.44541,11.79941,14.33255,13.52579,16.019604,9.068817,10.587437,11.8919526666667,1.12673311604361
"ADAMDEC1",0,0.0829,0.10924,0.0640466666666667,0,0,0,0,1.06404666666667
"ADAMTS1",13.58399,6.18985,13.98298,11.2522733333333,55.689489,22.602635,30.236182,36.176102,0.32957391103923
"ADAMTS10",7.98474,9.89271,21.2585,13.0453166666667,48.620767,43.508264,28.643638,40.2575563333333,0.340430163948392
"ADAMTS12",4.53904,1.21586,1.13612,2.29700666666667,2.080716,0.450845,0.431766,0.987775666666667,1.65864122494037
"ADAMTS13",12.95449,16.49706,14.96616,14.8059033333333,10.04404,9.219637,9.619661,9.62777933333333,1.48722539653784
"ADAMTS14",3.28004,1.29876,1.9882,2.189,3.928993,0.380792,1.570922,1.96023566666667,1.07727909500899
"ADAMTS15",0.0994,0.35923,0.6336,0.364076666666667,1.427798,0.893566,0.827734,1.04969933333333,0.665500858825148
"ADAMTS16",0.21536,0.11053,0.61176,0.31255,1.432414,0.115256,0.125197,0.557622333333333,0.842662545285368
"ADAMTS17",5.01945,14.14823,12.3662,10.5112933333333,1.976097,1.195484,3.145809,2.10579666666667,3.70638987956928
"ADAMTS18",1.37496,0.69083,0.65545,0.90708,1.366388,1.547924,0.38092,1.09841066666667,0.908821152262538
"ADAMTS19",6.75886,4.44896,2.7092,4.63900666666667,0.03761,0.181964,0.167547,0.129040333333333,4.99451303924483
"ADAMTS2",1.65658,2.90149,7.55955,4.03920666666667,3.004416,1.513027,3.126211,2.54788466666667,1.42034117230793
"ADAMTS20",0,0,0,0,0.066632,0.128782,0.303561,0.166325,0.857393951085675
"ADAMTS3",3.67762,2.73569,1.85711,2.75680666666667,0.622413,0.414049,0.789348,0.608603333333333,2.3354462774125
"ADAMTS4",13.10358,4.44896,8.8923,8.81494666666667,0.689029,0.211108,0.171046,0.357061,7.23250219899228
"ADAMTS5",0.11596,0.13817,0.19664,0.150256666666667,1.658729,0.507028,0.635813,0.933856666666667,0.59479933879967
"ADAMTS6",0.81173,0.5803,0.83024,0.740756666666667,0.575044,0.43741,0.797161,0.603205,1.08579792769276
"ADAMTS7",1.02708,2.01723,3.40835,2.15088666666667,5.225607,7.926553,5.892613,6.34825766666667,0.428793709964716
"ADAMTS8",8.99525,9.03608,8.34609,8.79247333333333,0.259596,0.126229,0.215574,0.200466333333333,8.15722445638487
"ADAMTS9",5.61582,3.23309,3.88902,4.24597666666667,6.259008,1.208773,3.446049,3.63794333333333,1.13109977626577
"ADAMTSL1",1.27557,0.88426,2.42517,1.52833333333333,0.534643,0.391798,0.357426,0.427955666666667,1.7705965194531
"ADAMTSL2",16.7812,10.74934,12.2788,13.26978,1.503801,0.858924,1.307203,1.22330933333333,6.4182611866275
"ADAMTSL3",10.83406,7.10175,6.8604,8.26540333333333,1.141787,0.488298,0.557855,0.729313333333333,5.3578510931121
"ADAMTSL4",5.01945,6.07932,1.26721,4.12199333333333,0.717708,0.666369,0.399532,0.594536333333333,3.21221487793003
"ADAMTSL5",4.05863,5.16742,6.2268,5.15095,2.484078,1.829524,1.172891,1.828831,2.17437874514243
"ADAP1",135.57485,116.91637,120.64689,124.37937,53.265804,60.189014,55.280346,56.2450546666667,2.19022185811637
"ADAP2",6.97422,6.07932,4.93774,5.99709333333333,4.717453,6.427834,6.170847,5.77204466666667,1.03323201156283
"ADAR",103.02297,85.91184,100.5682,96.5010033333333,93.089729,94.857624,66.868309,84.938554,1.13454321483386
"ADARB1",17.26161,16.7734,16.05858,16.6978633333333,34.100105,17.143214,24.363699,25.2023393333333,0.675430659384637
"ADARB2",27.97971,22.38295,18.57114,22.9779333333333,0.753625,0.498108,0.982045,0.744592666666667,13.744144287358
"ADAT1",23.15905,21.52632,29.91046,24.8652766666667,56.120434,59.301982,46.931663,54.1180263333333,0.469270733865598
"ADAT2",5.16854,2.54226,5.11253,4.27444333333333,1.034206,0.933793,1.210028,1.05934233333333,2.56122707136113
"ADAT3",1.42466,1.4922,2.42517,1.78067666666667,0.640923,0.544088,0.678522,0.621177666666667,1.71522019075433
"ADCK1",13.93187,9.28478,12.82501,12.0138866666667,5.533056,5.09672,4.52841,5.05272866666667,2.15008591717256
"ADCK2",22.14853,18.37613,17.87199,19.46555,18.274489,18.137657,20.53215,18.981432,1.02422839364066
"ADCK5",11.61265,9.42295,24.90718,15.31426,4.64823,6.892405,2.963806,4.83481366666667,2.79602073553791
"ADCY1",10.00577,13.98244,27.22311,17.07044,7.782219,24.050607,11.111329,14.3147183333333,1.17993942863896
"ADCY10",0.69577,0.85663,0.15294,0.568446666666667,0.05134,0.113811,0.077332,0.0808276666666667,1.45115332909995
"ADCY10P1",2.70023,2.62516,2.0319,2.45243,0.720345,1.193713,1.246195,1.05341766666667,1.68130919298282
"ADCY2",383.03539,425.58001,759.84379,522.81973,72.342279,68.200436,73.510891,71.351202,7.23995891595554
"ADCY3",177.73491,174.06197,95.73971,149.178863333333,32.320064,33.406767,28.267331,31.3313873333333,4.64498667455883
"ADCY4",22.76147,22.43822,10.77126,18.6569833333333,0.230327,0.319736,0.365302,0.305121666666667,15.0614182841191
"ADCY5",207.80191,157.17805,57.5487,140.842886666667,26.717633,28.211033,23.810448,26.2463713333333,5.20593678076814
"ADCY6",20.06123,18.87352,16.69218,18.54231,34.684876,31.848539,24.33093,30.288115,0.624592117486145
"ADCY7",5.99683,2.92913,4.39153,4.43916333333333,12.07316,11.612199,12.140766,11.9420416666667,0.42027088719258
"ADCY8",4.43965,7.40572,7.90912,6.58483,18.344465,20.437146,13.60388,17.4618303333333,0.410838463091354
"ADCY9",20.22689,17.07736,12.89056,16.7316033333333,5.484777,5.057732,4.294656,4.94572166666667,2.9822457772858
"ADCYAP1",1.14304,0.3316,17.7846,6.41974666666667,23.761483,14.864341,12.375151,17.000325,0.412200705635408
"ADCYAP1R1",66.46216,77.81529,45.79425,63.3572333333333,9.448235,5.412402,8.491945,7.784194,7.3264813292299
"ADD1",391.05325,307.58594,317.56655,338.735246666667,154.741787,190.237059,146.304246,163.761030666667,2.06198786989865
"ADD2",36.34546,28.71097,40.61618,35.2242033333333,44.498774,62.72364,41.285624,49.5026793333333,0.717272901388902
"ADD3",712.86129,964.3459,1067.11974,914.775643333333,60.690166,38.499272,41.292527,46.8273216666667,19.1475418530824
"ADGB",0.6295,4.08972,0.17479,1.63133666666667,0.232085,0.088882,0.281014,0.200660333333333,2.19157458076542
"ADH1A",1.06021,0.85663,0.15294,0.689926666666667,0.048538,0,0.037548,0.0286953333333333,1.64278636434629
"ADH1B",2.53457,3.97919,3.99826,3.50400666666667,0.232085,0.170176,0.023622,0.141961,3.94409849956931
"ADH1C",0,0.52503,0,0.17501,0,0,0.064375,0.0214583333333333,1.15032592290434
"ADH4",0,2.84623,0,0.948743333333333,0,0.051433,0.024651,0.0253613333333333,1.90054302808376
"ADH5",54.15374,57.9746,40.70358,50.9439733333333,56.244363,55.367877,49.923375,53.845205,0.947101452776653
"ADH6",0.03313,0,0.89578,0.309636666666667,0,0.175753,0.028185,0.0679793333333333,1.22627528997128
"ADH7",0,0,0.15294,0.05098,0.099383,0.093506,0,0.0642963333333333,0.9874881337873
"ADHFE1",47.12982,58.11277,40.41955,48.5540466666667,3.003773,1.243849,0.874102,1.70724133333333,18.3042590464783
"ADI1",40.93419,61.76036,32.96924,45.2212633333333,6.858608,6.264982,6.978803,6.70079766666667,6.00213969176267
"ADIG",0,0.71847,0,0.23949,0,0,0,0,1.23949
"ADIPOQ",0.0497,0.19343,0.39327,0.212133333333333,0.15226,0.12497,0.084781,0.120670333333333,1.08161454558001
"ADIPOR1",61.45927,54.35464,35.6566,50.49017,31.78277,26.72532,28.250066,28.9193853333333,1.72096349662085
"ADIPOR2",51.86765,70.68591,48.00094,56.8515,11.18115,7.714247,7.34797,8.747789,5.93483301700519
"ADK",221.89945,181.68876,200.21877,201.268993333333,30.339727,25.239164,30.063732,28.547541,6.84554404487782
"ADM",10.86719,10.72171,25.93406,15.8409866666667,0.806759,0.033778,1.559399,0.799978666666667,9.35621459217294
"ADM2",0.79516,0.02763,0.15294,0.325243333333333,1.63029,1.379053,1.593968,1.534437,0.522894565275575
"ADNP",15.10805,15.83386,11.44856,14.1301566666667,33.858758,35.043235,30.558725,33.1535726666667,0.443003629937475
"ADNP2",5.4336,5.00162,4.56632,5.00051333333333,5.183089,4.936313,13.259561,7.79298766666667,0.682420305908159
"ADO",11.09911,9.47821,10.00657,10.19463,7.75919,7.95103,7.86824,7.85948666666667,1.26357546675014
"ADORA1",49.36621,50.12675,42.29851,47.2638233333333,10.860279,8.484353,12.001668,10.4487666666667,4.21563516303066
"ADORA2A",203.99177,184.70078,12.40989,133.700813333333,7.640783,3.475551,1.752122,4.28948533333333,25.4657693224848
"ADORA2B",6.60977,8.31761,8.12761,7.68499666666667,0.306423,0.254042,0.611888,0.390784333333333,6.24467536663365
"ADORA3",26.62131,8.37288,7.40661,14.1336,0,0.084615,0,0.028205,14.7184656756192
"ADPGK",20.37598,17.40896,15.40312,17.7293533333333,26.947752,26.670719,23.01729,25.5452536666667,0.705563170294813
"ADPRH",2.18669,1.46456,0.78654,1.47926333333333,0.984898,1.851182,1.629344,1.48847466666667,0.996298401805443
"ADPRHL1",5.01945,3.15019,9.46036,5.87666666666667,1.926065,2.027873,1.851695,1.935211,2.34281851174129
"ADPRHL2",26.90293,28.60044,33.14403,29.5491333333333,9.937483,10.042049,10.265002,10.0815113333333,2.75676596940718
"ADPRM",3.4457,4.36606,5.94277,4.58484333333333,2.868696,2.60802,2.022865,2.49986033333333,1.59573320116298
"ADRA1A",2.91559,2.73569,3.80162,3.15096666666667,22.276093,16.967466,13.93555,17.7263696666667,0.221664248893659
"ADRA1B",2.36892,4.86346,25.2786,10.8369933333333,1.452421,0.693065,0.76846,0.971315333333333,6.0046168835495
"ADRA1D",1.59032,1.2435,1.59493,1.47625,0.232085,0.170177,0.152845,0.185035666666667,2.08959955354368
"ADRA2A",0.31475,0.55267,2.99323,1.28688333333333,0.42209,1.055473,1.037228,0.838263666666667,1.24404533190832
"ADRA2B",2.48488,2.43173,0.28403,1.73354666666667,0,0,0,0,2.73354666666667
"ADRA2C",32.204,49.60172,11.12084,30.97552,0.898031,0.716881,1.520762,1.04522466666667,15.6342335006716
"ADRB1",15.02522,12.21391,12.65023,13.2964533333333,0.050389,0.036076,0.090154,0.058873,13.5015751023336
"ADRB2",2.26952,2.59753,2.88399,2.58368,0.018232,0,0.04964,0.022624,3.504396532841
"ADRB3",0.03313,0,0.39327,0.142133333333333,0,0,0.101063,0.0336876666666667,1.10491144488196
"ADRM1",68.40036,82.12608,67.53342,72.68662,29.212525,35.34107,31.458058,32.0038843333333,2.23266507832164
"ADSL",33.62866,22.96325,25.12566,27.23919,116.097362,114.708771,92.735536,107.847223,0.259438773187626
"ADTRP",0.19879,0.4974,7.01334,2.56984333333333,0,0.074177,0,0.0247256666666667,3.48370637084332
"AEBP1",39.74145,63.25256,59.73354,54.2425166666667,34.367461,8.816019,13.119066,18.7675153333333,2.79461104418687
"AEBP2",13.08701,11.27437,9.87548,11.4122866666667,8.67834,6.212587,7.216268,7.369065,1.48311509907817
"AEN",5.20167,4.36606,4.65371,4.74048,5.274571,3.757056,3.993626,4.341751,1.07464387613724
"AFAP1",8.08413,6.41092,7.38476,7.29327,16.760669,20.689242,12.125061,16.5249906666667,0.473225359016834
"AFAP1L1",1.20931,1.4093,1.42015,1.34625333333333,0.332563,0.101833,0.920664,0.451686666666667,1.61622572364101
"AFAP1L2",29.65286,33.68496,34.03981,32.45921,4.148444,4.675051,3.663669,4.162388,6.48134351776736
"AFF1",9.92294,13.15344,9.19818,10.7581866666667,2.261001,1.52797,2.147089,1.97868666666667,3.94743992318762
"AFF2",0.69577,0.13817,1.20166,0.678533333333333,7.007388,7.400754,8.585772,7.664638,0.19372226898958
"AFF3",30.05044,8.31761,24.95088,21.10631,19.131307,21.881709,27.122887,22.7119676666667,0.932284925096122
"AFF4",10.7181,11.49544,7.66879,9.96077666666667,13.085485,10.195596,8.591431,10.6241706666667,0.942929778044094
"AFG3L1P",28.808,28.68334,40.17921,32.55685,7.209824,7.376848,6.113134,6.89993533333333,4.24773730215344
"AFG3L2",26.62131,26.74901,23.44334,25.6045533333333,30.778426,27.741084,26.67959,28.3997,0.90492601398427
"AFM",0,0.1658,0,0.0552666666666667,0,0,0,0,1.05526666666667
