"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","FoldChange"
"ADAM11",12.93792,7.79258,39.74225,20.1575833333333,11.764671,7.939555,6.243467,8.649231,2.19267041418465
"ADAM12",2.89902,4.17262,1.76972,2.94712,0.692991,0.787749,1.408243,0.962994333333333,2.01076484683349
"ADAM15",165.77438,142.67058,170.98561,159.81019,11.532537,17.778786,12.695181,14.002168,10.7191300617351
"ADAM17",12.24216,12.10337,18.09048,14.1453366666667,5.863159,4.842983,3.098865,4.601669,2.70371860005771
"ADAM18",0,0,0,0,0.106287,0,0.174783,0.09369,0.914335872139272
"ADAM19",2.30265,1.38166,4.47892,2.72107666666667,21.431505,16.071382,16.202989,17.9019586666667,0.196861961889099
"ADAM2",0,0,0,0,0,0,0,0,1
"ADAM20",0.11596,0,0.08739,0.0677833333333333,0.018165,0.036213,0.036804,0.030394,1.03628644317934
"ADAM21",0.79516,0.1658,0.24033,0.40043,0.092614,0.093693,0.038026,0.0747776666666667,1.30299506905769
"ADAM21P1",0.61294,0.27633,0.30588,0.398383333333333,0.024479,0,0,0.00815966666666667,1.3870653424937
"ADAM22",11.67892,15.08777,11.75444,12.8403766666667,0.473128,0.221024,0.122401,0.272184333333333,10.8792226912609
"ADAM23",66.1971,41.50517,40.09182,49.2646966666667,41.864549,35.696454,23.789355,33.7834526666667,1.44507496562685
"ADAM28",13.13671,4.58712,6.24864,7.99082333333333,0.222073,0,0.032833,0.0849686666666667,8.28671242733277
"ADAM29",0.19879,0.4145,0.15294,0.25541,0.022632,0,0,0.007544,1.24601009980706
"ADAM30",0,0.11053,0,0.0368433333333333,0,0,0,0,1.03684333333333
"ADAM32",3.56166,2.76333,7.29737,4.54078666666667,1.741478,1.890163,5.623824,3.085155,1.35632226113003
"ADAM33",12.52378,18.43139,13.17459,14.70992,0.151082,0.049411,0.215616,0.138703,13.7963279274754
"ADAM3A",0.34788,1.79616,0.78654,0.97686,0.13521,0.063743,0.062082,0.0870116666666667,1.81861893539934
"ADAM3B",0,0,0,0,0,0,0,0,1
"ADAM5",0,0,0,0,0,0,0,0,1
"ADAM6",0,0,0,0,0,0,0,0,1
"ADAM7",0.06626,0,0,0.0220866666666667,0,0,0,0,1.02208666666667
"ADAM8",15.12461,6.88068,5.57134,9.19221,1.440741,0.605901,0.327876,0.791506,5.68918552324134
"ADAM9",14.44541,11.79941,14.33255,13.52579,26.964509,19.212823,18.44891,21.5420806666667,0.644385503485467
"ADAMDEC1",0,0.0829,0.10924,0.0640466666666667,0,0,0,0,1.06404666666667
"ADAMTS1",13.58399,6.18985,13.98298,11.2522733333333,7.164372,3.536363,3.442214,4.71431633333333,2.14413634433609
"ADAMTS10",7.98474,9.89271,21.2585,13.0453166666667,2.733393,2.863047,1.555908,2.384116,4.15036501900841
"ADAMTS12",4.53904,1.21586,1.13612,2.29700666666667,9.689995,10.514763,8.128071,9.44427633333333,0.315675932103035
"ADAMTS13",12.95449,16.49706,14.96616,14.8059033333333,3.498026,3.363595,2.00095,2.95419033333333,3.99725405226236
"ADAMTS14",3.28004,1.29876,1.9882,2.189,1.363407,0.882597,0.773,1.00633466666667,1.58946563251993
"ADAMTS15",0.0994,0.35923,0.6336,0.364076666666667,5.729811,5.379448,3.798096,4.96911833333333,0.228522302707463
"ADAMTS16",0.21536,0.11053,0.61176,0.31255,0.036176,0.066894,0.143115,0.0820616666666667,1.2130085007478
"ADAMTS17",5.01945,14.14823,12.3662,10.5112933333333,0.492449,0.402607,0.432152,0.442402666666667,7.98063786164196
"ADAMTS18",1.37496,0.69083,0.65545,0.90708,0.121899,0.017094,0.017158,0.0520503333333333,1.81272695761388
"ADAMTS19",6.75886,4.44896,2.7092,4.63900666666667,2.13328,0.847573,1.17336,1.38473766666667,2.36462347430808
"ADAMTS2",1.65658,2.90149,7.55955,4.03920666666667,0.115833,0.086629,0.03467,0.079044,4.67006597197766
"ADAMTS20",0,0,0,0,0.194401,0.034761,0.182112,0.137091333333333,0.879436832104369
"ADAMTS3",3.67762,2.73569,1.85711,2.75680666666667,0.99259,0.688442,0.66207,0.781034,2.10934022970177
"ADAMTS4",13.10358,4.44896,8.8923,8.81494666666667,0.02932,0.026379,0.464571,0.173423333333333,8.36436977845449
"ADAMTS5",0.11596,0.13817,0.19664,0.150256666666667,0.014722,0,0,0.00490733333333333,1.14463953890276
"ADAMTS6",0.81173,0.5803,0.83024,0.740756666666667,0.791118,0.693934,0.622677,0.702576333333333,1.02242503468763
"ADAMTS7",1.02708,2.01723,3.40835,2.15088666666667,5.459603,4.568133,3.862321,4.630019,0.559658265214854
"ADAMTS8",8.99525,9.03608,8.34609,8.79247333333333,0.317805,0.100515,0.182645,0.200321666666667,8.15820759157615
"ADAMTS9",5.61582,3.23309,3.88902,4.24597666666667,11.270211,9.013448,9.75239,10.0120163333333,0.47638656789739
"ADAMTSL1",1.27557,0.88426,2.42517,1.52833333333333,2.699594,2.503845,1.528651,2.24403,0.779380379753989
"ADAMTSL2",16.7812,10.74934,12.2788,13.26978,0.864767,0.719934,0.473671,0.686124,8.46306677326223
"ADAMTSL3",10.83406,7.10175,6.8604,8.26540333333333,0.184832,0.214714,0.105793,0.168446333333333,7.9296781281354
"ADAMTSL4",5.01945,6.07932,1.26721,4.12199333333333,12.635359,12.932216,10.354914,11.974163,0.394784105404975
"ADAMTSL5",4.05863,5.16742,6.2268,5.15095,42.692522,31.619021,21.507695,31.939746,0.186733376754028
"ADAP1",135.57485,116.91637,120.64689,124.37937,2.559191,2.013888,2.267124,2.28006766666667,38.2246291057207
"ADAP2",6.97422,6.07932,4.93774,5.99709333333333,3.159636,0.302603,0.075168,1.17913566666667,3.21094892822185
"ADAR",103.02297,85.91184,100.5682,96.5010033333333,31.090188,13.016808,8.388818,17.4986046666667,5.27072204040471
"ADARB1",17.26161,16.7734,16.05858,16.6978633333333,19.742685,2.826503,2.675535,8.41490766666667,1.8797702494728
"ADARB2",27.97971,22.38295,18.57114,22.9779333333333,0.115823,0.022508,0.083771,0.074034,22.3251157163864
"ADAT1",23.15905,21.52632,29.91046,24.8652766666667,12.085066,7.251189,8.024499,9.12025133333333,2.55579390419619
"ADAT2",5.16854,2.54226,5.11253,4.27444333333333,0.527551,0.654778,0.610782,0.597703666666667,3.30126508649601
"ADAT3",1.42466,1.4922,2.42517,1.78067666666667,0.613159,0.450686,0.803128,0.622324333333333,1.71400786484741
"ADCK1",13.93187,9.28478,12.82501,12.0138866666667,6.62267,6.828834,4.626745,6.026083,1.85222501166961
"ADCK2",22.14853,18.37613,17.87199,19.46555,8.450675,6.860918,7.832185,7.71459266666667,2.34842301674991
"ADCK5",11.61265,9.42295,24.90718,15.31426,4.110263,2.199273,1.452022,2.587186,4.54792698231985
"ADCY1",10.00577,13.98244,27.22311,17.07044,0.4447,0.546407,0.45112,0.480742333333333,12.2036356989411
"ADCY10",0.69577,0.85663,0.15294,0.568446666666667,0.095948,0.039473,0.019977,0.0517993333333333,1.49120332839154
"ADCY10P1",2.70023,2.62516,2.0319,2.45243,2.288528,3.3026,2.270997,2.62070833333333,0.953523366744537
"ADCY2",383.03539,425.58001,759.84379,522.81973,0.17816,0.66433,0.071804,0.304764666666667,401.466826457083
"ADCY3",177.73491,174.06197,95.73971,149.178863333333,0.989079,0.854518,0.47374,0.772445666666667,84.729741598097
"ADCY4",22.76147,22.43822,10.77126,18.6569833333333,0.32983,0.401649,0.214958,0.315479,14.9428332442656
"ADCY5",207.80191,157.17805,57.5487,140.842886666667,29.485628,24.648613,19.357219,24.4971533333333,5.56308717339164
"ADCY6",20.06123,18.87352,16.69218,18.54231,52.569283,30.652688,27.231797,36.8179226666667,0.516747315082563
"ADCY7",5.99683,2.92913,4.39153,4.43916333333333,1.115192,0.719433,0.654716,0.829780333333333,2.9725772182854
"ADCY8",4.43965,7.40572,7.90912,6.58483,0.108939,0,0.014524,0.0411543333333333,7.28501986416999
"ADCY9",20.22689,17.07736,12.89056,16.7316033333333,3.831584,2.220177,1.998618,2.68345966666667,4.81384484640753
"ADCYAP1",1.14304,0.3316,17.7846,6.41974666666667,0,0,0,0,7.41974666666667
"ADCYAP1R1",66.46216,77.81529,45.79425,63.3572333333333,0.006753,0,0,0.002251,64.2126905668673
"ADD1",391.05325,307.58594,317.56655,338.735246666667,153.183987,134.469754,126.62982,138.094520333333,2.44247757461982
"ADD2",36.34546,28.71097,40.61618,35.2242033333333,5.559971,3.289912,3.736443,4.195442,6.97230444172668
"ADD3",712.86129,964.3459,1067.11974,914.775643333333,179.187635,64.000519,43.576139,95.5880976666667,9.48124733229294
"ADGB",0.6295,4.08972,0.17479,1.63133666666667,0.054045,0.059068,0.038539,0.0505506666666667,2.50472133344671
"ADH1A",1.06021,0.85663,0.15294,0.689926666666667,0.524325,0.037682,0,0.187335666666667,1.42329310414045
"ADH1B",2.53457,3.97919,3.99826,3.50400666666667,0.014292,0.010538,0.024878,0.0165693333333333,4.4305946667681
"ADH1C",0,0.52503,0,0.17501,0,0,0,0,1.17501
"ADH4",0,2.84623,0,0.948743333333333,0.029115,0,0,0.009705,1.93001256142471
"ADH5",54.15374,57.9746,40.70358,50.9439733333333,78.39781,62.67658,56.457748,65.844046,0.777091999088944
"ADH6",0.03313,0,0.89578,0.309636666666667,0.394861,0.596771,0.522517,0.504716333333333,0.870354523078436
"ADH7",0,0,0.15294,0.05098,0.120761,0,0,0.0402536666666667,1.0103112670275
"ADHFE1",47.12982,58.11277,40.41955,48.5540466666667,14.948092,14.215742,12.787038,13.983624,3.30721370655501
"ADI1",40.93419,61.76036,32.96924,45.2212633333333,29.09088,31.659375,27.77474,29.5083316666667,1.51503739497609
"ADIG",0,0.71847,0,0.23949,0,0,0,0,1.23949
"ADIPOQ",0.0497,0.19343,0.39327,0.212133333333333,0.034025,0.022496,0.028266,0.0282623333333333,1.17881720844908
"ADIPOR1",61.45927,54.35464,35.6566,50.49017,34.526107,31.357092,27.232321,31.0385066666667,1.60713389471336
"ADIPOR2",51.86765,70.68591,48.00094,56.8515,9.189842,8.119334,7.344019,8.21773166666667,6.27611022885421
"ADK",221.89945,181.68876,200.21877,201.268993333333,11.915415,10.357807,7.022151,9.76512433333333,18.7892853877241
"ADM",10.86719,10.72171,25.93406,15.8409866666667,12.326912,9.764378,11.025989,11.039093,1.39885842452307
"ADM2",0.79516,0.02763,0.15294,0.325243333333333,0.032053,0.071322,0.011638,0.0383376666666667,1.27631249050967
"ADNP",15.10805,15.83386,11.44856,14.1301566666667,14.095506,12.815889,10.050779,12.3207246666667,1.13583585317455
"ADNP2",5.4336,5.00162,4.56632,5.00051333333333,12.492528,2.990565,2.49652,5.99320433333333,0.858049192804462
"ADO",11.09911,9.47821,10.00657,10.19463,2.460041,2.781656,2.109367,2.45035466666667,3.2444867503476
"ADORA1",49.36621,50.12675,42.29851,47.2638233333333,5.806826,4.790978,3.967275,4.85502633333333,8.243143682986
"ADORA2A",203.99177,184.70078,12.40989,133.700813333333,1.33958,0.74573,1.152519,1.07927633333333,64.7825453374884
"ADORA2B",6.60977,8.31761,8.12761,7.68499666666667,0.761463,0.775973,0.622445,0.719960333333333,5.04953311907775
"ADORA3",26.62131,8.37288,7.40661,14.1336,0,0,0,0,15.1336
"ADPGK",20.37598,17.40896,15.40312,17.7293533333333,12.097518,8.326456,6.13148,8.851818,1.90110630680889
"ADPRH",2.18669,1.46456,0.78654,1.47926333333333,1.170042,1.306376,1.207528,1.227982,1.11278427443908
"ADPRHL1",5.01945,3.15019,9.46036,5.87666666666667,87.623752,72.82769,76.641213,79.030885,0.0859251608509223
"ADPRHL2",26.90293,28.60044,33.14403,29.5491333333333,5.906548,5.014056,4.694375,5.204993,4.92331471338216
"ADPRM",3.4457,4.36606,5.94277,4.58484333333333,1.45691,0.95853,0.879918,1.09845266666667,2.66141020097666
"ADRA1A",2.91559,2.73569,3.80162,3.15096666666667,0.025515,0.102006,0.024366,0.050629,3.95093478922309
"ADRA1B",2.36892,4.86346,25.2786,10.8369933333333,0.374976,0.339421,0.369417,0.361271333333333,8.69554294098605
"ADRA1D",1.59032,1.2435,1.59493,1.47625,0.080449,0.0371,0.088722,0.068757,2.31694388902248
"ADRA2A",0.31475,0.55267,2.99323,1.28688333333333,0,0.0134,0,0.00446666666666667,2.27671401075197
"ADRA2B",2.48488,2.43173,0.28403,1.73354666666667,0.083598,0.064501,0.102753,0.0836173333333333,2.52261253357581
"ADRA2C",32.204,49.60172,11.12084,30.97552,0.098793,0.145416,0.05509,0.0997663333333333,29.074830744349
"ADRB1",15.02522,12.21391,12.65023,13.2964533333333,2.1553,2.869327,1.868118,2.29758166666667,4.33543571576949
"ADRB2",2.26952,2.59753,2.88399,2.58368,0.659087,0.581192,0.584171,0.60815,2.22844883872773
"ADRB3",0.03313,0,0.39327,0.142133333333333,0.05234,0.115423,0.075513,0.081092,1.05646266306044
"ADRM1",68.40036,82.12608,67.53342,72.68662,33.153986,31.020408,24.844419,29.6729376666667,2.40233331416696
"ADSL",33.62866,22.96325,25.12566,27.23919,112.110103,80.936128,62.391014,85.1457483333333,0.327807123930608
"ADTRP",0.19879,0.4974,7.01334,2.56984333333333,0.063655,0,0.331294,0.131649666666667,3.15454812428699
"AEBP1",39.74145,63.25256,59.73354,54.2425166666667,3.63944,2.000052,1.793493,2.47766166666667,15.8849600569731
"AEBP2",13.08701,11.27437,9.87548,11.4122866666667,7.367645,5.103759,3.549319,5.340241,1.95769950490315
"AEN",5.20167,4.36606,4.65371,4.74048,5.588296,5.342741,4.406112,5.112383,0.939155808790123
"AFAP1",8.08413,6.41092,7.38476,7.29327,3.908081,2.811282,3.332679,3.35068066666667,1.90620057765674
"AFAP1L1",1.20931,1.4093,1.42015,1.34625333333333,20.169832,17.346547,13.400218,16.972199,0.130549040400306
"AFAP1L2",29.65286,33.68496,34.03981,32.45921,1.188832,1.12508,0.808664,1.04085866666667,16.394672765189
"AFF1",9.92294,13.15344,9.19818,10.7581866666667,6.920093,3.864595,3.586838,4.79050866666667,2.03059650602946
"AFF2",0.69577,0.13817,1.20166,0.678533333333333,0.286195,0.11348,0.082932,0.160869,1.44592829452189
"AFF3",30.05044,8.31761,24.95088,21.10631,2.122004,2.112918,2.473893,2.23627166666667,6.8307955193296
"AFF4",10.7181,11.49544,7.66879,9.96077666666667,4.609121,2.888101,2.324789,3.27400366666667,2.56452205508169
"AFG3L1P",28.808,28.68334,40.17921,32.55685,9.347045,6.134107,5.323901,6.93501766666667,4.22895718820706
"AFG3L2",26.62131,26.74901,23.44334,25.6045533333333,71.315232,42.356748,39.185155,50.9523783333333,0.512095002901215
"AFM",0,0.1658,0,0.0552666666666667,0.026079,0.025368,0,0.017149,1.03747500775861
"AFMID",56.96993,31.08743,63.6007,50.5526866666667,25.195623,22.849002,19.331607,22.458744,2.19758937932341
"AFP",0,0,0,0,1.322048,1.003117,1.248131,1.19109866666667,0.456392044417291
"AFTPH",18.0899,19.37092,20.36271,19.27451,2.104705,1.859219,1.950039,1.971321,6.82339942402723
"AGA",12.82196,10.69408,5.04698,9.52100666666667,2.964544,2.070598,1.942067,2.32573633333333,3.16351196010828
"AGAP1",103.38742,100.22587,173.54187,125.718386666667,3.10479,1.911354,2.297394,2.437846,36.8598205581828
"AGAP11",147.80044,125.70375,151.80271,141.768966666667,0,0,0,0,142.768966666667
"AGAP2",270.85151,234.8828,158.33538,221.356563333333,0.016202,0.010699,0,0.008967,220.380412177339
"AGAP3",406.72454,312.31123,563.25185,427.429206666667,36.285633,21.823063,25.19628,27.7683253333333,14.8923929948141
"AGAP4",3.28004,1.5751,3.4739,2.77634666666667,7.838784,10.067337,3.351015,7.085712,0.467039472425764
"AGAP5",1.87194,1.96196,0.74285,1.52558333333333,3.722359,2.596805,2.460699,2.926621,0.643195086394468
"AGAP6",7.78595,6.85305,7.34106,7.32668666666667,4.203342,3.135968,3.295296,3.54486866666667,1.83210721307238
"AGAP9",0,0,0,0,4.303122,5.115992,2.98596,4.13502466666667,0.194741031428995
"AGBL1",0.82829,0.44213,0,0.423473333333333,0.174113,0.070004,0.009905,0.084674,1.31235129940732
"AGBL2",4.7047,10.97041,0.74285,5.47265333333333,0.068239,0.180448,0.161956,0.136881,5.6933428681923
"AGBL3",7.48776,3.20546,5.37471,5.35597666666667,0.535719,0.582941,0.95389,0.69085,3.75904229628096
"AGBL4",15.70442,8.62158,27.57269,17.2995633333333,0.207912,0.078864,0.071547,0.119441,16.3470547651313
"AGBL5",16.18483,16.16546,11.6889,14.67973,6.835706,5.203639,4.551515,5.53028666666667,2.40107836001074
"AGER",15.77068,17.0221,15.38128,16.05802,3.399831,3.238186,4.165934,3.601317,3.70720382881684
"AGFG1",27.66496,23.07378,22.72234,24.4870266666667,12.453578,14.959457,11.251119,12.8880513333333,1.83517658848899
"AGFG2",73.41981,69.80164,47.06146,63.4276366666667,4.634728,3.754121,3.312598,3.90048233333333,13.1472031290525
"AGGF1",8.15039,10.74934,7.90912,8.93628333333333,3.020738,2.491328,2.272935,2.59500033333333,2.76391722170448
"AGK",24.13643,23.84751,16.88882,21.6242533333333,14.039557,6.032043,9.333119,9.801573,2.09453320672214
"AGL",3.85984,3.59233,4.1075,3.85322333333333,13.588373,7.492136,6.033664,9.03805766666667,0.483482312464632
"AGMAT",0.71233,1.21586,4.1075,2.01189666666667,0.307066,0.123223,0.153755,0.194681333333333,2.5210879107511
"AGMO",1.4081,4.08972,0.69915,2.06565666666667,0.091285,0,0.044503,0.0452626666666667,2.93290554080824
"AGPAT1",93.87862,89.42127,78.17359,87.1578266666667,27.165602,24.508084,24.446505,25.373397,3.34267999934429
"AGPAT2",10.43648,13.5403,21.23665,15.0711433333333,10.194313,10.655915,10.39657,10.4155993333333,1.40782300289796
"AGPAT3",106.60119,187.57464,149.55232,147.909383333333,6.213009,3.989278,3.340613,4.5143,27.0042223552098
"AGPAT4",59.18975,25.47788,61.96207,48.8765666666667,3.542077,1.810263,1.986204,2.44618133333333,14.472995423727
"AGPAT5",18.50404,21.80265,12.38804,17.56491,4.403986,3.172896,2.976115,3.51766566666667,4.10940325597357
"AGPS",6.51038,4.97399,3.93271,5.13902666666667,6.34468,4.527995,1.9977,4.290125,1.16046911304868
"AGR2",0.14909,1.63036,0.721,0.833483333333333,0,0,0,0,1.83348333333333
"AGR3",0.18222,0.69083,0,0.291016666666667,0,0,0,0,1.29101666666667
"AGRN",72.50869,92.82016,133.79962,99.70949,46.880423,14.68963,16.705712,26.0919216666667,3.71732545365768
"AGRP",0,0,0.96133,0.320443333333333,0.327996,0,0,0.109332,1.19030491623187
"AGT",180.55111,240.93449,180.22748,200.571026666667,15.668401,15.443338,11.613746,14.2418283333333,13.2248587412468
"AGTPBP1",10.86719,8.48341,13.32753,10.89271,4.304379,4.356909,3.208737,3.956675,2.39933221363111
"AGTR1",0.38101,0.19343,0,0.19148,0.036968,0.051561,0,0.0295096666666667,1.15732764691541
"AGTR2",0,0,0,0,0,0,0,0,1
"AGTRAP",22.67864,28.37937,17.63166,22.8965566666667,5.909797,8.55236,4.87903,6.44706233333333,3.2088568078321
"AGXT",0.03313,0.63557,0.52436,0.397686666666667,0.40765,0,0,0.135883333333333,1.23048435138585
"AGXT2",0,0,0,0,0,0.03453,0,0.01151,0.988620972605313
"AHCTF1",18.30525,17.40896,4.8285,13.5142366666667,9.794642,10.507182,10.791904,10.364576,1.27714722191718
"AHCY",57.23498,45.48436,28.97098,43.8967733333333,46.397388,40.184516,35.265087,40.6156636666667,1.07884314168213
"AHCYL1",271.5804,280.58823,233.64683,261.938486666667,13.831331,8.564906,7.852271,10.082836,23.7248378182865
"AHCYL2",52.03331,64.21972,61.72174,59.3249233333333,3.946434,1.513546,1.58485,2.34827666666667,18.0167080975985
"AHDC1",23.82168,20.61442,26.17439,23.53683,8.720524,4.980401,3.705219,5.802048,3.60727092781468
"AHI1",36.77617,32.63489,97.66236,55.69114,5.51459,4.987342,3.89432,4.79875066666667,9.77644035048469
"AHNAK",30.82903,35.56402,48.569,38.3206833333333,25.177395,24.338481,25.463756,24.9932106666667,1.51272899056513
"AHNAK2",2.89902,2.90149,10.66202,5.48751,6.352105,4.722924,5.104707,5.39324533333333,1.0147444156687
"AHR",3.61135,3.03966,4.63186,3.76095666666667,1.744644,0.649098,0.384949,0.926230333333333,2.4716445298771
"AHRR",1.17617,0.96716,5.74613,2.62982,0.125704,0.179308,0.108044,0.137685333333333,3.19053071499559
"AHSA1",305.65634,218.77261,250.27347,258.23414,158.605398,162.899639,141.274599,154.259878666667,1.66967887793188
"AHSG",0.14909,0.63557,0.43697,0.40721,0,0.068161,0.068956,0.0457056666666667,1.3457037145889
"AHSP",29.65286,0,1.83527,10.4960433333333,0,0,0,0,11.4960433333333
"AICDA",0.06626,0.05527,0.13109,0.0842066666666667,0.019139,0.054139,0.038144,0.0371406666666667,1.04538053661638
"AIDA",34.07594,27.85434,25.93406,29.2881133333333,10.993077,9.065285,7.751276,9.26987933333333,2.94921803365557
"AIF1",37.42224,25.20154,10.39984,24.3412066666667,0,0,0,0,25.3412066666667
"AIF1L",104.06662,147.97617,63.14189,105.06156,2.336113,1.715606,1.478634,1.843451,37.3002946068
"AIFM1",33.87715,23.37775,23.48703,26.9139766666667,51.762293,48.094343,43.107555,47.6547303333333,0.573715576582752
"AIFM2",14.09753,10.25194,9.63515,11.3282066666667,8.131755,7.248161,5.827723,7.069213,1.52780781306264
"AIFM3",151.9916,254.80639,296.08957,234.295853333333,0.174113,0.080761,0.361313,0.205395666666667,195.202172896479
"AIG1",260.59725,273.54175,561.89725,365.345416666667,23.028146,15.902997,18.699268,19.210137,18.1268151060365
"AIM2",1.44123,0.80136,1.44199,1.22819333333333,0,0,0,0,2.22819333333333
"AIMP1",25.22978,28.87677,16.53924,23.5485966666667,14.035394,15.28016,12.368764,13.8947726666667,1.64813503475649
"AIMP2",11.87771,10.74934,13.98298,12.2033433333333,29.300659,27.910825,23.676455,26.9626463333333,0.472177889601031
"AIP",95.98249,91.10689,57.63609,81.5751566666667,16.064166,13.686924,11.641792,13.7976273333333,5.58029708456414
"AIPL1",0.48041,0.44213,0.32773,0.416756666666667,0.023446,0.074105,0.024636,0.040729,1.36131179842847
"AIRE",1.4081,1.10533,1.04872,1.18738333333333,0.019329,0.043618,0.035934,0.0329603333333333,2.11758696122891
"AJAP1",7.85221,13.7061,18.44005,13.3327866666667,0,0.003998,0.003997,0.002665,14.294691314314
"AJUBA",2.38548,2.98439,3.95456,3.10814333333333,19.641896,16.50701,11.426623,15.8585096666667,0.243683659739871
"AK1",239.55863,362.99065,260.69515,287.748143333333,169.511885,155.942241,149.917065,158.457063666667,1.81082064785126
"AK2",55.28021,44.683,44.30856,48.09059,290.041271,188.130079,164.329545,214.166965,0.228151147644807
"AK3",37.75355,51.78475,38.84646,42.79492,30.129824,23.841137,20.645666,24.872209,1.69273988162356
"AK4",18.52061,21.85792,12.03847,17.4723333333333,16.698496,10.748464,10.077317,12.5080923333333,1.36750126350188
"AK5",1067.60222,563.08317,1430.78642,1020.49060333333,1.332174,8.911239,2.018469,4.087294,200.792524146105
"AK7",7.73625,5.99642,4.1512,5.96129,0.390036,0.783811,0.340842,0.504896333333333,4.62576048981447
