"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"TCEA2",1084,8.41213,1128,9.39563,774,6.31474,8.04083333333,"Tcea2",77.95829,49.117547,88.805886,693,768,267,71.9605743333333,0.12391395511808
"TCEA3",139,0.553904,171,0.731403,184,0.770861,0.685389333333,"Tcea3",1.248633,1.326168,1.654176,27,40,10,1.409659,0.699430638664226
"TCEAL1",374,29.0389,544,45.3364,547,44.6512,39.6755,"Tceal1",7.785829,6.914699,7.741093,402,565,124,7.48054033333333,4.79633353550861
"TCEAL3",886,6.95968,1024,8.63368,1081,8.92729,8.17355,"Tceal3",86.742508,74.357666,79.59903,1070,1473,310,80.233068,0.112928764428791
"TCEAL3",886,6.95968,1024,8.63368,1081,8.92729,8.17355,"Tceal6",29.013203,25.502022,27.139258,587,779,174,27.218161,0.325093828758012
"TCEAL3",886,6.95968,1024,8.63368,1081,8.92729,8.17355,"Tceal5",57.816356,58.443096,48.767375,351,511,100,55.0089423333333,0.163787238569946
"TCEAL5",157,8.96332,191,11.7042,135,8.10291,9.59014333333,"Tceal3",86.742508,74.357666,79.59903,1070,1473,310,80.233068,0.130367393403509
"TCEAL5",157,8.96332,191,11.7042,135,8.10291,9.59014333333,"Tceal5",57.816356,58.443096,48.767375,351,511,100,55.0089423333333,0.189079509309487
"TCEAL5",157,8.96332,191,11.7042,135,8.10291,9.59014333333,"Tceal6",29.013203,25.502022,27.139258,587,779,174,27.218161,0.375295304797857
"TCEAL6",153,10.713,180,13.528,195,14.3547,12.8652333333,"Tceal6",29.013203,25.502022,27.139258,587,779,174,27.218161,0.491358502536717
"TCEAL6",153,10.713,180,13.528,195,14.3547,12.8652333333,"Tceal5",57.816356,58.443096,48.767375,351,511,100,55.0089423333333,0.247553921850229
"TCEAL6",153,10.713,180,13.528,195,14.3547,12.8652333333,"Tceal3",86.742508,74.357666,79.59903,1070,1473,310,80.233068,0.170684595259901
"TCEAL7",836,69.6132,903,80.7074,688,60.2298,70.1834666667,"Tceal7",0.549501,0.17987,0.202069,5,2,1,0.31048,54.3186211668244
"TCEAL8",693,55.0803,798,68.0779,793,66.2635,63.1405666667,"Tceal8",12.392836,13.849574,10.160225,253,432,66,12.1342116666667,4.88347289464525
"TCEAL9",668,59.118,678,64.4041,911,84.7618,69.4279666667,"Tceal9",40.80156,31.657171,39.257897,557,695,168,37.238876,1.84178966627314
"TCEANC",163,0.989573,188,1.22506,126,0.804209,1.00628066667,"Tceanc",0.952469,0.804178,1.425983,35,81,20,1.06087666666667,0.973508361330049
"TCEANC2",424,1.25683,469,1.49219,466,1.45223,1.40041666667,"Tceanc2",21.479561,56.982019,34.139446,346,525,107,37.5336753333333,0.0622939972869272
"TCERG1",1393,3.76415,1617,4.68992,2164,6.14767,4.86724666667,"Tcerg1",28.880805,25.34808,23.844952,937,1314,258,26.0246123333333,0.217107523849032
"TCERG1L",165,0.131424,114,0.0974621,199,0.166641,0.131842366667,"Tcerg1l",6.910186,5.483923,4.996169,257,248,67,5.79675933333333,0.166526768296195
"TCF12",1683,0.772393,2176,1.0719,2593,1.25111,1.031801,"Tcf12",16.707818,13.554831,15.188911,1137,1593,346,15.15052,0.125804060798042
"TCF15",16,0.423385,16,0.454439,10,0.278197,0.385340333333,"Tcf15",0.068127,0.229042,0.220952,1,5,1,0.172707,1.18131837989626
"TCF19",288,5.84156,191,4.15824,218,4.64869,4.88283,"Tcf19",2.501172,2.625983,2.942371,78,127,31,2.689842,1.59433113938212
"TCF20",1104,1.05046,990,1.01108,1041,1.04135,1.03429666667,"Tcf20",8.289919,5.901218,5.672142,1316,1470,298,6.621093,0.266929778533079
"TCF20",1104,1.05046,990,1.01108,1041,1.04135,1.03429666667,"Zfp957",0.035872,0.058715,0,2,3,0,0.031529,1.97211776563722
"TCF24",1,0.0108569,4,0.0466131,3,0.0342426,0.0305708666667,"Tcf24",0,0.049292,0.061163,0,4,1,0.0368183333333333,0.993974386384018
"TCF25",2663,11.6138,2750,12.8728,2655,12.1732,12.2199333333,"Tcf25",4275.025616,3406.815163,3794.820403,11019,12751,3648,3825.55372733333,0.00345478837494666
"TCF3",524,2.11287,512,2.21591,515,2.18317,2.17065,"Tcf3",8.39799,6.635968,9.310763,356,503,132,8.114907,0.347853247433024
"TCF4",1801,0.71087,2604,1.10321,3046,1.26399,1.02602333333,"Tcf4",24.947131,23.022484,17.294558,1837,2659,479,21.7547243333333,0.0890374809051008
"TCF7",232,1.08996,221,1.11444,282,1.39287,1.19909,"Tcf7",1.043134,0.911177,1.934804,53,69,31,1.29637166666667,0.957636793695562
"TCF7L1",1079,1.065,1017,1.07743,753,0.781376,0.974602,"Tcf7l1",1.062799,1.127508,1.496414,59,75,24,1.228907,0.885905961980468
"TCF7L2",651,0.523056,876,0.75546,799,0.67492,0.651145333333,"Tcf7l2",1.268912,1.767084,1.561392,71,97,26,1.53246266666667,0.651991974083593
"TCFL5",519,4.35531,646,5.81868,677,5.97281,5.38226666667,"Tcfl5",0.025657,0.050614,0.086061,1,3,1,0.0541106666666667,6.05464574877337
"TCHH",42,0.80295,24,0.492483,19,0.381884,0.559105666667,"Tchh",0.647538,0.451479,0.55157,83,90,22,0.550195666666667,1.00574766153197
"TCIRG1",734,10.8019,629,9.93561,1097,16.9726,12.5700366667,"Tcirg1",27.809768,21.11319,19.301908,329,444,112,22.741622,0.571571591304924
"TCN2",578,4.9818,557,5.15293,1027,9.30608,6.48027,"Tcn2",8.956161,8.583492,10.545421,348,505,130,9.36169133333333,0.72191592659551
"TCOF1",798,3.2664,761,3.34342,682,2.93487,3.18156333333,"Tcof1",3.268521,3.318894,3.039609,330,371,97,3.209008,0.993479540388139
"TCP1",5025,78.3386,4960,82.9969,4257,69.7721,77.0358666667,"Tcp1",126.111508,100.389018,117.09208,3436,3935,1064,114.530868666667,0.675454686416767
"TCP10L",36,0.41551,40,0.495541,26,0.315494,0.408848333333,"Tcp10b",0.284151,0.228843,0.330327,9,8,2,0.281107,1.09971168164174
"TCP10L",36,0.41551,40,0.495541,26,0.315494,0.408848333333,"Tcp10c",0,0.062724,0,0,5,0,0.020908,1.37999538972464
"TCP10L",36,0.41551,40,0.495541,26,0.315494,0.408848333333,"Tcp10a",0.064754,0,0,0,0,0,0.0215846666666667,1.3790813226768
"TCP10L2",2,0.00691877,8,0.029705,10,0.0363695,0.02433109,"Tcp10a",0.064754,0,0,0,0,0,0.0215846666666667,1.00268839521867
"TCP10L2",2,0.00691877,8,0.029705,10,0.0363695,0.02433109,"Tcp10c",0,0.062724,0,0,5,0,0.020908,1.00335298577345
"TCP10L2",2,0.00691877,8,0.029705,10,0.0363695,0.02433109,"Tcp10b",0.284151,0.228843,0.330327,9,8,2,0.281107,0.79956716339853
"TCP11",6,0.034322,3,0.0184197,10,0.0601395,0.0376270666667,"Tcp11",0.267503,0.139682,0.402322,10,8,2,0.269835666666667,0.817134920607864
"TCP11L1",4817,12.6494,4323,12.1848,4290,11.8437,12.2259666667,"Tcp11l1",15.76257,16.26734,10.933559,828,1261,160,14.3211563333333,0.863248594228168
"TCP11L2",317,1.22861,397,1.65153,316,1.2876,1.38924666667,"Tcp11l2",8.529497,7.819025,6.825718,429,586,122,7.72474666666667,0.273847110747437
"TCP11X2",11,0.128275,1,0.0125167,3,0.0367798,0.0591905,"Tcp11x2",0,0,0,0,0,0,0,1.0591905
"TCTA",1557,63.7017,1618,71.0529,1590,68.3908,67.7151333333,"Tcta",12.943413,16.880378,15.793719,413,661,162,15.2058366666667,4.24014722267553
"TCTE1",209,1.92524,259,2.56081,108,1.04592,1.84399,"Tcte1",0.325311,0.142377,0.102055,20,13,2,0.189914333333333,2.39007962197839
"TCTN1",623,3.07416,702,3.71805,849,4.40437,3.73219333333,"Tctn1",7.293033,6.097977,7.351945,466,651,139,6.91431833333333,0.59792810119844
"TCTN2",173,0.810549,251,1.26226,289,1.42354,1.16544966667,"Tctn2",5.290993,4.44695,5.598062,280,324,97,5.11200166666667,0.354294678694187
"TCTN3",722,4.10214,914,5.57392,934,5.57903,5.08503,"Tctn3",6.814439,4.46206,4.242,300,342,71,5.172833,0.985775899007797
"TDG",384,2.91001,393,3.19666,505,4.02339,3.37668666667,"Tdg",16.750297,12.860671,8.630845,489,667,128,12.747271,0.318367672148894
"TDGF1",5,0.110234,3,0.0709917,10,0.231784,0.1376699,"Tdgf1",2.965763,5.241231,5.393937,108,289,60,4.53364366666667,0.205591463514908
"TDO2",3,0.00798089,4,0.0114217,10,0.0279684,0.01579033,"Tdo2",0.234435,0.476157,0.409805,9,25,9,0.373465666666667,0.739581887376386
"TDP1",219,0.425925,208,0.434202,297,0.607272,0.489133,"Tdp1",5.869639,4.99756,7.604246,162,201,44,6.15714833333333,0.208062335813915
"TDP2",1525,15.7159,1581,17.4881,1567,16.9776,16.7272,"Tdp2",11.946594,9.575886,8.991004,327,419,80,10.1711613333333,1.58687172005155
"TDRD1",59,0.194348,49,0.173247,63,0.218176,0.195257,"Tdrd1",0.027525,0.081661,0.029055,3,13,1,0.0460803333333333,1.14260536396026
"TDRD12",38,0.0604451,36,0.0614639,64,0.107028,0.0763123333333,"Tdrd12",0.48674,0.700095,0.455022,9,16,1,0.547285666666667,0.695613199631074
"TDRD3",746,0.734551,1060,1.12029,951,0.984468,0.946436333333,"Tdrd3",10.462107,9.83262,8.615313,419,612,116,9.63668,0.182992844885152
"TDRD5",79,0.138483,154,0.289755,44,0.0810887,0.169775566667,"Tdrd5",4.777423,1.115367,4.995427,52,42,8,3.62940566666667,0.25268374622898
"TDRD6",114,1.21105,120,1.36829,174,1.94332,1.50755333333,"Tdrd6",2.009967,2.46634,3.239249,92,186,21,2.571852,0.702031700453994
"TDRD7",1342,2.79003,1599,3.56817,1182,2.58352,2.98057333333,"Tdrd7",22.239809,25.794578,19.085397,762,1012,229,22.3732613333333,0.17030457481144
"TDRD9",249,0.350208,211,0.31853,421,0.622511,0.430416333333,"Tdrd9",0.111999,0.462926,0.301609,12,33,8,0.292178,1.1069808751836
"TDRKH",1297,10.6328,1034,9.09846,1016,8.75667,9.49597666667,"Tdrkh",14.389693,13.609219,14.863307,999,1217,273,14.2874063333333,0.686576678725685
"TDRP",649,2.025,673,2.25391,503,1.65001,1.97630666667,"Tdrp",22.661806,22.129203,24.697239,432,644,152,23.1627493333333,0.123177483886905
"TEAD1",2582,1.66868,3190,2.21283,3949,2.68313,2.18821333333,"Tead1",4.374068,2.796437,3.130587,613,702,170,3.43369733333333,0.719086823847997
"TEAD2",261,2.08555,245,2.1013,267,2.243,2.14328333333,"Tead2",10.749401,6.269465,9.267826,40,29,18,8.76223066666667,0.32198412849051
"TEAD3",116,0.862969,102,0.814475,233,1.82235,1.166598,"Tead3",1.753434,1.499739,2.670057,76,92,32,1.97441,0.728412693609825
"TEAD4",144,0.309251,174,0.401087,207,0.467366,0.392568,"Tead4",0.643673,0.25724,0.296324,32,17,6,0.399079,0.995346224194631
"TEC",254,0.331008,386,0.539923,327,0.448013,0.439648,"Tec",0.746772,0.763855,1.85877,40,62,12,1.12313233333333,0.67807737529942
"TECPR1",1678,7.79454,1341,6.68603,1285,6.27538,6.91865,"Tecpr1",19.292612,21.223759,16.758123,1677,2256,536,19.091498,0.394129397419744
"TECPR2",954,1.1944,1012,1.35995,999,1.31494,1.28976333333,"Tecpr2",7.150888,5.76775,5.686822,1148,1490,295,6.20182,0.317942316432513
"TECR",2786,9.95402,2859,10.9641,1875,7.04298,9.32036666667,"Tecr",2256.112729,1970.336829,3002.135841,6121,7991,2583,2409.52846633333,0.00428137099843851
"TECRL",5,0.00650832,7,0.00977997,6,0.00821086,0.00816638333333,"Tecrl",0.023457,0.192716,0.351926,1,13,3,0.189366333333333,0.847650009150528
"TECTA",178,0.344288,147,0.305182,174,0.353826,0.334432,"Tecta",0.08863,0.059388,0.039513,10,9,2,0.0625103333333333,1.25592378552554
"TECTB",0,0,0,0,3,0.0254632,0.00848773333333,"Tectb",0.063231,0.228027,0.546231,3,4,1,0.279163,0.788396579117227
"TEDC1",103,1.85104,99,1.90966,103,1.94605,1.90225,"Tedc1",0.579249,0.860401,0.811035,40,54,20,0.750228333333333,1.65821221421586
"TEDC2",33,1.18185,36,1.38386,25,0.941298,1.16900266667,"Tedc2",3.676598,2.668111,2.969078,121,155,34,3.10459566666667,0.52843272341888
"TEDDM1",2,0.136965,3,0.220517,2,0.143995,0.167159,"Teddm1a",0,0,0,0,0,0,0,1.167159
"TEDDM1",2,0.136965,3,0.220517,2,0.143995,0.167159,"Teddm1b",0.026277,0.117379,0.084526,1,9,1,0.0760606666666667,1.08465910534164
"TEF",1035,5.65148,1271,7.44917,1066,6.11952,6.40672333333,"Tef",352.970083,246.377335,264.256283,4767,5493,1465,287.867900333333,0.0256405205451459
"TEFM",257,5.04298,292,6.15003,298,6.14764,5.78021666667,"Tefm",3.121981,3.173857,3.865645,55,89,21,3.387161,1.54546793853018
"TEK",300,0.433016,342,0.529846,291,0.441585,0.468149,"Tek",5.815125,2.45702,3.446978,329,360,109,3.90637433333333,0.299232977399537
"TEKT1",11,0.0450794,46,0.202341,19,0.081861,0.109760466667,"Tekt1",1.256993,0.643018,0.934405,34,26,8,0.944805333333333,0.5706280457206
"TEKT2",6,0.250644,12,0.538057,7,0.307428,0.365376333333,"Tekt2",2.956464,2.08123,2.565961,40,31,10,2.53455166666667,0.386294065583895
"TEKT3",37,0.170902,35,0.173522,39,0.189386,0.177936666667,"Tekt3",0.056568,0,0,2,0,0,0.018856,1.15613655577137
"TEKT5",10,0.0259082,9,0.0250277,8,0.0217904,0.0242421,"Tekt5",10.150868,8.158056,12.128943,353,418,135,10.1459556666667,0.0918936097209789
"TELO2",590,6.0227,562,6.15766,609,6.53574,6.2387,"Telo2",15.458044,15.48763,15.606537,304,378,80,15.5174036666667,0.438246842305382
"TEN1",193,1.57947,175,1.53721,198,1.70356,1.60674666667,"Ten1",19.03943,20.949138,27.374575,188,307,99,22.454381,0.111141141037574
"TEN1-CDK3",371,2.42121,301,2.10846,351,2.40826,2.31264333333,"Ten1",19.03943,20.949138,27.374575,188,307,99,22.454381,0.141237721572358
"TENM1",464,0.137878,1106,0.352754,375,0.117151,0.202594333333,"Tenm1",2.59014,2.401919,1.542363,630,760,110,2.17814066666667,0.378395565037818
"TENM2",336,0.059936,520,0.0995617,432,0.081016,0.0801712333333,"Tenm2",4.299695,2.612247,2.396586,757,670,161,3.10284266666667,0.263273861829774
"TENM3",1261,0.334268,1659,0.472027,1110,0.309344,0.371879666667,"Tenm3",5.822974,5.240563,3.644554,1122,1540,197,4.902697,0.232415735835161
"TENM4",1111,0.246245,913,0.217202,1049,0.244437,0.235961333333,"Tenm4",9.492936,7.349204,6.131235,2303,2979,537,7.65779166666667,0.142757111850077
"TENT2",915,2.1448,1429,3.59532,1726,4.25348,3.3312,"Tent2",13.358113,13.717843,19.207537,353,484,115,15.427831,0.263650143466901
"TENT4A",696,2.78794,772,3.31919,896,3.7733,3.29347666667,"Tent4a",7.579776,5.706423,7.174468,624,706,196,6.82022233333333,0.549022327455993
"TENT4B",392,0.831163,485,1.10378,531,1.18368,1.039541,"Tent4b",11.909248,8.385226,9.291166,639,749,171,9.86188,0.187770533277849
"TENT5A",665,0.444542,1026,0.736172,1119,0.786429,0.655714333333,"Tent5a",1.525646,1.07948,1.549478,171,189,54,1.384868,0.694258270618332
"TENT5B",34,0.758494,37,0.885963,57,1.33686,0.993772333333,"Tent5b",0.148807,0.097884,0.067787,7,7,1,0.104826,1.80460301742808
"TENT5C",29,0.22676,16,0.134285,128,1.05224,0.471095,"Tent5c",0.548185,0.46938,0.504584,69,88,20,0.507383,0.97592648981712
"TENT5D",18,0.0286371,15,0.0256146,21,0.0351248,0.0297921666667,"Tent5d",0,0,0,0,0,0,0,1.0297921666667
"TEP1",1086,3.9662,1044,4.09247,1414,5.42916,4.49594333333,"Tep1",6.13023,5.854883,6.334078,232,275,40,6.106397,0.773379721584651
"TEPP",52,0.777637,29,0.465492,22,0.345887,0.529672,"Tepp",0,0.110471,0,0,1,0,0.0368236666666667,1.47534440925506
"TEPSIN",571,9.22359,569,9.86545,539,9.15358,9.41420666667,"Tepsin",6.47158,5.562028,6.348164,270,341,88,6.12725733333333,1.46118011173302
"TERB1",13,0.0486888,10,0.0402,22,0.0866256,0.0585048,"Terb1",0.20814,0.228076,0.313646,12,21,6,0.249954,0.84683500352813
"TERB2",1,0.00774959,3,0.024954,4,0.0325894,0.02176433,"Terb2",0,0,0,0,0,0,0,1.02176433
"TERF1",1542,6.86159,1706,8.14816,1994,9.32832,8.11269,"Terf1",4.914819,4.534012,4.398364,166,223,43,4.61573166666667,1.62270751896681
"TERF2",593,1.95447,558,1.97401,601,2.08251,2.00366333333,"Terf2",13.953021,10.180051,11.216584,524,561,149,11.7832186666667,0.234969252396684
"TERF2IP",3778,5.78451,4135,6.79549,3372,5.42788,6.00262666667,"Terf2ip",12.221089,9.669564,11.240828,926,1103,267,11.043827,0.581428699255644
"TERT",0,0,1,0.00447514,0,0,0.00149171333333,"Tert",0.428958,0.299158,0.995733,37,33,11,0.574616333333333,0.636022688278137
"TES",2214,8.01159,2378,9.23621,2567,9.76574,9.00451333333,"Tesl1",0,0,0,0,0,0,0,10.00451333333
"TES",2214,8.01159,2378,9.23621,2567,9.76574,9.00451333333,"Tes",3.490395,1.839761,1.004363,57,77,15,2.11150633333333,3.2153279670854
"TES",2214,8.01159,2378,9.23621,2567,9.76574,9.00451333333,"Tesl2",0,0,0,0,0,0,0,10.00451333333
"TESC",196,0.565434,197,0.610004,107,0.324525,0.499987666667,"Tesc",15.453284,18.830214,24.668461,251,449,122,19.650653,0.0726363309996541
"TESK1",607,22.1846,651,25.5378,442,16.9833,21.5685666667,"Tesk1",19.74615,16.580756,23.832937,776,900,327,20.053281,1.07197384895494
"TESK2",255,0.302471,246,0.313198,277,0.345431,0.320366666667,"Tesk2",5.162795,4.853695,5.737975,245,309,80,5.25148833333333,0.211208370913327
"TESMIN",79,0.313088,82,0.348814,93,0.38749,0.349797333333,"Tesmin",0.154951,0.097159,0.091875,7,6,1,0.114661666666667,1.2109480156158
"TET1",237,0.308635,278,0.388581,314,0.429897,0.375704333333,"Tet1",4.613795,2.05807,3.325938,377,571,90,3.332601,0.317523892306954
"TET2",642,0.837353,806,1.12836,1039,1.42471,1.130141,"Tet2",6.281463,7.176282,4.611814,650,954,161,6.02318633333333,0.303301222393881
"TET3",683,0.979852,478,0.736051,959,1.44643,1.054111,"Tet3",3.647481,3.330661,2.69445,885,1217,208,3.22419733333333,0.486272500527122
"TEX10",791,2.71669,991,3.65323,1056,3.81298,3.3943,"Tex10",8.789245,5.883421,7.371309,314,341,86,7.34799166666667,0.526390079849545
"TEX11",55,0.0252992,55,0.0271549,64,0.0309502,0.0278014333333,"Tex11",0.173276,0.335987,0.230986,12,35,5,0.246749666666667,0.824384766896509
"TEX12",2,0.0673863,9,0.32548,10,0.354226,0.249030766667,"Tex12",0.093555,0.055967,0.286666,1,1,1,0.145396,1.09047942080032
"TEX13D",36,0.0694054,25,0.0517334,24,0.0486452,0.0565946666667,"Tex13c1",0,0,0,0,0,0,0,1.0565946666667
"TEX14",78,0.100655,98,0.13574,103,0.139739,0.125378,"Tex14",0.121782,0.639526,0.059886,10,19,2,0.273731333333333,0.883528551546977
"TEX15",38,0.0814948,54,0.124303,30,0.0676403,0.0911460333333,"Tex15",0.6431,0.411065,0.499696,78,66,9,0.517953666666667,0.71882696902692
"TEX19",2,0.0771469,0,0,0,0,0.0257156333333,"Tex19.2",0,0,0,0,0,0,0,1.0257156333333
"TEX19",2,0.0771469,0,0,0,0,0.0257156333333,"Tex19.1",0,0,0,0,0,0,0,1.0257156333333
"TEX2",3901,5.87121,4084,6.59748,3476,5.50009,5.98959333333,"Tex2",37.708713,29.402027,31.67888,2786,3504,784,32.9298733333333,0.206001162004436
"TEX22",414,1.4025,397,1.44355,484,1.72379,1.52328,"Tex22",0.086299,0.299905,0.27624,1,7,1,0.220814666666667,2.06688211478455
"TEX26",43,0.175331,28,0.122543,31,0.132889,0.143587666667,"Tex26",0.248394,0.204047,0.541182,5,6,3,0.331207666666667,0.859060306894517
"TEX261",1454,28.4385,1705,35.7937,1695,34.8538,33.0286666667,"Tex261",22.536196,20.268603,21.333889,698,1036,268,21.3795626666667,1.52052420208301
"TEX264",1091,4.57824,1239,5.58066,1275,5.62499,5.26129666667,"Tex264",28.459598,31.415176,28.946283,527,811,230,29.607019,0.204570613906242
"TEX29",58,0.361026,55,0.367463,52,0.340292,0.356260333333,"Tex29",0.066719,0,0.777532,1,0,1,0.281417,1.05840669612858
"TEX30",109,2.4031,101,2.39006,95,2.20195,2.33170333333,"Tex30",5.347862,4.786846,4.520347,57,76,13,4.88501833333333,0.566133042349061
"TEX33",3,0.031323,2,0.0224137,5,0.0548846,0.0362071,"Tex33",0,0,0,0,0,0,0,1.0362071
"TEX35",100,0.492193,102,0.53886,92,0.47606,0.502371,"Tex35",0,0.050312,0,0,1,0,0.0167706666666667,1.47759081693938
"TEX38",5,0.184282,2,0.0791193,6,0.232489,0.165296766667,"Tex38",0.382754,0.102372,0.483231,5,2,2,0.322785666666667,0.880941482835592
"TEX43",2,0.0762878,1,0.0409417,1,0.0401017,0.0524437333333,"Tex43",0,0,0,0,0,0,0,1.0524437333333
"TEX45",8,0.0903129,18,0.218109,16,0.189897,0.1661063,"Tex45",0.066762,0.044375,0,2,2,0,0.0370456666666667,1.12445028939581
"TEX46",4,0.13923,4,0.149442,5,0.182971,0.157214333333,"Tex46",0,0,0,0,0,0,0,1.157214333333
"TEX47",1,0.107046,0,0,1,0.11254,0.0731953333333,"Tex47",0,0.07017,0,0,2,0,0.02339,1.04866701192439
"TEX48",4,0.0447001,5,0.0599734,8,0.0939889,0.0662208,"Tex48",0.200774,0.134583,0.31748,2,2,1,0.217612333333333,0.875665243206855
"TEX51",0,0,0,0,1,0.0567922,0.0189307333333,"Gm35060",0.367783,0.493174,0.46488,5,10,2,0.441945666666667,0.706636010557009
"TEX52",47,1.02713,77,1.80617,62,1.42448,1.41926,"Tex52",4.013216,5.168316,4.630961,96,183,34,4.60416433333333,0.431689696465599
"TEX9",270,0.233521,315,0.292425,350,0.31825,0.281398666667,"Tex9",8.365371,4.609102,8.013917,194,287,63,6.99613,0.160252355410305
"TF",659,2.27514,605,2.24191,537,1.94911,2.15538666667,"Trf",1285.490794,1901.82643,1929.203612,19219,41939,8395,1705.50694533333,0.00184903241987899
"TFAM",455,5.72846,536,7.24322,700,9.26536,7.41234666667,"Tfam",27.505665,22.239858,23.003715,713,859,192,24.249746,0.333165595672527
"TFAP2A",507,3.34564,786,5.56716,656,4.55106,4.48795333333,"Tfap2a",0.898619,0.328025,0.87811,47,22,12,0.701584666666667,3.22520144947043
"TFAP2B",10,0.0604558,18,0.116802,4,0.0254235,0.0675604333333,"Tfap2b",0.599857,0.36062,0.354167,60,37,7,0.438214666666667,0.742281703890263
"TFAP2D",0,0,4,0.0126781,2,0.00620902,0.00629570666667,"Tfap2d",0,0,0,0,0,0,0,1.00629570666667
"TFAP2E",93,0.737997,106,0.902855,105,0.87599,0.838947333333,"Tfap2e",0,0.085757,0.083383,0,5,1,0.05638,1.74080097439652
"TFAP4",167,1.83604,155,1.82911,158,1.82626,1.83047,"Tfap4",1.354357,1.239233,3.139091,51,65,24,1.91089366666667,0.972371485915952
"TFB1M",516,1.54463,590,1.89569,584,1.83792,1.75941333333,"Tfb1m",3.500016,3.604497,3.298396,100,140,31,3.46763633333333,0.617645020195989
"TFB2M",225,1.52941,247,1.8021,280,2.00095,1.77748666667,"Tfb2m",24.053646,17.729172,24.479748,372,507,103,22.087522,0.120302502220464
"TFCP2",1019,2.23979,1035,2.44182,1228,2.83772,2.50644333333,"Tfcp2",12.674816,10.089064,10.548064,545,643,151,11.1039813333333,0.289693385735283
"TFCP2L1",36,0.0916574,51,0.139372,87,0.232875,0.1546348,"Tfcp2l1",0.071598,0.051159,0.090323,15,16,6,0.0710266666666667,1.07806354027911
"TFDP1",861,2.65036,873,2.88441,1089,3.52426,3.01967666667,"Tfdp1",16.184038,13.933091,15.14365,532,636,141,15.0869263333333,0.249872261697433
"TFDP2",1478,1.25882,1762,1.61078,1443,1.29209,1.38723,"Tfdp2",9.965924,11.426874,8.299939,999,1456,267,9.897579,0.219060582171508
"TFE3",2060,24.5066,1611,20.5709,1917,23.976,23.0178333333,"Tfe3",14.288922,14.545278,10.321038,617,796,186,13.051746,1.70924192148791
"TFEB",298,0.99576,314,1.12618,307,1.07849,1.06681,"Tfeb",16.08562,24.165609,13.390651,228,491,110,17.8806266666667,0.109467235197702
