"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot3",0.234426,0.160951,0.355095,14,12,8,0.250157333333333,8.05262910908014
"ACOT4",60,2.18784,50,1.95693,47,1.80177,1.98218,"Acot4",3.018317,2.376966,0.237518,67,77,10,1.87760033333333,1.03634266560761
"ACOT6",18,0.351586,15,0.314478,34,0.698194,0.454752666667,"Acot6",2.021448,1.857693,1.602341,145,199,36,1.82716066666667,0.514563138847786
"ACOT7",6308,8.46892,5418,7.80757,3619,5.10815,7.12821333333,"Acot7",204.185837,177.859959,182.811225,3634,5205,1369,188.285673666667,0.0429415136173688
"ACOT8",858,9.55638,927,11.0822,784,9.18037,9.93965,"Acot8",6.812502,7.054797,4.571108,121,202,29,6.14613566666667,1.53084835081263
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot10",0,0.02616,0,0,1,0,0.00872,4.20787400534341
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot9",10.646338,8.355602,7.608419,333,370,83,8.87011966666667,0.430042067372773
"ACOX1",1383,6.41366,1602,7.97419,1794,8.7467,7.71151666667,"Acox1",38.281042,36.979115,36.155443,2815,4071,907,37.1385333333333,0.228417715766119
"ACOX2",360,1.95632,355,2.07064,277,1.58254,1.86983333333,"Acox2",0.478907,0.537406,1.920292,7,13,7,0.978868333333333,1.45023965717611
"ACOX3",307,0.720462,365,0.919403,387,0.95482,0.864895,"Acox3",31.578703,26.301488,22.859586,995,1397,328,26.913259,0.0668103642072035
"ACOXL",127,0.0575309,110,0.0534848,122,0.0581026,0.0563727666667,"Acoxl",0.032761,0.021899,0,2,2,0,0.01822,1.03747006213461
"ACP2",881,16.0239,1004,19.6005,895,17.1141,17.5795,"Acp2",14.948313,13.40809,13.834404,1522,1780,427,14.0636023333333,1.23340351058568
"ACP4",2,0.0727155,7,0.273172,3,0.114672,0.153519833333,"Acp4",0.091482,0.039542,0,3,2,0,0.0436746666666667,1.10524847462012
"ACP5",21,0.843569,32,1.37972,35,1.47811,1.23379966667,"Acp5",0.426923,0.534385,0.367158,5,8,3,0.442822,1.54821569581695
"ACP6",610,2.60726,652,2.99118,794,3.5679,3.05544666667,"Acp6",12.775913,9.182779,11.204909,262,304,72,11.0545336666667,0.336425014754753
"ACR",11,0.268994,16,0.419962,20,0.514182,0.401046,"Acr",0.454999,0.859649,0.600143,13,15,5,0.638263666666667,0.855201777654431
"ACRBP",56,1.04532,49,0.981743,62,1.21672,1.081261,"Acrbp",5.73949,4.783652,6.789045,91,120,35,5.770729,0.307390976658496
"ACSBG1",4789,10.6958,4310,10.332,3127,7.34232,9.45670666667,"Acsbg1",108.813398,94.405486,84.872829,4262,5796,1577,96.030571,0.107767135232771
"ACSBG2",50,0.150998,40,0.129659,55,0.174624,0.151760333333,"Acsbg2",0.019263,0,0,1,0,0,0.006421,1.14441206347344
"ACSF2",272,0.975972,284,1.09377,288,1.08642,1.052054,"Acsf2",24.630047,17.495217,16.328537,485,643,130,19.4846003333333,0.100175447243694
"ACSF3",565,1.30309,532,1.31697,506,1.22691,1.28232333333,"Acsf3",7.137229,5.689405,5.478674,331,399,80,6.10176933333333,0.321373903629556
"ACSL1",3565,8.74427,2446,6.43963,4883,12.5918,9.25856666667,"Acsl1",23.107288,34.423455,39.671238,803,1349,245,32.4006603333333,0.307136642338538
"ACSL3",2690,5.61472,2686,6.01758,2925,6.41859,6.01696333333,"Acsl3",141.226341,139.771625,112.269409,4160,6087,1311,131.089125,0.0531229450821936
"ACSL4",3112,4.98043,3490,5.99505,3392,5.70717,5.56088333333,"Acsl4",21.479562,22.663303,21.725103,816,1113,182,21.9559893333333,0.285802682605504
"ACSL5",712,2.28806,528,1.82122,820,2.77038,2.29322,"Acsl5",45.183423,27.652313,57.118124,754,770,207,43.3179533333333,0.0743089369500066
"ACSL6",2020,5.66704,3290,9.90698,1953,5.7603,7.11144,"Acsl6",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.0703880359475945
"ACSM1",14,0.0323286,10,0.0247856,19,0.0461265,0.0344135666667,"Acsm1",0,0,0,0,0,0,0,1.0344135666667
"ACSM2A",2,0.00964948,7,0.0362504,1,0.00507238,0.0169907533333,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,0.990439062934161
"ACSM2B",0,0,4,0.0186571,0,0,0.00621903333333,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,0.979948572014758
"ACSM3",1237,1.15354,1436,1.43733,1533,1.50294,1.36460333333,"Acsm3",3.148108,2.227132,1.721317,12,17,3,2.365519,0.702596934775884
"ACSM4",25,0.178695,14,0.107409,31,0.232955,0.173019666667,"Acsm4",0,0.044942,0,0,3,0,0.0149806666666667,1.15570641411265
"ACSM5",518,2.84546,421,2.48225,599,3.45929,2.929,"Acsm5",1.284788,0.826242,0.714794,53,61,13,0.941941333333333,2.02323310831223
"ACSS1",1348,4.46426,1445,5.13651,1546,5.38279,4.99452,"Acss1",9.81163,7.128186,8.411244,436,528,120,8.45035333333333,0.634317023772656
"ACSS2",3953,12.3723,3142,10.5553,2525,8.30852,10.41204,"Acss2",41.583731,44.676566,29.155586,1610,2683,462,38.471961,0.289117634667302
"ACSS3",1107,0.595424,1762,1.01724,2163,1.22313,0.945264666667,"Acss3",2.178701,1.623659,1.218299,157,191,32,1.673553,0.727595326020094
"ACTA1",41,2.50969,47,3.08798,59,3.79688,3.13151666667,"Acta1",6.487384,4.455121,0.373325,181,188,1,3.77194333333333,0.865793321100488
"ACTA2",725,2.25104,769,2.56278,1734,5.6602,3.49134,"Acta2",15.069679,2.496488,19.462987,408,100,178,12.3430513333333,0.336605165325253
"ACTB",33185,158.239,32708,167.404,43793,219.54,181.727666667,"Actb",907.491548,1110.026367,1271.568006,8257,14043,3318,1096.36197366667,0.166515398794478
"ACTBL2",0,0,1,0.0671127,0,0,0.0223709,"Actbl2",0.053245,0.023264,0,3,2,0,0.025503,0.996945791479888
"ACTC1",64,2.10164,63,2.22055,124,4.28094,2.86771,"Actc1",0.988564,0.518019,0,7,6,0,0.502194333333333,2.57470682332934
"ACTG1",45642,574.592,41363,558.917,38734,512.655,548.721333333,"Actg1",576.738602,537.265372,794.751001,13658,19486,5374,636.251658333333,0.862644021626778
"ACTG2",30,0.190221,21,0.142921,81,0.539959,0.291033666667,"Actg2",0.289823,0.066606,0,7,2,0,0.118809666666667,1.15393503035548
"ACTL10",7,0.772516,10,1.18454,17,1.97241,1.309822,"Actl10",1.004756,0.51982,0.429127,30,24,4,0.651234333333333,1.39884567161172
"ACTL6A",607,4.15494,690,5.0695,1181,8.49892,5.90778666667,"Actl6a",9.661133,9.129784,11.273125,195,233,70,10.0213473333333,0.626764265542912
"ACTL6B",273,3.57196,271,3.80587,150,2.06335,3.14706,"Actl6b",20.704586,15.42755,22.289875,464,520,151,19.4740036666667,0.202552469341976
"ACTN1",872,1.44673,942,1.6775,1796,3.13267,2.08563333333,"Actn1",12.095666,7.159796,10.301106,549,556,136,9.85218933333333,0.284332795766126
"ACTN2",83,0.144292,99,0.184731,71,0.129766,0.152929666667,"Actn2",3.391132,1.608143,1.393511,64,65,10,2.13092866666667,0.368238880349345
"ACTN3",5,0.0515641,10,0.110692,6,0.0650529,0.0757696666667,"Actn3",2.054218,1.238977,0.7386,99,64,8,1.34393166666667,0.458959483318285
"ACTR10",3513,17.2601,3814,20.1135,3356,17.3351,18.2362333333,"Actr10",125.586157,102.534199,134.49901,2166,2556,634,120.873122,0.157838192848625
"ACTR1A",7430,31.7891,7354,33.7718,5219,23.4755,29.6788,"Actr1a",62.352935,67.448044,69.459203,3183,4813,1166,66.4200606666667,0.455039638004479
"ACTR1B",1972,42.5002,2092,48.3934,1535,34.7801,41.8912333333,"Actr1b",123.178924,130.20487,102.624512,3860,4762,1235,118.669435333333,0.358414270225547
"ACTR2",6761,27.152,6651,28.6694,9579,40.4436,32.0883333333,"Actr2",48.256756,42.50762,43.211249,3472,4667,970,44.6585416666667,0.724690980602571
"ACTR3",4285,10.3205,4382,11.3282,5816,14.7269,12.1252,"Actr3",86.343814,65.597556,71.256507,2301,3077,725,74.3992923333333,0.174075904346352
"ACTR3B",1119,2.04421,1139,2.23337,855,1.6421,1.97322666667,"Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.157010983805391
"ACTR5",252,1.82969,252,1.96389,289,2.20604,1.99987333333,"Actr5",2.728636,2.676546,6.582844,119,122,40,3.99600866666667,0.600453989070342
"ACTR8",496,5.7434,673,8.36456,629,7.65731,7.25509,"Actr8",31.072604,22.185834,25.666657,807,980,234,26.308365,0.302291623830281
"ACTRT3",52,3.43974,53,3.76304,63,4.38128,3.86135333333,"Actrt3",0.623369,0.419144,0.94944,25,25,12,0.663984333333333,2.92151388444362
"ACVR1",561,0.702961,684,0.919952,966,1.27258,0.965164333333,"Acvr1",6.144111,5.309225,6.386865,369,461,119,5.94673366666667,0.282890409742161
"ACVR1B",1040,4.00368,988,4.08247,1082,4.37917,4.15510666667,"Acvr1b",13.4585,8.663865,10.887607,1310,1277,335,11.003324,0.429473258129998
"ACVR1C",30,0.0513328,36,0.0661175,58,0.104337,0.0739291,"Acvr1c",1.201653,0.810025,0.726638,142,214,43,0.912772,0.56145170464645
"ACVR2A",570,1.15373,724,1.57293,775,1.64918,1.45861333333,"Acvr2a",4.606203,3.970851,3.565358,391,502,88,4.04747066666667,0.487098092430057
"ACVR2B",463,2.06062,484,2.31208,571,2.67173,2.34814333333,"Acvr2b",3.789204,2.330717,0.9235,109,127,16,2.347807,1.00010046377524
"ACVRL1",225,2.38892,317,3.61259,418,4.66588,3.55579666667,"Acvrl1",17.458956,13.633657,17.679918,292,340,108,16.2575103333333,0.263989218529996
"ACY1",265,7.90291,240,7.68233,223,6.99172,7.52565333333,"Acy1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,0.429603624404171
"ACY3",13,0.277775,28,0.642167,4,0.0898562,0.3365994,"Acy3",6.158622,10.285627,9.358693,103,275,46,8.60098066666667,0.139214882979662
"ACYP2",942,0.492032,1226,0.687343,1085,0.595814,0.591729666667,"Acyp2",29.073172,29.490531,33.99376,341,557,125,30.8524876666667,0.0499719106188598
"ADA",33,0.176237,31,0.177699,53,0.297576,0.217170666667,"Ada",1.274145,1.440488,1.214389,43,65,13,1.309674,0.526988079991808
"ADAD1",1,0.00343645,4,0.014754,1,0.00361284,0.00726776333333,"Adad1",0,0,0,0,0,0,0,1.00726776333333
"ADAL",290,2.11987,260,2.03997,347,2.66673,2.27552333333,"Adal",9.517798,7.488731,9.410691,396,421,98,8.80574,0.334041421996708
"ADAM10",2772,3.00818,3870,4.50777,4263,4.86367,4.12654,"Adam10",17.942483,15.258774,16.195392,1596,2130,457,16.4655496666667,0.293522969379206
"ADAM11",2154,16.4619,1890,15.5037,906,7.27947,13.08169,"Adam11",39.428928,35.361299,38.397555,1761,2537,569,37.7292606666667,0.363593049740807
"ADAM12",65,0.0301946,56,0.0279219,105,0.0512795,0.0364653333333,"Adam12",0.713418,0.778313,0.354136,68,135,17,0.615289,0.64165937694945
"ADAM15",1313,18.7862,1351,20.7477,1226,18.4418,19.3252333333,"Adam15",80.742162,70.489617,80.004418,1840,2395,628,77.0787323333333,0.260317153287372
"ADAM17",1847,4.72796,1925,5.28906,2391,6.43465,5.48389,"Adam17",12.670071,11.518596,14.986136,520,720,171,13.0582676666667,0.461215432351871
"ADAM2",7,0.0129331,3,0.00594933,6,0.0116545,0.0101789766667,"Adam2",0.054981,0.025221,0.229336,2,2,2,0.103179333333333,0.91569787988538
"ADAM21",48,1.08453,49,1.18833,38,0.902652,1.058504,"Adam21",0.370266,0.359962,0.307278,23,33,6,0.345835333333333,1.52953630285627
"ADAM22",6229,4.04916,6309,4.40198,4743,3.24144,3.89752666667,"Adam22",41.63082,37.523169,26.093372,4496,5385,1022,35.0824536666667,0.135731530674545
"ADAM23",7581,7.45734,8286,8.74868,6554,6.77801,7.66134333333,"Adam23",91.311682,74.987058,56.776911,6057,8635,1731,74.3585503333333,0.114935110813813
"ADAM28",643,1.72961,795,2.29533,1697,4.79908,2.94134,"Adam28",0.07544,0.143584,0,4,14,0,0.073008,3.67316925875669
"ADAM29",8,0.00941057,10,0.012626,17,0.0210239,0.01435349,"Adam29",0,0,0,0,0,0,0,1.01435349
"ADAM33",1623,19.8527,1070,14.0484,1575,20.2544,18.0518333333,"Adam33",2.53041,1.930884,2.055027,76,79,13,2.172107,6.00605002709556
"ADAM7",14,0.0284258,13,0.0283315,10,0.0213463,0.0260345333333,"Adam7",0.040358,0.097821,0,3,5,0,0.0460596666666667,0.980856605056595
"ADAM8",92,1.11235,84,1.09012,124,1.5762,1.25955666667,"Adam8",2.478647,2.541947,0.991776,78,76,21,2.00412333333333,0.752151764742238
"ADAMDEC1",5,0.0401995,7,0.0604073,11,0.0929783,0.0645283666667,"Adamdec1",0,0,0,0,0,0,0,1.0645283666667
"ADAMTS1",3327,60.1993,2666,51.7772,3804,72.3631,61.4465333333,"Adamts1",2.691414,2.970973,2.561618,264,405,76,2.741335,16.6909761711528
"ADAMTS10",420,2.40601,467,2.87147,726,4.37243,3.21663666667,"Adamts10",11.833806,11.353123,11.734057,533,786,166,11.6403286666667,0.333585999056301
"ADAMTS12",92,0.0436173,147,0.0748046,180,0.0897184,0.0693801,"Adamts12",0.164584,0.08406,0.049046,32,17,3,0.09923,0.97284471857573
"ADAMTS13",379,1.46988,343,1.42784,377,1.53718,1.4783,"Adamts13",0,0,0.043853,0,0,1,0.0146176666666667,2.44259496105758
"ADAMTS14",120,0.233098,155,0.323169,275,0.561601,0.372622666667,"Adamts14",0.087685,0.079658,0.199128,9,14,5,0.122157,1.2232001998535
"ADAMTS15",121,0.764008,97,0.657393,133,0.882882,0.768094333333,"Adamts15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,1.04672084434114
"ADAMTS16",473,0.459134,640,0.666805,460,0.469434,0.531791,"Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,0.656703072263485
"ADAMTS17",93,0.0438434,89,0.0450352,125,0.061954,0.0502775333333,"Adamts17",11.890968,8.694539,11.826279,103,97,16,10.8039286666667,0.0889769468278132
"ADAMTS18",10,0.00933112,16,0.0160249,13,0.0127531,0.01270304,"Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,0.759276718682835
"ADAMTS19",41,0.0257277,60,0.0404118,36,0.0237497,0.0299630666667,"Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,0.807379346025435
"ADAMTS2",358,0.266581,361,0.288532,816,0.638814,0.397975666667,"Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,0.0798299725231073
"ADAMTS20",2,0.00176163,20,0.0189084,9,0.00833423,0.00966808666667,"Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0.221366399536484
"ADAMTS3",60,0.0363637,108,0.0702556,75,0.0477877,0.051469,"Adamts3",3.27191,2.048252,1.528996,215,254,42,2.28305266666667,0.320271743026155
"ADAMTS4",344,4.07351,208,2.64371,364,4.53158,3.7496,"Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,0.330732650532239
"ADAMTS5",171,0.607593,172,0.655973,117,0.43706,0.566875333333,"Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,0.716614881620925
"ADAMTS6",127,0.0665904,182,0.102428,173,0.0953657,0.0881280333333,"Adamts6",2.731915,1.989051,1.395974,280,344,65,2.03898,0.358056990613068
"ADAMTS7",329,1.09983,467,1.67566,358,1.2582,1.34456333333,"Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,1.98782944835726
"ADAMTS8",526,3.87942,457,3.61774,393,3.04727,3.51481,"Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,3.84263458369139
"ADAMTS9",2388,2.42059,1539,1.67443,2427,2.58639,2.22713666667,"Adamts9",1.108764,0.923247,0.808643,154,211,37,0.946884666666667,1.65759005755349
"ADAMTSL1",1161,0.20194,1836,0.34277,1358,0.248329,0.264346333333,"Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,0.254671474825349
"ADAMTSL2",533,2.14768,724,3.13127,749,3.17294,2.81729666667,"Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,0.977339368568013
"ADAMTSL3",241,0.109143,354,0.172077,572,0.272341,0.184520333333,"Adamtsl3",0.345573,0.945448,1.177327,48,86,11,0.822782666666667,0.649841780369318
"ADAMTSL4",760,11.4765,649,10.5191,1257,19.9558,13.9838,"Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,0.340569705291521
"ADAMTSL5",89,1.81151,156,3.40813,212,4.53655,3.25206333333,"Adamtsl5",12.650608,11.702998,18.941497,236,330,82,14.431701,0.27554080611917
"ADAP1",1063,3.2292,1090,3.5541,884,2.82327,3.20219,"Adap1",70.470204,69.328768,75.463931,2071,3131,744,71.754301,0.057758647148572
"ADAP2",562,1.8532,396,1.40159,1016,3.52224,2.25901,"Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,0.969089634420309
"ADAR",5573,21.185,6126,24.9952,7275,29.0744,25.0848666667,"Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,0.760775400095972
"ADARB1",1308,1.49636,1427,1.75224,1792,2.15529,1.80129666667,"Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,0.095737312151058
"ADARB2",501,0.156234,944,0.315973,485,0.159007,0.210404666667,"Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,0.327841758276772
"ADAT1",854,5.66843,860,6.12694,899,6.27339,6.02292,"Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,1.91546980639161
"ADAT2",387,2.42638,380,2.55724,638,4.20539,3.06300333333,"Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,1.73252280499178
"ADAT3",46,0.998404,31,0.722189,43,0.981195,0.900596,"Adat3",0,0.640152,0.511518,0,10,4,0.38389,1.37337216108217
"ADCK1",284,0.367771,284,0.394746,329,0.447913,0.403476666667,"Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,0.122381471116911
"ADCK2",804,6.02385,817,6.57023,656,5.16725,5.92044333333,"Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,0.27743580852658
"ADCK5",174,1.50917,191,1.77812,151,1.3769,1.55473,"Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,0.0658676827203847
"ADCY1",332,0.389322,413,0.519831,326,0.401908,0.437020333333,"Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,0.105606172937619
"ADCY10",49,0.0816584,47,0.0840704,58,0.101618,0.0891156,"Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,0.872846612488423
"ADCY2",314,0.126411,265,0.11451,271,0.1147,0.118540333333,"Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,0.0928736883949772
"ADCY3",4737,8.22034,3211,5.98091,5227,9.53623,7.91249333333,"Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,0.552412400963462
"ADCY4",682,7.11524,842,9.42883,463,5.07837,7.20748,"Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,2.29331519229433
"ADCY5",771,0.804315,832,0.931613,820,0.89934,0.878422666667,"Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,0.130115245685292
"ADCY6",1216,9.29934,1150,9.43967,1242,9.98569,9.5749,"Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,0.524670149285574
"ADCY7",1701,4.12732,1462,3.80761,2459,6.27279,4.73590666667,"Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,1.42965232579505
"ADCY8",97,0.0650239,86,0.0618785,86,0.0606091,0.0625038333333,"Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,0.216757361019415
"ADCY9",1169,1.25247,1230,1.41449,1157,1.30324,1.3234,"Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,0.279188847090093
"ADCYAP1",3750,89.7181,2088,53.6191,8078,203.185,115.5074,"Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,7.56663918531068
"ADCYAP1R1",102,0.301925,116,0.368551,105,0.326758,0.332411333333,"Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,0.0363885728326766
"ADD1",8996,18.2277,9092,19.7734,8285,17.6487,18.5499333333,"Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,0.109267587057053
"ADD2",6367,6.92561,5742,6.70389,5182,5.92596,6.51848666667,"Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,0.365764137132241
"ADD3",5737,7.20016,7429,10.0076,6888,9.08843,8.76539666667,"Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,0.387707604721135
"ADGB",309,0.249344,316,0.273696,433,0.367339,0.296793,"Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,0.795793342988291
"ADGRA1",75,0.215689,82,0.253116,24,0.072563,0.180456,"Adgra1",15.000617,12.540341,9.054832,826,1147,294,12.1985966666667,0.089437993281609
"ADGRA2",1605,4.61885,1784,5.51054,1627,4.92249,5.01729333333,"Adgra2",3.375309,2.059197,3.167765,313,325,85,2.86742366666667,1.55589194563633
"ADGRA3",388,0.396402,603,0.661245,564,0.60579,0.554479,"Adgra3",63.538993,29.740809,39.953645,413,546,129,44.411149,0.0342312192981508
"ADGRB1",766,1.40008,581,1.13983,715,1.37394,1.30461666667,"Adgrb1",59.583806,47.396928,61.191701,2872,3315,809,56.0574783333333,0.04039114124894
"ADGRB2",536,2.47872,328,1.62809,225,1.09392,1.73357666667,"Adgrb2",105.614388,74.995487,72.969318,2238,2616,612,84.5263976666667,0.0319617888891326
"ADGRB3",1909,0.442176,3346,0.831871,2361,0.574942,0.616329666667,"Adgrb3",12.375486,9.569781,10.260891,1137,1367,256,10.735386,0.137731274170871
"ADGRD1",279,0.259865,304,0.303919,601,0.588513,0.384099,"Adgrd1",0.181547,0.109334,0.108892,21,19,4,0.133257666666667,1.22134536629357
"ADGRE1",71,0.2345,35,0.124077,287,0.996562,0.451713,"Adgre1",2.681844,3.746421,1.769603,95,105,25,2.73262266666667,0.38892573121955
"ADGRE5",323,1.99921,240,1.59444,349,2.27102,1.95489,"Adgre5",9.962192,7.674636,11.02439,308,349,122,9.55373933333333,0.279985122492761
"ADGRF1",4,0.015653,2,0.00840055,1,0.0041141,0.00938921666667,"Adgrf1",0,0.007967,0,0,1,0,0.00265566666666667,1.00671571529874
"ADGRF2",1,0.00422366,4,0.0181338,2,0.0088809,0.0104127866667,"Adgrf2",0.358335,0.251377,0.05899,20,20,1,0.222900666666667,0.826242731080393
"ADGRF3",59,0.266716,29,0.140713,70,0.332685,0.246704666667,"Adgrf3",0.014958,0,0,1,0,0,0.004986,1.24051943675534
"ADGRF4",0,0,4,0.0207437,3,0.0152386,0.0119941,"Adgrf4",0.459976,0.404128,0.270862,29,34,5,0.378322,0.734221829151679
"ADGRF5",957,1.63233,1206,2.20793,1096,1.96538,1.93521333333,"Adgrf5",11.519079,9.95772,8.6218,1083,1283,302,10.0328663333333,0.266042680537324
"ADGRG1",3435,10.9249,3158,10.7806,4000,13.3748,11.6934333333,"Adgrg1",99.402825,113.716106,84.673678,1561,2402,608,99.264203,0.126599852724107
"ADGRG2",1018,1.33385,1562,2.19675,1412,1.94506,1.82522,"Adgrg2",1.272863,0.638516,0.516203,71,79,16,0.809194,1.56159040987313
"ADGRG3",6,0.0496728,9,0.0799742,4,0.0348149,0.0548206333333,"Adgrg3",0.076084,0.030861,0.623463,4,3,2,0.243469333333333,0.848288417781621
"ADGRG4",4,0.00602785,4,0.00646998,3,0.00475293,0.00575025333333,"Adgrg4",0.048797,0,0,1,0,0,0.0162656666666667,0.989652889319948
"ADGRG5",144,0.512993,309,1.18154,148,0.554305,0.749612666667,"Adgrg5",0.026315,0,0.052609,1,0,1,0.026308,1.70476374213881
"ADGRG6",1857,2.24645,2427,3.15133,1778,2.26128,2.55302,"Adgrg6",1.253075,1.666064,1.389802,158,205,38,1.43631366666667,1.45835901534846
"ADGRG7",86,0.174945,66,0.144108,93,0.198895,0.172649333333,"Adgrg7",0,0.011911,0,0,1,0,0.00397033333333333,1.16801193660736
"ADGRL1",1569,4.68993,1428,4.58154,1122,3.52593,4.2658,"Adgrl1",68.640494,49.006817,40.792765,5090,6172,1357,52.8133586666667,0.0978530262832631
"ADGRL2",70,0.0178192,91,0.0248641,124,0.0331857,0.0252896666667,"Adgrl2",20.923243,12.486103,13.335734,1534,1393,312,15.5816933333333,0.0618326274678843
"ADGRL3",1814,0.361318,2586,0.552868,1847,0.386774,0.433653333333,"Adgrl3",40.387278,35.957017,34.80447,1497,1912,339,37.0495883333333,0.0376785504424774
"ADGRL4",524,0.233311,711,0.339793,496,0.23218,0.268428,"Adgrl4",16.748121,16.322427,6.291062,500,628,131,13.1205366666667,0.0898285971661606
"ADGRV1",2309,0.63515,3095,0.913805,1742,0.503778,0.684244333333,"Adgrv1",2.121184,1.928264,2.520955,142,173,33,2.19013433333333,0.527954047494029
