"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot2",1.585568,1.620148,1.475092,22,79,41,1.56026933333333,3.93202902611158
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot3",0.109079,0.207848,0.217536,1,10,7,0.178154333333333,8.54476620634874
"ACOT4",60,2.18784,50,1.95693,47,1.80177,1.98218,"Acot4",0.107848,1.515178,1.377756,5,43,25,1.00026066666667,1.49089568659551
"ACOT6",18,0.351586,15,0.314478,34,0.698194,0.454752666667,"Acot6",1.879721,2.153377,2.397557,42,175,111,2.14355166666667,0.462773582534935
"ACOT7",6308,8.46892,5418,7.80757,3619,5.10815,7.12821333333,"Acot7",251.136288,215.300178,179.593733,1118,4564,2557,215.343399666667,0.0375708865898087
"ACOT8",858,9.55638,927,11.0822,784,9.18037,9.93965,"Acot8",10.297145,8.541505,9.081612,50,177,114,9.306754,1.06140594798324
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot10",0,0,0,0,0,0,0,4.24456666667
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot9",5.697424,9.097912,8.198204,61,348,179,7.66451333333333,0.489879408499573
"ACOX1",1383,6.41366,1602,7.97419,1794,8.7467,7.71151666667,"Acox1",43.253675,46.046219,46.908816,1058,3903,2410,45.4029033333333,0.187736457007683
"ACOX2",360,1.95632,355,2.07064,277,1.58254,1.86983333333,"Acox2",0.063548,0.608585,0.661379,1,12,5,0.444504,1.9867257780733
"ACOX3",307,0.720462,365,0.919403,387,0.95482,0.864895,"Acox3",9.973444,19.362258,19.637784,198,866,525,16.3244953333333,0.107644982674435
"ACOXL",127,0.0575309,110,0.0534848,122,0.0581026,0.0563727666667,"Acoxl",0.106043,0.028109,0.049084,1,2,1,0.0610786666666667,0.995564984814227
"ACP2",881,16.0239,1004,19.6005,895,17.1141,17.5795,"Acp2",27.545288,17.097309,16.681153,483,1845,1102,20.44125,0.866530636040343
"ACP4",2,0.0727155,7,0.273172,3,0.114672,0.153519833333,"Acp4",0.146144,0,0,1,0,0,0.0487146666666667,1.09993677975293
"ACP5",21,0.843569,32,1.37972,35,1.47811,1.23379966667,"Acp5",0,0.131785,0.116811,0,4,2,0.0828653333333333,2.06286007863397
"ACP6",610,2.60726,652,2.99118,794,3.5679,3.05544666667,"Acp6",3.569569,7.034978,8.482897,33,199,122,6.36248133333333,0.550826071138426
"ACR",11,0.268994,16,0.419962,20,0.514182,0.401046,"Acr",0.262898,0.331001,0.321071,1,11,6,0.30499,1.07360669430417
"ACRBP",56,1.04532,49,0.981743,62,1.21672,1.081261,"Acrbp",4.871569,6.490464,4.630272,25,115,59,5.33076833333333,0.328753302982445
"ACSBG1",4789,10.6958,4310,10.332,3127,7.34232,9.45670666667,"Acsbg1",94.207837,117.349815,128.950509,1456,5807,3500,113.502720333333,0.0913227793735299
"ACSBG2",50,0.150998,40,0.129659,55,0.174624,0.151760333333,"Acsbg2",0,0.015367,0.027109,0,1,1,0.0141586666666667,1.13568061013431
"ACSF2",272,0.975972,284,1.09377,288,1.08642,1.052054,"Acsf2",13.151681,17.421665,16.907815,103,469,261,15.8270536666667,0.121949691291767
"ACSF3",565,1.30309,532,1.31697,506,1.22691,1.28232333333,"Acsf3",6.433811,7.398949,7.850011,91,401,238,7.22759033333333,0.277398757213686
"ACSL1",3565,8.74427,2446,6.43963,4883,12.5918,9.25856666667,"Acsl1",34.24096,29.027217,22.595622,239,1064,585,28.6212663333333,0.346324378952221
"ACSL3",2690,5.61472,2686,6.01758,2925,6.41859,6.01696333333,"Acsl3",164.82735,125.218524,133.505579,1233,3872,2280,141.183817666667,0.0493513498827303
"ACSL4",3112,4.98043,3490,5.99505,3392,5.70717,5.56088333333,"Acsl4",15.650734,15.820655,27.954734,343,1313,799,19.8087076666667,0.315295088884344
"ACSL5",712,2.28806,528,1.82122,820,2.77038,2.29322,"Acsl5",23.386902,25.908157,26.057943,121,580,317,25.1176673333333,0.126091658874793
"ACSL6",2020,5.66704,3290,9.90698,1953,5.7603,7.11144,"Acsl6",139.440799,134.120983,127.066489,2061,7719,4466,133.542757,0.0602889384822105
"ACSM1",14,0.0323286,10,0.0247856,19,0.0461265,0.0344135666667,"Acsm1",0,0,0,0,0,0,0,1.0344135666667
"ACSM2A",2,0.00964948,7,0.0362504,1,0.00507238,0.0169907533333,"Acsm2",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,0.990052738391972
"ACSM2B",0,0,4,0.0186571,0,0,0.00621903333333,"Acsm2",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,0.97956633932865
"ACSM3",1237,1.15354,1436,1.43733,1533,1.50294,1.36460333333,"Acsm3",0.578683,7.953216,0.307985,1,9,5,2.946628,0.599145228111188
"ACSM4",25,0.178695,14,0.107409,31,0.232955,0.173019666667,"Acsm4",0,0,0,0,0,0,0,1.173019666667
"ACSM5",518,2.84546,421,2.48225,599,3.45929,2.929,"Acsm5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,2.05356911078036
"ACSS1",1348,4.46426,1445,5.13651,1546,5.38279,4.99452,"Acss1",6.481707,7.349056,11.038161,90,441,254,8.28964133333333,0.645290790559406
"ACSS2",3953,12.3723,3142,10.5553,2525,8.30852,10.41204,"Acss2",21.66178,26.37256,25.142039,306,1411,776,24.3921263333333,0.449432231479525
"ACSS3",1107,0.595424,1762,1.01724,2163,1.22313,0.945264666667,"Acss3",1.880805,1.868718,1.826704,43,165,88,1.85874233333333,0.680461699533023
"ACTA1",41,2.50969,47,3.08798,59,3.79688,3.13151666667,"Acta1",0.383569,0.39472,0.53884,2,13,10,0.439043,2.87101682623104
"ACTA2",725,2.25104,769,2.56278,1734,5.6602,3.49134,"Acta2",10.206045,9.622577,10.670508,95,326,175,10.1663766666667,0.402219997952186
"ACTB",33185,158.239,32708,167.404,43793,219.54,181.727666667,"Actb",1341.615807,1028.725086,1137.997089,2783,10848,6712,1169.445994,0.156117982037367
"ACTBL2",0,0,1,0.0671127,0,0,0.0223709,"Actbl2",0,0.059496,0.105002,0,4,4,0.0548326666666667,0.969225671812717
"ACTC1",64,2.10164,63,2.22055,124,4.28094,2.86771,"Actc1",0,0.029694,0,0,1,0,0.009898,3.82980261372931
"ACTG1",45642,574.592,41363,558.917,38734,512.655,548.721333333,"Actg1",421.073874,536.035053,489.351942,3202,14564,7993,482.153623,1.13777752491985
"ACTG2",30,0.190221,21,0.142921,81,0.539959,0.291033666667,"Actg2",0,0.312093,0.151151,0,9,2,0.154414666666667,1.11834482352413
"ACTL10",7,0.772516,10,1.18454,17,1.97241,1.309822,"Actl10",0.106591,0.285117,0.45635,1,10,9,0.282686,1.80076963496912
"ACTL6A",607,4.15494,690,5.0695,1181,8.49892,5.90778666667,"Actl6a",12.522326,10.655135,12.492026,71,254,145,11.889829,0.535909876435909
"ACTL6B",273,3.57196,271,3.80587,150,2.06335,3.14706,"Actl6b",25.579593,21.634274,24.562795,168,689,394,23.925554,0.166377846606739
"ACTN1",872,1.44673,942,1.6775,1796,3.13267,2.08563333333,"Actn1",10.569857,10.026463,10.456415,149,708,399,10.3509116666667,0.271840132664528
"ACTN2",83,0.144292,99,0.184731,71,0.129766,0.152929666667,"Actn2",2.203623,1.072808,0.807368,6,43,15,1.36126633333333,0.488267524248077
"ACTN3",5,0.0515641,10,0.110692,6,0.0650529,0.0757696666667,"Actn3",0.94982,0.762364,0.878581,7,27,21,0.863588333333333,0.577257137440064
"ACTR10",3513,17.2601,3814,20.1135,3356,17.3351,18.2362333333,"Actr10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,0.144146104327183
"ACTR1A",7430,31.7891,7354,33.7718,5219,23.4755,29.6788,"Actr1a",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,0.452852534184705
"ACTR1B",1972,42.5002,2092,48.3934,1535,34.7801,41.8912333333,"Actr1b",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,0.300942867329395
"ACTR2",6761,27.152,6651,28.6694,9579,40.4436,32.0883333333,"Actr2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,0.518126168902085
"ACTR3",4285,10.3205,4382,11.3282,5816,14.7269,12.1252,"Actr3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,0.155683552789169
"ACTR3B",1119,2.04421,1139,2.23337,855,1.6421,1.97322666667,"Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,0.139958284031207
"ACTR5",252,1.82969,252,1.96389,289,2.20604,1.99987333333,"Actr5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,0.648713881238828
"ACTR8",496,5.7434,673,8.36456,629,7.65731,7.25509,"Actr8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,0.326076935516418
"ACTRT3",52,3.43974,53,3.76304,63,4.38128,3.86135333333,"Actrt3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,2.51583343539748
"ACVR1",561,0.702961,684,0.919952,966,1.27258,0.965164333333,"Acvr1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,0.19385806416139
"ACVR1B",1040,4.00368,988,4.08247,1082,4.37917,4.15510666667,"Acvr1b",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,0.297545079744375
"ACVR1C",30,0.0513328,36,0.0661175,58,0.104337,0.0739291,"Acvr1c",2.05229,1.570526,2.263541,113,369,271,1.962119,0.362554340321911
"ACVR2A",570,1.15373,724,1.57293,775,1.64918,1.45861333333,"Acvr2a",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,0.348920109989327
"ACVR2B",463,2.06062,484,2.31208,571,2.67173,2.34814333333,"Acvr2b",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,1.11728399044076
"ACVRL1",225,2.38892,317,3.61259,418,4.66588,3.55579666667,"Acvrl1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,0.248927123204901
"ACY1",265,7.90291,240,7.68233,223,6.99172,7.52565333333,"Acy1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,0.673577565209887
"ACY3",13,0.277775,28,0.642167,4,0.0898562,0.3365994,"Acy3",3.611599,3.53033,2.102148,18,73,30,3.081359,0.327488809487232
"ACYP2",942,0.492032,1226,0.687343,1085,0.595814,0.591729666667,"Acyp2",28.481269,22.98424,24.737602,117,346,213,25.401037,0.0602904221780001
"ADA",33,0.176237,31,0.177699,53,0.297576,0.217170666667,"Ada",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,0.796912142007466
"ADAD1",1,0.00343645,4,0.014754,1,0.00361284,0.00726776333333,"Adad1",0,0,0,0,0,0,0,1.00726776333333
"ADAL",290,2.11987,260,2.03997,347,2.66673,2.27552333333,"Adal",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,0.255391698395326
"ADAM10",2772,3.00818,3870,4.50777,4263,4.86367,4.12654,"Adam10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,0.224206549424639
"ADAM11",2154,16.4619,1890,15.5037,906,7.27947,13.08169,"Adam11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,0.250921225952333
"ADAM12",65,0.0301946,56,0.0279219,105,0.0512795,0.0364653333333,"Adam12",0.307239,0.758381,0.820879,16,87,66,0.628833,0.636323879325443
"ADAM15",1313,18.7862,1351,20.7477,1226,18.4418,19.3252333333,"Adam15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,0.407657688389559
"ADAM17",1847,4.72796,1925,5.28906,2391,6.43465,5.48389,"Adam17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,0.567237390688231
"ADAM2",7,0.0129331,3,0.00594933,6,0.0116545,0.0101789766667,"Adam2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,0.91236301700822
"ADAM21",48,1.08453,49,1.18833,38,0.902652,1.058504,"Adam21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,1.57846533236273
"ADAM22",6229,4.04916,6309,4.40198,4743,3.24144,3.89752666667,"Adam22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,0.115399200123233
"ADAM23",7581,7.45734,8286,8.74868,6554,6.77801,7.66134333333,"Adam23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,0.124485563428129
"ADAM28",643,1.72961,795,2.29533,1697,4.79908,2.94134,"Adam28",0,0.146549,0,0,7,0,0.0488496666666667,3.75777399303173
"ADAM29",8,0.00941057,10,0.012626,17,0.0210239,0.01435349,"Adam29",0,0,0,0,0,0,0,1.01435349
"ADAM33",1623,19.8527,1070,14.0484,1575,20.2544,18.0518333333,"Adam33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,8.39092393458733
"ADAM7",14,0.0284258,13,0.0283315,10,0.0213463,0.0260345333333,"Adam7",0,0,0.052884,0,0,1,0.017628,1.00826091001162
"ADAM8",92,1.11235,84,1.09012,124,1.5762,1.25955666667,"Adam8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,0.927751099321555
"ADAMDEC1",5,0.0401995,7,0.0604073,11,0.0929783,0.0645283666667,"Adamdec1",0,0.033796,0,0,2,0,0.0112653333333333,1.0526696916998
"ADAMTS1",3327,60.1993,2666,51.7772,3804,72.3631,61.4465333333,"Adamts1",5.081839,4.830322,5.651011,114,478,353,5.187724,10.0920036726428
"ADAMTS10",420,2.40601,467,2.87147,726,4.37243,3.21663666667,"Adamts10",17.667156,26.394146,23.52364,262,1217,708,22.528314,0.179215419628878
"ADAMTS12",92,0.0436173,147,0.0748046,180,0.0897184,0.0693801,"Adamts12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,1.02090221788308
"ADAMTS13",379,1.46988,343,1.42784,377,1.53718,1.4783,"Adamts13",0.045027,0,0,1,0,0,0.015009,2.44165322672016
"ADAMTS14",120,0.233098,155,0.323169,275,0.561601,0.372622666667,"Adamts14",0.027831,0.051349,0.131896,1,7,8,0.0703586666666667,1.28239506009855
"ADAMTS15",121,0.764008,97,0.657393,133,0.882882,0.768094333333,"Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,0.723628892588861
"ADAMTS16",473,0.459134,640,0.666805,460,0.469434,0.531791,"Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,0.850621829053143
"ADAMTS17",93,0.0438434,89,0.0450352,125,0.061954,0.0502775333333,"Adamts17",17.387976,4.829382,11.034687,9,54,33,11.084015,0.0869146168167865
"ADAMTS18",10,0.00933112,16,0.0160249,13,0.0127531,0.01270304,"Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,0.308253961296544
"ADAMTS19",41,0.0257277,60,0.0404118,36,0.0237497,0.0299630666667,"Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,0.953717486404439
"ADAMTS2",358,0.266581,361,0.288532,816,0.638814,0.397975666667,"Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,0.163793589615048
"ADAMTS20",2,0.00176163,20,0.0189084,9,0.00833423,0.00966808666667,"Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,0.433352417599493
"ADAMTS3",60,0.0363637,108,0.0702556,75,0.0477877,0.051469,"Adamts3",2.945839,2.973748,5.010465,68,282,188,3.64335066666667,0.226446175506021
"ADAMTS4",344,4.07351,208,2.64371,364,4.53158,3.7496,"Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,0.408837944251672
"ADAMTS5",171,0.607593,172,0.655973,117,0.43706,0.566875333333,"Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,0.912691872764979
"ADAMTS6",127,0.0665904,182,0.102428,173,0.0953657,0.0881280333333,"Adamts6",1.210118,1.102027,0.637601,54,191,66,0.983248666666667,0.548659404956094
"ADAMTS7",329,1.09983,467,1.67566,358,1.2582,1.34456333333,"Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,2.25155533503205
"ADAMTS8",526,3.87942,457,3.61774,393,3.04727,3.51481,"Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,2.9924863228009
"ADAMTS9",2388,2.42059,1539,1.67443,2427,2.58639,2.22713666667,"Adamts9",0.388191,0.488374,0.496959,15,97,54,0.457841333333333,2.21364053335708
"ADAMTSL1",1161,0.20194,1836,0.34277,1358,0.248329,0.264346333333,"Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,0.401039180902971
"ADAMTSL2",533,2.14768,724,3.13127,749,3.17294,2.81729666667,"Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,1.83623782490794
"ADAMTSL3",241,0.109143,354,0.172077,572,0.272341,0.184520333333,"Adamtsl3",0.8204,0.296658,0.562892,14,39,21,0.559983333333333,0.759316018333316
"ADAMTSL4",760,11.4765,649,10.5191,1257,19.9558,13.9838,"Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,0.814262640304677
"ADAMTSL5",89,1.81151,156,3.40813,212,4.53655,3.25206333333,"Adamtsl5",6.493737,13.686001,5.601469,43,180,91,8.59373566666667,0.443212475418074
"ADAP1",1063,3.2292,1090,3.5541,884,2.82327,3.20219,"Adap1",57.708642,66.610485,62.776251,608,2283,1291,62.365126,0.0663170779459982
"ADAP2",562,1.8532,396,1.40159,1016,3.52224,2.25901,"Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,1.38191705526634
"ADAR",5573,21.185,6126,24.9952,7275,29.0744,25.0848666667,"Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,0.751985201110247
"ADARB1",1308,1.49636,1427,1.75224,1792,2.15529,1.80129666667,"Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,0.052539492801392
"ADARB2",501,0.156234,944,0.315973,485,0.159007,0.210404666667,"Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,0.208072770638302
"ADAT1",854,5.66843,860,6.12694,899,6.27339,6.02292,"Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,2.16295493253586
"ADAT2",387,2.42638,380,2.55724,638,4.20539,3.06300333333,"Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,1.40154453783736
"ADAT3",46,0.998404,31,0.722189,43,0.981195,0.900596,"Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,1.0627653167753
"ADCK1",284,0.367771,284,0.394746,329,0.447913,0.403476666667,"Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,0.134274515376737
"ADCK2",804,6.02385,817,6.57023,656,5.16725,5.92044333333,"Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,0.266672796151418
"ADCK5",174,1.50917,191,1.77812,151,1.3769,1.55473,"Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,0.106321294904669
"ADCY1",332,0.389322,413,0.519831,326,0.401908,0.437020333333,"Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,0.0143213508187953
"ADCY10",49,0.0816584,47,0.0840704,58,0.101618,0.0891156,"Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,0.992921376996572
"ADCY2",314,0.126411,265,0.11451,271,0.1147,0.118540333333,"Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,0.0790050130057269
"ADCY3",4737,8.22034,3211,5.98091,5227,9.53623,7.91249333333,"Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,0.655613012785757
"ADCY4",682,7.11524,842,9.42883,463,5.07837,7.20748,"Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,2.24907734853664
"ADCY5",771,0.804315,832,0.931613,820,0.89934,0.878422666667,"Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,0.119413590396091
"ADCY6",1216,9.29934,1150,9.43967,1242,9.98569,9.5749,"Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,0.628068146859935
"ADCY7",1701,4.12732,1462,3.80761,2459,6.27279,4.73590666667,"Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,2.04264094220483
"ADCY8",97,0.0650239,86,0.0618785,86,0.0606091,0.0625038333333,"Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,0.18597620761719
"ADCY9",1169,1.25247,1230,1.41449,1157,1.30324,1.3234,"Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,0.265802314038291
"ADCYAP1",3750,89.7181,2088,53.6191,8078,203.185,115.5074,"Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,4.64026533569032
"ADCYAP1R1",102,0.301925,116,0.368551,105,0.326758,0.332411333333,"Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,0.0417615366125424
"ADD1",8996,18.2277,9092,19.7734,8285,17.6487,18.5499333333,"Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,0.109681876068154
"ADD2",6367,6.92561,5742,6.70389,5182,5.92596,6.51848666667,"Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,0.345209528421414
"ADD3",5737,7.20016,7429,10.0076,6888,9.08843,8.76539666667,"Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,0.275745241248931
"ADGB",309,0.249344,316,0.273696,433,0.367339,0.296793,"Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,1.1408184061475
"ADGRA1",75,0.215689,82,0.253116,24,0.072563,0.180456,"Adgra1",4.948972,9.858207,10.226583,162,830,435,8.34458733333333,0.126325107561375
"ADGRA2",1605,4.61885,1784,5.51054,1627,4.92249,5.01729333333,"Adgra2",2.403945,3.531273,4.233742,86,419,223,3.38965333333333,1.37079010035644
"ADGRA3",388,0.396402,603,0.661245,564,0.60579,0.554479,"Adgra3",50.580781,44.165152,72.622632,133,463,261,55.7895216666667,0.0273726376693963
"ADGRB1",766,1.40008,581,1.13983,715,1.37394,1.30461666667,"Adgrb1",38.355595,50.531998,49.863997,644,3090,1807,46.25053,0.048774408809171
"ADGRB2",536,2.47872,328,1.62809,225,1.09392,1.73357666667,"Adgrb2",51.758279,80.804951,88.191552,494,2379,1444,73.5849273333333,0.0366505239651593
"ADGRB3",1909,0.442176,3346,0.831871,2361,0.574942,0.616329666667,"Adgrb3",15.471725,17.855866,18.554494,503,2037,1263,17.2940283333333,0.0883528568566774
"ADGRD1",279,0.259865,304,0.303919,601,0.588513,0.384099,"Adgrd1",0,0.143342,0.188371,0,19,14,0.110571,1.24629492396254
"ADGRE1",71,0.2345,35,0.124077,287,0.996562,0.451713,"Adgre1",0.65131,3.42316,4.787978,14,85,44,2.95414933333333,0.367136614634686
"ADGRE5",323,1.99921,240,1.59444,349,2.27102,1.95489,"Adgre5",9.519959,7.227289,4.434871,64,305,179,7.06070633333333,0.366579537550039
"ADGRF1",4,0.015653,2,0.00840055,1,0.0041141,0.00938921666667,"Adgrf1",0,0,0,0,0,0,0,1.00938921666667
"ADGRF2",1,0.00422366,4,0.0181338,2,0.0088809,0.0104127866667,"Adgrf2",0.182756,0.401875,0.283815,3,25,10,0.289482,0.783580373100749
"ADGRF3",59,0.266716,29,0.140713,70,0.332685,0.246704666667,"Adgrf3",0,0,0,0,0,0,0,1.246704666667
"ADGRF4",0,0,4,0.0207437,3,0.0152386,0.0119941,"Adgrf4",0.20397,0.501305,0.91826,4,35,13,0.541178333333333,0.656636599485026
"ADGRF5",957,1.63233,1206,2.20793,1096,1.96538,1.93521333333,"Adgrf5",15.192628,11.268365,13.804088,301,1158,730,13.4216936666667,0.203527643921203
"ADGRG1",3435,10.9249,3158,10.7806,4000,13.3748,11.6934333333,"Adgrg1",122.43462,90.534526,91.5501,384,1621,939,101.506415333333,0.123830623595832
"ADGRG2",1018,1.33385,1562,2.19675,1412,1.94506,1.82522,"Adgrg2",0.569072,0.877941,0.821036,18,89,55,0.756016333333333,1.60888025149348
"ADGRG3",6,0.0496728,9,0.0799742,4,0.0348149,0.0548206333333,"Adgrg3",0.079723,0.014978,0.155809,1,1,2,0.0835033333333333,0.973527815635054
"ADGRG4",4,0.00602785,4,0.00646998,3,0.00475293,0.00575025333333,"Adgrg4",0,0.041972,0,0,1,0,0.0139906666666667,0.991873284829706
"ADGRG5",144,0.512993,309,1.18154,148,0.554305,0.749612666667,"Adgrg5",0,0,0,0,0,0,0,1.749612666667
"ADGRG6",1857,2.24645,2427,3.15133,1778,2.26128,2.55302,"Adgrg6",0.700163,0.498831,0.569314,20,76,51,0.589436,2.23539670675636
"ADGRG7",86,0.174945,66,0.144108,93,0.198895,0.172649333333,"Adgrg7",0,0.015182,0,0,1,0,0.00506066666666667,1.16674482668011
"ADGRL1",1569,4.68993,1428,4.58154,1122,3.52593,4.2658,"Adgrl1",54.129948,84.371799,76.04025,1562,7431,4357,71.513999,0.0726177024108131
"ADGRL2",70,0.0178192,91,0.0248641,124,0.0331857,0.0252896666667,"Adgrl2",13.35043,15.173853,13.161968,257,1175,640,13.895417,0.0688325588109886
"ADGRL3",1814,0.361318,2586,0.552868,1847,0.386774,0.433653333333,"Adgrl3",48.145926,61.5102,53.817376,685,2400,1497,54.4911673333333,0.0258357032700556
"ADGRL4",524,0.233311,711,0.339793,496,0.23218,0.268428,"Adgrl4",30.496394,22.208295,13.17477,193,619,345,21.9598196666667,0.0552455558630331
"ADGRV1",2309,0.63515,3095,0.913805,1742,0.503778,0.684244333333,"Adgrv1",1.79067,1.434351,1.491537,22,111,48,1.572186,0.65479103507017
