"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"SKAP1",125,0.0735677,150,0.0947564,194,0.120037,0.0961203666667,"Skap1",0.894359,1.382436,0.657136,14,25,23,0.977977,0.554162341961863
"SKAP2",1844,0.981635,1761,1.00621,2222,1.24357,1.07713833333,"Skap2",16.717725,15.04154,12.576193,137,138,272,14.778486,0.131643703542279
"SKI",1780,3.79711,1715,3.92679,2157,4.83751,4.18713666667,"Ski",23.267042,24.502546,24.387889,1524,1646,3299,24.0524923333333,0.207050723642706
"SKIDA1",93,1.26004,116,1.68695,96,1.36745,1.43814666667,"Skida1",1.869594,1.335514,2.063464,94,78,140,1.75619066666667,0.884607402585356
"SKIL",492,2.195,684,3.27542,770,3.61159,3.02733666667,"Skil",14.897147,14.395372,12.513469,1409,1201,2128,13.9353293333333,0.269651681378168
"SKIV2L",865,14.2092,794,13.9995,735,12.6934,13.6340333333,"Skiv2l",25.82859,20.818202,29.775637,596,596,1204,25.474143,0.552767027559683
"SKOR1",18,0.211344,20,0.25205,30,0.370319,0.277904333333,"Skor1",0.04993,0.179986,0,2,8,0,0.0766386666666667,1.18693891729661
"SKOR2",59,0.227623,72,0.298152,37,0.150074,0.225283,"Skor2",0,0,0,0,0,0,0,1.225283
"SKP1",9302,57.8228,10136,67.6285,8904,58.1896,61.2136333333,"Skp1",385.820996,383.944671,370.267865,3089,3316,5866,380.011177333333,0.163285585920939
"SKP2",334,1.80475,381,2.20972,511,2.90289,2.30578666667,"Skp2",1.195929,0.923867,1.381764,77,54,154,1.16718666666667,1.52538160072506
"SLA",785,2.07205,504,1.42791,2397,6.65177,3.38391,"Sla",2.95207,4.932307,3.132079,108,121,217,3.672152,0.93830637359401
"SLA2",244,1.2582,235,1.30067,252,1.36615,1.30834,"Sla2",0.347042,0.230691,0.294675,14,8,22,0.290802666666667,1.78829813387432
"SLAIN1",92,0.241486,108,0.304276,111,0.306312,0.284024666667,"Slain1",16.387657,20.773283,15.962822,434,471,797,17.7079206666667,0.0686353491414385
"SLAIN2",1204,2.48412,1392,3.08266,1427,3.09534,2.88737333333,"Slain2",4.841924,5.388581,6.075398,289,294,553,5.435301,0.604070164446076
"SLAMF1",27,0.120359,2,0.00956942,51,0.239014,0.122980806667,"Slamf1",0.114474,0.055928,0.082412,5,2,7,0.0842713333333333,1.03570091004312
"SLAMF6",31,0.141649,17,0.0833761,100,0.480386,0.235137033333,"Slamf6",0.012274,0.187693,0.252552,1,5,14,0.150839666666667,1.07324857589459
"SLAMF7",17,0.188385,8,0.095154,60,0.699014,0.327517666667,"Slamf7",0.018098,0.03691,0.009474,1,2,1,0.021494,1.29958439958238
"SLAMF8",276,4.51385,183,3.2124,457,7.85764,5.19463,"Slamf8",0,0,0,0,0,0,0,6.19463
"SLAMF9",1,0.0636195,1,0.0682858,1,0.0668849,0.0662634,"Slamf9",0.377212,0.514625,0.296197,6,8,9,0.396011333333333,0.763792796333554
"SLBP",727,6.47528,709,6.77815,726,6.79828,6.68390333333,"Slbp",8.762408,15.891486,11.980834,160,243,385,12.211576,0.581603839945363
"SLC10A1",5,0.0400209,6,0.0515476,9,0.0757351,0.0557678666667,"Slc10a1",0.495614,0.144643,0.055287,4,3,2,0.231848,0.857060178420308
"SLC10A2",23,0.179218,11,0.0920001,1,0.00819206,0.09313672,"Slc10a2",0.125636,0.041374,0.071674,7,2,7,0.0795613333333333,1.01257491005606
"SLC10A3",404,20.8503,281,15.5661,325,17.6341,18.0168333333,"Slc10a3",1.250627,1.113064,0.898578,31,27,43,1.087423,9.11019632019959
"SLC10A5",11,1.32348,18,2.32454,8,1.01193,1.55331666667,"Slc10a5",0.018342,0,0,1,0,0,0.006114,2.53780055408234
"SLC10A6",168,1.13244,128,0.926097,260,1.84254,1.300359,"Slc10a6",0,0,0.018737,0,0,1,0.00624566666666667,2.28608090072106
"SLC10A7",370,0.241198,371,0.259589,446,0.305664,0.268817,"Slc10a7",1.880273,1.333467,1.488484,60,50,95,1.567408,0.494201544904433
"SLC11A1",1829,21.4936,478,6.02927,4575,56.5231,28.0153233333,"Slc11a1",3.370776,3.250194,3.609692,24,24,54,3.41022066666667,6.57910919347044
"SLC11A2",1565,5.56084,1566,5.97252,2344,8.75632,6.76322666667,"Slc11a2",31.216309,19.673192,22.157246,431,474,825,24.3489156666667,0.306254782995649
"SLC12A1",262,0.364301,475,0.708913,204,0.298214,0.457142666667,"Slc12a1",0,0.031406,0.086134,0,2,9,0.03918,1.40220430211032
"SLC12A2",1260,2.07834,1986,3.51613,1884,3.26712,2.95386333333,"Slc12a2",13.243973,12.138546,11.475045,1149,1036,1924,12.2858546666667,0.29759947195945
"SLC12A3",162,0.558827,127,0.470226,46,0.166824,0.398625666667,"Slc12a3",0.120103,0.103388,0.096706,5,3,9,0.106732333333333,1.26374338631141
"SLC12A4",1412,9.44102,1574,11.2961,1488,10.4599,10.3990066667,"Slc12a4",4.663531,4.224972,4.577841,176,181,363,4.48878133333333,2.07678280012248
"SLC12A5",14,0.063588,19,0.0926278,11,0.0525265,0.0695807666667,"Slc12a5",98.353409,108.939576,109.80105,5619,6272,11400,105.698011666667,0.0100243739312421
"SLC12A6",1950,3.14622,2073,3.59,2053,3.48242,3.40621333333,"Slc12a6",22.617203,24.707269,24.788273,1612,1703,3245,24.0375816666667,0.175983982478473
"SLC12A7",892,2.52645,750,2.28007,1051,3.12959,2.64537,"Slc12a7",2.977249,1.102516,3.173898,49,68,126,2.41788766666667,1.06655641013363
"SLC12A8",30,0.0402443,37,0.0532752,43,0.0606442,0.0513879,"Slc12a8",1.188994,0.4484,1.104005,21,15,33,0.913799666666667,0.549371973625243
"SLC12A9",721,3.13399,710,3.31254,897,4.09914,3.51522333333,"Slc12a9",9.022001,9.632564,9.589477,238,215,474,9.41468066666667,0.433544097783187
"SLC13A1",2,0.00404199,1,0.00216923,2,0.00424946,0.00348689333333,"Slc13a1",0.171756,0.351396,0.381362,6,11,24,0.301504666666667,0.771020587965619
"SLC13A2",2,0.0142676,6,0.0459421,4,0.0299998,0.0300698333333,"Slc13a2",0,0,0,0,0,0,0,1.0300698333333
"SLC13A3",547,0.754553,354,0.524139,586,0.849842,0.709511333333,"Slc13a3",5.881005,4.2058,7.028288,210,193,441,5.705031,0.254959497328648
"SLC13A4",387,1.40787,206,0.804374,156,0.596641,0.936295,"Slc13a4",2.498584,3.335867,3.993601,116,151,358,3.27601733333333,0.452826742517102
"SLC13A5",183,1.10795,107,0.695334,67,0.426464,0.743249333333,"Slc13a5",5.197074,6.432585,5.348832,110,99,255,5.659497,0.261768919384302
"SLC14A1",111,0.296073,107,0.306337,91,0.255185,0.285865,"Slc14a1",1.784068,2.014329,1.680222,77,88,150,1.82620633333333,0.454979165828775
"SLC14A2",61,0.0226404,59,0.0235042,112,0.0437029,0.0299491666667,"Slc14a2",0.626798,0.751271,0.313172,12,14,11,0.563747,0.658641817804734
"SLC15A1",24,0.0608778,22,0.0598978,29,0.0773364,0.0660373333333,"Slc15a1",0.073544,0.073839,0.140262,3,3,6,0.0958816666666667,0.972766828535289
"SLC15A2",433,1.51934,543,2.04506,426,1.5715,1.71196666667,"Slc15a2",12.08418,14.115097,10.603999,228,232,407,12.2677586666667,0.204402773279516
"SLC15A3",2393,27.0638,2349,28.5148,1661,19.7494,25.1093333333,"Slc15a3",0.418758,0.520572,0.533219,13,16,21,0.490849666666667,17.5130557540901
"SLC15A4",816,4.63366,759,4.62611,915,5.46252,4.90743,"Slc15a4",84.713041,69.726443,128.542149,172,152,299,94.327211,0.0619700286836253
"SLC15A5",8,0.0156679,7,0.014715,13,0.0267672,0.0190500333333,"Slc15a5",0.107727,0,0.204588,2,0,7,0.104105,0.922964784448309
"SLC16A1",1035,4.00322,1100,4.5667,998,4.05824,4.20938666667,"Slc16a1",5.481439,6.810825,5.050269,338,406,586,5.78084433333333,0.768250443541618
"SLC16A10",83,0.10091,40,0.0521985,116,0.14827,0.1004595,"Slc16a10",0.646477,0.660894,0.719999,33,25,54,0.67579,0.656681028052441
"SLC16A11",8,0.609238,18,1.47133,10,0.800636,0.960401333333,"Slc16a11",8.21347,8.467897,11.389654,100,109,248,9.357007,0.189282611601305
"SLC16A12",803,1.11034,650,0.964702,852,1.23856,1.104534,"Slc16a12",1.212709,0.849847,1.263618,42,45,117,1.10872466666667,0.998012700883662
"SLC16A13",21,0.894146,25,1.14254,18,0.805749,0.947478333333,"Slc16a13",2.719409,1.680138,1.579523,37,56,75,1.99302333333333,0.650672619770088
"SLC16A14",610,3.1332,614,3.38507,607,3.27782,3.26536333333,"Slc16a14",2.686574,1.437245,2.93187,65,62,116,2.35189633333333,1.27252244972871
"SLC16A2",628,0.97586,736,1.22757,723,1.18115,1.12819333333,"Slc16a2",7.452644,9.667378,9.278593,324,417,772,8.79953833333333,0.217172815793873
"SLC16A3",5733,30.5976,5265,30.1609,4952,27.7858,29.5147666667,"Slc16a3",0.844518,1.27883,0.729647,27,26,38,0.950998333333333,15.6405908428249
"SLC16A4",890,5.5073,1009,6.70163,1005,6.53812,6.24901666667,"Slc16a4",1.815844,2.056444,2.354274,48,55,119,2.07552066666667,2.35700470012666
"SLC16A5",115,1.08974,117,1.19001,212,2.11202,1.46392333333,"Slc16a5",0.907691,0.696901,0.257202,10,10,14,0.620598,1.52037910285586
"SLC16A6",524,3.77619,298,2.30504,242,1.83348,2.63823666667,"Slc16a6",5.132105,5.989463,6.978656,211,200,363,6.033408,0.517279342627358
"SLC16A7",333,0.300138,481,0.465331,344,0.325966,0.363811666667,"Slc16a7",13.526757,10.558991,11.392644,640,683,1198,11.8261306666667,0.1063307167306
"SLC16A8",159,4.6606,168,5.2856,143,4.40675,4.78431666667,"Slc16a8",0.309242,0.28443,0.237856,6,6,10,0.277176,4.5289894788737
"SLC16A9",100,0.204945,59,0.129786,154,0.331815,0.222182,"Slc16a9",0.713696,0.729742,0.833357,34,25,54,0.758931666666667,0.694843366096276
"SLC17A2",0,0,1,0.010433,0,0,0.00347766666667,"Slc17a2",0,0.015818,0.01624,0,1,2,0.010686,0.992867880495693
"SLC17A3",5,0.0177464,3,0.0114288,7,0.0261202,0.0184318,"Slc17a3",0,0,0,0,0,0,0,1.0184318
"SLC17A5",1117,3.21937,1262,3.90407,1126,3.41188,3.51177333333,"Slc17a5",5.484942,6.087905,7.349863,185,190,388,6.30757,0.617410894911715
"SLC17A6",1584,6.72916,1807,8.23957,858,3.83205,6.26692666667,"Slc17a6",6.450452,6.491303,4.133426,299,301,397,5.691727,1.08595683396379
"SLC17A7",1440,19.411,1577,22.817,1378,19.5287,20.5855666667,"Slc17a7",232.318819,271.241708,246.556798,8748,10281,18308,250.039108333333,0.0859848762609465
"SLC17A9",120,1.24201,178,1.97744,222,2.41566,1.87837,"Slc17a9",0.536508,0.101185,0.550346,8,3,13,0.396013,2.06185042689431
"SLC18A1",5,0.0227757,8,0.0391141,4,0.0191558,0.0270152,"Slc18a1",0.64455,1.827198,0.036274,2,4,2,0.836007333333333,0.559374236341104
"SLC18A2",640,2.91636,963,4.71008,914,4.3787,4.00171333333,"Slc18a2",1.554839,1.604139,1.529555,82,81,150,1.56284433333333,1.95162588233542
"SLC18A3",67,4.85476,41,3.18873,29,2.20917,3.41755333333,"Slc18a3",0.685277,0.828747,0.746156,21,26,46,0.753393333333333,2.51943089399792
"SLC18B1",295,1.17208,309,1.31775,518,2.16372,1.55118333333,"Slc18b1",55.251422,54.81507,43.960837,202,150,322,51.342443,0.0487402418975744
"SLC19A1",2918,6.3886,2172,5.10412,2628,6.049,5.84724,"Slc19a1",8.049603,6.520794,8.953345,108,134,255,7.84124733333333,0.774465382750292
"SLC19A2",378,2.99674,475,4.04196,536,4.46746,3.83538666667,"Slc19a2",3.737167,4.816114,3.831261,160,183,291,4.12818066666667,0.942904897657012
"SLC1A1",416,0.749209,442,0.854422,787,1.49013,1.03125366667,"Slc1a1",27.22492,28.881613,28.142785,1334,1401,2574,28.083106,0.0698430788881353
"SLC1A2",117,0.121046,73,0.0810643,168,0.182732,0.128280766667,"Slc1a2",317.330811,278.131446,303.312223,39992,37968,73192,299.591493333333,0.00375353525196344
"SLC1A3",2185,4.65623,1758,4.02107,4719,10.5723,6.41653333333,"Slc1a3",133.555367,152.530006,134.128673,7064,6873,13176,140.071348666667,0.0525729242927585
"SLC1A4",4108,20.2793,4339,22.9907,3753,19.4778,20.9159333333,"Slc1a4",13.070473,13.331118,11.738994,690,702,1214,12.7135283333333,1.59812506311954
"SLC1A5",1415,18.0279,1293,17.6819,1331,17.8281,17.8459666667,"Slc1a5",1.294511,0.83295,2.94384,33,23,64,1.69043366666667,7.00480628836665
"SLC1A6",64,0.153251,64,0.164492,35,0.0881109,0.135284633333,"Slc1a6",2.906326,2.367989,2.756263,69,61,130,2.67685933333333,0.308764771891283
"SLC1A7",119,0.374891,182,0.615417,97,0.321268,0.437192,"Slc1a7",0.024405,0,0,1,0,0,0.008135,1.42559478641253
"SLC20A1",2440,23.831,2010,21.0712,1858,19.0782,21.3268,"Slc20a1",57.910006,52.040219,67.341129,1461,1411,2829,59.097118,0.371511991639932
"SLC20A2",2269,3.15971,2226,3.3272,2304,3.37313,3.28668,"Slc20a2",14.378337,16.682532,15.38173,479,571,896,15.4808663333333,0.260100404511502
"SLC22A1",26,0.123081,26,0.132109,46,0.228935,0.161375,"Slc22a1",1.005966,1.721458,0.354044,3,5,2,1.027156,0.572908547738803
"SLC22A12",1,0.014915,2,0.0320179,0,0,0.0156443,"Slc22a12",0.172928,0.192567,0.148246,5,2,6,0.171247,0.867147834743654
"SLC22A13",6,0.0809667,6,0.0869054,4,0.0567483,0.0748734666667,"Slc22a13",0.138308,0.104291,0.117513,4,3,6,0.120037333333333,0.959676463165543
"SLC22A13",6,0.0809667,6,0.0869054,4,0.0567483,0.0748734666667,"Slc22a13b",0.296149,0.356983,0.323315,5,6,11,0.325482333333333,0.810930058919457
"SLC22A14",34,0.163711,38,0.196392,24,0.121492,0.160531666667,"Slc22a14",0,0,0.103409,0,0,2,0.0344696666666667,1.12186147555833
"SLC22A15",434,0.810539,542,1.08648,419,0.82269,0.906569666667,"Slc22a15",1.250536,1.583642,1.994546,74,85,148,1.60957466666667,0.730605523965464
"SLC22A16",9,0.0302626,13,0.0469188,8,0.0282808,0.0351540666667,"Slc22a16",0,0,0.017783,0,0,1,0.00592766666666667,1.02905417652631
"SLC22A17",2380,62.9308,2410,68.3981,1607,44.6725,58.6671333333,"Slc22a17",184.97521,210.868471,191.014807,3706,4455,8388,195.619496,0.30346498972462
"SLC22A18",484,3.31248,325,2.38744,300,2.15858,2.6195,"Slc22a18",0.220426,0.267303,0.345125,2,5,9,0.277618,2.8330064228901
"SLC22A2",15,0.0245875,18,0.0316691,33,0.0568689,0.0377085,"Slc22a2",0.225064,0.301621,0.423598,6,8,22,0.316761,0.788076575779507
"SLC22A23",1425,1.32375,1429,1.42483,1481,1.44639,1.39832333333,"Slc22a23",15.08567,13.774567,14.553564,942,998,1760,14.471267,0.15501790081769
"SLC22A3",2115,3.54596,3418,6.15085,3746,6.60281,5.43320666667,"Slc22a3",0.777404,1.008188,0.981369,35,46,89,0.922320333333333,3.34658410209641
"SLC22A4",424,1.48749,343,1.29158,410,1.5122,1.43042333333,"Slc22a4",3.922737,1.492702,2.184798,60,44,98,2.53341233333333,0.687840281305975
"SLC22A5",464,3.13422,439,3.18285,422,2.99683,3.10463333333,"Slc22a5",3.616505,4.842556,4.319711,128,121,256,4.25959066666667,0.780409273927654
"SLC22A5",464,3.13422,439,3.18285,422,2.99683,3.10463333333,"Slc22a21",1.003654,1.068876,1.140199,13,29,27,1.07090966666667,1.98204363975799
"SLC22A6",5,0.0179735,11,0.0424421,6,0.0226753,0.0276969666667,"Slc22a6",1.132773,1.577675,1.969535,63,86,209,1.55999433333333,0.40144501621945
"SLC22A7",12,0.212939,5,0.0952325,7,0.13059,0.146253833333,"Slc22a7",0,0.039265,0.090893,0,1,3,0.043386,1.0985903906445
"SLC22A8",1,0.00654598,0,0,2,0.0137639,0.00676996,"Slc22a8",4.51801,5.957024,5.548058,151,215,434,5.34103066666667,0.158770712983988
"SLC22A9",3,0.0129375,3,0.0138864,3,0.0136015,0.0134751333333,"Slc22a29",0.05589,0.056861,0,1,1,0,0.0375836666666667,0.976764733189356
"SLC22A9",3,0.0129375,3,0.0138864,3,0.0136015,0.0134751333333,"Slc22a27",0,0,0,0,0,0,0,1.0134751333333
"SLC22A9",3,0.0129375,3,0.0138864,3,0.0136015,0.0134751333333,"Slc22a26",0,0,0,0,0,0,0,1.0134751333333
"SLC22A9",3,0.0129375,3,0.0138864,3,0.0136015,0.0134751333333,"Slc22a28",0,0,0,0,0,0,0,1.0134751333333
"SLC22A9",3,0.0129375,3,0.0138864,3,0.0136015,0.0134751333333,"Slc22a19",0.020086,0.041558,0.032024,1,2,3,0.0312226666666667,0.982789814550204
"SLC22A9",3,0.0129375,3,0.0138864,3,0.0136015,0.0134751333333,"Slc22a30",0.028871,0.044877,0,1,2,0,0.0245826666666667,0.98915896813919
"SLC23A1",2262,22.7658,2482,26.8122,2288,24.2095,24.5958333333,"Slc23a1",0.096913,0.349605,0.082576,4,7,7,0.176364666666667,21.758417316144
"SLC23A2",2541,2.81066,2869,3.40624,2847,3.31077,3.17589,"Slc23a2",41.298642,46.246766,55.568187,1918,2171,3651,47.7045316666667,0.0857392496570904
"SLC23A3",29,0.586986,34,0.738667,10,0.212798,0.512817,"Slc23a3",0.187825,0.250688,0.280583,5,2,7,0.239698666666667,1.22031025819178
"SLC24A1",524,1.8445,619,2.33872,750,2.77553,2.31958333333,"Slc24a1",0.040526,0.013785,0.014162,3,1,2,0.0228243333333333,3.24550680419544
"SLC24A2",2222,1.38896,2849,1.91151,1838,1.20789,1.50278666667,"Slc24a2",60.15501,79.522867,64.486445,8204,9702,15947,68.054774,0.0362434994960667
"SLC24A3",81,0.0277308,86,0.0316022,96,0.0345531,0.0312953666667,"Slc24a3",23.854102,27.681075,22.191928,1205,1382,2174,24.5757016666667,0.0403232482184764
"SLC24A4",855,0.834909,1195,1.25251,571,0.586202,0.891207,"Slc24a4",8.942309,9.917146,11.374348,341,380,835,10.0779343333333,0.170718379717181
"SLC24A5",587,4.72944,594,5.13686,657,5.56512,5.14380666667,"Slc24a5",6.325789,4.206298,4.714946,37,34,72,5.08234433333333,1.01010504009118
"SLC25A1",2136,118.125,1736,103.046,999,58.0824,93.0844666667,"Slc25a1",19.082505,16.96408,19.255898,215,222,464,18.434161,4.84119003988389
"SLC25A11",847,50.6054,950,60.9224,668,41.9593,51.1623666667,"Slc25a11",38.754148,45.509407,39.411941,657,898,1502,41.2251653333333,1.23533836409924
"SLC25A12",2723,2.19771,3123,2.70542,2908,2.46749,2.45687333333,"Slc25a12",365.323447,490.172776,451.699564,1527,1755,2775,435.731929,0.00791532082677198
"SLC25A13",621,0.537261,795,0.738247,1059,0.963226,0.746244666667,"Slc25a13",1.101876,1.526074,1.047074,37,30,67,1.225008,0.7848262418234
"SLC25A14",342,1.78488,344,1.927,352,1.93136,1.88108,"Slc25a14",26.168342,28.841218,25.172948,421,459,833,26.7275026666667,0.10390694158921
"SLC25A15",247,1.87213,307,2.49757,261,2.07978,2.14982666667,"Slc25a15",2.648229,3.092627,2.800238,126,146,257,2.84703133333333,0.818768134113629
"SLC25A16",635,2.23991,678,2.56701,785,2.91115,2.57269,"Slc25a16",14.096005,12.868287,12.113492,418,514,832,13.025928,0.254720400675093
"SLC25A17",618,2.16926,566,2.13245,544,2.00752,2.10307666667,"Slc25a17",14.458195,17.060037,15.302255,271,305,542,15.606829,0.186855459682881
"SLC25A18",435,2.75881,390,2.65483,186,1.24018,2.21794,"Slc25a18",18.465119,20.41577,15.586745,457,496,737,18.155878,0.167987079475031
"SLC25A19",265,2.80068,205,2.32548,334,3.7111,2.94575333333,"Slc25a19",26.999507,31.008863,29.096554,315,339,682,29.0349746666667,0.131371954766756
"SLC25A2",0,0,1,0.132518,3,0.389398,0.173972,"Slc25a2",0,0,0.193351,0,0,4,0.0644503333333333,1.10289034935402
"SLC25A20",541,2.25142,506,2.26021,416,1.82008,2.11057,"Slc25a20",5.020757,4.800063,3.911887,111,100,166,4.577569,0.557692786947145
"SLC25A21",129,0.0455565,110,0.041696,229,0.0850226,0.0574250333333,"Slc25a21",0.665188,0.207641,0.231998,7,3,12,0.368275666666667,0.772815784928305
"SLC25A22",501,11.211,506,12.1534,292,6.86954,10.07798,"Slc25a22",801.067148,774.282781,739.73922,1511,1638,3161,771.696383,0.0143367825238028
"SLC25A23",2152,12.9082,2129,13.7069,1477,9.31415,11.9764166667,"Slc25a23",121.371567,123.434399,124.717993,3336,3669,7023,123.174653,0.104501332221963
"SLC25A24",552,1.44347,814,2.28472,995,2.73546,2.15455,"Slc25a24",0.818327,0.825966,0.76959,36,38,69,0.804627666666667,1.7480337125867
"SLC25A25",2214,9.42341,1785,8.15472,1489,6.6629,8.08034333333,"Slc25a25",75.073188,70.615165,81.087494,635,612,1146,75.591949,0.11855480180208
"SLC25A26",1464,1.00492,1571,1.15746,1869,1.34877,1.17038333333,"Slc25a26",14.86824,9.432415,13.896653,124,141,249,12.732436,0.158047948181226
"SLC25A27",1596,11.031,1883,13.9692,1465,10.6453,11.8818333333,"Slc25a27",12.25054,9.542924,13.25886,437,343,888,11.684108,1.01558843028615
"SLC25A28",1248,21.6123,1050,19.5171,905,16.4768,19.2020666667,"Slc25a28",12.818099,13.24118,14.222966,244,272,551,13.427415,1.40025546272149
"SLC25A29",2551,28.8788,2794,33.9496,1789,21.292,28.0401333333,"Slc25a29",3.220301,3.72501,4.514935,65,85,174,3.820082,6.02482143110843
"SLC25A30",653,4.53773,751,5.60152,637,4.65375,4.931,"Slc25a30",3.221127,2.638969,3.829096,107,93,177,3.22973066666667,1.40221694178794
"SLC25A31",0,0,5,0.0213602,2,0.0083688,0.00990966666667,"Slc25a31",0.036444,0.038122,0.019614,1,1,1,0.0313933333333333,0.979170248660391
"SLC25A32",951,10.0356,1003,11.3606,1008,11.183,10.8597333333,"Slc25a32",3.093314,3.461106,3.098642,227,214,380,3.21768733333333,2.8119043437786
"SLC25A33",601,2.29701,761,3.12186,554,2.22606,2.54831,"Slc25a33",11.0086,11.846632,10.865321,259,277,499,11.2401843333333,0.289890242121354
"SLC25A34",123,4.18461,70,2.55616,73,2.61103,3.11726666667,"Slc25a34",1.945458,1.579853,2.185506,69,56,151,1.90360566666667,1.41798409954084
"SLC25A35",362,8.27979,391,9.59905,384,9.2338,9.03754666667,"Slc25a35",1.797868,2.347237,1.597343,53,76,110,1.91414933333333,3.44441739888073
"SLC25A36",1545,6.89443,2468,11.821,2130,9.99281,9.56941333333,"Slc25a36",28.165577,29.975669,29.116146,905,740,1649,29.0857973333333,0.351309065079013
"SLC25A37",1358,5.10109,1244,5.01561,1675,6.61479,5.57716333333,"Slc25a37",5.709352,4.988453,6.235817,430,341,816,5.64454066666667,0.989859745508869
"SLC25A38",1262,15.7681,1392,18.6681,989,12.9914,15.8092,"Slc25a38",8.025271,7.487768,6.311358,140,166,258,7.274799,2.03137260494182
"SLC25A39",998,33.2348,945,33.778,817,28.6037,31.8721666667,"Slc25a39",35.393155,36.313075,39.919413,399,427,813,37.2085476666667,0.860335413779096
"SLC25A4",3171,77.8377,3727,98.1959,2321,59.8973,78.6436333333,"Slc25a4",186.712538,203.545292,182.779943,4451,4898,8667,191.012591,0.414783389560636
"SLC25A40",631,2.57601,822,3.60189,788,3.38207,3.18665666667,"Slc25a40",6.724859,4.373313,3.85905,152,122,249,4.98574066666667,0.699438365244357
"SLC25A41",15,0.338433,15,0.363256,10,0.237203,0.312964,"Slc25a41",0,0,0.038179,0,0,1,0.0127263333333333,1.29646475734313
"SLC25A42",465,1.65661,468,1.78959,389,1.45698,1.63439333333,"Slc25a42",7.918601,8.020837,8.373548,318,311,619,8.10432866666667,0.289356132646573
"SLC25A43",569,1.80265,588,1.99948,655,2.18162,1.99458333333,"Slc25a43",0.4023,0.267089,0.327389,6,4,10,0.332259333333333,2.24774806106068
"SLC25A44",836,7.74177,862,8.56804,893,8.69407,8.33462666667,"Slc25a44",20.764586,21.776314,20.10133,1010,1031,1859,20.8807433333333,0.426613782012128
"SLC25A45",172,3.53093,198,4.36281,239,5.15819,4.35064333333,"Slc25a45",4.129312,1.131546,1.861029,49,37,58,2.37396233333333,1.58586338693467
"SLC25A46",1826,11.8035,2519,17.4774,2316,15.7393,15.0067333333,"Slc25a46",15.579415,16.419851,15.91248,928,953,1800,15.970582,0.943204737073837
"SLC25A47",0,0,1,0.0264736,1,0.0259305,0.0174680333333,"Slc25a47",1.692958,2.03604,2.157923,24,22,46,1.962307,0.343471501547037
"SLC25A48",1090,0.613139,734,0.443169,505,0.29865,0.451652666667,"Slc25a48",0.06526,0.043974,0.04579,3,2,4,0.0516746666666667,1.38032484063544
"SLC25A5",1612,94.6605,1851,116.668,1752,108.162,106.496833333,"Slc25a5",133.628151,150.269091,123.156999,1983,2171,3481,135.684747,0.786458150542577
"SLC25A51",848,5.93672,918,6.89816,762,5.60846,6.14778,"Slc25a51",23.208026,25.237013,26.91497,961,1014,1932,25.120003,0.273651576533127
"SLC25A53",1073,3.24334,1149,3.72781,974,3.09521,3.35545333333,"Slc25a53",13.31612,9.467643,12.859094,165,179,319,11.8809523333333,0.338131313634238
"SLC26A1",123,1.49554,101,1.31812,184,2.35207,1.72191,"Slc26a1",0.287951,0.413773,0.520839,14,13,36,0.407521,1.93383260356329
"SLC26A11",408,2.10867,320,1.77516,365,1.98326,1.95569666667,"Slc26a11",1.217621,2.4009,1.184632,36,40,65,1.601051,1.13634706380998
"SLC26A2",1043,5.56897,837,4.79685,2330,13.0793,7.81504,"Slc26a2",1.133391,1.922414,1.368474,113,164,258,1.47475966666667,3.56197820690736
"SLC26A3",16,0.074027,12,0.0595925,18,0.087555,0.0737248333333,"Slc26a3",0.112298,0.021346,0.169936,3,1,7,0.101193333333333,0.975055697152756
"SLC26A4",35,0.107305,43,0.141502,169,0.544726,0.264511,"Slc26a4",0.494893,0.503708,0.773502,15,18,45,0.590701,0.79493946379615
"SLC26A5",1913,3.57517,2069,4.15032,2197,4.31668,4.01405666667,"Slc26a5",0.214356,0.513563,0.73053,7,2,11,0.486149666666667,3.373857141802
"SLC26A6",419,7.49144,364,6.98543,293,5.50754,6.66147,"Slc26a6",5.107888,9.876654,9.258545,64,72,172,8.081029,0.843678618359219
"SLC26A7",37,0.0342616,59,0.0586406,34,0.0330996,0.0420006,"Slc26a7",1.191246,1.212465,0.737594,23,27,41,1.04710166666667,0.509012628423438
"SLC26A8",64,0.137435,97,0.223578,102,0.23028,0.197097666667,"Slc26a8",1.135869,1.66865,1.707322,37,36,85,1.503947,0.478084267225704
"SLC26A9",4,0.0229769,1,0.00616555,6,0.0362344,0.0217922833333,"Slc26a9",0.014931,0.045591,0.020801,1,3,2,0.0271076666666667,0.994824901511429
"SLC27A1",992,4.63373,954,4.78308,953,4.68004,4.69895,"Slc27a1",31.925267,21.728223,31.697849,545,507,1167,28.4504463333333,0.193509800683383
"SLC27A2",13,0.0419097,21,0.072666,21,0.0711752,0.0619169666667,"Slc27a2",2.481736,2.730107,1.717594,60,55,76,2.30981233333333,0.320839026422153
"SLC27A3",171,5.14706,142,4.58767,183,5.79098,5.17523666667,"Slc27a3",2.016483,1.003396,1.780755,31,23,47,1.60021133333333,2.37489798906217
