"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"SLC27A4",2264,18.8846,2254,20.1802,2202,19.3102,19.4583333333,"Slc27a4",16.206532,17.153137,15.905439,800,836,1535,16.4217026666667,1.17430160098205
"SLC27A5",287,1.52388,270,1.53877,275,1.53511,1.53258666667,"Slc27a5",0.394584,0.202724,0.297079,7,2,6,0.298129,1.95095145911539
"SLC27A6",614,0.216422,576,0.217919,600,0.222342,0.218894333333,"Slc27a6",0.029955,0.061224,0.015716,1,2,1,0.0356316666666667,1.17695738027806
"SLC28A1",13,0.0371427,10,0.0306669,12,0.0360453,0.0346183,"Slc28a1",0.128657,0.157842,0.121787,5,6,9,0.136095333333333,0.910679121411759
"SLC28A2",25,0.170518,7,0.051247,49,0.35137,0.191045,"Slc28a2",0.037208,0,0.054408,2,0,4,0.0305386666666667,1.15574993789656
"SLC28A2",25,0.170518,7,0.051247,49,0.35137,0.191045,"Slc28a2b",0,0,0,0,0,0,0,1.191045
"SLC28A3",11,0.0294277,15,0.0430721,12,0.0337508,0.0354168666667,"Slc28a3",0.031466,0.036008,0.032088,2,2,2,0.0331873333333333,1.00215791779616
"SLC29A1",562,6.70314,682,8.73105,617,7.73687,7.72368666667,"Slc29a1",18.955521,16.83558,15.087049,179,171,361,16.9593833333333,0.485745334611712
"SLC29A2",334,6.01913,347,6.71209,168,3.18299,5.30473666667,"Slc29a2",4.09168,3.65202,4.380194,91,101,198,4.041298,1.25061773112202
"SLC29A3",236,0.663219,268,0.808388,218,0.644079,0.705228666667,"Slc29a3",2.917235,2.355417,2.549061,195,172,344,2.60723766666667,0.472724235063432
"SLC29A4",122,0.655753,114,0.657697,101,0.570742,0.628064,"Slc29a4",3.428654,1.745332,1.634786,68,61,118,2.26959066666667,0.497941230563826
"SLC2A1",2221,11.5844,2346,13.1338,4420,24.2373,16.3185,"Slc2a1",43.123054,41.144431,59.602669,1244,924,2466,47.956718,0.353751246151754
"SLC2A10",297,1.94335,213,1.49595,409,2.81357,2.08429,"Slc2a10",0.521747,1.062081,0.54365,19,21,20,0.709159333333333,1.80456551934499
"SLC2A12",357,0.958852,447,1.28864,275,0.776523,1.008005,"Slc2a12",0.531665,0.582789,0.505766,31,33,56,0.540073333333333,1.30383726316063
"SLC2A13",460,0.228908,826,0.441188,687,0.359416,0.343170666667,"Slc2a13",23.78476,23.044667,21.763197,2080,1957,3622,22.864208,0.0562838987435493
"SLC2A2",3,0.0172417,3,0.0185064,1,0.00604224,0.0139301133333,"Slc2a2",0.078186,0.013056,0.024977,3,1,2,0.0387396666666667,0.976115715872312
"SLC2A4",26,0.694522,58,1.66296,51,1.43226,1.26324733333,"Slc2a4",0.52988,0.430844,0.448089,12,10,29,0.469604333333333,1.54003855459281
"SLC2A5",1285,4.20603,755,2.65251,2878,9.90371,5.58741666667,"Slc2a5",1.099141,1.990412,1.59381,28,47,79,1.561121,2.57208334423481
"SLC2A6",1714,37.2709,1469,34.2863,833,19.0433,30.2001666667,"Slc2a6",6.603845,7.920695,9.173875,174,163,320,7.89947166666667,3.50584482262711
"SLC2A7",3,0.0227414,0,0,7,0.0557868,0.0261760666667,"Slc2a7",0,0,0,0,0,0,0,1.0261760666667
"SLC2A8",396,6.12925,332,5.51557,315,5.12579,5.59020333333,"Slc2a8",6.632021,10.224009,9.615755,150,164,315,8.82392833333333,0.670831780293932
"SLC2A9",455,0.280101,506,0.334344,712,0.460809,0.358418,"Slc2a9",0.368005,0.650702,0.290242,10,8,10,0.436316333333333,0.945765197035286
"SLC30A1",504,11.5945,758,18.7167,814,19.6871,16.6661,"Slc30a1",6.294237,7.474838,5.588018,445,528,780,6.45236433333333,2.37053627678697
"SLC30A10",149,0.0952714,146,0.1002,114,0.0766336,0.0907016666667,"Slc30a10",3.291636,3.415967,3.7024,230,239,501,3.470001,0.244004792541814
"SLC30A2",70,1.37915,53,1.12081,97,2.0092,1.50305333333,"Slc30a2",1.57347,1.555626,1.125911,68,66,93,1.41833566666667,1.03503139280086
"SLC30A3",16,0.126285,23,0.194849,8,0.0663833,0.129172433333,"Slc30a3",27.762212,27.165895,33.199593,566,665,1263,29.3759,0.0371732996662815
"SLC30A4",629,2.5466,722,3.13753,713,3.03485,2.90632666667,"Slc30a4",13.105337,15.909694,13.276273,1001,1180,1922,14.0971013333333,0.258746800489781
"SLC30A5",826,3.88733,993,5.01604,1237,6.12039,5.00792,"Slc30a5",17.060147,15.788141,13.219698,451,511,889,15.3559953333333,0.367322188442786
"SLC30A6",647,1.93085,782,2.50491,892,2.79865,2.41147,"Slc30a6",4.777781,6.577712,4.42815,93,88,137,5.26121433333333,0.544857565702244
"SLC30A7",516,1.05208,645,1.41157,868,1.86062,1.44142333333,"Slc30a7",4.097948,8.320134,6.466935,310,269,562,6.29500566666667,0.334670519104006
"SLC30A8",24,0.0185159,14,0.0115932,15,0.0121664,0.0140918333333,"Slc30a8",0.038549,0,0,1,0,0,0.0128496666666667,1.00122640773603
"SLC30A9",3165,5.53144,3555,6.66875,3619,6.64953,6.28324,"Slc30a9",80.918973,95.96484,79.721825,1720,1728,3134,85.5352126666667,0.0841650442121754
"SLC31A1",564,2.29412,584,2.54971,867,3.70762,2.85048333333,"Slc31a1",4.099929,4.455621,4.655265,212,226,462,4.403605,0.712576758169778
"SLC31A2",452,5.99802,386,5.49791,594,8.28694,6.59429,"Slc31a2",4.024692,3.523389,4.48787,79,74,169,4.01198366666667,1.51522640636432
"SLC33A1",944,4.93273,950,5.32818,1104,6.06488,5.44193,"Slc33a1",8.783426,10.17938,8.75645,364,350,600,9.239752,0.629109962819412
"SLC34A2",6,0.0341009,9,0.0549032,15,0.0896281,0.0595440666667,"Slc34a2",0.017039,0,0.008941,1,0,1,0.00866,1.05044719396695
"SLC34A3",23,0.693011,28,0.905547,28,0.886969,0.828509,"Slc34a3",0.034575,0.035349,0.036374,1,1,2,0.0354326666666667,1.76593713803376
"SLC35A1",764,3.19965,932,4.18953,845,3.72052,3.70323333333,"Slc35a1",8.688138,11.091409,8.689896,165,167,340,9.48981433333333,0.448361923660041
"SLC35A2",364,7.24347,361,7.71069,338,7.07132,7.34182666667,"Slc35a2",24.757119,25.948059,20.660176,202,213,384,23.7884513333333,0.336520686770482
"SLC35A3",513,1.35207,834,2.35933,837,2.31924,2.01021333333,"Slc35a3",4.75818,4.005732,4.086006,261,239,463,4.283306,0.56975941452757
"SLC35A4",1031,42.1518,898,39.4071,960,41.2636,40.9408333333,"Slc35a4",50.178195,57.691197,47.251645,370,436,757,51.7070123333333,0.795735358097228
"SLC35A5",1496,10.9484,1949,15.3099,1562,12.0182,12.7588333333,"Slc35a5",55.59426,52.034875,38.385777,548,496,971,48.6716373333333,0.276995768047026
"SLC35B1",601,12.9927,527,12.2286,627,14.2505,13.1572666667,"Slc35b1",20.607135,19.841391,21.264314,292,291,556,20.5709466666667,0.656311792220833
"SLC35B2",698,32.1317,834,41.2084,733,35.4749,36.2716666667,"Slc35b2",10.003627,14.797899,12.326102,186,227,368,12.375876,2.78648416497731
"SLC35B3",647,4.68054,938,7.28341,956,7.27089,6.41161333333,"Slc35b3",3.432285,4.845935,4.329223,87,93,188,4.202481,1.42463054326003
"SLC35B4",1052,6.65906,1142,7.75896,1218,8.10555,7.50785666667,"Slc35b4",17.292797,19.861601,18.289553,821,891,1635,18.481317,0.436718763247372
"SLC35C1",574,11.2117,488,10.231,465,9.54882,10.3305066667,"Slc35c1",3.69532,3.855313,3.646725,145,153,280,3.73245266666667,2.39421447286883
"SLC35C2",1025,9.69027,1056,10.7156,1152,11.4499,10.61859,"Slc35c2",23.035609,28.158536,26.024091,384,371,673,25.739412,0.434511798539175
"SLC35D1",472,1.50473,440,1.50561,464,1.55516,1.52183333333,"Slc35d1",2.821184,2.572734,3.569533,118,112,285,2.987817,0.632384418174154
"SLC35D2",681,1.69309,650,1.73455,836,2.18513,1.87092333333,"Slc35d2",0.303177,0.103829,0.344999,4,3,10,0.250668333333333,2.29551133327114
"SLC35D3",0,0,1,0.0558074,2,0.109325,0.0550441333333,"Slc35d3",3.590257,3.084298,3.358581,109,98,215,3.34437866666667,0.242852710199594
"SLC35E1",1169,9.04243,1010,8.38556,1417,11.5233,9.65043,"Slc35e1",13.886969,13.82675,12.950557,821,813,1496,13.5547586666667,0.731748993158618
"SLC35E2B",2593,13.6169,2124,11.9721,1643,9.07095,11.5533166667,"Slc35e2",9.003981,6.591465,6.907915,604,537,1066,7.50112033333333,1.47666615392771
"SLC35E3",721,2.63571,642,2.51906,723,2.77868,2.64448333333,"Slc35e3",11.127243,9.656771,9.186408,378,357,670,9.99014066666667,0.331613893203733
"SLC35E4",718,3.77404,614,3.4641,516,2.85148,3.36320666667,"Slc35e4",4.398971,4.797128,3.960014,170,192,314,4.385371,0.810196115860913
"SLC35F1",3393,1.44429,3505,1.60139,3201,1.4325,1.49272666667,"Slc35f1",16.340214,16.353517,15.07524,1097,1087,1974,15.9229903333333,0.147298238524669
"SLC35F2",243,0.309184,460,0.628216,241,0.322378,0.419926,"Slc35f2",1.449939,1.757774,1.282098,44,53,84,1.49660366666667,0.568743056400222
"SLC35F3",186,0.0773969,201,0.0897733,133,0.0581836,0.0751179333333,"Slc35f3",11.793496,11.619751,9.697987,394,397,667,11.037078,0.0893171858928969
"SLC35F4",69,0.0288189,63,0.0282429,60,0.0263462,0.0278026666667,"Slc35f4",3.759603,5.191212,4.589315,96,132,234,4.51337666666667,0.186419816531073
"SLC35F5",1136,3.83991,1561,5.66352,1731,6.15146,5.21829666667,"Slc35f5",6.848339,8.041748,7.623079,161,179,299,7.50438866666667,0.731186791949302
"SLC35F6",862,8.88545,783,8.66312,792,8.58293,8.7105,"Slc35f6",12.340256,12.017506,12.899927,301,297,543,12.4192296666667,0.723625740166059
"SLC35G1",201,0.565542,260,0.785204,186,0.550199,0.633648333333,"Slc35g1",0.839517,0.972819,0.719357,30,43,57,0.843897666666667,0.885975595536303
"SLC35G2",763,3.57917,913,4.59694,654,3.22532,3.80047666667,"Slc35g2",13.192191,13.974868,9.678054,150,166,252,12.2817043333333,0.361435290697005
"SLC35G3",1,0.0871752,1,0.0935693,0,0,0.0602481666667,"Slc35g3",0.053966,0.109993,0.113084,1,2,4,0.0923476666666667,0.970614209212421
"SLC35G4",1,0.171779,2,0.368757,1,0.180596,0.240377333333,"Slc35g3",0.053966,0.109993,0.113084,1,2,4,0.0923476666666667,1.13551515802478
"SLC35G5",14,1.85147,13,1.84532,9,1.25132,1.64937,"Slc35g3",0.053966,0.109993,0.113084,1,2,4,0.0923476666666667,2.42539081727033
"SLC35G6",4,0.32277,5,0.433055,5,0.424171,0.393332,"Slc35g3",0.053966,0.109993,0.113084,1,2,4,0.0923476666666667,1.27553895386786
"SLC36A1",2605,8.22444,2081,7.05198,2017,6.69488,7.32376666667,"Slc36a1",12.330045,11.987537,10.911143,853,881,1547,11.7429083333333,0.65320776458043
"SLC36A2",935,5.00762,499,2.86854,378,2.12838,3.33484666667,"Slc36a2",0.156106,0.096815,0.131167,5,3,8,0.128029333333333,3.84284924033004
"SLC36A3",6,0.0388148,2,0.0138873,3,0.0204036,0.0243685666667,"Slc36a3",0,0,0,0,0,0,0,1.0243685666667
"SLC36A4",891,2.89228,1146,3.9929,1070,3.65161,3.51226333333,"Slc36a4",11.879358,12.192264,10.408094,896,953,1577,11.4932386666667,0.361176429404908
"SLC37A1",464,0.948818,441,0.96793,497,1.06846,0.995069333333,"Slc37a1",12.162586,14.150692,8.320303,69,72,129,11.544527,0.159039024216138
"SLC37A2",166,1.06438,134,0.922217,197,1.32798,1.104859,"Slc37a2",0.618253,0.734078,0.810047,34,39,83,0.720792666666667,1.22319152142675
"SLC37A4",536,13.7846,516,14.2436,515,13.9243,13.9841666667,"Slc37a4",8.619055,9.864784,9.458732,163,180,295,9.31419033333333,1.45277197554463
"SLC38A1",2799,5.6234,3460,7.46127,2629,5.55296,6.21254333333,"Slc38a1",28.590585,31.675229,27.068319,2620,2511,4353,29.1113776666667,0.239528839004743
"SLC38A10",1613,5.55393,1410,5.21105,2110,7.63812,6.13436666667,"Slc38a10",22.771292,22.244528,20.961726,794,696,1313,21.9925153333333,0.310290830004448
"SLC38A11",73,0.214915,86,0.271758,178,0.550936,0.345869666667,"Slc38a11",2.370114,1.903276,2.23573,30,24,57,2.16970666666667,0.424603853984491
"SLC38A2",7082,84.8223,10182,130.896,10581,133.235,116.317766667,"Slc38a2",28.952014,26.047976,24.969003,1926,1663,3126,26.656331,4.2419859187757
"SLC38A3",30,0.3227,23,0.26555,33,0.37319,0.32048,"Slc38a3",38.339145,36.914978,34.742482,720,682,1372,36.665535,0.0350580444430167
"SLC38A4",8,0.0206598,11,0.0304908,8,0.0217202,0.0242902666667,"Slc38a4",0.162847,0.260772,0.190853,9,14,19,0.204824,0.850157588715613
"SLC38A5",77,1.14738,78,1.24753,192,3.00784,1.80091666667,"Slc38a5",4.810489,1.851466,1.579523,42,27,58,2.74715933333333,0.747477333497428
"SLC38A6",552,0.939718,553,1.01047,689,1.23315,1.06111266667,"Slc38a6",26.072657,19.046496,24.120988,833,632,1573,23.080047,0.0855942127799833
"SLC38A7",514,4.56695,484,4.61582,546,5.10028,4.76101666667,"Slc38a7",6.545164,6.841145,9.434357,212,230,468,7.60688866666667,0.669349504773037
"SLC38A8",45,0.238443,42,0.23887,7,0.0389949,0.172102633333,"Slc38a8",0.085062,0.162999,0.103667,3,3,7,0.117242666666667,1.04910300000448
"SLC38A9",526,0.623629,596,0.75845,643,0.801474,0.727851,"Slc38a9",3.30519,3.330405,3.880072,304,298,641,3.50522233333333,0.383521804732242
"SLC39A1",827,15.901,888,18.3262,1277,25.8135,20.0135666667,"Slc39a1",11.088674,11.797506,9.945845,346,364,598,10.9440083333333,1.7593395851923
"SLC39A10",1444,1.55983,1609,1.86555,1728,1.96242,1.79593333333,"Slc39a10",54.936469,55.481434,46.628419,3103,3004,5013,52.348774,0.0524085770617709
"SLC39A11",909,0.355448,1178,0.494422,1185,0.487157,0.445675666667,"Slc39a11",4.851612,4.722526,4.173678,123,151,251,4.58260533333333,0.258960750464478
"SLC39A12",12,0.0229229,13,0.0266546,6,0.0120497,0.0205424,"Slc39a12",14.720527,14.719696,15.407136,513,505,948,14.9491196666667,0.0639873812053033
"SLC39A13",980,18.2814,983,19.6823,879,17.2389,18.4008666667,"Slc39a13",11.73054,15.295459,17.852655,133,156,265,14.9595513333333,1.21562732319292
"SLC39A14",1191,3.111,1036,2.90461,1550,4.25655,3.42405333333,"Slc39a14",8.34769,9.642556,9.966126,422,372,708,9.31879066666667,0.428737579455047
"SLC39A2",1,0.0667555,3,0.214955,0,0,0.0939035,"Slc39a2",2.332947,1.517175,2.64,78,50,169,2.163374,0.345802772609246
"SLC39A3",291,6.4968,307,7.35673,253,5.93834,6.59729,"Slc39a3",15.943594,15.913138,19.03917,618,642,1295,16.9653006666667,0.422886882939634
"SLC39A4",55,1.34309,83,2.17551,34,0.872888,1.46382933333,"Slc39a4",0.169317,0.602291,0.058122,4,3,3,0.276576666666667,1.93002848764534
"SLC39A6",2398,20.0877,2916,26.2185,2754,24.2539,23.5200333333,"Slc39a6",14.619907,13.473876,16.242568,410,465,838,14.7787836666667,1.55398754753825
"SLC39A7",1803,78.8442,1634,76.6949,1695,77.9259,77.8216666667,"Slc39a7",71.191688,74.092347,65.493284,739,696,1320,70.2591063333333,1.10612763368082
"SLC39A8",430,0.416832,431,0.448446,586,0.597212,0.487496666667,"Slc39a8",1.021594,0.935164,0.977684,44,42,83,0.978147333333333,0.751964548646865
"SLC39A9",1300,3.52785,1463,4.26139,1662,4.74172,4.17698666667,"Slc39a9",9.650242,10.478025,9.691136,615,674,1081,9.939801,0.473224939527694
"SLC3A1",4099,15.5547,4957,20.1903,3942,15.7267,17.1572333333,"Slc3a1",0,0,0.034762,0,0,2,0.0115873333333333,17.9492493974486
"SLC3A2",1958,10.437,1947,11.1395,1940,10.8718,10.8161,"Slc3a2",298.16893,285.577343,316.121333,862,947,1791,299.955868666667,0.0392619025917295
"SLC40A1",1097,8.26768,1202,9.72349,1078,8.5415,8.84422333333,"Slc40a1",5.206439,26.34779,20.989591,138,158,229,17.5146066666667,0.531700376387328
"SLC41A1",803,5.68985,898,6.82971,816,6.07874,6.19943333333,"Slc41a1",15.682827,18.525937,21.554816,730,737,1490,18.58786,0.36754568050466
"SLC41A2",524,0.586088,617,0.740726,557,0.654976,0.660596666667,"Slc41a2",9.493411,8.801479,6.563158,228,264,494,8.286016,0.178827676655629
"SLC41A3",2120,3.89007,2192,4.31721,1521,2.9342,3.71382666667,"Slc41a3",0.869572,1.705565,0.999294,27,53,61,1.191477,2.1509815830465
"SLC43A1",224,1.25236,225,1.35022,195,1.14619,1.24959,"Slc43a1",0.071065,0.092837,0.121594,3,5,3,0.0951653333333333,2.05410994260836
"SLC43A2",1835,5.37693,1621,5.09826,1512,4.65788,5.04435666667,"Slc43a2",12.169094,17.32306,16.215336,611,645,1215,15.23583,0.372285042813949
"SLC43A3",433,3.66727,462,4.19988,711,6.33085,4.73266666667,"Slc43a3",0.518609,0.351304,0.420785,5,6,15,0.430232666666667,4.00820565791626
"SLC44A1",3340,2.9992,3731,3.59604,4266,4.02734,3.54086,"Slc44a1",32.059799,33.416551,29.571566,1038,1009,1784,31.6826386666667,0.138937986198503
"SLC44A2",6217,25.7976,7021,31.2707,6171,26.921,27.9964333333,"Slc44a2",15.279914,14.443532,14.472552,368,372,740,14.7319993333333,1.84314992131112
"SLC44A3",382,0.890929,296,0.740989,359,0.880263,0.837393666667,"Slc44a3",0,0.21878,0.112478,0,3,4,0.110419333333333,1.65468450657409
"SLC44A4",36,0.396668,30,0.354802,35,0.405444,0.385638,"Slc44a4",0.10014,0.136766,0.035134,3,4,2,0.09068,1.27043495800785
"SLC44A5",166,0.0709072,184,0.0843607,187,0.0839773,0.0797484,"Slc44a5",1.811267,1.534488,1.908766,113,94,218,1.751507,0.392420735255262
"SLC45A1",534,3.54147,563,4.00766,392,2.73317,3.42743333333,"Slc45a1",13.619475,15.122103,11.387366,396,459,798,13.3763146666667,0.307967197156276
"SLC45A2",19,0.082835,13,0.0608337,6,0.0275011,0.0570566,"Slc45a2",0.073252,0.074999,0,3,3,0,0.049417,1.00727985157473
"SLC45A3",56,0.431755,74,0.612381,39,0.31612,0.453418666667,"Slc45a3",0.206365,0.184679,0.201463,9,8,17,0.197502333333333,1.21370842144525
"SLC45A4",769,1.32829,635,1.17729,612,1.11137,1.20565,"Slc45a4",10.911367,12.06425,9.892177,542,600,992,10.9559313333333,0.184481655046865
"SLC46A1",2025,28.175,1679,25.0744,1772,25.9204,26.3899333333,"Slc46a1",4.668325,5.950635,6.27221,114,128,246,5.63039,4.13096866599099
"SLC46A2",65,0.94969,50,0.784113,59,0.906272,0.880025,"Slc46a2",0,0,0,0,0,0,0,1.880025
"SLC46A3",489,4.51832,412,4.08607,576,5.59537,4.73325333333,"Slc46a3",3.744438,2.911927,4.538951,71,64,125,3.731772,1.21165037819447
"SLC47A1",218,0.455283,278,0.623175,260,0.570869,0.549775666667,"Slc47a1",0.627419,1.637568,0.869333,9,40,46,1.04477333333333,0.757920519307926
"SLC48A1",959,5.80997,1000,6.50273,720,4.58592,5.63287333333,"Slc48a1",69.161692,74.361775,70.150249,1219,1298,2346,71.224572,0.091836796669837
"SLC49A3",101,2.31769,94,2.31528,115,2.77441,2.46912666667,"Mfsd7a",0.336831,0.29097,0.447652,13,9,22,0.358484333333333,2.55367440135121
"SLC49A4",404,0.820002,362,0.788647,430,0.917572,0.842073666667,"Slc49a4",19.571464,21.696367,17.149354,668,768,1206,19.472395,0.089978415650294
"SLC4A1",3,0.0265339,4,0.0379734,3,0.0278958,0.0308010333333,"Slc4a1",0.031334,1.278555,0.016367,2,2,2,0.442085333333333,0.714798916199111
"SLC4A10",664,0.206792,921,0.307869,1012,0.331348,0.282003,"Slc4a10",69.654455,64.795948,61.090835,3027,2943,5265,65.1804126666667,0.0193713358430857
"SLC4A11",43,0.618633,49,0.756661,13,0.196628,0.523974,"Slc4a11",0.59554,0.522905,1.116299,19,17,53,0.744914666666667,0.873380245528721
"SLC4A1AP",983,5.45068,1139,6.77894,1103,6.43,6.21987333333,"Slc4a1ap",34.33052,28.065047,32.552853,296,281,558,31.6494733333333,0.221132918734064
"SLC4A2",1324,11.974,1418,13.7647,1129,10.7345,12.1577333333,"Slc4a2",25.94942,19.135981,16.710562,340,351,650,20.5986543333333,0.609192273288692
"SLC4A3",1032,12.3596,876,11.2608,669,8.42343,10.6812766667,"Slc4a3",53.677316,57.420412,53.018637,1394,1532,3074,54.705455,0.209697177174121
"SLC4A4",1758,0.602882,2465,0.907342,1627,0.586596,0.69894,"Slc4a4",32.942639,42.492863,32.897707,2622,2554,4433,36.1110696666667,0.0457798714847068
"SLC4A5",299,0.41074,324,0.477728,491,0.709113,0.532527,"Slc4a5",0,0.014294,0.020743,0,1,2,0.011679,1.51483523924091
"SLC4A7",651,1.01817,931,1.56289,1055,1.73471,1.43859,"Slc4a7",6.825601,4.768893,4.28033,392,327,606,5.291608,0.38759407769842
"SLC4A8",1170,1.64245,979,1.47513,929,1.37107,1.49621666667,"Slc4a8",14.254959,22.604732,19.58256,1450,1520,2875,18.8140836666667,0.125981938335579
"SLC4A9",7,0.0818098,8,0.100355,11,0.135157,0.105773933333,"Slc4a9",0.031428,0.575081,0.008243,2,9,1,0.204917333333333,0.917717674683906
"SLC50A1",339,16.8534,355,18.9434,348,18.1889,17.9952333333,"Slc50a1",29.514101,31.511731,29.503549,189,190,289,30.1764603333333,0.609281269592707
"SLC51A",1495,8.24104,1406,8.31892,1963,11.3763,9.31208666667,"Slc51a",0,0,0.031793,0,0,1,0.0105976666666667,10.2039486205061
"SLC51B",163,3.55461,153,3.58126,407,9.33118,5.48901666667,"Slc51b",0,0.148572,0,0,1,0,0.049524,6.18281875085277
"SLC52A1",6,0.0540028,7,0.0676244,7,0.0662371,0.0626214333333,"Slc52a2",2.63498,3.030989,2.358732,116,139,203,2.67490033333333,0.289156531319979
"SLC52A2",555,13.5834,534,14.028,450,11.5788,13.0634,"Slc52a2",2.63498,3.030989,2.358732,116,139,203,2.67490033333333,3.8268792958648
"SLC52A3",112,1.2278,45,0.529498,76,0.875917,0.877738333333,"Slc52a3",0.899837,0.526341,0.576386,31,18,39,0.667521333333333,1.12606555358392
"SLC5A1",9,0.0225357,10,0.0268762,7,0.0184274,0.0226131,"Slc5a1",0,0,0,0,0,0,0,1.0226131
"SLC5A10",292,0.70604,285,0.73966,187,0.475364,0.640354666667,"Slc5a10",0,0,0,0,0,0,0,1.640354666667
"SLC5A11",27,0.0716981,14,0.0399036,22,0.0614193,0.0576736666667,"Slc5a11",1.13142,10.257322,2.551421,7,3,15,4.646721,0.187307583758202
"SLC5A12",6,0.0185824,8,0.0265938,23,0.0748886,0.0400216,"Slc5a12",0.040917,0.047121,0.12287,2,2,8,0.0703026666666667,0.971707940557624
"SLC5A2",561,12.4706,703,16.7733,553,12.9237,14.0558666667,"Slc5a2",0,0.128918,0,0,1,0,0.0429726666666667,14.4355333057945
"SLC5A3",1958,10.466,2561,14.6933,1861,10.4581,11.8724666667,"Slc5a3",3.715896,2.493163,2.939109,579,387,889,3.04938933333333,3.17886614673916
"SLC5A4",36,0.170595,53,0.269576,53,0.264045,0.234738666667,"Slc5a4b",0.068646,0.051257,0.038373,3,2,3,0.0527586666666667,1.17286013002062
"SLC5A4",36,0.170595,53,0.269576,53,0.264045,0.234738666667,"Slc5a4a",0,0,0,0,0,0,0,1.234738666667
"SLC5A5",7,0.0526429,5,0.0403601,4,0.0316257,0.0415429,"Slc5a5",2.912998,2.974646,3.045223,110,114,230,2.97762233333333,0.26185062650912
"SLC5A6",735,9.60244,713,9.99825,628,8.62565,9.40878,"Slc5a6",9.047511,5.920327,9.32579,191,202,393,8.097876,1.14408901594174
"SLC5A7",8,0.0508733,35,0.238896,11,0.0735413,0.121103533333,"Slc5a7",5.227877,2.750361,4.104313,159,162,315,4.027517,0.222993484324966
"SLC5A8",3,0.00957325,5,0.0171257,1,0.00335487,0.01001794,"Slc5a8",0.083229,0.043465,0.014882,6,3,2,0.047192,0.964501199398009
"SLC5A9",419,2.81968,535,3.86438,631,4.4643,3.71612,"Slc5a9",0,0,0,0,0,0,0,4.71612
"SLC66A1",334,3.43738,319,3.52381,314,3.39741,3.45286666667,"Slc66a1",2.70843,4.723193,3.807431,72,94,159,3.74635133333333,0.938166257393925
"SLC66A2",2183,7.7454,2285,8.70195,1719,6.41216,7.61983666667,"Slc66a2",5.815099,5.854297,5.911205,143,138,274,5.86020033333333,1.25649926355455
