"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"SFTPC",19,0.438652,19,0.470826,20,0.485439,0.464972333333,"Sftpc",0.080641,0.166435,0.103908,2,1,1,0.116994666666667,1.31153028483544
"SFTPD",68,0.264725,57,0.238178,48,0.196456,0.233119666667,"Sftpd",0,0,0,0,0,0,0,1.233119666667
"SFXN1",1070,3.5483,1114,3.96517,1178,4.10696,3.87347666667,"Sfxn1",9.485317,8.52625,9.58154,1075,238,427,9.19770233333333,0.477899482390265
"SFXN2",202,1.21876,293,1.89747,404,2.56263,1.89295333333,"Sfxn2",1.615731,2.122784,1.543244,173,41,76,1.76058633333333,1.04794887173003
"SFXN3",1140,19.8938,1080,20.2291,1316,24.1439,21.4222666667,"Sfxn3",68.769543,80.509482,81.001361,4208,990,1612,76.7601286666667,0.288351717662624
"SFXN4",400,2.80101,442,3.32214,368,2.7092,2.94411666667,"Sfxn4",8.576003,8.196597,7.697863,483,100,176,8.156821,0.430729907974613
"SFXN5",3303,4.31961,2885,4.0497,2689,3.69713,4.02214666667,"Sfxn5",8.654145,7.791228,8.30637,1166,254,403,8.250581,0.542900674743565
"SGCA",274,4.086,250,4.00155,146,2.28897,3.45884,"Sgca",0.107716,0,0.868648,7,0,3,0.325454666666667,3.36400792281592
"SGCB",2457,24.1456,3461,36.5068,3048,31.4909,30.7144333333,"Sgcb",24.7058,26.408271,25.305174,3838,1016,1541,25.4730816666667,1.19798796878389
"SGCD",1033,0.201087,1391,0.290637,1102,0.225529,0.239084333333,"Sgcd",13.606001,11.550484,14.266607,704,154,286,13.1410306666667,0.0876233396660243
"SGCE",3337,4.40413,3781,5.35613,3250,4.50947,4.75657666667,"Sgce",12.574428,14.351776,11.665795,716,174,261,12.8639996666667,0.415217599904491
"SGCG",74,0.0896427,63,0.0819151,57,0.0725932,0.0813836666667,"Sgcg",0.041039,0.028011,0.506201,6,1,6,0.191750333333333,0.90739111743486
"SGCZ",309,0.0467949,295,0.0479516,243,0.0386887,0.0444784,"Sgcz",1.324798,1.407786,1.79269,134,34,72,1.50842466666667,0.416388187327133
"SGF29",133,0.613448,145,0.717852,150,0.727371,0.686223666667,"Sgf29",42.314319,31.145297,41.347474,420,95,162,38.26903,0.042940293321913
"SGIP1",1930,1.54837,1978,1.70328,1628,1.37313,1.54159333333,"Sgip1",26.407225,27.42028,26.183333,3183,684,1226,26.6702793333333,0.0918528252899941
"SGK1",4611,5.41112,4069,5.12531,3472,4.28361,4.94001333333,"Sgk1",17.587551,25.353248,27.655443,983,283,498,23.5320806666667,0.242132471926895
"SGK2",59,0.352144,64,0.410004,49,0.30747,0.356539333333,"Sgk2",0.063321,0.074556,0.023226,7,2,1,0.053701,1.28740442813758
"SGK3",1261,1.13279,1547,1.49165,1810,1.70943,1.44462333333,"Sgk3",3.869669,3.369032,4.903573,467,109,203,4.04742466666667,0.484330821116432
"SGMS1",1235,0.67512,1481,0.868979,1472,0.845979,0.796692666667,"Sgms1",22.063556,20.5794,18.333247,1146,265,484,20.325401,0.0842512957513437
"SGMS2",395,0.762625,438,0.907671,669,1.35793,1.00940866667,"Sgms2",15.370411,10.866151,18.101664,1753,362,666,14.7794086666667,0.12734372428764
"SGO1",29,0.197793,42,0.30747,28,0.200775,0.235346,"Sgo1",0.08924,0,0.426275,9,0,4,0.171838333333333,1.05419490458724
"SGO2",199,0.469234,258,0.652976,173,0.428865,0.517025,"Sgo2b",0.006816,0,0,1,0,0,0.002272,1.5135861323074
"SGO2",199,0.469234,258,0.652976,173,0.428865,0.517025,"Sgo2a",1.33756,1.267137,1.256028,271,64,100,1.28690833333333,0.663351905228675
"SGPL1",1666,4.4614,1668,4.79439,1757,4.9466,4.73413,"Sgpl1",15.761769,13.912858,17.233275,2154,531,875,15.6359673333333,0.344682691730861
"SGPP1",760,3.02785,934,3.994,1094,4.58223,3.86802666667,"Sgpp1",25.288825,23.757435,26.52676,3149,731,1352,25.1910066666667,0.185866344452714
"SGPP2",1312,1.65996,1448,1.9664,873,1.16122,1.59586,"Sgpp2",49.949371,44.92981,48.488234,8360,1834,3176,47.7891383333333,0.0532056947237881
"SGSH",558,6.86107,488,6.44047,563,7.27787,6.85980333333,"Sgsh",4.246062,3.679878,2.657853,477,104,150,3.527931,1.73584874268844
"SGSM1",808,1.16265,827,1.27727,547,0.827488,1.089136,"Sgsm1",14.47846,17.230326,14.039816,3067,651,1098,15.249534,0.128565902259105
"SGSM2",1277,5.12134,1531,6.59035,1174,4.94993,5.55387333333,"Sgsm2",9.464525,7.412875,8.687242,1735,362,612,8.52154733333333,0.688320196695971
"SGSM3",1587,6.98374,1347,6.36237,967,4.47379,5.93996666667,"Sgsm3",39.866957,42.47592,34.258323,1400,308,487,38.8670666666667,0.174077684839366
"SGTA",869,5.31411,857,5.62512,766,4.92468,5.28797,"Sgta",28.138146,29.661754,25.757454,1914,466,669,27.8524513333333,0.217935381897187
"SGTB",1352,4.1359,1571,5.15834,1636,5.26157,4.85193666667,"Sgtb",22.786092,21.652905,25.652528,2778,656,1182,23.3638416666667,0.240189406364281
"SH2B1",1393,8.81309,1412,9.58853,1190,7.9152,8.77227333333,"Sh2b1",20.556547,26.005742,20.657528,1749,434,645,22.4066056666667,0.417500660817587
"SH2B2",93,0.443653,90,0.460833,104,0.521593,0.475359666667,"Sh2b2",0.925206,0.766698,3.364097,97,20,30,1.68533366666667,0.549413908960662
"SH2B3",882,3.37343,805,3.30475,1468,5.90292,4.1937,"Sh2b3",2.850174,3.676365,2.845582,367,114,155,3.12404033333333,1.25937177627021
"SH2D1A",55,0.0661147,34,0.0438687,46,0.0581341,0.0560391666667,"Sh2d1a",0,0,0,0,0,0,0,1.0560391666667
"SH2D1B",12,0.12426,20,0.22229,6,0.0653189,0.137289633333,"Sh2d1b2",0,0,0,0,0,0,0,1.137289633333
"SH2D1B",12,0.12426,20,0.22229,6,0.0653189,0.137289633333,"Sh2d1b1",0.009921,0,0.025253,1,0,1,0.0117246666666667,1.12410982039218
"SH2D2A",83,1.36535,52,0.918142,84,1.45273,1.24540733333,"Sh2d2a",0.01401,0.057942,0,2,2,0,0.023984,2.19281486168729
"SH2D3C",304,1.31476,350,1.62473,315,1.43226,1.45725,"Sh2d3c",9.429076,7.701593,12.609632,925,196,363,9.91343366666667,0.225158284280893
"SH2D4B",37,0.0594876,34,0.0586738,48,0.0811343,0.0664319,"Sh2d4b",1.868992,2.452677,3.320542,184,66,116,2.54740366666667,0.300623216359834
"SH2D5",15,0.19993,9,0.128757,3,0.0420384,0.123575133333,"Sh2d5",6.068996,3.377218,3.746935,578,122,188,4.39771633333333,0.208157499199137
"SH2D6",17,0.164091,15,0.155406,13,0.131922,0.150473,"Sh2d6",0.082571,0,0,4,0,0,0.0275236666666667,1.11965596250662
"SH2D7",125,0.805748,137,0.947873,67,0.454048,0.735889666667,"Sh2d7",0,0,0,0,0,0,0,1.735889666667
"SH3BGR",243,0.609485,255,0.686495,195,0.514197,0.603392333333,"Sh3bgr",105.66078,117.740072,124.936593,684,180,320,116.112481666667,0.0136910456555492
"SH3BGRL",3625,6.5662,3695,7.18392,4470,8.5124,7.42084,"Sh3bgrl",46.085989,45.709156,53.657293,3493,866,1394,48.484146,0.17017248312217
"SH3BGRL2",4313,10.4176,4527,11.7366,2636,6.69381,9.61600333333,"Sh3bgrl2",103.868756,100.404979,93.003512,16431,3770,6197,99.0924156666667,0.106062015414674
"SH3BGRL3",2769,336.633,2875,375.156,2222,283.998,331.929,"Sh3bgrl3",730.938744,628.54301,661.557441,10763,1989,3782,673.679731666667,0.49346228198906
"SH3BP1",200,1.62768,179,1.56363,323,2.76363,1.98498,"Sh3bp1",2.490679,3.308749,2.740629,62,9,22,2.84668566666667,0.775987501621526
"SH3BP2",2233,8.12241,1736,6.77776,2944,11.2583,8.71949,"Sh3bp2",2.03134,0.343468,0.788055,70,10,26,1.05428766666667,4.73131886916844
"SH3BP4",1807,3.04424,1621,2.93119,1567,2.77541,2.91694666667,"Sh3bp4",5.760265,6.180089,5.201045,1242,274,438,5.71379966666667,0.583417269078975
"SH3BP5",2862,5.74594,3239,6.9798,4019,8.48296,7.06956666667,"Sh3bp5",21.349906,21.191891,23.01882,993,255,405,21.853539,0.35309921437857
"SH3BP5L",872,9.84729,827,10.0241,824,9.78285,9.88474666667,"Sh3bp5l",86.240817,89.840129,87.268929,3944,967,1491,87.7832916666667,0.122599043832891
"SH3D19",11000,8.622,13154,11.0666,13412,11.0522,10.2469333333,"Sh3d19",8.487099,7.561574,7.31804,1850,408,659,7.78890433333333,1.2796741103034
"SH3D21",670,5.09504,590,4.81577,644,5.14869,5.01983333333,"Sh3d21",0.576772,0.799864,0.767623,44,15,22,0.714753,3.51061250998249
"SH3GL1",860,3.73939,858,4.00433,843,3.85361,3.86577666667,"Sh3gl1",9.952994,10.366527,8.13185,831,194,269,9.48379033333333,0.464123805604849
"SH3GL2",2343,1.87711,2372,2.03973,1771,1.49167,1.80283666667,"Sh3gl2",35.803176,34.467558,34.346704,3712,779,1352,34.8724793333333,0.0781333411784993
"SH3GL3",333,0.33918,335,0.366245,208,0.222734,0.309386333333,"Sh3gl3",4.659252,4.619711,6.699266,174,51,86,5.32607633333333,0.206982379651916
"SH3GLB1",2427,9.7213,2474,10.6364,3066,12.9112,11.0896333333,"Sh3glb1",57.819816,53.287411,64.608925,4643,1109,1947,58.5720506666667,0.202941365925896
"SH3GLB2",3390,27.8461,3056,26.9437,2075,17.9193,24.2363666667,"Sh3glb2",177.651484,179.887832,152.270924,7194,1580,2458,169.936746666667,0.147635702438586
"SH3KBP1",1479,0.730663,1587,0.841523,1848,0.959818,0.844001333333,"Sh3kbp1",9.468102,7.096783,9.988347,956,208,376,8.85107733333333,0.187187783725279
"SH3PXD2A",4027,2.69012,4691,3.36354,4939,3.46871,3.17412333333,"Sh3pxd2a",14.257937,14.578799,14.996654,6439,1580,2659,14.61113,0.267381242314298
"SH3PXD2B",1770,2.3873,1387,2.00794,1802,2.55521,2.31681666667,"Sh3pxd2b",7.998752,7.828783,7.825985,2566,617,977,7.88450666666667,0.373325924681243
"SH3RF1",423,0.418215,589,0.62505,565,0.58728,0.543515,"Sh3rf1",2.744901,2.315824,1.842474,410,84,153,2.30106633333333,0.467580728207118
"SH3RF2",23,0.02767,49,0.063273,28,0.0354143,0.0421191,"Sh3rf2",0.049198,0.101245,0.384286,9,2,10,0.178243,0.884468738621829
"SH3RF3",359,0.167054,443,0.221261,987,0.482855,0.29039,"Sh3rf3",0.803865,0.735889,1.485027,127,36,63,1.00826033333333,0.642541197763039
"SH3TC1",634,1.85427,449,1.40952,1079,3.31775,2.19384666667,"Sh3tc1",0.448453,1.072646,0.639521,42,14,11,0.720206666666667,1.85666450930508
"SH3TC2",992,1.24208,1289,1.73234,929,1.2229,1.39910666667,"Sh3tc2",1.540872,1.663291,1.879582,295,74,143,1.69458166666667,0.890344759762956
"SH3YL1",718,2.57729,872,3.35966,1158,4.37003,3.43566,"Sh3yl1",9.814493,9.68094,8.536284,659,159,225,9.34390566666667,0.428818682511187
"SHANK1",115,0.348646,81,0.26358,47,0.149804,0.25401,"Shank1",2.64398,2.212258,2.222754,710,152,284,2.359664,0.373254587363498
"SHANK2",1320,0.293866,1533,0.366317,962,0.225158,0.295113666667,"Shank2",0.765391,0.521697,1.034673,243,48,111,0.773920333333333,0.730085586331479
"SHANK3",2560,7.5951,2730,8.69353,2077,6.4784,7.58901,"Shank3",7.999183,7.331411,7.573125,857,190,395,7.634573,0.994723190133432
"SHARPIN",1302,23.9631,1471,29.0594,1180,22.8325,25.285,"Sharpin",67.426414,65.594368,67.553947,1110,264,444,66.858243,0.387351614747821
"SHB",169,0.192553,148,0.180995,159,0.190458,0.188002,"Shb",1.357111,1.296801,0.920812,60,9,20,1.19157466666667,0.542076899349691
"SHBG",717,6.44437,873,8.42202,695,6.56726,7.14455,"Shbg",0,0,0,0,0,0,0,8.14455
"SHC1",2697,38.9456,1988,30.813,2686,40.7776,36.8454,"Shc1",64.683156,49.86698,51.394787,6693,1216,2053,55.3149743333333,0.672030848775491
"SHC3",215,0.217051,159,0.172291,138,0.146467,0.178603,"Shc3",1.973729,1.452882,2.187697,201,32,80,1.871436,0.410457694338303
"SHC4",5093,6.34719,6578,8.79917,7307,9.57381,8.24005666667,"Shc4",6.843142,7.520536,7.772397,1157,289,518,7.37869166666667,1.10280423654091
"SHCBP1",72,0.293962,82,0.359346,137,0.588054,0.413787333333,"Shcbp1",0.81037,1.101926,0.509266,51,13,16,0.807187333333333,0.782313657945625
"SHCBP1L",219,0.712978,206,0.719846,355,1.21506,0.882628,"Shcbp1l",0.418413,0.311677,0.84815,22,6,15,0.52608,1.23363650660516
"SHD",6,0.0864562,8,0.12373,6,0.0908938,0.10036,"Shd",14.997718,11.66454,12.355142,401,88,157,13.0058,0.0785645946679233
"SHE",434,2.32283,650,3.73406,378,2.12695,2.72794666667,"She",0.533574,1.019297,0.699285,115,45,63,0.750718666666667,2.12938077239328
"SHF",627,3.22526,561,3.09742,354,1.91443,2.74570333333,"Shf",16.116651,13.736929,18.517843,580,134,275,16.1238076666667,0.21874243195463
"SHFL",655,16.0465,733,19.2746,778,20.0382,18.4531,"Shfl",10.171514,11.675176,9.443705,629,188,274,10.4301316666667,1.70191390329566
"SHH",560,7.83655,751,11.2802,621,9.13622,9.41765666667,"Shh",5.721266,5.454278,5.519917,600,139,247,5.56515366666667,1.58681078853701
"SHISA2",15,0.407224,13,0.378814,28,0.799168,0.528402,"Shisa2",1.315206,1.849337,1.277141,153,52,63,1.48056133333333,0.616151666746398
"SHISA3",494,17.2603,692,25.9518,592,21.7461,21.6527333333,"Shisa3",1.467314,2.107374,1.805853,196,73,99,1.79351366666667,8.10904689803439
"SHISA4",1031,49.6594,1137,58.7819,823,41.6755,50.0389333333,"Shisa4",31.648895,33.657661,31.572308,1697,421,652,32.2929546666667,1.53302504521777
"SHISA5",1248,5.88794,1279,6.47679,1656,8.21386,6.85953,"Shisa5",49.366192,42.720724,42.940248,1649,387,600,45.0090546666667,0.170825722391862
"SHISA6",2943,1.5925,2156,1.25221,2320,1.31982,1.38817666667,"Shisa6",12.200531,11.919062,16.077731,362,76,122,13.399108,0.165855875702162
"SHISA7",322,3.9828,312,4.14217,255,3.31597,3.81364666667,"Shisa7",1.615449,0.953549,0.903442,212,45,83,1.15748,2.2311431237694
"SHISA8",2,0.0683219,2,0.0733331,1,0.0359143,0.0591897666667,"Shisa8",0.130681,0.183754,0.097295,6,2,3,0.137243333333333,0.931365993205822
"SHISA9",849,0.437754,1038,0.574461,1147,0.621762,0.544659,"Shisa9",0.056958,0.029252,0.126651,10,1,9,0.0709536666666667,1.44232103411881
"SHISAL1",477,1.2027,600,1.62379,761,2.01726,1.61458333333,"Shisal1",16.681191,15.21745,16.395831,4128,952,1651,16.0981573333333,0.1529160881116
"SHISAL2A",24,0.11482,50,0.256754,95,0.477825,0.283133,"Shisal2a",0.190638,0,0.162316,3,0,1,0.117651333333333,1.14806197758752
"SHISAL2B",11,0.0692526,12,0.0810896,18,0.119139,0.0898270666667,"Shisal2b",0,0,0,0,0,0,0,1.0898270666667
"SHKBP1",759,9.11505,606,7.81142,711,8.97687,8.63444666667,"Shkbp1",9.962494,10.567309,11.900012,405,95,153,10.8099383333333,0.815791445707803
"SHLD1",187,0.28656,207,0.340475,152,0.244882,0.290639,"Shld1",8.016141,7.682464,7.098063,217,52,94,7.59888933333333,0.150093686517964
"SHLD2",1255,2.25313,1361,2.62265,1801,3.39933,2.75837,"Shld2",3.377554,3.577639,3.662826,303,76,118,3.53933966666667,0.827955226086849
"SHLD3",72,2.05293,81,2.47895,85,2.548,2.35996,"Shld3",0.882126,0.74349,0.644089,50,11,14,0.756568333333333,1.91279777520753
"SHMT1",972,4.75598,833,4.37481,1668,8.58041,5.90373333333,"Shmt1",1.633529,1.192854,1.266979,42,17,11,1.364454,2.91980023012924
"SHMT2",604,19.6752,496,17.3422,545,18.6645,18.5606333333,"Shmt2",14.470201,11.404405,15.806743,746,177,268,13.893783,1.31334217326115
"SHOC1",200,0.321032,178,0.306675,349,0.588954,0.405553666667,"Shoc1",0.020713,0,0.027916,4,0,1,0.0162096666666667,1.38313353313932
"SHOC2",2895,5.37344,2904,5.7855,2896,5.6512,5.60338,"Shoc2",57.680119,49.849605,53.550706,4531,1059,1732,53.6934766666667,0.120734325233058
"SHOX2",447,7.40194,455,8.08705,445,7.74705,7.74534666667,"Shox2",12.443469,14.95936,9.540931,612,185,298,12.3145866666667,0.656824495240558
"SHPK",489,3.05121,518,3.46924,673,4.41486,3.64510333333,"Shpk",5.602321,6.188415,6.671096,652,175,304,6.153944,0.649306638873606
"SHPRH",899,1.56774,1297,2.4277,1143,2.09555,2.03033,"Shprh",4.54035,3.477263,4.253499,1240,272,510,4.09037066666667,0.595306353591016
"SHQ1",362,0.561454,431,0.717502,485,0.790834,0.68993,"Shq1",1.576049,1.443965,1.500226,170,35,70,1.50674666666667,0.674152686616385
"SHROOM1",502,10.0136,370,7.92187,284,5.95583,7.96376666667,"Shroom1",2.394078,0.389359,2.024803,58,14,32,1.60274666666667,3.44396432486834
"SHROOM2",229,0.245414,243,0.279518,279,0.314344,0.279758666667,"Shroom2",6.385384,6.318492,5.476935,874,220,318,6.06027033333333,0.181261992281646
"SHROOM3",536,0.269057,702,0.378231,760,0.401081,0.349456333333,"Shroom3",5.357179,4.508703,6.401991,746,154,351,5.42262433333333,0.210109802986505
"SHROOM4",304,0.238523,438,0.368868,353,0.291185,0.299525333333,"Shroom4",0.930965,0.716463,1.263145,298,60,123,0.970191,0.659593579167197
"SHTN1",1917,1.36632,2222,1.69986,2254,1.68897,1.58505,"Shtn1",6.897677,7.42806,6.949715,1080,279,433,7.09181733333333,0.319464700389513
"SI",6,0.0105241,9,0.0169441,0,0,0.00915606666667,"Sis",0.004056,0.032725,0,1,2,0,0.0122603333333333,0.996933331708809
"SIAE",2905,8.10769,2920,8.7473,2958,8.67935,8.51144666667,"Siae",8.096595,9.113352,8.926727,993,218,408,8.71222466666667,0.979327290411047
"SIAH1",840,1.5944,975,1.98639,1252,2.4984,2.02639666667,"Siah1a",13.177864,11.698543,13.016733,978,217,379,12.6310466666667,0.222022324527048
"SIAH1",840,1.5944,975,1.98639,1252,2.4984,2.02639666667,"Siah1b",2.418608,2.462648,2.692798,122,30,59,2.52468466666667,0.858629055611973
"SIAH2",459,3.5873,386,3.23804,459,3.77143,3.53225666667,"Siah2",6.603599,6.555913,5.410043,530,121,191,6.18985166666667,0.630368591285727
"SIAH3",54,0.126607,72,0.181191,69,0.170079,0.159292333333,"Siah3",5.592721,5.565982,5.122481,1063,257,380,5.42706133333333,0.180376734125819
"SIDT1",99,0.177782,96,0.18504,83,0.1567,0.173174,"Sidt1",0.005576,0,0,1,0,0,0.00185866666666667,1.17099750596891
"SIDT2",1519,14.1832,1280,12.8282,1339,13.1442,13.3852,"Sidt2",194.117431,102.329148,179.567998,2747,570,1105,158.671525666667,0.0900924566226718
"SIGIRR",582,8.66055,516,8.24162,337,5.27218,7.39145,"Sigirr",0.581507,0.600055,0.598295,35,6,14,0.593285666666667,5.26675798041657
"SIGLEC1",565,4.89632,235,2.1859,2597,23.6609,10.2477066667,"Siglec1",0.173366,0.234364,0.176953,47,15,18,0.194894333333333,9.41313918137252
"SIGLEC10",842,18.8973,453,10.9126,3160,74.5612,34.7903666667,"Siglecg",0.024673,0,0.046553,4,0,3,0.023742,34.9603383144386
"SIGLEC11",38,0.54468,34,0.523091,153,2.30562,1.12446366667,"Siglecg",0.024673,0,0.046553,4,0,3,0.023742,2.07519440119679
"SIGLEC12",8,0.132173,2,0.0354668,32,0.555827,0.2411556,"Siglece",0.098983,0.282915,0.317679,7,5,9,0.233192333333333,1.00645744094528
"SIGLEC15",33,0.312979,22,0.223957,25,0.249275,0.262070333333,"Siglec15",0,0,0,0,0,0,0,1.262070333333
"SIGLEC8",393,9.02191,403,9.93005,551,13.2983,10.7500866667,"Siglece",0.098983,0.282915,0.317679,7,5,9,0.233192333333333,9.5281866008195
"SIGMAR1",809,45.768,807,49.0035,699,41.5746,45.4487,"Sigmar1",76.802611,67.444842,60.724211,2767,624,1074,68.323888,0.670024451023289
"SIK1",1234,17.0431,677,10.0361,488,7.08586,11.3883533333,"Sik1",1.094865,4.031306,3.209122,211,55,95,2.778431,3.27870307365676
"SIK1B",1297,17.9147,722,10.704,512,7.43493,12.0178766667,"Sik1",1.094865,4.031306,3.209122,211,55,95,2.778431,3.44531279430536
"SIK2",1198,1.62989,1333,1.94658,1238,1.77076,1.78241,"Sik2",2.014425,2.338571,1.887553,311,86,123,2.080183,0.90332619847587
"SIK3",2184,1.49603,2576,1.89398,3048,2.19504,1.86168333333,"Sik3",23.222859,41.519455,26.51312,826,191,298,30.418478,0.0910828122651263
"SIKE1",965,15.0428,1117,18.6894,1195,19.5843,17.7721666667,"Sike1",24.152721,23.019153,23.589349,1683,348,640,23.5870743333333,0.763497373140085
"SIL1",1010,0.508733,967,0.5228,873,0.462297,0.497943333333,"Sil1",32.566051,27.222494,24.227531,771,173,249,28.0053586666667,0.051643675589313
"SIM1",4,0.00874424,4,0.00938561,2,0.00459653,0.00757546,"Sim1",0.003252,0,0,1,0,0,0.001084,1.00648443087693
"SIM2",57,0.196009,79,0.291587,48,0.173532,0.220376,"Sim2",0,0,0,0,0,0,0,1.220376
"SIMC1",433,0.702854,451,0.785768,417,0.711626,0.733416,"Simc1",1.939855,2.940689,2.228143,327,80,113,2.36956233333333,0.514433575794759
"SIN3A",861,1.73964,1009,2.1882,1166,2.47681,2.13488333333,"Sin3a",10.732285,4.962532,12.351346,1120,244,402,9.348721,0.302924712467367
"SIN3B",2627,9.00684,2799,10.3004,2692,9.70343,9.67022333333,"Sin3b",27.649031,29.736289,26.798163,1810,368,581,28.061161,0.367164385942117
"SINHCAF",218,0.81946,267,1.07727,364,1.4385,1.11174333333,"Sinhcaf",20.207038,2.401975,19.767244,175,30,78,14.125419,0.139615526242942
"SIPA1",1054,14.3652,990,14.4826,1263,18.0972,15.6483333333,"Sipa1",15.316437,28.441252,28.19703,316,62,131,23.9849063333333,0.666335631248247
"SIPA1L1",1550,0.643526,1853,0.825753,2553,1.11435,0.861209666667,"Sipa1l1",5.762583,4.235844,7.574169,1573,318,631,5.857532,0.271411007147615
"SIPA1L2",3308,3.53255,3771,4.32235,4072,4.57161,4.14217,"Sipa1l2",3.79777,3.578557,4.308685,1073,244,474,3.895004,1.0504935236008
"SIPA1L3",471,0.273219,482,0.300108,518,0.315906,0.296411,"Sipa1l3",3.794934,3.218621,4.093054,632,150,250,3.702203,0.275702899258071
"SIRPA",1085,4.08281,1020,4.11974,1630,6.44845,4.88366666667,"Sirpb1c",0,0.180251,0,0,2,0,0.0600836666666667,5.55019084971909
"SIRPA",1085,4.08281,1020,4.11974,1630,6.44845,4.88366666667,"Gm9733",0,0,0,0,0,0,0,5.88366666667
"SIRPA",1085,4.08281,1020,4.11974,1630,6.44845,4.88366666667,"Sirpb1a",0,0,0,0,0,0,0,5.88366666667
"SIRPA",1085,4.08281,1020,4.11974,1630,6.44845,4.88366666667,"Gm5150",0,0,0,0,0,0,0,5.88366666667
"SIRPA",1085,4.08281,1020,4.11974,1630,6.44845,4.88366666667,"Sirpb1b",0.089379,0,0.04844,1,0,1,0.0459396666666667,5.62524479583112
"SIRPA",1085,4.08281,1020,4.11974,1630,6.44845,4.88366666667,"Sirpa",16.24456,16.9943,21.242073,1907,427,710,18.160311,0.307075739358824
"SIRPB1",206,0.636494,225,0.746191,303,0.984256,0.788980333333,"Gm5150",0,0,0,0,0,0,0,1.788980333333
"SIRPB1",206,0.636494,225,0.746191,303,0.984256,0.788980333333,"Sirpb1b",0.089379,0,0.04844,1,0,1,0.0459396666666667,1.71040490225822
"SIRPB1",206,0.636494,225,0.746191,303,0.984256,0.788980333333,"Sirpb1c",0,0.180251,0,0,2,0,0.0600836666666667,1.68758409320491
"SIRPB1",206,0.636494,225,0.746191,303,0.984256,0.788980333333,"Sirpb1a",0,0,0,0,0,0,0,1.788980333333
"SIRPB1",206,0.636494,225,0.746191,303,0.984256,0.788980333333,"Sirpa",16.24456,16.9943,21.242073,1907,427,710,18.160311,0.0933690655299384
"SIRPB1",206,0.636494,225,0.746191,303,0.984256,0.788980333333,"Gm9733",0,0,0,0,0,0,0,1.788980333333
"SIRPG",17,0.103741,3,0.0196499,19,0.121897,0.0817626333333,"Sirpb1c",0,0.180251,0,0,2,0,0.0600836666666667,1.02045024119162
"SIRPG",17,0.103741,3,0.0196499,19,0.121897,0.0817626333333,"Gm5150",0,0,0,0,0,0,0,1.0817626333333
"SIRPG",17,0.103741,3,0.0196499,19,0.121897,0.0817626333333,"Sirpa",16.24456,16.9943,21.242073,1907,427,710,18.160311,0.0564585112075321
"SIRPG",17,0.103741,3,0.0196499,19,0.121897,0.0817626333333,"Gm9733",0,0,0,0,0,0,0,1.0817626333333
"SIRPG",17,0.103741,3,0.0196499,19,0.121897,0.0817626333333,"Sirpb1b",0.089379,0,0.04844,1,0,1,0.0459396666666667,1.03424955359117
"SIRPG",17,0.103741,3,0.0196499,19,0.121897,0.0817626333333,"Sirpb1a",0,0,0,0,0,0,0,1.0817626333333
"SIRT1",568,2.94143,741,4.11878,809,4.4045,3.82157,"Sirt1",5.345421,5.566301,6.637234,555,131,221,5.849652,0.703914593033339
"SIRT3",534,4.2594,615,5.26529,528,4.42771,4.6508,"Sirt3",22.184595,18.556544,21.662507,1005,198,395,20.8012153333333,0.259196559164301
"SIRT4",55,0.878768,45,0.771728,36,0.604717,0.751737666667,"Sirt4",10.61755,13.085575,9.297794,233,67,82,11.0003063333333,0.145974412486553
"SIRT5",629,2.70455,757,3.49366,536,2.42296,2.87372333333,"Sirt5",16.570457,18.400544,16.709668,1121,302,458,17.2268896666667,0.212527941089931
"SIRT6",296,6.11385,231,5.12124,220,4.77731,5.33746666667,"Sirt6",7.746231,7.917213,5.75459,482,116,159,7.13934466666667,0.778621243627149
"SIRT7",1314,24.4597,1141,22.7972,994,19.4527,22.2365333333,"Sirt7",13.822258,17.213562,14.626586,748,184,313,15.220802,1.43251445479083
"SIVA1",311,3.53997,358,4.37383,375,4.48754,4.13378,"Siva1",11.24171,6.200079,12.808354,158,31,70,10.083381,0.463196203396779
"SIX1",686,8.07626,528,6.67207,421,5.21082,6.65305,"Six1",19.089352,20.746533,20.759498,1997,499,889,20.198461,0.361019132473815
"SIX2",64,2.61783,45,1.97567,29,1.24709,1.94686333333,"Six2",0.1253,0.063158,0.183836,9,1,6,0.124098,2.62153596335017
"SIX4",284,3.34939,282,3.56974,198,2.455,3.12471,"Six4",8.168057,7.660741,8.61426,2196,508,928,8.147686,0.450902009535526
"SIX5",245,9.57951,249,10.45,201,8.2625,9.43067,"Six5",1.004144,0.970998,1.17006,116,27,57,1.04840066666667,5.09210437671536
"SIX6",7,0.330066,7,0.354275,6,0.297435,0.327258666667,"Six6",0.048534,0,0.0304,8,0,2,0.0263113333333333,1.29323200822135
"SKA1",25,0.228317,20,0.196051,28,0.26884,0.231069333333,"Ska1",0.02879,0,0.114776,3,0,2,0.0478553333333333,1.17484665504049
"SKA2",680,2.61641,714,2.94873,917,3.7094,3.09151333333,"Ska2",3.824161,4.86298,5.671897,308,58,128,4.786346,0.707097939412887
"SKA3",23,0.175019,23,0.187856,37,0.296003,0.219626,"Ska3",0.675835,0.512515,1.13389,27,6,20,0.77408,0.687469561688312
