"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"PIFO",1.521904,1.009693,2.153917,1.561838,22,22,56,"Pifo",0,0,0,0,0,0,0,2.561838
"PIGA",23.390103,18.198685,13.80754,18.4654426666667,86,126,151,"Piga",0.363294,0.335235,0.172222,28,28,14,0.290250333333333,15.0865627884615
"PIGB",7.634225,8.067581,6.976845,7.55955033333333,80,103,99,"Pigb",0.814568,0.699694,0.746605,78,62,51,0.753622333333333,4.88106827258701
"PIGBOS1",6.926901,5.808886,7.350566,6.695451,44,61,52,"Pigbos1",4.969576,4.847069,4.784238,51,48,31,4.866961,1.31165879575474
"PIGC",19.235176,18.052418,17.605694,18.2977626666667,358,503,507,"Pigc",3.060298,1.865324,2.330619,101,76,88,2.418747,5.64468873147579
"PIGF",11.115893,7.485191,7.833779,8.811621,113,107,126,"Pigf",0.446811,0.352181,0.624057,11,8,11,0.474349666666667,6.65488060385494
"PIGG",27.742208,22.177246,20.253039,23.390831,559,647,566,"Pigg",1.544618,1.437004,1.671442,213,177,166,1.55102133333333,9.56120228447064
"PIGH",16.581401,19.325477,18.090032,17.99897,208,313,332,"Pigh",0.75778,0.732726,0.916613,54,49,47,0.802373,10.5410866674101
"PIGK",11.128782,10.466076,9.346195,10.3136843333333,448,566,568,"Pigk",18.303004,10.192446,17.004407,281,299,278,15.166619,0.699817589152892
"PIGL",37.483744,24.011936,23.729681,28.4084536666667,313,327,343,"Pigl",0.793973,0.328296,0.472492,41,21,15,0.531587,19.201294909572
"PIGM",6.662453,3.465233,3.719703,4.61579633333333,766,541,605,"Pigm",0.526099,0.46501,0.564484,135,112,103,0.518531,3.69817694425292
"PIGN",1.196046,0.417878,0.499947,0.704623666666667,57,38,31,"Pign",1.113871,2.5592,1.992164,128,124,121,1.88841166666667,0.590159528275921
"PIGO",3.188268,3.549831,3.724638,3.487579,193,228,226,"Pigo",3.649699,4.716183,3.878566,214,272,166,4.08148266666667,0.883123941253891
"PIGP",19.747017,16.630607,16.466853,17.6148256666667,211,260,267,"Pigp",32.777083,32.435096,38.236849,354,363,294,34.4830093333333,0.524612371284405
"PIGQ",76.631542,35.177552,45.014916,52.27467,605,754,763,"Pigq",9.167006,13.494795,14.427099,341,377,298,12.3629666666667,3.98673972097014
"PIGR",0.082447,0.052398,0.02003,0.051625,6,5,2,"Pigr",0,0,0,0,0,0,0,1.051625
"PIGS",40.183407,38.363688,36.059886,38.202327,756,1110,955,"Pigs",2.525937,3.066759,2.680226,212,241,160,2.75764066666667,10.4326971303447
"PIGT",41.156327,42.075994,45.184707,42.805676,837,1042,995,"Pigt",3.710053,3.831495,4.034025,266,260,231,3.85852433333333,9.01625123074064
"PIGU",27.293245,19.89071,18.943585,22.0425133333333,296,335,367,"Pigu",4.2294,3.578561,4.989717,220,168,176,4.26589266666667,4.37580383648787
"PIGV",2.820793,2.317685,2.345527,2.49466833333333,108,117,115,"Pigv",0.952254,1.270953,1.242691,81,102,78,1.15529933333333,1.62143061953653
"PIGW",2.967445,3.358811,2.311802,2.87935266666667,96,136,110,"Pigw",0.90398,1.286699,1.03916,58,63,44,1.076613,1.86811537184187
"PIGX",25.462038,25.650751,21.750632,24.287807,529,763,691,"Pigx",2.926675,3.801879,3.420257,45,57,36,3.382937,5.76960312228992
"PIGY",419.08483,446.715271,325.658779,397.15296,87,126,98,"Pigyl",5.071032,5.388778,7.146473,85,84,85,5.868761,57.9657612195271
"PIH1D1",55.497573,55.62242,36.987738,49.3692436666667,276,364,307,"Pih1d1",12.089166,10.517242,11.861944,164,143,108,11.4894506666667,4.03294308220442
"PIH1D2",1.710409,2.9233,2.032124,2.22194433333333,27,39,33,"Pih1d2",0.190922,0.296742,0.194441,2,2,2,0.227368333333333,2.62508347806486
"PIK3AP1",9.940237,2.778998,3.911357,5.54353066666667,720,242,334,"Pik3ap1",0.183437,0.301974,0.285347,28,41,30,0.256919333333333,5.20600685591597
"PIK3C2A",3.858808,3.2498,2.812881,3.307163,522,600,542,"Pik3c2a",1.709802,1.254298,1.810201,287,249,245,1.59143366666667,1.66207727228467
"PIK3C2B",16.052261,13.874496,8.369634,12.7654636666667,990,1661,1270,"Pik3c2b",1.53229,1.432972,1.688346,390,341,299,1.55120266666667,5.39567626144428
"PIK3C2G",0,0,0,0,0,0,0,"Pik3c2g",0,0,0,0,0,0,0,1
"PIK3C3",15.586354,13.782479,13.079363,14.1493986666667,532,582,576,"Pik3c3",1.920431,1.775496,1.969556,190,169,143,1.88849433333333,5.24473892568943
"PIK3CA",4.895104,4.60671,3.893363,4.465059,695,887,772,"Pik3ca",9.065308,7.650811,9.412584,714,665,592,8.70956766666667,0.562852970144259
"PIK3CB",17.468648,15.000873,12.315125,14.9282153333333,710,777,821,"Pik3cb",1.22704,1.144522,1.29338,208,185,162,1.22164733333333,7.16955166301522
"PIK3CD",10.82346,12.083823,7.464311,10.1238646666667,495,1108,798,"Pik3cd",0.355265,0.617836,0.984869,52,69,70,0.652656666666667,6.73089873476443
"PIK3CG",0.017669,0.018237,0.008136,0.0146806666666667,2,3,1,"Pik3cg",0.246095,0.150426,0.285775,36,25,34,0.227432,0.826669556168217
"PIK3IP1",4.403146,3.529741,4.117163,4.01668333333333,155,180,211,"Pik3ip1",8.370237,11.561972,9.639847,458,454,305,9.857352,0.462054037976602
"PIK3R1",19.347798,19.314136,14.565847,17.7425936666667,1277,1410,1376,"Pik3r1",13.803075,13.267945,10.473433,2235,1954,1294,12.5148176666667,1.38681809321734
"PIK3R2",67.425806,58.818485,51.749318,59.331203,1748,2346,2664,"Pik3r2",3.002804,6.713109,10.036017,193,223,177,6.58397666666667,7.95508816175155
"PIK3R3",24.360714,29.993585,18.359884,24.238061,1765,2951,2125,"Pik3r3",1.156326,1.177271,1.575087,164,180,162,1.30289466666667,10.9592771937463
"PIK3R4",17.951387,10.456597,11.081947,13.1633103333333,376,418,441,"Pik3r4",3.054058,2.093879,2.26564,265,227,190,2.47119233333333,4.08024360889635
"PIK3R5",0.242677,0.170177,0.159906,0.19092,5,2,5,"Pik3r5",0.110871,0.103846,0.134586,17,15,11,0.116434333333333,1.06671746330505
"PIK3R6",0,0,0,0,0,0,0,"Pik3r6",1.315932,1.352897,0.81112,64,61,46,1.159983,0.462966606681627
"PIKFYVE",5.802125,2.95834,3.056141,3.93886866666667,555,650,603,"Pikfyve",0.8319,0.915942,0.737894,221,147,143,0.828578666666667,2.70093311088977
"PIM1",13.454865,14.19014,16.061001,14.5686686666667,357,495,631,"Pim1",3.489357,3.322778,6.554241,115,124,125,4.45545866666667,2.85377813634491
"PIM2",5.639193,4.291699,6.90548,5.612124,142,163,249,"Pim2",0.34373,0.279801,0.487103,22,16,22,0.370211333333333,4.82562349262912
"PIM3",7.477732,7.904298,8.921618,8.101216,216,320,418,"Pim3",16.590544,17.920982,12.722906,674,805,377,15.7448106666667,0.543524568964968
"PIMREG",0.612126,0.334284,0.259307,0.401905666666667,9,8,7,"Pimreg",0.085607,0.113915,0.210144,4,5,7,0.136555333333333,1.2334689086849
"PIN1",83.871252,98.814527,85.734643,89.473474,789,1336,1361,"Pin1rt1",0,0,0,0,0,0,0,90.473474
"PIN1",83.871252,98.814527,85.734643,89.473474,789,1336,1361,"Pin1",1.905796,2.46127,2.579183,245,295,238,2.31541633333333,27.2887218085934
"PIN4",16.054442,14.343163,12.342749,14.2467846666667,228,289,291,"Pin4",2.475961,1.603363,2.507367,21,13,15,2.19556366666667,4.77123482961952
"PINK1",60.656484,54.902641,53.61316,56.3907616666667,2091,2557,2682,"Pink1",76.028147,71.589292,81.542009,5298,5031,4090,76.3864826666667,0.741612225921557
"PINLYP",5.592923,5.014407,6.022902,5.54341066666667,61,69,73,"Pinlyp",0,0,0,0,0,0,0,6.54341066666667
"PINX1",5.94101,4.641609,6.841648,5.808089,80,101,122,"Pinx1",0.477555,0.877095,0.967509,17,20,14,0.774053,3.83759053421741
"PIP",0,0,0,0,0,0,0,"Pip",0,0,0,0,0,0,0,1
"PIP4K2A",29.823691,28.296907,19.432849,25.851149,507,744,453,"Pip4k2a",2.464147,3.598004,1.373038,109,128,86,2.47839633333333,7.71940469885117
"PIP4K2B",126.993916,139.96518,97.739951,121.566349,6646,9649,8446,"Pip4k2b",2.684548,3.145963,4.027104,368,355,327,3.28587166666667,28.5977645932002
"PIP4K2C",15.727374,10.49265,13.913528,13.3778506666667,357,449,457,"Pip4k2c",3.740525,3.867378,4.575937,411,399,362,4.06128,2.84075385409751
"PIP4P1",93.45198,75.594915,81.768387,83.605094,495,622,614,"Pip4p1",10.266795,11.80753,14.576387,92,111,81,12.216904,6.40127930111318
"PIP4P2",58.021241,57.178079,79.461018,64.8867793333333,592,914,755,"Pip4p2",3.540284,3.344157,4.012178,244,213,197,3.63220633333333,14.2236279198559
"PIP5K1A",39.638336,29.389939,23.664643,30.8976393333333,642,822,767,"Pip5k1a",2.626771,2.080828,2.008824,184,155,167,2.23880766666667,9.84857472755149
"PIP5K1B",0.830937,0.720748,0.503275,0.684986666666667,37,29,32,"Pip5k1b",3.274891,2.681777,3.256548,226,198,151,3.071072,0.413892622549212
"PIP5K1C",23.60047,24.549601,35.770853,27.9736413333333,1436,2248,2197,"Pip5k1c",3.095558,2.893823,3.287084,329,325,272,3.092155,7.08028931781258
"PIP5KL1",23.357073,15.914599,19.886965,19.7195456666667,177,208,256,"Pip5kl1",0,0,0,0,0,0,0,20.7195456666667
"PIPOX",2.782694,1.887201,1.976994,2.21562966666667,77,70,86,"Pipox",0.067238,0.102094,0.278853,4,3,3,0.149395,2.79767152864478
"PIR",3.139362,1.603646,2.330929,2.357979,29,27,25,"Pir",1.646427,1.303351,1.72627,46,37,35,1.55868266666667,1.31238587877512
"PIRT",18.074817,2.82765,8.376145,9.75953733333333,1008,214,674,"Pirt",0.883406,0.567412,1.017659,119,71,99,0.822825666666667,5.90266942697208
"PISD",30.638579,33.654131,23.289623,29.194111,712,1066,876,"Pisd",6.124188,5.91708,6.864287,419,396,323,6.30185166666667,4.1351307008656
"PITHD1",61.683742,57.981043,60.746638,60.137141,1232,1543,1835,"Pithd1",6.191145,6.114262,7.689403,124,123,120,6.66493666666667,7.97620954467552
"PITPNA",95.968718,89.206384,87.640799,90.9386336666667,2753,3937,4081,"Pitpna",14.670316,13.723954,13.034105,682,683,501,13.8094583333333,6.20810238952021
"PITPNB",29.029242,29.26312,27.506829,28.5997303333333,1128,1602,1498,"Pitpnb",9.569065,6.699804,9.187961,411,388,290,8.48561,3.12048780556372
"PITPNC1",29.106921,22.206735,31.086566,27.4667406666667,2845,3036,4424,"Pitpnc1",8.539767,10.791725,12.001985,797,800,718,10.4444923333333,2.48737469846121
"PITPNM1",209.048551,229.069251,201.298883,213.138895,2566,3736,3616,"Pitpnm1",2.666686,4.019243,4.107889,163,162,163,3.59793933333333,46.5727969587536
"PITPNM2",30.467834,17.454335,16.182935,21.368368,2848,2530,2593,"Pitpnm2",4.066361,3.965328,5.199194,758,809,682,4.41029433333333,4.13440870715413
"PITPNM3",4.911039,3.583609,3.597908,4.030852,549,546,590,"Pitpnm3",0.196282,0.265312,0.51392,44,41,36,0.325171333333333,3.79637853117861
"PITRM1",52.408077,59.020415,46.954458,52.7943166666667,1466,2302,1967,"Pitrm1",6.342219,7.124131,8.943558,603,594,522,7.46996933333333,6.35118198775061
"PITX1",0.217678,0.024144,0,0.0806073333333333,4,1,0,"Pitx1",0,0,0,0,0,0,0,1.08060733333333
"PITX3",0.11732,0,0.033553,0.050291,2,0,1,"Pitx3",0.028862,0,0,1,0,0,0.00962066666666667,1.04028278607609
"PIWIL1",0.282363,0.442435,0.597735,0.440844333333333,6,21,21,"Piwil1",0,0,0,0,0,0,0,1.44084433333333
"PIWIL2",0.239552,0.336903,0.349983,0.308812666666667,11,18,28,"Piwil2",0.073757,0.114038,0.042473,12,12,5,0.076756,1.21551462603103
"PIWIL4",0.74969,0.455188,0.631001,0.611959666666667,15,8,17,"Piwil4",0.014907,0,0,1,0,0,0.004969,1.60398944312378
"PJA1",48.551929,53.281706,42.865975,48.2332033333333,1215,1699,1552,"Pja1",2.697893,2.830555,3.779539,189,196,193,3.10266233333333,12.0003059801737
"PJA2",111.043989,107.834329,105.525083,108.134467,8110,10206,10934,"Pja2",12.559318,12.337543,15.214275,1816,1637,1581,13.3703786666667,7.59440440168406
"PJVK",3.99126,2.204472,3.45607,3.21726733333333,36,51,42,"Pjvk",0.065351,0.033423,0.042844,1,1,1,0.047206,4.02716116345144
"PKD1",188.190878,197.711064,192.342025,192.747989,5017,7644,7672,"Pkd1",31.372783,36.083572,31.912464,1076,1025,799,33.1229396666667,5.67793955891979
"PKD1L1",0.088043,0.147252,0.108229,0.114508,9,9,6,"Pkd1l1",0,0,0.006612,0,0,1,0.002204,1.112057026314
"PKD1L2",0.270517,0.645453,0.60035,0.50544,17,37,30,"Pkd1l2",0,0,0,0,0,0,0,1.50544
"PKD1L3",0.023663,0.02612,0.02448,0.0247543333333333,2,3,3,"Pkd1l3",0.051552,0.055478,0.017793,5,4,1,0.0416076666666667,0.983819883558205
"PKD2",4.819864,4.173968,3.409348,4.13439333333333,313,361,272,"Pkd2",3.254495,2.804754,2.960138,515,435,334,3.00646233333333,1.28152791818751
"PKD2L1",0,0,0,0,0,0,0,"Pkd2l1",0,0,0,0,0,0,0,1
"PKD2L2",0.601215,0.498686,0.234662,0.444854333333333,8,8,6,"Pkd2l2",3.43198,3.584639,3.597262,204,195,146,3.53796033333333,0.318392896191762
"PKDCC",10.872848,14.325488,7.803649,11.0006616666667,111,207,132,"Pkdcc",5.184311,5.918322,7.955395,211,228,222,6.352676,1.63214884848274
"PKDREJ",0.057439,0.02408,0.038616,0.040045,7,4,7,"Pkdrej",0.397338,0.469873,0.407519,92,102,68,0.42491,0.729902239439684
"PKHD1",0.007289,0.006509,0,0.00459933333333333,2,2,0,"Pkhd1",0,0,0,0,0,0,0,1.00459933333333
"PKHD1L1",0.002996,0.002274,0.002102,0.00245733333333333,1,1,1,"Pkhd1l1",0.134731,0.155689,0.312662,57,41,43,0.201027333333333,0.834666543808884
"PKIA",127.042309,146.860184,108.599782,127.500758333333,4410,6253,5067,"Pkia",40.209821,43.378252,46.28718,2921,2483,2608,43.291751,2.90123455117711
"PKIB",58.667598,26.086769,38.103024,40.9524636666667,757,495,785,"Pkib",1.591172,0.929757,1.229744,18,16,21,1.25022433333333,18.6436805634046
"PKIG",29.646636,43.025671,36.306912,36.3264063333333,442,808,738,"Pkig",46.655798,48.067394,68.179082,908,930,923,54.300758,0.674970971163421
"PKLR",0.409395,0.503602,0.617226,0.510074333333333,18,14,35,"Pklr",0,0,0,0,0,0,0,1.51007433333333
"PKM",503.386014,474.300509,590.008943,522.565155333333,6314,8014,10654,"Pkm",173.629915,169.117893,208.512227,8912,8144,7358,183.753345,2.83386022230522
"PKMYT1",2.10342,2.135097,1.225455,1.821324,15,19,28,"Pkmyt1",0.241801,0.245804,0.133463,17,17,7,0.207022666666667,2.33742420744377
"PKN1",71.909761,84.003328,89.383531,81.76554,1084,1549,1804,"Pkn1",9.687315,6.530787,9.280225,670,749,590,8.49944233333333,8.7126735544862
"PKN2",6.217687,5.602892,2.21429,4.67828966666667,223,232,236,"Pkn2",3.356999,5.441602,4.059603,480,505,446,4.286068,1.07419913377328
"PKN3",0.196451,0.238426,0.078365,0.171080666666667,5,5,5,"Pkn3",0.977626,2.135789,1.39697,82,85,47,1.50346166666667,0.467784541005554
"PKNOX1",12.599823,11.097756,9.171778,10.9564523333333,399,554,493,"Pknox1",2.17267,2.751745,4.734298,124,115,94,3.219571,2.83357060073959
"PKNOX2",20.880907,10.005984,11.247215,14.044702,932,699,735,"Pknox2",1.24739,1.970611,1.674683,121,101,98,1.63089466666667,5.7184737156587
"PKP1",0.30401,0.103933,0.220078,0.209340333333333,19,11,10,"Pkp1",0,0,0,0,0,0,0,1.20934033333333
"PKP2",1.051639,0.64087,0.843244,0.845251,42,51,41,"Pkp2",14.717146,13.854664,15.915603,1371,1250,1058,14.8291376666667,0.116573059054617
"PKP3",0.025197,0.017953,0.629866,0.224338666666667,1,1,2,"Pkp3",0.172535,0,0.03195,2,0,1,0.0681616666666667,1.14621101362621
"PKP4",98.047071,14.910217,44.34846,52.4352493333333,614,509,734,"Pkp4",28.180727,28.772854,25.560901,1172,1029,961,27.5048273333333,1.87460350867821
"PLA1A",0.280647,0.087349,0.082424,0.15014,7,1,2,"Pla1a",4.656548,6.435551,5.986966,130,164,110,5.69302166666667,0.171841666930208
"PLA2G10",0.654249,0.107564,0.305722,0.355845,4,1,3,"Pla2g10",0,0,0,0,0,0,0,1.355845
"PLA2G12A",83.638395,80.926251,99.572499,88.045715,489,716,720,"Pla2g12a",12.176526,11.55016,8.857404,316,273,189,10.8613633333333,7.50720743455853
"PLA2G12B",0,0,0,0,0,0,0,"Pla2g12b",0,0,0,0,0,0,0,1
"PLA2G15",11.020862,15.900686,9.482702,12.13475,351,546,490,"Pla2g15",0.717529,0.80473,1.063323,61,57,69,0.861860666666667,7.05463638346013
"PLA2G1B",0,0.733521,0.264686,0.332735666666667,0,4,2,"Pla2g1b",0,0,0,0,0,0,0,1.33273566666667
"PLA2G2A",0,0,0,0,0,0,0,"Pla2g2a",0,0,0,0,0,0,0,1
"PLA2G2C",0.076617,0.057988,0.03981,0.0581383333333333,4,4,3,"Pla2g2c",0.01994,0.119362,0.077596,1,2,1,0.0722993333333333,0.986793799492555
"PLA2G2D",0,0.071299,0.105957,0.0590853333333333,0,4,6,"Pla2g2d",0.17863,0.219369,0.206282,12,14,10,0.201427,0.881522833541558
"PLA2G2E",0,0,0,0,0,0,0,"Pla2g2e",0,0.052519,0,0,1,0,0.0175063333333333,0.982794865486505
"PLA2G2F",0,0,0.010183,0.00339433333333333,0,0,1,"Pla2g2f",0.036405,0.013024,0.034056,3,1,2,0.0278283333333333,0.976227547726031
"PLA2G3",1.175545,0.053429,0.285109,0.504694333333333,48,3,17,"Pla2g3",0.101024,0.023706,0.032812,9,2,2,0.052514,1.42961930514305
"PLA2G4A",0.288077,0.070983,0.015582,0.124880666666667,6,2,1,"Pla2g4a",1.682349,9.222574,0.546653,28,43,34,3.817192,0.233513770401235
"PLA2G4B",29.781571,38.015181,30.585065,32.793939,169,338,246,"Gm28042",0.094857,0.331125,0.22226,15,28,3,0.216080666666667,27.7892247827858
"PLA2G4B",29.781571,38.015181,30.585065,32.793939,169,338,246,"Pla2g4b",0.55117,0.314618,0.413663,40,22,25,0.426483666666667,23.6903792098566
"PLA2G4C",49.912608,37.197825,41.857103,42.9891786666667,227,232,291,"Pla2g4c",0.188644,0.016661,0.268265,2,1,2,0.157856666666667,37.9919034307643
"PLA2G4D",0.284116,0.056278,0.106607,0.149000333333333,17,5,9,"Pla2g4d",0,0,0,0,0,0,0,1.14900033333333
"PLA2G4E",0.030101,0.02225,0.062607,0.0383193333333333,2,2,6,"Pla2g4e",0.679341,0.491107,0.96499,92,69,87,0.711812666666667,0.606561309862956
"PLA2G4F",0,0.008032,0.022237,0.0100896666666667,0,1,3,"Pla2g4f",0,0,0,0,0,0,0,1.01008966666667
"PLA2G5",0.081083,0,0,0.0270276666666667,2,0,0,"Pla2g5",7.622987,10.609899,10.377215,274,317,286,9.53670033333333,0.097471469641935
"PLA2G6",10.68581,7.861327,13.580271,10.709136,170,225,229,"Pla2g6",2.095303,0.840137,1.415533,91,57,55,1.45032433333333,4.7786065871824
"PLA2G7",1.863123,1.101128,1.758589,1.57428,48,40,68,"Pla2g7",1.172229,1.193428,0.777157,56,52,34,1.04760466666667,1.25721534137286
"PLA2R1",1.331534,1.418765,1.37616,1.37548633333333,180,172,239,"Pla2r1",0.659585,0.668246,0.384993,54,51,50,0.570941333333333,1.51214197686992
"PLAA",27.608798,28.818489,29.443739,28.6236753333333,595,893,824,"Plaa",7.838322,10.758992,11.472506,550,524,469,10.0232733333333,2.68737555874208
"PLAAT1",1.637697,2.230139,3.546283,2.471373,15,23,43,"Plaat1",5.573059,7.932221,6.146714,315,314,259,6.55066466666667,0.459744029598454
"PLAAT3",69.364735,75.634134,45.096463,63.3651106666667,847,1113,1032,"Plaat3",16.438928,15.485738,20.444462,1177,1062,1089,17.456376,3.48741869295829
"PLAAT5",2.158296,0.977046,1.638863,1.59140166666667,42,37,59,"Plaat5",0,0,0,0,0,0,0,2.59140166666667
"PLAC1",0,0,0.475908,0.158636,0,0,1,"Plac1",0,0,0,0,0,0,0,1.158636
"PLAC8",0.504532,0.807934,0.34762,0.553362,7,10,2,"Plac8",0.117477,0.266273,0.162099,2,3,2,0.181949666666667,1.31423701347689
"PLAC8L1",0.461503,0.256481,0.427797,0.381927,8,10,13,"Plac8l1",0,0,0,0,0,0,0,1.381927
"PLAC9",1.992359,1.20966,2.841033,2.01435066666667,9,6,17,"Plac9a",0.602973,1.860487,1.531933,22,31,12,1.33179766666667,1.29271536281092
"PLAG1",0.219813,0.105974,0.114883,0.14689,26,17,19,"Plag1",0.422563,0.239743,0.268892,62,31,30,0.310399333333333,0.875221751740818
"PLAGL1",3.343412,2.002682,1.833017,2.393037,87,100,95,"Plagl1",0.547812,0.473488,0.380726,47,43,31,0.467342,2.31236957709927
"PLAGL2",2.772693,2.293867,1.881186,2.31591533333333,259,292,254,"Plagl2",0.342962,0.398406,0.476642,64,70,64,0.406003333333333,2.35839791750138
"PLAT",12.305808,0.961384,2.617741,5.29497766666667,287,33,83,"Plat",2.035248,1.798853,2.57449,168,138,153,2.136197,2.00720097196275
"PLAU",1.511759,0.602913,0.986959,1.033877,55,31,53,"Plau",0.640381,0.53608,0.785621,45,34,38,0.654027333333333,1.2296513842375
"PLAUR",2.691858,1.048842,0.695948,1.47888266666667,33,16,17,"Plaur",0.509723,0.459899,0.852042,18,18,20,0.607221333333333,1.54234056956271
"PLB1",3.265711,3.20618,1.971761,2.81455066666667,78,134,106,"Plb1",0.176165,0.379065,0.486153,13,9,13,0.347127666666667,2.83161779024656
"PLBD1",0.323254,0,0.208611,0.177288333333333,4,0,3,"Plbd1",6.846273,7.320539,7.815428,385,399,342,7.32741333333333,0.141375032823318
"PLBD2",31.546265,31.43383,27.482321,30.1541386666667,1936,2511,2839,"Plbd2",3.241487,3.916507,4.25854,433,441,358,3.80551133333333,6.48300180889526
"PLCB1",75.098721,37.26607,56.382994,56.2492616666667,799,1513,1271,"Plcb1",0.459704,1.28929,0.355826,84,98,60,0.701606666666667,33.6442391700393
"PLCB2",7.249029,4.879983,6.456518,6.19517666666667,73,83,109,"Plcb2",0.121101,0.102262,0.404277,17,17,18,0.209213333333333,5.95029550892591
"PLCB3",6.80392,6.334733,8.875901,7.33818466666667,273,259,498,"Plcb3",2.147251,1.494476,2.621126,213,192,174,2.08761766666667,2.70052369394181
"PLCB4",5.208535,5.815947,7.025214,6.01656533333333,408,594,632,"Plcb4",10.559433,10.575651,9.947221,740,719,555,10.3607683333333,0.617613626777884
"PLCD1",13.165285,25.518676,24.042921,20.9089606666667,143,358,359,"Plcd1",2.603331,2.264954,2.025432,186,156,131,2.29790566666667,6.64329513366918
"PLCD3",30.776026,23.991914,37.886301,30.884747,144,219,319,"Plcd3",1.242492,1.51123,1.542815,74,74,55,1.432179,13.1095396350351
"PLCD4",2.765471,2.575954,3.187317,2.842914,56,78,82,"Plcd4",0.031251,0.022479,0.032457,3,2,2,0.028729,3.73559411662352
"PLCE1",1.756474,0.827392,0.309895,0.964587,154,128,81,"Plce1",1.489397,1.728853,2.977918,439,462,461,2.06538933333333,0.640893141578101
"PLCG1",166.984581,159.882928,95.168056,140.678521666667,1827,2262,1594,"Plcg1",7.739962,6.473344,6.279115,802,705,540,6.830807,18.0924547963788
"PLCG2",0.198529,0.041277,0.049804,0.0965366666666667,5,5,4,"Plcg2",0.859957,0.985416,1.075451,127,136,114,0.973608,0.555600031346988
