"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"FAM118B",8.994769,8.712031,6.276249,7.99434966666667,171,209,202,"Fam118b",12.879469,8.206131,9.976808,93,275,175,10.354136,0.792165045994399
"FAM120A",10.534665,11.173619,8.175511,9.961265,606,816,678,"Fam120a",20.366137,20.255433,21.682373,700,2590,1570,20.767981,0.503549915814425
"FAM120B",12.036302,11.031045,9.248966,10.7721043333333,667,823,739,"Fam120b",13.806695,14.219909,15.73547,440,1715,1064,14.587358,0.755234102747453
"FAM120C",2.385168,1.692977,2.100983,2.05970933333333,88,132,122,"Fam120c",8.440202,8.527452,9.525673,318,1192,751,8.831109,0.311227282022133
"FAM124A",4.51754,4.279811,3.838141,4.21183066666667,265,355,327,"Fam124a",5.101474,3.287563,4.301726,49,198,113,4.23025433333333,0.996477481687793
"FAM124B",0.024551,0.023671,0.022454,0.0235586666666667,1,1,1,"Fam124b",0.159134,0.028022,0.024755,3,2,1,0.070637,0.956027735513219
"FAM126A",3.452039,1.787906,2.625258,2.62173433333333,244,263,296,"Fam126a",2.82502,2.844072,3.169329,94,390,243,2.94614033333333,0.917791570345403
"FAM126B",4.25161,5.037174,4.409539,4.56610766666667,536,869,870,"Fam126b",24.479741,19.276195,21.345856,953,3335,2055,21.7005973333333,0.245196528749199
"FAM131A",22.140427,25.713424,21.780814,23.211555,702,979,860,"Fam131a",33.160858,27.41684,30.21745,341,1210,723,30.2650493333333,0.774396827008578
"FAM131B",48.752604,57.666434,54.866444,53.7618273333333,2583,4132,4097,"Fam131b",32.677293,33.544972,39.578661,885,3459,2308,35.2669753333333,1.50996400526959
"FAM131C",11.242792,11.898134,14.512615,12.5511803333333,270,399,533,"Fam131c",3.04621,4.615021,4.080595,27,153,76,3.913942,2.75770050467289
"FAM133B",17.888532,47.02698,65.463023,43.4595116666667,131,231,213,"Fam133b",18.528838,15.319896,19.052408,202,623,436,17.633714,2.38597156029478
"FAM135A",7.896801,8.03149,6.046408,7.32489966666667,334,482,387,"Fam135a",11.324164,16.165866,15.203119,264,1039,577,14.2310496666667,0.546574257773304
"FAM135B",0.653631,0.008948,0,0.220859666666667,6,1,0,"Fam135b",6.047066,9.200518,10.026696,523,2279,1401,8.42476,0.129537480706847
"FAM136A",14.350773,15.991468,13.991548,14.7779296666667,376,556,542,"Fam136a",8.507648,9.427766,8.484542,85,352,180,8.806652,1.60890074070811
"FAM13A",6.233643,5.052504,3.664171,4.98343933333333,208,186,258,"Fam13a",11.11213,10.837153,11.380653,337,1376,820,11.1099786666667,0.494091649376977
"FAM13B",8.33293,8.63811,5.909351,7.626797,505,861,605,"Fam13b",76.492346,81.234231,79.917183,645,2384,1388,79.2145866666667,0.107546486973109
"FAM13C",33.314418,20.146181,24.64461,26.0350696666667,659,409,542,"Fam13c",8.331653,10.442753,9.857205,185,876,459,9.54387033333333,2.56405558983385
"FAM149A",10.679242,13.178975,10.665285,11.507834,156,220,225,"Fam149a",8.171756,7.943438,8.470507,198,707,416,8.19523366666667,1.3602518928194
"FAM149B1",18.726481,19.413592,16.57247,18.2375143333333,421,617,554,"Fam149b",16.859233,19.911006,16.270178,137,644,312,17.680139,1.02983785791601
"FAM151A",0,0,0,0,0,0,0,"Fam151a",0,0.021564,0,0,1,0,0.007188,0.992863298609594
"FAM151B",1.187145,2.764586,2.0691,2.00694366666667,24,55,50,"Fam151b",3.57874,3.224465,2.866185,23,76,39,3.22313,0.712017784597364
"FAM155A",4.85788,5.801734,6.093801,5.58447166666667,721,1174,1308,"Fam155a",17.596798,19.321872,19.825479,362,1431,850,18.9147163333333,0.330633465044418
"FAM155B",4.601322,3.843864,3.807936,4.084374,327,378,431,"Tmem28",4.457887,4.507659,4.044615,115,436,221,4.33672033333333,0.952715091372285
"FAM156A",42.309342,47.598064,45.075156,44.9941873333333,315,335,375,"Tmem29",6.29283,13.658653,14.244079,36,267,137,11.3985206666667,3.70965122129355
"FAM156B",11.791782,13.72506,12.914825,12.8105556666667,497,776,711,"Tmem29",6.29283,13.658653,14.244079,36,267,137,11.3985206666667,1.11388737720914
"FAM160A1",1.054931,0.076168,1.453683,0.861594,13,20,17,"Fam160a1",0.447652,0.748676,0.752261,13,75,45,0.649529666666667,1.12856048461491
"FAM160A2",10.581309,11.520995,7.744539,9.94894766666667,275,423,387,"Fam160a2",8.980187,11.776175,12.365038,321,1350,844,11.0404666666667,0.909345789476598
"FAM160B1",16.426104,14.958463,17.007128,16.130565,671,785,802,"Fam160b1",6.500282,6.150953,6.562189,240,871,540,6.40447466666667,2.31354225264867
"FAM160B2",50.527929,46.059542,46.708712,47.7653943333333,880,1119,1119,"Fam160b2",4.860255,6.640267,7.484074,133,694,441,6.32819866666667,6.65448585000152
"FAM161A",5.043553,5.146758,4.736521,4.97561066666667,203,312,272,"Fam161a",2.502517,2.816212,2.461624,11,82,47,2.593451,1.66291697498217
"FAM161B",5.070139,6.475724,5.022623,5.52282866666667,326,557,462,"Fam161b",4.045082,4.580667,3.379199,84,301,149,4.00164933333333,1.30413554248905
"FAM162A",24.25444,18.509368,53.958156,32.2406546666667,411,449,1319,"Fam162a",61.488864,45.018991,59.304167,101,383,253,55.270674,0.590727857048001
"FAM162B",0.48474,0.527005,0.574412,0.528719,6,9,11,"Fam162b",0,0.092145,0,0,1,0,0.030715,1.48316362913123
"FAM163A",14.925016,6.743967,11.15818,10.9423876666667,682,423,751,"Fam163a",0.949149,1.309913,0.91979,25,131,52,1.05961733333333,5.79835267133765
"FAM163B",5.23861,2.303823,3.854166,3.79886633333333,219,107,244,"Fam163b",6.674305,8.771403,8.303704,132,652,349,7.91647066666667,0.53820244721641
"FAM166A",0.135526,0,0,0.0451753333333333,2,0,0,"Fam166a",0,0,5.885207,0,0,2,1.96173566666667,0.352892847628648
"FAM166B",0.692181,0.427152,0.257038,0.458790333333333,7,4,3,"Fam166b",3.807743,1.846125,1.521355,4,13,7,2.391741,0.430100745703559
"FAM166C",0.256446,0.088656,0.178037,0.174379666666667,5,3,3,"Fam166c",0.619345,0.525225,0.572094,2,7,4,0.572221333333333,0.74695568732477
"FAM167A",5.196077,4.285256,4.141858,4.54106366666667,283,334,291,"Fam167a",0.348673,0.34885,0.503648,10,38,31,0.400390333333333,3.95679942568393
"FAM167B",0.684049,0.367418,0.499845,0.517104,8,6,9,"Fam167b",0,0.054142,0.463332,0,1,3,0.172491333333333,1.29391489460903
"FAM168A",44.113093,50.706743,37.108195,43.9760103333333,4707,7726,6125,"Fam168a",131.68469,141.092579,161.56387,2122,7865,4790,144.780379666667,0.308518954582043
"FAM168B",44.612955,53.814763,44.702323,47.7100136666667,3889,6395,5650,"Fam168b",52.219399,58.714863,61.522986,1775,7403,4366,57.4857493333333,0.832852690132242
"FAM169A",8.69822,8.245367,7.030254,7.99128033333333,764,1024,912,"Fam169a",9.255015,10.268689,9.516722,281,1151,608,9.680142,0.841868987634559
"FAM170A",0.059879,0,0.102584,0.0541543333333333,1,0,1,"Fam170a",0,0,0,0,0,0,0,1.05415433333333
"FAM170B",0,0,0,0,0,0,0,"Fam170b",0.124073,0.032733,0.04432,2,2,1,0.067042,0.937170233224184
"FAM171A1",41.663868,52.256422,34.211397,42.7105623333333,2171,3702,3016,"Fam171a1",8.977669,9.164813,9.381525,250,962,556,9.174669,4.29601811452867
"FAM171A2",34.221885,40.058393,37.557318,37.2791986666667,927,1580,1987,"Fam171a2",31.602499,31.770641,32.018216,149,589,390,31.7971186666667,1.1671512688574
"FAM171B",18.089207,15.833335,15.080913,16.334485,1657,1968,1936,"Fam171b",52.653303,49.084034,60.586309,1283,4531,2711,54.107882,0.314555456876387
"FAM172A",32.339707,17.436147,24.247908,24.6745873333333,487,537,575,"Fam172a",13.732347,10.471461,12.314086,268,835,524,12.1726313333333,1.9490856977348
"FAM174A",15.823138,11.626016,12.300971,13.2500416666667,205,219,266,"Fam174a",14.669857,14.682552,14.762551,186,652,375,14.7049866666667,0.90735776916716
"FAM174B",208.57926,126.175505,160.711277,165.155347333333,791,844,1028,"Fam174b",22.290986,14.543341,20.116629,216,609,401,18.983652,8.31456369102771
"FAM174C",11.844316,9.916934,13.620088,11.7937793333333,94,110,156,"Fam174c",1.946719,3.720687,2.846468,6,44,19,2.837958,3.33348601869362
"FAM177A1",96.233354,99.573741,95.309953,97.039016,1499,2071,1911,"Fam177a2",12.698989,11.444754,12.153593,329,1106,666,12.099112,7.48440169074056
"FAM177A1",96.233354,99.573741,95.309953,97.039016,1499,2071,1911,"Fam177a",0,0.844651,0,0,83,0,0.281550333333333,76.5003242166844
"FAM178B",0.120517,0.017008,0.403655,0.180393333333333,1,1,3,"Fam178b",0.302036,0.196519,0.321184,1,3,4,0.273246333333333,0.927073813158438
"FAM180A",0,0,0,0,0,0,0,"Fam180a",0.71982,0.871108,1.492071,7,32,31,1.02766633333333,0.493177789442346
"FAM181A",0.165297,0.070028,0,0.0784416666666667,4,1,0,"Fam181a",1.564593,0.802524,1.154461,13,26,21,1.17385933333333,0.496095423530931
"FAM181B",0.160666,0.090303,0.055996,0.102321666666667,9,7,5,"Fam181b",10.849919,10.550463,11.362829,138,463,285,10.9210703333333,0.0924683468718734
"FAM183A",0.503266,0.170177,0.344623,0.339355333333333,2,1,1,"Fam183b",1.700327,2.410661,2.081085,3,19,10,2.06402433333333,0.437122942779066
"FAM184A",22.893116,20.701272,18.276939,20.6237756666667,497,635,628,"Fam184a",56.227247,71.581499,58.840913,200,757,418,62.216553,0.342058758987803
"FAM184B",1.741819,1.822516,2.170199,1.91151133333333,193,276,350,"Fam184b",1.755007,1.681394,1.936389,55,200,126,1.79093,1.04320471431864
"FAM185A",7.195839,5.9423,4.560873,5.89967066666667,108,126,133,"Fam185a",5.046609,5.355614,5.762479,70,312,192,5.388234,1.08005916293402
"FAM186A",0.216804,0.156854,0.217236,0.196964666666667,11,8,13,"Fam186a",0,0.015997,0,0,4,0,0.00533233333333333,1.19061590578505
"FAM186B",0.332703,0.14223,0.22252,0.232484333333333,9,4,4,"Fam186b",1.215942,0.686526,1.287047,10,25,18,1.06317166666667,0.59737362297369
"FAM187A",1.63849,1.788027,1.868478,1.76499833333333,76,105,116,"Fam187a",0,0,0.048863,0,0,1,0.0162876666666667,2.72068472738854
"FAM187B",0,0,0,0,0,0,0,"Fam187b",0.431929,0.168797,0.095118,3,6,2,0.231948,0.811722572705991
"FAM189A1",1.06518,0.958028,0.761986,0.928398,68,102,86,"Fam189a1",6.198457,6.027974,7.228177,98,460,264,6.48486933333333,0.257639500987949
"FAM189A2",1.930924,2.706575,1.815106,2.15086833333333,93,168,125,"Fam189a2",5.249594,5.836968,4.929946,69,306,142,5.338836,0.497073647801163
"FAM189B",25.260169,25.695793,24.959448,25.3051366666667,837,1258,1333,"Fam189b",10.821477,18.21014,21.514254,116,682,372,16.8486236666667,1.47379076156965
"FAM193A",9.923932,11.891236,7.723816,9.846328,685,916,779,"Fam193a",9.464255,16.35284,20.161153,218,995,587,15.3260826666667,0.664355817709119
"FAM193B",77.349571,74.842053,55.696207,69.2959436666667,685,1023,851,"Fam193b",16.146672,21.644512,21.317534,183,1061,509,19.702906,3.39546263054407
"FAM199X",8.201196,9.255981,8.304324,8.587167,1007,1553,1431,"Fam199x",3.079723,3.332417,3.617515,180,716,441,3.34321833333333,2.20738776276118
"FAM204A",33.424312,34.680016,31.431962,33.1787633333333,523,713,698,"Fam204a",13.382917,15.387411,20.33325,66,335,234,16.3678593333333,1.96793183761775
"FAM205A",0.062906,0.010527,0.029793,0.0344086666666667,4,1,3,"Fam205a2",0.768837,0.637414,2.344542,21,68,141,1.25026433333333,0.459683180924078
"FAM205A",0.062906,0.010527,0.029793,0.0344086666666667,4,1,3,"Fam205a1",0,0.338599,0.291329,0,36,18,0.209976,0.854900152289522
"FAM205A",0.062906,0.010527,0.029793,0.0344086666666667,4,1,3,"Fam205a4",1.615319,1.179193,0,45,125,0,0.931504,0.535545702554417
"FAM205C",0,0,0,0,0,0,0,"Fam205c",1.772277,2.225101,2.742557,7,37,24,2.246645,0.308010269062371
"FAM207A",8.372555,7.315633,10.213006,8.63373133333333,55,109,130,"Fam207a",14.434391,11.551459,11.035505,154,540,324,12.3404516666667,0.722144315203721
"FAM209A",0,0,0.128961,0.042987,0,0,1,"Fam209",0,0,0,0,0,0,0,1.042987
"FAM209B",0.391164,0.481073,0.693707,0.521981333333333,3,5,8,"Fam209",0,0,0,0,0,0,0,1.52198133333333
"FAM20A",0.550484,0.150545,0.34313,0.348053,23,7,15,"Fam20a",7.424994,8.544217,7.703714,80,348,202,7.890975,0.151620379092282
"FAM20B",13.005269,9.868209,9.474348,10.7826086666667,1276,1317,1341,"Fam20b",23.491278,23.486694,22.839344,705,2613,1467,23.2724386666667,0.485431597066829
"FAM20C",37.408412,38.076533,37.842455,37.7758,634,815,947,"Fam20c",26.630499,21.853726,20.201783,242,812,448,22.895336,1.62273508102167
"FAM210A",6.323188,7.507022,7.014468,6.948226,219,285,352,"Fam210a",11.557885,7.499824,6.936223,435,1460,869,8.664644,0.822402356465484
"FAM210B",7.253724,4.124026,5.261581,5.54644366666667,326,243,326,"Fam210b",4.764707,5.092019,5.026267,115,463,259,4.96099766666667,1.09821275443098
"FAM214A",18.693254,14.558252,14.21094,15.8208153333333,461,547,476,"Fam214a",9.968926,13.30792,13.383374,239,1108,632,12.2200733333333,1.27236929094191
"FAM214B",29.292391,16.725921,16.680107,20.899473,1111,997,1079,"Fam214b",6.872852,19.984566,13.232272,119,692,340,13.36323,1.52468998964718
"FAM216A",51.033265,49.96887,54.748866,51.9170003333333,631,851,1043,"Fam216a",21.463374,22.617856,24.203871,177,694,421,22.7617003333333,2.22698710912958
"FAM216B",0.019374,0.042605,0.040309,0.034096,1,3,3,"Fam216b",0.768197,0.699406,0.393669,11,33,12,0.620424,0.638163838600268
"FAM217A",0.03436,0.025294,0.023904,0.0278526666666667,1,1,1,"Fam217a",0.623501,0.259911,0.208572,7,11,6,0.363994666666667,0.753560619982874
"FAM217B",7.167604,5.25546,5.526485,5.983183,335,449,456,"Fam217b",8.421378,14.216202,13.508191,260,1196,716,12.0485903333333,0.535167617467542
"FAM219A",56.985833,56.848773,58.109841,57.3148156666667,2993,4085,4819,"Fam219a",48.479606,57.70807,54.54231,751,3223,1649,53.576662,1.06849362950535
"FAM219B",117.492756,229.723254,137.757249,161.657753,1789,2703,2243,"Fam219b",8.86234,6.342973,7.740327,102,428,248,7.64854666666667,18.8075244626843
"FAM220A",14.538576,7.25573,3.316912,8.370406,366,58,23,"Fam220a",4.408597,3.344409,5.436844,11,30,39,4.39661666666667,1.73634826758741
"FAM220A",14.538576,7.25573,3.316912,8.370406,366,58,23,"Fam220a",4.408597,3.344409,5.436844,11,30,39,4.39661666666667,1.73634826758741
"FAM221A",9.141391,12.456819,10.923796,10.8406686666667,152,246,234,"Fam221a",1.366603,0.671555,1.701303,3,19,11,1.246487,5.27074880320548
"FAM221B",0.651299,0.563295,0.371746,0.52878,9,12,6,"Fam221b",0.278695,0.423407,0.214601,5,35,7,0.305567666666667,1.17096956292065
"FAM222A",6.400932,4.832625,7.022566,6.08537433333333,287,308,510,"Fam222a",5.568964,5.168838,5.687494,113,373,237,5.47509866666667,1.0942496320262
"FAM222B",19.455331,19.879279,17.542866,18.9591586666667,880,1339,1434,"Fam222b",6.841274,8.901601,10.036864,150,735,463,8.59324633333333,2.08054270401827
"FAM227A",3.913649,1.932673,2.832133,2.89281833333333,286,383,337,"Fam227a",1.767126,3.250093,2.074566,28,146,70,2.36392833333333,1.157223920248
"FAM227B",2.657519,3.101801,1.004363,2.254561,26,32,11,"Fam227b",0.304565,0.327184,0.192568,3,13,4,0.274772333333333,2.55305274118228
"FAM228A",1.324092,1.586737,1.346396,1.419075,23,31,26,"Fam228a",0.516381,0.330687,0.142586,4,15,6,0.329884666666667,1.81901112226775
"FAM228B",23.500377,23.495286,16.307172,21.100945,239,299,210,"Fam228b",19.17728,21.17313,42.32474,24,64,31,27.5583833333333,0.773886418640644
"FAM229A",2.808074,4.141856,3.777324,3.57575133333333,61,112,81,"Fam229a",0,0.285916,0.247594,0,2,1,0.177836666666667,3.88487764291031
"FAM229B",36.470106,39.992539,40.038632,38.833759,273,402,422,"Fam229b",9.45517,5.836544,7.840734,33,89,62,7.710816,4.57290786534809
"FAM234A",41.113953,30.9064,33.797178,35.2725103333333,790,927,1005,"Fam234a",33.62109,21.628322,27.216515,163,648,368,27.4886423333333,1.27322706041672
"FAM234B",18.068383,18.183049,18.318472,18.189968,1360,1894,1949,"Fam234b",66.8575,59.747749,64.91662,1048,4190,2434,63.840623,0.295955947246219
"FAM236A",0.993636,1.204099,0.68737,0.961701666666667,3,5,3,"Gm9112",0,0,0,0,0,0,0,1.96170166666667
"FAM236B",0,0,0,0,0,0,0,"Gm9112",0,0,0,0,0,0,0,1
"FAM236C",0,0,0,0,0,0,0,"Gm9112",0,0,0,0,0,0,0,1
"FAM236D",0,0,0,0,0,0,0,"Gm9112",0,0,0,0,0,0,0,1
"FAM237A",0.169147,7.735309,3.634208,3.84622133333333,2,2,4,"Gm39653",0,0.043239,0.228876,0,1,3,0.090705,4.44320080437271
"FAM237B",0.017515,0.038895,0.025195,0.0272016666666667,1,3,2,"Gm8773",0,0.150492,0,0,4,0,0.050164,0.978134526289862
"FAM240A",0.080688,0,0,0.026896,2,0,0,"Fam240a",0,0,0,0,0,0,0,1.026896
"FAM241A",1.745425,1.054478,1.101276,1.300393,251,205,223,"Fam241a",1.470527,1.102188,0.96624,15,39,21,1.17965166666667,1.05539478402895
"FAM243A",2.58348,2.696024,1.331806,2.20377,31,44,23,"Fam243",0,0,0,0,0,0,0,3.20377
"FAM243B",0.39015,0.343313,0.37677,0.370077666666667,10,12,14,"Fam243",0,0,0,0,0,0,0,1.37007766666667
"FAM25A",0,0,0,0,0,0,0,"Fam25c",0,0,0,0,0,0,0,1
"FAM25C",0,0,0,0,0,0,0,"Fam25c",0,0,0,0,0,0,0,1
"FAM25G",0,0.340354,0,0.113451333333333,0,1,0,"Fam25c",0,0,0,0,0,0,0,1.11345133333333
"FAM32A",53.36503,61.601692,55.061787,56.6761696666667,1044,1634,1570,"Fam32a",25.245218,24.943514,23.517886,422,1592,844,24.5688726666667,2.25571813112657
"FAM3A",19.018363,17.773244,19.771233,18.85428,348,381,460,"Fam3a",8.214168,9.939621,11.896279,46,296,178,10.0166893333333,1.80220022542768
"FAM3B",0.284828,0.126351,0.157493,0.189557333333333,5,5,5,"Fam3b",0,0,0,0,0,0,0,1.18955733333333
"FAM3C",45.477062,45.404443,40.282492,43.7213323333333,1303,1857,1744,"Fam3c",13.69843,15.326938,15.647106,205,766,432,14.8908246666667,2.81428643707478
"FAM3D",0,0,0,0,0,0,0,"Oit1",0,0.036201,0,0,1,0,0.012067,0.988076876333286
"FAM43A",4.341214,0.326219,1.921323,2.196252,200,21,142,"Fam43a",4.619861,3.849983,3.81373,96,293,164,4.09452466666667,0.627389640669126
"FAM43B",5.213144,2.809357,4.278241,4.10024733333333,156,119,229,"Fam43b",4.28834,4.33457,4.413353,65,222,130,4.345421,0.954133890171295
"FAM47E",3.973004,2.117985,3.062081,3.05102333333333,138,131,158,"Fam47e",0.125488,0.581337,0.484464,1,10,5,0.397096333333333,2.89960200787872
"FAM50A",117.95556,81.312202,77.11921,92.1289906666667,821,939,1067,"Fam50a",7.353914,14.4943,15.293629,63,405,234,12.3806143333333,6.95999364055108
"FAM50B",1.272478,1.2637,1.131296,1.22249133333333,31,44,41,"Fam50b",0,0,0,0,0,0,0,2.22249133333333
"FAM53A",0.035059,0.403247,0.362722,0.267009333333333,1,6,7,"Fam53a",8.494149,7.051717,8.243741,83,320,189,7.929869,0.141884425553536
"FAM53B",4.238378,4.698804,3.741397,4.226193,399,611,523,"Fam53b",14.733738,11.812769,14.908994,257,1232,718,13.8185003333333,0.352680290342471
"FAM53C",14.185685,15.352812,11.489308,13.675935,824,1249,1051,"Fam53c",8.990562,11.204104,11.039344,260,1220,682,10.4113366666667,1.28608378042771
"FAM71A",0,0,0.019197,0.006399,0,0,1,"Fam71a",0,0,0,0,0,0,0,1.006399
"FAM71B",0,0,0,0,0,0,0,"Fam71b",0,0,0,0,0,0,0,1
"FAM71D",0.031147,0.817543,0.097347,0.315345666666667,1,8,3,"Fam71d",0,0.199955,0,0,2,0,0.0666516666666667,1.23315390372677
"FAM71E1",13.558521,11.895565,18.718184,14.72409,85,110,191,"Fam71e1",11.822029,22.464665,10.349291,11,58,27,14.8786616666667,0.990265447434329
"FAM71E2",0,0.014152,0,0.00471733333333333,0,1,0,"Fam71e2",0,0,0,0,0,0,0,1.00471733333333
"FAM71F1",0.042489,0.063664,0.029955,0.0453693333333333,1,2,1,"Fam71f1",0,0,0,0,0,0,0,1.04536933333333
"FAM71F2",2.085996,2.751953,2.022058,2.286669,77,107,71,"Fam71f2",0,0.454494,0,0,7,0,0.151498,2.85425506600967
"FAM72A",1.20968,0.493144,0,0.567608,10,8,0,"Fam72a",0.564808,0.956291,0.506177,8,50,15,0.675758666666667,0.935461669500541
"FAM72B",0.957353,0.727097,1.612372,1.09894066666667,11,15,16,"Fam72a",0.564808,0.956291,0.506177,8,50,15,0.675758666666667,1.25253158967202
"FAM72C",0,0.078697,0.349961,0.142886,0,4,13,"Fam72a",0.564808,0.956291,0.506177,8,50,15,0.675758666666667,0.682011093085003
"FAM72D",0.164962,0.128265,0,0.0977423333333333,6,6,0,"Fam72a",0.564808,0.956291,0.506177,8,50,15,0.675758666666667,0.655071852032791
"FAM76A",3.681381,2.303989,2.089659,2.69167633333333,125,148,131,"Fam76a",9.603877,17.181634,15.626239,194,844,474,14.13725,0.243880251256558
"FAM76B",12.452218,13.277255,13.498868,13.0761136666667,270,408,349,"Fam76b",3.854439,6.609226,7.157596,84,390,223,5.87375366666667,2.04780595134313
"FAM78A",0.666929,0.32851,0.291508,0.428982333333333,25,29,19,"Fam78a",1.517081,2.197571,1.768253,34,168,101,1.827635,0.505363080218392
"FAM78B",6.411122,11.374867,13.634371,10.4734533333333,429,1054,1315,"Fam78b",7.65668,7.985226,8.517142,188,807,494,8.053016,1.26736253789161
"FAM81A",8.63647,4.939717,5.184451,6.253546,186,97,153,"Fam81a",8.531727,6.971318,6.491827,143,571,306,7.331624,0.870604098312646
"FAM81B",0.920131,0.138117,0.258278,0.438842,5,1,2,"Fam81b",0,0.282262,0.248806,0,8,7,0.177022666666667,1.22244204869462
"FAM83A",0.035255,0,0.039253,0.024836,3,0,5,"Fam83a",0.052121,0.038394,0.22375,1,1,2,0.104755,0.92765907373128
"FAM83B",0.074005,0.063723,0.028449,0.0553923333333333,8,9,4,"Fam83b",0.038592,0.041333,0,1,4,0,0.0266416666666667,1.02800457803356
"FAM83C",0.020289,0,0.013558,0.0112823333333333,1,0,1,"Fam83c",0.037153,0.058722,0.173448,1,6,10,0.0897743333333333,0.927974079037158
"FAM83D",0.286489,0.229642,0.190799,0.235643333333333,10,11,10,"Fam83d",0.417781,0.47092,0.466499,6,27,15,0.451733333333333,0.851150349008082
"FAM83E",0.038423,0.109878,0.220508,0.122936333333333,1,4,3,"Fam83e",0,0.147268,0,0,4,0,0.0490893333333333,1.07039152687347
"FAM83F",0.050516,0.063318,0.093825,0.0692196666666667,13,23,17,"Fam83f",0.050314,0.053473,0.141925,1,4,6,0.081904,0.988275916039377
