"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"ACOT8",21.302306,21.395702,21.651743,21.449917,347,511,489,"Acot8",8.592737,6.335262,7.813267,92,79,179,7.580422,2.61641175690426
"ACOT9",15.355328,9.120068,8.944808,11.140068,361,377,386,"Acot9",7.906744,9.434484,8.697412,173,191,328,8.67954666666667,1.25419799274346
"ACOT9",15.355328,9.120068,8.944808,11.140068,361,377,386,"Acot10",0.357201,0,0.059722,7,0,2,0.138974333333333,10.6587722345514
"ACOX1",32.7541,26.088828,22.676301,27.1730763333333,735,866,739,"Acox1",42.462694,49.530815,42.902378,2083,2319,3937,44.9652956666667,0.612920594216128
"ACOX2",0.363302,0.170177,0,0.177826333333333,2,1,0,"Acox2",0.34875,0,0.118511,1,0,2,0.155753666666667,1.01909807193632
"ACOX3",12.315552,13.017171,11.277513,12.203412,264,352,310,"Acox3",9.86655,14.350914,13.065142,304,335,636,12.4275353333333,0.983308676702793
"ACOXL",0.066887,0.263478,0.058643,0.129669333333333,2,6,3,"Acoxl",0.051151,0.052153,0,1,1,0,0.0344346666666667,1.09206445775213
"ACP1",61.38661,54.776346,47.901782,54.688246,891,1273,1150,"Acp1",35.477273,40.812405,33.525439,463,546,899,36.605039,1.4808719118733
"ACP2",93.073029,93.19527,67.827959,84.6987526666667,600,764,662,"Acp2",14.524213,21.164139,23.563349,907,1033,1751,19.750567,4.12994751741804
"ACP3",0.058078,0.051093,0.026328,0.0451663333333333,2,3,1,"Acpp",0.01587,0.048691,0.033341,1,3,4,0.032634,1.01213627803591
"ACP4",0.222704,0.198325,0.140824,0.187284333333333,4,5,4,"Acp4",0,0.057198,0,0,1,0,0.019066,1.1650710879701
"ACP5",5.678997,0.947109,4.648666,3.75825733333333,17,15,26,"Acp5",0.06068,0,0.126958,1,0,4,0.062546,4.47816596489313
"ACP6",7.807588,6.333138,5.476793,6.539173,192,222,243,"Acp6",8.264773,7.340749,10.902368,110,97,263,8.83596333333333,0.76649055557683
"ACR",0.12567,0.035491,0.308103,0.156421333333333,1,1,3,"Acr",0.807444,0.628591,0.846833,11,11,18,0.760956,0.65670086778621
"ACRBP",0.628518,0.288323,1.583194,0.833345,6,4,18,"Acrbp",4.10962,2.495291,4.514207,43,31,95,3.70637266666667,0.389545225133751
"ACRV1",0.438865,0.108582,0.152571,0.233339333333333,4,3,4,"Acrv1",0.089446,0.045734,0.046779,4,2,4,0.060653,1.16281133729253
"ACSBG1",0.55242,0.59011,0.153687,0.432072333333333,22,36,23,"Acsbg1",60.868711,58.496547,48.444874,1528,1492,2526,55.9367106666667,0.0251520032781194
"ACSBG2",0.197015,0.231607,0.314471,0.247697666666667,2,4,3,"Acsbg2",0.061179,0.028799,0.035622,2,1,2,0.0418666666666667,1.19755982851293
"ACSF2",3.790468,0.103387,0.401622,1.43182566666667,28,1,5,"Acsf2",11.545947,8.756051,7.874134,174,149,316,9.392044,0.234008407457346
"ACSF3",15.936521,17.370704,11.494527,14.9339173333333,269,384,286,"Acsf3",3.915831,4.53771,4.775548,115,130,272,4.40969633333333,2.94543655531127
"ACSL1",66.084552,37.18949,48.558232,50.610758,814,835,908,"Acsl1",26.783503,29.664263,24.04514,610,606,1123,26.8309686666667,1.85443627989185
"ACSL3",73.488712,65.270923,63.439938,67.3998576666667,2253,3100,3088,"Acsl3",137.743645,126.020907,116.28694,2455,1981,3863,126.683830666667,0.535697098916404
"ACSL4",54.339586,41.762906,53.930897,50.0111296666667,3694,4075,4130,"Acsl4",42.27799,43.593616,27.973049,1208,1128,2020,37.9482183333333,1.30971664044025
"ACSL5",0.142479,0.46299,0.406441,0.337303333333333,6,13,6,"Acsl5",75.63154,74.775796,56.525036,748,800,1379,68.9774573333333,0.0191104876383715
"ACSL6",11.708049,13.623248,10.446289,11.925862,765,1133,1069,"Acsl6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.163297456639173
"ACSM1",0,0,0,0,0,0,0,"Acsm1",0,0,0,0,0,0,0,1
"ACSM2A",2.512588,2.655216,3.553189,2.90699766666667,9,16,15,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,3.74361626968107
"ACSM2B",0.796975,0.262418,0.897249,0.652214,9,2,14,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,1.58312232028332
"ACSM3",3.872745,2.186119,2.135456,2.73144,48,24,27,"Acsm3",0.282797,5.148762,2.552905,4,5,7,2.661488,1.01910480110818
"ACSM4",0.061611,0.022679,0,0.0280966666666667,2,1,0,"Acsm4",0,0,0.018442,0,0,1,0.00614733333333333,1.02181522785596
"ACSM5",0.022484,0.016566,0,0.0130166666666667,1,1,0,"Acsm5",0.163657,0.030481,0.29587,6,1,12,0.163336,0.870785969545055
"ACSS1",0.353285,0.35178,0.113193,0.272752666666667,16,26,8,"Acss1",6.028145,10.007418,9.563296,250,241,508,8.532953,0.133510850904926
"ACSS2",146.808707,110.205765,81.323006,112.779159333333,912,903,911,"Acss2",18.71586,17.12475,17.603764,521,478,980,17.8147913333333,6.0473250708742
"ACSS3",0.364544,0.348917,0.164893,0.292784666666667,30,34,21,"Acss3",0.270661,0.365425,0.567388,7,19,39,0.401158,0.92265445200803
"ACTA1",4.15909,2.452237,3.446297,3.35254133333333,90,68,106,"Acta1",2.92908,4.247516,2.921494,52,74,99,3.36603,0.996910541918707
"ACTA2",8.348186,2.056176,1.61452,4.006294,137,28,26,"Acta2",9.888823,10.858859,14.812093,171,196,448,11.8532583333333,0.389496100534819
"ACTB",1765.679464,2247.587352,2160.56381,2057.943542,20610,36378,39169,"Actb",1338.442156,1336.811776,1222.922158,6581,7424,12805,1299.39203,1.58332525461572
"ACTBL2",0.117374,0,0,0.0391246666666667,5,0,0,"Actbl2",0.026725,0,0,1,0,0,0.00890833333333333,1.02994953291098
"ACTC1",1.111111,1.335114,1.670489,1.372238,22,24,38,"Actc1",0.054823,0,0.057199,1,0,2,0.0373406666666667,2.28684565854612
"ACTG1",1443.150928,1808.077082,1625.665986,1625.631332,28017,45544,48114,"Actg1",533.854181,697.997865,581.991909,8440,9587,17032,604.614651666667,2.68591806278707
"ACTG2",2.589937,0.036068,0,0.875335,57,1,0,"Actg2",0.143131,0.14681,0.401161,1,2,5,0.230367333333333,1.52420740472629
"ACTL10",0.26036,0.131968,0.19882,0.197049333333333,7,5,9,"Actl10",0.952299,0.600651,0.862865,17,11,31,0.805271666666667,0.663085426662469
"ACTL6A",59.834895,86.693273,51.995615,66.1745943333333,108,173,115,"Actl6a",7.557008,12.276269,9.663815,94,111,225,9.832364,6.20128665666454
"ACTL6B",142.900347,135.126617,106.324192,128.117052,688,989,886,"Actl6b",35.86115,41.196074,36.374725,535,582,1108,37.8106496666667,3.32684593298357
"ACTL7A",0,0.033462,0,0.011154,0,1,0,"Actl7a",0,0.053803,0,0,1,0,0.0179343333333333,0.99333912501887
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0,0,0,0,0,0,0,1
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.059117,0,0.031171,1,0,1,0.030096,0.97078330563365
"ACTN1",60.429453,20.280129,28.820641,36.5100743333333,1218,642,688,"Actn1",33.864388,28.934032,31.956368,1209,985,2176,31.5849293333333,1.15114794172537
"ACTN2",14.750099,6.175347,6.173399,9.03294833333333,325,140,165,"Actn2",14.886157,16.737765,16.669772,268,326,649,16.097898,0.586794255839714
"ACTN3",0.021642,0.01576,0.04478,0.027394,1,1,3,"Actn3",0.366027,0.186996,0.388485,9,5,19,0.313836,0.781980399380136
"ACTR10",157.59723,204.668492,146.120837,169.462186333333,1359,2145,1819,"Actr10",84.074177,92.426345,91.04317,1205,1246,2205,89.1812306666667,1.89021800959233
"ACTR1A",121.577592,133.893846,110.388319,121.953252333333,3612,4992,4748,"Actr1a",61.70184,72.684492,56.340866,1804,1946,3202,63.5757326666667,1.90401637358116
"ACTR1B",35.74644,38.012808,33.295135,35.6847943333333,1025,1582,1445,"Actr1b",122.146702,131.986356,134.627942,2618,2671,4864,129.587,0.280922253618916
"ACTR2",90.042114,90.869445,84.111564,88.341041,4966,6866,6444,"Actr2",82.532384,89.852759,78.117374,4076,4260,7172,83.500839,1.05727992830935
"ACTR3",90.295305,79.77323,77.820988,82.629841,2346,3037,2842,"Actr3",100.782284,100.575295,99.81557,2076,2089,3710,100.391049666667,0.824824688914274
"ACTR3B",17.121055,10.72034,9.94134,12.594245,310,443,425,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.334580026610044
"ACTR3C",2.335739,0.036714,0.337758,0.903403666666667,15,4,5,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.046846356634222
"ACTR5",2.258189,2.089738,1.574489,1.97413866666667,87,110,90,"Actr5",3.346304,4.096994,3.535604,57,52,114,3.659634,0.638277312481338
"ACTR8",16.878315,19.754835,16.982766,17.871972,349,559,466,"Actr8",25.990056,22.990452,25.147238,455,467,887,24.7092486666667,0.734053812489218
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.932933,1.298673,1.10969,1.44709866666667,47,43,39,"Actrt3",0.35505,0.280845,0.226752,9,7,11,0.287549,1.90058682556288
"ACVR1",10.293467,6.920874,8.64507,8.61980366666667,387,394,432,"Acvr1",8.108536,7.904635,7.087214,302,294,527,7.70012833333333,1.10570824913119
"ACVR1B",48.344712,56.21844,50.405514,51.656222,1934,3134,2948,"Acvr1b",22.098817,24.174792,22.678394,1369,1472,2693,22.984001,2.19547280706001
"ACVR1C",0.085592,0.01581,0.078937,0.060113,12,3,11,"Acvr1c",4.522133,4.713695,3.983638,581,544,966,4.40648866666667,0.196081609591832
"ACVR2A",21.953394,22.142775,18.03743,20.7111996666667,1579,2187,1704,"Acvr2a",10.208157,11.71447,10.380043,641,648,1136,10.7675566666667,1.84500489623023
"ACVR2B",5.621371,6.286207,4.135278,5.34761866666667,1079,1653,1157,"Acvr2b",2.233509,2.60413,3.419332,66,52,137,2.75232366666667,1.69165008953119
"ACVRL1",0.977561,0.665953,0.737498,0.793670666666667,19,12,30,"Acvrl1",28.495335,18.946416,20.66065,237,213,454,22.7008003333333,0.0756797509552455
"ACY1",11.585949,14.971368,6.534318,11.030545,94,148,90,"Acy1",9.571324,11.354607,9.093965,86,100,183,10.006632,1.09302691322832
"ACY3",0,0.060569,0.057567,0.0393786666666667,0,1,1,"Acy3",1.109291,1.666564,0.839006,10,23,24,1.20495366666667,0.471383450083078
"ACYP2",18.41451,13.003516,14.903801,15.440609,192,190,228,"Acyp2",15.543694,11.705775,12.407704,133,94,194,13.2190576666667,1.15623759220987
"ADA",2.258658,0.858817,1.431334,1.51626966666667,50,22,40,"Ada",0.649475,0.560006,0.317154,14,8,13,0.508878333333333,1.66764252032691
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0.178842,0.074922,0.070358,0.108040666666667,7,4,2,"Adad2",0,0,0.042343,0,0,2,0.0141143333333333,1.09261907681021
"ADAL",8.23178,6.902908,8.197069,7.77725233333333,203,306,300,"Adal",7.830871,6.978128,7.524622,200,170,354,7.44454033333333,1.03939965786967
"ADAM10",48.401335,37.964021,33.127324,39.8308933333333,1280,1456,1284,"Adam10",16.60468,18.415744,16.296354,1050,1158,2005,17.1055926666667,2.2551536470002
"ADAM11",12.135299,18.856095,12.260095,14.417163,544,1288,1005,"Adam11",31.053563,30.269436,31.879236,994,1157,2081,31.0674116666667,0.480773539201038
"ADAM12",5.204425,0.663844,0.321587,2.06328533333333,342,35,34,"Adam12",1.197992,0.537611,0.889221,69,50,141,0.874941333333333,1.63380329766762
"ADAM15",18.325861,18.913974,21.753602,19.664479,250,395,414,"Adam15",42.157036,42.000058,53.519479,670,676,1402,45.892191,0.440680602874794
"ADAM17",9.314443,10.543808,8.210981,9.35641066666667,495,521,480,"Adam17",9.399549,5.108095,9.676901,221,176,382,8.061515,1.14290057089423
"ADAM2",0,0,0,0,0,0,0,"Adam2",0,0,0.089934,0,0,3,0.029978,0.970894523960706
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam20",0,0,0,0,0,0,0,1.081825
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam39",0,0,0,0,0,0,0,1.081825
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam25",0,0,0,0,0,0,0,1.081825
"ADAM21",0.189499,0.210079,0.228701,0.209426333333333,8,12,14,"Adam21",0.20328,0.155304,0.265859,8,6,20,0.208147666666667,1.0010583695205
"ADAM22",7.358498,6.092743,6.007486,6.48624233333333,912,1197,1183,"Adam22",40.637208,42.956179,45.10655,3088,3283,6181,42.899979,0.170529519691418
"ADAM23",27.791034,31.634925,27.866773,29.0975773333333,1328,1806,1813,"Adam23",50.975901,56.737387,44.313727,1885,2181,3830,50.6756716666667,0.582432242535277
"ADAM28",0.355878,0.070795,0.656699,0.361124,14,11,18,"Adam28",0.151852,0.079236,0.155724,2,3,8,0.128937333333333,1.20566833942953
"ADAM29",1.590352,2.275208,1.575598,1.81371933333333,35,73,69,"Adam29",0,0,0,0,0,0,0,2.81371933333333
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.444232,0.218073,0.256207,0.306170666666667,18,12,18,"Adam33",1.9498,1.41936,2.388925,45,38,86,1.91936166666667,0.447416529983438
"ADAM7",0.036155,0,0,0.0120516666666667,1,0,0,"Adam7",0,0.055535,0.057108,0,1,4,0.0375476666666667,0.975426671160168
"ADAM8",5.609723,5.136056,1.568834,4.104871,53,76,60,"Adam8",2.33144,1.427531,2.085774,34,21,57,1.94824833333333,1.73149288080097
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0,0,0,0,0,1
"ADAMTS1",55.689489,22.602635,30.236182,36.176102,2055,1298,1715,"Adamts1",1.475477,2.232718,1.469624,99,108,169,1.72593966666667,13.6379034556769
"ADAMTS10",48.620767,43.508264,28.643638,40.2575563333333,697,851,775,"Adamts10",4.931463,5.730022,9.436422,182,161,391,6.69930233333333,5.3586097216514
"ADAMTS12",2.080716,0.450845,0.431766,0.987775666666667,207,17,20,"Adamts12",0.016006,0.040975,0.022189,2,5,4,0.02639,1.93666702390579
"ADAMTS13",10.04404,9.219637,9.619661,9.62777933333333,335,425,492,"Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,5.13411768040114
"ADAMTS14",3.928993,0.380792,1.570922,1.96023566666667,344,46,203,"Adamts14",0.040442,0.085075,0.10705,2,6,15,0.0775223333333333,2.7472615416788
"ADAMTS15",1.427798,0.893566,0.827734,1.04969933333333,132,114,114,"Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,1.04549008032922
"ADAMTS16",1.432414,0.115256,0.125197,0.557622333333333,108,7,10,"Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,1.08710056699271
"ADAMTS17",1.976097,1.195484,3.145809,2.10579666666667,91,71,185,"Adamts17",2.804391,3.88959,7.425449,38,48,87,4.70647666666667,0.544258190839298
"ADAMTS18",1.366388,1.547924,0.38092,1.09841066666667,88,131,52,"Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,1.3425881415554
"ADAMTS19",0.03761,0.181964,0.167547,0.129040333333333,3,14,11,"Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,0.996871753366198
"ADAMTS2",3.004416,1.513027,3.126211,2.54788466666667,98,158,214,"Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,1.21512817541614
"ADAMTS20",0.066632,0.128782,0.303561,0.166325,4,9,23,"Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0.432548312493232
"ADAMTS3",0.622413,0.414049,0.789348,0.608603333333333,63,57,58,"Adamts3",6.061728,5.219906,4.794973,240,268,459,5.358869,0.252970038120511
"ADAMTS4",0.689029,0.211108,0.171046,0.357061,34,47,41,"Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,0.258172691313155
"ADAMTS5",1.658729,0.507028,0.635813,0.933856666666667,259,108,142,"Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,1.58549446525222
"ADAMTS6",0.575044,0.43741,0.797161,0.603205,53,69,78,"Adamts6",0.818037,0.747153,0.578188,59,59,115,0.714459333333333,0.935108210985076
"ADAMTS7",5.225607,7.926553,5.892613,6.34825766666667,332,721,451,"Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,6.11758341172912
"ADAMTS8",0.259596,0.126229,0.215574,0.200466333333333,11,8,14,"Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,0.754105504025254
"ADAMTS9",6.259008,1.208773,3.446049,3.63794333333333,369,89,262,"Adamts9",0.335946,0.307006,0.749196,28,33,57,0.464049333333333,3.16788732984408
"ADAMTSL1",0.534643,0.391798,0.357426,0.427955666666667,32,44,21,"Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,0.648767409662694
"ADAMTSL2",1.503801,0.858924,1.307203,1.22330933333333,88,71,118,"Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,0.302651244445473
"ADAMTSL3",1.141787,0.488298,0.557855,0.729313333333333,39,30,28,"Adamtsl3",0.361326,0.63423,0.567644,31,26,48,0.521066666666667,1.13690830995792
"ADAMTSL4",0.717708,0.666369,0.399532,0.594536333333333,29,32,22,"Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,0.160115417037854
"ADAMTSL5",2.484078,1.829524,1.172891,1.828831,13,13,16,"Adamtsl5",2.893487,6.386214,5.010418,44,58,129,4.763373,0.490829068325094
"ADAP1",53.265804,60.189014,55.280346,56.2450546666667,693,1149,1327,"Adap1",92.281867,92.647166,82.734768,1588,1710,3053,89.221267,0.634496239857357
"ADAP2",4.717453,6.427834,6.170847,5.77204466666667,45,56,89,"Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,2.18655580556012
"ADAR",93.089729,94.857624,66.868309,84.938554,4291,5755,4863,"Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,2.37310942875013
"ADARB1",34.100105,17.143214,24.363699,25.2023393333333,847,781,869,"Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,0.799739560492409
"ADARB2",0.753625,0.498108,0.982045,0.744592666666667,57,72,104,"Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,0.319522680998137
"ADAT1",56.120434,59.301982,46.931663,54.1180263333333,592,751,637,"Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,19.6214755341603
"ADAT2",1.034206,0.933793,1.210028,1.05934233333333,88,111,154,"Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,0.621951927896576
"ADAT3",0.640923,0.544088,0.678522,0.621177666666667,10,12,22,"Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,1.05974447333988
"ADCK1",5.533056,5.09672,4.52841,5.05272866666667,112,153,134,"Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,0.527546917435308
"ADCK2",18.274489,18.137657,20.53215,18.981432,419,534,646,"Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,1.12528932026602
"ADCK5",4.64823,6.892405,2.963806,4.83481366666667,75,109,110,"Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,0.184288140977887
"ADCY1",7.782219,24.050607,11.111329,14.3147183333333,1642,6944,3355,"Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,0.26200575265609
"ADCY10",0.05134,0.113811,0.077332,0.0808276666666667,4,3,9,"Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.853313967763643
"ADCY2",72.342279,68.200436,73.510891,71.351202,1798,2338,2855,"Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,2.26920233923118
"ADCY3",32.320064,33.406767,28.267331,31.3313873333333,529,729,649,"Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,1.77933961833913
"ADCY4",0.230327,0.319736,0.365302,0.305121666666667,2,11,8,"Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,0.207215924850769
"ADCY5",26.717633,28.211033,23.810448,26.2463713333333,1319,1647,1608,"Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,0.442501505774672
"ADCY6",34.684876,31.848539,24.33093,30.288115,1468,2087,1784,"Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,1.09625276199462
"ADCY7",12.07316,11.612199,12.140766,11.9420416666667,1038,1272,1488,"Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,5.87639881104183
"ADCY8",18.344465,20.437146,13.60388,17.4618303333333,987,1474,1224,"Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,5.93712301050256
"ADCY9",5.484777,5.057732,4.294656,4.94572166666667,500,681,550,"Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,0.493760343729536
"ADCYAP1",23.761483,14.864341,12.375151,17.000325,871,688,393,"Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,0.966495516526149
"ADCYAP1R1",9.448235,5.412402,8.491945,7.784194,738,700,1206,"Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,0.327018316269613
"ADD1",154.741787,190.237059,146.304246,163.761030666667,4090,5785,4997,"Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,0.707117606482933
"ADD2",44.498774,62.72364,41.285624,49.5026793333333,5346,8854,7243,"Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,1.29384733848629
"ADD3",60.690166,38.499272,41.292527,46.8273216666667,654,511,502,"Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,1.87039850205397
"ADGB",0.232085,0.088882,0.281014,0.200660333333333,13,13,13,"Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,1.0501524799123
"ADGRA1",7.07337,6.258642,5.991872,6.44129466666667,416,515,542,"Adgra1",16.117526,15.757137,15.399882,546,598,1091,15.7581816666667,0.444039503490285
"ADGRA2",2.491863,0.646435,0.510239,1.216179,192,64,85,"Adgra2",4.229836,2.944187,3.342683,176,173,383,3.50556866666667,0.491875535356025
"ADGRA3",21.529329,33.751969,18.355146,24.5454813333333,415,584,415,"Adgra3",19.324673,31.138297,67.324469,187,209,384,39.2624796666667,0.634473622708401
"ADGRB1",13.774813,14.63682,18.093358,15.5016636666667,608,729,905,"Adgrb1",122.866532,112.035103,117.933367,3167,3286,7153,117.611667333333,0.139123444073104
"ADGRB2",32.053266,29.109362,31.28533,30.815986,1563,1909,2559,"Adgrb2",194.492658,250.351565,234.942248,3245,3697,7454,226.595490333333,0.139791812014389
"ADGRB3",9.524438,5.772536,4.978414,6.75846266666667,321,318,264,"Adgrb3",20.245668,23.942509,19.852774,1162,1292,2048,21.3469836666667,0.347181650212569
"ADGRD1",1.832749,0.066885,0.16873,0.689454666666667,33,6,16,"Adgrd1",1.023258,0.817564,0.736087,74,59,102,0.858969666666667,0.908812390519551
"ADGRE1",0.180927,0.132124,0,0.104350333333333,1,1,0,"Adgre1",4.200189,2.238701,5.171521,72,68,144,3.870137,0.226759603135052
"ADGRE5",0.630166,0.353481,0.58142,0.521689,12,7,11,"Adgre5",6.255284,6.764807,5.11938,132,118,242,6.04649033333333,0.215949916627526
