"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ZAN",0,0,0,0,0,0,0,"Zan",0.172047,0.262721,0.070931,45,41,4,0.168566333333333,0.855749452534288
"ZAP70",0.335219,0.194458,0.27466,0.268112333333333,5,4,3,"Zap70",0.269577,0.647945,0.419599,5,18,5,0.445707,0.877157220192842
"ZAR1",0.076624,0,0.036511,0.0377116666666667,1,0,1,"Zar1",0.42555,0.526815,1.096462,13,15,10,0.682942333333333,0.616605599676915
"ZAR1L",0.071429,0.06549,0,0.0456396666666667,1,2,0,"Zar1l",0.066232,0.043913,0,1,1,0,0.036715,1.00860860184975
"ZBBX",1.255602,3.016865,2.606815,2.293094,58,60,64,"Zbbx",0.399442,0.066876,0,13,5,0,0.155439333333333,2.85007953684573
"ZBED3",3.702132,4.865438,3.071026,3.879532,230,418,331,"Zbed3",3.554843,2.472353,3.244126,108,136,39,3.09044066666667,1.19291108162592
"ZBED4",4.688503,6.805354,4.607027,5.36696133333333,539,1067,764,"Zbed4",1.764528,1.476829,1.421596,192,267,54,1.55431766666667,2.4926270590463
"ZBED9",3.509095,3.159797,2.547195,3.072029,245,401,319,"Zbed5",2.436925,2.281473,2.872569,128,166,47,2.53032233333333,1.15344396786431
"ZBP1",2.843863,0.888449,0.824857,1.51905633333333,13,10,8,"Zbp1",0.122069,0.113964,0.30795,5,2,4,0.181327666666667,2.13239425809887
"ZBTB1",10.630759,7.264872,8.341566,8.74573233333333,432,429,533,"Zbtb1",1.73981,1.540356,1.373424,445,603,109,1.55119666666667,3.82006313377121
"ZBTB10",3.690597,3.455306,2.820852,3.32225166666667,589,745,598,"Zbtb10",1.201429,1.109449,0.837622,173,248,37,1.0495,2.10892982028137
"ZBTB11",3.409543,3.74919,3.314529,3.49108733333333,307,398,381,"Zbtb11",10.647282,7.220144,7.482193,989,1030,199,8.449873,0.475253723868388
"ZBTB12",6.545303,8.328248,5.416298,6.763283,186,329,236,"Zbtb12",1.391661,1.810907,0.958757,51,101,11,1.38710833333333,3.25217037349932
"ZBTB14",4.461374,5.997498,4.090747,4.849873,142,209,181,"Zbtb14",4.767071,3.764281,4.34867,379,470,108,4.29334066666667,1.10513820446848
"ZBTB16",1.245656,0.624286,0.490549,0.786830333333333,126,82,57,"Zbtb16",5.978929,5.359035,2.079463,633,839,75,4.47247566666667,0.326512248234757
"ZBTB17",19.893985,27.983661,20.391283,22.7563096666667,269,500,410,"Zbtb17",8.679751,7.01805,11.047267,313,398,121,8.91502266666667,2.3959914631898
"ZBTB18",5.110998,3.760273,3.321389,4.06422,306,307,281,"Zbtb18",53.403926,35.067568,17.992037,1215,1701,348,35.4878436666667,0.13879197812466
"ZBTB2",1.399664,1.549281,1.628993,1.52597933333333,69,104,115,"Zbtb2",1.714477,1.763086,1.738696,134,201,39,1.738753,0.922310019681707
"ZBTB20",4.206111,0.738107,2.932627,2.625615,119,32,20,"Zbtb20",5.523994,5.335802,2.857201,2388,3649,377,4.57233233333333,0.650645866599127
"ZBTB21",2.008126,1.987713,1.685627,1.893822,179,303,258,"Zbtb21",7.061963,7.24194,8.851218,260,327,84,7.71837366666667,0.331922226626289
"ZBTB22",9.143033,8.259993,8.781605,8.72821033333333,365,463,538,"Zbtb22",5.953382,5.912392,5.476445,282,386,96,5.78073966666667,1.4346827649432
"ZBTB24",1.7032,1.564296,1.483756,1.58375066666667,151,188,186,"Zbtb24",4.40842,3.565243,3.682107,210,261,61,3.88525666666667,0.528887393838741
"ZBTB25",5.389764,2.92461,3.929997,4.081457,330,361,402,"Zbtb25",5.574563,5.081566,4.148498,168,223,49,4.93487566666667,0.856202772459092
"ZBTB26",4.247632,4.000194,3.002018,3.749948,297,391,308,"Zbtb26",2.521252,1.801406,1.55768,229,302,41,1.96011266666667,1.60465108422675
"ZBTB3",2.821347,3.260801,2.41234,2.831496,82,67,76,"Zbtb3",0.921751,0.917845,0.53437,38,57,7,0.791322,2.13892086403226
"ZBTB32",0.586268,0.429462,0.429957,0.481895666666667,2,2,4,"Zbtb32",0.641045,0.647505,1.196984,23,28,10,0.828511333333333,0.810438327426282
"ZBTB33",8.08648,8.598284,7.201733,7.96216566666667,688,993,865,"Zbtb33",4.641088,3.751234,3.424534,406,542,111,3.938952,1.81458853349186
"ZBTB34",3.601836,3.360509,3.183405,3.38191666666667,387,492,490,"Zbtb34",1.467593,1.313642,1.290653,213,222,56,1.357296,1.85887417900284
"ZBTB37",1.23869,1.189453,1.223156,1.21709966666667,377,498,556,"Zbtb37",3.373665,1.658889,2.380016,655,1034,134,2.47085666666667,0.638775921794523
"ZBTB38",20.793861,27.19527,21.167813,23.0523146666667,481,629,580,"Zbtb38",24.736291,5.893966,3.438232,831,1003,173,11.356163,1.94658444265155
"ZBTB39",2.961226,3.315845,2.395623,2.890898,308,469,360,"Zbtb39",1.464124,1.34033,1.393031,196,269,59,1.39916166666667,1.62177399466619
"ZBTB4",14.097223,12.308324,10.731737,12.3790946666667,1349,1624,1534,"Zbtb4",32.812072,22.989821,18.02207,2914,3677,852,24.6079876666667,0.522457869037555
"ZBTB40",3.502407,3.735008,2.455436,3.23095033333333,515,749,523,"Zbtb40",2.196208,2.388387,1.717292,313,320,71,2.100629,1.36454581742393
"ZBTB41",4.6417,2.529027,2.222579,3.131102,437,472,420,"Zbtb41",2.735244,2.889803,2.487285,452,684,112,2.70411066666667,1.1152749935837
"ZBTB42",0.364062,0.302628,0.348893,0.338527666666667,21,23,30,"Zbtb42",0.250623,0.719012,0.574723,19,26,6,0.514786,0.883641429658491
"ZBTB43",20.56393,33.089933,49.552311,34.402058,319,465,393,"Zbtb43",5.252138,5.337489,3.099535,417,491,108,4.563054,6.36378111735029
"ZBTB44",3.017105,2.50273,2.251683,2.590506,386,445,361,"Zbtb44",2.273631,2.223646,1.844264,365,487,90,2.113847,1.15307720642665
"ZBTB45",6.175551,9.43694,7.918468,7.843653,193,325,336,"Zbtb45",4.797427,5.642896,5.913129,259,316,90,5.45115066666667,1.37086443286707
"ZBTB46",6.201096,7.180818,5.922888,6.434934,472,800,679,"Zbtb46",1.568631,1.322215,1.319041,138,166,36,1.40329566666667,3.0936409960378
"ZBTB47",5.409623,6.432179,6.144741,5.99551433333333,401,689,659,"Zfp651",22.835096,19.820756,24.26076,1126,1480,377,22.3055373333333,0.300165331237732
"ZBTB48",12.522455,13.541896,8.516725,11.5270253333333,180,262,197,"Zbtb48",10.072985,7.634506,4.588204,128,136,32,7.43189833333333,1.48567082264393
"ZBTB49",3.874388,3.546079,2.316133,3.24553333333333,72,122,81,"Zbtb49",6.290399,4.123023,4.610155,171,194,39,5.007859,0.70666327777222
"ZBTB5",9.354033,8.324557,7.092426,8.25700533333333,715,866,783,"Zbtb5",2.144169,2.021884,1.866562,200,283,56,2.01087166666667,3.07452670129304
"ZBTB6",4.269102,4.11116,3.062125,3.814129,277,362,277,"Zbtb6",2.041827,1.59625,1.488891,188,229,41,1.70898933333333,1.77709411431176
"ZBTB7A",2.023135,1.858315,2.538109,2.139853,201,256,305,"Zbtb7a",15.454588,11.611579,9.268573,1703,2116,382,12.11158,0.239471749400149
"ZBTB7B",10.657254,0.753301,7.215445,6.20866666666667,72,58,97,"Zbtb7b",19.716729,19.319704,12.943773,493,723,166,17.3267353333333,0.39334156005163
"ZBTB7C",7.307577,2.320228,2.176093,3.93463266666667,401,251,216,"Zbtb7c",0.522189,0.559366,0.473433,52,80,15,0.518329333333333,3.2500410538952
"ZBTB8A",3.401068,3.007479,2.674614,3.02772033333333,298,394,345,"Zbtb8a",0.897788,0.781155,1.065729,44,57,16,0.914890666666667,2.1033683037082
"ZBTB8B",1.838023,1.824356,1.445848,1.70274233333333,396,535,448,"Zbtb8b",1.156462,0.996895,1.146601,77,74,26,1.099986,1.28702873892175
"ZBTB8OS",37.413568,39.365922,32.322075,36.3671883333333,203,319,297,"Zbtb8os",22.473396,19.239015,22.403198,316,405,105,21.3718696666667,1.67027561353127
"ZBTB9",6.423648,7.813542,4.912864,6.38335133333333,180,230,228,"Zbtb9",1.560021,1.924496,2.220935,101,177,46,1.90181733333333,2.54438873478367
"ZC2HC1A",42.204502,55.449805,42.369768,46.6746916666667,949,1474,1172,"Zc2hc1a",19.342401,15.156746,14.782028,737,1083,209,16.4270583333333,2.73567063096803
"ZC2HC1B",0,0.062061,0.119433,0.060498,0,1,2,"Zc2hc1b",0,0,0,0,0,0,0,1.060498
"ZC2HC1C",2.07492,1.69958,1.930179,1.90155966666667,77,73,100,"Zc2hc1c",1.779032,1.057024,2.770478,64,62,28,1.86884466666667,1.01140354525992
"ZC3H11A",23.616973,22.720166,21.518479,22.6185393333333,1688,2207,2038,"Zc3h11a",54.812526,34.225856,19.774661,1473,1229,124,36.2710143333333,0.633697251223187
"ZC3H11A",23.616973,22.720166,21.518479,22.6185393333333,1688,2207,2038,"Zc3h11a",54.812526,34.225856,19.774661,1473,1229,124,36.2710143333333,0.633697251223187
"ZC3H11B",9.135633,6.596059,0.023507,5.251733,42,42,3,"Zc3h11a",54.812526,34.225856,19.774661,1473,1229,124,36.2710143333333,0.167737130631531
"ZC3H11B",9.135633,6.596059,0.023507,5.251733,42,42,3,"Zc3h11a",54.812526,34.225856,19.774661,1473,1229,124,36.2710143333333,0.167737130631531
"ZC3H12A",0.502994,0,0.065411,0.189468333333333,13,0,4,"Zc3h12a",0.831156,0.511627,0.592999,30,46,11,0.645260666666667,0.722966492442332
"ZC3H12B",1.760458,1.758235,1.508038,1.675577,164,228,214,"Zc3h12b",3.086963,2.203694,3.084499,322,374,65,2.79171866666667,0.705637004011198
"ZC3H12C",1.581875,1.41393,0.927317,1.30770733333333,227,275,187,"Zc3h12c",1.884257,1.646731,1.129938,262,354,49,1.553642,0.903692582332736
"ZC3H12D",0.275517,0.231724,0.333119,0.28012,10,13,23,"Zc3h12d",0.033463,0.037262,0.071044,3,5,2,0.0472563333333333,1.22235594023622
"ZC3H13",11.032539,9.689025,8.269069,9.66354433333333,1295,1594,1428,"Zc3h13",13.266962,9.760871,10.60515,1124,1272,213,11.2109943333333,0.873274038316781
"ZC3H14",31.140723,30.408928,24.863222,28.804291,768,1048,888,"Zc3h14",35.513692,24.849027,30.762687,1190,1312,309,30.3751353333333,0.94993346429762
"ZC3H15",53.95781,67.547073,56.45253,59.3191376666667,1140,1784,1674,"Zc3h15",97.819201,76.446409,79.150944,1578,1863,447,84.4721846666667,0.705716577877417
"ZC3H18",19.729183,16.43043,17.074144,17.7445856666667,370,563,486,"Zc3h18",11.053088,6.725845,10.550811,598,775,137,9.443248,1.79489998386198
"ZC3H3",4.204983,5.132691,4.513994,4.61722266666667,203,365,350,"Zc3h3",4.392413,3.92669,3.382415,233,322,78,3.900506,1.14625360455975
"ZC3H4",6.769618,6.380396,3.572284,5.57409933333333,324,510,422,"Zc3h4",6.352413,5.985378,8.045487,824,1054,255,6.794426,0.84343598019063
"ZC3H6",1.012238,1.387505,1.141218,1.18032033333333,192,231,237,"Zc3h6",2.104029,1.956554,1.637363,202,298,48,1.89931533333333,0.752012141717136
"ZC3H7A",60.057361,56.323672,34.8179,50.3996443333333,893,1016,854,"Zc3h7a",39.489946,31.226665,28.951348,687,788,166,33.222653,1.50191875344478
"ZC3H7B",26.681122,34.097483,25.763842,28.8474823333333,2603,4587,3700,"Zc3h7b",20.029582,16.295046,12.977332,2534,3129,526,16.4339866666667,1.71202851671333
"ZC3H8",12.277807,9.861006,10.255288,10.7980336666667,370,505,444,"Zc3h8",2.561214,2.590848,3.473258,82,123,35,2.87510666666667,3.04457004194293
"ZC3HAV1",4.556632,4.648095,4.020154,4.40829366666667,496,665,630,"Zc3hav1",2.054583,1.530363,1.978505,213,231,66,1.85448366666667,1.8946661807255
"ZC3HAV1L",1.497197,1.322637,0.8733,1.23104466666667,37,45,33,"Zc3hav1l",0.59814,0.355272,0.445806,86,76,20,0.466406,1.52143721906939
"ZC3HC1",11.446391,8.607195,9.513196,9.855594,209,292,296,"Zc3hc1",18.179157,12.693318,19.977559,306,368,97,16.9500113333333,0.604768086125999
"ZC4H2",41.196285,30.733953,28.767714,33.565984,684,746,715,"Zc4h2",6.372445,5.738253,5.018306,282,372,70,5.709668,5.15166830907282
"ZCCHC10",12.172638,13.141599,11.722147,12.3454613333333,198,283,255,"Zcchc10",4.190083,4.990013,3.412477,79,112,23,4.19752433333333,2.56765730710384
"ZCCHC13",0,0,0,0,0,0,0,"Zcchc13",0,0.068169,0,0,2,0,0.022723,0.977781862733115
"ZCCHC14",9.281097,7.815215,7.134448,8.07692,866,1211,1112,"Zcchc14",9.871952,7.624673,7.494617,874,1040,260,8.330414,0.972831430631052
"ZCCHC17",43.7389,30.044389,31.458337,35.080542,850,833,956,"Zcchc17",112.928217,92.602429,131.004433,832,1102,288,112.178359666667,0.318793646649983
"ZCCHC2",8.445611,7.088822,7.570743,7.70172533333333,283,368,285,"Zcchc2",3.66476,3.542331,3.755525,443,526,130,3.65420533333333,1.86964792271019
"ZCCHC24",0.529716,0.009196,0.059532,0.199481333333333,42,1,6,"Zcchc24",30.871713,33.888839,32.940124,2693,4502,889,32.566892,0.0357340600176309
"ZCCHC3",10.099158,8.998149,8.267164,9.12149033333333,397,487,506,"Zcchc3",1.785472,1.369001,1.755244,114,131,35,1.63657233333333,3.83888209906878
"ZCCHC4",2.422582,2.151656,1.484882,2.01970666666667,81,94,76,"Zcchc4",3.971266,4.573453,6.960732,195,267,68,5.16848366666667,0.489537920475432
"ZCCHC7",8.22222,6.512049,7.483108,7.40579233333333,224,262,325,"Zcchc7",20.285051,15.993034,13.606896,1041,1423,275,16.628327,0.476834377609023
"ZCCHC8",7.592026,6.977263,5.385329,6.65153933333333,222,324,228,"Zcchc8",30.428241,21.915724,16.369919,450,457,99,22.904628,0.320086107733337
"ZCCHC9",7.34291,8.553976,9.083067,8.326651,146,223,189,"Zcchc9",10.338947,8.308611,3.042126,155,165,39,7.22989466666667,1.1332649295957
"ZCRB1",27.200077,21.98711,25.457524,24.8815703333333,322,324,395,"Zcrb1",93.024223,82.691941,88.85038,742,1019,220,88.188848,0.29018841383996
"ZCWPW1",2.099761,2.911072,2.062057,2.35763,40,53,41,"Zcwpw1",8.022867,7.614321,6.366971,199,294,59,7.33471966666667,0.40284858210988
"ZDBF2",3.264365,2.970366,2.833992,3.02290766666667,530,655,555,"Zdbf2",2.931697,2.565082,1.909407,642,862,115,2.46872866666667,1.15976429788974
"ZDHHC1",4.684099,7.674706,4.88152,5.746775,84,124,138,"Zdhhc1",17.498522,12.935737,16.14731,658,730,221,15.5271896666667,0.408222761163528
"ZDHHC11",8.473904,14.626182,7.421392,10.173826,100,171,131,"Zdhhc11",0,0,0.128644,0,0,1,0.0428813333333333,10.7143791367762
"ZDHHC11B",7.861561,6.974468,6.9605,7.26550966666667,237,309,301,"Zdhhc11",0,0,0.128644,0,0,1,0.0428813333333333,7.92564734114843
"ZDHHC12",4.803209,4.100182,3.778828,4.22740633333333,74,88,89,"Zdhhc12",2.214396,2.457233,4.595607,45,86,33,3.08907866666667,1.27838243268492
"ZDHHC13",21.823097,23.843462,19.67661,21.7810563333333,427,546,543,"Zdhhc13",4.695909,3.941806,6.015319,221,263,63,4.88434466666667,3.87146872316679
"ZDHHC14",25.376125,22.358784,23.569128,23.7680123333333,548,738,750,"Zdhhc14",5.666489,6.493697,6.530975,363,620,131,6.230387,3.42554448791376
"ZDHHC15",4.533895,4.493838,3.016168,4.01463366666667,377,489,359,"Zdhhc15",1.460945,1.443328,0.90379,176,261,34,1.26935433333333,2.20971824144401
"ZDHHC16",21.732423,24.087832,19.141645,21.6539666666667,333,498,448,"Zdhhc16",44.000422,32.125588,21.454987,288,372,82,32.526999,0.675693242531688
"ZDHHC17",41.41386,42.962314,28.798439,37.724871,1309,1721,1548,"Zdhhc17",41.77971,30.081126,27.85097,2458,3016,612,33.2372686666667,1.13107360803295
"ZDHHC18",17.264091,16.781718,13.878776,15.9748616666667,475,705,649,"Zdhhc18",143.271376,114.007589,140.724244,613,755,220,132.667736333333,0.126992961295729
"ZDHHC19",0.995314,1.174819,1.314874,1.161669,6,11,13,"Zdhhc19",0.071809,0.286763,0,1,6,0,0.119524,1.9308822320915
"ZDHHC2",35.343657,20.435144,17.027558,24.2687863333333,638,410,442,"Zdhhc2",13.621186,17.673859,23.314744,472,751,161,18.203263,1.31585899403311
"ZDHHC20",24.457539,18.348965,17.591028,20.1325106666667,392,474,449,"Zdhhc20",93.000434,111.483835,70.925022,1811,3254,539,91.803097,0.227713420670289
"ZDHHC21",8.270695,4.560262,4.447795,5.759584,1009,836,803,"Zdhhc21",5.446335,5.125782,4.397928,879,1321,237,4.990015,1.12847530431894
"ZDHHC22",5.238805,4.91704,5.495846,5.21723033333333,260,370,415,"Zdhhc22",9.555424,7.8209,8.412878,539,705,161,8.59640066666667,0.647871066381069
"ZDHHC23",2.478777,1.770639,2.637028,2.29548133333333,162,183,253,"Zdhhc23",0.679298,0.684538,0.470936,87,112,19,0.611590666666667,2.04486250851126
"ZDHHC24",4.344236,3.333707,4.59468,4.09087433333333,281,318,442,"Zdhhc24",7.750869,6.330069,8.286517,330,415,122,7.45581833333333,0.60205578368031
"ZDHHC3",26.125739,32.758618,29.116134,29.333497,749,1074,1033,"Zdhhc3",25.782207,23.073859,30.349643,1876,2462,571,26.401903,1.10698505136669
"ZDHHC4",37.706544,38.020498,40.266939,38.6646603333333,490,608,691,"Zdhhc4",21.284199,21.820581,20.505402,351,488,127,21.203394,1.78642329786758
"ZDHHC5",20.693606,24.803286,20.617237,22.038043,863,1338,1148,"Zdhhc5",9.355501,8.692411,8.27332,966,1260,269,8.773744,2.35713591434357
"ZDHHC6",28.033292,27.30901,26.717182,27.3531613333333,344,538,451,"Zdhhc6",14.333437,9.71526,11.235767,537,652,154,11.761488,2.22177549619083
"ZDHHC7",23.702153,24.035418,13.735682,20.4910843333333,518,668,568,"Zdhhc7",13.414913,15.052508,11.520034,398,543,171,13.3291516666667,1.49981553920789
"ZDHHC8",22.297148,20.41544,16.33806,19.6835493333333,400,530,560,"Zdhhc8",17.281803,13.338307,18.516382,1063,1240,350,16.3788306666667,1.19015771141641
"ZDHHC9",31.128472,23.287722,24.296249,26.237481,1203,1310,1454,"Zdhhc9",15.01633,17.381203,17.367822,890,1582,316,16.5884516666667,1.54860027000671
"ZEB1",12.889211,9.282807,9.896941,10.689653,908,942,1020,"Zeb1",28.314525,26.476627,32.472736,1850,2121,461,29.0879626666667,0.388515936738732
"ZEB2",17.170395,14.972555,8.946861,13.6966036666667,1027,1242,869,"Zeb2",82.684064,78.319469,49.542277,1723,3438,552,70.1819366666667,0.206465352797135
"ZER1",30.422092,26.566985,22.282365,26.423814,1210,1452,1528,"Zer1",30.025616,28.826464,30.817668,2298,3043,680,29.889916,0.887791795872802
"ZFAND1",22.843532,28.024166,25.37581,25.4145026666667,402,587,637,"Zfand1",17.277842,12.848407,14.961812,415,539,126,15.0293536666667,1.64788320327576
"ZFAND2A",27.711077,22.950214,21.353841,24.005044,197,223,224,"Zfand2a",26.42063,24.791697,23.544443,859,1110,253,24.9189233333333,0.964740845073683
"ZFAND2B",16.171449,16.70885,17.825793,16.9020306666667,176,241,233,"Zfand2b",7.696555,7.792061,8.102865,143,221,50,7.863827,2.01967284183984
"ZFAND3",64.780836,61.480299,53.836306,60.0324803333333,1178,1473,1424,"Zfand3",30.693942,30.572673,34.447009,985,1443,357,31.9045413333333,1.85483455657549
"ZFAND4",7.654173,6.789703,8.219273,7.554383,183,215,240,"Zfand4",3.108398,3.370221,5.22684,104,146,37,3.90181966666667,1.74514437121616
"ZFAND5",145.213491,141.674372,125.038171,137.308678,3422,4823,4605,"Zfand5",47.313726,43.714401,44.127357,2079,3009,587,45.051828,3.00332655633127
"ZFAND6",56.828394,52.557901,54.383659,54.5899846666667,965,1299,1353,"Zfand6",113.838249,105.391764,39.508391,655,941,159,86.2461346666667,0.637162722211755
"ZFAT",2.97046,5.285975,3.341463,3.865966,101,161,123,"Zfat",0.925401,0.759679,0.617605,89,108,19,0.767561666666667,2.75292573479285
"ZFC3H1",32.827929,28.696492,28.432421,29.985614,654,766,704,"Zfc3h1",19.851969,17.231496,13.84038,979,1181,246,16.974615,1.7238541131479
"ZFHX2",6.258889,10.279305,12.115282,9.55115866666667,395,923,933,"Zfhx2",5.863062,5.994801,4.270586,1037,1489,237,5.37614966666667,1.65478528865566
"ZFHX3",5.61315,9.942841,6.847207,7.46773266666667,1306,3179,2216,"Zfhx3",1.252996,1.43644,1.030943,368,528,91,1.24012633333333,3.78002460873114
"ZFHX4",2.67093,4.248445,2.744371,3.22124866666667,411,1107,524,"Zfhx4",1.986104,1.867467,1.591756,611,793,107,1.815109,1.49949741436892
"ZFP1",5.889969,6.780539,6.382531,6.351013,248,385,366,"Zfp1",5.155903,4.82877,5.009036,182,241,50,4.997903,1.22559717954759
"ZFP14",4.43892,3.827818,3.419049,3.89526233333333,438,606,520,"Zfp14",8.293539,6.682907,9.313528,420,529,149,8.096658,0.538138548611296
"ZFP2",2.225679,2.220716,1.726899,2.05776466666667,76,99,91,"Zfp2",9.166802,6.827068,7.773833,379,450,111,7.92256766666667,0.342700081512411
"ZFP28",10.918234,12.472145,11.400714,11.597031,432,473,444,"Zfp28",6.943594,4.715461,3.641478,183,250,56,5.10017766666667,2.06502690386122
"ZFP3",0.332755,0.227459,0.188348,0.249520666666667,27,25,22,"Zfp3",4.103436,2.566714,3.747219,174,162,50,3.47245633333333,0.27938130046211
"ZFP30",12.465854,13.858739,12.701045,13.008546,623,967,846,"Zfp30",3.712984,2.653396,2.730404,287,301,65,3.03226133333333,3.47411659164948
"ZFP36",2.724363,3.71768,4.548393,3.66347866666667,64,116,150,"Zfp36",2.020783,1.89883,2.445181,110,156,42,2.121598,1.49393953566944
"ZFP36L1",4.326069,0.095765,0.191304,1.53771266666667,155,6,13,"Zfp36l1",20.307273,27.870622,39.48539,311,503,112,29.221095,0.0839715657777015
"ZFP36L2",1.474258,0.014172,0.121786,0.536738666666667,75,1,10,"Zfp36l2",4.787036,4.121357,5.548809,316,414,113,4.81906733333333,0.2640867648779
"ZFP37",4.376607,5.167978,3.832795,4.45912666666667,196,334,256,"Zfp37",6.035717,4.41326,3.432484,283,368,64,4.62715366666667,0.970139965966216
"ZFP41",9.318364,7.259778,6.926739,7.83496033333333,346,400,401,"Zfp41",1.939427,2.252641,2.031977,197,348,66,2.07468166666667,2.87345530079266
"ZFP42",0.294851,0.183012,0.183285,0.220382666666667,10,9,10,"Zfp42",0,0.018223,0,0,1,0,0.00607433333333333,1.21301441278527
"ZFP57",0,0,0,0,0,0,0,"Zfp57",5.965218,4.500067,4.298509,131,108,28,4.92126466666667,0.168882841131799
"ZFP62",10.258405,11.952919,9.865187,10.6921703333333,356,449,424,"Zfp62",12.096929,14.18707,8.296477,663,864,168,11.5268253333333,0.933370588493876
"ZFP64",11.176669,9.302062,7.01006,9.16293033333333,330,395,386,"Zfp64",3.932219,3.531889,3.989462,186,275,65,3.81785666666667,2.10942978101604
"ZFP69",4.385705,5.628875,4.179391,4.73132366666667,134,225,205,"Zfp69",0.740725,0.640773,0.834701,22,27,8,0.738733,3.29626438715241
"ZFP82",3.734624,3.803629,3.988606,3.84228633333333,211,247,261,"Zfp82",1.972401,1.555809,1.571416,73,107,20,1.69987533333333,1.7935221947285
"ZFP90",34.05613,29.42331,19.530417,27.6699523333333,1227,1412,1378,"Zfp90",4.794518,3.824488,5.306268,274,334,90,4.641758,5.08174089234833
"ZFP91",15.649685,13.121951,12.075542,13.615726,1435,1640,1628,"Gm44505",0,0,0,0,0,0,0,14.615726
"ZFP91",15.649685,13.121951,12.075542,13.615726,1435,1640,1628,"Zfp91",28.206675,26.832438,23.184817,3223,4586,824,26.0746433333333,0.539830786321223
"ZFP92",0.687989,0.328434,0.444582,0.487001666666667,67,44,65,"Zfp92",0.704155,0.269353,0.350116,82,52,14,0.441208,1.03177450213062
"ZFPL1",21.480534,19.063959,25.654786,22.0664263333333,193,238,305,"Zfpl1",11.204445,9.687641,12.441449,199,282,85,11.1111783333333,1.90455674076304
"ZFPM1",0.940453,0.84362,2.039942,1.27467166666667,50,62,125,"Zfpm1",14.981851,11.474295,9.356522,209,311,80,11.937556,0.175819271171979
"ZFPM2",0.731635,0.497776,0.575708,0.601706333333333,32,34,19,"Zfpm2",2.121791,1.637616,1.638694,226,265,53,1.799367,0.572167326875445
"ZFR",48.26514,49.029517,43.114365,46.8030073333333,2231,3159,2845,"Zfr",77.224353,64.604745,76.803607,3200,3982,761,72.8775683333333,0.647057129948398
"ZFR2",30.803571,26.139136,28.597611,28.5134393333333,301,354,436,"Zfr2",12.6753,10.67222,10.053376,699,844,186,11.133632,2.43236644504575
"ZFX",4.105525,2.2805,2.100826,2.82895033333333,173,203,197,"Zfx",2.909463,4.72218,2.890803,398,589,123,3.507482,0.849465473923875
"ZFYVE1",12.534731,10.901488,12.548124,11.994781,514,678,663,"Zfyve1",27.460629,20.178875,34.084129,767,957,240,27.241211,0.460135402833823
"ZFYVE19",16.490992,17.300361,15.868365,16.5532393333333,258,369,377,"Zfyve19",42.861329,35.275211,16.107053,289,396,105,31.414531,0.54152377936097
"ZFYVE21",26.891198,25.153048,30.264007,27.4360843333333,370,466,556,"Zfyve21",15.952692,17.852592,16.537646,209,322,79,16.7809766666667,1.5992419801462
"ZFYVE26",7.843878,6.513241,6.041917,6.79967866666667,494,611,422,"Zfyve26",6.671202,8.974579,8.300034,537,812,146,7.98193833333333,0.868373660251137
"ZFYVE27",36.983947,33.198621,37.031519,35.738029,1278,1726,1917,"Zfyve27",28.018075,26.354892,26.791772,1317,1783,410,27.054913,1.30950429252801
"ZFYVE28",7.592819,6.906329,7.377155,7.292101,225,310,367,"Zfyve28",9.85127,7.562123,9.285615,755,939,243,8.89966933333333,0.837613936465487
"ZFYVE9",16.186643,17.645332,15.163088,16.3316876666667,1219,1794,1641,"Zfyve9",31.068276,23.085621,28.288685,3038,3491,762,27.4808606666667,0.608538058927105
"ZG16",0,0.014844,0.041862,0.018902,0,1,3,"Zg16",0.109402,0.220861,0,1,1,0,0.110087666666667,0.9178572383022
"ZG16B",0,0,0,0,0,0,0,"Sbpl",0,0,0,0,0,0,0,1
"ZGLP1",2.894062,5.626907,3.993017,4.17132866666667,56,121,90,"Zglp1",0.394993,0.310124,0.890469,3,2,2,0.531862,3.37584499561101
"ZGPAT",9.546545,11.785618,7.972974,9.768379,187,329,199,"Zgpat",22.266491,17.706458,14.426013,1157,1216,251,18.1329873333333,0.562817442587202
"ZHX1",10.180438,10.387745,8.633565,9.733916,518,700,673,"Zhx1",13.158331,11.481619,11.009474,1278,1680,352,11.8831413333333,0.833175366339224
"ZHX2",1.053229,1.127625,0.853328,1.011394,65,110,60,"Zhx2",11.716125,5.180183,12.414344,285,397,88,9.77021733333333,0.186755191445843
"ZHX3",5.458202,6.471666,11.337114,7.75566066666667,633,891,707,"Zhx3",8.810005,8.364705,7.09373,1746,2097,455,8.08948,0.963274100021857
"ZIC1",0,0,0,0,0,0,0,"Zic1",16.477471,3.051183,6.547291,476,283,76,8.69198166666667,0.103178073833886
"ZIC2",0.56185,1.267377,0.063175,0.630800666666667,12,5,4,"Zic2",2.525189,1.134452,3.055995,108,69,43,2.23854533333333,0.503559622859481
