"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ACOT2",9.413227,10.383521,11.05022,10.2823226666667,97,146,165,"Acot5",0.45798,0.176757,0.788994,13,7,7,0.474577,7.65122653253554
"ACOT2",9.413227,10.383521,11.05022,10.2823226666667,97,146,165,"Acot3",0.234426,0.160951,0.355095,14,12,8,0.250157333333333,9.0247222216297
"ACOT2",9.413227,10.383521,11.05022,10.2823226666667,97,146,165,"Acot2",1.850343,1.867143,1.207003,80,121,16,1.64149633333333,4.27118619257343
"ACOT4",0.689296,0.540441,0.531756,0.587164333333333,24,26,28,"Acot4",3.018317,2.376966,0.237518,67,77,10,1.87760033333333,0.551558294926525
"ACOT6",0.172208,0.138878,0.065032,0.125372666666667,2,2,1,"Acot6",2.021448,1.857693,1.602341,145,199,36,1.82716066666667,0.39805755645063
"ACOT7",144.140782,166.680788,158.146086,156.322552,2648,4286,4367,"Acot7",204.185837,177.859959,182.811225,3634,5205,1369,188.285673666667,0.831138188920975
"ACOT8",21.302306,21.395702,21.651743,21.449917,347,511,489,"Acot8",6.812502,7.054797,4.571108,121,202,29,6.14613566666667,3.14154643113175
"ACOT9",15.355328,9.120068,8.944808,11.140068,361,377,386,"Acot9",10.646338,8.355602,7.608419,333,370,83,8.87011966666667,1.22998184520492
"ACOT9",15.355328,9.120068,8.944808,11.140068,361,377,386,"Acot10",0,0.02616,0,0,1,0,0.00872,12.0351217384408
"ACOX1",32.7541,26.088828,22.676301,27.1730763333333,735,866,739,"Acox1",38.281042,36.979115,36.155443,2815,4071,907,37.1385333333333,0.738703716975657
"ACOX2",0.363302,0.170177,0,0.177826333333333,2,1,0,"Acox2",0.478907,0.537406,1.920292,7,13,7,0.978868333333333,0.595201971497177
"ACOX3",12.315552,13.017171,11.277513,12.203412,264,352,310,"Acox3",31.578703,26.301488,22.859586,995,1397,328,26.913259,0.473015780780023
"ACOXL",0.066887,0.263478,0.058643,0.129669333333333,2,6,3,"Acoxl",0.032761,0.021899,0,2,2,0,0.01822,1.10945506210184
"ACP1",61.38661,54.776346,47.901782,54.688246,891,1273,1150,"Acp1",43.469525,42.708891,37.818103,1062,1304,300,41.332173,1.31550643525906
"ACP2",93.073029,93.19527,67.827959,84.6987526666667,600,764,662,"Acp2",14.948313,13.40809,13.834404,1522,1780,427,14.0636023333333,5.68912739265754
"ACP3",0.058078,0.051093,0.026328,0.0451663333333333,2,3,1,"Acpp",0.253367,0.296814,0.535873,12,28,9,0.362018,0.767366021104959
"ACP4",0.222704,0.198325,0.140824,0.187284333333333,4,5,4,"Acp4",0.091482,0.039542,0,3,2,0,0.0436746666666667,1.13760003117191
"ACP5",5.678997,0.947109,4.648666,3.75825733333333,17,15,26,"Acp5",0.426923,0.534385,0.367158,5,8,3,0.442822,3.29788243687255
"ACP6",7.807588,6.333138,5.476793,6.539173,192,222,243,"Acp6",12.775913,9.182779,11.204909,262,304,72,11.0545336666667,0.625422202838705
"ACR",0.12567,0.035491,0.308103,0.156421333333333,1,1,3,"Acr",0.454999,0.859649,0.600143,13,15,5,0.638263666666667,0.705882305066482
"ACRBP",0.628518,0.288323,1.583194,0.833345,6,4,18,"Acrbp",5.73949,4.783652,6.789045,91,120,35,5.770729,0.270775126282561
"ACRV1",0.438865,0.108582,0.152571,0.233339333333333,4,3,4,"Acrv1",0.129637,0.107061,0.275087,9,11,6,0.170595,1.05360037701625
"ACSBG1",0.55242,0.59011,0.153687,0.432072333333333,22,36,23,"Acsbg1",108.813398,94.405486,84.872829,4262,5796,1577,96.030571,0.0147589807889859
"ACSBG2",0.197015,0.231607,0.314471,0.247697666666667,2,4,3,"Acsbg2",0.019263,0,0,1,0,0,0.006421,1.23973731337747
"ACSF2",3.790468,0.103387,0.401622,1.43182566666667,28,1,5,"Acsf2",24.630047,17.495217,16.328537,485,643,130,19.4846003333333,0.1187148212362
"ACSF3",15.936521,17.370704,11.494527,14.9339173333333,269,384,286,"Acsf3",7.137229,5.689405,5.478674,331,399,80,6.10176933333333,2.24365458598392
"ACSL1",66.084552,37.18949,48.558232,50.610758,814,835,908,"Acsl1",23.107288,34.423455,39.671238,803,1349,245,32.4006603333333,1.5452017261016
"ACSL3",73.488712,65.270923,63.439938,67.3998576666667,2253,3100,3088,"Acsl3",141.226341,139.771625,112.269409,4160,6087,1311,131.089125,0.517831105828483
"ACSL4",54.339586,41.762906,53.930897,50.0111296666667,3694,4075,4130,"Acsl4",21.479562,22.663303,21.725103,816,1113,182,21.9559893333333,2.222127259512
"ACSL5",0.142479,0.46299,0.406441,0.337303333333333,6,13,6,"Acsl5",45.183423,27.652313,57.118124,754,770,207,43.3179533333333,0.0301752051425961
"ACSL6",11.708049,13.623248,10.446289,11.925862,765,1133,1069,"Acsl6",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.112165785496736
"ACSM1",0,0,0,0,0,0,0,"Acsm1",0,0,0,0,0,0,0,1
"ACSM2A",2.512588,2.655216,3.553189,2.90699766666667,9,16,15,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,3.80499340350549
"ACSM2B",0.796975,0.262418,0.897249,0.652214,9,2,14,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,1.60907784123225
"ACSM3",3.872745,2.186119,2.135456,2.73144,48,24,27,"Acsm3",3.148108,2.227132,1.721317,12,17,3,2.365519,1.10872646982531
"ACSM4",0.061611,0.022679,0,0.0280966666666667,2,1,0,"Acsm4",0,0.044942,0,0,3,0,0.0149806666666667,1.0129224136289
"ACSM5",0.022484,0.016566,0,0.0130166666666667,1,1,0,"Acsm5",1.284788,0.826242,0.714794,53,61,13,0.941941333333333,0.521651529466046
"ACSS1",0.353285,0.35178,0.113193,0.272752666666667,16,26,8,"Acss1",9.81163,7.128186,8.411244,436,528,120,8.45035333333333,0.134677786297937
"ACSS2",146.808707,110.205765,81.323006,112.779159333333,912,903,911,"Acss2",41.583731,44.676566,29.155586,1610,2683,462,38.471961,2.88253120571672
"ACSS3",0.364544,0.348917,0.164893,0.292784666666667,30,34,21,"Acss3",2.178701,1.623659,1.218299,157,191,32,1.673553,0.48354555404986
"ACTA1",4.15909,2.452237,3.446297,3.35254133333333,90,68,106,"Acta1",6.487384,4.455121,0.373325,181,188,1,3.77194333333333,0.912110859097936
"ACTA2",8.348186,2.056176,1.61452,4.006294,137,28,26,"Acta2",15.069679,2.496488,19.462987,408,100,178,12.3430513333333,0.375198586510222
"ACTB",1765.679464,2247.587352,2160.56381,2057.943542,20610,36378,39169,"Actb",907.491548,1110.026367,1271.568006,8257,14043,3318,1096.36197366667,1.87626652955757
"ACTBL2",0.117374,0,0,0.0391246666666667,5,0,0,"Actbl2",0.053245,0.023264,0,3,2,0,0.025503,1.01328291254796
"ACTC1",1.111111,1.335114,1.670489,1.372238,22,24,38,"Actc1",0.988564,0.518019,0,7,6,0,0.502194333333333,1.57918183244378
"ACTG1",1443.150928,1808.077082,1625.665986,1625.631332,28017,45544,48114,"Actg1",576.738602,537.265372,794.751001,13658,19486,5374,636.251658333333,2.55257292896544
"ACTG2",2.589937,0.036068,0,0.875335,57,1,0,"Actg2",0.289823,0.066606,0,7,2,0,0.118809666666667,1.67618769829482
"ACTL10",0.26036,0.131968,0.19882,0.197049333333333,7,5,9,"Actl10",1.004756,0.51982,0.429127,30,24,4,0.651234333333333,0.724942129150658
"ACTL6A",59.834895,86.693273,51.995615,66.1745943333333,108,173,115,"Actl6a",9.661133,9.129784,11.273125,195,233,70,10.0213473333333,6.09495303084844
"ACTL6B",142.900347,135.126617,106.324192,128.117052,688,989,886,"Actl6b",20.704586,15.42755,22.289875,464,520,151,19.4740036666667,6.30639000080932
"ACTL7A",0,0.033462,0,0.011154,0,1,0,"Actl7a",0,0,0,0,0,0,0,1.011154
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0,0,0,0,0,0,0,1
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.11365,0.15072,0.357541,3,6,3,0.207303666666667,0.828292025949837
"ACTN1",60.429453,20.280129,28.820641,36.5100743333333,1218,642,688,"Actn1",12.095666,7.159796,10.301106,549,556,136,9.85218933333333,3.45645225872703
"ACTN2",14.750099,6.175347,6.173399,9.03294833333333,325,140,165,"Actn2",3.391132,1.608143,1.393511,64,65,10,2.13092866666667,3.20446404293678
"ACTN3",0.021642,0.01576,0.04478,0.027394,1,1,3,"Actn3",2.054218,1.238977,0.7386,99,64,8,1.34393166666667,0.438320798601211
"ACTR10",157.59723,204.668492,146.120837,169.462186333333,1359,2145,1819,"Actr10",125.586157,102.534199,134.49901,2166,2556,634,120.873122,1.39868564566134
"ACTR1A",121.577592,133.893846,110.388319,121.953252333333,3612,4992,4748,"Actr1a",62.352935,67.448044,69.459203,3183,4813,1166,66.4200606666667,1.82368943482905
"ACTR1B",35.74644,38.012808,33.295135,35.6847943333333,1025,1582,1445,"Actr1b",123.178924,130.20487,102.624512,3860,4762,1235,118.669435333333,0.306551077400421
"ACTR2",90.042114,90.869445,84.111564,88.341041,4966,6866,6444,"Actr2",48.256756,42.50762,43.211249,3472,4667,970,44.6585416666667,1.95672129986631
"ACTR3",90.295305,79.77323,77.820988,82.629841,2346,3037,2842,"Actr3",86.343814,65.597556,71.256507,2301,3077,725,74.3992923333333,1.10915949489659
"ACTR3B",17.121055,10.72034,9.94134,12.594245,310,443,425,"Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.71788868486508
"ACTR3C",2.335739,0.036714,0.337758,0.903403666666667,15,4,5,"Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.10051547217449
"ACTR5",2.258189,2.089738,1.574489,1.97413866666667,87,110,90,"Actr5",2.728636,2.676546,6.582844,119,122,40,3.99600866666667,0.595302943829961
"ACTR8",16.878315,19.754835,16.982766,17.871972,349,559,466,"Actr8",31.072604,22.185834,25.666657,807,980,234,26.308365,0.691069274927298
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.932933,1.298673,1.10969,1.44709866666667,47,43,39,"Actrt3",0.623369,0.419144,0.94944,25,25,12,0.663984333333333,1.47062602552548
"ACVR1",10.293467,6.920874,8.64507,8.61980366666667,387,394,432,"Acvr1",6.144111,5.309225,6.386865,369,461,119,5.94673366666667,1.38479523302102
"ACVR1B",48.344712,56.21844,50.405514,51.656222,1934,3134,2948,"Acvr1b",13.4585,8.663865,10.887607,1310,1277,335,11.003324,4.38680335547054
"ACVR1C",0.085592,0.01581,0.078937,0.060113,12,3,11,"Acvr1c",1.201653,0.810025,0.726638,142,214,43,0.912772,0.554228627353391
"ACVR2A",21.953394,22.142775,18.03743,20.7111996666667,1579,2187,1704,"Acvr2a",4.606203,3.970851,3.565358,391,502,88,4.04747066666667,4.30140185064308
"ACVR2B",5.621371,6.286207,4.135278,5.34761866666667,1079,1653,1157,"Acvr2b",3.789204,2.330717,0.9235,109,127,16,2.347807,1.89605274935702
"ACVRL1",0.977561,0.665953,0.737498,0.793670666666667,19,12,30,"Acvrl1",17.458956,13.633657,17.679918,292,340,108,16.2575103333333,0.103935656535702
"ACY1",11.585949,14.971368,6.534318,11.030545,94,148,90,"Acy1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,0.606213451742447
"ACY3",0,0.060569,0.057567,0.0393786666666667,0,1,1,"Acy3",6.158622,10.285627,9.358693,103,275,46,8.60098066666667,0.108257552301428
"ACYP2",18.41451,13.003516,14.903801,15.440609,192,190,228,"Acyp2",29.073172,29.490531,33.99376,341,557,125,30.8524876666667,0.516148351489826
"ADA",2.258658,0.858817,1.431334,1.51626966666667,50,22,40,"Ada",1.274145,1.440488,1.214389,43,65,13,1.309674,1.0894479769295
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0.178842,0.074922,0.070358,0.108040666666667,7,4,2,"Adad2",0,0,0,0,0,0,0,1.10804066666667
"ADAL",8.23178,6.902908,8.197069,7.77725233333333,203,306,300,"Adal",9.517798,7.488731,9.410691,396,421,98,8.80574,0.895113712308641
"ADAM10",48.401335,37.964021,33.127324,39.8308933333333,1280,1456,1284,"Adam10",17.942483,15.258774,16.195392,1596,2130,457,16.4655496666667,2.33779606783632
"ADAM11",12.135299,18.856095,12.260095,14.417163,544,1288,1005,"Adam11",39.428928,35.361299,38.397555,1761,2537,569,37.7292606666667,0.398075324305614
"ADAM12",5.204425,0.663844,0.321587,2.06328533333333,342,35,34,"Adam12",0.713418,0.778313,0.354136,68,135,17,0.615289,1.89643174276141
"ADAM15",18.325861,18.913974,21.753602,19.664479,250,395,414,"Adam15",80.742162,70.489617,80.004418,1840,2395,628,77.0787323333333,0.264662070994945
"ADAM17",9.314443,10.543808,8.210981,9.35641066666667,495,521,480,"Adam17",12.670071,11.518596,14.986136,520,720,171,13.0582676666667,0.736677584480952
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.054981,0.025221,0.229336,2,2,2,0.103179333333333,0.906470933405206
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam20",0,0,0,0,0,0,0,1.081825
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam39",0.027179,0,0,1,0,0,0.00905966666666667,1.0721120224473
"ADAM20",0.114799,0.050835,0.079841,0.081825,5,3,5,"Adam25",0.081831,0.048812,0,5,4,0,0.0435476666666667,1.03668000471469
"ADAM21",0.189499,0.210079,0.228701,0.209426333333333,8,12,14,"Adam21",0.370266,0.359962,0.307278,23,33,6,0.345835333333333,0.898643618114747
"ADAM22",7.358498,6.092743,6.007486,6.48624233333333,912,1197,1183,"Adam22",41.63082,37.523169,26.093372,4496,5385,1022,35.0824536666667,0.207475977174169
"ADAM23",27.791034,31.634925,27.866773,29.0975773333333,1328,1806,1813,"Adam23",91.311682,74.987058,56.776911,6057,8635,1731,74.3585503333333,0.399391670888078
"ADAM28",0.355878,0.070795,0.656699,0.361124,14,11,18,"Adam28",0.07544,0.143584,0,4,14,0,0.073008,1.26851244352325
"ADAM29",1.590352,2.275208,1.575598,1.81371933333333,35,73,69,"Adam29",0,0,0,0,0,0,0,2.81371933333333
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.444232,0.218073,0.256207,0.306170666666667,18,12,18,"Adam33",2.53041,1.930884,2.055027,76,79,13,2.172107,0.411767530750592
"ADAM7",0.036155,0,0,0.0120516666666667,1,0,0,"Adam7",0.040358,0.097821,0,3,5,0,0.0460596666666667,0.967489426192706
"ADAM8",5.609723,5.136056,1.568834,4.104871,53,76,60,"Adam8",2.478647,2.541947,0.991776,78,76,21,2.00412333333333,1.69928808959242
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0,0,0,0,0,1
"ADAMTS1",55.689489,22.602635,30.236182,36.176102,2055,1298,1715,"Adamts1",2.691414,2.970973,2.561618,264,405,76,2.741335,9.93658734114962
"ADAMTS10",48.620767,43.508264,28.643638,40.2575563333333,697,851,775,"Adamts10",11.833806,11.353123,11.734057,533,786,166,11.6403286666667,3.26396230836403
"ADAMTS12",2.080716,0.450845,0.431766,0.987775666666667,207,17,20,"Adamts12",0.164584,0.08406,0.049046,32,17,3,0.09923,1.80833462211427
"ADAMTS13",10.04404,9.219637,9.619661,9.62777933333333,335,425,492,"Adamts13",0,0,0.043853,0,0,1,0.0146176666666667,10.4746641838486
"ADAMTS14",3.928993,0.380792,1.570922,1.96023566666667,344,46,203,"Adamts14",0.087685,0.079658,0.199128,9,14,5,0.122157,2.63798707905103
"ADAMTS15",1.427798,0.893566,0.827734,1.04969933333333,132,114,114,"Adamts15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,1.21343243761648
"ADAMTS16",1.432414,0.115256,0.125197,0.557622333333333,108,7,10,"Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,0.667777374149749
"ADAMTS17",1.976097,1.195484,3.145809,2.10579666666667,91,71,185,"Adamts17",11.890968,8.694539,11.826279,103,97,16,10.8039286666667,0.263115506232868
"ADAMTS18",1.366388,1.547924,0.38092,1.09841066666667,88,131,52,"Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,1.57328881469115
"ADAMTS19",0.03761,0.181964,0.167547,0.129040333333333,3,14,11,"Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,0.885045178283069
"ADAMTS2",3.004416,1.513027,3.126211,2.54788466666667,98,158,214,"Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,0.202598330005567
"ADAMTS20",0.066632,0.128782,0.303561,0.166325,4,9,23,"Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0.255712911350665
"ADAMTS3",0.622413,0.414049,0.789348,0.608603333333333,63,57,58,"Adamts3",3.27191,2.048252,1.528996,215,254,42,2.28305266666667,0.489971833125228
"ADAMTS4",0.689029,0.211108,0.171046,0.357061,34,47,41,"Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,0.0944973011335545
"ADAMTS5",1.658729,0.507028,0.635813,0.933856666666667,259,108,142,"Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,0.8844548361785
"ADAMTS6",0.575044,0.43741,0.797161,0.603205,53,69,78,"Adamts6",2.731915,1.989051,1.395974,280,344,65,2.03898,0.527547071714852
"ADAMTS7",5.225607,7.926553,5.892613,6.34825766666667,332,721,451,"Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,6.23019339092471
"ADAMTS8",0.259596,0.126229,0.215574,0.200466333333333,11,8,14,"Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,1.02173811279409
"ADAMTS9",6.259008,1.208773,3.446049,3.63794333333333,369,89,262,"Adamts9",1.108764,0.923247,0.808643,154,211,37,0.946884666666667,2.3822383589235
"ADAMTSL1",0.534643,0.391798,0.357426,0.427955666666667,32,44,21,"Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,0.287626551386878
"ADAMTSL2",1.503801,0.858924,1.307203,1.22330933333333,88,71,118,"Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,0.569232084826908
"ADAMTSL3",1.141787,0.488298,0.557855,0.729313333333333,39,30,28,"Adamtsl3",0.345573,0.945448,1.177327,48,86,11,0.822782666666667,0.948721624885614
"ADAMTSL4",0.717708,0.666369,0.399532,0.594536333333333,29,32,22,"Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,0.0362425265366566
"ADAMTSL5",2.484078,1.829524,1.172891,1.828831,13,13,16,"Adamtsl5",12.650608,11.702998,18.941497,236,330,82,14.431701,0.18331297372856
"ADAP1",53.265804,60.189014,55.280346,56.2450546666667,693,1149,1327,"Adap1",70.470204,69.328768,75.463931,2071,3131,744,71.754301,0.786827086231873
"ADAP2",4.717453,6.427834,6.170847,5.77204466666667,45,56,89,"Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,2.01371529706813
"ADAR",93.089729,94.857624,66.868309,84.938554,4291,5755,4863,"Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,2.50643174214432
"ADARB1",34.100105,17.143214,24.363699,25.2023393333333,847,781,869,"Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,0.895492994258716
"ADARB2",0.753625,0.498108,0.982045,0.744592666666667,57,72,104,"Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,0.472528190833648
"ADAT1",56.120434,59.301982,46.931663,54.1180263333333,592,751,637,"Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,15.033193490656
"ADAT2",1.034206,0.933793,1.210028,1.05934233333333,88,111,154,"Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,0.878133061451563
"ADAT3",0.640923,0.544088,0.678522,0.621177666666667,10,12,22,"Adat3",0,0.640152,0.511518,0,10,4,0.38389,1.17146425414351
"ADCK1",5.533056,5.09672,4.52841,5.05272866666667,112,153,134,"Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,0.527790633140552
"ADCK2",18.274489,18.137657,20.53215,18.981432,419,534,646,"Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,0.801041851717815
"ADCK5",4.64823,6.892405,2.963806,4.83481366666667,75,109,110,"Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,0.150436897569827
"ADCY1",7.782219,24.050607,11.111329,14.3147183333333,1642,6944,3355,"Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,1.12547384006023
"ADCY10",0.05134,0.113811,0.077332,0.0808276666666667,4,3,9,"Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,0.86620443921083
"ADCY2",72.342279,68.200436,73.510891,71.351202,1798,2338,2855,"Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,6.00740338931487
"ADCY3",32.320064,33.406767,28.267331,31.3313873333333,529,729,649,"Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,2.00395766204889
"ADCY4",0.230327,0.319736,0.365302,0.305121666666667,2,11,8,"Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,0.364674095576129
"ADCY5",26.717633,28.211033,23.810448,26.2463713333333,1319,1647,1608,"Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,1.88731128674025
"ADCY6",34.684876,31.848539,24.33093,30.288115,1468,2087,1784,"Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,1.55234942816615
"ADCY7",12.07316,11.612199,12.140766,11.9420416666667,1038,1272,1488,"Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,3.22575331931407
"ADCY8",18.344465,20.437146,13.60388,17.4618303333333,987,1474,1224,"Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,3.76632770357846
"ADCY9",5.484777,5.057732,4.294656,4.94572166666667,500,681,550,"Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,0.714461210826913
"ADCYAP1",23.761483,14.864341,12.375151,17.000325,871,688,393,"Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,1.16904131834826
"ADCYAP1R1",9.448235,5.412402,8.491945,7.784194,738,700,1206,"Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,0.239899102588521
"ADD1",154.741787,190.237059,146.304246,163.761030666667,4090,5785,4997,"Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,0.920874764893171
"ADD2",44.498774,62.72364,41.285624,49.5026793333333,5346,8854,7243,"Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,2.45688657148398
"ADD3",60.690166,38.499272,41.292527,46.8273216666667,654,511,502,"Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,1.89884926916479
"ADGB",0.232085,0.088882,0.281014,0.200660333333333,13,13,13,"Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,0.736800322377411
"ADGRA1",7.07337,6.258642,5.991872,6.44129466666667,416,515,542,"Adgra1",15.000617,12.540341,9.054832,826,1147,294,12.1985966666667,0.563794383190738
"ADGRA2",2.491863,0.646435,0.510239,1.216179,192,64,85,"Adgra2",3.375309,2.059197,3.167765,313,325,85,2.86742366666667,0.573037554458088
"ADGRA3",21.529329,33.751969,18.355146,24.5454813333333,415,584,415,"Adgra3",63.538993,29.740809,39.953645,413,546,129,44.411149,0.562537656409736
"ADGRB1",13.774813,14.63682,18.093358,15.5016636666667,608,729,905,"Adgrb1",59.583806,47.396928,61.191701,2872,3315,809,56.0574783333333,0.289211233105377
"ADGRB2",32.053266,29.109362,31.28533,30.815986,1563,1909,2559,"Adgrb2",105.614388,74.995487,72.969318,2238,2616,612,84.5263976666667,0.372001941716295
"ADGRB3",9.524438,5.772536,4.978414,6.75846266666667,321,318,264,"Adgrb3",12.375486,9.569781,10.260891,1137,1367,256,10.735386,0.661116955732574
"ADGRD1",1.832749,0.066885,0.16873,0.689454666666667,33,6,16,"Adgrd1",0.181547,0.109334,0.108892,21,19,4,0.133257666666667,1.49079482659578
"ADGRE1",0.180927,0.132124,0,0.104350333333333,1,1,0,"Adgre1",2.681844,3.746421,1.769603,95,105,25,2.73262266666667,0.295864444910406
"ADGRE5",0.630166,0.353481,0.58142,0.521689,12,7,11,"Adgre5",9.962192,7.674636,11.02439,308,349,122,9.55373933333333,0.144184819421666
