"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"ELP5",32.823797,28.504216,29.757288,30.361767,394,539,550,"Elp5",49.893653,55.448986,52.36868,479,890,853,52.5704396666667,0.58543045745272
"ELP6",20.552998,19.739559,19.031147,19.774568,255,369,356,"Elp6",5.833333,7.859512,5.849112,116,214,199,6.51398566666667,2.76478674855071
"EMB",15.670504,15.422839,13.000937,14.6980933333333,817,1026,928,"Emb",10.133377,7.788631,7.680768,414,590,582,8.53425866666667,1.64649333337436
"EMC1",31.642376,31.991877,24.63548,29.4232443333333,1102,1426,1287,"Emc1",16.190525,8.533388,9.426456,853,889,852,11.3834563333333,2.45676518044814
"EMC10",83.856283,88.610781,109.422518,93.963194,2464,3086,3725,"Emc10",66.440885,87.732625,79.004834,1440,3694,3419,77.7261146666667,1.20624769051645
"EMC2",83.431833,50.13883,55.511859,63.0275073333333,613,565,690,"Emc2",32.485026,23.881797,23.59897,517,658,651,26.6552643333333,2.31520142283218
"EMC3",50.464772,50.203745,47.991252,49.5532563333333,598,874,819,"Emc3",28.219419,27.903638,29.594286,770,1372,1472,28.5724476666667,1.70947149533096
"EMC4",88.422533,88.173172,92.785385,89.7936966666667,642,880,919,"Emc4",66.050728,84.278187,83.098346,771,1771,1766,77.809087,1.15207141870159
"EMC6",17.813023,21.121583,22.18282,20.3724753333333,126,206,239,"Emc6",18.521918,22.11659,22.728801,310,640,636,21.1224363333333,0.966099529513845
"EMC7",63.823402,59.230131,55.273398,59.4423103333333,630,775,774,"Emc7",18.237994,15.673175,15.855987,1630,2427,2446,16.589052,3.43635974999297
"EMC8",13.994908,13.573387,16.704751,14.757682,215,278,320,"Emc8",23.579853,26.037312,30.131164,769,1062,1065,26.5827763333333,0.571287016563198
"EMC9",14.093686,12.190709,11.147644,12.4773463333333,109,151,156,"Emc9",23.252181,42.137385,36.215443,138,321,354,33.8683363333333,0.386521060382491
"EMCN",0,0.035387,0.09606,0.0438156666666667,0,3,1,"Emcn",4.182973,9.927949,7.660726,82,171,168,7.257216,0.126412542274135
"EMD",41.578507,43.533826,49.847442,44.9865916666667,438,678,770,"Emd",20.571018,23.924589,22.900786,302,678,692,22.4654643333333,1.95975630455952
"EME1",0.702441,0.331172,0.384889,0.472834,8,5,7,"Eme1",0.028193,0.062701,0.105479,1,4,6,0.0654576666666667,1.38234868083293
"EME2",17.142801,25.404032,16.269624,19.6054856666667,866,1578,1420,"Eme2",9.149431,8.29393,9.150001,173,313,356,8.864454,2.08886225904309
"EMG1",7.734332,8.241469,7.283756,7.75318566666667,165,217,197,"Emg1",25.091512,28.381078,31.367036,257,412,450,28.2798753333333,0.29894887075225
"EMID1",8.404291,11.999546,14.848341,11.750726,205,433,507,"Emid1",1.769432,2.640945,1.371378,38,84,59,1.92725166666667,4.35586941334619
"EMILIN1",0.949879,0.791269,0.932116,0.891088,31,32,48,"Emilin1",1.313077,1.247667,1.342266,36,51,50,1.30100333333333,0.82185365514464
"EMILIN2",0.499883,0.47488,0.487256,0.487339666666667,24,19,33,"Emilin2",4.770666,1.036175,1.65843,93,85,84,2.48842366666667,0.426364400883646
"EMILIN3",0.084679,0.050226,0.04561,0.0601716666666667,5,4,4,"Emilin3",0.040959,0.032518,0.031816,2,3,3,0.0350976666666667,1.02422380110347
"EML1",46.531429,39.830225,39.582267,41.981307,760,1079,975,"Eml1",43.544295,32.343679,36.566335,887,1065,996,37.4847696666667,1.11683939834589
"EML2",380.998451,292.595146,433.090599,368.894732,1337,1302,2047,"Eml2",66.324561,55.250174,63.318989,1513,2308,2580,61.6312413333333,5.90591411131965
"EML3",11.863885,7.311135,6.684208,8.61974266666667,172,156,190,"Eml3",8.272505,8.02825,12.128239,131,245,274,9.47633133333333,0.918235817538417
"EML4",17.196619,27.662556,24.341198,23.066791,1183,2751,2547,"Eml4",6.965056,2.602348,2.847898,525,361,383,4.138434,4.6836820323079
"EML5",2.245833,0.280968,0.865043,1.13061466666667,99,32,43,"Eml5",21.795754,3.09313,2.860209,703,192,191,9.24969766666667,0.207870976877269
"EML6",29.018366,33.366493,41.86071,34.748523,634,971,1002,"Eml6",7.901997,2.6091,3.819049,432,184,231,4.77671533333333,6.18838231368622
"EMP1",2.75843,0.030474,0.691389,1.16009766666667,53,4,13,"Emp1",0.960023,1.374607,0.728459,40,68,43,1.02102966666667,1.06881046938285
"EMP2",1.108226,0.660333,0.667334,0.811964333333333,77,64,69,"Emp2",5.978341,5.937523,6.537939,309,544,606,6.15126766666667,0.253376662403398
"EMP3",20.142581,0.787241,3.532213,8.15401166666667,34,8,14,"Emp3",7.138751,4.468119,8.816028,27,40,61,6.80763266666667,1.17244394779843
"EMSY",6.733383,11.350594,8.000375,8.694784,299,427,373,"Emsy",24.803887,9.313092,8.886778,824,571,591,14.3345856666667,0.63221688611215
"EMX1",0.042897,0.015681,0.02965,0.0294093333333333,2,1,2,"Emx1",5.176208,6.051656,5.586683,85,207,196,5.604849,0.155856603736639
"EMX2",0.055477,0.037355,0.038428,0.0437533333333333,2,2,1,"Emx2",6.486772,4.233442,4.998523,101,118,121,5.239579,0.167279448394408
"EN1",0.095364,0,0,0.031788,3,0,0,"En1",0.536676,0.567783,0.752409,17,35,48,0.618956,0.637316888167436
"EN2",0.020404,0.014777,0.026295,0.020492,1,1,2,"En2",0.419976,0.218502,0.408782,18,18,34,0.349086666666667,0.756431758770131
"ENAH",32.764243,21.689933,21.295739,25.2499716666667,3379,4554,4024,"Enah",49.487293,15.227603,21.830869,2772,1376,1497,28.8485883333333,0.87943762611219
"ENAM",0.043258,0.007963,0,0.0170736666666667,4,1,0,"Enam",0,0,0,0,0,0,0,1.01707366666667
"ENC1",28.682186,8.391663,6.258772,14.444207,2026,616,665,"Enc1",134.816301,49.018229,42.216633,9526,6180,5420,75.3503876666667,0.202280662508577
"ENDOD1",18.722156,17.602175,16.772148,17.6988263333333,1393,1781,1811,"Endod1",27.650463,26.718248,25.64716,1794,3053,2827,26.671957,0.675731981418348
"ENDOG",13.89891,16.34585,19.231666,16.492142,158,263,398,"Endog",11.634413,12.282643,14.366552,118,254,313,12.7612026666667,1.27112015015742
"ENDOU",0.045493,0,0,0.0151643333333333,1,0,0,"Endou",1.979816,1.68663,1.505999,58,80,79,1.72414833333333,0.372653838600321
"ENDOV",18.796339,20.912951,18.795602,19.5016306666667,257,340,341,"Endov",6.892457,6.614711,7.575253,357,553,584,7.02747366666667,2.55393309501566
"ENG",0.89293,0.595292,0.62125,0.703157333333333,15,14,21,"Eng",7.858165,6.689584,8.456936,287,377,443,7.66822833333333,0.19648274916616
"ENGASE",22.10385,33.812438,21.571256,25.8291813333333,509,777,660,"Engase",4.622051,4.270038,3.769041,98,184,201,4.22037666666667,5.13931906573791
"ENHO",20.053558,24.157444,24.786922,22.999308,263,439,490,"Enho",33.478982,48.760017,55.451033,418,1213,1434,45.8966773333333,0.51174857931655
"ENKD1",17.941613,21.753773,9.753931,16.4831056666667,62,104,80,"Enkd1",3.188262,3.475736,3.042105,59,117,109,3.23536766666667,4.12788382086939
"ENKUR",0.381936,0.211035,0.198698,0.263889666666667,14,6,5,"Enkur",1.911479,2.059108,2.204859,29,54,56,2.058482,0.413240838646971
"ENO1",409.357251,378.319136,464.915785,417.530724,7521,9946,14037,"Eno1b",1.5e-05,0,1.2e-05,0,0,0,9e-06,418.526957257385
"ENO1",409.357251,378.319136,464.915785,417.530724,7521,9946,14037,"Eno1",902.697522,1031.820679,943.368061,8278,16743,16081,959.295420666667,0.435835384604295
"ENO2",613.914181,720.209376,906.515148,746.879568333333,12005,18453,24478,"Eno2",515.200673,528.311245,508.602036,9695,17098,16944,517.371318,1.44274874470067
"ENO3",8.004972,4.029682,5.201208,5.74528733333333,87,60,66,"Eno3",6.166953,8.083943,6.074959,50,88,89,6.775285,0.86752927170301
"ENO4",0.399905,0.48782,0.425966,0.437897,18,19,23,"Eno4",1.253664,1.615526,1.056327,31,78,57,1.30850566666667,0.622869166301953
"ENOPH1",32.10269,27.501295,29.681417,29.7618006666667,831,973,1153,"Enoph1",19.041814,19.543384,18.709053,471,878,852,19.0980836666667,1.53058376991863
"ENOX1",10.96743,7.937221,5.850188,8.251613,275,321,239,"Enox1",10.41708,5.59251,4.982785,375,368,344,6.99745833333333,1.15681915608605
"ENOX2",27.140494,27.314164,21.463234,25.305964,930,1209,1065,"Enox2",4.283975,4.023313,2.971649,157,255,239,3.75964566666667,5.52687444450522
"ENPEP",0.588705,0.616305,0.095554,0.433521333333333,7,8,4,"Enpep",1.396767,1.339174,1.35158,72,87,67,1.362507,0.606779718889016
"ENPP1",0.907965,0.399287,0.314784,0.540678666666667,108,63,51,"Enpp1",0.972538,0.787531,0.753769,100,117,112,0.837946,0.838261116848192
"ENPP2",3.263187,3.87925,3.500662,3.54769966666667,109,196,203,"Enpp2",176.345274,157.074566,136.590594,7754,12152,10564,156.670144666667,0.0288431248432038
"ENPP3",0.021611,0.250289,0.052896,0.108265333333333,1,2,4,"Enpp3",0.515706,0.296932,0.271821,11,11,14,0.361486333333333,0.814011353768026
"ENPP4",4.612388,3.330896,4.034969,3.992751,334,326,402,"Enpp4",7.725904,5.278782,5.409998,521,619,621,6.138228,0.699438432059049
"ENPP5",2.43656,1.588109,2.344258,2.12297566666667,103,90,115,"Enpp5",73.153722,70.59621,64.999071,3466,5557,5122,69.583001,0.0442454361874847
"ENPP6",0.17726,0.142188,0.166279,0.161909,11,12,15,"Enpp6",3.129714,3.302972,4.511823,162,258,342,3.64816966666667,0.249971296945629
"ENPP7",0.032504,0,0.022194,0.0182326666666667,1,0,1,"Enpp7",0,0,0,0,0,0,0,1.01823266666667
"ENSA",135.633863,128.796096,85.975615,116.801858,1971,2827,2482,"Ensa",112.671062,108.484242,101.101616,3219,5481,5290,107.418973333333,1.08654282897348
"ENTHD1",0,0,0,0,0,0,0,"Enthd1",0,0,0.018247,0,0,1,0.00608233333333333,0.993954437791208
"ENTPD1",3.309497,4.243187,3.422342,3.658342,395,602,570,"Entpd1",25.271963,38.071195,14.690087,208,310,257,26.0110816666667,0.172460401900479
"ENTPD2",0.199848,0.105159,0.223477,0.176161333333333,3,3,7,"Entpd2",4.489999,6.677256,4.78781,120,266,241,5.318355,0.18614992879212
"ENTPD3",30.086327,11.427197,15.185007,18.8995103333333,1279,653,930,"Entpd3",2.509994,2.331145,2.256862,130,215,211,2.36600033333333,5.91191573460926
"ENTPD4",58.001416,47.611399,43.730257,49.781024,2326,3463,3142,"Entpd4",47.204712,52.346343,46.929113,1889,3889,3526,48.8267226666667,1.01915240020335
"ENTPD5",4.056011,3.503921,3.126318,3.56208333333333,265,341,348,"Entpd5",11.427279,7.741069,7.842664,607,753,811,9.00367066666667,0.456040935907126
"ENTPD6",74.589749,72.054153,62.522979,69.7222936666667,1369,2024,1775,"Entpd6",16.166056,17.024862,14.798473,590,1145,1011,15.9964636666667,4.16100049125905
"ENTPD7",2.403308,3.821925,3.002783,3.07600533333333,308,548,410,"Entpd7",1.683259,0.645842,0.726956,153,85,88,1.01868566666667,2.0191381950335
"ENTPD8",0.125635,0.051727,0.187783,0.121715,4,3,3,"Entpd8",0,0,0,0,0,0,0,1.121715
"ENTR1",19.278617,32.803005,35.233727,29.1051163333333,264,458,420,"Entr1",45.680304,35.677612,32.75261,635,902,900,38.036842,0.771197535224118
"ENY2",59.341232,60.82853,48.641161,56.2703076666667,536,699,579,"Eny2",31.480986,29.996761,31.99631,704,960,913,31.158019,1.78090284935358
"EOGT",4.21454,4.585453,4.19565,4.331881,117,202,185,"Eogt",8.73965,6.431186,6.811582,291,339,259,7.32747266666667,0.640276013314644
"EOLA1",17.180499,15.941435,16.125097,16.415677,293,454,436,"Eola1",6.010064,9.08178,9.222308,82,219,226,8.10471733333333,1.9128190763528
"EOLA2",15.216204,15.678337,17.21481,16.0364503333333,225,306,354,"Eola1",6.010064,9.08178,9.222308,82,219,226,8.10471733333333,1.87116740801618
"EOMES",0,0.023259,0.013488,0.012249,0,1,1,"Eomes",0.075042,0.080459,0.055767,3,7,5,0.0704226666666667,0.945653554919739
"EP300",30.766618,25.549876,13.230595,23.182363,1156,1531,1125,"Ep300",24.223042,4.082887,5.717407,1182,405,503,11.341112,1.95949627553822
"EP400",15.316552,15.411071,11.632662,14.120095,1396,1932,1491,"Ep400",23.044496,4.760279,4.320605,1249,499,607,10.70846,1.29138204341135
"EPAS1",2.188313,0.205328,0.405721,0.933120666666667,60,3,7,"Epas1",86.842289,19.993454,24.623739,2252,1254,1478,43.8198273333333,0.0431309262369462
"EPB41",54.744614,113.090012,89.692749,85.8424583333333,1171,2138,1521,"Epb41",10.854208,4.786056,4.103495,663,585,558,6.581253,11.454895164867
"EPB41L1",497.299502,499.039106,375.650142,457.329583333333,9218,11815,11847,"Epb41l1",123.799327,65.07055,60.868262,7743,6868,6969,83.2460463333333,5.44036905328325
"EPB41L2",14.101056,6.667838,10.612042,10.460312,268,199,236,"Epb41l2",44.249426,22.770279,30.667186,1379,1606,1658,32.562297,0.34146387537182
"EPB41L3",266.305608,261.131221,262.76113,263.399319666667,7123,9931,9795,"Epb41l3",78.709378,48.283369,50.545782,3104,2991,3196,59.1795096666667,4.39351070042229
"EPB41L4A",19.550539,11.082134,9.934567,13.5224133333333,133,168,139,"Epb41l4a",1.487207,2.254719,2.211023,54,87,117,1.98431633333333,4.86624463067979
"EPB41L4B",16.626271,7.819734,9.401231,11.282412,1422,913,1188,"Epb41l4b",8.098338,3.57867,4.97589,715,543,592,5.550966,1.87490089247906
"EPB41L5",4.487702,3.85885,4.404168,4.25024,467,547,343,"Epb41l5",1.241812,0.691932,0.796805,122,121,132,0.910183,2.74855341085121
"EPB42",0,0,0,0,0,0,0,"Epb42",0,0.027097,0.025636,0,1,1,0.0175776666666667,0.982725970466464
"EPC1",16.814299,23.663986,18.031447,19.503244,652,1246,931,"Epc1",9.596185,5.375946,4.96922,445,516,450,6.647117,2.68117304861427
"EPC2",7.218505,9.025862,6.489931,7.57809933333333,412,624,563,"Epc2",21.106866,9.029324,7.465694,729,570,472,12.5339613333333,0.633820292674104
"EPCAM",12.600403,6.96363,9.05514,9.53972433333333,179,149,199,"Epcam",0.042022,0.047332,0.203629,1,2,6,0.097661,9.60198488725876
"EPDR1",14.864062,10.214054,13.180765,12.7529603333333,436,395,558,"Epdr1",59.263602,61.007352,58.812664,1380,2685,2585,59.6945393333333,0.226593042543783
"EPG5",7.187535,4.273932,4.938661,5.46670933333333,601,584,604,"Epg5",6.751292,2.117005,2.399021,875,501,558,3.75577266666667,1.35975997731319
"EPGN",0.123125,0.071588,0.051557,0.08209,5,4,3,"Epgn",0,0.12977,0.192865,0,2,4,0.107545,0.977016735211662
"EPHA1",2.811349,1.767144,1.68184,2.08677766666667,20,19,17,"Epha1",0.142131,0.102866,0.066843,7,6,6,0.103946666666667,2.7961293419972
"EPHA10",17.167236,16.529674,11.609383,15.1020976666667,489,678,660,"Epha10",10.156446,4.584367,3.978093,522,509,488,6.23963533333333,2.22415866618696
"EPHA2",4.833505,0.994957,1.667879,2.49878033333333,140,28,35,"Epha2",0.542643,0.231221,0.154755,17,25,17,0.309539666666667,2.67176353828152
"EPHA3",4.450482,2.99503,2.012328,3.15261333333333,400,369,257,"Epha3",1.829936,0.748509,0.492502,159,99,70,1.023649,2.05204229257808
"EPHA4",7.242153,2.735806,1.337079,3.77167933333333,212,105,38,"Epha4",42.113416,11.373284,11.486473,2967,1320,1396,21.6577243333333,0.210598348851539
"EPHA5",4.285356,3.727436,2.751766,3.588186,452,514,396,"Epha5",18.595503,6.414967,5.948386,1617,949,823,10.3196186666667,0.405330438693223
"EPHA6",0.310763,0.623826,0.349933,0.428174,10,19,12,"Epha6",7.391309,2.020766,2.240978,389,181,210,3.884351,0.292397905064562
"EPHA7",4.662463,4.620773,3.875902,4.38637933333333,493,659,580,"Epha7",20.535129,15.117884,14.608159,902,802,722,16.753724,0.303394337623663
"EPHA8",3.548005,1.72725,4.047344,3.107533,108,68,170,"Epha8",1.463761,1.504996,1.325741,102,201,181,1.43149933333333,1.68930048373445
"EPHB1",11.350202,19.384419,14.794233,15.1762846666667,822,1858,1416,"Ephb1",11.932705,8.282241,9.468539,602,792,913,9.894495,1.48481271198589
"EPHB2",13.439085,13.062307,9.329914,11.9437686666667,1108,1704,1384,"Ephb2",4.941169,3.358195,4.279963,278,278,333,4.193109,2.49248930971152
"EPHB3",3.575273,6.503587,4.580741,4.88653366666667,169,329,291,"Ephb3",4.647165,2.249147,3.174026,196,204,215,3.35677933333333,1.35112045304414
"EPHB4",2.146086,0.239847,0.643059,1.009664,51,4,17,"Ephb4",1.547768,1.426354,1.51983,94,161,169,1.497984,0.804514360380211
"EPHB6",11.493966,12.100896,14.812398,12.80242,325,495,511,"Ephb6",45.908195,43.121544,38.419794,927,1510,1412,42.4831776666667,0.317419764162743
"EPHX1",13.1033,17.75556,15.913326,15.5907286666667,305,468,461,"Ephx1",18.106774,18.158527,21.733166,242,509,583,19.3328223333333,0.815957981370253
"EPHX2",7.481096,4.740967,4.959051,5.727038,111,104,125,"Ephx2",7.646783,8.302211,7.43289,218,420,382,7.79396133333333,0.764961061916579
"EPHX3",0.533724,0.168877,0.398145,0.366915333333333,14,6,16,"Ephx3",0.185914,0.076027,0.326069,4,4,17,0.196003333333333,1.14290261175415
"EPHX4",0.906556,1.061963,1.677791,1.21543666666667,18,28,46,"Ephx4",34.449273,34.193183,24.060661,394,630,515,30.901039,0.0694471633562364
"EPM2A",5.160062,6.628812,4.991876,5.59358333333333,153,240,172,"Epm2a",10.647001,8.297775,8.192883,498,685,681,9.04588633333333,0.656346599448882
"EPM2AIP1",14.515685,17.166959,13.838834,15.173826,1134,1643,1398,"Epm2aip1",39.900781,19.423344,18.783154,3517,3696,3175,26.0357596666667,0.598238266629558
"EPN1",79.613743,101.689553,64.559218,81.9541713333333,1356,2088,2495,"Epn1",244.085143,254.133483,231.796517,3468,6435,6255,243.338381,0.339505283590028
"EPN2",35.312063,24.024226,33.079284,30.805191,859,1218,1152,"Epn2",46.753538,43.421127,39.003474,1569,2380,2373,43.0593796666667,0.721871057664082
"EPN3",0.552555,0.45612,0.087489,0.365388,6,10,4,"Epn3",2.652982,2.909103,2.787951,96,191,200,2.78334533333333,0.360894361920967
"EPO",0.04698,0.03373,0.057582,0.0460973333333333,1,1,2,"Epo",0,0,0.072901,0,0,1,0.0243003333333333,1.02127989154223
"EPOP",0.238544,0.324039,0.604248,0.388943666666667,10,19,44,"Epop",17.799143,14.413681,11.470841,395,676,578,14.5612216666667,0.089256723952586
"EPOR",1.720706,1.680508,2.615493,2.005569,59,59,122,"Epor",3.66643,3.030429,2.757456,52,111,94,3.15143833333333,0.723982571502327
"EPPIN",0.246882,0.109321,0.142007,0.16607,8,4,6,"Eppin",0,0,0,0,0,0,0,1.16607
"EPRS1",53.160024,62.436222,59.468756,58.3550006666667,2319,3818,3577,"Eprs",23.729063,9.496716,13.456133,1548,1201,1096,15.5606373333333,3.58410123185275
"EPS15",42.063759,24.625844,21.33137,29.3403243333333,1883,1638,1525,"Eps15",185.301691,165.184821,145.28184,3787,6040,5261,165.256117333333,0.182491476524156
"EPS15L1",25.340439,20.676662,20.767623,22.2615746666667,713,941,930,"Eps15l1",14.248503,8.986668,8.566986,577,694,656,10.600719,2.00518387409148
"EPS8",3.712932,2.14843,1.332537,2.39796633333333,62,35,44,"Eps8",20.54209,12.257694,12.887495,552,696,622,15.229093,0.209374999165593
"EPS8L1",22.83914,24.911356,22.092266,23.2809206666667,106,180,185,"Eps8l1",18.383174,7.062516,5.693841,99,69,88,10.3798436666667,2.13367787624265
"EPS8L2",25.893111,34.169584,37.215531,32.4260753333333,193,260,329,"Eps8l2",5.407048,6.602938,5.529834,104,150,127,5.84660666666667,4.88213752603479
"EPS8L3",0,0,0,0,0,0,0,"Eps8l3",0,0,0,0,0,0,0,1
"EPSTI1",0.382537,0.060277,0.359941,0.267585,7,4,6,"Epsti1",0.194192,0.220095,0.245475,5,10,11,0.219920666666667,1.03907166640891
"EPX",0.576121,0.4365,0.334557,0.449059333333333,25,26,21,"Epx",0.308293,0.414513,0.490534,4,16,21,0.404446666666667,1.03176529783972
"EPYC",0,0,0,0,0,0,0,"Epyc",0.648263,0.156825,0.27959,15,6,10,0.361559333333333,0.734452018004846
"EQTN",0,0,0,0,0,0,0,"Eqtn",0.224471,0.086403,0,3,2,0,0.103624666666667,0.906105155315485
"ERAL1",32.093874,33.26584,33.393303,32.9176723333333,481,678,726,"Eral1",6.495189,8.776353,7.933858,154,408,384,7.73513333333333,3.88290264601952
"ERAP1",7.028944,7.014935,5.907659,6.65051266666667,321,334,298,"Erap1",8.159642,7.167735,9.094246,173,238,244,8.140541,0.836986855227351
"ERAS",0.299047,0.288215,0.136167,0.241143,4,5,2,"Eras",0,0,0,0,0,0,0,1.241143
"ERBB2",7.054675,3.400526,2.538491,4.33123066666667,188,175,169,"Erbb2",0.448526,0.494276,0.975316,30,31,46,0.639372666666667,3.25199436044438
"ERBB4",0.005155,0,0,0.00171833333333333,1,0,0,"Erbb4",9.48921,4.124197,2.005925,1717,646,587,5.206444,0.161399721536734
"ERBIN",14.224313,17.522251,11.605402,14.4506553333333,355,432,378,"Erbin",19.712641,8.541422,9.47238,1779,1340,1432,12.575481,1.1381294948837
"ERC1",44.636508,30.375854,21.582598,32.19832,2755,3722,2980,"Erc1",9.510553,2.120916,2.189364,922,422,462,4.60694433333333,5.92092912402138
"ERC2",21.88461,18.841838,13.125061,17.950503,919,970,887,"Erc2",51.070104,21.313969,19.115671,2447,1970,1772,30.4999146666667,0.60160489958576
"ERCC1",62.220233,58.846712,47.517453,56.1947993333333,565,828,730,"Ercc1",30.050757,32.497511,34.18814,128,269,253,32.2454693333333,1.72037876078312
"ERCC2",23.313345,24.44554,18.509433,22.0894393333333,747,1114,974,"Ercc2",46.878759,25.804488,25.796531,302,368,397,32.8265926666667,0.682582474707424
"ERCC3",30.472611,24.608315,25.325877,26.8022676666667,602,804,676,"Ercc3",11.085828,13.463447,12.14445,348,656,666,12.2312416666667,2.10125915368235
"ERCC4",6.07062,5.154496,4.261286,5.162134,231,314,330,"Ercc4",5.323819,3.940066,3.842975,288,375,389,4.36895333333333,1.1477346919263
"ERCC5",20.554072,22.856719,18.57574,20.662177,698,922,728,"Ercc5",7.941506,5.010916,3.842314,256,349,276,5.59824533333333,3.28302084958344
"ERCC5",20.554072,22.856719,18.57574,20.662177,698,922,728,"Bivm",10.197328,10.096514,9.658836,327,510,553,9.984226,1.97211683372137
"ERCC6",8.842391,5.279207,3.614069,5.911889,297,312,265,"Ercc6",5.399973,0.807291,1.879544,391,180,148,2.69560266666667,1.87030090175639
"ERCC6L",0.113236,0.104405,0.078623,0.0987546666666667,8,10,8,"Ercc6l",0.094823,0.03851,0.080396,8,5,11,0.071243,1.02568200367859
"ERCC8",11.020415,8.132767,8.556969,9.236717,274,357,352,"Ercc8",7.033428,5.231894,6.031427,134,218,222,6.09891633333333,1.44201121964672
"EREG",0.62858,0.295406,0.161766,0.361917333333333,23,16,8,"Ereg",0,0,0,0,0,0,0,1.36191733333333
"ERF",72.952362,46.965443,39.757691,53.2251653333333,246,199,299,"Erf",11.156396,7.896551,7.628459,411,596,585,8.893802,5.48072069092684
"ERFE",0.64565,0.186881,0.475015,0.435848666666667,7,5,11,"Erfe",0.268596,0.093719,0.074523,4,7,3,0.145612666666667,1.25334566249558
"ERFL",3.620074,3.740592,2.309951,3.223539,107,155,109,"Erfl",0.148638,0.227063,0.514269,2,6,14,0.296656666666667,3.25725314076972
"ERG",0.042897,0,0,0.014299,1,0,0,"Erg",1.472335,1.086506,1.0393,58,61,76,1.19938033333333,0.461174897596156
"ERG28",13.681601,10.154111,9.849092,11.228268,486,490,506,"Erg28",36.294497,48.958745,47.403938,359,786,738,44.21906,0.270422870355996
"ERGIC1",47.626147,36.403551,29.94176,37.990486,1445,1707,1640,"Ergic1",59.494068,43.594182,32.840987,1527,1925,1676,45.3097456666667,0.841949905763896
"ERGIC2",94.634143,90.312919,91.874677,92.273913,485,591,591,"Ergic2",47.295867,33.916961,38.819049,560,697,681,40.0106256666667,2.27438405251673
"ERGIC3",115.803416,111.555784,106.603755,111.320985,1120,1569,1614,"Ergic3",143.356776,192.650064,199.967876,840,2168,2240,178.658238666667,0.625192509030424
"ERH",294.790006,237.602727,259.486102,263.959611666667,762,1097,976,"Erh",22.585763,28.220977,26.017157,152,327,346,25.6079656666667,9.95790565073514
"ERI1",2.214494,2.236674,2.735207,2.39545833333333,108,139,184,"Eri1",6.311924,3.239437,2.573807,200,298,235,4.04172266666667,0.673471858296053
"ERI2",3.98431,1.965971,7.560586,4.50362233333333,86,94,124,"Eri2",2.691988,2.435285,2.775289,123,209,217,2.63418733333333,1.51440248631468
"ERI3",72.738065,67.466763,65.864386,68.689738,681,1021,1095,"Eri3",635.420478,753.65661,677.246042,1005,2216,2091,688.774376666667,0.101032656992531
"ERICH1",31.670673,38.058216,30.468152,33.3990136666667,352,527,476,"Erich1",2.056633,3.830258,4.571478,43,104,82,3.486123,7.66787127028543
"ERICH2",2.633613,2.190788,2.854668,2.55968966666667,16,18,25,"Erich2",1.305855,1.970957,2.956614,4,27,19,2.07780866666667,1.15656626262018
"ERICH3",0.823283,0.563361,0.495297,0.627313666666667,88,63,72,"Erich3",4.63059,1.323459,0.978829,440,131,169,2.31095933333333,0.491493099985724
"ERICH4",0,0,0,0,0,0,0,"Erich4",0,0.103592,0.102067,0,2,2,0.068553,0.935845016578494
"ERICH5",1.83651,2.643788,4.755143,3.07848033333333,37,69,92,"Erich5",0.130603,0.068862,0.085877,5,4,5,0.095114,3.72425184349148
"ERICH6",0.032578,0,0,0.0108593333333333,1,0,0,"Erich6",0.480103,0.490581,0.414129,15,27,23,0.461604333333333,0.691609425533084
"ERICH6B",1.150451,0.844868,0.791858,0.929059,7,7,7,"Erich6b",0,0,0,0,0,0,0,1.929059
"ERLEC1",23.01529,18.088187,20.340676,20.4813843333333,851,857,973,"Erlec1",30.703602,31.74986,30.975971,587,1000,982,31.1431443333333,0.668303763644447
"ERLIN1",2.756274,2.434819,2.981346,2.72414633333333,129,167,204,"Erlin1",27.261631,10.126037,24.740309,227,474,415,20.7093256666667,0.171545924111845
"ERLIN2",11.721605,9.045254,9.848785,10.2052146666667,442,531,559,"Erlin2",48.192348,47.398578,37.023018,792,1339,1094,44.204648,0.247877489648115
"ERMAP",1.704611,2.156923,1.824714,1.895416,67,136,119,"Ermap",0.13686,0.27071,0.085111,9,9,11,0.164227,2.48698578541814
"ERMARD",4.437669,8.461907,5.580103,6.159893,79,118,99,"Gm3435",1.286706,0.900975,1.024441,30,36,42,1.07070733333333,3.45770398585218
"ERMARD",4.437669,8.461907,5.580103,6.159893,79,118,99,"Ermard",48.111315,50.387875,36.308862,206,339,354,44.9360173333333,0.155866647037431
"ERMN",0.243041,0,0.005827,0.082956,4,0,0,"Ermn",21.56382,20.761889,22.555158,1178,1952,2043,21.6269556666667,0.0478613215119954
"ERMP1",1.447967,1.127656,1.190595,1.255406,117,113,134,"Ermp1",16.539254,12.827,13.121096,1098,1489,1522,14.16245,0.148749443526607
"ERN1",2.275381,2.929902,1.674586,2.29328966666667,161,232,212,"Ern1",1.598676,0.640179,0.709857,165,108,134,0.982904,1.6608417082555
