"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"LMAN2L","Lman2l",18.502065,16.012147,18.60901,225,811,501,17.7077406666667,13.64238,13.64238,1.27764343410475
"LMBR1","Lmbr1",12.670037,12.417637,12.152711,170,769,453,12.4134616666667,17.90758,17.90758,0.709422446799996
"LMBR1L","Lmbr1l",4.25781,8.941648,9.023162,30,221,123,7.40754,33.49439,33.49439,0.243736445259649
"LMBRD1","Lmbrd1",123.153937,93.441107,94.441757,1389,4944,3001,103.678933666667,62.03362,62.03362,1.66068415024659
"LMBRD2","Lmbrd2",16.60447,13.190638,14.029998,664,2400,1449,14.6083686666667,6.08419,6.08419,2.20326793418396
"LMCD1","Lmcd1",0.939195,1.375675,1.527017,10,56,35,1.280629,12.67016,12.67016,0.166832648630301
"LMF1","Lmf1",12.146795,10.607059,13.644239,75,247,153,12.1326976666667,18.93207,18.93207,0.658872744610403
"LMF2","Lmf2",35.936319,25.854568,21.340686,118,405,234,27.7105243333333,52.36374,52.36374,0.538015595108839
"LMLN","Lmln",4.421161,5.198547,10.996175,124,467,277,6.871961,3.60661,3.60661,1.70884034029362
"LMNA","Lmna",12.509538,13.137716,12.04595,166,623,340,12.5644013333333,211.598,211.598,0.0638030523962282
"LMNB1","Lmnb1",4.769248,3.480013,4.893268,56,177,118,4.380843,3.55434,3.55434,1.18147591088939
"LMNB2","Lmnb2",5.118065,6.755783,6.759136,117,514,286,6.21099466666667,14.10235,14.10235,0.477475006649076
"LMO1","Lmo1",4.011708,6.470165,7.600759,22,143,80,6.027544,7.64182,7.64182,0.813201848684652
"LMO2","Lmo2",14.194799,18.469812,14.278124,57,256,152,15.6475783333333,31.18407,31.18407,0.517261438137977
"LMO3","Lmo3",7.354597,7.794843,4.943973,81,336,156,6.69780433333333,8.83357,8.83357,0.782808718841004
"LMO4","Lmo4",18.926885,17.678155,16.619157,170,544,292,17.741399,48.91394,48.91394,0.375474246272685
"LMOD1","Lmod1",0.376054,0.579661,0.417611,10,59,24,0.457775333333333,18.21075,18.21075,0.0758833118609806
"LMOD2","Lmod2",0,0.021248,0,0,1,0,0.00708266666666667,0.01045,0.01045,0.996667491381727
"LMOD3","Lmod3",0,0.05601,0.032986,0,3,1,0.0296653333333333,1.10812,1.10812,0.488428236216787
"LMTK2","Lmtk2",12.622828,13.270969,14.913543,715,2844,1807,13.6024466666667,1.8608,1.8608,5.10432280014914
"LMTK3","Lmtk3",15.484865,24.627126,26.067006,388,1767,1108,22.0596656666667,4.05612,4.05612,4.56074334997323
"LMX1A","Lmx1a",0.376801,0.509099,0.503182,8,41,24,0.463027333333333,0,0,1.46302733333333
"LMX1B","Lmx1b",1.828227,1.276917,0.852893,25,99,60,1.31934566666667,0.18817,0.18817,1.95203183607284
"LNPEP","Lnpep",21.469807,22.385129,25.55739,1333,5763,3538,23.137442,3.08391,3.08391,5.91037559593625
"LNX1","Lnx1",7.700619,7.297459,6.817918,108,383,217,7.27199866666667,5.67648,5.67648,1.23897602728783
"LNX2","Lnx2",5.280144,4.361964,3.794759,78,312,193,4.47895566666667,1.57854,1.57854,2.12482864980441
"LONP1","Lonp1",18.954614,19.754816,19.213101,370,1487,807,19.3075103333333,106.57782,106.57782,0.18877042064371
"LONP2","Lonp2",34.880165,42.568169,34.684995,481,1807,1108,37.3777763333333,10.92436,10.92436,3.21843489573724
"LONRF1","Lonrf1",3.783645,4.088112,3.731696,89,346,180,3.86781766666667,17.52079,17.52079,0.262829915282591
"LONRF3","Lonrf3",2.361498,3.501973,5.007638,46,234,162,3.623703,1.17084,1.17084,2.12991422675093
"LOX","Lox",0.30238,0.258928,0.334925,9,28,22,0.298744333333333,1.41128,1.41128,0.538611995841766
"LOXHD1","Loxhd1",0.138291,0.018107,0.122239,2,3,6,0.092879,0.01045,0.01045,1.08157652531051
"LOXL1","Loxl1",0.633541,0.736319,0.445773,14,58,20,0.605211,26.06165,26.06165,0.0593168191887782
"LOXL2","Loxl2",0.525365,0.5224,0.347955,19,73,27,0.46524,7.15049,7.15049,0.179773240627251
"LOXL3","Loxl3",0.786401,2.25542,3.105266,20,77,44,2.049029,7.76727,7.76727,0.347774050531123
"LOXL4","Loxl4",0.550905,0.103337,0.126242,2,10,4,0.260161333333333,0.77359,0.77359,0.710514455614507
"LPAR1","Lpar1",26.654779,24.158837,32.65186,408,1504,765,27.8218253333333,53.83774,53.83774,0.52558375551825
"LPAR2","Lpar2",0.14977,0.206898,0.174741,6,12,9,0.177136333333333,5.01789,5.01789,0.195606156532162
"LPAR3","Lpar3",0.124423,0.082732,0.058393,2,5,2,0.088516,34.37252,34.37252,0.030772927685107
"LPAR4","Lpar4",0.310204,0.293525,0.545504,8,27,29,0.383077666666667,0.03136,0.03136,1.34102317974972
"LPAR5","Lpar5",0,0.066472,0,0,2,0,0.0221573333333333,7.69409,7.69409,0.117569214642744
"LPAR6","Lpar6",0.747944,0.704908,0.761622,27,93,57,0.738158,27.91199,27.91199,0.0601189333560229
"LPCAT1","Lpcat1",11.819952,9.355171,10.196879,185,647,405,10.457334,37.06964,37.06964,0.300957245721262
"LPCAT2","Lpcat2",2.300946,4.704536,4.636485,34,226,122,3.88065566666667,11.32161,11.32161,0.396105352033271
"LPCAT2BP","Lpcat2b",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"LPCAT3","Lpcat3",14.824792,18.880106,20.743157,85,363,202,18.1493516666667,25.2567,25.2567,0.729312962659689
"LPCAT4","Lpcat4",24.326735,40.648465,40.434404,255,1333,711,35.1365346666667,115.27549,115.27549,0.310783765922351
"LPGAT1","Lpgat1",47.179478,45.927669,48.184638,2336,8341,4945,47.0972616666667,5.9901,5.9901,6.88076875390433
"LPIN1","Lpin1",11.586392,12.009585,12.180663,380,1527,882,11.9255466666667,51.28698,51.28698,0.247203924699163
"LPIN2","Lpin2",16.328655,16.559763,16.990638,484,1719,1006,16.626352,11.80249,11.80249,1.37679092114112
"LPIN3","Lpin3",0.512996,0.854961,0.946446,9,38,23,0.771467666666667,3.27208,3.27208,0.414661632428856
"LPL","Lpl",1.505331,1.48885,1.229008,25,131,56,1.40772966666667,559.08665,559.08665,0.00429885209130885
"LPP","Lpp",2.754529,1.528754,2.072076,160,613,403,2.118453,3.4707,3.4707,0.697531259086944
"LPXN","Lpxn",0,0.761971,0.448832,0,30,10,0.403601,10.15077,10.15077,0.125874805058305
"LRAT","Lrat",0.082019,0.088153,0.077644,3,12,6,0.0826053333333333,0.24044,0.24044,0.872759128481292
"LRBA","Lrba",7.129564,7.900659,9.394756,290,1313,813,8.14165966666667,5.07016,5.07016,1.50599978693587
"LRCH1","Lrch1",168.333032,122.552907,107.367433,203,699,412,132.751124,2.5194,2.5194,38.0039563561971
"LRCH2","Lrch2",9.42788,10.356393,11.218361,169,644,368,10.3342113333333,1.17084,1.17084,5.22111778543482
"LRCH3","Lrch3",10.526931,14.936885,14.878555,291,1271,692,13.447457,6.48144,6.48144,1.9311064447486
"LRCH4","Lrch4",7.831963,36.717333,28.14833,60,306,176,24.232542,52.85507,52.85507,0.468526770088684
"LRCOL1","Lrcol1",0,0,0,0,0,0,0,2.60303,2.60303,0.277544178094548
"LRFN1","Lrfn1",12.787253,12.012049,11.4348,160,665,348,12.078034,9.69079,9.69079,1.22329912008374
"LRFN2","Lrfn2",1.482619,1.638221,1.387692,32,134,64,1.502844,3.64842,3.64842,0.538428971564532
"LRFN3","Lrfn3",5.013387,5.106397,5.664016,100,373,234,5.26126666666667,15.50318,15.50318,0.379397586808522
"LRFN4","Lrfn4",5.667109,6.064641,6.197495,106,402,232,5.976415,36.34832,36.34832,0.186793274771128
"LRFN5","Lrfn5",8.353666,9.564845,8.658488,192,800,406,8.85899966666667,11.42615,11.42615,0.793407424396669
"LRGUK","Lrguk",0.234977,0.270873,0.442712,14,64,42,0.316187333333333,0.10454,0.10454,1.19161581593544
"LRIF1","Lrif1",11.465905,10.312734,11.536998,108,393,238,11.1052123333333,4.13976,4.13976,2.35520964662423
"LRIG1","Lrig1",49.634758,48.90736,54.642616,813,2961,1857,51.061578,11.7084,11.7084,4.09662727015203
"LRIG2","Lrig2",4.873751,8.125514,8.246243,227,1071,585,7.081836,1.98625,1.98625,2.70634943491
"LRIG3","Lrig3",1.474658,1.17417,1.288722,21,114,71,1.31251666666667,2.41486,2.41486,0.677192232380439
"LRIT1","Lrit1",0,0,0,0,0,0,0,0,0,1
"LRIT2","Lrit2",0.05451,0,0,1,0,0,0.01817,0.29271,0.29271,0.787624447865337
"LRIT3","Lrit3",0.096912,0.032978,0,1,2,0,0.0432966666666667,0.10454,0.10454,0.944553086956259
"LRP1","Lrp1",112.993753,126.580577,120.643622,2432,12872,8287,120.072650666667,47.37721,47.37721,2.50267947793324
"LRP10","Lrp10",12.846106,23.210954,25.855036,154,778,405,20.6373653333333,45.55823,45.55823,0.464737713038776
"LRP11","Lrp11",47.594764,45.739755,53.462075,763,3022,1743,48.932198,24.4622,24.4622,1.96103235384217
"LRP12","Lrp12",12.37712,11.790417,13.411799,318,1217,712,12.5264453333333,4.29657,4.29657,2.55381224704541
"LRP1B","Lrp1b",3.221348,6.321807,6.126791,161,979,611,5.22331533333333,0.87813,0.87813,3.31357005816069
"LRP2","Lrp2",0.018316,0.107174,0.2656,2,31,24,0.130363333333333,0.04182,0.04182,1.08498908960601
"LRP2BP","Lrp2bp",0,0.175687,0.168015,0,11,5,0.114567333333333,0.88858,0.88858,0.590161567597525
"LRP4","Lrp4",3.627896,3.006555,2.909798,152,505,330,3.18141633333333,5.80193,5.80193,0.614739689078443
"LRP5","Lrp5",2.179566,2.13505,2.278265,71,298,175,2.197627,7.25503,7.25503,0.387354982356212
"LRP6","Lrp6",10.815734,10.408814,11.778207,422,1707,1125,11.0009183333333,3.74251,3.74251,2.53049932068321
"LRP8","Lrp8",11.76889,14.96532,14.090701,368,1681,1006,13.6083036666667,7.10867,7.10867,1.80156593703612
"LRPAP1","Lrpap1",66.646554,75.726344,76.353906,791,3064,1849,72.9089346666667,127.80975,127.80975,0.573783697792028
"LRPPRC","Lrpprc",27.155956,24.884876,23.172488,423,1690,997,25.0711066666667,44.77418,44.77418,0.569559228951052
"LRRC1","Lrrc1",9.885621,9.07397,12.860722,71,353,194,10.606771,9.25173,9.25173,1.13217681308423
"LRRC10","Lrrc10",0,0.061339,0,0,2,0,0.0204463333333333,0,0,1.02044633333333
"LRRC14","Lrrc14",6.603919,12.206269,15.260663,106,438,263,11.3569503333333,22.29823,22.29823,0.530381506806883
"LRRC14B","Lrrc14b",0,0.083103,0.028292,0,6,1,0.0371316666666667,0.03136,0.03136,1.00559617075189
"LRRC15","Lrrc15",0,0,0,0,0,0,0,0.02091,0.02091,0.979518272913381
"LRRC17","Lrrc17",0.146432,0.038425,0.067885,2,2,2,0.0842473333333333,1.16039,1.16039,0.501875741571352
"LRRC18","Lrrc18",0.059669,0.236708,0.395417,1,11,9,0.230598,0.03136,0.03136,1.19317987899473
"LRRC19","Lrrc19",0,0.031397,0.10942,0,2,4,0.046939,0.01045,0.01045,1.03611163343065
"LRRC2","Lrrc2",6.209592,2.648696,3.63071,72,132,108,4.16299933333333,1.40083,1.40083,2.15050600556197
"LRRC20","Lrrc20",5.789733,7.09804,7.960251,124,581,368,6.94934133333333,27.48338,27.48338,0.279087009102618
"LRRC23","Lrrc23",3.14803,2.685468,1.893911,20,53,36,2.575803,17.22808,17.22808,0.19617002997573
"LRRC24","Lrrc24",7.679424,12.41968,9.65233,95,467,251,9.91714466666667,20.57333,20.57333,0.506048193147125
"LRRC25","Lrrc25",1.377265,0.181238,0.058075,2,6,2,0.538859333333333,6.72188,6.72188,0.199285579850157
"LRRC26","Lrrc26",0.143252,0.341723,0.271198,1,9,4,0.252057666666667,0.44952,0.44952,0.86377398495134
"LRRC27","Lrrc27",10.653621,10.123496,6.942036,27,157,70,9.23971766666667,12.94197,12.94197,0.734452711250036
"LRRC28","Lrrc28",9.020605,10.647478,10.69057,78,318,179,10.119551,20.96013,20.96013,0.50635178389199
"LRRC3","Lrrc3",0.72119,0.648911,0.590867,21,72,37,0.653656,1.65172,1.65172,0.623616369752462
"LRRC30","Lrrc30",0,0,0,0,0,0,0,0,0,1
"LRRC32","Lrrc32",0.658776,0.97492,0.971489,18,88,54,0.868395,27.0025,27.0025,0.0667224354968306
"LRRC34","Lrrc34",0.340557,0.114758,0.202171,4,5,5,0.219162,3.08391,3.08391,0.298528126231969
"LRRC36","Lrrc36",0.151884,0.178489,0.398964,2,9,9,0.243112333333333,3.71115,3.71115,0.263866005823065
"LRRC38","Lrrc38",1.51201,1.96564,2.396529,22,104,72,1.95805966666667,1.70399,1.70399,1.0939610230314
"LRRC39","Lrrc39",0.146631,0.181685,0.421604,3,14,18,0.249973333333333,0.90949,0.90949,0.654611091617832
"LRRC3B","Lrrc3b",12.583733,10.538469,12.334296,111,351,229,11.8188326666667,2.04897,2.04897,4.20431577439813
"LRRC4","Lrrc4",15.340389,17.652884,18.649042,372,1625,971,17.214105,6.60688,6.60688,2.39442517825968
"LRRC40","Lrrc40",15.237463,10.959618,12.351252,143,547,363,12.8494443333333,8.15407,8.15407,1.51292751020402
"LRRC41","Lrrc41",17.1333,18.587121,24.059227,173,843,506,19.9265493333333,30.03414,30.03414,0.674307370313253
"LRRC42","Lrrc42",30.211592,27.808784,35.111879,89,317,189,31.044085,17.93894,17.93894,1.6919682410948
"LRRC43","Lrrc43",0,0.143481,0.072639,0,7,2,0.07204,0.76314,0.76314,0.608028857606316
"LRRC45","Lrrc45",9.177876,13.939765,9.526518,119,608,256,10.8813863333333,14.41597,14.41597,0.770719347101307
"LRRC46","Lrrc46",0.640032,0.7343,0.708558,5,22,12,0.694296666666667,0.33453,0.33453,1.26958304921333
"LRRC47","Lrrc47",21.655395,30.837432,35.51409,222,844,456,29.335639,40.17445,40.17445,0.736758815236148
"LRRC49","Lrrc49",55.500561,59.8296,54.835679,572,2400,1217,56.7219466666667,126.4612,126.4612,0.452858961524501
"LRRC4B","Lrrc4b",33.286973,40.83419,40.466776,596,2472,1344,38.1959796666667,15.97361,15.97361,2.30923060366455
"LRRC4C","Lrrc4c",18.229232,17.749532,15.301816,262,967,615,17.0935266666667,7.18185,7.18185,2.21142243706089
"LRRC52","Lrrc52",0.312017,0.326985,0.144514,2,8,2,0.261172,0.4077,0.4077,0.895909639838034
"LRRC55","Lrrc55",3.69141,3.397299,3.617408,81,286,167,3.56870566666667,4.9238,4.9238,0.771245765668434
"LRRC56","Lrrc56",1.269257,3.03765,3.231421,19,76,53,2.512776,1.16039,1.16039,1.62599160336791
"LRRC57","Lrrc57",13.609652,13.143662,15.709393,105,411,247,14.1542356666667,8.60358,8.60358,1.57797776107105
"LRRC58","Lrrc58",13.263812,13.804956,13.972158,783,2995,1723,13.6803086666667,4.46383,4.46383,2.68681651271483
"LRRC59","Lrrc59",26.101671,25.300825,26.033222,484,1771,1030,25.811906,61.15549,61.15549,0.431368266906109
"LRRC6","Lrrc6",0.611439,0.925209,0.723498,8,45,20,0.753382,3.23026,3.23026,0.414485634452729
"LRRC61","Lrrc61",28.22014,16.787625,39.173979,107,488,282,28.0605813333333,13.87237,13.87237,1.95399800659433
"LRRC63","Lrrc63",0,0.016434,0,0,1,0,0.005478,0.68996,0.68996,0.594971478614878
"LRRC66","Lrrc66",0,0,0.021833,0,0,1,0.00727766666666667,0.32407,0.32407,0.760743515574454
"LRRC69","Lrrc69",0.145569,0,0.068647,1,0,1,0.0714053333333333,0.36589,0.36589,0.784400891238191
"LRRC7","Lrrc7",1.902968,1.968077,1.385166,44,222,108,1.75207033333333,1.04539,1.04539,1.34549906537791
"LRRC71","Lrrc71",0.453465,1.44621,0.325113,2,21,13,0.741596,0.58542,0.58542,1.09850765096946
"LRRC8A","Lrrc8a",15.720555,17.12827,15.15539,462,1899,954,16.001405,53.55549,53.55549,0.31163508933748
"LRRC8B","Lrrc8b",9.474716,9.20079,9.554133,443,1612,948,9.40987966666667,9.189,9.189,1.02167824778356
"LRRC8C","Lrrc8c",2.735651,3.080673,3.340424,132,558,308,3.05224933333333,5.57194,5.57194,0.61659865022099
"LRRC8D","Lrrc8d",13.849676,13.008568,12.9902,255,1015,554,13.2828146666667,27.94336,27.94336,0.493474657630167
"LRRC8E","Lrrc8e",0,0.050372,0.08703,0,5,5,0.0458006666666667,0,0,1.04580066666667
"LRRC9","Lrrc9",0.256405,1.052524,0.834437,8,87,43,0.714455333333333,0.11499,0.11499,1.53764189215449
"LRRCC1","Lrrcc1",7.164908,7.631719,7.043753,148,733,396,7.28012666666667,6.13646,6.13646,1.16025685937659
"LRRD1","Lrrd1",0.051436,0.140326,0.098698,1,10,4,0.09682,0.07318,0.07318,1.02202799157644
"LRRFIP1","Lrrfip1",93.881711,109.421901,95.482375,209,764,406,99.595329,29.06193,29.06193,3.34626981700776
"LRRFIP2","Lrrfip2",16.554728,23.572828,21.600883,183,728,434,20.5761463333333,38.58546,38.58546,0.54505230792653
"LRRIQ1","Lrriq1",0.249882,0.811076,0.55253,9,41,31,0.537829333333333,0.32407,0.32407,1.1614411121265
"LRRIQ3","Lrriq3",0.401926,0.491943,0.178738,7,22,4,0.357535666666667,0.73178,0.73178,0.783896145391832
"LRRIQ4","Lrriq4",0,0,0,0,0,0,0,0.03136,0.03136,0.969593546385355
"LRRK1","Lrrk1",2.267068,1.117957,1.883507,27,133,87,1.75617733333333,3.00028,3.00028,0.688996103606081
"LRRK2","Lrrk2",11.837311,14.835065,15.235181,240,910,565,13.9691856666667,2.52985,2.52985,4.24074271333532
"LRRN1","Lrrn1",29.495534,31.163359,31.611703,734,2893,1665,30.7568653333333,20.52107,20.52107,1.47561739882512
"LRRN3","Lrrn3",10.618473,10.076007,12.764334,276,982,705,11.152938,1.95488,1.95488,4.11283639267923
"LRRN4","Lrrn4",0,0.043131,0.019032,0,4,1,0.020721,0.02091,0.02091,0.999814871046419
"LRRN4CL","Lrrn4cl",0.256718,0.460493,0.627707,4,27,22,0.448306,6.126,6.126,0.203242492281785
"LRRTM1","Lrrtm1",4.081022,4.585674,3.777225,64,303,140,4.14797366666667,15.23138,15.23138,0.317161798113695
"LRRTM2","Lrrtm2",9.383817,8.181972,8.980692,281,936,597,8.848827,3.96204,3.96204,1.98483426171494
"LRRTM3","Lrrtm3",22.253978,24.493884,33.651399,293,1033,708,26.7997536666667,1.83989,1.83989,9.78902480964638
"LRRTM4","Lrrtm4",3.01797,4.083403,4.001379,63,288,150,3.70091733333333,0.77359,0.77359,2.65050960669226
"LRSAM1","Lrsam1",14.975346,25.321978,34.716997,218,860,515,25.0047736666667,58.10294,58.10294,0.439991202919291
"LRTM1","Lrtm1",0.020688,0.047274,0.023163,1,5,1,0.030375,0.01045,0.01045,1.01971893710723
"LRTM2","Lrtm2",10.93067,13.816926,20.149834,185,912,562,14.96581,0,0,15.96581
"LRTOMT","Lrrc51",4.355677,2.908807,2.739274,15,46,24,3.334586,9.64898,9.64898,0.407042364620837
"LSAMP","Lsamp",109.234384,89.081274,92.895949,3003,10648,6357,97.0705356666667,27.60883,27.60883,3.42798134934797
"LSG1","Lsg1",11.465548,10.981407,10.735594,88,381,197,11.0608496666667,20.65697,20.65697,0.556903835885937
"LSM1","Lsm1",20.190223,17.432899,19.454233,69,262,158,19.025785,38.05231,38.05231,0.512793865458919
"LSM10","Lsm10",12.03435,8.840041,9.384833,18,71,40,10.086408,111.06256,111.06256,0.098930525949077
"LSM11","Lsm11",7.340538,6.998192,7.905236,324,1159,742,7.41465533333333,3.03164,3.03164,2.08715444169949
"LSM12","Lsm12",16.031229,13.424312,12.908741,176,545,353,14.1214273333333,17.74032,17.74032,0.806892696247094
"LSM14A","Lsm14a",55.025649,46.969668,53.98399,489,1539,928,51.9931023333333,27.04432,27.04432,1.88961979942225
"LSM14B","Lsm14b",29.446904,28.738279,29.857602,385,1425,863,29.347595,35.57472,35.57472,0.829742373967593
"LSM2","Lsm2",19.213229,16.642622,14.765761,36,108,70,16.8738706666667,53.79593,53.79593,0.326189749250842
"LSM3","Lsm3",18.71352,18.789647,17.463085,52,187,102,18.322084,13.74692,13.74692,1.3102453936144
"LSM4","Lsm4",61.311517,68.442294,74.240807,101,348,202,67.998206,180.9889,180.9889,0.379134144994557
"LSM5","Lsm5",41.680373,31.597323,21.685241,18,67,30,31.6543123333333,85.70132,85.70132,0.376629932892986
"LSM6","Lsm6",61.466524,46.215838,51.263841,260,922,512,52.9820676666667,30.49411,30.49411,1.7140369315617
"LSM7","Lsm7",12.870036,24.020794,23.124962,25,173,100,20.005264,263.22997,263.22997,0.0794961449679611
"LSP1","Lsp1",6.151059,4.979191,2.711382,15,55,26,4.61387733333333,23.31226,23.31226,0.230907259684346
"LSR","Lsr",2.741173,3.509665,2.669237,32,168,75,2.97335833333333,11.01844,11.01844,0.330605164508317
"LSS","Lss",18.495299,20.281397,15.334124,206,1049,585,18.03694,125.50989,125.50989,0.150477879634549
"LST1","Lst1",0.829677,1.967777,2.320724,1,9,6,1.70605933333333,82.78467,82.78467,0.032297785899656
"LTA","Lta",0,0,0.22626,0,0,4,0.07542,0.09409,0.09409,0.982935590307927
"LTA4H","Lta4h",28.858351,23.344158,27.652343,204,698,466,26.618284,32.18765,32.18765,0.832185587108458
"LTB","Ltb",0.207506,0,0.206482,1,0,2,0.137996,1.80853,1.80853,0.40519275208027
"LTB4R2","Ltb4r2",0,0.033162,0,0,3,0,0.011054,3.89932,3.89932,0.206366189593658
"LTBP1","Ltbp1",1.890543,4.109074,8.655095,31,107,79,4.884904,14.67732,14.67732,0.375376913911306
"LTBP2","Ltbp2",7.089629,6.708842,10.06878,117,414,319,7.95575033333333,12.84788,12.84788,0.646723565869529
"LTBP3","Ltbp3",132.235804,177.52582,168.81029,349,1491,875,159.523971333333,144.05516,144.05516,1.10664088980587
"LTBP4","Ltbp4",22.681471,19.20701,16.570049,204,985,485,19.4861766666667,155.43949,155.43949,0.130952719589323
"LTBR","Ltbr",14.556587,30.796742,36.359216,50,218,134,27.237515,57.24572,57.24572,0.484799827352121
"LTC4S","Ltc4s",3.934359,2.989224,1.664524,12,24,9,2.86270233333333,31.23634,31.23634,0.119824469320442
"LTF","Ltf",0.550906,0.20607,0.258949,1,2,1,0.338641666666667,0.81541,0.81541,0.737377047976307
"LTK","Ltk",1.708967,2.454995,2.926758,26,140,91,2.36357333333333,0.34498,0.34498,2.50083520448879
"LTN1","Ltn1",8.48343,8.896667,8.725989,442,1660,947,8.70202866666667,2.82256,2.82256,2.53809715653035
"LTV1","Ltv1",8.075494,7.835158,7.481099,87,311,190,7.79725033333333,16.4963,16.4963,0.502806326670972
"LUC7L","Luc7l",26.191623,20.252808,27.311431,511,1991,1075,24.5852873333333,51.59015,51.59015,0.486503410492903
"LUC7L2","Luc7l2",42.251363,58.638339,55.976526,914,4179,2313,52.2887426666667,38.11503,38.11503,1.36235975446438
"LUC7L3","Luc7l3",97.595877,77.949981,68.061907,842,3138,1696,81.2025883333333,44.73237,44.73237,1.79747055167561
"LUM","Lum",0.954514,1.927044,1.561803,15,113,52,1.48112033333333,34.91613,34.91613,0.0690809486805325
"LURAP1","Lurap1",13.838543,12.235861,12.94506,489,1826,1094,13.006488,3.7216,3.7216,2.96647068790241
"LURAP1L","Lurap1l",2.021456,2.159278,2.275668,41,160,96,2.152134,10.35984,10.35984,0.277480492682996
"LUZP1","Luzp1",24.38271,26.164262,25.31919,1181,4358,2576,25.2887206666667,4.72518,4.72518,4.59177190353258
"LUZP2","Luzp2",56.201621,47.936982,55.932959,1847,5809,3849,53.3571873333333,10.05668,10.05668,4.91623048992404
"LVRN","Lvrn",0,0.00774,0.035897,0,1,2,0.0145456666666667,0.12545,0.12545,0.901457787255468
"LXN","Lxn",40.533183,36.631651,42.879657,223,810,541,40.0148303333333,95.3503,95.3503,0.425684510928698
"LY6D","Ly6d",0.281723,0.220099,0.130191,1,3,1,0.210671,4.68336,4.68336,0.213020290813885
"LY6E","Ly6e",75.216477,82.67938,86.748979,347,1626,925,81.5482786666667,350.31121,350.31121,0.234971946003848
"LY6G5B","Ly6g5b",0.174495,0.273851,0.241421,1,7,3,0.229922333333333,5.18515,5.18515,0.198850849750343
"LY6G5C","Ly6g5c",0,0,0.494437,0,0,2,0.164812333333333,2.91665,2.91665,0.297400159149613
"LY6G6C","Ly6g6c",0.801185,0,0,2,0,0,0.267061666666667,0.05227,0.05227,1.2041221993088
"LY6G6D","Ly6g6d",2.661352,1.769951,2.443776,4,16,11,2.291693,0.37634,0.37634,2.39162779545752
"LY6G6E","Ly6g6e",0.54801,1.008519,2.032955,3,25,16,1.19649466666667,0,0,2.19649466666667
"LY6H","Ly6h",24.435197,32.670163,25.545107,108,573,254,27.5501556666667,26.31254,26.31254,1.04531309305787
