"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"KRR1","Krr1",17.186206,12.797162,16.536851,283,862,537,15.5067396666667,7.95544,7.95544,1.84320811335531
"KRT1","Krt1",4.569654,1.679357,1.916346,13,43,32,2.72178566666667,0.03136,0.03136,3.60861936342952
"KRT10","Krt10",4.941343,5.290742,4.447073,14,72,39,4.89305266666667,13.71556,13.71556,0.400464043955287
"KRT12","Krt12",0,0.045301,0,0,2,0,0.0151003333333333,0.17772,0.17772,0.861919924373649
"KRT13","Krt13",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"KRT14","Krt14",0,0.04149,0.073795,0,1,1,0.0384283333333333,13.66329,13.66329,0.0708182361075402
"KRT15","Krt15",0.315805,0.164598,0.583459,1,5,6,0.354620666666667,0.41816,0.41816,0.955195934638311
"KRT16","Krt16",0,0.0275,0,0,1,0,0.00916666666666667,0.30316,0.30316,0.774399664405496
"KRT17","Krt17",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"KRT18","Krt18",1.147943,1.939208,1.554487,10,64,29,1.54721266666667,1.34856,1.34856,1.0845848803806
"KRT19","Krt19",0,0.126321,0.22448,0,2,2,0.116933666666667,107.39323,107.39323,0.0103044596665923
"KRT2","Krt2",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"KRT20","Krt20",0,0,0.038602,0,0,1,0.0128673333333333,0,0,1.01286733333333
"KRT222","Krt222",19.005767,20.065021,21.423529,339,1274,822,20.1647723333333,6.52325,6.52325,2.81324857386546
"KRT23","Krt23",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"KRT24","Krt24",0,0.022689,0.240774,0,1,6,0.087821,0.04182,0.04182,1.04415446046342
"KRT25","Krt25",1.913511,1.712802,2.519885,24,82,68,2.04873266666667,0.07318,0.07318,2.84083999577579
"KRT26","Krt26",0.162703,0.231804,0.175553,4,19,8,0.19002,0,0,1.19002
"KRT27","Krt27",0,0.057482,0.051355,0,2,1,0.036279,0.25089,0.25089,0.828433355450919
"KRT28","Krt28",0.603793,0.580216,0.935941,6,22,20,0.70665,0.02091,0.02091,1.67169486046762
"KRT31","Krt31",0,0,0,0,0,0,0,0.04182,0.04182,0.959858708798065
"KRT32","Krt32",0,0,0,0,0,0,0,0.03136,0.03136,0.969593546385355
"KRT33A","Krt33a",0,0.025285,0,0,1,0,0.00842833333333333,0,0,1.00842833333333
"KRT33B","Krt33b",0,0.027137,0,0,1,0,0.00904566666666667,0,0,1.00904566666667
"KRT34","Krt34",0,0,0,0,0,0,0,0.15681,0.15681,0.864446192546745
"KRT35","Krt35",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"KRT36","Krt36",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"KRT39","Krt39",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"KRT4","Krt4",0,0,0,0,0,0,0,0.61678,0.61678,0.618513341332773
"KRT40","Krt40",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"KRT5","Krt5",0.070711,0,0,1,0,0,0.0235703333333333,0.30316,0.30316,0.785452541002895
"KRT6C","Krt6b",0,0,0,0,0,0,0,0,0,1
"KRT7","Krt7",0.072594,0.100726,0.06767,2,11,4,0.08033,5.79148,5.79148,0.159071365887848
"KRT71","Krt71",0,0.037345,0.033143,0,2,1,0.023496,0,0,1.023496
"KRT72","Krt72",0,0,0,0,0,0,0,0.02091,0.02091,0.979518272913381
"KRT73","Krt73",0,0.037859,0.033572,0,2,1,0.0238103333333333,0,0,1.02381033333333
"KRT74","Krt74",0,0,0,0,0,0,0,0,0,1
"KRT75","Krt75",0,0.011999,0,0,1,0,0.00399966666666667,0.05227,0.05227,0.9541274261042
"KRT76","Krt76",0,0.035118,0.031139,0,2,1,0.0220856666666667,0,0,1.02208566666667
"KRT77","Krt77",0.814949,0.21593,0.382967,3,9,7,0.471282,0.11499,0.11499,1.31954726051355
"KRT79","Krt79",0,0,0,0,0,0,0,0,0,1
"KRT8","Krt8",0.882931,0.886408,0.899114,11,42,24,0.889484333333333,1.13948,1.13948,0.883151201849671
"KRT80","Krt80",1.43465,0.480585,0.180388,3,10,7,0.698541,0.04182,0.04182,1.63035937110057
"KRT81","Krt81",0,0,0,0,0,0,0,0.09409,0.09409,0.914001590362767
"KRT82","Krt82",0,0,0,0,0,0,0,0,0,1
"KRT84","Krt84",0,0,0,0,0,0,0,0.02091,0.02091,0.979518272913381
"KRT86","Krt86",0,0,0,0,0,0,0,0,0,1
"KRT9","Krt9",0.118946,0.482267,0.496449,2,31,18,0.365887333333333,0.01045,0.01045,1.35176142642717
"KRTCAP2","Krtcap2",47.237571,49.194299,59.688562,105,427,275,52.040144,282.02613,282.02613,0.18740370014599
"KRTCAP3","Krtcap3",2.135938,2.182304,3.605836,7,26,19,2.64135933333333,1.46355,1.46355,1.47809434894089
"KRTDAP","Krtdap",0,0,0,0,0,0,0,0.20908,0.20908,0.827075131504946
"KSR1","Ksr1",8.012426,9.587833,9.607551,124,647,363,9.06927,7.33866,7.33866,1.20754054008678
"KSR2","Ksr2",4.208168,5.326783,6.116106,391,1877,1219,5.217019,0.88858,0.88858,3.29190132268689
"KTI12","Kti12",4.678643,3.409113,3.563207,47,123,73,3.88365433333333,6.58598,6.58598,0.64377368953429
"KTN1","Ktn1",41.90242,39.242564,36.789595,802,2644,1569,39.3115263333333,93.52086,93.52086,0.426482856094764
"KXD1","Kxd1",25.184265,22.6249,21.707808,109,460,259,23.1723243333333,88.46116,88.46116,0.270199093476245
"KY","Ky",5.679441,1.123422,1.657722,28,126,60,2.820195,0.5436,0.5436,2.47486071521119
"KYNU","Kynu",0,0,0.163507,0,0,3,0.0545023333333333,3.61706,3.61706,0.228392599042103
"L1CAM","L1cam",42.956902,72.366245,64.903503,573,2861,1645,60.07555,142.81114,142.81114,0.424692760240966
"L1TD1","L1td1",0,0,0,0,0,0,0,0.39725,0.39725,0.715691536947576
"L2HGDH","L2hgdh",7.287114,6.854095,5.402631,96,360,228,6.51461333333333,1.26493,1.26493,3.31781261819718
"L3HYPDH","L3hypdh",2.659522,1.674864,1.521068,22,59,25,1.951818,12.51335,12.51335,0.218437175089819
"L3MBTL1","L3mbtl1",1.8158,2.164449,2.265566,18,93,60,2.08193833333333,5.07016,5.07016,0.507719456049484
"L3MBTL2","L3mbtl2",14.163586,18.86104,16.017694,145,701,402,16.34744,15.24183,15.24183,1.06807176284938
"L3MBTL3","L3mbtl3",4.040281,7.487918,7.088022,125,391,240,6.205407,1.60991,1.60991,2.76078753673498
"L3MBTL4","L3mbtl4",0.369695,0.463217,0.441342,5,22,11,0.424751333333333,1.83989,1.83989,0.501692436444135
"LACC1","Lacc1",1.032838,1.641591,1.61643,16,80,54,1.43028633333333,5.60331,5.60331,0.368040624070857
"LACTB","Lactb",3.910287,4.212059,4.441694,48,188,107,4.18801333333333,10.06713,10.06713,0.468776759045329
"LACTB2","Lactb2",10.791125,13.102084,10.718092,112,436,278,11.5371003333333,11.59341,11.59341,0.995528640243852
"LAD1","Lad1",0.31179,0.31333,0.380422,6,16,11,0.335180666666667,0.25089,0.25089,1.0673845555298
"LAG3","Lag3",0.552905,1.23234,1.080415,7,56,29,0.95522,2.73893,2.73893,0.522935706204716
"LAGE3","Lage3",9.674223,12.575125,13.935541,41,188,117,12.0616296666667,47.65947,47.65947,0.268429345133982
"LAIR1","Lair1",5.602199,5.696112,5.562821,47,154,105,5.62037733333333,42.64158,42.64158,0.151698846222647
"LALBA","Lalba",0,0.070163,0.248139,0,1,2,0.106100666666667,0,0,1.10610066666667
"LAMA1","Lama1",1.329105,0.602092,0.818809,41,154,80,0.916668666666667,13.46466,13.46466,0.132506997514402
"LAMA2","Lama2",3.55551,3.102259,2.869605,153,546,299,3.17579133333333,12.76425,12.76425,0.303379503665898
"LAMA3","Lama3",0.07873,0.268901,0.23139,5,55,31,0.193007,3.63797,3.63797,0.257226114011087
"LAMA4","Lama4",0.914034,1.281982,1.752226,38,161,94,1.31608066666667,50.34613,50.34613,0.0451072099623996
"LAMA5","Lama5",3.018933,4.829987,2.95109,63,322,193,3.60000333333333,45.25506,45.25506,0.0994486513115178
"LAMB1","Lamb1",6.838168,4.939953,7.511554,141,549,360,6.42989166666667,161.21006,161.21006,0.0458041361100949
"LAMB2","Lamb2",51.721966,26.660079,39.379076,175,828,428,39.253707,169.39549,169.39549,0.23623692739755
"LAMB3","Lamb3",2.808151,2.183069,2.570608,11,56,48,2.52060933333333,0.78404,0.78404,1.97339147851692
"LAMC1","Lamc1",8.424072,7.679256,5.63848,257,1025,550,7.24726933333333,22.34005,22.34005,0.353352684905702
"LAMC2","Lamc2",1.0186,0.189853,0.671873,10,23,19,0.626775333333333,0.37634,0.37634,1.18195746206122
"LAMC3","Lamc3",3.060588,4.884974,5.754424,45,202,99,4.566662,1.00358,1.00358,2.77835773964603
"LAMP1","Lamp1",182.335254,188.201439,191.891331,2537,9789,5667,187.476008,161.12643,161.12643,1.16252487641898
"LAMP2","Lamp2",42.975564,44.195675,43.792734,739,2749,1585,43.6546576666667,49.70844,49.70844,0.880615883010139
"LAMP3","Lamp3",0,0.012942,0,0,1,0,0.004314,0.09409,0.09409,0.917944593223592
"LAMP5","Lamp5",91.874793,102.978768,81.763615,517,2180,1072,92.2057253333333,31.18407,31.18407,2.89602046395417
"LAMTOR1","Lamtor1",43.203051,41.355626,47.501613,285,1043,669,44.0200966666667,315.31145,315.31145,0.142328381304776
"LAMTOR2","Lamtor2",48.401733,50.875101,45.297713,113,482,243,48.1915156666667,148.20537,148.20537,0.329689981444144
"LAMTOR3","Lamtor3",30.430735,26.889296,31.822156,176,604,382,29.7140623333333,30.14914,30.14914,0.986032434068271
"LANCL1","Lancl1",73.036545,84.145747,92.841101,554,2340,1343,83.341131,94.05401,94.05401,0.887296927294282
"LANCL2","Lancl2",24.161151,22.152793,26.06481,342,1168,788,24.1262513333333,16.00497,16.00497,1.47758280863379
"LANCL3","Lancl3",5.176638,4.537714,5.268153,140,444,293,4.99416833333333,6.02146,6.02146,0.853692584353302
"LAP3","Lap3",81.39296,58.387871,66.902437,364,1192,677,68.8944226666667,66.45564,66.45564,1.03615387337021
"LAPTM4A","Laptm4a",95.736079,100.816012,106.969451,1065,4154,2496,101.173847333333,172.3644,172.3644,0.589358872602064
"LAPTM4B","Laptm4b",98.451743,88.33489,107.898952,689,2437,1444,98.2285283333333,58.44792,58.44792,1.66916737092456
"LAPTM5","Laptm5",10.366507,9.089411,9.682467,76,329,201,9.712795,216.7727,216.7727,0.0491925526018642
"LARP1","Larp1",15.346124,19.589145,21.708431,683,3220,1882,18.8812333333333,58.60473,58.60473,0.333551269057562
"LARP4","Larp4",11.771656,15.002282,13.89548,470,1599,983,13.5564726666667,6.61734,6.61734,1.91096533260517
"LARP4B","Larp4b",15.313402,18.92773,25.539946,533,1921,1230,19.927026,12.48199,12.48199,1.55222085166952
"LARP6","Larp6",11.02408,11.988428,13.319344,172,693,436,12.1106173333333,183.27831,183.27831,0.0711457432691527
"LARP7","Larp7",15.302939,8.350496,7.592644,140,352,216,10.4153596666667,30.71365,30.71365,0.359950988507052
"LARS2","Lars2",411.416267,368.984419,440.807719,10237,35528,24022,407.069468333333,8.00771,8.00771,45.3022431154348
"LAS1L","Las1l",16.334312,18.443195,18.779239,255,984,562,17.8522486666667,33.97527,33.97527,0.53901652987001
"LASP1","Lasp1",80.38362,69.683799,107.364586,515,2213,1477,85.8106683333333,36.78738,36.78738,2.29734552470516
"LAT","Lat",0,0.552968,0.605545,0,10,6,0.386171,4.67291,4.67291,0.244349196444153
"LAT2","Lat2",2.105505,1.869475,0.807776,6,20,9,1.594252,34.78023,34.78023,0.072505179536297
"LATS1","Lats1",6.347441,6.321395,6.857027,301,1150,710,6.508621,1.87125,1.87125,2.61510526774053
"LATS2","Lats2",26.303018,37.316055,38.387196,371,1279,769,34.0020896666667,3.46025,3.46025,7.84756228163593
"LAX1","Lax1",0,0,0.03119,0,0,1,0.0103966666666667,0.02091,0.02091,0.989701997890771
"LAYN","Layn",5.939939,3.768155,8.124605,40,105,89,5.944233,12.7747,12.7747,0.504129527321829
"LBH","Lbh",17.868832,18.444445,20.398,362,1426,836,18.903759,3.61706,3.61706,4.31091625406644
"LBP","Lbp",6.628546,8.005369,4.737128,32,194,109,6.45701433333333,1.05585,1.05585,3.62721712835729
"LBR","Lbr",6.710959,10.182982,7.271296,113,396,221,8.055079,6.20963,6.20963,1.25597000123446
"LBX1","Lbx1",2.249476,2.556395,2.682616,33,128,77,2.49616233333333,0.02091,0.02091,3.42455489057148
"LBX2","Lbx2",0.460932,0.125784,0.223735,2,2,1,0.270150333333333,0.36589,0.36589,0.929906751885828
"LCA5","Lca5",3.790636,5.48466,5.111429,32,189,106,4.795575,0.96176,0.96176,2.95427320365386
"LCA5L","Lca5l",0.630368,0.419729,0.666342,6,26,22,0.572146333333333,0.89904,0.89904,0.827863727637824
"LCAT","Lcat",31.145945,27.95659,33.263587,245,844,567,30.7887073333333,34.21571,34.21571,0.902685401865626
"LCK","Lck",1.135507,0.455354,0.544011,3,12,9,0.711624,0.90949,0.90949,0.896377566784848
"LCLAT1","Lclat1",7.899589,7.259984,7.754631,134,524,352,7.638068,2.97937,2.97937,2.17071244945808
"LCMT2","Lcmt2",3.433072,2.627766,3.886946,53,157,128,3.315928,5.16424,5.16424,0.700155736960274
"LCN10","Lcn10",0,0,0,0,0,0,0,18.73344,18.73344,0.0506754017545851
"LCN12","Lcn12",0,0,0,0,0,0,0,7.69409,7.69409,0.115020663462191
"LCN2","Lcn2",0.852863,0.032272,0.118851,3,1,1,0.334662,0.14636,0.14636,1.16426079067658
"LCN8","Lcn8",0,0,0,0,0,0,0,0.19862,0.19862,0.834292770018855
"LCN9","Lcn9",0,0,0,0,0,0,0,0,0,1
"LCOR","Lcor",2.774604,2.874913,3.086342,88,346,199,2.911953,1.21266,1.21266,1.76798649589182
"LCORL","Lcorl",6.468836,4.590282,4.51274,142,535,343,5.19061933333333,2.36259,2.36259,1.84102710509855
"LCP1","Lcp1",6.849249,8.992133,7.961174,110,425,289,7.93418533333333,80.1921,80.1921,0.110037618602467
"LCP2","Lcp2",1.480413,12.374278,0.690112,7,31,11,4.84826766666667,17.79259,17.79259,0.311200726811295
"LCTL","Lctl",0,0.379046,0,0,6,0,0.126348666666667,2.00715,2.00715,0.374556861701833
"LDB1","Ldb1",24.394836,32.016251,31.550363,347,1658,949,29.3204833333333,18.59754,18.59754,1.54715761944271
"LDB2","Ldb2",3.428343,6.380138,7.053086,53,213,140,5.62052233333333,44.85782,44.85782,0.144370629335048
"LDB3","Ldb3",2.234524,2.494299,1.999124,63,243,123,2.242649,28.23607,28.23607,0.110912615820115
"LDHA","Ldha",98.512492,69.614635,77.497548,623,2225,1330,81.8748916666667,1056.56829,1056.56829,0.0783636314083005
"LDHB","Ldhb",627.666999,711.988013,724.603241,2821,11518,6619,688.086084333333,899.29936,899.29936,0.765396616891223
"LDHC","Ldhc",0,0,0,0,0,0,0,2.84347,2.84347,0.260181554688862
"LDHD","Ldhd",3.63549,5.112212,4.538225,58,332,160,4.42864233333333,38.41819,38.41819,0.137719218800593
"LDLR","Ldlr",8.647929,7.849483,7.6657,263,928,509,8.05437066666667,36.8292,36.8292,0.239348721798681
"LDLRAD3","Ldlrad3",4.867829,5.254975,5.069981,123,500,275,5.06426166666667,5.35241,5.35241,0.954639525261541
"LDLRAP1","Ldlrap1",3.643178,5.000855,5.612129,75,410,259,4.752054,6.77415,6.77415,0.739894908125004
"LDOC1","Ldoc1",5.508282,5.434691,5.799518,48,181,109,5.58083033333333,146.815,146.815,0.0445207207207207
"LEAP2","Leap2",0.492444,0.130256,0.460067,1,1,2,0.360922333333333,1.05585,1.05585,0.661975500806641
"LECT2","Lect2",0,0.125267,0,0,2,0,0.0417556666666667,0,0,1.04175566666667
"LEF1","Lef1",1.330775,2.283529,4.718077,24,104,62,2.77746033333333,8.66631,8.66631,0.390786177283093
"LEFTY1","Lefty1",1.918417,1.069253,1.126101,5,22,11,1.371257,1.01403,1.01403,1.17736925467843
"LEFTY2","Lefty2",0,0.01693,0.059569,0,1,2,0.0254996666666667,0.20908,0.20908,0.848165271666612
"LELP1","Lelp1",0,0,0,0,0,0,0,0,0,1
"LEMD1","Lemd1",1.052365,2.012865,1.857226,7,59,36,1.64081866666667,0.25089,0.25089,2.11115179325653
"LEMD2","Lemd2",21.295729,25.036899,24.938394,144,589,343,23.7570073333333,29.88779,29.88779,0.801514363226807
"LEMD3","Lemd3",9.48794,9.666682,9.256431,289,1052,569,9.470351,4.652,4.652,1.85250371549894
"LENEP","Lenep",0.934126,1.302767,0.690698,10,55,16,0.975863666666667,0,0,1.97586366666667
"LENG1","Leng1",3.770382,3.687479,4.600415,54,201,142,4.01942533333333,14.9073,14.9073,0.315542256280659
"LENG8","Leng8",29.959536,43.07273,47.245617,540,3214,1600,40.0926276666667,72.50846,72.50846,0.559019025383836
"LENG9","Leng9",2.424129,2.10644,1.677958,39,127,57,2.069509,10.08804,10.08804,0.276830621101656
"LEO1","Leo1",19.192265,15.896245,17.109316,268,843,512,17.3992753333333,16.24541,16.24541,1.06690854745311
"LEP","Lep",0,0,0,0,0,0,0,0.43907,0.43907,0.694893229655263
"LEPR","Lepr",0.782001,1.310225,2.056946,29,121,81,1.38305733333333,2.93755,2.93755,0.605213224805611
"LEPROT","Leprot",10.814417,9.302497,11.077771,125,409,280,10.3982283333333,20.85559,20.85559,0.521524622914931
"LEPROTL1","Leprotl1",23.395754,26.478584,26.399579,434,1818,1028,25.424639,27.39975,27.39975,0.93045322582065
"LETM1","Letm1",29.025673,23.95248,26.655792,497,1842,1084,26.5446483333333,14.26961,14.26961,1.80388682705932
"LETM2","Letm2",15.091869,18.387641,18.043077,53,263,144,17.1741956666667,3.60661,3.60661,3.94524295884971
"LETMD1","Letmd1",13.327388,17.11691,17.820179,161,649,391,16.088159,57.48616,57.48616,0.292174405021632
"LFNG","Lfng",15.705919,15.396414,14.522562,130,507,282,15.2082983333333,6.57552,6.57552,2.13956247667927
"LGALS1","Lgals1",19.790923,20.247035,20.961751,66,272,163,20.3332363333333,8458.2855,8458.2855,0.0025218721289562
"LGALS12","Lgals12",0,0.033053,0.087726,0,2,3,0.0402596666666667,1.19175,1.19175,0.474625147332801
"LGALS2","Lgals2",1.627697,1.167185,1.501501,4,11,8,1.43212766666667,0.34498,0.34498,1.80830024733949
"LGALS3","Lgals3",12.520587,13.322658,5.885207,6,34,15,10.5761506666667,185.16001,185.16001,0.0621838743276102
"LGALS3BP","Lgals3bp",7.26864,9.620335,10.051194,66,299,156,8.98005633333333,355.33955,355.33955,0.0280071531025207
"LGALS4","Lgals4",1.165259,1.646532,0.947686,6,36,6,1.253159,0.85722,0.85722,1.21318906753104
"LGALS7B","Lgals7",0,0,0,0,0,0,0,0.09409,0.09409,0.914001590362767
"LGALS8","Lgals8",16.719313,30.024925,21.366625,238,893,506,22.703621,52.74008,52.74008,0.441079004720499
"LGALS9B","Lgals9",2.953202,3.058274,4.280875,27,104,83,3.43078366666667,0.01045,0.01045,4.3849608260346
"LGALSL","Lgalsl",25.974543,25.565355,29.9619,578,1991,1295,27.167266,9.39808,9.39808,2.70889106450422
"LGI1","Lgi1",25.211138,22.800545,22.680078,586,2112,1273,23.5639203333333,77.29636,77.29636,0.313730042282085
"LGI2","Lgi2",28.321105,33.124956,31.046481,1213,5359,2845,30.8308473333333,3.76341,3.76341,6.68236564421986
"LGI3","Lgi3",59.209904,66.80987,62.877768,1042,4470,2425,62.9658473333333,118.23395,118.23395,0.536473440101023
"LGI4","Lgi4",21.940577,20.205741,27.49674,324,1059,829,23.2143526666667,266.15707,266.15707,0.0906371396671878
"LGMN","Lgmn",60.775665,65.498191,65.709704,714,2890,1626,63.99452,59.1797,59.1797,1.08000737790318
"LGR4","Lgr4",8.154861,9.089359,10.606785,254,1046,700,9.28366833333333,5.3106,5.3106,1.6295864629882
"LGR5","Lgr5",3.459977,4.927678,4.351458,103,410,219,4.246371,20.88695,20.88695,0.239703156447107
"LGR6","Lgr6",1.332438,1.638117,1.737309,61,199,156,1.569288,0.11499,0.11499,2.30431483690437
"LGSN","Lgsn",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"LHB","Lhb",0,0.323834,0.024402,0,4,0,0.116078666666667,1.12902,1.12902,0.524221785923414
"LHCGR","Lhcgr",0.043948,0.357021,0.162131,2,21,11,0.1877,0.31362,0.31362,0.904142750567135
"LHFPL1","Lhfpl1",0,0.247549,0.040822,0,8,1,0.0961236666666667,0.80495,0.80495,0.607287551825074
"LHFPL2","Lhfpl2",12.595,9.612446,11.457925,236,930,628,11.2217903333333,14.32188,14.32188,0.797669106750172
"LHFPL3","Lhfpl3",18.466062,18.575068,17.305784,339,1235,658,18.115638,12.71198,12.71198,1.39408298436841
"LHFPL4","Lhfpl4",14.37818,19.025075,18.400547,446,2289,1253,17.267934,11.54114,11.54114,1.45664062437705
"LHFPL5","Lhfpl5",3.941006,4.269521,3.747928,31,128,63,3.98615166666667,1.05585,1.05585,2.42534799069322
"LHPP","Lhpp",8.363955,8.386387,8.664599,78,266,184,8.471647,66.96788,66.96788,0.139354751097136
"LHX1","Lhx1",12.426447,10.946403,13.477503,196,767,515,12.283451,0,0,13.283451
"LHX2","Lhx2",0.687945,1.453206,1.59925,9,30,18,1.24680033333333,0.02091,0.02091,2.20078198208788
"LHX3","Lhx3",0.312664,0.60404,0.730919,4,30,14,0.549207666666667,0,0,1.54920766666667
"LHX4","Lhx4",0.370035,0.771878,0.331503,14,83,27,0.491138666666667,0.03136,0.03136,1.44579842796566
"LHX5","Lhx5",3.430261,2.684445,2.9191,61,174,107,3.01126866666667,0.02091,0.02091,3.92911095656489
"LHX6","Lhx6",0.23449,0.024734,0.136284,4,2,6,0.131836,0.94085,0.94085,0.583165108071206
"LHX8","Lhx8",0,0.020289,0,0,1,0,0.006763,0,0,1.006763
"LHX9","Lhx9",1.029595,1.386569,1.455123,30,146,90,1.290429,0.04182,0.04182,2.19848822253364
"LIAS","Lias",13.240381,15.540115,18.94279,142,653,371,15.907762,16.17223,16.17223,0.984599088178996
"LIF","Lif",0,0.081862,0.527379,0,8,5,0.203080333333333,0.16726,0.16726,1.03068753605309
"LIFR","Lifr",5.959106,7.299781,6.507579,397,1657,911,6.588822,19.24569,19.24569,0.374836421974257
"LIG1","Lig1",5.644921,5.996558,3.926463,59,338,174,5.189314,8.90675,8.90675,0.624757261463144
"LIG3","Lig3",7.602564,12.108013,10.325435,187,757,412,10.012004,7.40138,7.40138,1.31073752169286
"LIG4","Lig4",2.396892,2.366487,3.556436,71,256,184,2.77327166666667,3.89932,3.89932,0.770162321846025
"LIM2","Lim2",0,0,0,0,0,0,0,0,0,1
"LIMA1","Lima1",4.334918,3.663746,7.301358,99,359,205,5.10000733333333,8.55132,8.55132,0.638655948427373
"LIMCH1","Limch1",42.700229,46.51784,47.843148,771,2681,1616,45.6870723333333,9.38763,9.38763,4.49448741756621
"LIMD1","Limd1",3.100725,12.620254,33.627019,74,325,186,16.4493326666667,2.10124,2.10124,5.62656636270223
"LIMD2","Limd2",6.845268,8.424735,8.44992,73,291,180,7.906641,45.02508,45.02508,0.193517121534607
"LIME1","Lime1",11.556605,9.922623,8.331643,90,343,174,9.936957,10.16122,10.16122,0.979906945656478
"LIMK1","Limk1",30.946629,42.070951,38.082718,544,2645,1369,37.0334326666667,119.61387,119.61387,0.315332164258279
"LIMK2","Limk2",40.956733,71.241062,60.69308,518,2271,1254,57.6302916666667,11.64568,11.64568,4.63638900135593
"LIMS1","Lims1",17.08793,11.140469,9.387337,231,857,449,12.5385786666667,18.56618,18.56618,0.691937755180964
"LIMS2","Lims2",32.306456,51.729162,21.562515,48,231,118,35.1993776666667,111.3239,111.3239,0.322276716412684
"LIN28A","Lin28a",0,0.0227,0.020041,0,2,1,0.014247,0,0,1.014247
"LIN28B","Lin28b",0.563461,0.951376,0.806851,19,108,57,0.773896,0.04182,0.04182,1.70268952410205
"LIN37","Lin37",35.822242,29.173955,29.126027,63,227,107,31.3740746666667,32.32355,32.32355,0.971507377415272
"LIN52","Lin52",21.85742,22.431216,22.886916,179,640,383,22.3918506666667,6.95186,6.95186,2.94168291024574
"LIN54","Lin54",2.276224,4.347788,4.237153,60,276,204,3.62038833333333,1.74581,1.74581,1.68270504271356
"LIN7A","Lin7a",20.600313,24.224383,29.424497,296,1324,919,24.749731,4.63109,4.63109,4.57277915998501
"LIN7B","Lin7b",28.591328,33.06875,28.737131,48,232,110,30.132403,106.10739,106.10739,0.290665312636224
"LIN7C","Lin7c",22.149695,22.236552,26.097202,604,2154,1433,23.494483,4.57882,4.57882,4.39062077643659
"LIN9","Lin9",3.554854,4.000965,2.812228,39,155,79,3.45601566666667,0.63769,0.63769,2.72091523222751
"LINGO1","Lingo1",38.466713,33.511851,26.247626,210,1073,614,32.7420633333333,58.71973,58.71973,0.565006963918513
"LINGO2","Lingo2",4.807919,4.771658,3.789954,54,229,142,4.45651033333333,4.44292,4.44292,1.00249688280065
"LINGO3","Lingo3",11.828943,10.472492,17.421263,280,892,571,13.2408993333333,2.00715,2.00715,4.73567974106158
"LINGO4","Lingo4",1.9092,3.094661,2.720085,47,290,144,2.57464866666667,5.86465,5.86465,0.520732836585502
"LIPA","Lipa",10.384331,10.681522,13.476794,130,578,352,11.5142156666667,49.92797,49.92797,0.245723826546918
"LIPC","Lipc",0,0,0.678195,0,0,2,0.226065,3.4707,3.4707,0.274244525465811
"LIPE","Lipe",11.98357,7.690612,5.95433,64,272,156,8.54283733333333,5.83329,5.83329,1.39652163647867
"LIPF","Lipf",0,0,0,0,0,0,0,0,0,1
"LIPG","Lipg",0,0.030973,0.027351,0,3,1,0.0194413333333333,5.15379,5.15379,0.165660728320813
"LIPH","Liph",0.489568,0.312303,0.451613,5,11,17,0.417828,1.43219,1.43219,0.582942944424572
"LIPK","Lipk",0,0.020538,0,0,1,0,0.006846,0,0,1.006846
"LIPM","Lipm",0,0,0,0,0,0,0,0.10454,0.10454,0.905354265123943
"LIPN","Lipn",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"LIPT1","Lipt1",1.863132,2.158849,1.711842,15,56,25,1.91127433333333,5.15379,5.15379,0.473086396080031
"LIPT2","Lipt2",2.469447,1.491593,2.308418,17,40,30,2.08981933333333,2.54031,2.54031,0.872753892549899
"LITAF","Litaf",16.687289,21.258841,21.780452,175,672,371,19.9088606666667,56.06443,56.06443,0.366407947414294
"LIX1","Lix1",5.025816,4.364803,5.587415,100,327,237,4.992678,0.21953,0.21953,4.91392421670644
"LIX1L","Lix1l",10.004211,8.926736,10.018277,181,673,454,9.64974133333333,10.90345,10.90345,0.894676865390566
"LLGL1","Llgl1",14.722499,17.409008,18.832454,420,1901,1132,16.987987,8.51995,8.51995,1.88950435664053
"LLGL2","Llgl2",1.794945,0.57698,0.927414,8,26,18,1.09977966666667,3.92022,3.92022,0.426765402089066
"LLPH","Llph",18.948213,9.569896,11.035984,109,265,159,13.1846976666667,26.46935,26.46935,0.516382719892049
"LMAN1","Lman1",14.339356,10.453899,11.867698,295,1015,610,12.2203176666667,9.56535,9.56535,1.25129008188718
"LMAN1L","Lman1l",0,0,0,0,0,0,0,0.7945,0.7945,0.557258289217052
"LMAN2","Lman2",19.897786,20.268025,21.184439,542,1863,1046,20.4500833333333,110.02762,110.02762,0.193195921279168
