"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"EFS","Efs",2.509505,4.178338,4.363967,40,226,130,3.68393666666667,1.16387,1.16387,2.16461093627005
"EFTUD2","Eftud2",74.813016,80.10557,79.463822,426,1663,1009,78.1274693333333,63.39305,63.39305,1.22882002534953
"EGF","Egf",1.250087,0.858397,0.445193,6,41,21,0.851225666666667,11.3604,11.3604,0.149770692426351
"EGFEM1P","Egfem1",0.578815,2.066512,3.323653,7,39,35,1.98966,0,0,2.98966
"EGFL6","Egfl6",0.900065,0.973028,0.713703,16,65,27,0.862265333333333,0,0,1.86226533333333
"EGFL7","Egfl7",22.200061,34.494502,37.409891,62,302,153,31.3681513333333,0.16446,0.16446,27.7967051966863
"EGFL8","Egfl8",0.67502,1.282806,1.223969,4,30,16,1.06059833333333,22.96116,22.96116,0.0859974364068072
"EGFLAM","Egflam",2.796476,2.789643,4.509803,29,132,81,3.36530733333333,35.89026,35.89026,0.118332246325543
"EGFR","Egfr",1.803646,3.241081,3.638219,106,386,234,2.89431533333333,7.65372,7.65372,0.450016332089937
"EGLN1","Egln1",25.417663,25.322676,26.673333,544,1976,1184,25.8045573333333,135.66694,135.66694,0.196130515056043
"EGLN2","Egln2",20.53619,26.815,25.1497,262,1168,645,24.1669633333333,3.2639,3.2639,5.90233432616462
"EGLN3","Egln3",2.265514,3.182282,2.576946,40,209,96,2.674914,185.61221,185.61221,0.0196927843038781
"EGR1","Egr1",10.057998,11.062793,13.217833,206,846,575,11.446208,4.0103,4.0103,2.4841243039339
"EGR2","Egr2",0,0.03003,0.658355,0,2,3,0.229461666666667,0.21506,0.21506,1.01185263827849
"EGR3","Egr3",2.280872,0.611681,1.33894,14,60,24,1.41049766666667,0.73375,0.73375,1.39033751502043
"EGR4","Egr4",1.073113,1.084045,1.114563,13,40,24,1.09057366666667,0,0,2.09057366666667
"EHBP1","Ehbp1",9.324883,10.661415,11.212192,293,1176,700,10.3994966666667,17.85025,17.85025,0.604739813353492
"EHBP1L1","Ehbp1l1",3.7646,3.83106,5.293164,52,226,142,4.29627466666667,102.62311,102.62311,0.0511109410503764
"EHD1","Ehd1",45.37112,62.986387,67.402167,394,1477,1048,58.586558,11.25919,11.25919,4.86056240257309
"EHD2","Ehd2",6.558403,8.137889,5.651667,77,284,139,6.782653,20.31715,20.31715,0.365088813467091
"EHD3","Ehd3",19.117618,22.977058,24.023246,469,2154,1273,22.0393073333333,11.80318,11.80318,1.79949882242797
"EHD4","Ehd4",9.727769,9.916372,12.398577,145,469,279,10.680906,29.94439,29.94439,0.377480570791669
"EHF","Ehf",0,0.03467,0,0,2,0,0.0115566666666667,0.59459,0.59459,0.634367873037374
"EHHADH","Ehhadh",0.917239,1.129178,1.755788,18,84,74,1.26740166666667,22.55634,22.55634,0.0962544124709809
"EHMT1","Ehmt1",11.685284,14.553152,15.54501,184,697,389,13.9278153333333,16.73698,16.73698,0.841621027555612
"EHMT2","Ehmt2",28.672296,33.750255,34.365067,452,2076,1164,32.2625393333333,4.55428,4.55428,5.98863206992325
"EI24","Ei24",56.86242,53.684734,62.815649,504,1841,1175,57.787601,98.13208,98.13208,0.593022975004661
"EID1","Eid1",98.641601,93.675091,99.379946,1016,3474,2097,97.2322126666667,563.25057,563.25057,0.174093244897682
"EID2","Eid2",21.907555,16.509904,16.189445,143,376,211,18.2023013333333,16.11709,16.11709,1.12182043404185
"EID3","Eid3",0,0.069539,0.184613,0,2,3,0.0847173333333333,1.40424,1.40424,0.451168491221065
"EIF1","Eif1",665.110003,625.191533,700.171027,1432,5264,3352,663.490854333333,1468.94503,1468.94503,0.452051499050501
"EIF1AD","Eif1ad",12.087529,17.632959,20.51842,92,437,286,16.7463026666667,16.3448,16.3448,1.02314830189259
"EIF1AX","Eif1a",16.190233,16.125801,14.967365,199,759,407,15.761133,76.66371,76.66371,0.215816795257399
"EIF1AY","Eif1ax",50.754126,38.35679,43.099406,1420,5037,3212,44.0701073333333,0,0,45.0701073333333
"EIF1B","Eif1b",96.673374,89.726613,88.936102,447,1518,884,91.7786963333333,674.5015,674.5015,0.137347876108837
"EIF2A","Eif2a",24.633844,21.971895,23.034372,235,818,465,23.2133703333333,156.41421,156.41421,0.153819469877169
"EIF2AK1","Eif2ak1",16.029062,14.46958,17.219723,456,1605,1082,15.9061216666667,66.40393,66.40393,0.250818040827392
"EIF2AK2","Eif2ak2",1.914497,2.049603,2.438665,56,211,152,2.134255,13.43513,13.43513,0.217126898060495
"EIF2AK3","Eif2ak3",14.420457,12.493648,11.714292,224,848,504,12.8761323333333,10.98087,10.98087,1.15819071013485
"EIF2AK4","Eif2ak4",4.709854,5.940227,6.145255,127,560,360,5.59844533333333,24.47925,24.47925,0.258973295263139
"EIF2B1","Eif2b1",22.773317,14.920406,13.524821,118,413,223,17.072848,38.86319,38.86319,0.453371845053043
"EIF2B2","Eif2b2",39.856916,37.171568,36.242232,118,466,256,37.7569053333333,34.87819,34.87819,1.0802358015645
"EIF2B4","Eif2b4",165.250251,176.852501,182.713089,187,633,360,174.938613666667,38.1674,38.1674,4.49196560575036
"EIF2B5","Eif2b5",22.60979,22.637958,25.62441,291,1102,727,23.6240526666667,65.80934,65.80934,0.368572009043446
"EIF2D","Eif2d",9.658407,11.073509,12.564301,106,484,290,11.098739,41.51985,41.51985,0.284543313299553
"EIF2S1","Eif2s1",14.221753,26.956452,23.216943,214,785,449,21.4650493333333,151.31595,151.31595,0.147489802173268
"EIF2S2","Eif2s2",25.341431,25.934244,27.376155,392,1479,882,26.2172766666667,85.46865,85.46865,0.314764676754716
"EIF2S3","Eif2s3x",39.203455,39.359944,39.772907,826,3298,2022,39.4454353333333,114.7299,114.7299,0.349481295096024
"EIF3A","Eif3a",50.910147,45.501182,48.139736,1066,3748,2332,48.1836883333333,148.0141,148.0141,0.330060634083173
"EIF3B","Eif3b",38.209604,40.239156,36.168142,411,1560,945,38.205634,85.15238,85.15238,0.455073139012526
"EIF3C","Eif3c",82.635871,67.540081,77.966198,1048,3897,2343,76.0473833333333,9.12121,9.12121,7.61246761339142
"EIF3D","Eif3d",227.791824,289.365233,276.092962,356,1357,819,264.416673,89.95968,89.95968,2.91795961683242
"EIF3E","Eif3e",40.671365,41.849184,42.953418,360,1378,808,41.8246556666667,398.20852,398.20852,0.107273902036627
"EIF3F","Eif3f",77.841046,72.930947,68.698929,516,1807,1000,73.156974,146.97673,146.97673,0.501139429152138
"EIF3G","Eif3g",47.834945,44.227661,48.550745,279,1039,637,46.871117,98.19533,98.19533,0.48259446286433
"EIF3H","Eif3h",97.964421,109.412535,115.899884,616,2063,1244,107.758946666667,346.87167,346.87167,0.312640999672858
"EIF3I","Eif3i",51.398738,54.641202,54.582235,311,1248,710,53.540725,100.8267,100.8267,0.535623024216635
"EIF3J","Eif3j1",6.534147,7.490422,7.694372,246,1048,610,7.239647,132.83316,132.83316,0.0615665579442344
"EIF3K","Eif3k",79.114486,88.155068,98.83809,288,1193,742,88.702548,341.97582,341.97582,0.261541901117111
"EIF3L","Eif3l",104.223349,85.859917,106.178201,301,1157,641,98.7538223333333,528.53683,528.53683,0.188379384930286
"EIF3M","Eif3m",55.267293,63.719811,64.032796,323,1276,743,61.0066333333333,337.35828,337.35828,0.183257325144617
"EIF4A1","Eif4a1",160.086813,161.135588,164.301688,729,2919,1787,161.841363,222.71694,222.71694,0.727890176756396
"EIF4A2","Eif4a2",368.791782,343.90487,379.546988,3456,11529,7132,364.081213333333,772.17816,772.17816,0.472182521727377
"EIF4A3","Eif4a3",72.664249,67.895851,74.331308,212,900,559,71.6304693333333,51.42541,51.42541,1.38540584295542
"EIF4B","Eif4b",45.2887,52.160273,61.490909,1048,4351,2714,52.9799606666667,199.83168,199.83168,0.26878209984932
"EIF4E","Eif4e",303.138736,260.118328,277.592379,593,2140,1355,280.283147666667,87.0753,87.0753,3.19366664282343
"EIF4E1B","Eif4e1b",0.550906,0,0.781439,1,0,3,0.444115,0,0,1.444115
"EIF4E2","Eif4e2",14.183857,19.92075,20.464053,209,977,557,18.1895533333333,52.75374,52.75374,0.356990105866742
"EIF4E3","Eif4e3",3.796646,3.958768,4.411248,61,239,151,4.055554,71.45159,71.45159,0.0697783720136439
"EIF4EBP1","Eif4ebp1",1.775828,1.189754,1.171665,9,29,16,1.37908233333333,3.56752,3.56752,0.520869603928025
"EIF4EBP2","Eif4ebp2",12.364289,12.413681,14.152341,492,1881,1213,12.9767703333333,71.99557,71.99557,0.191474226906281
"EIF4EBP3","Eif4ebp3",0.500098,3.899837,1.823907,2,53,14,2.074614,14.90262,14.90262,0.193340091129638
"EIF4ENIF1","Eif4enif1",41.091656,49.945234,61.861555,238,999,549,50.9661483333333,21.40512,21.40512,2.31938719066594
"EIF4G1","Eif4g1",139.828015,131.469424,141.029324,1545,5951,3520,137.442254333333,88.36568,88.36568,1.54916579086438
"EIF4G2","Eif4g2",758.350729,677.814115,708.230947,5106,18711,11164,714.798597,860.03781,860.03781,0.831320748853061
"EIF4G3","Eif4g3",50.597323,43.525267,43.676394,1463,5611,3276,45.9329946666667,40.14092,40.14092,1.14078622127718
"EIF4H","Eif4h",118.604457,115.961154,118.012937,1800,6741,3919,117.526182666667,133.491,133.491,0.881294530241181
"EIF5","Eif5",135.459839,137.83255,146.344817,1852,6645,4095,139.879068666667,242.88228,242.88228,0.57765192562029
"EIF5A","Eif5a",170.955245,157.489563,163.330088,949,3404,2064,163.924965333333,158.99497,158.99497,1.03081343953084
"EIF5A2","Eif5a2",26.897353,26.681715,25.818421,917,3341,1841,26.4658296666667,7.41336,7.41336,3.26454943882904
"EIF5B","Eif5b",25.564795,26.542882,27.388886,648,2051,1199,26.4988543333333,180.22298,180.22298,0.151740437848077
"EIF6","Eif6",71.847266,70.716892,78.44122,177,641,398,73.6684593333333,15.38335,15.38335,4.55758189462676
"ELAC1","Elac1",7.365082,7.728015,8.609822,250,985,622,7.900973,7.3754,7.3754,1.06275198796475
"ELAC2","Elac2",12.11955,9.438048,8.661862,104,506,276,10.0731533333333,82.73608,82.73608,0.13223873548097
"ELANE","Elane",0,0,0.087407,0,0,1,0.0291356666666667,0,0,1.02913566666667
"ELAVL1","Elavl1",11.699621,12.373691,13.959587,398,1560,986,12.677633,22.63224,22.63224,0.578770061576897
"ELAVL2","Elavl2",42.368905,48.576699,45.866246,483,1945,979,45.60395,0.0506,0.0506,44.3593660765277
"ELAVL3","Elavl3",70.206571,87.22791,82.111442,1525,5741,3343,79.848641,0.37952,0.37952,58.6063565588031
"ELAVL4","Elavl4",37.949318,40.661368,45.052248,713,2529,1523,41.220978,0,0,42.220978
"ELF1","Elf1",2.306657,2.039893,1.880234,59,195,102,2.07559466666667,25.74433,25.74433,0.114999877232545
"ELF2","Elf2",11.027899,11.254712,12.878975,234,856,516,11.7205286666667,36.21918,36.21918,0.341773479874266
"ELF3","Elf3",0.084078,0.109573,0.451454,1,5,6,0.215035,0.20241,0.20241,1.01049974634276
"ELF4","Elf4",0.149565,0.163271,0.216936,6,25,16,0.176590666666667,1.53074,1.53074,0.464919615079647
"ELF5","Elf5",0.423331,0.515426,0.285561,6,14,10,0.408106,0,0,1.408106
"ELFN1","Elfn1",1.646146,3.499223,2.330282,44,258,131,2.49188366666667,0.16446,0.16446,2.99871499808209
"ELFN2","Elfn2",9.351796,8.275839,10.347489,289,1325,709,9.32504133333333,0.01265,0.01265,10.1960611596636
"ELK1","Elk1",7.688772,8.902973,10.599066,183,798,535,9.06360366666667,12.99235,12.99235,0.719221836694098
"ELK3","Elk3",2.436291,4.184599,2.824006,56,200,114,3.14829866666667,17.05325,17.05325,0.229781267454152
"ELK4","Elk4",7.506898,30.895614,18.515488,140,558,350,18.9726666666667,13.09355,13.09355,1.41714945252734
"ELL","Ell",4.657416,4.899645,6.513426,58,303,192,5.356829,0.70844,0.70844,3.72083830863244
"ELL2","Ell2",12.512611,10.558038,7.726563,120,467,240,10.2657373333333,15.92733,15.92733,0.665535399459533
"ELL3","Ell3",1.463093,1.073343,0.904615,17,49,24,1.147017,4.60488,4.60488,0.383062081614593
"ELMO1","Elmo1",25.658875,26.797303,29.939912,759,3029,1871,27.4653633333333,18.44483,18.44483,1.46390394430465
"ELMO2","Elmo2",65.44795,66.83421,77.462718,940,3633,2347,69.9149593333333,31.72815,31.72815,2.16678789767626
"ELMO3","Elmo3",2.163652,4.772567,5.365705,25,154,77,4.10064133333333,0.03795,0.03795,4.91414936493409
"ELMOD1","Elmod1",71.804534,63.864064,71.658671,1095,3571,2272,69.1090896666667,0.58194,0.58194,44.3184252668664
"ELMOD2","Elmod2",4.993979,5.495876,6.413853,140,580,352,5.63456933333333,22.56899,22.56899,0.281495699787447
"ELMOD3","Elmod3",12.4111,9.113762,9.351655,121,438,240,10.2921723333333,13.8273,13.8273,0.761579811114184
"ELN","Eln",0.766879,1.442668,1.067865,19,126,54,1.09247066666667,10.03207,10.03207,0.18967162705337
"ELOF1","Elof1",33.980458,30.426382,31.300759,146,520,300,31.902533,16.40806,16.40806,1.89007465507357
"ELOVL1","Elovl1",13.497053,17.395047,17.077559,86,444,246,15.9898863333333,48.832,48.832,0.340943296141703
"ELOVL2","Elovl2",8.538296,7.721355,9.970776,217,736,544,8.74347566666667,7.38805,7.38805,1.16159007953776
"ELOVL3","Elovl3",0,0,0,0,0,0,0,0.20241,0.20241,0.831663076654386
"ELOVL4","Elovl4",19.8185,19.240125,19.406037,394,1401,810,19.4882206666667,0.54398,0.54398,13.2697448585258
"ELOVL5","Elovl5",52.534831,53.256293,47.385017,855,2774,1557,51.0587136666667,41.84877,41.84877,1.21494067779931
"ELOVL6","Elovl6",12.366874,13.783529,14.040552,495,2085,1208,13.396985,5.18682,5.18682,2.32704119402213
"ELOVL7","Elovl7",7.128147,9.084958,9.902946,165,801,475,8.70535033333333,0.46808,0.46808,6.61091380124607
"ELP2","Elp2",32.974664,39.093553,39.868794,440,1733,1077,37.312337,55.95439,55.95439,0.672684528795761
"ELP3","Elp3",20.644267,22.544981,24.916716,384,1588,997,22.701988,47.42776,47.42776,0.489429781596341
"ELP4","Elp4",8.587852,10.054026,10.006203,100,377,238,9.54936033333333,19.95028,19.95028,0.50354268932603
"ELP5","Elp5",35.003561,48.595062,53.321557,151,730,448,45.64006,39.98911,39.98911,1.13786466698106
"ELP6","Elp6",6.006234,6.816964,9.212006,34,184,130,7.345068,16.193,16.193,0.485375908800093
"EMB","Emb",16.512118,17.212535,16.666648,304,1193,662,16.7971003333333,13.09355,13.09355,1.26278335361448
"EMC1","Emc1",16.157113,19.272949,15.008361,348,1653,929,16.8128076666667,25.2383,25.2383,0.678885738278267
"EMC10","Emc10",60.127097,65.607998,66.265104,574,2417,1396,64.0000663333333,18.43218,18.43218,3.34497037045423
"EMC2","Emc2",22.155161,27.418604,26.385364,158,732,398,25.3197096666667,106.91172,106.91172,0.243900381410533
"EMC3","Emc3",30.678237,29.248234,28.724743,377,1377,755,29.5504046666667,163.41009,163.41009,0.185818307542236
"EMC4","Emc4",70.619924,68.782752,69.128161,376,1372,767,69.510279,192.10206,192.10206,0.365145141382749
"EMC6","Emc6",24.270556,21.331355,24.320248,189,608,344,23.3073863333333,46.3651,46.3651,0.513191914159019
"EMC7","Emc7",22.148762,19.307558,20.825206,887,2888,1767,20.7605086666667,121.1565,121.1565,0.178136314208959
"EMC8","Emc8",25.400114,35.43349,43.58756,399,1512,902,34.8070546666667,15.07973,15.07973,2.22684427329729
"EMC9","Emc9",32.757949,43.765454,42.287761,93,422,215,39.6037213333333,6.36334,6.36334,5.51430754702802
"EMCN","Emcn",9.128691,5.830533,9.427095,47,155,99,8.128773,74.71549,74.71549,0.120566782305708
"EMD","Emd",20.927569,18.78831,19.52901,146,492,305,19.7482963333333,24.54251,24.54251,0.812304520320569
"EME1","Eme1",0.063315,0.075711,0.116854,1,4,4,0.0852933333333333,0.8476,0.8476,0.587407086670997
"EME2","Eme2",7.852975,12.773869,10.527863,102,510,251,10.3849023333333,1.25243,1.25243,5.05449773503875
"EMG1","Emg1",40.699662,37.937777,46.430453,144,540,351,41.6892973333333,50.31214,50.31214,0.831953166118843
"EMID1","Emid1",3.710059,3.356037,5.045694,23,95,78,4.03726333333333,0.17711,0.17711,4.27934800769115
"EMILIN1","Emilin1",0.410637,1.435755,1.665194,11,65,32,1.17052866666667,0.67049,0.67049,1.29933652201849
"EMILIN2","Emilin2",3.682959,6.069679,2.241845,77,273,107,3.998161,7.23624,7.23624,0.606849848960205
"EMILIN3","Emilin3",0.870471,0.916502,1.29883,20,80,65,1.028601,6.16093,6.16093,0.283287366305773
"EML1","Eml1",50.573101,68.377195,63.598365,533,1951,1143,60.8495536666667,25.89614,25.89614,2.29956988871513
"EML2","Eml2",82.893896,99.483708,107.742419,692,3539,1826,96.7066743333333,9.7917,9.7917,9.05387235869542
"EML3","Eml3",16.574598,21.787713,27.05737,117,521,314,21.8065603333333,12.17005,12.17005,1.73169884194315
"EML4","Eml4",4.843343,5.752792,6.140077,162,712,438,5.57873733333333,7.41336,7.41336,0.781939359938637
"EML5","Eml5",26.521691,37.626928,35.165965,380,1952,1037,33.1048613333333,3.08679,3.08679,8.34514651678538
"EML6","Eml6",8.501633,13.065828,7.799689,192,709,453,9.78905,0.12651,0.12651,9.57741165191609
"EMP1","Emp1",0.729565,1.406174,1.364825,13,97,43,1.16685466666667,51.07119,51.07119,0.0416133118268791
"EMP2","Emp2",6.390412,6.330657,7.77654,147,556,385,6.83253633333333,32.41129,32.41129,0.2344278336255
"EMP3","Emp3",7.359429,5.028855,5.930132,8,29,17,6.10613866666667,24.416,24.416,0.279593117196517
"EMX1","Emx1",0,0.071063,0.063173,0,2,1,0.0447453333333333,0,0,1.04474533333333
"EMX2","Emx2",0,0.211777,0.374204,0,4,1,0.195327,0.46808,0.46808,0.814211078415345
"EN1","En1",1.666295,0.93792,1.674874,27,53,54,1.426363,0,0,2.426363
"EN2","En2",18.583595,13.363756,18.58947,404,1014,807,16.845607,0,0,17.845607
"ENAH","Enah",45.461456,45.494348,49.919573,961,4375,2468,46.958459,55.01823,55.01823,0.856122355169023
"ENAM","Enam",0,0,0,0,0,0,0,5.83201,5.83201,0.14636980917768
"ENC1","Enc1",8.354035,10.123128,9.035021,267,1218,616,9.170728,6.02177,6.02177,1.44845644331842
"ENDOD1","Endod1",47.737404,55.521605,50.346783,1426,5683,2875,51.2019306666667,17.54663,17.54663,2.81463158895533
"ENDOG","Endog",10.537697,13.14283,12.227546,57,244,130,11.9693576666667,4.1115,4.1115,2.53728996706772
"ENDOU","Endou",0.451264,0.337852,1.015808,7,20,21,0.601641333333333,0.53133,0.53133,1.04591520660689
"ENDOV","Endov",3.805247,5.467216,7.011848,97,501,302,5.42810366666667,7.02118,7.02118,0.801391274932948
"ENG","Eng",5.880877,8.151979,9.191361,116,523,293,7.74140566666667,28.80582,28.80582,0.293278482748224
"ENGASE","Engase",6.89671,3.889845,5.618159,35,163,101,5.468238,6.37599,6.37599,0.876931503432082
"ENHO","Enho",44.563875,54.535535,53.557574,284,1235,686,50.8856613333333,0,0,51.8856613333333
"ENKUR","Enkur",0.915862,1.282493,1.597928,6,30,23,1.26542766666667,0,0,2.26542766666667
"ENO1","Eno1",854.269208,920.163325,903.873364,3228,13513,7522,892.768632333333,74.72814,74.72814,11.8023317664125
"ENO2","Eno2",468.274145,611.12833,572.882078,3901,16954,9549,550.761517666667,23.23948,23.23948,22.7629271612537
"ENO3","Eno3",9.277759,10.666225,13.964604,19,113,74,11.3028626666667,310.76635,310.76635,0.0394618042218689
"ENO4","Eno4",1.256814,1.152711,1.164511,17,64,30,1.19134533333333,0.20241,0.20241,1.82246100193223
"ENOPH1","Enoph1",14.281869,14.203936,14.83925,158,593,343,14.441685,32.90467,32.90467,0.455444191021473
"ENOX1","Enox1",6.658957,4.870918,5.527373,102,356,211,5.68574933333333,4.17476,4.17476,1.29199215680212
"ENOX2","Enox2",3.136698,2.91492,4.008922,66,211,153,3.35351333333333,10.10797,10.10797,0.391926997762267
"ENPEP","Enpep",1.235352,2.374917,1.627495,28,159,82,1.74592133333333,17.33157,17.33157,0.14979193453334
"ENPP1","Enpp1",1.712064,2.47602,2.897207,80,389,230,2.36176366666667,4.65549,4.65549,0.594424827321181
"ENPP2","Enpp2",252.626013,329.810998,356.11274,4847,24274,14965,312.849917,9.23507,9.23507,30.6641690774953
"ENPP3","Enpp3",0.112123,0.771813,0.373893,3,25,9,0.419276333333333,0.36687,0.36687,1.03834039325856
"ENPP4","Enpp4",10.565597,9.06044,9.324137,321,1022,595,9.650058,23.85937,23.85937,0.428412224444948
"ENPP5","Enpp5",75.51255,78.780666,82.102588,1533,6087,3609,78.7986013333333,5.59164,5.59164,12.1060314782563
"ENPP6","Enpp6",5.234969,8.210406,5.853387,111,594,299,6.43292066666667,0.29097,0.29097,5.75762462850931
"ENPP7","Enpp7",0,0,0,0,0,0,0,0,0,1
"ENSA","Ensa",57.373077,55.110967,57.39657,1036,3745,2312,56.6268713333333,195.47981,195.47981,0.293296656452046
"ENTPD1","Entpd1",24.420096,14.736939,7.896434,67,241,121,15.6844896666667,7.51456,7.51456,1.95952458690369
"ENTPD2","Entpd2",2.599455,4.909223,4.989921,30,200,117,4.16619966666667,0.49338,0.49338,3.45940059908842
"ENTPD4","Entpd4",41.970884,47.907697,49.412393,820,3275,1899,46.4303246666667,31.34863,31.34863,1.46622359792877
"ENTPD5","Entpd5",9.893319,15.103505,17.561531,304,1260,767,14.1861183333333,15.72492,15.72492,0.907993481184564
"ENTPD7","Entpd7",2.008119,2.347073,2.483576,78,299,182,2.27958933333333,1.21447,1.21447,1.48098160432669
"ENTPD8","Entpd8",0,0,0,0,0,0,0,0,0,1
"ENY2","Eny2",38.165278,32.22328,36.658678,276,1120,674,35.682412,146.3695,146.3695,0.248914544732798
"EOGT","Eogt",4.873395,9.529234,11.514019,99,456,246,8.63888266666667,21.98705,21.98705,0.41931794930914
"EOMES","Eomes",5.012001,3.541973,3.095489,112,282,140,3.88315433333333,0.26567,0.26567,3.85815760295601
"EP300","Ep300",15.436762,31.83136,25.573888,472,1988,1177,24.28067,9.53869,9.53869,2.39884368930104
"EP400","Ep400",18.427378,24.090422,16.312396,505,2207,1398,19.6100653333333,5.6802,5.6802,3.08524674909933
"EPAS1","Epas1",61.396129,83.408098,69.061166,697,3717,1982,71.2884643333333,253.0029,253.0029,0.284597003944968
"EPB41","Epb41",47.096688,48.642804,58.438406,1223,5020,3163,51.3926326666667,16.67372,16.67372,2.96443717942044
"EPB41L1","Epb41l1",84.512677,114.504337,117.575913,3447,14566,8017,105.530975666667,17.34422,17.34422,5.80733199158463
"EPB41L2","Epb41l2",31.593277,29.274002,28.797384,367,1468,814,29.888221,118.53779,118.53779,0.258397122784351
"EPB41L3","Epb41l3",123.624989,156.646183,137.666664,2058,9076,4823,139.312612,7.09709,7.09709,17.3287702125084
"EPB41L4A","Epb41l4a",2.208801,3.021905,2.152568,36,144,69,2.46109133333333,14.73816,14.73816,0.219917152534561
"EPB41L4B","Epb41l4b",14.748536,14.028231,15.421993,421,1799,1059,14.73292,8.53927,8.53927,1.64927924254162
"EPB41L5","Epb41l5",3.103867,1.575739,1.855449,65,222,162,2.17835166666667,15.15563,15.15563,0.196733378188697
"EPB42","Epb42",0,0.102781,0.140815,0,4,4,0.0811986666666667,0.97411,0.97411,0.547689169634249
"EPC1","Epc1",12.052509,11.775181,12.75007,266,935,557,12.1925866666667,33.79023,33.79023,0.379203778378777
"EPC2","Epc2",19.788114,16.093289,17.846002,276,973,615,17.909135,26.87025,26.87025,0.678470232595689
"EPCAM","Epcam",0,0.049559,0,0,2,0,0.0165196666666667,1.39159,1.39159,0.425039269551498
"EPDR1","Epdr1",64.562149,67.754512,69.786333,770,2796,1525,67.3676646666667,92.64164,92.64164,0.730098967368221
"EPG5","Epg5",5.180142,6.474799,7.359166,350,1430,871,6.33803566666667,13.13151,13.13151,0.519267627215115
"EPGN","Epgn",0,0,0,0,0,0,0,0.58194,0.58194,0.632135226367625
"EPHA1","Epha1",0.153965,0.251243,0.37381,3,21,14,0.259672666666667,0.67049,0.67049,0.754073754806474
"EPHA10","Epha10",4.025466,7.823337,6.949672,113,718,322,6.26615833333333,0.01265,0.01265,7.17538965420761
"EPHA2","Epha2",0.757752,0.73685,1.408691,13,41,25,0.967764333333333,1.6952,1.6952,0.730099559711091
"EPHA3","Epha3",1.955402,2.030648,2.462801,76,270,173,2.149617,7.2995,7.2995,0.379494788842701
"EPHA4","Epha4",6.223863,7.103657,7.74936,207,854,515,7.02562666666667,28.99558,28.99558,0.267560309441147
"EPHA5","Epha5",6.748022,6.844957,6.076864,274,1015,516,6.55661433333333,0.17711,0.17711,6.41963311273656
"EPHA6","Epha6",2.394476,2.670681,2.781006,49,237,137,2.61538766666667,0.08856,0.08856,3.32125713480806
"EPHA7","Epha7",5.250777,5.958372,8.151631,143,469,321,6.45359333333333,10.17123,10.17123,0.667213308949268
"EPHA8","Epha8",5.429549,5.661807,7.251311,180,702,506,6.11422233333333,0,0,7.11422233333333
"EPHB1","Ephb1",13.299005,14.789358,14.674042,344,1351,823,14.254135,1.73316,1.73316,5.58113502319659
"EPHB2","Ephb2",5.564016,8.107276,10.811023,214,842,582,8.16077166666667,0.11386,0.11386,8.22434746437314
"EPHB3","Ephb3",1.483409,1.224039,1.598657,23,111,69,1.43536833333333,0.22771,0.22771,1.98366742417455
"EPHB4","Ephb4",1.755947,1.573173,1.690519,49,159,101,1.673213,8.27361,8.27361,0.288260235226627
"EPHB6","Ephb6",15.205051,15.993068,13.811151,130,607,296,15.00309,2.23919,2.23919,4.94046042374791
"EPHX1","Ephx1",30.577519,29.968962,34.948047,179,741,456,31.8315093333333,44.42953,44.42953,0.722690931060333
"EPHX2","Ephx2",3.597719,4.275429,4.939366,46,208,136,4.270838,50.16033,50.16033,0.103025879621965
"EPHX3","Ephx3",0.063731,0.268564,0.476126,1,12,14,0.269473666666667,0.15181,0.15181,1.10215544809184
"EPHX4","Ephx4",11.805124,10.585393,11.146902,65,232,142,11.1791396666667,0.18976,0.18976,10.2366356800251
"EPM2A","Epm2a",11.693918,10.317663,11.596801,249,816,521,11.202794,57.58634,57.58634,0.208287358452499
"EPM2AIP1","Epm2aip1",53.195111,40.109306,44.011775,1772,6512,3841,45.772064,40.30538,40.30538,1.1323479895355
"EPN1","Epn1",180.454325,155.62218,169.917714,897,3733,2199,168.664739666667,11.20859,11.20859,13.8971609061052
"EPN2","Epn2",47.626645,51.612627,52.789806,686,2944,1770,50.6763593333333,50.22359,50.22359,1.0088390785053
"EPN3","Epn3",7.527627,8.655646,8.199854,132,485,264,8.127709,4.18741,4.18741,1.75958888925302
"EPO","Epo",0,0,0.160996,0,0,2,0.0536653333333333,0,0,1.05366533333333
"EPOR","Epor",0.623974,1.133889,1.139327,7,39,27,0.96573,6.60371,6.60371,0.25852248441879
"EPPIN","Wfdc6a",0,0,0.117721,0,0,1,0.0392403333333333,0,0,1.03924033333333
"EPPK1","Eppk1",0.01139,0.03094,0.038298,1,10,7,0.026876,0.03795,0.03795,0.989330892624886
"EPS15","Eps15",147.326155,223.062049,230.210073,1825,6705,3952,200.199425666667,54.66401,54.66401,3.61453344210499
"EPS15L1","Eps15l1",11.816652,16.067369,15.623567,221,1150,626,14.5025293333333,34.35951,34.35951,0.438426022683384
"EPS8","Eps8",49.273251,28.37361,39.260555,463,1455,1019,38.9691386666667,54.62606,54.62606,0.718532620621821
