"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"SKIL","Skil",6.60105,7.622323,7.217501,258,1063,639,7.146958,4.63844,4.67002,6.1394,5.14928666666667,1.32486228754988
"SKOR1","Skor1",2.244319,1.734634,2.356462,54,146,114,2.111805,0.6792,0.69083,1.90081,1.09028,1.48870247048242
"SKOR2","Skor2",1.723688,1.698673,2.068381,33,107,75,1.83024733333333,0,0,0,0,2.83024733333333
"SKP2","Skp2",2.09632,1.692017,1.138266,52,167,80,1.642201,4.34025,4.08972,4.34783,4.25926666666667,0.502389623394897
"SLA","Sla",5.509058,4.162616,6.453232,64,254,223,5.37496866666667,6.49381,4.69766,3.56129,4.91758666666667,1.07729198164116
"SLA2","Sla2",0,0.026899,0.047618,0,2,2,0.024839,1.75598,1.79616,2.1193,1.89048,0.354556682627107
"SLAIN1","Slain1",26.401009,31.331984,32.186052,343,1501,805,29.973015,76.81581,49.15959,39.82964,55.2683466666667,0.550451840774422
"SLAIN2","Slain2",7.862204,7.030801,8.319189,183,764,401,7.737398,15.30684,26.50031,10.02842,17.2785233333333,0.47801443479114
"SLAMF1","Slamf1",0.071551,0,0.042549,2,0,2,0.0380333333333333,0,0,0,0,1.03803333333333
"SLAMF6","Slamf6",0.18999,0.050464,0.266937,2,4,6,0.169130333333333,0.08283,0.05527,0.39327,0.177123333333333,0.993209717475088
"SLAMF7","Slamf7",0,0.033368,0.098745,0,2,1,0.0440376666666667,0.06626,0.77373,0.76469,0.534893333333333,0.680202098734331
"SLAMF8","Slamf8",0.197355,0,0.045647,2,0,1,0.0810006666666667,1.12648,1.27113,0.52436,0.97399,0.547622159517863
"SLAMF9","Slamf9",0.395133,0.515641,0.546695,3,15,9,0.485823,0,0,0,0,1.485823
"SLBP","Slbp",18.737188,18.525911,18.025395,150,578,344,18.429498,33.71149,34.92845,25.12566,31.2552,0.60236792827203
"SLC10A1","Slc10a1",0.481759,0.109278,0.153387,4,4,3,0.248141333333333,0.18222,0.05527,0.32773,0.188406666666667,1.05026449980646
"SLC10A2","Slc10a2",0.423259,0.055463,0.0393,1,5,2,0.172674,0,0,0,0,1.172674
"SLC10A3","Slc10a3",1.044461,1.801725,1.631456,11,77,41,1.49254733333333,5.81461,7.26755,10.55278,7.87831333333333,0.280745592068163
"SLC10A4","Slc10a4",2.769924,4.464924,3.763975,31,173,77,3.66627433333333,1.85537,1.38166,1.68233,1.63978666666667,1.76767099866656
"SLC10A5","Slc10a5",0,0.010078,0,0,1,0,0.00335933333333333,1.32527,0.9948,0.34957,0.88988,0.530911662821625
"SLC10A6","Slc10a6",0,0,0,0,0,0,0,0.6295,0.0829,0,0.237466666666667,0.808102575153539
"SLC10A7","Slc10a7",1.637868,16.97088,2.347033,38,187,94,6.98526033333333,4.78753,8.64921,6.66376,6.70016666666667,1.03702435012229
"SLC11A1","Slc11a1",2.260565,3.217091,3.150304,11,32,18,2.87598666666667,23.00995,6.30039,12.30065,13.87033,0.260652363913018
"SLC11A2","Slc11a2",15.302939,28.604621,27.990039,189,952,498,23.9658663333333,22.51298,15.25357,16.18967,17.9854066666667,1.31500297948143
"SLC12A1","Slc12a1",0,0.04219,0.014878,0,5,1,0.0190226666666667,0.92769,1.18823,1.46384,1.19325333333333,0.464616946514766
"SLC12A2","Slc12a2",29.639988,30.952778,30.696875,1285,4875,2755,30.4298803333333,16.35049,17.46423,18.57114,17.4619533333333,1.70241359437228
"SLC12A3","Slc12a3",0.100711,0.387053,0.063637,2,26,3,0.183800333333333,0.21536,0.2487,0.37142,0.278493333333333,0.925933911792005
"SLC12A4","Slc12a4",7.390185,10.330966,10.366528,169,819,474,9.36255966666667,37.83638,32.55199,30.17265,33.52034,0.300187068454907
"SLC12A5","Slc12a5",100.958725,103.595139,117.078758,2733,12359,7363,107.210874,91.49314,64.38552,73.12661,76.33509,1.39924675848958
"SLC12A6","Slc12a6",22.27024,26.131002,26.99291,834,3520,2079,25.131384,13.65025,19.06696,9.02339,13.9135333333333,1.75219268404983
"SLC12A7","Slc12a7",3.70651,4.881612,4.025058,28,142,81,4.20439333333333,14.29632,29.9821,31.39616,25.22486,0.198452664126075
"SLC12A8","Slc12a8",1.832268,1.913791,1.652185,21,79,37,1.79941466666667,11.79488,6.88068,8.04021,8.90525666666667,0.282619094171209
"SLC12A9","Slc12a9",5.50677,9.532044,5.022719,82,474,222,6.68717766666667,29.3878,17.85109,19.96944,22.4027766666667,0.328472889185656
"SLC13A1","Slc13a1",0.694784,0.868826,1.030916,9,37,26,0.864842,0,0,0,0,1.864842
"SLC13A2","Slc13a2",0,0,0,0,0,0,0,0,0,0,0,1
"SLC13A3","Slc13a3",9.305841,14.757209,10.054997,145,660,370,11.3726823333333,8.66394,5.55429,10.94605,8.38809333333333,1.31791215681707
"SLC13A5","Slc13a5",2.484024,4.981662,2.733098,42,177,116,3.39959466666667,23.73885,25.25681,11.16453,20.0533966666667,0.208973152234026
"SLC14A1","Slc14a1",6.418204,6.978226,6.775571,145,595,340,6.72400033333333,38.66467,64.66185,35.15408,46.1602,0.163782179323526
"SLC14A2","Slc14a2",0.550906,0.145467,0.436694,4,6,8,0.377689,2.26952,1.85143,1.22351,1.78148666666667,0.495306706485501
"SLC15A1","Slc15a1",0,0.051828,0.023017,0,4,1,0.0249483333333333,0.71233,0.55267,0.30588,0.523626666666667,0.672703068118174
"SLC15A2","Slc15a2",10.024068,14.686608,8.52885,102,367,167,11.079842,20.17719,25.64368,13.45862,19.75983,0.581885400795671
"SLC15A3","Slc15a3",0.327279,0.644223,0.177814,5,22,9,0.383105333333333,19.69679,32.74543,14.98801,22.4767433333333,0.0589138499192747
"SLC15A4","Slc15a4",174.491054,191.604416,170.570454,115,453,209,178.888641333333,14.13066,12.07574,13.02165,13.0760166666667,12.7797974095418
"SLC15A5","Slc15a5",0.340844,0.030834,0,3,1,0,0.123892666666667,0.18222,0.69083,0,0.291016666666667,0.870548534101032
"SLC16A1","Slc16a1",11.882317,11.626839,13.381535,353,1285,841,12.296897,30.89529,57.28377,16.01488,34.7313133333333,0.372135691625851
"SLC16A10","Slc16a10",1.827539,0.679042,1.281132,23,71,47,1.262571,2.96529,3.17783,0.39327,2.17879666666667,0.711769652877032
"SLC16A11","Slc16a11",20.414422,26.551736,21.135886,106,551,273,22.7006813333333,3.79358,5.30559,6.29234,5.13050333333333,3.86602535626493
"SLC16A12","Slc16a12",0.830679,1.237635,1.177954,22,122,66,1.08208933333333,0.31475,0.35923,0.06555,0.24651,1.67033504210422
"SLC16A13","Slc16a13",1.817291,5.740441,4.075652,30,132,66,3.87779466666667,1.06021,0.85663,1.70418,1.20700666666667,2.21014043153472
"SLC16A14","Slc16a14",2.16892,1.89111,3.153297,16,89,46,2.40444233333333,7.09018,5.58192,4.0638,5.57863333333333,0.517499936663643
"SLC16A2","Slc16a2",4.177887,7.014115,6.655306,116,564,339,5.94910266666667,15.60502,12.8771,9.6133,12.6984733333333,0.507290301449651
"SLC16A3","Slc16a3",1.504744,1.177708,0.897262,6,24,14,1.193238,15.68785,12.10337,18.00308,15.2647666666667,0.134845955367738
"SLC16A4","Slc16a4",2.281035,2.844353,2.62,30,142,74,2.581796,5.26794,6.02405,4.98144,5.42447666666667,0.557523388416073
"SLC16A5","Slc16a5",0.495555,0.592106,1.074826,6,33,29,0.720829,0.7289,1.68563,0.50251,0.972346666666667,0.87247796195395
"SLC16A6","Slc16a6",4.913891,6.823077,5.539733,92,414,218,5.75890033333333,3.72731,2.98439,3.32096,3.34422,1.55583748827945
"SLC16A7","Slc16a7",2.910418,7.239399,6.769771,170,551,362,5.63986266666667,3.84328,0.0829,2.62181,2.18266333333333,2.08625983060309
"SLC16A8","Slc16a8",0.173246,0.971318,0.695024,2,39,16,0.613196,22.41358,14.7838,5.19992,14.1324333333333,0.106605194582057
"SLC16A9","Slc16a9",1.707168,1.483261,2.226816,43,140,99,1.80574833333333,8.1007,11.88231,7.36291,9.11530666666667,0.277376497400639
"SLC17A1","Slc17a1",0,0,0,0,0,0,0,0,0,0,0,1
"SLC17A2","Slc17a2",0,0.025629,0.039334,0,3,1,0.0216543333333333,0,0,0,0,1.02165433333333
"SLC17A4","Slc17a4",0,0,0,0,0,0,0,0,0,0.08739,0.02913,0.971694538105001
"SLC17A5","Slc17a5",3.734393,5.484941,5.088378,70,293,171,4.76923733333333,7.9516,8.23471,7.60324,7.92985,0.64606206524559
"SLC17A6","Slc17a6",37.331032,38.082395,32.944404,892,3655,1893,36.119277,0.03313,0.02763,2.42517,0.828643333333333,20.2988064011025
"SLC17A7","Slc17a7",74.31634,76.159972,88.469139,1372,5466,3591,79.6484836666667,1.83881,3.59233,456.28206,153.9044,0.520633911410306
"SLC17A8","Slc17a8",0.538901,0.635391,0.440857,16,62,26,0.538383,0.54667,1.02243,0.56806,0.712386666666667,0.898385294598572
"SLC17A9","Slc17a9",0.816871,0.196654,0.072152,2,5,1,0.361892333333333,1.47436,1.05006,3.62684,2.05042,0.446460596682861
"SLC18A1","Slc18a1",0.048291,1.031233,0.37701,1,23,6,0.485511333333333,0.13253,0,0,0.0441766666666667,1.42266283164088
"SLC18A2","Slc18a2",5.412679,5.477569,4.624613,136,513,245,5.17162033333333,3.3463,3.64759,3.3865,3.46013,1.38373104221925
"SLC18A3","Slc18a3",3.056308,3.818644,4.034252,49,229,136,3.63640133333333,1.88851,1.18823,0,1.02558,2.28892531192712
"SLC18B1","Slc18b1",47.393335,35.498859,17.702328,76,284,180,33.5315073333333,20.17719,26.63847,30.67516,25.8302733333333,1.28703524203133
"SLC19A1","Slc19a1",7.483976,13.051619,14.905708,77,395,211,11.8137676666667,50.95653,92.73726,71.59722,71.76367,0.176101173383182
"SLC19A2","Slc19a2",8.219696,7.343857,5.700903,146,580,287,7.088152,3.18064,3.39889,3.16802,3.24918333333333,1.90346035120474
"SLC19A3","Slc19a3",1.724231,1.724041,1.410026,26,83,46,1.61943266666667,6.60977,15.66806,3.95456,8.74413,0.26882160507574
"SLC1A1","Slc1a1",14.331297,15.676014,15.200069,365,1416,792,15.0691266666667,17.07938,13.8719,10.9679,13.97306,1.07320258295009
"SLC1A2","Slc1a2",154.680102,137.333584,150.890756,9608,33859,19634,147.634814,414.06321,604.8923,243.76264,420.90605,0.352293630299921
"SLC1A3","Slc1a3",201.798565,181.393457,244.876012,5627,17161,12470,209.356011333333,532.84029,590.96514,509.52663,544.44402,0.385660129399408
"SLC1A4","Slc1a4",9.876176,11.578688,11.174889,259,1144,625,10.8765843333333,66.57812,66.54092,41.44642,58.1884866666667,0.200657002775202
"SLC1A5","Slc1a5",1.01847,2.336611,1.863075,8,45,28,1.73938533333333,10.91689,3.61996,2.09745,5.54476666666667,0.418561191384465
"SLC1A6","Slc1a6",36.328311,37.883524,46.004508,467,1831,1245,40.0721143333333,35.76565,28.2412,12.58468,25.53051,1.54810873719854
"SLC1A7","Slc1a7",0.050433,0.041734,0.084815,1,3,0,0.058994,0.51354,3.59233,2.44702,2.18429666666667,0.332567631366005
"SLC20A1","Slc20a1",88.392801,79.195744,78.579395,1060,4110,2428,82.05598,16.91372,10.85988,23.57443,17.11601,4.5846728943073
"SLC20A2","Slc20a2",41.038233,36.551641,42.776569,595,2315,1407,40.1221476666667,45.12535,69.88454,56.43443,57.1481066666667,0.707196674560685
"SLC22A1","Slc22a1",0,0,0,0,0,0,0,1.01052,2.40409,0,1.13820333333333,0.467682368842377
"SLC22A12","Slc22a12",0.720146,0.246001,0.112342,5,7,3,0.359496333333333,0,0,0.19664,0.0655466666666667,1.27586747334701
"SLC22A13","Slc22a13",0,0.026306,0.111271,0,1,3,0.045859,0,0,0.45882,0.15294,0.907123527677069
"SLC22A15","Slc22a15",3.434329,3.797457,4.561054,118,437,252,3.93094666666667,5.15198,5.19505,3.86717,4.73806666666667,0.859339382602735
"SLC22A16","Slc22a16",0,0,0,0,0,0,0,0.14909,0,0,0.0496966666666667,0.95265616416171
"SLC22A17","Slc22a17",149.425727,201.591394,186.19527,1671,8006,4284,179.070797,571.50496,355.44677,363.31711,430.089613333333,0.417710822600504
"SLC22A18","Slc22a18",0,0.530539,0.313961,0,11,5,0.2815,5.00288,2.62516,29.67013,12.4327233333333,0.0954013544535645
"SLC22A2","Slc22a2",0.240607,0.333235,0.291397,3,16,8,0.288413,0,0.30397,0,0.101323333333333,1.16987714779493
"SLC22A23","Slc22a23",10.447267,12.341178,13.292478,380,1698,997,12.0269743333333,44.59525,38.82475,46.60265,43.3408833333333,0.293791493403567
"SLC22A25","Slc22a19",0,0.033788,0.01984,0,3,1,0.017876,0.36445,0.1658,0.08739,0.20588,0.844093939695492
"SLC22A3","Slc22a3",0.259081,0.340065,0.309731,6,29,15,0.302959,2.79963,2.68043,1.48569,2.32191666666667,0.392231091488348
"SLC22A4","Slc22a4",16.120011,16.146098,19.479687,167,700,395,17.2485986666667,1.62345,2.79096,1.83527,2.08322666666667,5.91866918639348
"SLC22A5","Slc22a5",4.424507,6.222557,6.707984,69,378,194,5.785016,13.98157,13.2916,11.29562,12.8562633333333,0.489671409728308
"SLC22A6","Slc22a6",1.113747,1.408814,0.936068,30,144,54,1.15287633333333,2.91559,5.91352,4.19489,4.34133333333333,0.403059722915627
"SLC22A7","Slc22a7",0.358969,0.444655,0.736792,3,12,8,0.513472,0.81173,2.65279,0.61176,1.35876,0.641638827180383
"SLC22A8","Slc22a8",4.283565,6.571023,4.921118,98,471,214,5.25856866666667,0,0.2487,0,0.0829,5.77945208852772
"SLC23A1","Slc23a1",0.050192,0.098325,0.244988,1,7,11,0.131168333333333,0.87799,0.4145,0.08739,0.45996,0.774794058284702
"SLC23A2","Slc23a2",48.610212,36.750605,44.288189,845,3725,2316,43.2163353333333,29.5369,28.51754,23.42149,27.1586433333333,1.57025801314055
"SLC23A3","Slc23a3",0,0,0,0,0,0,0,1.60689,0.71847,0.37142,0.898926666666667,0.526613279782614
"SLC24A3","Slc24a3",24.397395,22.455988,24.091883,548,2108,1279,23.648422,35.31837,23.57118,16.62664,25.1720633333333,0.941783675443243
"SLC24A4","Slc24a4",1.141619,1.570795,1.333147,21,108,49,1.34852033333333,4.93662,1.85143,22.54755,9.77853333333333,0.217888673783693
"SLC24A5","Slc24a5",3.951168,8.018967,6.183754,26,153,70,6.05129633333333,3.18064,2.34883,3.21172,2.91373,1.80168185677942
"SLC25A1","Slc25a1",23.918276,30.674669,31.541731,153,749,398,28.7115586666667,96.04875,103.76293,109.04538,102.952353333333,0.285819009516732
"SLC25A10","Slc25a10",3.599187,8.918422,9.015901,45,324,187,7.17783666666667,7.91847,9.39531,19.16105,12.1582766666667,0.621497546664546
"SLC25A11","Slc25a11",60.082278,50.142491,57.205514,434,1732,1037,55.8100943333333,116.27564,102.7405,196.13312,138.383086666667,0.407582409687871
"SLC25A12","Slc25a12",586.611142,479.485073,523.554337,929,4087,2315,529.883517333333,24.50088,23.29485,26.37102,24.72225,20.639077737497
"SLC25A13","Slc25a13",1.575803,2.59531,2.963649,32,184,91,2.378254,19.51456,11.49544,13.17459,14.7281966666667,0.214789659081493
"SLC25A14","Slc25a14",16.501029,16.695146,17.012833,127,515,280,16.736336,36.31232,22.49348,26.34917,28.38499,0.603584891470101
"SLC25A15","Slc25a15",3.764635,4.689122,4.78376,88,416,240,4.41250566666667,10.96659,4.33842,9.17633,8.16044666666667,0.590856086348046
"SLC25A16","Slc25a16",6.951327,10.464173,8.679634,140,637,368,8.698378,12.09306,8.95318,7.47215,9.50613,0.923116123634488
"SLC25A17","Slc25a17",30.300458,31.218214,25.105897,186,709,427,28.8748563333333,15.82038,12.24154,11.6015,13.22114,2.10073568879382
"SLC25A18","Slc25a18",25.136219,27.909023,31.396227,301,1279,811,28.1471563333333,106.63432,195.53303,113.17473,138.44736,0.209019061625357
"SLC25A19","Slc25a19",31.03959,29.222396,31.306105,149,702,397,30.522697,16.86403,11.88231,13.87374,14.2066933333333,2.07294881990562
"SLC25A20","Slc25a20",5.960678,6.348275,7.147023,66,266,167,6.48532533333333,16.03573,24.70414,12.12586,17.62191,0.401963350340182
"SLC25A21","Slc25a21",0.419251,0.485926,0.642953,4,11,9,0.516043333333333,1.02708,2.1554,3.14617,2.10955,0.487544285614746
"SLC25A22","Slc25a22",643.270499,607.655308,626.82546,584,2679,1567,625.917089,74.33093,56.75874,138.58443,89.8913666666667,6.89743274847153
"SLC25A23","Slc25a23",73.994676,89.304115,88.157123,1022,4542,2764,83.818638,571.09082,544.43071,245.66345,453.728326666667,0.186525960724183
"SLC25A24","Slc25a24",0.986894,0.793894,0.807576,16,59,39,0.862788,2.0873,2.40409,1.90081,2.13073333333333,0.595000532356636
"SLC25A25","Slc25a25",138.887423,150.596114,139.759482,529,2111,1180,143.081006333333,27.13485,26.63847,23.2904,25.6879066666667,5.39873764296738
"SLC25A26","Slc25a26",21.322032,10.654973,11.197642,50,209,102,14.391549,78.55522,99.50741,240.57277,139.545133333333,0.109513212125927
"SLC25A28","Slc25a28",12.789495,18.119366,15.395248,123,603,315,15.434703,120.79812,88.2054,69.52162,92.8417133333333,0.175132171144644
"SLC25A29","Slc25a29",6.469849,8.261271,8.591266,82,364,222,7.77412866666667,139.71631,118.49147,98.20858,118.805453333333,0.0732364714839358
"SLC25A3","Slc25a3",322.123791,285.81552,299.581887,1867,6646,3925,302.507066,266.94197,246.90328,260.56406,258.136436666667,1.17122497285246
"SLC25A30","Slc25a30",5.038773,7.395963,8.339194,69,355,195,6.92464333333333,6.6429,10.22431,5.52765,7.46495333333333,0.936170941678749
"SLC25A31","Slc25a31",0.075749,0.102859,0,1,5,0,0.059536,0.19879,0.0829,0.52436,0.268683333333333,0.835146148894523
"SLC25A32","Slc25a32",3.197824,4.231685,3.814824,121,489,287,3.748111,9.47566,7.12938,11.25193,9.28565666666667,0.461624488729775
"SLC25A33","Slc25a33",18.834646,22.050351,21.647008,220,966,537,20.8440016666667,16.64867,23.18431,30.65331,23.49543,0.891758244973314
"SLC25A34","Slc25a34",4.165683,2.581747,2.769431,74,174,105,3.172287,6.75886,10.00324,5.72428,7.49546,0.491119609768041
"SLC25A35","Slc25a35",2.348823,3.147625,2.30759,32,134,73,2.601346,9.65789,10.61118,11.16453,10.4778666666667,0.313764404535105
"SLC25A36","Slc25a36",40.238717,33.657476,31.264224,508,1973,1083,35.0534723333333,16.74807,14.39693,19.46693,16.8706433333333,2.01746919015973
"SLC25A37","Slc25a37",3.380978,4.276485,4.683166,124,528,259,4.113543,37.04122,41.61571,36.3339,38.3302766666667,0.130015434250272
"SLC25A38","Slc25a38",7.365444,9.271288,9.564395,79,358,222,8.733709,20.14406,18.43139,13.78634,17.45393,0.527459950265336
"SLC25A39","Slc25a39",53.106515,64.733767,65.085502,292,1429,733,60.9752613333333,81.65303,105.36566,106.46727,97.8286533333333,0.627098106095817
"SLC25A4","Slc25a4",267.880098,282.789867,283.899657,3250,12720,7232,278.189874,142.63189,112.46741,98.09933,117.732876666667,2.35141168847281
"SLC25A40","Slc25a40",5.779759,6.629478,6.195911,64,290,175,6.201716,17.34444,13.84427,7.34106,12.8432566666667,0.52023278722709
"SLC25A41","Slc25a41",0.150898,0,0.069749,1,0,1,0.073549,15.30684,8.59395,7.16628,10.35569,0.0945384208269159
"SLC25A42","Slc25a42",5.026147,6.554315,5.894343,93,469,240,5.824935,19.33234,15.80623,10.68387,15.2741466666667,0.419372833475754
"SLC25A43","Slc25a43",0.134127,0.213242,0.096075,1,5,2,0.147814666666667,3.09781,5.22269,10.55278,6.29109333333333,0.1574269611142
"SLC25A44","Slc25a44",17.067412,15.558342,17.912384,394,1389,895,16.846046,27.3502,27.578,32.07346,29.0005533333333,0.594857228188902
"SLC25A45","Slc25a45",1.060272,1.405832,1.747934,17,69,44,1.40467933333333,10.45305,6.27275,14.92246,10.54942,0.208207800333985
"SLC25A46","Slc25a46",17.442032,17.822577,17.979682,511,1897,1097,17.748097,18.37152,14.23113,15.86194,16.1548633333333,1.09287358550802
"SLC25A47","Slc25a47",3.59926,2.810783,5.450195,25,67,60,3.95341266666667,0,0.22107,0.24033,0.1538,4.29312936961923
"SLC25A48","Slc25a48",0.088773,0.153723,0.041331,2,13,2,0.094609,19.3489,40.53801,31.65834,30.5150833333333,0.0347328607201314
"SLC25A5","Slc25a5",196.544705,200.212806,209.358133,1392,5428,3205,202.038548,257.05216,238.64093,212.1043,235.932463333333,0.856946933921634
"SLC25A51","Slc25a51",27.880734,25.082377,25.611726,483,1793,1043,26.1916123333333,13.35207,11.63361,9.78808,11.5912533333333,2.15956359652838
"SLC26A1","Slc26a1",0.402409,0.596474,0.833537,9,50,34,0.610806666666667,2.53457,6.54909,17.95939,9.01435,0.160849847136026
"SLC26A10","Slc26a10",1.138236,1.347466,0.376928,15,59,16,0.95421,7.86877,7.70968,15.62161,10.40002,0.171421629084861
"SLC26A11","Slc26a11",1.748384,2.80254,3.063709,31,171,92,2.538211,37.65416,26.91481,33.12218,32.5637166666667,0.10541773532232
"SLC26A2","Slc26a2",1.401081,1.50749,1.971355,72,262,220,1.626642,0.99395,1.4093,0.96133,1.12152666666667,1.23809049458095
"SLC26A3","Slc26a3",0,0.146549,0.203541,0,5,4,0.116696666666667,0.19879,0,1.09242,0.430403333333333,0.780686566259866
"SLC26A4","Slc26a4",0,0.013301,0,0,1,0,0.00443366666666667,2.20326,3.45416,7.75618,4.4712,0.183585624116586
"SLC26A5","Slc26a5",0.076854,0,0.078011,1,0,3,0.0516216666666667,0.34788,0.2487,0,0.19886,0.877184714367538
"SLC26A6","Slc26a6",7.086654,8.350738,10.684154,28,170,101,8.707182,18.57031,9.78218,12.67207,13.6748533333333,0.661484089789881
"SLC26A7","Slc26a7",0.230231,0.324224,0.302078,8,28,22,0.285511,0.48041,0.71847,0.0437,0.414193333333333,0.909006547902456
"SLC26A8","Slc26a8",0.896668,0.953998,1.68493,7,37,28,1.178532,10.20456,6.07932,7.18812,7.824,0.246887126019946
"SLC26A9","Slc26a9",0,0.016213,0.057663,0,2,4,0.0246253333333333,1.37496,0.46977,0.08739,0.64404,0.623236255403356
"SLC27A1","Slc27a1",32.092435,37.701515,37.390012,314,1343,752,35.7279873333333,31.5248,37.13912,35.85323,34.83905,1.0248035964495
"SLC27A2","Slc27a2",3.977325,4.279678,3.53313,39,180,90,3.93004433333333,1.09335,0.30397,3.86717,1.75483,1.78960020521532
"SLC27A3","Slc27a3",1.634762,2.446726,1.886766,13,84,35,1.989418,19.08385,27.16351,28.77435,25.0072366666667,0.11494562218644
"SLC27A4","Slc27a4",18.921354,20.82272,22.32476,435,2011,1163,20.6896113333333,21.55216,21.30525,36.66162,26.5063433333333,0.788531251518589
"SLC27A5","Slc27a5",0.786036,0.410031,0.181189,5,11,4,0.459085333333333,11.3973,11.24674,7.55955,10.0678633333333,0.131830805042467
"SLC27A6","Slc27a6",0.062201,0.147668,0,1,9,0,0.0699563333333333,0.86142,0.85663,0.15294,0.623663333333333,0.658976717258709
"SLC28A2","Slc28a2",0.054,0.062937,0.025087,1,4,1,0.0473413333333333,2.31922,1.05006,0.39327,1.25418333333333,0.464621185795299
"SLC28A3","Slc28a3",0.338553,0.199462,0.79088,4,16,12,0.442965,0,0.19343,0,0.0644766666666667,1.35556282743007
