"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"ACTR10","Actr10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,94.92227,68.00548,97.15985,86.6958666666667,1.5217314004917
"ACTR1A","Actr1a",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,84.3864,74.4993,79.79037,79.55869,0.840948054972923
"ACTR1B","Actr1b",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,82.74638,66.76198,96.67919,82.0625166666667,1.71585029829941
"ACTR2","Actr2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,77.5944,65.71192,67.97038,70.4255666666667,0.894099125103196
"ACTR3","Actr3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,66.84317,54.07831,32.35749,51.09299,1.61839269864653
"ACTR3B","Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,70.88524,60.59976,35.35072,55.6119066666667,0.375250801185993
"ACTR5","Actr5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,7.00735,4.94636,5.72428,5.89266333333333,0.670907520508521
"ACTR6","Actr6",9.147979,11.692093,10.713922,76,303,182,10.517998,22.91056,19.42619,15.0317,19.1228166666667,0.572384979239984
"ACTR8","Actr8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,18.55374,15.06013,11.47041,15.0280933333333,1.57950086805917
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0,0,1
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0.22107,0,0.07369,0.931367526939806
"ACTRT3","Actrt3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,1.09335,0.69083,2.84029,1.54149,0.760303339117342
"ACVR1","Acvr1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,20.72387,14.34167,7.86543,14.3103233333333,0.662110750110437
"ACVR1B","Acvr1b",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,22.71177,19.23276,27.72562,23.2233833333333,0.715237177850878
"ACVR1C","Acvr1c",2.05229,1.570526,2.263541,113,369,271,1.962119,1.87194,0.4145,0.61176,0.966066666666667,1.50662185073412
"ACVR2A","Acvr2a",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,7.15644,6.13459,6.68561,6.65888,0.920023597880282
"ACVR2B","Acvr2b",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,0.71233,0.63557,0.50251,0.616803333333333,1.85346022295022
"ACVRL1","Acvrl1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,30.6965,35.06662,9.85363,25.2055833333333,0.698390432064414
"ACY1","Acy1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,21.70125,22.05135,19.77281,21.1751366666667,0.570786576136848
"ACY3","Acy3",3.611599,3.53033,2.102148,18,73,30,3.081359,3.59479,5.22269,3.60499,4.14082333333333,0.793911545945623
"ACYP1","Acyp1",25.379229,24.505633,30.086442,72,259,177,26.6571013333333,28.46012,29.12547,44.26487,33.9501533333333,0.791329899744837
"ACYP2","Acyp2",28.481269,22.98424,24.737602,117,346,213,25.401037,276.00348,372.55176,479.90019,376.15181,0.0700010878908416
"ADA","Ada",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,7.9516,7.84785,7.82173,7.87372666666667,0.172121446156782
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,1
"ADAD2","Adad2",0,0.022048,0.039075,0,1,1,0.0203743333333333,1.87194,1.43693,0.96133,1.4234,0.421050727627851
"ADAL","Adal",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,17.52666,9.11898,13.39307,13.3462366666667,0.893996729920576
"ADAM10","Adam10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,21.23741,19.75779,11.42672,17.4739733333333,1.23770100350186
"ADAM11","Adam11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,12.93792,7.79258,39.74225,20.1575833333333,2.65247511727474
"ADAM12","Adam12",0.307239,0.758381,0.820879,16,87,66,0.628833,2.89902,4.17262,1.76972,2.94712,0.412663663633231
"ADAM15","Adam15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,165.77438,142.67058,170.98561,159.81019,0.310046146122125
"ADAM17","Adam17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,12.24216,12.10337,18.09048,14.1453366666667,0.754730421971471
"ADAM18","Adam18",0.144031,0.133886,0,2,7,0,0.092639,0,0,0,0,1.092639
"ADAM19","Adam19",2.615182,3.013677,3.178297,114,472,256,2.93571866666667,2.30265,1.38166,4.47892,2.72107666666667,1.05768276744276
"ADAM1A","Adam1a",2.787087,3.101342,3.349857,75,305,197,3.07942866666667,4.73783,4.17262,2.40332,3.77125666666667,0.855000883764375
"ADAM1B","Adam1b",0.053602,0.035735,0,1,3,0,0.029779,0.5798,1.1606,0.41512,0.718506666666667,0.599228981751598
"ADAM2","Adam2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,0,0,0,0,1.10721166666667
"ADAM20","Adam25",0.058434,0.015596,0,1,1,0,0.0246766666666667,0.11596,0,0.08739,0.0677833333333333,0.959629762592286
"ADAM21","Adam21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,0.79516,0.1658,0.24033,0.40043,0.931226361427085
"ADAM22","Adam22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,11.67892,15.08777,11.75444,12.8403766666667,3.06638090051981
"ADAM23","Adam23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,66.1971,41.50517,40.09182,49.2646966666667,1.38421387734758
"ADAM24P","Adam24",0,0,0,0,0,0,0,0,0,0,0,1
"ADAM28","Adam28",0,0.146549,0,0,7,0,0.0488496666666667,13.13671,4.58712,6.24864,7.99082333333333,0.116657799600852
"ADAM29","Adam29",0,0,0,0,0,0,0,0.19879,0.4145,0.15294,0.25541,0.796552520690452
"ADAM32","Adam32",0,0.580325,1.931946,0,8,8,0.837423666666667,3.56166,2.76333,7.29737,4.54078666666667,0.33161783284684
"ADAM33","Adam33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,12.52378,18.43139,13.17459,14.70992,0.144528340479561
"ADAM3A","Adam3",0,0.360959,0,0,2,0,0.120319666666667,0.34788,1.79616,0.78654,0.97686,0.566716746085543
"ADAM5","Adam5",0,0.393045,0.227056,0,6,8,0.206700333333333,0,0,0,0,1.20670033333333
"ADAM7","Adam7",0,0,0.052884,0,0,1,0.017628,0.06626,0,0,0.0220866666666667,0.995637682388317
"ADAM8","Adam8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,15.12461,6.88068,5.57134,9.19221,0.23895900234918
"ADAM9","Adam9",15.279117,15.16946,15.616793,380,1437,799,15.3551233333333,14.44541,11.79941,14.33255,13.52579,1.12593692551891
"ADAMDEC1","Adamdec1",0,0.033796,0,0,2,0,0.0112653333333333,0,0.0829,0.10924,0.0640466666666667,0.95039565933825
"ADAMTS1","Adamts1",5.081839,4.830322,5.651011,114,478,353,5.187724,13.58399,6.18985,13.98298,11.2522733333333,0.505026604586577
"ADAMTS10","Adamts10",17.667156,26.394146,23.52364,262,1217,708,22.528314,7.98474,9.89271,21.2585,13.0453166666667,1.67517148658094
"ADAMTS12","Adamts12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,4.53904,1.21586,1.13612,2.29700666666667,0.317707981583295
"ADAMTS13","Adamts13",0.045027,0,0,1,0,0,0.015009,12.95449,16.49706,14.96616,14.8059033333333,0.0642170826047905
"ADAMTS15","Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,0.0994,0.35923,0.6336,0.364076666666667,1.79122752142475
"ADAMTS16","Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,0.21536,0.11053,0.61176,0.31255,1.37197795639531
"ADAMTS18","Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,1.37496,0.69083,0.65545,0.90708,1.72267969880655
"ADAMTS19","Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,6.75886,4.44896,2.7092,4.63900666666667,0.191513458044029
"ADAMTS2","Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,1.65658,2.90149,7.55955,4.03920666666667,1.69371580976371
"ADAMTS20","Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,0,0,0,0,2.32990066666667
"ADAMTS4","Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,13.10358,4.44896,8.8923,8.81494666666667,1.18363526512625
"ADAMTS5","Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,0.11596,0.13817,0.19664,0.150256666666667,1.49250399186269
"ADAMTS7","Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,1.02708,2.01723,3.40835,2.15088666666667,0.330481049778581
"ADAMTS8","Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,8.99525,9.03608,8.34609,8.79247333333333,0.154068873304735
"ADAMTSL1","Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,1.27557,0.88426,2.42517,1.52833333333333,1.24693816743573
"ADAMTSL2","Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,16.7812,10.74934,12.2788,13.26978,0.14568327846213
"ADAMTSL4","Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,5.01945,6.07932,1.26721,4.12199333333333,3.59267928241479
"ADAP2","Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,6.97422,6.07932,4.93774,5.99709333333333,0.337043572378626
"ADAR","Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,103.02297,85.91184,100.5682,96.5010033333333,0.355770752581315
"ADARB1","Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,17.26161,16.7734,16.05858,16.6978633333333,3.01267574861674
"ADARB2","Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,27.97971,22.38295,18.57114,22.9779333333333,0.242607147126942
"ADAT1","Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,23.15905,21.52632,29.91046,24.8652766666667,0.12553161684075
"ADAT2","Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,5.16854,2.54226,5.11253,4.27444333333333,0.549621413444578
"ADAT3","Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,1.42466,1.4922,2.42517,1.78067666666667,0.643134704622256
"ADCK1","Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,13.93187,9.28478,12.82501,12.0138866666667,0.803164645150847
"ADCK2","Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,22.14853,18.37613,17.87199,19.46555,1.26803657854297
"ADCK5","Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,11.61265,9.42295,24.90718,15.31426,1.47284610722971
"ADCY1","Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,10.00577,13.98244,27.22311,17.07044,5.55277661565887
"ADCY10","Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,0.69577,0.85663,0.15294,0.568446666666667,0.699341599119299
"ADCY2","Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,383.03539,425.58001,759.84379,522.81973,0.0270280770065686
"ADCY3","Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,177.73491,174.06197,95.73971,149.178863333333,0.0905196445864697
"ADCY4","Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,22.76147,22.43822,10.77126,18.6569833333333,0.185647272089054
"ADCY5","Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,207.80191,157.17805,57.5487,140.842886666667,0.110900116574992
"ADCY6","Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,20.06123,18.87352,16.69218,18.54231,0.861576019757473
"ADCY7","Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,5.99683,2.92913,4.39153,4.43916333333333,0.516271252502683
"ADCY8","Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,4.43965,7.40572,7.90912,6.58483,0.753229406591842
"ADCY9","Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,20.22689,17.07736,12.89056,16.7316033333333,0.492966287500604
"ADCYAP1","Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,1.14304,0.3316,17.7846,6.41974666666667,3.38393193118903
"ADCYAP1R1","Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,66.46216,77.81529,45.79425,63.3572333333333,0.495752008191775
"ADD1","Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,391.05325,307.58594,317.56655,338.735246666667,0.524650153559771
"ADD2","Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,36.34546,28.71097,40.61618,35.2242033333333,0.601241315543999
"ADD3","Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,712.86129,964.3459,1067.11974,914.775643333333,0.0386716563798252
"ADGB","Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,0.6295,4.08972,0.17479,1.63133666666667,0.431994005581447
"ADH1C","Adh1",0.640983,0.878161,0.652556,5,25,10,0.7239,0,0.52503,0,0.17501,1.46713644990255
"ADH4","Adh4",0,0,0,0,0,0,0,0,2.84623,0,0.948743333333333,0.513151210267129
"ADH5","Adh5",33.432267,39.256334,45.033898,216,996,672,39.240833,54.15374,57.9746,40.70358,50.9439733333333,0.774696859282745
"ADH7","Adh7",0,0.14655,0.020772,0,2,1,0.055774,0,0,0.15294,0.05098,1.00456145692592
"ADHFE1","Adhfe1",5.738602,6.784687,7.665496,48,249,146,6.729595,47.12982,58.11277,40.41955,48.5540466666667,0.155983123880767
"ADI1","Adi1",28.435334,28.193718,28.198725,276,860,547,28.2759256666667,40.93419,61.76036,32.96924,45.2212633333333,0.633386531552325
"ADIG","Adig",0,0,0,0,0,0,0,0,0.71847,0,0.23949,0.80678343512251
"ADIPOQ","Adipoq",0,0.034958,0,0,1,0,0.0116526666666667,0.0497,0.19343,0.39327,0.212133333333333,0.834605103948961
"ADIPOR1","Adipor1",21.784846,22.026437,23.197966,425,1718,1023,22.3364163333333,61.45927,54.35464,35.6566,50.49017,0.453220805705892
"ADIPOR2","Adipor2",30.356515,29.631491,22.404078,830,2850,1295,27.464028,51.86765,70.68591,48.00094,56.8515,0.492018841343785
"ADK","Adk",137.376749,69.789053,74.011079,349,1335,807,93.725627,221.89945,181.68876,200.21877,201.268993333333,0.468315115623752
"ADM","Adm",1.084481,1.458994,1.012796,9,46,18,1.18542366666667,10.86719,10.72171,25.93406,15.8409866666667,0.129768148976228
"ADM2","Adm2",0.129944,0.1711,0.243971,1,5,4,0.181671666666667,0.79516,0.02763,0.15294,0.325243333333333,0.891663920839695
"ADNP","Adnp",11.683257,12.076154,13.964542,141,1288,690,12.574651,15.10805,15.83386,11.44856,14.1301566666667,0.897191701253589
"ADNP2","Adnp2",3.792306,4.264431,5.151077,130,555,379,4.40260466666667,5.4336,5.00162,4.56632,5.00051333333333,0.900357080560885
"ADO","Ado",20.398217,18.600319,19.884655,625,2060,1251,19.6277303333333,11.09911,9.47821,10.00657,10.19463,1.84264511943077
"ADORA1","Adora1",43.438848,41.673367,46.811297,1360,4873,3148,43.974504,49.36621,50.12675,42.29851,47.2638233333333,0.931847103976498
"ADORA2A","Adora2a",1.415185,0.991421,0.666315,17,47,21,1.024307,203.99177,184.70078,12.40989,133.700813333333,0.0150281720644894
"ADORA2B","Adora2b",0.77331,2.175531,2.063558,9,95,51,1.67079966666667,6.60977,8.31761,8.12761,7.68499666666667,0.307518790066701
"ADORA3","Adora3",0.394917,0.258343,0.268209,5,12,8,0.307156333333333,26.62131,8.37288,7.40661,14.1336,0.0863744471463058
"ADPGK","Adpgk",6.082975,6.29692,6.020875,105,418,237,6.13359,20.37598,17.40896,15.40312,17.7293533333333,0.380877538751115
"ADPRH","Adprh",22.900852,26.665782,33.810938,341,1524,928,27.792524,2.18669,1.46456,0.78654,1.47926333333333,11.6133383706719
"ADPRHL1","Adprhl1",0.591101,1.088274,0.458138,8,37,23,0.712504333333333,5.01945,3.15019,9.46036,5.87666666666667,0.249031168201648
"ADPRM","Adprm",12.995828,12.178521,13.88118,59,236,143,13.0185096666667,3.4457,4.36606,5.94277,4.58484333333333,2.51009900009132
"ADRA1A","Adra1a",2.189529,2.402153,2.322216,60,228,138,2.30463266666667,2.91559,2.73569,3.80162,3.15096666666667,0.796111588465337
"ADRA1B","Adra1b",2.731138,2.962852,2.497766,41,161,74,2.73058533333333,2.36892,4.86346,25.2786,10.8369933333333,0.315163253731663
"ADRA1D","Adra1d",1.576033,1.578587,1.763054,18,63,40,1.63922466666667,1.59032,1.2435,1.59493,1.47625,1.0658151102137
"ADRA2A","Adra2a",6.224169,5.212863,5.471706,147,444,270,5.636246,0.31475,0.55267,2.99323,1.28688333333333,2.90187343764804
"ADRA2B","Adra2b",0.150476,0.13912,0.489809,4,14,28,0.259801666666667,2.48488,2.43173,0.28403,1.73354666666667,0.460867078667031
"ADRA2C","Adra2c",2.135569,2.403806,1.683391,41,154,62,2.07425533333333,32.204,49.60172,11.12084,30.97552,0.0961440293491187
"ADRB1","Adrb1",1.695102,1.934742,0.944753,22,69,35,1.52486566666667,15.02522,12.21391,12.65023,13.2964533333333,0.176607834670417
"ADRB2","Adrb2",1.090102,0.75578,1.266362,15,39,37,1.03741466666667,2.26952,2.59753,2.88399,2.58368,0.568525835640087
"ADRB3","Adrb3",0.247325,0.304165,0.231472,2,13,2,0.260987333333333,0.03313,0,0.39327,0.142133333333333,1.10406315666589
"ADRM1","Adrm1",31.577483,35.634879,35.815376,263,1124,619,34.3425793333333,68.40036,82.12608,67.53342,72.68662,0.479633606933434
"ADSL","Adsl",23.15599,37.521522,40.54203,159,565,350,33.7398473333333,33.62866,22.96325,25.12566,27.23919,1.23019985110527
"ADTRP","Adtrp",0,0.027205,0,0,1,0,0.00906833333333333,0.19879,0.4974,7.01334,2.56984333333333,0.282664598726555
"AEBP1","Aebp1",4.346562,7.217415,5.57136,92,602,267,5.711779,39.74145,63.25256,59.73354,54.2425166666667,0.121496618999074
"AEBP2","Aebp2",23.19834,19.975992,22.39774,403,1388,855,21.8573573333333,13.08701,11.27437,9.87548,11.4122866666667,1.84151058923873
"AEN","Aen",22.291168,24.778421,15.0125,128,607,329,20.6940296666667,5.20167,4.36606,4.65371,4.74048,3.7791316521731
"AFAP1","Afap1",5.011372,4.246532,5.045449,105,536,315,4.76778433333333,8.08413,6.41092,7.38476,7.29327,0.695477698583711
"AFAP1L1","Afap1l1",4.872293,5.408317,5.10897,101,437,233,5.12986,1.20931,1.4093,1.42015,1.34625333333333,2.61261642675699
"AFAP1L2","Afap1l2",147.627924,102.641946,176.128212,238,940,645,142.132694,29.65286,33.68496,34.03981,32.45921,4.27782646392428
"AFF1","Aff1",5.408857,4.387032,4.826274,295,922,565,4.87405433333333,9.92294,13.15344,9.19818,10.7581866666667,0.499571447524788
"AFF2","Aff2",3.8533,3.38842,3.868895,82,377,219,3.70353833333333,0.69577,0.13817,1.20166,0.678533333333333,2.80217153864485
"AFF3","Aff3",5.518619,7.461934,7.422348,227,936,569,6.800967,30.05044,8.31761,24.95088,21.10631,0.352884176508879
"AFF4","Aff4",60.744826,42.896219,67.531202,1599,6449,3914,57.0574156666667,10.7181,11.49544,7.66879,9.96077666666667,5.29683410512576
"AFG3L1P","Afg3l1",15.69064,12.107221,12.160276,179,686,363,13.319379,28.808,28.68334,40.17921,32.55685,0.426719999046394
"AFG3L2","Afg3l2",19.91661,21.227415,21.091449,412,1659,932,20.745158,26.62131,26.74901,23.44334,25.6045533333333,0.817347231037895
"AFM","Afm",0,0.020674,0.029625,0,1,1,0.0167663333333333,0,0.1658,0,0.0552666666666667,0.963516014909344
"AFMID","Afmid",0,1.198287,2.782963,0,41,16,1.32708333333333,56.96993,31.08743,63.6007,50.5526866666667,0.0451399041213888
"AFP","Afp",0.15407,0.127811,0.145691,2,3,1,0.142524,0,0,0,0,1.142524
"AFTPH","Aftph",56.498377,64.949211,86.301579,545,2221,1452,69.2497223333333,18.0899,19.37092,20.36271,19.27451,3.46492824405292
"AGA","Aga",5.55121,5.978904,6.097457,38,158,91,5.875857,12.82196,10.69408,5.04698,9.52100666666667,0.653536036792424
"AGAP1","Agap1",24.091042,36.349091,33.773968,1118,4601,2706,31.4047003333333,103.38742,100.22587,173.54187,125.718386666667,0.255722166180777
"AGAP2","Agap2",22.966337,25.262982,27.551297,742,3064,1923,25.2602053333333,270.85151,234.8828,158.33538,221.356563333333,0.118099528701416
"AGAP3","Agap3",111.942529,128.267366,130.857284,812,3463,1973,123.689059666667,406.72454,312.31123,563.25185,427.429206666667,0.291037720413117
"AGBL1","Agbl1",0,0.046881,0.020348,0,4,1,0.0224096666666667,0.82829,0.44213,0,0.423473333333333,0.718249961362114
"AGBL2","Agbl2",1.696074,1.74472,2.587374,44,151,116,2.00938933333333,4.7047,10.97041,0.74285,5.47265333333333,0.464939056419933
"AGBL3","Agbl3",5.227028,6.424334,8.083678,35,142,97,6.57834666666667,7.48776,3.20546,5.37471,5.35597666666667,1.19231820129401
"AGBL4","Agbl4",3.115861,3.595418,2.501066,14,145,71,3.07078166666667,15.70442,8.62158,27.57269,17.2995633333333,0.222452393672782
"AGBL5","Agbl5",6.190271,7.650526,6.843566,39,204,144,6.89478766666667,16.18483,16.16546,11.6889,14.67973,0.503502781404187
"AGER","Ager",0.13592,0.256131,0.365975,1,8,6,0.252675333333333,15.77068,17.0221,15.38128,16.05802,0.0734361510499656
"AGFG1","Agfg1",17.435253,17.09983,18.839426,616,2409,1377,17.791503,27.66496,23.07378,22.72234,24.4870266666667,0.737296792041127
"AGFG2","Agfg2",11.079632,21.595021,22.711854,204,785,469,18.462169,73.41981,69.80164,47.06146,63.4276366666667,0.302077959194633
"AGGF1","Aggf1",19.28164,16.235581,17.833945,400,1253,780,17.783722,8.15039,10.74934,7.90912,8.93628333333333,1.89041730895355
"AGK","Agk",15.73495,13.81339,16.28639,198,659,419,15.2782433333333,24.13643,23.84751,16.88882,21.6242533333333,0.719504113284917
"AGMAT","Agmat",0.233842,0.625539,0.442829,2,20,8,0.43407,0.71233,1.21586,4.1075,2.01189666666667,0.476135192774431
"AGMO","Agmo",3.625354,4.137189,3.495915,47,170,98,3.75281933333333,1.4081,4.08972,0.69915,2.06565666666667,1.55034299339891
"AGPAT1","Agpat1",30.957458,35.201623,40.581492,357,1518,925,35.580191,93.87862,89.42127,78.17359,87.1578266666667,0.414939800391328
"AGPAT2","Agpat2",0.948764,0.682288,1.462418,7,19,16,1.03115666666667,10.43648,13.5403,21.23665,15.0711433333333,0.126385324586946
"AGPAT3","Agpat3",77.929759,80.807923,86.036119,1757,7215,4186,81.591267,106.60119,187.57464,149.55232,147.909383333333,0.554641118989256
"AGPAT4","Agpat4",22.646742,38.029041,38.72292,184,873,465,33.132901,59.18975,25.47788,61.96207,48.8765666666667,0.684347445727687
"AGPAT5","Agpat5",24.610605,19.635465,21.438905,589,1889,1178,21.8949916666667,18.50404,21.80265,12.38804,17.56491,1.23324011086866
"AGPS","Agps",12.504687,14.766253,23.753802,340,1316,788,17.0082473333333,6.51038,4.97399,3.93271,5.13902666666667,2.93340431816553
"AGR2","Agr2",0,0,0,0,0,0,0,0.14909,1.63036,0.721,0.833483333333333,0.545409921006463
"AGR3","Agr3",0.24222,0,0,1,0,0,0.08074,0.18222,0.69083,0,0.291016666666667,0.837123197480022
"AGRN","Agrn",11.768153,17.352136,15.915665,382,2128,1092,15.0119846666667,72.50869,92.82016,133.79962,99.70949,0.158991815633926
"AGRP","Agrp",1.643238,0.690307,0.303274,5,8,2,0.878939666666667,0,0,0.96133,0.320443333333333,1.42296122766849
"AGT","Agt",33.866784,44.922492,41.519024,402,2041,1060,40.1027666666667,180.55111,240.93449,180.22748,200.571026666667,0.203912076781934
"AGTPBP1","Agtpbp1",329.901521,267.709528,326.355805,1330,4702,2888,307.988951333333,10.86719,8.48341,13.32753,10.89271,25.981374416204
"AGTR1","Agtr1a",0.071508,0.353783,0.346189,1,12,6,0.25716,0.38101,0.19343,0,0.19148,1.05512471883708
"AGTR2","Agtr2",4.237737,2.254604,5.975748,19,100,53,4.15602966666667,0,0,0,0,5.15602966666667
"AGTRAP","Agtrap",16.76762,5.440376,14.509408,117,367,244,12.2391346666667,22.67864,28.37937,17.63166,22.8965566666667,0.55401850782686
"AGXT","Agxt",0.405547,0,0,2,0,0,0.135182333333333,0.03313,0.63557,0.52436,0.397686666666667,0.812186565420003
"AGXT2","Agxt2",0.071842,0,0,1,0,0,0.0239473333333333,0,0,0,0,1.02394733333333
