"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"SYT11","Syt11",197.436036,203.683661,204.165019,4359,16774,9639,201.761572,126.44265,126.44265,1.59100247836968
"SYT12","Syt12",29.549688,37.116281,38.716442,370,1345,803,35.1274703333333,7.5098,7.5098,4.24539593566633
"SYT13","Syt13",34.375617,31.822939,33.807028,877,3062,1838,33.3351946666667,11.76259,11.76259,2.69029990516554
"SYT14","Syt14",5.509059,2.853133,3.518429,126,540,339,3.960207,2.53093,2.53093,1.40478769049514
"SYT15","Syt15",0.521478,0.477794,0.310315,13,42,16,0.436529,48.25359,48.25359,0.0291659755156934
"SYT16","Syt16",6.173067,6.136981,5.069175,59,242,152,5.79307433333333,0.72609,0.72609,3.93552730931373
"SYT17","Syt17",3.545512,2.430478,2.801543,39,155,100,2.92584433333333,24.43797,24.43797,0.154330095260484
"SYT2","Syt2",93.248596,96.593272,107.107091,3091,14293,8413,98.9829863333333,0.85056,0.85056,54.0285029036256
"SYT3","Syt3",22.896786,29.198374,24.035217,284,1408,671,25.3767923333333,15.10258,15.10258,1.63804758823327
"SYT4","Syt4",80.982139,66.624349,79.573899,2107,6421,4360,75.7267956666667,16.63774,16.63774,4.35014892308576
"SYT5","Syt5",9.650231,12.172627,13.230311,75,358,184,11.6843896666667,78.95664,78.95664,0.158640854176297
"SYT6","Syt6",4.351636,4.408818,3.929754,128,483,244,4.23006933333333,2.75913,2.75913,1.3912978091562
"SYT7","Syt7",267.959867,257.48118,253.439627,1482,5570,3463,259.626891333333,33.35845,33.35845,7.58552528805384
"SYT8","Syt8",0,0,0,0,0,0,0,4.97887,4.97887,0.167255685438887
"SYT9","Syt9",11.768978,12.457363,14.362795,275,1026,685,12.8630453333333,18.71227,18.71227,0.703269858485772
"SYTL1","Sytl1",1.154168,0.084127,0.171619,3,5,5,0.469971333333333,7.65502,7.65502,0.169840316178742
"SYTL2","Sytl2",12.539708,18.575454,18.193554,202,982,536,16.4362386666667,39.00118,39.00118,0.435893107819986
"SYTL3","Sytl3",0.281396,0.203144,0.472155,2,8,10,0.318898333333333,2.09528,2.09528,0.42609984664823
"SYTL4","Sytl4",0.045569,0.371861,0.10658,1,17,5,0.17467,11.28545,11.28545,0.0956147312471256
"SYTL5","Sytl5",0.352142,0.523673,0.573383,5,29,18,0.483066,5.85018,5.85018,0.216500296342578
"SYVN1","Syvn1",9.498558,13.000185,12.298238,176,941,536,11.5989936666667,36.13833,36.13833,0.339245024390345
"SZRD1","Szrd1",17.808804,19.311163,24.412289,204,864,556,20.510752,25.45449,25.45449,0.813122914106452
"SZT2","Szt2",7.168148,9.513876,8.285938,166,1003,552,8.322654,12.30197,12.30197,0.700847618811349
"TAAR1","Taar1",0,0.04293,0,0,1,0,0.01431,0,0,1.01431
"TAAR2","Taar2",0,0,0,0,0,0,0,0,0,1
"TAAR4P","Taar4",0,0,0,0,0,0,0,0,0,1
"TAAR5","Taar5",0,0,0,0,0,0,0,0,0,1
"TAAR6","Taar6",0,0,0,0,0,0,0,0,0,1
"TAAR7P","Taar7b",0,0,0,0,0,0,0,0,0,1
"TAAR8","Taar8a",0,0,0,0,0,0,0,0,0,1
"TAAR9","Taar9",0,0,0,0,0,0,0,0,0,1
"TAB1","Tab1",10.492492,10.355737,10.453685,152,561,376,10.4339713333333,34.72764,34.72764,0.320031531143208
"TAB2","Tab2",18.14517,17.033204,19.136332,395,1493,932,18.104902,14.91588,14.91588,1.20036730611188
"TAB3","Tab3",3.837221,4.698228,5.253192,170,722,423,4.59621366666667,3.38149,3.38149,1.27723985828261
"TAC1","Tac1",14.723241,14.158886,10.677992,60,239,98,13.1867063333333,17.15637,17.15637,0.781362482331729
"TAC4","Tac4",0,0.108696,0.128429,0,3,2,0.0790416666666667,0,0,1.07904166666667
"TACC1","Tacc1",27.121996,25.850395,26.110385,749,2860,1669,26.3609253333333,83.72806,83.72806,0.3229263756698
"TACC2","Tacc2",20.595466,22.25117,23.650388,412,1719,1073,22.1656746666667,49.51905,49.51905,0.458553252024071
"TACC3","Tacc3",4.505891,4.601645,4.532805,31,119,72,4.54678033333333,11.51365,11.51365,0.443258388506418
"TACO1","Taco1",5.840104,7.137763,7.250875,48,223,128,6.742914,11.90781,11.90781,0.599862718772588
"TACR1","Tacr1",0.871103,1.024053,0.980747,29,130,71,0.958634333333333,0.56012,0.56012,1.25543825688622
"TACR2","Tacr2",0,0,0,0,0,0,0,1.14099,1.14099,0.467073643501371
"TACR3","Tacr3",1.207548,1.342592,1.295351,31,128,70,1.28183033333333,0.80907,0.80907,1.26132782774206
"TACSTD2","Tacstd2",0,0.072913,0,0,3,0,0.0243043333333333,3.65117,3.65117,0.220225090317777
"TADA1","Tada1",13.125863,13.296354,13.687062,185,653,397,13.3697596666667,7.13639,7.13639,1.76610999063057
"TADA2A","Tada2a",10.047574,13.162858,12.541503,81,358,217,11.9173116666667,31.11796,31.11796,0.40218344087441
"TADA3","Tada3",13.583407,13.33862,11.926972,116,448,255,12.9496663333333,49.29085,49.29085,0.27737980832166
"TAF1","Taf1",18.204461,23.698173,21.957308,491,1926,1129,21.2866473333333,10.26893,10.26893,1.97770749603852
"TAF10","Taf10",40.35712,39.326057,46.93928,138,517,340,42.2074856666667,333.58455,333.58455,0.129137719200324
"TAF11","Taf11",25.990122,35.353341,31.676258,141,594,307,31.0065736666667,16.38879,16.38879,1.84064409695365
"TAF12","Taf12",9.282743,7.84584,7.769335,77,275,157,8.299306,14.87439,14.87439,0.585805564812254
"TAF13","Taf13",25.781288,24.954428,21.530968,174,563,296,24.0888946666667,76.2805,76.2805,0.324647157648652
"TAF1A","Taf1a",8.328613,7.901999,9.785958,62,217,154,8.67219,3.87937,3.87937,1.98226205432259
"TAF1B","Taf1b",6.244815,7.703708,6.661589,57,276,145,6.87003733333333,3.25701,3.25701,1.84872418277931
"TAF1C","Taf1c",5.745551,3.410891,4.021359,47,192,103,4.39260033333333,48.35731,48.35731,0.109256366145832
"TAF1D","Taf1d",12.803134,15.330238,14.543608,88,399,222,14.22566,165.42308,165.42308,0.0914876710610091
"TAF2","Taf2",11.751083,13.671119,12.569955,215,806,459,12.6640523333333,6.76297,6.76297,1.76015781760503
"TAF3","Taf3",3.449257,4.524797,5.368821,111,397,314,4.447625,7.65502,7.65502,0.62941795628433
"TAF4B","Taf4b",0.871108,1.208362,1.237271,30,153,89,1.10558033333333,2.01229,2.01229,0.698996555223213
"TAF5","Taf5",1.755799,1.892956,2.193538,36,141,93,1.947431,1.99155,1.99155,0.985252126823887
"TAF5L","Taf5l",3.312626,4.025248,5.0253,59,295,212,4.121058,6.45179,6.45179,0.687225217028392
"TAF6","Taf6",11.655578,11.297536,13.753432,82,415,242,12.2355153333333,51.11644,51.11644,0.253960464938383
"TAF6L","Taf6l",3.12528,5.125628,10.807315,30,152,62,6.352741,23.31773,23.31773,0.302361322376719
"TAF7","Taf7",4.805463,3.613228,4.423642,104,288,201,4.28077766666667,36.73994,36.73994,0.139925438849841
"TAF7L","Taf7l",0.153947,0.133021,0.145553,1,2,3,0.144173666666667,0.12447,0.12447,1.01752262547393
"TAF8","Taf8",14.085659,6.634673,6.69542,62,331,185,9.138584,15.10258,15.10258,0.629624817886326
"TAF9","Taf9",7.048158,9.266784,6.571101,27,143,57,7.628681,65.80412,65.80412,0.129163904860958
"TAF9B","Taf9b",9.279423,10.161639,11.68242,154,626,408,10.374494,11.4929,11.4929,0.910476670748985
"TAGAP","Tagap",0.177818,0.410846,0.16687,4,32,7,0.251844666666667,2.17826,2.17826,0.393877362665945
"TAGLN","Tagln",28.688609,16.928774,15.947797,60,190,87,20.5217266666667,230.7708,230.7708,0.0928578003211218
"TAGLN2","Tagln2",5.965148,8.777992,12.432888,45,160,123,9.058676,50.66004,50.66004,0.194709024615544
"TAGLN3","Tagln3",147.155046,144.970364,165.146658,1048,3957,2544,152.424022666667,231.91179,231.91179,0.658721581533793
"TAL1","Tal1",0.890463,1.713487,1.168494,25,107,57,1.25748133333333,3.56819,3.56819,0.494174133154123
"TAL2","Tal2",0.050847,0.08138,0.095749,1,6,4,0.075992,1.07876,1.07876,0.51761242279051
"TALDO1","Taldo1",58.918114,62.023936,65.323907,408,1508,919,62.0886523333333,234.54645,234.54645,0.267839537948177
"TAMM41","Tamm41",10.035235,12.91235,11.361407,39,184,90,11.4363306666667,10.35191,10.35191,1.09552759550302
"TANC1","Tanc1",24.219032,43.982336,50.908027,549,2150,1211,39.7031316666667,11.45141,11.45141,3.26895762541485
"TANC2","Tanc2",10.227092,13.779664,12.049726,478,2338,1225,12.0188273333333,52.58935,52.58935,0.242936839751431
"TANK","Tank",14.498171,20.887281,14.492603,134,476,258,16.6260183333333,20.51711,20.51711,0.819162904931626
"TAOK1","Taok1",12.501355,13.470232,14.327369,1045,4168,2514,13.4329853333333,26.98965,26.98965,0.515654369859335
"TAOK2","Taok2",23.138101,28.370389,26.857303,597,2488,1495,26.121931,50.70153,50.70153,0.524586622484867
"TAOK3","Taok3",12.623052,12.881104,12.681408,270,1038,580,12.7285213333333,49.80948,49.80948,0.270196060525188
"TAP1","Tap1",2.87515,1.070834,0.76064,11,63,27,1.56887466666667,12.61315,12.61315,0.188705381683642
"TAP2","Tap2",17.479425,9.79157,7.296168,47,235,123,11.5223876666667,32.94355,32.94355,0.368918032046344
"TAPBP","Tapbp",19.110964,28.353492,25.030302,149,659,441,24.1649193333333,45.18328,45.18328,0.544892422827771
"TAPBPL","Tapbpl",2.766368,2.420501,3.320202,42,140,109,2.83569033333333,25.01884,25.01884,0.147419728678655
"TAPT1","Tapt1",27.351435,31.753627,34.294769,399,1579,985,31.133277,21.69959,21.69959,1.4155884313329
"TARBP2","Tarbp2",20.148981,14.428836,18.289483,71,393,220,17.6224333333333,23.42145,23.42145,0.762544129580075
"TARDBP","Tardbp",170.673375,151.722688,183.049875,1232,4505,2644,168.481979333333,139.44996,139.44996,1.20670720969471
"TARM1","Tarm1",0.555755,0.410482,0.104054,5,14,2,0.356763666666667,0,0,1.35676366666667
"TARS2","Tars2",15.372754,18.145426,18.12172,116,466,259,17.2133,27.612,27.612,0.636561582552775
"TAS1R1","Tas1r1",0.368315,0.634732,0.661136,7,46,27,0.554727666666667,0.14522,0.14522,1.35757991186555
"TAS1R2","Tas1r2",0,0,0,0,0,0,0,0,0,1
"TAS1R3","Tas1r3",0.211862,0.165796,0.3331,5,15,17,0.236919333333333,0.56012,0.56012,0.792836021160765
"TAS2R1","Tas2r119",0,0,0,0,0,0,0,0,0,1
"TAS2R10","Tas2r114",0,0,0,0,0,0,0,0,0,1
"TAS2R14","Tas2r140",0,0,0,0,0,0,0,9.87477,9.87477,0.0919559678043766
"TAS2R31","Tas2r136",0,0,0,0,0,0,0,0.26969,0.26969,0.787593822114059
"TAS2R46","Tas2r120",0,0,0,0,0,0,0,0,0,1
"TAS2R60","Tas2r135",0.166095,0.088576,0,1,2,0,0.0848903333333333,0,0,1.08489033333333
"TASP1","Tasp1",5.509482,6.160715,7.229391,71,307,202,6.29986266666667,12.11526,12.11526,0.55659305775613
"TAT","Tat",0,0,0,0,0,0,0,0.12447,0.12447,0.889307851699023
"TATDN1","Tatdn1",7.932175,9.653806,7.243426,42,154,80,8.276469,18.11065,18.11065,0.485408345608339
"TATDN3","Tatdn3",18.576775,47.988789,29.787439,60,261,124,32.1176676666667,36.34578,36.34578,0.886784736231688
"TAX1BP1","Tax1bp1",90.560225,58.455061,72.952445,1037,3715,2242,73.9892436666667,76.61242,76.61242,0.966201590759142
"TAX1BP3","Tax1bp3",3.506658,5.87478,6.82582,28,158,109,5.40241933333333,57.56823,57.56823,0.109315568070494
"TBATA","Tbata",3.267881,7.896211,7.34163,26,185,113,6.168574,0,0,7.168574
"TBC1D1","Tbc1d1",6.825747,7.886654,8.936339,177,704,458,7.88291333333333,36.15907,36.15907,0.239051013207094
"TBC1D10A","Tbc1d10a",7.213625,7.74877,6.393233,75,285,134,7.11854266666667,7.44757,7.44757,0.961050653225326
"TBC1D10B","Tbc1d10b",36.182244,42.39049,44.042078,347,1514,856,40.871604,77.6082,77.6082,0.532662037802672
"TBC1D10C","Tbc1d10c",0,0.240157,0.356141,0,6,3,0.198766,6.32732,6.32732,0.163602244749786
"TBC1D12","Tbc1d12",7.159815,5.678939,6.173818,171,458,288,6.337524,39.31236,39.31236,0.182016731344927
"TBC1D13","Tbc1d13",12.777159,18.61377,20.598075,217,1022,585,17.329668,33.56591,33.56591,0.530281656117255
"TBC1D14","Tbc1d14",24.63841,20.009996,23.429626,404,1663,1013,22.6926773333333,32.48715,32.48715,0.707515489772445
"TBC1D15","Tbc1d15",37.725379,25.045899,28.575496,276,954,615,30.4489246666667,15.476,15.476,1.90877182973214
"TBC1D17","Tbc1d17",228.61548,177.73978,156.905212,238,1048,606,187.753490666667,84.45415,84.45415,2.20882766567413
"TBC1D2","Tbc1d2",0.579609,0.679928,0.824039,14,67,50,0.694525333333333,25.01884,25.01884,0.0651268593578089
"TBC1D20","Tbc1d20",12.361411,14.067581,15.06816,270,1002,627,13.832384,18.08991,18.08991,0.776975061694895
"TBC1D21","Tbc1d21",0,0,0,0,0,0,0,0,0,1
"TBC1D22A","Tbc1d22a",6.594782,6.770668,6.697169,123,504,311,6.68753966666667,82.75303,82.75303,0.0917881975931697
"TBC1D23","Tbc1d23",15.735636,21.201633,20.223304,189,803,453,19.0535243333333,10.06147,10.06147,1.81291675820061
"TBC1D24","Tbc1d24",8.955375,13.5708,19.451694,381,1547,936,13.992623,12.46793,12.46793,1.11320915686375
"TBC1D25","Tbc1d25",3.312717,4.237021,4.47859,51,252,152,4.00944266666667,14.06532,14.06532,0.332514853097489
"TBC1D2B","Tbc1d2b",4.032221,13.497956,20.44335,163,620,339,12.6578423333333,9.83328,9.83328,1.26073011436364
"TBC1D30","Tbc1d30",11.42468,12.717475,10.562574,339,1443,855,11.568243,2.24049,2.24049,3.8785007822891
"TBC1D4","Tbc1d4",14.963477,12.384921,13.740261,371,1217,751,13.6962196666667,4.77142,4.77142,2.54637847646968
"TBC1D5","Tbc1d5",11.975448,7.370047,7.617807,216,910,536,8.98776733333333,106.11225,106.11225,0.0932457989943572
"TBC1D7","Tbc1d7",16.68223,19.375729,20.463484,65,274,175,18.840481,12.01153,12.01153,1.52483843176014
"TBC1D8","Tbc1d8",17.766037,12.248238,14.246585,146,458,295,14.75362,8.81676,8.81676,1.60476776451701
"TBC1D8B","Tbc1d8b",1.901848,1.965272,1.912707,67,244,142,1.926609,6.59701,6.59701,0.38523168983587
"TBC1D9","Tbc1d9",43.140711,43.684489,45.622496,1087,3933,2506,44.149232,5.539,5.539,6.90460804404343
"TBC1D9B","Tbc1d9b",91.32227,70.534695,83.544449,1185,4447,2652,81.8004713333333,182.93212,182.93212,0.450168634675299
"TBCA","Tbca",96.976479,73.719604,64.941438,183,534,281,78.5458403333333,537.49017,537.49017,0.147720134488868
"TBCB","Tbcb",82.933024,84.578571,83.293426,272,1002,560,83.6016736666667,397.08593,397.08593,0.212521134988787
"TBCC","Tbcc",7.83041,8.131286,6.914967,52,190,92,7.62555433333333,19.74953,19.74953,0.415698781289665
"TBCCD1","Tbccd1",9.185484,44.796165,16.897946,86,340,161,23.6265316666667,7.98694,7.98694,2.74025771471342
"TBCD","Tbcd",26.71237,19.902643,22.57353,258,1152,650,23.0628476666667,85.26321,85.26321,0.2789468148318
"TBCE","Tbce",39.387842,52.565095,46.919378,156,751,385,46.2907716666667,16.07761,16.07761,2.76916803151417
"TBCEL","Tbcel",14.04607,13.50719,14.820417,400,1346,787,14.124559,7.42682,7.42682,1.79481215927242
"TBCK","Tbck",4.430726,3.866298,3.872948,196,608,351,4.05665733333333,78.95664,78.95664,0.063242494098468
"TBK1","Tbk1",24.312415,25.000345,27.539273,264,941,527,25.6173443333333,7.90396,7.90396,2.98938273906591
"TBKBP1","Tbkbp1",19.766381,20.726477,19.815705,258,1287,627,20.1028543333333,25.14331,25.14331,0.807199024658061
"TBL1X","Tbl1x",13.245456,13.176584,13.978009,470,1750,1056,13.466683,26.2843,26.2843,0.53022005329072
"TBL1XR1","Tbl1xr1",27.004826,29.172947,26.014359,321,1431,917,27.3973773333333,24.52095,24.52095,1.11270847414902
"TBL2","Tbl2",6.347137,5.72251,6.252621,166,687,441,6.10742266666667,16.82444,16.82444,0.398745916655259
"TBL3","Tbl3",13.787628,13.283114,15.013384,159,493,297,14.028042,50.39035,50.39035,0.29242925957889
"TBP","Tbp",15.266598,19.983078,14.619335,150,606,320,16.6230036666667,17.32233,17.32233,0.961832019544821
"TBPL1","Tbpl1",27.004551,25.229479,27.882921,305,1039,596,26.7056503333333,19.85326,19.85326,1.32860043625473
"TBPL2","Tbpl2",0,0,0,0,0,0,0,8.3811,8.3811,0.106597307352016
"TBR1","Tbr1",0.155179,0.118428,0.237172,4,11,5,0.170259666666667,5.78794,5.78794,0.172402771189296
"TBRG1","Tbrg1",12.870859,12.619643,12.614201,152,548,311,12.7015676666667,29.27163,29.27163,0.452620743140249
"TBRG4","Tbrg4",21.099152,21.522297,17.171621,148,600,326,19.9310233333333,26.76145,26.76145,0.753960017698403
"TBX1","Tbx1",0.150556,0.553851,0.892933,2,18,15,0.532446666666667,1.30695,1.30695,0.664273896992421
"TBX10","Tbx10",0.090092,0.023577,0,1,1,0,0.0378896666666667,0,0,1.03788966666667
"TBX15","Tbx15",0.167036,0.144352,0.160664,4,13,7,0.157350666666667,0.74683,0.74683,0.662543388118287
"TBX18","Tbx18",0.356723,0.623687,1.104272,11,62,28,0.694894,0.6431,0.6431,1.03152212281663
"TBX19","Tbx19",0,0,0,0,0,0,0,2.24049,2.24049,0.308595305031029
"TBX2","Tbx2",0.407331,0.619981,0.598979,9,47,26,0.542097,8.67154,8.67154,0.159446892635506
"TBX20","Tbx20",0.062424,0.357437,0.103534,4,28,14,0.174465,0.33192,0.33192,0.881783440446874
"TBX21","Tbx21",0,0.017316,0.060926,0,1,2,0.0260806666666667,0.20745,0.20745,0.849791433737767
"TBX22","Tbx22",0,0.014679,0,0,1,0,0.004893,0,0,1.004893
"TBX3","Tbx3",1.17214,0.425135,0.68759,13,51,35,0.761621666666667,1.84633,1.84633,0.618909847651771
"TBX4","Tbx4",0.051602,0.040741,0.048055,1,3,2,0.0467993333333333,0.2282,0.2282,0.852303642186398
"TBX5","Tbx5",0.037287,0.068916,0,1,7,0,0.035401,2.26124,2.26124,0.317486906820719
"TBX6","Tbx6",0.275503,0.242739,0.129667,3,10,3,0.215969666666667,3.17403,3.17403,0.291317903001815
"TBXA2R","Tbxa2r",0.405425,0.673311,0.674372,5,29,16,0.584369333333333,3.71341,3.71341,0.336140784131517
"TBXAS1","Tbxas1",6.328549,1.546758,1.626657,18,45,22,3.16732133333333,17.21861,17.21861,0.228739806897087
"TC2N","Tc2n",0.33025,0.257478,0.241479,8,21,15,0.276402333333333,0.85056,0.85056,0.689738421522854
"TCAP","Tcap",0.381317,0.622914,1.106417,2,12,12,0.703549333333333,39.60279,39.60279,0.04195645997069
"TCEA1","Tcea1",36.885976,29.179081,32.331083,610,1786,1123,32.7987133333333,34.27125,34.27125,0.95825107795537
"TCEA2","Tcea2",19.606629,37.992097,39.25999,87,471,268,32.2862386666667,213.36549,213.36549,0.155277972525646
"TCEA3","Tcea3",1.107433,1.119269,0.575432,8,27,9,0.934044666666667,5.24856,5.24856,0.309518459719786
"TCEAL1","Tceal1",9.747617,8.596415,9.418667,172,557,348,9.254233,29.68654,29.68654,0.334160612437896
"TCEAL5","Tceal5",121.834937,93.368319,99.011565,223,694,372,104.738273666667,104.5771,104.5771,1.0015265968346
"TCEAL6","Tceal3",138.326841,107.723091,104.810307,509,1572,917,116.953413,60.88748,60.88748,1.90593336487445
"TCEAL7","Tceal7",1.058767,0.230429,0.453898,3,2,5,0.581031333333333,110.63473,110.63473,0.0141625400386899
"TCEAL8","Tceal8",39.009226,22.681203,29.586641,177,577,395,30.42569,36.80218,36.80218,0.831319516493493
"TCEANC","Tceanc",0.831158,1.101062,0.571444,10,66,33,0.834554666666667,4.87515,4.87515,0.312256651603221
"TCEANC2","Tceanc2",34.431613,36.637309,48.653898,89,444,247,39.9076066666667,8.15291,8.15291,4.46935528336525
"TCERG1","Tcerg1",51.5605,30.225013,32.524617,384,1332,799,38.1033766666667,28.42107,28.42107,1.32909430780956
"TCERG1L","Tcerg1l",3.622585,4.20245,3.969574,44,190,85,3.93153633333333,3.81714,3.81714,1.02374777011532
"TCF12","Tcf12",16.962183,23.270105,26.203936,395,1799,1014,22.145408,186.9982,186.9982,0.123115051101553
"TCF15","Tcf15",1.067326,0.198963,0.34438,5,3,3,0.536889666666667,1.34844,1.34844,0.654430032986436
"TCF19","Tcf19",1.678171,1.86417,1.720833,13,74,38,1.75439133333333,1.24472,1.24472,1.22705341126436
"TCF20","Tcf20",6.967212,7.928366,9.880171,356,1499,897,8.258583,10.43489,10.43489,0.809678361575844
"TCF21","Tcf21",0,0,0.189925,0,0,3,0.0633083333333333,0,0,1.06330833333333
"TCF23","Tcf23",0.179401,0.094096,0.183216,5,10,11,0.152237666666667,0,0,1.15223766666667
"TCF25","Tcf25",5099.04713,4741.613457,4300.440576,3074,12498,6896,4713.70038766667,235.56297,235.56297,19.9300016721411
"TCF3","Tcf3",7.118048,7.745065,7.862159,111,450,272,7.57509066666667,33.35845,33.35845,0.249577343176618
"TCF4","Tcf4",46.020091,49.170311,54.121107,1268,4524,2944,49.770503,97.08804,97.08804,0.51760136098142
"TCF7","Tcf7",0.810227,1.287331,1.499824,13,77,51,1.19912733333333,5.85018,5.85018,0.321032050739299
"TCF7L1","Tcf7l1",1.547595,2.122825,2.165225,21,103,76,1.945215,9.35613,9.35613,0.284393397919879
"TCF7L2","Tcf7l2",5.0753,7.840177,6.70066,106,517,276,6.53871233333333,18.11065,18.11065,0.394477023718886
"TCHHL1","Tchhl1",0,0.020394,0,0,1,0,0.006798,0,0,1.006798
"TCHP","Tchp",4.763847,7.160779,6.339806,69,286,159,6.088144,23.40071,23.40071,0.290489252157007
"TCL1B","Tcl1b5",0,0,0,0,0,0,0,0,0,1
"TCN2","Tcn2",9.840768,11.770546,11.494595,117,539,297,11.035303,13.71265,13.71265,0.818024149286498
"TCOF1","Tcof1",6.690384,4.486332,4.595851,146,516,291,5.25752233333333,34.52019,34.52019,0.176168042269293
"TCP1","Tcp1",135.487168,122.698055,136.516904,1011,3796,2256,131.567375666667,83.37539,83.37539,1.5711616345319
"TCP11","Tcp11",0,0.215176,0.191177,0,5,1,0.135451,0.89205,0.89205,0.600116804524193
"TCP11L1","Tcp11l1",12.394105,14.415356,14.642723,180,925,544,13.8173946666667,10.12371,10.12371,1.33205510271903
"TCP11L2","Tcp11l2",11.48049,12.090203,13.264249,204,778,498,12.278314,6.78372,6.78372,1.70590848591676
"TCTA","Tcta",16.7371,15.79168,17.024679,118,531,308,16.5178196666667,36.53249,36.53249,0.4667374764282
"TCTE1","Tcte1",0.105039,0.247241,0.219559,2,18,9,0.190613,51.19942,51.19942,0.0228089315934928
"TCTN1","Tctn1",3.117933,6.091147,3.791093,71,402,196,4.333391,34.43721,34.43721,0.150502564959262
"TCTN2","Tctn2",4.758292,4.443246,4.482643,63,265,154,4.56139366666667,6.01614,6.01614,0.792657168566572
