"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"DDX19A","Ddx19a",8.006586,8.16785,7.819766,182,236,395,7.99806733333333,15.33095,15.33095,0.550982480096585
"DDX20","Ddx20",3.559026,4.288288,3.548045,131,148,256,3.798453,2.01723,2.01723,1.59035042075016
"DDX21","Ddx21",4.99661,6.032809,5.116963,331,284,565,5.38212733333333,10.92408,10.92408,0.535230167302914
"DDX24","Ddx24",69.862501,62.760159,73.07126,1577,1732,3087,68.56464,230.64697,230.64697,0.300304553951213
"DDX25","Ddx25",4.794476,5.08821,4.437926,478,497,845,4.77353733333333,4.18963,4.18963,1.11251425117655
"DDX27","Ddx27",18.017109,25.285053,14.326623,235,219,447,19.209595,15.23784,15.23784,1.24459872741695
"DDX28","Ddx28",3.325831,3.773832,3.499502,94,109,200,3.533055,1.67585,1.67585,1.69406170002055
"DDX31","Ddx31",2.413962,2.500444,2.252868,58,53,97,2.38909133333333,2.88619,2.88619,0.872085856155601
"DDX39B","Ddx39b",59.713969,52.937634,55.912041,1235,1145,2379,56.1878813333333,261.15369,261.15369,0.218146390895102
"DDX3X","Ddx3x",56.577708,56.510457,45.552154,3101,3239,5213,52.8801063333333,51.23764,51.23764,1.03144220017086
"DDX3Y","Ddx3y",15.876792,15.222116,15.180104,832,707,1375,15.4263373333333,0,0,16.4263373333333
"DDX4","Ddx4",1.192536,0.939024,0.975635,46,37,73,1.03573166666667,0.62069,0.62069,1.25608948451997
"DDX41","Ddx41",10.970423,10.069987,10.120298,279,242,514,10.3869026666667,42.67217,42.67217,0.26073590267364
"DDX42","Ddx42",21.405113,21.835704,24.509456,896,946,1773,22.5834243333333,48.19628,48.19628,0.479374138315607
"DDX46","Ddx46",20.348936,24.508172,21.906922,931,846,1803,22.2546766666667,12.87924,12.87924,1.67550072386288
"DDX47","Ddx47",24.796141,22.039844,25.614228,396,360,785,24.150071,17.06887,17.06887,1.39190060031424
"DDX49","Ddx49",24.053143,15.852595,30.354823,195,213,447,23.420187,26.03778,26.03778,0.903187576790698
"DDX5","Ddx5",323.546444,292.421174,302.756974,10279,9488,18732,306.241530666667,246.03998,246.03998,1.24369152987572
"DDX50","Ddx50",29.221576,28.272857,30.918849,705,739,1416,29.471094,18.31024,18.31024,1.57797593401221
"DDX51","Ddx51",16.389518,11.914771,10.506308,162,154,322,12.9368656666667,18.74472,18.74472,0.705852788323494
"DDX52","Ddx52",6.416863,5.800961,4.740237,242,223,371,5.652687,4.65515,4.65515,1.17639443692917
"DDX54","Ddx54",8.107478,9.763711,8.473961,349,401,695,8.78171666666667,35.1929,35.1929,0.270266175594292
"DDX55","Ddx55",9.821771,7.086538,9.693937,237,204,457,8.86741533333333,19.39644,19.39644,0.483781254637247
"DDX56","Ddx56",11.911331,17.584968,10.747556,241,318,465,13.4146183333333,39.19633,39.19633,0.35860533370418
"DDX58","Ddx58",2.667305,5.536019,3.628697,62,57,131,3.944007,4.49997,4.49997,0.898915266810546
"DDX59","Ddx59",1.813233,2.856384,3.017196,52,59,124,2.562271,14.80336,14.80336,0.225412254102925
"DDX6","Ddx6",32.70194,31.461118,29.752396,2818,2645,4868,31.3051513333333,15.14474,15.14474,2.00097067734342
"DEAF1","Deaf1",43.370165,62.215204,42.842611,342,382,664,49.4759933333333,99.18564,99.18564,0.503824633284105
"DECR1","Decr1",4.619387,4.550693,4.688786,185,178,357,4.619622,64.48929,64.48929,0.085809786607856
"DECR2","Decr2",78.820925,48.62525,41.496874,271,259,498,56.3143496666667,14.55509,14.55509,3.68460418208231
"DEDD","Dedd",61.938988,70.610374,60.80828,252,268,500,64.4525473333333,37.11703,37.11703,1.71714709496866
"DEDD2","Dedd2",4.405859,4.76114,4.234622,192,189,363,4.467207,18.58955,18.58955,0.27908793208624
"DEF6","Def6",1.028615,3.445622,1.614611,8,16,48,2.029616,21.3516,21.3516,0.135543585246694
"DEF8","Def8",20.944355,19.92851,26.730143,491,467,922,22.534336,70.16857,70.16857,0.330684401836372
"DEFB1","Defb1",0,0,0.114793,0,0,2,0.0382643333333333,1.27241,1.27241,0.456900089919219
"DEFB103B","Defb14",0,0,0,0,0,0,0,0,0,1
"DEFB105B","Defb12",0,0,0,0,0,0,0,0,0,1
"DEFB106B","Defb34",0,0,0,0,0,0,0,0,0,1
"DEFB110","Defb41",0,0,0,0,0,0,0,0,0,1
"DEFB113","Defb18",0,0,0,0,0,0,0,0,0,1
"DEFB116","Defb29",0,0,0,0,0,0,0,0,0,1
"DEFB119","Defb19",0,0,0,0,0,0,0,0.68275,0.68275,0.594265339474075
"DEFB123","Defb36",0,0,0,0,0,0,0,0.65172,0.65172,0.605429491681399
"DEFB124","Defb25",0,0,0,0,0,0,0,0.65172,0.65172,0.605429491681399
"DEFB126","Defb22",0,0,0,0,0,0,0,0,0,1
"DEFB128","Defb20",0,0,0,0,0,0,0,0,0,1
"DEFB135","Defb30",0,0,0,0,0,0,0,0,0,1
"DEFB136","Defb42",0.230474,0.078401,2.011175,5,2,9,0.77335,0,0,1.77335
"DEGS1","Degs1",34.802155,41.00303,37.678321,713,863,1497,37.8278353333333,47.38939,47.38939,0.802403901626644
"DEGS2","Degs2",1.907632,0.734185,2.111594,24,12,55,1.58447033333333,8.56547,8.56547,0.270187490351581
"DEK","Dek",44.593308,42.851538,40.400279,692,672,1220,42.6150416666667,27.6826,27.6826,1.52060976573486
"DENND1A","Dennd1a",16.114326,23.389917,21.008681,503,585,1088,20.1709746666667,27.12398,27.12398,0.752773066495804
"DENND1B","Dennd1b",1.765043,1.798273,1.792448,181,171,349,1.78525466666667,4.22067,4.22067,0.533505214209415
"DENND1C","Dennd1c",3.2702,0.574325,1.36811,22,18,38,1.737545,9.55857,9.55857,0.259272325703197
"DENND2A","Dennd2a",4.603443,4.806262,4.26536,243,252,412,4.558355,53.53418,53.53418,0.101924242740975
"DENND2C","Dennd2c",0.142797,0.164886,0.262827,9,8,15,0.19017,1.67585,1.67585,0.444782031877721
"DENND2D","Dennd2d",0.08983,0.038063,0.145535,3,2,10,0.0911426666666667,6.36203,6.36203,0.148212200529836
"DENND3","Dennd3",2.717737,2.432586,1.538883,62,68,133,2.22973533333333,19.92402,19.92402,0.154355393147843
"DENND4B","Dennd4b",10.882848,11.475683,11.849038,424,508,944,11.402523,33.48602,33.48602,0.359639152328973
"DENND4C","Dennd4c",2.092958,5.303555,3.167199,236,227,499,3.52123733333333,9.52753,9.52753,0.429468007531998
"DENND5A","Dennd5a",71.134906,84.341828,78.010263,3445,3676,6377,77.828999,252.15374,252.15374,0.311387850718698
"DENND5B","Dennd5b",8.46852,9.275454,8.260172,1164,1180,2122,8.66804866666667,3.19653,3.19653,2.30381974313699
"DENR","Denr",38.250856,37.249596,34.166606,436,507,840,36.555686,25.47917,25.47917,1.41831054372173
"DEPDC1","Depdc1a",0,0.07783,0.059822,0,3,3,0.045884,0.18621,0.18621,0.881702228104636
"DEPDC1B","Depdc1b",0.149338,0.228237,0.379286,5,3,8,0.252287,0.9931,0.9931,0.628311173548743
"DEPDC5","Depdc5",100.845771,128.201992,76.204424,554,613,1036,101.750729,17.72059,17.72059,5.48864800735447
"DEPDC7","Depdc7",0.478284,0.573964,1.090669,11,13,26,0.714305666666667,3.19653,3.19653,0.408505519242485
"DEPTOR","Deptor",3.642337,3.596612,3.543294,448,434,833,3.594081,26.96881,26.96881,0.164257292319552
"DERA","Dera",2.909224,4.30673,3.043489,15,25,41,3.41981433333333,119.57518,119.57518,0.036656087374975
"DERL1","Derl1",13.963124,16.058954,13.190179,603,612,1077,14.4040856666667,21.04126,21.04126,0.698875003818596
"DERL2","Derl2",6.811607,6.400867,7.701243,281,253,533,6.971239,30.9412,30.9412,0.24955978485467
"DERL3","Derl3",2.219044,0.485143,0.776316,9,4,10,1.16016766666667,22.81022,22.81022,0.0907243892188592
"DES","Des",0.792615,1.162203,0.716905,23,29,52,0.890574333333333,137.69922,137.69922,0.0136307495697044
"DESI1","Desi1",43.145984,48.609085,45.528903,1297,1221,2205,45.761324,33.70326,33.70326,1.34746199636576
"DESI2","Desi2",4.181413,4.399796,4.157179,308,326,577,4.24612933333333,4.12756,4.12756,1.02312392899027
"DET1","Det1",1.595677,1.444452,1.585773,45,39,83,1.54196733333333,2.97929,2.97929,0.6387992162756
"DEXI","Dexi",16.462233,16.891445,18.390716,223,218,496,17.2481313333333,30.72396,30.72396,0.575216061719071
"DFFA","Dffa",29.506788,16.339602,20.085866,412,380,724,21.9774186666667,28.30329,28.30329,0.784124194473271
"DFFB","Dffb",3.772764,3.615034,4.633029,51,59,130,4.00694233333333,5.83445,5.83445,0.732603550151561
"DGAT1","Dgat1",16.512264,14.837842,15.622734,143,128,280,15.6576133333333,45.46526,45.46526,0.358496074988784
"DGAT2","Dgat2",25.047798,38.358369,31.469394,581,715,1207,31.625187,2.11033,2.11033,10.48930081374
"DGAT2L6","Dgat2l6",0.38974,0.195473,0.390937,19,12,35,0.325383333333333,0,0,1.32538333333333
"DGCR2","Dgcr2",25.116908,28.65483,24.514915,1264,1337,2328,26.095551,31.9343,31.9343,0.822715254309337
"DGCR6","Dgcr6",27.990075,38.354981,30.73231,240,298,544,32.359122,28.52053,28.52053,1.13003126976379
"DGCR8","Dgcr8",25.345515,22.859143,35.370087,401,337,732,27.8582483333333,15.23784,15.23784,1.77722211410713
"DGKA","Dgka",2.101006,2.519397,2.493893,79,93,177,2.371432,41.46183,41.46183,0.0793991215169012
"DGKB","Dgkb",38.843918,38.982479,34.730283,3269,3189,5484,37.5188933333333,14.12061,14.12061,2.54744308155116
"DGKD","Dgkd",23.245212,25.476215,20.942325,1084,1124,2047,23.2212506666667,12.47579,12.47579,1.79739003551307
"DGKE","Dgke",13.212292,14.898049,13.502721,1139,1274,2223,13.8710206666667,2.88619,2.88619,3.82663242576062
"DGKG","Dgkg",11.083645,9.192446,10.371641,513,425,946,10.2159106666667,11.42062,11.42062,0.903007310960859
"DGKH","Dgkh",9.830152,9.7183,10.214071,2090,2036,4021,9.920841,0.21724,0.21724,8.97180588873189
"DGKI","Dgki",8.523909,9.667155,11.683398,497,531,1049,9.958154,5.55514,5.55514,1.67168878162785
"DGKQ","Dgkq",14.35813,9.849832,14.448036,406,378,849,12.8853326666667,12.87924,12.87924,1.00043897696608
"DGKZ","Dgkz",273.554043,241.659113,246.848501,4546,4162,8569,254.020552333333,74.10992,74.10992,3.39529788253447
"DGUOK","Dguok",19.825869,33.420672,16.625338,105,120,238,23.2906263333333,48.63076,48.63076,0.489426846039298
"DHCR24","Dhcr24",16.25282,21.196448,17.947628,910,1169,1929,18.465632,373.21857,373.21857,0.0520167451871776
"DHCR7","Dhcr7",57.610956,46.425267,42.351506,298,284,475,48.7959096666667,56.94795,56.94795,0.859321333484043
"DHDDS","Dhdds",17.501545,21.229532,17.559208,556,621,1080,18.7634283333333,18.093,18.093,1.03511382880288
"DHDH","Dhdh",1.472581,3.080988,2.004271,103,152,264,2.18594666666667,1.92413,1.92413,1.08953660290981
"DHFR","Dhfr",0.677231,0.729294,0.604974,50,53,86,0.670499666666667,35.50325,35.50325,0.0457630393640749
"DHH","Dhh",0.269222,0,0,1,0,0,0.0897406666666667,1.42758,1.42758,0.448900001922353
"DHODH","Dhodh",10.558134,10.778078,13.160972,117,138,258,11.4990613333333,6.5172,6.5172,1.66272832082868
"DHPS","Dhps",51.987875,68.515516,58.773244,210,236,449,59.7588783333333,55.79968,55.79968,1.0697045887113
"DHRS1","Dhrs1",35.052083,41.96769,45.747999,411,450,877,40.9225906666667,29.63776,29.63776,1.36833080051109
"DHRS11","Dhrs11",2.193703,2.50562,1.556716,30,35,43,2.08534633333333,11.20338,11.20338,0.252827194870055
"DHRS13","Dhrs13",2.797365,2.947799,3.327238,42,46,91,3.024134,10.21029,10.21029,0.358967876834587
"DHRS3","Dhrs3",6.903645,8.275583,6.918172,108,123,214,7.3658,32.30671,32.30671,0.251174613163534
"DHRS4","Dhrs4",7.782027,9.541831,7.523852,74,70,138,8.28257,27.86881,27.86881,0.321543215671169
"DHRS7","Dhrs7",11.5984,15.591306,15.250083,177,236,422,14.1465963333333,70.63408,70.63408,0.211443998908527
"DHRS7B","Dhrs7b",7.363492,6.860202,6.104373,165,153,251,6.77602233333333,21.66195,21.66195,0.343131210391574
"DHRS7C","Dhrs7c",0,0,0,0,0,0,0,0.21724,0.21724,0.82153067595544
"DHRS9","Dhrs9",0.058611,0.017562,0.165345,3,1,1,0.080506,3.72412,3.72412,0.228721116313726
"DHTKD1","Dhtkd1",6.696957,4.061516,5.165035,114,67,174,5.307836,13.12751,13.12751,0.446493118744917
"DHX15","Dhx15",31.706433,30.732322,33.295125,1074,1028,1924,31.9112933333333,50.39971,50.39971,0.640301148261991
"DHX29","Dhx29",7.084779,6.101594,5.536645,307,289,555,6.241006,7.66547,7.66547,0.835616071603733
"DHX30","Dhx30",74.937018,96.81864,81.577065,1007,1013,1931,84.444241,29.97914,29.97914,2.75812178775783
"DHX32","Dhx32",10.28905,17.305277,15.774994,260,336,609,14.4564403333333,8.34823,8.34823,1.65340822095021
"DHX33","Dhx33",6.854216,8.415258,9.724249,432,398,806,8.331241,4.40687,4.40687,1.72581197624504
"DHX34","Dhx34",1.393872,1.930698,2.003599,68,89,180,1.77605633333333,10.39649,10.39649,0.24358871313302
"DHX36","Dhx36",16.166285,19.648951,15.755448,1122,1177,2077,17.190228,16.9137,16.9137,1.01543667695674
"DHX40","Dhx40",6.632176,6.844163,6.785141,297,293,550,6.75382666666667,10.4896,10.4896,0.674856101749988
"DHX57","Dhx57",8.199469,13.826939,11.690736,466,485,1014,11.239048,8.62754,8.62754,1.27125392363989
"DHX58","Dhx58",1.744445,0.489615,1.242074,18,12,30,1.15871133333333,18.03093,18.03093,0.11343173104695
"DHX8","Dhx8",8.506667,7.111169,8.856104,460,425,845,8.15798,9.65167,9.65167,0.859769407050725
"DHX9","Dhx9",38.558315,38.218762,32.246889,1726,1701,2900,36.341322,60.08242,60.08242,0.611326826933183
"DIABLO","Diablo",19.976431,22.241393,19.412416,265,237,495,20.5434133333333,70.91339,70.91339,0.299574437157438
"DIAPH1","Diaph1",16.42484,15.579569,14.704963,659,706,1372,15.5697906666667,13.8413,13.8413,1.1164649098574
"DIAPH2","Diaph2",3.92838,4.279911,4.103904,446,495,909,4.104065,7.3241,7.3241,0.613167189245684
"DIAPH3","Diaph3",0.627299,0.892421,0.57291,15,25,33,0.697543333333333,1.64482,1.64482,0.641836999619382
"DICER1","Dicer1",6.940744,6.8747,8.673819,774,711,1452,7.496421,15.54819,15.54819,0.513435064499501
"DIDO1","Dido1",8.123247,8.56943,8.745417,822,827,1585,8.47936466666667,17.96886,17.96886,0.499732965853861
"DIMT1","Dimt1",6.62319,6.902004,7.855919,139,123,296,7.12703766666667,15.85853,15.85853,0.482072735088211
"DIO1","Dio1",0,0,0,0,0,0,0,0.71379,0.71379,0.583502062679792
"DIO2","Dio2",20.239764,14.54989,15.116162,1676,1173,2371,16.635272,1.9862,1.9862,5.90558971267832
"DIO3","Dio3",0.450667,0.341833,0.556156,11,8,26,0.449552,0.27931,0.27931,1.13307329732434
"DIP2A","Dip2a",22.29045,20.633856,21.95154,896,855,1638,21.625282,22.56194,22.56194,0.960246991546537
"DIP2B","Dip2b",8.769321,8.665451,8.763057,1087,1057,2002,8.73260966666667,16.97577,16.97577,0.541429361115917
"DIRAS1","Diras1",22.387182,28.101513,23.156407,872,963,1745,24.5483673333333,8.19306,8.19306,2.77909285192671
"DIRAS2","Diras2",55.113951,62.782404,52.792806,3611,4100,6769,56.896387,13.8413,13.8413,3.90103205244824
"DIS3","Dis3",5.805865,8.203695,9.389097,194,164,353,7.79955233333333,4.71721,4.71721,1.5391340065055
"DIS3L","Dis3l",7.938046,8.038378,7.852788,312,265,546,7.94307066666667,35.68945,35.68945,0.243750469594575
"DIS3L2","Dis3l2",5.494391,6.121337,6.120436,241,259,512,5.91205466666667,52.1997,52.1997,0.129926572267638
"DISC1","Disc1",0.370349,0.424309,0.289936,10,13,21,0.361531333333333,4.3448,4.3448,0.254739435214289
"DISP1","Disp1",0.91174,1.041376,1.267349,55,56,109,1.07348833333333,2.2655,2.2655,0.634968100852345
"DISP2","Disp2",37.874618,40.18635,35.554858,3505,3667,6234,37.871942,10.05512,10.05512,3.51619358270195
"DIXDC1","Dixdc1",34.714487,28.688961,31.382143,1207,1139,2309,31.595197,25.5102,25.5102,1.22953417929703
"DKC1","Dkc1",23.900837,20.5971,19.75571,273,248,519,21.4178823333333,27.18605,27.18605,0.795353812731239
"DKK1","Dkk1",0,0.032033,0,0,1,0,0.0106776666666667,12.44476,12.44476,0.075172607518964
"DKK2","Dkk2",0.273803,0.198786,0.245105,14,10,24,0.239231333333333,3.2586,3.2586,0.290995006183566
"DKK3","Dkk3",65.134138,59.912884,60.652736,3020,2726,5373,61.8999193333333,418.31142,418.31142,0.150007646663507
"DKK4","Dkk4",0,0,0,0,0,0,0,0.24827,0.24827,0.801108734488532
"DKKL1","Dkkl1",14.340526,12.581414,13.210552,134,119,233,13.3774973333333,1.02413,1.02413,7.10305036402471
"DLAT","Dlat",36.163451,39.447023,38.857335,899,1027,1755,38.1559363333333,9.15512,9.15512,3.85578273160074
"DLC1","Dlc1",10.797308,11.893023,8.933566,816,855,1441,10.541299,86.55468,86.55468,0.131818184933118
"DLD","Dld",58.549743,55.36131,49.870945,1255,1237,2211,54.5939993333333,15.9206,15.9206,3.28558085016686
"DLEC1","Dlec1",4.604479,1.754189,2.656083,38,18,57,3.004917,1.70689,1.70689,1.47952705872791
"DLEU7","Dleu7",3.26511,3.265009,2.810353,45,45,78,3.11349066666667,2.97929,2.97929,1.03372477669802
"DLG1","Dlg1",65.609732,56.984414,73.883167,2373,2266,4156,65.4924376666667,210.44363,210.44363,0.314468861826988
"DLG2","Dlg2",113.566025,102.61498,106.091465,5672,5399,10014,107.424156666667,151.35431,151.35431,0.711657954846612
"DLG3","Dlg3",54.221792,72.377159,60.363269,2145,2225,4011,62.32074,5.08963,5.08963,10.3981259945185
"DLG4","Dlg4",527.187722,571.532548,539.28271,7184,6932,13109,546.000993333333,66.63066,66.63066,8.08806232754986
"DLG5","Dlg5",10.254807,7.003811,6.880659,402,345,716,8.04642566666667,15.39302,15.39302,0.551846192261503
"DLGAP1","Dlgap1",71.767988,80.153847,72.39434,4942,4986,9160,74.7720583333333,18.03093,18.03093,3.98152157216349
"DLGAP2","Dlgap2",13.316536,13.794202,14.723104,731,688,1408,13.944614,0.31034,0.31034,11.4051421768396
"DLGAP3","Dlgap3",66.164054,69.300621,77.696176,2526,2955,6088,71.053617,6.79651,6.79651,9.24177830849957
"DLGAP4","Dlgap4",114.448988,112.571376,102.675396,2368,2384,4573,109.898586666667,28.08605,28.08605,3.81277576936939
"DLGAP5","Dlgap5",0.29969,0.283055,0.43804,4,2,5,0.340261666666667,0.55862,0.55862,0.859902777243117
"DLK1","Dlk1",7.598036,6.885815,3.393475,252,197,252,5.95910866666667,1.9862,1.9862,2.33042283392494
"DLK2","Dlk2",9.404843,8.725774,10.281469,157,153,339,9.47069533333333,2.97929,2.97929,2.63129737549496
"DLL1","Dll1",2.780622,3.441561,2.452046,67,57,95,2.89140966666667,6.08272,6.08272,0.549423055925784
"DLL3","Dll3",0.325538,0.830656,0.770112,5,9,13,0.642102,3.44481,3.44481,0.369442563349164
"DLL4","Dll4",0.603291,1.236077,0.556527,27,26,43,0.798631666666667,13.34475,13.34475,0.125386058778763
"DLST","Dlst",63.418168,57.755815,57.484944,1215,1204,2249,59.5529756666667,18.65162,18.65162,3.08132233712369
"DLX1","Dlx1",14.460257,13.810479,15.2033,371,308,735,14.4913453333333,0,0,15.4913453333333
"DLX2","Dlx2",2.158379,2.530551,1.977968,62,62,124,2.22229933333333,0,0,3.22229933333333
"DLX3","Dlx3",0,0,0,0,0,0,0,0.06207,0.06207,0.941557524456957
"DLX4","Dlx4",0.050906,0.08486,0.051889,1,2,3,0.0625516666666667,0.27931,0.27931,0.830566216684515
"DLX5","Dlx5",3.495243,4.198031,3.351969,59,72,113,3.68174766666667,0.18621,0.18621,3.94681183489152
"DLX6","Dlx6",11.59804,14.553034,14.189787,139,157,280,13.4469536666667,0.0931,0.0931,13.2164977281737
"DMAP1","Dmap1",10.681568,7.802454,8.178305,179,153,299,8.88744233333333,34.1067,34.1067,0.281639753475358
"DMBT1","Dmbt1",0,0,0,0,0,0,0,4.93445,4.93445,0.168507612331387
"DMBX1","Dmbx1",0.024395,0.024671,0.04652,2,2,6,0.031862,0,0,1.031862
"DMC1","Dmc1",0.32478,0.245706,1.355185,7,6,27,0.641890333333333,2.60688,2.60688,0.455210689940706
"DMD","Dmd",15.891992,16.333033,17.262357,832,904,1629,16.495794,32.9274,32.9274,0.515683312013299
"DMGDH","Dmgdh",0.170488,0.149342,0.165819,7,6,13,0.161883,4.28273,4.28273,0.219939879569844
"DMKN","Dmkn",4.301326,4.592271,3.592705,30,29,43,4.16210066666667,32.0274,32.0274,0.156297518625949
"DMP1","Dmp1",2.021203,1.905773,1.804953,76,70,129,1.910643,0,0,2.910643
"DMPK","Dmpk",13.867783,12.782256,13.295148,110,102,260,13.3150623333333,54.1859,54.1859,0.259397098413423
"DMRT1","Dmrt1",0,0,0,0,0,0,0,0,0,1
"DMRT2","Dmrt2",0.463405,0.17328,0.417104,13,5,24,0.351263,2.76205,2.76205,0.359182626493534
"DMRT3","Dmrt3",0,0,0.035747,0,0,2,0.0119156666666667,0,0,1.01191566666667
"DMRTA1","Dmrta1",0.037084,0,0.100685,2,0,7,0.045923,0,0,1.045923
"DMRTA2","Dmrta2",0.453602,0.324604,0.325086,10,9,20,0.367764,1.33448,1.33448,0.585896645077276
"DMRTB1","Dmrtb1",0.190747,0.443427,0.258946,3,7,8,0.297706666666667,0.0931,0.0931,1.1871801908944
"DMRTC2","Dmrtc2",0.050718,0,0.025449,1,0,1,0.025389,0,0,1.025389
"DMTF1","Dmtf1",87.423893,36.467401,68.205898,774,574,1307,64.0323973333333,87.26847,87.26847,0.736756820791539
"DMWD","Dmwd",32.247059,44.455748,39.978737,772,885,1687,38.893848,31.71706,31.71706,1.21935919670044
"DMXL1","Dmxl1",30.583203,121.335167,77.096137,1175,1053,1895,76.338169,18.74472,18.74472,3.91690381023382
"DMXL2","Dmxl2",40.342701,48.398986,43.41114,3275,3524,6371,44.0509423333333,24.3309,24.3309,1.7784975004178
"DNA2","Dna2",0.594309,0.375255,0.401191,23,14,29,0.456918333333333,2.29654,2.29654,0.441953785888639
"DNAAF1","Dnaaf1",0.078277,0.111393,0.095649,3,4,7,0.0951063333333333,3.10343,3.10343,0.266875841267752
"DNAAF2","Dnaaf2",0.523794,0.617703,0.532321,20,26,45,0.557939333333333,3.84825,3.84825,0.321340552433008
"DNAAF3","Dnaaf3",0.274599,0.55454,0.249396,8,16,14,0.359511666666667,1.27241,1.27241,0.598268651637102
"DNAH1","Dnah1",1.555203,2.24058,2.220229,108,122,242,2.00533733333333,5.39997,5.39997,0.469586159518456
"DNAH12","Dnah12",0.187648,0.381453,0.117059,27,18,39,0.22872,0.52758,0.52758,0.804357218607209
"DNAH17","Dnah17",0.299387,0.462497,0.520523,27,20,62,0.427469,47.91697,47.91697,0.0291814681081024
"DNAH2","Dnah2",1.167033,1.028749,1.119799,47,54,107,1.10519366666667,0.12414,0.12414,1.8727148457191
"DNAH3","Dnah3",0.261886,0.175076,0.177002,25,20,36,0.204654666666667,0.06207,0.06207,1.13425166577219
"DNAH5","Dnah5",0.32628,0.284734,0.312806,75,64,137,0.30794,0.18621,0.18621,1.10262095244518
"DNAH8","Dnah8",0.073369,0.341839,0.1997,3,9,19,0.204969333333333,0.03103,0.03103,1.16870443472385
"DNAJA1","Dnaja1",140.525782,121.203966,116.860274,3229,2850,4985,126.196674,105.45457,105.45457,1.19484465533044
"DNAJA2","Dnaja2",86.58768,95.152967,91.464343,1812,1882,3332,91.06833,30.35155,30.35155,2.9366436428183
"DNAJA3","Dnaja3",18.099892,18.400204,17.140663,611,604,1087,17.880253,22.53091,22.53091,0.802359662248506
"DNAJA4","Dnaja4",12.117095,13.290419,13.734389,490,508,983,13.047301,31.46879,31.46879,0.432640113783113
"DNAJB1","Dnajb1",10.353875,11.615768,11.838516,414,459,921,11.2693863333333,91.58224,91.58224,0.132524189664598
"DNAJB11","Dnajb11",22.602827,26.066014,24.332447,454,470,820,24.3337626666667,33.76533,33.76533,0.728707671311236
"DNAJB12","Dnajb12",13.463276,14.118906,11.403149,459,465,755,12.9951103333333,22.62401,22.62401,0.592410447393704
"DNAJB13","Dnajb13",0.250586,0.103641,0.176192,5,3,6,0.176806333333333,0.86896,0.86896,0.629658383985389
"DNAJB14","Dnajb14",12.593436,13.154248,12.398957,1679,1716,3138,12.715547,11.79304,11.79304,1.07211006922514
"DNAJB2","Dnajb2",30.79308,34.674681,34.31716,652,775,1372,33.2616403333333,316.30165,316.30165,0.107978134791714
"DNAJB4","Dnajb4",20.189175,24.205764,30.620873,673,745,1429,25.0052706666667,17.25507,17.25507,1.42455058603811
"DNAJB5","Dnajb5",87.997365,54.083235,71.452613,1804,1110,2556,71.1777376666667,17.84473,17.84473,3.83012851161395
"DNAJB6","Dnajb6",73.581613,80.744201,81.688847,1186,1349,2289,78.6715536666667,103.68562,103.68562,0.761055373858097
"DNAJB7","Dnajb7",0.118214,0.12102,0.155515,2,2,5,0.131583,0.55862,0.55862,0.726015962838922
"DNAJB8","Dnajb8",0,0.429598,0,0,3,0,0.143199333333333,0.06207,0.06207,1.07638793425418
"DNAJB9","Dnajb9",12.83089,15.060901,13.490564,415,472,827,13.7941183333333,16.47922,16.47922,0.84638321008222
"DNAJC1","Dnajc1",8.577045,5.701124,8.706079,286,233,571,7.661416,90.40294,90.40294,0.0947608030988937
"DNAJC10","Dnajc10",26.67585,22.247891,24.390442,918,1053,1779,24.438061,21.50677,21.50677,1.13024041210711
"DNAJC11","Dnajc11",27.520687,33.567048,30.357206,527,614,1069,30.481647,19.83092,19.83092,1.51129412431136
"DNAJC12","Dnajc12",9.71509,8.279273,7.860263,91,90,171,8.61820866666667,28.61363,28.61363,0.324789924999626
"DNAJC14","Dnajc14",14.713214,18.439399,15.893978,593,694,1047,16.3488636666667,13.68613,13.68613,1.18130941688972
"DNAJC15","Dnajc15",30.380201,32.356287,29.521427,654,673,1161,30.7526383333333,93.47533,93.47533,0.336094495074358
"DNAJC16","Dnajc16",9.423486,11.678418,9.139248,776,933,1457,10.080384,4.68618,4.68618,1.94865164310662
"DNAJC17","Dnajc17",10.197684,7.045094,6.133076,58,42,93,7.79195133333333,14.95854,14.95854,0.550924541551629
"DNAJC18","Dnajc18",17.101849,22.659792,22.459019,1003,1153,1986,20.74022,13.62406,13.62406,1.48660631862834
"DNAJC19","Dnajc19",29.30938,42.719677,24.662763,142,180,271,32.2306066666667,23.3378,23.3378,1.36539073649494
"DNAJC2","Dnajc2",11.71067,15.821465,12.24962,316,307,597,13.260585,11.23442,11.23442,1.16561185573162
"DNAJC21","Dnajc21",15.039657,11.049438,11.018063,324,240,481,12.3690526666667,25.01365,25.01365,0.51392452295878
"DNAJC22","Dnajc22",0,0,0,0,0,0,0,4.49997,4.49997,0.181819173559128
"DNAJC24","Dnajc24",10.068175,11.958379,12.827801,49,44,82,11.6181183333333,20.97919,20.97919,0.574093873947736
"DNAJC25","Dnajc25",1.97957,2.518539,1.547004,41,58,95,2.01503766666667,8.75167,8.75167,0.309181675207084
