"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"ADAMTS13","Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,6.54824,6.54824,0.274240131915961
"ADAMTS15","Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,0.68275,0.68275,1.16506631010746
"ADAMTS16","Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,0.43448,0.43448,0.998844645214061
"ADAMTS18","Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,2.35861,2.35861,0.465358982833176
"ADAMTS19","Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,0.52758,0.52758,0.741423253337523
"ADAMTS2","Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,2.57585,2.57585,0.816522411920709
"ADAMTS20","Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0,0,2.696404
"ADAMTS4","Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,39.75495,39.75495,0.128975940345897
"ADAMTS5","Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,0.46551,0.46551,0.832282504611591
"ADAMTS7","Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,2.35861,2.35861,0.357639023286419
"ADAMTS8","Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,1.45861,1.45861,0.647482791767164
"ADAMTSL1","Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,3.87929,3.87929,0.451096095265226
"ADAMTSL2","Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,6.5172,6.5172,0.977240195817592
"ADAMTSL4","Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,4.2517,4.2517,1.89627517438798
"ADAP2","Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,12.04131,12.04131,0.237486009202041
"ADAR","Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,49.18938,49.18938,0.721536734132467
"ADARB1","Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,7.44823,7.44823,3.87816031681587
"ADARB2","Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,53.87556,53.87556,0.0994977788533426
"ADAT1","Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,18.15507,18.15507,0.146648711455157
"ADAT2","Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,2.51378,2.51378,0.942317295524098
"ADAT3","Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,10.39649,10.39649,0.134232703812022
"ADCK1","Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,10.45856,10.45856,1.00129044719988
"ADCK2","Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,21.75505,21.75505,0.780341345474228
"ADCK5","Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,6.70341,6.70341,4.11004511854707
"ADCY1","Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,3.81722,3.81722,12.1339361706544
"ADCY10","Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.52758,0.52758,0.829170103475213
"ADCY2","Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,158.52324,158.52324,0.199870438940433
"ADCY3","Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,65.66859,65.66859,0.272548766968073
"ADCY4","Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,21.13436,21.13436,0.284551514779134
"ADCY5","Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,44.5032,44.5032,1.35316881010566
"ADCY6","Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,10.83097,10.83097,2.41239458810224
"ADCY7","Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,7.35513,7.35513,0.263595699089462
"ADCY8","Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,6.64134,6.64134,0.40693887895753
"ADCY9","Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,4.74825,4.74825,2.09484898302382
"ADCYAP1","Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,2.82412,2.82412,4.87022460940905
"ADCYAP1R1","Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,13.71716,13.71716,1.82518053754936
"ADD1","Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,190.92305,190.92305,1.21404759355377
"ADD2","Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,11.04821,11.04821,3.23973027251904
"ADD3","Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,985.92889,985.92889,0.0259093222680579
"ADGB","Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,0.24827,0.24827,0.915923638315429
"ADH1C","Adh1",0.127069,0.157279,0.242605,2,2,6,0.175651,1.36551,1.36551,0.496996842118613
"ADH4","Adh4",0,0,0,0,0,0,0,0.89999,0.89999,0.526318559571366
"ADH5","Adh5",30.301446,31.296501,23.793151,398,403,695,28.4636993333333,45.12388,45.12388,0.638794900457926
"ADH7","Adh7",0,0.021821,0.011208,0,1,1,0.0110096666666667,0.71379,0.71379,0.589926225889209
"ADHFE1","Adhfe1",11.877068,8.563031,7.467635,154,168,274,9.302578,15.67232,15.67232,0.617945073031228
"ADI1","Adi1",16.541982,14.233993,14.358997,258,256,449,15.0449906666667,49.49972,49.49972,0.317724349098701
"ADIG","Adig",0,0,0,0,0,0,0,0,0,1
"ADIPOQ","Adipoq",0,0.065222,0,0,1,0,0.0217406666666667,0.49655,0.49655,0.682730725112202
"ADIPOR1","Adipor1",16.358458,17.226754,15.113167,686,718,1234,16.232793,58.62381,58.62381,0.289025357487219
"ADIPOR2","Adipor2",17.97067,12.038416,14.485406,955,672,1555,14.8314973333333,103.56148,103.56148,0.151408504674315
"ADK","Adk",40.745647,46.482709,41.440945,480,502,869,42.889767,207.37124,207.37124,0.210632556585064
"ADM","Adm",0.938939,0.71616,1.104422,16,12,22,0.919840333333333,24.61021,24.61021,0.0749638653229838
"ADM2","Adm2",0,0,0,0,0,0,0,0.18621,0.18621,0.843021050235624
"ADNP","Adnp",20.968264,15.299125,13.544238,1347,965,1349,16.6038756666667,11.6689,11.6689,1.38953466099398
"ADNP2","Adnp2",4.250314,4.84775,3.968298,302,337,537,4.355454,4.03446,4.03446,1.06375937041907
"ADO","Ado",11.327023,13.063599,10.136207,663,779,1204,11.508943,27.18605,27.18605,0.443799077912655
"ADORA1","Adora1",35.862294,39.998988,31.524166,2327,2411,3838,35.7951493333333,48.59972,48.59972,0.741841875989085
"ADORA2A","Adora2a",29.881172,32.896398,31.273367,539,869,1294,31.3503123333333,8.65857,8.65857,3.34938943687661
"ADORA2B","Adora2b",0.972689,0.94328,1.402977,23,22,64,1.10631533333333,1.48965,1.48965,0.846028692118705
"ADORA3","Adora3",0.221095,0.862153,0.543653,7,15,27,0.542300333333333,33.54809,33.54809,0.0446421302402921
"ADPGK","Adpgk",4.372676,4.667824,4.383292,154,172,327,4.47459733333333,26.87571,26.87571,0.196393108313056
"ADPRH","Adprh",20.460839,29.436998,22.276133,594,694,1163,24.05799,3.10343,3.10343,6.10659618904185
"ADPRHL1","Adprhl1",0.026911,0.013711,0.086119,2,1,6,0.042247,2.97929,2.97929,0.26191782956256
"ADPRM","Adprm",9.537624,11.449098,10.716602,100,106,198,10.5677746666667,6.45514,6.45514,1.5516508967862
"ADRA1A","Adra1a",2.927121,2.923332,2.813915,168,153,310,2.88812266666667,1.89309,1.89309,1.34393422488297
"ADRA1B","Adra1b",5.501385,6.354655,5.447414,154,182,313,5.767818,0.89999,0.89999,3.56202822120116
"ADRA1D","Adra1d",6.88608,5.796355,5.714702,132,122,247,6.132379,0.12414,0.12414,6.34474264771292
"ADRA2A","Adra2a",3.541914,3.450572,3.619188,152,162,338,3.53722466666667,1.05517,1.05517,2.20771258176534
"ADRA2B","Adra2b",0.387645,0.353287,0.286327,21,19,30,0.342419666666667,3.0724,3.0724,0.329638460531055
"ADRA2C","Adra2c",5.26442,6.706082,5.477276,158,229,397,5.815926,2.73102,2.73102,1.82682644424313
"ADRB1","Adrb1",6.113933,7.118309,6.526915,160,235,373,6.58638566666667,1.39654,1.39654,3.16555770680509
"ADRB2","Adrb2",0.786558,0.759934,0.757129,22,21,41,0.767873666666667,2.91722,2.91722,0.451308240708121
"ADRB3","Adrb3",0.31446,0.259353,0.491523,11,9,24,0.355112,0.0931,0.0931,1.23969627664441
"ADRM1","Adrm1",26.105802,25.544039,26.023859,423,463,845,25.8912333333333,82.02367,82.02367,0.323898393474215
"ADSL","Adsl",17.436064,24.448458,16.665253,166,203,417,19.5165916666667,19.1792,19.1792,1.01671977415689
"ADTRP","Adtrp",0.254661,0,0,2,0,0,0.084887,0.83793,0.83793,0.590276561131273
"AEBP1","Aebp1",3.786127,4.96105,4.815202,153,198,443,4.520793,65.82376,65.82376,0.0826172157927061
"AEBP2","Aebp2",22.756323,19.767092,22.090415,828,769,1447,21.5379433333333,10.61373,10.61373,1.94062918057621
"AEN","Aen",24.413214,17.565064,17.651239,216,252,408,19.8765056666667,5.49307,5.49307,3.21519799827611
"AFAP1","Afap1",2.393401,3.422973,4.55253,220,206,456,3.45630133333333,4.2517,4.2517,0.848544534785561
"AFAP1L1","Afap1l1",6.794219,6.48644,5.871648,291,284,501,6.38410233333333,2.97929,2.97929,1.85563312383197
"AFAP1L2","Afap1l2",2.520357,2.849148,2.427505,104,96,208,2.59900333333333,23.02746,23.02746,0.149787090825802
"AFF1","Aff1",2.299451,2.20895,2.638307,275,260,593,2.382236,9.74477,9.74477,0.314779748659115
"AFF2","Aff2",2.082206,2.508984,1.968925,109,122,218,2.186705,0.93103,0.93103,1.65026177739341
"AFF3","Aff3",7.45718,7.792619,7.313308,569,635,1142,7.52103566666667,26.19295,26.19295,0.313354588842574
"AFF4","Aff4",42.512612,49.443813,41.37965,3026,3070,5446,44.4453583333333,9.62064,9.62064,4.27896608239554
"AFG3L1P","Afg3l1",7.024649,8.776087,12.43991,252,226,498,9.41354866666667,23.4309,23.4309,0.426244987563564
"AFG3L2","Afg3l2",19.610099,20.580652,19.349601,829,862,1602,19.846784,13.62406,13.62406,1.42551275090502
"AFM","Afm",0,0,0.039541,0,0,2,0.0131803333333333,0,0,1.01318033333333
"AFMID","Afmid",1.20278,1.043133,2.758787,14,11,33,1.66823333333333,129.35099,129.35099,0.0204696054347829
"AFP","Afp",0,0,0,0,0,0,0,0.49655,0.49655,0.668203534796699
"AFTPH","Aftph",71.182837,72.36101,64.610325,1169,1187,2119,69.384724,11.45166,11.45166,5.65263780090365
"AGA","Aga",3.401045,3.098589,3.457643,50,43,95,3.31909233333333,20.04816,20.04816,0.205200470413249
"AGAP1","Agap1",16.89842,22.480385,18.997449,1499,1628,2949,19.4587513333333,113.52349,113.52349,0.178642401950319
"AGAP2","Agap2",148.754883,141.447654,145.784861,8737,9170,19013,145.329132666667,15.85853,15.85853,8.67982752153756
"AGAP3","Agap3",123.648467,142.845335,134.770877,1690,1956,3708,133.754893,184.77826,184.77826,0.725353402491766
"AGBL1","Agbl1",0.149239,0.130584,0.045441,7,6,4,0.108421333333333,0.46551,0.46551,0.756338294063727
"AGBL2","Agbl2",0.720312,0.408376,0.659235,25,19,40,0.595974333333333,1.73792,1.73792,0.582914889161602
"AGBL3","Agbl3",4.599685,6.341742,6.050667,68,76,132,5.66403133333333,7.4172,7.4172,0.791715930871707
"AGBL4","Agbl4",5.045594,3.661603,6.043323,125,123,239,4.91684,4.77928,4.77928,1.0238022729475
"AGBL5","Agbl5",6.385497,6.330723,6.640116,119,121,266,6.452112,15.70336,15.70336,0.446144488294571
"AGER","Ager",0.138287,0.311383,0.144309,2,5,5,0.197993,7.78961,7.78961,0.136296490970589
"AGFG1","Agfg1",16.440259,15.78028,17.202923,1309,1244,2551,16.4744873333333,50.61695,50.61695,0.338541648302221
"AGFG2","Agfg2",20.351582,22.925077,20.422026,333,399,734,21.232895,25.10675,25.10675,0.851614812261197
"AGGF1","Aggf1",16.883596,14.78473,15.032847,703,612,1226,15.5670576666667,8.00685,8.00685,1.83938420942579
"AGK","Agk",13.066571,13.184347,13.536224,374,384,661,13.2623806666667,10.08615,10.08615,1.28650439211689
"AGMAT","Agmat",0.483801,0.713231,0.362629,8,12,12,0.519887,0.77586,0.77586,0.855859696147219
"AGMO","Agmo",2.562905,2.493074,3.921171,72,76,166,2.99238333333333,10.45856,10.45856,0.348419289451147
"AGPAT1","Agpat1",40.892057,42.60137,42.601792,996,984,1847,42.0317396666667,61.07552,61.07552,0.693215935471288
"AGPAT2","Agpat2",0.195043,0.732356,0.786113,3,11,16,0.571170666666667,17.90679,17.90679,0.0831008683476501
"AGPAT3","Agpat3",53.886857,54.238058,53.88657,2874,3009,5422,54.0038283333333,168.26801,168.26801,0.324951113523065
"AGPAT4","Agpat4",30.084233,29.038451,24.686814,340,367,651,27.9364993333333,220.80909,220.80909,0.130456778544709
"AGPAT5","Agpat5",12.589569,13.436129,12.187822,677,692,1264,12.73784,27.06192,27.06192,0.489554527986681
"AGPS","Agps",18.770232,12.079461,13.396216,571,562,1050,14.7486363333333,16.0137,16.0137,0.925644412052248
"AGR2","Agr2",0,0,0.066134,0,0,1,0.0220446666666667,0.93103,0.93103,0.529274359625002
"AGR3","Agr3",0,0,0,0,0,0,0,0.96206,0.96206,0.509668409732628
"AGRN","Agrn",25.093171,25.072062,28.711339,1861,1731,3722,26.2921906666667,45.46526,45.46526,0.587367652019308
"AGRP","Agrp",0.792249,0.649438,0.833049,5,4,10,0.758245333333333,0,0,1.75824533333333
"AGT","Agt",3.785009,5.214297,2.980628,92,125,139,3.99331133333333,63.15481,63.15481,0.0778322207381385
"AGTPBP1","Agtpbp1",241.133259,270.023076,238.937433,2380,2489,4513,250.031256,20.1723,20.1723,11.8565888448586
"AGTR1","Agtr1a",0.207476,0.366333,0.360875,6,9,11,0.311561333333333,0.96206,0.96206,0.668461379026805
"AGTR2","Agtr2",1.035467,0.137378,0.539468,10,6,12,0.570771,0,0,1.570771
"AGTRAP","Agtrap",2.889104,1.570837,4.124947,87,86,171,2.86162933333333,43.63424,43.63424,0.0865171969620931
"AGXT","Agxt",0,0,0,0,0,0,0,2.1724,2.1724,0.315218761820704
"AGXT2","Agxt2",0,0,0,0,0,0,0,0.12414,0.12414,0.889568914903838
"AHCTF1","Ahctf1",21.537011,23.081081,25.291576,846,803,1749,23.3032226666667,5.27583,5.27583,3.87251131191678
"AHCY","Ahcy",15.69124,10.418555,12.306346,203,185,394,12.8053803333333,47.23421,47.23421,0.286215537340268
"AHCYL1","Ahcyl1",132.769139,120.502065,130.501118,4446,4484,8331,127.924107333333,172.73695,172.73695,0.742064985792218
"AHCYL2","Ahcyl2",191.358417,239.94316,206.761829,1697,1737,3368,212.687802,30.78603,30.78603,6.72269553637243
"AHDC1","Ahdc1",16.558571,13.40259,13.520211,606,617,1172,14.4937906666667,7.26203,7.26203,1.87530070293459
"AHI1","Ahi1",47.786349,44.856697,51.370402,2374,2119,4476,48.0044826666667,35.68945,35.68945,1.33565596286308
"AHR","Ahr",1.736652,1.579471,1.877405,104,118,225,1.731176,10.64477,10.64477,0.234540999951051
"AHRR","Ahrr",3.933703,0.999051,0.938568,18,16,16,1.95710733333333,2.04826,2.04826,0.970096820262488
"AHSA1","Ahsa1",65.86239,58.658672,54.093532,958,799,1449,59.538198,277.69498,277.69498,0.217220267117836
"AHSG","Ahsg",0,0,0,0,0,0,0,1.30344,1.30344,0.434133296287292
"AICDA","Aicda",0,0,0,0,0,0,0,0.15517,0.15517,0.865673450660942
"AIDA","Aida",30.041199,31.32997,26.487796,541,532,955,29.2863216666667,33.85843,33.85843,0.868837800975737
"AIF1","Aif1",6.200755,5.493265,9.587987,32,29,82,7.09400233333333,56.48244,56.48244,0.140808259589073
"AIF1L","Aif1l",21.84435,24.453708,23.236528,78,83,164,23.1781953333333,338.02567,338.02567,0.0713167098330145
"AIFM1","Aifm1",9.689708,9.016589,9.313852,240,235,424,9.34004966666667,15.67232,15.67232,0.620192610666462
"AIFM2","Aifm2",4.27655,1.787375,2.582051,74,56,124,2.881992,4.49997,4.49997,0.705820577203148
"AIFM3","Aifm3",35.085297,28.378836,39.941082,680,630,1592,34.468405,78.57886,78.57886,0.445701345809679
"AIG1","Aig1",17.399743,22.920169,17.862367,306,332,542,19.394093,579.72085,579.72085,0.0351185823619042
"AIM2","Aim2",4.329673,5.380162,4.64459,51,42,91,4.78480833333333,1.42758,1.42758,2.38295270736014
"AIMP1","Aimp1",60.224228,72.693712,55.252922,306,296,576,62.7236206666667,36.68255,36.68255,1.69106444937157
"AIMP2","Aimp2",12.282019,9.582215,12.661026,107,120,258,11.50842,12.8482,12.8482,0.903252408255224
"AIP","Aip",80.587529,78.018733,58.581796,435,480,821,72.3960193333333,73.58234,73.58234,0.984093812735472
"AIPL1","Aipl1",0,0,0.125907,0,0,7,0.041969,0.12414,0.12414,0.926903232693437
"AIRE","Aire",0.163417,0.082392,0.07321,2,2,4,0.106339666666667,0.49655,0.49655,0.739260075952468
"AJAP1","Ajap1",24.945569,22.824381,22.912161,408,433,803,23.5607036666667,16.13784,16.13784,1.43312714243257
"AJUBA","Ajuba",0.612032,0.661837,0.601556,23,24,39,0.625141666666667,3.63101,3.63101,0.350925967913407
"AK1","Ak1",84.075974,71.104917,68.035919,825,891,1472,74.4056033333333,209.97812,209.97812,0.357409589834876
"AK2","Ak2",21.38676,14.725214,14.09171,162,125,290,16.7345613333333,80.16161,80.16161,0.218509235257079
"AK3","Ak3",25.695085,24.127644,25.276421,970,899,1842,25.03305,47.38939,47.38939,0.537990869486059
"AK4","Ak4",16.734074,17.317543,19.605248,497,482,926,17.8856216666667,10.05512,10.05512,1.70831448836979
"AK5","Ak5",56.417755,55.426913,56.009267,1190,1329,2499,55.9513116666667,867.90542,867.90542,0.0655437408442759
"AK7","Ak7",1.045669,0.881944,0.661752,34,29,43,0.863121666666667,2.2655,2.2655,0.570547134180575
"AK8","Ak8",0.705409,1.509869,0.95651,14,12,25,1.05726266666667,7.63444,7.63444,0.238262431225032
"AKAP1","Akap1",13.69206,14.403141,12.467808,454,534,920,13.521003,29.54466,29.54466,0.475402345287196
"AKAP10","Akap10",6.486811,7.515574,6.934097,321,342,662,6.97882733333333,8.00685,8.00685,0.88586213085966
"AKAP12","Akap12",3.870214,3.635803,3.730669,302,307,574,3.745562,8.78271,8.78271,0.485096869885747
"AKAP13","Akap13",6.430486,5.85718,9.995951,490,376,994,7.42787233333333,15.98267,15.98267,0.496263092513329
"AKAP3","Akap3",0.076316,0.04929,0.03794,3,2,3,0.0545153333333333,6.95168,6.95168,0.132615413765812
"AKAP4","Akap4",0,0,0,0,0,0,0,0.65172,0.65172,0.605429491681399
"AKAP5","Akap5",20.19412,20.795818,20.878584,1748,1837,3569,20.6228406666667,0.37241,0.37241,15.7553797091734
"AKAP7","Akap7",17.020401,21.161492,28.349085,322,374,685,22.1769926666667,21.97229,21.97229,1.00891085158104
"AKAP8","Akap8",40.910827,27.912643,38.276848,951,753,1824,35.700106,7.85168,7.85168,4.14611757316125
"AKAP8L","Akap8l",113.330973,89.142047,113.825502,1084,950,2454,105.432840666667,38.79288,38.79288,2.67467046031015
"AKAP9","Akap9",22.146263,23.65187,24.338762,1687,1659,3238,23.378965,19.89299,19.89299,1.16684902448142
"AKIP1","Akip1",4.319547,3.015911,1.957712,18,14,25,3.09772333333333,26.53433,26.53433,0.148822336818558
"AKIRIN1","Akirin1",19.310728,23.897308,22.74108,675,702,1306,21.9830386666667,52.32384,52.32384,0.431008694547629
"AKIRIN2","Akirin2",32.870669,31.084751,29.951466,521,497,944,31.3022953333333,32.30671,32.30671,0.96984347398267
"AKNA","Akna",0.688156,0.898701,0.792242,52,67,116,0.793033,10.4896,10.4896,0.156057042890962
"AKR1A1","Akr1a1",153.980074,182.764249,169.340337,2145,2468,4111,168.694886666667,164.01631,164.01631,1.02835220752825
"AKR1B15","Akr1b8",0.239457,0.187039,0.177604,4,3,5,0.201366666666667,0,0,1.20136666666667
"AKR1C2","Akr1c21",0.071468,0,0.067742,1,0,2,0.0464033333333333,2.76205,2.76205,0.278147109510329
"AKR1C3","Akr1c18",1.072831,0.727987,0.457146,15,10,12,0.752654666666667,11.26545,11.26545,0.142893629395307
"AKR1C4","Akr1c6",0,0,0,0,0,0,0,0,0,1
"AKR1D1","Akr1d1",0.082905,0.028773,0.04432,3,1,3,0.0519993333333333,0,0,1.05199933333333
"AKT1","Akt1",81.153373,72.074712,67.613985,1304,1376,2534,73.6140233333333,82.8616,82.8616,0.889728115530032
"AKT1S1","Akt1s1",25.86599,51.395746,46.772675,173,235,512,41.3448036666667,54.24797,54.24797,0.766449946788392
"AKT2","Akt2",41.949189,38.622354,39.217055,1272,1100,2054,39.9295326666667,56.69968,56.69968,0.709354586830753
"AKT3","Akt3",28.553126,49.52599,40.495153,1749,2040,3405,39.5247563333333,76.40646,76.40646,0.523531967917579
"AKTIP","Aktip",46.107194,49.987234,43.657034,1057,1090,1794,46.5838206666667,48.59972,48.59972,0.959356638841241
"ALAD","Alad",8.62477,9.558136,9.245149,128,137,258,9.142685,160.54047,160.54047,0.0627872693449511
"ALAS1","Alas1",43.558419,49.646164,41.742849,435,499,824,44.9824773333333,28.86191,28.86191,1.53983711468333
"ALAS2","Alas2",1.744969,2.872398,2.246387,33,72,97,2.287918,5.74135,5.74135,0.487723972201414
"ALB","Alb",0,0.038446,0,0,1,0,0.0128153333333333,57.91002,57.91002,0.0171925817260516
"ALCAM","Alcam",57.580909,54.876026,54.598234,2535,2412,4589,55.6850563333333,49.49972,49.49972,1.12248258670213
"ALDH16A1","Aldh16a1",2.35693,22.418121,22.815431,51,47,95,15.863494,10.39649,10.39649,1.47970945440219
"ALDH18A1","Aldh18a1",13.544476,11.487715,15.637796,291,246,464,13.5566623333333,11.82407,11.82407,1.13510471584554
"ALDH1A1","Aldh1a7",0.261648,0.387024,0.697021,7,10,36,0.448564333333333,234.71246,234.71246,0.00614547204391882
"ALDH1A2","Aldh1a2",2.229917,2.413943,3.281156,67,71,188,2.641672,6.14479,6.14479,0.509696156220127
"ALDH1A3","Aldh1a3",0.644339,0.428837,0.440383,18,17,31,0.504519666666667,11.17235,11.17235,0.123601413586256
"ALDH1B1","Aldh1b1",5.494318,6.640718,4.114819,97,113,157,5.41661833333333,5.02756,5.02756,1.06454657163651
"ALDH1L1","Aldh1l1",22.352514,26.268606,32.142252,632,534,1106,26.921124,16.47922,16.47922,1.59738958603416
"ALDH1L2","Aldh1l2",2.981225,0.448274,1.000743,59,33,94,1.47674733333333,2.14137,2.14137,0.788429039983617
"ALDH2","Aldh2",49.289917,52.904481,50.94894,634,641,1194,51.0477793333333,196.32302,196.32302,0.263769424030371
"ALDH3A1","Aldh3a1",0.450911,0.416304,0.451743,10,9,19,0.439652666666667,1.24137,1.24137,0.642309242412751
"ALDH3A2","Aldh3a2",29.706531,27.279893,26.150585,484,519,967,27.7123363333333,26.28606,26.28606,1.05227124521948
"ALDH3B1","Aldh3b1",1.756324,1.611043,2.05176,44,37,76,1.80637566666667,11.6689,11.6689,0.221516916754151
"ALDH3B2","Aldh3b3",0.019587,0,0.018686,1,0,2,0.0127576666666667,0.9931,0.9931,0.508131888348134
"ALDH4A1","Aldh4a1",5.207173,5.147528,5.799703,245,238,508,5.38480133333333,11.6689,11.6689,0.503974404512889
"ALDH5A1","Aldh5a1",16.638894,15.675936,15.242847,1299,1208,2300,15.852559,13.71716,13.71716,1.1450958608862
