"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"TRIP6","Trip6",2.926321,3.513038,2.670828,34,35,99,3.036729,52.75053,52.75053,0.0751011943510138
"TRIQK","Triqk",7.164174,9.218479,8.106722,156,215,327,8.163125,6.45008,6.45008,1.22993645705818
"TRIT1","Trit1",5.688229,8.630304,8.761473,106,108,241,7.69333533333333,7.51638,7.51638,1.02077823363135
"TRMT1","Trmt1",47.061852,48.448226,54.272293,458,472,953,49.927457,34.78023,34.78023,1.4233406828296
"TRMT10A","Trmt10a",3.704663,2.978811,3.622353,75,61,143,3.43527566666667,2.80165,2.80165,1.16667122609043
"TRMT10B","Trmt10b",12.913654,14.717703,14.250728,118,105,244,13.960695,4.94471,4.94471,2.51664000430635
"TRMT10C","Trmt10c",2.891863,2.94208,2.550585,118,117,198,2.79484266666667,22.03689,22.03689,0.164728948511134
"TRMT11","Trmt11",4.730843,3.743082,4.570763,74,83,147,4.34822933333333,8.1227,8.1227,0.586255092607817
"TRMT112","Trmt112",11.670439,12.939923,12.984975,70,82,155,12.531779,301.345,301.345,0.0447560865898229
"TRMT12","Trmt12",1.544367,1.363311,1.224477,97,84,147,1.377385,6.15736,6.15736,0.332159483384935
"TRMT13","Trmt13",10.903706,6.890034,6.129968,87,70,145,7.97456933333333,2.54031,2.54031,2.53496708856946
"TRMT1L","Trmt1l",8.540035,8.141467,8.579608,281,263,529,8.42037,8.63495,8.63495,0.977728997036829
"TRMT2A","Trmt2a",31.179004,36.179541,44.952225,261,248,489,37.4369233333333,59.82784,59.82784,0.631896896771829
"TRMT2B","Trmt2b",3.561738,4.288882,4.230903,157,174,315,4.02717433333333,8.66631,8.66631,0.520071706093983
"TRMT44","Trmt44",3.203813,3.262108,2.782969,54,54,146,3.08296333333333,5.21651,5.21651,0.656793495600157
"TRMT5","Trmt5",13.560552,53.116779,23.980339,75,95,162,30.2192233333333,3.38707,3.38707,7.11618992478655
"TRMT6","Trmt6",9.648947,9.123613,12.499782,256,249,492,10.424114,8.80221,8.80221,1.16546309454705
"TRMT61A","Trmt61a",8.890877,6.82629,5.108606,151,166,276,6.94192433333333,25.15216,25.15216,0.303681391263029
"TRMU","Trmu",15.134384,10.450025,13.647565,117,89,241,13.0773246666667,34.02754,34.02754,0.401893043778315
"TRNAU1AP","Trnau1ap",9.310226,8.689643,10.956201,113,103,205,9.65202333333333,26.08256,26.08256,0.393316707627836
"TRNP1","Trnp1",78.649193,110.142737,96.202203,729,1002,1828,94.9980443333333,108.57452,108.57452,0.876098241939215
"TRNT1","Trnt1",18.168145,25.301118,18.564309,439,505,836,20.6778573333333,17.23853,17.23853,1.18857481021405
"TROAP","Troap",0.285025,0.183045,0,2,3,0,0.156023333333333,1.81898,1.81898,0.410085681109243
"TRPA1","Trpa1",0,0.034329,0.011729,0,2,1,0.0153526666666667,8.08089,8.08089,0.111812021362076
"TRPC1","Trpc1",15.016138,14.008058,14.518128,576,592,1088,14.514108,5.3315,5.3315,2.45030529890231
"TRPC2","Trpc2",0,0.006695,0.287467,0,0,21,0.098054,0.57497,0.57497,0.697190422674718
"TRPC3","Trpc3",57.503304,33.781441,32.754889,221,210,369,41.3465446666667,4.47428,4.47428,7.73554598352051
"TRPC4","Trpc4",4.115934,3.042175,4.201016,189,137,365,3.786375,0.5227,0.5227,3.14334734353451
"TRPC4AP","Trpc4ap",37.906013,39.580848,38.396606,1387,1562,2680,38.6278223333333,68.86004,68.86004,0.567245915309143
"TRPC5","Trpc5",1.68177,1.912014,1.703289,96,109,189,1.765691,0.44952,0.44952,1.90800471880347
"TRPC6","Trpc6",2.670533,1.829515,2.635827,116,80,217,2.378625,0.12545,0.12545,3.00202141365676
"TRPC7","Trpc7",0.993859,1.259046,1.271224,47,55,101,1.17470966666667,0.03136,0.03136,2.10858445806185
"TRPM1","Trpm1",0.075682,0.194046,1.802714,3,4,13,0.690814,0.01045,0.01045,1.67332772527092
"TRPM2","Trpm2",15.349173,14.254694,15.146411,447,395,843,14.9167593333333,18.89025,18.89025,0.80022922453631
"TRPM4","Trpm4",8.215179,6.696138,7.076008,121,113,252,7.32910833333333,8.87539,8.87539,0.843420698659327
"TRPM5","Trpm5",0.17939,0.143261,0.221123,2,1,3,0.181258,0.02091,0.02091,1.15706379602511
"TRPM6","Trpm6",0.129333,0.022768,0.123995,12,2,22,0.092032,0.60633,0.60633,0.679830420897325
"TRPM7","Trpm7",14.83511,13.134562,15.947792,700,633,1335,14.6391546666667,4.15021,4.15021,3.03660523875078
"TRPM8","Trpm8",0,0.019655,0.010083,0,1,1,0.00991266666666667,6.52325,6.52325,0.134238881688986
"TRPS1","Trps1",2.87277,2.863843,2.690048,319,375,658,2.808887,0.91995,0.91995,1.98384697518165
"TRPT1","Trpt1",4.883878,5.204936,4.916167,56,60,105,5.00166033333333,59.12743,59.12743,0.099815680353099
"TRPV1","Trpv1",0,0.274018,0.014543,0,1,1,0.096187,73.28205,73.28205,0.01475709138345
"TRPV2","Trpv2",6.267916,5.02629,5.526634,162,150,303,5.60694666666667,108.40726,108.40726,0.0603885580048953
"TRPV3","Trpv3",0.179705,0.122427,0.207754,15,10,33,0.169962,2.44622,2.44622,0.339491384763596
"TRPV4","Trpv4",0.635451,0.674091,0.692215,20,19,38,0.667252333333333,0.39725,0.39725,1.19323838492276
"TRPV5","Trpv5",0.037493,0,0,1,0,0,0.0124976666666667,0.01045,0.01045,1.00202648984776
"TRPV6","Trpv6",1.400216,1.540915,1.223662,55,60,92,1.38826433333333,0.2718,0.2718,1.87786156104209
"TRRAP","Trrap",29.982834,30.215949,35.494612,1819,1892,3877,31.8977983333333,1.87125,1.87125,11.4576572340734
"TRUB1","Trub1",4.688788,5.871794,6.612336,222,248,488,5.724306,11.59341,11.59341,0.533954345963484
"TRUB2","Trub2",13.023715,20.812781,18.051017,230,242,395,17.2958376666667,39.13952,39.13952,0.455806090024661
"TSACC","Tsacc",2.493959,1.969221,2.871139,9,7,22,2.444773,1.25447,1.25447,1.52797464592565
"TSC1","Tsc1",9.564568,10.402597,9.564606,947,957,1839,9.84392366666667,6.7846,6.7846,1.39299689986212
"TSC2","Tsc2",149.632239,107.509622,117.554572,1202,1165,2173,124.898811,45.62095,45.62095,2.70047716745369
"TSC22D1","Tsc22d1",175.787015,190.874511,187.599994,3385,3840,7028,184.75384,195.97983,195.97983,0.943009444164918
"TSC22D3","Tsc22d3",40.324427,30.005375,38.172123,928,658,1633,36.1673083333333,390.90382,390.90382,0.0948378312141314
"TSC22D4","Tsc22d4",69.534218,63.001776,70.465889,557,538,1185,67.6672943333333,477.1801,477.1801,0.143601321621986
"TSEN15","Tsen15",15.113226,11.215168,16.846067,152,140,301,14.391487,21.671,21.671,0.678906400247012
"TSEN2","Tsen2",10.005775,10.045834,11.029009,109,133,268,10.360206,15.92134,15.92134,0.671353805313291
"TSEN34","Tsen34",69.115383,76.681576,60.895468,309,355,621,68.8974756666667,38.51228,38.51228,1.76900638653772
"TSEN54","Tsen54",3.415485,4.245364,3.971169,40,54,81,3.87733933333333,28.89466,28.89466,0.163150854812643
"TSFM","Tsfm",12.382478,11.548906,12.991828,93,84,193,12.3077373333333,45.66277,45.66277,0.285189613332713
"TSG101","Tsg101",61.643691,91.427862,67.075198,505,611,951,73.3822503333333,137.16602,137.16602,0.538354150559836
"TSGA10","Tsga10",5.599576,4.113623,4.895832,258,199,417,4.869677,3.00028,3.00028,1.46731653784235
"TSGA13","Tsga13",0.577002,0.077894,0.334617,3,1,3,0.329837666666667,0.06272,0.06272,1.25135281792633
"TSHB","Tshb",0.595623,0.303116,0.179386,20,17,21,0.359375,0.08363,0.08363,1.25446416212176
"TSHR","Tshr",0.098986,0.282165,0.500432,6,14,26,0.293861,0.10454,0.10454,1.17140257482753
"TSHZ1","Tshz1",6.817934,8.259247,6.670481,418,488,805,7.24922066666667,3.49161,3.49161,1.83658435765052
"TSHZ2","Tshz2",5.022886,5.393533,4.694855,308,289,526,5.03709133333333,3.38707,3.38707,1.37611009929938
"TSHZ3","Tshz3",3.779389,4.762622,3.66857,271,306,497,4.07019366666667,4.36974,4.36974,0.944215858992552
"TSKS","Tsks",0.176281,0.492836,0.252269,1,3,7,0.307128666666667,0.30316,0.30316,1.00304541780493
"TSKU","Tsku",0.91533,0.630095,0.698323,28,19,42,0.747916,35.13566,35.13566,0.0483709443801497
"TSLP","Tslp",0.226122,0.305972,0.157157,3,4,4,0.229750333333333,0.2718,0.2718,0.966936887351261
"TSN","Tsn",41.308307,51.416871,43.759256,1030,1091,1928,45.4948113333333,33.9021,33.9021,1.33214939311197
"TSNAX","Tsnax",63.809249,65.811001,61.592526,2005,2041,3727,63.737592,14.94912,14.94912,4.05900714271383
"TSNAXIP1","Tsnaxip1",0.273044,1.037943,0.531295,8,3,9,0.614094,2.91665,2.91665,0.412110860046213
"TSPAN1","Tspan1",0.038708,0.237,0.06077,1,3,3,0.112159333333333,2.25805,2.25805,0.341357355882609
"TSPAN10","Tspan10",0,0,0,0,0,0,0,0.5436,0.5436,0.647836227001814
"TSPAN11","Tspan11",0.717521,0.761448,0.867701,52,55,83,0.782223333333333,17.24899,17.24899,0.0976614778863561
"TSPAN12","Tspan12",8.258094,7.192948,8.067322,188,184,342,7.83945466666667,1.02449,1.02449,4.36626244963752
"TSPAN13","Tspan13",57.231711,61.825918,59.062187,1415,1514,2801,59.373272,24.65037,24.65037,2.35369984916397
"TSPAN14","Tspan14",11.234519,11.691392,11.394821,376,371,646,11.440244,41.28257,41.28257,0.294216836866822
"TSPAN15","Tspan15",9.13602,7.458574,7.142068,160,150,259,7.91222066666667,121.27605,121.27605,0.0728860694033432
"TSPAN17","Tspan17",41.421779,42.736866,47.728171,190,210,405,43.962272,62.79676,62.79676,0.704773596652871
"TSPAN18","Tspan18",0.8501,0.528605,0.66218,27,27,55,0.680295,15.27319,15.27319,0.103255415809685
"TSPAN2","Tspan2",30.64407,35.957561,27.982425,1668,1565,2592,31.5280186666667,10.56892,10.56892,2.81167288447553
"TSPAN3","Tspan3",111.000844,127.744546,107.489071,2178,2626,4417,115.411487,290.90152,290.90152,0.398803976765863
"TSPAN31","Tspan31",29.042353,22.987732,24.761418,494,421,815,25.5971676666667,50.23114,50.23114,0.519160176148075
"TSPAN32","Tspan32",0.119148,0.128444,0.114398,2,3,1,0.120663333333333,2.94801,2.94801,0.283855241839138
"TSPAN33","Tspan33",5.508703,6.009662,5.476483,142,152,275,5.66494933333333,42.24433,42.24433,0.154123080027678
"TSPAN4","Tspan4",9.73425,12.454829,9.945464,92,101,187,10.7115143333333,74.97559,74.97559,0.154148382833662
"TSPAN5","Tspan5",76.628666,86.971474,64.986619,1923,1833,3340,76.1955863333333,15.52409,15.52409,4.67169970227306
"TSPAN6","Tspan6",9.642996,10.96068,9.537793,126,122,202,10.0471563333333,11.55159,11.55159,0.880139992888019
"TSPAN7","Tspan7",440.025182,492.571139,450.888237,9870,10761,19287,461.161519333333,224.00682,224.00682,2.05398893835011
"TSPAN8","Tspan8",0.271014,0.378385,0.466665,4,5,12,0.372021333333333,734.28407,734.28407,0.00186597451150184
"TSPAN9","Tspan9",18.186673,29.265226,21.493152,394,405,680,22.9816836666667,12.72243,12.72243,1.74762659869037
"TSPEAR","Tspear",0.10472,0.289424,0.109543,3,5,6,0.167895666666667,0.05227,0.05227,1.10988212784425
"TSPO","Tspo",2.952964,2.214258,2.51784,25,19,34,2.56168733333333,442.80758,442.80758,0.00802529630821838
"TSPO2","Tspo2",0.701098,0.993905,0.319092,2,3,4,0.671365,0.02091,0.02091,1.63713255820787
"TSPYL1","Tspyl1",45.884589,49.116935,43.117597,1854,1988,3439,46.039707,46.82315,46.82315,0.983617913081844
"TSPYL2","Tspyl2",37.022084,34.802621,41.78293,925,883,1800,37.8692116666667,126.53437,126.53437,0.304774404473607
"TSPYL4","Tspyl4",211.869099,238.533442,194.557532,6063,6498,10879,214.986691,21.8069,21.8069,9.4702344904393
"TSPYL5","Tspyl5",10.865355,12.290862,9.459915,568,644,979,10.872044,15.73317,15.73317,0.709491626511892
"TSR1","Tsr1",17.310346,14.005118,13.436371,484,483,822,14.9172783333333,11.83385,11.83385,1.2402574701538
"TSR2","Tsr2",26.543653,27.10204,25.754746,682,718,1262,26.466813,53.81683,53.81683,0.501065329753654
"TSR3","Tsr3",9.26345,7.911454,8.50557,122,106,227,8.560158,145.00647,145.00647,0.0654776326008019
"TSSC4","Tssc4",12.465883,17.697452,13.422014,207,213,397,14.5284496666667,79.01081,79.01081,0.194079395854968
"TSSK2","Tssk2",0,0.060022,0.061735,0,1,2,0.0405856666666667,1.66217,1.66217,0.390878744282546
"TSSK3","Tssk3",0,0,0,0,0,0,0,0.07318,0.07318,0.931810134367021
"TSSK4","Tssk4",0.415713,0.281715,0.158714,8,5,6,0.285380666666667,0.6586,0.6586,0.774979299811086
"TSSK6","Tssk6",0,0.20198,0.197811,0,3,6,0.133263666666667,0.78404,0.78404,0.635223238641884
"TST","Tst",13.372675,13.763018,13.222765,181,182,342,13.4528193333333,69.80089,69.80089,0.204133300207573
"TSTD2","Tstd2",5.997204,3.737666,3.978239,107,95,180,4.57103633333333,119.08072,119.08072,0.04639409501653
"TTBK1","Ttbk1",18.822481,17.326892,17.497914,1879,1780,3570,17.882429,8.14361,8.14361,2.0650956241572
"TTBK2","Ttbk2",11.432531,11.387308,10.212996,1773,1773,3027,11.010945,6.74279,6.74279,1.55124251077454
"TTC1","Ttc1",16.273534,19.462225,18.609737,309,320,603,18.1151653333333,191.97598,191.97598,0.0990546353661908
"TTC12","Ttc12",0.65162,0.367541,0.599528,33,16,53,0.539563,4.73563,4.73563,0.268420905811567
"TTC14","Ttc14",23.280161,18.436544,24.771193,1833,1290,3526,22.1626326666667,7.41184,7.41184,2.75357504026071
"TTC16","Ttc16",0.853607,0.286026,0.483479,12,12,12,0.541037333333333,0.16726,0.16726,1.32021771784635
"TTC17","Ttc17",11.151984,11.909954,14.502703,389,387,799,12.521547,16.50676,16.50676,0.772361476366843
"TTC19","Ttc19",28.979682,31.262074,33.128348,1031,1090,2128,31.123368,53.62866,53.62866,0.588031410618529
"TTC21A","Ttc21a",0.310078,0.52845,0.274371,18,22,29,0.370966333333333,2.22669,2.22669,0.424883187828187
"TTC21B","Ttc21b",2.729744,2.368428,2.304661,166,148,257,2.467611,7.89272,7.89272,0.389938174146943
"TTC22","Ttc22",0.156877,0.241535,0.380252,5,8,22,0.259554666666667,1.32765,1.32765,0.541127174045353
"TTC23","Ttc23",5.36786,7.617489,5.766203,28,47,62,6.25051733333333,6.87869,6.87869,0.920269401808338
"TTC23L","Ttc23l",0,0,0,0,0,0,0,0.68996,0.68996,0.591729981774716
"TTC24","Ttc24",0,0,0.017572,0,0,1,0.00585733333333333,0.02091,0.02091,0.985255637943926
"TTC26","Ttc26",2.72726,2.619013,2.929143,114,117,245,2.758472,1.3381,1.3381,1.60748984217955
"TTC27","Ttc27",13.326132,13.154386,12.702141,171,168,284,13.0608863333333,7.61046,7.61046,1.63300059849687
"TTC28","Ttc28",2.060418,1.357944,3.113669,221,206,394,2.17734366666667,1.68308,1.68308,1.18421503148123
"TTC29","Ttc29",0.222338,0.175751,0.167248,5,3,4,0.188445666666667,0.75268,0.75268,0.678073388563039
"TTC3","Ttc3",431.542857,456.857946,407.172174,11706,12226,21324,431.857659,35.01021,35.01021,12.0204147379313
"TTC30A","Ttc30a1",1.0953,1.242602,0.932341,56,61,90,1.090081,1.50537,1.50537,0.834240451510156
"TTC30B","Ttc30b",3.842061,4.619453,3.751394,142,168,265,4.07096933333333,0.95131,0.95131,2.59875126624336
"TTC32","Ttc32",1.166876,1.480148,1.520138,14,16,30,1.389054,8.69767,8.69767,0.246353402415219
"TTC33","Ttc33",44.915008,32.806894,34.4065,442,391,746,37.376134,3.46025,3.46025,8.60403206098313
"TTC34","Ttc34",0.773442,1.306652,0.787373,19,23,36,0.955822333333333,0.42861,0.42861,1.36903866928926
"TTC36","Ttc36",0,0.11442,0.159388,0,1,1,0.0912693333333333,1.9967,1.9967,0.364157017163324
"TTC38","Ttc38",5.039951,3.683025,1.866003,99,104,186,3.52965966666667,17.08172,17.08172,0.250510441853246
"TTC39A","Ttc39a",1.153769,1.387138,1.397918,19,22,60,1.31294166666667,33.66166,33.66166,0.0667291083769983
"TTC39B","Ttc39b",10.295178,11.228102,12.912419,1103,1058,2022,11.4785663333333,3.24072,3.24072,2.94255841775296
"TTC39C","Ttc39c",9.956318,12.250601,9.716284,236,217,437,10.6410676666667,10.66301,10.66301,0.998118638899106
"TTC4","Ttc4",32.760027,28.218811,34.327405,392,339,786,31.7687476666667,16.09905,16.09905,1.91640750022175
"TTC5","Ttc5",15.694436,16.667624,16.917072,284,291,610,16.4263773333333,19.65339,19.65339,0.843753850255737
"TTC7B","Ttc7b",62.263691,58.738314,62.548999,1751,1813,3348,61.183668,26.84569,26.84569,2.23315234781397
"TTC8","Ttc8",22.283233,16.210607,18.521622,227,175,424,19.005154,10.26576,10.26576,1.77574828506909
"TTC9","Ttc9",13.540183,14.828048,12.904798,655,737,1197,13.7576763333333,38.19866,38.19866,0.376484204647132
"TTC9B","Ttc9b",17.744101,23.480334,21.997671,426,592,1107,21.0740353333333,27.82836,27.82836,0.765705552911554
"TTC9C","Ttc9c",10.688801,12.674476,12.802009,374,417,776,12.0550953333333,41.76345,41.76345,0.305286297839237
"TTF1","Ttf1",11.873314,1.522464,16.224473,129,79,232,9.873417,13.24513,13.24513,0.763307670761867
"TTF2","Ttf2",0.834773,0.673461,0.71736,26,29,45,0.741864666666667,2.75984,2.75984,0.463281593542988
"TTI1","Tti1",3.996156,5.218809,5.065103,179,214,386,4.76002266666667,5.39423,5.39423,0.900815683306147
"TTI2","Tti2",3.617895,2.951099,3.371247,196,154,342,3.31341366666667,4.18157,4.18157,0.83245303386168
"TTK","Ttk",0.089417,0.110576,0.107576,3,4,8,0.102523,0.59587,0.59587,0.690860157782275
"TTL","Ttl",16.004989,16.602323,13.989405,987,981,1641,15.532239,93.24906,93.24906,0.175410120801205
"TTLL1","Ttll1",12.073782,13.597178,12.778034,328,329,601,12.8163313333333,27.04432,27.04432,0.492660593422602
"TTLL10","Ttll10",0.032993,0,0.101602,1,0,2,0.044865,0.09409,0.09409,0.955008271714393
"TTLL11","Ttll11",21.057463,15.495702,18.526306,380,380,639,18.3598236666667,7.64182,7.64182,2.24024842760746
"TTLL12","Ttll12",3.181877,2.679338,3.041467,159,138,259,2.96756066666667,25.45532,25.45532,0.149972129109255
"TTLL2","Ttll2",0.094085,0,0,2,0,0,0.0313616666666667,0.07318,0.07318,0.961033253197662
"TTLL3","Ttll3",5.446275,6.096482,4.271464,120,89,181,5.271407,21.15876,21.15876,0.283021567993877
"TTLL4","Ttll4",6.773641,7.871038,8.004612,306,297,621,7.54976366666667,26.88751,26.88751,0.306580389094138
"TTLL5","Ttll5",14.111474,12.847434,11.080196,356,324,625,12.6797013333333,13.96645,13.96645,0.914024456924209
"TTLL6","Ttll6",0.090169,0.069256,0.094737,4,3,8,0.0847206666666667,0.29271,0.29271,0.839105960862581
"TTLL7","Ttll7",43.105345,49.759127,41.984638,4118,4637,7552,44.9497033333333,17.46852,17.46852,2.48800138469857
"TTLL8","Ttll8",0.755097,0.154787,0.47624,17,6,31,0.462041333333333,0,0,1.46204133333333
"TTLL9","Ttll9",1.362509,1.398836,0.595767,11,14,19,1.11903733333333,0.5436,0.5436,1.37278915090265
"TTN","Ttn",0.053436,0.032953,0.305919,17,18,55,0.130769333333333,0.30316,0.30316,0.86771335318252
"TTPA","Ttpa",1.309624,2.930664,1.312609,51,62,89,1.85096566666667,0.32407,0.32407,2.15318349231284
"TTPAL","Ttpal",20.114451,22.449191,19.083408,859,960,1521,20.5490166666667,6.74279,6.74279,2.78310746729108
"TTR","Ttr",2.979013,1.23563,0.299048,42,17,8,1.50456366666667,0.06272,0.06272,2.35674840660444
"TTYH1","Ttyh1",306.861024,365.755915,325.779604,4569,4555,8484,332.798847666667,297.4875,297.4875,1.11830092605776
"TTYH2","Ttyh2",8.021283,8.082495,6.810942,384,381,627,7.63824,9.29354,9.29354,0.839190404855861
"TTYH3","Ttyh3",45.070778,38.262036,43.935908,2228,2085,4286,42.4229073333333,22.67457,22.67457,1.83415822687945
"TUB","Tub",32.669779,29.466046,33.046381,2121,1955,4042,31.727402,2.67621,2.67621,8.90248435209087
"TUBA1A","Tuba1a",336.457271,407.622986,340.846712,7809,9261,15071,361.642323,0,0,362.642323
"TUBA1B","Tuba1b",221.825376,235.128966,220.213923,4892,5146,9267,225.722755,0,0,226.722755
"TUBA1C","Tuba1c",1.372745,0.8367,1.80046,20,16,59,1.336635,0,0,2.336635
"TUBA3E","Tuba3a",0,0,0.055737,0,0,2,0.018579,0.2718,0.2718,0.800895581066205
"TUBA4A","Tuba4a",526.296995,502.811578,437.649076,4511,4683,7960,488.919216333333,362.73048,362.73048,1.34692923269266
"TUBA8","Tuba8",2.920522,3.594986,2.177527,88,106,125,2.89767833333333,17.8135,17.8135,0.207174546646468
"TUBAL3","Tubal3",0,0.049947,0.01277,0,2,1,0.0209056666666667,0.12545,0.12545,0.90710886015964
"TUBB","Tubb5",125.154282,137.376451,121.299671,3956,4171,7174,127.943468,865.33454,865.33454,0.148837962757435
"TUBB1","Tubb1",0.172662,0.05898,0,3,1,0,0.077214,0.02091,0.02091,1.05515079683812
"TUBB2A","Tubb2a",181.917997,190.906963,175.482304,3677,3797,6792,182.769088,993.14429,993.14429,0.184851524923007
"TUBB2B","Tubb2b",72.883906,69.414979,63.74746,1129,1024,1828,68.682115,308.65229,308.65229,0.225033423779944
"TUBB3","Tubb3",133.556743,133.086631,114.935847,2522,2692,4585,127.193073666667,0.61678,0.61678,79.2891263292883
"TUBB4A","Tubb4a",186.806804,214.517456,183.00982,5470,6206,10318,194.778026666667,377.62733,377.62733,0.517073151234663
"TUBB4B","Tubb4b",110.865508,121.670184,103.477431,2230,2396,3970,112.004374333333,855.07923,855.07923,0.132002238079451
"TUBB6","Tubb6",2.06226,2.2245,2.319756,46,49,96,2.202172,117.32446,117.32446,0.0270626377673729
"TUBD1","Tubd1",2.803269,2.843392,2.249731,46,49,90,2.63213066666667,3.93068,3.93068,0.736638894973242
"TUBE1","Tube1",0.577273,1.236477,0.59574,19,34,48,0.803163333333333,4.81926,4.81926,0.309861276748819
"TUBG1","Tubg1",12.702845,13.56004,13.054292,274,291,553,13.1057256666667,53.0537,53.0537,0.260957634105837
"TUBG2","Tubg2",14.565463,19.299003,17.301805,322,423,741,17.0554236666667,88.54479,88.54479,0.201635669330027
"TUBGCP2","Tubgcp2",6.34368,9.126696,8.779655,259,325,642,8.08334366666667,107.75911,107.75911,0.083518002921012
"TUBGCP3","Tubgcp3",14.567901,19.940842,11.766977,443,398,753,15.42524,7.3073,7.3073,1.97720559026398
"TUBGCP4","Tubgcp4",12.594951,9.177127,9.993683,326,278,559,10.588587,8.53041,8.53041,1.21595891467419
"TUBGCP5","Tubgcp5",14.033311,25.53671,18.70822,364,323,602,19.4260803333333,16.48585,16.48585,1.16814912248094
"TUBGCP6","Tubgcp6",11.377473,9.440929,8.167748,447,426,831,9.66205,18.56618,18.56618,0.54492241203955
"TUFM","Tufm",67.494013,80.362063,59.903996,464,493,769,69.2533573333333,257.2085,257.2085,0.272079956056185
"TUFT1","Tuft1",0.843883,0.736605,0.965249,14,14,29,0.848579,4.44292,4.44292,0.339630014771483
"TULP1","Tulp1",0.042465,0.084304,0.056381,1,2,2,0.06105,0.11499,0.11499,0.951622884510175
"TULP2","Tulp2",0.047272,0.053558,0.023375,1,1,1,0.0414016666666667,0.67951,0.67951,0.620062796093305
