"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"PDE6D",32.745043,28.805654,29.492824,441,579,623,7.57385433333333,41.451527,40.485791,52.476312,689,503,578,20.615371,0.396655432531477
"PDE6G",0.273797,0.199094,0,1,1,0,58.0826053333333,0.432993,0.700766,0.265986,3,3,2,53.2885523333333,1.08830688596307
"PDE6H",0,0.090275,0.085057,0,1,1,59.2309956666667,0,0.14052,0,0,1,0,62.9960533333333,0.941167345944667
"PDE7A",9.638653,11.113046,8.27945,467,698,588,3.21726733333333,8.587231,6.488456,7.904941,445,244,280,6.339563,0.57459379166489
"PDE7B",0.1942,0.172416,0.087249,17,20,10,3.645059,2.64065,1.156901,1.366351,264,86,94,2.72286833333333,1.24770971844738
"PDE8A",9.520984,15.657654,18.659319,206,219,317,2.471484,32.781772,18.062105,18.895501,583,326,360,3.22296466666667,0.822049028115635
"PDE8B",1.16028,2.034488,1.631847,73,153,155,34.9745916666667,1.11,1.055538,1.439743,80,61,65,47.077251,0.748266402891186
"PDE8B.1",0,0,0,0,0,0,0.049634,0,0,0,0,0,0,1.11978333333333,0.495160983433841
"PDE9A",14.974884,16.353551,10.564245,232,331,324,2.55968966666667,15.563028,19.039612,18.964808,273,227,252,4.020094,0.709088249476338
"PDF",1.60128,1.556162,1.287594,66,89,82,0,1.681256,1.35694,2.249582,82,50,72,3.36771966666667,0.22895242284704
"PDGFA",2.471333,1.634552,1.77995,64,74,74,0.757906666666667,8.537112,5.227116,7.326517,215,111,140,0.826014666666667,0.962701285349296
"PDGFB",3.418453,2.442947,2.693776,94,140,160,21.0140356666667,5.046227,3.400366,4.564967,166,110,141,20.436311,1.02695075037242
"PDGFC",4.120852,1.10899,0.74928,112,28,18,0.0933706666666667,21.404159,3.910266,4.52726,543,94,113,0.057502,1.03391829676603
"PDGFD",3.464888,0.919973,0.758036,153,59,49,0.278287666666667,2.030514,1.026952,2.20893,139,54,57,8.57769733333333,0.133465030495152
"PDGFRA",1.816132,0.832514,1.620442,57,35,50,11.3491836666667,3.157499,0.263647,0.23227,349,24,19,14.4383386666667,0.799903664073008
"PDGFRB",5.658515,0.949326,0.254626,111,6,8,34.4537523333333,71.488427,9.473959,9.34254,1940,136,118,63.3973363333333,0.550546875880358
"PDGFRL",1.074584,0.539822,0.589202,18,10,9,6.53944433333333,1.149967,0.888577,1.361746,29,17,20,5.26890933333333,1.20267241595667
"PDHA1",101.939997,111.128195,103.046569,804,1140,1114,27.2269786666667,153.010772,145.704333,158.8995,1423,1047,1077,33.653096,0.814558637608214
"PDHA2",0,0,0,0,0,0,0.0166293333333333,0,0,0,0,0,0,0.0288566666666667,0.988115610532079
"PDHB",47.594743,42.450562,38.975543,968,1255,1197,0.017256,46.32931,50.99173,61.371085,1153,957,1031,0.00864166666666667,1.00854052892917
"PDHX",38.970118,39.93968,35.829556,705,1117,1081,0,33.209453,51.275661,45.591962,896,797,820,0,1
"PDIA2",62.091873,79.217981,66.226306,655,1138,994,6.763283,27.600146,47.916529,61.070957,392,469,438,4.46200433333333,1.42132494341363
"PDIA3",175.822013,146.889997,147.262791,3778,4417,4716,15.7304456666667,273.376878,299.584958,371.462774,7164,5870,6637,24.6807106666667,0.651479076409775
"PDIA4",20.451649,15.139823,14.425387,755,783,770,25.7799026666667,74.624149,65.485923,99.992075,3305,2242,2713,23.83705,1.07822397050643
"PDIA5",18.319549,8.116834,7.355104,153,135,150,0,35.17856,33.440611,34.510251,429,273,302,0,1
"PDIA6",38.80009,31.66184,32.899802,1352,1501,1626,0.599755333333333,123.477919,110.790127,148.055097,4932,3372,4039,0.538114333333333,1.0400756944163
"PDIK1L",5.446822,6.350287,5.306273,354,539,433,19.830354,2.338713,2.993717,3.68619,172,167,189,1.99176833333333,6.96255581286653
"PDILT",0,0.045354,0,0,2,0,0,0,0.187327,0,0,1,0,0,1
"PDK1",10.536161,9.653066,20.250713,382,353,1067,0.45248,41.920313,6.433654,5.226858,1306,134,123,0.309272666666667,1.10937930423456
"PDK2",16.098046,12.916585,11.81967,227,284,272,8.78960566666666,30.757184,26.984723,30.162358,545,385,381,16.516224,0.558887901106235
"PDK3",1.57881,1.549836,2.151284,305,448,624,60.640518,3.562592,1.993227,2.465379,842,369,414,81.2398636666667,0.749521159833635
"PDK4",0.678611,0.15984,0.159905,28,7,1,29.654061,0.589491,0.250745,0.42317,37,12,14,23.2028886666667,1.26654555256531
"PDLIM1",15.653802,13.16349,11.618723,225,184,187,39.8841553333333,49.20582,106.472745,115.418853,800,1279,1325,32.262998,1.22911817309232
"PDLIM2",13.552349,15.55284,17.891139,155,230,248,2.09256433333333,23.258929,13.478664,18.010679,298,134,123,1.71134533333333,1.14060141853319
"PDLIM3",4.333316,0.864168,0.612536,65,25,27,23.53341,46.270031,8.812345,11.515028,647,90,121,25.6014726666667,0.922257587292974
"PDLIM4",20.193105,16.846863,22.621399,181,185,336,0.0837736666666667,70.834212,40.937734,52.040175,637,304,338,0,1.08377366666667
"PDLIM5",2.035341,1.846516,1.753518,141,129,91,73.904115,15.282373,3.845232,4.926771,1064,192,240,56.2451506666667,1.30847965509183
"PDLIM7",53.691393,42.418049,44.55854,535,594,634,2.904442,126.465082,65.329897,83.837736,1547,634,738,2.18994233333333,1.22398513578145
"PDP1",21.141585,21.72681,24.12995,926,1315,1197,0,18.516298,27.691984,24.297272,892,927,872,0.142377,0.875367763881801
"PDP2",9.451739,8.14224,7.192331,455,611,571,0,8.742212,8.899989,6.320245,417,356,335,0.0343213333333333,0.966817533171509
"PDPK1",49.79027,50.30927,35.351998,1814,2559,2267,26.8042326666667,41.228091,45.036319,40.490626,1892,1539,1498,39.9233326666667,0.679422492130366
"PDPN",0.481036,0.263598,0.251709,11,4,11,6.778544,8.532749,4.69477,8.768622,273,96,179,13.94271,0.520557783695193
"PDPR",7.494375,7.343554,4.686677,829,1117,918,0,12.423259,11.857842,10.432757,1809,1238,1133,0,1
"PDRG1",12.657593,12.35234,12.45343,374,497,532,0.877196666666667,12.838385,15.252752,18.46043,438,395,422,0.389352,1.35113107885307
"PDS5A",10.236153,7.507556,6.817583,900,1124,1040,0.468025333333333,15.538484,11.212032,8.882391,1271,729,747,0.186015,1.23777973578187
"PDS5B",15.144415,20.244409,16.559763,821,1513,1233,0,17.995022,11.453665,13.879555,1158,578,505,0.021129,0.979308197103402
"PDSS1",7.745856,6.220345,5.186405,75,87,97,40.457558,4.952658,4.886469,8.116154,64,48,60,41.2217523333333,0.981900459097478
"PDSS2",24.074812,15.144508,9.628205,190,266,255,9.809845,18.667797,7.957438,40.128835,243,178,221,2.256432,3.31953653569305
"PDX1",0,0,0.017079,0,0,1,65.7066073333333,0,0,0,0,0,0,77.4243213333333,0.85058571370742
"PDXDC1",33.640016,30.135275,29.627889,1069,1630,1429,7.41943933333333,35.676344,36.665383,36.782523,1403,1037,1075,8.43070633333333,0.892768689400748
"PDXDC2P.NPIPB14P",13.894517,10.735126,10.810389,890,951,1004,5.26637566666667,14.730334,9.858143,11.938856,1076,542,593,5.949654,0.90168167604699
"PDXK",70.986915,46.782393,57.751916,2702,2447,3025,5.58447166666667,48.550757,35.471049,38.944273,1818,1332,1224,4.17333166666667,1.27277199509407
"PDXP",34.216964,35.942601,41.622409,803,1168,1467,1.113712,34.915279,36.226717,45.06485,949,748,808,1.537643,0.832943010502265
"PDYN",0.272787,0.19782,0.129026,5,7,3,0.0110586666666667,0.232858,0.280764,0.033598,3,3,1,0.08557,0.931362018724418
"PDYN.AS1",0,0,0.025521,0,0,1,0,0.03218,0,0,1,0,0,0,1
"PDZD11",52.049708,36.271031,44.953475,515,522,621,0,37.820581,44.060989,36.586552,452,334,306,0.0304523333333333,0.970447606018975
"PDZD2",7.097603,2.626782,2.789922,430,250,248,1.35602533333333,2.030539,3.092758,2.915014,230,197,166,0.106713,2.1288494246777
"PDZD3",0,0.025434,0.048736,0,1,3,347.571712,0.030128,0,0,1,0,0,295.991515,1.17367565871368
"PDZD4",97.183186,93.629414,76.456964,3343,4681,4672,83.794732,51.197909,52.735717,59.420203,1769,1294,1390,82.4520783333333,1.01608891825682
"PDZD7",19.383886,19.81818,18.242225,753,1213,1207,0.194693666666667,11.674309,12.125442,12.299349,596,438,370,0.124226666666667,1.06268042031856
"PDZD8",25.935589,23.13279,24.171706,1068,1262,1348,0.056857,29.773329,39.463865,12.209935,1033,772,758,0.111184333333333,0.951108621941814
"PDZD9",0.605306,0.473166,0.263425,11,10,7,0,0.141344,0.164174,0.205201,3,2,3,0,1
"PDZK1",0.773058,0.954494,0.822772,10,20,14,0,0.754663,0.993795,0.373043,18,16,5,0,1
"PDZK1IP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PDZRN3",1.160565,0.165165,0.455441,21,4,22,0,39.169354,8.832581,19.367208,835,239,310,0,1
"PDZRN4",1.823487,0.655697,0.474263,94,42,31,1.00033566666667,0.883733,0.292665,0.358518,52,13,14,3.04228833333333,0.494852296945666
"PEA15",177.127261,124.411153,185.95903,3945,3626,5630,9.71551533333333,139.781546,97.799345,112.901864,3566,1714,1768,9.85566866666667,0.98708938733883
"PEAK1",4.320469,3.125658,3.096439,477,427,572,0,15.986451,24.241003,15.301601,2540,2569,1951,0,1
"PEAK3",0.060088,0,0.071207,2,0,4,0,0.123968,0.03302,0.038834,5,1,1,0,1
"PEAR1",0.237597,0.056851,0.352942,2,3,7,0,3.722351,1.278832,0.723753,185,26,21,0,1
"PEBP1",269.100344,342.929617,297.648894,4858,8069,7763,0.0697253333333333,275.97556,322.95523,345.885174,5440,4884,4723,0.082336,0.988348658210882
"PEBP4",0,0.064017,0.347681,0,1,5,10.362159,0.226688,0.287664,0,3,1,0,11.7790743333333,0.889122224632702
"PECAM1",0.088748,0.057049,0.02787,10,9,5,0.208356333333333,0.042337,0.024913,0.033353,6,2,3,0.472176333333333,0.820795923676715
"PECR",7.234407,7.110991,5.657067,77,113,99,0.014666,8.462145,7.001182,6.460645,122,61,58,0,1.014666
"PEF1",29.719292,28.501879,23.452117,580,708,694,2.28942366666667,24.516959,23.41809,29.262142,463,334,425,2.91223333333333,0.84080457027955
"PEG10",287.867714,261.847726,232.322428,12501,14412,13043,0.775292666666667,546.792457,275.346482,336.579589,31561,11428,10709,6.68768266666667,0.230926892230376
"PEG13",3.964659,4.620305,4.204609,373,596,574,0.989557333333333,1.815382,2.939334,2.503147,198,243,181,1.305001,0.863148143247371
"PEG3",0,0,0,0,0,0,54.5934856666667,0,0,0,0,0,0,53.9766023333333,1.01122083408489
"PELI1",5.449133,6.650217,6.327608,278,507,480,0.291464,13.14837,5.323345,7.110319,731,265,290,0.336543666666667,0.966271459892444
"PELI2",3.917575,5.356363,3.9536,337,697,541,0,6.039424,13.966181,15.447033,511,1133,1069,0.128933333333333,0.885791897956773
"PELI3",8.213006,10.994168,13.351859,221,351,309,12.651217,8.772364,11.080397,8.58277,180,146,122,8.90730833333333,1.37789362566523
"PELO",10.267469,6.906414,7.453588,341,374,395,0,11.589779,10.163253,12.514417,423,311,315,0.0937946666666667,0.914248378123377
"PELP1",35.662166,28.740556,23.683741,1080,1622,1263,0,28.00283,30.802955,25.588581,971,810,813,0,1
"PEMT",50.357915,42.275591,45.814393,240,290,319,0.084258,31.387656,29.513691,41.222362,177,138,144,0.190915666666667,0.910440621740078
"PENK",615.377439,66.927815,151.245215,6835,1051,2378,0,12.940573,0.83462,2.403601,154,12,19,0,1
"PEPD",36.76618,43.633559,33.143909,492,764,693,0.0229873333333333,29.148855,45.535109,53.066082,407,466,468,0.0362016666666667,0.987247334415276
"PER1",23.265335,26.93875,18.34118,439,685,582,0,27.181757,34.110186,17.723219,594,373,290,0,1
"PER2",1.252595,1.532837,1.375156,133,222,176,0,2.237321,1.499986,1.598154,124,120,109,0,1
"PER3",2.071415,2.796996,2.364411,148,111,167,10.833501,3.48097,1.41212,1.72462,257,92,91,14.9175883333333,0.743422982941407
"PERCC1",0.116984,0.164602,0,3,6,0,128.210418333333,0.127841,0.042835,0.049722,4,1,1,100.586865666667,1.27192051339892
"PERM1",0.46417,0.045016,0.040251,2,1,1,24.7476006666667,0,0,0.027951,0,0,1,25.8650863333333,0.958403793950212
"PERP",10.44357,6.726811,6.493944,700,612,617,33.3431743333333,7.275192,5.297225,7.264015,548,307,383,33.4324353333333,0.997407647785122
"PES1",22.278927,24.133408,20.25693,448,640,625,0.471424666666667,27.671247,30.285202,36.972366,650,482,477,0.878078,0.783473671842526
"PET100",281.131402,313.399038,320.044658,198,256,283,0.0141986666666667,458.295703,322.623326,362.682813,252,172,138,0.017937,0.996327539589058
"PET117",4.34645,4.331312,4.3546,68,92,98,52.1755513333333,3.595709,4.877016,2.268445,64,66,28,53.6742203333333,0.9725891107205
"PEX1",18.171476,13.275487,12.919058,391,560,502,17.2473286666667,16.867856,13.955189,15.251987,386,276,276,15.2482393333333,1.12303421265049
"PEX10",4.539873,5.382767,4.566169,107,190,198,0.406499666666667,6.996494,6.755647,8.14724,220,175,171,0.751872333333333,0.802855116725591
"PEX11A",6.326309,5.0944,4.739912,142,192,197,242.218766,3.688763,1.820031,1.834832,107,34,60,157.752866666667,1.53205904943239
"PEX11B",21.64159,21.909771,22.309656,418,601,607,0.190991666666667,19.980302,20.687681,25.41371,400,344,361,0.304528666666667,0.912967033303983
"PEX11G",0.750876,0.683934,1.129565,8,13,18,0.070933,1.808178,0.839568,2.20269,31,11,19,0.227903,0.872164169319563
"PEX12",1.485408,1.761052,1.496738,54,89,81,0.0564043333333333,2.255746,2.787058,3.000335,104,90,95,0.0533196666666667,1.00292851900927
"PEX13",7.675263,7.422861,7.023681,278,370,361,4.14326566666667,6.188474,7.545902,10.110655,339,242,272,2.22010333333333,1.59723621705722
"PEX14",9.597574,10.986537,8.792064,224,372,373,37.7807526666667,9.336858,9.05966,9.554136,241,197,209,41.2464096666667,0.917965644244214
"PEX16",46.4213,41.60647,47.053114,261,297,331,3.549305,31.194254,40.550015,46.167999,182,162,141,12.1467316666667,0.34604075867272
"PEX19",29.053661,33.061229,32.347495,747,934,1026,0.0336266666666667,47.690468,36.541175,32.831209,1148,734,785,0,1.03362666666667
"PEX2",17.41232,11.634784,12.439124,241,277,273,7.22582033333333,24.873009,12.980295,15.326292,373,175,206,5.90351733333333,1.1915404765648
"PEX26",18.959386,20.34081,17.213499,1603,2372,2147,0.130360333333333,12.173921,13.649799,13.959854,1394,1242,1193,0.244725666666667,0.908120048942511
"PEX3",15.954376,13.758092,18.772089,150,185,249,4.73272866666667,21.623533,17.074523,17.77262,232,165,149,6.65270133333333,0.749111773341562
"PEX5",30.552969,34.615912,28.877783,955,1594,1469,0,22.614099,22.246725,23.78093,840,681,638,0,1
"PEX5L",3.492011,5.374582,4.102072,282,671,429,3.95326733333333,2.612718,6.243781,3.671646,281,339,285,3.90655733333333,1.00951991321546
"PEX5L.AS2",0,0.319124,0.298385,0,3,3,0,0,0.164681,0,0,1,0,0,1
"PEX6",6.60908,6.042058,5.956788,334,417,463,0,8.249425,5.738918,6.342266,487,261,253,0,1
"PEX7",2.564814,2.613941,2.676323,49,72,76,0,3.313642,3.523964,3.991312,74,60,61,0,1
"PF4",0,0,0,0,0,0,0.270677333333333,0,0,0,0,0,0,0,1.27067733333333
"PF4V1",0,0,0,0,0,0,1.39150166666667,0,0,0,0,0,0,1.036511,1.17431315945098
"PFAS",20.92707,31.264408,20.088487,311,603,485,49.7387243333333,38.102076,34.293945,29.501418,713,454,437,28.8605523333333,1.69918907617438
"PFDN1",111.171906,110.159854,97.81452,850,1157,1133,1.87130433333333,102.281478,83.260224,91.986665,875,598,715,1.52082966666667,1.13903147495487
"PFDN2",76.631828,79.88285,86.35051,450,543,665,1.64718733333333,59.80983,51.63043,72.39272,382,253,254,2.60700366666667,0.733902035586139
"PFDN4",48.354718,59.791167,69.310001,330,556,558,1.02904366666667,42.919287,48.380191,47.161214,326,234,280,3.39985866666667,0.461161100932333
"PFDN5",221.598949,260.66774,222.293363,1221,1851,1797,16.9379543333333,246.231889,191.063325,245.893578,1531,911,913,5.60699033333333,2.71499630366242
"PFDN6",57.582202,53.763393,55.607633,296,391,414,740.023892,54.292807,52.177714,58.031133,337,244,230,1130.99982733333,0.654614845433007
"PFKFB1",0.367054,0.328667,0.544754,7,9,17,0.283122333333333,0.181609,0.059915,0,4,1,0,0.150178,1.1155858774323
"PFKFB2",5.79088,4.104201,4.948709,378,396,462,4.399617,5.154874,4.573381,7.168117,388,279,255,9.13332333333333,0.532857466635658
"PFKFB3",163.863361,149.285987,200.73687,1578,1669,3087,0,132.456296,51.538478,54.621074,1811,543,483,0,1
"PFKFB4",15.599447,15.021907,23.387216,472,679,1152,10.0932106666667,40.237709,12.007754,13.0378,1468,375,348,3.478535,2.47697308755356
"PFKL",37.673818,55.564433,38.200279,1632,2297,2506,0,56.740885,27.928463,46.81715,2836,1112,1134,0.013579,0.986602918963396
"PFKM",136.18711,147.103431,132.449715,2795,4025,4088,0,136.858589,154.785833,147.666318,3235,2826,2820,0,1
"PFKP",247.425911,217.035876,274.481228,3021,3708,5434,62.0120146666667,245.649576,184.344363,172.019128,3463,1969,1653,52.205175,1.18432116174163
"PFN1",145.322721,126.868778,154.574204,1407,1666,2179,0.388454666666667,277.748396,194.614298,251.39409,3136,1653,1861,0.30737,1.06202120797224
"PFN1P2",2.423844,1.173058,1.07049,66,43,41,0.209155666666667,4.798955,2.872889,1.673426,146,67,36,0.030698,1.17314253706388
"PFN2",386.875072,412.487962,398.203737,5827,8421,8375,0.217623666666667,246.35344,260.254478,266.365178,4215,3125,3356,0.352833333333333,0.900054453615868
"PFN3",0,0,0,0,0,0,0.109654666666667,0,0,0,0,0,0,0.206968333333333,0.91937347154924
"PFN4",1.278693,0.490163,1.056908,15,13,25,0.09787,0.858696,1.23537,0.745807,13,16,8,0.194308333333333,0.919251728685362
"PGA3",0.215354,0.097993,0.149696,4,2,3,0,0.458116,0.077351,0.108795,11,1,2,0,1
"PGA4",0.248973,0.141896,0.126598,5,8,6,0.524116333333333,3.167568,0.081102,0.130793,36,4,4,0.103745333333333,1.38085868841726
"PGA5",0.183485,0.089067,0.127443,2,2,2,0.0450046666666667,2.210404,0.000375,0.45467,19,0,4,0,1.04500466666667
"PGAM1",176.213665,153.283282,215.730334,4698,5566,8368,0,243.40518,126.709942,163.128386,7516,2972,3372,0,1
"PGAM1P5",0.112186,0.082262,0.021082,3,1,1,9.76141233333333,0.096941,0,0.146539,3,0,2,18.0166346666667,0.565894677053269
"PGAM2",4.802936,1.15621,2.17832,49,16,33,3.26771,0.675822,0,0.323962,8,0,3,1.604765,1.63842419565681
"PGAM4",0,0.082227,0.038087,0,3,1,122.0041,0.097932,0,0.073904,3,0,1,134.453327666667,0.908092123825096
"PGAM5",7.899641,8.931445,8.254736,281,447,443,1.373747,10.014048,10.100985,9.978379,410,303,321,1.54416033333333,0.933017848324811
"PGAP1",15.895839,20.794541,17.004343,1503,3089,2396,0.0408903333333333,14.948353,10.550844,9.409214,1581,773,732,0,1.04089033333333
"PGAP2",11.773846,12.218596,12.145529,175,230,252,0,11.86451,8.569478,11.255048,179,128,132,0,1
"PGAP3",3.395327,3.417735,3.064751,79,133,100,0.077401,6.462272,8.495029,7.729242,197,137,157,0.0212583333333333,1.05497401081999
"PGAP4",29.442735,24.856797,24.35645,2025,2325,2420,0.0556023333333333,17.816904,23.289597,23.924707,1407,1401,1289,0.0220733333333333,1.03280488679873
"PGAP6",57.629848,47.216453,53.785484,908,1085,1273,0.231341333333333,63.078453,55.41859,68.440323,1182,823,898,0.482724,0.830458894125497
"PGBD1",6.175098,6.678112,5.400228,304,446,382,0.0391126666666667,5.153999,6.410872,6.384898,290,275,246,0.019019,1.01971863789259
"PGBD2",1.568141,1.402999,7.625902,52,81,58,0.027214,2.724404,5.372737,6.041483,92,69,69,0.0309273333333333,0.996398064913725
"PGBD4",0.996181,0.838793,0.871679,107,122,134,0,0.865035,0.970887,1.242491,106,91,104,0,1
"PGBD5",15.889916,19.436391,13.467332,1011,1971,1621,0,4.727911,6.472776,8.54292,404,464,454,0,1
"PGBP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PGC",0,0.180389,0,0,3,0,0.739556666666667,0.213143,0,0,1,0,0,2.97978333333333,0.437098334498947
"PGD",168.196362,188.996857,158.756652,2253,3634,3307,0,167.828403,171.755675,181.918558,2681,1972,2182,0,1
"PGF",6.915568,1.859126,5.008383,182,65,194,0.255454333333333,8.936957,4.215199,3.913182,267,99,79,0.547027666666667,0.811526749252276
"PGGHG",26.46448,27.984945,27.040298,792,1085,1193,24.5999896666667,15.631588,5.250189,9.182426,492,139,167,31.207235,0.794852140106615
"PGGT1B",3.366013,2.547352,2.86895,173,207,215,0.093916,7.398184,4.68364,9.008085,391,204,223,0.269744,0.861524842802959
"PGK1",582.196286,586.52857,951.072961,5253,6834,12195,0.0627163333333333,1461.815575,559.523394,558.308263,13571,4118,4020,0.0553486666666667,1.0069812630644
"PGK2",0,0,0.029489,0,0,1,0.671584,0,0,0,0,0,0,1.14401733333333,0.779650413274022
"PGLS",20.188417,21.31815,24.185311,220,357,413,14.2427236666667,30.924323,23.686178,27.832555,430,241,244,11.191139,1.25031169496687
"PGLYRP1",0.249584,0.361933,0.085681,2,4,1,2.19741233333333,0.214471,0.283067,0.162942,2,2,1,0.197370333333333,2.67036207956825
"PGLYRP2",0,0,0,0,0,0,0.705150666666667,0,0,0,0,0,0,1.40009733333333,0.71045063172438
"PGLYRP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PGLYRP4",0,0,0,0,0,0,17.063934,0,0,0,0,0,0,30.339397,0.576396986834176
"PGM1",8.694096,6.691617,9.617445,314,329,487,1.81064366666667,21.994842,15.196459,17.732279,899,482,494,1.68913666666667,1.04518439003348
"PGM2",2.1692,2.18642,3.505661,44,68,95,29.729934,7.432173,4.379956,4.645809,214,95,93,35.1791206666667,0.849383109200682
"PGM2L1",49.550683,52.495184,45.153919,6868,9834,8792,0.208441,26.071075,32.008166,31.917308,4045,3824,3480,0.183087333333333,1.02143008884664
"PGM3",88.472333,79.173507,106.63458,621,805,833,5.47295933333333,133.322317,103.74961,52.325709,1294,695,668,4.20126366666667,1.24449744296114
"PGM5",1.462982,0.504646,0.17698,13,11,9,65.631585,11.813578,0.997361,1.104545,310,18,17,57.1997626666667,1.14487726318792
"PGM5.AS1",0.036233,0.044647,0.03234,1,2,1,254.565846,0.842345,0.041497,0,9,1,0,274.607851333333,0.927280717017406
"PGM5P2",0.558981,0.590171,0.22043,16,18,9,0.0461903333333333,2.64534,0.402432,0.696096,88,10,13,0,1.04619033333333
"PGM5P3.AS1",0.168249,0.143266,0.197743,3,3,4,4.94962966666667,0.175808,0,0.616268,4,0,4,6.93107866666667,0.750166517912906
"PGM5P4.AS1",0.92709,0.102238,1.537668,4,2,9,40.267421,2.113018,0.426838,0.678547,7,1,1,71.576634,0.568604779879982
"PGP",8.158495,10.024707,7.93197,250,433,431,51.9170003333333,15.085701,14.579119,17.945607,531,354,372,18.1994876666667,2.75616731300625
"PGPEP1",12.910667,19.048617,15.343812,607,849,779,11.5270253333333,7.025375,17.919986,8.30594,544,401,341,21.1254876666667,0.566180755970682
"PGPEP1L",0.157119,0.114298,0.108761,2,1,2,0.179598,0.135255,0,0,3,0,0,0.06156,1.11119296130223
"PGR",0,0.003456,0,0,1,0,2.92690833333333,0.201606,0.222899,0.298046,39,41,41,2.91751533333333,1.00239769323175
"PGRMC1",102.583375,86.869008,81.787431,2854,3298,3277,0,57.185613,57.721909,77.450731,1806,1396,1697,0.168733666666667,0.855626930686518
"PGRMC2",26.741296,20.508113,18.417909,725,755,659,0,42.515993,33.555642,35.018964,1102,674,691,0,1
"PGS1",21.092773,18.337884,14.682669,473,693,564,0,18.326147,18.606434,16.29739,512,434,411,0,1
"PHACTR1",21.561334,27.653851,19.49863,537,1013,711,0,17.847546,24.58853,16.929487,489,502,364,0,1
"PHACTR2",0.479722,0.349511,0.344013,75,56,76,0,4.955084,3.58562,3.294917,443,348,324,0.0126946666666667,0.987464467736903
"PHACTR2.AS1",0.060168,0,0,1,0,0,0,0.052457,0,0,1,0,0,0,1
"PHACTR3",17.555088,20.330329,20.823001,641,996,1114,0.012556,16.386939,17.434162,22.882141,563,487,550,0.289807,0.785044584189728
"PHACTR4",15.269248,15.634915,11.214096,861,1292,1051,0,12.856943,10.46069,15.119563,902,525,667,0,1
"PHAX",31.585437,29.170265,24.085497,562,823,734,6.018584,27.215498,37.171585,41.10002,625,607,687,6.969475,0.880683357435716
"PHB",88.927224,83.81488,84.484293,722,1052,1050,0.302077666666667,86.216911,86.207306,99.592945,923,697,619,0.467049666666667,0.887548456096351
"PHB2",87.704213,89.974166,88.946618,865,1278,1306,0.374778666666667,147.867152,112.659799,130.397313,1538,921,1006,0.707606333333333,0.805091103160194
"PHC1",64.725951,49.9635,42.797257,1978,2822,2221,0,39.741508,44.422457,46.177914,1294,1034,989,0,1
"PHC2",41.566463,59.563444,33.266493,1069,1794,1310,0,43.438452,37.115734,41.847655,1357,863,922,0,1
"PHC3",3.209144,2.642358,3.075099,580,554,542,2.43113066666667,4.856018,3.289453,4.396726,839,519,513,4.123942,0.669627147744191
"PHETA1",6.705247,6.727008,5.976754,203,316,306,2.58284066666667,5.581032,4.982097,6.883531,237,199,185,3.02227366666667,0.890750098969729
"PHETA2",0.328162,0.319629,0.408336,12,16,16,0.531093666666667,1.904477,1.148604,1.470938,60,30,41,0.575655,0.971718851313686
"PHEX",0.174339,0.057011,0.047117,18,8,7,0,0.186885,0.033455,0.236441,22,3,2,0.00974766666666667,0.990346433085758
"PHEX.AS1",0,0.052171,0.024558,0,2,1,1.12003933333333,0.185387,0,0,6,0,0,0.544581666666667,1.37256538717603
"PHF1",49.63301,53.552725,56.196647,919,1250,1356,0.52878,47.373596,35.131562,45.987061,909,527,618,0.250475333333333,1.22255910152566
"PHF10",12.000681,9.921718,7.815413,680,796,647,1.802155,22.536634,13.162845,15.405881,1206,552,640,2.78867966666667,0.739612542240969
"PHF11",22.761694,15.821653,16.113005,217,199,246,0.299688,14.052493,13.681854,11.514796,153,104,91,0,1.299688
"PHF12",18.41201,18.188176,12.957187,460,648,550,0.0491866666666667,25.589567,14.743705,23.712495,807,444,447,0.0850543333333333,0.966943898047502
"PHF13",7.059307,5.972274,5.597299,363,451,473,5.402275,7.425269,6.080897,7.566762,493,306,333,7.17656466666667,0.783003041130476
"PHF14",25.624087,25.703582,21.415362,1208,1592,1395,3.10551266666667,29.362068,29.487972,33.556301,1391,996,969,3.41271633333333,0.93038218560616
"PHF19",5.425314,5.258291,3.742368,96,117,121,0,41.745138,43.728107,50.302832,1009,823,793,0,1
"PHF2",9.663382,9.701351,7.836965,852,1173,893,0.533630333333333,7.995743,5.674131,7.267049,786,418,451,0.645406666666667,0.932067655007273
"PHF20",21.804926,19.991889,16.421743,775,953,893,0,31.478723,25.609646,22.901762,1012,605,579,0.0192183333333333,0.981144046663211
"PHF20L1",9.310749,15.586325,12.786728,597,839,758,30.7373076666667,18.72957,19.282428,13.180362,926,574,600,23.539005,1.29334126084846
