"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"TAS2R42",0,0,0,0,0.098912,0.0329706666666667,0,0,1,0.968081700932456
"TAS2R43",0.18976,0.18976,0,0,0,0,0,0,0,1.18976
"TAS2R46",0,0,0.208089,0.250194,0.100241,0.186174666666667,2,2,1,0.843046161835638
"TAS2R5",0.92351,0.92351,1.497326,1.862883,1.846498,1.735569,22,22,24,0.703148047079054
"TAS2R50",0,0,0.163293,0.202467,0.273627,0.213129,2,2,3,0.824314644196949
"TAS2R60",0,0,0,0,0,0,0,0,0,1
"TAS2R62P",0,0,0,0,0,0,0,0,0,1
"TAS2R63P",0,0,0,0,0.302162,0.100720666666667,0,0,3,0.908495706752122
"TAS2R64P",0.32892,0.32892,0.090268,0.14664,0.134106,0.123671333333333,3,4,4,1.18265898628721
"TAS2R7",0,0,0,0,0,0,0,0,0,1
"TAS2R8",0,0,0.187105,0.077396,0,0.088167,3,1,0,0.9189765909093
"TAS2R9",0,0,0,0,0,0,0,0,0,1
"TASP1",6.11033,6.11033,2.395398,2.975359,1.966075,2.44561066666667,77,64,58,2.06359066298069
"TAT",0.08856,0.08856,0.093476,0.04124,0.038101,0.0576056666666667,4,2,2,1.02926831266978
"TATDN1",67.63106,67.63106,13.354315,11.397261,15.117002,13.289526,124,92,120,4.80289269217188
"TATDN2",13.44778,13.44778,10.391356,10.507733,7.954881,9.61799,392,379,383,1.36068879326502
"TATDN2P1",0,0,0,0,0,0,0,0,0,1
"TATDN3",41.79817,41.79817,19.086657,4.133193,14.612368,12.6107393333333,130,83,114,3.14444123510508
"TAX1BP1",250.75106,250.75106,30.737614,31.26936,30.605257,30.8707436666667,1161,1018,1012,7.89912725705564
"TAX1BP3",63.431,63.431,61.861574,76.361324,73.359004,70.5273006666667,1065,1065,1109,0.900788921145829
"TAZ",20.89908,20.89908,15.899415,15.334455,15.077313,15.437061,202,186,170,1.33229900406161
"TBATA",0,0,0,0,0,0,0,0,0,1
"TBC1D1",194.4045,194.4045,16.263716,28.17605,16.104659,20.181475,241,239,182,9.2252546151767
"TBC1D10A",1.6446,1.6446,28.272485,22.709113,15.644031,22.208543,423,313,305,0.113949419401295
"TBC1D10B",12.1574,12.1574,15.891766,18.282574,14.274633,16.1496576666667,592,462,482,0.767210649666418
"TBC1D10C",0.0759,0.0759,1.404033,3.233405,1.946328,2.19458866666667,58,51,35,0.336788273002492
"TBC1D12",7.42601,7.42601,3.529602,2.179462,5.030086,3.57971666666667,132,136,124,1.83985399387881
"TBC1D13",8.58988,8.58988,8.351257,6.410894,8.66462,7.80892366666667,504,309,448,1.08865513686859
"TBC1D14",35.27037,35.27037,22.539904,21.667153,19.678639,21.295232,1047,721,930,1.6268218245049
"TBC1D15",40.19152,40.19152,14.680873,17.748938,19.827147,17.418986,407,349,366,2.23636197997002
"TBC1D16",4.81995,4.81995,26.520015,28.249579,19.362056,24.71055,2440,1988,1854,0.226364274587669
"TBC1D17",5.86996,5.86996,20.490899,15.128908,17.528604,17.716137,398,252,293,0.367060788238513
"TBC1D19",9.8423,9.8423,3.856204,2.89273,2.995538,3.24815733333333,93,62,66,2.55223598121601
"TBC1D2",0.94881,0.94881,0.808391,0.875884,1.24122,0.975165,29,26,35,0.986656810949971
"TBC1D20",23.88467,23.88467,16.369256,15.257594,15.779907,15.8022523333333,1079,837,919,1.48103179897092
"TBC1D21",0,0,0,0,0,0,0,0,0,1
"TBC1D22A",6.12298,6.12298,4.506732,4.496249,4.405552,4.469511,206,163,193,1.30230654989084
"TBC1D22B",6.79347,6.79347,3.496194,3.653205,3.736377,3.628592,185,156,175,1.68376689930761
"TBC1D23",26.1112,26.1112,17.621452,18.328713,15.261637,17.0706006666667,623,661,605,1.50029323873056
"TBC1D24",3.37776,3.37776,8.713504,8.357035,9.075397,8.715312,540,355,487,0.450604159701716
"TBC1D25",6.46455,6.46455,5.137775,5.090517,6.745424,5.65790533333333,186,143,171,1.12115592311416
"TBC1D26",0,0,1.241662,0.195328,1.354443,0.930477666666667,14,7,13,0.518006510651164
"TBC1D28",0,0,0.024856,0,0,0.00828533333333333,1,0,0,0.991782749327571
"TBC1D2B",7.84348,7.84348,9.414918,24.032517,17.73018,17.059205,331,432,307,0.489693760052007
"TBC1D3",0,0,11.294078,14.513742,12.300259,12.702693,351,358,334,0.0729783554225436
"TBC1D30",0.29097,0.29097,4.154138,2.910967,3.691462,3.58552233333333,173,110,169,0.281531722267627
"TBC1D3B",0.40482,0.40482,21.784228,24.605063,14.192287,20.1938593333333,118,109,68,0.0662842938563117
"TBC1D3C",0.70844,0.70844,3.41612,2.389706,2.883891,2.89657233333333,103,58,77,0.438446884556743
"TBC1D3F",1.70785,1.70785,0,0,0,0,0,0,0,2.70785
"TBC1D3G",0.60724,0.60724,0.594161,0,0,0.198053666666667,18,0,0,1.34154257419186
"TBC1D3H",0,0,0,0,0,0,0,0,0,1
"TBC1D3P2",0,0,0,0,0,0,0,0,0,1
"TBC1D3P3",0,0,0,0,0,0,0,0,0,1
"TBC1D3P4",0,0,0,0,0,0,0,0,0,1
"TBC1D3P5",0,0,0.258688,0.382129,0.23953,0.293449,11,12,9,0.773126733253495
"TBC1D3P7",0,0,0,0,0,0,0,0,0,1
"TBC1D4",87.27771,87.27771,2.171238,2.635146,2.630609,2.47899766666667,194,203,161,25.3744665728913
"TBC1D5",12.57487,12.57487,6.13163,7.698509,7.137865,6.98933466666667,547,421,499,1.69912396543325
"TBC1D7",41.34274,41.34274,15.177194,11.694387,23.183042,16.6848743333333,130,106,147,2.39429125714455
"TBC1D8",50.98263,50.98263,5.015636,5.028538,5.878556,5.30757666666667,105,83,106,8.24129974903198
"TBC1D8B",5.97117,5.97117,3.971246,4.875586,3.877448,4.24142666666667,281,274,265,1.33001383847146
"TBC1D9",10.60135,10.60135,12.146322,11.094766,11.07061,11.4372326666667,846,610,823,0.932791908853894
"TBC1D9B",18.49544,18.49544,130.088644,135.770071,116.973451,127.610722,1836,1456,1623,0.151584873304731
"TBCA",293.78901,293.78901,273.117679,339.956838,295.001128,302.691881666667,567,493,473,0.970684525322812
"TBCB",57.25742,57.25742,110.606584,102.918489,110.101799,107.875624,649,493,548,0.535082306393945
"TBCC",8.76699,8.76699,7.716089,6.310658,6.695042,6.907263,174,115,133,1.23519225299576
"TBCCD1",7.23624,7.23624,7.294245,9.479344,6.333006,7.70219833333333,115,85,92,0.946455100713057
"TBCD",31.05766,31.05766,27.332888,22.87152,26.643736,25.616048,681,465,518,1.20444853420763
"TBCE",45.85907,45.85907,50.891273,45.729477,50.055057,48.8919356666667,245,217,253,0.939211304870399
"TBCEL",12.49897,12.49897,5.093468,6.745775,4.786378,5.54187366666667,362,320,336,2.0634715202133
"TBCK",16.72433,16.72433,19.267995,36.413754,33.550345,29.7440313333333,440,370,392,0.576512878478071
"TBK1",22.11356,22.11356,8.048238,9.287455,6.471939,7.93587733333333,257,223,254,2.58660220343222
"TBKBP1",5.83201,5.83201,18.161067,12.317448,13.742052,14.740189,530,322,406,0.434048790646669
"TBL1X",5.54104,5.54104,2.372254,4.145058,2.941495,3.15293566666667,159,148,123,1.57504004998231
"TBL1XR1",45.07472,45.07472,35.130022,38.249733,25.040143,32.8066326666667,800,799,750,1.36288995281774
"TBL1Y",0,0,0.02948,0.074701,0.253276,0.119152333333333,1,2,3,0.893533409363098
"TBL1YP1",0,0,0,0,0,0,0,0,0,1
"TBL2",8.00794,8.00794,26.930507,31.495507,28.425615,28.950543,627,529,597,0.300760490385767
"TBL3",0.8729,0.8729,8.384079,8.068968,12.129869,9.52763866666667,302,229,264,0.177903142319094
"TBP",12.80259,12.80259,6.642297,8.329707,7.40069,7.45756466666667,146,144,139,1.63198160983615
"TBPL1",47.1368,47.1368,29.662814,27.713693,46.249259,34.541922,187,129,193,1.35436682349368
"TBPL2",0,0,2.082267,2.208697,1.222095,1.83768633333333,11,9,5,0.352399766053542
"TBR1",0,0,0.035644,0.033809,0.030738,0.033397,2,2,2,0.96768231376712
"TBRG1",33.84083,33.84083,14.945931,14.0156,14.816401,14.592644,672,503,593,2.23444016293837
"TBRG4",34.233,34.233,29.568773,32.813804,35.085216,32.4892643333333,440,329,404,1.05206849721482
"TBX1",0.12651,0.12651,0.432825,0.687638,0.274469,0.464977333333333,6,8,3,0.768960702918726
"TBX10",0,0,0.229476,0.566221,0.052336,0.282677666666667,5,10,1,0.779619093703198
"TBX15",1.05001,1.05001,0.639582,1.131898,0.688592,0.820024,35,50,31,1.12636426772394
"TBX18",3.02354,3.02354,0.371906,1.725852,0.275235,0.790997666666667,20,63,12,2.2465355901264
"TBX19",1.35363,1.35363,0.731111,0.377333,0.570422,0.559622,23,10,18,1.50910284671542
"TBX2",5.02236,5.02236,18.236632,10.423187,22.89592,17.1852463333333,542,289,428,0.331167358946416
"TBX20",4.49103,4.49103,0,0,0,0,0,0,0,5.49103
"TBX21",0.37952,0.37952,0,0,0,0,0,0,0,1.37952
"TBX22",0.08856,0.08856,0.299349,0.357922,0.076676,0.244649,3,9,2,0.874591953233402
"TBX3",29.40041,29.40041,3.19823,6.632524,2.957348,4.26270066666667,206,219,161,5.77657973073647
"TBX4",0.0506,0.0506,0.044115,0.049635,0,0.03125,1,2,0,1.01876363636364
"TBX5",32.55045,32.55045,0,0,0,0,0,0,0,33.55045
"TBX6",0.16446,0.16446,0.13415,0.300363,0.303138,0.245883666666667,4,7,8,0.934645851097387
"TBXA2R",0.7464,0.7464,0.471251,0.489394,0.197182,0.385942333333333,6,8,5,1.26008128765338
"TBXAS1",3.13739,3.13739,2.670481,5.594005,1.399479,3.22132166666667,13,6,10,0.980117206577877
"TC2N",8.0965,8.0965,0.681085,0.612379,0.636855,0.643439666666667,17,13,16,5.53503738804731
"TCAIM",40.79876,40.79876,13.645078,13.581671,11.252901,12.82655,334,266,250,3.02307951007301
"TCAM1P",0.0506,0.0506,0.089537,0.17207,0.089331,0.116979333333333,5,7,4,0.940572460606553
"TCAP",295.37035,295.37035,1.629968,2.681834,0.83611,1.71597066666667,19,19,8,109.121336852926
"TCEA1",54.89172,54.89172,85.362355,152.718989,126.871335,121.650893,542,607,550,0.455697619747457
"TCEA2",14.53574,14.53574,98.804498,95.720259,108.899299,101.141352,436,340,382,0.152100395146522
"TCEA3",98.68872,98.68872,0.148942,0.105954,0.352131,0.202342333333333,3,2,3,82.9120935329844
"TCEAL1",44.32832,44.32832,7.582592,6.742454,7.256898,7.19398133333333,104,80,80,5.53190423019432
"TCEAL2",1.594,1.594,3.070791,3.330374,3.927195,3.44278666666667,42,37,48,0.583867782682941
"TCEAL3",58.35804,58.35804,15.302763,16.423741,18.546695,16.757733,205,177,223,3.34265866031435
"TCEAL4",285.55335,285.55335,78.9588,64.231476,85.869655,76.3533103333333,512,391,551,3.70447429806398
"TCEAL4P1",0,0,0,0,0,0,0,0,0,1
"TCEAL5",0.7464,0.7464,1.668154,0.917292,2.184232,1.58989266666667,22,10,25,0.674313658815719
"TCEAL6",0.20241,0.20241,0,0,0,0,0,0,0,1.20241
"TCEAL7",13.8273,13.8273,5.357607,13.693174,6.605556,8.55211233333333,63,130,75,1.55225352074831
"TCEAL8",156.81904,156.81904,47.872871,46.239843,43.54923,45.8873146666667,571,468,510,3.36592191559645
"TCEANC",5.16152,5.16152,1.508727,1.337012,2.753582,1.86644033333333,44,30,63,2.14953715531726
"TCEANC2",3.90909,3.90909,1.512605,2.353502,2.144774,2.003627,163,168,161,1.63438735901628
"TCERG1",62.49484,62.49484,74.285984,84.785007,76.286036,78.4523423333333,1137,1006,987,0.799156300938424
"TCERG1L",0,0,1.019567,1.789381,1.091345,1.30009766666667,40,56,35,0.43476414697173
"TCF12",30.21006,30.21006,64.705571,201.626816,99.549477,121.960621333333,971,1147,880,0.253821586631323
"TCF15",4.69344,4.69344,0.167326,0.149453,0.067999,0.128259333333333,3,2,1,5.0462157340895
"TCF19",0.39217,0.39217,0.566311,1.164046,0.8598,0.863385666666667,13,40,23,0.747118551410989
"TCF20",4.75669,4.75669,8.025668,7.720802,8.029237,7.92523566666667,708,552,550,0.64499025179802
"TCF21",3.35246,3.35246,0,0,0,0,0,0,0,4.35246
"TCF23",0.12651,0.12651,0.139475,0.097693,0.121076,0.119414666666667,11,6,8,1.00633843163272
"TCF24",0.75905,0.75905,0,0.337088,0.036938,0.124675333333333,0,2,1,1.56405137364087
"TCF25",65.96115,65.96115,582.230006,563.792144,502.876584,549.632911333333,1868,1376,1452,0.121607605760172
"TCF3",8.1977,8.1977,96.047966,92.825157,82.320213,90.3977786666667,1134,1164,953,0.100633736773238
"TCF4",32.00647,32.00647,63.375871,74.727052,33.992006,57.3649763333333,361,787,266,0.565518433717746
"TCF7",0.97411,0.97411,1.196003,1.699258,2.162965,1.68607533333333,45,54,41,0.734942157244039
"TCF7L1",4.52898,4.52898,12.225953,12.440565,10.44092,11.7024793333333,440,345,341,0.435267781581118
"TCF7L2",10.13327,10.13327,141.7261,110.014918,73.434925,108.391981,841,532,761,0.101774096220088
"TCFL5",4.81995,4.81995,3.864099,5.098075,3.869854,4.27734266666667,129,132,110,1.10281828708236
"TCHH",0,0,0.190923,0.090866,0.145783,0.142524,21,8,14,0.875255136872398
"TCHHL1",0,0,0,0,0,0,0,0,0,1
"TCHP",13.39717,13.39717,9.651589,11.1944,10.455463,10.4338173333333,273,191,246,1.25917439296739
"TCIRG1",1.18917,1.18917,24.758936,35.229573,13.207589,24.3986993333333,92,94,83,0.0861922089501223
"TCL1A",0,0,0.081444,0,0,0.027148,1,0,0,0.973569534283278
"TCL1B",0,0,0,0,0,0,0,0,0,1
"TCN1",0,0,379.607058,163.787888,452.794877,332.063274333333,2029,694,2040,0.00300243250175698
"TCN2",11.47426,11.47426,8.338667,5.147951,7.915654,7.13409066666667,133,75,138,1.5335776930935
"TCOF1",16.3195,16.3195,14.339432,17.788668,12.650663,14.9262543333333,577,614,449,1.08748106350095
"TCP1",239.84609,239.84609,105.699202,108.811063,101.884706,105.464990333333,1791,1445,1651,2.26220928819822
"TCP10L",2.93498,2.93498,0.288101,0.349444,0.304032,0.313859,5,10,4,2.99497891326238
"TCP11",0.12651,0.12651,0,0.12722,0,0.0424066666666667,0,1,0,1.0806818835899
"TCP11L1",5.19947,5.19947,5.691231,7.67625,6.087122,6.48486766666667,214,215,184,0.828267148610911
"TCP11L2",34.06854,34.06854,2.160823,14.673631,6.961412,7.93195533333333,67,71,60,3.92618846504159
"TCTA",22.49308,22.49308,17.418959,15.141001,20.717297,17.7590856666667,531,350,541,1.25235741322645
"TCTE1",0,0,0.814626,0.262915,0.119819,0.39912,9,10,5,0.714734976270799
"TCTEX1D1",4.1368,4.1368,1.527476,0.404601,0.274469,0.735515333333333,10,5,2,2.95981251294044
"TCTEX1D4",0,0,0.541027,0.318829,0.072564,0.310806666666667,9,4,1,0.762889009820925
"TCTN1",31.93056,31.93056,147.062938,109.458386,138.132764,131.551362666667,646,426,562,0.248436223796598
"TCTN2",2.59341,2.59341,3.630027,3.842319,2.827204,3.43318333333333,149,129,105,0.810571034358305
"TCTN3",16.67372,16.67372,59.928023,30.782285,53.444577,48.0516283333333,1867,892,1620,0.360308527983967
"TDG",20.14004,20.14004,25.314122,31.569464,26.150188,27.6779246666667,869,896,809,0.737153760103561
"TDGF1",0.10121,0.10121,0.32583,0.408064,0.51027,0.414721333333333,5,5,7,0.778393577628009
"TDGF1P3",0,0,0,0.090378,0.028057,0.0394783333333333,0,3,1,0.962021013745677
"TDH",0.32892,0.32892,0.051287,0.063399,0,0.0382286666666667,1,1,0,1.27998777404849
"TDO2",0,0,0,0,0,0,0,0,0,1
"TDP1",2.30244,2.30244,9.931958,11.336758,6.91571,9.39480866666667,226,203,201,0.317700893388257
"TDP2",51.79228,51.79228,8.466278,9.916565,9.499992,9.29427833333333,226,195,217,5.12831286376396
"TDRD1",0.67049,0.67049,0.015458,0.017824,0,0.011094,1,1,0,1.65216092667942
"TDRD10",4.98441,4.98441,0,0.068716,0.062943,0.0438863333333333,0,1,1,5.73281765351847
"TDRD12",0.12651,0.12651,0.299502,0.137839,0.077124,0.171488333333333,8,6,3,0.961605820516067
"TDRD3",26.87025,26.87025,4.371425,2.92988,4.100599,3.80063466666667,107,75,100,5.80553446266549
"TDRD5",0,0,0.148117,0.098565,0.063472,0.103384666666667,8,4,3,0.906302244548139
"TDRD6",1.10062,1.10062,1.09478,2.296888,1.635883,1.67585033333333,43,25,34,0.785028958395904
"TDRD7",11.18329,11.18329,2.728867,2.760554,3.140009,2.87647666666667,144,100,140,3.1428771659488
"TDRD9",6.18623,6.18623,0,0,0,0,0,0,0,7.18623
"TDRKH",6.21153,6.21153,5.861017,5.607846,4.792592,5.420485,167,127,145,1.12320642443678
"TEAD1",45.68196,45.68196,9.945574,15.126538,9.535152,11.5357546666667,1337,1647,1152,3.72390504132393
"TEAD2",31.99382,31.99382,37.827496,81.541035,19.164155,46.177562,344,431,279,0.699354070055591
"TEAD3",17.0406,17.0406,4.705098,9.561632,4.668659,6.31179633333333,207,323,167,2.46732802413488
"TEAD4",5.50309,5.50309,2.259898,3.109597,2.317987,2.562494,27,44,25,1.82543184634136
"TEC",3.97234,3.97234,0.056026,0.034771,0.040546,0.043781,3,1,2,4.76377707584254
"TECPR1",2.65666,2.65666,44.156449,38.643702,36.360584,39.720245,760,496,560,0.0897995579348798
"TECPR2",6.33804,6.33804,9.863569,15.793031,13.803489,13.153363,607,434,473,0.518466176554646
"TECR",14.71285,14.71285,141.000708,113.271731,155.407071,136.559836666667,569,343,503,0.114225564530694
"TECRL",1216.91624,1216.91624,0.042792,0.131714,0.024569,0.0663583333333333,2,5,1,1142.12662097638
"TECRP2",0,0,0,0,0,0,0,0,0,1
"TECTA",0.72109,0.72109,0.851481,0.691258,1.162128,0.901622333333333,80,44,78,0.905064044437846
"TECTB",0,0,0,0.03023,0,0.0100766666666667,0,1,0,0.990023859575016
"TEDDM1",0.10121,0.10121,0.08018,0,0,0.0267266666666667,3,0,0,1.0725444616873
"TEF",9.70315,9.70315,1.091366,1.075226,2.24008,1.46889066666667,75,60,73,4.3352061492665
"TEFM",27.30038,27.30038,6.611949,9.433091,6.255412,7.433484,78,59,92,3.35571633265682
"TEK",23.17622,23.17622,0.047547,0.14927,0,0.0656056666666667,2,8,0,22.687773494698
"TEKT1",0,0,0,0,0,0,0,0,0,1
"TEKT2",0.06325,0.06325,0.279883,0.30144,0.54293,0.374751,7,6,9,0.773412785297119
"TEKT3",0.48073,0.48073,1.348866,0.300578,0,0.549814666666667,8,1,0,0.955423917354419
"TEKT4",0,0,0,0,0,0,0,0,0,1
"TEKT5",0,0,1.150375,1.435866,1.55483,1.380357,14,11,12,0.42010505146917
"TELO2",1.20182,1.20182,28.205743,18.744869,26.619121,24.5232443333333,498,344,392,0.0862672460931789
"TEN1",1.27773,1.27773,34.05993,43.458013,39.331299,38.9497473333333,57,64,51,0.0570148787424121
"TEP1",16.35746,16.35746,8.683923,11.613744,7.14895,9.14887233333333,468,465,329,1.71028459418004
"TEPP",0.39217,0.39217,0.19992,0.401298,0.453686,0.351634666666667,7,9,8,1.02998985919272
"TERF1",34.42277,34.42277,27.98846,33.144462,33.055973,31.3962983333333,666,603,657,1.09342029251387
"TERF2",25.88349,25.88349,37.314609,44.430905,37.70458,39.816698,309,254,267,0.658639510721813
"TERF2IP",102.59781,102.59781,39.349941,34.671222,45.585343,39.8688353333333,1200,839,1180,2.53488530208992
"TERT",0,0,0.024803,0.047724,0.031745,0.0347573333333333,2,3,1,0.966410159934439
"TES",14.48514,14.48514,50.174366,69.186091,50.117466,56.492641,880,1230,874,0.269341253604961
"TESC",35.7258,35.7258,1.449043,0.903755,1.264068,1.205622,9,4,6,16.650994594722
"TESK1",10.03207,10.03207,12.567342,11.349853,16.356385,13.4245266666667,265,193,279,0.764813311031812
"TESK2",1.92292,1.92292,0.564393,1.260907,1.412265,1.07918833333333,23,22,24,1.4057985768485
"TESPA1",0.55663,0.55663,0.058809,0.136534,0.053325,0.0828893333333333,4,7,3,1.43747837575277
"TET1",0.63254,0.63254,0.172544,0.231015,0.172237,0.191932,26,28,23,1.36965867180343
"TET2",4.36452,4.36452,2.980343,3.172231,2.695281,2.949285,449,383,358,1.35835220805791
"TET3",0.11386,0.11386,4.112325,4.474997,3.583394,4.05690533333333,757,639,580,0.220265147670024
"TEX10",15.45925,15.45925,11.729136,13.093254,11.855692,12.2260273333333,504,446,481,1.24445909457015
"TEX101",0,0,0,0.250274,0.057012,0.102428666666667,0,4,1,0.90708816836524
"TEX11",0.03795,0.03795,0,0,0.034636,0.0115453333333333,0,0,1,1.02610329541994
"TEX12",1.26508,1.26508,0.136957,0.146767,0,0.0945746666666667,1,1,0,2.06937002013568
"TEX13A",0,0,0,0,0,0,0,0,0,1
"TEX13B",0,0,0,0,0,0,0,0,0,1
"TEX14",0.92351,0.92351,0,0.231252,0.179135,0.136795666666667,0,4,2,1.6920455068589
"TEX15",0.01265,0.01265,0.044604,0.039453,0.028592,0.0375496666666667,7,5,4,0.976001470130426
"TEX19",0,0,0,0,0,0,0,0,0,1
"TEX2",57.85201,57.85201,36.524324,21.907551,41.690327,33.3740673333333,1768,1030,1657,1.71210492576565
"TEX22",0.03795,0.03795,4.403806,5.811001,2.588999,4.26793533333333,31,31,15,0.197031651742625
"TEX26",0,0,0,0,0,0,0,0,0,1
"TEX261",59.98999,59.98999,27.672033,29.974555,24.232263,27.2929503333333,1004,836,975,2.15566030694737
"TEX264",20.34245,20.34245,27.01196,24.669361,31.904813,27.8620446666667,263,180,287,0.739464242623421
"TEX28",0,0,0,0,0,0,0,0,0,1
"TEX28P2",0,0,0,0,0,0,0,0,0,1
"TEX29",0.30362,0.30362,0.305979,0.757,0.138779,0.400586,3,6,1,0.930767550154007
"TEX30",14.6496,14.6496,4.544875,7.086661,3.534223,5.055253,44,48,45,2.58446674317324
"TEX33",0,0,0.081304,0,0,0.0271013333333333,1,0,0,0.973613768716102
"TEX35",0.26567,0.26567,0.70308,0.66013,0.757397,0.706869,10,8,10,0.741515605474117
"TEX36",0,0,0,0,0,0,0,0,0,1
"TEX9",0.8223,0.8223,1.133512,1.853964,0.71074,1.23273866666667,32,40,16,0.816172545047816
"TF",1.58135,1.58135,1.99804,1.881452,1.607612,1.82903466666667,91,77,52,0.912449052114832
"TFAM",31.33598,31.33598,8.306626,10.909442,9.052816,9.42296133333333,291,264,277,3.10237934938772
"TFAP2A",0.16446,0.16446,57.560392,76.25794,62.506046,65.4414593333333,1565,1523,1404,0.0175261051109363
"TFAP2B",0.0506,0.0506,2.897143,9.640176,2.205453,4.91425733333333,193,467,158,0.17763853359554
"TFAP2C",0.0253,0.0253,0.119637,0.972854,0.355665,0.482718666666667,5,32,13,0.691500028326345
"TFAP2D",0,0,1.510095,1.024919,2.170481,1.56849833333333,41,16,35,0.38933254774677
"TFAP2E",0.32892,0.32892,2.093049,0.982572,2.230719,1.76878,46,17,41,0.479965905561294
"TFAP4",0.61989,0.61989,2.325518,2.433628,2.768369,2.50917166666667,59,46,53,0.46161606039032
"TFB1M",29.75463,29.75463,15.759955,11.617319,8.777577,12.051617,143,122,94,2.35638465333453
"TFB2M",23.47984,23.47984,4.966842,5.992781,6.604698,5.85477366666667,124,121,147,3.57121054470994
"TFCP2",31.04501,31.04501,12.838973,13.283218,14.899267,13.6738193333333,472,408,434,2.18382203515386
"TFCP2L1",0.13916,0.13916,0.046858,0.008287,0.02265,0.0259316666666667,7,1,3,1.11036634993559
"TFDP1",37.50956,37.50956,26.331096,28.186978,25.512374,26.676816,532,517,490,1.39140138085248
"TFDP2",43.1518,43.1518,55.620582,46.337489,49.842074,50.6000483333333,729,585,583,0.855654237274778
"TFDP3",0,0,0,0,0,0,0,0,0,1
"TFE3",14.06766,14.06766,17.013894,17.188202,16.694966,16.9656873333333,646,600,598,0.838690984677421
"TFEB",3.99765,3.99765,0.47173,1.514679,0.285524,0.757311,6,18,7,2.84391891930341
"TFEC",1.87232,1.87232,0.011007,0.064369,0.029313,0.0348963333333333,1,5,1,2.77546639937205
