"Hs_symbol","Heart","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"GDA",0.17711,0.17711,0.169989,0.164432,0.203655,0.179358666666667,4,4,2,0.998093313993255
"GDAP1",7.85613,7.85613,2.156947,1.513405,1.301249,1.65720033333333,107,83,79,3.33288005759445
"GDAP1L1",0.20241,0.20241,0.071847,0,0.31407,0.128639,4,0,3,1.06536279536681
"GDAP2",8.04589,8.04589,2.537756,1.840165,1.691465,2.02312866666667,108,115,77,2.99222791928803
"GDE1",178.50247,178.50247,30.678805,25.947266,24.8045,27.1435236666667,1115,971,907,6.37810929882258
"GDF10",0.34157,0.34157,0.017868,0.020079,0,0.012649,1,1,0,1.32481244735343
"GDF11",26.68049,26.68049,6.657458,4.753078,4.141299,5.183945,1083,778,761,4.47618631795723
"GDF15",0.0759,0.0759,6.217427,10.01877,4.797797,7.01133133333333,74,63,49,0.134297279095601
"GDF2",0,0,1.360178,1.693203,1.243876,1.432419,99,117,85,0.411113381370562
"GDF3",0,0,0,0.045642,0.091676,0.0457726666666667,0,1,2,0.956230767808682
"GDF5",0.03795,0.03795,0.058413,0,0.020856,0.026423,3,0,1,1.01123026276691
"GDF6",0.08856,0.08856,0.137918,0.205093,0.055902,0.132971,10,14,4,0.960801291471715
"GDF7",0.10121,0.10121,0.054142,0.010546,0.025904,0.0301973333333333,11,2,5,1.06893113034655
"GDF9",0.35422,0.35422,0.157821,0.120384,0.15337,0.143858333333333,6,5,4,1.18390534958437
"GDI1",59.3448,59.3448,38.114787,24.45453,19.98254,27.5172856666667,1136,881,784,2.11607797128238
"GDI2",159.77932,159.77932,60.838983,54.962749,47.638029,54.4799203333333,2122,1861,1607,2.89797315919001
"GDI2P2",0,0,0,0.175134,0,0.058378,0,1,0,0.944842012967012
"GDNF",0.30362,0.30362,0.058433,0.06801,0.027294,0.0512456666666667,4,5,2,1.24007169906685
"GDPD1",3.25125,3.25125,1.76077,1.677716,0.600326,1.34627066666667,44,38,24,1.81191797706772
"GDPD2",0.18976,0.18976,0.5052,0.485057,0.226538,0.405598333333333,20,17,8,0.84644380388423
"GDPD3",2.4669,2.4669,5.441017,0.189759,5.69099,3.773922,6,2,3,0.726216306005838
"GDPD4",0.24036,0.24036,0,0,0,0,0,0,0,1.24036
"GDPD5",1.22713,1.22713,4.848852,2.347096,2.873048,3.356332,101,88,68,0.511239731039783
"GDPGP1",3.70668,3.70668,1.915518,2.419212,2.483902,2.27287733333333,105,111,101,1.43808628330301
"GEM",13.57428,13.57428,4.814847,4.675669,3.463357,4.31795766666667,148,101,78,2.74057841628801
"GEMIN2",21.31656,21.31656,5.980123,8.762083,6.146536,6.962914,81,94,76,2.80256197668341
"GEMIN4",2.3657,2.3657,2.604381,1.955391,1.563159,2.040977,191,151,117,1.1067824584007
"GEMIN5",12.2586,12.2586,5.261714,3.33187,2.389306,3.66096333333333,250,197,136,2.84460508521486
"GEMIN6",14.83936,14.83936,5.629435,5.13348,3.60154,4.78815166666667,101,94,87,2.73651433344726
"GEMIN7",14.01706,14.01706,18.826548,15.159521,13.865124,15.9503976666667,220,193,164,0.885941456673396
"GEMIN8",16.07914,16.07914,6.440304,6.750164,4.700669,5.96371233333333,133,115,91,2.45259125915454
"GEMIN8P3",0,0,0,0,0,0,0,0,0,1
"GEN1",2.69462,2.69462,2.643532,0.686071,0.513272,1.28095833333333,102,117,54,1.6197665454944
"GET4",6.81877,6.81877,22.546597,20.531174,24.627769,22.5685133333333,593,486,477,0.331746423264712
"GFAP",2.61871,2.61871,2.886277,1.408918,1.033385,1.77619333333333,41,33,22,1.3034791044812
"GFER",6.07237,6.07237,14.545797,12.698385,7.007506,11.4172293333333,237,179,120,0.569561035730784
"GFI1",0.12651,0.12651,0.017546,0.018814,0.074616,0.036992,1,1,4,1.08632467752885
"GFI1B",0,0,0.201939,0.073166,0.017993,0.0976993333333333,4,4,1,0.910996271595926
"GFM1",103.10384,103.10384,33.531997,30.017597,28.637912,30.7291686666667,769,722,604,3.28101379187306
"GFM2",86.54397,86.54397,21.820256,20.872772,16.961557,19.8848616666667,787,723,538,4.19174287085295
"GFOD1",18.55869,18.55869,6.122928,5.967909,4.477689,5.522842,1004,807,673,2.99849206833463
"GFOD2",0.70844,0.70844,2.153292,1.865481,1.625713,1.88149533333333,178,141,120,0.592900491712289
"GFPT1",30.47572,30.47572,7.990405,3.999431,2.796132,4.928656,499,376,280,5.30908185598895
"GFPT2",7.61577,7.61577,1.873292,1.80018,1.313063,1.66217833333333,108,112,81,3.23636095002401
"GFRA1",3.99765,3.99765,0.010262,0.005171,0.005254,0.00689566666666667,2,1,1,4.96342388337488
"GFRA2",0.49338,0.49338,0,0,0.035476,0.0118253333333333,0,0,1,1.47592667509148
"GFRA3",0.65784,0.65784,0.104097,0.027982,0,0.0440263333333333,4,1,0,1.58792929552543
"GFRA4",0,0,0,0.041884,0,0.0139613333333333,0,1,0,0.98623090163859
"GFRAL",0,0,0.053928,0,0.085736,0.0465546666666667,2,0,3,0.955516259064664
"GGA1",14.599,14.599,16.358519,12.989209,9.481957,12.9432283333333,640,488,453,1.11875095401746
"GGA2",81.85053,81.85053,128.135548,101.148392,72.572676,100.618872,1912,1451,1200,0.815306530857772
"GGA3",19.10267,19.10267,10.610109,9.011371,5.997261,8.53958033333333,359,285,240,2.10729081338693
"GGCT",55.29655,55.29655,16.813484,20.707175,15.019377,17.5133453333333,305,345,266,3.0408631712086
"GGCX",24.4666,24.4666,6.446537,5.269564,3.292803,5.002968,171,157,115,4.24233479172303
"GGH",2.99823,2.99823,8.449737,7.70373,9.06626,8.40657566666667,84,126,95,0.4250462805682
"GGN",0,0,0.598896,0.364987,0.364944,0.442942333333333,7,1,4,0.693028388521879
"GGNBP1",0,0,0.248977,0,0,0.0829923333333333,2,0,0,0.923367570776894
"GGNBP2",96.38627,96.38627,19.001914,19.735055,17.212227,18.649732,573,459,384,4.95611186961736
"GGPS1",53.62665,53.62665,12.791704,11.687432,9.3328,11.2706453333333,343,337,262,4.45181557416594
"GGT1",0.43013,0.43013,9.560734,6.875691,5.987731,7.47471866666667,177,115,91,0.168752504507918
"GGT2",0,0,0.358172,0.365009,0.216668,0.313283,18,16,8,0.761450502290824
"GGT3P",0,0,0.39956,1.189035,0,0.529531666666667,7,5,0,0.653794898002548
"GGT5",22.94851,22.94851,0.752622,0.040912,0.465725,0.419753,7,3,9,16.8680819832746
"GGT6",0.03795,0.03795,0.130744,0.059696,0.283991,0.158143666666667,6,3,5,0.896218690197042
"GGT7",12.22065,12.22065,65.749979,51.119941,45.316861,54.0622603333333,1148,881,740,0.24010365575197
"GGTLC1",0,0,0,0,0,0,0,0,0,1
"GGTLC2",0,0,0,0,0,0,0,0,0,1
"GGTLC3",0,0,0.209636,0.434811,0.748004,0.464150333333333,4,7,12,0.682989975300806
"GH1",0,0,0,0,0,0,0,0,0,1
"GH2",0,0,0,0,0,0,0,0,0,1
"GHDC",2.80847,2.80847,1.43248,0.55076,0.692485,0.891908333333333,35,29,35,2.01303093437402
"GHITM",750.29231,750.29231,79.335377,76.905681,60.791692,72.34425,3254,3337,2574,10.2433702710165
"GHR",16.91409,16.91409,3.526572,2.013293,2.334472,2.624779,201,148,129,4.9421192298896
"GHRH",0.21506,0.21506,0,0.136618,0,0.0455393333333333,0,1,0,1.16213705334854
"GHRHR",0,0,0,0,0,0,0,0,0,1
"GHRL",0.0759,0.0759,3.627344,0,0.732718,1.453354,1,0,2,0.438542501408276
"GHSR",0,0,0,0,0,0,0,0,0,1
"GID4",16.30685,16.30685,3.628721,3.759325,3.16143,3.516492,214,143,144,3.83192309429531
"GID8",24.28949,24.28949,5.939513,5.03219,3.756407,4.90937,444,407,338,4.27955771935079
"GIGYF1",3.94704,3.94704,11.119861,4.76338,3.190279,6.35784,711,543,391,0.672349493873202
"GIGYF2",41.36804,41.36804,11.455977,5.848285,4.202698,7.16898666666667,643,452,365,5.18644989015366
"GIMAP1",9.41218,9.41218,0.022699,0.022966,0.106738,0.050801,2,2,1,9.90880290368966
"GIMAP2",10.05737,10.05737,0.144708,0.449748,0.168201,0.254219,1,3,1,8.81613976506495
"GIMAP4",65.822,65.822,0.32163,0.224204,0.142172,0.229335333333333,3,3,1,54.3562022404519
"GIMAP5",25.82024,25.82024,0.033554,0.07014,0,0.0345646666666667,1,2,0,25.9241793810859
"GIMAP6",26.25036,26.25036,0.014356,0.02926,0.014797,0.019471,1,2,1,26.7299020766653
"GIMAP7",50.41335,50.41335,0,0,0,0,0,0,0,51.41335
"GIMAP8",25.36481,25.36481,0.077217,0.034198,0.023061,0.0448253333333333,7,3,2,25.2337009439536
"GIMD1",0,0,0,0,0,0,0,0,0,1
"GIN1",19.15328,19.15328,2.089963,4.052725,3.016177,3.052955,55,60,42,4.97249044215887
"GINM1",76.4107,76.4107,21.279554,20.046413,14.872546,18.7328376666667,717,700,513,3.92293806433956
"GINS1",0.26567,0.26567,1.697055,2.395799,1.858282,1.983712,108,131,113,0.424193085659742
"GINS2",0.39217,0.39217,5.099616,3.42339,3.732072,4.085026,171,122,108,0.273778344496174
"GINS3",11.20859,11.20859,13.781997,4.85412,1.260238,6.63211833333333,72,64,55,1.59963321672816
"GINS4",0.78435,0.78435,10.115254,2.962723,1.210037,4.76267133333333,132,108,91,0.309639383679351
"GIP",0,0,0.181599,0.095573,0.097112,0.124761333333333,2,1,1,0.889077505035142
"GIPC1",6.64166,6.64166,81.667448,89.440481,82.779868,84.6292656666667,1215,1115,972,0.0892412184141234
"GIPC2",8.77964,8.77964,1.417721,0.030491,0.816039,0.754750333333333,6,2,7,5.57323729434634
"GIPC3",1.37893,1.37893,0.175985,0.226558,0.129534,0.177359,16,21,11,2.020564670589
"GIPR",7.52721,7.52721,22.970974,24.483359,4.841036,17.4317896666667,283,259,249,0.462636030152905
"GIT1",12.65078,12.65078,15.155462,8.741339,6.538377,10.1450593333333,478,355,299,1.22482793421946
"GIT2",35.01735,35.01735,8.122032,5.014131,3.810038,5.64873366666667,600,452,345,5.41717442835355
"GJA1",318.30621,318.30621,51.195093,38.44069,30.72047,40.118751,2405,2055,1520,7.76546471462618
"GJA10",0,0,0,0,0,0,0,0,0,1
"GJA3",10.10797,10.10797,6.77958,5.969236,5.224611,5.99114233333333,657,581,511,1.588863374593
"GJA4",8.32421,8.32421,0.218288,0.106876,0.053551,0.126238333333333,6,3,1,8.27907355311117
"GJA5",15.19358,15.19358,0.522935,0.399657,0.279265,0.400619,31,26,18,11.5617309204002
"GJA8",0,0,0,0,0,0,0,0,0,1
"GJA9",0.16446,0.16446,0.057482,0.056257,0,0.037913,2,2,0,1.12192447729241
"GJB1",0,0,0.036338,0,0.026264,0.0208673333333333,3,0,0,0.979559211415652
"GJB2",0.15181,0.15181,0.158901,0.135457,0.091803,0.128720333333333,7,6,4,1.02045649926273
"GJB3",0,0,0,0,0,0,0,0,0,1
"GJB4",0,0,0,0,0,0,0,0,0,1
"GJB5",0,0,0,0,0,0,0,0,0,1
"GJB6",0,0,0,0,0,0,0,0,0,1
"GJB7",0,0,0.13805,0.10981,0,0.08262,2,1,0,0.92368513421145
"GJC1",24.09973,24.09973,12.316702,9.068772,7.278891,9.55478833333333,547,467,384,2.3780420040004
"GJC2",0,0,0.091642,0.081692,0.15299,0.108774666666667,4,3,6,0.901896507976974
"GJC3",0.69579,0.69579,0,0.051851,0.210464,0.0874383333333333,0,1,4,1.55943555420001
"GJD2",0.08856,0.08856,0.016685,0,0.017229,0.0113046666666667,1,0,1,1.07639175006279
"GJD3",0,0,0.066211,0.024559,0.073457,0.0547423333333333,6,2,6,0.948098856371556
"GJD4",0,0,0.143598,0.064948,0.125541,0.111362333333333,5,2,4,0.899796555998689
"GJE1",0,0,0,0,0,0,0,0,0,1
"GK",11.48691,11.48691,2.107683,0.878074,2.876036,1.953931,41,45,45,4.22721790048583
"GK2",0.0506,0.0506,0,0,0,0,0,0,0,1.0506
"GK3P",0,0,0.013331,0,0.030146,0.0144923333333333,0,0,1,0.985714694081802
"GK5",13.94116,13.94116,4.979235,2.452754,2.376701,3.26956333333333,184,147,126,3.49945857070473
"GKAP1",36.6746,36.6746,8.979906,3.205395,4.605686,5.59699566666667,102,93,77,5.7108723278935
"GKN1",0,0,0.351763,0,0,0.117254333333333,4,0,0,0.895051350587735
"GKN2",0,0,0,0,0,0,0,0,0,1
"GLA",14.86466,14.86466,5.039486,5.124763,4.640465,4.93490466666667,164,164,142,2.673111177186
"GLB1",21.06354,21.06354,34.774875,33.012563,20.481483,29.4229736666667,538,458,389,0.725226279381565
"GLB1L",3.84584,3.84584,2.753831,1.882431,1.483142,2.03980133333333,58,36,29,1.59413049361559
"GLB1L2",0.0253,0.0253,0.246858,0.267709,0.270335,0.261634,17,9,12,0.81267625951742
"GLB1L3",0,0,0.041683,0.049353,0.086336,0.059124,2,3,2,0.944176508133136
"GLCCI1",8.08385,8.08385,4.827331,3.272948,4.685555,4.26194466666667,234,200,202,1.7263294419541
"GLCE",16.14239,16.14239,2.196795,1.786474,1.508921,1.83073,159,111,101,6.05581952358579
"GLDC",0.0253,0.0253,0.422343,0.490018,0.095287,0.335882666666667,6,6,2,0.767507525611032
"GLDN",6.04707,6.04707,0.15895,0.061126,0,0.0733586666666667,4,3,0,6.56543820704853
"GLE1",26.12386,26.12386,6.309656,5.840505,4.280616,5.47692566666667,422,356,271,4.18776768422591
"GLG1",55.3345,55.3345,24.167718,16.338229,13.382307,17.9627513333333,1965,1536,1272,2.97079780300517
"GLI1",0.20241,0.20241,0.127843,0.054393,0.70043,0.294222,3,4,1,0.929060083973229
"GLI2",0.54398,0.54398,0.833723,0.752253,0.754068,0.780014666666667,136,96,87,0.867397347287775
"GLI3",1.45484,1.45484,0.348225,0.589142,0.514517,0.483961333333333,59,59,45,1.65424795434921
"GLI4",0.64519,0.64519,11.566927,6.97717,8.777823,9.10730666666667,175,107,129,0.1627723442315
"GLIPR1",5.66755,5.66755,1.193082,0.670836,0.78321,0.882376,20,18,24,3.5420925468663
"GLIPR1L1",0.22771,0.22771,0,0.192788,0,0.0642626666666667,0,1,0,1.1535780014207
"GLIPR1L2",3.02354,3.02354,0.416573,0.144617,0.362868,0.308019333333333,8,4,10,3.07605545076041
"GLIPR2",8.70373,8.70373,3.4951,3.017595,2.179681,2.89745866666667,111,96,78,2.4897582835174
"GLIS1",0,0,0,0,0,0,0,0,0,1
"GLIS2",0.46808,0.46808,5.372719,5.090268,4.356605,4.939864,488,417,365,0.247157173968966
"GLIS3",1.54339,1.54339,0.697749,0.18068,0.377454,0.418627666666667,29,14,14,1.79285238809432
"GLMN",12.87849,12.87849,3.997693,5.509191,3.231083,4.245989,59,104,46,2.64554309969007
"GLO1",183.90435,183.90435,33.402395,33.612702,27.47818,31.497759,1185,1271,1009,5.68975694600972
"GLOD4",42.02588,42.02588,36.878914,15.894525,30.437622,27.7370203333333,360,293,266,1.49722829649434
"GLOD5",0,0,0,0,0,0,0,0,0,1
"GLP1R",0.34157,0.34157,0.295863,0.160381,0.169707,0.208650333333333,44,23,24,1.10997363174516
"GLP2R",0.10121,0.10121,0,0,0.057542,0.0191806666666667,0,0,3,1.08048556651062
"GLRA1",0,0,0.027543,0.0581,0.029343,0.0383286666666667,1,2,1,0.963086190435527
"GLRA2",0,0,0,0.030417,0,0.010139,0,1,0,0.989962767500314
"GLRA3",0,0,0,0.007172,0,0.00239066666666667,0,1,0,0.997615034989685
"GLRB",14.96587,14.96587,6.695404,4.40377,3.028758,4.70931066666667,121,120,82,2.79646194298296
"GLRX",178.67958,178.67958,37.743557,38.261261,32.232693,36.0791703333333,500,505,452,4.84583604176472
"GLRX2",57.09296,57.09296,9.105986,10.552545,7.554911,9.07114733333333,165,206,210,5.76825639395869
"GLRX3",154.97202,154.97202,105.444554,115.261698,59.585123,93.4304583333333,769,703,665,1.65171304632907
"GLRX5",255.06498,255.06498,19.153078,23.515365,17.995419,20.2212873333333,369,437,333,12.0664206642066
"GLS",54.55015,54.55015,39.228786,24.920313,17.389568,27.1795556666667,973,975,683,1.97129261572104
"GLS2",1.26508,1.26508,0.247329,0.04716,0.359774,0.218087666666667,1,2,6,1.85953775084059
"GLT1D1",1.92292,1.92292,0.620933,0.344216,0.419266,0.461471666666667,39,21,25,1.99998403435806
"GLT6D1",0,0,0,0,0,0,0,0,0,1
"GLT8D1",70.857,70.857,26.891139,19.504183,15.501737,20.632353,455,393,286,3.32173758444123
"GLT8D2",22.61959,22.61959,0.215344,0.236599,0.680461,0.377468,6,5,7,17.1471061396708
"GLTP",18.04001,18.04001,5.334161,3.897527,3.172421,4.134703,196,187,151,3.70810346771761
"GLTPD2",0,0,0.091856,0.293317,0.057506,0.147559666666667,2,5,1,0.871414383972482
"GLUD1",136.95732,136.95732,41.13657,35.934072,21.478402,32.8496813333333,1288,1113,860,4.07558696465917
"GLUD1P2",0,0,53.690261,13.320683,4.749661,23.9202016666667,21,11,4,0.0401280861758676
"GLUD1P3",2.94763,2.94763,78.407792,63.487865,17.369684,53.088447,26,23,6,0.0729847170505746
"GLUD2",0.83495,0.83495,0,0.102942,0.024848,0.0425966666666667,0,5,1,1.75998068924065
"GLUL",293.7637,293.7637,19.735471,12.549433,13.859865,15.3815896666667,605,468,467,17.9935956154357
"GLULP4",0,0,0,0,0,0,0,0,0,1
"GLULP6",0,0,0,0,0,0,0,0,0,1
"GLYAT",0,0,0.027728,0,0,0.00924266666666667,1,0,0,0.990841977879123
"GLYATL1",0.06325,0.06325,0.209655,0.488386,0.025201,0.241080666666667,2,5,1,0.856713047392568
"GLYATL1P1",0,0,0,0,0,0,0,0,0,1
"GLYATL2",0.25302,0.25302,0,0.036969,0.037725,0.024898,0,1,1,1.2225801982246
"GLYATL3",0,0,0,0,0,0,0,0,0,1
"GLYCAM1",0,0,0,0,0,0,0,0,0,1
"GLYCTK",0.58194,0.58194,0.677578,0.795525,0.319861,0.597654666666667,25,21,14,0.99016391527247
"GLYR1",72.10943,72.10943,20.067255,10.200246,9.435472,13.2343243333333,765,580,529,5.13613630601317
"GM2A",40.00176,40.00176,21.747908,14.507135,14.495526,16.9168563333333,1250,1038,1067,2.28844609998454
"GM2AP2",0,0,0.136057,0,0,0.0453523333333333,1,0,0,0.956615265602634
"GMCL1",7.78023,7.78023,3.559273,2.967915,0.998419,2.50853566666667,102,93,56,2.5025340581308
"GMDS",12.00559,12.00559,5.298155,2.940872,2.695404,3.64481033333333,47,31,30,2.80002606493225
"GMEB1",4.8326,4.8326,1.465579,1.228961,1.350434,1.34832466666667,115,125,91,2.48372811595898
"GMEB2",2.45425,2.45425,1.642753,1.382577,0.934395,1.31990833333333,157,119,80,1.48895969309132
"GMFB",23.27743,23.27743,14.572444,9.59539,3.971831,9.37988833333333,119,170,131,2.3388912501146
"GMFG",17.36952,17.36952,1.047478,1.448115,0.531606,1.00906633333333,8,7,6,9.14331184352798
"GMIP",0.63254,0.63254,0.725287,1.366795,0.767371,0.953151,37,46,27,0.835849353173411
"GML",0,0,0,0,0,0,0,0,0,1
"GMNC",1.48014,1.48014,0,0,0,0,0,0,0,2.48014
"GMNN",16.06649,16.06649,11.967717,10.287957,8.356913,10.2041956666667,167,167,135,1.52322313066828
"GMPPA",15.10503,15.10503,28.663633,32.76092,41.210559,34.211704,335,305,285,0.457377183450139
"GMPPB",4.35187,4.35187,3.92223,2.773601,2.023175,2.90633533333333,238,211,150,1.37004879082748
"GMPR",139.27241,139.27241,26.424938,28.672141,23.682055,26.2597113333333,592,511,452,5.14577752804279
"GMPR2",68.08648,68.08648,104.758443,121.925968,98.72482,108.469743666667,325,341,270,0.631101139784953
"GMPS",34.54927,34.54927,14.952469,13.574338,11.646317,13.3910413333333,648,610,488,2.47023611263341
"GMPSP1",0,0,0,0,0.199812,0.066604,0,0,1,0.93755508136103
"GNA11",17.74904,17.74904,27.029221,10.560872,13.365156,16.985083,929,716,614,1.0424772574027
"GNA12",14.21947,14.21947,12.45714,10.518008,7.714051,10.229733,973,726,571,1.35528333576586
"GNA13",22.30332,22.30332,1.866791,1.142418,1.216906,1.408705,187,125,111,9.67462599197494
"GNA14",1.21447,1.21447,0.193897,0.20282,0.042749,0.146488666666667,5,3,2,1.9315236725701
"GNA15",0.21506,0.21506,0,0,0.021522,0.007174,0,0,1,1.2064052487455
"GNAI1",19.49485,19.49485,17.658962,14.926112,15.999124,16.1947326666667,123,109,88,1.19192606231854
"GNAI2",65.9485,65.9485,35.204151,30.844762,28.278269,31.442394,1504,1284,1172,2.06361158180867
"GNAI3",19.11532,19.11532,1.504843,1.572446,0.967742,1.34834366666667,245,277,166,8.5657479718684
"GNAL",0.56928,0.56928,0.299998,0.289697,0.19542,0.261705,38,36,24,1.24377726964703
"GNAO1",5.16152,5.16152,0.357829,0.040708,0.291859,0.230132,6,2,6,5.00882832086313
"GNAQ",15.23154,15.23154,2.998772,1.885014,1.1112,1.99832866666667,201,238,138,5.41352927064033
"GNAS",1291.83414,1291.83414,1140.313905,887.996343,836.194298,954.834848666667,17078,14887,12434,1.35257062640416
"GNAT1",0,0,0.012847,0.026674,0,0.0131736666666667,1,2,0,0.986997622322728
"GNAT2",0.13916,0.13916,0.270341,0.438335,0.2088,0.305825333333333,7,11,1,0.872367820504835
"GNAT3",0.16446,0.16446,0,0,0,0,0,0,0,1.16446
"GNAZ",1.23978,1.23978,0.191538,0.268651,0.123697,0.194628666666667,13,13,8,1.87487548432065
"GNB1",110.02381,110.02381,72.504227,60.21271,51.452329,61.3897553333333,2503,2316,1996,1.77951988121811
"GNB1L",0,0,0.49061,0.369768,0.379704,0.413360666666667,14,14,8,0.707533486380688
"GNB2",6.46455,6.46455,72.663272,65.600967,52.465914,63.5767176666667,1245,1111,908,0.115591969826194
"GNB3",3.04884,3.04884,1.032946,1.190439,1.310473,1.17795266666667,32,19,21,1.85901193444975
"GNB4",5.78141,5.78141,3.091737,2.550881,1.534318,2.392312,174,150,102,1.99905256356137
"GNB5",6.48985,6.48985,18.328775,12.776632,11.177776,14.0943943333333,658,561,520,0.496200763978981
"GNE",13.8526,13.8526,2.034999,1.53061,1.418013,1.66120733333333,199,153,155,5.5811510114081
"GNG10",59.66107,59.66107,13.458464,14.972653,11.607645,13.346254,179,231,180,4.22835605726763
"GNG11",156.43951,156.43951,2.189634,2.223901,1.62635,2.013295,122,128,92,52.2482896629769
"GNG12",43.59458,43.59458,5.765748,4.705959,4.267017,4.912908,397,372,331,7.54190323948893
"GNG13",0,0,0.110698,0,0.059081,0.056593,2,0,1,0.946438221718297
"GNG2",13.97911,13.97911,0.769996,0.148989,0.165405,0.361463333333333,11,7,6,11.0022133048019
"GNG3",0.34157,0.34157,0.412266,0,0.073564,0.161943333333333,6,0,1,1.15459158937757
"GNG4",0.01265,0.01265,0.042601,0.106987,0,0.0498626666666667,4,2,0,0.964554729062976
"GNG5",515.69629,515.69629,115.83829,178.658769,100.195545,131.564201333333,1386,1789,1253,3.89770605339193
"GNG7",17.8882,17.8882,2.102261,1.94429,1.844047,1.96353266666667,200,173,164,6.37354202720672
"GNG8",0,0,21.764066,3.759359,15.175973,13.566466,6,1,4,0.0686508312997813
"GNGT1",0,0,0.033235,0,0,0.0110783333333333,1,0,0,0.989043051395622
"GNGT2",1.46749,1.46749,0,0.08524,0,0.0284133333333333,0,1,0,2.3993173950811
"GNL1",16.42071,16.42071,8.364805,6.432495,2.853638,5.883646,316,243,208,2.5307387974338
"GNL2",44.50544,44.50544,29.347871,33.151166,26.163891,29.5543093333333,595,528,400,1.48932968844286
"GNL3",62.7099,62.7099,18.611423,13.282621,13.657368,15.183804,364,314,288,3.93664555008204
"GNL3L",12.53692,12.53692,3.938658,2.129935,1.520272,2.52962166666667,471,347,247,3.83523257686258
"GNL3LP1",0.27832,0.27832,0.279078,0.032532,0,0.10387,9,1,0,1.15803491353148
"GNLY",1.12592,1.12592,0.088092,0.169592,0.086221,0.114635,1,2,1,1.90727906444711
"GNMT",2.83377,2.83377,0,0.107162,0.054298,0.05382,0,2,1,3.63797422709761
"GNPAT",96.43688,96.43688,18.8536,16.381238,13.642395,16.292411,826,763,622,5.63466135520374
"GNPDA1",41.20358,41.20358,9.899225,7.971637,10.035107,9.30198966666667,298,279,268,4.09664359658162
"GNPDA2",24.58046,24.58046,5.594549,4.310431,3.32785,4.41094333333333,147,161,139,4.72754165478231
"GNPNAT1",6.71756,6.71756,15.627623,17.659196,3.261625,12.1828146666667,108,98,97,0.585425813465632
"GNPTAB",57.47248,57.47248,4.95984,3.548881,1.793191,3.43397066666667,213,159,119,13.1873853924158
"GNPTG",9.90556,9.90556,12.468038,15.325167,9.779359,12.524188,311,293,310,0.806374475125605
"GNRH1",5.69285,5.69285,1.202376,0.153651,0.714076,0.690034333333333,13,5,6,3.96018581871019
"GNRH2",0,0,0,0,0,0,0,0,0,1
"GNRHR",0.16446,0.16446,0.071415,0.074244,0,0.048553,2,2,0,1.11053995363134
"GNRHR2",12.85319,12.85319,1.940524,2.712885,2.295203,2.316204,37,48,41,4.1774239461746
"GNS",97.33508,97.33508,19.392589,12.39,11.219546,14.334045,1492,1279,1141,6.41285975096591
"GOLGA1",15.37069,15.37069,9.202015,4.921582,4.168683,6.09742666666667,470,343,293,2.30656698108422
"GOLGA2",62.22917,62.22917,54.653881,29.784425,25.75948,36.7325953333333,1076,809,692,1.67571749150642
"GOLGA2P5",1.05001,1.05001,1.193447,0.801478,0.73912,0.911348333333333,70,48,39,1.07254651820835
"GOLGA3",8.46337,8.46337,9.267471,5.991014,4.661357,6.63994733333333,946,751,614,1.23866953358579
"GOLGA4",108.30331,108.30331,19.054575,11.188583,12.055591,14.099583,1241,840,615,7.23882970807869
"GOLGA5",40.45719,40.45719,10.311359,11.156755,6.905122,9.45774533333333,359,313,216,3.96425698643264
"GOLGA6A",0.11386,0.11386,0.075656,0.525739,0,0.200465,4,2,0,0.927857122031879
"GOLGA6B",0,0,0.017042,0,0,0.00568066666666667,1,0,0,0.994351421027616
"GOLGA6C",0,0,0,0,0,0,0,0,0,1
"GOLGA6D",0,0,0.035924,0,0,0.0119746666666667,2,0,0,0.98816702921417
"GOLGA6L1",0,0,0.026023,0.057731,0.051863,0.0452056666666667,2,5,4,0.956749500975406
"GOLGA6L2",0,0,0,0.013693,0,0.00456433333333333,0,1,0,0.995456405148102
"GOLGA6L6",0,0,0,0,0,0,0,0,0,1
"GOLGA6L9",0,0,2.651347,1.577709,1.387714,1.87225666666667,261,202,128,0.348158300616124
"GOLGA7",51.05854,51.05854,36.368796,28.708815,25.247328,30.108313,524,501,446,1.67346072414791
"GOLGA7B",0.26567,0.26567,0.006946,0.029043,0.007337,0.014442,1,4,1,1.24765141821809
"GOLGA8A",23.31538,23.31538,34.593287,13.07625,12.893741,20.1877593333333,2412,1185,1096,1.14761450786097
"GOLGA8B",25.45336,25.45336,38.766654,14.395206,11.814711,21.658857,1404,880,709,1.16746224224814
"GOLGA8DP",0,0,0,0,0,0,0,0,0,1
"GOLGA8F",0,0,0,0,0,0,0,0,0,1
"GOLGA8G",0.06325,0.06325,0,0.009841,0,0.00328033333333333,0,0,0,1.05977358936901
"GOLGA8H",0.24036,0.24036,0.064622,0,0,0.0215406666666667,3,0,0,1.2142052103
"GOLGA8IP",15.33274,15.33274,0.402271,0.231594,0.234641,0.289502,14,8,8,12.6659283971642
"GOLGA8J",0.65784,0.65784,0.194553,0,0.050357,0.0816366666666667,5,0,1,1.53271431256953
