"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"ADCY3",11.71462,11.71462,14.158841,11.038002,13.410534,12.8691256666667,0.916757141407881
"ADCY4",34.05589,34.05589,0.882454,0.117475,0.194074,0.398001,25.0757259830286
"ADCY5",55.96704,55.96704,15.25583,30.492998,24.515758,23.4215286666667,2.33265659891943
"ADCY6",57.8267,57.8267,72.815918,48.329999,61.034132,60.726683,0.953018972362406
"ADCY7",0.27832,0.27832,7.516,7.546295,5.754411,6.938902,0.161019748070955
"ADCY8",0,0,0.668336,0.19604,0.591981,0.485452333333333,0.673195616957977
"ADCY9",12.91644,12.91644,6.52854,10.236519,6.97731,7.914123,1.56116759887652
"ADCYAP1",0.36687,0.36687,0.932518,1.91493,3.584293,2.14391366666667,0.434767027635725
"ADCYAP1R1",5.16152,5.16152,7.602388,9.933134,7.812192,8.449238,0.65206527764461
"ADD1",128.91142,128.91142,181.509736,172.477131,177.693218,177.226695,0.728911120749897
"ADD2",1.17652,1.17652,16.303887,29.595986,28.425267,24.7750466666667,0.084442912098187
"ADD3",173.44216,173.44216,355.067866,227.119778,237.317728,273.168457333333,0.63625904196526
"ADGB",0,0,0.201606,0.066185,0.048206,0.105332333333333,0.904705281699591
"ADH1A",0.25302,0.25302,0,0,0,0,1.25302
"ADH1B",134.288,134.288,0.05535,0.035988,0,0.030446,131.290722657956
"ADH1C",12.208,12.208,0,0,0,0,13.208
"ADH4",0.16446,0.16446,0.031894,1.138949,0,0.390281,0.837571685148542
"ADH5",226.60073,226.60073,72.572025,55.358625,70.925156,66.2852686666667,3.3826234852021
"ADH6",0.29097,0.29097,0.882803,0.377119,0.298046,0.519322666666667,0.849701007115451
"ADH7",0,0,0.377781,0.52312,0,0.300300333333333,0.769053098245764
"ADHFE1",136.10972,136.10972,4.069013,2.070513,2.535716,2.89174733333333,35.2308894325274
"ADI1",300.50657,300.50657,10.750894,16.109525,19.319247,15.393222,18.3921482915317
"ADIG",0,0,0,0,0,0,1
"ADIPOQ",0.80965,0.80965,0.072908,0.12475,0.144309,0.113989,1.62447744098012
"ADIPOR1",121.2071,121.2071,32.256444,31.830242,37.463725,33.850137,3.50664618621155
"ADIPOR2",53.12061,53.12061,16.386789,15.287734,16.694558,16.123027,3.16069173984249
"ADK",79.81376,79.81376,20.554919,17.037931,20.523577,19.3721423333333,3.96687587774069
"ADM",6.5531,6.5531,10.690962,0.582258,1.265497,4.17957233333333,1.45824780771797
"ADM2",0,0,0.609662,0.257507,0.259439,0.375536,0.726989333612497
"ADNP",34.11915,34.11915,33.14152,33.326225,36.270268,34.2460043333333,0.996400887540794
"ADNP2",6.79347,6.79347,26.865206,4.853073,21.502089,17.7401226666667,0.415870810379612
"ADO",30.9691,30.9691,10.025081,12.104348,16.995181,13.0415366666667,2.27675223580705
"ADORA1",4.0609,4.0609,8.103956,13.398671,14.181675,11.8947673333333,0.39247703112234
"ADORA2A",1.79641,1.79641,4.458051,6.027596,2.924768,4.47013833333333,0.511213762723246
"ADORA2B",0.91086,0.91086,2.491963,0.55829,0.939664,1.32997233333333,0.820121326190282
"ADORA3",8.70373,8.70373,0.033464,0,0.146614,0.060026,9.15423772624445
"ADPGK",21.91115,21.91115,37.079191,32.770197,40.693949,36.847779,0.605349920268769
"ADPRH",15.21889,15.21889,1.159986,1.567333,1.146179,1.291166,7.07888036048021
"ADPRHL1",185.67546,185.67546,7.212688,2.904292,2.874422,4.33046733333333,35.0204678739237
"ADPRHL2",6.54045,6.54045,10.881896,9.620763,10.437662,10.3134403333333,0.666503713974891
"ADPRM",7.91939,7.91939,4.648023,4.004344,4.175622,4.27599633333333,1.69056031059915
"ADRA1A",11.61341,11.61341,0.148686,0,0.052587,0.067091,11.8203695842248
"ADRA1B",1.15122,1.15122,0.622868,0.88655,1.25758,0.922332666666667,1.11906749404109
"ADRA1D",0.03795,0.03795,0.129118,0.028748,0.614497,0.257454333333333,0.82543753079966
"ADRA2A",0.32892,0.32892,1.392701,0.885525,1.26214,1.180122,0.609562217160324
"ADRA2B",3.99765,3.99765,0.014658,0.019414,0,0.0113573333333333,4.94152742584883
"ADRA2C",0.25302,0.25302,3.734286,2.768347,3.941427,3.48135333333333,0.279607499520234
"ADRB1",20.94969,20.94969,0.021276,0,0,0.007092,21.795119015939
"ADRB2",4.92115,4.92115,0.205318,0.020799,0.093842,0.106653,5.35050282247461
"ADRB3",0.0253,0.0253,0,0,0,0,1.0253
"ADRM1",6.62901,6.62901,27.997186,35.279077,40.282947,34.5197366666667,0.214782279260516
"ADSL",61.87495,61.87495,121.672974,146.622489,175.128689,147.808050666667,0.422523846783272
"ADTRP",0.32892,0.32892,0.184495,0.265055,0.255863,0.235137666666667,1.07592864816958
"AEBP1",5.7308,5.7308,67.327279,57.652961,57.818912,60.9330506666667,0.108678644561306
"AEBP2",24.13768,24.13768,14.672734,9.325776,8.664046,10.8875186666667,2.11462801488486
"AEN",2.06208,2.06208,5.360447,4.747205,6.867172,5.65827466666667,0.459890910678362
"AFAP1",2.26449,2.26449,15.165396,13.018548,12.358513,13.5141523333333,0.224917716517467
"AFAP1L1",41.81082,41.81082,33.983205,17.877142,17.390687,23.083678,1.77758646333006
"AFAP1L2",4.8579,4.8579,63.126769,44.576435,53.577299,53.7601676666667,0.106973741126176
"AFF1",90.81993,90.81993,4.143677,4.304439,2.95707,3.80172866666667,19.1222654119148
"AFF2",0.18976,0.18976,2.45817,3.100299,2.157437,2.57196866666667,0.333082429054529
"AFF3",2.391,2.391,8.893053,7.123453,4.364032,6.79351266666667,0.435105471054601
"AFF4",19.40629,19.40629,17.759701,14.03179,12.014606,14.6020323333333,1.30792511924248
"AFG3L1P",12.76463,12.76463,17.616576,13.553307,13.787041,14.9856413333333,0.861062106485395
"AFG3L2",129.68312,129.68312,33.830329,38.251001,38.240585,36.7739716666667,3.45960761429067
"AFM",0,0,0,0,0,0,1
"AFMID",26.0606,26.0606,25.481346,13.653048,15.747388,18.2939273333333,1.40254493201332
"AFP",0,0,0.320045,0.1408,0,0.153615,0.866840323678177
"AFTPH",16.06649,16.06649,12.004309,15.963136,16.530292,14.832579,1.07793493403696
"AGA",13.28332,13.28332,10.447655,7.690008,11.117989,9.751884,1.3284481119774
"AGAP1",5.25007,5.25007,21.582756,23.19791,18.92196,21.2342086666667,0.281101526647542
"AGAP11",14.94057,14.94057,0,0.231624,0.353817,0.195147,13.3377484108649
"AGAP2",12.42306,12.42306,21.955342,18.557331,25.121445,21.8780393333333,0.586722481084408
"AGAP3",8.36216,8.36216,110.162923,94.110047,95.715657,99.996209,0.0926981328576402
"AGAP4",1.48014,1.48014,25.17303,24.819937,20.100439,23.3644686666667,0.101793313612995
"AGAP5",2.68196,2.68196,6.633903,4.502461,4.698804,5.27838933333333,0.586449773105289
"AGAP6",8.69108,8.69108,6.4677,5.484844,6.237243,6.06326233333333,1.37204021918672
"AGAP9",0.27832,0.27832,7.383833,7.539014,6.852953,7.2586,0.154786525561233
"AGBL1",0,0,0.637697,0.014167,0.008277,0.220047,0.819640554831084
"AGBL2",0.21506,0.21506,3.145308,0.324972,1.06061,1.51029666666667,0.484030439961279
"AGBL3",2.77052,2.77052,2.735451,1.007063,1.095592,1.612702,1.44314965885891
"AGBL4",0.17711,0.17711,1.435417,1.410235,1.121904,1.32251866666667,0.50682477471297
"AGBL5",10.13327,10.13327,21.863234,24.685973,27.258025,24.6024106666667,0.434852410772986
"AGER",2.50485,2.50485,30.388007,11.563538,19.894568,20.615371,0.16214618754404
"AGFG1",53.28507,53.28507,30.302172,26.453683,34.948506,30.5681203333333,1.71961679779456
"AGFG2",5.80671,5.80671,3.636228,3.576014,3.970832,3.72769133333333,1.4397534695229
"AGGF1",22.46778,22.46778,6.327322,6.281483,7.254199,6.62100133333333,3.07935650100923
"AGK",47.02294,47.02294,21.04368,24.340332,19.779271,21.7210943333333,2.11358393638405
"AGL",54.47425,54.47425,5.007342,3.550082,3.447344,4.00158933333333,11.0913244376721
"AGMAT",0.10121,0.10121,0.465682,0.531145,0.610709,0.535845333333333,0.717005792249914
"AGMO",0.60724,0.60724,0.381156,0.253831,1.51066,0.715215666666667,0.937048343969184
"AGPAT1",36.49749,36.49749,60.103833,59.26444,69.619887,62.9960533333333,0.585934413872189
"AGPAT2",6.46455,6.46455,8.382869,4.858103,5.677696,6.30622266666667,1.02167020368209
"AGPAT3",23.619,23.619,15.77028,13.113018,16.357446,15.080248,1.53100872573607
"AGPAT4",1.80906,1.80906,15.696457,14.33158,17.125868,15.7179683333333,0.168026397944487
"AGPAT5",5.40188,5.40188,22.881904,17.623737,21.389621,20.631754,0.295948261985598
"AGPS",13.37187,13.37187,10.780873,11.492016,12.090937,11.4546086666667,1.15393990968698
"AGR2",0,0,0,0.208241,0.229705,0.145982,0.872614055020061
"AGR3",0.37952,0.37952,0,0,0,0,1.37952
"AGRN",1.27773,1.27773,305.21417,214.320803,250.600443,256.711805333333,0.00883828351228965
"AGRP",0,0,0.198538,0.262452,0.30045,0.253813333333333,0.797566889276447
"AGT",61.35627,61.35627,3.889058,2.366724,1.550923,2.602235,17.3104392134328
"AGTPBP1",30.1468,30.1468,36.703555,32.807796,29.329583,32.946978,0.917513187771825
"AGTR1",8.62783,8.62783,0.735068,0.073841,0.225448,0.344785666666667,7.15937880559405
"AGTR2",0.45543,0.45543,0.101164,0,0,0.0337213333333333,1.40795198190099
"AGTRAP",3.188,3.188,11.358205,6.374383,5.21081,7.64779933333333,0.484285057801603
"AGXT",0,0,0.062805,0.03086,0.044236,0.045967,0.956053106837979
"AGXT2",0,0,0.032249,0,0,0.0107496666666667,0.989364659696483
"AHCTF1",17.74904,17.74904,16.655764,18.161667,22.094244,18.9705583333333,0.938834041945915
"AHCY",49.11032,49.11032,51.809212,47.141732,60.330624,53.093856,0.926358808660266
"AHCYL1",76.15768,76.15768,42.369703,25.77749,26.702941,31.6167113333333,2.36558735831675
"AHCYL2",9.34892,9.34892,17.628371,21.980167,21.187475,20.2653376666667,0.486656744521009
"AHDC1",4.69344,4.69344,13.524363,12.252016,11.895501,12.5572933333333,0.419954032122439
"AHI1",17.36952,17.36952,25.109264,48.55998,47.511254,40.3934993333333,0.443777894979935
"AHNAK",146.4201,146.4201,25.535928,8.221723,14.095113,15.9509213333333,8.69687830537589
"AHNAK2",2.16328,2.16328,29.394939,23.593084,24.084386,25.690803,0.118515729931392
"AHR",20.73462,20.73462,53.49198,19.843543,12.617232,28.6509183333333,0.73301675704142
"AHRR",0.60724,0.60724,7.307137,4.146563,5.104413,5.519371,0.246532986081019
"AHSA1",285.64191,285.64191,223.442003,274.788279,296.325945,264.852075666667,1.07820075988197
"AHSG",0.0759,0.0759,0.048585,0,0.057296,0.0352936666666667,1.03922204360051
"AHSP",0,0,0,0,0,0,1
"AICDA",0.20241,0.20241,0.081179,0,0.177725,0.0863013333333333,1.10688440039964
"AIDA",85.73432,85.73432,30.923177,22.473775,28.922289,27.439747,3.04975708820476
"AIF1",32.94262,32.94262,0.37268,0,0,0.124226666666667,30.1919719629493
"AIF1L",40.44454,40.44454,17.293177,8.597442,15.071041,13.6538866666667,2.82822850638488
"AIFM1",293.48539,293.48539,28.433597,26.767055,34.119729,29.7734603333333,9.56945974908834
"AIFM2",4.99706,4.99706,2.066201,2.230815,2.65694,2.31798533333333,1.80744017755353
"AIFM3",0.13916,0.13916,1.810086,2.309351,1.668205,1.929214,0.388896133911691
"AIG1",138.3236,138.3236,13.213367,20.792068,23.459736,19.155057,6.91258774410809
"AIM2",0.24036,0.24036,1.706372,1.463533,1.000209,1.390038,0.518970828078884
"AIMP1",68.37745,68.37745,22.207127,13.872661,17.198811,17.759533,3.69825037755471
"AIMP2",22.822,22.822,11.55745,14.378413,20.742734,15.5595323333333,1.43856719625154
"AIP",8.77964,8.77964,22.613284,20.769834,18.801212,20.72811,0.45009160944049
"AIPL1",0,0,0.05473,0,0.082054,0.0455946666666667,0.956393554672556
"AIRE",0,0,0.045794,0.152647,0.079835,0.0927586666666667,0.915115139786888
"AJAP1",0,0,2.218232,3.975825,4.470698,3.55491833333333,0.219542904355036
"AJUBA",9.07061,9.07061,11.690944,13.297851,16.688082,13.8922923333333,0.676229674692795
"AK1",105.84906,105.84906,87.436843,68.34882,80.529342,78.7716683333333,1.33943619623851
"AK2",173.40421,173.40421,188.33627,192.179745,192.303037,190.939684,0.908640706108488
"AK3",285.74311,285.74311,26.04459,23.194928,29.095988,26.1118353333333,10.5763075968323
"AK4",71.76786,71.76786,17.684579,2.226969,1.23133,7.047626,9.04215230677966
"AK5",1.23978,1.23978,31.797751,21.511449,14.256939,22.5220463333333,0.095220456938986
"AK7",0.55663,0.55663,2.396584,1.332213,1.433433,1.72074333333333,0.572134085905445
"AK8",0.12651,0.12651,0.41893,0.342211,0.939223,0.566788,0.718993252437471
"AKAP1",180.51394,180.51394,17.630244,20.951008,26.493062,21.691438,7.99922596355506
"AKAP10",13.06825,13.06825,26.47572,45.551661,52.42177,41.4830503333333,0.331149714759575
"AKAP11",12.99235,12.99235,8.484308,7.882844,8.492657,8.286603,1.50672425643693
"AKAP12",10.50015,10.50015,106.725016,92.278926,73.565635,90.8565256666667,0.125196875415605
"AKAP13",97.52484,97.52484,30.197995,38.613052,33.781328,34.1974583333333,2.79920325686395
"AKAP14",0.10121,0.10121,0.978434,0.406526,0.452671,0.612543666666667,0.682902437163975
"AKAP17A",0,0,14.305538,8.056834,10.083215,10.8151956666667,0.0846367701570297
"AKAP3",3.45366,3.45366,1.327598,1.284105,0.59053,1.067411,2.15422090721197
"AKAP4",0,0,0.058874,0,0.029122,0.029332,0.97150384909825
"AKAP5",0.27832,0.27832,2.106467,3.100108,2.588785,2.59845333333333,0.355241511167761
"AKAP6",66.02441,66.02441,61.657005,70.285298,24.549004,52.163769,1.26071592102509
"AKAP7",17.63518,17.63518,5.157296,6.413922,5.100539,5.55725233333333,2.84191900093113
"AKAP8",13.56163,13.56163,9.737464,9.653188,13.090255,10.826969,1.23122247128575
"AKAP8L",26.81965,26.81965,120.624963,92.069403,95.687268,102.793878,0.268027850351636
"AKAP9",60.43276,60.43276,34.788675,38.186371,41.838857,38.271301,1.56431690409238
"AKIP1",32.39864,32.39864,17.853842,15.109955,16.520029,16.4946086666667,1.90908185695151
"AKIRIN1",92.35068,92.35068,56.107507,62.831699,77.134568,65.3579246666667,1.40677515864043
"AKIRIN2",50.4513,50.4513,33.096583,27.055118,32.198098,30.7832663333333,1.61881725623774
"AKNA",0.88555,0.88555,13.899447,3.403643,2.798689,6.700593,0.244857766148659
"AKNAD1",0,0,1.650251,0.119347,0.429944,0.733180666666667,0.576973895008445
"AKR1A1",51.66578,51.66578,100.422883,98.041526,128.35188,108.938763,0.479046503370244
"AKR1B1",278.2159,278.2159,56.650388,68.549179,80.907313,68.7022933333333,4.00583519777063
"AKR1B10",1.72051,1.72051,0.162969,0.354662,0.297328,0.271653,2.13934933507804
"AKR1B15",0.0506,0.0506,0.454818,0.315128,0.87059,0.546845333333333,0.67918878336468
"AKR1C1",20.96234,20.96234,45.322728,60.080483,74.611978,60.005063,0.360008479951902
"AKR1C2",4.25066,4.25066,49.089881,64.375346,71.28443,61.583219,0.0838988483478295
"AKR1C3",15.5225,15.5225,1.557851,1.125975,0.929279,1.20436833333333,7.49534447131869
"AKR1C4",0,0,0,0,0.08734,0.0291133333333333,0.971710274864446
"AKR1D1",0.03795,0.03795,0.064744,0.027846,0,0.0308633333333333,1.00687449678102
"AKR1E2",1.72051,1.72051,5.357368,4.168866,5.02889,4.851708,0.464908706996316
"AKR7A2",16.53457,16.53457,25.461604,22.751836,22.99709,23.7368433333333,0.708844283958085
"AKR7A3",0.16446,0.16446,0.25022,0,0.639261,0.296493666666667,0.898160962863683
"AKT1",47.36451,47.36451,140.470986,88.161246,97.842624,108.824952,0.440378157415448
"AKT1S1",11.82848,11.82848,19.145791,18.543301,16.360812,18.0166346666667,0.674592546203058
"AKT2",30.34922,30.34922,110.40854,92.838798,122.237385,108.494907666667,0.286307561402178
"AKT3",9.66519,9.66519,22.058408,20.927236,17.210451,20.065365,0.506290301639682
"AKTIP",110.34008,110.34008,20.042852,19.398212,19.414276,19.6184466666667,5.40002269812113
"ALAD",53.20917,53.20917,20.345619,18.909778,18.200855,19.152084,2.69000317783511
"ALAS1",185.65016,185.65016,29.277021,29.259277,30.985037,29.840445,6.05212278876002
"ALAS2",0,0,0,0.091655,0,0.0305516666666667,0.970354066026125
"ALB",14.61165,14.61165,1.050031,0,1.309441,0.786490666666667,8.73872463556111
"ALCAM",11.08208,11.08208,125.925366,120.652159,146.773687,131.117070666667,0.0914498023535752
"ALDH16A1",0.44278,0.44278,19.566151,9.319604,24.719604,17.868453,0.0764651982862612
"ALDH18A1",12.208,12.208,71.662629,39.571366,55.898627,55.710874,0.232900660286068
"ALDH1A1",37.66136,37.66136,0.626846,0.257617,0.12231,0.335591,28.947005482966
"ALDH1A2",12.35981,12.35981,4.249506,2.837072,5.817486,4.30135466666667,2.52007474315999
"ALDH1A3",1.39159,1.39159,45.925434,30.788044,29.425931,35.379803,0.0657394983694661
"ALDH1B1",15.24419,15.24419,7.08833,6.596248,7.538597,7.07439166666667,2.0118159572393
"ALDH1L1",21.68343,21.68343,0.619765,0.068257,0.287033,0.325018333333333,17.1193329400474
"ALDH1L2",1.88497,1.88497,7.323416,7.63165,5.45928,6.804782,0.369641330148619
"ALDH2",277.83638,277.83638,26.377461,35.655589,33.24393,31.7589933333333,8.51175056457779
"ALDH3A1",0,0,0.039417,0.051958,0.591362,0.227579,0.814611523983385
"ALDH3A2",82.45777,82.45777,74.828734,95.945995,93.950804,88.2418443333333,0.935186521787595
"ALDH3B1",2.25184,2.25184,0.47774,0.645695,0.943989,0.689141333333333,1.92514382060787
"ALDH3B2",0,0,0.043658,0,0,0.0145526666666667,0.985656075682616
"ALDH4A1",3.99765,3.99765,12.814983,19.384723,20.230924,17.4768766666667,0.270481320526214
"ALDH5A1",27.81906,27.81906,10.039551,20.478069,17.666083,16.0612343333333,1.68915445605802
"ALDH6A1",97.86641,97.86641,7.224198,6.025171,8.410906,7.22009166666667,12.0274096700057
"ALDH7A1",83.48248,83.48248,258.937854,164.995417,158.874167,194.269146,0.432646333179539
"ALDH8A1",1.05001,1.05001,3.740429,4.582988,6.847804,5.05707366666667,0.338448913256847
"ALDH9A1",102.5472,102.5472,17.123983,17.718274,19.490382,18.1108796666667,5.41823305918292
"ALDOA",463.17027,463.17027,1821.26722,850.356534,947.895686,1206.50648,0.384403957815614
"ALDOB",1.6952,1.6952,0.220526,0.198801,0.261344,0.226890333333333,2.19677336007483
"ALDOC",136.95732,136.95732,149.888784,10.032049,9.580176,56.5003363333333,2.39924370529334
"ALG1",6.62901,6.62901,7.687033,9.557751,12.262513,9.83576566666667,0.704058230372091
"ALG10",2.02412,2.02412,1.337597,1.794026,2.099545,1.74372266666667,1.10219594594595
"ALG10B",1.50544,1.50544,2.219308,1.48526,1.471991,1.72551966666667,0.919252218445437
"ALG11",4.56693,4.56693,12.293684,13.142856,5.905583,10.4473743333333,0.486306277570551
"ALG12",2.85908,2.85908,12.628917,9.086696,9.803056,10.506223,0.335390683806493
"ALG13",38.1674,38.1674,84.344072,54.173153,47.306609,61.941278,0.622284790594814
"ALG14",15.20623,15.20623,19.350275,7.94977,17.744426,15.0148236666667,1.01195182271858
"ALG1L",0.12651,0.12651,1.091895,0.437526,0.836497,0.788639333333333,0.629813947958206
"ALG1L2",0,0,0.568736,1.014702,1.959096,1.18084466666667,0.458537930410449
"ALG2",25.9847,25.9847,11.678582,11.627649,12.099764,11.8019983333333,2.10785061030186
"ALG3",11.09473,11.09473,26.809772,26.791477,32.175961,28.5924033333333,0.408710636434734
"ALG5",25.44071,25.44071,14.303079,14.720661,19.741657,16.2551323333333,1.53233887108023
"ALG6",10.31038,10.31038,9.953424,6.686905,8.692191,8.44417333333333,1.19760402533908
"ALG8",32.65166,32.65166,42.783117,43.766238,53.376629,46.6419946666667,0.706344481070706
"ALG9",23.27743,23.27743,25.659875,17.639538,23.455072,22.251495,1.04412339937712
"ALK",0.20241,0.20241,11.932029,11.197519,11.557001,11.562183,0.0957166441533291
"ALKBH1",17.05325,17.05325,5.602867,6.665361,8.474423,6.914217,2.2811163757577
"ALKBH2",4.81995,4.81995,11.750567,9.507876,10.088156,10.4488663333333,0.508342907546683
"ALKBH3",32.5378,32.5378,17.37755,21.393461,19.983029,19.58468,1.62926020710548
"ALKBH4",2.4163,2.4163,5.259717,5.352017,6.315695,5.64247633333333,0.51431120391898
"ALKBH5",92.95791,92.95791,23.347593,16.356719,18.253911,19.3194076666667,4.62404768590449
"ALKBH6",12.29656,12.29656,20.033085,16.141946,22.530426,19.5684856666667,0.646453035750144
"ALKBH7",0.78435,0.78435,21.486468,17.541507,27.082404,22.036793,0.0774565279116759
"ALKBH8",11.37305,11.37305,2.08368,2.736061,3.095879,2.63854,3.40055351871905
"ALLC",0.44278,0.44278,0,0.097863,0,0.032621,1.39720187755236
"ALMS1",3.80788,3.80788,19.985083,8.8182,11.853731,13.552338,0.330385399239627
"ALOX12",0.39217,0.39217,1.773981,1.702332,1.710089,1.72880066666667,0.510176509778044
"ALOX12B",0,0,0.664101,0.155606,0.179107,0.332938,0.750222440953743
"ALOX12P2",0.0506,0.0506,0.526935,0.143679,0.684365,0.451659666666667,0.723723352052903
"ALOX15",0.26567,0.26567,0.020549,0.235989,0.038188,0.098242,1.152450917011
"ALOX15B",0.41748,0.41748,0.063337,0,0.064103,0.04248,1.35971913130228
"ALOX5",2.87173,2.87173,0.434037,0.061014,0.378232,0.291094333333333,2.99879714443794
"ALOX5AP",12.1321,12.1321,0.230292,0,0,0.076764,12.1958943649676
"ALOXE3",0,0,0.149848,0.131815,0.296167,0.19261,0.838497077837684
"ALPI",0,0,0,0,0,0,1
"ALPK1",4.07355,4.07355,4.264844,1.02584,1.141538,2.144074,1.61368657353485
"ALPK2",54.41099,54.41099,3.152276,0.270697,0.507025,1.30999933333333,23.9874484812261
"ALPK3",59.76227,59.76227,7.896589,1.089814,0.58696,3.191121,14.4978563014525
"ALPL",6.12298,6.12298,0.446383,2.37342,2.037493,1.61909866666667,2.71963026466102
"ALPP",0,0,0,0,0,0,1
"ALS2",38.53427,38.53427,23.522135,21.121391,16.062301,20.2352756666667,1.86172624366057
"ALS2CL",11.73992,11.73992,0.469621,0.383243,0.12448,0.325781333333333,9.60936745727802
"ALX1",0,0,0.235998,0.807251,1.456625,0.833291333333333,0.54546704160859
"ALX3",0.51868,0.51868,0,0,0,0,1.51868
"ALX4",0.06325,0.06325,0.209851,0.03613,0.082642,0.109541,0.958279144258752
"ALYREF",9.55134,9.55134,132.823415,102.094818,159.769552,131.562595,0.0795951527653785
"AMACR",17.10385,17.10385,14.877564,12.883959,16.010596,14.5907063333333,1.16119498455907
"AMBN",0,0,0.039753,0,0,0.013251,0.98692229269944
"AMBP",0.26567,0.26567,0.04868,0,0,0.0162266666666667,1.24546033037249
"AMBRA1",4.50368,4.50368,8.525207,16.997092,16.830798,14.117699,0.364055402875795
"AMD1",108.55632,108.55632,30.561832,44.41777,50.939571,41.9730576666667,2.54941877419583
