"Hs_symbol","Heart","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"CARHSP1",9.6905,9.6905,51.191785,54.724664,54.886402,53.6009503333333,940,1418,1398,0.195793295441482
"CARM1",9.38688,9.38688,45.396785,54.359038,48.861538,49.5391203333333,1236,1926,1902,0.205521582716375
"CARNS1",2.80847,2.80847,1.085895,2.066664,1.144748,1.43243566666667,39,61,73,1.56570225152923
"CARS2",53.32303,53.32303,93.321605,151.202664,136.998424,127.174231,369,578,557,0.423821774284723
"CARTPT",0,0,115.864992,18.884138,18.655832,51.1349873333333,1113,249,257,0.0191809771354952
"CASC2",0.94881,0.94881,0.828749,1.091331,0.700101,0.873393666666667,54,70,55,1.04025653266327
"CASC3",62.78581,62.78581,49.750298,48.667752,40.155998,46.1913493333333,1738,2512,2469,1.35164200433119
"CASD1",33.11974,33.11974,31.602508,37.934094,25.892444,31.809682,1493,1904,1588,1.03992900632198
"CASK",7.03383,7.03383,23.473799,13.855188,15.041635,17.456874,1464,1521,1464,0.435275767716678
"CASKIN1",0.32892,0.32892,180.337169,184.429395,183.803795,182.856786333333,880,1174,1460,0.00722801712410365
"CASKIN2",2.37835,2.37835,7.297188,5.570867,3.591137,5.48639733333333,193,277,272,0.520836116936407
"CASKP1",0,0,0.176272,0,0,0.0587573333333333,1,0,0,0.944503493403588
"CASP1",11.71462,11.71462,0,0,0,0,0,0,0,12.71462
"CASP10",7.93204,7.93204,0.145886,0.295153,0.627769,0.356269333333333,10,25,33,6.58574206499791
"CASP12",0.31627,0.31627,0,0,0,0,0,0,0,1.31627
"CASP14",0,0,0.132625,0,0.027932,0.053519,2,0,2,0.949199777127892
"CASP2",15.04177,15.04177,5.633823,6.260388,4.744052,5.54608766666667,371,554,431,2.45058893446941
"CASP3",17.53398,17.53398,23.044008,18.879558,16.886992,19.6035193333333,630,864,807,0.89955408588934
"CASP3P1",0,0,0,0,0,0,0,0,0,1
"CASP4",27.02206,27.02206,0.40552,0.019121,0.027326,0.150655666666667,4,2,3,24.3531238855991
"CASP5",0.11386,0.11386,0,0,0,0,0,0,0,1.11386
"CASP6",10.5381,10.5381,4.949627,2.728443,1.700443,3.126171,36,41,22,2.79632133520399
"CASP7",18.39423,18.39423,0.532004,0.078434,0.073493,0.227977,16,1,2,15.7936427148065
"CASP8",4.40247,4.40247,4.166531,0.993986,0.593993,1.91817,15,30,17,1.85132120472762
"CASP8AP2",7.36275,7.36275,2.432846,1.692523,2.072314,2.06589433333333,179,214,222,2.72767065357656
"CASP9",9.18446,9.18446,9.765525,9.64988,9.402695,9.60603333333333,242,384,377,0.96025155493257
"CASQ1",142.15679,142.15679,1.662796,1.11476,1.083507,1.287021,22,20,29,62.5953106683323
"CASQ2",2050.40007,2050.40007,5.474257,0,0,1.82475233333333,1,0,0,726.222984504718
"CASR",0.01265,0.01265,0.088155,0.040109,0.159905,0.0960563333333333,15,9,13,0.923903242199534
"CASS4",0.20241,0.20241,0.223902,0.327581,0.262023,0.271168666666667,10,20,17,0.945909092577801
"CAST",763.61358,763.61358,68.598127,40.142968,49.258078,52.666391,1502,1497,1830,14.247531196946
"CASZ1",7.57782,7.57782,2.507,1.556398,1.997421,2.020273,47,69,67,2.84008101254423
"CAT",147.45746,147.45746,15.08357,16.74808,16.614454,16.1487013333333,171,246,196,8.65706720959861
"CATSPER1",0.15181,0.15181,0.024316,0.088211,0,0.037509,1,1,0,1.11016868287408
"CATSPER2",5.69285,5.69285,22.953911,10.173131,6.198988,13.1086766666667,213,205,192,0.474378296287178
"CATSPER2P1",2.75787,2.75787,0.982294,1.850622,0.853728,1.22888133333333,11,16,28,1.68598926456979
"CATSPER3",0.70844,0.70844,0.242283,0.240996,0.455669,0.312982666666667,5,6,13,1.30119006394601
"CATSPER4",0,0,0.135657,0.052975,0.031357,0.0733296666666667,3,2,1,0.931680201391992
"CATSPERB",0.68314,0.68314,1.11897,0.12289,0.200178,0.480679333333333,12,3,7,1.13673498515771
"CATSPERD",0,0,0,0,0,0,0,0,0,1
"CATSPERG",1.89762,1.89762,8.801064,8.686641,6.476481,7.988062,157,232,226,0.322385404106024
"CAV1",395.07113,395.07113,2.997032,0.127022,0.805938,1.30999733333333,93,7,11,171.459561569479
"CAV2",340.17941,340.17941,5.144571,4.458116,4.885223,4.82930333333333,184,180,207,58.5283335744523
"CAV3",15.26949,15.26949,0,0,0,0,0,0,0,16.26949
"CBFA2T2",7.28685,7.28685,10.218654,9.234917,7.524864,8.99281166666667,982,1130,1106,0.8292811149081
"CBFA2T3",6.4772,6.4772,12.313006,13.155529,11.957808,12.4754476666667,371,721,784,0.554875814515303
"CBFB",24.45395,24.45395,22.163375,24.198415,29.237488,25.1997593333333,566,872,849,0.971533733426915
"CBL",2.42895,2.42895,6.252108,4.953612,5.001203,5.40230766666667,1158,1253,1350,0.53558032174128
"CBLB",40.10296,40.10296,8.734033,10.351131,7.037789,8.707651,341,764,571,4.23407887242753
"CBLC",0,0,0.515439,0.545062,0.362227,0.474242666666667,9,16,11,0.678314379722199
"CBLL1",28.04677,28.04677,9.731404,12.083641,8.636993,10.1506793333333,429,664,574,2.60493276971645
"CBLN1",9.07061,9.07061,29.805105,2.067723,2.619561,11.497463,727,46,81,0.805812347674084
"CBLN2",0,0,0.612968,0.296499,0.019142,0.309536333333333,8,7,1,0.763629060565712
"CBLN3",1.36628,1.36628,0.938831,0.443732,0.538365,0.640309333333333,30,19,28,1.44258156185175
"CBLN4",0,0,0,0,0,0,0,0,0,1
"CBR1",20.19064,20.19064,16.404237,10.95112,17.340518,14.898625,278,259,421,1.3328599171312
"CBR3",3.37776,3.37776,0.405532,0.05898,0.053134,0.172548666666667,5,1,1,3.73354226093245
"CBR4",39.50838,39.50838,9.751167,8.913361,7.343365,8.66929766666667,379,489,416,4.18938183479924
"CBS",7.62842,7.62842,85.263853,90.822958,69.514108,81.866973,1615,2425,2181,0.104123750242452
"CBWD1",31.28537,31.28537,58.386112,51.813705,44.281827,51.4938813333333,847,1159,1046,0.615031108006467
"CBWD2",36.00411,36.00411,21.030491,25.78667,23.992487,23.603216,366,648,574,1.50403548869384
"CBWD3",1.51809,1.51809,13.639273,17.62453,17.659242,16.3076816666667,252,396,385,0.145489733893688
"CBWD5",2.13798,2.13798,91.727758,77.965018,104.088766,91.260514,676,809,1017,0.0340121668951465
"CBWD6",4.9085,4.9085,39.489537,33.2172,39.112343,37.2730266666667,404,422,376,0.154377652215991
"CBX1",56.42247,56.42247,84.182702,85.923971,74.373105,81.4932593333333,1946,2882,2631,0.696086813202168
"CBX2",0.73375,0.73375,2.102406,1.801468,1.537224,1.81369933333333,94,146,105,0.616181686316164
"CBX3",140.23387,140.23387,128.497355,122.015268,104.707963,118.406862,2960,3868,3420,1.18279525677511
"CBX3P2",1.5687,1.5687,1.619722,1.644027,0.704139,1.32262933333333,15,18,14,1.10594487167417
"CBX3P8",0,0,0,0,0,0,0,0,0,1
"CBX4",7.64107,7.64107,9.724747,10.940767,9.806447,10.1573203333333,248,423,477,0.774475388519961
"CBX5",57.14356,57.14356,26.894687,21.650951,17.587229,22.044289,4774,5361,4651,2.52312232327932
"CBX6",7.93204,7.93204,19.242251,16.23287,15.254745,16.9099553333333,1808,2117,2153,0.498719278399094
"CBX7",31.27272,31.27272,2.074717,1.527409,1.704548,1.76889133333333,104,100,134,11.655466435784
"CBX8",1.08797,1.08797,3.027309,3.765686,1.766683,2.853226,148,206,157,0.541875820416451
"CBY1",65.46777,65.46777,22.772855,18.322403,18.756903,19.9507203333333,230,274,308,3.17257683470899
"CBY3",0,0,0.196358,0.070014,0.062592,0.109654666666667,2,1,1,0.901181268406627
"CC2D1A",11.3857,11.3857,42.527598,46.532755,32.307873,40.4560753333333,1009,1480,1299,0.298766824896256
"CC2D1B",23.5431,23.5431,203.206761,110.01318,160.213433,157.811124666667,506,676,580,0.154542700025041
"CC2D2A",19.29244,19.29244,13.440897,13.244529,9.231564,11.97233,305,335,302,1.56428644661368
"CC2D2B",1.32833,1.32833,0.899684,1.471149,1.008751,1.126528,9,17,23,1.09489741023866
"CCAR1",64.2786,64.2786,72.085696,69.933935,55.765914,65.928515,1112,1536,1208,0.975348100880469
"CCBE1",2.35304,2.35304,0.203293,0.257727,0.101058,0.187359333333333,20,19,14,2.82394714545835
"CCDC102A",0.80965,0.80965,0.273034,0.022815,0.187469,0.161106,5,1,7,1.55855709986857
"CCDC102B",7.41336,7.41336,2.002478,2.272881,2.326518,2.20062566666667,42,44,48,2.62866104200252
"CCDC103",0,0,0.618681,1.143537,0.428369,0.730195666666667,7,14,7,0.577969312526695
"CCDC105",0,0,0,0,0.02579,0.00859666666666667,0,0,1,0.991476606109479
"CCDC106",2.16328,2.16328,20.810979,21.79507,22.932934,21.8463276666667,301,451,563,0.138459013901621
"CCDC107",7.96999,7.96999,9.337507,11.344663,12.431131,11.037767,129,203,246,0.745153980800592
"CCDC110",0.97411,0.97411,0.539967,0.437111,0.798019,0.591699,14,10,23,1.24025333935625
"CCDC112",13.7767,13.7767,36.932936,42.50725,33.494519,37.6449016666667,644,1073,871,0.382371266653933
"CCDC113",3.33981,3.33981,5.030072,3.524195,4.740115,4.43146066666667,254,261,347,0.799013426836317
"CCDC114",0.15181,0.15181,1.012321,1.449317,0.776709,1.079449,28,37,47,0.553901538340205
"CCDC115",20.07678,20.07678,18.569905,21.769847,19.8635,20.0677506666667,456,755,730,1.00042858554177
"CCDC116",0.03795,0.03795,0.447462,0.092436,0.094447,0.211448333333333,5,4,4,0.856784372424742
"CCDC117",13.15681,13.15681,5.414243,6.267674,4.579831,5.42058266666667,274,425,339,2.20491047852978
"CCDC11P1",0,0,0,0,0,0,0,0,0,1
"CCDC12",21.93645,21.93645,14.082216,18.087426,15.477071,15.8822376666667,123,228,223,1.35861432902862
"CCDC120",0.46808,0.46808,6.171752,5.792616,4.417319,5.46056233333333,242,354,347,0.227237185287328
"CCDC121",12.63813,12.63813,0.357708,0.646002,0.495612,0.499774,10,20,14,9.09345674748329
"CCDC122",10.10797,10.10797,5.358451,2.708469,6.645683,4.904201,65,95,80,1.88136718245195
"CCDC124",1.01206,1.01206,40.292837,39.330036,42.262431,40.6284346666667,432,646,757,0.0483337895385994
"CCDC125",3.75728,3.75728,7.040026,7.327461,6.98438,7.117289,376,550,570,0.586067589807385
"CCDC126",11.56281,11.56281,6.397439,5.842241,5.749596,5.99642533333333,136,157,140,1.79560409801653
"CCDC127",22.46778,22.46778,11.443555,9.535724,7.006289,9.32852266666667,715,813,744,2.27213327185095
"CCDC13",0.797,0.797,1.33228,2.086023,1.003253,1.473852,12,25,17,0.726397537120248
"CCDC130",13.78935,13.78935,17.787594,16.114819,13.398308,15.766907,257,339,298,0.882055945082775
"CCDC134",0.97411,0.97411,2.650406,2.567793,1.139452,2.119217,27,36,16,0.632886394245735
"CCDC136",17.79964,17.79964,99.070661,98.518774,75.640006,91.0764803333334,1435,2187,1899,0.204174181418989
"CCDC137",3.93439,3.93439,10.744674,18.703351,15.635893,15.0279726666667,163,197,216,0.307861143927581
"CCDC138",1.12592,1.12592,2.817903,2.842621,1.420549,2.36035766666667,65,107,81,0.63264694145157
"CCDC14",18.7864,18.7864,23.715546,23.095856,21.676613,22.8293383333333,709,910,775,0.830337784592284
"CCDC140",0,0,0,0,0,0,0,0,0,1
"CCDC141",100.27006,100.27006,0.046152,0.033008,0.037006,0.038722,5,6,6,97.4948638808074
"CCDC142",2.10003,2.10003,4.982024,3.386886,2.558994,3.64263466666667,128,153,126,0.667730765519349
"CCDC144A",0.43013,0.43013,0.455686,0.466089,0.217497,0.379757333333333,37,35,29,1.03650835219333
"CCDC144B",0.37952,0.37952,0.983693,0.213549,0.031256,0.409499333333333,23,7,6,0.978730509036542
"CCDC144NL",0.0253,0.0253,0.053013,0.038151,0.019109,0.0367576666666667,2,2,1,0.988948558534894
"CCDC146",8.1471,8.1471,2.264503,3.093299,2.677186,2.67832933333333,60,54,64,2.4867539502535
"CCDC148",0.39217,0.39217,1.946993,0.870435,1.210593,1.34267366666667,46,27,44,0.594265441153349
"CCDC149",6.33804,6.33804,10.533892,6.966521,6.773824,8.09141233333333,332,387,307,0.807139719435598
"CCDC15",0.44278,0.44278,0.229933,0.453707,0.572838,0.418826,11,18,16,1.01688297226016
"CCDC150",0.72109,0.72109,1.35826,0.732457,0.635424,0.908713666666667,14,10,12,0.901701512414731
"CCDC151",0.43013,0.43013,0.675032,0.967791,0.946995,0.863272666666667,23,29,45,0.767536617471267
"CCDC152",1.41689,1.41689,1.644273,3.095701,1.683957,2.14131033333333,89,184,127,0.76938912222511
"CCDC153",0.13916,0.13916,0.308984,0.495357,0.539996,0.448112333333333,5,11,8,0.786651680106769
"CCDC154",0.27832,0.27832,1.022913,1.404873,1.264099,1.23062833333333,17,33,30,0.573076196019507
"CCDC157",0.49338,0.49338,4.079466,7.066336,5.540505,5.56210233333333,115,239,238,0.227576457077501
"CCDC158",0.45543,0.45543,0.224991,0.086901,0.195139,0.169010333333333,11,5,15,1.24501038057548
"CCDC159",22.85995,22.85995,6.70286,5.648336,4.663554,5.67158333333333,42,47,41,3.57635493823305
"CCDC160",0,0,2.392049,2.813643,2.719977,2.64188966666667,52,80,87,0.2745827280691
"CCDC162P",1.27773,1.27773,0.800792,0.833711,0.567382,0.733961666666667,21,13,13,1.3135988204276
"CCDC166",0,0,0,0,0.036926,0.0123086666666667,0,0,1,0.987840994479286
"CCDC167",20.44366,20.44366,33.413118,27.435912,31.190519,30.6798496666667,191,213,256,0.676886419147465
"CCDC168",0.17711,0.17711,0.002733,0.006038,0.00572,0.00483033333333333,1,3,3,1.17145149877707
"CCDC169",1.75846,1.75846,7.945668,8.388065,7.709158,8.014297,184,239,247,0.306009442555532
"CCDC17",0.65784,0.65784,0.295291,0.644042,0.055496,0.331609666666667,9,10,3,1.24498946012458
"CCDC170",0.12651,0.12651,0.144737,0.288184,0.263354,0.232091666666667,12,33,23,0.9143069712075
"CCDC171",1.49279,1.49279,4.856039,1.548732,1.79345,2.73274033333333,87,75,89,0.667817682826585
"CCDC172",0,0,0,0,0,0,0,0,0,1
"CCDC173",0.03795,0.03795,1.790157,2.135989,1.331156,1.752434,11,11,21,0.37710259355901
"CCDC18",3.49161,3.49161,3.162353,1.643507,1.591811,2.132557,35,33,26,1.43384781186743
"CCDC22",1.49279,1.49279,3.628891,4.27452,3.155289,3.68623333333333,130,164,161,0.531938941722919
"CCDC24",0.03795,0.03795,10.184581,9.668305,9.544954,9.79928,153,221,234,0.0961128890074153
"CCDC25",53.05736,53.05736,20.303186,16.079681,19.428929,18.603932,585,691,756,2.75747538810071
"CCDC27",0,0,0.195607,0.172496,0.104953,0.157685333333333,7,8,5,0.863792579215538
"CCDC28A",19.24183,19.24183,2.960665,1.876473,2.332431,2.38985633333333,52,44,57,5.97129435868914
"CCDC28B",2.64401,2.64401,24.622032,30.429335,34.213062,29.7548096666667,261,452,522,0.118485857642928
"CCDC3",8.34951,8.34951,5.786897,4.144643,4.953672,4.96173733333333,258,248,317,1.56825258766852
"CCDC30",1.73316,1.73316,10.626542,7.77791,9.079008,9.16115333333333,291,358,324,0.268981277059756
"CCDC33",0,0,1.552046,0.715027,1.554987,1.27402,24,16,15,0.439749870273788
"CCDC34",3.16269,3.16269,7.253462,5.967887,6.378421,6.53325666666667,124,128,147,0.552575092578376
"CCDC34P1",0,0,0,0,0,0,0,0,0,1
"CCDC38",0.03795,0.03795,0.950793,0.543937,0.206495,0.567075,18,10,11,0.66234864317279
"CCDC39",10.33569,10.33569,3.925358,4.312573,3.136,3.79131033333333,73,102,106,2.36588515695532
"CCDC40",7.95734,7.95734,11.941338,12.543703,8.571275,11.018772,174,306,198,0.745279135006472
"CCDC42",0,0,0,0,0,0,0,0,0,1
"CCDC43",57.52309,57.52309,13.444771,13.908145,12.054475,13.135797,381,546,508,4.14006299043485
"CCDC47",125.81198,125.81198,20.545273,20.407904,20.015268,20.322815,659,878,922,5.94724383248647
"CCDC50",29.2486,29.2486,13.109247,10.498528,10.170225,11.2593333333333,1428,1924,1842,2.46739355049214
"CCDC51",6.30009,6.30009,8.716214,8.054659,8.909829,8.560234,155,199,232,0.763589050226176
"CCDC54",0.21506,0.21506,0,0,0.042271,0.0140903333333333,0,0,1,1.19817728269441
"CCDC57",4.89585,4.89585,44.895987,75.530814,66.176753,62.2011846666667,481,627,492,0.0932870171832327
"CCDC58",110.17562,110.17562,24.765224,26.875759,25.422842,25.6879416666667,107,159,161,4.16576225280269
"CCDC59",49.75551,49.75551,12.644795,15.631376,8.123372,12.133181,91,144,111,3.864677567453
"CCDC6",13.04295,13.04295,11.842909,7.86114,7.485619,9.06322266666667,1083,978,987,1.39547245103855
"CCDC60",0.11386,0.11386,0.809494,0.233106,0.732016,0.591538666666667,10,2,5,0.699863612068489
"CCDC61",0.48073,0.48073,2.941999,1.140898,3.64262,2.57517233333333,28,23,42,0.414170244660467
"CCDC62",0.16446,0.16446,1.823738,2.579725,0.592558,1.66534033333333,45,54,39,0.436889798063312
"CCDC63",0.32892,0.32892,0,0,0.057101,0.0190336666666667,0,0,2,1.30409822900846
"CCDC65",0.48073,0.48073,13.310699,12.092919,9.586082,11.6632333333333,182,233,188,0.116931431414304
"CCDC66",22.44248,22.44248,15.478172,16.939517,14.372372,15.596687,255,316,301,1.41247949063569
"CCDC68",16.82553,16.82553,1.36502,2.509745,4.143539,2.672768,87,177,256,4.85343207085228
"CCDC69",199.73048,199.73048,1.482846,0.735517,0.29634,0.838234333333333,16,16,12,109.197438193861
"CCDC7",2.78317,2.78317,3.548172,1.366698,3.285076,2.73331533333333,23,68,50,1.01335399295675
"CCDC70",0.08856,0.08856,0,0,0,0,0,0,0,1.08856
"CCDC71",2.25184,2.25184,5.32425,4.437175,4.244081,4.668502,144,165,166,0.57366831660287
"CCDC71L",4.18741,4.18741,2.84721,2.637191,2.824924,2.769775,211,307,307,1.37605294745708
"CCDC73",7.09709,7.09709,0.325195,0.244031,0.180541,0.249922333333333,16,20,15,6.47807450436254
"CCDC74A",0.8729,0.8729,11.077386,7.924609,9.907408,9.63646766666667,174,164,217,0.176082893183555
"CCDC74B",0.12651,0.12651,10.681536,6.795772,12.119838,9.86571533333333,272,254,428,0.1036756408061
"CCDC77",6.71756,6.71756,6.47838,3.968361,6.0448,5.49718033333333,62,84,83,1.18783219859323
"CCDC78",0.0506,0.0506,4.511021,5.786089,3.856803,4.717971,73,113,103,0.183736503735328
"CCDC8",12.66343,12.66343,1.513406,0.217641,0.332837,0.687961333333333,78,15,25,8.09463447424941
"CCDC80",38.91379,38.91379,12.079146,0.061088,0.368541,4.16959166666667,335,17,25,7.72087866385321
"CCDC81",0.8476,0.8476,0.959083,0.354125,0.327031,0.546746333333333,26,12,9,1.1945074380867
"CCDC82",46.87113,46.87113,71.03006,94.391914,49.839813,71.753929,1276,1693,1627,0.657986869685072
"CCDC83",0,0,0.027485,0,0,0.00916166666666667,1,0,0,0.990921507455858
"CCDC85A",10.37364,10.37364,4.046164,1.78777,2.467939,2.767291,246,150,228,3.01905002825638
"CCDC85B",0,0,15.487545,11.38428,35.974723,20.9488493333333,148,156,650,0.0455604749394
"CCDC85C",5.89526,5.89526,4.410035,5.934817,6.369014,5.57128866666667,364,555,590,1.04930103511914
"CCDC86",4.31392,4.31392,10.706972,9.984082,9.492308,10.0611206666667,262,389,359,0.480414250973123
"CCDC87",0.26567,0.26567,0.043679,0.127778,0.075148,0.0822016666666667,2,8,5,1.16953248085308
"CCDC88A",21.29126,21.29126,40.303251,43.211454,31.241098,38.2519343333333,2252,3057,2651,0.567902203511788
"CCDC88B",0.58194,0.58194,3.607983,3.630261,3.630513,3.622919,150,154,177,0.342195050356712
"CCDC88C",3.80788,3.80788,5.751091,6.255864,3.555408,5.18745433333333,209,470,341,0.777036846009315
"CCDC89",0.61989,0.61989,0.057467,0.021243,0,0.0262366666666667,2,1,0,1.57847605003394
"CCDC9",2.84642,2.84642,10.373091,4.114073,4.161744,6.21630266666667,98,111,110,0.53301810881177
"CCDC90B",62.29243,62.29243,86.207002,87.139387,64.746585,79.3643246666667,1017,1395,1077,0.787568741011922
"CCDC91",102.90142,102.90142,26.331406,30.444668,26.823889,27.8666543333333,314,439,403,3.59935788887115
"CCDC92",28.5022,28.5022,38.838928,37.304393,43.543401,39.895574,1214,1578,1846,0.721403250141446
"CCDC93",46.08678,46.08678,57.95998,39.64257,41.391208,46.3312526666667,1070,1239,1087,0.994834857459016
"CCDC96",0.29097,0.29097,1.041472,0.681935,0.692757,0.805388,32,29,33,0.71506512727458
"CCDC97",4.25066,4.25066,8.908003,7.631114,8.466953,8.33535666666667,283,456,386,0.56244878342445
"CCER1",0,0,0,0,0,0,0,0,0,1
"CCHCR1",6.78082,6.78082,17.454638,12.076808,8.422205,12.651217,230,269,259,0.569972625883831
"CCIN",0.08856,0.08856,0,0,0,0,0,0,0,1.08856
"CCK",0,0,0.235963,0,0.158431,0.131464666666667,2,0,2,0.883810188210326
"CCKAR",0,0,3.709834,0.084309,0.821465,1.538536,97,3,31,0.393927838722791
"CCKBR",0,0,6.470303,2.62626,8.812658,5.96974033333333,53,45,72,0.143477368190809
"CCL1",0,0,0,0.12478,0,0.0415933333333333,0,1,0,0.960067588758248
"CCL11",4.52898,4.52898,0,0,0,0,0,0,0,5.52898
"CCL13",4.65549,4.65549,0,0,0,0,0,0,0,5.65549
"CCL14",17.73639,17.73639,0,0,0,0,0,0,0,18.73639
"CCL15",0,0,0.1258,0.092219,0,0.072673,1,1,0,0.932250555388268
"CCL16",0.46808,0.46808,0.18461,0.140778,0.120068,0.148485333333333,4,5,4,1.2782749221003
"CCL17",0.18976,0.18976,0,0.276518,0,0.0921726666666667,0,2,0,1.08935156162731
"CCL18",3.47896,3.47896,0,0,0,0,0,0,0,4.47896
"CCL19",0.16446,0.16446,0.131946,0,0,0.043982,1,0,0,1.11540237283785
"CCL2",41.98793,41.98793,9.239175,0.350724,1.923637,3.83784533333333,78,4,23,8.88575947308774
"CCL20",0,0,2.744248,0.862382,1.89077,1.83246666666667,7,3,7,0.353049167980794
"CCL21",0.48073,0.48073,0,0,0,0,0,0,0,1.48073
"CCL22",0.0253,0.0253,0.238295,0.188476,0.120594,0.182455,11,12,8,0.867094308028635
"CCL23",0,0,0,0,0,0,0,0,0,1
"CCL24",0.20241,0.20241,0.152788,0.117178,0.154166,0.141377333333333,3,3,5,1.05347282172533
"CCL25",0.13916,0.13916,0,0.209464,0,0.0698213333333333,0,3,0,1.06481331462201
"CCL26",0.69579,0.69579,0,0,0.1457,0.0485666666666667,0,0,1,1.61724576405887
"CCL27",0.25302,0.25302,0.71335,0.60474,0.673933,0.664007666666667,8,9,8,0.753013357510572
"CCL28",0.51868,0.51868,0.271192,0.146268,0.191609,0.203023,11,6,9,1.26238650466367
"CCL3",0.13916,0.13916,0.575387,0.517403,0.232131,0.441640333333333,5,9,3,0.79018321953164
"CCL3L1",0,0,1.696117,3.903821,2.936395,2.84544433333333,17,52,34,0.260047971916206
"CCL4",0.86025,0.86025,0.038043,0,0,0.012681,1,0,0,1.8369555664617
"CCL4L2",0,0,0,0.148404,0.190566,0.11299,0,1,2,0.898480669188403
"CCL5",1.75846,1.75846,0.548091,0.427439,0.218965,0.398165,9,10,6,1.97291449864644
"CCL7",0,0,0.403608,0.098746,0.073957,0.192103666666667,3,1,1,0.838853220539265
"CCL8",0.37952,0.37952,0,0,0,0,0,0,0,1.37952
"CCM2",18.72315,18.72315,29.643765,20.472319,27.347095,25.8210596666667,557,593,746,0.735360580272375
"CCNA1",0.20241,0.20241,12.581491,5.431869,10.5038,9.50572,314,186,382,0.114452888521682
