"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"TMEM248","Tmem248",18.874998,12.040353,12.133619,712,931,914,14.3496566666667,36.77581,36.77581,0.406335606481149
"TMEM25","Tmem25",22.227789,27.016994,21.866762,512,954,990,23.7038483333333,6.5025,6.5025,3.29274886149061
"TMEM251","Tmem251",2.062354,2.094169,2.170281,102,181,186,2.10893466666667,51.45071,51.45071,0.0592734524788447
"TMEM252","Tmem252",0.585381,0.454425,0.324523,45,61,44,0.454776333333333,1.45484,1.45484,0.592615540456133
"TMEM26","Tmem26",0.128874,0.079133,0.136977,6,10,13,0.114994666666667,0.48073,0.48073,0.753003360954844
"TMEM30A","Tmem30a",113.738168,103.871319,86.269996,5897,9316,7260,101.293161,61.30567,61.30567,1.64179537753145
"TMEM30B","Tmem30b",0.024567,0.013152,0,1,1,0,0.012573,0.34157,0.34157,0.754767175771671
"TMEM33","Tmem33",26.084583,32.63367,26.722991,1666,2131,1637,28.4804146666667,13.59959,13.59959,2.0192631893544
"TMEM37","Tmem37",0.425699,0.9987,1.038462,7,31,33,0.820953666666667,1.89762,1.89762,0.628430804131207
"TMEM38A","Tmem38a",36.725011,47.443097,44.076573,1007,2241,2197,42.748227,17.60988,17.60988,2.35080650708118
"TMEM38B","Tmem38b",5.238269,3.603061,3.496057,121,204,181,4.11246233333333,61.0653,61.0653,0.0823723132464249
"TMEM39A","Tmem39a",34.685831,17.554651,7.089785,75,122,105,19.7767556666667,17.82495,17.82495,1.10368185130195
"TMEM39B","Tmem39b",3.123218,2.826653,2.801493,78,121,100,2.91712133333333,1.99882,1.99882,1.30622089132837
"TMEM40","Tmem40",0.673015,1.152438,1.019136,8,22,19,0.948196333333333,1.96087,1.96087,0.657981043859856
"TMEM41A","Tmem41a",7.533821,8.148076,8.013046,119,240,237,7.89831433333333,18.87496,18.87496,0.447714829782467
"TMEM41B","Tmem41b",19.882603,22.021,21.637521,548,1009,892,21.1803746666667,18.14121,18.14121,1.15877599517829
"TMEM42","Tmem42",7.837515,7.823571,10.151174,96,174,223,8.60408666666667,9.43748,9.43748,0.920153779136982
"TMEM43","Tmem43",10.76019,10.753376,10.863818,396,824,807,10.7924613333333,50.55251,50.55251,0.228746599017843
"TMEM45A","Tmem45a",1.192928,0.157807,0.646609,11,9,12,0.665781333333333,13.005,13.005,0.118941901701773
"TMEM45B","Tmem45b",0.042618,0.091781,0.307599,1,4,2,0.147332666666667,0.16446,0.16446,0.985291608699884
"TMEM47","Tmem47",36.077786,27.136597,26.393049,1947,2593,2024,29.869144,57.43453,57.43453,0.528268884852843
"TMEM50A","Tmem50a",51.881176,64.296486,57.203877,766,1597,1528,57.7938463333333,137.27359,137.27359,0.425199391534807
"TMEM50B","Tmem50b",35.664063,30.750987,30.799464,1114,1746,1626,32.404838,89.03617,89.03617,0.371015759555299
"TMEM51","Tmem51",2.077651,2.238838,2.945331,53,106,142,2.42060666666667,2.27714,2.27714,1.04377800968731
"TMEM52","Tmem52",0.589115,0.932832,0.700506,5,18,14,0.740817666666667,0,0,1.74081766666667
"TMEM52B","Tmem52b",0,0.026964,0,0,2,0,0.008988,0.03795,0.03795,0.972096921817043
"TMEM53","Tmem53",1.795392,6.006462,2.633763,22,65,57,3.478539,5.6549,5.6549,0.67296863964898
"TMEM54","Tmem54",0,0,0,0,0,0,0,0.88555,0.88555,0.530349234971229
"TMEM59","Tmem59",139.712664,179.755094,190.829952,2113,4589,4698,170.099236666667,426.60952,426.60952,0.400129624491678
"TMEM59L","Tmem59l",125.643125,144.448315,138.538049,2465,5263,5138,136.209829666667,0.29097,0.29097,106.284289849235
"TMEM60","Tmem60",10.341313,11.671183,11.556093,150,299,299,11.1895296666667,22.89791,22.89791,0.510066765950105
"TMEM62","Tmem62",50.112367,55.214306,45.29964,341,615,670,50.208771,14.82671,14.82671,3.23559166750386
"TMEM63A","Tmem63a",22.873389,22.566503,9.679991,496,607,647,18.3732943333333,36.05472,36.05472,0.522829327365942
"TMEM63B","Tmem63b",37.55959,21.30809,18.596647,1335,1462,1437,25.8214423333333,13.94116,13.94116,1.79513788309163
"TMEM63C","Tmem63c",14.787928,5.862808,5.131687,563,383,329,8.594141,0.25302,0.25302,7.65681393752693
"TMEM64","Tmem64",11.604667,8.975773,7.944408,759,1034,894,9.50828266666667,9.39953,9.39953,1.01045745977623
"TMEM65","Tmem65",28.32151,16.122531,13.096742,1439,1442,1145,19.180261,69.00999,69.00999,0.288248305706086
"TMEM67","Tmem67",2.927274,1.71597,1.566838,148,150,143,2.07002733333333,75.639,75.639,0.0400582906005211
"TMEM68","Tmem68",21.746212,22.642886,18.200018,481,804,575,20.8630386666667,11.03148,11.03148,1.8171528911378
"TMEM69","Tmem69",5.589728,4.838685,6.599938,107,165,177,5.676117,67.06177,67.06177,0.0980890887792075
"TMEM70","Tmem70",17.764609,21.442091,16.262319,365,665,596,18.489673,62.43159,62.43159,0.307254997076378
"TMEM71","Tmem71",0.115101,0.066965,0.097173,5,5,7,0.0930796666666667,39.59693,39.59693,0.0269251804672586
"TMEM72","Tmem72",0.760568,0.384447,0.160071,207,101,77,0.435028666666667,0.06325,0.06325,1.34966251273611
"TMEM74","Tmem74",3.788508,2.007064,1.903079,199,182,169,2.566217,1.83436,1.83436,1.25820890783104
"TMEM79","Tmem79",0.492571,0.62883,0.515671,5,10,8,0.545690666666667,1.12592,1.12592,0.727069065000878
"TMEM80","Tmem80",15.860144,13.444681,12.285552,223,339,329,13.863459,22.01235,22.01235,0.645890532692228
"TMEM81","Tmem81",1.739004,1.219402,1.454695,42,52,63,1.47103366666667,2.77052,2.77052,0.65535620197391
"TMEM82","Tmem82",0.104568,0.095906,0.082375,4,7,5,0.094283,0,0,1.094283
"TMEM86A","Tmem86a",7.061059,9.708147,8.936617,159,378,402,8.56860766666667,2.90968,2.90968,2.4474145369101
"TMEM86B","Tmem86b",4.120696,1.421198,1.365715,50,32,30,2.30253633333333,0.21506,0.21506,2.71800267750838
"TMEM87A","Tmem87a",11.207478,8.614242,7.614929,441,612,547,9.14554966666667,40.97587,40.97587,0.241699568506065
"TMEM87B","Tmem87b",11.34361,7.562771,6.506685,539,645,582,8.471022,7.2995,7.2995,1.14115573227303
"TMEM88","Tmem88",0.234976,0.66746,1.262392,5,26,50,0.721609333333333,13.09355,13.09355,0.122155832514401
"TMEM88B","Tmem88b",21.456711,19.754654,22.68866,1077,1776,2060,21.3000083333333,0,0,22.3000083333333
"TMEM89","Tmem89",0,0.117738,0.212666,0,1,3,0.110134666666667,0,0,1.11013466666667
"TMEM8B","Tmem8b",28.341496,11.437741,12.673191,1203,894,1032,17.4841426666667,3.55487,3.55487,4.058105427085
"TMEM9","Tmem9",30.287922,49.758073,48.129629,452,1276,1311,42.725208,11.34775,11.34775,3.54114782045312
"TMEM91","Tmem91",44.690836,50.649058,65.922854,145,311,372,53.7542493333333,2.26449,2.26449,16.7726809802858
"TMEM92","Tmem92",0,0,0.030321,0,0,1,0.010107,0,0,1.010107
"TMEM95","Tmem95",0,0.036683,0.072242,0,1,2,0.0363083333333333,0,0,1.03630833333333
"TMEM97","Tmem97",8.229101,9.565708,10.549948,149,309,346,9.44825233333333,6.12298,6.12298,1.46683724134187
"TMEM98","Tmem98",5.226036,6.402867,8.554829,109,247,338,6.72791066666667,11.411,11.411,0.622666236940349
"TMEM9B","Tmem9b",43.968164,50.052328,45.37825,1006,2047,1877,46.4662473333333,101.49719,101.49719,0.463098035500616
"TMF1","Tmf1",13.602828,12.190241,9.649945,644,887,795,11.814338,13.67549,13.67549,0.873179566747005
"TMIE","Tmie",2.370391,3.327126,3.710073,95,218,280,3.13586333333333,0.10121,0.10121,3.75574443869319
"TMIGD1","Tmigd1",0,0,0,0,0,0,0,0,0,1
"TMOD1","Tmod1",26.046275,24.302139,19.864507,637,953,895,23.404307,141.30918,141.30918,0.171487932120753
"TMOD2","Tmod2",65.15924,30.575606,31.385392,8995,5349,4896,42.3734126666667,5.61695,5.61695,6.55489502968387
"TMOD3","Tmod3",22.820488,22.099029,20.644343,339,565,488,21.85462,75.04441,75.04441,0.300543064243644
"TMOD4","Tmod4",0.293978,0.792625,0.393065,2,2,5,0.493222666666667,0.25302,0.25302,1.19169898857693
"TMPO","Tmpo",19.612213,16.756436,11.785084,473,731,624,16.0512443333333,29.84318,29.84318,0.552836780556782
"TMPRSS11A","Tmprss11a",0.199639,0.119675,0.138785,8,8,9,0.152699666666667,0,0,1.15269966666667
"TMPRSS11B","Tmprss11b",0.048524,0.018914,0.00981,3,2,1,0.0257493333333333,0,0,1.02574933333333
"TMPRSS11CP","Tmprss11c",0,0,0,0,0,0,0,0.16446,0.16446,0.858767153873899
"TMPRSS11D","Tmprss11d",0,0,0.018076,0,0,1,0.00602533333333333,0,0,1.00602533333333
"TMPRSS11E","Tmprss11e",0,0,0,0,0,0,0,0,0,1
"TMPRSS11F","Tmprss11f",0,0,0,0,0,0,0,0,0,1
"TMPRSS11GP","Tmprss11g",0.041309,0.017896,0,1,1,0,0.019735,0,0,1.019735
"TMPRSS12","Tmprss12",0,0,0,0,0,0,0,0,0,1
"TMPRSS13","Tmprss13",0,0.011657,0.011371,0,1,1,0.007676,0.0253,0.0253,0.982810884619136
"TMPRSS15","Tmprss15",0.031841,0,0,2,0,0,0.0106136666666667,0.8476,0.8476,0.546987262755286
"TMPRSS2","Tmprss2",0,0.265503,0.035281,0,4,3,0.100261333333333,0,0,1.10026133333333
"TMPRSS3","Tmprss3",0,0.015945,0,0,1,0,0.005315,0.0759,0.0759,0.934394460451715
"TMPRSS4","Tmprss4",0,0,0.08379,0,0,4,0.02793,0.29097,0.29097,0.796246233452365
"TMPRSS5","Tmprss5",1.673706,1.276045,1.741506,17,39,52,1.56375233333333,0.0759,0.0759,2.38289091303405
"TMPRSS6","Tmprss6",1.962665,1.766777,0.080164,9,11,7,1.26986866666667,0,0,2.26986866666667
"TMPRSS7","Tmprss7",1.997393,1.294024,1.305056,20,24,36,1.53215766666667,0,0,2.53215766666667
"TMPRSS9","Tmprss9",0.121682,0.060121,0.069719,6,6,7,0.0838406666666667,0.10121,0.10121,0.984227047217757
"TMSB10","Tmsb10",101.102571,160.016266,170.231463,524,1513,1633,143.783433333333,551.08052,551.08052,0.26225057412519
"TMSB4X","Tmsb4x",615.131296,796.901431,827.479674,4595,10273,10761,746.504133666667,1828.25241,1828.25241,0.408639141094075
"TMTC1","Tmtc1",11.064008,5.16056,4.966234,1391,1151,1103,7.06360066666667,29.18534,29.18534,0.267136320699607
"TMTC2","Tmtc2",4.786958,3.027279,3.577344,216,293,233,3.79719366666667,3.92174,3.92174,0.97469465405866
"TMTC3","Tmtc3",4.480566,1.166316,1.304261,272,179,168,2.31704766666667,5.12356,5.12356,0.541686154241433
"TMTC4","Tmtc4",4.396287,6.951198,6.334455,161,287,251,5.89398,6.00912,6.00912,0.983572830826124
"TMUB1","Tmub1",10.17879,18.846197,17.559575,121,421,449,15.5281873333333,1.18917,1.18917,7.54997891133778
"TMUB2","Tmub2",23.925925,28.030663,27.385667,578,1417,1343,26.4474183333333,15.19358,15.19358,1.69495678740176
"TMX1","Tmx1",20.410258,20.230258,20.411343,562,1021,788,20.3506196666667,13.68814,13.68814,1.4535958716806
"TMX2","Tmx2",102.318996,116.652213,120.282214,2550,5164,5509,113.084474333333,148.24181,148.24181,0.764427035113909
"TMX3","Tmx3",42.769415,42.925872,41.472811,1199,1649,1362,42.389366,38.02824,38.02824,1.11174283031979
"TMX4","Tmx4",49.771434,32.291918,27.218712,4151,4678,3878,36.4273546666667,65.78404,65.78404,0.560423638142686
"TNC","Tnc",0.528506,0.230556,0.335722,56,44,66,0.364928,0.97411,0.97411,0.691414358875645
"TNF","Tnf",0,0.028614,0,0,1,0,0.009538,0.0506,0.0506,0.960915667237769
"TNFAIP1","Tnfaip1",11.680987,10.490422,9.134591,652,1042,923,10.4353333333333,23.36599,23.36599,0.469315358552365
"TNFAIP2","Tnfaip2",1.159181,1.945528,2.951693,13,39,58,2.01880066666667,13.16946,13.16946,0.213049803356421
"TNFAIP3","Tnfaip3",1.294554,0.671569,0.72062,52,80,78,0.895581,4.52898,4.52898,0.342844611483492
"TNFAIP6","Tnfaip6",6.637861,7.827981,8.84561,151,306,331,7.770484,4.07355,4.07355,1.72866809236136
"TNFAIP8","Tnfaip8",5.717582,4.332929,5.776734,116,200,216,5.27574833333333,11.92968,11.92968,0.485375379230834
"TNFAIP8L1","Tnfaip8l1",1.732182,2.265341,1.698496,60,141,108,1.898673,2.93498,2.93498,0.736642371752843
"TNFAIP8L2","Tnfaip8l2",1.509011,1.48118,1.114927,21,38,29,1.36837266666667,1.06267,1.06267,1.14820725887644
"TNFAIP8L3","Tnfaip8l3",3.559484,1.621585,1.147934,235,184,125,2.10966766666667,2.70727,2.70727,0.838802586988988
"TNFRSF10D","Tnfrsf10b",0.636478,0.325275,0.188269,21,21,9,0.383340666666667,2.4163,2.4163,0.404923650342964
"TNFRSF11A","Tnfrsf11a",0.684251,0.505021,0.377691,46,35,33,0.522321,0.7717,0.7717,0.859243099847604
"TNFRSF11B","Tnfrsf11b",0.381599,0.471547,0.618264,15,32,41,0.49047,12.2586,12.2586,0.112415337969318
"TNFRSF12A","Tnfrsf12a",6.290894,5.454408,4.069734,70,95,78,5.27167866666667,18.77375,18.77375,0.317171940914934
"TNFRSF13B","Tnfrsf13b",0.383115,0.333796,0.382614,14,22,23,0.366508333333333,0,0,1.36650833333333
"TNFRSF13C","Tnfrsf13c",0,0.020741,0.082711,0,1,4,0.034484,0,0,1.034484
"TNFRSF14","Tnfrsf14",0.497598,0.38254,0.424079,7,10,9,0.434739,2.65666,2.65666,0.392363249522789
"TNFRSF17","Tnfrsf17",0.219453,0.183706,0.482574,2,3,8,0.295244333333333,0,0,1.29524433333333
"TNFRSF18","Tnfrsf18",0.789178,0.229435,0.862948,9,6,12,0.627187,0,0,1.627187
"TNFRSF19","Tnfrsf19",14.288062,10.633833,10.510646,822,1131,1132,11.810847,34.77699,34.77699,0.358075036496922
"TNFRSF1A","Tnfrsf1a",29.848825,37.242607,30.453459,130,277,269,32.5149636666667,54.86642,54.86642,0.599912499613662
"TNFRSF1B","Tnfrsf1b",1.484407,0.809381,1.860207,71,67,83,1.384665,4.40247,4.40247,0.441402728751849
"TNFRSF21","Tnfrsf21",23.076231,12.950709,11.732772,1202,1230,1121,15.919904,9.47543,9.47543,1.6151989942179
"TNFRSF4","Tnfrsf4",0.159747,0.087582,0.215768,2,2,5,0.154365666666667,0,0,1.15436566666667
"TNFRSF8","Tnfrsf8",0.588665,0.31539,0.439344,30,29,41,0.447799666666667,0.16446,0.16446,1.24332279912291
"TNFRSF9","Tnfrsf9",0.204022,0.183657,0.045215,3,8,2,0.144298,0,0,1.144298
"TNFSF10","Tnfsf10",0.424444,0.442011,0.695488,32,58,91,0.520647666666667,55.19534,55.19534,0.0270600314308387
"TNFSF11","Tnfsf11",0,0.019265,0.040106,0,1,2,0.0197903333333333,0,0,1.01979033333333
"TNFSF12","Tnfsf12",12.664897,10.484942,12.893094,95,203,194,12.014311,10.08267,10.08267,1.17429382991644
"TNFSF13","Tnfsf13",1.409274,0.809985,1.396482,26,27,48,1.205247,7.98264,7.98264,0.245500988573515
"TNFSF13B","Tnfsf13b",0.610861,0.76628,1.432085,22,37,63,0.936408666666667,1.75846,1.75846,0.701989032527811
"TNFSF14","Tnfsf14",0,0.021363,0,0,1,0,0.007121,0.78435,0.78435,0.564418976097739
"TNFSF15","Tnfsf15",0.040182,0.023012,0.014423,2,2,1,0.0258723333333333,0,0,1.02587233333333
"TNFSF18","Tnfsf18",0,0,0,0,0,0,0,0.0506,0.0506,0.951837045497811
"TNFSF4","Tnfsf4",0,0,0,0,0,0,0,0.67049,0.67049,0.598626750234961
"TNFSF8","Tnfsf8",0.017529,0,0.030617,1,0,3,0.0160486666666667,0.797,0.797,0.565413837877945
"TNFSF9","Tnfsf9",0.300136,0.197479,0.323991,5,6,10,0.273868666666667,0.0506,0.0506,1.21251538803224
"TNIK","Tnik",27.793977,7.342972,8.474982,2468,976,1056,14.5373103333333,25.87084,25.87084,0.578221980903214
"TNIP1","Tnip1",11.500139,9.942094,7.710629,274,470,455,9.71762066666667,56.19475,56.19475,0.187388189766835
"TNIP2","Tnip2",7.012829,2.920722,3.305598,106,125,106,4.41304966666667,4.64284,4.64284,0.959277538733451
"TNK1","Tnk1",0.028608,0.10981,0.137823,1,3,1,0.0920803333333333,0.60724,0.60724,0.679475581327825
"TNK2","Tnk2",350.954833,147.996328,201.341773,2769,2487,3071,233.430978,0.93616,0.93616,121.080374555822
"TNKS","Tnks",15.391088,4.662253,4.273878,2031,886,987,8.109073,14.16887,14.16887,0.600510980712472
"TNKS1BP1","Tnks1bp1",27.049769,7.288564,9.854224,970,561,661,14.7308523333333,40.33068,40.33068,0.380609569775608
"TNKS2","Tnks2",51.080207,31.36587,32.588481,2427,2045,1779,38.3448526666667,17.53398,17.53398,2.12284963438326
"TNMD","Tnmd",0.2244,0.581522,0.226189,4,18,7,0.344037,0.35422,0.35422,0.992480542304795
"TNN","Tnn",0.033573,0.030884,0.060876,3,5,10,0.0417776666666667,0.08856,0.08856,0.957023652041841
"TNNC1","Tnnc1",4.74886,4.761428,5.184187,36,65,69,4.89815833333333,3876.65365,3876.65365,0.0015210637322736
"TNNC2","Tnnc2",0.13704,0,1.410218,1,0,5,0.515752666666667,0.15181,0.15181,1.31597456756467
"TNNI1","Tnni1",5.892287,7.908087,12.854915,48,118,156,8.88509633333333,75.77816,75.77816,0.128748804781638
"TNNI2","Tnni2",0,1.2927,1.822703,0,5,13,1.03846766666667,0,0,2.03846766666667
"TNNI3","Tnni3",0.430986,0.56728,2.141358,2,4,18,1.04654133333333,4005.88135,4005.88135,0.000510756659498623
"TNNT1","Tnnt1",20.555206,22.898576,20.789882,123,218,271,21.4145546666667,104.02734,104.02734,0.213416379646163
"TNNT2","Tnnt2",3.246538,3.05349,3.244642,40,67,51,3.18155666666667,15203.45139,15203.45139,0.000275021870859273
"TNNT3","Tnnt3",0.670377,0.375006,0.743866,1,2,6,0.596416333333333,89.70666,89.70666,0.0175997697780222
"TNP1","Tnp1",0,0,0,0,0,0,0,0,0,1
"TNP2","Tnp2",0.210004,0,0,1,0,0,0.0700013333333333,0,0,1.07000133333333
"TNPO1","Tnpo1",9.636006,3.92322,3.603878,1244,884,723,5.72103466666667,49.73021,49.73021,0.132485843576572
"TNPO2","Tnpo2",44.267003,28.998389,29.789673,2316,2548,2436,34.3516883333333,13.28332,13.28332,2.47503299886394
"TNPO3","Tnpo3",32.855877,19.23631,20.979832,1204,1295,1229,24.3573396666667,21.49367,21.49367,1.12731002396082
"TNR","Tnr",18.218466,3.099454,4.017227,3057,691,944,8.445049,0,0,9.445049
"TNRC18","Tnrc18",20.595307,3.710839,5.320061,1140,373,619,9.87540233333333,5.49044,5.49044,1.67560324621032
"TNRC6A","Tnrc6a",16.178761,4.54773,5.363711,1068,551,605,8.696734,57.0297,57.0297,0.167099502496136
"TNRC6B","Tnrc6b",21.176772,0.591646,5.155427,1482,266,357,8.974615,10.01942,10.01942,0.905185118636008
"TNRC6C","Tnrc6c",10.375091,1.317227,1.881805,1130,298,434,4.52470766666667,4.76934,4.76934,0.957597865035978
"TNS3","Tns3",13.611272,6.216441,6.265665,1302,1039,1039,8.69779266666667,18.81171,18.81171,0.489498012370798
"TNS4","Tns4",0.057665,0.190387,0.352313,4,8,15,0.200121666666667,0,0,1.20012166666667
"TOB1","Tob1",10.985194,9.518697,9.801039,332,503,492,10.1016433333333,77.04323,77.04323,0.1422499214004
"TOB2","Tob2",6.292263,3.971491,3.822229,371,421,408,4.69532766666667,27.61665,27.61665,0.199021467106271
"TOE1","Toe1",8.241708,6.988958,7.22174,130,258,270,7.48413533333333,4.18741,4.18741,1.63552434323359
"TOLLIP","Tollip",36.459988,34.272046,31.750834,2060,3453,3227,34.160956,7.85613,7.85613,3.97023937092161
"TOM1","Tom1",47.402111,37.897179,44.475821,444,809,806,43.2583703333333,6.89467,6.89467,5.60610770726748
"TOM1L1","Tom1l1",7.434341,9.458681,8.73521,257,555,491,8.542744,19.15328,19.15328,0.473508232903031
"TOM1L2","Tom1l2",67.77404,42.537698,41.299412,4302,4703,4691,50.53705,94.77963,94.77963,0.538079443405659
"TOMM20","Tomm20",76.951968,91.028302,91.277553,4955,8056,7187,86.4192743333333,118.95526,118.95526,0.728765660908353
"TOMM20L","Tomm20l",0,0,0,0,0,0,0,0,0,1
"TOMM22","Tomm22",57.875139,71.128125,75.997799,625,1385,1506,68.3336876666667,128.5825,128.5825,0.535054406780751
"TOMM34","Tomm34",27.861445,23.176242,22.268145,756,1136,1109,24.4352773333333,10.81641,10.81641,2.15253848955252
"TOMM40","Tomm40",33.295617,35.205811,34.331459,559,1226,1214,34.277629,15.64901,15.64901,2.11890250531413
"TOMM40L","Tomm40l",46.71176,57.194065,61.006905,644,1361,1441,54.97091,35.35892,35.35892,1.53939968513916
"TOMM5","Tomm5",35.671714,33.91094,46.4761,184,363,479,38.6862513333333,114.84376,114.84376,0.342584281909818
"TOMM6","Tomm6",75.222067,100.170281,111.45096,549,1277,1440,95.614436,379.28296,379.28296,0.254059335185568
"TOMM7","Tomm7",28.230435,36.364015,38.968804,399,893,957,34.5210846666667,381.47154,381.47154,0.0928724910268269
"TONSL","Tonsl",8.345348,1.938612,1.94234,74,86,82,4.07543333333333,0.12651,0.12651,4.50544898255083
"TOP1","Top1",23.626085,11.044104,9.337029,1235,1102,878,14.6690726666667,29.93174,29.93174,0.506569390104361
"TOP1MT","Top1mt",4.32017,5.267767,3.518283,108,202,173,4.36874,2.92233,2.92233,1.36876295467235
"TOP2A","Top2a",0.845119,0.346776,0.685714,35,29,30,0.625869666666667,0.35422,0.35422,1.20059493041505
"TOP2B","Top2b",58.052086,29.405137,20.907911,1822,1513,1186,36.1217113333333,159.48835,159.48835,0.231304710487293
"TOP3A","Top3a",1.106193,0.76301,1.051343,62,76,101,0.973515333333333,13.04295,13.04295,0.140534241974324
"TOP3B","Top3b",20.943096,15.608376,15.431121,321,478,406,17.327531,9.817,9.817,1.69432661551262
"TOPBP1","Topbp1",11.667478,6.982034,10.459932,316,399,333,9.703148,13.83995,13.83995,0.721238818190088
"TOPORS","Topors",6.086971,4.294192,3.852646,342,422,377,4.744603,12.52427,12.52427,0.424762519529705
"TOR1A","Tor1a",25.630957,24.114406,30.486014,220,489,529,26.7437923333333,18.64725,18.64725,1.41209545016902
"TOR1AIP1","Tor1aip1",17.533136,15.081741,13.446053,613,777,753,15.3536433333333,68.2636,68.2636,0.236107325252129
"TOR1AIP2","Tor1aip2",18.876951,16.882634,19.897288,731,1194,1178,18.552291,21.06354,21.06354,0.886181048009522
"TOR1B","Tor1b",13.786355,10.44473,8.32514,403,561,515,10.852075,12.66343,12.66343,0.867430432914722
"TOR2A","Tor2a",10.203991,14.35739,15.707582,171,388,368,13.4229876666667,0.78435,0.78435,8.08304854241974
"TOR3A","Tor3a",3.388015,4.520343,4.835588,80,177,189,4.247982,7.3501,7.3501,0.628493311457348
"TOR4A","Tor4a",0.913435,0.936632,1.25211,44,83,79,1.034059,1.11327,1.11327,0.962517330961023
"TOX","Tox",7.500137,3.898464,4.250707,288,259,275,5.216436,0.18976,0.18976,5.22494956966111
"TOX3","Tox3",3.912448,2.419089,2.179985,177,166,147,2.837174,0,0,3.837174
"TOX4","Tox4",18.530948,15.951963,15.412899,961,1504,1337,16.6319366666667,54.94233,54.94233,0.315180591631894
"TP53I11","Trp53i11",26.320875,12.377859,12.945401,925,814,864,17.2147116666667,13.47308,13.47308,1.25852352551542
"TP53INP1","Trp53inp1",3.886702,2.340125,1.382659,231,256,187,2.53649533333333,15.34539,15.34539,0.216360413139933
"TPBG","Tpbg",4.733709,3.390697,3.458978,192,292,235,3.861128,2.54281,2.54281,1.37211083857164
