"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg__TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"TRGV8",0,0,0,0,0,0,0,0,0,0.366755,0.122251666666667,0,0,2,0.891065729463534
"TRGV9",0,0,0.045975,0.015325,0,0,1,0.155595,0.171847,0.323077,0.216839666666667,4,6,12,0.834395054511427
"TRH",0.273438,0.226308,0.26034,0.253362,6,4,5,55.100127,97.916921,73.198671,75.4052396666667,1256,3077,2448,0.0164041367511972
"TRHDE",5.347012,4.613065,4.491728,4.81726833333333,268,182,215,0.348647,0.004325,0.008453,0.120475,12,1,2,5.19178770908171
"TRHR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIAP1",9.664875,14.185647,13.340985,12.397169,143,169,176,8.681218,9.451364,8.957889,9.030157,135,199,201,1.33568886309556
"TRIB1",8.891386,5.846482,7.379432,7.37243333333333,316,185,270,3.082074,4.339487,3.047892,3.48981766666667,165,238,215,1.8647602096388
"TRIB2",58.628307,67.898021,54.335794,60.287374,2231,2188,1893,65.397336,58.99699,65.444518,63.2796146666667,2727,3341,3942,0.95344961723583
"TRIB3",3.403733,3.030802,4.199881,3.54480533333333,95,72,110,7.399549,7.365233,6.518855,7.09454566666667,223,306,289,0.561465154498892
"TRIL",1.320771,1.306509,1.078201,1.23516033333333,99,76,69,0.478513,0.095602,0.17716,0.250425,36,10,21,1.78752050969337
"TRIM10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM11",7.142438,7.6681,9.060489,7.957009,279,193,248,9.097203,10.478258,7.2769,8.950787,319,511,466,0.900130713279261
"TRIM13",9.114413,11.32632,10.248693,10.2298086666667,531,496,503,7.641034,8.144598,8.535516,8.10704933333333,729,1130,1060,1.23308969300997
"TRIM14",0.820229,0.86239,1.177606,0.953408333333333,52,47,54,0.973507,1.083913,1.110263,1.05589433333333,63,73,80,0.950150161738209
"TRIM15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM16",14.246128,13.872128,17.78906,15.3024386666667,207,176,216,30.885554,37.242289,32.743805,33.6238826666667,696,1113,1019,0.470843747468029
"TRIM16L",11.653459,4.711549,28.736614,15.033874,123,54,120,8.40663,16.938338,14.082581,13.1425163333333,170,266,272,1.13373558298171
"TRIM17",0.539083,0.804339,0.579424,0.640948666666667,17,21,15,3.362385,3.125698,3.171328,3.21980366666667,80,121,118,0.388868486851402
"TRIM2",23.515559,21.836995,24.61989,23.324148,2050,1566,1951,54.270671,57.282007,50.198008,53.9168953333333,5149,7404,6862,0.442926495614106
"TRIM21",3.739799,4.972372,3.471979,4.06138333333333,76,74,76,7.304001,7.722215,9.546457,8.190891,143,231,247,0.550695610831783
"TRIM22",11.480397,23.151672,9.636968,14.7563456666667,214,337,147,8.464586,2.109243,1.114291,3.89604,144,16,13,3.21818156442077
"TRIM23",3.980261,4.181191,4.889147,4.35019966666667,192,189,173,9.556219,9.112742,9.05447,9.24114366666667,493,666,649,0.522422088861104
"TRIM24",22.903452,43.025631,20.949962,28.9596816666667,1361,1977,1226,22.114282,18.106496,15.530969,18.5839156666667,1493,1767,1412,1.52981059439815
"TRIM25",6.016862,9.946386,7.12002,7.69442266666667,219,192,196,13.02559,20.311901,16.676291,16.6712606666667,470,1019,999,0.492009191119396
"TRIM26",10.267085,11.229936,11.434338,10.9771196666667,452,358,435,8.986387,11.957838,8.475516,9.80658033333333,448,646,565,1.10831727495911
"TRIM26BP",0.122968,0.152785,0,0.0919176666666667,1,1,0,0,0,0,0,0,0,0,1.09191766666667
"TRIM27",32.549533,37.498335,30.527974,33.5252806666667,967,823,895,23.654444,27.976909,22.168616,24.5999896666667,866,1318,1186,1.34864432041633
"TRIM28",382.449057,394.757205,389.871445,389.025902333333,2302,1797,2045,283.40133,320.745839,254.749257,286.298808666667,1706,2767,2461,1.35756185047692
"TRIM29",0.198594,0.143571,0.048899,0.130354666666667,1,1,1,0.888582,0,2.038603,0.975728333333333,2,0,3,0.572120492274157
"TRIM3",34.042405,21.701384,30.471716,28.7385016666667,464,290,361,57.886421,68.607199,78.354749,68.2827896666667,1007,1472,1429,0.429233606350791
"TRIM31",0.179544,0,0,0.059848,1,0,0,0.156637,0.450322,0.205073,0.270677333333333,2,3,3,0.834081140976781
"TRIM31.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM32",7.100952,6.400791,5.755828,6.41919033333333,304,290,292,6.326405,7.794828,6.407821,6.843018,381,491,533,0.945961150839298
"TRIM33",20.293365,16.014411,16.414792,17.5741893333333,676,578,571,14.322997,8.168505,13.017903,11.8364683333333,655,901,773,1.44698595057493
"TRIM34",0.992874,0.481687,0.4071,0.627220333333333,18,4,12,0.130121,0.095918,0.036064,0.0873676666666667,5,5,2,1.496476659382
"TRIM35",8.451807,9.37869,9.025744,8.95208033333333,229,187,207,8.679493,10.336531,9.785529,9.60051766666667,259,481,384,0.938829654010922
"TRIM36",7.970579,7.908812,10.327368,8.73558633333333,376,250,366,33.853291,41.884931,37.82995,37.8560573333333,1404,2478,2240,0.250555177274291
"TRIM37",18.891331,27.092792,50.869924,32.2846823333333,437,372,378,75.884183,78.691508,73.839567,76.1384193333333,1720,1919,1933,0.431492926883844
"TRIM38",0.956547,1.139906,0.726165,0.940872666666667,139,134,94,0.172972,0.044847,0.138486,0.118768333333333,26,9,30,1.73482982029345
"TRIM39",6.495199,6.66793,5.576743,6.246624,235,194,168,6.532497,9.414646,5.730318,7.22582033333333,214,250,278,0.880960646640268
"TRIM39.RPP21",0,0,0,0,0,0,0,0.189654,0,0,0.063218,5,0,0,0.940540886252866
"TRIM4",0.998129,2.165667,1.989104,1.71763333333333,34,61,37,2.744669,2.154923,0.943516,1.94770266666667,70,73,66,0.921949613190295
"TRIM40",0,0.042209,0,0.0140696666666667,0,1,0,0,0,0,0,0,0,0,1.01406966666667
"TRIM41",13.205913,16.946394,12.842887,14.3317313333333,538,423,485,15.656494,12.991619,12.810017,13.8193766666667,551,813,781,1.03457329401844
"TRIM42",0,0,0,0,0,0,0,0,0,0.017604,0.005868,0,0,1,0.994166232547412
"TRIM43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM43B",0,0,0,0,0,0,0,0.09911,0,0,0.0330366666666667,2,0,0,0.968019850860408
"TRIM44",11.887616,14.567685,10.209631,12.221644,1292,1246,963,22.131941,20.933132,13.85254,18.9725376666667,2059,2908,2432,0.661991191137738
"TRIM45",2.427958,1.40948,1.420932,1.75279,82,62,64,1.267144,1.32093,1.833397,1.47382366666667,65,85,100,1.11276726675884
"TRIM46",11.32087,7.45621,11.745066,10.1740486666667,494,251,458,12.862829,16.932117,11.167215,13.6540536666667,542,1000,767,0.762522706743192
"TRIM47",3.708169,2.573949,6.495366,4.25916133333333,32,16,38,4.216455,3.183779,3.62035,3.673528,25,34,37,1.12530861767242
"TRIM48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM49",0.10349,0.0643,0,0.05593,2,1,0,0,0,0,0,0,0,0,1.05593
"TRIM49B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM49C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM49D1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM49D2",0.053049,0.065901,0,0.03965,1,1,0,0,0,0,0,0,0,0,1.03965
"TRIM5",9.987658,19.026627,12.28994,13.768075,336,426,315,5.645223,5.222586,5.010702,5.292837,169,186,214,2.34680717139185
"TRIM50",0.096763,0.064068,0.124951,0.0952606666666667,2,1,2,0.293437,0.563273,0.158912,0.338540666666667,2,5,2,0.818249825307263
"TRIM51",1.80776,1.689481,2.392359,1.9632,39,29,44,0,0,0,0,0,0,0,2.9632
"TRIM51BP",1.437647,0.943885,1.017357,1.132963,26,14,16,0,0,0,0,0,0,0,2.132963
"TRIM51CP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM51GP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM51JP",0,0,0.172306,0.0574353333333333,0,0,3,0,0,0,0,0,0,0,1.05743533333333
"TRIM52",17.690145,19.114997,15.115607,17.3069163333333,497,427,403,18.615193,15.372959,13.764746,15.9176326666667,563,819,696,1.08212045349607
"TRIM52.AS1",10.829546,15.130537,12.333098,12.7643936666667,56,48,59,27.642361,18.772994,22.097423,22.8375926666667,118,161,172,0.577423813685437
"TRIM53AP",0.285591,0.177283,0.093633,0.185502333333333,6,3,2,0.091356,0.033574,0,0.0416433333333333,2,1,0,1.13810773361323
"TRIM53CP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM54",0.038956,0,0,0.0129853333333333,1,0,0,0.126633,0.189756,0.290053,0.202147333333333,2,5,8,0.842646575211802
"TRIM55",0,0,0.110928,0.036976,0,0,2,0.093884,0,0,0.0312946666666667,1,0,0,1.00550893310803
"TRIM56",2.893195,3.933874,2.409584,3.07888433333333,418,448,361,0.881958,0.263127,0.283282,0.476122333333333,156,64,75,2.76324274839913
"TRIM58",11.867556,9.257683,16.604127,12.5764553333333,937,585,1152,6.18395,6.864907,6.338066,6.46230766666667,509,771,764,1.81933738727739
"TRIM59",1.402334,1.983212,0.827096,1.404214,55,69,33,1.009994,0.606089,0.637742,0.751275,27,31,34,1.37283636207906
"TRIM59.IFT80",0.08125,0,0.14079,0.0740133333333333,4,0,6,0.044412,0.063858,0.057588,0.055286,2,5,4,1.01774621603369
"TRIM6",2.378339,5.708224,1.970818,3.35246033333333,67,113,47,0.536843,0.633252,0.740597,0.636897333333333,23,18,16,2.65896965234228
"TRIM6.TRIM34",0,0.414183,0,0.138061,0,17,0,0,0,0,0,0,0,0,1.138061
"TRIM60",0.086717,0,0,0.0289056666666667,2,0,0,0.122807,0.030137,0,0.0509813333333333,3,1,0,0.978995186720728
"TRIM60P10Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P11Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P12Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P14",0.165009,0,0,0.055003,3,0,0,0.098517,0.016367,0.142859,0.0859143333333333,2,0,4,0.971534280021475
"TRIM60P16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P1Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P2Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P3Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P4Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P5Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P6Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P7Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P8Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM60P9Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM61",0.152237,0.349432,0.350301,0.28399,5,8,10,0.15494,0.252994,0.264815,0.224249666666667,5,11,11,1.04879750835137
"TRIM62",9.304361,9.092126,6.530573,8.30902,466,390,327,3.528534,5.131185,3.934451,4.19805666666667,203,273,303,1.79086543240198
"TRIM63",0.078755,0.066493,0.35591,0.167052666666667,2,1,8,0.037429,0,0.052017,0.0298153333333333,1,0,2,1.13326402209328
"TRIM64",0.047552,0.059106,0,0.0355526666666667,1,1,0,0,0,0,0,0,0,0,1.03555266666667
"TRIM64B",0,0,0.059247,0.019749,0,0,2,0,0,0,0,0,0,0,1.019749
"TRIM64C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM64DP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM64EP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM64FP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM65",3.842161,7.174944,3.341163,4.78608933333333,129,143,145,6.080289,7.636331,5.756367,6.49099566666667,178,223,223,0.772405911150129
"TRIM66",6.940348,4.733265,3.808129,5.16058066666667,434,301,358,2.789603,3.038086,1.086983,2.30489066666667,198,212,220,1.86408002201182
"TRIM67",6.38313,4.476237,6.600509,5.81995866666667,908,508,836,10.148908,11.326505,9.19065,10.222021,1501,2301,2065,0.607729986128761
"TRIM67.AS1",0,0,0,0,0,0,0,0,0,0.03614,0.0120466666666667,0,0,1,0.988096728082368
"TRIM68",2.789663,2.128433,4.260696,3.05959733333333,98,73,111,5.359443,4.886829,5.705638,5.31730333333333,215,284,326,0.642615546401392
"TRIM69",10.878486,7.923792,11.564869,10.1223823333333,247,131,218,62.561872,53.593642,49.234353,55.1299556666667,1528,1650,1775,0.198154126459403
"TRIM7",0.121645,0.07369,0.2647,0.153345,8,4,5,3.027142,2.678397,3.632815,3.11278466666667,60,84,154,0.280429220947948
"TRIM71",4.302888,3.885644,4.250413,4.146315,583,420,507,1.136033,1.402379,0.841881,1.12676433333333,160,270,176,2.41978620731054
"TRIM72",0.119846,0.210371,0.231224,0.187147,16,22,27,0.384831,0.301453,0.538087,0.408123666666667,53,53,98,0.843070128073505
"TRIM73",10.169212,8.356028,8.930745,9.151995,164,101,122,4.186639,4.502984,2.886985,3.85886933333333,92,118,94,2.08937394762897
"TRIM74",1.561242,2.908829,0,1.49002366666667,29,43,0,1.039953,0.698449,1.032234,0.923545333333333,20,18,29,1.29449700171697
"TRIM74.1",25.560917,21.69261,18.623607,21.9590446666667,488,350,322,22.716686,19.280142,16.208748,19.4018586666667,421,472,425,1.12534083495922
"TRIM77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM77BP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM8",20.064758,19.383365,19.499365,19.6491626666667,426,359,368,26.548153,31.514799,23.461415,27.174789,613,750,837,0.732895024224198
"TRIM80P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRIM9",18.927909,19.011956,14.820511,17.586792,517,458,410,6.829992,5.731344,11.938663,8.16666633333333,265,311,451,2.02765011009637
"TRIML1",0,0,0.041413,0.0138043333333333,0,0,1,0,0.042861,0,0.014287,0,1,0,0.999524132058612
"TRIML2",0.222924,0.541757,0.356649,0.373776666666667,1,2,3,0.627931,0.149943,0.31591,0.364594666666667,3,1,2,1.00672873800865
"TRIO",146.853817,95.366108,114.754324,118.991416333333,2885,2173,2353,161.161433,176.309005,136.290769,157.920402333333,4055,5508,4628,0.755040980085446
"TRIOBP",17.003054,17.04207,15.875248,16.640124,1057,818,785,13.426764,13.80002,10.191685,12.472823,1006,1527,1093,1.3093116416656
"TRIP10",19.2845,20.011884,17.831644,19.042676,129,134,93,10.111576,2.305542,7.058741,6.491953,86,43,73,2.67522714037314
"TRIP11",4.490107,6.541362,3.690186,4.90721833333333,388,472,381,2.516048,2.498695,2.047837,2.35419333333333,299,310,274,1.76114425922576
"TRIP12",60.547852,77.266812,68.886509,68.900391,2425,2447,2143,57.645656,43.53259,45.286401,48.821549,1945,2436,2250,1.40301520934245
"TRIP13",16.05369,47.225612,17.287256,26.8555193333333,113,213,104,8.098286,8.156683,4.296801,6.85059,26,35,38,3.5482071198895
"TRIP4",16.469385,13.827146,20.509336,16.935289,229,210,212,14.251897,15.121514,16.356985,15.2434653333333,223,262,251,1.10415410948025
"TRIP6",25.142336,36.058852,28.636322,29.9458366666667,367,381,365,8.435897,3.465364,3.733157,5.21147266666667,112,59,88,4.98204505233273
"TRIQK",10.561459,12.830881,8.630146,10.674162,329,278,262,15.744076,14.741709,13.819373,14.768386,489,670,613,0.740352373413487
"TRIR",54.549821,49.687184,57.047189,53.761398,561,400,498,56.390594,58.486672,73.311733,62.7296663333333,588,833,1180,0.859276395918575
"TRIT1",22.282667,22.656287,16.795377,20.5781103333333,234,212,180,25.31798,27.871018,22.310462,25.1664866666667,367,460,460,0.824646831965468
"TRMO",4.110851,5.556995,5.270949,4.97959833333333,68,67,67,3.11464,2.742392,2.790449,2.88249366666667,40,72,57,1.54014374438559
"TRMT1",37.456881,34.503367,40.657356,37.5392013333333,347,279,325,28.993778,35.446191,36.17446,33.538143,358,530,505,1.11584462816467
"TRMT10A",2.422774,3.220095,13.723472,6.455447,61,80,65,9.283398,10.210608,11.193359,10.2291216666667,102,136,154,0.663938571627671
"TRMT10B",5.73405,5.268223,5.928896,5.643723,134,106,124,5.431126,5.833684,4.689252,5.31802066666667,146,174,160,1.05155132446016
"TRMT10C",10.499857,13.01402,11.614355,11.7094106666667,220,213,216,14.964382,13.615099,12.08256,13.5540136666667,310,433,387,0.873258123686888
"TRMT11",31.647821,24.658494,43.516512,33.2742756666667,164,135,144,38.191715,27.718912,33.4572,33.122609,206,260,246,1.00444475587042
"TRMT112",51.449903,59.128411,59.209141,56.5958183333333,313,297,318,51.281555,50.581731,53.762055,51.8751136666667,336,442,515,1.0892802745811
"TRMT112P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRMT112P5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRMT12",5.539635,5.106605,4.206823,4.951021,143,108,88,5.54612,6.969561,5.498701,6.004794,165,301,243,0.849564027150549
"TRMT13",3.667527,4.121598,4.342802,4.04397566666667,128,120,117,2.852422,3.505415,2.771685,3.043174,115,177,158,1.24752871547617
"TRMT1L",8.516682,7.571251,7.19901,7.76231433333333,256,192,240,11.438015,11.249705,8.989019,10.558913,370,472,475,0.758056949934076
"TRMT1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRMT2A",41.439953,39.29826,48.792328,43.176847,294,237,285,28.171387,23.765754,26.579575,26.1722386666667,203,273,300,1.62580814712899
"TRMT2B",2.424204,1.884751,2.369274,2.22607633333333,99,72,91,3.730843,2.646944,2.276738,2.88484166666667,124,157,158,0.830426722667805
"TRMT44",6.407891,6.674047,5.16108,6.081006,144,131,93,4.941756,4.485989,5.266182,4.89797566666667,106,167,140,1.20058243712659
"TRMT5",4.706305,4.838101,3.306841,4.283749,206,157,179,4.301362,5.106625,5.178765,4.86225066666667,272,369,340,0.901317480339747
"TRMT6",4.29692,5.50899,4.686078,4.83066266666667,160,138,152,7.366861,8.988348,8.23623,8.19714633333333,301,471,454,0.633964324948764
"TRMT61A",2.757777,2.934669,2.655961,2.78280233333333,134,116,111,1.798078,2.1145,2.054876,1.98915133333333,89,149,157,1.26551047822492
"TRMT61B",17.958554,15.148546,12.331728,15.146276,121,114,106,29.265283,35.696661,28.511846,31.15793,283,417,460,0.502093138457606
"TRMT9B",3.510306,3.784795,3.786836,3.693979,304,280,321,78.803244,68.979231,62.767119,70.183198,7815,9039,8236,0.0659422326038232
"TRMU",27.261585,26.856834,23.446597,25.8550053333333,419,317,363,32.81265,24.735196,26.605073,28.050973,432,540,588,0.92440984105191
"TRNAU1AP",10.027449,7.878577,7.185082,8.36370266666667,147,107,109,14.104884,19.103064,12.133403,15.1137836666667,218,342,281,0.581098943635233
"TRNP1",36.077552,24.79882,33.343302,31.406558,605,332,537,29.602856,25.33264,40.750619,31.8953716666667,480,602,1091,0.985140351304741
"TRNT1",10.357462,18.548647,14.274526,14.393545,255,244,227,18.415546,13.272858,10.792101,14.1601683333333,268,386,310,1.01539406829366
"TRO",213.009063,165.160081,173.546867,183.905337,3335,2141,2799,266.636452,264.370941,168.685575,233.230989333333,4076,5907,5211,0.789414490056488
"TROAP",0.960153,4.730175,1.457322,2.38255,22,69,16,0.872655,0.27199,0,0.381548333333333,8,6,0,2.44837615766851
"TRPA1",0.517687,0.020179,0,0.179288666666667,2,1,0,0.991816,0.050261,2.050066,1.03071433333333,4,5,26,0.580726026949794
"TRPC1",4.010559,4.227325,3.575643,3.93784233333333,177,189,173,11.276184,9.254399,12.213286,10.914623,411,503,540,0.414435465841708
"TRPC2",0,0,0,0,0,0,0,0.060672,0,0.042049,0.0342403333333333,1,0,1,0.966893252728814
"TRPC3",0.08613,0.117068,0.066044,0.0897473333333333,7,12,7,1.141897,0.901025,1.200507,1.081143,92,111,90,0.523629242840753
"TRPC4",0.44416,2.058852,0.714216,1.07240933333333,29,85,21,0.356591,0.016191,0.016766,0.129849333333333,26,1,3,1.83423512515533
"TRPC4AP",34.192779,35.848723,33.166952,34.402818,1648,1394,1410,32.607278,31.898058,30.483319,31.662885,1643,2192,2223,1.08388521099713
"TRPC5",0,0.013587,0,0.004529,0,1,0,0.897843,0.354302,0.321098,0.524414333333333,86,46,44,0.658960610665123
"TRPC5OS",0,0,0,0,0,0,0,0.04543,0.03343,0.031711,0.036857,2,2,2,0.964453150241547
"TRPC6",0.083884,1.588986,0.5032,0.725356666666667,6,16,7,0.026589,0.483457,0.018408,0.176151333333333,1,2,1,1.46695124833709
"TRPC6P",0,0,0,0,0,0,0,0,0.068497,0.128588,0.065695,0,1,2,0.938354782559738
"TRPC7",0.06788,0.134537,0.15363,0.118682333333333,2,1,4,0.239653,0.07645,0.071544,0.129215666666667,4,2,1,0.990671991503247
"TRPC7.AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TRPM1",0,0.013985,0.091954,0.035313,0,1,1,0.010847,0,0,0.00361566666666667,1,0,0,1.03158313922959
"TRPM2",0.012023,0.051994,0.27447,0.112829,1,1,2,0.412955,0.904984,0.55249,0.623476333333333,24,44,53,0.685460562098329
"TRPM3",0.078927,0.251887,0.09549,0.142101333333333,7,17,9,0.4042,1.029109,1.337388,0.923565666666667,71,142,96,0.593741795835061
"TRPM4",17.690718,13.147508,16.673856,15.8373606666667,247,151,212,34.80681,26.18303,24.682549,28.557463,505,627,718,0.569648371603025
"TRPM5",0,0,0,0,0,0,0,0.017872,0.012867,0,0.0102463333333333,1,1,0,0.989857589188643
"TRPM6",0.116145,0.04844,0.052806,0.0724636666666667,10,5,6,0.210709,0.245341,0.228572,0.228207333333333,28,45,44,0.873194319525856
"TRPM7",14.932286,30.870914,18.543547,21.4489156666667,497,538,462,9.886666,6.894736,4.937561,7.23965433333333,352,488,365,2.72449726147492
"TRPM8",3.293772,3.679572,1.995451,2.98959833333333,92,89,67,0.801266,0.429085,1.041091,0.757147333333333,19,14,22,2.27049733260842
"TRPS1",0.877883,1.408464,0.742646,1.00966433333333,115,174,85,0.660055,0.254708,0.31981,0.411524333333333,107,54,44,1.42375465011466
"TRPT1",34.307871,39.634517,46.196245,40.046211,192,149,192,32.559987,25.039658,37.328395,31.64268,168,198,257,1.25743998348175
"TRPV1",6.521029,6.854949,8.46351,7.27982933333333,390,266,348,2.800949,4.288257,2.11031,3.06650533333333,125,206,162,2.0361043831575
"TRPV2",7.099485,3.704209,11.410468,7.40472066666667,115,60,111,23.736731,24.724917,34.915678,27.792442,466,550,752,0.291907184068189
"TRPV3",1.156676,1.508331,1.231388,1.29879833333333,65,61,65,0.124031,0.155658,0.13598,0.138556333333333,8,13,13,2.01904663478809
"TRPV4",10.406951,7.035726,10.186651,9.209776,469,253,418,0.062893,0.068792,0.043418,0.0583676666666667,2,4,2,9.64671949224954
"TRPV5",0.100755,0.041502,0.043035,0.061764,4,1,1,0.021656,0,0.022207,0.014621,1,0,1,1.04646365490168
"TRPV6",3.362727,0.506883,0.336468,1.402026,12,14,15,0.301315,0.322401,0.314927,0.312881,9,16,24,1.82958394553657
"TRRAP",7.175374,8.936731,6.601404,7.57116966666667,1168,1214,905,5.984517,6.565167,4.632905,5.72752966666667,982,1385,1001,1.27404412783712
"TRUB1",9.08631,7.511337,7.904764,8.16747033333333,326,255,285,18.663453,14.590538,15.981557,16.4118493333333,752,913,840,0.526507561479014
"TRUB2",19.06638,20.211247,18.84571,19.3744456666667,680,562,654,13.479679,15.102547,13.43119,14.004472,474,723,685,1.35789154504515
"TRY2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TSACC",1.784738,0.458853,0.832552,1.025381,13,3,6,0.474355,0.086981,0.759307,0.440214333333333,4,1,7,1.40630526521168
"TSBP1",0,0,0,0,0,0,0,0,0,0.022197,0.007399,0,0,1,0.992655343116283
"TSC1",21.485532,20.359563,17.595905,19.8136666666667,1597,1192,1273,18.322448,17.110119,12.876135,16.1029006666667,1315,1765,1363,1.21696705560784
"TSC2",343.241242,326.205873,339.485362,336.310825666667,1966,1276,1539,268.009513,322.363911,284.845611,291.739678333333,1753,2632,2039,1.15225523095158
"TSC22D1",68.215492,95.891887,78.533025,80.8801346666667,1964,1635,1859,290.058663,241.458494,325.569041,285.695399333333,7974,9848,13236,0.285599751014723
"TSC22D1.AS1",0.693086,1.249175,1.352001,1.09808733333333,22,22,27,1.368832,1.780234,1.586447,1.57850433333333,31,54,49,0.813683850056228
"TSC22D2",11.058455,13.28747,13.341705,12.5625433333333,542,549,540,9.133788,8.995968,7.08745,8.40573533333333,1002,1230,1241,1.4419439685134
"TSC22D3",17.332431,16.631004,20.220585,18.06134,466,360,464,46.873156,53.611608,46.417415,48.967393,1271,1974,1863,0.381475575481795
"TSC22D4",12.801979,10.796177,11.79622,11.7981253333333,339,206,255,4.452711,5.070178,4.817547,4.78014533333333,107,190,170,2.21415286213103
"TSEN15",11.822611,12.628863,14.254886,12.90212,276,226,272,14.095194,12.552326,12.487911,13.0451436666667,298,386,385,0.989816859829914
"TSEN2",6.799096,8.748749,9.186339,8.244728,130,109,117,15.516684,13.205775,13.269693,13.997384,261,281,288,0.616422704119598
"TSEN34",10.257066,11.639848,11.534226,11.1437133333333,189,182,195,17.58481,16.554977,15.945827,16.6952046666667,331,428,477,0.686271425625782
"TSEN54",37.910225,18.962131,31.291061,29.3878056666667,188,143,155,14.917609,29.993121,25.774373,23.561701,119,221,168,1.23720281696559
"TSFM",9.731168,8.696408,11.968223,10.131933,141,113,131,18.509649,19.404779,16.069237,17.994555,259,343,345,0.586059162744271
"TSG101",105.988011,90.046134,95.026889,97.0203446666667,575,454,525,114.659295,132.047647,135.024859,127.243933666667,876,1282,1225,0.764327339813534
"TSGA10",1.954173,1.20936,13.656769,5.60676733333333,29,21,29,6.267426,13.700475,28.886808,16.284903,35,63,57,0.382227619867658
"TSGA10IP",0,0.056513,0.215696,0.0907363333333333,0,1,1,0.363446,0.132139,0.125657,0.207080666666667,7,1,1,0.903615113267768
"TSGA13",0.109727,0.044382,0.082388,0.0788323333333333,3,1,2,0.139148,0.032068,0.029126,0.0667806666666667,4,1,1,1.01129723010853
"TSHB",0,0.543256,0.244931,0.262729,0,2,1,0.623767,1.077025,0.720507,0.807099666666667,3,7,5,0.698760020430528
"TSHR",0.21058,0.263298,0.15052,0.208132666666667,14,14,9,0.38939,0.26232,0.188368,0.280026,17,11,16,0.943834474195576
"TSHZ1",0.810904,0.753182,0.581506,0.715197333333333,59,47,45,7.986218,6.942591,6.581773,7.170194,668,811,801,0.209933489135427
"TSHZ2",0.177136,0.257959,0.052331,0.162475333333333,16,9,9,13.91197,5.439207,4.667163,8.00611333333333,1106,740,615,0.129076249688175
"TSHZ3",0.534754,0.947732,0.665466,0.715984,42,60,45,6.394421,7.169887,8.464077,7.342795,512,780,974,0.205684545766736
"TSIX",0.273725,0.33199,0.182623,0.262779333333333,163,159,97,0.417383,0.202312,0.213487,0.277727333333333,262,172,192,0.988301103365298
