"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg__TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"CRMP1",97.201409,74.538321,105.098319,92.2793496666667,4302,2666,4106,223.06914,280.191666,222.150345,241.803717,10349,17775,15112,0.384175954220119
"CRNDE",3.395509,5.696634,4.75709,4.616411,58,84,77,13.930449,9.220434,10.070192,11.0736916666667,277,250,227,0.465177607235567
"CRNKL1",8.377321,8.617926,8.590169,8.528472,242,222,252,4.64325,5.11126,3.601068,4.45185933333333,197,283,222,1.7477472211621
"CRNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CROCC",19.241661,17.881016,14.282909,17.1351953333333,378,266,244,14.927041,17.827691,14.61025,15.7883273333333,325,479,471,1.08022645575452
"CROCC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CROCCP1",0,0,0,0,0,0,0,0.011138,0,0.007286,0.00614133333333333,1,0,1,0.993896152429215
"CROCCP2",20.433626,16.582537,19.575835,18.8639993333333,568,368,427,21.571489,19.259638,18.020461,19.617196,571,760,706,0.96346755074421
"CROCCP3",27.111108,28.549335,16.330707,23.99705,280,186,205,16.964974,14.930318,11.238085,14.3777923333333,186,245,257,1.62552916947745
"CROCCP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CROT",5.583702,6.213619,4.536506,5.444609,137,126,132,3.662978,6.11261,4.037011,4.60419966666667,125,242,190,1.14996063368906
"CRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRPP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRPPA",0.856591,0.721407,0.559488,0.712495333333333,47,23,28,1.159995,1.130223,1.100945,1.13038766666667,60,89,71,0.803842117623976
"CRPPA.AS1",0.334637,0,0.068166,0.134267666666667,1,0,1,0.374811,0.042515,0,0.139108666666667,2,1,0,0.995750185964114
"CRTAC1",0.976742,0.840611,0.778776,0.865376333333333,17,20,20,32.859039,41.562625,102.104969,58.842211,712,1376,3655,0.0311715810990562
"CRTAM",0.044774,0.220667,0.198905,0.154782,1,4,2,0.168622,0.11,0.128033,0.135551666666667,4,4,5,1.016934793808
"CRTAP",117.527483,99.661187,121.146237,112.778302333333,2549,1724,2522,17.956646,10.495253,10.616865,13.0229213333333,468,490,503,8.11373747514902
"CRTC1",8.122898,6.782843,6.647873,7.184538,654,369,532,6.90376,7.399095,7.452561,7.25180533333333,419,808,711,0.99184816768985
"CRTC1P1",0,0,0.043872,0.014624,0,0,1,0.036479,0,0,0.0121596666666667,1,0,0,1.0024347278542
"CRTC2",145.16456,118.703654,121.569224,128.479146,441,334,370,86.448097,60.424995,36.674179,61.1824236666667,275,338,325,2.08224669231425
"CRTC3",7.592161,9.712695,8.493203,8.599353,360,290,351,7.689043,10.801446,5.869732,8.12007366666667,419,619,524,1.05255213399044
"CRTC3.AS1",1.159256,0.368848,0.336619,0.621574333333333,7,2,2,0.748008,0.51053,0.47935,0.579296,4,3,3,1.02677036688077
"CRX",0.1817,0.18457,0.201752,0.189340666666667,7,5,7,0.047916,0.244847,0.315199,0.202654,1,11,8,0.988930038620141
"CRY1",10.439839,12.486792,9.893864,10.940165,230,282,195,14.814475,10.061709,7.551655,10.8092796666667,353,455,378,1.01108326138662
"CRY2",9.658391,8.405491,6.993968,8.35261666666667,353,263,305,14.189381,19.384553,13.45824,15.6773913333333,714,1084,1006,0.56079613890054
"CRYAA",0.577276,0.000352,0.699967,0.425865,8,0,9,0,0,0,0,0,0,0,1.425865
"CRYAA2",0.197403,1.463655,0,0.553686,2,17,0,0,0.09685,0,0.0322833333333333,0,2,0,1.50509646899269
"CRYAB",59.144057,266.024235,108.711376,144.626556,466,1583,708,0.271128,0.332738,0.405666,0.336510666666667,5,9,10,108.960264689246
"CRYBA1",0,0,0,0,0,0,0,0.156206,0,0,0.0520686666666667,1,0,0,0.950508300155313
"CRYBA2",0,0,0.282376,0.0941253333333333,0,0,1,0.54233,0.134033,0.408335,0.361566,2,1,3,0.803578624417276
"CRYBA4",0,0,0,0,0,0,0,0.145318,0,0,0.0484393333333333,1,0,0,0.953798630217994
"CRYBB1",0,0.093062,0,0.0310206666666667,0,1,0,0.072097,0,1.174132,0.415409666666667,1,0,4,0.728425621887091
"CRYBB2",0,0.199,0.094564,0.0978546666666667,0,2,1,0,0.093607,0.085896,0.0598343333333333,0,1,1,1.03587384569224
"CRYBB2P1",16.373972,17.099711,14.193325,15.8890026666667,236,229,207,13.364114,13.110055,16.425142,14.2997703333333,219,269,322,1.10387295356133
"CRYBB3",0,0.243757,0,0.0812523333333333,0,2,0,0.323487,0.117688,0.064996,0.168723666666667,2,1,1,0.925156531156067
"CRYBG1",0.063375,0.047511,0.152219,0.0877016666666667,10,6,3,2.855935,6.691994,10.17575,6.57455966666667,268,799,1269,0.143599326499903
"CRYBG2",0.108292,0.300937,0,0.136409666666667,2,1,0,2.521466,3.178417,4.15399,3.28462433333333,50,43,88,0.265229709364641
"CRYBG3",3.010251,3.261098,2.736517,3.002622,126,154,98,0.357896,0.131814,0.019806,0.169838666666667,10,4,5,3.42151624326545
"CRYGA",0,0,0,0,0,0,0,0,0.334866,0,0.111622,0,3,0,0.899586370186988
"CRYGB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRYGC",0,0.194427,0,0.064809,0,1,0,0,0,0,0,0,0,0,1.064809
"CRYGD",0,0,0,0,0,0,0,0.292786,0.637475,0.802796,0.577685666666667,2,6,8,0.633839820648684
"CRYGEP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRYGGP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRYGN",0.034623,0,0.078639,0.037754,1,0,2,0.496619,0.357971,0.384908,0.413166,3,4,7,0.734346849556245
"CRYGS",2.822872,3.540796,3.281383,3.215017,52,44,54,1.563068,1.773076,1.659145,1.66509633333333,31,36,37,1.58156271774541
"CRYL1",6.588611,9.6677,7.498729,7.91834666666667,123,155,133,11.40275,9.308145,12.231703,10.980866,228,250,337,0.744382473409407
"CRYM",0.308362,0.713119,0.342439,0.45464,5,4,5,0.518087,0.62192,1.013614,0.717873666666667,10,13,16,0.846767738644343
"CRYZ",4.588308,5.225021,4.364983,4.726104,96,116,83,12.4861,5.239761,5.773056,7.83297233333333,215,169,170,0.64826468191134
"CRYZL1",26.329568,31.167427,34.668487,30.7218273333333,179,211,200,54.056774,41.32159,47.773476,47.71728,373,438,494,0.65114118303266
"CRYZL2P",0.943814,0.866557,1.142589,0.98432,32,29,28,1.388066,0.727681,0.6023,0.906015666666667,46,40,37,1.04108273331786
"CS",134.678216,141.54054,154.082378,143.433711333333,2476,1928,2421,177.517534,219.898916,186.240168,194.552206,3434,5457,5329,0.738594129351491
"CSAD",39.360256,38.241036,28.005421,35.2022376666667,377,293,283,18.012532,15.850595,13.452207,15.771778,229,239,272,2.15852115778462
"CSAG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSAG2",0.051525,0.082073,0,0.0445326666666667,0,1,0,3.626328,0.096809,0,1.24104566666667,1,1,0,0.466091647396149
"CSAG3",0.058989,0.054672,0,0.037887,1,0,0,0,0.058778,0,0.0195926666666667,0,1,0,1.01794278630224
"CSAG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSDC2",1.030373,1.919683,0.923051,1.29103566666667,39,47,30,22.404329,17.079484,18.379941,19.287918,831,905,1062,0.112926110341469
"CSDE1",185.291722,230.712507,177.671913,197.892047333333,5393,5039,5039,228.255847,306.739777,234.966055,256.653893,7326,13113,11532,0.771934959016254
"CSE1L",16.589058,23.839181,18.894543,19.7742606666667,859,989,854,25.037452,25.909185,23.97605,24.974229,1349,1890,1852,0.799802784008205
"CSE1L.AS1",0,1.651836,0.534544,0.728793333333333,0,3,3,0,1.00028,0,0.333426666666667,0,2,0,1.29650424470287
"CSF1",1.241804,2.216125,1.558164,1.672031,68,98,77,2.07258,0.6416,1.46467,1.39295,107,57,94,1.11662633987338
"CSF1R",0.27283,0.37185,0.106888,0.250522666666667,2,4,1,0.301291,0.066101,0.159905,0.175765666666667,5,3,2,1.06358154700327
"CSF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSF2RA",2.611621,6.202657,4.883297,4.56585833333333,21,29,22,4.937863,2.836741,3.385349,3.71998433333333,29,18,22,1.17921118805973
"CSF2RB",0.052496,0.039069,0.018002,0.0365223333333333,4,2,1,0,0,0,0,0,0,0,1.03652233333333
"CSF2RBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSF3R",0.05157,0.1503,0.1824,0.12809,5,4,4,0.264047,0.65416,0.362608,0.426938333333333,11,20,11,0.790566749555867
"CSGALNACT1",2.800249,2.204744,3.121137,2.70871,106,51,92,39.744253,55.554417,36.611246,43.969972,1879,3493,2780,0.0824708096327034
"CSGALNACT2",10.420879,12.820469,11.22243,11.487926,583,579,556,13.151303,9.025942,11.682243,11.286496,778,724,976,1.01639442197352
"CSGALNACT2P1",0,0,0.100602,0.033534,0,0,1,0.085128,0,0,0.028376,1,0,0,1.00501567520051
"CSH1",0,0,0.049741,0.0165803333333333,0,0,1,0,0,0,0,0,0,0,1.01658033333333
"CSH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSHL1",0,0,0.000688,0.000229333333333333,0,0,0,0,0,0,0,0,0,0,1.00022933333333
"CSK",38.212055,38.890498,33.813355,36.9719693333333,528,402,471,41.671026,46.711302,42.921802,43.7680433333333,671,1091,1140,0.848193633360344
"CSKMT",3.590414,5.655998,4.148657,4.465023,61,51,57,2.080685,2.318943,2.855759,2.41846233333333,30,46,36,1.59867872367956
"CSMD1",1.897528,24.679528,1.668999,9.41535166666667,224,181,200,0.868812,5.795386,0.498577,2.38759166666667,107,56,50,3.07455936001732
"CSMD2",7.198652,6.182127,3.608057,5.66294533333333,718,520,467,11.47251,5.914231,3.973188,7.11997633333333,1499,1068,874,0.820562161737007
"CSMD2.AS1",0,0,0,0,0,0,0,0.136554,0,0,0.045518,2,0,0,0.956463685943236
"CSMD3",2.905218,2.937528,3.275863,3.03953633333333,180,59,153,2.795676,2.212242,1.407915,2.138611,165,188,92,1.28704587262752
"CSN1S1",0,0.225453,0,0.075151,0,1,0,0,0,0,0,0,0,0,1.075151
"CSN1S2AP",0,0,0,0,0,0,0,0,0,0.159905,0.0533016666666667,0,0,1,0.949395630564843
"CSN2",0,0,0,0,0,0,0,0.073271,0,0.051823,0.041698,1,0,1,0.959971124068588
"CSN3",0,0.13031,0,0.0434366666666667,0,1,0,0.100644,0,0,0.033548,1,0,0,1.00956768980896
"CSNK1A1",59.443507,67.465424,61.333363,62.7474313333333,2081,1859,1947,66.924266,79.425874,75.174156,73.841432,2664,4068,3728,0.851766590106578
"CSNK1A1L",0,0,0,0,0,0,0,0.027058,0.039824,0,0.022294,1,2,0,0.9781921834619
"CSNK1D",90.297605,82.138532,78.314269,83.5834686666667,1907,1537,1699,96.404811,81.202286,72.972937,83.526678,2121,3114,2805,1.00067186677639
"CSNK1E",119.745644,117.885425,128.249031,121.960033333333,1880,1429,1637,162.178609,186.546062,141.398877,163.374516,2574,3779,3505,0.748048032782243
"CSNK1G1",6.618368,8.497072,9.470458,8.19529933333333,430,386,389,10.424042,8.839515,4.760712,8.00808966666667,646,690,697,1.02078239378094
"CSNK1G2",74.460038,82.048512,63.823359,73.4439696666667,634,524,548,82.651308,93.656475,88.87414,88.3939743333333,759,1046,1182,0.832762725025281
"CSNK1G2.AS1",0.119222,0.147358,0.0682,0.111593333333333,2,2,1,0.057321,0.082962,0.039154,0.0598123333333333,1,2,1,1.04885865013208
"CSNK1G3",20.299907,11.075367,11.868399,14.4145576666667,443,393,366,8.482599,11.99751,10.444165,10.3080913333333,410,487,478,1.36314407199989
"CSNK2A1",68.299695,67.795542,65.780168,67.2918016666667,2090,1697,1901,77.454763,78.957556,70.578499,75.663606,2534,3326,3320,0.890798192647847
"CSNK2A2",25.291137,27.980287,24.641036,25.97082,915,747,829,21.013476,19.816659,21.928622,20.9195856666667,703,960,890,1.23044387837197
"CSNK2A3",1.044253,0.546018,0.516203,0.702158,18,8,8,0.309079,0.112506,0.103483,0.175022666666667,6,3,3,1.44861716142781
"CSNK2B",67.901279,70.887009,67.981543,68.923277,757,657,690,65.510288,65.858653,65.750881,65.7066073333333,775,1062,1135,1.04822115522369
"CSNKA2IP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSP2",0.109672,0.272218,0.371951,0.251280333333333,2,4,6,1.687913,1.161958,1.199833,1.34990133333333,32,30,33,0.532482073006186
"CSPG4",6.147072,4.987417,4.66408,5.26618966666667,823,537,541,0.341167,0.010449,0.034171,0.128595666666667,47,2,7,5.55220071433909
"CSPG4BP",0,0,0,0,0,0,0,0.017335,0.012765,0.006009,0.0120363333333333,2,2,1,0.988106816981867
"CSPG4P10",3.046132,2.844814,2.132432,2.67445933333333,190,150,113,2.249891,2.939669,1.648168,2.27924266666667,150,271,155,1.12052071372577
"CSPG4P13",0.100439,0.034786,0.359691,0.164972,8,2,9,0.141046,0.009146,0,0.050064,2,1,0,1.10942952048637
"CSPG4P2Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSPG5",2.295563,3.57374,2.684246,2.851183,69,81,71,16.774932,10.534087,11.222306,12.843775,525,445,558,0.278188788823858
"CSPP1",5.830626,5.516271,5.411086,5.58599433333333,278,229,195,5.20622,4.897198,4.052021,4.71847966666667,255,321,268,1.15170372498191
"CSRNP1",2.644326,5.495508,2.684061,3.607965,126,213,110,5.059338,3.441889,4.407462,4.30289633333333,258,240,326,0.86895249507989
"CSRNP2",23.658908,22.409873,22.484688,22.8511563333333,1087,769,1020,34.59057,30.90633,25.427427,30.308109,2018,2662,2444,0.761820406762137
"CSRNP3",1.194408,1.806823,1.152296,1.384509,219,206,187,4.939588,3.121171,2.764298,3.60835233333333,853,760,756,0.517432007694435
"CSRP1",130.098567,157.88835,130.397831,139.461582666667,2268,2063,2016,55.169898,43.455214,37.850445,45.4918523333333,874,1019,950,3.0212085691832
"CSRP2",27.051775,69.951059,7.786271,34.9297016666667,38,267,50,123.17319,235.9334,291.119375,216.741988333333,405,861,1155,0.165010441677713
"CSRP3",0,0,0,0,0,0,0,0.192485,0.088007,0,0.0934973333333333,3,1,0,0.914496971795694
"CST1",28.3111,18.726025,31.674944,26.2373563333333,221,120,221,0,0,0,0,0,0,0,27.2373563333333
"CST11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST12P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST13P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST2",6.336337,5.552995,5.083217,5.65751633333333,53,38,37,0,0,0,0,0,0,0,6.65751633333333
"CST3",163.811951,135.947419,168.427832,156.062400666667,1457,959,1281,108.184013,63.475653,99.982126,90.547264,964,791,1382,1.71564275986082
"CST4",0.140646,0,0.651976,0.264207333333333,1,0,5,0,0,0,0,0,0,0,1.26420733333333
"CST5",0.118724,0,0.134356,0.08436,1,0,1,0,0,0,0,0,0,0,1.08436
"CST6",0,0,0,0,0,0,0,0,0,0.114016,0.0380053333333333,0,0,1,0.963386186840401
"CST7",0.093857,0,0.106631,0.0668293333333333,1,0,1,0.089974,0,0.06188,0.050618,1,0,1,1.01543028325551
"CST8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST9L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST9LP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSTB",55.315656,47.0088,58.567301,53.6305856666667,368,245,354,58.831826,55.70426,64.575706,59.7039306666667,436,574,690,0.899951371627819
"CSTF1",9.865747,14.549596,13.109618,12.5083203333333,264,236,237,8.325654,8.026263,6.646791,7.666236,188,310,303,1.55872980303483
"CSTF2",4.948015,7.805984,4.64275,5.79891633333333,128,124,129,5.703107,6.393815,4.95958,5.68550066666667,165,218,218,1.0169644238063
"CSTF2T",5.441109,5.918838,5.714157,5.691368,340,299,316,5.956139,7.792785,5.340396,6.36310666666667,394,700,500,0.908769667875697
"CSTF3",25.673746,29.69394,24.868556,26.745414,590,520,573,27.810205,28.278683,21.791287,25.9600583333333,511,657,607,1.02913034003697
"CSTF3.DT",0.13906,0.277039,0.263075,0.226391333333333,4,9,5,0.194856,0.139189,0.050561,0.128202,8,8,4,1.08703169586061
"CSTL1",0,0.320732,0.285268,0.202,0,1,1,0.535475,0,0.167017,0.234164,2,0,1,0.973938633763422
"CSTP2",0,0,0,0,0,0,0,0,0,0.268297,0.0894323333333333,0,0,1,0.917909235298995
"CT45A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A11P",0,0,0,0,0,0,0,0.065738,0,0.045779,0.0371723333333333,1,0,1,0.964159925849674
"CT45A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT55",0.123888,0.255619,0.462631,0.280712666666667,3,5,10,0.752941,0.382623,0.734861,0.623475,17,12,24,0.788871197072124
"CT62",0.135657,0.047968,0,0.0612083333333333,4,1,0,0.148343,0.285508,0.046783,0.160211333333333,5,13,3,0.914668132300035
"CT66",0.27805,0.046418,0.041949,0.122139,5,1,1,0.133087,0.104091,0.247966,0.161714666666667,3,4,10,0.965933401890998
"CT69",0.187954,0.452663,0.502455,0.381024,3,5,3,0.465012,0.171049,0.276237,0.304099333333333,5,3,4,1.05898681542152
"CT70",0.598371,1.087509,0.563795,0.749891666666667,10,14,7,0.607958,0.60005,0.501769,0.569925666666667,10,12,10,1.11463345292144
"CT75",2.990695,3.748353,4.12439,3.621146,17,10,18,2.975063,7.054934,7.598695,5.87623066666667,19,65,66,0.672046390532177
"CT83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTAG1A",0,0,0,0,0,0,0,0,0,0.053409,0.017803,0,0,1,0.982508402903116
"CTAG1B",0,0,0,0,0,0,0,0,0.044994,2e-06,0.0149986666666667,0,0,0,0.985222969094212
"CTAG2",0,0,0,0,0,0,0,0,0.050122,0,0.0167073333333333,0,1,0,0.983567214688462
"CTAGE1",0.031564,0,0,0.0105213333333333,2,0,0,0.014674,0,0.040031,0.018235,1,0,1,0.992424473066957
"CTAGE10P",0,0.043312,0,0.0144373333333333,0,1,0,0.030701,0,0,0.0102336666666667,1,0,0,1.0041610835249
"CTAGE11P",0,0.036302,0,0.0121006666666667,0,1,0,0.027736,0,0,0.00924533333333333,1,0,0,1.00282917665213
"CTAGE12P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTAGE13P",0,0,0.03261,0.01087,0,0,1,0,0,0.042826,0.0142753333333333,0,0,0,0.996642594745805
"CTAGE14P",0.047267,0,0,0.0157556666666667,0,0,0,0.027041,0,0,0.00901366666666667,1,0,0,1.00668177272789
"CTAGE15",0.035724,0,0,0.011908,1,0,0,0,0.217678,0,0.0725593333333333,0,12,0,0.943451768635643
"CTAGE16P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTAGE3P",0.19501,0.169608,0.223452,0.196023333333333,7,5,7,0.213803,0.220244,0.319822,0.251289666666667,8,11,17,0.955832502412844
"CTAGE4",0.034969,0.036074,0.220821,0.097288,1,1,8,1.049844,0.456869,1.394179,0.966964,42,25,81,0.557858710174665
"CTAGE6",0.034188,0.192368,0.072739,0.099765,1,6,2,0.12212,0,0.221853,0.114657666666667,5,0,13,0.986639246190086
"CTAGE7P",0.337667,0.243054,0.2541,0.278273666666667,12,7,8,0.185651,0.392022,0.367388,0.315020333333333,7,20,20,0.972056198877533
"CTAGE8",0,0.062529,0,0.020843,0,2,0,0,0.240862,0,0.0802873333333333,0,13,0,0.944973590359602
"CTAGE9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTB.178M22.2",0.242243,0,0,0.0807476666666667,1,0,0,0.46417,0.170177,0.237696,0.290681,2,1,2,0.837346847646062
"CTBP1",79.166818,83.610483,77.016882,79.9313943333333,1088,870,920,102.191647,114.765352,105.268298,107.408432333333,1461,2259,2171,0.746541505964095
"CTBP1.AS",1.215977,1.449291,1.258603,1.307957,73,70,66,0.531681,0.600481,0.366281,0.499481,33,52,34,1.53917055301134
"CTBP2",35.474422,33.40492,31.544189,33.4745103333333,1162,1118,1067,25.286528,17.346858,15.679086,19.4374906666667,819,792,728,1.68682696401476
"CTBP2P4",0,0.133633,0.118802,0.084145,0,1,1,0,0,0.071725,0.0239083333333333,0,0,1,1.05883013616128
"CTBP2P7",0.480133,0.667307,0.475007,0.540815666666667,8,9,7,0.057042,0.083948,0.239537,0.126842333333333,1,2,6,1.36737467264719
"CTBS",7.89379,5.193644,8.488988,7.19214066666667,212,114,194,3.67092,2.525191,2.27793,2.82468033333333,119,104,110,2.1419151282447
"CTC.338M12.4",14.776282,7.800663,17.86871,13.481885,242,61,288,4.274474,3.769349,3.274405,3.77274266666667,43,53,50,3.03428992749661
"CTC1",23.867991,15.812249,24.00352,21.22792,420,212,332,27.21256,31.230771,26.337762,28.2603643333333,386,657,524,0.759659713965968
"CTCF",11.203437,11.987366,12.091416,11.7607396666667,560,513,495,9.402776,11.040251,8.422979,9.622002,517,800,671,1.20134977066156
"CTCFL",0.415296,1.017657,0.307389,0.580114,11,23,8,0.366893,0.384941,0.339973,0.363935666666667,10,16,13,1.15849598966911
"CTD.2194D22.4",0.043804,0,0,0.0146013333333333,1,0,0,0.04153,0,0,0.0138433333333333,1,0,0,1.0007476500314
"CTD.2297D10.2",0.65528,0.640928,0.762414,0.686207333333333,53,38,49,0.351228,0.210166,0.159905,0.240433,31,22,18,1.35936994044284
"CTD.2350J17.1",0.133389,0,0,0.044463,1,0,0,0,0,0,0,0,0,0,1.044463
"CTD.3080P12.3",0.119189,0.049289,0.140793,0.103090333333333,3,1,3,0,0.090537,0.036621,0.042386,0,3,1,1.05823594458611
"CTDNEP1",56.164113,49.948034,61.253938,55.788695,697,497,631,73.302258,62.969202,74.278849,70.1834363333333,989,1245,1463,0.797779622973994
"CTDP1",5.42482,7.188716,8.78706,7.133532,246,227,246,3.888456,5.009194,4.445126,4.447592,174,226,262,1.49305087458826
"CTDSP1",10.982304,19.473168,11.067364,13.8409453333333,240,234,219,1.524205,0.143246,0.350698,0.672716333333333,28,8,6,8.87236229932591
"CTDSP2",30.924102,31.404327,25.629553,29.3193273333333,1169,1039,943,14.194334,9.96448,7.567465,10.5754263333333,531,534,484,2.6192838570467
"CTDSPL",22.718331,19.3743,21.755041,21.2825573333333,1000,775,893,2.826004,3.515453,2.889021,3.076826,147,309,255,5.46566307547424
"CTDSPL2",10.737253,8.872042,6.358709,8.65600133333333,304,305,250,7.463542,3.864337,3.137278,4.821719,246,229,217,1.65861686785867
"CTF1",0.832932,1.2845,1.156284,1.09123866666667,16,19,19,0.663435,0.374735,0.338877,0.459015666666667,13,10,11,1.43332159787181
"CTF2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTH",2.997742,3.416436,4.350655,3.58827766666667,44,57,61,10.000394,9.351912,6.434038,8.595448,130,212,187,0.478172323654577
"CTHRC1",6.418259,18.929198,6.982972,10.7768096666667,71,145,55,7.658392,2.550078,2.836145,4.348205,73,32,37,2.20201164066573
"CTHRC1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTIF",44.545033,33.465788,37.09026,38.367027,1099,842,835,121.261041,144.012641,112.08944,125.787707333333,3677,5493,4337,0.310495613715149
"CTLA4",0,0.133966,0,0.0446553333333333,0,3,0,0.11688,0,0.081125,0.0660016666666667,1,0,2,0.97997532836878
"CTNNA1",681.086793,810.561135,683.89542,725.181116,6586,5952,5853,150.560643,111.390134,103.337651,121.762809333333,1421,1290,1448,5.91531849053916
"CTNNA2",20.471931,14.013367,27.311322,20.5988733333333,1011,515,945,67.387788,79.185149,55.613181,67.3953726666667,2903,4309,3941,0.315794365776734
"CTNNA3",1.493138,0.749579,0.538904,0.927207,35,29,26,0.08503,0.041709,0.337007,0.154582,15,10,6,1.66918157393758
"CTNNAL1",5.998517,7.754003,4.51026,6.08759333333333,150,180,125,5.039422,2.725436,4.657012,4.14062333333333,102,86,112,1.37874200729224
"CTNNB1",291.899029,322.325212,309.00776,307.744000333333,10708,9417,9350,57.956342,45.818263,39.535004,47.7698696666667,2181,2537,2125,6.33063000667304
"CTNNBIP1",11.876867,13.81129,14.747596,13.4785843333333,427,310,340,29.38036,29.405464,30.312001,29.699275,789,1182,1090,0.471626262618037
"CTNNBL1",21.696829,19.754333,17.130451,19.5272043333333,282,246,260,12.129891,14.749493,15.424212,14.1011986666667,251,358,335,1.35930960094205
"CTNNBL1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTNND1",71.253946,78.247089,57.078181,68.8597386666667,3781,3028,2565,47.135805,56.792572,31.962613,45.2969966666667,2209,3994,2560,1.5089475278418
"CTNND2",35.26317,22.524072,33.504596,30.4306126666667,1090,740,1010,46.784108,68.448486,59.196336,58.1429766666667,1997,3218,2610,0.531434405877328
"CTNS",19.616499,21.307971,25.57056,22.16501,469,392,462,8.704742,7.685368,4.173226,6.85444533333333,164,207,175,2.94928655263414
"CTPS1",24.48365,26.65056,28.592397,26.5755356666667,791,669,732,28.961247,34.446198,29.002372,30.8032723333333,859,1336,1270,0.867065985463529
"CTPS2",9.784948,9.984422,9.213218,9.66086266666667,293,255,292,13.181444,16.312457,12.37473,13.9562103333333,475,802,681,0.712805077560757
"CTR9",16.147904,21.669115,14.616521,17.4778466666667,722,571,552,21.839407,14.453631,14.416927,16.9033216666667,736,1004,860,1.03209041376214
"CTRB1",0.213657,0.371294,0.068365,0.217772,3,3,1,0,0.196253,0,0.0654176666666667,0,2,0,1.14299963113058
"CTRB2",0.090076,0.089753,0.104592,0.094807,3,2,3,0,0.084277,0.038916,0.0410643333333333,0,4,2,1.05162281037387
"CTRC",0.154035,0.051353,1.315502,0.506963333333333,5,2,2,0.757928,0.811092,0.101989,0.557003,9,7,7,0.96786154768702
