"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg__TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"CRIP3",2.923643,2.660364,2.434623,2.67287666666667,24,19,13,4.596274,4.772262,5.836784,5.06844,31,41,57,0.605242313785201
"CRIPT",4.605769,5.831679,5.967025,5.46815766666667,278,302,285,5.383682,4.594649,4.966059,4.98146333333333,375,434,439,1.08136710136148
"CRISP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRISP2",0.091448,0,0.065892,0.0524466666666667,2,0,1,0,0,0,0,0,0,0,1.05244666666667
"CRISP3",0,0.072195,0,0.024065,0,2,0,0,0,0,0,0,0,0,1.024065
"CRISPLD1",21.617732,13.04703,16.604007,17.0895896666667,660,290,378,7.485423,4.305234,4.484035,5.42489733333333,197,143,193,2.81554532752067
"CRISPLD2",2.540678,3.465594,4.235537,3.41393633333333,165,188,200,0.371785,0.271817,0.420985,0.354862333333333,24,13,18,3.25784858338621
"CRK",20.370865,24.560295,28.674642,24.5352673333333,1303,974,1161,18.563963,23.317803,20.048179,20.643315,970,1693,1520,1.1798223762549
"CRKL",13.656442,9.987075,13.627793,12.42377,1344,745,902,10.973691,11.23203,10.350445,10.8520553333333,931,1301,1301,1.13261114823235
"CRLF1",91.635655,56.073337,54.177936,67.2956426666667,714,348,304,15.513901,4.880883,6.530672,8.975152,100,37,49,6.84657664030249
"CRLF2",4.849674,6.543299,8.898071,6.76368133333333,117,123,137,0.244642,0.841812,1.211645,0.766033,4,24,36,4.39611339840951
"CRLF3",9.436295,9.985085,9.838942,9.75344066666667,183,167,159,10.007245,8.415801,7.83743,8.753492,177,258,249,1.10252211891563
"CRLS1",19.884225,17.881547,24.849801,20.8718576666667,253,266,290,12.585935,16.393654,17.812556,15.5973816666667,247,435,464,1.31778964332627
"CRMP1",117.726449,169.052296,196.910811,161.229852,6306,6877,6991,223.06914,280.191666,222.150345,241.803717,10349,17775,15112,0.668152258970566
"CRNDE",14.219165,2.603916,8.811697,8.544926,510,44,133,13.930449,9.220434,10.070192,11.0736916666667,277,250,227,0.790555719287735
"CRNKL1",8.423102,7.567439,7.930884,7.97380833333333,348,250,271,4.64325,5.11126,3.601068,4.45185933333333,197,283,222,1.64600878061295
"CRNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CROCC",21.078265,12.046355,19.023952,17.3828573333333,531,268,282,14.927041,17.827691,14.61025,15.7883273333333,325,479,471,1.09497849120645
"CROCC2",0.009962,0,0,0.00332066666666667,1,0,0,0,0,0,0,0,0,0,1.00332066666667
"CROCCP1",0,0,0,0,0,0,0,0.011138,0,0.007286,0.00614133333333333,1,0,1,0.993896152429215
"CROCCP2",24.478293,22.940217,26.112136,24.5102153333333,768,579,559,21.571489,19.259638,18.020461,19.617196,571,760,706,1.23732709983129
"CROCCP3",26.313253,46.326234,7.468667,26.702718,336,233,257,16.964974,14.930318,11.238085,14.3777923333333,186,245,257,1.80147562143565
"CROCCP4",0.164218,0,0,0.0547393333333333,1,0,0,0,0,0,0,0,0,0,1.05473933333333
"CROT",5.827167,8.327184,7.700554,7.28496833333333,209,168,204,3.662978,6.11261,4.037011,4.60419966666667,125,242,190,1.47834995648204
"CRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRPP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRPPA",1.629556,0.792342,1.22316,1.21501933333333,110,49,52,1.159995,1.130223,1.100945,1.13038766666667,60,89,71,1.03972594659219
"CRPPA.AS1",0.269909,0,0.420145,0.230018,3,0,1,0.374811,0.042515,0,0.139108666666667,2,1,0,1.07980742838114
"CRTAC1",5.429106,6.247632,8.228435,6.63505766666667,142,169,166,32.859039,41.562625,102.104969,58.842211,712,1376,3655,0.127586490189453
"CRTAM",0.094082,0.38642,0.424617,0.301706333333333,3,9,5,0.168622,0.11,0.128033,0.135551666666667,4,4,5,1.14632065765392
"CRTAP",69.2336,51.868671,59.44698,60.1830836666667,1643,1078,1155,17.956646,10.495253,10.616865,13.0229213333333,468,490,503,4.36307686624689
"CRTC1",7.534469,7.982537,9.895589,8.470865,728,625,654,6.90376,7.399095,7.452561,7.25180533333333,419,808,711,1.14773248003588
"CRTC1P1",0,0,0,0,0,0,0,0.036479,0,0,0.0121596666666667,1,0,0,0.987986414528143
"CRTC2",47.00743,92.891157,72.638181,70.8455893333333,379,281,253,86.448097,60.424995,36.674179,61.1824236666667,275,338,325,1.15540027385338
"CRTC3",9.911554,10.830859,7.133144,9.29185233333333,506,375,345,7.689043,10.801446,5.869732,8.12007366666667,419,619,524,1.12848346510067
"CRTC3.AS1",0.123099,0.689599,1.18917,0.667289333333333,1,3,4,0.748008,0.51053,0.47935,0.579296,4,3,3,1.05571680883972
"CRX",0.116522,0.147554,0.273903,0.179326333333333,6,7,5,0.047916,0.244847,0.315199,0.202654,1,11,8,0.980603177084459
"CRY1",12.367451,9.105475,10.419655,10.6308603333333,328,236,212,14.814475,10.061709,7.551655,10.8092796666667,353,455,378,0.984891598948499
"CRY2",10.549206,10.52176,12.438525,11.1698303333333,537,479,499,14.189381,19.384553,13.45824,15.6773913333333,714,1084,1006,0.729720259607348
"CRYAA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRYAA2",0,0,0,0,0,0,0,0,0.09685,0,0.0322833333333333,0,2,0,0.968726286387781
"CRYAB",43.29557,29.659914,38.855613,37.2703656666667,393,209,212,0.271128,0.332738,0.405666,0.336510666666667,5,9,10,28.634538145599
"CRYBA1",0,0.176879,0.200469,0.125782666666667,0,1,1,0.156206,0,0,0.0520686666666667,1,0,0,1.07006576883765
"CRYBA2",0,0.962721,0,0.320907,0,3,0,0.54233,0.134033,0.408335,0.361566,2,1,3,0.970138061614347
"CRYBA4",0.250019,0.115427,0,0.121815333333333,2,1,0,0.145318,0,0,0.0484393333333333,1,0,0,1.06998592829088
"CRYBB1",0,0.970341,0,0.323447,0,2,0,0.072097,0,1.174132,0.415409666666667,1,0,4,0.935027526777289
"CRYBB2",0.216319,0,0,0.0721063333333333,2,0,0,0,0.093607,0.085896,0.0598343333333333,0,1,1,1.01157916819075
"CRYBB2P1",15.758867,19.243393,18.765707,17.9226556666667,320,266,238,13.364114,13.110055,16.425142,14.2997703333333,219,269,322,1.23679344554867
"CRYBB3",0,0,0,0,0,0,0,0.323487,0.117688,0.064996,0.168723666666667,2,1,1,0.855634251723604
"CRYBG1",0.06333,0.111263,0.18702,0.120537666666667,12,16,9,2.855935,6.691994,10.17575,6.57455966666667,268,799,1269,0.147934363973369
"CRYBG2",0.201605,0,0.35509,0.185565,1,0,3,2.521466,3.178417,4.15399,3.28462433333333,50,43,88,0.276702204852965
"CRYBG3",4.987088,2.423526,3.840053,3.75022233333333,397,103,114,0.357896,0.131814,0.019806,0.169838666666667,10,4,5,4.06057900861543
"CRYGA",0,0,0,0,0,0,0,0,0.334866,0,0.111622,0,3,0,0.899586370186988
"CRYGB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRYGC",0,0,0.197053,0.0656843333333333,0,0,1,0,0,0,0,0,0,0,1.06568433333333
"CRYGD",0.251419,0,0,0.0838063333333333,2,0,0,0.292786,0.637475,0.802796,0.577685666666667,2,6,8,0.686959611937908
"CRYGEP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRYGGP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CRYGN",0.683853,0.037804,0,0.240552333333333,16,1,0,0.496619,0.357971,0.384908,0.413166,3,4,7,0.877853226962249
"CRYGS",1.976152,2.066197,2.739748,2.260699,43,30,31,1.563068,1.773076,1.659145,1.66509633333333,31,36,37,1.22348260331803
"CRYL1",11.04693,6.595036,9.356063,8.999343,268,124,149,11.40275,9.308145,12.231703,10.980866,228,250,337,0.834609367970562
"CRYM",1.260192,1.070295,1.638826,1.32310433333333,25,4,10,0.518087,0.62192,1.013614,0.717873666666667,10,13,16,1.35231383914339
"CRYZ",13.273636,6.694686,10.287296,10.085206,301,150,166,12.4861,5.239761,5.773056,7.83297233333333,215,169,170,1.25498026957102
"CRYZL1",58.947012,34.747598,49.148633,47.6144143333333,515,226,247,54.056774,41.32159,47.773476,47.71728,373,438,494,0.997888517859234
"CRYZL2P",1.275653,1.144415,0.930114,1.11672733333333,52,37,32,1.388066,0.727681,0.6023,0.906015666666667,46,40,37,1.11055085766172
"CS",165.667748,178.449666,191.418929,178.512114333333,3750,2967,3039,177.517534,219.898916,186.240168,194.552206,3434,5457,5329,0.917975399026352
"CSAD",38.359292,24.692011,32.75303,31.9347776666667,526,277,289,18.012532,15.850595,13.452207,15.771778,229,239,272,1.96370221849268
"CSAG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSAG2",0.095178,0,0,0.031726,1,0,0,3.626328,0.096809,0,1.24104566666667,1,1,0,0.46037705315242
"CSAG3",0.087467,0,0,0.0291556666666667,1,0,0,0,0.058778,0,0.0195926666666667,0,1,0,1.00937923576016
"CSAG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSDC2",4.672909,3.515326,3.345791,3.84467533333333,202,121,100,22.404329,17.079484,18.379941,19.287918,831,905,1062,0.238796082147677
"CSDE1",264.471144,236.122964,233.721904,244.772004,8943,6096,6404,228.255847,306.739777,234.966055,256.653893,7326,13113,11532,0.953884302458415
"CSE1L",24.872545,23.337237,29.571799,25.9271936666667,1591,1096,1294,25.037452,25.909185,23.97605,24.974229,1349,1890,1852,1.03668885288825
"CSE1L.AS1",0,0,0.242433,0.080811,0,0,1,0,1.00028,0,0.333426666666667,0,2,0,0.810551511394202
"CSF1",2.139266,2.195621,2.28415,2.20634566666667,159,76,95,2.07258,0.6416,1.46467,1.39295,107,57,94,1.33991335659611
"CSF1R",0.536266,0.335906,0.631581,0.501251,9,5,8,0.301291,0.066101,0.159905,0.175765666666667,5,3,2,1.27682840429938
"CSF2",0.091799,0,0,0.0305996666666667,1,0,0,0,0,0,0,0,0,0,1.03059966666667
"CSF2RA",1.800223,2.050677,3.584653,2.47851766666667,17,8,15,4.937863,2.836741,3.385349,3.71998433333333,29,18,22,0.736976528100058
"CSF2RB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSF2RBP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSF3",0.150192,0,0,0.050064,1,0,0,0,0,0,0,0,0,0,1.050064
"CSF3R",0.151683,0.177573,0.17529,0.168182,9,8,6,0.264047,0.65416,0.362608,0.426938333333333,11,20,11,0.818663268559842
"CSGALNACT1",5.438887,3.072853,1.97283,3.49485666666667,344,99,92,39.744253,55.554417,36.611246,43.969972,1879,3493,2780,0.0999524008301955
"CSGALNACT2",12.279382,9.085531,9.720782,10.3618983333333,817,465,452,13.151303,9.025942,11.682243,11.286496,778,724,976,0.924746838588751
"CSGALNACT2P1",0,0,0,0,0,0,0,0.085128,0,0,0.028376,1,0,0,0.972406979548336
"CSH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSHL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSK",39.997105,53.281894,46.722009,46.6670026666667,705,637,708,41.671026,46.711302,42.921802,43.7680433333333,671,1091,1140,1.06475510470155
"CSKMT",3.151222,3.050801,5.107432,3.76981833333333,51,43,49,2.080685,2.318943,2.855759,2.41846233333333,30,46,36,1.3953110691971
"CSMD1",45.857983,17.841664,2.103407,21.9343513333333,604,420,283,0.868812,5.795386,0.498577,2.38759166666667,107,56,50,6.77010501560843
"CSMD2",5.380341,10.117226,10.315855,8.604474,854,1046,901,11.47251,5.914231,3.973188,7.11997633333333,1499,1068,874,1.18282044253906
"CSMD2.AS1",0.128254,0,0,0.0427513333333333,1,0,0,0.136554,0,0,0.045518,2,0,0,0.997353783802224
"CSMD3",2.720309,1.64003,3.591904,2.65074766666667,145,145,132,2.795676,2.212242,1.407915,2.138611,165,188,92,1.16317302993798
"CSN1S1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSN1S2AP",0,0,0,0,0,0,0,0,0,0.159905,0.0533016666666667,0,0,1,0.949395630564843
"CSN2",0,0,0,0,0,0,0,0.073271,0,0.051823,0.041698,1,0,1,0.959971124068588
"CSN3",0,0,0,0,0,0,0,0.100644,0,0,0.033548,1,0,0,0.96754093665703
"CSNK1A1",87.617292,88.32266,84.104419,86.681457,3291,2614,2884,66.924266,79.425874,75.174156,73.841432,2664,4068,3728,1.1715630588148
"CSNK1A1L",0,0,0,0,0,0,0,0.027058,0.039824,0,0.022294,1,2,0,0.9781921834619
"CSNK1D",106.186206,69.664379,102.244505,92.6983633333333,2339,1686,1794,96.404811,81.202286,72.972937,83.526678,2121,3114,2805,1.10850639762908
"CSNK1E",136.308657,111.588814,129.805285,125.900918666667,2440,1634,1668,162.178609,186.546062,141.398877,163.374516,2574,3779,3505,0.772023071183776
"CSNK1G1",14.649752,18.96803,12.867997,15.4952596666667,707,621,517,10.424042,8.839515,4.760712,8.00808966666667,646,690,697,1.83116068745467
"CSNK1G2",76.040317,80.710608,59.949334,72.2334196666667,808,517,619,82.651308,93.656475,88.87414,88.3939743333333,759,1046,1182,0.819220984555324
"CSNK1G2.AS1",0.098299,0,0,0.0327663333333333,2,0,0,0.057321,0.082962,0.039154,0.0598123333333333,1,2,1,0.974480387565471
"CSNK1G3",22.777219,22.330182,21.941863,22.3497546666667,1144,784,755,8.482599,11.99751,10.444165,10.3080913333333,410,487,478,2.06487142510404
"CSNK2A1",87.817487,77.576184,88.198984,84.530885,3032,2192,2294,77.454763,78.957556,70.578499,75.663606,2534,3326,3320,1.11566477840868
"CSNK2A2",33.500202,26.631976,30.798166,30.3101146666667,1291,892,962,21.013476,19.816659,21.928622,20.9195856666667,703,960,890,1.42840814342035
"CSNK2A3",0.812756,0.787554,1.103799,0.901369666666667,17,13,16,0.309079,0.112506,0.103483,0.175022666666667,6,3,3,1.61815573486809
"CSNK2B",77.24698,68.92399,86.101994,77.4243213333333,1065,727,765,65.510288,65.858653,65.750881,65.7066073333333,775,1062,1135,1.17566047005578
"CSNKA2IP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSP2",0.635724,0.299817,0.204051,0.379864,14,5,3,1.687913,1.161958,1.199833,1.34990133333333,32,30,33,0.587200824318298
"CSPG4",19.963663,9.766432,10.058546,13.2628803333333,3232,1195,1069,0.341167,0.010449,0.034171,0.128595666666667,47,2,7,12.637723814286
"CSPG4BP",0,0,0,0,0,0,0,0.017335,0.012765,0.006009,0.0120363333333333,2,2,1,0.988106816981867
"CSPG4P10",4.670381,4.396161,2.297721,3.78808766666667,356,257,115,2.249891,2.939669,1.648168,2.27924266666667,150,271,155,1.46011995859207
"CSPG4P13",0.322079,0.110767,0.177389,0.203411666666667,30,8,11,0.141046,0.009146,0,0.050064,2,1,0,1.14603649555329
"CSPG4P2Y",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSPG5",9.330537,8.819865,10.2138,9.454734,339,241,243,16.774932,10.534087,11.222306,12.843775,525,445,558,0.755193868724391
"CSPP1",4.214143,3.691214,4.361453,4.08893666666667,288,190,198,5.20622,4.897198,4.052021,4.71847966666667,255,321,268,0.889910774069961
"CSRNP1",2.45416,1.078061,1.281342,1.604521,140,47,50,5.059338,3.441889,4.407462,4.30289633333333,258,240,326,0.491150653583083
"CSRNP2",18.796168,24.556377,30.652928,24.668491,1338,1362,1506,34.59057,30.90633,25.427427,30.308109,2018,2662,2444,0.819867178819392
"CSRNP3",4.146397,5.990799,6.048607,5.39526766666667,902,1004,883,4.939588,3.121171,2.764298,3.60835233333333,853,760,756,1.38775579731787
"CSRP1",110.800637,130.546366,107.595297,116.3141,2250,1764,1667,55.169898,43.455214,37.850445,45.4918523333333,874,1019,950,2.5233260047135
"CSRP2",94.97729,60.067025,16.835852,57.293389,535,81,142,123.17319,235.9334,291.119375,216.741988333333,405,861,1155,0.267717721539131
"CSRP3",1.257415,0.136623,0,0.464679333333333,16,1,0,0.192485,0.088007,0,0.0934973333333333,3,1,0,1.33944481498507
"CST1",6.82398,9.242739,11.003913,9.023544,71,73,76,0,0,0,0,0,0,0,10.023544
"CST11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST12P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST13P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST2",1.976119,2.733624,1.861064,2.190269,20,21,12,0,0,0,0,0,0,0,3.190269
"CST3",122.40245,129.553267,134.746108,128.900608333333,1308,1033,930,108.184013,63.475653,99.982126,90.547264,964,791,1382,1.4189458281717
"CST4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST5",0,0.129137,0,0.0430456666666667,0,1,0,0,0,0,0,0,0,0,1.04304566666667
"CST6",0,0,0,0,0,0,0,0,0,0.114016,0.0380053333333333,0,0,1,0.963386186840401
"CST7",0.077489,0,0.117138,0.0648756666666667,1,0,1,0.089974,0,0.06188,0.050618,1,0,1,1.01357074280725
"CST8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST9L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CST9LP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSTA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSTB",57.011135,59.499074,68.400197,61.636802,463,407,429,58.831826,55.70426,64.575706,59.7039306666667,436,574,690,1.03184095843722
"CSTF1",10.784864,9.769943,12.399509,10.984772,352,230,259,8.325654,8.026263,6.646791,7.666236,188,310,303,1.38292702852773
"CSTF2",7.493075,5.27581,5.702942,6.15727566666667,225,133,131,5.703107,6.393815,4.95958,5.68550066666667,165,218,218,1.07056689147489
"CSTF2T",5.953909,4.204846,5.819715,5.32615666666667,445,241,299,5.956139,7.792785,5.340396,6.36310666666667,394,700,500,0.859169499106355
"CSTF3",26.965258,25.306414,30.34445,27.5387073333333,765,499,532,27.810205,28.278683,21.791287,25.9600583333333,511,657,607,1.05855510327469
"CSTF3.DT",0.869584,0.40794,0.234331,0.503951666666667,12,5,6,0.194856,0.139189,0.050561,0.128202,8,8,4,1.3330517643708
"CSTL1",0.49387,0.65481,0,0.382893333333333,2,2,0,0.535475,0,0.167017,0.234164,2,0,1,1.12051018611249
"CSTP2",0,0,0,0,0,0,0,0,0,0.268297,0.0894323333333333,0,0,1,0.917909235298995
"CT45A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A11P",0.065214,0.075654,0.082184,0.0743506666666667,1,1,1,0.065738,0,0.045779,0.0371723333333333,1,0,1,1.03584585910988
"CT45A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A3",0.10197,0,0,0.03399,2,0,0,0,0,0,0,0,0,0,1.03399
"CT45A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A7",0.343821,0,0,0.114607,2,0,0,0,0,0,0,0,0,0,1.114607
"CT45A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT45A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT47B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CT55",0.137062,0.189331,0.552343,0.292912,4,3,10,0.752941,0.382623,0.734861,0.623475,17,12,24,0.796385531036819
"CT62",0.112119,0.051647,0.16934,0.111035333333333,2,2,1,0.148343,0.285508,0.046783,0.160211333333333,5,13,3,0.957614618486172
"CT66",0.230883,0.607469,1.015817,0.618056333333333,7,12,6,0.133087,0.104091,0.247966,0.161714666666667,3,4,10,1.39281734126337
"CT69",0.477084,0.364629,0.236349,0.359354,7,5,3,0.465012,0.171049,0.276237,0.304099333333333,5,3,4,1.04236998306366
"CT70",0.830794,1.025996,1.026351,0.961047,17,14,13,0.607958,0.60005,0.501769,0.569925666666667,10,12,10,1.24913366386561
"CT75",10.724582,11.12646,11.630927,11.1606563333333,77,53,53,2.975063,7.054934,7.598695,5.87623066666667,19,65,66,1.76850616607199
"CT83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTAG1A",0.072035,0,0,0.0240116666666667,1,0,0,0,0,0.053409,0.017803,0,0,1,1.00610006717082
"CTAG1B",7e-06,0,0,2.33333333333333e-06,0,0,0,0,0.044994,2e-06,0.0149986666666667,0,0,0,0.985225267947807
"CTAG2",0,0,0,0,0,0,0,0,0.050122,0,0.0167073333333333,0,1,0,0.983567214688462
"CTAGE1",0,0,0,0,0,0,0,0.014674,0,0.040031,0.018235,1,0,1,0.982091560396176
"CTAGE10P",0,0.018231,0,0.006077,0,0,0,0.030701,0,0,0.0102336666666667,1,0,0,0.995885440365117
"CTAGE11P",0,0,0.035706,0.011902,0,0,1,0.027736,0,0,0.00924533333333333,1,0,0,1.0026323298993
"CTAGE12P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTAGE13P",0,0,0,0,0,0,0,0,0,0.042826,0.0142753333333333,0,0,0,0.985925583651513
"CTAGE14P",0,0,0,0,0,0,0,0.027041,0,0,0.00901366666666667,1,0,0,0.991066853736041
"CTAGE15",0.044624,0,0,0.0148746666666667,2,0,0,0,0.217678,0,0.0725593333333333,0,12,0,0.946217738381528
"CTAGE16P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTAGE3P",0.239405,0.307699,0.274798,0.273967333333333,10,10,8,0.213803,0.220244,0.319822,0.251289666666667,8,11,17,1.01812343478155
"CTAGE4",1.892914,2.056103,1.640779,1.86326533333333,87,72,52,1.049844,0.456869,1.394179,0.966964,42,25,81,1.45567754841133
"CTAGE6",0.171377,0,0.21152,0.127632333333333,8,0,7,0.12212,0,0.221853,0.114657666666667,5,0,13,1.01164004613674
"CTAGE7P",0.234103,0.39682,0.368753,0.333225333333333,10,13,11,0.185651,0.392022,0.367388,0.315020333333333,7,20,20,1.01384389240116
"CTAGE8",0.137452,0,0,0.0458173333333333,6,0,0,0,0.240862,0,0.0802873333333333,0,13,0,0.968091822484265
"CTAGE9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTB.178M22.2",0.601864,0,0,0.200621333333333,3,0,0,0.46417,0.170177,0.237696,0.290681,2,1,2,0.930223140600453
"CTBP1",104.74024,100.136336,108.878533,104.585036333333,1532,1140,1282,102.191647,114.765352,105.268298,107.408432333333,1461,2259,2171,0.973955937382079
"CTBP1.AS",0.921027,0.692051,0.792813,0.801963666666667,67,38,38,0.531681,0.600481,0.366281,0.499481,33,52,34,1.20172490792925
"CTBP2",44.313254,32.567443,31.8988,36.2598323333333,1614,894,975,25.286528,17.346858,15.679086,19.4374906666667,819,792,728,1.82311189475446
"CTBP2P4",0.085872,0.110686,0,0.0655193333333333,1,1,0,0,0,0.071725,0.0239083333333333,0,0,1,1.04063938015285
"CTBP2P7",0.297204,0.195821,0.07494,0.189321666666667,6,3,1,0.057042,0.083948,0.239537,0.126842333333333,1,2,6,1.055446384543
"CTBS",4.319457,2.991809,2.981619,3.43096166666667,152,75,75,3.67092,2.525191,2.27793,2.82468033333333,119,104,110,1.15851817158401
"CTC.338M12.4",13.323512,8.095817,11.452325,10.957218,236,75,133,4.274474,3.769349,3.274405,3.77274266666667,43,53,50,2.50531378603553
"CTC1",26.188452,22.792099,29.1925,26.0576836666667,503,325,328,27.21256,31.230771,26.337762,28.2603643333333,386,657,524,0.924721352011418
"CTCF",10.785775,11.651321,14.69446,12.3771853333333,703,530,634,9.402776,11.040251,8.422979,9.622002,517,800,671,1.25938456171759
"CTCFL",0.350023,0.182037,0.304977,0.279012333333333,12,5,7,0.366893,0.384941,0.339973,0.363935666666667,10,16,13,0.937736555023245
"CTD.2194D22.4",0,0.047669,0,0.0158896666666667,0,1,0,0.04153,0,0,0.0138433333333333,1,0,0,1.00201839205926
"CTD.2297D10.2",1.009097,0.153962,0.272947,0.478668666666667,80,13,15,0.351228,0.210166,0.159905,0.240433,31,22,18,1.19205847205505
"CTD.2350J17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTD.3080P12.3",0.167148,0.043915,0,0.0703543333333333,5,1,0,0,0.090537,0.036621,0.042386,0,3,1,1.02683107153524
"CTDNEP1",67.077894,54.291029,57.431956,59.600293,1017,599,639,73.302258,62.969202,74.278849,70.1834363333333,989,1245,1463,0.851325759495857
"CTDP1",6.152829,5.479495,4.883278,5.50520066666667,258,180,184,3.888456,5.009194,4.445126,4.447592,174,226,262,1.19414241497283
"CTDSP1",21.216398,11.563256,13.673103,15.4842523333333,561,157,188,1.524205,0.143246,0.350698,0.672716333333333,28,8,6,9.85478051767694
"CTDSP2",58.794537,23.778978,24.374914,35.6494763333333,2580,705,802,14.194334,9.96448,7.567465,10.5754263333333,531,534,484,3.16614483803462
"CTDSPL",14.024815,8.540807,11.817795,11.461139,670,410,397,2.826004,3.515453,2.889021,3.076826,147,309,255,3.05657857362566
"CTDSPL2",13.658787,7.388658,13.70707,11.5848383333333,623,255,347,7.463542,3.864337,3.137278,4.821719,246,229,217,2.16170487330861
"CTF1",0.992476,0.175543,0.415034,0.527684333333333,23,3,6,0.663435,0.374735,0.338877,0.459015666666667,13,10,11,1.0470650646429
"CTF2P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTH",4.551121,1.85745,2.399398,2.93598966666667,67,39,39,10.000394,9.351912,6.434038,8.595448,130,212,187,0.410193423659496
"CTHRC1",14.194013,4.48104,2.337947,7.00433333333333,154,35,28,7.658392,2.550078,2.836145,4.348205,73,32,37,1.49663921508868
"CTHRC1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTIF",56.559234,69.101718,67.815772,64.4922413333333,1992,1750,1496,121.261041,144.012641,112.08944,125.787707333333,3677,5493,4337,0.516550403117156
"CTLA4",0.030131,0,0.044117,0.0247493333333333,1,0,1,0.11688,0,0.081125,0.0660016666666667,1,0,2,0.961301811598168
"CTNNA1",625.273908,426.840259,509.892619,520.668928666667,6731,3639,3998,150.560643,111.390134,103.337651,121.762809333333,1421,1290,1448,4.24940526776475
"CTNNA2",48.437224,72.763404,67.385179,62.8619356666667,2278,2833,2661,67.387788,79.185149,55.613181,67.3953726666667,2903,4309,3941,0.933717197183876
"CTNNA3",1.425378,1.740626,2.032468,1.732824,67,103,108,0.08503,0.041709,0.337007,0.154582,15,10,6,2.36693799141161
"CTNNAL1",7.875709,4.113086,6.95423,6.31434166666667,289,115,149,5.039422,2.725436,4.657012,4.14062333333333,102,86,112,1.42285111987068
"CTNNB1",270.687236,315.381998,373.357998,319.809077333333,11180,10395,10433,57.956342,45.818263,39.535004,47.7698696666667,2181,2537,2125,6.57801793455685
