"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ACOT9",29.935853,23.797934,22.855973,25.52992,918,759,709,"Acot10",0,0.02616,0,0,1,0,0.00872,26.3005789515425
"ACOX1",26.743277,25.166,14.165662,22.0249796666667,569,533,438,"Acox1",38.281042,36.979115,36.155443,2815,4071,907,37.1385333333333,0.603719588937173
"ACOX2",17.904677,19.718667,13.035042,16.8861286666667,296,273,205,"Acox2",0.478907,0.537406,1.920292,7,13,7,0.978868333333333,9.03856429727091
"ACOX3",11.241262,6.789727,5.371668,7.80088566666667,239,160,120,"Acox3",31.578703,26.301488,22.859586,995,1397,328,26.913259,0.315294092555322
"ACOXL",0.725081,0.07677,0.356086,0.385979,14,3,7,"Acoxl",0.032761,0.021899,0,2,2,0,0.01822,1.36117833081259
"ACP1",30.223411,32.418039,30.824921,31.155457,582,628,585,"Acp1",43.469525,42.708891,37.818103,1062,1304,300,41.332173,0.75959854458688
"ACP2",43.214406,45.839884,42.704658,43.9196493333333,569,466,395,"Acp2",14.948313,13.40809,13.834404,1522,1780,427,14.0636023333333,2.98199914863215
"ACP3",0.862381,0.252187,0.58269,0.565752666666667,9,11,11,"Acpp",0.253367,0.296814,0.535873,12,28,9,0.362018,1.14958294726404
"ACP4",0,0.080253,0,0.026751,0,2,0,"Acp4",0.091482,0.039542,0,3,2,0,0.0436746666666667,0.983784538221361
"ACP5",0.224677,1.062225,0,0.428967333333333,1,4,0,"Acp5",0.426923,0.534385,0.367158,5,8,3,0.442822,0.990397521893437
"ACP6",5.616296,6.558338,5.860511,6.011715,182,148,113,"Acp6",12.775913,9.182779,11.204909,262,304,72,11.0545336666667,0.581666217365909
"ACR",0,0.037509,0.037908,0.025139,0,1,1,"Acr",0.454999,0.859649,0.600143,13,15,5,0.638263666666667,0.625747259649495
"ACRBP",0.3985,0.030659,0.225437,0.218198666666667,4,1,2,"Acrbp",5.73949,4.783652,6.789045,91,120,35,5.770729,0.179921344757214
"ACRV1",0.027065,0.168649,0.254211,0.149975,1,3,3,"Acrv1",0.129637,0.107061,0.275087,9,11,6,0.170595,0.982385026418189
"ACSBG1",0.540764,0.319036,0.523883,0.461227666666667,30,21,25,"Acsbg1",108.813398,94.405486,84.872829,4262,5796,1577,96.030571,0.0150594565362979
"ACSBG2",0.522338,0.103219,0.103778,0.243111666666667,4,1,1,"Acsbg2",0.019263,0,0,1,0,0,0.006421,1.23518057221249
"ACSF2",61.978687,54.648487,53.059789,56.562321,577,446,412,"Acsf2",24.630047,17.495217,16.328537,485,643,130,19.4846003333333,2.81002900048445
"ACSF3",19.299129,13.763293,10.433563,14.4986616666667,273,225,190,"Acsf3",7.137229,5.689405,5.478674,331,399,80,6.10176933333333,2.18236624413034
"ACSL1",43.878419,27.152981,30.101182,33.7108606666667,716,624,486,"Acsl1",23.107288,34.423455,39.671238,803,1349,245,32.4006603333333,1.03922677935878
"ACSL3",71.523045,48.918818,50.907122,57.1163283333333,1224,1079,919,"Acsl3",141.226341,139.771625,112.269409,4160,6087,1311,131.089125,0.439978146068674
"ACSL4",36.054531,15.661033,10.428141,20.7145683333333,1246,833,675,"Acsl4",21.479562,22.663303,21.725103,816,1113,182,21.9559893333333,0.945921694683949
"ACSL5",0.1358,0,0.182111,0.105970333333333,3,0,1,"Acsl5",45.183423,27.652313,57.118124,754,770,207,43.3179533333333,0.0249553566929159
"ACSL6",0.165731,0.038947,0.026724,0.077134,5,3,2,"Acsl6",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.00934696511499515
"ACSM1",0,0.159858,0,0.053286,0,2,0,"Acsm1",0,0,0,0,0,0,0,1.053286
"ACSM2A",1.918943,2.292445,1.490272,1.90055333333333,10,6,4,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,2.82482541364436
"ACSM2B",0,0.111241,0,0.0370803333333333,0,2,0,"Acsm2",0.04072,0.018053,0.021651,6,4,1,0.026808,1.01000414228691
"ACSM3",1.027824,2.197071,1.355443,1.52677933333333,11,13,11,"Acsm3",3.148108,2.227132,1.721317,12,17,3,2.365519,0.75078445058053
"ACSM4",0,0,0,0,0,0,0,"Acsm4",0,0.044942,0,0,3,0,0.0149806666666667,0.985240441361445
"ACSM5",0.347033,0.226793,0.050724,0.208183333333333,7,6,1,"Acsm5",1.284788,0.826242,0.714794,53,61,13,0.941941333333333,0.622152334159082
"ACSS1",0.37447,0.329271,0.198105,0.300615333333333,29,24,13,"Acss1",9.81163,7.128186,8.411244,436,528,120,8.45035333333333,0.137626106396022
"ACSS2",136.021315,95.971222,128.057604,120.016713666667,1559,1286,1185,"Acss2",41.583731,44.676566,29.155586,1610,2683,462,38.471961,3.06589058665382
"ACSS3",2.79066,4.630495,1.143408,2.85485433333333,125,108,90,"Acss3",2.178701,1.623659,1.218299,157,191,32,1.673553,1.4418469853911
"ACTA1",636.770692,441.289829,564.554107,547.538209333333,19134,12570,15960,"Acta1",6.487384,4.455121,0.373325,181,188,1,3.77194333333333,114.950696396926
"ACTA2",51.781238,68.388245,46.909126,55.6928696666667,1324,1661,1126,"Acta2",15.069679,2.496488,19.462987,408,100,178,12.3430513333333,4.24886843723952
"ACTB",429.465479,453.29093,375.743403,419.499937333333,7846,7769,6339,"Actb",907.491548,1110.026367,1271.568006,8257,14043,3318,1096.36197366667,0.383191642706825
"ACTBL2",0,0.022184,0.02198,0.0147213333333333,0,1,1,"Actbl2",0.053245,0.023264,0,3,2,0,0.025503,0.989486460140373
"ACTC1",5080.246607,4691.279529,4052.296585,4607.940907,121009,106500,94643,"Actc1",0.988564,0.518019,0,7,6,0,0.502194333333333,3068.1389249904
"ACTG1",124.614163,112.983909,79.093729,105.563933666667,2936,2870,2190,"Actg1",576.738602,537.265372,794.751001,13658,19486,5374,636.251658333333,0.167224254771457
"ACTG2",0.271346,0.303675,0.231978,0.268999666666667,8,3,6,"Actg2",0.289823,0.066606,0,7,2,0,0.118809666666667,1.13424088517886
"ACTL10",0.248173,0.129837,0.099075,0.159028333333333,11,5,4,"Actl10",1.004756,0.51982,0.429127,30,24,4,0.651234333333333,0.701916324010543
"ACTL6A",129.936939,63.089341,28.578082,73.8681206666667,238,226,162,"Actl6a",9.661133,9.129784,11.273125,195,233,70,10.0213473333333,6.79300982015447
"ACTL6B",0,0,0,0,0,0,0,"Actl6b",20.704586,15.42755,22.289875,464,520,151,19.4740036666667,0.0488424255597883
"ACTL7A",0,0,0,0,0,0,0,"Actl7a",0,0,0,0,0,0,0,1
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0,0,0,0,0,0,0,1
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.11365,0.15072,0.357541,3,6,3,0.207303666666667,0.828292025949837
"ACTN1",97.368685,90.347999,62.458246,83.3916433333333,3154,2333,1894,"Actn1",12.095666,7.159796,10.301106,549,556,136,9.85218933333333,7.77646249444966
"ACTN2",978.395053,817.138475,753.753803,849.762443666667,32985,24389,21981,"Actn2",3.391132,1.608143,1.393511,64,65,10,2.13092866666667,271.72846597378
"ACTN3",0.251983,0.266257,0.25194,0.256726666666667,16,16,15,"Actn3",2.054218,1.238977,0.7386,99,64,8,1.34393166666667,0.53616181927943
"ACTR10",123.432299,114.333934,91.069828,109.612020333333,961,968,829,"Actr10",125.586157,102.534199,134.49901,2166,2556,634,120.873122,0.907599793277909
"ACTR1A",64.377145,42.659304,39.165459,48.7339693333333,3101,2292,2094,"Actr1a",62.352935,67.448044,69.459203,3183,4813,1166,66.4200606666667,0.73767316198697
"ACTR1B",19.202777,14.33055,13.258617,15.5973146666667,779,576,553,"Actr1b",123.178924,130.20487,102.624512,3860,4762,1235,118.669435333333,0.13869301397166
"ACTR2",26.040333,13.291404,11.523641,16.9517926666667,1146,882,773,"Actr2",48.256756,42.50762,43.211249,3472,4667,970,44.6585416666667,0.393174902468961
"ACTR3",38.861514,29.33901,25.230379,31.1436343333333,1098,1075,941,"Actr3",86.343814,65.597556,71.256507,2301,3077,725,74.3992923333333,0.426312148809425
"ACTR3B",7.030276,2.889677,2.312428,4.07746033333333,129,80,93,"Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.268131942682457
"ACTR3C",0.6982,1.16039,0.413306,0.757298666666667,10,10,5,"Actr3b",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.0927999185485102
"ACTR5",1.163629,0.795908,0.976133,0.978556666666667,62,40,49,"Actr5",2.728636,2.676546,6.582844,119,122,40,3.99600866666667,0.396027468860809
"ACTR8",17.708309,15.074514,11.257858,14.680227,360,281,217,"Actr8",31.072604,22.185834,25.666657,807,980,234,26.308365,0.574191351258122
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",0.448872,0.581869,0.461129,0.49729,14,18,14,"Actrt3",0.623369,0.419144,0.94944,25,25,12,0.663984333333333,0.899822173806524
"ACVR1",7.233818,5.194846,4.253429,5.56069766666667,358,289,222,"Acvr1",6.144111,5.309225,6.386865,369,461,119,5.94673366666667,0.944429134824563
"ACVR1B",7.139766,4.870088,4.743164,5.58433933333333,614,453,436,"Acvr1b",13.4585,8.663865,10.887607,1310,1277,335,11.003324,0.548542998033989
"ACVR1C",0.00775,0.013681,0,0.00714366666666667,1,2,0,"Acvr1c",1.201653,0.810025,0.726638,142,214,43,0.912772,0.526536182392186
"ACVR2A",2.344089,1.398215,1.171016,1.63777333333333,115,94,85,"Acvr2a",4.606203,3.970851,3.565358,391,502,88,4.04747066666667,0.522593098114092
"ACVR2B",1.1158,1.888897,1.517997,1.50756466666667,261,178,121,"Acvr2b",3.789204,2.330717,0.9235,109,127,16,2.347807,0.749017092881001
"ACVRL1",1.239071,1.061599,0.85141,1.05069333333333,40,22,30,"Acvrl1",17.458956,13.633657,17.679918,292,340,108,16.2575103333333,0.118829036965568
"ACY1",29.01427,20.193338,18.22011,22.475906,288,174,168,"Acy1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,1.18293975950726
"ACY3",0,0,0.038868,0.012956,0,0,1,"Acy3",6.158622,10.285627,9.358693,103,275,46,8.60098066666667,0.105505472322931
"ACYP2",14.923638,15.092443,14.910934,14.9756716666667,179,179,196,"Acyp2",29.073172,29.490531,33.99376,341,557,125,30.8524876666667,0.50155177309385
"ADA",4.945909,4.204043,4.670719,4.60689033333333,124,113,122,"Ada",1.274145,1.440488,1.214389,43,65,13,1.309674,2.42756784435091
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0,0,0,0,0,0,"Adad2",0,0,0,0,0,0,0,1
"ADAL",13.118704,10.233636,7.871906,10.408082,497,431,361,"Adal",9.517798,7.488731,9.410691,396,421,98,8.80574,1.16340857497751
"ADAM10",24.348027,13.702235,11.245455,16.4319056666667,536,434,351,"Adam10",17.942483,15.258774,16.195392,1596,2130,457,16.4655496666667,0.998073693605864
"ADAM11",11.764671,7.939555,6.243467,8.649231,981,771,582,"Adam11",39.428928,35.361299,38.397555,1761,2537,569,37.7292606666667,0.24914575785602
"ADAM12",0.692991,0.787749,1.408243,0.962994333333333,57,72,53,"Adam12",0.713418,0.778313,0.354136,68,135,17,0.615289,1.21525890000695
"ADAM15",11.532537,17.778786,12.695181,14.002168,314,295,237,"Adam15",80.742162,70.489617,80.004418,1840,2395,628,77.0787323333333,0.19214154164226
"ADAM17",5.863159,4.842983,3.098865,4.601669,292,270,199,"Adam17",12.670071,11.518596,14.986136,520,720,171,13.0582676666667,0.398460829799252
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.054981,0.025221,0.229336,2,2,2,0.103179333333333,0.906470933405206
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam20",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam39",0.027179,0,0,1,0,0,0.00905966666666667,1.02114278673313
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam25",0.081831,0.048812,0,5,4,0,0.0435476666666667,0.987395241169306
"ADAM21",0.092614,0.093693,0.038026,0.0747776666666667,5,5,2,"Adam21",0.370266,0.359962,0.307278,23,33,6,0.345835333333333,0.798595221901837
"ADAM22",0.473128,0.221024,0.122401,0.272184333333333,42,22,22,"Adam22",41.63082,37.523169,26.093372,4496,5385,1022,35.0824536666667,0.0352577001854114
"ADAM23",41.864549,35.696454,23.789355,33.7834526666667,1340,1061,895,"Adam23",91.311682,74.987058,56.776911,6057,8635,1731,74.3585503333333,0.461572741418314
"ADAM28",0.222073,0,0.032833,0.0849686666666667,7,0,4,"Adam28",0.07544,0.143584,0,4,14,0,0.073008,1.01114685693552
"ADAM29",0.022632,0,0,0.007544,1,0,0,"Adam29",0,0,0,0,0,0,0,1.007544
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.151082,0.049411,0.215616,0.138703,10,3,12,"Adam33",2.53041,1.930884,2.055027,76,79,13,2.172107,0.358973704228767
"ADAM7",0,0,0,0,0,0,0,"Adam7",0.040358,0.097821,0,3,5,0,0.0460596666666667,0.955968413528993
"ADAM8",1.440741,0.605901,0.327876,0.791506,22,10,8,"Adam8",2.478647,2.541947,0.991776,78,76,21,2.00412333333333,0.596349018071828
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0,0,0,0,0,1
"ADAMTS1",7.164372,3.536363,3.442214,4.71431633333333,277,249,139,"Adamts1",2.691414,2.970973,2.561618,264,405,76,2.741335,1.52734687840927
"ADAMTS10",2.733393,2.863047,1.555908,2.384116,70,54,46,"Adamts10",11.833806,11.353123,11.734057,533,786,166,11.6403286666667,0.267723734820608
"ADAMTS12",9.689995,10.514763,8.128071,9.44427633333333,421,377,273,"Adamts12",0.164584,0.08406,0.049046,32,17,3,0.09923,9.5014476800427
"ADAMTS13",3.498026,3.363595,2.00095,2.95419033333333,170,115,87,"Adamts13",0,0,0.043853,0,0,1,0.0146176666666667,3.8972220406176
"ADAMTS14",1.363407,0.882597,0.773,1.00633466666667,169,102,89,"Adamts14",0.087685,0.079658,0.199128,9,14,5,0.122157,1.78792688248317
"ADAMTS15",5.729811,5.379448,3.798096,4.96911833333333,751,656,463,"Adamts15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,3.53374843414654
"ADAMTS16",0.036176,0.066894,0.143115,0.0820616666666667,4,7,12,"Adamts16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,0.463896981297414
"ADAMTS17",0.492449,0.402607,0.432152,0.442402666666667,33,26,24,"Adamts17",11.890968,8.694539,11.826279,103,97,16,10.8039286666667,0.122196830173999
"ADAMTS18",0.121899,0.017094,0.017158,0.0520503333333333,3,2,2,"Adamts18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,0.788777453440365
"ADAMTS19",2.13328,0.847573,1.17336,1.38473766666667,96,45,53,"Adamts19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,1.86937570876861
"ADAMTS2",0.115833,0.086629,0.03467,0.079044,13,8,5,"Adamts2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,0.0616177054616377
"ADAMTS20",0.194401,0.034761,0.182112,0.137091333333333,12,3,3,"Adamts20",3.751597,3.935783,2.995836,472,662,131,3.561072,0.249303526305512
"ADAMTS3",0.99259,0.688442,0.66207,0.781034,83,76,57,"Adamts3",3.27191,2.048252,1.528996,215,254,42,2.28305266666667,0.542493277090285
"ADAMTS4",0.02932,0.026379,0.464571,0.173423333333333,6,6,4,"Adamts4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,0.081709914356937
"ADAMTS5",0.014722,0,0,0.00490733333333333,1,0,0,"Adamts5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,0.459597221551015
"ADAMTS6",0.791118,0.693934,0.622677,0.702576333333333,95,61,55,"Adamts6",2.731915,1.989051,1.395974,280,344,65,2.03898,0.560245981656126
"ADAMTS7",5.459603,4.568133,3.862321,4.630019,514,375,312,"Adamts7",0.259872,0.04394,0.234565,19,8,3,0.179459,4.77339102079852
"ADAMTS8",0.317805,0.100515,0.182645,0.200321666666667,24,7,13,"Adamts8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,1.02161498443731
"ADAMTS9",11.270211,9.013448,9.75239,10.0120163333333,594,373,363,"Adamts9",1.108764,0.923247,0.808643,154,211,37,0.946884666666667,5.65622428584196
"ADAMTSL1",2.699594,2.503845,1.528651,2.24403,224,163,120,"Adamtsl1",3.983811,4.023896,3.886144,398,509,115,3.964617,0.653430063185136
"ADAMTSL2",0.864767,0.719934,0.473671,0.686124,77,57,38,"Adamtsl2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,0.431696959755796
"ADAMTSL3",0.184832,0.214714,0.105793,0.168446333333333,11,12,8,"Adamtsl3",0.345573,0.945448,1.177327,48,86,11,0.822782666666667,0.641023394999733
"ADAMTSL4",12.635359,12.932216,10.354914,11.974163,763,595,511,"Adamtsl4",28.740798,35.343392,64.904649,482,1037,223,42.9962796666667,0.29489227494455
"ADAMTSL5",42.692522,31.619021,21.507695,31.939746,494,357,323,"Adamtsl5",12.650608,11.702998,18.941497,236,330,82,14.431701,2.13455055926758
"ADAP1",2.559191,2.013888,2.267124,2.28006766666667,50,43,34,"Adap1",70.470204,69.328768,75.463931,2071,3131,744,71.754301,0.0450841753900799
"ADAP2",3.159636,0.302603,0.075168,1.17913566666667,8,6,4,"Adap2",2.403007,2.067224,2.61865,87,107,30,2.36296033333333,0.647981376725526
"ADAR",31.090188,13.016808,8.388818,17.4986046666667,1562,1005,859,"Adar",42.668898,30.364477,26.828258,3666,3746,931,33.287211,0.539519083855105
"ADARB1",19.742685,2.826503,2.675535,8.41490766666667,369,269,279,"Adarb1",34.026466,26.605388,24.148864,4587,5496,1114,28.2602393333333,0.321764547426008
"ADARB2",0.115823,0.022508,0.083771,0.074034,3,4,2,"Adarb2",3.217335,2.698417,2.160366,274,306,57,2.69203933333333,0.290905351495894
"ADAT1",12.085066,7.251189,8.024499,9.12025133333333,134,77,60,"Adat1",3.161886,2.74144,2.095939,184,262,42,2.66642166666667,2.76025298054006
"ADAT2",0.527551,0.654778,0.610782,0.597703666666667,63,65,57,"Adat2",1.483582,1.122702,1.429127,43,49,13,1.345137,0.681283723154198
"ADAT3",0.613159,0.450686,0.803128,0.622324333333333,20,11,23,"Adat3",0,0.640152,0.511518,0,10,4,0.38389,1.17229283637669
"ADCK1",6.62267,6.828834,4.626745,6.026083,191,206,136,"Adck1",10.552687,8.674524,12.176935,500,618,183,10.4680486666667,0.612665956015882
"ADCK2",8.450675,6.860918,7.832185,7.71459266666667,216,169,177,"Adck2",19.735068,24.422564,27.675282,305,394,93,23.9443046666667,0.349362020033057
"ADCK5",4.110263,2.199273,1.452022,2.587186,128,66,57,"Adck5",31.059228,25.546675,56.751462,153,185,53,37.7857883333333,0.0924871236126738
"ADCY1",0.4447,0.546407,0.45112,0.480742333333333,108,68,50,"Adcy1",16.995395,10.63233,10.19433,4717,4429,896,12.6073516666667,0.108819288984839
"ADCY10",0.095948,0.039473,0.019977,0.0517993333333333,1,4,2,"Adcy10",0.080569,0.116522,0.546232,7,14,1,0.247774333333333,0.842940350057957
"ADCY2",0.17816,0.66433,0.071804,0.304764666666667,11,16,10,"Adcy2",13.742687,8.42419,10.964142,1239,1130,311,11.043673,0.108336108649468
"ADCY3",0.989079,0.854518,0.47374,0.772445666666667,27,19,13,"Adcy3",16.57317,12.456654,16.371479,1048,1203,305,15.1337676666667,0.109859377132884
"ADCY4",0.32983,0.401649,0.214958,0.315479,5,3,3,"Adcy4",4.072117,2.441705,1.222792,80,94,29,2.57887133333333,0.367568117844229
"ADCY5",29.485628,24.648613,19.357219,24.4971533333333,2001,1890,1434,"Adcy5",14.777938,12.211885,13.319998,2075,2522,626,13.436607,1.7661458356062
"ADCY6",52.569283,30.652688,27.231797,36.8179226666667,3885,2826,2457,"Adcy6",23.241138,16.784186,17.440666,821,919,218,19.15533,1.87632366558457
"ADCY7",1.115192,0.719433,0.654716,0.829780333333333,39,31,24,"Adcy7",3.667151,2.378889,2.990257,459,455,113,3.012099,0.456065598913021
"ADCY8",0.108939,0,0.014524,0.0411543333333333,9,0,1,"Adcy8",4.494218,3.145276,4.065942,703,739,201,3.901812,0.212401930823404
"ADCY9",3.831584,2.220177,1.998618,2.68345966666667,528,363,299,"Adcy9",9.383589,6.462267,6.120041,945,972,195,7.32196566666667,0.442618945355739
"ADCYAP1",0,0,0,0,0,0,0,"Adcyap1",17.571041,15.520861,10.100627,356,366,47,14.3975096666667,0.0649455672799383
"ADCYAP1R1",0.006753,0,0,0.002251,1,0,0,"Adcyap1r1",39.657234,33.480739,33.710633,4466,5961,1275,35.616202,0.0273717902255401
"ADD1",153.183987,134.469754,126.62982,138.094520333333,4224,3342,2845,"Add1",181.965239,163.456613,188.332016,5120,6844,1662,177.917956,0.777420687353109
"ADD2",5.559971,3.289912,3.736443,4.195442,820,551,534,"Add2",25.109926,18.58543,14.971324,4110,4579,831,19.55556,0.252751177783529
"ADD3",179.187635,64.000519,43.576139,95.5880976666667,1088,803,587,"Add3",29.011276,22.689915,20.861397,1989,2758,529,24.1875293333333,3.83475871684014
"ADGB",0.054045,0.059068,0.038539,0.0505506666666667,7,8,5,"Adgb",0.623115,0.399612,0.865953,60,59,20,0.62956,0.64468363648265
"ADGRA1",0,0,0,0,0,0,0,"Adgra1",15.000617,12.540341,9.054832,826,1147,294,12.1985966666667,0.0757656306390149
"ADGRA2",1.052057,0.576,0.480785,0.702947333333333,151,82,66,"Adgra2",3.375309,2.059197,3.167765,313,325,85,2.86742366666667,0.440331207571345
"ADGRA3",26.061508,22.676209,17.139068,21.9589283333333,503,415,325,"Adgra3",63.538993,29.740809,39.953645,413,546,129,44.411149,0.505579110833186
"ADGRB1",0,0.242985,0.016005,0.08633,0,3,2,"Adgrb1",59.583806,47.396928,61.191701,2872,3315,809,56.0574783333333,0.019039222056986
"ADGRB2",15.420485,13.604855,10.864538,13.296626,1003,721,599,"Adgrb2",105.614388,74.995487,72.969318,2238,2616,612,84.5263976666667,0.167160390125633
"ADGRB3",0.034338,0,0.364223,0.132853666666667,2,0,2,"Adgrb3",12.375486,9.569781,10.260891,1137,1367,256,10.735386,0.0965331405943244
"ADGRD1",10.457535,3.538922,4.19323,6.063229,275,217,185,"Adgrd1",0.181547,0.109334,0.108892,21,19,4,0.133257666666667,6.23267700520005
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",2.681844,3.746421,1.769603,95,105,25,2.73262266666667,0.267908141085428
"ADGRE5",5.268911,2.790159,3.153039,3.73736966666667,167,156,138,"Adgre5",9.962192,7.674636,11.02439,308,349,122,9.55373933333333,0.448880677932226
"ADGRF1",0.060606,0.230254,0.111599,0.134153,5,8,4,"Adgrf1",0,0.007967,0,0,1,0,0.00265566666666667,1.13114904518567
"ADGRF2",0.023203,0.023839,0.039741,0.0289276666666667,1,2,4,"Adgrf2",0.358335,0.251377,0.05899,20,20,1,0.222900666666667,0.841382865111421
"ADGRF3",0.040836,0.044289,0,0.028375,3,4,0,"Adgrf3",0.014958,0,0,1,0,0,0.004986,1.02327296101637
"ADGRF4",0.063151,0.032288,0,0.031813,4,2,0,"Adgrf4",0.459976,0.404128,0.270862,29,34,5,0.378322,0.748600834928268
"ADGRF5",0.145344,0.152902,0.153877,0.150707666666667,15,11,7,"Adgrf5",11.519079,9.95772,8.6218,1083,1283,302,10.0328663333333,0.104298160777137
"ADGRG1",0.426519,0.391658,0.399369,0.405848666666667,9,5,9,"Adgrg1",99.402825,113.716106,84.673678,1561,2402,608,99.264203,0.0140214415973233
"ADGRG2",0.154332,0.157483,0.118789,0.143534666666667,15,14,11,"Adgrg2",1.272863,0.638516,0.516203,71,79,16,0.809194,0.632068571234852
