"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"OR10H1",0.160414,0.135377,0.043845,0.113212,15,12,4,"Olfr1564",0.108766,0.106576,0.147663,12,19,5,0.121001666666667,0.993051155142499
"OR10H1",0.160414,0.135377,0.043845,0.113212,15,12,4,"Olfr55",0.118951,0.105588,0.10462,11,16,3,0.109719666666667,1.00314704103949
"OR10H2",0,0,0,0,0,0,0,"Olfr239",0,0,0,0,0,0,0,1
"OR10H2",0,0,0,0,0,0,0,"Olfr1564",0.108766,0.106576,0.147663,12,19,5,0.121001666666667,0.892059333839825
"OR10H2",0,0,0,0,0,0,0,"Olfr55",0.118951,0.105588,0.10462,11,16,3,0.109719666666667,0.901128483199511
"OR10H3",0,0,0,0,0,0,0,"Olfr63",0.452415,0.358572,0.310036,69,83,12,0.373674333333333,0.727974583010092
"OR10H4",0,0,0,0,0,0,0,"Olfr63",0.452415,0.358572,0.310036,69,83,12,0.373674333333333,0.727974583010092
"OR10H5",0.013451,0.068371,0.033831,0.038551,2,10,5,"Olfr1564",0.108766,0.106576,0.147663,12,19,5,0.121001666666667,0.926449113218684
"OR10H5",0.013451,0.068371,0.033831,0.038551,2,10,5,"Olfr55",0.118951,0.105588,0.10462,11,16,3,0.109719666666667,0.935867887355335
"OR10H5",0.013451,0.068371,0.033831,0.038551,2,10,5,"Olfr239",0,0,0,0,0,0,0,1.038551
"OR10J3",0.062176,0,0,0.0207253333333333,1,0,0,"Olfr218",0,0,0,0,0,0,0,1.02072533333333
"OR10J3",0.062176,0,0,0.0207253333333333,1,0,0,"Olfr1404",0,0,0,0,0,0,0,1.02072533333333
"OR10J5",0,0,0,0,0,0,0,"Olfr16",0.01785,0,0,1,0,0,0.00595,0.994085193101049
"OR10K1",0.359148,0.266837,0.15919,0.261725,26,20,12,"Olfr370",0.019271,0.033728,0,1,1,0,0.0176663333333333,1.23982189316145
"OR10Q1",0,0,0,0,0,0,0,"Olfr1494",0,0,0,0,0,0,0,1
"OR10Q1",0,0,0,0,0,0,0,"Olfr1495",0,0,0,0,0,0,0,1
"OR10Q1",0,0,0,0,0,0,0,"Olfr1491",0,0,0,0,0,0,0,1
"OR10S1",0,0,0,0,0,0,0,"Olfr982",0.036742,0.06593,0.033802,4,12,1,0.0454913333333333,0.956488081839671
"OR10V1",0,0,0,0,0,0,0,"Olfr1420",0.049997,0.126091,0,3,9,0,0.058696,0.944558211233442
"OR10W1",0,0,0,0,0,0,0,"Olfr1490",0.018853,0.006013,0,2,1,0,0.00828866666666667,0.991779470561671
"OR10X1",0,0,0,0,0,0,0,"Olfr417",0,0.010999,0,0,2,0,0.00366633333333333,0.996347059563952
"OR10X1",0,0,0,0,0,0,0,"Olfr248",0,0,0,0,0,0,0,1
"OR10Z1",0,0,0,0,0,0,0,"Olfr419",0,0,0,0,0,0,0,1
"OR11A1",0.027525,0,0,0.009175,1,0,0,"Olfr96",0,0,0,0,0,0,0,1.009175
"OR11G2",0.029894,0.013443,0,0.0144456666666667,2,1,0,"Olfr738",0,0,0,0,0,0,0,1.01444566666667
"OR11H4",0,0,0,0,0,0,0,"Olfr747",0,0,0,0,0,0,0,1
"OR11H4",0,0,0,0,0,0,0,"Olfr749",0,0,0,0,0,0,0,1
"OR11H6",0,0,0,0,0,0,0,"Olfr745",0.028441,0.018436,0,1,1,0,0.0156256666666667,0.984614738304172
"OR11L1",0,0,0,0,0,0,0,"Olfr323",0.077025,0.086449,0.162669,3,5,2,0.108714333333333,0.901945586825341
"OR12D3",0,0,0,0,0,0,0,"Olfr109",0.04431,0.01729,0.028481,5,3,1,0.030027,0.970848336985341
"OR13A1",0,0.019443,0,0.006481,0,1,0,"Olfr211",0.009638,0,0,1,0,0,0.00321266666666667,1.00325786689296
"OR13C3",0,0,0,0,0,0,0,"Olfr273",0.010672,0.027842,0,1,4,0,0.012838,0.987324725178163
"OR13C7",0,0,0,0,0,0,0,"Olfr157",0.021382,0.024796,0.02407,3,5,1,0.023416,0.977119763615187
"OR13C7",0,0,0,0,0,0,0,"Olfr156",0,0,0,0,0,0,0,1
"OR13C8",0,0,0,0,0,0,0,"Olfr272",0,0,0,0,0,0,0,1
"OR13D1",0,0,0,0,0,0,0,"Olfr270",0.019128,0,0,1,0,0,0.006376,0.993664395812301
"OR13G1",0,0,0,0,0,0,0,"Olfr309",0,0,0,0,0,0,0,1
"OR13H1",0,0,0.16412,0.0547066666666667,0,0,3,"Olfr1325",0.014058,0.008999,0,1,1,0,0.00768566666666667,1.04666236858915
"OR13J1",0,0,0,0,0,0,0,"Olfr71",0.098976,0.037959,0.06008,5,3,1,0.0656716666666667,0.93837532823587
"OR14A2",0,0,0,0,0,0,0,"Olfr304",0,0,0,0,0,0,0,1
"OR14A2",0,0,0,0,0,0,0,"Olfr298",0,0,0,0,0,0,0,1
"OR14A2",0,0,0,0,0,0,0,"Olfr294",0,0,0,0,0,0,0,1
"OR14A2",0,0,0,0,0,0,0,"Olfr305",0,0,0,0,0,0,0,1
"OR14A2",0,0,0,0,0,0,0,"Olfr307",0.043537,0.006931,0,4,1,0,0.0168226666666667,0.983455653362042
"OR14C36",0,0,0,0,0,0,0,"Olfr301",0,0,0,0,0,0,0,1
"OR14C36",0,0,0,0,0,0,0,"Olfr293",0,0,0,0,0,0,0,1
"OR14C36",0,0,0,0,0,0,0,"Olfr297",0,0,0,0,0,0,0,1
"OR14C36",0,0,0,0,0,0,0,"Olfr295",0.008491,0.027564,0.054691,1,5,2,0.0302486666666667,0.970639450799257
"OR14C36",0,0,0,0,0,0,0,"Olfr292",0.108913,0.069827,0,7,7,0,0.05958,0.94377017308745
"OR14C36",0,0,0,0,0,0,0,"Olfr310",0,0,0,0,0,0,0,1
"OR14C36",0,0,0,0,0,0,0,"Olfr299",0,0,0,0,0,0,0,1
"OR14J1",0.136577,0.040652,0.080848,0.0860256666666667,16,5,10,"Olfr125",0.013865,0.008624,0,1,1,0,0.00749633333333333,1.07794503139631
"OR1A1",0.140611,0.131426,0.079987,0.117341333333333,10,10,6,"Olfr403",0.028096,0.00926,0.344946,2,1,1,0.127434,0.991048108654993
"OR1A1",0.140611,0.131426,0.079987,0.117341333333333,10,10,6,"Olfr43",0,0,0,0,0,0,0,1.11734133333333
"OR1A2",0,0,0,0,0,0,0,"Olfr403",0.028096,0.00926,0.344946,2,1,1,0.127434,0.886969880276806
"OR1A2",0,0,0,0,0,0,0,"Olfr43",0,0,0,0,0,0,0,1
"OR1B1",0,0,0,0,0,0,0,"Olfr362",0.035164,0.055809,0,3,7,0,0.0303243333333333,0.970568167369951
"OR1D2",0.02233,0.050658,0.052239,0.0417423333333333,2,5,5,"Olfr412",0,0.018725,0,0,1,0,0.00624166666666667,1.03528045780917
"OR1F1",0.061723,0,0,0.0205743333333333,1,0,0,"Olfr161",0.215226,0.166198,0.084489,33,39,4,0.155304333333333,0.883381377432151
"OR1I1",0.048715,0.114756,0.085046,0.082839,6,14,11,"Olfr1357",0.027018,0,0,1,0,0,0.009006,1.07317399500102
"OR1J1",0,0.063273,0,0.021091,0,1,0,"Olfr3",0,0,0,0,0,0,0,1.021091
"OR1J4",0,0,0,0,0,0,0,"Olfr350",0,0,0,0,0,0,0,1
"OR1M1",0.037465,0.039683,0.020558,0.0325686666666667,2,2,1,"Olfr24",0,0.009231,0,0,1,0,0.003077,1.0294011991768
"OR1N1",0,0,0,0,0,0,0,"Olfr353",0,0,0,0,0,0,0,1
"OR1N1",0,0,0,0,0,0,0,"Olfr351",0.312618,0.243458,0.134128,17,21,2,0.230068,0.812963185775095
"OR1N2",0,0,0,0,0,0,0,"Olfr354",0.101618,0.144035,0.128615,17,38,7,0.124756,0.889081720835452
"OR1P1",0,0,0,0,0,0,0,"Olfr406",0,0,0,0,0,0,0,1
"OR1P1",0,0,0,0,0,0,0,"Olfr59",0,0,0,0,0,0,0,1
"OR1Q1",0,0,0,0,0,0,0,"Olfr357",0,0,0,0,0,0,0,1
"OR1R1P",0,0,0,0,0,0,0,"Olfr398",0.109448,0.076073,0.265345,11,12,8,0.150288666666667,0.8693469986954
"OR1S1",0,0,0,0,0,0,0,"Olfr1496",0,0,0,0,0,0,0,1
"OR1S2",0,0,0,0,0,0,0,"Olfr1496",0,0,0,0,0,0,0,1
"OR2A1",0,0.038723,0.01073,0.0164843333333333,0,2,1,"Olfr434",0,0,0,0,0,0,0,1.01648433333333
"OR2A1",0,0.038723,0.01073,0.0164843333333333,0,2,1,"Olfr47",0,0,0,0,0,0,0,1.01648433333333
"OR2A1",0,0.038723,0.01073,0.0164843333333333,0,2,1,"Olfr435",0,0,0,0,0,0,0,1.01648433333333
"OR2A12",0.137956,0.30463,0,0.147528666666667,1,2,0,"Olfr446",0.146791,0.066395,0,13,9,0,0.071062,1.0713933149217
"OR2A14",0,0,0,0,0,0,0,"Olfr444",0,0,0,0,0,0,0,1
"OR2A14",0,0,0,0,0,0,0,"Olfr237",0.051146,0.073096,0.075829,4,9,2,0.0666903333333333,0.937479199680257
"OR2A14",0,0,0,0,0,0,0,"Olfr441",0.02073,0,0,1,0,0,0.00691,0.993137420424864
"OR2A2",0,0,0,0,0,0,0,"Olfr437",0,0,0,0,0,0,0,1
"OR2A25",0,0.04581,0,0.01527,0,1,0,"Olfr447",0.029463,0,0.094112,2,0,2,0.0411916666666667,0.975103847354393
"OR2A4",0,0,0.073147,0.0243823333333333,0,0,2,"Olfr13",0.014322,0,0,1,0,0,0.004774,1.01951516792168
"OR2A42",0.039486,0.026466,0,0.021984,4,0,0,"Olfr435",0,0,0,0,0,0,0,1.021984
"OR2A42",0.039486,0.026466,0,0.021984,4,0,0,"Olfr434",0,0,0,0,0,0,0,1.021984
"OR2A42",0.039486,0.026466,0,0.021984,4,0,0,"Olfr47",0,0,0,0,0,0,0,1.021984
"OR2A5",0.283069,0.145077,0.303682,0.243942666666667,4,3,3,"Olfr448",0,0,0,0,0,0,0,1.24394266666667
"OR2A7",0.101378,0,0.033557,0.0449783333333333,4,0,1,"Olfr13",0.014322,0,0,1,0,0,0.004774,1.04001330979238
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr698",0,0,0,0,0,0,0,1.01608533333333
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr705",0,0,0,0,0,0,0,1.01608533333333
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr704",0.067651,0.104298,0.293029,5,11,6,0.154992666666667,0.879733146934843
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr703",0,0,0,0,0,0,0,1.01608533333333
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr699",0.027234,0.026566,0,2,3,0,0.0179333333333333,0.998184556945445
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr697",0,0,0,0,0,0,0,1.01608533333333
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr695",0.013078,0.008226,0,1,1,0,0.00710133333333333,1.00892065148029
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr700",0,0,0,0,0,0,0,1.01608533333333
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr693",0,0,0,0,0,0,0,1.01608533333333
"OR2AG1",0.008576,0,0.03968,0.0160853333333333,1,0,5,"Olfr694",0,0,0,0,0,0,0,1.01608533333333
"OR2AG2",0,0.013741,0.055181,0.022974,0,1,3,"Olfr701",0,0,0,0,0,0,0,1.022974
"OR2AG2",0,0.013741,0.055181,0.022974,0,1,3,"Olfr706",0,0,0,0,0,0,0,1.022974
"OR2AJ1",0,0,0,0,0,0,0,"Olfr171",0,0,0,0,0,0,0,1
"OR2AJ1",0,0,0,0,0,0,0,"Olfr169",0,0,0,0,0,0,0,1
"OR2AJ1",0,0,0,0,0,0,0,"Olfr170",0,0,0,0,0,0,0,1
"OR2AK2",0,0,0,0,0,0,0,"Olfr318",0.151889,0.089293,0.087909,11,10,2,0.109697,0.901146889646453
"OR2AK2",0,0,0,0,0,0,0,"Olfr320",0,0,0,0,0,0,0,1
"OR2AK2",0,0,0,0,0,0,0,"Olfr319",0,0,0,0,0,0,0,1
"OR2AK2",0,0,0,0,0,0,0,"Olfr316",0.017382,0.018534,0,1,2,0,0.011972,0.988169633151905
"OR2AT4",0.118869,0.046786,0.034334,0.066663,16,7,5,"Olfr520",0,0,0,0,0,0,0,1.066663
"OR2B11",0.029678,0.029222,0.048306,0.0357353333333333,2,3,3,"Olfr222",0.044491,0.032592,0.311031,2,2,2,0.129371333333333,0.917090156942771
"OR2B6",0,0.065289,0.065933,0.0437406666666667,0,1,1,"Olfr11",0,0,0,0,0,0,0,1.04374066666667
"OR2C1",0,0,0,0,0,0,0,"Olfr15",0.007626,0.014788,0,1,3,0,0.00747133333333333,0.992584073525334
"OR2D2",0,0,0,0,0,0,0,"Olfr715b",0.18896,0.124239,0.253848,16,16,7,0.189015666666667,0.841031811467581
"OR2D2",0,0,0,0,0,0,0,"Olfr715",0.062733,0.025168,0.05687,7,4,2,0.048257,0.953964533506573
"OR2D3",0,0,0,0,0,0,0,"Olfr716",0.106482,0.053826,0.042352,8,6,1,0.0675533333333333,0.936721350377499
"OR2F1",1.966802,1.156726,1.167383,1.43030366666667,8,4,4,"Olfr452",0,0,0,0,0,0,0,2.43030366666667
"OR2F1",1.966802,1.156726,1.167383,1.43030366666667,8,4,4,"Olfr38",0,0,0,0,0,0,0,2.43030366666667
"OR2F2",0,0,0,0,0,0,0,"Olfr38",0,0,0,0,0,0,0,1
"OR2F2",0,0,0,0,0,0,0,"Olfr452",0,0,0,0,0,0,0,1
"OR2H2",0.191876,0.070616,0.052703,0.105065,8,4,2,"Olfr93",0.084187,0.010767,0,1,1,0,0.0316513333333333,1.07116131612942
"OR2H2",0.191876,0.070616,0.052703,0.105065,8,4,2,"Olfr92",0,0,0,0,0,0,0,1.105065
"OR2H2",0.191876,0.070616,0.052703,0.105065,8,4,2,"Olfr90",1.246857,1.087958,2.439485,70,92,43,1.59143333333333,0.426430032285865
"OR2H2",0.191876,0.070616,0.052703,0.105065,8,4,2,"Olfr91",0.01339,0.025654,0.194551,1,3,1,0.077865,1.02523507118238
"OR2J1",0,0,0,0,0,0,0,"Olfr137",0.097753,0.090383,0,4,7,0,0.062712,0.940988715663322
"OR2J2",0.025516,0.048502,0.048937,0.040985,1,2,2,"Olfr137",0.097753,0.090383,0,4,7,0,0.062712,0.979555138174783
"OR2J3",0,0,0,0,0,0,0,"Olfr137",0.097753,0.090383,0,4,7,0,0.062712,0.940988715663322
"OR2K2",0,0.056631,0.057249,0.03796,0,1,1,"Olfr267",0.036717,0.007985,0,3,1,0,0.0149006666666667,1.02272077858523
"OR2L13",0,0,0,0,0,0,0,"Olfr168",0,0,0,0,0,0,0,1
"OR2L13",0,0,0,0,0,0,0,"Olfr166",0,0,0,0,0,0,0,1
"OR2L2",0.328198,0.129658,0.182632,0.213496,25,10,14,"Olfr167",0.10372,0.015339,0.024744,1,3,1,0.0479343333333333,1.15798858897965
"OR2L3",0.0232,0,0,0.00773333333333333,1,0,0,"Olfr167",0.10372,0.015339,0.024744,1,3,1,0.0479343333333333,0.961637863441189
"OR2L5",0,0,0,0,0,0,0,"Olfr167",0.10372,0.015339,0.024744,1,3,1,0.0479343333333333,0.954258266182709
"OR2L8",0,0,0,0,0,0,0,"Olfr167",0.10372,0.015339,0.024744,1,3,1,0.0479343333333333,0.954258266182709
"OR2S2",0,0,0,0,0,0,0,"Olfr155",0.026312,0.008856,0,2,1,0,0.0117226666666667,0.988413161973242
"OR2S2",0,0,0,0,0,0,0,"Olfr159",0,0,0,0,0,0,0,1
"OR2T1",0,0,0,0,0,0,0,"Olfr31",0.172608,0.244041,0.415981,15,32,11,0.277543333333333,0.78275231368538
"OR2T12",0.071402,0.010657,0.036999,0.039686,7,1,4,"Olfr314",0,0,0,0,0,0,0,1.039686
"OR2T29",0,0,0,0,0,0,0,"Olfr329",0.116731,0.032679,0.079969,9,4,2,0.0764596666666667,0.928971173714823
"OR2T29",0,0,0,0,0,0,0,"Olfr328",0.231077,0.296579,0.266794,13,25,5,0.264816666666667,0.790628417820765
"OR2T29",0,0,0,0,0,0,0,"Olfr224",0.102356,0.065642,0,4,3,0,0.0559993333333333,0.946970294804479
"OR2T29",0,0,0,0,0,0,0,"Olfr330",0,0.032077,0,0,1,0,0.0106923333333333,0.989420783179319
"OR2T29",0,0,0,0,0,0,0,"Olfr325",0,0,0,0,0,0,0,1
"OR2T29",0,0,0,0,0,0,0,"Olfr331",0,0,0,0,0,0,0,1
"OR2T33",0.112752,0.028392,0.071523,0.070889,7,2,5,"Olfr314",0,0,0,0,0,0,0,1.070889
"OR2T4",0,0,0,0,0,0,0,"Olfr328",0.231077,0.296579,0.266794,13,25,5,0.264816666666667,0.790628417820765
"OR2T4",0,0,0,0,0,0,0,"Olfr224",0.102356,0.065642,0,4,3,0,0.0559993333333333,0.946970294804479
"OR2T4",0,0,0,0,0,0,0,"Olfr325",0,0,0,0,0,0,0,1
"OR2T4",0,0,0,0,0,0,0,"Olfr331",0,0,0,0,0,0,0,1
"OR2T4",0,0,0,0,0,0,0,"Olfr330",0,0.032077,0,0,1,0,0.0106923333333333,0.989420783179319
"OR2T4",0,0,0,0,0,0,0,"Olfr329",0.116731,0.032679,0.079969,9,4,2,0.0764596666666667,0.928971173714823
"OR2T5",0,0,0,0,0,0,0,"Olfr329",0.116731,0.032679,0.079969,9,4,2,0.0764596666666667,0.928971173714823
"OR2T5",0,0,0,0,0,0,0,"Olfr328",0.231077,0.296579,0.266794,13,25,5,0.264816666666667,0.790628417820765
"OR2T5",0,0,0,0,0,0,0,"Olfr331",0,0,0,0,0,0,0,1
"OR2T5",0,0,0,0,0,0,0,"Olfr224",0.102356,0.065642,0,4,3,0,0.0559993333333333,0.946970294804479
"OR2T5",0,0,0,0,0,0,0,"Olfr325",0,0,0,0,0,0,0,1
"OR2T5",0,0,0,0,0,0,0,"Olfr330",0,0.032077,0,0,1,0,0.0106923333333333,0.989420783179319
"OR2T6",0,0,0,0,0,0,0,"Olfr720",0.010988,0.014598,0.035097,1,2,1,0.0202276666666667,0.980173379601873
"OR2T8",0,0,0.130984,0.0436613333333333,0,0,2,"Olfr314",0,0,0,0,0,0,0,1.04366133333333
"OR2V1",0.021744,0.065975,0.132976,0.073565,1,3,6,"Olfr56",0.269447,0.097025,0.337327,11,6,5,0.234599666666667,0.869565276085446
"OR2V2",0.042416,0.032301,0,0.0249056666666667,4,3,0,"Olfr56",0.269447,0.097025,0.337327,11,6,5,0.234599666666667,0.830152230183117
"OR2W1",0,0,0,0,0,0,0,"Olfr263",0,0,0,0,0,0,0,1
"OR2W3",0.301015,0.253594,0.192819,0.249142666666667,5,4,3,"Olfr322",0.032494,0.020799,0.032578,3,3,1,0.0286236666666667,1.21438258436597
"OR2W3",0.301015,0.253594,0.192819,0.249142666666667,5,4,3,"Olfr317",0.048555,0,0,1,0,0,0.016185,1.22924729913024
"OR2Y1",0,0,0,0,0,0,0,"Olfr1387",0,0.00635,0.030953,0,1,1,0.0124343333333333,0.987718380418417
"OR2Y1",0,0,0,0,0,0,0,"Olfr1389",0.041581,0.018198,0.164083,3,2,1,0.0746206666666667,0.930560923513475
"OR2Y1",0,0,0,0,0,0,0,"Olfr1388",0.116909,0.156903,0,8,15,0,0.0912706666666667,0.916362943260028
"OR3A1",0,0,0,0,0,0,0,"Olfr410",0.009305,0.018183,0,1,3,0,0.00916266666666667,0.990920525531398
"OR3A1",0,0,0,0,0,0,0,"Olfr402",0,0,0,0,0,0,0,1
"OR3A1",0,0,0,0,0,0,0,"Olfr401",0,0.014508,0,0,1,0,0.004836,0.995187274341286
"OR4A15",0,0,0,0,0,0,0,"Olfr1234",0,0,0,0,0,0,0,1
"OR4A16",0,0,0,0,0,0,0,"Olfr1248",0,0,0,0,0,0,0,1
"OR4A16",0,0,0,0,0,0,0,"Olfr1252",0,0,0,0,0,0,0,1
"OR4A16",0,0,0,0,0,0,0,"Olfr1243",0,0,0,0,0,0,0,1
"OR4A16",0,0,0,0,0,0,0,"Olfr1240",0.064837,0.007085,0,0,1,0,0.023974,0.976587296161817
"OR4A16",0,0,0,0,0,0,0,"Olfr1254",0.069395,0.045675,0.149037,3,3,2,0.0880356666666667,0.919087517657969
"OR4A16",0,0,0,0,0,0,0,"Olfr1241",0,0,0,0,0,0,0,1
"OR4A16",0,0,0,0,0,0,0,"Olfr1250",0.329166,0.273632,0.413274,28,37,11,0.338690666666667,0.746998559786777
"OR4A16",0,0,0,0,0,0,0,"Olfr1245",0.043921,0.05475,0.132861,2,4,2,0.0771773333333333,0.928352249026158
"OR4A16",0,0,0,0,0,0,0,"Olfr1242",0,0,0,0,0,0,0,1
"OR4A16",0,0,0,0,0,0,0,"Olfr1247",0.362214,0.31847,0.288649,42,58,10,0.323111,0.755794487386168
"OR4A47",0,0,0,0,0,0,0,"Olfr1256",0.008752,0.011183,0.032107,1,2,1,0.0173473333333333,0.982948465322561
"OR4A5",0,0,0,0,0,0,0,"Olfr1238",0.074026,0.048305,0,8,8,0,0.040777,0.960820617673142
"OR4A5",0,0,0,0,0,0,0,"Olfr1251",0,0,0,0,0,0,0,1
"OR4A5",0,0,0,0,0,0,0,"Olfr1246",0.055614,0.042876,0,6,7,0,0.03283,0.968213549180407
"OR4A5",0,0,0,0,0,0,0,"Olfr1253",0,0,0,0,0,0,0,1
"OR4A8",0,0,0,0,0,0,0,"Olfr1253",0,0,0,0,0,0,0,1
"OR4A8",0,0,0,0,0,0,0,"Olfr1251",0,0,0,0,0,0,0,1
"OR4A8",0,0,0,0,0,0,0,"Olfr1238",0.074026,0.048305,0,8,8,0,0.040777,0.960820617673142
"OR4A8",0,0,0,0,0,0,0,"Olfr1246",0.055614,0.042876,0,6,7,0,0.03283,0.968213549180407
"OR4B1",0,0,0,0,0,0,0,"Olfr1270",0,0,0,0,0,0,0,1
"OR4B1",0,0,0,0,0,0,0,"Olfr1272",0,0,0,0,0,0,0,1
"OR4B1",0,0,0,0,0,0,0,"Olfr142",0,0,0,0,0,0,0,1
"OR4B1",0,0,0,0,0,0,0,"Olfr1271",0.077202,0.051289,0.082392,10,11,3,0.0702943333333333,0.934322427818142
"OR4C11",0,0,0,0,0,0,0,"Olfr1205",0.098297,0.060033,0.029994,11,11,1,0.0627746666666667,0.940933230123413
"OR4C11",0,0,0,0,0,0,0,"Olfr1206",0,0,0,0,0,0,0,1
"OR4C11",0,0,0,0,0,0,0,"Olfr1201",0,0,0,0,0,0,0,1
"OR4C12",0,0,0,0,0,0,0,"Olfr1259",0.099615,0.068884,0.200649,6,7,4,0.123049333333333,0.890432833464128
"OR4C12",0,0,0,0,0,0,0,"Olfr1255",0.072222,0.04508,0,0,0,0,0.0391006666666667,0.962370665402326
"OR4C13",0,0,0,0,0,0,0,"Olfr1257",0.077938,0.038031,0.180208,4,3,2,0.0987256666666667,0.910145298629291
"OR4C13",0,0,0,0,0,0,0,"Olfr1204",0.035965,0.030546,0.186771,5,7,0,0.0844273333333333,0.922145697790723
"OR4C13",0,0,0,0,0,0,0,"Olfr1202",0.039251,0.026742,0,3,3,0,0.0219976666666667,0.978475815176356
"OR4C15",0,0,0,0,0,0,0,"Olfr1222",0.013054,0.025298,0,1,3,0,0.012784,0.987377367730928
"OR4C15",0,0,0,0,0,0,0,"Olfr1229",0,0,0,0,0,0,0,1
"OR4C15",0,0,0,0,0,0,0,"Olfr1218",0,0.017665,0,0,2,0,0.00588833333333333,0.994146136168196
"OR4C15",0,0,0,0,0,0,0,"Olfr1225",0,0,0,0,0,0,0,1
"OR4C15",0,0,0,0,0,0,0,"Olfr1213",0.026396,0.016216,0,1,1,0,0.014204,0.98599492804209
"OR4C15",0,0,0,0,0,0,0,"Olfr1212",0,0,0,0,0,0,0,1
"OR4C15",0,0,0,0,0,0,0,"Olfr1228",0,0,0,0,0,0,0,1
"OR4C15",0,0,0,0,0,0,0,"Olfr1214",0,0,0,0,0,0,0,1
"OR4C15",0,0,0,0,0,0,0,"Olfr1226",0.008793,0.049715,0.096378,1,7,2,0.0516286666666667,0.950905991531865
"OR4C15",0,0,0,0,0,0,0,"Olfr1217",0,0.013179,0.044964,0,2,1,0.019381,0.980987481618747
"OR4C15",0,0,0,0,0,0,0,"Olfr1220",0.222026,0.270466,0.198948,20,37,6,0.23048,0.812690982380859
"OR4C15",0,0,0,0,0,0,0,"Olfr1221",0.10246,0.071786,0.170998,7,7,3,0.115081333333333,0.896795570069029
"OR4C15",0,0,0,0,0,0,0,"Olfr1211",0,0.023904,0,0,3,0,0.007968,0.992094987142449
"OR4C15",0,0,0,0,0,0,0,"Olfr1216",0.09592,0.066172,0,1,1,0,0.0540306666666667,0.948738999371302
"OR4C15",0,0,0,0,0,0,0,"Olfr1215",0.01901,0.012424,0,1,1,0,0.010478,0.989630650048789
"OR4C15",0,0,0,0,0,0,0,"Olfr1232",0,0,0,0,0,0,0,1
"OR4C15",0,0,0,0,0,0,0,"Olfr1223",0,0,0,0,0,0,0,1
"OR4C15",0,0,0,0,0,0,0,"Olfr1219",0.0455,0.033935,0.026388,3,4,0,0.0352743333333333,0.965927549638212
"OR4C16",0,0,0,0,0,0,0,"Olfr1195",0.178261,0.083361,0.10812,8,6,2,0.123247333333333,0.890275872752276
"OR4C16",0,0,0,0,0,0,0,"Olfr1199",0.022077,0.013529,0,1,1,0,0.0118686666666667,0.98827054630937
"OR4C16",0,0,0,0,0,0,0,"Olfr1209",0.095235,0.072756,0,9,11,0,0.055997,0.946972387232161
"OR4C3",0,0,0,0,0,0,0,"Olfr1264",0.013238,0.358275,0.040709,1,3,1,0.137407333333333,0.879192502715239
"OR4C45",0,0,0,0,0,0,0,"Olfr1263",0.012994,0,0,1,0,0,0.00433133333333333,0.995687346207792
"OR4C45",0,0,0,0,0,0,0,"Olfr1261",0.032842,0.010904,0,2,1,0,0.014582,0.985627578648153
"OR4C45",0,0,0,0,0,0,0,"Olfr1262",0.008054,0.015583,0,1,3,0,0.007879,0.992182593347019
"OR4C46",0,0,0,0,0,0,0,"Olfr1204",0.035965,0.030546,0.186771,5,7,0,0.0844273333333333,0.922145697790723
"OR4C46",0,0,0,0,0,0,0,"Olfr1257",0.077938,0.038031,0.180208,4,3,2,0.0987256666666667,0.910145298629291
"OR4C46",0,0,0,0,0,0,0,"Olfr1202",0.039251,0.026742,0,3,3,0,0.0219976666666667,0.978475815176356
"OR4C5",0,0,0,0,0,0,0,"Olfr1260",0.025572,0.205743,0.039127,2,19,1,0.0901473333333333,0.91730720190115
"OR4C6",0,0,0,0,0,0,0,"Olfr1230",0,0,0,0,0,0,0,1
"OR4C6",0,0,0,0,0,0,0,"Olfr1189",0,0,0,0,0,0,0,1
"OR4D1",0.010105,0.035826,0.030468,0.0254663333333333,1,4,3,"Olfr464",0.101966,0,0,2,0,0,0.0339886666666667,0.991757807790285
"OR4D10",0,0,0,0,0,0,0,"Olfr1424",0,0,0,0,0,0,0,1
"OR4D10",0,0,0,0,0,0,0,"Olfr1426",0,0,0,0,0,0,0,1
"OR4D10",0,0,0,0,0,0,0,"Olfr1425",0,0,0,0,0,0,0,1
