"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"MAP1A",5.419038,3.686073,3.385944,4.163685,1286,832,754,"Map1a",0.201542,0.18409,0.256037,77,60,68,0.213889666666667,4.25383388770369
"MAP1B",9.85929,6.636558,5.902106,7.46598466666667,2365,1636,1433,"Map1b",0.490145,0.509788,0.666969,162,145,145,0.555634,5.44214427472443
"MAP1LC3A",23.813084,23.279393,22.220774,23.104417,393,339,363,"Map1lc3a",103.917285,107.133451,107.895168,2268,2280,1645,106.315301333333,0.224613048656771
"MAP1S",15.645101,14.80884,10.247649,13.5671966666667,279,220,181,"Map1s",1.606026,2.77656,1.205132,82,103,63,1.86257266666667,5.08884781731305
"MAP2",2.202805,0.691901,0.68395,1.19288533333333,69,57,36,"Map2",1.434697,0.402088,1.563334,46,39,40,1.133373,1.02789588756084
"MAP2K1",17.264525,16.830939,13.064666,15.7200433333333,699,610,510,"Map2k1",6.455175,6.380806,10.711685,382,355,365,7.849222,1.88943653276337
"MAP2K2",158.280494,186.622309,164.194351,169.699051333333,1076,951,848,"Map2k2",16.868395,22.947573,23.014457,558,593,481,20.943475,7.77903460292107
"MAP2K3",15.867048,13.206881,11.490714,13.5215476666667,537,453,443,"Map2k3",11.298419,12.486787,11.436638,640,672,506,11.7406146666667,1.13978391518735
"MAP2K4",7.818627,5.969815,5.013177,6.26720633333333,543,457,368,"Map2k4",6.720063,7.84508,6.617028,640,569,524,7.06072366666667,0.901557556598206
"MAP2K5",7.80997,8.419581,7.416725,7.882092,187,188,162,"Map2k5",2.236543,2.234276,2.49895,159,153,126,2.32325633333333,2.67270746192816
"MAP2K6",1.737885,1.785567,0.727632,1.417028,50,44,38,"Map2k6",0.451679,1.054434,0.8868,28,40,34,0.797637666666667,1.34455794113497
"MAP2K7",32.389069,27.229175,46.171282,35.2631753333333,300,255,267,"Map2k7",19.833471,20.362174,15.045076,498,531,366,18.4135736666667,1.86792890149832
"MAP3K1",0.680057,0.408269,0.330778,0.473034666666667,81,41,27,"Map3k1",1.494511,1.84876,1.816722,226,171,178,1.71999766666667,0.541557327316335
"MAP3K10",6.223497,4.544045,3.864125,4.87722233333333,143,99,103,"Map3k10",2.032196,1.893626,2.409483,143,164,128,2.11176833333333,1.88870818896651
"MAP3K11",6.042343,4.38192,4.905751,5.11000466666667,264,197,173,"Map3k11",5.069707,5.560792,5.438507,273,294,221,5.35633533333333,0.961246433086234
"MAP3K13",3.274502,4.154556,2.049561,3.15953966666667,144,125,113,"Map3k13",0.087297,0.070429,0.085914,25,18,18,0.0812133333333333,3.84710356266417
"MAP3K14",1.368186,1.41245,0.947089,1.242575,117,100,67,"Map3k14",0.355156,0.238581,0.31861,52,32,34,0.304115666666667,1.71961357210902
"MAP3K15",0.124585,0.105609,0.183902,0.138032,11,10,16,"Map3k15",0.118038,0.155623,0.092635,16,20,9,0.122098666666667,1.01419958316203
"MAP3K19",0.174113,0,0,0.0580376666666667,1,0,0,"Map3k19",0.024471,0.012234,0.007852,3,2,1,0.0148523333333333,1.04255331728064
"MAP3K2",2.199272,1.168818,0.978726,1.44893866666667,230,180,124,"Map3k2",0.899539,0.79876,0.916806,299,252,208,0.871701666666667,1.30840224715299
"MAP3K20",19.534851,11.551193,9.374845,13.486963,2356,1546,1256,"Map3k20",13.413502,13.501568,14.675706,2584,2121,1886,13.863592,0.974660970241917
"MAP3K21",0.200821,0.067196,0.114185,0.127400666666667,14,5,8,"Map3k21",0.129996,0.10967,0.154208,24,20,20,0.131291333333333,0.996560862306615
"MAP3K3",6.334364,3.264983,4.126635,4.57532733333333,412,294,228,"Map3k3",4.699209,4.38613,5.136824,431,433,303,4.740721,0.971189391251262
"MAP3K4",22.399287,6.055234,8.245306,12.2332756666667,239,167,147,"Map3k4",2.709841,2.799477,3.902592,477,479,441,3.13730333333333,3.19852681819317
"MAP3K6",6.790786,9.314768,5.434066,7.17987333333333,123,105,100,"Map3k6",3.351196,1.457512,0.793124,173,180,48,1.86727733333333,2.85283646553432
"MAP3K7",5.86197,4.920425,4.140754,4.974383,436,386,327,"Map3k7",9.450879,10.741328,10.022316,717,649,606,10.0715076666667,0.539617835246347
"MAP3K8",0.748381,0.552761,0.886351,0.729164333333333,13,15,19,"Map3k8",0.508165,0.485677,0.428063,33,20,18,0.473968333333333,1.17313533420551
"MAP3K9",0.561396,0.434651,0.327031,0.441026,136,100,78,"Map3k9",0,0.020237,0.013865,0,3,1,0.0113673333333333,1.42482948826374
"MAP4",316.219208,183.350401,169.384631,222.984746666667,10341,6778,6669,"Map4",38.423962,37.904586,39.714515,4222,3982,3205,38.681021,5.64463164056859
"MAP4K1",4.309546,4.320339,0.925002,3.18496233333333,13,11,6,"Map4k1",0.109098,0.210277,0.137303,10,11,8,0.152226,3.63206726226741
"MAP4K2",9.075779,5.762856,6.26453,7.03438833333333,192,136,150,"Map4k2",38.96098,22.050515,37.207893,463,358,265,32.739796,0.238127946396989
"MAP4K3",28.27147,20.846309,10.658701,19.9254933333333,278,236,176,"Map4k3",3.423157,3.17398,3.488396,437,378,322,3.36184433333333,4.79739571937956
"MAP4K4",50.837222,25.807691,23.117304,33.2540723333333,3827,2716,2458,"Map4k4",32.527247,48.849308,63.590835,1383,1260,1128,48.3224633333333,0.694492326991778
"MAP4K5",8.115895,6.910194,3.970985,6.332358,370,273,215,"Map4k5",2.937717,2.857964,3.11914,337,301,294,2.971607,1.84619424832316
"MAP6",3.433153,3.508942,1.863964,2.935353,214,164,116,"Map6",0.502362,0.558323,0.928805,42,42,46,0.663163333333333,2.36618552196718
"MAP6D1",1.438335,1.721481,1.122812,1.42754266666667,42,52,44,"Map6d1",0.039171,0.010078,0.09655,4,1,7,0.0485996666666667,2.31503284221274
"MAP7D1",72.630992,53.13301,40.916104,55.5600353333333,2224,1725,1523,"Map7d1",38.285216,42.689806,43.302045,2148,2431,1898,41.425689,1.33315537511561
"MAP7D2",0.33062,0.289251,0.131312,0.250394333333333,23,14,5,"Map7d2",0.241143,0.088058,0.112781,16,7,7,0.147327333333333,1.08983225362596
"MAP7D3",6.415307,3.840078,3.837302,4.69756233333333,204,126,124,"Map7d3",0.02547,0.082051,0.031656,2,6,2,0.0463923333333333,5.44495802562264
"MAP9",3.110554,1.547799,1.259701,1.97268466666667,195,129,118,"Map9",0.821382,0.877134,0.315431,27,33,33,0.671315666666667,1.77864943526527
"MAPK1",28.379677,15.569554,11.077935,18.3423886666667,1580,1290,1021,"Mapk1",23.164001,23.005487,26.47077,1356,1223,1082,24.2134193333333,0.767146590113429
"MAPK10",1.075572,0.971794,0.143448,0.730271333333333,22,16,7,"Mapk10",3.623559,6.59765,5.72062,157,175,131,5.313943,0.274039745581063
"MAPK11",0.488795,0.4062,0.1219,0.338965,25,20,6,"Mapk11",0.37223,0.354554,0.39891,29,28,23,0.375231333333333,0.973628921582648
"MAPK12",5.945804,4.905883,4.863187,5.23829133333333,226,167,150,"Mapk12",5.799629,5.810026,6.237719,181,196,177,5.94912466666667,0.897708939264964
"MAPK13",1.481393,1.285785,0.76919,1.17878933333333,81,80,45,"Mapk13",0,0,0,0,0,0,0,2.17878933333333
"MAPK14",7.435021,5.225716,6.556021,6.405586,470,435,360,"Mapk14",77.969166,54.57834,43.659157,733,679,583,58.7355543333333,0.123972834648453
"MAPK15",0.063898,0.17056,1.215428,0.483295333333333,1,3,4,"Mapk15",0,0,0.025951,0,0,1,0.00865033333333333,1.47057437479986
"MAPK1IP1L",37.664738,24.683119,22.671868,28.3399083333333,950,978,782,"Mapk1ip1",4.413058,3.201201,3.667992,214,149,117,3.76075033333333,6.16287481574158
"MAPK1IP1L",37.664738,24.683119,22.671868,28.3399083333333,950,978,782,"Mapk1ip1l",2.550666,2.067222,2.489531,339,291,241,2.36913966666667,8.70842744324738
"MAPK3",11.367307,14.217412,10.826936,12.1372183333333,164,163,143,"Mapk3",18.555101,18.482433,17.552029,358,363,317,18.196521,0.684354125069503
"MAPK4",3.658644,3.319972,2.884777,3.28779766666667,386,310,274,"Mapk4",0.801215,0.381102,0.284262,72,56,31,0.488859666666667,2.87992062829293
"MAPK6",6.375778,4.410832,3.286046,4.69088533333333,489,437,329,"Mapk6",3.59954,8.066286,10.663531,263,250,259,7.443119,0.674026427121699
"MAPK7",6.947995,4.573194,4.267519,5.26290266666667,162,148,133,"Mapk7",1.062923,1.735202,1.297745,62,69,49,1.36529,2.64783712215697
"MAPK8",7.171145,4.212166,4.673217,5.352176,225,205,151,"Mapk8",6.067714,6.388459,5.466575,295,285,276,5.97424933333333,0.910804259555198
"MAPK8IP1",1.653793,0.720431,0.929099,1.10110766666667,74,45,59,"Mapk8ip1",0.417824,0.459561,0.691104,45,45,47,0.522829666666667,1.37973912162205
"MAPK8IP2",0.094475,0.079124,0.059959,0.0778526666666667,12,9,7,"Mapk8ip2",0.005261,0,0,1,0,0,0.00175366666666667,1.07596578134145
"MAPK8IP3",48.423331,22.518249,15.846037,28.9292056666667,1353,815,733,"Mapk8ip3",7.402803,5.768766,8.854852,800,680,593,7.34214033333333,3.58771304134938
"MAPK9",9.014833,7.182139,6.380598,7.52585666666667,560,479,460,"Mapk9",5.646617,4.69149,6.570551,488,396,401,5.63621933333333,1.28474606374774
"MAPKAP1",56.194656,52.770773,41.507838,50.1577556666667,956,787,700,"Mapkap1",8.066861,11.808981,14.256542,365,388,353,11.3774613333333,4.13313799081686
"MAPKAPK2",214.186235,114.925145,87.364206,138.825195333333,2871,2371,2153,"Mapkapk2",40.747948,41.254971,44.451557,3202,2874,2412,42.151492,3.24033281012238
"MAPKAPK3",18.5014,16.636175,14.640577,16.5927173333333,941,806,724,"Mapkapk3",4.674385,3.381853,5.427253,267,233,222,4.494497,3.20187950477238
"MAPKAPK5",12.978925,12.075421,11.26092,12.1050886666667,411,359,334,"Mapkapk5",23.343931,20.46898,29.895685,318,318,297,24.569532,0.512527513865591
"MAPKBP1",27.168161,4.383794,9.642843,13.7315993333333,598,321,274,"Mapkbp1",0.507282,0.751303,0.736164,122,118,114,0.664916333333333,8.84825203428641
"MAPRE1",34.914654,33.300004,28.509933,32.2415303333333,1795,1716,1441,"Mapre1",10.068102,12.287402,11.909316,647,671,575,11.4216066666667,2.67610553331534
"MAPRE2",27.236165,17.50747,14.447652,19.730429,1398,1224,1005,"Mapre2",13.699157,13.746912,15.587339,1003,894,806,14.3444693333333,1.35100331915465
"MAPRE3",20.853864,17.551182,14.044937,17.4833276666667,592,602,487,"Mapre3",12.384974,9.364,12.2384,297,272,237,11.3291246666667,1.49915976733033
"MAPT",0.237607,0.427013,0.134602,0.266407333333333,33,26,15,"Mapt",11.959972,7.01844,9.399778,999,844,681,9.45939666666667,0.121078430591439
"MARCHF1",0.553128,0.319066,0.250869,0.374354333333333,22,28,21,"Marchf1",0.170468,0.163054,0.281511,18,21,27,0.205011,1.14053260371344
"MARCHF10",0,0,0.182113,0.0607043333333333,0,0,1,"Marchf10",0.111708,0,0.156326,1,0,1,0.0893446666666667,0.973708657865861
"MARCHF11",13.439059,11.947604,8.181262,11.1893083333333,118,92,79,"Marchf11",0.202175,0.072659,0.093242,4,1,1,0.122692,10.8572149203284
"MARCHF2",34.749764,24.261013,22.583083,27.1979533333333,574,439,453,"Marchf2",32.059992,30.664771,31.312316,732,620,557,31.345693,0.871768409269616
"MARCHF3",20.683061,21.983618,16.092681,19.5864533333333,384,381,265,"Marchf3",0.955193,1.503386,1.501193,25,34,28,1.319924,8.87376195656984
"MARCHF4",0.134758,0.183389,0.163516,0.160554333333333,15,19,17,"Marchf4",0,0,0,0,0,0,0,1.16055433333333
"MARCHF5",40.104202,30.890703,29.175652,33.3901856666667,429,402,338,"Marchf5",15.537476,16.451974,17.031338,556,586,449,16.3402626666667,1.98325632822017
"MARCHF6",122.595329,84.868828,28.242067,78.5687413333333,933,800,623,"Marchf6",9.248498,9.391294,11.261725,1940,1769,1634,9.96717233333333,7.25517379639364
"MARCHF7",64.08768,40.815473,27.073116,43.9920896666667,727,684,469,"Marchf7",20.665671,17.174245,8.926625,558,435,393,15.588847,2.7121890790039
"MARCHF8",3.039369,3.355986,2.109637,2.83499733333333,287,271,205,"Marchf8",34.280908,28.111258,21.954,591,582,515,28.1153886666667,0.131717195234419
"MARCHF9",4.429045,3.189363,3.467705,3.695371,147,119,110,"Marchf9",0.478317,0.442196,0.411926,40,39,24,0.444146333333333,3.25131248241464
"MARCKS",0.78941,0.87038,0.666317,0.775369,52,61,47,"Marcks",2.939425,3.029874,3.59337,368,379,311,3.18755633333333,0.423963012955288
"MARCKSL1",20.612259,19.600827,17.745665,19.3195836666667,632,559,509,"Marcksl1",0.499333,0.932448,0.719562,23,44,23,0.717114333333333,11.8335647616554
"MARCO",0,0,0,0,0,0,0,"Marco",0,0.017214,0,0,1,0,0.005738,0.99429473680024
"MARF1",5.322422,3.461997,3.185201,3.98987333333333,403,274,228,"Marf1",2.935841,2.572642,2.859371,681,574,507,2.78928466666667,1.31683781301203
"MARK1",13.508731,2.470648,7.849642,7.943007,282,241,204,"Mark1",1.110108,1.380256,0.923708,94,100,87,1.138024,4.18283751725893
"MARK2",6.332863,4.954836,3.610147,4.96594866666667,527,416,343,"Mark2",7.697868,7.399062,9.693382,392,351,348,8.26343733333333,0.644031848221064
"MARK3",50.718058,47.68464,37.356581,45.253093,961,822,682,"Mark3",10.324839,13.678659,13.338063,459,448,288,12.447187,3.43961105025163
"MARK4",26.251976,16.618172,13.771526,18.880558,565,449,390,"Mark4",2.018247,2.457281,2.35319,203,252,167,2.27623933333333,6.06810308323018
"MARS1",272.452657,163.059476,142.104316,192.538816333333,1155,833,748,"Mars1",7.389603,6.7084,7.67082,344,332,286,7.25627433333333,23.4414226707502
"MARS2",1.398398,1.405742,1.039874,1.281338,81,80,59,"Mars2",0.550854,0.566936,0.643488,206,186,174,0.587092666666667,1.43743213481758
"MARVELD1",10.388576,8.277431,10.044382,9.57012966666667,420,366,363,"Marveld1",3.250385,3.468856,4.248696,320,342,286,3.655979,2.27022709223273
"MARVELD2",0.514977,0.298657,0.246676,0.353436666666667,29,24,21,"Marveld2",0.091813,0.032444,0.021466,7,3,1,0.0485743333333333,1.29073983945821
"MARVELD3",0.096124,0.354993,0.138044,0.196387,5,13,7,"Marveld3",0,0,0,0,0,0,0,1.196387
"MAS1",0.033009,0.019352,0.009677,0.0206793333333333,7,4,2,"Mas1",0.47135,0.182243,0.697386,10,3,14,0.450326333333333,0.703758395524318
"MASP1",300.787348,246.800975,205.998744,251.195689,8483,7460,6237,"Masp1",1.829221,1.781625,1.576525,132,115,80,1.72912366666667,92.4090366736771
"MASP2",0.544843,0.447963,0.16412,0.385642,28,22,8,"Masp2",0,0,0.077325,0,0,1,0.025775,1.35082449854988
"MAST1",5.013192,4.050934,2.23232,3.765482,95,56,60,"Mast1",0.006572,0.1562,0.019868,1,2,2,0.06088,4.49200852122766
"MAST2",32.578802,19.762679,15.450626,22.597369,1920,1319,1072,"Mast2",24.694902,23.163739,23.658219,1696,1477,1183,23.8389533333333,0.950014627562138
"MAST3",3.067666,1.132051,2.197502,2.13240633333333,188,136,122,"Mast3",0.935508,0.621522,1.16496,63,60,51,0.90733,1.64229909524484
"MAST4",18.827588,12.450342,14.404373,15.2274343333333,617,525,350,"Mast4",3.068326,2.447941,1.870468,423,427,342,2.462245,4.68696881166218
"MASTL",2.736422,2.494148,1.660525,2.29703166666667,140,138,94,"Mastl",0.060013,0.192445,0.084058,8,11,7,0.112172,2.96449799731217
"MAT1A",0.310754,0.221197,1.805426,0.779125666666667,23,12,25,"Mat1a",0,0,0,0,0,0,0,1.77912566666667
"MAT2A",72.988182,70.30393,49.140042,64.1440513333333,3304,3246,2293,"Mat2a",39.011485,48.657303,34.925814,1690,1651,1175,40.8648673333333,1.55605536295262
"MAT2B",11.442277,9.721748,9.302544,10.155523,264,264,223,"Mat2b",15.413685,16.041927,14.524587,772,774,600,15.326733,0.683267313797561
"MATK",0.241929,0.40643,0,0.216119666666667,3,3,0,"Matk",0.23929,0.137685,0.319777,4,8,5,0.232250666666667,0.986909319315983
"MATN1",0.060774,0.06446,0,0.0417446666666667,1,2,0,"Matn1",0,0,0,0,0,0,0,1.04174466666667
"MATN2",87.465479,67.881033,43.127236,66.157916,1702,1310,1016,"Matn2",1.766045,1.826953,1.817338,210,204,156,1.80344533333333,23.9554933358192
"MATN3",0,0.023821,0,0.00794033333333333,0,1,0,"Matn3",0,0,0,0,0,0,0,1.00794033333333
"MATN4",0,0,0,0,0,0,0,"Matn4",0.050921,0.030246,0.01036,4,3,1,0.030509,0.970394242068725
"MATR3",204.847965,140.560994,113.880265,153.096408,2741,1735,1590,"Matr3",21.420452,23.494215,24.40431,1208,1072,932,23.1063256666667,6.39236398490537
"MATR3",204.847965,140.560994,113.880265,153.096408,2741,1735,1590,"Snhg4",0.923583,0.909311,1.086976,31,20,22,0.97329,78.0911107845274
"MATR3",204.847965,140.560994,113.880265,153.096408,2741,1735,1590,"Snhg4",0.923583,0.909311,1.086976,31,20,22,0.97329,78.0911107845274
"MATR3",204.847965,140.560994,113.880265,153.096408,2741,1735,1590,"Matr3",21.420452,23.494215,24.40431,1208,1072,932,23.1063256666667,6.39236398490537
"MAU2",10.446986,7.129554,5.0402,7.53891333333333,649,500,438,"Mau2",2.701712,2.537757,2.943794,433,406,349,2.72775433333333,2.29063199175411
"MAVS",7.040316,6.511337,5.147404,6.233019,1890,1668,1295,"Mavs",7.221647,6.928371,7.929119,707,632,557,7.35971233333333,0.865223432528799
"MAX",19.117376,16.841696,11.835662,15.931578,269,237,246,"Max",33.121715,53.174095,39.704426,330,343,233,42.0000786666667,0.393756907545502
"MAZ",44.298256,54.543582,42.02715,46.9563293333333,1054,1078,893,"Maz",9.123401,7.264328,6.299845,374,360,213,7.56252466666667,5.60072305777105
"MB",86.423455,88.028216,79.486901,84.6461906666667,1475,1440,1221,"Mb",7013.12282,7570.968702,6783.40336,89805,90725,75018,7122.498294,0.0120230520359365
"MB21D2",2.097047,2.16154,1.164888,1.807825,120,127,67,"Mb21d2",1.258007,1.240692,1.417241,125,115,101,1.30531333333333,1.21797976847688
"MBD1",18.438306,13.803464,9.516009,13.9192596666667,801,652,495,"Mbd1",6.70821,6.310381,5.42897,603,492,374,6.149187,2.0868470312312
"MBD2",128.321571,121.668711,58.019634,102.669972,329,289,206,"Mbd2",20.101393,22.022542,25.854803,529,496,462,22.6595793333333,4.38173352701763
"MBD3",19.284927,19.896737,15.61016,18.2639413333333,990,941,716,"Mbd3",15.765058,16.146819,20.271267,460,461,430,17.3943813333333,1.0472731310851
"MBD3L1",0,0,0,0,0,0,0,"Mbd3l1",0,0,0,0,0,0,0,1
"MBD3L2",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD3L2B",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD3L3",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD3L4",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD3L5",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD4",15.656984,13.952911,13.604101,14.4046653333333,273,265,198,"Mbd4",0.124099,0.272128,0.097002,13,21,7,0.164409666666667,13.2295924487058
"MBD5",15.479391,30.099238,2.890752,16.1564603333333,177,109,102,"Mbd5",2.225084,1.978819,2.714281,203,173,192,2.30606133333333,5.18939565952799
"MBD6",26.628555,26.705155,21.117508,24.8170726666667,525,452,387,"Mbd6",2.358031,2.182956,4.962352,198,190,177,3.16777966666667,6.19444278044449
"MBIP",4.213736,3.334837,2.888656,3.47907633333333,82,69,65,"Mbip",1.18343,1.187186,1.206817,43,42,34,1.19247766666667,2.04292905758219
"MBL2",0,0,0,0,0,0,0,"Mbl2",0,0,0,0,0,0,0,1
"MBLAC1",1.010896,1.030723,1.001423,1.01434733333333,19,17,17,"Mblac1",0.300086,0.230643,0.321046,11,9,8,0.283925,1.56889797560865
"MBLAC2",0.671658,0.394552,0.289854,0.452021333333333,41,25,18,"Mblac2",0.84305,0.553502,0.723717,58,50,61,0.706756333333333,0.850749052442362
"MBNL1",7.609891,4.910382,2.950331,5.156868,456,421,236,"Mbnl1",12.318227,10.797049,13.63054,1497,1224,1114,12.2486053333333,0.46471819826268
"MBNL2",4.586326,2.451943,1.626782,2.88835033333333,207,143,120,"Mbnl2",29.752552,29.453997,32.191958,2277,1875,1736,30.466169,0.123572409889915
"MBNL3",0.014113,0.086351,0.012875,0.0377796666666667,2,5,2,"Mbnl3",0.094299,0.047625,0.448664,8,6,10,0.196862666666667,0.867083330084098
"MBOAT1",0.237474,0.291912,0.26745,0.265612,21,26,23,"Mboat1",0.281896,0.35746,0.655916,8,14,16,0.431757333333333,0.883957057899942
"MBOAT2",19.655392,8.819475,8.403814,12.2928936666667,424,341,290,"Mboat2",0.99157,0.918853,1.485579,78,73,96,1.13200066666667,6.23493879457824
"MBOAT4",0.030897,0,0,0.010299,1,0,0,"Mboat4",0.017248,0.01837,0,1,1,0,0.0118726666666667,0.998444797731467
"MBOAT7",11.007059,11.087303,8.873765,10.322709,375,293,306,"Mboat7",3.602667,5.214583,4.621894,150,170,152,4.47971466666667,2.06629536185096
"MBP",0.247192,0.097426,0.217915,0.187511,7,4,9,"Mbp",0.798852,1.299738,0.742935,23,25,42,0.947175,0.609863520228023
"MBTD1",2.978943,1.70199,2.760931,2.48062133333333,182,161,132,"Mbtd1",1.189914,0.828513,2.023515,164,122,143,1.347314,1.48281028159562
"MBTPS1",26.178428,19.074804,13.442571,19.5652676666667,1152,776,686,"Mbtps1",7.464191,8.439759,7.185935,563,456,384,7.69662833333333,2.36474031985959
"MBTPS2",3.892792,3.106602,2.850211,3.28320166666667,306,262,230,"Mbtps2",1.527791,2.241214,1.882978,144,132,113,1.88399433333333,1.48516299673728
"MC1R",1.698417,1.065615,0.885538,1.21652333333333,82,47,43,"Mc1r",0.012504,0,0.011925,2,0,1,0.008143,2.19861997091021
"MC2R",0.055994,0.013446,0,0.0231466666666667,4,1,0,"Mc2r",0,0,0,0,0,0,0,1.02314666666667
"MC3R",0,0,0,0,0,0,0,"Mc3r",0,0,0.016376,0,0,1,0.00545866666666667,0.994570968606036
"MC4R",0.030161,0.091801,0.030925,0.0509623333333333,1,3,1,"Mc4r",0,0,0,0,0,0,0,1.05096233333333
"MC5R",0.039827,0.041692,0,0.027173,1,1,0,"Mc5r",0,0.008518,0,0,1,0,0.00283933333333333,1.02426477089384
"MCAM",172.757492,114.647421,128.435117,138.613343333333,1741,1441,1157,"Mcam",5.400316,5.160316,7.08645,479,324,345,5.88236066666667,20.2856766878729
"MCAT",5.750242,6.034177,4.296678,5.36036566666667,149,124,103,"Mcat",5.046134,4.553219,6.711555,236,211,214,5.43696933333333,0.988099420286193
"MCC",3.459544,2.456471,1.400365,2.43879333333333,431,411,226,"Mcc",0.751734,1.044558,0.964903,190,183,163,0.920398333333333,1.79066669328152
"MCCC1",69.018558,42.116916,26.206472,45.7806486666667,494,413,321,"Mccc1",21.713751,20.08475,22.174971,1264,1125,942,21.3244906666667,2.09548559764081
"MCCC2",19.953182,12.885946,11.417305,14.7521443333333,921,796,670,"Mccc2",10.37247,11.461728,12.091114,549,574,456,11.3084373333333,1.27978425747628
"MCEE",11.162826,16.793944,12.814449,13.5904063333333,116,140,118,"Mcee",39.24635,40.806064,40.183605,387,393,303,40.078673,0.355182026774169
"MCEMP1",0,0,0,0,0,0,0,"Mcemp1",0.02336,0,0.03222,1,0,1,0.0185266666666667,0.981810327335563
"MCF2",0.504927,0.364659,0.289397,0.386327666666667,15,11,11,"Mcf2",0,0,0,0,0,0,0,1.38632766666667
"MCF2L",4.39079,2.492577,2.169051,3.01747266666667,147,100,92,"Mcf2l",10.571425,10.082895,7.113446,778,701,398,9.255922,0.391722232936899
"MCFD2",8.723348,6.296849,6.102918,7.04103833333333,558,441,392,"Mcfd2",9.851375,11.50029,12.355269,558,509,481,11.2356446666667,0.65718141972849
"MCHR1",0.130531,0.137495,0.364223,0.210749666666667,5,4,2,"Mchr1",0,0,0,0,0,0,0,1.21074966666667
"MCIDAS",0,0,0,0,0,0,0,"Mcidas",0,0,0,0,0,0,0,1
"MCL1",61.371096,41.17339,36.032377,46.1922876666667,3258,2822,2385,"Mcl1",18.926736,19.494039,20.059619,1856,1906,1386,19.4934646666667,2.30279693718293
"MCM10",1.706772,0.754961,1.437818,1.29985033333333,73,53,38,"Mcm10",0.044182,0.124193,0.018545,2,4,1,0.0623066666666667,2.16495895723771
"MCM2",6.658014,6.225677,4.570397,5.81802933333333,506,369,315,"Mcm2",3.272176,3.091608,5.606716,65,66,58,3.99016666666667,1.36629290938846
"MCM3",27.183346,24.454895,19.059261,23.565834,1355,1158,888,"Mcm3",0.77182,0.663862,1.499783,45,52,46,0.978488333333333,12.4164664436569
"MCM3AP",34.875878,11.978587,10.947237,19.267234,1066,702,652,"Mcm3ap",3.476414,4.860591,4.184898,285,236,186,4.17396766666667,3.91715513233139
"MCM4",137.752295,168.667947,85.519978,130.64674,806,688,518,"Mcm4",1.648813,1.50373,1.782517,92,83,69,1.64502,49.7715480412246
"MCM5",28.79287,15.954158,11.54097,18.762666,620,467,379,"Mcm5",0.636486,0.75207,0.434461,45,48,27,0.607672333333333,12.2927200961556
"MCM6",13.986098,13.516904,10.351278,12.6180933333333,552,493,347,"Mcm6",1.132603,1.315241,1.201943,90,89,80,1.21659566666667,6.14369753497368
"MCM7",26.115179,18.427497,15.775409,20.1060283333333,812,642,493,"Mcm7",1.418693,1.403992,1.926021,71,71,68,1.582902,8.17143985073121
"MCM8",1.900203,1.575475,1.606592,1.69409,177,141,137,"Mcm8",0.367035,0.568117,0.407735,38,41,31,0.447629,1.86103621853389
"MCM9",1.04709,0.631666,0.837777,0.838844333333333,71,51,52,"Mcm9",1.310079,0.703613,3.657008,56,48,67,1.89023333333333,0.63622694822794
"MCMBP",7.473247,6.282866,5.354496,6.370203,432,368,295,"Mcmbp",5.368223,4.553654,5.821677,268,243,220,5.24785133333333,1.17963802382408
"MCMDC2",0.131607,0.104505,0.068432,0.101514666666667,7,5,5,"Mcmdc2",0.108899,0.132506,0.021087,5,3,1,0.0874973333333333,1.01288953352223
"MCOLN1",5.378831,6.8696,8.094268,6.78089966666667,136,132,116,"Mcoln1",8.78586,5.427337,7.84578,216,170,135,7.35299233333333,0.931510452322136
"MCOLN2",0.005775,0.05526,0.134104,0.0650463333333333,0,3,3,"Mcoln2",0,0,0.06839,0,0,2,0.0227966666666667,1.04130798236209
"MCOLN3",0.240094,0.13171,0.182112,0.184638666666667,12,7,5,"Mcoln3",0,0,0,0,0,0,0,1.18463866666667
"MCPH1",2.188611,3.115949,2.592268,2.632276,115,112,96,"Mcph1",0.681908,0.556638,0.468182,68,54,49,0.568909333333333,2.31515991576314
"MCRIP1",50.279222,44.035933,44.763557,46.3595706666667,820,660,669,"Mcrip1",6.297159,6.136742,7.831272,227,208,199,6.75505766666667,6.106926950425
"MCRIP2",62.549556,52.717447,44.711131,53.3260446666667,718,578,523,"Mcrip2",40.3699,48.075198,46.496227,442,511,337,44.9804416666667,1.18150332396764
"MCRS1",56.30103,58.454238,47.720749,54.1586723333333,1253,1107,885,"Mcrs1",13.137036,16.329675,16.731809,333,293,291,15.3995066666667,3.36343485535744
